Orthogroup	Syac	Prbb
OG0000554	Syac.g_01835	Prbb.g_00537
OG0000555	Syac.g_01822	Prbb.g_00545
OG0000556	Syac.g_01817	Prbb.g_00547
OG0000557	Syac.g_01815	Prbb.g_00548
OG0000558	Syac.g_01813	Prbb.g_00551
OG0000559	Syac.g_01808	Prbb.g_00555
OG0000560	Syac.g_01805	Prbb.g_00558
OG0000561	Syac.g_01804	Prbb.g_00559
OG0000562	Syac.g_01803	Prbb.g_00560
OG0000563	Syac.g_01802	Prbb.g_00561
OG0000564	Syac.g_01801	Prbb.g_00562
OG0000565	Syac.g_01797	Prbb.g_00565
OG0000566	Syac.g_01793	Prbb.g_00567
OG0000567	Syac.g_01789	Prbb.g_00571
OG0000568	Syac.g_01786	Prbb.g_00572
OG0000569	Syac.g_01785	Prbb.g_00573
OG0000570	Syac.g_01784	Prbb.g_00574
OG0000571	Syac.g_01780	Prbb.g_00576
OG0000572	Syac.g_01765	Prbb.g_00587
OG0000573	Syac.g_01755	Prbb.g_00592
OG0000574	Syac.g_01754	Prbb.g_00594
OG0000575	Syac.g_01750	Prbb.g_00597
OG0000576	Syac.g_01748	Prbb.g_00599
OG0000577	Syac.g_01747	Prbb.g_00600
OG0000578	Syac.g_01746	Prbb.g_00601
OG0000579	Syac.g_01745	Prbb.g_00602
OG0000580	Syac.g_01744	Prbb.g_00603
OG0000581	Syac.g_01738	Prbb.g_00606
OG0000582	Syac.g_00936	Prbb.g_00609
OG0000583	Syac.g_00937	Prbb.g_00610
OG0000584	Syac.g_00938	Prbb.g_00611
OG0000585	Syac.g_00940	Prbb.g_00613
OG0000586	Syac.g_00941	Prbb.g_00614
OG0000587	Syac.g_00943	Prbb.g_00615
OG0000588	Syac.g_00949	Prbb.g_00619
OG0000589	Syac.g_00953	Prbb.g_00622
OG0000590	Syac.g_00954	Prbb.g_00623
OG0000591	Syac.g_00961	Prbb.g_00626
OG0000592	Syac.g_00962	Prbb.g_00627
OG0000593	Syac.g_00975	Prbb.g_00633
OG0000594	Syac.g_00976	Prbb.g_00634
OG0000595	Syac.g_00977	Prbb.g_00635
OG0000596	Syac.g_00982	Prbb.g_00639
OG0000597	Syac.g_00985	Prbb.g_00641
OG0000598	Syac.g_00986	Prbb.g_00642
OG0000599	Syac.g_00989	Prbb.g_00645
OG0000600	Syac.g_00990	Prbb.g_00646
OG0000601	Syac.g_00991	Prbb.g_00647
OG0000602	Syac.g_00996	Prbb.g_00649
OG0000603	Syac.g_00997	Prbb.g_00650
OG0000604	Syac.g_01001	Prbb.g_00651
OG0000605	Syac.g_01089	Prbb.g_00652
OG0000606	Syac.g_01434	Prbb.g_00655
OG0000607	Syac.g_01430	Prbb.g_00658
OG0000608	Syac.g_01429	Prbb.g_00659
OG0000609	Syac.g_01427	Prbb.g_00660
OG0000610	Syac.g_01419	Prbb.g_00667
OG0000611	Syac.g_01416	Prbb.g_00670
OG0000612	Syac.g_01415	Prbb.g_00671
OG0000613	Syac.g_00231	Prbb.g_00677
OG0000614	Syac.g_00911	Prbb.g_00700
OG0000615	Syac.g_01377	Prbb.g_00708
OG0000616	Syac.g_02478	Prbb.g_02176
OG0000617	Syac.g_01280	Prbb.g_00719
OG0000618	Syac.g_01279	Prbb.g_00720
OG0000619	Syac.g_01278	Prbb.g_00721
OG0000620	Syac.g_01270	Prbb.g_00724
OG0000621	Syac.g_01269	Prbb.g_00725
OG0000622	Syac.g_01268	Prbb.g_00726
OG0000623	Syac.g_01267	Prbb.g_00727
OG0000624	Syac.g_01265	Prbb.g_00729
OG0000625	Syac.g_01264	Prbb.g_00730
OG0000626	Syac.g_01263	Prbb.g_00731
OG0000627	Syac.g_01126	Prbb.g_00733
OG0000628	Syac.g_01127	Prbb.g_00734
OG0000629	Syac.g_01130	Prbb.g_00735
OG0000630	Syac.g_01134	Prbb.g_00738
OG0000631	Syac.g_01139	Prbb.g_00962
OG0000632	Syac.g_01140	Prbb.g_00963
OG0000633	Syac.g_01141	Prbb.g_00964
OG0000634	Syac.g_01345	Prbb.g_00779
OG0000635	Syac.g_01344	Prbb.g_00780
OG0000636	Syac.g_01342	Prbb.g_00782
OG0000637	Syac.g_01340	Prbb.g_00784
OG0000638	Syac.g_01339	Prbb.g_00785
OG0000639	Syac.g_01338	Prbb.g_00786
OG0000640	Syac.g_01337	Prbb.g_00787
OG0000641	Syac.g_01333	Prbb.g_00791
OG0000642	Syac.g_01332	Prbb.g_00792
OG0000643	Syac.g_01330	Prbb.g_00793
OG0000644	Syac.g_01329	Prbb.g_00794
OG0000645	Syac.g_01327	Prbb.g_00795
OG0000646	Syac.g_01324	Prbb.g_00798
OG0000647	Syac.g_01322	Prbb.g_00800
OG0000648	Syac.g_01319	Prbb.g_00802
OG0000649	Syac.g_01318	Prbb.g_00803
OG0000650	Syac.g_01317	Prbb.g_00804
OG0000651	Syac.g_01316	Prbb.g_00805
OG0000652	Syac.g_01315	Prbb.g_00806
OG0000653	Syac.g_01313	Prbb.g_00808
OG0000654	Syac.g_01312	Prbb.g_00809
OG0000655	Syac.g_01311	Prbb.g_00810
OG0000656	Syac.g_01308	Prbb.g_00813
OG0000657	Syac.g_00846	Prbb.g_00819
OG0000658	Syac.g_00842	Prbb.g_00821
OG0000659	Syac.g_00841	Prbb.g_00822
OG0000660	Syac.g_00837	Prbb.g_00827
OG0000661	Syac.g_00835	Prbb.g_00829
OG0000662	Syac.g_00833	Prbb.g_00831
OG0000663	Syac.g_00830	Prbb.g_00833
OG0000664	Syac.g_00829	Prbb.g_00834
OG0000665	Syac.g_01018	Prbb.g_00838
OG0000666	Syac.g_01088	Prbb.g_00839
OG0000667	Syac.g_02165	Prbb.g_00843
OG0000668	Syac.g_01239	Prbb.g_00914
OG0000669	Syac.g_01404	Prbb.g_00922
OG0000670	Syac.g_00580	Prbb.g_00925
OG0000671	Syac.g_01400	Prbb.g_00927
OG0000672	Syac.g_01396	Prbb.g_00930
OG0000673	Syac.g_01393	Prbb.g_00933
OG0000674	Syac.g_01391	Prbb.g_00935
OG0000675	Syac.g_01390	Prbb.g_00936
OG0000676	Syac.g_01388	Prbb.g_00938
OG0000677	Syac.g_01387	Prbb.g_00939
OG0000678	Syac.g_01384	Prbb.g_00942
OG0000679	Syac.g_01375	Prbb.g_00946
OG0000680	Syac.g_01374	Prbb.g_00947
OG0000681	Syac.g_01371	Prbb.g_00950
OG0000682	Syac.g_01370	Prbb.g_00951
OG0000683	Syac.g_01369	Prbb.g_00952
OG0000684	Syac.g_01365	Prbb.g_00762
OG0000685	Syac.g_01363	Prbb.g_00764
OG0000686	Syac.g_01362	Prbb.g_00765
OG0000687	Syac.g_01361	Prbb.g_00766
OG0000688	Syac.g_01356	Prbb.g_00769
OG0000689	Syac.g_01354	Prbb.g_00770
OG0000690	Syac.g_01353	Prbb.g_00771
OG0000691	Syac.g_01352	Prbb.g_00772
OG0000692	Syac.g_01351	Prbb.g_00774
OG0000693	Syac.g_01349	Prbb.g_00775
OG0000694	Syac.g_01348	Prbb.g_00776
OG0000695	Syac.g_01143	Prbb.g_00966
OG0000696	Syac.g_01144	Prbb.g_00967
OG0000697	Syac.g_01146	Prbb.g_00968
OG0000698	Syac.g_01149	Prbb.g_00971
OG0000699	Syac.g_01151	Prbb.g_00972
OG0000700	Syac.g_01152	Prbb.g_00973
OG0000701	Syac.g_01153	Prbb.g_00974
OG0000702	Syac.g_01161	Prbb.g_00976
OG0000703	Syac.g_01162	Prbb.g_00977
OG0000704	Syac.g_01165	Prbb.g_00978
OG0000705	Syac.g_01174	Prbb.g_00984
OG0000706	Syac.g_01175	Prbb.g_00985
OG0000707	Syac.g_01176	Prbb.g_00986
OG0000708	Syac.g_01179	Prbb.g_00988
OG0000709	Syac.g_01187	Prbb.g_00992
OG0000710	Syac.g_01191	Prbb.g_00995
OG0000711	Syac.g_01220	Prbb.g_01010
OG0000712	Syac.g_01221	Prbb.g_01012
OG0000713	Syac.g_01222	Prbb.g_01013
OG0000714	Syac.g_01224	Prbb.g_01014
OG0000715	Syac.g_01226	Prbb.g_01016
OG0000716	Syac.g_01230	Prbb.g_01017
OG0000717	Syac.g_01231	Prbb.g_01018
OG0000718	Syac.g_01235	Prbb.g_01036
OG0000719	Syac.g_01237	Prbb.g_01037
OG0000720	Syac.g_01250	Prbb.g_01048
OG0000721	Syac.g_01252	Prbb.g_01049
OG0000722	Syac.g_01253	Prbb.g_01050
OG0000723	Syac.g_01261	Prbb.g_01054
OG0000724	Syac.g_00879	Prbb.g_01065
OG0000725	Syac.g_00887	Prbb.g_00891
OG0000726	Syac.g_00888	Prbb.g_00890
OG0000727	Syac.g_00889	Prbb.g_00889
OG0000728	Syac.g_00891	Prbb.g_00887
OG0000729	Syac.g_00144	Prbb.g_02071
OG0000730	Syac.g_02024	Prbb.g_00392
OG0000731	Syac.g_02011	Prbb.g_00400
OG0000732	Syac.g_00051	Prbb.g_02121
OG0000733	Syac.g_02386	Prbb.g_01888
OG0000734	Syac.g_00388	Prbb.g_01533
OG0000735	Syac.g_00750	Prbb.g_01531
OG0000736	Syac.g_00751	Prbb.g_01530
OG0000737	Syac.g_00752	Prbb.g_01529
OG0000738	Syac.g_00757	Prbb.g_01525
OG0000739	Syac.g_00762	Prbb.g_01524
OG0000740	Syac.g_00763	Prbb.g_01523
OG0000741	Syac.g_00766	Prbb.g_01521
OG0000742	Syac.g_00768	Prbb.g_01518
OG0000743	Syac.g_00770	Prbb.g_01516
OG0000744	Syac.g_00771	Prbb.g_01515
OG0000745	Syac.g_00773	Prbb.g_01513
OG0000746	Syac.g_00776	Prbb.g_01511
OG0000747	Syac.g_00777	Prbb.g_01510
OG0000748	Syac.g_00787	Prbb.g_01506
OG0000749	Syac.g_00789	Prbb.g_01505
OG0000750	Syac.g_00790	Prbb.g_01504
OG0000751	Syac.g_00797	Prbb.g_01501
OG0000752	Syac.g_00799	Prbb.g_01499
OG0000753	Syac.g_00802	Prbb.g_01497
OG0000754	Syac.g_01471	Prbb.g_01493
OG0000755	Syac.g_01479	Prbb.g_01488
OG0000756	Syac.g_01480	Prbb.g_01487
OG0000757	Syac.g_01492	Prbb.g_01480
OG0000758	Syac.g_01493	Prbb.g_01479
OG0000759	Syac.g_01494	Prbb.g_01478
OG0000760	Syac.g_01495	Prbb.g_01477
OG0000761	Syac.g_01496	Prbb.g_01476
OG0000762	Syac.g_01498	Prbb.g_01475
OG0000763	Syac.g_01500	Prbb.g_01473
OG0000764	Syac.g_01501	Prbb.g_01472
OG0000765	Syac.g_01515	Prbb.g_01463
OG0000766	Syac.g_01516	Prbb.g_01462
OG0000767	Syac.g_01518	Prbb.g_01461
OG0000768	Syac.g_01519	Prbb.g_01460
OG0000769	Syac.g_01521	Prbb.g_01458
OG0000770	Syac.g_01524	Prbb.g_01457
OG0000771	Syac.g_00873	Prbb.g_01060
OG0000772	Syac.g_01569	Prbb.g_01291
OG0000773	Syac.g_00741	Prbb.g_01577
OG0000774	Syac.g_00737	Prbb.g_01580
OG0000775	Syac.g_00735	Prbb.g_01581
OG0000776	Syac.g_00734	Prbb.g_01582
OG0000777	Syac.g_00733	Prbb.g_01583
OG0000778	Syac.g_00732	Prbb.g_01584
OG0000779	Syac.g_00727	Prbb.g_01588
OG0000780	Syac.g_00723	Prbb.g_01589
OG0000781	Syac.g_00719	Prbb.g_01592
OG0000782	Syac.g_00718	Prbb.g_01593
OG0000783	Syac.g_00717	Prbb.g_01594
OG0000784	Syac.g_00716	Prbb.g_01595
OG0000785	Syac.g_00714	Prbb.g_01597
OG0000786	Syac.g_01730	Prbb.g_01600
OG0000787	Syac.g_01731	Prbb.g_01601
OG0000788	Syac.g_00992	Prbb.g_00746
OG0000789	Syac.g_01111	Prbb.g_01057
OG0000790	Syac.g_01921	Prbb.g_01644
OG0000791	Syac.g_01922	Prbb.g_01646
OG0000792	Syac.g_01923	Prbb.g_01647
OG0000793	Syac.g_01928	Prbb.g_01650
OG0000794	Syac.g_01929	Prbb.g_01651
OG0000795	Syac.g_01930	Prbb.g_01652
OG0000796	Syac.g_01934	Prbb.g_01656
OG0000797	Syac.g_01935	Prbb.g_01657
OG0000799	Syac.g_01602	Prbb.g_01668
OG0000800	Syac.g_01603	Prbb.g_01669
OG0000801	Syac.g_01604	Prbb.g_01670
OG0000802	Syac.g_01608	Prbb.g_01672
OG0000803	Syac.g_01613	Prbb.g_01674
OG0000804	Syac.g_01616	Prbb.g_01675
OG0000805	Syac.g_01620	Prbb.g_01677
OG0000806	Syac.g_01622	Prbb.g_01679
OG0000807	Syac.g_01624	Prbb.g_01680
OG0000808	Syac.g_01625	Prbb.g_01681
OG0000809	Syac.g_01628	Prbb.g_01684
OG0000810	Syac.g_01629	Prbb.g_01685
OG0000811	Syac.g_01637	Prbb.g_01689
OG0000812	Syac.g_01639	Prbb.g_01691
OG0000813	Syac.g_01640	Prbb.g_01692
OG0000814	Syac.g_01642	Prbb.g_01694
OG0000815	Syac.g_01643	Prbb.g_01695
OG0000816	Syac.g_01645	Prbb.g_01697
OG0000817	Syac.g_01646	Prbb.g_01698
OG0000818	Syac.g_01652	Prbb.g_01702
OG0000819	Syac.g_01653	Prbb.g_01703
OG0000820	Syac.g_01654	Prbb.g_01704
OG0000821	Syac.g_01659	Prbb.g_01707
OG0000822	Syac.g_01661	Prbb.g_01708
OG0000823	Syac.g_01662	Prbb.g_01709
OG0000824	Syac.g_01666	Prbb.g_01712
OG0000825	Syac.g_01667	Prbb.g_01713
OG0000826	Syac.g_01668	Prbb.g_01714
OG0000827	Syac.g_01669	Prbb.g_01715
OG0000828	Syac.g_01672	Prbb.g_01718
OG0000829	Syac.g_01673	Prbb.g_01719
OG0000830	Syac.g_01674	Prbb.g_01720
OG0000831	Syac.g_01676	Prbb.g_01722
OG0000832	Syac.g_00623	Prbb.g_01732
OG0000833	Syac.g_00613	Prbb.g_01740
OG0000834	Syac.g_00610	Prbb.g_01741
OG0000835	Syac.g_00609	Prbb.g_01742
OG0000836	Syac.g_00605	Prbb.g_01744
OG0000837	Syac.g_00604	Prbb.g_01745
OG0000838	Syac.g_00600	Prbb.g_01747
OG0000839	Syac.g_00599	Prbb.g_01748
OG0000840	Syac.g_00598	Prbb.g_01749
OG0000841	Syac.g_00597	Prbb.g_01750
OG0000842	Syac.g_00596	Prbb.g_01751
OG0000843	Syac.g_00595	Prbb.g_01752
OG0000844	Syac.g_00593	Prbb.g_01753
OG0000845	Syac.g_00592	Prbb.g_01754
OG0000846	Syac.g_00591	Prbb.g_01755
OG0000847	Syac.g_00590	Prbb.g_01756
OG0000848	Syac.g_00588	Prbb.g_01757
OG0000849	Syac.g_00587	Prbb.g_01758
OG0000850	Syac.g_00585	Prbb.g_01760
OG0000851	Syac.g_00573	Prbb.g_01761
OG0000852	Syac.g_00572	Prbb.g_01762
OG0000853	Syac.g_00568	Prbb.g_01767
OG0000854	Syac.g_00566	Prbb.g_01769
OG0000855	Syac.g_00565	Prbb.g_01770
OG0000856	Syac.g_00964	Prbb.g_01659
OG0000857	Syac.g_01323	Prbb.g_00799
OG0000858	Syac.g_00559	Prbb.g_01817
OG0000859	Syac.g_00558	Prbb.g_01818
OG0000860	Syac.g_00542	Prbb.g_01825
OG0000861	Syac.g_00541	Prbb.g_01826
OG0000862	Syac.g_00540	Prbb.g_01827
OG0000863	Syac.g_00538	Prbb.g_01828
OG0000864	Syac.g_00537	Prbb.g_01829
OG0000865	Syac.g_00533	Prbb.g_01830
OG0000866	Syac.g_00532	Prbb.g_01831
OG0000867	Syac.g_00531	Prbb.g_01832
OG0000868	Syac.g_00529	Prbb.g_01833
OG0000869	Syac.g_00524	Prbb.g_01836
OG0000870	Syac.g_00519	Prbb.g_01841
OG0000871	Syac.g_00518	Prbb.g_01842
OG0000872	Syac.g_00510	Prbb.g_01843
OG0000873	Syac.g_00507	Prbb.g_01846
OG0000874	Syac.g_00512	Prbb.g_01849
OG0000875	Syac.g_00505	Prbb.g_01851
OG0000876	Syac.g_00675	Prbb.g_01852
OG0000877	Syac.g_00671	Prbb.g_01854
OG0000878	Syac.g_00670	Prbb.g_01855
OG0000879	Syac.g_00669	Prbb.g_01856
OG0000880	Syac.g_00668	Prbb.g_01857
OG0000881	Syac.g_00664	Prbb.g_01860
OG0000882	Syac.g_00659	Prbb.g_01865
OG0000883	Syac.g_00656	Prbb.g_01867
OG0000884	Syac.g_00654	Prbb.g_01869
OG0000885	Syac.g_00653	Prbb.g_01870
OG0000886	Syac.g_00652	Prbb.g_01871
OG0000887	Syac.g_00651	Prbb.g_01872
OG0000888	Syac.g_00649	Prbb.g_01874
OG0000889	Syac.g_00647	Prbb.g_01876
OG0000890	Syac.g_00642	Prbb.g_01877
OG0000891	Syac.g_00641	Prbb.g_01878
OG0000892	Syac.g_00638	Prbb.g_01880
OG0000893	Syac.g_02193	Prbb.g_01922
OG0000894	Syac.g_02189	Prbb.g_01925
OG0000895	Syac.g_02185	Prbb.g_01928
OG0000896	Syac.g_02184	Prbb.g_01929
OG0000897	Syac.g_02182	Prbb.g_01931
OG0000898	Syac.g_02181	Prbb.g_01932
OG0000899	Syac.g_02180	Prbb.g_01933
OG0000900	Syac.g_02179	Prbb.g_01934
OG0000901	Syac.g_02174	Prbb.g_01937
OG0000902	Syac.g_02172	Prbb.g_01939
OG0000903	Syac.g_02140	Prbb.g_01948
OG0000904	Syac.g_02145	Prbb.g_01943
OG0000905	Syac.g_02148	Prbb.g_01941
OG0000906	Syac.g_02150	Prbb.g_01940
OG0000907	Syac.g_02138	Prbb.g_01958
OG0000908	Syac.g_02135	Prbb.g_01961
OG0000909	Syac.g_02134	Prbb.g_01962
OG0000910	Syac.g_02133	Prbb.g_01963
OG0000911	Syac.g_02131	Prbb.g_01965
OG0000912	Syac.g_02130	Prbb.g_01966
OG0000913	Syac.g_02129	Prbb.g_01967
OG0000914	Syac.g_02128	Prbb.g_01968
OG0000915	Syac.g_02127	Prbb.g_01969
OG0000916	Syac.g_02126	Prbb.g_01970
OG0000917	Syac.g_02125	Prbb.g_01971
OG0000918	Syac.g_02124	Prbb.g_01972
OG0000919	Syac.g_02123	Prbb.g_01973
OG0000920	Syac.g_02122	Prbb.g_01974
OG0000921	Syac.g_02121	Prbb.g_01975
OG0000922	Syac.g_02120	Prbb.g_01976
OG0000923	Syac.g_02116	Prbb.g_01980
OG0000924	Syac.g_02115	Prbb.g_01981
OG0000925	Syac.g_02114	Prbb.g_01982
OG0000926	Syac.g_02113	Prbb.g_01983
OG0000927	Syac.g_02111	Prbb.g_01985
OG0000928	Syac.g_02110	Prbb.g_01986
OG0000929	Syac.g_02109	Prbb.g_01987
OG0000930	Syac.g_02108	Prbb.g_01988
OG0000931	Syac.g_02107	Prbb.g_01989
OG0000932	Syac.g_02106	Prbb.g_01990
OG0000933	Syac.g_02101	Prbb.g_01994
OG0000934	Syac.g_02099	Prbb.g_01996
OG0000935	Syac.g_02098	Prbb.g_01997
OG0000936	Syac.g_02097	Prbb.g_01998
OG0000937	Syac.g_02096	Prbb.g_01999
OG0000938	Syac.g_02092	Prbb.g_02002
OG0000939	Syac.g_02091	Prbb.g_02003
OG0000940	Syac.g_02084	Prbb.g_02010
OG0000941	Syac.g_02082	Prbb.g_02012
OG0000942	Syac.g_02080	Prbb.g_02014
OG0000943	Syac.g_02079	Prbb.g_02015
OG0000944	Syac.g_02077	Prbb.g_02017
OG0000945	Syac.g_02075	Prbb.g_02018
OG0000946	Syac.g_02071	Prbb.g_02024
OG0000947	Syac.g_02068	Prbb.g_02026
OG0000948	Syac.g_02067	Prbb.g_02027
OG0000949	Syac.g_00205	Prbb.g_02030
OG0000950	Syac.g_00193	Prbb.g_02035
OG0000951	Syac.g_00188	Prbb.g_02039
OG0000952	Syac.g_00183	Prbb.g_02043
OG0000953	Syac.g_00177	Prbb.g_02047
OG0000954	Syac.g_00172	Prbb.g_02051
OG0000955	Syac.g_00171	Prbb.g_02052
OG0000956	Syac.g_00169	Prbb.g_02054
OG0000957	Syac.g_00158	Prbb.g_02059
OG0000958	Syac.g_00157	Prbb.g_02060
OG0000959	Syac.g_00153	Prbb.g_02064
OG0000960	Syac.g_00152	Prbb.g_02065
OG0000961	Syac.g_00147	Prbb.g_02068
OG0000962	Syac.g_00145	Prbb.g_02070
OG0000963	Syac.g_00140	Prbb.g_02075
OG0000964	Syac.g_00139	Prbb.g_02076
OG0000965	Syac.g_00138	Prbb.g_02077
OG0000966	Syac.g_00107	Prbb.g_02099
OG0000967	Syac.g_00075	Prbb.g_02103
OG0000968	Syac.g_00080	Prbb.g_02105
OG0000969	Syac.g_00078	Prbb.g_02106
OG0000970	Syac.g_00077	Prbb.g_02107
OG0000971	Syac.g_00067	Prbb.g_02108
OG0000972	Syac.g_00066	Prbb.g_02109
OG0000973	Syac.g_00065	Prbb.g_02110
OG0000974	Syac.g_00064	Prbb.g_02111
OG0000975	Syac.g_00063	Prbb.g_02112
OG0000976	Syac.g_00062	Prbb.g_02113
OG0000977	Syac.g_00059	Prbb.g_02114
OG0000978	Syac.g_00058	Prbb.g_02115
OG0000979	Syac.g_00055	Prbb.g_02118
OG0000980	Syac.g_00052	Prbb.g_02120
OG0000981	Syac.g_00049	Prbb.g_02123
OG0000982	Syac.g_02354	Prbb.g_02125
OG0000983	Syac.g_02355	Prbb.g_02126
OG0000984	Syac.g_02356	Prbb.g_02127
OG0000985	Syac.g_02359	Prbb.g_02130
OG0000986	Syac.g_02363	Prbb.g_02132
OG0000987	Syac.g_02365	Prbb.g_02133
OG0000988	Syac.g_02370	Prbb.g_02136
OG0000989	Syac.g_02379	Prbb.g_02140
OG0000990	Syac.g_02397	Prbb.g_02145
OG0000991	Syac.g_02400	Prbb.g_02146
OG0000992	Syac.g_02402	Prbb.g_02149
OG0000993	Syac.g_02403	Prbb.g_02150
OG0000994	Syac.g_02405	Prbb.g_02151
OG0000995	Syac.g_02410	Prbb.g_02155
OG0000996	Syac.g_02454	Prbb.g_02156
OG0000997	Syac.g_02464	Prbb.g_02164
OG0000998	Syac.g_02466	Prbb.g_02166
OG0000999	Syac.g_02467	Prbb.g_02167
OG0001000	Syac.g_02470	Prbb.g_02170
OG0001001	Syac.g_02475	Prbb.g_02173
OG0001002	Syac.g_02481	Prbb.g_02178
OG0001003	Syac.g_02483	Prbb.g_02180
OG0001004	Syac.g_02484	Prbb.g_02181
OG0001005	Syac.g_02485	Prbb.g_02182
OG0001006	Syac.g_02492	Prbb.g_02187
OG0001007	Syac.g_02494	Prbb.g_02189
OG0001008	Syac.g_00693	Prbb.g_00442
OG0001009	Syac.g_00030	Prbb.g_00028
OG0001010	Syac.g_00031	Prbb.g_00029
OG0001011	Syac.g_00032	Prbb.g_00030
OG0001012	Syac.g_02351	Prbb.g_00058
OG0001013	Syac.g_02337	Prbb.g_00063
OG0001014	Syac.g_02333	Prbb.g_00066
OG0001015	Syac.g_02332	Prbb.g_00067
OG0001016	Syac.g_00446	Prbb.g_00128
OG0001017	Syac.g_00440	Prbb.g_00132
OG0001018	Syac.g_00438	Prbb.g_00135
OG0001019	Syac.g_00422	Prbb.g_00144
OG0001020	Syac.g_00417	Prbb.g_00145
OG0001021	Syac.g_00413	Prbb.g_00146
OG0001022	Syac.g_00410	Prbb.g_00149
OG0001023	Syac.g_00409	Prbb.g_00150
OG0001024	Syac.g_00405	Prbb.g_00153
OG0001025	Syac.g_00399	Prbb.g_00160
OG0001026	Syac.g_00386	Prbb.g_00168
OG0001027	Syac.g_00380	Prbb.g_00169
OG0001028	Syac.g_00378	Prbb.g_00171
OG0001029	Syac.g_00376	Prbb.g_00173
OG0001030	Syac.g_00356	Prbb.g_00189
OG0001031	Syac.g_02266	Prbb.g_00243
OG0001032	Syac.g_02268	Prbb.g_00244
OG0001033	Syac.g_02298	Prbb.g_00264
OG0001034	Syac.g_01968	Prbb.g_00293
OG0001036	Syac.g_02221	Prbb.g_00314
OG0001037	Syac.g_02223	Prbb.g_00315
OG0001038	Syac.g_02251	Prbb.g_00331
OG0001040	Syac.g_00292	Prbb.g_00335
OG0001041	Syac.g_00287	Prbb.g_00339
OG0001042	Syac.g_00258	Prbb.g_00355
OG0001043	Syac.g_00254	Prbb.g_00356
OG0001044	Syac.g_02021	Prbb.g_00393
OG0001045	Syac.g_02008	Prbb.g_00402
OG0001046	Syac.g_01207	Prbb.g_01124
OG0001047	Syac.g_00695	Prbb.g_00444
OG0001048	Syac.g_00696	Prbb.g_00445
OG0001049	Syac.g_00703	Prbb.g_00447
OG0001050	Syac.g_00704	Prbb.g_00448
OG0001051	Syac.g_00705	Prbb.g_00449
OG0001052	Syac.g_01704	Prbb.g_00475
OG0001053	Syac.g_01901	Prbb.g_00488
OG0001054	Syac.g_01884	Prbb.g_00502
OG0001055	Syac.g_01863	Prbb.g_00521
OG0001056	Syac.g_01831	Prbb.g_00539
OG0001057	Syac.g_01825	Prbb.g_00544
OG0001058	Syac.g_01810	Prbb.g_00553
OG0001059	Syac.g_01806	Prbb.g_00557
OG0001060	Syac.g_01799	Prbb.g_00564
OG0001061	Syac.g_01779	Prbb.g_00577
OG0001062	Syac.g_01777	Prbb.g_00579
OG0001063	Syac.g_01773	Prbb.g_00580
OG0001064	Syac.g_01772	Prbb.g_00581
OG0001065	Syac.g_01771	Prbb.g_00582
OG0001066	Syac.g_01770	Prbb.g_00583
OG0001067	Syac.g_01769	Prbb.g_00584
OG0001068	Syac.g_01768	Prbb.g_00585
OG0001069	Syac.g_01767	Prbb.g_00586
OG0001070	Syac.g_01764	Prbb.g_00588
OG0001071	Syac.g_01763	Prbb.g_00589
OG0001072	Syac.g_01758	Prbb.g_00590
OG0001074	Syac.g_00945	Prbb.g_00616
OG0001075	Syac.g_00946	Prbb.g_00617
OG0001076	Syac.g_00956	Prbb.g_00624
OG0001077	Syac.g_00967	Prbb.g_00629
OG0001078	Syac.g_00980	Prbb.g_00637
OG0001079	Syac.g_00993	Prbb.g_00648
OG0001080	Syac.g_01092	Prbb.g_00654
OG0001081	Syac.g_01432	Prbb.g_00656
OG0001082	Syac.g_01431	Prbb.g_00657
OG0001083	Syac.g_01424	Prbb.g_00662
OG0001084	Syac.g_01423	Prbb.g_00664
OG0001085	Syac.g_01412	Prbb.g_00674
OG0001086	Syac.g_01410	Prbb.g_00675
OG0001087	Syac.g_00923	Prbb.g_00694
OG0001088	Syac.g_00920	Prbb.g_00695
OG0001089	Syac.g_00896	Prbb.g_00705
OG0001090	Syac.g_01286	Prbb.g_00714
OG0001091	Syac.g_01284	Prbb.g_00716
OG0001092	Syac.g_01282	Prbb.g_00717
OG0001093	Syac.g_01276	Prbb.g_00722
OG0001094	Syac.g_01347	Prbb.g_00777
OG0001095	Syac.g_01326	Prbb.g_00796
OG0001096	Syac.g_01310	Prbb.g_00811
OG0001097	Syac.g_00834	Prbb.g_00830
OG0001098	Syac.g_01096	Prbb.g_00847
OG0001099	Syac.g_00377	Prbb.g_00917
OG0001100	Syac.g_01402	Prbb.g_00924
OG0001101	Syac.g_01401	Prbb.g_00926
OG0001102	Syac.g_01398	Prbb.g_00929
OG0001103	Syac.g_01395	Prbb.g_00931
OG0001104	Syac.g_01364	Prbb.g_00763
OG0001105	Syac.g_01360	Prbb.g_00767
OG0001106	Syac.g_01166	Prbb.g_00979
OG0001107	Syac.g_01180	Prbb.g_00989
OG0001108	Syac.g_01188	Prbb.g_00993
OG0001109	Syac.g_01190	Prbb.g_00994
OG0001110	Syac.g_01192	Prbb.g_00996
OG0001111	Syac.g_01194	Prbb.g_00997
OG0001112	Syac.g_01196	Prbb.g_00998
OG0001113	Syac.g_01197	Prbb.g_00999
OG0001114	Syac.g_01198	Prbb.g_01000
OG0001115	Syac.g_01202	Prbb.g_01002
OG0001116	Syac.g_01204	Prbb.g_01003
