Orthogroup	Syac	Prax
OG0000588	Syac.g_00949	Prax.g_00077
OG0000589	Syac.g_00953	Prax.g_00080
OG0000590	Syac.g_00954	Prax.g_00081
OG0000591	Syac.g_00961	Prax.g_00084
OG0000592	Syac.g_00962	Prax.g_00085
OG0000593	Syac.g_00975	Prax.g_00091
OG0000594	Syac.g_00976	Prax.g_00092
OG0000595	Syac.g_00977	Prax.g_00093
OG0000596	Syac.g_00982	Prax.g_00097
OG0000597	Syac.g_00985	Prax.g_00099
OG0000598	Syac.g_00986	Prax.g_00100
OG0000599	Syac.g_00989	Prax.g_00103
OG0000600	Syac.g_00990	Prax.g_00104
OG0000601	Syac.g_00991	Prax.g_00105
OG0000602	Syac.g_00996	Prax.g_00107
OG0000603	Syac.g_00997	Prax.g_00108
OG0000604	Syac.g_01001	Prax.g_00109
OG0000605	Syac.g_01089	Prax.g_00110
OG0000606	Syac.g_01434	Prax.g_00113
OG0000607	Syac.g_01430	Prax.g_00116
OG0000608	Syac.g_01429	Prax.g_00117
OG0000609	Syac.g_01427	Prax.g_00118
OG0000610	Syac.g_01419	Prax.g_00123
OG0000611	Syac.g_01416	Prax.g_00975
OG0000612	Syac.g_01415	Prax.g_00974
OG0000613	Syac.g_00231	Prax.g_00969
OG0000614	Syac.g_00911	Prax.g_00950
OG0000615	Syac.g_01377	Prax.g_00942
OG0000616	Syac.g_02478	Prax.g_00938
OG0000617	Syac.g_01280	Prax.g_00479
OG0000618	Syac.g_01279	Prax.g_00478
OG0000619	Syac.g_01278	Prax.g_00477
OG0000620	Syac.g_01270	Prax.g_00474
OG0000621	Syac.g_01269	Prax.g_00473
OG0000622	Syac.g_01268	Prax.g_00472
OG0000623	Syac.g_01267	Prax.g_00471
OG0000624	Syac.g_01265	Prax.g_00470
OG0000625	Syac.g_01264	Prax.g_00469
OG0000626	Syac.g_01263	Prax.g_00468
OG0000627	Syac.g_01126	Prax.g_00467
OG0000628	Syac.g_01127	Prax.g_00466
OG0000629	Syac.g_01130	Prax.g_00465
OG0000630	Syac.g_01134	Prax.g_00462
OG0000631	Syac.g_01139	Prax.g_00382
OG0000632	Syac.g_01140	Prax.g_00381
OG0000633	Syac.g_01141	Prax.g_00380
OG0000634	Syac.g_01345	Prax.g_00377
OG0000635	Syac.g_01344	Prax.g_00376
OG0000636	Syac.g_01342	Prax.g_00374
OG0000637	Syac.g_01340	Prax.g_00372
OG0000638	Syac.g_01339	Prax.g_00371
OG0000639	Syac.g_01338	Prax.g_00370
OG0000640	Syac.g_01337	Prax.g_00369
OG0000641	Syac.g_01333	Prax.g_00365
OG0000642	Syac.g_01332	Prax.g_00364
OG0000643	Syac.g_01330	Prax.g_00363
OG0000644	Syac.g_01329	Prax.g_00362
OG0000645	Syac.g_01327	Prax.g_00361
OG0000646	Syac.g_01324	Prax.g_00359
OG0000647	Syac.g_01322	Prax.g_00358
OG0000648	Syac.g_01319	Prax.g_00356
OG0000649	Syac.g_01318	Prax.g_00355
OG0000650	Syac.g_01317	Prax.g_00354
OG0000651	Syac.g_01316	Prax.g_00353
OG0000652	Syac.g_01315	Prax.g_00352
OG0000653	Syac.g_01313	Prax.g_00350
OG0000654	Syac.g_01312	Prax.g_00349
OG0000655	Syac.g_01311	Prax.g_00348
OG0000656	Syac.g_01308	Prax.g_00345
OG0000657	Syac.g_00846	Prax.g_00337
OG0000658	Syac.g_00842	Prax.g_00336
OG0000659	Syac.g_00841	Prax.g_00335
OG0000660	Syac.g_00837	Prax.g_00331
OG0000661	Syac.g_00835	Prax.g_00329
OG0000662	Syac.g_00833	Prax.g_00327
OG0000663	Syac.g_00830	Prax.g_00325
OG0000664	Syac.g_00829	Prax.g_00324
OG0000665	Syac.g_01018	Prax.g_00320
OG0000666	Syac.g_01088	Prax.g_00319
OG0000667	Syac.g_02165	Prax.g_00315
OG0000668	Syac.g_01239	Prax.g_00546
OG0000669	Syac.g_01404	Prax.g_00553
OG0000670	Syac.g_00580	Prax.g_00555
OG0000671	Syac.g_01400	Prax.g_00557
OG0000672	Syac.g_01396	Prax.g_00559
OG0000673	Syac.g_01393	Prax.g_00562
OG0000674	Syac.g_01391	Prax.g_00564
OG0000675	Syac.g_01390	Prax.g_00565
OG0000676	Syac.g_01388	Prax.g_00567
OG0000677	Syac.g_01387	Prax.g_00568
OG0000678	Syac.g_01384	Prax.g_00570
OG0000679	Syac.g_01375	Prax.g_00574
OG0000680	Syac.g_01374	Prax.g_00575
OG0000681	Syac.g_01371	Prax.g_00578
OG0000682	Syac.g_01370	Prax.g_00579
OG0000683	Syac.g_01369	Prax.g_00580
OG0000684	Syac.g_01365	Prax.g_00582
OG0000685	Syac.g_01363	Prax.g_00584
OG0000686	Syac.g_01362	Prax.g_00585
OG0000687	Syac.g_01361	Prax.g_00586
OG0000688	Syac.g_01356	Prax.g_00589
OG0000689	Syac.g_01354	Prax.g_00590
OG0000690	Syac.g_01353	Prax.g_00591
OG0000691	Syac.g_01352	Prax.g_00592
OG0000692	Syac.g_01351	Prax.g_00594
OG0000693	Syac.g_01349	Prax.g_00595
OG0000694	Syac.g_01348	Prax.g_00596
OG0000695	Syac.g_01143	Prax.g_00598
OG0000696	Syac.g_01144	Prax.g_00599
OG0000697	Syac.g_01146	Prax.g_00600
OG0000698	Syac.g_01149	Prax.g_00603
OG0000699	Syac.g_01151	Prax.g_00604
OG0000700	Syac.g_01152	Prax.g_00605
OG0000701	Syac.g_01153	Prax.g_00606
OG0000702	Syac.g_01161	Prax.g_00608
OG0000703	Syac.g_01162	Prax.g_00609
OG0000704	Syac.g_01165	Prax.g_00610
OG0000705	Syac.g_01174	Prax.g_00614
OG0000706	Syac.g_01175	Prax.g_00615
OG0000707	Syac.g_01176	Prax.g_00616
OG0000708	Syac.g_01179	Prax.g_00617
OG0000709	Syac.g_01187	Prax.g_01130
OG0000710	Syac.g_01191	Prax.g_01133
OG0000711	Syac.g_01220	Prax.g_01150
OG0000712	Syac.g_01221	Prax.g_01152
OG0000713	Syac.g_01222	Prax.g_01153
OG0000714	Syac.g_01224	Prax.g_01154
OG0000715	Syac.g_01226	Prax.g_01156
OG0000716	Syac.g_01230	Prax.g_01158
OG0000717	Syac.g_01231	Prax.g_01159
OG0000718	Syac.g_01235	Prax.g_01173
OG0000719	Syac.g_01237	Prax.g_01175
OG0000720	Syac.g_01250	Prax.g_01184
OG0000721	Syac.g_01252	Prax.g_01186
OG0000722	Syac.g_01253	Prax.g_01187
OG0000723	Syac.g_01261	Prax.g_01190
OG0000724	Syac.g_00879	Prax.g_01199
OG0000725	Syac.g_00887	Prax.g_01205
OG0000726	Syac.g_00888	Prax.g_01206
OG0000727	Syac.g_00889	Prax.g_01207
OG0000728	Syac.g_00891	Prax.g_01209
OG0000729	Syac.g_00144	Prax.g_01256
OG0000730	Syac.g_02024	Prax.g_00126
OG0000731	Syac.g_02011	Prax.g_00130
OG0000732	Syac.g_00051	Prax.g_00140
OG0000733	Syac.g_02386	Prax.g_00162
OG0000734	Syac.g_00388	Prax.g_00185
OG0000735	Syac.g_00750	Prax.g_00187
OG0000736	Syac.g_00751	Prax.g_00188
OG0000737	Syac.g_00752	Prax.g_00189
OG0000738	Syac.g_00757	Prax.g_00193
OG0000739	Syac.g_00762	Prax.g_00194
OG0000740	Syac.g_00763	Prax.g_00195
OG0000741	Syac.g_00766	Prax.g_00196
OG0000742	Syac.g_00768	Prax.g_00199
OG0000743	Syac.g_00770	Prax.g_00201
OG0000744	Syac.g_00771	Prax.g_00202
OG0000745	Syac.g_00773	Prax.g_00203
OG0000746	Syac.g_00776	Prax.g_00205
OG0000747	Syac.g_00777	Prax.g_00206
OG0000748	Syac.g_00787	Prax.g_00209
OG0000749	Syac.g_00789	Prax.g_00210
OG0000750	Syac.g_00790	Prax.g_00211
OG0000751	Syac.g_00797	Prax.g_00213
OG0000752	Syac.g_00799	Prax.g_00215
OG0000753	Syac.g_00802	Prax.g_00218
OG0000754	Syac.g_01471	Prax.g_00221
OG0000755	Syac.g_01479	Prax.g_00224
OG0000756	Syac.g_01480	Prax.g_00225
OG0000757	Syac.g_01492	Prax.g_00231
OG0000758	Syac.g_01493	Prax.g_00232
OG0000759	Syac.g_01494	Prax.g_00233
OG0000760	Syac.g_01495	Prax.g_00234
OG0000761	Syac.g_01496	Prax.g_00235
OG0000762	Syac.g_01498	Prax.g_00236
OG0000763	Syac.g_01500	Prax.g_00238
OG0000764	Syac.g_01501	Prax.g_00239
OG0000765	Syac.g_01515	Prax.g_00248
OG0000766	Syac.g_01516	Prax.g_00249
OG0000767	Syac.g_01518	Prax.g_00251
OG0000768	Syac.g_01519	Prax.g_00252
OG0000769	Syac.g_01521	Prax.g_00254
OG0000770	Syac.g_01524	Prax.g_00256
OG0000771	Syac.g_00873	Prax.g_01789
OG0000772	Syac.g_01569	Prax.g_01928
OG0000773	Syac.g_00741	Prax.g_01908
OG0000774	Syac.g_00737	Prax.g_01906
OG0000775	Syac.g_00735	Prax.g_01904
OG0000776	Syac.g_00734	Prax.g_01903
OG0000777	Syac.g_00733	Prax.g_01902
OG0000778	Syac.g_00732	Prax.g_01901
OG0000779	Syac.g_00727	Prax.g_01897
OG0000780	Syac.g_00723	Prax.g_01896
OG0000781	Syac.g_00719	Prax.g_01893
OG0000782	Syac.g_00718	Prax.g_01892
OG0000783	Syac.g_00717	Prax.g_01891
OG0000784	Syac.g_00716	Prax.g_01890
OG0000785	Syac.g_00714	Prax.g_01888
OG0000786	Syac.g_01730	Prax.g_01886
OG0000787	Syac.g_01731	Prax.g_01885
OG0000788	Syac.g_00992	Prax.g_01876
OG0000789	Syac.g_01111	Prax.g_01873
OG0000790	Syac.g_01921	Prax.g_01858
OG0000791	Syac.g_01922	Prax.g_01856
OG0000792	Syac.g_01923	Prax.g_01855
OG0000793	Syac.g_01928	Prax.g_01852
OG0000794	Syac.g_01929	Prax.g_01851
OG0000795	Syac.g_01930	Prax.g_01850
OG0000796	Syac.g_01934	Prax.g_01846
OG0000797	Syac.g_01935	Prax.g_01845
OG0000798	Syac.g_02250	Prax.g_01819
OG0000799	Syac.g_01602	Prax.g_01751
OG0000800	Syac.g_01603	Prax.g_01750
OG0000801	Syac.g_01604	Prax.g_01749
OG0000802	Syac.g_01608	Prax.g_01747
OG0000803	Syac.g_01613	Prax.g_01745
OG0000804	Syac.g_01616	Prax.g_01744
OG0000805	Syac.g_01620	Prax.g_01742
OG0000806	Syac.g_01622	Prax.g_01740
OG0000807	Syac.g_01624	Prax.g_01739
OG0000808	Syac.g_01625	Prax.g_01738
OG0000809	Syac.g_01628	Prax.g_01735
OG0000810	Syac.g_01629	Prax.g_01734
OG0000811	Syac.g_01637	Prax.g_01725
OG0000812	Syac.g_01639	Prax.g_01723
OG0000813	Syac.g_01640	Prax.g_01722
OG0000814	Syac.g_01642	Prax.g_01720
OG0000815	Syac.g_01643	Prax.g_01719
OG0000816	Syac.g_01645	Prax.g_01717
OG0000817	Syac.g_01646	Prax.g_01716
OG0000818	Syac.g_01652	Prax.g_01711
OG0000819	Syac.g_01653	Prax.g_01710
OG0000820	Syac.g_01654	Prax.g_01709
OG0000821	Syac.g_01659	Prax.g_01705
OG0000822	Syac.g_01661	Prax.g_01704
OG0000823	Syac.g_01662	Prax.g_01703
OG0000824	Syac.g_01666	Prax.g_01700
OG0000825	Syac.g_01667	Prax.g_01699
OG0000826	Syac.g_01668	Prax.g_01698
OG0000827	Syac.g_01669	Prax.g_01697
OG0000828	Syac.g_01672	Prax.g_01694
OG0000829	Syac.g_01673	Prax.g_01693
OG0000830	Syac.g_01674	Prax.g_01692
OG0000831	Syac.g_01676	Prax.g_01690
OG0000832	Syac.g_00623	Prax.g_01684
OG0000833	Syac.g_00613	Prax.g_01676
OG0000834	Syac.g_00610	Prax.g_01675
OG0000835	Syac.g_00609	Prax.g_01674
OG0000836	Syac.g_00605	Prax.g_01673
OG0000837	Syac.g_00604	Prax.g_01672
OG0000838	Syac.g_00600	Prax.g_01670
OG0000839	Syac.g_00599	Prax.g_01669
OG0000840	Syac.g_00598	Prax.g_01668
OG0000841	Syac.g_00597	Prax.g_01667
OG0000842	Syac.g_00596	Prax.g_01666
OG0000843	Syac.g_00595	Prax.g_01665
OG0000844	Syac.g_00593	Prax.g_01664
OG0000845	Syac.g_00592	Prax.g_01663
OG0000846	Syac.g_00591	Prax.g_01662
OG0000847	Syac.g_00590	Prax.g_01661
OG0000848	Syac.g_00588	Prax.g_01660
OG0000849	Syac.g_00587	Prax.g_01659
OG0000850	Syac.g_00585	Prax.g_01657
OG0000851	Syac.g_00573	Prax.g_01656
OG0000852	Syac.g_00572	Prax.g_01655
OG0000853	Syac.g_00568	Prax.g_01651
OG0000854	Syac.g_00566	Prax.g_01649
OG0000855	Syac.g_00565	Prax.g_01648
OG0000856	Syac.g_00964	Prax.g_01633
OG0000857	Syac.g_01323	Prax.g_01605
OG0000858	Syac.g_00559	Prax.g_01565
OG0000859	Syac.g_00558	Prax.g_01564
OG0000860	Syac.g_00542	Prax.g_01557
OG0000861	Syac.g_00541	Prax.g_01556
OG0000862	Syac.g_00540	Prax.g_01555
OG0000863	Syac.g_00538	Prax.g_01553
OG0000864	Syac.g_00537	Prax.g_01552
OG0000865	Syac.g_00533	Prax.g_01551
OG0000866	Syac.g_00532	Prax.g_01550
OG0000867	Syac.g_00531	Prax.g_01549
OG0000868	Syac.g_00529	Prax.g_01548
OG0000869	Syac.g_00524	Prax.g_01544
OG0000870	Syac.g_00519	Prax.g_01539
OG0000871	Syac.g_00518	Prax.g_01538
OG0000872	Syac.g_00510	Prax.g_01537
OG0000873	Syac.g_00507	Prax.g_01534
OG0000874	Syac.g_00512	Prax.g_01531
OG0000875	Syac.g_00505	Prax.g_01530
OG0000876	Syac.g_00675	Prax.g_01529
OG0000877	Syac.g_00671	Prax.g_01527
OG0000878	Syac.g_00670	Prax.g_01526
OG0000879	Syac.g_00669	Prax.g_01525
OG0000880	Syac.g_00668	Prax.g_01524
OG0000881	Syac.g_00664	Prax.g_01520
OG0000882	Syac.g_00659	Prax.g_01515
OG0000883	Syac.g_00656	Prax.g_01513
OG0000884	Syac.g_00654	Prax.g_01511
OG0000885	Syac.g_00653	Prax.g_01510
OG0000886	Syac.g_00652	Prax.g_01509
OG0000887	Syac.g_00651	Prax.g_01508
OG0000888	Syac.g_00649	Prax.g_01506
OG0000889	Syac.g_00647	Prax.g_01504
OG0000890	Syac.g_00642	Prax.g_01503
OG0000891	Syac.g_00641	Prax.g_01502
OG0000892	Syac.g_00638	Prax.g_01257
OG0000893	Syac.g_02193	Prax.g_01262
OG0000894	Syac.g_02189	Prax.g_01264
OG0000895	Syac.g_02185	Prax.g_01267
OG0000896	Syac.g_02184	Prax.g_01268
OG0000897	Syac.g_02182	Prax.g_01270
OG0000898	Syac.g_02181	Prax.g_01271
OG0000899	Syac.g_02180	Prax.g_01272
OG0000900	Syac.g_02179	Prax.g_01273
OG0000901	Syac.g_02174	Prax.g_01276
OG0000902	Syac.g_02172	Prax.g_01278
OG0000903	Syac.g_02140	Prax.g_01281
OG0000904	Syac.g_02145	Prax.g_01283
OG0000905	Syac.g_02148	Prax.g_01288
OG0000906	Syac.g_02150	Prax.g_01289
OG0000907	Syac.g_02138	Prax.g_01296
OG0000908	Syac.g_02135	Prax.g_01299
OG0000909	Syac.g_02134	Prax.g_01300
OG0000910	Syac.g_02133	Prax.g_01301
OG0000911	Syac.g_02131	Prax.g_01303
OG0000912	Syac.g_02130	Prax.g_01304
OG0000913	Syac.g_02129	Prax.g_01305
OG0000914	Syac.g_02128	Prax.g_01306
OG0000915	Syac.g_02127	Prax.g_01307
OG0000916	Syac.g_02126	Prax.g_01308
OG0000917	Syac.g_02125	Prax.g_01309
OG0000918	Syac.g_02124	Prax.g_01310
OG0000919	Syac.g_02123	Prax.g_01311
OG0000920	Syac.g_02122	Prax.g_01312
OG0000921	Syac.g_02121	Prax.g_01313
OG0000922	Syac.g_02120	Prax.g_01314
OG0000923	Syac.g_02116	Prax.g_01318
OG0000924	Syac.g_02115	Prax.g_01319
OG0000925	Syac.g_02114	Prax.g_01320
OG0000926	Syac.g_02113	Prax.g_01321
OG0000927	Syac.g_02111	Prax.g_01323
OG0000928	Syac.g_02110	Prax.g_01324
OG0000929	Syac.g_02109	Prax.g_01325
OG0000930	Syac.g_02108	Prax.g_01326
OG0000931	Syac.g_02107	Prax.g_01327
OG0000932	Syac.g_02106	Prax.g_01328
OG0000933	Syac.g_02101	Prax.g_01332
OG0000934	Syac.g_02099	Prax.g_01334
OG0000935	Syac.g_02098	Prax.g_01335
OG0000936	Syac.g_02097	Prax.g_01336
OG0000937	Syac.g_02096	Prax.g_01337
OG0000938	Syac.g_02092	Prax.g_01339
OG0000939	Syac.g_02091	Prax.g_01340
OG0000940	Syac.g_02084	Prax.g_01347
OG0000941	Syac.g_02082	Prax.g_01349
OG0000942	Syac.g_02080	Prax.g_01351
OG0000943	Syac.g_02079	Prax.g_01352
OG0000944	Syac.g_02077	Prax.g_01353
OG0000945	Syac.g_02075	Prax.g_01354
OG0000946	Syac.g_02071	Prax.g_01358
OG0000947	Syac.g_02068	Prax.g_01360
OG0000948	Syac.g_02067	Prax.g_01361
OG0000949	Syac.g_00205	Prax.g_01364
OG0000950	Syac.g_00193	Prax.g_01369
OG0000951	Syac.g_00188	Prax.g_01373
OG0000952	Syac.g_00183	Prax.g_01377
OG0000953	Syac.g_00177	Prax.g_01380
OG0000954	Syac.g_00172	Prax.g_01384
OG0000955	Syac.g_00171	Prax.g_01385
OG0000956	Syac.g_00169	Prax.g_01387
OG0000957	Syac.g_00158	Prax.g_01392
OG0000958	Syac.g_00157	Prax.g_01393
OG0000959	Syac.g_00153	Prax.g_01397
OG0000960	Syac.g_00152	Prax.g_01398
OG0000961	Syac.g_00147	Prax.g_01400
OG0000962	Syac.g_00145	Prax.g_01402
OG0000963	Syac.g_00140	Prax.g_01406
OG0000964	Syac.g_00139	Prax.g_01407
OG0000965	Syac.g_00138	Prax.g_01408
OG0000966	Syac.g_00107	Prax.g_01415
OG0000967	Syac.g_00075	Prax.g_01420
OG0000968	Syac.g_00080	Prax.g_01422
OG0000969	Syac.g_00078	Prax.g_01423
OG0000970	Syac.g_00077	Prax.g_01424
OG0000971	Syac.g_00067	Prax.g_01425
OG0000972	Syac.g_00066	Prax.g_01426
OG0000973	Syac.g_00065	Prax.g_01427
OG0000974	Syac.g_00064	Prax.g_01428
OG0000975	Syac.g_00063	Prax.g_01429
OG0000976	Syac.g_00062	Prax.g_01430
OG0000977	Syac.g_00059	Prax.g_01431
OG0000978	Syac.g_00058	Prax.g_01432
OG0000979	Syac.g_00055	Prax.g_01435
OG0000980	Syac.g_00052	Prax.g_01437
OG0000981	Syac.g_00049	Prax.g_01439
OG0000982	Syac.g_02354	Prax.g_01441
OG0000983	Syac.g_02355	Prax.g_01442
OG0000984	Syac.g_02356	Prax.g_01443
OG0000985	Syac.g_02359	Prax.g_01446
OG0000986	Syac.g_02363	Prax.g_01448
OG0000987	Syac.g_02365	Prax.g_01449
OG0000988	Syac.g_02370	Prax.g_01452
OG0000989	Syac.g_02379	Prax.g_01455
OG0000990	Syac.g_02397	Prax.g_01458
OG0000991	Syac.g_02400	Prax.g_01459
OG0000992	Syac.g_02402	Prax.g_01461
OG0000993	Syac.g_02403	Prax.g_01462
OG0000994	Syac.g_02405	Prax.g_01463
OG0000995	Syac.g_02410	Prax.g_01467
OG0000996	Syac.g_02454	Prax.g_01468
OG0000997	Syac.g_02464	Prax.g_01469
OG0000998	Syac.g_02466	Prax.g_01471
OG0000999	Syac.g_02467	Prax.g_01472
OG0001000	Syac.g_02470	Prax.g_01475
OG0001001	Syac.g_02475	Prax.g_01477
OG0001002	Syac.g_02481	Prax.g_01481
OG0001003	Syac.g_02483	Prax.g_01482
OG0001004	Syac.g_02484	Prax.g_01483
OG0001005	Syac.g_02485	Prax.g_01484
OG0001006	Syac.g_02492	Prax.g_01488
OG0001007	Syac.g_02494	Prax.g_01490
OG0001008	Syac.g_00693	Prax.g_00763
OG0001009	Syac.g_00030	Prax.g_00286
OG0001010	Syac.g_00031	Prax.g_00285
OG0001011	Syac.g_00032	Prax.g_00284
OG0001012	Syac.g_02351	Prax.g_00270
OG0001013	Syac.g_02337	Prax.g_00623
OG0001014	Syac.g_02333	Prax.g_00626
OG0001015	Syac.g_02332	Prax.g_00627
OG0001016	Syac.g_00446	Prax.g_00644
OG0001017	Syac.g_00440	Prax.g_00648
OG0001018	Syac.g_00438	Prax.g_00651
OG0001019	Syac.g_00422	Prax.g_00660
OG0001020	Syac.g_00417	Prax.g_01128
OG0001021	Syac.g_00413	Prax.g_01127
OG0001022	Syac.g_00410	Prax.g_01124
OG0001023	Syac.g_00409	Prax.g_01123
OG0001024	Syac.g_00405	Prax.g_01120
OG0001025	Syac.g_00399	Prax.g_01114
OG0001026	Syac.g_00386	Prax.g_01108
OG0001027	Syac.g_00380	Prax.g_01107
OG0001028	Syac.g_00378	Prax.g_01105
OG0001029	Syac.g_00376	Prax.g_01103
OG0001030	Syac.g_00356	Prax.g_01088
OG0001031	Syac.g_02266	Prax.g_01032
OG0001032	Syac.g_02268	Prax.g_01031
OG0001033	Syac.g_02298	Prax.g_01010
OG0001034	Syac.g_01968	Prax.g_00982
OG0001036	Syac.g_02221	Prax.g_00916
OG0001037	Syac.g_02223	Prax.g_00915
OG0001038	Syac.g_02251	Prax.g_00897
OG0001039	Syac.g_02254	Prax.g_00894
OG0001040	Syac.g_00292	Prax.g_00892
OG0001041	Syac.g_00287	Prax.g_00888
OG0001042	Syac.g_00258	Prax.g_00871
OG0001043	Syac.g_00254	Prax.g_00870
OG0001044	Syac.g_02021	Prax.g_00840
OG0001045	Syac.g_02008	Prax.g_00831
OG0001046	Syac.g_01207	Prax.g_00795
OG0001047	Syac.g_00695	Prax.g_00761
OG0001048	Syac.g_00696	Prax.g_00760
OG0001049	Syac.g_00703	Prax.g_00758
OG0001050	Syac.g_00704	Prax.g_00757
OG0001051	Syac.g_00705	Prax.g_00756
OG0001052	Syac.g_01704	Prax.g_00731
OG0001053	Syac.g_01901	Prax.g_00719
OG0001054	Syac.g_01884	Prax.g_00703
OG0001055	Syac.g_01863	Prax.g_00684
OG0001056	Syac.g_01831	Prax.g_00665
OG0001057	Syac.g_01825	Prax.g_00002
OG0001058	Syac.g_01810	Prax.g_00010
OG0001059	Syac.g_01806	Prax.g_00014
OG0001060	Syac.g_01799	Prax.g_00021
OG0001061	Syac.g_01779	Prax.g_00034
OG0001062	Syac.g_01777	Prax.g_00036
OG0001063	Syac.g_01773	Prax.g_00038
OG0001064	Syac.g_01772	Prax.g_00039
OG0001065	Syac.g_01771	Prax.g_00040
OG0001066	Syac.g_01770	Prax.g_00041
OG0001067	Syac.g_01769	Prax.g_00042
OG0001068	Syac.g_01768	Prax.g_00043
OG0001069	Syac.g_01767	Prax.g_00044
OG0001070	Syac.g_01764	Prax.g_00047
OG0001071	Syac.g_01763	Prax.g_00048
OG0001072	Syac.g_01758	Prax.g_00049
OG0001074	Syac.g_00945	Prax.g_00074
OG0001075	Syac.g_00946	Prax.g_00075
OG0001076	Syac.g_00956	Prax.g_00083
OG0001077	Syac.g_00967	Prax.g_00087
OG0001078	Syac.g_00980	Prax.g_00095
OG0001079	Syac.g_00993	Prax.g_00106
OG0001080	Syac.g_01092	Prax.g_00112
OG0001081	Syac.g_01432	Prax.g_00114
OG0001082	Syac.g_01431	Prax.g_00115
OG0001083	Syac.g_01424	Prax.g_00120
OG0001084	Syac.g_01423	Prax.g_00121
OG0001085	Syac.g_01412	Prax.g_00972
OG0001086	Syac.g_01410	Prax.g_00971
OG0001087	Syac.g_00923	Prax.g_00954
OG0001088	Syac.g_00920	Prax.g_00953
OG0001089	Syac.g_00896	Prax.g_00945
OG0001090	Syac.g_01286	Prax.g_00484
OG0001091	Syac.g_01284	Prax.g_00482
OG0001092	Syac.g_01282	Prax.g_00481
OG0001093	Syac.g_01276	Prax.g_00476
OG0001094	Syac.g_01347	Prax.g_00379
OG0001095	Syac.g_01326	Prax.g_00360
OG0001096	Syac.g_01310	Prax.g_00347
OG0001097	Syac.g_00834	Prax.g_00328
OG0001098	Syac.g_01096	Prax.g_00313
OG0001099	Syac.g_00377	Prax.g_00550
OG0001100	Syac.g_01402	Prax.g_00554
OG0001101	Syac.g_01401	Prax.g_00556
OG0001102	Syac.g_01398	Prax.g_00558
OG0001103	Syac.g_01395	Prax.g_00560
OG0001104	Syac.g_01364	Prax.g_00583
OG0001105	Syac.g_01360	Prax.g_00587
OG0001106	Syac.g_01166	Prax.g_00611
OG0001107	Syac.g_01180	Prax.g_00618
OG0001108	Syac.g_01188	Prax.g_01131
OG0001109	Syac.g_01190	Prax.g_01132
OG0001110	Syac.g_01192	Prax.g_01134
OG0001111	Syac.g_01194	Prax.g_01135
OG0001112	Syac.g_01196	Prax.g_01136
OG0001113	Syac.g_01197	Prax.g_01137
OG0001114	Syac.g_01198	Prax.g_01138
OG0001115	Syac.g_01202	Prax.g_01140
OG0001116	Syac.g_01204	Prax.g_01141
OG0001117	Syac.g_01205	Prax.g_01142
OG0001118	Syac.g_01206	Prax.g_01143
OG0001119	Syac.g_01208	Prax.g_01144
OG0001120	Syac.g_01213	Prax.g_01146
OG0001121	Syac.g_01949, Syac.g_01170	Prax.g_00159, Prax.g_01149
OG0001122	Syac.g_01238	Prax.g_01176
OG0001123	Syac.g_01245	Prax.g_01180
OG0001124	Syac.g_01247	Prax.g_01182
OG0001125	Syac.g_01249	Prax.g_01183
OG0001126	Syac.g_00870	Prax.g_01193
OG0001127	Syac.g_00871	Prax.g_01194
OG0001128	Syac.g_00875	Prax.g_01196
OG0001129	Syac.g_00877	Prax.g_01197
OG0001130	Syac.g_00878	Prax.g_01198
OG0001131	Syac.g_01382	Prax.g_01235
OG0001132	Syac.g_01062	Prax.g_01245
OG0001133	Syac.g_00958	Prax.g_00146
OG0001134	Syac.g_01466	Prax.g_00161
OG0001135	Syac.g_01464	Prax.g_00164
OG0001136	Syac.g_00767	Prax.g_00197
OG0001137	Syac.g_00786	Prax.g_00208
OG0001138	Syac.g_01486	Prax.g_00226
OG0001139	Syac.g_01488	Prax.g_00227
OG0001140	Syac.g_01489	Prax.g_00228
OG0001141	Syac.g_01490	Prax.g_00229
OG0001142	Syac.g_01491	Prax.g_00230
OG0001143	Syac.g_01499	Prax.g_00237
OG0001144	Syac.g_01508	Prax.g_00242
OG0001145	Syac.g_00740	Prax.g_01907
OG0001146	Syac.g_00722	Prax.g_01895
OG0001147	Syac.g_01689	Prax.g_01877
OG0001148	Syac.g_01918	Prax.g_01861
OG0001149	Syac.g_01919	Prax.g_01860
OG0001150	Syac.g_01920	Prax.g_01859
OG0001151	Syac.g_01932	Prax.g_01848
OG0001152	Syac.g_01933	Prax.g_01847
OG0001153	Syac.g_01670	Prax.g_01696
OG0001154	Syac.g_01671	Prax.g_01695
OG0001155	Syac.g_00621	Prax.g_01683
OG0001156	Syac.g_00618	Prax.g_01680
OG0001157	Syac.g_00617	Prax.g_01679
OG0001158	Syac.g_00616	Prax.g_01678
OG0001159	Syac.g_00615	Prax.g_01677
OG0001160	Syac.g_00570	Prax.g_01653
OG0001161	Syac.g_02385	Prax.g_01640
OG0001162	Syac.g_01307	Prax.g_01629
OG0001163	Syac.g_00562	Prax.g_01567
OG0001164	Syac.g_00556	Prax.g_01563
OG0001165	Syac.g_00551	Prax.g_01560
OG0001166	Syac.g_00520	Prax.g_01540
OG0001167	Syac.g_00667	Prax.g_01523
OG0001168	Syac.g_00665	Prax.g_01521
OG0001169	Syac.g_00663	Prax.g_01519
OG0001170	Syac.g_00661	Prax.g_01517
