Orthogroup	Syac	Prab
OG0000585	Syac.g_00940	Prab.g_00616
OG0000586	Syac.g_00941	Prab.g_00617
OG0000587	Syac.g_00943	Prab.g_00618
OG0000588	Syac.g_00949	Prab.g_00622
OG0000589	Syac.g_00953	Prab.g_00625
OG0000590	Syac.g_00954	Prab.g_00626
OG0000591	Syac.g_00961	Prab.g_00630
OG0000592	Syac.g_00962	Prab.g_00631
OG0000593	Syac.g_00975	Prab.g_00637
OG0000594	Syac.g_00976	Prab.g_00638
OG0000595	Syac.g_00977	Prab.g_00639
OG0000596	Syac.g_00982	Prab.g_00643
OG0000597	Syac.g_00985	Prab.g_00645
OG0000598	Syac.g_00986	Prab.g_00646
OG0000599	Syac.g_00989	Prab.g_00649
OG0000600	Syac.g_00990	Prab.g_00650
OG0000601	Syac.g_00991	Prab.g_00651
OG0000602	Syac.g_00996	Prab.g_00653
OG0000603	Syac.g_00997	Prab.g_00654
OG0000604	Syac.g_01001	Prab.g_00655
OG0000605	Syac.g_01089	Prab.g_00656
OG0000606	Syac.g_01434	Prab.g_00659
OG0000607	Syac.g_01430	Prab.g_00662
OG0000608	Syac.g_01429	Prab.g_00663
OG0000609	Syac.g_01427	Prab.g_00664
OG0000610	Syac.g_01419	Prab.g_00669
OG0000611	Syac.g_01416	Prab.g_00672
OG0000612	Syac.g_01415	Prab.g_00673
OG0000613	Syac.g_00231	Prab.g_00678
OG0000614	Syac.g_00911	Prab.g_00697
OG0000615	Syac.g_01377	Prab.g_00705
OG0000616	Syac.g_02478	Prab.g_00711
OG0000617	Syac.g_01280	Prab.g_00729
OG0000618	Syac.g_01279	Prab.g_00730
OG0000619	Syac.g_01278	Prab.g_00731
OG0000620	Syac.g_01270	Prab.g_00734
OG0000621	Syac.g_01269	Prab.g_00735
OG0000622	Syac.g_01268	Prab.g_00736
OG0000623	Syac.g_01267	Prab.g_00737
OG0000624	Syac.g_01265	Prab.g_00738
OG0000625	Syac.g_01264	Prab.g_00739
OG0000626	Syac.g_01263	Prab.g_00740
OG0000627	Syac.g_01126	Prab.g_00741
OG0000628	Syac.g_01127	Prab.g_00742
OG0000629	Syac.g_01130	Prab.g_00743
OG0000630	Syac.g_01134	Prab.g_00746
OG0000631	Syac.g_01139	Prab.g_00831
OG0000632	Syac.g_01140	Prab.g_00832
OG0000633	Syac.g_01141	Prab.g_00833
OG0000634	Syac.g_01345	Prab.g_00836
OG0000635	Syac.g_01344	Prab.g_00837
OG0000636	Syac.g_01342	Prab.g_00839
OG0000637	Syac.g_01340	Prab.g_00841
OG0000638	Syac.g_01339	Prab.g_00842
OG0000639	Syac.g_01338	Prab.g_00843
OG0000640	Syac.g_01337	Prab.g_00844
OG0000641	Syac.g_01333	Prab.g_00848
OG0000642	Syac.g_01332	Prab.g_00849
OG0000643	Syac.g_01330	Prab.g_00850
OG0000644	Syac.g_01329	Prab.g_00851
OG0000645	Syac.g_01327	Prab.g_00852
OG0000646	Syac.g_01324	Prab.g_00854
OG0000647	Syac.g_01322	Prab.g_00855
OG0000648	Syac.g_01319	Prab.g_00857
OG0000649	Syac.g_01318	Prab.g_00858
OG0000650	Syac.g_01317	Prab.g_00859
OG0000651	Syac.g_01316	Prab.g_00860
OG0000652	Syac.g_01315	Prab.g_00861
OG0000653	Syac.g_01313	Prab.g_00863
OG0000654	Syac.g_01312	Prab.g_00864
OG0000655	Syac.g_01311	Prab.g_00865
OG0000656	Syac.g_01308	Prab.g_00868
OG0000657	Syac.g_00846	Prab.g_00875
OG0000658	Syac.g_00842	Prab.g_00876
OG0000659	Syac.g_00841	Prab.g_00877
OG0000660	Syac.g_00837	Prab.g_00881
OG0000661	Syac.g_00835	Prab.g_00883
OG0000662	Syac.g_00833	Prab.g_00885
OG0000663	Syac.g_00830	Prab.g_00887
OG0000664	Syac.g_00829	Prab.g_00888
OG0000665	Syac.g_01018	Prab.g_00892
OG0000666	Syac.g_01088	Prab.g_00893
OG0000667	Syac.g_02165	Prab.g_00898
OG0000668	Syac.g_01239	Prab.g_01084
OG0000669	Syac.g_01404	Prab.g_01076
OG0000670	Syac.g_00580	Prab.g_01074
OG0000671	Syac.g_01400	Prab.g_01072
OG0000672	Syac.g_01396	Prab.g_01070
OG0000673	Syac.g_01393	Prab.g_01067
OG0000674	Syac.g_01391	Prab.g_01065
OG0000675	Syac.g_01390	Prab.g_01064
OG0000676	Syac.g_01388	Prab.g_01062
OG0000677	Syac.g_01387	Prab.g_01061
OG0000678	Syac.g_01384	Prab.g_01059
OG0000679	Syac.g_01375	Prab.g_01055
OG0000680	Syac.g_01374	Prab.g_01054
OG0000681	Syac.g_01371	Prab.g_01052
OG0000682	Syac.g_01370	Prab.g_01051
OG0000683	Syac.g_01369	Prab.g_01050
OG0000684	Syac.g_01365	Prab.g_01048
OG0000685	Syac.g_01363	Prab.g_01046
OG0000686	Syac.g_01362	Prab.g_01045
OG0000687	Syac.g_01361	Prab.g_01044
OG0000688	Syac.g_01356	Prab.g_01041
OG0000689	Syac.g_01354	Prab.g_01040
OG0000690	Syac.g_01353	Prab.g_01039
OG0000691	Syac.g_01352	Prab.g_01038
OG0000692	Syac.g_01351	Prab.g_01036
OG0000693	Syac.g_01349	Prab.g_01035
OG0000694	Syac.g_01348	Prab.g_01034
OG0000695	Syac.g_01143	Prab.g_01032
OG0000696	Syac.g_01144	Prab.g_01031
OG0000697	Syac.g_01146	Prab.g_01030
OG0000698	Syac.g_01149	Prab.g_01027
OG0000699	Syac.g_01151	Prab.g_01026
OG0000700	Syac.g_01152	Prab.g_01025
OG0000701	Syac.g_01153	Prab.g_01024
OG0000702	Syac.g_01161	Prab.g_01022
OG0000703	Syac.g_01162	Prab.g_01021
OG0000704	Syac.g_01165	Prab.g_01020
OG0000705	Syac.g_01174	Prab.g_01016
OG0000706	Syac.g_01175	Prab.g_01015
OG0000707	Syac.g_01176	Prab.g_01014
OG0000708	Syac.g_01179	Prab.g_01013
OG0000709	Syac.g_01187	Prab.g_01009
OG0000710	Syac.g_01191	Prab.g_01006
OG0000711	Syac.g_01220	Prab.g_00989
OG0000712	Syac.g_01221	Prab.g_00987
OG0000713	Syac.g_01222	Prab.g_00986
OG0000714	Syac.g_01224	Prab.g_00985
OG0000715	Syac.g_01226	Prab.g_00983
OG0000716	Syac.g_01230	Prab.g_00981
OG0000717	Syac.g_01231	Prab.g_00980
OG0000718	Syac.g_01235	Prab.g_00960
OG0000719	Syac.g_01237	Prab.g_00958
OG0000720	Syac.g_01250	Prab.g_00949
OG0000721	Syac.g_01252	Prab.g_00947
OG0000722	Syac.g_01253	Prab.g_00946
OG0000723	Syac.g_01261	Prab.g_00943
OG0000724	Syac.g_00879	Prab.g_00934
OG0000725	Syac.g_00887	Prab.g_00928
OG0000726	Syac.g_00888	Prab.g_00927
OG0000727	Syac.g_00889	Prab.g_00926
OG0000728	Syac.g_00891	Prab.g_00924
OG0000729	Syac.g_00144	Prab.g_01146
OG0000730	Syac.g_02024	Prab.g_01150
OG0000731	Syac.g_02011	Prab.g_01154
OG0000732	Syac.g_00051	Prab.g_01164
OG0000733	Syac.g_02386	Prab.g_01187
OG0000734	Syac.g_00388	Prab.g_01204
OG0000735	Syac.g_00750	Prab.g_01206
OG0000736	Syac.g_00751	Prab.g_01207
OG0000737	Syac.g_00752	Prab.g_01208
OG0000738	Syac.g_00757	Prab.g_01212
OG0000739	Syac.g_00762	Prab.g_01213
OG0000740	Syac.g_00763	Prab.g_01214
OG0000741	Syac.g_00766	Prab.g_01215
OG0000742	Syac.g_00768	Prab.g_01218
OG0000743	Syac.g_00770	Prab.g_01220
OG0000744	Syac.g_00771	Prab.g_01221
OG0000745	Syac.g_00773	Prab.g_01222
OG0000746	Syac.g_00776	Prab.g_01224
OG0000747	Syac.g_00777	Prab.g_01225
OG0000748	Syac.g_00787	Prab.g_01228
OG0000749	Syac.g_00789	Prab.g_01229
OG0000750	Syac.g_00790	Prab.g_01230
OG0000751	Syac.g_00797	Prab.g_01232
OG0000752	Syac.g_00799	Prab.g_01234
OG0000753	Syac.g_00802	Prab.g_01237
OG0000754	Syac.g_01471	Prab.g_01240
OG0000755	Syac.g_01479	Prab.g_01243
OG0000756	Syac.g_01480	Prab.g_01244
OG0000757	Syac.g_01492	Prab.g_01250
OG0000758	Syac.g_01493	Prab.g_01251
OG0000759	Syac.g_01494	Prab.g_01252
OG0000760	Syac.g_01495	Prab.g_01253
OG0000761	Syac.g_01496	Prab.g_01254
OG0000762	Syac.g_01498	Prab.g_01255
OG0000763	Syac.g_01500	Prab.g_01257
OG0000764	Syac.g_01501	Prab.g_01258
OG0000765	Syac.g_01515	Prab.g_01267
OG0000766	Syac.g_01516	Prab.g_01268
OG0000767	Syac.g_01518	Prab.g_01270
OG0000768	Syac.g_01519	Prab.g_01271
OG0000769	Syac.g_01521	Prab.g_01273
OG0000770	Syac.g_01524	Prab.g_01275
OG0000771	Syac.g_00873	Prab.g_01284
OG0000772	Syac.g_01569	Prab.g_01303
OG0000773	Syac.g_00741	Prab.g_01317
OG0000774	Syac.g_00737	Prab.g_01319
OG0000775	Syac.g_00735	Prab.g_01321
OG0000776	Syac.g_00734	Prab.g_01322
OG0000777	Syac.g_00733	Prab.g_01323
OG0000778	Syac.g_00732	Prab.g_01324
OG0000779	Syac.g_00727	Prab.g_01328
OG0000780	Syac.g_00723	Prab.g_01329
OG0000781	Syac.g_00719	Prab.g_01332
OG0000782	Syac.g_00718	Prab.g_01333
OG0000783	Syac.g_00717	Prab.g_01334
OG0000784	Syac.g_00716	Prab.g_01335
OG0000785	Syac.g_00714	Prab.g_01337
OG0000786	Syac.g_01730	Prab.g_01339
OG0000787	Syac.g_01731	Prab.g_01340
OG0000788	Syac.g_00992	Prab.g_01348
OG0000789	Syac.g_01111	Prab.g_01351
OG0000790	Syac.g_01921	Prab.g_01365
OG0000791	Syac.g_01922	Prab.g_01367
OG0000792	Syac.g_01923	Prab.g_01368
OG0000793	Syac.g_01928	Prab.g_01371
OG0000794	Syac.g_01929	Prab.g_01372
OG0000795	Syac.g_01930	Prab.g_01373
OG0000796	Syac.g_01934	Prab.g_01377
OG0000797	Syac.g_01935	Prab.g_01378
OG0000798	Syac.g_02250	Prab.g_01411
OG0000799	Syac.g_01602	Prab.g_01448
OG0000800	Syac.g_01603	Prab.g_01449
OG0000801	Syac.g_01604	Prab.g_01450
OG0000802	Syac.g_01608	Prab.g_01452
OG0000803	Syac.g_01613	Prab.g_01454
OG0000804	Syac.g_01616	Prab.g_01455
OG0000805	Syac.g_01620	Prab.g_01457
OG0000806	Syac.g_01622	Prab.g_01459
OG0000807	Syac.g_01624	Prab.g_01460
OG0000808	Syac.g_01625	Prab.g_01461
OG0000809	Syac.g_01628	Prab.g_01464
OG0000810	Syac.g_01629	Prab.g_01465
OG0000811	Syac.g_01637	Prab.g_01469
OG0000812	Syac.g_01639	Prab.g_01471
OG0000813	Syac.g_01640	Prab.g_01472
OG0000814	Syac.g_01642	Prab.g_01474
OG0000815	Syac.g_01643	Prab.g_01475
OG0000816	Syac.g_01645	Prab.g_01477
OG0000817	Syac.g_01646	Prab.g_01478
OG0000818	Syac.g_01652	Prab.g_01483
OG0000819	Syac.g_01653	Prab.g_01484
OG0000820	Syac.g_01654	Prab.g_01485
OG0000821	Syac.g_01659	Prab.g_01489
OG0000822	Syac.g_01661	Prab.g_01490
OG0000823	Syac.g_01662	Prab.g_01491
OG0000824	Syac.g_01666	Prab.g_01494
OG0000825	Syac.g_01667	Prab.g_01495
OG0000826	Syac.g_01668	Prab.g_01496
OG0000827	Syac.g_01669	Prab.g_01497
OG0000828	Syac.g_01672	Prab.g_01500
OG0000829	Syac.g_01673	Prab.g_01501
OG0000830	Syac.g_01674	Prab.g_01502
OG0000831	Syac.g_01676	Prab.g_01504
OG0000832	Syac.g_00623	Prab.g_01510
OG0000833	Syac.g_00613	Prab.g_01518
OG0000834	Syac.g_00610	Prab.g_01519
OG0000835	Syac.g_00609	Prab.g_01520
OG0000836	Syac.g_00605	Prab.g_01521
OG0000837	Syac.g_00604	Prab.g_01522
OG0000838	Syac.g_00600	Prab.g_01524
OG0000839	Syac.g_00599	Prab.g_01525
OG0000840	Syac.g_00598	Prab.g_01526
OG0000841	Syac.g_00597	Prab.g_01527
OG0000842	Syac.g_00596	Prab.g_01528
OG0000843	Syac.g_00595	Prab.g_01529
OG0000844	Syac.g_00593	Prab.g_01530
OG0000845	Syac.g_00592	Prab.g_01531
OG0000846	Syac.g_00591	Prab.g_01532
OG0000847	Syac.g_00590	Prab.g_01533
OG0000848	Syac.g_00588	Prab.g_01534
OG0000849	Syac.g_00587	Prab.g_01535
OG0000850	Syac.g_00585	Prab.g_01537
OG0000851	Syac.g_00573	Prab.g_01538
OG0000852	Syac.g_00572	Prab.g_01539
OG0000853	Syac.g_00568	Prab.g_01543
OG0000854	Syac.g_00566	Prab.g_01545
OG0000855	Syac.g_00565	Prab.g_01546
OG0000856	Syac.g_00964	Prab.g_01563
OG0000857	Syac.g_01323	Prab.g_01601
OG0000858	Syac.g_00559	Prab.g_01663
OG0000859	Syac.g_00558	Prab.g_01664
OG0000860	Syac.g_00542	Prab.g_01671
OG0000861	Syac.g_00541	Prab.g_01672
OG0000862	Syac.g_00540	Prab.g_01673
OG0000863	Syac.g_00538	Prab.g_01675
OG0000864	Syac.g_00537	Prab.g_01676
OG0000865	Syac.g_00533	Prab.g_01677
OG0000866	Syac.g_00532	Prab.g_01678
OG0000867	Syac.g_00531	Prab.g_01679
OG0000868	Syac.g_00529	Prab.g_01680
OG0000869	Syac.g_00524	Prab.g_01684
OG0000870	Syac.g_00519	Prab.g_01689
OG0000871	Syac.g_00518	Prab.g_01690
OG0000872	Syac.g_00510	Prab.g_01691
OG0000873	Syac.g_00507	Prab.g_01694
OG0000874	Syac.g_00512	Prab.g_01697
OG0000875	Syac.g_00505	Prab.g_01698
OG0000876	Syac.g_00675	Prab.g_01699
OG0000877	Syac.g_00671	Prab.g_01701
OG0000878	Syac.g_00670	Prab.g_01702
OG0000879	Syac.g_00669	Prab.g_01703
OG0000880	Syac.g_00668	Prab.g_01704
OG0000881	Syac.g_00664	Prab.g_01708
OG0000882	Syac.g_00659	Prab.g_01713
OG0000883	Syac.g_00656	Prab.g_01714
OG0000884	Syac.g_00654	Prab.g_01716
OG0000885	Syac.g_00653	Prab.g_01717
OG0000886	Syac.g_00652	Prab.g_01718
OG0000887	Syac.g_00651	Prab.g_01719
OG0000888	Syac.g_00649	Prab.g_01721
OG0000889	Syac.g_00647	Prab.g_01723
OG0000890	Syac.g_00642	Prab.g_01724
OG0000891	Syac.g_00641	Prab.g_01725
OG0000892	Syac.g_00638	Prab.g_01727
OG0000893	Syac.g_02193	Prab.g_01731
OG0000894	Syac.g_02189	Prab.g_01733
OG0000895	Syac.g_02185	Prab.g_01736
OG0000896	Syac.g_02184	Prab.g_01737
OG0000897	Syac.g_02182	Prab.g_01739
OG0000898	Syac.g_02181	Prab.g_01740
OG0000899	Syac.g_02180	Prab.g_01741
OG0000900	Syac.g_02179	Prab.g_01742
OG0000901	Syac.g_02174	Prab.g_01745
OG0000902	Syac.g_02172	Prab.g_01747
OG0000903	Syac.g_02140	Prab.g_01750
OG0000904	Syac.g_02145	Prab.g_01752
OG0000905	Syac.g_02148	Prab.g_01756
OG0000906	Syac.g_02150	Prab.g_01757
OG0000907	Syac.g_02138	Prab.g_01760
OG0000908	Syac.g_02135	Prab.g_01763
OG0000909	Syac.g_02134	Prab.g_01764
OG0000910	Syac.g_02133	Prab.g_01765
OG0000911	Syac.g_02131	Prab.g_01767
OG0000912	Syac.g_02130	Prab.g_01768
OG0000913	Syac.g_02129	Prab.g_01769
OG0000914	Syac.g_02128	Prab.g_01770
OG0000915	Syac.g_02127	Prab.g_01771
OG0000916	Syac.g_02126	Prab.g_01772
OG0000917	Syac.g_02125	Prab.g_01773
OG0000918	Syac.g_02124	Prab.g_01774
OG0000919	Syac.g_02123	Prab.g_01775
OG0000920	Syac.g_02122	Prab.g_01776
OG0000921	Syac.g_02121	Prab.g_01777
OG0000922	Syac.g_02120	Prab.g_01778
OG0000923	Syac.g_02116	Prab.g_01782
OG0000924	Syac.g_02115	Prab.g_01783
OG0000925	Syac.g_02114	Prab.g_01784
OG0000926	Syac.g_02113	Prab.g_01785
OG0000927	Syac.g_02111	Prab.g_01787
OG0000928	Syac.g_02110	Prab.g_01788
OG0000929	Syac.g_02109	Prab.g_01789
OG0000930	Syac.g_02108	Prab.g_01790
OG0000931	Syac.g_02107	Prab.g_01791
OG0000932	Syac.g_02106	Prab.g_01792
OG0000933	Syac.g_02101	Prab.g_01796
OG0000934	Syac.g_02099	Prab.g_01798
OG0000935	Syac.g_02098	Prab.g_01799
OG0000936	Syac.g_02097	Prab.g_01800
OG0000937	Syac.g_02096	Prab.g_01801
OG0000938	Syac.g_02092	Prab.g_01803
OG0000939	Syac.g_02091	Prab.g_01804
OG0000940	Syac.g_02084	Prab.g_01811
OG0000941	Syac.g_02082	Prab.g_01813
OG0000942	Syac.g_02080	Prab.g_01815
OG0000943	Syac.g_02079	Prab.g_01816
OG0000944	Syac.g_02077	Prab.g_01817
OG0000945	Syac.g_02075	Prab.g_01818
OG0000946	Syac.g_02071	Prab.g_01822
OG0000947	Syac.g_02068	Prab.g_01824
OG0000948	Syac.g_02067	Prab.g_01825
OG0000949	Syac.g_00205	Prab.g_01828
OG0000950	Syac.g_00193	Prab.g_01833
OG0000951	Syac.g_00188	Prab.g_01836
OG0000952	Syac.g_00183	Prab.g_01840
OG0000953	Syac.g_00177	Prab.g_01843
OG0000954	Syac.g_00172	Prab.g_01847
OG0000955	Syac.g_00171	Prab.g_01848
OG0000956	Syac.g_00169	Prab.g_01850
OG0000957	Syac.g_00158	Prab.g_01855
OG0000958	Syac.g_00157	Prab.g_01856
OG0000959	Syac.g_00153	Prab.g_01860
OG0000960	Syac.g_00152	Prab.g_01861
OG0000961	Syac.g_00147	Prab.g_01863
OG0000962	Syac.g_00145	Prab.g_01865
OG0000963	Syac.g_00140	Prab.g_01869
OG0000964	Syac.g_00139	Prab.g_01870
OG0000965	Syac.g_00138	Prab.g_01871
OG0000966	Syac.g_00107	Prab.g_01879
OG0000967	Syac.g_00075	Prab.g_01883
OG0000968	Syac.g_00080	Prab.g_01885
OG0000969	Syac.g_00078	Prab.g_01886
OG0000970	Syac.g_00077	Prab.g_01887
OG0000971	Syac.g_00067	Prab.g_01888
OG0000972	Syac.g_00066	Prab.g_01889
OG0000973	Syac.g_00065	Prab.g_01890
OG0000974	Syac.g_00064	Prab.g_01891
OG0000975	Syac.g_00063	Prab.g_01892
OG0000976	Syac.g_00062	Prab.g_01893
OG0000977	Syac.g_00059	Prab.g_01894
OG0000978	Syac.g_00058	Prab.g_01895
OG0000979	Syac.g_00055	Prab.g_01898
OG0000980	Syac.g_00052	Prab.g_01900
OG0000981	Syac.g_00049	Prab.g_01902
OG0000982	Syac.g_02354	Prab.g_01904
OG0000983	Syac.g_02355	Prab.g_01905
OG0000984	Syac.g_02356	Prab.g_01906
OG0000985	Syac.g_02359	Prab.g_01909
OG0000986	Syac.g_02363	Prab.g_01911
OG0000987	Syac.g_02365	Prab.g_01912
OG0000988	Syac.g_02370	Prab.g_01915
OG0000989	Syac.g_02379	Prab.g_01919
OG0000990	Syac.g_02397	Prab.g_01922
OG0000991	Syac.g_02400	Prab.g_01923
OG0000992	Syac.g_02402	Prab.g_01925
OG0000993	Syac.g_02403	Prab.g_01926
OG0000994	Syac.g_02405	Prab.g_01927
OG0000995	Syac.g_02410	Prab.g_01931
OG0000996	Syac.g_02454	Prab.g_01932
OG0000997	Syac.g_02464	Prab.g_01933
OG0000998	Syac.g_02466	Prab.g_01935
OG0000999	Syac.g_02467	Prab.g_01936
OG0001000	Syac.g_02470	Prab.g_01939
OG0001001	Syac.g_02475	Prab.g_01941
OG0001002	Syac.g_02481	Prab.g_01945
OG0001003	Syac.g_02483	Prab.g_01947
OG0001004	Syac.g_02484	Prab.g_01948
OG0001005	Syac.g_02485	Prab.g_01949
OG0001006	Syac.g_02492	Prab.g_01953
OG0001007	Syac.g_02494	Prab.g_01955
OG0001008	Syac.g_00693	Prab.g_00440
OG0001009	Syac.g_00030	Prab.g_00027
OG0001010	Syac.g_00031	Prab.g_00028
OG0001011	Syac.g_00032	Prab.g_00029
OG0001012	Syac.g_02351	Prab.g_00042
OG0001013	Syac.g_02337	Prab.g_00047
OG0001014	Syac.g_02333	Prab.g_00050
OG0001015	Syac.g_02332	Prab.g_00051
OG0001016	Syac.g_00446	Prab.g_00065
OG0001017	Syac.g_00440	Prab.g_00069
OG0001018	Syac.g_00438	Prab.g_00072
OG0001019	Syac.g_00422	Prab.g_00081
OG0001020	Syac.g_00417	Prab.g_00082
OG0001021	Syac.g_00413	Prab.g_00083
OG0001022	Syac.g_00410	Prab.g_00085
OG0001023	Syac.g_00409	Prab.g_00086
OG0001024	Syac.g_00405	Prab.g_00089
OG0001025	Syac.g_00399	Prab.g_00095
OG0001026	Syac.g_00386	Prab.g_00102
OG0001027	Syac.g_00380	Prab.g_00103
OG0001028	Syac.g_00378	Prab.g_00105
OG0001029	Syac.g_00376	Prab.g_00106
OG0001030	Syac.g_00356	Prab.g_00120
OG0001031	Syac.g_02266	Prab.g_00177
OG0001032	Syac.g_02268	Prab.g_00178
OG0001033	Syac.g_02298	Prab.g_00199
OG0001034	Syac.g_01968	Prab.g_00227
OG0001036	Syac.g_02221	Prab.g_00248
OG0001037	Syac.g_02223	Prab.g_00249
OG0001038	Syac.g_02251	Prab.g_00266
OG0001039	Syac.g_02254	Prab.g_00269
OG0001040	Syac.g_00292	Prab.g_00271
OG0001041	Syac.g_00287	Prab.g_00275
OG0001042	Syac.g_00258	Prab.g_00292
OG0001043	Syac.g_00254	Prab.g_00293
OG0001044	Syac.g_02021	Prab.g_00321
OG0001045	Syac.g_02008	Prab.g_00329
OG0001046	Syac.g_01207	Prab.g_00367
OG0001047	Syac.g_00695	Prab.g_00442
OG0001048	Syac.g_00696	Prab.g_00443
OG0001049	Syac.g_00703	Prab.g_00445
OG0001050	Syac.g_00704	Prab.g_00446
OG0001051	Syac.g_00705	Prab.g_00447
OG0001052	Syac.g_01704	Prab.g_00475
OG0001053	Syac.g_01901	Prab.g_00487
OG0001054	Syac.g_01884	Prab.g_00502
OG0001055	Syac.g_01863	Prab.g_00521
OG0001056	Syac.g_01831	Prab.g_00540
OG0001057	Syac.g_01825	Prab.g_00545
OG0001058	Syac.g_01810	Prab.g_00553
OG0001059	Syac.g_01806	Prab.g_00557
OG0001060	Syac.g_01799	Prab.g_00564
OG0001061	Syac.g_01779	Prab.g_00578
OG0001062	Syac.g_01777	Prab.g_00580
OG0001063	Syac.g_01773	Prab.g_00582
OG0001064	Syac.g_01772	Prab.g_00583
OG0001065	Syac.g_01771	Prab.g_00584
OG0001066	Syac.g_01770	Prab.g_00585
OG0001067	Syac.g_01769	Prab.g_00586
OG0001068	Syac.g_01768	Prab.g_00587
OG0001069	Syac.g_01767	Prab.g_00588
OG0001070	Syac.g_01764	Prab.g_00591
OG0001071	Syac.g_01763	Prab.g_00592
OG0001072	Syac.g_01758	Prab.g_00594
OG0001074	Syac.g_00945	Prab.g_00619
OG0001075	Syac.g_00946	Prab.g_00620
OG0001076	Syac.g_00956	Prab.g_00629
OG0001077	Syac.g_00967	Prab.g_00633
OG0001078	Syac.g_00980	Prab.g_00641
OG0001079	Syac.g_00993	Prab.g_00652
OG0001080	Syac.g_01092	Prab.g_00658
OG0001081	Syac.g_01432	Prab.g_00660
OG0001082	Syac.g_01431	Prab.g_00661
OG0001083	Syac.g_01424	Prab.g_00666
OG0001084	Syac.g_01423	Prab.g_00667
OG0001085	Syac.g_01412	Prab.g_00675
OG0001086	Syac.g_01410	Prab.g_00676
OG0001087	Syac.g_00923	Prab.g_00693
OG0001088	Syac.g_00920	Prab.g_00694
OG0001089	Syac.g_00896	Prab.g_00702
OG0001090	Syac.g_01286	Prab.g_00724
OG0001091	Syac.g_01284	Prab.g_00726
OG0001092	Syac.g_01282	Prab.g_00727
OG0001093	Syac.g_01276	Prab.g_00732
OG0001094	Syac.g_01347	Prab.g_00834
OG0001095	Syac.g_01326	Prab.g_00853
OG0001096	Syac.g_01310	Prab.g_00866
OG0001097	Syac.g_00834	Prab.g_00884
OG0001098	Syac.g_01096	Prab.g_00900
OG0001099	Syac.g_00377	Prab.g_01079
OG0001100	Syac.g_01402	Prab.g_01075
OG0001101	Syac.g_01401	Prab.g_01073
OG0001102	Syac.g_01398	Prab.g_01071
OG0001103	Syac.g_01395	Prab.g_01069
OG0001104	Syac.g_01364	Prab.g_01047
OG0001105	Syac.g_01360	Prab.g_01043
OG0001106	Syac.g_01166	Prab.g_01019
OG0001107	Syac.g_01180	Prab.g_01012
OG0001108	Syac.g_01188	Prab.g_01008
OG0001109	Syac.g_01190	Prab.g_01007
OG0001110	Syac.g_01192	Prab.g_01005
OG0001111	Syac.g_01194	Prab.g_01004
OG0001112	Syac.g_01196	Prab.g_01003
OG0001113	Syac.g_01197	Prab.g_01002
OG0001114	Syac.g_01198	Prab.g_01001
OG0001115	Syac.g_01202	Prab.g_00999
OG0001116	Syac.g_01204	Prab.g_00998
OG0001117	Syac.g_01205	Prab.g_00997
OG0001118	Syac.g_01206	Prab.g_00996
OG0001119	Syac.g_01208	Prab.g_00995
OG0001120	Syac.g_01213	Prab.g_00993
OG0001121	Syac.g_01949, Syac.g_01170	Prab.g_01184, Prab.g_00990
OG0001122	Syac.g_01238	Prab.g_00957
OG0001123	Syac.g_01245	Prab.g_00953
OG0001124	Syac.g_01247	Prab.g_00951
OG0001125	Syac.g_01249	Prab.g_00950
OG0001126	Syac.g_00870	Prab.g_00940
OG0001127	Syac.g_00871	Prab.g_00939
OG0001128	Syac.g_00875	Prab.g_00937
OG0001129	Syac.g_00877	Prab.g_00936
OG0001130	Syac.g_00878	Prab.g_00935
OG0001131	Syac.g_01382	Prab.g_01125
OG0001132	Syac.g_01062	Prab.g_01135
OG0001133	Syac.g_00958	Prab.g_01169
OG0001134	Syac.g_01466	Prab.g_01186
OG0001135	Syac.g_01464	Prab.g_01189
OG0001136	Syac.g_00767	Prab.g_01216
OG0001137	Syac.g_00786	Prab.g_01227
OG0001138	Syac.g_01486	Prab.g_01245
OG0001139	Syac.g_01488	Prab.g_01246
OG0001140	Syac.g_01489	Prab.g_01247
OG0001141	Syac.g_01490	Prab.g_01248
OG0001142	Syac.g_01491	Prab.g_01249
OG0001143	Syac.g_01499	Prab.g_01256
OG0001144	Syac.g_01508	Prab.g_01261
OG0001145	Syac.g_00740	Prab.g_01318
OG0001146	Syac.g_00722	Prab.g_01330
OG0001147	Syac.g_01689	Prab.g_01347
OG0001148	Syac.g_01918	Prab.g_01362
OG0001149	Syac.g_01919	Prab.g_01363
OG0001150	Syac.g_01920	Prab.g_01364
OG0001151	Syac.g_01932	Prab.g_01375
OG0001152	Syac.g_01933	Prab.g_01376
OG0001153	Syac.g_01670	Prab.g_01498
OG0001154	Syac.g_01671	Prab.g_01499
OG0001155	Syac.g_00621	Prab.g_01511
OG0001156	Syac.g_00618	Prab.g_01514
OG0001157	Syac.g_00617	Prab.g_01515
OG0001158	Syac.g_00616	Prab.g_01516
OG0001159	Syac.g_00615	Prab.g_01517
OG0001160	Syac.g_00570	Prab.g_01541
OG0001161	Syac.g_02385	Prab.g_01553
OG0001162	Syac.g_01307	Prab.g_01567
OG0001163	Syac.g_00562	Prab.g_01661
OG0001164	Syac.g_00556	Prab.g_01665
OG0001165	Syac.g_00551	Prab.g_01668
OG0001166	Syac.g_00520	Prab.g_01688
OG0001167	Syac.g_00667	Prab.g_01705
