Orthogroup	Prak	Syaq
OG0000578	Prak.g_00562	Syaq.g_01995
OG0000579	Prak.g_00563	Syaq.g_01996
OG0000580	Prak.g_00564	Syaq.g_01997
OG0000581	Prak.g_00567	Syaq.g_02003
OG0000582	Prak.g_00570	Syaq.g_02012
OG0000583	Prak.g_00571	Syaq.g_02013
OG0000584	Prak.g_00572	Syaq.g_02014
OG0000585	Prak.g_00574	Syaq.g_02017
OG0000586	Prak.g_00575	Syaq.g_02018
OG0000587	Prak.g_00576	Syaq.g_02020
OG0000588	Prak.g_00580	Syaq.g_02043
OG0000589	Prak.g_00582	Syaq.g_02057
OG0000590	Prak.g_00583	Syaq.g_02058
OG0000591	Prak.g_00587	Syaq.g_02066
OG0000592	Prak.g_00588	Syaq.g_02067
OG0000593	Prak.g_01111	Syaq.g_02078
OG0000594	Prak.g_01110	Syaq.g_02079
OG0000595	Prak.g_01109	Syaq.g_02080
OG0000596	Prak.g_01105	Syaq.g_02085
OG0000597	Prak.g_01102	Syaq.g_02088
OG0000598	Prak.g_01101	Syaq.g_02089
OG0000599	Prak.g_01098	Syaq.g_02096
OG0000600	Prak.g_01097	Syaq.g_02097
OG0000601	Prak.g_01096	Syaq.g_02098
OG0000602	Prak.g_01094	Syaq.g_02104
OG0000603	Prak.g_01093	Syaq.g_02105
OG0000604	Prak.g_01092	Syaq.g_02107
OG0000605	Prak.g_01091	Syaq.g_02151
OG0000606	Prak.g_01088	Syaq.g_02231
OG0000607	Prak.g_01085	Syaq.g_02234
OG0000608	Prak.g_01084	Syaq.g_02235
OG0000609	Prak.g_01083	Syaq.g_02237
OG0000610	Prak.g_01077	Syaq.g_02244
OG0000611	Prak.g_01074	Syaq.g_02247
OG0000612	Prak.g_01073	Syaq.g_02248
OG0000613	Prak.g_00800	Syaq.g_00885
OG0000614	Prak.g_00821	Syaq.g_02588
OG0000615	Prak.g_00832	Syaq.g_02302
OG0000616	Prak.g_01934	Syaq.g_01168
OG0000617	Prak.g_01057	Syaq.g_00031
OG0000618	Prak.g_01056	Syaq.g_00032
OG0000619	Prak.g_01055	Syaq.g_00033
OG0000620	Prak.g_01052	Syaq.g_00038
OG0000621	Prak.g_01051	Syaq.g_00039
OG0000622	Prak.g_01050	Syaq.g_00040
OG0000623	Prak.g_01049	Syaq.g_00041
OG0000624	Prak.g_01047	Syaq.g_00042
OG0000625	Prak.g_01046	Syaq.g_00043
OG0000626	Prak.g_01045	Syaq.g_00044
OG0000627	Prak.g_01044	Syaq.g_02425
OG0000628	Prak.g_01043	Syaq.g_02426
OG0000629	Prak.g_01042	Syaq.g_02429
OG0000630	Prak.g_01039	Syaq.g_02433
OG0000631	Prak.g_00946	Syaq.g_02441
OG0000632	Prak.g_00947	Syaq.g_02442
OG0000633	Prak.g_00948	Syaq.g_02444
OG0000634	Prak.g_00841	Syaq.g_02336
OG0000635	Prak.g_00842	Syaq.g_02337
OG0000636	Prak.g_00844	Syaq.g_02339
OG0000637	Prak.g_00846	Syaq.g_02341
OG0000638	Prak.g_00847	Syaq.g_02342
OG0000639	Prak.g_00848	Syaq.g_02343
OG0000640	Prak.g_00849	Syaq.g_02344
OG0000641	Prak.g_00853	Syaq.g_02348
OG0000642	Prak.g_00854	Syaq.g_02349
OG0000643	Prak.g_00855	Syaq.g_02350
OG0000644	Prak.g_00856	Syaq.g_02351
OG0000645	Prak.g_00857	Syaq.g_02353
OG0000646	Prak.g_00859	Syaq.g_02356
OG0000647	Prak.g_00861	Syaq.g_02358
OG0000648	Prak.g_00863	Syaq.g_02360
OG0000649	Prak.g_00864	Syaq.g_02361
OG0000650	Prak.g_00865	Syaq.g_02362
OG0000651	Prak.g_00866	Syaq.g_02363
OG0000652	Prak.g_00867	Syaq.g_02364
OG0000653	Prak.g_00869	Syaq.g_02367
OG0000654	Prak.g_00870	Syaq.g_02368
OG0000655	Prak.g_00871	Syaq.g_02369
OG0000656	Prak.g_00874	Syaq.g_02372
OG0000657	Prak.g_00882	Syaq.g_02382
OG0000658	Prak.g_00884	Syaq.g_02385
OG0000659	Prak.g_00885	Syaq.g_02386
OG0000660	Prak.g_00889	Syaq.g_02390
OG0000661	Prak.g_00891	Syaq.g_02392
OG0000662	Prak.g_00893	Syaq.g_02394
OG0000663	Prak.g_00895	Syaq.g_02397
OG0000664	Prak.g_00896	Syaq.g_02400
OG0000665	Prak.g_00902	Syaq.g_02124
OG0000666	Prak.g_00903	Syaq.g_02117
OG0000667	Prak.g_00907	Syaq.g_02222
OG0000668	Prak.g_00748	Syaq.g_00068
OG0000669	Prak.g_00759	Syaq.g_02260
OG0000670	Prak.g_00762	Syaq.g_00079
OG0000671	Prak.g_00765	Syaq.g_02264
OG0000672	Prak.g_00768	Syaq.g_02267
OG0000673	Prak.g_00771	Syaq.g_02270
OG0000674	Prak.g_00773	Syaq.g_02272
OG0000675	Prak.g_00774	Syaq.g_02273
OG0000676	Prak.g_00776	Syaq.g_02275
OG0000677	Prak.g_00777	Syaq.g_02276
OG0000678	Prak.g_00779	Syaq.g_02282
OG0000679	Prak.g_00783	Syaq.g_02305
OG0000680	Prak.g_00784	Syaq.g_02306
OG0000681	Prak.g_00787	Syaq.g_02309
OG0000682	Prak.g_00788	Syaq.g_02310
OG0000683	Prak.g_00789	Syaq.g_02311
OG0000684	Prak.g_00791	Syaq.g_02315
OG0000685	Prak.g_00793	Syaq.g_02317
OG0000686	Prak.g_00794	Syaq.g_02318
OG0000687	Prak.g_00795	Syaq.g_02319
OG0000688	Prak.g_01069	Syaq.g_02325
OG0000689	Prak.g_01068	Syaq.g_02327
OG0000690	Prak.g_01067	Syaq.g_02328
OG0000691	Prak.g_01066	Syaq.g_02329
OG0000692	Prak.g_01064	Syaq.g_02330
OG0000693	Prak.g_01063	Syaq.g_02332
OG0000694	Prak.g_01062	Syaq.g_02333
OG0000695	Prak.g_00950	Syaq.g_02446
OG0000696	Prak.g_00951	Syaq.g_02447
OG0000697	Prak.g_00952	Syaq.g_02448
OG0000698	Prak.g_00955	Syaq.g_02451
OG0000699	Prak.g_00956	Syaq.g_02452
OG0000700	Prak.g_00957	Syaq.g_02453
OG0000701	Prak.g_00958	Syaq.g_02454
OG0000702	Prak.g_00960	Syaq.g_02467
OG0000703	Prak.g_00961	Syaq.g_02468
OG0000704	Prak.g_00963	Syaq.g_02470
OG0000705	Prak.g_00966	Syaq.g_02477
OG0000706	Prak.g_00967	Syaq.g_02478
OG0000707	Prak.g_00968	Syaq.g_02479
OG0000708	Prak.g_00970	Syaq.g_02482
OG0000709	Prak.g_00974	Syaq.g_02490
OG0000710	Prak.g_00977	Syaq.g_02494
OG0000711	Prak.g_00995	Syaq.g_02521
OG0000712	Prak.g_00996	Syaq.g_02523
OG0000713	Prak.g_00997	Syaq.g_02524
OG0000714	Prak.g_00998	Syaq.g_02527
OG0000715	Prak.g_01000	Syaq.g_02529
OG0000716	Prak.g_01002	Syaq.g_02533
OG0000717	Prak.g_01003	Syaq.g_02534
OG0000718	Prak.g_01007	Syaq.g_00072
OG0000719	Prak.g_01009	Syaq.g_00070
OG0000720	Prak.g_01021	Syaq.g_00057
OG0000721	Prak.g_01025	Syaq.g_00055
OG0000722	Prak.g_01026	Syaq.g_00054
OG0000723	Prak.g_01030	Syaq.g_00046
OG0000724	Prak.g_00925	Syaq.g_02685
OG0000725	Prak.g_00919	Syaq.g_02676
OG0000726	Prak.g_00918	Syaq.g_02675
OG0000727	Prak.g_00917	Syaq.g_02674
OG0000728	Prak.g_00915	Syaq.g_02672
OG0000729	Prak.g_01255	Syaq.g_01046
OG0000730	Prak.g_01214	Syaq.g_00561
OG0000731	Prak.g_00362	Syaq.g_00550
OG0000732	Prak.g_01885	Syaq.g_01098
OG0000733	Prak.g_01551	Syaq.g_01232
OG0000734	Prak.g_01188	Syaq.g_01479
OG0000735	Prak.g_01186	Syaq.g_00266
OG0000736	Prak.g_01185	Syaq.g_00265
OG0000737	Prak.g_01184	Syaq.g_00264
OG0000738	Prak.g_01180	Syaq.g_00258
OG0000739	Prak.g_01179	Syaq.g_00257
OG0000740	Prak.g_01178	Syaq.g_00256
OG0000741	Prak.g_01176	Syaq.g_00253
OG0000742	Prak.g_01173	Syaq.g_00250
OG0000743	Prak.g_01171	Syaq.g_00248
OG0000744	Prak.g_01170	Syaq.g_00247
OG0000745	Prak.g_01169	Syaq.g_00245
OG0000746	Prak.g_01167	Syaq.g_00242
OG0000747	Prak.g_01166	Syaq.g_00241
OG0000748	Prak.g_01162	Syaq.g_00227
OG0000749	Prak.g_01161	Syaq.g_00226
OG0000750	Prak.g_01160	Syaq.g_00225
OG0000751	Prak.g_01157	Syaq.g_00219
OG0000752	Prak.g_01155	Syaq.g_00217
OG0000753	Prak.g_01153	Syaq.g_00214
OG0000754	Prak.g_01150	Syaq.g_00209
OG0000755	Prak.g_01144	Syaq.g_00198
OG0000756	Prak.g_01143	Syaq.g_00197
OG0000757	Prak.g_01136	Syaq.g_00190
OG0000758	Prak.g_01135	Syaq.g_00189
OG0000759	Prak.g_01134	Syaq.g_00188
OG0000760	Prak.g_01133	Syaq.g_00187
OG0000761	Prak.g_01132	Syaq.g_00186
OG0000762	Prak.g_01131	Syaq.g_00183
OG0000763	Prak.g_01129	Syaq.g_00181
OG0000764	Prak.g_01128	Syaq.g_00180
OG0000765	Prak.g_01120	Syaq.g_00157
OG0000766	Prak.g_01119	Syaq.g_00156
OG0000767	Prak.g_01117	Syaq.g_00154
OG0000768	Prak.g_01116	Syaq.g_00153
OG0000769	Prak.g_01114	Syaq.g_00151
OG0000770	Prak.g_00593	Syaq.g_00148
OG0000771	Prak.g_01487	Syaq.g_02691
OG0000772	Prak.g_01571	Syaq.g_01887
OG0000773	Prak.g_01268	Syaq.g_00283
OG0000774	Prak.g_01270	Syaq.g_00288
OG0000775	Prak.g_01272	Syaq.g_00290
OG0000776	Prak.g_01273	Syaq.g_00291
OG0000777	Prak.g_01274	Syaq.g_00292
OG0000778	Prak.g_01275	Syaq.g_00293
OG0000779	Prak.g_01279	Syaq.g_00299
OG0000780	Prak.g_01280	Syaq.g_00304
OG0000781	Prak.g_01284	Syaq.g_00308
OG0000782	Prak.g_01285	Syaq.g_00309
OG0000783	Prak.g_01286	Syaq.g_00310
OG0000784	Prak.g_01287	Syaq.g_00311
OG0000785	Prak.g_01289	Syaq.g_00313
OG0000786	Prak.g_01292	Syaq.g_00328
OG0000787	Prak.g_01293	Syaq.g_00329
OG0000788	Prak.g_00460	Syaq.g_02099
OG0000789	Prak.g_01490	Syaq.g_02123
OG0000790	Prak.g_01334	Syaq.g_01758
OG0000791	Prak.g_01336	Syaq.g_01756
OG0000792	Prak.g_01337	Syaq.g_01755
OG0000793	Prak.g_01340	Syaq.g_01750
OG0000794	Prak.g_01341	Syaq.g_01749
OG0000795	Prak.g_01342	Syaq.g_01748
OG0000796	Prak.g_01346	Syaq.g_01744
OG0000797	Prak.g_01347	Syaq.g_01743
OG0000799	Prak.g_01374	Syaq.g_00341
OG0000800	Prak.g_01375	Syaq.g_00342
OG0000801	Prak.g_01376	Syaq.g_00343
OG0000802	Prak.g_01378	Syaq.g_00350
OG0000803	Prak.g_01380	Syaq.g_00353
OG0000804	Prak.g_01381	Syaq.g_00358
OG0000805	Prak.g_01383	Syaq.g_00360
OG0000806	Prak.g_01385	Syaq.g_00362
OG0000807	Prak.g_01386	Syaq.g_00364
OG0000808	Prak.g_01387	Syaq.g_00365
OG0000809	Prak.g_01389	Syaq.g_00369
OG0000810	Prak.g_01390	Syaq.g_00370
OG0000811	Prak.g_01394	Syaq.g_00378
OG0000812	Prak.g_01396	Syaq.g_00380
OG0000813	Prak.g_01397	Syaq.g_00381
OG0000814	Prak.g_01399	Syaq.g_00383
OG0000815	Prak.g_01400	Syaq.g_00384
OG0000816	Prak.g_01402	Syaq.g_00386
OG0000817	Prak.g_01403	Syaq.g_00387
OG0000818	Prak.g_01408	Syaq.g_00392
OG0000819	Prak.g_01409	Syaq.g_00393
OG0000820	Prak.g_01410	Syaq.g_00394
OG0000821	Prak.g_01414	Syaq.g_00400
OG0000822	Prak.g_01415	Syaq.g_00402
OG0000823	Prak.g_01416	Syaq.g_00403
OG0000824	Prak.g_01419	Syaq.g_00409
OG0000825	Prak.g_01420	Syaq.g_00410
OG0000826	Prak.g_01421	Syaq.g_00411
OG0000827	Prak.g_01422	Syaq.g_00412
OG0000828	Prak.g_01425	Syaq.g_00415
OG0000829	Prak.g_01426	Syaq.g_00416
OG0000830	Prak.g_01427	Syaq.g_00417
OG0000831	Prak.g_01429	Syaq.g_00419
OG0000832	Prak.g_01439	Syaq.g_01737
OG0000833	Prak.g_01448	Syaq.g_01725
OG0000834	Prak.g_01449	Syaq.g_01724
OG0000835	Prak.g_01450	Syaq.g_01723
OG0000836	Prak.g_01451	Syaq.g_01720
OG0000837	Prak.g_01452	Syaq.g_01719
OG0000838	Prak.g_01454	Syaq.g_01715
OG0000839	Prak.g_01455	Syaq.g_01714
OG0000840	Prak.g_01456	Syaq.g_01713
OG0000841	Prak.g_01457	Syaq.g_01712
OG0000842	Prak.g_01458	Syaq.g_01711
OG0000843	Prak.g_01459	Syaq.g_01710
OG0000844	Prak.g_01460	Syaq.g_01708
OG0000845	Prak.g_01461	Syaq.g_01707
OG0000846	Prak.g_01462	Syaq.g_01706
OG0000847	Prak.g_01463	Syaq.g_01705
OG0000848	Prak.g_01464	Syaq.g_01703
OG0000849	Prak.g_01465	Syaq.g_01702
OG0000850	Prak.g_01467	Syaq.g_01699
OG0000851	Prak.g_01468	Syaq.g_01696
OG0000852	Prak.g_01469	Syaq.g_01695
OG0000853	Prak.g_01475	Syaq.g_01691
OG0000854	Prak.g_01477	Syaq.g_01689
OG0000855	Prak.g_01478	Syaq.g_01688
OG0000856	Prak.g_00590	Syaq.g_02069
OG0000857	Prak.g_00860	Syaq.g_02357
OG0000858	Prak.g_01638	Syaq.g_01682
OG0000859	Prak.g_01639	Syaq.g_01681
OG0000860	Prak.g_01647	Syaq.g_01671
OG0000861	Prak.g_01648	Syaq.g_01670
OG0000862	Prak.g_01649	Syaq.g_01668
OG0000863	Prak.g_01651	Syaq.g_01665
OG0000864	Prak.g_01652	Syaq.g_01664
OG0000865	Prak.g_01653	Syaq.g_01663
OG0000866	Prak.g_01654	Syaq.g_01662
OG0000867	Prak.g_01655	Syaq.g_01661
OG0000868	Prak.g_01657	Syaq.g_01659
OG0000869	Prak.g_01660	Syaq.g_01656
OG0000870	Prak.g_01665	Syaq.g_01651
OG0000871	Prak.g_01666	Syaq.g_01650
OG0000872	Prak.g_01667	Syaq.g_01644
OG0000873	Prak.g_01670	Syaq.g_01641
OG0000874	Prak.g_01673	Syaq.g_01637
OG0000875	Prak.g_01674	Syaq.g_01633
OG0000876	Prak.g_01675	Syaq.g_01631
OG0000877	Prak.g_01677	Syaq.g_01628
OG0000878	Prak.g_01678	Syaq.g_01627
OG0000879	Prak.g_01679	Syaq.g_01626
OG0000880	Prak.g_01680	Syaq.g_01625
OG0000881	Prak.g_01684	Syaq.g_01621
OG0000882	Prak.g_01689	Syaq.g_01616
OG0000883	Prak.g_01691	Syaq.g_01613
OG0000884	Prak.g_01693	Syaq.g_01611
OG0000885	Prak.g_01694	Syaq.g_01610
OG0000886	Prak.g_01695	Syaq.g_01609
OG0000887	Prak.g_01696	Syaq.g_01608
OG0000888	Prak.g_01698	Syaq.g_01606
OG0000889	Prak.g_01700	Syaq.g_01604
OG0000890	Prak.g_01701	Syaq.g_01597
OG0000891	Prak.g_01702	Syaq.g_01596
OG0000892	Prak.g_01704	Syaq.g_01594
OG0000893	Prak.g_01708	Syaq.g_00695
OG0000894	Prak.g_01711	Syaq.g_00692
OG0000895	Prak.g_01715	Syaq.g_00688
OG0000896	Prak.g_01716	Syaq.g_00687
OG0000897	Prak.g_01718	Syaq.g_00685
OG0000898	Prak.g_01719	Syaq.g_00684
OG0000899	Prak.g_01720	Syaq.g_00683
OG0000900	Prak.g_01721	Syaq.g_00682
OG0000901	Prak.g_01724	Syaq.g_00677
OG0000902	Prak.g_01726	Syaq.g_00671
OG0000903	Prak.g_01730	Syaq.g_00655
OG0000904	Prak.g_01734	Syaq.g_00660
OG0000905	Prak.g_01728	Syaq.g_00666
OG0000906	Prak.g_01727	Syaq.g_00669
OG0000907	Prak.g_01737	Syaq.g_00653
OG0000908	Prak.g_01740	Syaq.g_00650
OG0000909	Prak.g_01741	Syaq.g_00649
OG0000910	Prak.g_01742	Syaq.g_00648
OG0000911	Prak.g_01744	Syaq.g_00646
OG0000912	Prak.g_01745	Syaq.g_00645
OG0000913	Prak.g_01746	Syaq.g_00644
OG0000914	Prak.g_01747	Syaq.g_00643
OG0000915	Prak.g_01748	Syaq.g_00641
OG0000916	Prak.g_01749	Syaq.g_00640
OG0000917	Prak.g_01750	Syaq.g_00639
OG0000918	Prak.g_01751	Syaq.g_00638
OG0000919	Prak.g_01752	Syaq.g_00637
OG0000920	Prak.g_01753	Syaq.g_00636
OG0000921	Prak.g_01754	Syaq.g_00635
OG0000922	Prak.g_01755	Syaq.g_00634
OG0000923	Prak.g_01759	Syaq.g_00630
OG0000924	Prak.g_01760	Syaq.g_00629
OG0000925	Prak.g_01761	Syaq.g_00628
OG0000926	Prak.g_01762	Syaq.g_00627
OG0000927	Prak.g_01764	Syaq.g_00625
OG0000928	Prak.g_01765	Syaq.g_00624
OG0000929	Prak.g_01766	Syaq.g_00623
OG0000930	Prak.g_01767	Syaq.g_00622
OG0000931	Prak.g_01768	Syaq.g_00621
OG0000932	Prak.g_01769	Syaq.g_00620
OG0000933	Prak.g_01773	Syaq.g_00614
OG0000934	Prak.g_01775	Syaq.g_00612
OG0000935	Prak.g_01776	Syaq.g_00611
OG0000936	Prak.g_01777	Syaq.g_00610
OG0000937	Prak.g_01778	Syaq.g_00609
OG0000938	Prak.g_01781	Syaq.g_00606
OG0000939	Prak.g_01782	Syaq.g_00604
OG0000940	Prak.g_01789	Syaq.g_00597
OG0000941	Prak.g_01791	Syaq.g_00595
OG0000942	Prak.g_01793	Syaq.g_00593
OG0000943	Prak.g_01794	Syaq.g_00592
OG0000944	Prak.g_01796	Syaq.g_00590
OG0000945	Prak.g_01797	Syaq.g_00588
OG0000946	Prak.g_01802	Syaq.g_00580
OG0000947	Prak.g_01804	Syaq.g_00577
OG0000948	Prak.g_01805	Syaq.g_00576
OG0000949	Prak.g_01808	Syaq.g_00971
OG0000950	Prak.g_01815	Syaq.g_00984
OG0000951	Prak.g_01819	Syaq.g_00991
OG0000952	Prak.g_01823	Syaq.g_01002
OG0000953	Prak.g_01827	Syaq.g_01006
OG0000954	Prak.g_01831	Syaq.g_01012
OG0000955	Prak.g_01832	Syaq.g_01013
OG0000956	Prak.g_01834	Syaq.g_01015
OG0000957	Prak.g_01840	Syaq.g_01026
OG0000958	Prak.g_01841	Syaq.g_01027
OG0000959	Prak.g_01845	Syaq.g_01031
OG0000960	Prak.g_01846	Syaq.g_01032
OG0000961	Prak.g_01849	Syaq.g_01043
OG0000962	Prak.g_01851	Syaq.g_01045
OG0000963	Prak.g_01855	Syaq.g_01049
OG0000964	Prak.g_01856	Syaq.g_01050
OG0000965	Prak.g_01857	Syaq.g_01051
OG0000966	Prak.g_01863	Syaq.g_01060
OG0000967	Prak.g_01867	Syaq.g_01067
OG0000968	Prak.g_01869	Syaq.g_01071
OG0000969	Prak.g_01870	Syaq.g_01078
OG0000970	Prak.g_01871	Syaq.g_01079
OG0000971	Prak.g_01872	Syaq.g_01081
OG0000972	Prak.g_01873	Syaq.g_01082
OG0000973	Prak.g_01874	Syaq.g_01083
OG0000974	Prak.g_01875	Syaq.g_01084
OG0000975	Prak.g_01876	Syaq.g_01085
OG0000976	Prak.g_01877	Syaq.g_01086
OG0000977	Prak.g_01878	Syaq.g_01088
OG0000978	Prak.g_01879	Syaq.g_01091
OG0000979	Prak.g_01882	Syaq.g_01094
OG0000980	Prak.g_01884	Syaq.g_01097
OG0000981	Prak.g_01887	Syaq.g_01100
OG0000982	Prak.g_01889	Syaq.g_01263
OG0000983	Prak.g_01890	Syaq.g_01262
OG0000984	Prak.g_01891	Syaq.g_01261
OG0000985	Prak.g_01894	Syaq.g_01257
OG0000986	Prak.g_01896	Syaq.g_01253
OG0000987	Prak.g_01897	Syaq.g_01251
OG0000988	Prak.g_01900	Syaq.g_01245
OG0000989	Prak.g_01904	Syaq.g_01239
OG0000990	Prak.g_01908	Syaq.g_01229
OG0000991	Prak.g_01909	Syaq.g_01225
OG0000992	Prak.g_01912	Syaq.g_01222
OG0000993	Prak.g_01913	Syaq.g_01221
OG0000994	Prak.g_01914	Syaq.g_01218
OG0000995	Prak.g_01918	Syaq.g_01212
OG0000996	Prak.g_01919	Syaq.g_01193
OG0000997	Prak.g_01922	Syaq.g_01184
OG0000998	Prak.g_01924	Syaq.g_01182
OG0000999	Prak.g_01925	Syaq.g_01181
OG0001000	Prak.g_01928	Syaq.g_01177
OG0001001	Prak.g_01931	Syaq.g_01172
OG0001002	Prak.g_01936	Syaq.g_01165
OG0001003	Prak.g_01937	Syaq.g_01163
OG0001004	Prak.g_01938	Syaq.g_01162
OG0001005	Prak.g_01939	Syaq.g_01161
OG0001006	Prak.g_01943	Syaq.g_01152
OG0001007	Prak.g_01945	Syaq.g_01150
OG0001008	Prak.g_00399	Syaq.g_00500
OG0001009	Prak.g_00027	Syaq.g_01118
OG0001010	Prak.g_00028	Syaq.g_01117
OG0001011	Prak.g_00030	Syaq.g_01115
OG0001012	Prak.g_00044	Syaq.g_01267
OG0001013	Prak.g_00051	Syaq.g_01289
OG0001014	Prak.g_00054	Syaq.g_01295
OG0001015	Prak.g_00056	Syaq.g_01296
OG0001016	Prak.g_00078	Syaq.g_01554
OG0001017	Prak.g_00082	Syaq.g_01548
OG0001018	Prak.g_00084	Syaq.g_01546
OG0001019	Prak.g_00093	Syaq.g_01524
OG0001020	Prak.g_00094	Syaq.g_01510
OG0001021	Prak.g_00095	Syaq.g_01506
OG0001022	Prak.g_00098	Syaq.g_01501
OG0001023	Prak.g_00099	Syaq.g_01500
OG0001024	Prak.g_00103	Syaq.g_01496
OG0001025	Prak.g_00110	Syaq.g_01490
OG0001026	Prak.g_00119	Syaq.g_01477
OG0001027	Prak.g_00120	Syaq.g_01474
OG0001028	Prak.g_00122	Syaq.g_01472
OG0001029	Prak.g_00123	Syaq.g_01470
OG0001030	Prak.g_00139	Syaq.g_01450
OG0001031	Prak.g_00199	Syaq.g_01378
OG0001032	Prak.g_00200	Syaq.g_01376
OG0001033	Prak.g_00221	Syaq.g_01344
OG0001034	Prak.g_00252	Syaq.g_01579
OG0001035	Prak.g_00272	Syaq.g_00726
OG0001036	Prak.g_00276	Syaq.g_00731
OG0001037	Prak.g_00277	Syaq.g_00733
OG0001038	Prak.g_00296	Syaq.g_00761
OG0001039	Prak.g_00299	Syaq.g_00764
OG0001040	Prak.g_00301	Syaq.g_00767
OG0001041	Prak.g_00306	Syaq.g_00772
OG0001042	Prak.g_00323	Syaq.g_00858
OG0001044	Prak.g_00355	Syaq.g_00560
OG0001045	Prak.g_00364	Syaq.g_00547
OG0001046	Prak.g_01597	Syaq.g_02509
OG0001047	Prak.g_00401	Syaq.g_00498
OG0001048	Prak.g_00402	Syaq.g_00497
OG0001049	Prak.g_00404	Syaq.g_00494
OG0001050	Prak.g_00405	Syaq.g_00493
OG0001051	Prak.g_00406	Syaq.g_00492
OG0001052	Prak.g_00432	Syaq.g_00446
OG0001053	Prak.g_00444	Syaq.g_01775
OG0001054	Prak.g_00459	Syaq.g_01794
OG0001055	Prak.g_00478	Syaq.g_01815
OG0001056	Prak.g_00495	Syaq.g_01843
OG0001057	Prak.g_00500	Syaq.g_00334
OG0001058	Prak.g_00509	Syaq.g_01931
OG0001059	Prak.g_00513	Syaq.g_01935
OG0001060	Prak.g_00519	Syaq.g_01941
OG0001061	Prak.g_00534	Syaq.g_01961
OG0001062	Prak.g_00536	Syaq.g_01963
OG0001063	Prak.g_00538	Syaq.g_01968
OG0001064	Prak.g_00539	Syaq.g_01969
OG0001065	Prak.g_00540	Syaq.g_01970
OG0001066	Prak.g_00541	Syaq.g_01971
OG0001067	Prak.g_00542	Syaq.g_01972
OG0001068	Prak.g_00543	Syaq.g_01973
OG0001069	Prak.g_00544	Syaq.g_01974
OG0001070	Prak.g_00548	Syaq.g_01978
OG0001071	Prak.g_00549	Syaq.g_01979
OG0001072	Prak.g_00551	Syaq.g_01983
OG0001073	Prak.g_00565	Syaq.g_01998
OG0001074	Prak.g_00577	Syaq.g_02132
OG0001075	Prak.g_00578	Syaq.g_02025
OG0001076	Prak.g_00585	Syaq.g_02060
OG0001077	Prak.g_00591	Syaq.g_02071
OG0001078	Prak.g_01107	Syaq.g_02083
OG0001079	Prak.g_01095	Syaq.g_02100
OG0001080	Prak.g_01089	Syaq.g_02161
OG0001081	Prak.g_01087	Syaq.g_02232
OG0001082	Prak.g_01086	Syaq.g_02233
OG0001083	Prak.g_01081	Syaq.g_02240
OG0001084	Prak.g_01080	Syaq.g_02241
OG0001085	Prak.g_00797	Syaq.g_02251
OG0001086	Prak.g_00798	Syaq.g_02253
OG0001087	Prak.g_00816	Syaq.g_02574
OG0001088	Prak.g_00817	Syaq.g_02576
OG0001089	Prak.g_00828	Syaq.g_02604
OG0001090	Prak.g_00838	Syaq.g_00024
OG0001091	Prak.g_01060	Syaq.g_00027
OG0001092	Prak.g_01059	Syaq.g_00029
OG0001093	Prak.g_01054	Syaq.g_00035
OG0001094	Prak.g_01061	Syaq.g_02334
OG0001095	Prak.g_00858	Syaq.g_02354
OG0001096	Prak.g_00872	Syaq.g_02370
OG0001097	Prak.g_00892	Syaq.g_02393
OG0001098	Prak.g_00911	Syaq.g_02415
OG0001099	Prak.g_00753	Syaq.g_01471
OG0001100	Prak.g_00761	Syaq.g_02262
OG0001101	Prak.g_00764	Syaq.g_02263
OG0001102	Prak.g_00767	Syaq.g_02266
OG0001103	Prak.g_00769	Syaq.g_02268
OG0001104	Prak.g_00792	Syaq.g_02316
OG0001105	Prak.g_00796	Syaq.g_02320
OG0001106	Prak.g_00964	Syaq.g_02471
OG0001108	Prak.g_00975	Syaq.g_02491
OG0001109	Prak.g_00976	Syaq.g_02493
OG0001110	Prak.g_00978	Syaq.g_02495
OG0001111	Prak.g_00979	Syaq.g_02497
OG0001112	Prak.g_00980	Syaq.g_02499
OG0001113	Prak.g_00981	Syaq.g_02539
OG0001114	Prak.g_00982	Syaq.g_02500
OG0001115	Prak.g_00984	Syaq.g_02504
OG0001116	Prak.g_00985	Syaq.g_02506
OG0001117	Prak.g_00986	Syaq.g_02507
OG0001118	Prak.g_00987	Syaq.g_02508
OG0001119	Prak.g_00988	Syaq.g_02510
OG0001120	Prak.g_00990	Syaq.g_02514
OG0001122	Prak.g_01010	Syaq.g_00069
OG0001123	Prak.g_01016	Syaq.g_00061
OG0001124	Prak.g_01018	Syaq.g_00060
OG0001125	Prak.g_01020	Syaq.g_00058
OG0001126	Prak.g_00931	Syaq.g_02693
OG0001127	Prak.g_00930	Syaq.g_02692
OG0001128	Prak.g_00928	Syaq.g_02689
OG0001129	Prak.g_00927	Syaq.g_02687
OG0001130	Prak.g_00926	Syaq.g_02686
OG0001131	Prak.g_00383	Syaq.g_02284
OG0001132	Prak.g_00712	Syaq.g_01872
OG0001133	Prak.g_01328	Syaq.g_02063
OG0001134	Prak.g_01550	Syaq.g_02213
OG0001136	Prak.g_01175	Syaq.g_00252
OG0001137	Prak.g_01163	Syaq.g_00228
OG0001138	Prak.g_01142	Syaq.g_00196
OG0001139	Prak.g_01140	Syaq.g_00194
OG0001140	Prak.g_01139	Syaq.g_00193
OG0001141	Prak.g_01138	Syaq.g_00192
