Orthogroup	Prak	Syac
OG0000591	Prak.g_00587	Syac.g_00961
OG0000592	Prak.g_00588	Syac.g_00962
OG0000593	Prak.g_01111	Syac.g_00975
OG0000594	Prak.g_01110	Syac.g_00976
OG0000595	Prak.g_01109	Syac.g_00977
OG0000596	Prak.g_01105	Syac.g_00982
OG0000597	Prak.g_01102	Syac.g_00985
OG0000598	Prak.g_01101	Syac.g_00986
OG0000599	Prak.g_01098	Syac.g_00989
OG0000600	Prak.g_01097	Syac.g_00990
OG0000601	Prak.g_01096	Syac.g_00991
OG0000602	Prak.g_01094	Syac.g_00996
OG0000603	Prak.g_01093	Syac.g_00997
OG0000604	Prak.g_01092	Syac.g_01001
OG0000605	Prak.g_01091	Syac.g_01089
OG0000606	Prak.g_01088	Syac.g_01434
OG0000607	Prak.g_01085	Syac.g_01430
OG0000608	Prak.g_01084	Syac.g_01429
OG0000609	Prak.g_01083	Syac.g_01427
OG0000610	Prak.g_01077	Syac.g_01419
OG0000611	Prak.g_01074	Syac.g_01416
OG0000612	Prak.g_01073	Syac.g_01415
OG0000613	Prak.g_00800	Syac.g_00231
OG0000614	Prak.g_00821	Syac.g_00911
OG0000615	Prak.g_00832	Syac.g_01377
OG0000616	Prak.g_01934	Syac.g_02478
OG0000617	Prak.g_01057	Syac.g_01280
OG0000618	Prak.g_01056	Syac.g_01279
OG0000619	Prak.g_01055	Syac.g_01278
OG0000620	Prak.g_01052	Syac.g_01270
OG0000621	Prak.g_01051	Syac.g_01269
OG0000622	Prak.g_01050	Syac.g_01268
OG0000623	Prak.g_01049	Syac.g_01267
OG0000624	Prak.g_01047	Syac.g_01265
OG0000625	Prak.g_01046	Syac.g_01264
OG0000626	Prak.g_01045	Syac.g_01263
OG0000627	Prak.g_01044	Syac.g_01126
OG0000628	Prak.g_01043	Syac.g_01127
OG0000629	Prak.g_01042	Syac.g_01130
OG0000630	Prak.g_01039	Syac.g_01134
OG0000631	Prak.g_00946	Syac.g_01139
OG0000632	Prak.g_00947	Syac.g_01140
OG0000633	Prak.g_00948	Syac.g_01141
OG0000634	Prak.g_00841	Syac.g_01345
OG0000635	Prak.g_00842	Syac.g_01344
OG0000636	Prak.g_00844	Syac.g_01342
OG0000637	Prak.g_00846	Syac.g_01340
OG0000638	Prak.g_00847	Syac.g_01339
OG0000639	Prak.g_00848	Syac.g_01338
OG0000640	Prak.g_00849	Syac.g_01337
OG0000641	Prak.g_00853	Syac.g_01333
OG0000642	Prak.g_00854	Syac.g_01332
OG0000643	Prak.g_00855	Syac.g_01330
OG0000644	Prak.g_00856	Syac.g_01329
OG0000645	Prak.g_00857	Syac.g_01327
OG0000646	Prak.g_00859	Syac.g_01324
OG0000647	Prak.g_00861	Syac.g_01322
OG0000648	Prak.g_00863	Syac.g_01319
OG0000649	Prak.g_00864	Syac.g_01318
OG0000650	Prak.g_00865	Syac.g_01317
OG0000651	Prak.g_00866	Syac.g_01316
OG0000652	Prak.g_00867	Syac.g_01315
OG0000653	Prak.g_00869	Syac.g_01313
OG0000654	Prak.g_00870	Syac.g_01312
OG0000655	Prak.g_00871	Syac.g_01311
OG0000656	Prak.g_00874	Syac.g_01308
OG0000657	Prak.g_00882	Syac.g_00846
OG0000658	Prak.g_00884	Syac.g_00842
OG0000659	Prak.g_00885	Syac.g_00841
OG0000660	Prak.g_00889	Syac.g_00837
OG0000661	Prak.g_00891	Syac.g_00835
OG0000662	Prak.g_00893	Syac.g_00833
OG0000663	Prak.g_00895	Syac.g_00830
OG0000664	Prak.g_00896	Syac.g_00829
OG0000665	Prak.g_00902	Syac.g_01018
OG0000666	Prak.g_00903	Syac.g_01088
OG0000667	Prak.g_00907	Syac.g_02165
OG0000668	Prak.g_00748	Syac.g_01239
OG0000669	Prak.g_00759	Syac.g_01404
OG0000670	Prak.g_00762	Syac.g_00580
OG0000671	Prak.g_00765	Syac.g_01400
OG0000672	Prak.g_00768	Syac.g_01396
OG0000673	Prak.g_00771	Syac.g_01393
OG0000674	Prak.g_00773	Syac.g_01391
OG0000675	Prak.g_00774	Syac.g_01390
OG0000676	Prak.g_00776	Syac.g_01388
OG0000677	Prak.g_00777	Syac.g_01387
OG0000678	Prak.g_00779	Syac.g_01384
OG0000679	Prak.g_00783	Syac.g_01375
OG0000680	Prak.g_00784	Syac.g_01374
OG0000681	Prak.g_00787	Syac.g_01371
OG0000682	Prak.g_00788	Syac.g_01370
OG0000683	Prak.g_00789	Syac.g_01369
OG0000684	Prak.g_00791	Syac.g_01365
OG0000685	Prak.g_00793	Syac.g_01363
OG0000686	Prak.g_00794	Syac.g_01362
OG0000687	Prak.g_00795	Syac.g_01361
OG0000688	Prak.g_01069	Syac.g_01356
OG0000689	Prak.g_01068	Syac.g_01354
OG0000690	Prak.g_01067	Syac.g_01353
OG0000691	Prak.g_01066	Syac.g_01352
OG0000692	Prak.g_01064	Syac.g_01351
OG0000693	Prak.g_01063	Syac.g_01349
OG0000694	Prak.g_01062	Syac.g_01348
OG0000695	Prak.g_00950	Syac.g_01143
OG0000696	Prak.g_00951	Syac.g_01144
OG0000697	Prak.g_00952	Syac.g_01146
OG0000698	Prak.g_00955	Syac.g_01149
OG0000699	Prak.g_00956	Syac.g_01151
OG0000700	Prak.g_00957	Syac.g_01152
OG0000701	Prak.g_00958	Syac.g_01153
OG0000702	Prak.g_00960	Syac.g_01161
OG0000703	Prak.g_00961	Syac.g_01162
OG0000704	Prak.g_00963	Syac.g_01165
OG0000705	Prak.g_00966	Syac.g_01174
OG0000706	Prak.g_00967	Syac.g_01175
OG0000707	Prak.g_00968	Syac.g_01176
OG0000708	Prak.g_00970	Syac.g_01179
OG0000709	Prak.g_00974	Syac.g_01187
OG0000710	Prak.g_00977	Syac.g_01191
OG0000711	Prak.g_00995	Syac.g_01220
OG0000712	Prak.g_00996	Syac.g_01221
OG0000713	Prak.g_00997	Syac.g_01222
OG0000714	Prak.g_00998	Syac.g_01224
OG0000715	Prak.g_01000	Syac.g_01226
OG0000716	Prak.g_01002	Syac.g_01230
OG0000717	Prak.g_01003	Syac.g_01231
OG0000718	Prak.g_01007	Syac.g_01235
OG0000719	Prak.g_01009	Syac.g_01237
OG0000720	Prak.g_01021	Syac.g_01250
OG0000721	Prak.g_01025	Syac.g_01252
OG0000722	Prak.g_01026	Syac.g_01253
OG0000723	Prak.g_01030	Syac.g_01261
OG0000724	Prak.g_00925	Syac.g_00879
OG0000725	Prak.g_00919	Syac.g_00887
OG0000726	Prak.g_00918	Syac.g_00888
OG0000727	Prak.g_00917	Syac.g_00889
OG0000728	Prak.g_00915	Syac.g_00891
OG0000729	Prak.g_01255	Syac.g_00144
OG0000730	Prak.g_01214	Syac.g_02024
OG0000731	Prak.g_00362	Syac.g_02011
OG0000732	Prak.g_01885	Syac.g_00051
OG0000733	Prak.g_01551	Syac.g_02386
OG0000734	Prak.g_01188	Syac.g_00388
OG0000735	Prak.g_01186	Syac.g_00750
OG0000736	Prak.g_01185	Syac.g_00751
OG0000737	Prak.g_01184	Syac.g_00752
OG0000738	Prak.g_01180	Syac.g_00757
OG0000739	Prak.g_01179	Syac.g_00762
OG0000740	Prak.g_01178	Syac.g_00763
OG0000741	Prak.g_01176	Syac.g_00766
OG0000742	Prak.g_01173	Syac.g_00768
OG0000743	Prak.g_01171	Syac.g_00770
OG0000744	Prak.g_01170	Syac.g_00771
OG0000745	Prak.g_01169	Syac.g_00773
OG0000746	Prak.g_01167	Syac.g_00776
OG0000747	Prak.g_01166	Syac.g_00777
OG0000748	Prak.g_01162	Syac.g_00787
OG0000749	Prak.g_01161	Syac.g_00789
OG0000750	Prak.g_01160	Syac.g_00790
OG0000751	Prak.g_01157	Syac.g_00797
OG0000752	Prak.g_01155	Syac.g_00799
OG0000753	Prak.g_01153	Syac.g_00802
OG0000754	Prak.g_01150	Syac.g_01471
OG0000755	Prak.g_01144	Syac.g_01479
OG0000756	Prak.g_01143	Syac.g_01480
OG0000757	Prak.g_01136	Syac.g_01492
OG0000758	Prak.g_01135	Syac.g_01493
OG0000759	Prak.g_01134	Syac.g_01494
OG0000760	Prak.g_01133	Syac.g_01495
OG0000761	Prak.g_01132	Syac.g_01496
OG0000762	Prak.g_01131	Syac.g_01498
OG0000763	Prak.g_01129	Syac.g_01500
OG0000764	Prak.g_01128	Syac.g_01501
OG0000765	Prak.g_01120	Syac.g_01515
OG0000766	Prak.g_01119	Syac.g_01516
OG0000767	Prak.g_01117	Syac.g_01518
OG0000768	Prak.g_01116	Syac.g_01519
OG0000769	Prak.g_01114	Syac.g_01521
OG0000770	Prak.g_00593	Syac.g_01524
OG0000771	Prak.g_01487	Syac.g_00873
OG0000772	Prak.g_01571	Syac.g_01569
OG0000773	Prak.g_01268	Syac.g_00741
OG0000774	Prak.g_01270	Syac.g_00737
OG0000775	Prak.g_01272	Syac.g_00735
OG0000776	Prak.g_01273	Syac.g_00734
OG0000777	Prak.g_01274	Syac.g_00733
OG0000778	Prak.g_01275	Syac.g_00732
OG0000779	Prak.g_01279	Syac.g_00727
OG0000780	Prak.g_01280	Syac.g_00723
OG0000781	Prak.g_01284	Syac.g_00719
OG0000782	Prak.g_01285	Syac.g_00718
OG0000783	Prak.g_01286	Syac.g_00717
OG0000784	Prak.g_01287	Syac.g_00716
OG0000785	Prak.g_01289	Syac.g_00714
OG0000786	Prak.g_01292	Syac.g_01730
OG0000787	Prak.g_01293	Syac.g_01731
OG0000788	Prak.g_00460	Syac.g_00992
OG0000789	Prak.g_01490	Syac.g_01111
OG0000790	Prak.g_01334	Syac.g_01921
OG0000791	Prak.g_01336	Syac.g_01922
OG0000792	Prak.g_01337	Syac.g_01923
OG0000793	Prak.g_01340	Syac.g_01928
OG0000794	Prak.g_01341	Syac.g_01929
OG0000795	Prak.g_01342	Syac.g_01930
OG0000796	Prak.g_01346	Syac.g_01934
OG0000797	Prak.g_01347	Syac.g_01935
OG0000799	Prak.g_01374	Syac.g_01602
OG0000800	Prak.g_01375	Syac.g_01603
OG0000801	Prak.g_01376	Syac.g_01604
OG0000802	Prak.g_01378	Syac.g_01608
OG0000803	Prak.g_01380	Syac.g_01613
OG0000804	Prak.g_01381	Syac.g_01616
OG0000805	Prak.g_01383	Syac.g_01620
OG0000806	Prak.g_01385	Syac.g_01622
OG0000807	Prak.g_01386	Syac.g_01624
OG0000808	Prak.g_01387	Syac.g_01625
OG0000809	Prak.g_01389	Syac.g_01628
OG0000810	Prak.g_01390	Syac.g_01629
OG0000811	Prak.g_01394	Syac.g_01637
OG0000812	Prak.g_01396	Syac.g_01639
OG0000813	Prak.g_01397	Syac.g_01640
OG0000814	Prak.g_01399	Syac.g_01642
OG0000815	Prak.g_01400	Syac.g_01643
OG0000816	Prak.g_01402	Syac.g_01645
OG0000817	Prak.g_01403	Syac.g_01646
OG0000818	Prak.g_01408	Syac.g_01652
OG0000819	Prak.g_01409	Syac.g_01653
OG0000820	Prak.g_01410	Syac.g_01654
OG0000821	Prak.g_01414	Syac.g_01659
OG0000822	Prak.g_01415	Syac.g_01661
OG0000823	Prak.g_01416	Syac.g_01662
OG0000824	Prak.g_01419	Syac.g_01666
OG0000825	Prak.g_01420	Syac.g_01667
OG0000826	Prak.g_01421	Syac.g_01668
OG0000827	Prak.g_01422	Syac.g_01669
OG0000828	Prak.g_01425	Syac.g_01672
OG0000829	Prak.g_01426	Syac.g_01673
OG0000830	Prak.g_01427	Syac.g_01674
OG0000831	Prak.g_01429	Syac.g_01676
OG0000832	Prak.g_01439	Syac.g_00623
OG0000833	Prak.g_01448	Syac.g_00613
OG0000834	Prak.g_01449	Syac.g_00610
OG0000835	Prak.g_01450	Syac.g_00609
OG0000836	Prak.g_01451	Syac.g_00605
OG0000837	Prak.g_01452	Syac.g_00604
OG0000838	Prak.g_01454	Syac.g_00600
OG0000839	Prak.g_01455	Syac.g_00599
OG0000840	Prak.g_01456	Syac.g_00598
OG0000841	Prak.g_01457	Syac.g_00597
OG0000842	Prak.g_01458	Syac.g_00596
OG0000843	Prak.g_01459	Syac.g_00595
OG0000844	Prak.g_01460	Syac.g_00593
OG0000845	Prak.g_01461	Syac.g_00592
OG0000846	Prak.g_01462	Syac.g_00591
OG0000847	Prak.g_01463	Syac.g_00590
OG0000848	Prak.g_01464	Syac.g_00588
OG0000849	Prak.g_01465	Syac.g_00587
OG0000850	Prak.g_01467	Syac.g_00585
OG0000851	Prak.g_01468	Syac.g_00573
OG0000852	Prak.g_01469	Syac.g_00572
OG0000853	Prak.g_01475	Syac.g_00568
OG0000854	Prak.g_01477	Syac.g_00566
OG0000855	Prak.g_01478	Syac.g_00565
OG0000856	Prak.g_00590	Syac.g_00964
OG0000857	Prak.g_00860	Syac.g_01323
OG0000858	Prak.g_01638	Syac.g_00559
OG0000859	Prak.g_01639	Syac.g_00558
OG0000860	Prak.g_01647	Syac.g_00542
OG0000861	Prak.g_01648	Syac.g_00541
OG0000862	Prak.g_01649	Syac.g_00540
OG0000863	Prak.g_01651	Syac.g_00538
OG0000864	Prak.g_01652	Syac.g_00537
OG0000865	Prak.g_01653	Syac.g_00533
OG0000866	Prak.g_01654	Syac.g_00532
OG0000867	Prak.g_01655	Syac.g_00531
OG0000868	Prak.g_01657	Syac.g_00529
OG0000869	Prak.g_01660	Syac.g_00524
OG0000870	Prak.g_01665	Syac.g_00519
OG0000871	Prak.g_01666	Syac.g_00518
OG0000872	Prak.g_01667	Syac.g_00510
OG0000873	Prak.g_01670	Syac.g_00507
OG0000874	Prak.g_01673	Syac.g_00512
OG0000875	Prak.g_01674	Syac.g_00505
OG0000876	Prak.g_01675	Syac.g_00675
OG0000877	Prak.g_01677	Syac.g_00671
OG0000878	Prak.g_01678	Syac.g_00670
OG0000879	Prak.g_01679	Syac.g_00669
OG0000880	Prak.g_01680	Syac.g_00668
OG0000881	Prak.g_01684	Syac.g_00664
OG0000882	Prak.g_01689	Syac.g_00659
OG0000883	Prak.g_01691	Syac.g_00656
OG0000884	Prak.g_01693	Syac.g_00654
OG0000885	Prak.g_01694	Syac.g_00653
OG0000886	Prak.g_01695	Syac.g_00652
OG0000887	Prak.g_01696	Syac.g_00651
OG0000888	Prak.g_01698	Syac.g_00649
OG0000889	Prak.g_01700	Syac.g_00647
OG0000890	Prak.g_01701	Syac.g_00642
OG0000891	Prak.g_01702	Syac.g_00641
OG0000892	Prak.g_01704	Syac.g_00638
OG0000893	Prak.g_01708	Syac.g_02193
OG0000894	Prak.g_01711	Syac.g_02189
OG0000895	Prak.g_01715	Syac.g_02185
OG0000896	Prak.g_01716	Syac.g_02184
OG0000897	Prak.g_01718	Syac.g_02182
OG0000898	Prak.g_01719	Syac.g_02181
OG0000899	Prak.g_01720	Syac.g_02180
OG0000900	Prak.g_01721	Syac.g_02179
OG0000901	Prak.g_01724	Syac.g_02174
OG0000902	Prak.g_01726	Syac.g_02172
OG0000903	Prak.g_01730	Syac.g_02140
OG0000904	Prak.g_01734	Syac.g_02145
OG0000905	Prak.g_01728	Syac.g_02148
OG0000906	Prak.g_01727	Syac.g_02150
OG0000907	Prak.g_01737	Syac.g_02138
OG0000908	Prak.g_01740	Syac.g_02135
OG0000909	Prak.g_01741	Syac.g_02134
OG0000910	Prak.g_01742	Syac.g_02133
OG0000911	Prak.g_01744	Syac.g_02131
OG0000912	Prak.g_01745	Syac.g_02130
OG0000913	Prak.g_01746	Syac.g_02129
OG0000914	Prak.g_01747	Syac.g_02128
OG0000915	Prak.g_01748	Syac.g_02127
OG0000916	Prak.g_01749	Syac.g_02126
OG0000917	Prak.g_01750	Syac.g_02125
OG0000918	Prak.g_01751	Syac.g_02124
OG0000919	Prak.g_01752	Syac.g_02123
OG0000920	Prak.g_01753	Syac.g_02122
OG0000921	Prak.g_01754	Syac.g_02121
OG0000922	Prak.g_01755	Syac.g_02120
OG0000923	Prak.g_01759	Syac.g_02116
OG0000924	Prak.g_01760	Syac.g_02115
OG0000925	Prak.g_01761	Syac.g_02114
OG0000926	Prak.g_01762	Syac.g_02113
OG0000927	Prak.g_01764	Syac.g_02111
OG0000928	Prak.g_01765	Syac.g_02110
OG0000929	Prak.g_01766	Syac.g_02109
OG0000930	Prak.g_01767	Syac.g_02108
OG0000931	Prak.g_01768	Syac.g_02107
OG0000932	Prak.g_01769	Syac.g_02106
OG0000933	Prak.g_01773	Syac.g_02101
OG0000934	Prak.g_01775	Syac.g_02099
OG0000935	Prak.g_01776	Syac.g_02098
OG0000936	Prak.g_01777	Syac.g_02097
OG0000937	Prak.g_01778	Syac.g_02096
OG0000938	Prak.g_01781	Syac.g_02092
OG0000939	Prak.g_01782	Syac.g_02091
OG0000940	Prak.g_01789	Syac.g_02084
OG0000941	Prak.g_01791	Syac.g_02082
OG0000942	Prak.g_01793	Syac.g_02080
OG0000943	Prak.g_01794	Syac.g_02079
OG0000944	Prak.g_01796	Syac.g_02077
OG0000945	Prak.g_01797	Syac.g_02075
OG0000946	Prak.g_01802	Syac.g_02071
OG0000947	Prak.g_01804	Syac.g_02068
OG0000948	Prak.g_01805	Syac.g_02067
OG0000949	Prak.g_01808	Syac.g_00205
OG0000950	Prak.g_01815	Syac.g_00193
OG0000951	Prak.g_01819	Syac.g_00188
OG0000952	Prak.g_01823	Syac.g_00183
OG0000953	Prak.g_01827	Syac.g_00177
OG0000954	Prak.g_01831	Syac.g_00172
OG0000955	Prak.g_01832	Syac.g_00171
OG0000956	Prak.g_01834	Syac.g_00169
OG0000957	Prak.g_01840	Syac.g_00158
OG0000958	Prak.g_01841	Syac.g_00157
OG0000959	Prak.g_01845	Syac.g_00153
OG0000960	Prak.g_01846	Syac.g_00152
OG0000961	Prak.g_01849	Syac.g_00147
OG0000962	Prak.g_01851	Syac.g_00145
OG0000963	Prak.g_01855	Syac.g_00140
OG0000964	Prak.g_01856	Syac.g_00139
OG0000965	Prak.g_01857	Syac.g_00138
OG0000966	Prak.g_01863	Syac.g_00107
OG0000967	Prak.g_01867	Syac.g_00075
OG0000968	Prak.g_01869	Syac.g_00080
OG0000969	Prak.g_01870	Syac.g_00078
OG0000970	Prak.g_01871	Syac.g_00077
OG0000971	Prak.g_01872	Syac.g_00067
OG0000972	Prak.g_01873	Syac.g_00066
OG0000973	Prak.g_01874	Syac.g_00065
OG0000974	Prak.g_01875	Syac.g_00064
OG0000975	Prak.g_01876	Syac.g_00063
OG0000976	Prak.g_01877	Syac.g_00062
OG0000977	Prak.g_01878	Syac.g_00059
OG0000978	Prak.g_01879	Syac.g_00058
OG0000979	Prak.g_01882	Syac.g_00055
OG0000980	Prak.g_01884	Syac.g_00052
OG0000981	Prak.g_01887	Syac.g_00049
OG0000982	Prak.g_01889	Syac.g_02354
OG0000983	Prak.g_01890	Syac.g_02355
OG0000984	Prak.g_01891	Syac.g_02356
OG0000985	Prak.g_01894	Syac.g_02359
OG0000986	Prak.g_01896	Syac.g_02363
OG0000987	Prak.g_01897	Syac.g_02365
OG0000988	Prak.g_01900	Syac.g_02370
OG0000989	Prak.g_01904	Syac.g_02379
OG0000990	Prak.g_01908	Syac.g_02397
OG0000991	Prak.g_01909	Syac.g_02400
OG0000992	Prak.g_01912	Syac.g_02402
OG0000993	Prak.g_01913	Syac.g_02403
OG0000994	Prak.g_01914	Syac.g_02405
OG0000995	Prak.g_01918	Syac.g_02410
OG0000996	Prak.g_01919	Syac.g_02454
OG0000997	Prak.g_01922	Syac.g_02464
OG0000998	Prak.g_01924	Syac.g_02466
OG0000999	Prak.g_01925	Syac.g_02467
OG0001000	Prak.g_01928	Syac.g_02470
OG0001001	Prak.g_01931	Syac.g_02475
OG0001002	Prak.g_01936	Syac.g_02481
OG0001003	Prak.g_01937	Syac.g_02483
OG0001004	Prak.g_01938	Syac.g_02484
OG0001005	Prak.g_01939	Syac.g_02485
OG0001006	Prak.g_01943	Syac.g_02492
OG0001007	Prak.g_01945	Syac.g_02494
OG0001008	Prak.g_00399	Syac.g_00693
OG0001009	Prak.g_00027	Syac.g_00030
OG0001010	Prak.g_00028	Syac.g_00031
OG0001011	Prak.g_00030	Syac.g_00032
OG0001012	Prak.g_00044	Syac.g_02351
OG0001013	Prak.g_00051	Syac.g_02337
OG0001014	Prak.g_00054	Syac.g_02333
OG0001015	Prak.g_00056	Syac.g_02332
OG0001016	Prak.g_00078	Syac.g_00446
OG0001017	Prak.g_00082	Syac.g_00440
OG0001018	Prak.g_00084	Syac.g_00438
OG0001019	Prak.g_00093	Syac.g_00422
OG0001020	Prak.g_00094	Syac.g_00417
OG0001021	Prak.g_00095	Syac.g_00413
OG0001022	Prak.g_00098	Syac.g_00410
OG0001023	Prak.g_00099	Syac.g_00409
OG0001024	Prak.g_00103	Syac.g_00405
OG0001025	Prak.g_00110	Syac.g_00399
OG0001026	Prak.g_00119	Syac.g_00386
OG0001027	Prak.g_00120	Syac.g_00380
OG0001028	Prak.g_00122	Syac.g_00378
OG0001029	Prak.g_00123	Syac.g_00376
OG0001030	Prak.g_00139	Syac.g_00356
OG0001031	Prak.g_00199	Syac.g_02266
OG0001032	Prak.g_00200	Syac.g_02268
OG0001033	Prak.g_00221	Syac.g_02298
OG0001034	Prak.g_00252	Syac.g_01968
OG0001036	Prak.g_00276	Syac.g_02221
OG0001037	Prak.g_00277	Syac.g_02223
OG0001038	Prak.g_00296	Syac.g_02251
OG0001039	Prak.g_00299	Syac.g_02254
OG0001040	Prak.g_00301	Syac.g_00292
OG0001041	Prak.g_00306	Syac.g_00287
OG0001042	Prak.g_00323	Syac.g_00258
OG0001043	Prak.g_00324	Syac.g_00254
OG0001044	Prak.g_00355	Syac.g_02021
OG0001045	Prak.g_00364	Syac.g_02008
OG0001046	Prak.g_01597	Syac.g_01207
OG0001047	Prak.g_00401	Syac.g_00695
OG0001048	Prak.g_00402	Syac.g_00696
OG0001049	Prak.g_00404	Syac.g_00703
OG0001050	Prak.g_00405	Syac.g_00704
OG0001051	Prak.g_00406	Syac.g_00705
OG0001052	Prak.g_00432	Syac.g_01704
OG0001053	Prak.g_00444	Syac.g_01901
OG0001054	Prak.g_00459	Syac.g_01884
OG0001055	Prak.g_00478	Syac.g_01863
OG0001056	Prak.g_00495	Syac.g_01831
OG0001057	Prak.g_00500	Syac.g_01825
OG0001058	Prak.g_00509	Syac.g_01810
OG0001059	Prak.g_00513	Syac.g_01806
OG0001060	Prak.g_00519	Syac.g_01799
OG0001061	Prak.g_00534	Syac.g_01779
OG0001062	Prak.g_00536	Syac.g_01777
OG0001063	Prak.g_00538	Syac.g_01773
OG0001064	Prak.g_00539	Syac.g_01772
OG0001065	Prak.g_00540	Syac.g_01771
OG0001066	Prak.g_00541	Syac.g_01770
OG0001067	Prak.g_00542	Syac.g_01769
OG0001068	Prak.g_00543	Syac.g_01768
OG0001069	Prak.g_00544	Syac.g_01767
OG0001070	Prak.g_00548	Syac.g_01764
OG0001071	Prak.g_00549	Syac.g_01763
OG0001072	Prak.g_00551	Syac.g_01758
OG0001074	Prak.g_00577	Syac.g_00945
OG0001075	Prak.g_00578	Syac.g_00946
OG0001076	Prak.g_00585	Syac.g_00956
OG0001077	Prak.g_00591	Syac.g_00967
OG0001078	Prak.g_01107	Syac.g_00980
OG0001079	Prak.g_01095	Syac.g_00993
OG0001080	Prak.g_01089	Syac.g_01092
OG0001081	Prak.g_01087	Syac.g_01432
OG0001082	Prak.g_01086	Syac.g_01431
OG0001083	Prak.g_01081	Syac.g_01424
OG0001084	Prak.g_01080	Syac.g_01423
OG0001085	Prak.g_00797	Syac.g_01412
OG0001086	Prak.g_00798	Syac.g_01410
OG0001087	Prak.g_00816	Syac.g_00923
OG0001088	Prak.g_00817	Syac.g_00920
OG0001089	Prak.g_00828	Syac.g_00896
OG0001090	Prak.g_00838	Syac.g_01286
OG0001091	Prak.g_01060	Syac.g_01284
OG0001092	Prak.g_01059	Syac.g_01282
OG0001093	Prak.g_01054	Syac.g_01276
OG0001094	Prak.g_01061	Syac.g_01347
OG0001095	Prak.g_00858	Syac.g_01326
OG0001096	Prak.g_00872	Syac.g_01310
OG0001097	Prak.g_00892	Syac.g_00834
OG0001098	Prak.g_00911	Syac.g_01096
OG0001099	Prak.g_00753	Syac.g_00377
OG0001100	Prak.g_00761	Syac.g_01402
OG0001101	Prak.g_00764	Syac.g_01401
OG0001102	Prak.g_00767	Syac.g_01398
OG0001103	Prak.g_00769	Syac.g_01395
OG0001104	Prak.g_00792	Syac.g_01364
OG0001105	Prak.g_00796	Syac.g_01360
OG0001106	Prak.g_00964	Syac.g_01166
OG0001107	Prak.g_00971	Syac.g_01180
OG0001108	Prak.g_00975	Syac.g_01188
OG0001109	Prak.g_00976	Syac.g_01190
OG0001110	Prak.g_00978	Syac.g_01192
OG0001111	Prak.g_00979	Syac.g_01194
OG0001112	Prak.g_00980	Syac.g_01196
OG0001113	Prak.g_00981	Syac.g_01197
OG0001114	Prak.g_00982	Syac.g_01198
OG0001115	Prak.g_00984	Syac.g_01202
OG0001116	Prak.g_00985	Syac.g_01204
OG0001117	Prak.g_00986	Syac.g_01205
OG0001118	Prak.g_00987	Syac.g_01206
OG0001119	Prak.g_00988	Syac.g_01208
OG0001120	Prak.g_00990	Syac.g_01213
OG0001122	Prak.g_01010	Syac.g_01238
OG0001123	Prak.g_01016	Syac.g_01245
OG0001124	Prak.g_01018	Syac.g_01247
OG0001125	Prak.g_01020	Syac.g_01249
OG0001126	Prak.g_00931	Syac.g_00870
OG0001127	Prak.g_00930	Syac.g_00871
OG0001128	Prak.g_00928	Syac.g_00875
OG0001129	Prak.g_00927	Syac.g_00877
OG0001130	Prak.g_00926	Syac.g_00878
OG0001131	Prak.g_00383	Syac.g_01382
OG0001132	Prak.g_00712	Syac.g_01062
OG0001133	Prak.g_01328	Syac.g_00958
OG0001134	Prak.g_01550	Syac.g_01466
OG0001136	Prak.g_01175	Syac.g_00767
OG0001137	Prak.g_01163	Syac.g_00786
OG0001138	Prak.g_01142	Syac.g_01486
OG0001139	Prak.g_01140	Syac.g_01488
OG0001140	Prak.g_01139	Syac.g_01489
OG0001141	Prak.g_01138	Syac.g_01490
OG0001142	Prak.g_01137	Syac.g_01491
OG0001143	Prak.g_01130	Syac.g_01499
OG0001144	Prak.g_01125	Syac.g_01508
OG0001145	Prak.g_01269	Syac.g_00740
OG0001146	Prak.g_01281	Syac.g_00722
OG0001147	Prak.g_01301	Syac.g_01689
OG0001148	Prak.g_01331	Syac.g_01918
OG0001149	Prak.g_01332	Syac.g_01919
OG0001150	Prak.g_01333	Syac.g_01920
OG0001151	Prak.g_01344	Syac.g_01932
OG0001152	Prak.g_01345	Syac.g_01933
OG0001153	Prak.g_01423	Syac.g_01670
OG0001154	Prak.g_01424	Syac.g_01671
OG0001155	Prak.g_01441	Syac.g_00621
OG0001156	Prak.g_01444	Syac.g_00618
OG0001157	Prak.g_01445	Syac.g_00617
OG0001158	Prak.g_01446	Syac.g_00616
OG0001159	Prak.g_01447	Syac.g_00615
OG0001160	Prak.g_01473	Syac.g_00570
OG0001161	Prak.g_01588	Syac.g_02385
OG0001162	Prak.g_01526	Syac.g_01307
OG0001163	Prak.g_01636	Syac.g_00562
OG0001164	Prak.g_01640	Syac.g_00556
OG0001165	Prak.g_01643	Syac.g_00551
OG0001166	Prak.g_01664	Syac.g_00520
OG0001167	Prak.g_01681	Syac.g_00667
OG0001168	Prak.g_01683	Syac.g_00665
OG0001169	Prak.g_01685	Syac.g_00663
OG0001170	Prak.g_01687	Syac.g_00661
OG0001171	Prak.g_01697	Syac.g_00650
OG0001172	Prak.g_01713	Syac.g_02187
OG0001173	Prak.g_01714	Syac.g_02186
OG0001174	Prak.g_01722	Syac.g_02178
OG0001175	Prak.g_01723	Syac.g_02177
OG0001176	Prak.g_01731	Syac.g_02141
OG0001177	Prak.g_01733	Syac.g_02143
