Orthogroup	Prak	Syaj
OG0000559	Prak.g_00511	Syaj.g_00185
OG0000560	Prak.g_00514	Syaj.g_00188
OG0000561	Prak.g_00515	Syaj.g_00189
OG0000562	Prak.g_00516	Syaj.g_00190
OG0000563	Prak.g_00517	Syaj.g_00191
OG0000564	Prak.g_00518	Syaj.g_00192
OG0000565	Prak.g_00520	Syaj.g_00195
OG0000566	Prak.g_00524	Syaj.g_00199
OG0000567	Prak.g_00528	Syaj.g_00203
OG0000568	Prak.g_00529	Syaj.g_00207
OG0000569	Prak.g_00530	Syaj.g_00208
OG0000570	Prak.g_00531	Syaj.g_00209
OG0000571	Prak.g_00533	Syaj.g_00213
OG0000572	Prak.g_00547	Syaj.g_00230
OG0000573	Prak.g_00553	Syaj.g_00238
OG0000574	Prak.g_00554	Syaj.g_00242
OG0000575	Prak.g_00558	Syaj.g_00247
OG0000576	Prak.g_00560	Syaj.g_00249
OG0000577	Prak.g_00561	Syaj.g_00250
OG0000578	Prak.g_00562	Syaj.g_00251
OG0000579	Prak.g_00563	Syaj.g_00252
OG0000580	Prak.g_00564	Syaj.g_00253
OG0000581	Prak.g_00567	Syaj.g_00261
OG0000582	Prak.g_00570	Syaj.g_01338
OG0000583	Prak.g_00571	Syaj.g_01337
OG0000584	Prak.g_00572	Syaj.g_01336
OG0000585	Prak.g_00574	Syaj.g_01334
OG0000586	Prak.g_00575	Syaj.g_01333
OG0000587	Prak.g_00576	Syaj.g_01331
OG0000588	Prak.g_00580	Syaj.g_01313
OG0000589	Prak.g_00582	Syaj.g_01308
OG0000590	Prak.g_00583	Syaj.g_01307
OG0000591	Prak.g_00587	Syaj.g_01299
OG0000592	Prak.g_00588	Syaj.g_01298
OG0000593	Prak.g_01111	Syaj.g_01287
OG0000594	Prak.g_01110	Syaj.g_01286
OG0000595	Prak.g_01109	Syaj.g_01285
OG0000596	Prak.g_01105	Syaj.g_01280
OG0000597	Prak.g_01102	Syaj.g_01277
OG0000598	Prak.g_01101	Syaj.g_01276
OG0000599	Prak.g_01098	Syaj.g_01273
OG0000600	Prak.g_01097	Syaj.g_01272
OG0000601	Prak.g_01096	Syaj.g_01271
OG0000602	Prak.g_01094	Syaj.g_01266
OG0000603	Prak.g_01093	Syaj.g_01265
OG0000604	Prak.g_01092	Syaj.g_01262
OG0000605	Prak.g_01091	Syaj.g_01153
OG0000606	Prak.g_01088	Syaj.g_00698
OG0000607	Prak.g_01085	Syaj.g_00702
OG0000608	Prak.g_01084	Syaj.g_00703
OG0000609	Prak.g_01083	Syaj.g_00705
OG0000610	Prak.g_01077	Syaj.g_00714
OG0000611	Prak.g_01074	Syaj.g_00717
OG0000612	Prak.g_01073	Syaj.g_00718
OG0000613	Prak.g_00800	Syaj.g_02500
OG0000614	Prak.g_00821	Syaj.g_00480
OG0000615	Prak.g_00832	Syaj.g_01065
OG0000616	Prak.g_01934	Syaj.g_02245
OG0000617	Prak.g_01057	Syaj.g_00952
OG0000618	Prak.g_01056	Syaj.g_00951
OG0000619	Prak.g_01055	Syaj.g_00950
OG0000620	Prak.g_01052	Syaj.g_00945
OG0000621	Prak.g_01051	Syaj.g_00944
OG0000622	Prak.g_01050	Syaj.g_00943
OG0000623	Prak.g_01049	Syaj.g_00942
OG0000624	Prak.g_01047	Syaj.g_00940
OG0000625	Prak.g_01046	Syaj.g_00939
OG0000626	Prak.g_01045	Syaj.g_00938
OG0000627	Prak.g_01044	Syaj.g_00765
OG0000628	Prak.g_01043	Syaj.g_00766
OG0000629	Prak.g_01042	Syaj.g_00769
OG0000630	Prak.g_01039	Syaj.g_00773
OG0000631	Prak.g_00946	Syaj.g_00786
OG0000632	Prak.g_00947	Syaj.g_00787
OG0000633	Prak.g_00948	Syaj.g_00789
OG0000634	Prak.g_00841	Syaj.g_01030
OG0000635	Prak.g_00842	Syaj.g_01029
OG0000636	Prak.g_00844	Syaj.g_01024
OG0000637	Prak.g_00846	Syaj.g_01022
OG0000638	Prak.g_00847	Syaj.g_01021
OG0000639	Prak.g_00848	Syaj.g_01020
OG0000640	Prak.g_00849	Syaj.g_01019
OG0000641	Prak.g_00853	Syaj.g_01015
OG0000642	Prak.g_00854	Syaj.g_01014
OG0000643	Prak.g_00855	Syaj.g_01012
OG0000644	Prak.g_00856	Syaj.g_01011
OG0000645	Prak.g_00857	Syaj.g_01009
OG0000646	Prak.g_00859	Syaj.g_01006
OG0000647	Prak.g_00861	Syaj.g_01004
OG0000648	Prak.g_00863	Syaj.g_01001
OG0000649	Prak.g_00864	Syaj.g_01000
OG0000650	Prak.g_00865	Syaj.g_00999
OG0000651	Prak.g_00866	Syaj.g_00998
OG0000652	Prak.g_00867	Syaj.g_00997
OG0000653	Prak.g_00869	Syaj.g_00991
OG0000654	Prak.g_00870	Syaj.g_00990
OG0000655	Prak.g_00871	Syaj.g_00989
OG0000656	Prak.g_00874	Syaj.g_00986
OG0000657	Prak.g_00882	Syaj.g_00382
OG0000658	Prak.g_00884	Syaj.g_00379
OG0000659	Prak.g_00885	Syaj.g_00378
OG0000660	Prak.g_00889	Syaj.g_00374
OG0000661	Prak.g_00891	Syaj.g_00372
OG0000662	Prak.g_00893	Syaj.g_00370
OG0000663	Prak.g_00895	Syaj.g_00367
OG0000664	Prak.g_00896	Syaj.g_00358
OG0000665	Prak.g_00902	Syaj.g_01243
OG0000666	Prak.g_00903	Syaj.g_01154
OG0000667	Prak.g_00907	Syaj.g_02661
OG0000668	Prak.g_00748	Syaj.g_00816
OG0000669	Prak.g_00759	Syaj.g_00730
OG0000670	Prak.g_00762	Syaj.g_00733
OG0000671	Prak.g_00765	Syaj.g_00735
OG0000672	Prak.g_00768	Syaj.g_00739
OG0000673	Prak.g_00771	Syaj.g_00742
OG0000674	Prak.g_00773	Syaj.g_00744
OG0000675	Prak.g_00774	Syaj.g_00757
OG0000676	Prak.g_00776	Syaj.g_00759
OG0000677	Prak.g_00777	Syaj.g_00760
OG0000678	Prak.g_00779	Syaj.g_01075
OG0000679	Prak.g_00783	Syaj.g_01061
OG0000680	Prak.g_00784	Syaj.g_01060
OG0000681	Prak.g_00787	Syaj.g_01057
OG0000682	Prak.g_00788	Syaj.g_01056
OG0000683	Prak.g_00789	Syaj.g_01055
OG0000684	Prak.g_00791	Syaj.g_01051
OG0000685	Prak.g_00793	Syaj.g_01049
OG0000686	Prak.g_00794	Syaj.g_01048
OG0000687	Prak.g_00795	Syaj.g_01047
OG0000688	Prak.g_01069	Syaj.g_01041
OG0000689	Prak.g_01068	Syaj.g_01039
OG0000690	Prak.g_01067	Syaj.g_01038
OG0000691	Prak.g_01066	Syaj.g_01037
OG0000692	Prak.g_01064	Syaj.g_01036
OG0000693	Prak.g_01063	Syaj.g_01034
OG0000694	Prak.g_01062	Syaj.g_01033
OG0000695	Prak.g_00950	Syaj.g_00791
OG0000696	Prak.g_00951	Syaj.g_00792
OG0000697	Prak.g_00952	Syaj.g_00932
OG0000698	Prak.g_00955	Syaj.g_00929
OG0000699	Prak.g_00956	Syaj.g_00928
OG0000700	Prak.g_00957	Syaj.g_00927
OG0000701	Prak.g_00958	Syaj.g_00926
OG0000702	Prak.g_00960	Syaj.g_00916
OG0000703	Prak.g_00961	Syaj.g_00915
OG0000704	Prak.g_00963	Syaj.g_00913
OG0000705	Prak.g_00966	Syaj.g_00906
OG0000706	Prak.g_00967	Syaj.g_00905
OG0000707	Prak.g_00968	Syaj.g_00904
OG0000708	Prak.g_00970	Syaj.g_00901
OG0000709	Prak.g_00974	Syaj.g_00872
OG0000710	Prak.g_00977	Syaj.g_00867
OG0000711	Prak.g_00995	Syaj.g_00839
OG0000712	Prak.g_00996	Syaj.g_00837
OG0000713	Prak.g_00997	Syaj.g_00836
OG0000714	Prak.g_00998	Syaj.g_00834
OG0000715	Prak.g_01000	Syaj.g_00832
OG0000716	Prak.g_01002	Syaj.g_00825
OG0000717	Prak.g_01003	Syaj.g_00824
OG0000718	Prak.g_01007	Syaj.g_00820
OG0000719	Prak.g_01009	Syaj.g_00818
OG0000720	Prak.g_01021	Syaj.g_00805
OG0000721	Prak.g_01025	Syaj.g_00803
OG0000722	Prak.g_01026	Syaj.g_00802
OG0000723	Prak.g_01030	Syaj.g_00934
OG0000724	Prak.g_00925	Syaj.g_00421
OG0000725	Prak.g_00919	Syaj.g_00430
OG0000726	Prak.g_00918	Syaj.g_00431
OG0000727	Prak.g_00917	Syaj.g_00432
OG0000728	Prak.g_00915	Syaj.g_00434
OG0000729	Prak.g_01255	Syaj.g_02397
OG0000730	Prak.g_01214	Syaj.g_02802
OG0000731	Prak.g_00362	Syaj.g_02814
OG0000732	Prak.g_01885	Syaj.g_02315
OG0000733	Prak.g_01551	Syaj.g_02151
OG0000734	Prak.g_01188	Syaj.g_01895
OG0000735	Prak.g_01186	Syaj.g_00286
OG0000736	Prak.g_01185	Syaj.g_00287
OG0000737	Prak.g_01184	Syaj.g_00288
OG0000738	Prak.g_01180	Syaj.g_00293
OG0000739	Prak.g_01179	Syaj.g_00295
OG0000740	Prak.g_01178	Syaj.g_00296
OG0000741	Prak.g_01176	Syaj.g_00299
OG0000742	Prak.g_01173	Syaj.g_00301
OG0000743	Prak.g_01171	Syaj.g_00303
OG0000744	Prak.g_01170	Syaj.g_00304
OG0000745	Prak.g_01169	Syaj.g_00306
OG0000746	Prak.g_01167	Syaj.g_00308
OG0000747	Prak.g_01166	Syaj.g_00309
OG0000748	Prak.g_01162	Syaj.g_00319
OG0000749	Prak.g_01161	Syaj.g_00322
OG0000750	Prak.g_01160	Syaj.g_00323
OG0000751	Prak.g_01157	Syaj.g_00331
OG0000752	Prak.g_01155	Syaj.g_00333
OG0000753	Prak.g_01153	Syaj.g_00336
OG0000754	Prak.g_01150	Syaj.g_00643
OG0000755	Prak.g_01144	Syaj.g_00631
OG0000756	Prak.g_01143	Syaj.g_00625
OG0000757	Prak.g_01136	Syaj.g_00614
OG0000758	Prak.g_01135	Syaj.g_00613
OG0000759	Prak.g_01134	Syaj.g_00612
OG0000760	Prak.g_01133	Syaj.g_00611
OG0000761	Prak.g_01132	Syaj.g_00609
OG0000762	Prak.g_01131	Syaj.g_00603
OG0000763	Prak.g_01129	Syaj.g_00597
OG0000764	Prak.g_01128	Syaj.g_00596
OG0000765	Prak.g_01120	Syaj.g_00577
OG0000766	Prak.g_01119	Syaj.g_00576
OG0000767	Prak.g_01117	Syaj.g_00574
OG0000768	Prak.g_01116	Syaj.g_00573
OG0000769	Prak.g_01114	Syaj.g_00571
OG0000770	Prak.g_00593	Syaj.g_00567
OG0000771	Prak.g_01487	Syaj.g_00415
OG0000772	Prak.g_01571	Syaj.g_01208
OG0000773	Prak.g_01268	Syaj.g_00280
OG0000774	Prak.g_01270	Syaj.g_01502
OG0000775	Prak.g_01272	Syaj.g_01504
OG0000776	Prak.g_01273	Syaj.g_01505
OG0000777	Prak.g_01274	Syaj.g_01506
OG0000778	Prak.g_01275	Syaj.g_01507
OG0000779	Prak.g_01279	Syaj.g_01513
OG0000780	Prak.g_01280	Syaj.g_01517
OG0000781	Prak.g_01284	Syaj.g_01521
OG0000782	Prak.g_01285	Syaj.g_01522
OG0000783	Prak.g_01286	Syaj.g_01524
OG0000784	Prak.g_01287	Syaj.g_01525
OG0000785	Prak.g_01289	Syaj.g_01526
OG0000786	Prak.g_01292	Syaj.g_00265
OG0000787	Prak.g_01293	Syaj.g_00264
OG0000788	Prak.g_00460	Syaj.g_01270
OG0000789	Prak.g_01490	Syaj.g_01121
OG0000790	Prak.g_01334	Syaj.g_00054
OG0000791	Prak.g_01336	Syaj.g_00053
OG0000792	Prak.g_01337	Syaj.g_00052
OG0000793	Prak.g_01340	Syaj.g_00047
OG0000794	Prak.g_01341	Syaj.g_00046
OG0000795	Prak.g_01342	Syaj.g_00045
OG0000796	Prak.g_01346	Syaj.g_00039
OG0000797	Prak.g_01347	Syaj.g_00038
OG0000799	Prak.g_01374	Syaj.g_01352
OG0000800	Prak.g_01375	Syaj.g_01354
OG0000801	Prak.g_01376	Syaj.g_01355
OG0000802	Prak.g_01378	Syaj.g_01359
OG0000803	Prak.g_01380	Syaj.g_01363
OG0000804	Prak.g_01381	Syaj.g_01366
OG0000805	Prak.g_01383	Syaj.g_01369
OG0000806	Prak.g_01385	Syaj.g_01370
OG0000807	Prak.g_01386	Syaj.g_01372
OG0000808	Prak.g_01387	Syaj.g_01373
OG0000809	Prak.g_01389	Syaj.g_01376
OG0000810	Prak.g_01390	Syaj.g_01377
OG0000811	Prak.g_01394	Syaj.g_01385
OG0000812	Prak.g_01396	Syaj.g_01387
OG0000813	Prak.g_01397	Syaj.g_01388
OG0000814	Prak.g_01399	Syaj.g_01390
OG0000815	Prak.g_01400	Syaj.g_01391
OG0000816	Prak.g_01402	Syaj.g_01392
OG0000817	Prak.g_01403	Syaj.g_01393
OG0000818	Prak.g_01408	Syaj.g_01399
OG0000819	Prak.g_01409	Syaj.g_01400
OG0000820	Prak.g_01410	Syaj.g_01401
OG0000821	Prak.g_01414	Syaj.g_01412
OG0000822	Prak.g_01415	Syaj.g_01414
OG0000823	Prak.g_01416	Syaj.g_01415
OG0000824	Prak.g_01419	Syaj.g_01421
OG0000825	Prak.g_01420	Syaj.g_01422
OG0000826	Prak.g_01421	Syaj.g_01423
OG0000827	Prak.g_01422	Syaj.g_01424
OG0000828	Prak.g_01425	Syaj.g_01427
OG0000829	Prak.g_01426	Syaj.g_01428
OG0000830	Prak.g_01427	Syaj.g_01429
OG0000831	Prak.g_01429	Syaj.g_01431
OG0000832	Prak.g_01439	Syaj.g_01635
OG0000833	Prak.g_01448	Syaj.g_01647
OG0000834	Prak.g_01449	Syaj.g_01649
OG0000835	Prak.g_01450	Syaj.g_01650
OG0000836	Prak.g_01451	Syaj.g_01654
OG0000837	Prak.g_01452	Syaj.g_01661
OG0000838	Prak.g_01454	Syaj.g_01665
OG0000839	Prak.g_01455	Syaj.g_01666
OG0000840	Prak.g_01456	Syaj.g_01667
OG0000841	Prak.g_01457	Syaj.g_01668
OG0000842	Prak.g_01458	Syaj.g_01669
OG0000843	Prak.g_01459	Syaj.g_01670
OG0000844	Prak.g_01460	Syaj.g_01680
OG0000845	Prak.g_01461	Syaj.g_01681
OG0000846	Prak.g_01462	Syaj.g_01682
OG0000847	Prak.g_01463	Syaj.g_01683
OG0000848	Prak.g_01464	Syaj.g_01685
OG0000849	Prak.g_01465	Syaj.g_01686
OG0000850	Prak.g_01467	Syaj.g_01689
OG0000851	Prak.g_01468	Syaj.g_01694
OG0000852	Prak.g_01469	Syaj.g_01695
OG0000853	Prak.g_01475	Syaj.g_01699
OG0000854	Prak.g_01477	Syaj.g_01701
OG0000855	Prak.g_01478	Syaj.g_01702
OG0000856	Prak.g_00590	Syaj.g_01296
OG0000857	Prak.g_00860	Syaj.g_01005
OG0000858	Prak.g_01638	Syaj.g_01708
OG0000859	Prak.g_01639	Syaj.g_01709
OG0000860	Prak.g_01647	Syaj.g_01723
OG0000861	Prak.g_01648	Syaj.g_01724
OG0000862	Prak.g_01649	Syaj.g_01725
OG0000863	Prak.g_01651	Syaj.g_01728
OG0000864	Prak.g_01652	Syaj.g_01729
OG0000865	Prak.g_01653	Syaj.g_01730
OG0000866	Prak.g_01654	Syaj.g_01731
OG0000867	Prak.g_01655	Syaj.g_01732
OG0000868	Prak.g_01657	Syaj.g_01734
OG0000869	Prak.g_01660	Syaj.g_01742
OG0000870	Prak.g_01665	Syaj.g_01747
OG0000871	Prak.g_01666	Syaj.g_01748
OG0000872	Prak.g_01667	Syaj.g_01756
OG0000873	Prak.g_01670	Syaj.g_01759
OG0000874	Prak.g_01673	Syaj.g_01754
OG0000875	Prak.g_01674	Syaj.g_01762
OG0000876	Prak.g_01675	Syaj.g_02084
OG0000877	Prak.g_01677	Syaj.g_01586
OG0000878	Prak.g_01678	Syaj.g_01587
OG0000879	Prak.g_01679	Syaj.g_01588
OG0000880	Prak.g_01680	Syaj.g_01589
OG0000881	Prak.g_01684	Syaj.g_01595
OG0000882	Prak.g_01689	Syaj.g_01599
OG0000883	Prak.g_01691	Syaj.g_01601
OG0000884	Prak.g_01693	Syaj.g_01603
OG0000885	Prak.g_01694	Syaj.g_01604
OG0000886	Prak.g_01695	Syaj.g_01605
OG0000887	Prak.g_01696	Syaj.g_01606
OG0000888	Prak.g_01698	Syaj.g_01608
OG0000889	Prak.g_01700	Syaj.g_01610
OG0000890	Prak.g_01701	Syaj.g_01615
OG0000891	Prak.g_01702	Syaj.g_01616
OG0000892	Prak.g_01704	Syaj.g_01620
OG0000893	Prak.g_01708	Syaj.g_02636
OG0000894	Prak.g_01711	Syaj.g_02639
OG0000895	Prak.g_01715	Syaj.g_02643
OG0000896	Prak.g_01716	Syaj.g_02644
OG0000897	Prak.g_01718	Syaj.g_02646
OG0000898	Prak.g_01719	Syaj.g_02647
OG0000899	Prak.g_01720	Syaj.g_02648
OG0000900	Prak.g_01721	Syaj.g_02649
OG0000901	Prak.g_01724	Syaj.g_02654
OG0000902	Prak.g_01726	Syaj.g_02656
OG0000903	Prak.g_01730	Syaj.g_02689
OG0000904	Prak.g_01734	Syaj.g_02684
OG0000905	Prak.g_01728	Syaj.g_02678
OG0000906	Prak.g_01727	Syaj.g_02676
OG0000907	Prak.g_01737	Syaj.g_02692
OG0000908	Prak.g_01740	Syaj.g_02695
OG0000909	Prak.g_01741	Syaj.g_02696
OG0000910	Prak.g_01742	Syaj.g_02697
OG0000911	Prak.g_01744	Syaj.g_02699
OG0000912	Prak.g_01745	Syaj.g_02700
OG0000913	Prak.g_01746	Syaj.g_02701
OG0000914	Prak.g_01747	Syaj.g_02702
OG0000915	Prak.g_01748	Syaj.g_02704
OG0000916	Prak.g_01749	Syaj.g_02705
OG0000917	Prak.g_01750	Syaj.g_02706
OG0000918	Prak.g_01751	Syaj.g_02707
OG0000919	Prak.g_01752	Syaj.g_02708
OG0000920	Prak.g_01753	Syaj.g_02709
OG0000921	Prak.g_01754	Syaj.g_02710
OG0000922	Prak.g_01755	Syaj.g_02711
OG0000923	Prak.g_01759	Syaj.g_02715
OG0000924	Prak.g_01760	Syaj.g_02716
OG0000925	Prak.g_01761	Syaj.g_02717
OG0000926	Prak.g_01762	Syaj.g_02718
OG0000927	Prak.g_01764	Syaj.g_02720
OG0000928	Prak.g_01765	Syaj.g_02721
OG0000929	Prak.g_01766	Syaj.g_02722
OG0000930	Prak.g_01767	Syaj.g_02723
OG0000931	Prak.g_01768	Syaj.g_02724
OG0000932	Prak.g_01769	Syaj.g_02725
OG0000933	Prak.g_01773	Syaj.g_02731
OG0000934	Prak.g_01775	Syaj.g_02733
OG0000935	Prak.g_01776	Syaj.g_02734
OG0000936	Prak.g_01777	Syaj.g_02735
OG0000937	Prak.g_01778	Syaj.g_02736
OG0000938	Prak.g_01781	Syaj.g_02739
OG0000939	Prak.g_01782	Syaj.g_02740
OG0000940	Prak.g_01789	Syaj.g_02747
OG0000941	Prak.g_01791	Syaj.g_02749
OG0000942	Prak.g_01793	Syaj.g_02751
OG0000943	Prak.g_01794	Syaj.g_02752
OG0000944	Prak.g_01796	Syaj.g_02754
OG0000945	Prak.g_01797	Syaj.g_02756
OG0000946	Prak.g_01802	Syaj.g_02761
OG0000947	Prak.g_01804	Syaj.g_02764
OG0000948	Prak.g_01805	Syaj.g_02765
OG0000949	Prak.g_01808	Syaj.g_02474
OG0000950	Prak.g_01815	Syaj.g_02459
OG0000951	Prak.g_01819	Syaj.g_02452
OG0000952	Prak.g_01823	Syaj.g_02446
OG0000953	Prak.g_01827	Syaj.g_02442
OG0000954	Prak.g_01831	Syaj.g_02435
OG0000955	Prak.g_01832	Syaj.g_02434
OG0000956	Prak.g_01834	Syaj.g_02432
OG0000957	Prak.g_01840	Syaj.g_02419
OG0000958	Prak.g_01841	Syaj.g_02418
OG0000959	Prak.g_01845	Syaj.g_02413
OG0000960	Prak.g_01846	Syaj.g_02412
OG0000961	Prak.g_01849	Syaj.g_02402
OG0000962	Prak.g_01851	Syaj.g_02398
OG0000963	Prak.g_01855	Syaj.g_02393
OG0000964	Prak.g_01856	Syaj.g_02392
OG0000965	Prak.g_01857	Syaj.g_02391
OG0000966	Prak.g_01863	Syaj.g_02370
OG0000967	Prak.g_01867	Syaj.g_02334
OG0000968	Prak.g_01869	Syaj.g_02363
OG0000969	Prak.g_01870	Syaj.g_02338
OG0000970	Prak.g_01871	Syaj.g_02337
OG0000971	Prak.g_01872	Syaj.g_02331
OG0000972	Prak.g_01873	Syaj.g_02330
OG0000973	Prak.g_01874	Syaj.g_02329
OG0000974	Prak.g_01875	Syaj.g_02328
OG0000975	Prak.g_01876	Syaj.g_02327
OG0000976	Prak.g_01877	Syaj.g_02326
OG0000977	Prak.g_01878	Syaj.g_02324
OG0000978	Prak.g_01879	Syaj.g_02322
OG0000979	Prak.g_01882	Syaj.g_02319
OG0000980	Prak.g_01884	Syaj.g_02316
OG0000981	Prak.g_01887	Syaj.g_02313
OG0000982	Prak.g_01889	Syaj.g_02112
OG0000983	Prak.g_01890	Syaj.g_02113
OG0000984	Prak.g_01891	Syaj.g_02114
OG0000985	Prak.g_01894	Syaj.g_02116
OG0000986	Prak.g_01896	Syaj.g_02123
OG0000987	Prak.g_01897	Syaj.g_02125
OG0000988	Prak.g_01900	Syaj.g_02131
OG0000989	Prak.g_01904	Syaj.g_02142
OG0000990	Prak.g_01908	Syaj.g_02165
OG0000991	Prak.g_01909	Syaj.g_02168
OG0000992	Prak.g_01912	Syaj.g_02171
OG0000993	Prak.g_01913	Syaj.g_02173
OG0000994	Prak.g_01914	Syaj.g_02177
OG0000995	Prak.g_01918	Syaj.g_02182
OG0000996	Prak.g_01919	Syaj.g_02221
OG0000997	Prak.g_01922	Syaj.g_02228
OG0000998	Prak.g_01924	Syaj.g_02230
OG0000999	Prak.g_01925	Syaj.g_02231
OG0001000	Prak.g_01928	Syaj.g_02236
OG0001001	Prak.g_01931	Syaj.g_02241
OG0001002	Prak.g_01936	Syaj.g_02248
OG0001003	Prak.g_01937	Syaj.g_02250
OG0001004	Prak.g_01938	Syaj.g_02251
OG0001005	Prak.g_01939	Syaj.g_02252
OG0001006	Prak.g_01943	Syaj.g_02260
OG0001007	Prak.g_01945	Syaj.g_02262
OG0001008	Prak.g_00399	Syaj.g_01554
OG0001009	Prak.g_00027	Syaj.g_02294
OG0001010	Prak.g_00028	Syaj.g_02295
OG0001011	Prak.g_00030	Syaj.g_02296
OG0001012	Prak.g_00044	Syaj.g_02108
OG0001014	Prak.g_00054	Syaj.g_02083
OG0001015	Prak.g_00056	Syaj.g_02082
OG0001016	Prak.g_00078	Syaj.g_01824
OG0001017	Prak.g_00082	Syaj.g_01830
OG0001018	Prak.g_00084	Syaj.g_01832
OG0001019	Prak.g_00093	Syaj.g_01849
OG0001020	Prak.g_00094	Syaj.g_01862
OG0001021	Prak.g_00095	Syaj.g_01867
OG0001022	Prak.g_00098	Syaj.g_01872
OG0001023	Prak.g_00099	Syaj.g_01873
OG0001024	Prak.g_00103	Syaj.g_01877
OG0001025	Prak.g_00110	Syaj.g_01884
OG0001026	Prak.g_00119	Syaj.g_01897
OG0001027	Prak.g_00120	Syaj.g_01903
OG0001028	Prak.g_00122	Syaj.g_01905
OG0001029	Prak.g_00123	Syaj.g_01907
OG0001030	Prak.g_00139	Syaj.g_01933
OG0001031	Prak.g_00199	Syaj.g_02012
OG0001032	Prak.g_00200	Syaj.g_02015
OG0001033	Prak.g_00221	Syaj.g_02044
OG0001034	Prak.g_00252	Syaj.g_02875
OG0001035	Prak.g_00272	Syaj.g_02603
OG0001036	Prak.g_00276	Syaj.g_02599
OG0001037	Prak.g_00277	Syaj.g_02597
OG0001038	Prak.g_00296	Syaj.g_02567
OG0001039	Prak.g_00299	Syaj.g_02564
OG0001040	Prak.g_00301	Syaj.g_02561
OG0001041	Prak.g_00306	Syaj.g_02556
OG0001042	Prak.g_00323	Syaj.g_02527
OG0001043	Prak.g_00324	Syaj.g_02523
OG0001044	Prak.g_00355	Syaj.g_02804
OG0001045	Prak.g_00364	Syaj.g_02817
OG0001046	Prak.g_01597	Syaj.g_00851
OG0001047	Prak.g_00401	Syaj.g_01552
OG0001048	Prak.g_00402	Syaj.g_01551
OG0001049	Prak.g_00404	Syaj.g_01548
OG0001050	Prak.g_00405	Syaj.g_01547
OG0001051	Prak.g_00406	Syaj.g_01546
OG0001052	Prak.g_00432	Syaj.g_01448
OG0001053	Prak.g_00444	Syaj.g_00075
OG0001054	Prak.g_00459	Syaj.g_00092
OG0001055	Prak.g_00478	Syaj.g_00113
OG0001056	Prak.g_00495	Syaj.g_00149
OG0001057	Prak.g_00500	Syaj.g_00160
OG0001058	Prak.g_00509	Syaj.g_00183
OG0001059	Prak.g_00513	Syaj.g_00187
OG0001060	Prak.g_00519	Syaj.g_00193
OG0001061	Prak.g_00534	Syaj.g_00214
OG0001062	Prak.g_00536	Syaj.g_00216
OG0001063	Prak.g_00538	Syaj.g_00222
OG0001064	Prak.g_00539	Syaj.g_00223
OG0001065	Prak.g_00540	Syaj.g_00224
OG0001066	Prak.g_00541	Syaj.g_00225
OG0001067	Prak.g_00542	Syaj.g_00226
OG0001068	Prak.g_00543	Syaj.g_00227
OG0001069	Prak.g_00544	Syaj.g_00228
OG0001070	Prak.g_00548	Syaj.g_00231
OG0001071	Prak.g_00549	Syaj.g_00232
OG0001072	Prak.g_00551	Syaj.g_00236
OG0001073	Prak.g_00565	Syaj.g_00254
OG0001074	Prak.g_00577	Syaj.g_01327
OG0001075	Prak.g_00578	Syaj.g_01325
OG0001076	Prak.g_00585	Syaj.g_01305
OG0001077	Prak.g_00591	Syaj.g_01294
OG0001078	Prak.g_01107	Syaj.g_01282
OG0001079	Prak.g_01095	Syaj.g_01269
OG0001080	Prak.g_01089	Syaj.g_01135
OG0001081	Prak.g_01087	Syaj.g_00699
OG0001082	Prak.g_01086	Syaj.g_00700
OG0001083	Prak.g_01081	Syaj.g_00709
OG0001084	Prak.g_01080	Syaj.g_00711
OG0001085	Prak.g_00797	Syaj.g_00721
OG0001086	Prak.g_00798	Syaj.g_00723
OG0001087	Prak.g_00816	Syaj.g_00498
OG0001088	Prak.g_00817	Syaj.g_00494
OG0001089	Prak.g_00828	Syaj.g_00439
OG0001090	Prak.g_00838	Syaj.g_00959
OG0001091	Prak.g_01060	Syaj.g_00957
OG0001092	Prak.g_01059	Syaj.g_00954
OG0001093	Prak.g_01054	Syaj.g_00948
OG0001094	Prak.g_01061	Syaj.g_01032
OG0001095	Prak.g_00858	Syaj.g_01008
OG0001096	Prak.g_00872	Syaj.g_00988
OG0001097	Prak.g_00892	Syaj.g_00371
OG0001098	Prak.g_00911	Syaj.g_01132
OG0001099	Prak.g_00753	Syaj.g_01906
OG0001100	Prak.g_00761	Syaj.g_00732
OG0001101	Prak.g_00764	Syaj.g_00734
OG0001102	Prak.g_00767	Syaj.g_00737
OG0001103	Prak.g_00769	Syaj.g_00740
OG0001104	Prak.g_00792	Syaj.g_01050
OG0001105	Prak.g_00796	Syaj.g_01046
OG0001106	Prak.g_00964	Syaj.g_00912
OG0001107	Prak.g_00971	Syaj.g_00900
OG0001108	Prak.g_00975	Syaj.g_00870
OG0001109	Prak.g_00976	Syaj.g_00868
OG0001110	Prak.g_00978	Syaj.g_00866
OG0001111	Prak.g_00979	Syaj.g_00864
OG0001112	Prak.g_00980	Syaj.g_00862
OG0001113	Prak.g_00981	Syaj.g_00861
OG0001114	Prak.g_00982	Syaj.g_00860
OG0001115	Prak.g_00984	Syaj.g_00856
OG0001116	Prak.g_00985	Syaj.g_00854
OG0001117	Prak.g_00986	Syaj.g_00853
OG0001118	Prak.g_00987	Syaj.g_00852
OG0001119	Prak.g_00988	Syaj.g_00850
