Orthogroup	Prak	Syae
OG0000588	Prak.g_00580	Syae.g_00043
OG0000589	Prak.g_00582	Syae.g_00047
OG0000590	Prak.g_00583	Syae.g_00048
OG0000591	Prak.g_00587	Syae.g_00056
OG0000592	Prak.g_00588	Syae.g_00057
OG0000593	Prak.g_01111	Syae.g_00070
OG0000594	Prak.g_01110	Syae.g_00071
OG0000595	Prak.g_01109	Syae.g_00072
OG0000596	Prak.g_01105	Syae.g_00077
OG0000597	Prak.g_01102	Syae.g_00080
OG0000598	Prak.g_01101	Syae.g_00081
OG0000599	Prak.g_01098	Syae.g_00084
OG0000600	Prak.g_01097	Syae.g_00085
OG0000601	Prak.g_01096	Syae.g_00086
OG0000602	Prak.g_01094	Syae.g_00091
OG0000603	Prak.g_01093	Syae.g_00092
OG0000604	Prak.g_01092	Syae.g_00095
OG0000605	Prak.g_01091	Syae.g_00260
OG0000606	Prak.g_01088	Syae.g_00616
OG0000607	Prak.g_01085	Syae.g_00613
OG0000608	Prak.g_01084	Syae.g_00612
OG0000609	Prak.g_01083	Syae.g_00610
OG0000610	Prak.g_01077	Syae.g_00601
OG0000611	Prak.g_01074	Syae.g_00598
OG0000612	Prak.g_01073	Syae.g_00597
OG0000613	Prak.g_00800	Syae.g_01910
OG0000614	Prak.g_00821	Syae.g_00765
OG0000615	Prak.g_00832	Syae.g_00557
OG0000616	Prak.g_01934	Syae.g_01696
OG0000617	Prak.g_01057	Syae.g_00464
OG0000618	Prak.g_01056	Syae.g_00463
OG0000619	Prak.g_01055	Syae.g_00462
OG0000620	Prak.g_01052	Syae.g_00456
OG0000621	Prak.g_01051	Syae.g_00455
OG0000622	Prak.g_01050	Syae.g_00454
OG0000623	Prak.g_01049	Syae.g_00453
OG0000624	Prak.g_01047	Syae.g_00451
OG0000625	Prak.g_01046	Syae.g_00450
OG0000626	Prak.g_01045	Syae.g_00449
OG0000627	Prak.g_01044	Syae.g_00299
OG0000628	Prak.g_01043	Syae.g_00300
OG0000629	Prak.g_01042	Syae.g_00303
OG0000630	Prak.g_01039	Syae.g_00310
OG0000631	Prak.g_00946	Syae.g_00317
OG0000632	Prak.g_00947	Syae.g_00318
OG0000633	Prak.g_00948	Syae.g_00320
OG0000634	Prak.g_00841	Syae.g_00525
OG0000635	Prak.g_00842	Syae.g_00524
OG0000636	Prak.g_00844	Syae.g_00522
OG0000637	Prak.g_00846	Syae.g_00520
OG0000638	Prak.g_00847	Syae.g_00519
OG0000639	Prak.g_00848	Syae.g_00518
OG0000640	Prak.g_00849	Syae.g_00517
OG0000641	Prak.g_00853	Syae.g_00513
OG0000642	Prak.g_00854	Syae.g_00512
OG0000643	Prak.g_00855	Syae.g_00510
OG0000644	Prak.g_00856	Syae.g_00509
OG0000645	Prak.g_00857	Syae.g_00507
OG0000646	Prak.g_00859	Syae.g_00504
OG0000647	Prak.g_00861	Syae.g_00502
OG0000648	Prak.g_00863	Syae.g_00499
OG0000649	Prak.g_00864	Syae.g_00498
OG0000650	Prak.g_00865	Syae.g_00497
OG0000651	Prak.g_00866	Syae.g_00496
OG0000652	Prak.g_00867	Syae.g_00495
OG0000653	Prak.g_00869	Syae.g_00493
OG0000654	Prak.g_00870	Syae.g_00492
OG0000655	Prak.g_00871	Syae.g_00491
OG0000656	Prak.g_00874	Syae.g_00488
OG0000657	Prak.g_00882	Syae.g_00834
OG0000658	Prak.g_00884	Syae.g_00837
OG0000659	Prak.g_00885	Syae.g_00838
OG0000660	Prak.g_00889	Syae.g_00842
OG0000661	Prak.g_00891	Syae.g_00844
OG0000662	Prak.g_00893	Syae.g_00846
OG0000663	Prak.g_00895	Syae.g_00849
OG0000664	Prak.g_00896	Syae.g_00850
OG0000665	Prak.g_00902	Syae.g_00121
OG0000666	Prak.g_00903	Syae.g_00258
OG0000667	Prak.g_00907	Syae.g_02056
OG0000668	Prak.g_00748	Syae.g_00418
OG0000669	Prak.g_00759	Syae.g_00585
OG0000670	Prak.g_00762	Syae.g_00582
OG0000671	Prak.g_00765	Syae.g_00580
OG0000672	Prak.g_00768	Syae.g_00577
OG0000673	Prak.g_00771	Syae.g_00574
OG0000674	Prak.g_00773	Syae.g_00572
OG0000675	Prak.g_00774	Syae.g_00571
OG0000676	Prak.g_00776	Syae.g_00569
OG0000677	Prak.g_00777	Syae.g_00568
OG0000678	Prak.g_00779	Syae.g_00564
OG0000679	Prak.g_00783	Syae.g_00555
OG0000680	Prak.g_00784	Syae.g_00554
OG0000681	Prak.g_00787	Syae.g_00551
OG0000682	Prak.g_00788	Syae.g_00550
OG0000683	Prak.g_00789	Syae.g_00549
OG0000684	Prak.g_00791	Syae.g_00545
OG0000685	Prak.g_00793	Syae.g_00543
OG0000686	Prak.g_00794	Syae.g_00542
OG0000687	Prak.g_00795	Syae.g_00541
OG0000688	Prak.g_01069	Syae.g_00536
OG0000689	Prak.g_01068	Syae.g_00534
OG0000690	Prak.g_01067	Syae.g_00533
OG0000691	Prak.g_01066	Syae.g_00532
OG0000692	Prak.g_01064	Syae.g_00531
OG0000693	Prak.g_01063	Syae.g_00529
OG0000694	Prak.g_01062	Syae.g_00528
OG0000695	Prak.g_00950	Syae.g_00322
OG0000696	Prak.g_00951	Syae.g_00323
OG0000697	Prak.g_00952	Syae.g_00325
OG0000698	Prak.g_00955	Syae.g_00328
OG0000699	Prak.g_00956	Syae.g_00330
OG0000700	Prak.g_00957	Syae.g_00331
OG0000701	Prak.g_00958	Syae.g_00332
OG0000702	Prak.g_00960	Syae.g_00341
OG0000703	Prak.g_00961	Syae.g_00342
OG0000704	Prak.g_00963	Syae.g_00345
OG0000705	Prak.g_00966	Syae.g_00352
OG0000706	Prak.g_00967	Syae.g_00353
OG0000707	Prak.g_00968	Syae.g_00354
OG0000708	Prak.g_00970	Syae.g_00357
OG0000709	Prak.g_00974	Syae.g_00365
OG0000710	Prak.g_00977	Syae.g_00369
OG0000711	Prak.g_00995	Syae.g_00398
OG0000712	Prak.g_00996	Syae.g_00400
OG0000713	Prak.g_00997	Syae.g_00401
OG0000714	Prak.g_00998	Syae.g_00403
OG0000715	Prak.g_01000	Syae.g_00405
OG0000716	Prak.g_01002	Syae.g_00409
OG0000717	Prak.g_01003	Syae.g_00410
OG0000718	Prak.g_01007	Syae.g_00414
OG0000719	Prak.g_01009	Syae.g_00416
OG0000720	Prak.g_01021	Syae.g_00429
OG0000721	Prak.g_01025	Syae.g_00431
OG0000722	Prak.g_01026	Syae.g_00432
OG0000723	Prak.g_01030	Syae.g_00445
OG0000724	Prak.g_00925	Syae.g_00799
OG0000725	Prak.g_00919	Syae.g_00789
OG0000726	Prak.g_00918	Syae.g_00788
OG0000727	Prak.g_00917	Syae.g_00787
OG0000728	Prak.g_00915	Syae.g_00785
OG0000729	Prak.g_01255	Syae.g_01819
OG0000730	Prak.g_01214	Syae.g_02189
OG0000731	Prak.g_00362	Syae.g_02201
OG0000732	Prak.g_01885	Syae.g_01764
OG0000733	Prak.g_01551	Syae.g_01599
OG0000734	Prak.g_01188	Syae.g_01371
OG0000735	Prak.g_01186	Syae.g_00942
OG0000736	Prak.g_01185	Syae.g_00941
OG0000737	Prak.g_01184	Syae.g_00940
OG0000738	Prak.g_01180	Syae.g_00935
OG0000739	Prak.g_01179	Syae.g_00928
OG0000740	Prak.g_01178	Syae.g_00927
OG0000741	Prak.g_01176	Syae.g_00924
OG0000742	Prak.g_01173	Syae.g_00922
OG0000743	Prak.g_01171	Syae.g_00920
OG0000744	Prak.g_01170	Syae.g_00919
OG0000745	Prak.g_01169	Syae.g_00917
OG0000746	Prak.g_01167	Syae.g_00915
OG0000747	Prak.g_01166	Syae.g_00914
OG0000748	Prak.g_01162	Syae.g_00902
OG0000749	Prak.g_01161	Syae.g_00900
OG0000750	Prak.g_01160	Syae.g_00899
OG0000751	Prak.g_01157	Syae.g_00892
OG0000752	Prak.g_01155	Syae.g_00890
OG0000753	Prak.g_01153	Syae.g_00887
OG0000754	Prak.g_01150	Syae.g_00641
OG0000755	Prak.g_01144	Syae.g_00651
OG0000756	Prak.g_01143	Syae.g_00652
OG0000757	Prak.g_01136	Syae.g_00661
OG0000758	Prak.g_01135	Syae.g_00662
OG0000759	Prak.g_01134	Syae.g_00663
OG0000760	Prak.g_01133	Syae.g_00664
OG0000761	Prak.g_01132	Syae.g_00668
OG0000762	Prak.g_01131	Syae.g_00672
OG0000763	Prak.g_01129	Syae.g_00676
OG0000764	Prak.g_01128	Syae.g_00677
OG0000765	Prak.g_01120	Syae.g_00695
OG0000766	Prak.g_01119	Syae.g_00696
OG0000767	Prak.g_01117	Syae.g_00698
OG0000768	Prak.g_01116	Syae.g_00699
OG0000769	Prak.g_01114	Syae.g_00701
OG0000770	Prak.g_00593	Syae.g_00704
OG0000771	Prak.g_01487	Syae.g_00805
OG0000772	Prak.g_01571	Syae.g_00168
OG0000773	Prak.g_01268	Syae.g_00947
OG0000774	Prak.g_01270	Syae.g_00951
OG0000775	Prak.g_01272	Syae.g_00954
OG0000776	Prak.g_01273	Syae.g_00955
OG0000777	Prak.g_01274	Syae.g_00956
OG0000778	Prak.g_01275	Syae.g_00957
OG0000779	Prak.g_01279	Syae.g_00963
OG0000780	Prak.g_01280	Syae.g_00967
OG0000781	Prak.g_01284	Syae.g_00971
OG0000782	Prak.g_01285	Syae.g_00972
OG0000783	Prak.g_01286	Syae.g_00973
OG0000784	Prak.g_01287	Syae.g_00974
OG0000785	Prak.g_01289	Syae.g_00976
OG0000786	Prak.g_01292	Syae.g_02477
OG0000787	Prak.g_01293	Syae.g_02476
OG0000788	Prak.g_00460	Syae.g_00087
OG0000789	Prak.g_01490	Syae.g_00281
OG0000790	Prak.g_01334	Syae.g_02294
OG0000791	Prak.g_01336	Syae.g_02292
OG0000792	Prak.g_01337	Syae.g_02291
OG0000793	Prak.g_01340	Syae.g_02286
OG0000794	Prak.g_01341	Syae.g_02285
OG0000795	Prak.g_01342	Syae.g_02284
OG0000796	Prak.g_01346	Syae.g_02280
OG0000797	Prak.g_01347	Syae.g_02279
OG0000798	Prak.g_00696	Syae.g_01205
OG0000799	Prak.g_01374	Syae.g_00010
OG0000800	Prak.g_01375	Syae.g_00009
OG0000801	Prak.g_01376	Syae.g_00008
OG0000802	Prak.g_01378	Syae.g_02686
OG0000803	Prak.g_01380	Syae.g_02680
OG0000804	Prak.g_01381	Syae.g_02677
OG0000805	Prak.g_01383	Syae.g_02663
OG0000806	Prak.g_01385	Syae.g_02661
OG0000807	Prak.g_01386	Syae.g_02659
OG0000808	Prak.g_01387	Syae.g_02658
OG0000809	Prak.g_01389	Syae.g_02655
OG0000810	Prak.g_01390	Syae.g_02654
OG0000811	Prak.g_01394	Syae.g_02648
OG0000812	Prak.g_01396	Syae.g_02646
OG0000813	Prak.g_01397	Syae.g_02645
OG0000814	Prak.g_01399	Syae.g_02643
OG0000815	Prak.g_01400	Syae.g_02642
OG0000816	Prak.g_01402	Syae.g_02641
OG0000817	Prak.g_01403	Syae.g_02640
OG0000818	Prak.g_01408	Syae.g_02634
OG0000819	Prak.g_01409	Syae.g_02633
OG0000820	Prak.g_01410	Syae.g_02632
OG0000821	Prak.g_01414	Syae.g_02626
OG0000822	Prak.g_01415	Syae.g_02624
OG0000823	Prak.g_01416	Syae.g_02623
OG0000824	Prak.g_01419	Syae.g_02617
OG0000825	Prak.g_01420	Syae.g_02616
OG0000826	Prak.g_01421	Syae.g_02615
OG0000827	Prak.g_01422	Syae.g_02614
OG0000828	Prak.g_01425	Syae.g_02612
OG0000829	Prak.g_01426	Syae.g_02611
OG0000830	Prak.g_01427	Syae.g_02610
OG0000831	Prak.g_01429	Syae.g_02608
OG0000832	Prak.g_01439	Syae.g_01081
OG0000833	Prak.g_01448	Syae.g_01106
OG0000834	Prak.g_01449	Syae.g_01108
OG0000835	Prak.g_01450	Syae.g_01109
OG0000836	Prak.g_01451	Syae.g_01113
OG0000837	Prak.g_01452	Syae.g_01115
OG0000838	Prak.g_01454	Syae.g_01119
OG0000839	Prak.g_01455	Syae.g_01120
OG0000840	Prak.g_01456	Syae.g_01121
OG0000841	Prak.g_01457	Syae.g_01122
OG0000842	Prak.g_01458	Syae.g_01123
OG0000843	Prak.g_01459	Syae.g_01124
OG0000844	Prak.g_01460	Syae.g_01125
OG0000845	Prak.g_01461	Syae.g_01126
OG0000846	Prak.g_01462	Syae.g_01127
OG0000847	Prak.g_01463	Syae.g_01128
OG0000848	Prak.g_01464	Syae.g_01130
OG0000849	Prak.g_01465	Syae.g_01131
OG0000850	Prak.g_01467	Syae.g_01133
OG0000851	Prak.g_01468	Syae.g_01139
OG0000852	Prak.g_01469	Syae.g_01140
OG0000853	Prak.g_01475	Syae.g_01144
OG0000854	Prak.g_01477	Syae.g_01146
OG0000855	Prak.g_01478	Syae.g_01147
OG0000856	Prak.g_00590	Syae.g_00059
OG0000857	Prak.g_00860	Syae.g_00503
OG0000858	Prak.g_01638	Syae.g_01153
OG0000859	Prak.g_01639	Syae.g_01154
OG0000860	Prak.g_01647	Syae.g_01165
OG0000861	Prak.g_01648	Syae.g_01166
OG0000862	Prak.g_01649	Syae.g_01167
OG0000863	Prak.g_01651	Syae.g_01170
OG0000864	Prak.g_01652	Syae.g_01171
OG0000865	Prak.g_01653	Syae.g_01172
OG0000866	Prak.g_01654	Syae.g_01173
OG0000867	Prak.g_01655	Syae.g_01174
OG0000868	Prak.g_01657	Syae.g_01177
OG0000869	Prak.g_01660	Syae.g_01182
OG0000870	Prak.g_01665	Syae.g_01187
OG0000871	Prak.g_01666	Syae.g_01188
OG0000872	Prak.g_01667	Syae.g_01196
OG0000873	Prak.g_01670	Syae.g_01199
OG0000874	Prak.g_01673	Syae.g_01194
OG0000875	Prak.g_01674	Syae.g_01244
OG0000876	Prak.g_01675	Syae.g_01020
OG0000877	Prak.g_01677	Syae.g_01025
OG0000878	Prak.g_01678	Syae.g_01026
OG0000879	Prak.g_01679	Syae.g_01027
OG0000880	Prak.g_01680	Syae.g_01028
OG0000881	Prak.g_01684	Syae.g_01034
OG0000882	Prak.g_01689	Syae.g_01039
OG0000883	Prak.g_01691	Syae.g_01041
OG0000884	Prak.g_01693	Syae.g_01043
OG0000885	Prak.g_01694	Syae.g_01044
OG0000886	Prak.g_01695	Syae.g_01045
OG0000887	Prak.g_01696	Syae.g_01046
OG0000888	Prak.g_01698	Syae.g_01048
OG0000889	Prak.g_01700	Syae.g_01050
OG0000890	Prak.g_01701	Syae.g_01056
OG0000891	Prak.g_01702	Syae.g_01057
OG0000892	Prak.g_01704	Syae.g_01059
OG0000893	Prak.g_01708	Syae.g_02031
OG0000894	Prak.g_01711	Syae.g_02034
OG0000895	Prak.g_01715	Syae.g_02038
OG0000896	Prak.g_01716	Syae.g_02039
OG0000897	Prak.g_01718	Syae.g_02041
OG0000898	Prak.g_01719	Syae.g_02042
OG0000899	Prak.g_01720	Syae.g_02043
OG0000900	Prak.g_01721	Syae.g_02044
OG0000901	Prak.g_01724	Syae.g_02049
OG0000902	Prak.g_01726	Syae.g_02051
OG0000903	Prak.g_01730	Syae.g_02077
OG0000904	Prak.g_01734	Syae.g_02071
OG0000905	Prak.g_01728	Syae.g_02065
OG0000906	Prak.g_01727	Syae.g_02063
OG0000907	Prak.g_01737	Syae.g_02079
OG0000908	Prak.g_01740	Syae.g_02082
OG0000909	Prak.g_01741	Syae.g_02083
OG0000910	Prak.g_01742	Syae.g_02084
OG0000911	Prak.g_01744	Syae.g_02086
OG0000912	Prak.g_01745	Syae.g_02087
OG0000913	Prak.g_01746	Syae.g_02088
OG0000914	Prak.g_01747	Syae.g_02089
OG0000915	Prak.g_01748	Syae.g_02091
OG0000916	Prak.g_01749	Syae.g_02092
OG0000917	Prak.g_01750	Syae.g_02093
OG0000918	Prak.g_01751	Syae.g_02094
OG0000919	Prak.g_01752	Syae.g_02095
OG0000920	Prak.g_01753	Syae.g_02096
OG0000921	Prak.g_01754	Syae.g_02097
OG0000922	Prak.g_01755	Syae.g_02098
OG0000923	Prak.g_01759	Syae.g_02102
OG0000924	Prak.g_01760	Syae.g_02103
OG0000925	Prak.g_01761	Syae.g_02104
OG0000926	Prak.g_01762	Syae.g_02105
OG0000927	Prak.g_01764	Syae.g_02107
OG0000928	Prak.g_01765	Syae.g_02108
OG0000929	Prak.g_01766	Syae.g_02109
OG0000930	Prak.g_01767	Syae.g_02110
OG0000931	Prak.g_01768	Syae.g_02111
OG0000932	Prak.g_01769	Syae.g_02112
OG0000933	Prak.g_01773	Syae.g_02118
OG0000934	Prak.g_01775	Syae.g_02120
OG0000935	Prak.g_01776	Syae.g_02121
OG0000936	Prak.g_01777	Syae.g_02122
OG0000937	Prak.g_01778	Syae.g_02123
OG0000938	Prak.g_01781	Syae.g_02126
OG0000939	Prak.g_01782	Syae.g_02127
OG0000940	Prak.g_01789	Syae.g_02133
OG0000941	Prak.g_01791	Syae.g_02135
OG0000942	Prak.g_01793	Syae.g_02137
OG0000943	Prak.g_01794	Syae.g_02138
OG0000944	Prak.g_01796	Syae.g_02140
OG0000945	Prak.g_01797	Syae.g_02142
OG0000946	Prak.g_01802	Syae.g_02146
OG0000947	Prak.g_01804	Syae.g_02149
OG0000948	Prak.g_01805	Syae.g_02150
OG0000949	Prak.g_01808	Syae.g_01884
OG0000950	Prak.g_01815	Syae.g_01873
OG0000951	Prak.g_01819	Syae.g_01866
OG0000952	Prak.g_01823	Syae.g_01859
OG0000953	Prak.g_01827	Syae.g_01854
OG0000954	Prak.g_01831	Syae.g_01845
OG0000955	Prak.g_01832	Syae.g_01844
OG0000956	Prak.g_01834	Syae.g_01842
OG0000957	Prak.g_01840	Syae.g_01831
OG0000958	Prak.g_01841	Syae.g_01830
OG0000959	Prak.g_01845	Syae.g_01826
OG0000960	Prak.g_01846	Syae.g_01825
OG0000961	Prak.g_01849	Syae.g_01822
OG0000962	Prak.g_01851	Syae.g_01820
OG0000963	Prak.g_01855	Syae.g_01814
OG0000964	Prak.g_01856	Syae.g_01813
OG0000965	Prak.g_01857	Syae.g_01812
OG0000966	Prak.g_01863	Syae.g_01789
OG0000967	Prak.g_01867	Syae.g_01782
OG0000968	Prak.g_01869	Syae.g_01787
OG0000969	Prak.g_01870	Syae.g_01785
OG0000970	Prak.g_01871	Syae.g_01784
OG0000971	Prak.g_01872	Syae.g_01779
OG0000972	Prak.g_01873	Syae.g_01778
OG0000973	Prak.g_01874	Syae.g_01777
OG0000974	Prak.g_01875	Syae.g_01776
OG0000975	Prak.g_01876	Syae.g_01775
OG0000976	Prak.g_01877	Syae.g_01774
OG0000977	Prak.g_01878	Syae.g_01772
OG0000978	Prak.g_01879	Syae.g_01771
OG0000979	Prak.g_01882	Syae.g_01768
OG0000980	Prak.g_01884	Syae.g_01765
OG0000981	Prak.g_01887	Syae.g_01762
OG0000982	Prak.g_01889	Syae.g_01568
OG0000983	Prak.g_01890	Syae.g_01569
OG0000984	Prak.g_01891	Syae.g_01570
OG0000985	Prak.g_01894	Syae.g_01572
OG0000986	Prak.g_01896	Syae.g_01575
OG0000987	Prak.g_01897	Syae.g_01577
OG0000988	Prak.g_01900	Syae.g_01583
OG0000989	Prak.g_01904	Syae.g_01591
OG0000990	Prak.g_01908	Syae.g_01606
OG0000991	Prak.g_01909	Syae.g_01609
OG0000992	Prak.g_01912	Syae.g_01612
OG0000993	Prak.g_01913	Syae.g_01613
OG0000994	Prak.g_01914	Syae.g_01616
OG0000995	Prak.g_01918	Syae.g_01627
OG0000996	Prak.g_01919	Syae.g_01667
OG0000997	Prak.g_01922	Syae.g_01678
OG0000998	Prak.g_01924	Syae.g_01680
OG0000999	Prak.g_01925	Syae.g_01683
OG0001000	Prak.g_01928	Syae.g_01686
OG0001001	Prak.g_01931	Syae.g_01692
OG0001002	Prak.g_01936	Syae.g_01699
OG0001003	Prak.g_01937	Syae.g_01701
OG0001004	Prak.g_01938	Syae.g_01702
OG0001005	Prak.g_01939	Syae.g_01703
OG0001006	Prak.g_01943	Syae.g_01710
OG0001007	Prak.g_01945	Syae.g_01712
OG0001008	Prak.g_00399	Syae.g_00993
OG0001009	Prak.g_00027	Syae.g_01744
OG0001010	Prak.g_00028	Syae.g_01745
OG0001011	Prak.g_00030	Syae.g_01747
OG0001012	Prak.g_00044	Syae.g_01564
OG0001013	Prak.g_00051	Syae.g_01552
OG0001014	Prak.g_00054	Syae.g_01548
OG0001015	Prak.g_00056	Syae.g_01547
OG0001016	Prak.g_00078	Syae.g_01290
OG0001017	Prak.g_00082	Syae.g_01296
OG0001018	Prak.g_00084	Syae.g_01298
OG0001019	Prak.g_00093	Syae.g_01334
OG0001020	Prak.g_00094	Syae.g_01340
OG0001021	Prak.g_00095	Syae.g_01344
OG0001022	Prak.g_00098	Syae.g_01348
OG0001023	Prak.g_00099	Syae.g_01349
OG0001024	Prak.g_00103	Syae.g_01353
OG0001025	Prak.g_00110	Syae.g_01360
OG0001026	Prak.g_00119	Syae.g_01373
OG0001027	Prak.g_00120	Syae.g_01377
OG0001028	Prak.g_00122	Syae.g_01379
OG0001029	Prak.g_00123	Syae.g_01381
OG0001030	Prak.g_00139	Syae.g_01403
OG0001031	Prak.g_00199	Syae.g_01475
OG0001032	Prak.g_00200	Syae.g_01479
OG0001033	Prak.g_00221	Syae.g_01505
OG0001034	Prak.g_00252	Syae.g_02238
OG0001035	Prak.g_00272	Syae.g_02006
OG0001036	Prak.g_00276	Syae.g_02001
OG0001037	Prak.g_00277	Syae.g_01999
OG0001038	Prak.g_00296	Syae.g_01971
OG0001039	Prak.g_00299	Syae.g_01968
OG0001040	Prak.g_00301	Syae.g_01965
OG0001041	Prak.g_00306	Syae.g_01960
OG0001042	Prak.g_00323	Syae.g_01935
OG0001043	Prak.g_00324	Syae.g_01931
OG0001044	Prak.g_00355	Syae.g_02191
OG0001045	Prak.g_00364	Syae.g_02204
OG0001046	Prak.g_01597	Syae.g_00385
OG0001047	Prak.g_00401	Syae.g_00991
OG0001048	Prak.g_00402	Syae.g_00990
OG0001049	Prak.g_00404	Syae.g_00987
OG0001050	Prak.g_00405	Syae.g_00986
OG0001051	Prak.g_00406	Syae.g_00985
OG0001052	Prak.g_00432	Syae.g_02526
OG0001053	Prak.g_00444	Syae.g_02312
OG0001054	Prak.g_00459	Syae.g_02329
OG0001055	Prak.g_00478	Syae.g_02350
OG0001056	Prak.g_00495	Syae.g_02379
OG0001057	Prak.g_00500	Syae.g_02388
OG0001058	Prak.g_00509	Syae.g_02402
OG0001059	Prak.g_00513	Syae.g_02406
OG0001060	Prak.g_00519	Syae.g_02412
OG0001061	Prak.g_00534	Syae.g_02434
OG0001062	Prak.g_00536	Syae.g_02436
OG0001063	Prak.g_00538	Syae.g_02440
OG0001064	Prak.g_00539	Syae.g_02441
OG0001065	Prak.g_00540	Syae.g_02442
OG0001066	Prak.g_00541	Syae.g_02443
OG0001067	Prak.g_00542	Syae.g_02444
OG0001068	Prak.g_00543	Syae.g_02445
OG0001069	Prak.g_00544	Syae.g_02446
OG0001070	Prak.g_00548	Syae.g_02449
OG0001071	Prak.g_00549	Syae.g_02450
OG0001072	Prak.g_00551	Syae.g_02454
OG0001073	Prak.g_00565	Syae.g_02468
OG0001074	Prak.g_00577	Syae.g_00027
OG0001075	Prak.g_00578	Syae.g_00029
OG0001076	Prak.g_00585	Syae.g_00050
OG0001077	Prak.g_00591	Syae.g_00061
OG0001078	Prak.g_01107	Syae.g_00075
OG0001079	Prak.g_01095	Syae.g_00088
OG0001080	Prak.g_01089	Syae.g_00267
OG0001081	Prak.g_01087	Syae.g_00615
OG0001082	Prak.g_01086	Syae.g_00614
OG0001083	Prak.g_01081	Syae.g_00605
OG0001084	Prak.g_01080	Syae.g_00604
OG0001085	Prak.g_00797	Syae.g_00594
OG0001086	Prak.g_00798	Syae.g_00592
OG0001087	Prak.g_00816	Syae.g_00751
OG0001088	Prak.g_00817	Syae.g_00755
OG0001089	Prak.g_00828	Syae.g_00781
OG0001090	Prak.g_00838	Syae.g_00471
OG0001091	Prak.g_01060	Syae.g_00469
OG0001092	Prak.g_01059	Syae.g_00466
OG0001093	Prak.g_01054	Syae.g_00460
OG0001094	Prak.g_01061	Syae.g_00527
OG0001095	Prak.g_00858	Syae.g_00506
OG0001096	Prak.g_00872	Syae.g_00490
OG0001097	Prak.g_00892	Syae.g_00845
OG0001098	Prak.g_00911	Syae.g_00269
OG0001099	Prak.g_00753	Syae.g_01380
OG0001100	Prak.g_00761	Syae.g_00583
OG0001101	Prak.g_00764	Syae.g_00581
OG0001102	Prak.g_00767	Syae.g_00578
OG0001103	Prak.g_00769	Syae.g_00576
OG0001104	Prak.g_00792	Syae.g_00544
OG0001105	Prak.g_00796	Syae.g_00540
OG0001106	Prak.g_00964	Syae.g_00346
OG0001107	Prak.g_00971	Syae.g_00358
OG0001108	Prak.g_00975	Syae.g_00366
OG0001109	Prak.g_00976	Syae.g_00368
OG0001110	Prak.g_00978	Syae.g_00370
OG0001111	Prak.g_00979	Syae.g_00372
OG0001112	Prak.g_00980	Syae.g_00374
OG0001113	Prak.g_00981	Syae.g_00375
OG0001114	Prak.g_00982	Syae.g_00376
OG0001115	Prak.g_00984	Syae.g_00380
OG0001116	Prak.g_00985	Syae.g_00382
OG0001117	Prak.g_00986	Syae.g_00383
OG0001118	Prak.g_00987	Syae.g_00384
OG0001119	Prak.g_00988	Syae.g_00386
OG0001120	Prak.g_00990	Syae.g_00390
OG0001122	Prak.g_01010	Syae.g_00417
OG0001123	Prak.g_01016	Syae.g_00424
OG0001124	Prak.g_01018	Syae.g_00426
OG0001125	Prak.g_01020	Syae.g_00428
OG0001126	Prak.g_00931	Syae.g_00807
OG0001127	Prak.g_00930	Syae.g_00806
OG0001128	Prak.g_00928	Syae.g_00803
OG0001129	Prak.g_00927	Syae.g_00801
OG0001130	Prak.g_00926	Syae.g_00800
OG0001131	Prak.g_00383	Syae.g_00562
OG0001132	Prak.g_00712	Syae.g_00242
OG0001133	Prak.g_01328	Syae.g_00053
OG0001134	Prak.g_01550	Syae.g_00638
OG0001136	Prak.g_01175	Syae.g_00923
OG0001137	Prak.g_01163	Syae.g_00903
OG0001138	Prak.g_01142	Syae.g_00654
OG0001139	Prak.g_01140	Syae.g_00656
OG0001140	Prak.g_01139	Syae.g_00657
OG0001141	Prak.g_01138	Syae.g_00658
OG0001142	Prak.g_01137	Syae.g_00660
OG0001143	Prak.g_01130	Syae.g_00673
OG0001144	Prak.g_01125	Syae.g_00684
OG0001145	Prak.g_01269	Syae.g_00948
OG0001146	Prak.g_01281	Syae.g_00968
OG0001147	Prak.g_01301	Syae.g_02536
OG0001148	Prak.g_01331	Syae.g_02297
OG0001149	Prak.g_01332	Syae.g_02296
OG0001150	Prak.g_01333	Syae.g_02295
OG0001151	Prak.g_01344	Syae.g_02282
OG0001152	Prak.g_01345	Syae.g_02281
OG0001153	Prak.g_01423	Syae.g_02613
OG0001155	Prak.g_01441	Syae.g_01083
OG0001156	Prak.g_01444	Syae.g_01093
OG0001157	Prak.g_01445	Syae.g_01094
OG0001158	Prak.g_01446	Syae.g_01100
OG0001159	Prak.g_01447	Syae.g_01103
OG0001160	Prak.g_01473	Syae.g_01142
OG0001161	Prak.g_01588	Syae.g_01597
OG0001162	Prak.g_01526	Syae.g_00487
OG0001163	Prak.g_01636	Syae.g_01150
OG0001164	Prak.g_01640	Syae.g_01156
OG0001165	Prak.g_01643	Syae.g_01161
OG0001166	Prak.g_01664	Syae.g_01186
OG0001167	Prak.g_01681	Syae.g_01031
OG0001168	Prak.g_01683	Syae.g_01033
OG0001169	Prak.g_01685	Syae.g_01035
OG0001170	Prak.g_01687	Syae.g_01037
OG0001171	Prak.g_01697	Syae.g_01047
OG0001172	Prak.g_01713	Syae.g_02036
