Orthogroup	Prak	Prbj
OG0000568	Prak.g_00529	Prbj.g_01885
OG0000569	Prak.g_00530	Prbj.g_01807
OG0000570	Prak.g_00531	Prbj.g_01806
OG0000571	Prak.g_00533	Prbj.g_01803
OG0000572	Prak.g_00547	Prbj.g_01787
OG0000573	Prak.g_00553	Prbj.g_01780
OG0000574	Prak.g_00554	Prbj.g_01779
OG0000575	Prak.g_00558	Prbj.g_01770
OG0000576	Prak.g_00560	Prbj.g_01768
OG0000577	Prak.g_00561	Prbj.g_01767
OG0000578	Prak.g_00562	Prbj.g_01766
OG0000579	Prak.g_00563	Prbj.g_01765
OG0000580	Prak.g_00564	Prbj.g_01764
OG0000581	Prak.g_00567	Prbj.g_01760
OG0000582	Prak.g_00570	Prbj.g_01756
OG0000583	Prak.g_00571	Prbj.g_01755
OG0000584	Prak.g_00572	Prbj.g_01754
OG0000585	Prak.g_00574	Prbj.g_01752
OG0000586	Prak.g_00575	Prbj.g_01750
OG0000587	Prak.g_00576	Prbj.g_01748
OG0000588	Prak.g_00580	Prbj.g_02547
OG0000589	Prak.g_00582	Prbj.g_02550
OG0000590	Prak.g_00583	Prbj.g_02551
OG0000591	Prak.g_00587	Prbj.g_02558
OG0000592	Prak.g_00588	Prbj.g_02559
OG0000593	Prak.g_01111	Prbj.g_02569
OG0000594	Prak.g_01110	Prbj.g_02570
OG0000595	Prak.g_01109	Prbj.g_02571
OG0000596	Prak.g_01105	Prbj.g_02576
OG0000597	Prak.g_01102	Prbj.g_02579
OG0000598	Prak.g_01101	Prbj.g_02580
OG0000599	Prak.g_01098	Prbj.g_02590
OG0000600	Prak.g_01097	Prbj.g_02591
OG0000601	Prak.g_01096	Prbj.g_02592
OG0000602	Prak.g_01094	Prbj.g_02596
OG0000603	Prak.g_01093	Prbj.g_02597
OG0000604	Prak.g_01092	Prbj.g_02598
OG0000605	Prak.g_01091	Prbj.g_00792
OG0000606	Prak.g_01088	Prbj.g_00803
OG0000607	Prak.g_01085	Prbj.g_00806
OG0000608	Prak.g_01084	Prbj.g_00807
OG0000609	Prak.g_01083	Prbj.g_00809
OG0000610	Prak.g_01077	Prbj.g_00818
OG0000611	Prak.g_01074	Prbj.g_00821
OG0000612	Prak.g_01073	Prbj.g_00822
OG0000613	Prak.g_00800	Prbj.g_01466
OG0000614	Prak.g_00821	Prbj.g_00946
OG0000615	Prak.g_00832	Prbj.g_02373
OG0000616	Prak.g_01934	Prbj.g_02057
OG0000617	Prak.g_01057	Prbj.g_02184
OG0000618	Prak.g_01056	Prbj.g_02185
OG0000619	Prak.g_01055	Prbj.g_02186
OG0000620	Prak.g_01052	Prbj.g_02190
OG0000621	Prak.g_01051	Prbj.g_02191
OG0000622	Prak.g_01050	Prbj.g_02192
OG0000623	Prak.g_01049	Prbj.g_02193
OG0000624	Prak.g_01047	Prbj.g_02194
OG0000625	Prak.g_01046	Prbj.g_02195
OG0000626	Prak.g_01045	Prbj.g_02196
OG0000627	Prak.g_01044	Prbj.g_02320
OG0000628	Prak.g_01043	Prbj.g_02319
OG0000629	Prak.g_01042	Prbj.g_02316
OG0000630	Prak.g_01039	Prbj.g_02312
OG0000631	Prak.g_00946	Prbj.g_02306
OG0000632	Prak.g_00947	Prbj.g_02305
OG0000633	Prak.g_00948	Prbj.g_02304
OG0000634	Prak.g_00841	Prbj.g_02408
OG0000635	Prak.g_00842	Prbj.g_02409
OG0000636	Prak.g_00844	Prbj.g_02411
OG0000637	Prak.g_00846	Prbj.g_02413
OG0000638	Prak.g_00847	Prbj.g_02414
OG0000639	Prak.g_00848	Prbj.g_02415
OG0000640	Prak.g_00849	Prbj.g_02416
OG0000641	Prak.g_00853	Prbj.g_02420
OG0000642	Prak.g_00854	Prbj.g_02421
OG0000643	Prak.g_00855	Prbj.g_02422
OG0000644	Prak.g_00856	Prbj.g_02423
OG0000645	Prak.g_00857	Prbj.g_02424
OG0000646	Prak.g_00859	Prbj.g_02427
OG0000647	Prak.g_00861	Prbj.g_02430
OG0000648	Prak.g_00863	Prbj.g_02432
OG0000649	Prak.g_00864	Prbj.g_02433
OG0000650	Prak.g_00865	Prbj.g_02434
OG0000651	Prak.g_00866	Prbj.g_02435
OG0000652	Prak.g_00867	Prbj.g_02436
OG0000653	Prak.g_00869	Prbj.g_02438
OG0000654	Prak.g_00870	Prbj.g_02439
OG0000655	Prak.g_00871	Prbj.g_02440
OG0000656	Prak.g_00874	Prbj.g_02443
OG0000657	Prak.g_00882	Prbj.g_02476
OG0000658	Prak.g_00884	Prbj.g_02478
OG0000659	Prak.g_00885	Prbj.g_02479
OG0000660	Prak.g_00889	Prbj.g_02483
OG0000661	Prak.g_00891	Prbj.g_02485
OG0000662	Prak.g_00893	Prbj.g_02487
OG0000663	Prak.g_00895	Prbj.g_02490
OG0000664	Prak.g_00896	Prbj.g_02491
OG0000665	Prak.g_00902	Prbj.g_02504
OG0000666	Prak.g_00903	Prbj.g_02507
OG0000667	Prak.g_00907	Prbj.g_02514
OG0000668	Prak.g_00748	Prbj.g_02215
OG0000669	Prak.g_00759	Prbj.g_02523
OG0000670	Prak.g_00762	Prbj.g_00044
OG0000671	Prak.g_00765	Prbj.g_02335
OG0000672	Prak.g_00768	Prbj.g_02338
OG0000673	Prak.g_00771	Prbj.g_02341
OG0000674	Prak.g_00773	Prbj.g_02343
OG0000675	Prak.g_00774	Prbj.g_02344
OG0000676	Prak.g_00776	Prbj.g_02352
OG0000677	Prak.g_00777	Prbj.g_02354
OG0000678	Prak.g_00779	Prbj.g_02359
OG0000679	Prak.g_00783	Prbj.g_02379
OG0000680	Prak.g_00784	Prbj.g_02380
OG0000681	Prak.g_00787	Prbj.g_02382
OG0000682	Prak.g_00788	Prbj.g_02383
OG0000683	Prak.g_00789	Prbj.g_02384
OG0000684	Prak.g_00791	Prbj.g_02397
OG0000685	Prak.g_00793	Prbj.g_02395
OG0000686	Prak.g_00794	Prbj.g_02394
OG0000687	Prak.g_00795	Prbj.g_02393
OG0000688	Prak.g_01069	Prbj.g_02399
OG0000689	Prak.g_01068	Prbj.g_02400
OG0000690	Prak.g_01067	Prbj.g_02401
OG0000691	Prak.g_01066	Prbj.g_02402
OG0000692	Prak.g_01064	Prbj.g_02403
OG0000693	Prak.g_01063	Prbj.g_02404
OG0000694	Prak.g_01062	Prbj.g_02405
OG0000695	Prak.g_00950	Prbj.g_02302
OG0000696	Prak.g_00951	Prbj.g_02301
OG0000697	Prak.g_00952	Prbj.g_02299
OG0000698	Prak.g_00955	Prbj.g_02296
OG0000699	Prak.g_00956	Prbj.g_02294
OG0000700	Prak.g_00957	Prbj.g_02293
OG0000701	Prak.g_00958	Prbj.g_02292
OG0000702	Prak.g_00960	Prbj.g_02284
OG0000703	Prak.g_00961	Prbj.g_02283
OG0000704	Prak.g_00963	Prbj.g_02281
OG0000705	Prak.g_00966	Prbj.g_02275
OG0000706	Prak.g_00967	Prbj.g_02274
OG0000707	Prak.g_00968	Prbj.g_02273
OG0000708	Prak.g_00970	Prbj.g_02271
OG0000709	Prak.g_00974	Prbj.g_02264
OG0000710	Prak.g_00977	Prbj.g_02260
OG0000711	Prak.g_00995	Prbj.g_02237
OG0000712	Prak.g_00996	Prbj.g_02236
OG0000713	Prak.g_00997	Prbj.g_02235
OG0000714	Prak.g_00998	Prbj.g_02231
OG0000715	Prak.g_01000	Prbj.g_02229
OG0000716	Prak.g_01002	Prbj.g_02225
OG0000717	Prak.g_01003	Prbj.g_02224
OG0000718	Prak.g_01007	Prbj.g_02219
OG0000719	Prak.g_01009	Prbj.g_02217
OG0000720	Prak.g_01021	Prbj.g_02204
OG0000721	Prak.g_01025	Prbj.g_02203
OG0000722	Prak.g_01026	Prbj.g_02202
OG0000723	Prak.g_01030	Prbj.g_02198
OG0000724	Prak.g_00925	Prbj.g_01843
OG0000725	Prak.g_00919	Prbj.g_01836
OG0000726	Prak.g_00918	Prbj.g_01835
OG0000727	Prak.g_00917	Prbj.g_01834
OG0000728	Prak.g_00915	Prbj.g_01833
OG0000729	Prak.g_01255	Prbj.g_01289
OG0000730	Prak.g_01214	Prbj.g_00343
OG0000731	Prak.g_00362	Prbj.g_00333
OG0000732	Prak.g_01885	Prbj.g_01220
OG0000733	Prak.g_01551	Prbj.g_01997
OG0000734	Prak.g_01188	Prbj.g_00627
OG0000735	Prak.g_01186	Prbj.g_00953
OG0000736	Prak.g_01185	Prbj.g_00954
OG0000737	Prak.g_01184	Prbj.g_00955
OG0000738	Prak.g_01180	Prbj.g_00962
OG0000739	Prak.g_01179	Prbj.g_00964
OG0000740	Prak.g_01178	Prbj.g_00965
OG0000741	Prak.g_01176	Prbj.g_00968
OG0000742	Prak.g_01173	Prbj.g_00970
OG0000743	Prak.g_01171	Prbj.g_00972
OG0000744	Prak.g_01170	Prbj.g_00973
OG0000745	Prak.g_01169	Prbj.g_00846
OG0000746	Prak.g_01167	Prbj.g_00844
OG0000747	Prak.g_01166	Prbj.g_00843
OG0000748	Prak.g_01162	Prbj.g_00831
OG0000749	Prak.g_01161	Prbj.g_00830
OG0000750	Prak.g_01160	Prbj.g_00829
OG0000751	Prak.g_01157	Prbj.g_00305
OG0000752	Prak.g_01155	Prbj.g_00308
OG0000753	Prak.g_01153	Prbj.g_00311
OG0000754	Prak.g_01150	Prbj.g_01910
OG0000755	Prak.g_01144	Prbj.g_00002
OG0000756	Prak.g_01143	Prbj.g_00003
OG0000757	Prak.g_01136	Prbj.g_00010
OG0000758	Prak.g_01135	Prbj.g_00011
OG0000759	Prak.g_01134	Prbj.g_00012
OG0000760	Prak.g_01133	Prbj.g_00013
OG0000761	Prak.g_01132	Prbj.g_00014
OG0000762	Prak.g_01131	Prbj.g_01908
OG0000763	Prak.g_01129	Prbj.g_01906
OG0000764	Prak.g_01128	Prbj.g_01905
OG0000765	Prak.g_01120	Prbj.g_02163
OG0000766	Prak.g_01119	Prbj.g_02164
OG0000767	Prak.g_01117	Prbj.g_02166
OG0000768	Prak.g_01116	Prbj.g_02167
OG0000769	Prak.g_01114	Prbj.g_00313
OG0000770	Prak.g_00593	Prbj.g_00019
OG0000771	Prak.g_01487	Prbj.g_01848
OG0000772	Prak.g_01571	Prbj.g_01679
OG0000773	Prak.g_01268	Prbj.g_00161
OG0000774	Prak.g_01270	Prbj.g_01719
OG0000775	Prak.g_01272	Prbj.g_01721
OG0000776	Prak.g_01273	Prbj.g_01722
OG0000777	Prak.g_01274	Prbj.g_01723
OG0000778	Prak.g_01275	Prbj.g_01724
OG0000779	Prak.g_01279	Prbj.g_01729
OG0000780	Prak.g_01280	Prbj.g_01732
OG0000781	Prak.g_01284	Prbj.g_01736
OG0000782	Prak.g_01285	Prbj.g_01737
OG0000783	Prak.g_01286	Prbj.g_01738
OG0000784	Prak.g_01287	Prbj.g_01739
OG0000785	Prak.g_01289	Prbj.g_01741
OG0000786	Prak.g_01292	Prbj.g_01744
OG0000787	Prak.g_01293	Prbj.g_01745
OG0000788	Prak.g_00460	Prbj.g_00094
OG0000789	Prak.g_01490	Prbj.g_00687
OG0000790	Prak.g_01334	Prbj.g_01643
OG0000791	Prak.g_01336	Prbj.g_01645
OG0000792	Prak.g_01337	Prbj.g_01646
OG0000793	Prak.g_01340	Prbj.g_01650
OG0000794	Prak.g_01341	Prbj.g_01651
OG0000795	Prak.g_01342	Prbj.g_01652
OG0000796	Prak.g_01346	Prbj.g_01656
OG0000797	Prak.g_01347	Prbj.g_01657
OG0000799	Prak.g_01374	Prbj.g_01304
OG0000800	Prak.g_01375	Prbj.g_01303
OG0000801	Prak.g_01376	Prbj.g_01302
OG0000802	Prak.g_01378	Prbj.g_01293
OG0000803	Prak.g_01380	Prbj.g_01041
OG0000804	Prak.g_01381	Prbj.g_01043
OG0000805	Prak.g_01383	Prbj.g_01045
OG0000806	Prak.g_01385	Prbj.g_01047
OG0000807	Prak.g_01386	Prbj.g_01049
OG0000808	Prak.g_01387	Prbj.g_01050
OG0000809	Prak.g_01389	Prbj.g_01054
OG0000810	Prak.g_01390	Prbj.g_01055
OG0000811	Prak.g_01394	Prbj.g_01067
OG0000812	Prak.g_01396	Prbj.g_01069
OG0000813	Prak.g_01397	Prbj.g_01070
OG0000814	Prak.g_01399	Prbj.g_01072
OG0000815	Prak.g_01400	Prbj.g_01073
OG0000816	Prak.g_01402	Prbj.g_01075
OG0000817	Prak.g_01403	Prbj.g_01076
OG0000818	Prak.g_01408	Prbj.g_00631
OG0000819	Prak.g_01409	Prbj.g_00632
OG0000820	Prak.g_01410	Prbj.g_00633
OG0000821	Prak.g_01414	Prbj.g_00640
OG0000822	Prak.g_01415	Prbj.g_00642
OG0000823	Prak.g_01416	Prbj.g_00643
OG0000824	Prak.g_01419	Prbj.g_00647
OG0000825	Prak.g_01420	Prbj.g_00648
OG0000826	Prak.g_01421	Prbj.g_00649
OG0000827	Prak.g_01422	Prbj.g_00650
OG0000828	Prak.g_01425	Prbj.g_00653
OG0000829	Prak.g_01426	Prbj.g_00654
OG0000830	Prak.g_01427	Prbj.g_00655
OG0000831	Prak.g_01429	Prbj.g_00657
OG0000832	Prak.g_01439	Prbj.g_01684
OG0000833	Prak.g_01448	Prbj.g_01692
OG0000834	Prak.g_01449	Prbj.g_01693
OG0000835	Prak.g_01450	Prbj.g_01694
OG0000836	Prak.g_01451	Prbj.g_01696
OG0000837	Prak.g_01452	Prbj.g_01697
OG0000838	Prak.g_01454	Prbj.g_01700
OG0000839	Prak.g_01455	Prbj.g_01701
OG0000840	Prak.g_01456	Prbj.g_01702
OG0000841	Prak.g_01457	Prbj.g_01703
OG0000842	Prak.g_01458	Prbj.g_01704
OG0000843	Prak.g_01459	Prbj.g_01705
OG0000844	Prak.g_01460	Prbj.g_01707
OG0000845	Prak.g_01461	Prbj.g_01708
OG0000846	Prak.g_01462	Prbj.g_01709
OG0000847	Prak.g_01463	Prbj.g_01710
OG0000848	Prak.g_01464	Prbj.g_01711
OG0000849	Prak.g_01465	Prbj.g_01712
OG0000850	Prak.g_01467	Prbj.g_01713
OG0000851	Prak.g_01468	Prbj.g_00888
OG0000852	Prak.g_01469	Prbj.g_00887
OG0000853	Prak.g_01475	Prbj.g_00882
OG0000854	Prak.g_01477	Prbj.g_00880
OG0000855	Prak.g_01478	Prbj.g_00879
OG0000856	Prak.g_00590	Prbj.g_02561
OG0000857	Prak.g_00860	Prbj.g_02429
OG0000858	Prak.g_01638	Prbj.g_00868
OG0000859	Prak.g_01639	Prbj.g_00867
OG0000860	Prak.g_01647	Prbj.g_00855
OG0000861	Prak.g_01648	Prbj.g_00854
OG0000862	Prak.g_01649	Prbj.g_00852
OG0000863	Prak.g_01651	Prbj.g_00495
OG0000864	Prak.g_01652	Prbj.g_00494
OG0000865	Prak.g_01653	Prbj.g_00493
OG0000866	Prak.g_01654	Prbj.g_00492
OG0000867	Prak.g_01655	Prbj.g_00491
OG0000868	Prak.g_01657	Prbj.g_00489
OG0000869	Prak.g_01660	Prbj.g_00486
OG0000870	Prak.g_01665	Prbj.g_00481
OG0000871	Prak.g_01666	Prbj.g_00480
OG0000872	Prak.g_01667	Prbj.g_00478
OG0000873	Prak.g_01670	Prbj.g_00475
OG0000874	Prak.g_01673	Prbj.g_00471
OG0000875	Prak.g_01674	Prbj.g_00470
OG0000876	Prak.g_01675	Prbj.g_00469
OG0000877	Prak.g_01677	Prbj.g_00466
OG0000878	Prak.g_01678	Prbj.g_00465
OG0000879	Prak.g_01679	Prbj.g_00464
OG0000880	Prak.g_01680	Prbj.g_00463
OG0000881	Prak.g_01684	Prbj.g_00458
OG0000882	Prak.g_01689	Prbj.g_00453
OG0000883	Prak.g_01691	Prbj.g_00451
OG0000884	Prak.g_01693	Prbj.g_00449
OG0000885	Prak.g_01694	Prbj.g_00448
OG0000886	Prak.g_01695	Prbj.g_00447
OG0000887	Prak.g_01696	Prbj.g_00446
OG0000888	Prak.g_01698	Prbj.g_00444
OG0000889	Prak.g_01700	Prbj.g_00442
OG0000890	Prak.g_01701	Prbj.g_00428
OG0000891	Prak.g_01702	Prbj.g_00427
OG0000892	Prak.g_01704	Prbj.g_00425
OG0000893	Prak.g_01708	Prbj.g_02660
OG0000894	Prak.g_01711	Prbj.g_02656
OG0000895	Prak.g_01715	Prbj.g_02651
OG0000896	Prak.g_01716	Prbj.g_02650
OG0000897	Prak.g_01718	Prbj.g_02648
OG0000898	Prak.g_01719	Prbj.g_02647
OG0000899	Prak.g_01720	Prbj.g_02646
OG0000900	Prak.g_01721	Prbj.g_02645
OG0000901	Prak.g_01724	Prbj.g_02641
OG0000902	Prak.g_01726	Prbj.g_02639
OG0000903	Prak.g_01730	Prbj.g_01027
OG0000904	Prak.g_01734	Prbj.g_01032
OG0000905	Prak.g_01728	Prbj.g_01034
OG0000906	Prak.g_01727	Prbj.g_02635
OG0000907	Prak.g_01737	Prbj.g_01025
OG0000908	Prak.g_01740	Prbj.g_01022
OG0000909	Prak.g_01741	Prbj.g_01021
OG0000910	Prak.g_01742	Prbj.g_01020
OG0000911	Prak.g_01744	Prbj.g_01018
OG0000912	Prak.g_01745	Prbj.g_01017
OG0000913	Prak.g_01746	Prbj.g_01016
OG0000914	Prak.g_01747	Prbj.g_01015
OG0000915	Prak.g_01748	Prbj.g_01014
OG0000916	Prak.g_01749	Prbj.g_01013
OG0000917	Prak.g_01750	Prbj.g_01012
OG0000918	Prak.g_01751	Prbj.g_01011
OG0000919	Prak.g_01752	Prbj.g_01010
OG0000920	Prak.g_01753	Prbj.g_01009
OG0000921	Prak.g_01754	Prbj.g_01008
OG0000922	Prak.g_01755	Prbj.g_01007
OG0000923	Prak.g_01759	Prbj.g_01003
OG0000924	Prak.g_01760	Prbj.g_01002
OG0000925	Prak.g_01761	Prbj.g_01001
OG0000926	Prak.g_01762	Prbj.g_01000
OG0000927	Prak.g_01764	Prbj.g_00998
OG0000928	Prak.g_01765	Prbj.g_00997
OG0000929	Prak.g_01766	Prbj.g_00996
OG0000930	Prak.g_01767	Prbj.g_00995
OG0000931	Prak.g_01768	Prbj.g_00994
OG0000932	Prak.g_01769	Prbj.g_00993
OG0000933	Prak.g_01773	Prbj.g_00988
OG0000934	Prak.g_01775	Prbj.g_00986
OG0000935	Prak.g_01776	Prbj.g_00985
OG0000936	Prak.g_01777	Prbj.g_00984
OG0000937	Prak.g_01778	Prbj.g_00983
OG0000938	Prak.g_01781	Prbj.g_00414
OG0000939	Prak.g_01782	Prbj.g_00413
OG0000940	Prak.g_01789	Prbj.g_00404
OG0000941	Prak.g_01791	Prbj.g_00402
OG0000942	Prak.g_01793	Prbj.g_00400
OG0000943	Prak.g_01794	Prbj.g_00399
OG0000944	Prak.g_01796	Prbj.g_00397
OG0000945	Prak.g_01797	Prbj.g_00395
OG0000946	Prak.g_01802	Prbj.g_00368
OG0000947	Prak.g_01804	Prbj.g_00365
OG0000948	Prak.g_01805	Prbj.g_00364
OG0000949	Prak.g_01808	Prbj.g_00361
OG0000950	Prak.g_01815	Prbj.g_01501
OG0000951	Prak.g_01819	Prbj.g_01506
OG0000952	Prak.g_01823	Prbj.g_01513
OG0000953	Prak.g_01827	Prbj.g_01517
OG0000954	Prak.g_01831	Prbj.g_01577
OG0000955	Prak.g_01832	Prbj.g_01578
OG0000956	Prak.g_01834	Prbj.g_01580
OG0000957	Prak.g_01840	Prbj.g_01596
OG0000958	Prak.g_01841	Prbj.g_01597
OG0000959	Prak.g_01845	Prbj.g_01821
OG0000960	Prak.g_01846	Prbj.g_01820
OG0000961	Prak.g_01849	Prbj.g_01809
OG0000962	Prak.g_01851	Prbj.g_01290
OG0000963	Prak.g_01855	Prbj.g_01285
OG0000964	Prak.g_01856	Prbj.g_01284
OG0000965	Prak.g_01857	Prbj.g_01283
OG0000966	Prak.g_01863	Prbj.g_01250
OG0000967	Prak.g_01867	Prbj.g_01244
OG0000968	Prak.g_01869	Prbj.g_01241
OG0000969	Prak.g_01870	Prbj.g_01239
OG0000970	Prak.g_01871	Prbj.g_01238
OG0000971	Prak.g_01872	Prbj.g_01236
OG0000972	Prak.g_01873	Prbj.g_01235
OG0000973	Prak.g_01874	Prbj.g_01234
OG0000974	Prak.g_01875	Prbj.g_01233
OG0000975	Prak.g_01876	Prbj.g_01232
OG0000976	Prak.g_01877	Prbj.g_01231
OG0000977	Prak.g_01878	Prbj.g_01229
OG0000978	Prak.g_01879	Prbj.g_01228
OG0000979	Prak.g_01882	Prbj.g_01225
OG0000980	Prak.g_01884	Prbj.g_01221
OG0000981	Prak.g_01887	Prbj.g_01218
OG0000982	Prak.g_01889	Prbj.g_01956
OG0000983	Prak.g_01890	Prbj.g_01957
OG0000984	Prak.g_01891	Prbj.g_01958
OG0000985	Prak.g_01894	Prbj.g_01962
OG0000986	Prak.g_01896	Prbj.g_01964
OG0000987	Prak.g_01897	Prbj.g_01966
OG0000988	Prak.g_01900	Prbj.g_01970
OG0000989	Prak.g_01904	Prbj.g_01980
OG0000990	Prak.g_01908	Prbj.g_02002
OG0000991	Prak.g_01909	Prbj.g_02005
OG0000992	Prak.g_01912	Prbj.g_02008
OG0000993	Prak.g_01913	Prbj.g_02009
OG0000994	Prak.g_01914	Prbj.g_02012
OG0000995	Prak.g_01918	Prbj.g_02021
OG0000996	Prak.g_01919	Prbj.g_02034
OG0000997	Prak.g_01922	Prbj.g_02043
OG0000998	Prak.g_01924	Prbj.g_02045
OG0000999	Prak.g_01925	Prbj.g_02046
OG0001000	Prak.g_01928	Prbj.g_02049
OG0001001	Prak.g_01931	Prbj.g_02053
OG0001002	Prak.g_01936	Prbj.g_02060
OG0001003	Prak.g_01937	Prbj.g_02062
OG0001004	Prak.g_01938	Prbj.g_02063
OG0001005	Prak.g_01939	Prbj.g_02065
OG0001006	Prak.g_01943	Prbj.g_02071
OG0001007	Prak.g_01945	Prbj.g_02073
OG0001008	Prak.g_00399	Prbj.g_00101
OG0001009	Prak.g_00027	Prbj.g_01199
OG0001010	Prak.g_00028	Prbj.g_01200
OG0001011	Prak.g_00030	Prbj.g_01202
OG0001012	Prak.g_00044	Prbj.g_01953
OG0001013	Prak.g_00051	Prbj.g_01928
OG0001014	Prak.g_00054	Prbj.g_01919
OG0001015	Prak.g_00056	Prbj.g_01918
OG0001016	Prak.g_00078	Prbj.g_00569
OG0001017	Prak.g_00082	Prbj.g_00575
OG0001018	Prak.g_00084	Prbj.g_00577
OG0001019	Prak.g_00093	Prbj.g_00590
OG0001020	Prak.g_00094	Prbj.g_00596
OG0001021	Prak.g_00095	Prbj.g_00600
OG0001022	Prak.g_00098	Prbj.g_00605
OG0001023	Prak.g_00099	Prbj.g_00606
OG0001024	Prak.g_00103	Prbj.g_00610
OG0001025	Prak.g_00110	Prbj.g_00617
OG0001026	Prak.g_00119	Prbj.g_00630
OG0001027	Prak.g_00120	Prbj.g_01550
OG0001028	Prak.g_00122	Prbj.g_01552
OG0001029	Prak.g_00123	Prbj.g_01554
OG0001030	Prak.g_00139	Prbj.g_01535
OG0001031	Prak.g_00199	Prbj.g_01143
OG0001032	Prak.g_00200	Prbj.g_01146
OG0001033	Prak.g_00221	Prbj.g_00287
OG0001034	Prak.g_00252	Prbj.g_02608
OG0001035	Prak.g_00272	Prbj.g_01360
OG0001036	Prak.g_00276	Prbj.g_01364
OG0001037	Prak.g_00277	Prbj.g_01366
OG0001038	Prak.g_00296	Prbj.g_01403
OG0001039	Prak.g_00299	Prbj.g_01406
OG0001040	Prak.g_00301	Prbj.g_01409
OG0001041	Prak.g_00306	Prbj.g_01414
OG0001042	Prak.g_00323	Prbj.g_01439
OG0001043	Prak.g_00324	Prbj.g_01441
OG0001044	Prak.g_00355	Prbj.g_00342
OG0001045	Prak.g_00364	Prbj.g_00330
OG0001046	Prak.g_01597	Prbj.g_00874
OG0001047	Prak.g_00401	Prbj.g_00103
OG0001048	Prak.g_00402	Prbj.g_00104
OG0001049	Prak.g_00404	Prbj.g_00107
OG0001050	Prak.g_00405	Prbj.g_00108
OG0001051	Prak.g_00406	Prbj.g_00109
OG0001052	Prak.g_00432	Prbj.g_00132
OG0001053	Prak.g_00444	Prbj.g_01627
OG0001054	Prak.g_00459	Prbj.g_01609
OG0001055	Prak.g_00478	Prbj.g_02103
OG0001056	Prak.g_00495	Prbj.g_02132
OG0001057	Prak.g_00500	Prbj.g_02144
OG0001058	Prak.g_00509	Prbj.g_01863
OG0001059	Prak.g_00513	Prbj.g_01867
OG0001060	Prak.g_00519	Prbj.g_01874
OG0001061	Prak.g_00534	Prbj.g_01802
OG0001062	Prak.g_00536	Prbj.g_01800
OG0001063	Prak.g_00538	Prbj.g_01796
OG0001064	Prak.g_00539	Prbj.g_01795
OG0001065	Prak.g_00540	Prbj.g_01794
OG0001066	Prak.g_00541	Prbj.g_01793
OG0001067	Prak.g_00542	Prbj.g_01792
OG0001068	Prak.g_00543	Prbj.g_01791
OG0001069	Prak.g_00544	Prbj.g_01790
OG0001070	Prak.g_00548	Prbj.g_01786
OG0001071	Prak.g_00549	Prbj.g_01785
OG0001072	Prak.g_00551	Prbj.g_01782
OG0001073	Prak.g_00565	Prbj.g_01763
OG0001074	Prak.g_00577	Prbj.g_02544
OG0001075	Prak.g_00578	Prbj.g_02545
OG0001076	Prak.g_00585	Prbj.g_02553
OG0001077	Prak.g_00591	Prbj.g_02563
OG0001078	Prak.g_01107	Prbj.g_02574
OG0001079	Prak.g_01095	Prbj.g_02593
OG0001080	Prak.g_01089	Prbj.g_00794
OG0001081	Prak.g_01087	Prbj.g_00804
OG0001082	Prak.g_01086	Prbj.g_00805
OG0001083	Prak.g_01081	Prbj.g_00813
OG0001084	Prak.g_01080	Prbj.g_00815
OG0001085	Prak.g_00797	Prbj.g_00825
OG0001086	Prak.g_00798	Prbj.g_02707
OG0001087	Prak.g_00816	Prbj.g_00927
OG0001088	Prak.g_00817	Prbj.g_00931
OG0001089	Prak.g_00828	Prbj.g_00757
OG0001090	Prak.g_00838	Prbj.g_02180
OG0001091	Prak.g_01060	Prbj.g_02182
OG0001092	Prak.g_01059	Prbj.g_02183
OG0001093	Prak.g_01054	Prbj.g_02187
OG0001094	Prak.g_01061	Prbj.g_02406
OG0001095	Prak.g_00858	Prbj.g_02425
OG0001096	Prak.g_00872	Prbj.g_02441
OG0001097	Prak.g_00892	Prbj.g_02486
OG0001098	Prak.g_00911	Prbj.g_02323
OG0001099	Prak.g_00753	Prbj.g_01553
OG0001100	Prak.g_00761	Prbj.g_02333
OG0001101	Prak.g_00764	Prbj.g_02334
OG0001102	Prak.g_00767	Prbj.g_02337
OG0001103	Prak.g_00769	Prbj.g_02339
OG0001104	Prak.g_00792	Prbj.g_02396
OG0001105	Prak.g_00796	Prbj.g_02391
OG0001106	Prak.g_00964	Prbj.g_02280
OG0001107	Prak.g_00971	Prbj.g_02270
OG0001108	Prak.g_00975	Prbj.g_02263
OG0001109	Prak.g_00976	Prbj.g_02261
OG0001110	Prak.g_00978	Prbj.g_02259
OG0001111	Prak.g_00979	Prbj.g_02257
OG0001112	Prak.g_00980	Prbj.g_02255
OG0001113	Prak.g_00981	Prbj.g_02254
OG0001114	Prak.g_00982	Prbj.g_02253
OG0001115	Prak.g_00984	Prbj.g_02251
OG0001116	Prak.g_00985	Prbj.g_02250
OG0001117	Prak.g_00986	Prbj.g_02249
OG0001118	Prak.g_00987	Prbj.g_02248
OG0001119	Prak.g_00988	Prbj.g_02247
OG0001120	Prak.g_00990	Prbj.g_02245
OG0001122	Prak.g_01010	Prbj.g_02216
OG0001123	Prak.g_01016	Prbj.g_02209
OG0001124	Prak.g_01018	Prbj.g_02207
OG0001125	Prak.g_01020	Prbj.g_02205
OG0001126	Prak.g_00931	Prbj.g_01850
OG0001127	Prak.g_00930	Prbj.g_01849
OG0001128	Prak.g_00928	Prbj.g_01846
