Orthogroup	Prak	Syai
OG0000583	Prak.g_00571	Syai.g_01043
OG0000584	Prak.g_00572	Syai.g_01044
OG0000585	Prak.g_00574	Syai.g_01046
OG0000586	Prak.g_00575	Syai.g_01047
OG0000587	Prak.g_00576	Syai.g_01049
OG0000588	Prak.g_00580	Syai.g_01063
OG0000589	Prak.g_00582	Syai.g_01066
OG0000590	Prak.g_00583	Syai.g_01067
OG0000591	Prak.g_00587	Syai.g_01075
OG0000592	Prak.g_00588	Syai.g_01076
OG0000593	Prak.g_01111	Syai.g_01100
OG0000594	Prak.g_01110	Syai.g_01101
OG0000595	Prak.g_01109	Syai.g_01102
OG0000596	Prak.g_01105	Syai.g_01107
OG0000597	Prak.g_01102	Syai.g_01110
OG0000598	Prak.g_01101	Syai.g_01111
OG0000599	Prak.g_01098	Syai.g_01114
OG0000600	Prak.g_01097	Syai.g_01115
OG0000601	Prak.g_01096	Syai.g_01116
OG0000602	Prak.g_01094	Syai.g_01121
OG0000603	Prak.g_01093	Syai.g_01122
OG0000604	Prak.g_01092	Syai.g_01125
OG0000605	Prak.g_01091	Syai.g_01609
OG0000606	Prak.g_01088	Syai.g_01221
OG0000607	Prak.g_01085	Syai.g_01224
OG0000608	Prak.g_01084	Syai.g_01225
OG0000609	Prak.g_01083	Syai.g_01227
OG0000610	Prak.g_01077	Syai.g_01234
OG0000611	Prak.g_01074	Syai.g_01237
OG0000612	Prak.g_01073	Syai.g_01238
OG0000613	Prak.g_00800	Syai.g_00196
OG0000614	Prak.g_00821	Syai.g_01981
OG0000615	Prak.g_00832	Syai.g_01286
OG0000616	Prak.g_01934	Syai.g_02914
OG0000617	Prak.g_01057	Syai.g_01393
OG0000618	Prak.g_01056	Syai.g_01394
OG0000619	Prak.g_01055	Syai.g_01395
OG0000620	Prak.g_01052	Syai.g_01402
OG0000621	Prak.g_01051	Syai.g_01403
OG0000622	Prak.g_01050	Syai.g_01404
OG0000623	Prak.g_01049	Syai.g_01405
OG0000624	Prak.g_01047	Syai.g_01407
OG0000625	Prak.g_01046	Syai.g_01408
OG0000626	Prak.g_01045	Syai.g_01409
OG0000627	Prak.g_01044	Syai.g_01575
OG0000628	Prak.g_01043	Syai.g_01573
OG0000629	Prak.g_01042	Syai.g_01570
OG0000630	Prak.g_01039	Syai.g_01566
OG0000631	Prak.g_00946	Syai.g_01557
OG0000632	Prak.g_00947	Syai.g_01556
OG0000633	Prak.g_00948	Syai.g_01555
OG0000634	Prak.g_00841	Syai.g_01317
OG0000635	Prak.g_00842	Syai.g_01318
OG0000636	Prak.g_00844	Syai.g_01320
OG0000637	Prak.g_00846	Syai.g_01322
OG0000638	Prak.g_00847	Syai.g_01323
OG0000639	Prak.g_00848	Syai.g_01324
OG0000640	Prak.g_00849	Syai.g_01325
OG0000641	Prak.g_00853	Syai.g_01329
OG0000642	Prak.g_00854	Syai.g_01330
OG0000643	Prak.g_00855	Syai.g_01349
OG0000644	Prak.g_00856	Syai.g_01350
OG0000645	Prak.g_00857	Syai.g_01352
OG0000646	Prak.g_00859	Syai.g_01355
OG0000647	Prak.g_00861	Syai.g_01357
OG0000648	Prak.g_00863	Syai.g_01362
OG0000649	Prak.g_00864	Syai.g_01363
OG0000650	Prak.g_00865	Syai.g_01364
OG0000651	Prak.g_00866	Syai.g_01365
OG0000652	Prak.g_00867	Syai.g_01366
OG0000653	Prak.g_00869	Syai.g_01368
OG0000654	Prak.g_00870	Syai.g_01369
OG0000655	Prak.g_00871	Syai.g_01370
OG0000656	Prak.g_00874	Syai.g_01373
OG0000657	Prak.g_00882	Syai.g_02045
OG0000658	Prak.g_00884	Syai.g_02049
OG0000659	Prak.g_00885	Syai.g_02050
OG0000660	Prak.g_00889	Syai.g_02054
OG0000661	Prak.g_00891	Syai.g_02056
OG0000662	Prak.g_00893	Syai.g_02058
OG0000663	Prak.g_00895	Syai.g_02061
OG0000664	Prak.g_00896	Syai.g_02062
OG0000665	Prak.g_00902	Syai.g_02431
OG0000666	Prak.g_00903	Syai.g_01610
OG0000667	Prak.g_00907	Syai.g_01724
OG0000668	Prak.g_00748	Syai.g_01436
OG0000669	Prak.g_00759	Syai.g_01251
OG0000670	Prak.g_00762	Syai.g_00561
OG0000671	Prak.g_00765	Syai.g_01255
OG0000672	Prak.g_00768	Syai.g_01259
OG0000673	Prak.g_00771	Syai.g_01262
OG0000674	Prak.g_00773	Syai.g_01264
OG0000675	Prak.g_00774	Syai.g_01265
OG0000676	Prak.g_00776	Syai.g_01275
OG0000677	Prak.g_00777	Syai.g_01276
OG0000678	Prak.g_00779	Syai.g_01279
OG0000679	Prak.g_00783	Syai.g_01288
OG0000680	Prak.g_00784	Syai.g_01289
OG0000681	Prak.g_00787	Syai.g_01292
OG0000682	Prak.g_00788	Syai.g_01293
OG0000683	Prak.g_00789	Syai.g_01294
OG0000684	Prak.g_00791	Syai.g_01299
OG0000685	Prak.g_00793	Syai.g_01301
OG0000686	Prak.g_00794	Syai.g_01302
OG0000687	Prak.g_00795	Syai.g_01303
OG0000688	Prak.g_01069	Syai.g_01307
OG0000689	Prak.g_01068	Syai.g_01309
OG0000690	Prak.g_01067	Syai.g_01310
OG0000691	Prak.g_01066	Syai.g_01311
OG0000692	Prak.g_01064	Syai.g_01312
OG0000693	Prak.g_01063	Syai.g_01313
OG0000694	Prak.g_01062	Syai.g_01314
OG0000695	Prak.g_00950	Syai.g_01553
OG0000696	Prak.g_00951	Syai.g_01552
OG0000697	Prak.g_00952	Syai.g_01550
OG0000698	Prak.g_00955	Syai.g_01547
OG0000699	Prak.g_00956	Syai.g_01545
OG0000700	Prak.g_00957	Syai.g_01544
OG0000701	Prak.g_00958	Syai.g_01543
OG0000702	Prak.g_00960	Syai.g_01521
OG0000703	Prak.g_00961	Syai.g_01520
OG0000704	Prak.g_00963	Syai.g_01518
OG0000705	Prak.g_00966	Syai.g_01511
OG0000706	Prak.g_00967	Syai.g_01510
OG0000707	Prak.g_00968	Syai.g_01509
OG0000708	Prak.g_00970	Syai.g_01506
OG0000709	Prak.g_00974	Syai.g_01497
OG0000710	Prak.g_00977	Syai.g_01487
OG0000711	Prak.g_00995	Syai.g_01456
OG0000712	Prak.g_00996	Syai.g_01454
OG0000713	Prak.g_00997	Syai.g_01453
OG0000714	Prak.g_00998	Syai.g_01451
OG0000715	Prak.g_01000	Syai.g_01449
OG0000716	Prak.g_01002	Syai.g_01445
OG0000717	Prak.g_01003	Syai.g_01444
OG0000718	Prak.g_01007	Syai.g_01440
OG0000719	Prak.g_01009	Syai.g_01438
OG0000720	Prak.g_01021	Syai.g_01425
OG0000721	Prak.g_01025	Syai.g_01423
OG0000722	Prak.g_01026	Syai.g_01422
OG0000723	Prak.g_01030	Syai.g_01411
OG0000724	Prak.g_00925	Syai.g_02013
OG0000725	Prak.g_00919	Syai.g_02004
OG0000726	Prak.g_00918	Syai.g_02003
OG0000727	Prak.g_00917	Syai.g_02002
OG0000728	Prak.g_00915	Syai.g_02000
OG0000729	Prak.g_01255	Syai.g_00097
OG0000730	Prak.g_01214	Syai.g_00483
OG0000731	Prak.g_00362	Syai.g_00495
OG0000732	Prak.g_01885	Syai.g_00058
OG0000733	Prak.g_01551	Syai.g_02805
OG0000734	Prak.g_01188	Syai.g_02548
OG0000735	Prak.g_01186	Syai.g_02159
OG0000736	Prak.g_01185	Syai.g_02158
OG0000737	Prak.g_01184	Syai.g_02157
OG0000738	Prak.g_01180	Syai.g_02152
OG0000739	Prak.g_01179	Syai.g_02151
OG0000740	Prak.g_01178	Syai.g_02150
OG0000741	Prak.g_01176	Syai.g_02147
OG0000742	Prak.g_01173	Syai.g_02145
OG0000743	Prak.g_01171	Syai.g_02143
OG0000744	Prak.g_01170	Syai.g_02142
OG0000745	Prak.g_01169	Syai.g_02140
OG0000746	Prak.g_01167	Syai.g_02138
OG0000747	Prak.g_01166	Syai.g_02137
OG0000748	Prak.g_01162	Syai.g_02125
OG0000749	Prak.g_01161	Syai.g_02123
OG0000750	Prak.g_01160	Syai.g_02122
OG0000751	Prak.g_01157	Syai.g_02116
OG0000752	Prak.g_01155	Syai.g_02114
OG0000753	Prak.g_01153	Syai.g_02111
OG0000754	Prak.g_01150	Syai.g_01750
OG0000755	Prak.g_01144	Syai.g_01760
OG0000756	Prak.g_01143	Syai.g_01761
OG0000757	Prak.g_01136	Syai.g_01769
OG0000758	Prak.g_01135	Syai.g_01770
OG0000759	Prak.g_01134	Syai.g_01771
OG0000760	Prak.g_01133	Syai.g_01772
OG0000761	Prak.g_01132	Syai.g_01775
OG0000762	Prak.g_01131	Syai.g_01777
OG0000763	Prak.g_01129	Syai.g_01779
OG0000764	Prak.g_01128	Syai.g_01780
OG0000765	Prak.g_01120	Syai.g_01797
OG0000766	Prak.g_01119	Syai.g_01798
OG0000767	Prak.g_01117	Syai.g_01800
OG0000768	Prak.g_01116	Syai.g_01801
OG0000769	Prak.g_01114	Syai.g_01803
OG0000770	Prak.g_00593	Syai.g_01822
OG0000771	Prak.g_01487	Syai.g_02019
OG0000772	Prak.g_01571	Syai.g_01639
OG0000773	Prak.g_01268	Syai.g_02164
OG0000774	Prak.g_01270	Syai.g_02168
OG0000775	Prak.g_01272	Syai.g_02172
OG0000776	Prak.g_01273	Syai.g_02173
OG0000777	Prak.g_01274	Syai.g_02174
OG0000778	Prak.g_01275	Syai.g_02175
OG0000779	Prak.g_01279	Syai.g_02181
OG0000780	Prak.g_01280	Syai.g_02184
OG0000781	Prak.g_01284	Syai.g_02188
OG0000782	Prak.g_01285	Syai.g_02189
OG0000783	Prak.g_01286	Syai.g_02190
OG0000784	Prak.g_01287	Syai.g_02191
OG0000785	Prak.g_01289	Syai.g_02193
OG0000786	Prak.g_01292	Syai.g_00816
OG0000787	Prak.g_01293	Syai.g_00815
OG0000788	Prak.g_00460	Syai.g_01117
OG0000789	Prak.g_01490	Syai.g_01596
OG0000790	Prak.g_01334	Syai.g_00623
OG0000791	Prak.g_01336	Syai.g_00621
OG0000792	Prak.g_01337	Syai.g_00620
OG0000793	Prak.g_01340	Syai.g_00615
OG0000794	Prak.g_01341	Syai.g_00614
OG0000795	Prak.g_01342	Syai.g_00613
OG0000796	Prak.g_01346	Syai.g_00609
OG0000797	Prak.g_01347	Syai.g_00608
OG0000799	Prak.g_01374	Syai.g_00996
OG0000800	Prak.g_01375	Syai.g_00993
OG0000801	Prak.g_01376	Syai.g_00992
OG0000802	Prak.g_01378	Syai.g_00988
OG0000803	Prak.g_01380	Syai.g_00983
OG0000804	Prak.g_01381	Syai.g_00980
OG0000805	Prak.g_01383	Syai.g_00965
OG0000806	Prak.g_01385	Syai.g_00963
OG0000807	Prak.g_01386	Syai.g_00961
OG0000808	Prak.g_01387	Syai.g_00960
OG0000809	Prak.g_01389	Syai.g_00957
OG0000810	Prak.g_01390	Syai.g_00956
OG0000811	Prak.g_01394	Syai.g_00950
OG0000812	Prak.g_01396	Syai.g_00948
OG0000813	Prak.g_01397	Syai.g_00947
OG0000814	Prak.g_01399	Syai.g_00945
OG0000815	Prak.g_01400	Syai.g_00944
OG0000816	Prak.g_01402	Syai.g_00942
OG0000817	Prak.g_01403	Syai.g_00941
OG0000818	Prak.g_01408	Syai.g_00935
OG0000819	Prak.g_01409	Syai.g_00934
OG0000820	Prak.g_01410	Syai.g_00933
OG0000821	Prak.g_01414	Syai.g_00916
OG0000822	Prak.g_01415	Syai.g_00914
OG0000823	Prak.g_01416	Syai.g_00913
OG0000824	Prak.g_01419	Syai.g_00907
OG0000825	Prak.g_01420	Syai.g_00906
OG0000826	Prak.g_01421	Syai.g_00905
OG0000827	Prak.g_01422	Syai.g_00904
OG0000828	Prak.g_01425	Syai.g_00900
OG0000829	Prak.g_01426	Syai.g_00899
OG0000830	Prak.g_01427	Syai.g_00898
OG0000831	Prak.g_01429	Syai.g_00896
OG0000832	Prak.g_01439	Syai.g_02296
OG0000833	Prak.g_01448	Syai.g_02305
OG0000834	Prak.g_01449	Syai.g_02307
OG0000835	Prak.g_01450	Syai.g_02308
OG0000836	Prak.g_01451	Syai.g_02312
OG0000837	Prak.g_01452	Syai.g_02313
OG0000838	Prak.g_01454	Syai.g_02323
OG0000839	Prak.g_01455	Syai.g_02324
OG0000840	Prak.g_01456	Syai.g_02325
OG0000841	Prak.g_01457	Syai.g_02326
OG0000842	Prak.g_01458	Syai.g_02327
OG0000843	Prak.g_01459	Syai.g_02328
OG0000844	Prak.g_01460	Syai.g_02330
OG0000845	Prak.g_01461	Syai.g_02331
OG0000846	Prak.g_01462	Syai.g_02332
OG0000847	Prak.g_01463	Syai.g_02333
OG0000848	Prak.g_01464	Syai.g_02335
OG0000849	Prak.g_01465	Syai.g_02336
OG0000850	Prak.g_01467	Syai.g_02339
OG0000851	Prak.g_01468	Syai.g_02352
OG0000852	Prak.g_01469	Syai.g_02353
OG0000853	Prak.g_01475	Syai.g_02357
OG0000854	Prak.g_01477	Syai.g_02359
OG0000855	Prak.g_01478	Syai.g_02360
OG0000856	Prak.g_00590	Syai.g_01078
OG0000857	Prak.g_00860	Syai.g_01356
OG0000858	Prak.g_01638	Syai.g_02366
OG0000859	Prak.g_01639	Syai.g_02367
OG0000860	Prak.g_01647	Syai.g_02380
OG0000861	Prak.g_01648	Syai.g_02381
OG0000862	Prak.g_01649	Syai.g_02382
OG0000863	Prak.g_01651	Syai.g_02385
OG0000864	Prak.g_01652	Syai.g_02386
OG0000865	Prak.g_01653	Syai.g_02387
OG0000866	Prak.g_01654	Syai.g_02388
OG0000867	Prak.g_01655	Syai.g_02389
OG0000868	Prak.g_01657	Syai.g_02392
OG0000869	Prak.g_01660	Syai.g_02396
OG0000870	Prak.g_01665	Syai.g_02401
OG0000871	Prak.g_01666	Syai.g_02402
OG0000872	Prak.g_01667	Syai.g_02409
OG0000873	Prak.g_01670	Syai.g_02412
OG0000874	Prak.g_01673	Syai.g_02408
OG0000875	Prak.g_01674	Syai.g_02416
OG0000876	Prak.g_01675	Syai.g_02243
OG0000877	Prak.g_01677	Syai.g_02250
OG0000878	Prak.g_01678	Syai.g_02251
OG0000879	Prak.g_01679	Syai.g_02252
OG0000880	Prak.g_01680	Syai.g_02253
OG0000881	Prak.g_01684	Syai.g_02257
OG0000882	Prak.g_01689	Syai.g_02262
OG0000883	Prak.g_01691	Syai.g_02264
OG0000884	Prak.g_01693	Syai.g_02266
OG0000885	Prak.g_01694	Syai.g_02267
OG0000886	Prak.g_01695	Syai.g_02268
OG0000887	Prak.g_01696	Syai.g_02269
OG0000888	Prak.g_01698	Syai.g_02271
OG0000889	Prak.g_01700	Syai.g_02273
OG0000890	Prak.g_01701	Syai.g_02279
OG0000891	Prak.g_01702	Syai.g_02280
OG0000892	Prak.g_01704	Syai.g_02282
OG0000893	Prak.g_01708	Syai.g_00318
OG0000894	Prak.g_01711	Syai.g_00321
OG0000895	Prak.g_01715	Syai.g_00325
OG0000896	Prak.g_01716	Syai.g_00326
OG0000897	Prak.g_01718	Syai.g_00328
OG0000898	Prak.g_01719	Syai.g_00329
OG0000899	Prak.g_01720	Syai.g_00330
OG0000900	Prak.g_01721	Syai.g_00331
OG0000901	Prak.g_01724	Syai.g_00336
OG0000902	Prak.g_01726	Syai.g_00338
OG0000903	Prak.g_01730	Syai.g_00353
OG0000904	Prak.g_01734	Syai.g_00348
OG0000905	Prak.g_01728	Syai.g_00342
OG0000906	Prak.g_01727	Syai.g_00340
OG0000907	Prak.g_01737	Syai.g_00358
OG0000908	Prak.g_01740	Syai.g_00361
OG0000909	Prak.g_01741	Syai.g_00362
OG0000910	Prak.g_01742	Syai.g_00363
OG0000911	Prak.g_01744	Syai.g_00365
OG0000912	Prak.g_01745	Syai.g_00366
OG0000913	Prak.g_01746	Syai.g_00367
OG0000914	Prak.g_01747	Syai.g_00368
OG0000915	Prak.g_01748	Syai.g_00370
OG0000916	Prak.g_01749	Syai.g_00371
OG0000917	Prak.g_01750	Syai.g_00372
OG0000918	Prak.g_01751	Syai.g_00373
OG0000919	Prak.g_01752	Syai.g_00374
OG0000920	Prak.g_01753	Syai.g_00375
OG0000921	Prak.g_01754	Syai.g_00376
OG0000922	Prak.g_01755	Syai.g_00377
OG0000923	Prak.g_01759	Syai.g_00381
OG0000924	Prak.g_01760	Syai.g_00382
OG0000925	Prak.g_01761	Syai.g_00383
OG0000926	Prak.g_01762	Syai.g_00384
OG0000927	Prak.g_01764	Syai.g_00386
OG0000928	Prak.g_01765	Syai.g_00387
OG0000929	Prak.g_01766	Syai.g_00388
OG0000930	Prak.g_01767	Syai.g_00389
OG0000931	Prak.g_01768	Syai.g_00390
OG0000932	Prak.g_01769	Syai.g_00391
OG0000933	Prak.g_01773	Syai.g_00397
OG0000934	Prak.g_01775	Syai.g_00399
OG0000935	Prak.g_01776	Syai.g_00400
OG0000936	Prak.g_01777	Syai.g_00401
OG0000937	Prak.g_01778	Syai.g_00402
OG0000938	Prak.g_01781	Syai.g_00405
OG0000939	Prak.g_01782	Syai.g_00406
OG0000940	Prak.g_01789	Syai.g_00413
OG0000941	Prak.g_01791	Syai.g_00415
OG0000942	Prak.g_01793	Syai.g_00417
OG0000943	Prak.g_01794	Syai.g_00418
OG0000944	Prak.g_01796	Syai.g_00420
OG0000945	Prak.g_01797	Syai.g_00422
OG0000946	Prak.g_01802	Syai.g_00428
OG0000947	Prak.g_01804	Syai.g_00431
OG0000948	Prak.g_01805	Syai.g_00432
OG0000949	Prak.g_01808	Syai.g_00174
OG0000950	Prak.g_01815	Syai.g_00163
OG0000951	Prak.g_01819	Syai.g_00158
OG0000952	Prak.g_01823	Syai.g_00136
OG0000953	Prak.g_01827	Syai.g_00132
OG0000954	Prak.g_01831	Syai.g_00127
OG0000955	Prak.g_01832	Syai.g_00126
OG0000956	Prak.g_01834	Syai.g_00124
OG0000957	Prak.g_01840	Syai.g_00113
OG0000958	Prak.g_01841	Syai.g_00112
OG0000959	Prak.g_01845	Syai.g_00108
OG0000960	Prak.g_01846	Syai.g_00107
OG0000961	Prak.g_01849	Syai.g_00100
OG0000962	Prak.g_01851	Syai.g_00098
OG0000963	Prak.g_01855	Syai.g_00094
OG0000964	Prak.g_01856	Syai.g_00093
OG0000965	Prak.g_01857	Syai.g_00092
OG0000966	Prak.g_01863	Syai.g_00082
OG0000967	Prak.g_01867	Syai.g_00077
OG0000968	Prak.g_01869	Syai.g_00085
OG0000969	Prak.g_01870	Syai.g_00080
OG0000970	Prak.g_01871	Syai.g_00079
OG0000971	Prak.g_01872	Syai.g_00074
OG0000972	Prak.g_01873	Syai.g_00073
OG0000973	Prak.g_01874	Syai.g_00072
OG0000974	Prak.g_01875	Syai.g_00071
OG0000975	Prak.g_01876	Syai.g_00070
OG0000976	Prak.g_01877	Syai.g_00069
OG0000977	Prak.g_01878	Syai.g_00067
OG0000978	Prak.g_01879	Syai.g_00065
OG0000979	Prak.g_01882	Syai.g_00062
OG0000980	Prak.g_01884	Syai.g_00059
OG0000981	Prak.g_01887	Syai.g_00056
OG0000982	Prak.g_01889	Syai.g_02777
OG0000983	Prak.g_01890	Syai.g_02778
OG0000984	Prak.g_01891	Syai.g_02779
OG0000985	Prak.g_01894	Syai.g_02781
OG0000986	Prak.g_01896	Syai.g_02784
OG0000987	Prak.g_01897	Syai.g_02786
OG0000988	Prak.g_01900	Syai.g_02790
OG0000989	Prak.g_01904	Syai.g_02797
OG0000990	Prak.g_01908	Syai.g_02825
OG0000991	Prak.g_01909	Syai.g_02827
OG0000992	Prak.g_01912	Syai.g_02830
OG0000993	Prak.g_01913	Syai.g_02831
OG0000994	Prak.g_01914	Syai.g_02834
OG0000995	Prak.g_01918	Syai.g_02840
OG0000996	Prak.g_01919	Syai.g_02891
OG0000997	Prak.g_01922	Syai.g_02900
OG0000998	Prak.g_01924	Syai.g_02902
OG0000999	Prak.g_01925	Syai.g_02903
OG0001000	Prak.g_01928	Syai.g_02906
OG0001001	Prak.g_01931	Syai.g_02911
OG0001002	Prak.g_01936	Syai.g_02918
OG0001003	Prak.g_01937	Syai.g_02919
OG0001004	Prak.g_01938	Syai.g_02920
OG0001005	Prak.g_01939	Syai.g_02921
OG0001006	Prak.g_01943	Syai.g_02931
OG0001007	Prak.g_01945	Syai.g_02933
OG0001008	Prak.g_00399	Syai.g_02227
OG0001009	Prak.g_00027	Syai.g_00034
OG0001010	Prak.g_00028	Syai.g_00035
OG0001011	Prak.g_00030	Syai.g_00037
OG0001012	Prak.g_00044	Syai.g_02773
OG0001013	Prak.g_00051	Syai.g_02750
OG0001014	Prak.g_00054	Syai.g_02726
OG0001015	Prak.g_00056	Syai.g_02725
OG0001016	Prak.g_00078	Syai.g_02479
OG0001017	Prak.g_00082	Syai.g_02485
OG0001018	Prak.g_00084	Syai.g_02487
OG0001019	Prak.g_00093	Syai.g_02508
OG0001020	Prak.g_00094	Syai.g_02516
OG0001021	Prak.g_00095	Syai.g_02523
OG0001022	Prak.g_00098	Syai.g_02528
OG0001023	Prak.g_00099	Syai.g_02529
OG0001024	Prak.g_00103	Syai.g_02533
OG0001025	Prak.g_00110	Syai.g_02540
OG0001026	Prak.g_00119	Syai.g_02550
OG0001027	Prak.g_00120	Syai.g_02555
OG0001028	Prak.g_00122	Syai.g_02557
OG0001029	Prak.g_00123	Syai.g_02559
OG0001030	Prak.g_00139	Syai.g_02580
OG0001031	Prak.g_00199	Syai.g_02656
OG0001032	Prak.g_00200	Syai.g_02658
OG0001033	Prak.g_00221	Syai.g_02685
OG0001034	Prak.g_00252	Syai.g_00537
OG0001035	Prak.g_00272	Syai.g_00295
OG0001036	Prak.g_00276	Syai.g_00290
OG0001037	Prak.g_00277	Syai.g_00288
OG0001038	Prak.g_00296	Syai.g_00261
OG0001039	Prak.g_00299	Syai.g_00258
OG0001040	Prak.g_00301	Syai.g_00255
OG0001041	Prak.g_00306	Syai.g_00250
OG0001042	Prak.g_00323	Syai.g_00225
OG0001043	Prak.g_00324	Syai.g_00221
OG0001044	Prak.g_00355	Syai.g_00485
OG0001045	Prak.g_00364	Syai.g_00498
OG0001046	Prak.g_01597	Syai.g_01471
OG0001047	Prak.g_00401	Syai.g_02225
OG0001048	Prak.g_00402	Syai.g_02224
OG0001049	Prak.g_00404	Syai.g_02215
OG0001050	Prak.g_00405	Syai.g_02214
OG0001051	Prak.g_00406	Syai.g_02213
OG0001052	Prak.g_00432	Syai.g_00861
OG0001053	Prak.g_00444	Syai.g_00641
OG0001054	Prak.g_00459	Syai.g_00658
OG0001055	Prak.g_00478	Syai.g_00679
OG0001056	Prak.g_00495	Syai.g_00713
OG0001057	Prak.g_00500	Syai.g_00721
OG0001058	Prak.g_00509	Syai.g_00734
OG0001059	Prak.g_00513	Syai.g_00738
OG0001060	Prak.g_00519	Syai.g_00744
OG0001061	Prak.g_00534	Syai.g_00765
OG0001062	Prak.g_00536	Syai.g_00767
OG0001063	Prak.g_00538	Syai.g_00774
OG0001064	Prak.g_00539	Syai.g_00775
OG0001065	Prak.g_00540	Syai.g_00776
OG0001066	Prak.g_00541	Syai.g_00777
OG0001067	Prak.g_00542	Syai.g_00778
OG0001068	Prak.g_00543	Syai.g_00779
OG0001069	Prak.g_00544	Syai.g_00780
OG0001070	Prak.g_00548	Syai.g_00783
OG0001071	Prak.g_00549	Syai.g_00784
OG0001072	Prak.g_00551	Syai.g_00788
OG0001073	Prak.g_00565	Syai.g_00807
OG0001074	Prak.g_00577	Syai.g_01051
OG0001075	Prak.g_00578	Syai.g_01053
OG0001076	Prak.g_00585	Syai.g_01069
OG0001077	Prak.g_00591	Syai.g_01081
OG0001078	Prak.g_01107	Syai.g_01105
OG0001079	Prak.g_01095	Syai.g_01118
OG0001080	Prak.g_01089	Syai.g_01606
OG0001081	Prak.g_01087	Syai.g_01222
OG0001082	Prak.g_01086	Syai.g_01223
OG0001083	Prak.g_01081	Syai.g_01230
OG0001084	Prak.g_01080	Syai.g_01231
OG0001085	Prak.g_00797	Syai.g_01241
OG0001086	Prak.g_00798	Syai.g_01243
OG0001087	Prak.g_00816	Syai.g_01953
OG0001088	Prak.g_00817	Syai.g_01957
OG0001089	Prak.g_00828	Syai.g_01996
OG0001090	Prak.g_00838	Syai.g_01387
OG0001091	Prak.g_01060	Syai.g_01389
OG0001092	Prak.g_01059	Syai.g_01391
OG0001093	Prak.g_01054	Syai.g_01397
OG0001094	Prak.g_01061	Syai.g_01315
OG0001096	Prak.g_00872	Syai.g_01371
OG0001097	Prak.g_00892	Syai.g_02057
OG0001098	Prak.g_00911	Syai.g_01603
OG0001099	Prak.g_00753	Syai.g_02558
OG0001100	Prak.g_00761	Syai.g_01253
OG0001101	Prak.g_00764	Syai.g_01254
OG0001102	Prak.g_00767	Syai.g_01257
OG0001103	Prak.g_00769	Syai.g_01260
OG0001104	Prak.g_00792	Syai.g_01300
OG0001105	Prak.g_00796	Syai.g_01304
OG0001106	Prak.g_00964	Syai.g_01517
OG0001107	Prak.g_00971	Syai.g_01505
OG0001108	Prak.g_00975	Syai.g_01496
OG0001109	Prak.g_00976	Syai.g_01488
OG0001110	Prak.g_00978	Syai.g_01486
OG0001111	Prak.g_00979	Syai.g_01484
OG0001112	Prak.g_00980	Syai.g_01482
OG0001113	Prak.g_00981	Syai.g_01481
OG0001114	Prak.g_00982	Syai.g_01480
OG0001115	Prak.g_00984	Syai.g_01476
OG0001116	Prak.g_00985	Syai.g_01474
OG0001117	Prak.g_00986	Syai.g_01473
OG0001118	Prak.g_00987	Syai.g_01472
OG0001119	Prak.g_00988	Syai.g_01470
OG0001120	Prak.g_00990	Syai.g_01466
OG0001122	Prak.g_01010	Syai.g_01437
OG0001123	Prak.g_01016	Syai.g_01430
OG0001124	Prak.g_01018	Syai.g_01428
OG0001125	Prak.g_01020	Syai.g_01426
OG0001126	Prak.g_00931	Syai.g_02021
OG0001127	Prak.g_00930	Syai.g_02020
OG0001128	Prak.g_00928	Syai.g_02017
OG0001129	Prak.g_00927	Syai.g_02015
OG0001130	Prak.g_00926	Syai.g_02014
OG0001131	Prak.g_00383	Syai.g_01281
OG0001132	Prak.g_00712	Syai.g_01620
OG0001133	Prak.g_01328	Syai.g_01072
OG0001134	Prak.g_01550	Syai.g_01745
OG0001136	Prak.g_01175	Syai.g_02146
OG0001137	Prak.g_01163	Syai.g_02126
OG0001138	Prak.g_01142	Syai.g_01763
OG0001139	Prak.g_01140	Syai.g_01765
OG0001140	Prak.g_01139	Syai.g_01766
OG0001141	Prak.g_01138	Syai.g_01767
OG0001142	Prak.g_01137	Syai.g_01768
OG0001143	Prak.g_01130	Syai.g_01778
OG0001144	Prak.g_01125	Syai.g_01788
OG0001145	Prak.g_01269	Syai.g_02165
OG0001146	Prak.g_01281	Syai.g_02185
OG0001147	Prak.g_01301	Syai.g_00869
OG0001148	Prak.g_01331	Syai.g_00626
OG0001149	Prak.g_01332	Syai.g_00625
OG0001150	Prak.g_01333	Syai.g_00624
OG0001151	Prak.g_01344	Syai.g_00611
OG0001152	Prak.g_01345	Syai.g_00610
OG0001153	Prak.g_01423	Syai.g_00903
OG0001154	Prak.g_01424	Syai.g_00901
OG0001155	Prak.g_01441	Syai.g_02298
OG0001156	Prak.g_01444	Syai.g_02301
OG0001157	Prak.g_01445	Syai.g_02302
OG0001158	Prak.g_01446	Syai.g_02303
OG0001159	Prak.g_01447	Syai.g_02304
OG0001160	Prak.g_01473	Syai.g_02355
OG0001161	Prak.g_01588	Syai.g_02803
OG0001162	Prak.g_01526	Syai.g_01374
OG0001163	Prak.g_01636	Syai.g_02363
OG0001164	Prak.g_01640	Syai.g_02369
OG0001165	Prak.g_01643	Syai.g_02374
OG0001166	Prak.g_01664	Syai.g_02400
OG0001167	Prak.g_01681	Syai.g_02254
OG0001168	Prak.g_01683	Syai.g_02256
