Orthogroup	Prak	Prad
OG0000582	Prak.g_00570	Prad.g_01397
OG0000583	Prak.g_00571	Prad.g_01398
OG0000584	Prak.g_00572	Prad.g_01399
OG0000585	Prak.g_00574	Prad.g_01401
OG0000586	Prak.g_00575	Prad.g_01402
OG0000587	Prak.g_00576	Prad.g_01403
OG0000588	Prak.g_00580	Prad.g_01407
OG0000589	Prak.g_00582	Prad.g_01410
OG0000590	Prak.g_00583	Prad.g_01411
OG0000591	Prak.g_00587	Prad.g_01414
OG0000592	Prak.g_00588	Prad.g_01415
OG0000593	Prak.g_01111	Prad.g_01421
OG0000594	Prak.g_01110	Prad.g_01422
OG0000595	Prak.g_01109	Prad.g_01423
OG0000596	Prak.g_01105	Prad.g_01427
OG0000597	Prak.g_01102	Prad.g_01429
OG0000598	Prak.g_01101	Prad.g_01430
OG0000599	Prak.g_01098	Prad.g_01433
OG0000600	Prak.g_01097	Prad.g_01219
OG0000601	Prak.g_01096	Prad.g_01220
OG0000602	Prak.g_01094	Prad.g_01222
OG0000603	Prak.g_01093	Prad.g_01223
OG0000604	Prak.g_01092	Prad.g_01224
OG0000605	Prak.g_01091	Prad.g_01225
OG0000606	Prak.g_01088	Prad.g_01228
OG0000607	Prak.g_01085	Prad.g_01231
OG0000608	Prak.g_01084	Prad.g_01232
OG0000609	Prak.g_01083	Prad.g_01233
OG0000610	Prak.g_01077	Prad.g_01238
OG0000611	Prak.g_01074	Prad.g_01241
OG0000612	Prak.g_01073	Prad.g_01242
OG0000613	Prak.g_00800	Prad.g_01247
OG0000614	Prak.g_00821	Prad.g_01266
OG0000615	Prak.g_00832	Prad.g_01274
OG0000616	Prak.g_01934	Prad.g_01278
OG0000617	Prak.g_01057	Prad.g_01055
OG0000618	Prak.g_01056	Prad.g_01056
OG0000619	Prak.g_01055	Prad.g_01057
OG0000620	Prak.g_01052	Prad.g_01060
OG0000621	Prak.g_01051	Prad.g_01061
OG0000622	Prak.g_01050	Prad.g_01062
OG0000623	Prak.g_01049	Prad.g_01063
OG0000624	Prak.g_01047	Prad.g_01064
OG0000625	Prak.g_01046	Prad.g_01065
OG0000626	Prak.g_01045	Prad.g_01066
OG0000627	Prak.g_01044	Prad.g_01067
OG0000628	Prak.g_01043	Prad.g_01068
OG0000629	Prak.g_01042	Prad.g_01069
OG0000630	Prak.g_01039	Prad.g_01072
OG0000631	Prak.g_00946	Prad.g_01137
OG0000632	Prak.g_00947	Prad.g_01138
OG0000633	Prak.g_00948	Prad.g_01139
OG0000634	Prak.g_00841	Prad.g_01142
OG0000635	Prak.g_00842	Prad.g_01143
OG0000636	Prak.g_00844	Prad.g_01145
OG0000637	Prak.g_00846	Prad.g_01147
OG0000638	Prak.g_00847	Prad.g_01148
OG0000639	Prak.g_00848	Prad.g_01149
OG0000640	Prak.g_00849	Prad.g_01150
OG0000641	Prak.g_00853	Prad.g_01154
OG0000642	Prak.g_00854	Prad.g_01155
OG0000643	Prak.g_00855	Prad.g_01156
OG0000644	Prak.g_00856	Prad.g_01157
OG0000645	Prak.g_00857	Prad.g_01158
OG0000646	Prak.g_00859	Prad.g_01160
OG0000647	Prak.g_00861	Prad.g_01161
OG0000648	Prak.g_00863	Prad.g_01163
OG0000649	Prak.g_00864	Prad.g_01164
OG0000650	Prak.g_00865	Prad.g_01165
OG0000651	Prak.g_00866	Prad.g_01166
OG0000652	Prak.g_00867	Prad.g_01167
OG0000653	Prak.g_00869	Prad.g_01169
OG0000654	Prak.g_00870	Prad.g_01170
OG0000655	Prak.g_00871	Prad.g_01171
OG0000656	Prak.g_00874	Prad.g_01174
OG0000657	Prak.g_00882	Prad.g_01182
OG0000658	Prak.g_00884	Prad.g_01183
OG0000659	Prak.g_00885	Prad.g_01184
OG0000660	Prak.g_00889	Prad.g_00306
OG0000661	Prak.g_00891	Prad.g_00304
OG0000662	Prak.g_00893	Prad.g_00302
OG0000663	Prak.g_00895	Prad.g_00300
OG0000664	Prak.g_00896	Prad.g_00299
OG0000665	Prak.g_00902	Prad.g_00295
OG0000666	Prak.g_00903	Prad.g_00294
OG0000667	Prak.g_00907	Prad.g_00290
OG0000668	Prak.g_00748	Prad.g_00260
OG0000669	Prak.g_00759	Prad.g_00253
OG0000670	Prak.g_00762	Prad.g_00251
OG0000671	Prak.g_00765	Prad.g_00249
OG0000672	Prak.g_00768	Prad.g_00247
OG0000673	Prak.g_00771	Prad.g_00244
OG0000674	Prak.g_00773	Prad.g_00242
OG0000675	Prak.g_00774	Prad.g_00241
OG0000676	Prak.g_00776	Prad.g_00239
OG0000677	Prak.g_00777	Prad.g_00238
OG0000678	Prak.g_00779	Prad.g_00236
OG0000679	Prak.g_00783	Prad.g_00232
OG0000680	Prak.g_00784	Prad.g_00231
OG0000681	Prak.g_00787	Prad.g_00228
OG0000682	Prak.g_00788	Prad.g_00227
OG0000683	Prak.g_00789	Prad.g_00226
OG0000684	Prak.g_00791	Prad.g_00224
OG0000685	Prak.g_00793	Prad.g_00222
OG0000686	Prak.g_00794	Prad.g_00221
OG0000687	Prak.g_00795	Prad.g_00220
OG0000688	Prak.g_01069	Prad.g_00217
OG0000689	Prak.g_01068	Prad.g_00216
OG0000690	Prak.g_01067	Prad.g_00215
OG0000691	Prak.g_01066	Prad.g_00214
OG0000692	Prak.g_01064	Prad.g_00212
OG0000693	Prak.g_01063	Prad.g_00211
OG0000694	Prak.g_01062	Prad.g_00210
OG0000695	Prak.g_00950	Prad.g_00208
OG0000696	Prak.g_00951	Prad.g_00207
OG0000697	Prak.g_00952	Prad.g_00206
OG0000698	Prak.g_00955	Prad.g_00203
OG0000699	Prak.g_00956	Prad.g_00202
OG0000700	Prak.g_00957	Prad.g_00201
OG0000701	Prak.g_00958	Prad.g_00200
OG0000702	Prak.g_00960	Prad.g_00198
OG0000703	Prak.g_00961	Prad.g_00197
OG0000704	Prak.g_00963	Prad.g_00196
OG0000705	Prak.g_00966	Prad.g_00192
OG0000706	Prak.g_00967	Prad.g_00191
OG0000707	Prak.g_00968	Prad.g_00190
OG0000708	Prak.g_00970	Prad.g_00189
OG0000709	Prak.g_00974	Prad.g_00185
OG0000710	Prak.g_00977	Prad.g_00182
OG0000711	Prak.g_00995	Prad.g_00165
OG0000712	Prak.g_00996	Prad.g_00163
OG0000713	Prak.g_00997	Prad.g_00162
OG0000714	Prak.g_00998	Prad.g_00161
OG0000715	Prak.g_01000	Prad.g_00159
OG0000716	Prak.g_01002	Prad.g_00157
OG0000717	Prak.g_01003	Prad.g_00156
OG0000718	Prak.g_01007	Prad.g_00144
OG0000719	Prak.g_01009	Prad.g_00142
OG0000720	Prak.g_01021	Prad.g_01039
OG0000721	Prak.g_01025	Prad.g_01037
OG0000722	Prak.g_01026	Prad.g_01036
OG0000723	Prak.g_01030	Prad.g_01033
OG0000724	Prak.g_00925	Prad.g_01023
OG0000725	Prak.g_00919	Prad.g_01017
OG0000726	Prak.g_00918	Prad.g_01016
OG0000727	Prak.g_00917	Prad.g_01015
OG0000728	Prak.g_00915	Prad.g_01013
OG0000729	Prak.g_01255	Prad.g_00970
OG0000730	Prak.g_01214	Prad.g_00635
OG0000731	Prak.g_00362	Prad.g_00639
OG0000732	Prak.g_01885	Prad.g_00649
OG0000733	Prak.g_01551	Prad.g_01988
OG0000734	Prak.g_01188	Prad.g_01511
OG0000735	Prak.g_01186	Prad.g_01509
OG0000736	Prak.g_01185	Prad.g_01508
OG0000737	Prak.g_01184	Prad.g_01507
OG0000738	Prak.g_01180	Prad.g_01503
OG0000739	Prak.g_01179	Prad.g_01502
OG0000740	Prak.g_01178	Prad.g_01501
OG0000741	Prak.g_01176	Prad.g_01500
OG0000742	Prak.g_01173	Prad.g_01497
OG0000743	Prak.g_01171	Prad.g_01495
OG0000744	Prak.g_01170	Prad.g_01494
OG0000745	Prak.g_01169	Prad.g_01493
OG0000746	Prak.g_01167	Prad.g_01491
OG0000747	Prak.g_01166	Prad.g_01490
OG0000748	Prak.g_01162	Prad.g_01487
OG0000749	Prak.g_01161	Prad.g_01486
OG0000750	Prak.g_01160	Prad.g_01485
OG0000751	Prak.g_01157	Prad.g_01483
OG0000752	Prak.g_01155	Prad.g_01481
OG0000753	Prak.g_01153	Prad.g_01478
OG0000754	Prak.g_01150	Prad.g_01475
OG0000755	Prak.g_01144	Prad.g_01472
OG0000756	Prak.g_01143	Prad.g_01470, Prad.g_01471
OG0000757	Prak.g_01136	Prad.g_01464
OG0000758	Prak.g_01135	Prad.g_01463
OG0000759	Prak.g_01134	Prad.g_01462
OG0000760	Prak.g_01133	Prad.g_01461
OG0000761	Prak.g_01132	Prad.g_01460
OG0000762	Prak.g_01131	Prad.g_01459
OG0000763	Prak.g_01129	Prad.g_01457
OG0000764	Prak.g_01128	Prad.g_01456
OG0000765	Prak.g_01120	Prad.g_01447
OG0000766	Prak.g_01119	Prad.g_01446
OG0000767	Prak.g_01117	Prad.g_01444
OG0000768	Prak.g_01116	Prad.g_01443
OG0000769	Prak.g_01114	Prad.g_01441
OG0000770	Prak.g_00593	Prad.g_01439
OG0000771	Prak.g_01487	Prad.g_00076
OG0000772	Prak.g_01571	Prad.g_00341
OG0000773	Prak.g_01268	Prad.g_00361
OG0000774	Prak.g_01270	Prad.g_00363
OG0000775	Prak.g_01272	Prad.g_00365
OG0000776	Prak.g_01273	Prad.g_00366
OG0000777	Prak.g_01274	Prad.g_00631
OG0000778	Prak.g_01275	Prad.g_00630
OG0000779	Prak.g_01279	Prad.g_00626
OG0000780	Prak.g_01280	Prad.g_00625
OG0000781	Prak.g_01284	Prad.g_00622
OG0000782	Prak.g_01285	Prad.g_00621
OG0000783	Prak.g_01286	Prad.g_00620
OG0000784	Prak.g_01287	Prad.g_00619
OG0000785	Prak.g_01289	Prad.g_00617
OG0000786	Prak.g_01292	Prad.g_00615
OG0000787	Prak.g_01293	Prad.g_00614
OG0000788	Prak.g_00460	Prad.g_00607
OG0000789	Prak.g_01490	Prad.g_00604
OG0000790	Prak.g_01334	Prad.g_00589
OG0000791	Prak.g_01336	Prad.g_00587
OG0000792	Prak.g_01337	Prad.g_00586
OG0000793	Prak.g_01340	Prad.g_00583
OG0000794	Prak.g_01341	Prad.g_00582
OG0000795	Prak.g_01342	Prad.g_00581
OG0000796	Prak.g_01346	Prad.g_00577
OG0000797	Prak.g_01347	Prad.g_00576
OG0000799	Prak.g_01374	Prad.g_00533
OG0000800	Prak.g_01375	Prad.g_00532
OG0000801	Prak.g_01376	Prad.g_00531
OG0000802	Prak.g_01378	Prad.g_00529
OG0000803	Prak.g_01380	Prad.g_00527
OG0000804	Prak.g_01381	Prad.g_00526
OG0000805	Prak.g_01383	Prad.g_00524
OG0000806	Prak.g_01385	Prad.g_00522
OG0000807	Prak.g_01386	Prad.g_00521
OG0000808	Prak.g_01387	Prad.g_00520
OG0000809	Prak.g_01389	Prad.g_00517
OG0000810	Prak.g_01390	Prad.g_00516
OG0000811	Prak.g_01394	Prad.g_00512
OG0000812	Prak.g_01396	Prad.g_00510
OG0000813	Prak.g_01397	Prad.g_00509
OG0000814	Prak.g_01399	Prad.g_00507
OG0000815	Prak.g_01400	Prad.g_00506
OG0000816	Prak.g_01402	Prad.g_00504
OG0000817	Prak.g_01403	Prad.g_00503
OG0000818	Prak.g_01408	Prad.g_00498
OG0000819	Prak.g_01409	Prad.g_00497
OG0000820	Prak.g_01410	Prad.g_00496
OG0000821	Prak.g_01414	Prad.g_00491
OG0000822	Prak.g_01415	Prad.g_00490
OG0000823	Prak.g_01416	Prad.g_00489
OG0000824	Prak.g_01419	Prad.g_00486
OG0000825	Prak.g_01420	Prad.g_00485
OG0000826	Prak.g_01421	Prad.g_00484
OG0000827	Prak.g_01422	Prad.g_00483
OG0000828	Prak.g_01425	Prad.g_00480
OG0000829	Prak.g_01426	Prad.g_00479
OG0000830	Prak.g_01427	Prad.g_00478
OG0000831	Prak.g_01429	Prad.g_00476
OG0000832	Prak.g_01439	Prad.g_00470
OG0000833	Prak.g_01448	Prad.g_00462
OG0000834	Prak.g_01449	Prad.g_00461
OG0000835	Prak.g_01450	Prad.g_00460
OG0000836	Prak.g_01451	Prad.g_00459
OG0000837	Prak.g_01452	Prad.g_00458
OG0000838	Prak.g_01454	Prad.g_00456
OG0000839	Prak.g_01455	Prad.g_00455
OG0000840	Prak.g_01456	Prad.g_00454
OG0000841	Prak.g_01457	Prad.g_00453
OG0000842	Prak.g_01458	Prad.g_00452
OG0000843	Prak.g_01459	Prad.g_00451
OG0000844	Prak.g_01460	Prad.g_00450
OG0000845	Prak.g_01461	Prad.g_00449
OG0000846	Prak.g_01462	Prad.g_00448
OG0000847	Prak.g_01463	Prad.g_00447
OG0000848	Prak.g_01464	Prad.g_00446
OG0000849	Prak.g_01465	Prad.g_00445
OG0000850	Prak.g_01467	Prad.g_00443
OG0000851	Prak.g_01468	Prad.g_00442
OG0000852	Prak.g_01469	Prad.g_00441
OG0000853	Prak.g_01475	Prad.g_00437
OG0000854	Prak.g_01477	Prad.g_00435
OG0000855	Prak.g_01478	Prad.g_00434
OG0000856	Prak.g_00590	Prad.g_00419
OG0000857	Prak.g_00860	Prad.g_00388
OG0000858	Prak.g_01638	Prad.g_00947
OG0000859	Prak.g_01639	Prad.g_00946
OG0000860	Prak.g_01647	Prad.g_00939
OG0000861	Prak.g_01648	Prad.g_00938
OG0000862	Prak.g_01649	Prad.g_00937
OG0000863	Prak.g_01651	Prad.g_00935
OG0000864	Prak.g_01652	Prad.g_00934
OG0000865	Prak.g_01653	Prad.g_00933
OG0000866	Prak.g_01654	Prad.g_00932
OG0000867	Prak.g_01655	Prad.g_00931
OG0000868	Prak.g_01657	Prad.g_00930
OG0000869	Prak.g_01660	Prad.g_00926
OG0000870	Prak.g_01665	Prad.g_00921
OG0000871	Prak.g_01666	Prad.g_00920
OG0000872	Prak.g_01667	Prad.g_00919
OG0000873	Prak.g_01670	Prad.g_00916
OG0000874	Prak.g_01673	Prad.g_00913
OG0000875	Prak.g_01674	Prad.g_00912
OG0000876	Prak.g_01675	Prad.g_00911
OG0000877	Prak.g_01677	Prad.g_00909
OG0000878	Prak.g_01678	Prad.g_00908
OG0000879	Prak.g_01679	Prad.g_00907
OG0000880	Prak.g_01680	Prad.g_00906
OG0000881	Prak.g_01684	Prad.g_00902
OG0000882	Prak.g_01689	Prad.g_00897
OG0000883	Prak.g_01691	Prad.g_00895
OG0000884	Prak.g_01693	Prad.g_00893
OG0000885	Prak.g_01694	Prad.g_00892
OG0000886	Prak.g_01695	Prad.g_00891
OG0000887	Prak.g_01696	Prad.g_00890
OG0000888	Prak.g_01698	Prad.g_00888
OG0000889	Prak.g_01700	Prad.g_00886
OG0000890	Prak.g_01701	Prad.g_00885
OG0000891	Prak.g_01702	Prad.g_00884
OG0000892	Prak.g_01704	Prad.g_00882
OG0000893	Prak.g_01708	Prad.g_00879
OG0000894	Prak.g_01711	Prad.g_00877
OG0000895	Prak.g_01715	Prad.g_00874
OG0000896	Prak.g_01716	Prad.g_00873
OG0000897	Prak.g_01718	Prad.g_00871
OG0000898	Prak.g_01719	Prad.g_00870
OG0000899	Prak.g_01720	Prad.g_00869
OG0000900	Prak.g_01721	Prad.g_00868
OG0000901	Prak.g_01724	Prad.g_00865
OG0000902	Prak.g_01726	Prad.g_00863
OG0000903	Prak.g_01730	Prad.g_00860
OG0000904	Prak.g_01734	Prad.g_00858
OG0000905	Prak.g_01728	Prad.g_00853
OG0000906	Prak.g_01727	Prad.g_00852
OG0000907	Prak.g_01737	Prad.g_00849
OG0000908	Prak.g_01740	Prad.g_00846
OG0000909	Prak.g_01741	Prad.g_00845
OG0000910	Prak.g_01742	Prad.g_00844
OG0000911	Prak.g_01744	Prad.g_00842
OG0000912	Prak.g_01745	Prad.g_00841
OG0000913	Prak.g_01746	Prad.g_00840
OG0000914	Prak.g_01747	Prad.g_00839
OG0000915	Prak.g_01748	Prad.g_00838
OG0000916	Prak.g_01749	Prad.g_00837
OG0000917	Prak.g_01750	Prad.g_00836
OG0000918	Prak.g_01751	Prad.g_00835
OG0000919	Prak.g_01752	Prad.g_00834
OG0000920	Prak.g_01753	Prad.g_00833
OG0000921	Prak.g_01754	Prad.g_00832
OG0000922	Prak.g_01755	Prad.g_00831
OG0000923	Prak.g_01759	Prad.g_00827
OG0000924	Prak.g_01760	Prad.g_00826
OG0000925	Prak.g_01761	Prad.g_00825
OG0000926	Prak.g_01762	Prad.g_00824
OG0000927	Prak.g_01764	Prad.g_00822
OG0000928	Prak.g_01765	Prad.g_00821
OG0000929	Prak.g_01766	Prad.g_00820
OG0000930	Prak.g_01767	Prad.g_00819
OG0000931	Prak.g_01768	Prad.g_00818
OG0000932	Prak.g_01769	Prad.g_00817
OG0000933	Prak.g_01773	Prad.g_00813
OG0000934	Prak.g_01775	Prad.g_00811
OG0000935	Prak.g_01776	Prad.g_00810
OG0000936	Prak.g_01777	Prad.g_00809
OG0000937	Prak.g_01778	Prad.g_00808
OG0000938	Prak.g_01781	Prad.g_00806
OG0000939	Prak.g_01782	Prad.g_00805
OG0000940	Prak.g_01789	Prad.g_00798
OG0000941	Prak.g_01791	Prad.g_00796
OG0000942	Prak.g_01793	Prad.g_00794
OG0000943	Prak.g_01794	Prad.g_00793
OG0000944	Prak.g_01796	Prad.g_00792
OG0000945	Prak.g_01797	Prad.g_00791
OG0000946	Prak.g_01802	Prad.g_00787
OG0000947	Prak.g_01804	Prad.g_00785
OG0000948	Prak.g_01805	Prad.g_00784
OG0000949	Prak.g_01808	Prad.g_00781
OG0000950	Prak.g_01815	Prad.g_00776
OG0000951	Prak.g_01819	Prad.g_00772
OG0000952	Prak.g_01823	Prad.g_00768
OG0000953	Prak.g_01827	Prad.g_00765
OG0000954	Prak.g_01831	Prad.g_01641
OG0000955	Prak.g_01832	Prad.g_01640
OG0000956	Prak.g_01834	Prad.g_01638
OG0000957	Prak.g_01840	Prad.g_01633
OG0000958	Prak.g_01841	Prad.g_01632
OG0000959	Prak.g_01845	Prad.g_01628
OG0000960	Prak.g_01846	Prad.g_01627
OG0000961	Prak.g_01849	Prad.g_01625
OG0000962	Prak.g_01851	Prad.g_01623
OG0000963	Prak.g_01855	Prad.g_01620
OG0000964	Prak.g_01856	Prad.g_01619
OG0000965	Prak.g_01857	Prad.g_01618
OG0000966	Prak.g_01863	Prad.g_01611
OG0000967	Prak.g_01867	Prad.g_01607
OG0000968	Prak.g_01869	Prad.g_01605
OG0000969	Prak.g_01870	Prad.g_01604
OG0000970	Prak.g_01871	Prad.g_01603
OG0000971	Prak.g_01872	Prad.g_01602
OG0000972	Prak.g_01873	Prad.g_01601
OG0000973	Prak.g_01874	Prad.g_01600
OG0000974	Prak.g_01875	Prad.g_01599
OG0000975	Prak.g_01876	Prad.g_01598
OG0000976	Prak.g_01877	Prad.g_01597
OG0000977	Prak.g_01878	Prad.g_01596
OG0000978	Prak.g_01879	Prad.g_01595
OG0000979	Prak.g_01882	Prad.g_01592
OG0000980	Prak.g_01884	Prad.g_01590
OG0000981	Prak.g_01887	Prad.g_01588
OG0000982	Prak.g_01889	Prad.g_01586
OG0000983	Prak.g_01890	Prad.g_01585
OG0000984	Prak.g_01891	Prad.g_01584
OG0000985	Prak.g_01894	Prad.g_01581
OG0000986	Prak.g_01896	Prad.g_01579
OG0000987	Prak.g_01897	Prad.g_01578
OG0000988	Prak.g_01900	Prad.g_01575
OG0000989	Prak.g_01904	Prad.g_01571
OG0000990	Prak.g_01908	Prad.g_01568
OG0000991	Prak.g_01909	Prad.g_01567
OG0000992	Prak.g_01912	Prad.g_01565
OG0000993	Prak.g_01913	Prad.g_01564
OG0000994	Prak.g_01914	Prad.g_01563
OG0000995	Prak.g_01918	Prad.g_01559
OG0000996	Prak.g_01919	Prad.g_01558
OG0000997	Prak.g_01922	Prad.g_01557
OG0000998	Prak.g_01924	Prad.g_01555
OG0000999	Prak.g_01925	Prad.g_01554
OG0001000	Prak.g_01928	Prad.g_01551
OG0001001	Prak.g_01931	Prad.g_01549
OG0001002	Prak.g_01936	Prad.g_01545
OG0001003	Prak.g_01937	Prad.g_01544
OG0001004	Prak.g_01938	Prad.g_01543
OG0001005	Prak.g_01939	Prad.g_01542
OG0001006	Prak.g_01943	Prad.g_01538
OG0001007	Prak.g_01945	Prad.g_01536
OG0001008	Prak.g_00399	Prad.g_00070
OG0001009	Prak.g_00027	Prad.g_01959
OG0001010	Prak.g_00028	Prad.g_01958
OG0001011	Prak.g_00030	Prad.g_01957
OG0001012	Prak.g_00044	Prad.g_01944
OG0001013	Prak.g_00051	Prad.g_01938
OG0001014	Prak.g_00054	Prad.g_01935
OG0001015	Prak.g_00056	Prad.g_01934
OG0001016	Prak.g_00078	Prad.g_01920
OG0001017	Prak.g_00082	Prad.g_01916
OG0001018	Prak.g_00084	Prad.g_01913
OG0001019	Prak.g_00093	Prad.g_01904
OG0001020	Prak.g_00094	Prad.g_01903
OG0001021	Prak.g_00095	Prad.g_01902
OG0001022	Prak.g_00098	Prad.g_01899
OG0001023	Prak.g_00099	Prad.g_01898
OG0001024	Prak.g_00103	Prad.g_01895
OG0001025	Prak.g_00110	Prad.g_01889
OG0001026	Prak.g_00119	Prad.g_01882
OG0001027	Prak.g_00120	Prad.g_01881
OG0001028	Prak.g_00122	Prad.g_01879
OG0001029	Prak.g_00123	Prad.g_01878
OG0001030	Prak.g_00139	Prad.g_01863
OG0001031	Prak.g_00199	Prad.g_01805
OG0001032	Prak.g_00200	Prad.g_01804
OG0001033	Prak.g_00221	Prad.g_01783
OG0001034	Prak.g_00252	Prad.g_01755
OG0001035	Prak.g_00272	Prad.g_01737
OG0001036	Prak.g_00276	Prad.g_01732
OG0001037	Prak.g_00277	Prad.g_01731
OG0001038	Prak.g_00296	Prad.g_01713
OG0001039	Prak.g_00299	Prad.g_01710
OG0001040	Prak.g_00301	Prad.g_01708
OG0001041	Prak.g_00306	Prad.g_01704
OG0001042	Prak.g_00323	Prad.g_01687
OG0001043	Prak.g_00324	Prad.g_01686
OG0001044	Prak.g_00355	Prad.g_01658
OG0001045	Prak.g_00364	Prad.g_01649
OG0001046	Prak.g_01597	Prad.g_00730
OG0001047	Prak.g_00401	Prad.g_00068
OG0001048	Prak.g_00402	Prad.g_00067
OG0001049	Prak.g_00404	Prad.g_00065
OG0001050	Prak.g_00405	Prad.g_00064
OG0001051	Prak.g_00406	Prad.g_00063
OG0001052	Prak.g_00432	Prad.g_00036
OG0001053	Prak.g_00444	Prad.g_00024
OG0001054	Prak.g_00459	Prad.g_00131
OG0001055	Prak.g_00478	Prad.g_00112
OG0001056	Prak.g_00495	Prad.g_00093
OG0001057	Prak.g_00500	Prad.g_01331
OG0001058	Prak.g_00509	Prad.g_01339
OG0001059	Prak.g_00513	Prad.g_01343
OG0001060	Prak.g_00519	Prad.g_01350
OG0001061	Prak.g_00534	Prad.g_01363
OG0001062	Prak.g_00536	Prad.g_01365
OG0001063	Prak.g_00538	Prad.g_01367
OG0001064	Prak.g_00539	Prad.g_01368
OG0001065	Prak.g_00540	Prad.g_01369
OG0001066	Prak.g_00541	Prad.g_01370
OG0001067	Prak.g_00542	Prad.g_01371
OG0001068	Prak.g_00543	Prad.g_01372
OG0001069	Prak.g_00544	Prad.g_01373
OG0001070	Prak.g_00548	Prad.g_01376
OG0001071	Prak.g_00549	Prad.g_01377
OG0001072	Prak.g_00551	Prad.g_01379
OG0001073	Prak.g_00565	Prad.g_01393
OG0001074	Prak.g_00577	Prad.g_01404
OG0001075	Prak.g_00578	Prad.g_01405
OG0001076	Prak.g_00585	Prad.g_01413
OG0001077	Prak.g_00591	Prad.g_01417
OG0001078	Prak.g_01107	Prad.g_01425
OG0001079	Prak.g_01095	Prad.g_01221
OG0001080	Prak.g_01089	Prad.g_01227
OG0001081	Prak.g_01087	Prad.g_01229
OG0001082	Prak.g_01086	Prad.g_01230
OG0001083	Prak.g_01081	Prad.g_01235
OG0001084	Prak.g_01080	Prad.g_01236
OG0001085	Prak.g_00797	Prad.g_01244
OG0001086	Prak.g_00798	Prad.g_01245
OG0001087	Prak.g_00816	Prad.g_01262
OG0001088	Prak.g_00817	Prad.g_01263
OG0001089	Prak.g_00828	Prad.g_01271
OG0001090	Prak.g_00838	Prad.g_01050
OG0001091	Prak.g_01060	Prad.g_01052
OG0001092	Prak.g_01059	Prad.g_01053
OG0001093	Prak.g_01054	Prad.g_01058
OG0001094	Prak.g_01061	Prad.g_01140
OG0001095	Prak.g_00858	Prad.g_01159
OG0001096	Prak.g_00872	Prad.g_01172
OG0001097	Prak.g_00892	Prad.g_00303
OG0001098	Prak.g_00911	Prad.g_00288
OG0001099	Prak.g_00753	Prad.g_00256
OG0001100	Prak.g_00761	Prad.g_00252
OG0001101	Prak.g_00764	Prad.g_00250
OG0001102	Prak.g_00767	Prad.g_00248
OG0001103	Prak.g_00769	Prad.g_00246
OG0001104	Prak.g_00792	Prad.g_00223
OG0001105	Prak.g_00796	Prad.g_00219
OG0001106	Prak.g_00964	Prad.g_00195
OG0001107	Prak.g_00971	Prad.g_00188
OG0001108	Prak.g_00975	Prad.g_00184
OG0001109	Prak.g_00976	Prad.g_00183
OG0001110	Prak.g_00978	Prad.g_00181
OG0001111	Prak.g_00979	Prad.g_00180
OG0001112	Prak.g_00980	Prad.g_00179
OG0001113	Prak.g_00981	Prad.g_00178
OG0001114	Prak.g_00982	Prad.g_00177
OG0001115	Prak.g_00984	Prad.g_00175
OG0001116	Prak.g_00985	Prad.g_00174
OG0001117	Prak.g_00986	Prad.g_00173
OG0001118	Prak.g_00987	Prad.g_00172
OG0001119	Prak.g_00988	Prad.g_00171
OG0001120	Prak.g_00990	Prad.g_00169
OG0001122	Prak.g_01010	Prad.g_00141
OG0001123	Prak.g_01016	Prad.g_00137
OG0001124	Prak.g_01018	Prad.g_00135
OG0001125	Prak.g_01020	Prad.g_00134
OG0001126	Prak.g_00931	Prad.g_01030
OG0001127	Prak.g_00930	Prad.g_01029
OG0001128	Prak.g_00928	Prad.g_01026
OG0001129	Prak.g_00927	Prad.g_01025
OG0001130	Prak.g_00926	Prad.g_01024
OG0001131	Prak.g_00383	Prad.g_00990
OG0001132	Prak.g_00712	Prad.g_00981
OG0001133	Prak.g_01328	Prad.g_00655
OG0001134	Prak.g_01550	Prad.g_01989
OG0001135	Prak.g_01553	Prad.g_01526
OG0001136	Prak.g_01175	Prad.g_01499
OG0001137	Prak.g_01163	Prad.g_01488
OG0001138	Prak.g_01142	Prad.g_01469
OG0001139	Prak.g_01140	Prad.g_01468
OG0001140	Prak.g_01139	Prad.g_01467
OG0001141	Prak.g_01138	Prad.g_01466
OG0001142	Prak.g_01137	Prad.g_01465
OG0001143	Prak.g_01130	Prad.g_01458
OG0001144	Prak.g_01125	Prad.g_01453
OG0001145	Prak.g_01269	Prad.g_00362
OG0001146	Prak.g_01281	Prad.g_00624
OG0001147	Prak.g_01301	Prad.g_00608
OG0001148	Prak.g_01331	Prad.g_00592
OG0001149	Prak.g_01332	Prad.g_00591
OG0001150	Prak.g_01333	Prad.g_00590
OG0001151	Prak.g_01344	Prad.g_00579
OG0001152	Prak.g_01345	Prad.g_00578
OG0001153	Prak.g_01423	Prad.g_00482
OG0001154	Prak.g_01424	Prad.g_00481
OG0001155	Prak.g_01441	Prad.g_00469
OG0001156	Prak.g_01444	Prad.g_00466
OG0001157	Prak.g_01445	Prad.g_00465
OG0001158	Prak.g_01446	Prad.g_00464
OG0001159	Prak.g_01447	Prad.g_00463
OG0001160	Prak.g_01473	Prad.g_00439
OG0001161	Prak.g_01588	Prad.g_00426
OG0001162	Prak.g_01526	Prad.g_00415
OG0001163	Prak.g_01636	Prad.g_00949
OG0001164	Prak.g_01640	Prad.g_00945
OG0001165	Prak.g_01643	Prad.g_00942
