Orthogroup	Prak	Pray
OG0000583	Prak.g_00571	Pray.g_01154
OG0000584	Prak.g_00572	Pray.g_01153
OG0000585	Prak.g_00574	Pray.g_01151
OG0000586	Prak.g_00575	Pray.g_01150
OG0000587	Prak.g_00576	Pray.g_01149
OG0000588	Prak.g_00580	Pray.g_01145
OG0000589	Prak.g_00582	Pray.g_01142
OG0000590	Prak.g_00583	Pray.g_01141
OG0000591	Prak.g_00587	Pray.g_01138
OG0000592	Prak.g_00588	Pray.g_01137
OG0000593	Prak.g_01111	Pray.g_01131
OG0000594	Prak.g_01110	Pray.g_01130
OG0000595	Prak.g_01109	Pray.g_01129
OG0000596	Prak.g_01105	Pray.g_01125
OG0000597	Prak.g_01102	Pray.g_01123
OG0000598	Prak.g_01101	Pray.g_01122
OG0000599	Prak.g_01098	Pray.g_01119
OG0000600	Prak.g_01097	Pray.g_01118
OG0000601	Prak.g_01096	Pray.g_01117
OG0000602	Prak.g_01094	Pray.g_01115
OG0000603	Prak.g_01093	Pray.g_01114
OG0000604	Prak.g_01092	Pray.g_01113
OG0000605	Prak.g_01091	Pray.g_01112
OG0000606	Prak.g_01088	Pray.g_01109
OG0000607	Prak.g_01085	Pray.g_01106
OG0000608	Prak.g_01084	Pray.g_01105
OG0000609	Prak.g_01083	Pray.g_01104
OG0000610	Prak.g_01077	Pray.g_01099
OG0000611	Prak.g_01074	Pray.g_01096
OG0000612	Prak.g_01073	Pray.g_01095
OG0000613	Prak.g_00800	Pray.g_01090
OG0000614	Prak.g_00821	Pray.g_01071
OG0000615	Prak.g_00832	Pray.g_01063
OG0000616	Prak.g_01934	Pray.g_01059
OG0000617	Prak.g_01057	Pray.g_01034
OG0000618	Prak.g_01056	Pray.g_01033
OG0000619	Prak.g_01055	Pray.g_01032
OG0000620	Prak.g_01052	Pray.g_01029
OG0000621	Prak.g_01051	Pray.g_01028
OG0000622	Prak.g_01050	Pray.g_01027
OG0000623	Prak.g_01049	Pray.g_01026
OG0000624	Prak.g_01047	Pray.g_01025
OG0000625	Prak.g_01046	Pray.g_00269
OG0000626	Prak.g_01045	Pray.g_00270
OG0000627	Prak.g_01044	Pray.g_00271
OG0000628	Prak.g_01043	Pray.g_00272
OG0000629	Prak.g_01042	Pray.g_00273
OG0000630	Prak.g_01039	Pray.g_00276
OG0000631	Prak.g_00946	Pray.g_00339
OG0000632	Prak.g_00947	Pray.g_00340
OG0000633	Prak.g_00948	Pray.g_00341
OG0000634	Prak.g_00841	Pray.g_00344
OG0000635	Prak.g_00842	Pray.g_00345
OG0000636	Prak.g_00844	Pray.g_00347
OG0000637	Prak.g_00846	Pray.g_00349
OG0000638	Prak.g_00847	Pray.g_00350
OG0000639	Prak.g_00848	Pray.g_00351
OG0000640	Prak.g_00849	Pray.g_00352
OG0000641	Prak.g_00853	Pray.g_00356
OG0000642	Prak.g_00854	Pray.g_00357
OG0000643	Prak.g_00855	Pray.g_00358
OG0000644	Prak.g_00856	Pray.g_00359
OG0000645	Prak.g_00857	Pray.g_00360
OG0000646	Prak.g_00859	Pray.g_00362
OG0000647	Prak.g_00861	Pray.g_00363
OG0000648	Prak.g_00863	Pray.g_00365
OG0000649	Prak.g_00864	Pray.g_00366
OG0000650	Prak.g_00865	Pray.g_00367
OG0000651	Prak.g_00866	Pray.g_00368
OG0000652	Prak.g_00867	Pray.g_00369
OG0000653	Prak.g_00869	Pray.g_00371
OG0000654	Prak.g_00870	Pray.g_00372
OG0000655	Prak.g_00871	Pray.g_00373
OG0000656	Prak.g_00874	Pray.g_00376
OG0000657	Prak.g_00882	Pray.g_00384
OG0000658	Prak.g_00884	Pray.g_00385
OG0000659	Prak.g_00885	Pray.g_00386
OG0000660	Prak.g_00889	Pray.g_00390
OG0000661	Prak.g_00891	Pray.g_00392
OG0000662	Prak.g_00893	Pray.g_00394
OG0000663	Prak.g_00895	Pray.g_00396
OG0000664	Prak.g_00896	Pray.g_00397
OG0000665	Prak.g_00902	Pray.g_00401
OG0000666	Prak.g_00903	Pray.g_00402
OG0000667	Prak.g_00907	Pray.g_00406
OG0000668	Prak.g_00748	Pray.g_00436
OG0000669	Prak.g_00759	Pray.g_00443
OG0000670	Prak.g_00762	Pray.g_00445
OG0000671	Prak.g_00765	Pray.g_00447
OG0000672	Prak.g_00768	Pray.g_00450
OG0000673	Prak.g_00771	Pray.g_00453
OG0000674	Prak.g_00773	Pray.g_00455
OG0000675	Prak.g_00774	Pray.g_00456
OG0000676	Prak.g_00776	Pray.g_00458
OG0000677	Prak.g_00777	Pray.g_00459
OG0000678	Prak.g_00779	Pray.g_00461
OG0000679	Prak.g_00783	Pray.g_00465
OG0000680	Prak.g_00784	Pray.g_00466
OG0000681	Prak.g_00787	Pray.g_00469
OG0000682	Prak.g_00788	Pray.g_00470
OG0000683	Prak.g_00789	Pray.g_00471
OG0000684	Prak.g_00791	Pray.g_00473
OG0000685	Prak.g_00793	Pray.g_00475
OG0000686	Prak.g_00794	Pray.g_00476
OG0000687	Prak.g_00795	Pray.g_00477
OG0000688	Prak.g_01069	Pray.g_00480
OG0000689	Prak.g_01068	Pray.g_00481
OG0000690	Prak.g_01067	Pray.g_00482
OG0000691	Prak.g_01066	Pray.g_00483
OG0000692	Prak.g_01064	Pray.g_00485
OG0000693	Prak.g_01063	Pray.g_00486
OG0000694	Prak.g_01062	Pray.g_00487
OG0000695	Prak.g_00950	Pray.g_00489
OG0000696	Prak.g_00951	Pray.g_00490
OG0000697	Prak.g_00952	Pray.g_00491
OG0000698	Prak.g_00955	Pray.g_00494
OG0000699	Prak.g_00956	Pray.g_00495
OG0000700	Prak.g_00957	Pray.g_00496
OG0000701	Prak.g_00958	Pray.g_00497
OG0000702	Prak.g_00960	Pray.g_00499
OG0000703	Prak.g_00961	Pray.g_00500
OG0000704	Prak.g_00963	Pray.g_00501
OG0000705	Prak.g_00966	Pray.g_00505
OG0000706	Prak.g_00967	Pray.g_00506
OG0000707	Prak.g_00968	Pray.g_00507
OG0000708	Prak.g_00970	Pray.g_00508
OG0000709	Prak.g_00974	Pray.g_00512
OG0000710	Prak.g_00977	Pray.g_00515
OG0000711	Prak.g_00995	Pray.g_00532
OG0000712	Prak.g_00996	Pray.g_00534
OG0000713	Prak.g_00997	Pray.g_00535
OG0000714	Prak.g_00998	Pray.g_00536
OG0000715	Prak.g_01000	Pray.g_00538
OG0000716	Prak.g_01002	Pray.g_00540
OG0000717	Prak.g_01003	Pray.g_00541
OG0000718	Prak.g_01007	Pray.g_00553
OG0000719	Prak.g_01009	Pray.g_00555
OG0000720	Prak.g_01021	Pray.g_00564
OG0000721	Prak.g_01025	Pray.g_00566
OG0000722	Prak.g_01026	Pray.g_00567
OG0000723	Prak.g_01030	Pray.g_00570
OG0000724	Prak.g_00925	Pray.g_00579
OG0000725	Prak.g_00919	Pray.g_00585
OG0000726	Prak.g_00918	Pray.g_00586
OG0000727	Prak.g_00917	Pray.g_00587
OG0000728	Prak.g_00915	Pray.g_00589
OG0000729	Prak.g_01255	Pray.g_00634
OG0000730	Prak.g_01214	Pray.g_00132
OG0000731	Prak.g_00362	Pray.g_00128
OG0000732	Prak.g_01885	Pray.g_00118
OG0000733	Prak.g_01551	Pray.g_00096
OG0000734	Prak.g_01188	Pray.g_00079
OG0000735	Prak.g_01186	Pray.g_00077
OG0000736	Prak.g_01185	Pray.g_00076
OG0000737	Prak.g_01184	Pray.g_00075
OG0000738	Prak.g_01180	Pray.g_00071
OG0000739	Prak.g_01179	Pray.g_00070
OG0000740	Prak.g_01178	Pray.g_00069
OG0000741	Prak.g_01176	Pray.g_00068
OG0000742	Prak.g_01173	Pray.g_00065
OG0000743	Prak.g_01171	Pray.g_00063
OG0000744	Prak.g_01170	Pray.g_00062
OG0000745	Prak.g_01169	Pray.g_00060
OG0000746	Prak.g_01167	Pray.g_00058
OG0000747	Prak.g_01166	Pray.g_00057
OG0000748	Prak.g_01162	Pray.g_00054
OG0000749	Prak.g_01161	Pray.g_00053
OG0000750	Prak.g_01160	Pray.g_00052
OG0000751	Prak.g_01157	Pray.g_00050
OG0000752	Prak.g_01155	Pray.g_00048
OG0000753	Prak.g_01153	Pray.g_00045
OG0000754	Prak.g_01150	Pray.g_00042
OG0000755	Prak.g_01144	Pray.g_00039
OG0000756	Prak.g_01143	Pray.g_00038
OG0000757	Prak.g_01136	Pray.g_00032
OG0000758	Prak.g_01135	Pray.g_00031
OG0000759	Prak.g_01134	Pray.g_00030
OG0000760	Prak.g_01133	Pray.g_00029
OG0000761	Prak.g_01132	Pray.g_00028
OG0000762	Prak.g_01131	Pray.g_00027
OG0000763	Prak.g_01129	Pray.g_00025
OG0000764	Prak.g_01128	Pray.g_00024
OG0000765	Prak.g_01120	Pray.g_00015
OG0000766	Prak.g_01119	Pray.g_00014
OG0000767	Prak.g_01117	Pray.g_00012
OG0000768	Prak.g_01116	Pray.g_00011
OG0000769	Prak.g_01114	Pray.g_00009
OG0000770	Prak.g_00593	Pray.g_00007
OG0000771	Prak.g_01487	Pray.g_00250
OG0000772	Prak.g_01571	Pray.g_01895
OG0000773	Prak.g_01268	Pray.g_01879
OG0000774	Prak.g_01270	Pray.g_01877
OG0000775	Prak.g_01272	Pray.g_01875
OG0000776	Prak.g_01273	Pray.g_01874
OG0000777	Prak.g_01274	Pray.g_01873
OG0000778	Prak.g_01275	Pray.g_01872
OG0000779	Prak.g_01279	Pray.g_01868
OG0000780	Prak.g_01280	Pray.g_01867
OG0000781	Prak.g_01284	Pray.g_01864
OG0000782	Prak.g_01285	Pray.g_01863
OG0000783	Prak.g_01286	Pray.g_01862
OG0000784	Prak.g_01287	Pray.g_01861
OG0000785	Prak.g_01289	Pray.g_01859
OG0000786	Prak.g_01292	Pray.g_01857
OG0000787	Prak.g_01293	Pray.g_01856
OG0000788	Prak.g_00460	Pray.g_01842
OG0000789	Prak.g_01490	Pray.g_01839
OG0000790	Prak.g_01334	Pray.g_01824
OG0000791	Prak.g_01336	Pray.g_01822
OG0000792	Prak.g_01337	Pray.g_01821
OG0000793	Prak.g_01340	Pray.g_01818
OG0000794	Prak.g_01341	Pray.g_01817
OG0000795	Prak.g_01342	Pray.g_01816
OG0000796	Prak.g_01346	Pray.g_01812
OG0000797	Prak.g_01347	Pray.g_01811
OG0000798	Prak.g_00696	Pray.g_01799
OG0000799	Prak.g_01374	Pray.g_01740
OG0000800	Prak.g_01375	Pray.g_01739
OG0000801	Prak.g_01376	Pray.g_01738
OG0000802	Prak.g_01378	Pray.g_01736
OG0000803	Prak.g_01380	Pray.g_01734
OG0000804	Prak.g_01381	Pray.g_01733
OG0000805	Prak.g_01383	Pray.g_01731
OG0000806	Prak.g_01385	Pray.g_01729
OG0000807	Prak.g_01386	Pray.g_01728
OG0000808	Prak.g_01387	Pray.g_01727
OG0000809	Prak.g_01389	Pray.g_01724
OG0000810	Prak.g_01390	Pray.g_01723
OG0000811	Prak.g_01394	Pray.g_01719
OG0000812	Prak.g_01396	Pray.g_01717
OG0000813	Prak.g_01397	Pray.g_01716
OG0000814	Prak.g_01399	Pray.g_01714
OG0000815	Prak.g_01400	Pray.g_01713
OG0000816	Prak.g_01402	Pray.g_01711
OG0000817	Prak.g_01403	Pray.g_01710
OG0000818	Prak.g_01408	Pray.g_01705
OG0000819	Prak.g_01409	Pray.g_01704
OG0000820	Prak.g_01410	Pray.g_01703
OG0000821	Prak.g_01414	Pray.g_01699
OG0000822	Prak.g_01415	Pray.g_01698
OG0000823	Prak.g_01416	Pray.g_01697
OG0000824	Prak.g_01419	Pray.g_01694
OG0000825	Prak.g_01420	Pray.g_01693
OG0000826	Prak.g_01421	Pray.g_01692
OG0000827	Prak.g_01422	Pray.g_01691
OG0000828	Prak.g_01425	Pray.g_01688
OG0000829	Prak.g_01426	Pray.g_01687
OG0000830	Prak.g_01427	Pray.g_01686
OG0000831	Prak.g_01429	Pray.g_01684
OG0000832	Prak.g_01439	Pray.g_01678
OG0000833	Prak.g_01448	Pray.g_01670
OG0000834	Prak.g_01449	Pray.g_01669
OG0000835	Prak.g_01450	Pray.g_01668
OG0000836	Prak.g_01451	Pray.g_01667
OG0000837	Prak.g_01452	Pray.g_01666
OG0000838	Prak.g_01454	Pray.g_01664
OG0000839	Prak.g_01455	Pray.g_01663
OG0000840	Prak.g_01456	Pray.g_01662
OG0000841	Prak.g_01457	Pray.g_01661
OG0000842	Prak.g_01458	Pray.g_01660
OG0000843	Prak.g_01459	Pray.g_01659
OG0000844	Prak.g_01460	Pray.g_01658
OG0000845	Prak.g_01461	Pray.g_01657
OG0000846	Prak.g_01462	Pray.g_01656
OG0000847	Prak.g_01463	Pray.g_01655
OG0000848	Prak.g_01464	Pray.g_01654
OG0000849	Prak.g_01465	Pray.g_01653
OG0000850	Prak.g_01467	Pray.g_01651
OG0000851	Prak.g_01468	Pray.g_01650
OG0000852	Prak.g_01469	Pray.g_01649
OG0000853	Prak.g_01475	Pray.g_01645
OG0000854	Prak.g_01477	Pray.g_01643
OG0000855	Prak.g_01478	Pray.g_01642
OG0000856	Prak.g_00590	Pray.g_01627
OG0000857	Prak.g_00860	Pray.g_01600
OG0000858	Prak.g_01638	Pray.g_01565
OG0000859	Prak.g_01639	Pray.g_01564
OG0000860	Prak.g_01647	Pray.g_01557
OG0000861	Prak.g_01648	Pray.g_01556
OG0000862	Prak.g_01649	Pray.g_01555
OG0000863	Prak.g_01651	Pray.g_01553
OG0000864	Prak.g_01652	Pray.g_01552
OG0000865	Prak.g_01653	Pray.g_01551
OG0000866	Prak.g_01654	Pray.g_01550
OG0000867	Prak.g_01655	Pray.g_01549
OG0000868	Prak.g_01657	Pray.g_01548
OG0000869	Prak.g_01660	Pray.g_01544
OG0000870	Prak.g_01665	Pray.g_01539
OG0000871	Prak.g_01666	Pray.g_01538
OG0000872	Prak.g_01667	Pray.g_01537
OG0000873	Prak.g_01670	Pray.g_01534
OG0000874	Prak.g_01673	Pray.g_01531
OG0000875	Prak.g_01674	Pray.g_01530
OG0000876	Prak.g_01675	Pray.g_01529
OG0000877	Prak.g_01677	Pray.g_01527
OG0000878	Prak.g_01678	Pray.g_01526
OG0000879	Prak.g_01679	Pray.g_01525
OG0000880	Prak.g_01680	Pray.g_01524
OG0000881	Prak.g_01684	Pray.g_01520
OG0000882	Prak.g_01689	Pray.g_01515
OG0000883	Prak.g_01691	Pray.g_01513
OG0000884	Prak.g_01693	Pray.g_01512
OG0000885	Prak.g_01694	Pray.g_01511
OG0000886	Prak.g_01695	Pray.g_01510
OG0000887	Prak.g_01696	Pray.g_01509
OG0000888	Prak.g_01698	Pray.g_01507
OG0000889	Prak.g_01700	Pray.g_01505
OG0000890	Prak.g_01701	Pray.g_01504
OG0000891	Prak.g_01702	Pray.g_01503
OG0000892	Prak.g_01704	Pray.g_01229
OG0000893	Prak.g_01708	Pray.g_01234
OG0000894	Prak.g_01711	Pray.g_01236
OG0000895	Prak.g_01715	Pray.g_01239
OG0000896	Prak.g_01716	Pray.g_01240
OG0000897	Prak.g_01718	Pray.g_01242
OG0000898	Prak.g_01719	Pray.g_01243
OG0000899	Prak.g_01720	Pray.g_01244
OG0000900	Prak.g_01721	Pray.g_01245
OG0000901	Prak.g_01724	Pray.g_01248
OG0000902	Prak.g_01726	Pray.g_01250
OG0000903	Prak.g_01730	Pray.g_01253
OG0000904	Prak.g_01734	Pray.g_01255
OG0000905	Prak.g_01728	Pray.g_01260
OG0000906	Prak.g_01727	Pray.g_01261
OG0000907	Prak.g_01737	Pray.g_01264
OG0000908	Prak.g_01740	Pray.g_01267
OG0000909	Prak.g_01741	Pray.g_01268
OG0000910	Prak.g_01742	Pray.g_01269
OG0000911	Prak.g_01744	Pray.g_01271
OG0000912	Prak.g_01745	Pray.g_01272
OG0000913	Prak.g_01746	Pray.g_01273
OG0000914	Prak.g_01747	Pray.g_01274
OG0000915	Prak.g_01748	Pray.g_01275
OG0000916	Prak.g_01749	Pray.g_01276
OG0000917	Prak.g_01750	Pray.g_01277
OG0000918	Prak.g_01751	Pray.g_01278
OG0000919	Prak.g_01752	Pray.g_01279
OG0000920	Prak.g_01753	Pray.g_01280
OG0000921	Prak.g_01754	Pray.g_01281
OG0000922	Prak.g_01755	Pray.g_01282
OG0000923	Prak.g_01759	Pray.g_01286
OG0000924	Prak.g_01760	Pray.g_01287
OG0000925	Prak.g_01761	Pray.g_01288
OG0000926	Prak.g_01762	Pray.g_01289
OG0000927	Prak.g_01764	Pray.g_01291
OG0000928	Prak.g_01765	Pray.g_01292
OG0000929	Prak.g_01766	Pray.g_01293
OG0000930	Prak.g_01767	Pray.g_01294
OG0000931	Prak.g_01768	Pray.g_01295
OG0000932	Prak.g_01769	Pray.g_01296
OG0000933	Prak.g_01773	Pray.g_01300
OG0000934	Prak.g_01775	Pray.g_01302
OG0000935	Prak.g_01776	Pray.g_01303
OG0000936	Prak.g_01777	Pray.g_01304
OG0000937	Prak.g_01778	Pray.g_01305
OG0000938	Prak.g_01781	Pray.g_01307
OG0000939	Prak.g_01782	Pray.g_01308
OG0000940	Prak.g_01789	Pray.g_01315
OG0000941	Prak.g_01791	Pray.g_01317
OG0000942	Prak.g_01793	Pray.g_01319
OG0000943	Prak.g_01794	Pray.g_01320
OG0000944	Prak.g_01796	Pray.g_01321
OG0000945	Prak.g_01797	Pray.g_01322
OG0000946	Prak.g_01802	Pray.g_01327
OG0000947	Prak.g_01804	Pray.g_01329
OG0000948	Prak.g_01805	Pray.g_01330
OG0000949	Prak.g_01808	Pray.g_01333
OG0000950	Prak.g_01815	Pray.g_01338
OG0000951	Prak.g_01819	Pray.g_01342
OG0000952	Prak.g_01823	Pray.g_01346
OG0000953	Prak.g_01827	Pray.g_01349
OG0000954	Prak.g_01831	Pray.g_01353
OG0000955	Prak.g_01832	Pray.g_01354
OG0000956	Prak.g_01834	Pray.g_01356
OG0000957	Prak.g_01840	Pray.g_01362
OG0000958	Prak.g_01841	Pray.g_01363
OG0000959	Prak.g_01845	Pray.g_01367
OG0000960	Prak.g_01846	Pray.g_01368
OG0000961	Prak.g_01849	Pray.g_01370
OG0000962	Prak.g_01851	Pray.g_01372
OG0000963	Prak.g_01855	Pray.g_01376
OG0000964	Prak.g_01856	Pray.g_01377
OG0000965	Prak.g_01857	Pray.g_01378
OG0000966	Prak.g_01863	Pray.g_01385
OG0000967	Prak.g_01867	Pray.g_01390
OG0000968	Prak.g_01869	Pray.g_01392
OG0000969	Prak.g_01870	Pray.g_01393
OG0000970	Prak.g_01871	Pray.g_01394
OG0000971	Prak.g_01872	Pray.g_01395
OG0000972	Prak.g_01873	Pray.g_01396
OG0000973	Prak.g_01874	Pray.g_01397
OG0000974	Prak.g_01875	Pray.g_01398
OG0000975	Prak.g_01876	Pray.g_01399
OG0000976	Prak.g_01877	Pray.g_01400
OG0000977	Prak.g_01878	Pray.g_01401
OG0000978	Prak.g_01879	Pray.g_01402
OG0000979	Prak.g_01882	Pray.g_01405
OG0000980	Prak.g_01884	Pray.g_01407
OG0000981	Prak.g_01887	Pray.g_01409
OG0000982	Prak.g_01889	Pray.g_01411
OG0000983	Prak.g_01890	Pray.g_01412
OG0000984	Prak.g_01891	Pray.g_01413
OG0000985	Prak.g_01894	Pray.g_01416
OG0000986	Prak.g_01896	Pray.g_01418
OG0000987	Prak.g_01897	Pray.g_01419
OG0000988	Prak.g_01900	Pray.g_01422
OG0000989	Prak.g_01904	Pray.g_01426
OG0000990	Prak.g_01908	Pray.g_01429
OG0000991	Prak.g_01909	Pray.g_01430
OG0000992	Prak.g_01912	Pray.g_01432
OG0000993	Prak.g_01913	Pray.g_01433
OG0000994	Prak.g_01914	Pray.g_01434
OG0000995	Prak.g_01918	Pray.g_01438
OG0000996	Prak.g_01919	Pray.g_01439
OG0000997	Prak.g_01922	Pray.g_01440
OG0000998	Prak.g_01924	Pray.g_01442
OG0000999	Prak.g_01925	Pray.g_01443
OG0001000	Prak.g_01928	Pray.g_01446
OG0001001	Prak.g_01931	Pray.g_01448
OG0001002	Prak.g_01936	Pray.g_01452
OG0001003	Prak.g_01937	Pray.g_01453
OG0001004	Prak.g_01938	Pray.g_01454
OG0001005	Prak.g_01939	Pray.g_01455
OG0001006	Prak.g_01943	Pray.g_01459
OG0001007	Prak.g_01945	Pray.g_01461
OG0001008	Prak.g_00399	Pray.g_00927
OG0001009	Prak.g_00027	Pray.g_01489
OG0001010	Prak.g_00028	Pray.g_01490
OG0001011	Prak.g_00030	Pray.g_01491
OG0001012	Prak.g_00044	Pray.g_00240
OG0001013	Prak.g_00051	Pray.g_00235
OG0001014	Prak.g_00054	Pray.g_00232
OG0001015	Prak.g_00056	Pray.g_00231
OG0001016	Prak.g_00078	Pray.g_00216
OG0001017	Prak.g_00082	Pray.g_00212
OG0001018	Prak.g_00084	Pray.g_00209
OG0001019	Prak.g_00093	Pray.g_00200
OG0001020	Prak.g_00094	Pray.g_00199
OG0001021	Prak.g_00095	Pray.g_00198
OG0001022	Prak.g_00098	Pray.g_00195
OG0001023	Prak.g_00099	Pray.g_00194
OG0001024	Prak.g_00103	Pray.g_00191
OG0001025	Prak.g_00110	Pray.g_00185
OG0001026	Prak.g_00119	Pray.g_00178
OG0001027	Prak.g_00120	Pray.g_00177
OG0001028	Prak.g_00122	Pray.g_00175
OG0001029	Prak.g_00123	Pray.g_00174
OG0001030	Prak.g_00139	Pray.g_00159
OG0001031	Prak.g_00199	Pray.g_00667
OG0001032	Prak.g_00200	Pray.g_00668
OG0001033	Prak.g_00221	Pray.g_00689
OG0001034	Prak.g_00252	Pray.g_00717
OG0001035	Prak.g_00272	Pray.g_00735
OG0001036	Prak.g_00276	Pray.g_00739
OG0001037	Prak.g_00277	Pray.g_00740
OG0001038	Prak.g_00296	Pray.g_00757
OG0001039	Prak.g_00299	Pray.g_00760
OG0001040	Prak.g_00301	Pray.g_00762
OG0001041	Prak.g_00306	Pray.g_00766
OG0001042	Prak.g_00323	Pray.g_00782
OG0001043	Prak.g_00324	Pray.g_00783
OG0001044	Prak.g_00355	Pray.g_00811
OG0001045	Prak.g_00364	Pray.g_00820
OG0001046	Prak.g_01597	Pray.g_00857
OG0001047	Prak.g_00401	Pray.g_00929
OG0001048	Prak.g_00402	Pray.g_00930
OG0001049	Prak.g_00404	Pray.g_00932
OG0001050	Prak.g_00405	Pray.g_00933
OG0001051	Prak.g_00406	Pray.g_00934
OG0001052	Prak.g_00432	Pray.g_00961
OG0001053	Prak.g_00444	Pray.g_00973
OG0001054	Prak.g_00459	Pray.g_00989
OG0001055	Prak.g_00478	Pray.g_01008
OG0001056	Prak.g_00495	Pray.g_01225
OG0001057	Prak.g_00500	Pray.g_01220
OG0001058	Prak.g_00509	Pray.g_01212
OG0001059	Prak.g_00513	Pray.g_01208
OG0001060	Prak.g_00519	Pray.g_01201
OG0001061	Prak.g_00534	Pray.g_01188
OG0001062	Prak.g_00536	Pray.g_01186
OG0001063	Prak.g_00538	Pray.g_01184
OG0001064	Prak.g_00539	Pray.g_01183
OG0001065	Prak.g_00540	Pray.g_01182
OG0001066	Prak.g_00541	Pray.g_01181
OG0001067	Prak.g_00542	Pray.g_01180
OG0001068	Prak.g_00543	Pray.g_01179
OG0001069	Prak.g_00544	Pray.g_01178
OG0001070	Prak.g_00548	Pray.g_01175
OG0001071	Prak.g_00549	Pray.g_01174
OG0001072	Prak.g_00551	Pray.g_01173
OG0001073	Prak.g_00565	Pray.g_01159
OG0001074	Prak.g_00577	Pray.g_01148
OG0001075	Prak.g_00578	Pray.g_01147
OG0001076	Prak.g_00585	Pray.g_01139
OG0001077	Prak.g_00591	Pray.g_01135
OG0001078	Prak.g_01107	Pray.g_01127
OG0001079	Prak.g_01095	Pray.g_01116
OG0001080	Prak.g_01089	Pray.g_01110
OG0001081	Prak.g_01087	Pray.g_01108
OG0001082	Prak.g_01086	Pray.g_01107
OG0001083	Prak.g_01081	Pray.g_01102
OG0001084	Prak.g_01080	Pray.g_01101
OG0001085	Prak.g_00797	Pray.g_01093
OG0001086	Prak.g_00798	Pray.g_01092
OG0001087	Prak.g_00816	Pray.g_01075
OG0001088	Prak.g_00817	Pray.g_01074
OG0001089	Prak.g_00828	Pray.g_01066
OG0001090	Prak.g_00838	Pray.g_01039
OG0001091	Prak.g_01060	Pray.g_01037
OG0001092	Prak.g_01059	Pray.g_01036
OG0001093	Prak.g_01054	Pray.g_01031
OG0001094	Prak.g_01061	Pray.g_00342
OG0001095	Prak.g_00858	Pray.g_00361
OG0001096	Prak.g_00872	Pray.g_00374
OG0001097	Prak.g_00892	Pray.g_00393
OG0001098	Prak.g_00911	Pray.g_00408
OG0001099	Prak.g_00753	Pray.g_00440
OG0001100	Prak.g_00761	Pray.g_00444
OG0001101	Prak.g_00764	Pray.g_00446
OG0001102	Prak.g_00767	Pray.g_00449
OG0001103	Prak.g_00769	Pray.g_00451
OG0001104	Prak.g_00792	Pray.g_00474
OG0001105	Prak.g_00796	Pray.g_00478
OG0001106	Prak.g_00964	Pray.g_00502
OG0001107	Prak.g_00971	Pray.g_00509
OG0001108	Prak.g_00975	Pray.g_00513
OG0001109	Prak.g_00976	Pray.g_00514
OG0001110	Prak.g_00978	Pray.g_00516
OG0001111	Prak.g_00979	Pray.g_00517
OG0001112	Prak.g_00980	Pray.g_00518
OG0001113	Prak.g_00981	Pray.g_00519
OG0001114	Prak.g_00982	Pray.g_00520
OG0001115	Prak.g_00984	Pray.g_00522
OG0001116	Prak.g_00985	Pray.g_00523
OG0001117	Prak.g_00986	Pray.g_00524
OG0001118	Prak.g_00987	Pray.g_00525
OG0001119	Prak.g_00988	Pray.g_00526
OG0001120	Prak.g_00990	Pray.g_00528
OG0001122	Prak.g_01010	Pray.g_00556
OG0001123	Prak.g_01016	Pray.g_00560
OG0001124	Prak.g_01018	Pray.g_00562
OG0001125	Prak.g_01020	Pray.g_00563
OG0001126	Prak.g_00931	Pray.g_00573
OG0001127	Prak.g_00930	Pray.g_00574
OG0001128	Prak.g_00928	Pray.g_00576
OG0001129	Prak.g_00927	Pray.g_00577
OG0001130	Prak.g_00926	Pray.g_00578
OG0001131	Prak.g_00383	Pray.g_00614
OG0001132	Prak.g_00712	Pray.g_00623
OG0001133	Prak.g_01328	Pray.g_00112
OG0001134	Prak.g_01550	Pray.g_00097
OG0001135	Prak.g_01553	Pray.g_00094
OG0001136	Prak.g_01175	Pray.g_00067
OG0001137	Prak.g_01163	Pray.g_00055
OG0001138	Prak.g_01142	Pray.g_00037
OG0001139	Prak.g_01140	Pray.g_00036
OG0001140	Prak.g_01139	Pray.g_00035
OG0001141	Prak.g_01138	Pray.g_00034
OG0001142	Prak.g_01137	Pray.g_00033
OG0001143	Prak.g_01130	Pray.g_00026
OG0001144	Prak.g_01125	Pray.g_00021
OG0001145	Prak.g_01269	Pray.g_01878
OG0001146	Prak.g_01281	Pray.g_01866
OG0001147	Prak.g_01301	Pray.g_01843
OG0001148	Prak.g_01331	Pray.g_01827
OG0001149	Prak.g_01332	Pray.g_01826
OG0001150	Prak.g_01333	Pray.g_01825
OG0001151	Prak.g_01344	Pray.g_01814
OG0001152	Prak.g_01345	Pray.g_01813
OG0001153	Prak.g_01423	Pray.g_01690
OG0001154	Prak.g_01424	Pray.g_01689
OG0001155	Prak.g_01441	Pray.g_01677
OG0001156	Prak.g_01444	Pray.g_01674
OG0001157	Prak.g_01445	Pray.g_01673
OG0001158	Prak.g_01446	Pray.g_01672
OG0001159	Prak.g_01447	Pray.g_01671
OG0001160	Prak.g_01473	Pray.g_01647
OG0001161	Prak.g_01588	Pray.g_01634
OG0001162	Prak.g_01526	Pray.g_01623
OG0001163	Prak.g_01636	Pray.g_01567
OG0001164	Prak.g_01640	Pray.g_01563
OG0001165	Prak.g_01643	Pray.g_01560
