Orthogroup	Prak	Syao
OG0000595	Prak.g_01109	Syao.g_00892
OG0000596	Prak.g_01105	Syao.g_00897
OG0000597	Prak.g_01102	Syao.g_00900
OG0000598	Prak.g_01101	Syao.g_00901
OG0000599	Prak.g_01098	Syao.g_00908
OG0000600	Prak.g_01097	Syao.g_00909
OG0000601	Prak.g_01096	Syao.g_00910
OG0000602	Prak.g_01094	Syao.g_00914
OG0000603	Prak.g_01093	Syao.g_00915
OG0000604	Prak.g_01092	Syao.g_00918
OG0000606	Prak.g_01088	Syao.g_00924
OG0000607	Prak.g_01085	Syao.g_00927
OG0000608	Prak.g_01084	Syao.g_00928
OG0000609	Prak.g_01083	Syao.g_00930
OG0000610	Prak.g_01077	Syao.g_00940
OG0000611	Prak.g_01074	Syao.g_00943
OG0000612	Prak.g_01073	Syao.g_00944
OG0000613	Prak.g_00800	Syao.g_01979
OG0000614	Prak.g_00821	Syao.g_00375
OG0000615	Prak.g_00832	Syao.g_00978
OG0000616	Prak.g_01934	Syao.g_02342
OG0000617	Prak.g_01057	Syao.g_00486
OG0000618	Prak.g_01056	Syao.g_00485
OG0000619	Prak.g_01055	Syao.g_00484
OG0000620	Prak.g_01052	Syao.g_00479
OG0000621	Prak.g_01051	Syao.g_00478
OG0000622	Prak.g_01050	Syao.g_00476
OG0000623	Prak.g_01049	Syao.g_00475
OG0000624	Prak.g_01047	Syao.g_00473
OG0000625	Prak.g_01046	Syao.g_00472
OG0000626	Prak.g_01045	Syao.g_00471
OG0000627	Prak.g_01044	Syao.g_00567
OG0000628	Prak.g_01043	Syao.g_00566
OG0000629	Prak.g_01042	Syao.g_00590
OG0000630	Prak.g_01039	Syao.g_00585
OG0000631	Prak.g_00946	Syao.g_00644
OG0000632	Prak.g_00947	Syao.g_00643
OG0000633	Prak.g_00948	Syao.g_00642
OG0000634	Prak.g_00841	Syao.g_00752
OG0000635	Prak.g_00842	Syao.g_00753
OG0000636	Prak.g_00844	Syao.g_00755
OG0000637	Prak.g_00846	Syao.g_00757
OG0000638	Prak.g_00847	Syao.g_00758
OG0000639	Prak.g_00848	Syao.g_00759
OG0000640	Prak.g_00849	Syao.g_00760
OG0000641	Prak.g_00853	Syao.g_00764
OG0000642	Prak.g_00854	Syao.g_00765
OG0000643	Prak.g_00855	Syao.g_00767
OG0000644	Prak.g_00856	Syao.g_00768
OG0000645	Prak.g_00857	Syao.g_00770
OG0000646	Prak.g_00859	Syao.g_00773
OG0000647	Prak.g_00861	Syao.g_00775
OG0000648	Prak.g_00863	Syao.g_00777
OG0000649	Prak.g_00864	Syao.g_00778
OG0000650	Prak.g_00865	Syao.g_00779
OG0000651	Prak.g_00866	Syao.g_00780
OG0000652	Prak.g_00867	Syao.g_00781
OG0000653	Prak.g_00869	Syao.g_00783
OG0000654	Prak.g_00870	Syao.g_00784
OG0000655	Prak.g_00871	Syao.g_00785
OG0000656	Prak.g_00874	Syao.g_00789
OG0000657	Prak.g_00882	Syao.g_00435
OG0000658	Prak.g_00884	Syao.g_00560
OG0000659	Prak.g_00885	Syao.g_00559
OG0000660	Prak.g_00889	Syao.g_00555
OG0000661	Prak.g_00891	Syao.g_00553
OG0000662	Prak.g_00893	Syao.g_00535
OG0000663	Prak.g_00895	Syao.g_00532
OG0000664	Prak.g_00896	Syao.g_00530
OG0000665	Prak.g_00902	Syao.g_01436
OG0000666	Prak.g_00903	Syao.g_02120
OG0000667	Prak.g_00907	Syao.g_01375
OG0000668	Prak.g_00748	Syao.g_02678
OG0000669	Prak.g_00759	Syao.g_00955
OG0000670	Prak.g_00762	Syao.g_00958
OG0000671	Prak.g_00765	Syao.g_00960
OG0000672	Prak.g_00768	Syao.g_00963
OG0000673	Prak.g_00771	Syao.g_00966
OG0000674	Prak.g_00773	Syao.g_00968
OG0000675	Prak.g_00774	Syao.g_00969
OG0000676	Prak.g_00776	Syao.g_00971
OG0000677	Prak.g_00777	Syao.g_00972
OG0000678	Prak.g_00779	Syao.g_00974
OG0000679	Prak.g_00783	Syao.g_00981
OG0000680	Prak.g_00784	Syao.g_00982
OG0000681	Prak.g_00787	Syao.g_00985
OG0000682	Prak.g_00788	Syao.g_00986
OG0000683	Prak.g_00789	Syao.g_00987
OG0000684	Prak.g_00791	Syao.g_00990
OG0000685	Prak.g_00793	Syao.g_00733
OG0000686	Prak.g_00794	Syao.g_00734
OG0000687	Prak.g_00795	Syao.g_00735
OG0000688	Prak.g_01069	Syao.g_00741
OG0000689	Prak.g_01068	Syao.g_00743
OG0000690	Prak.g_01067	Syao.g_00744
OG0000691	Prak.g_01066	Syao.g_00745
OG0000692	Prak.g_01064	Syao.g_00747
OG0000693	Prak.g_01063	Syao.g_00748
OG0000694	Prak.g_01062	Syao.g_00749
OG0000695	Prak.g_00950	Syao.g_00639
OG0000696	Prak.g_00951	Syao.g_00638
OG0000697	Prak.g_00952	Syao.g_00636
OG0000698	Prak.g_00955	Syao.g_00633
OG0000699	Prak.g_00956	Syao.g_00631
OG0000700	Prak.g_00957	Syao.g_00630
OG0000701	Prak.g_00958	Syao.g_00629
OG0000702	Prak.g_00960	Syao.g_00705
OG0000703	Prak.g_00961	Syao.g_00693
OG0000704	Prak.g_00963	Syao.g_00689
OG0000705	Prak.g_00966	Syao.g_00682
OG0000706	Prak.g_00967	Syao.g_00681
OG0000707	Prak.g_00968	Syao.g_00680
OG0000708	Prak.g_00970	Syao.g_00677
OG0000709	Prak.g_00974	Syao.g_00670
OG0000710	Prak.g_00977	Syao.g_00666
OG0000711	Prak.g_00995	Syao.g_00815
OG0000712	Prak.g_00996	Syao.g_00813
OG0000713	Prak.g_00997	Syao.g_00812
OG0000714	Prak.g_00998	Syao.g_00810
OG0000715	Prak.g_01000	Syao.g_00808
OG0000716	Prak.g_01002	Syao.g_00804
OG0000717	Prak.g_01003	Syao.g_00803
OG0000718	Prak.g_01007	Syao.g_00794
OG0000719	Prak.g_01009	Syao.g_00444
OG0000720	Prak.g_01021	Syao.g_00457
OG0000721	Prak.g_01025	Syao.g_00459
OG0000722	Prak.g_01026	Syao.g_00460
OG0000723	Prak.g_01030	Syao.g_00469
OG0000724	Prak.g_00925	Syao.g_00513
OG0000725	Prak.g_00919	Syao.g_00385
OG0000726	Prak.g_00918	Syao.g_00384
OG0000727	Prak.g_00917	Syao.g_00383
OG0000728	Prak.g_00915	Syao.g_00381
OG0000729	Prak.g_01255	Syao.g_02190
OG0000730	Prak.g_01214	Syao.g_01880
OG0000731	Prak.g_00362	Syao.g_01868
OG0000732	Prak.g_01885	Syao.g_02218
OG0000733	Prak.g_01551	Syao.g_01427
OG0000734	Prak.g_01188	Syao.g_02592
OG0000735	Prak.g_01186	Syao.g_00140
OG0000736	Prak.g_01185	Syao.g_00139
OG0000737	Prak.g_01184	Syao.g_00138
OG0000738	Prak.g_01180	Syao.g_00132
OG0000739	Prak.g_01179	Syao.g_00131
OG0000740	Prak.g_01178	Syao.g_00130
OG0000741	Prak.g_01176	Syao.g_00127
OG0000742	Prak.g_01173	Syao.g_00124
OG0000743	Prak.g_01171	Syao.g_00217
OG0000744	Prak.g_01170	Syao.g_00216
OG0000745	Prak.g_01169	Syao.g_00213
OG0000746	Prak.g_01167	Syao.g_00210
OG0000747	Prak.g_01166	Syao.g_00208
OG0000748	Prak.g_01162	Syao.g_00193
OG0000749	Prak.g_01161	Syao.g_00192
OG0000750	Prak.g_01160	Syao.g_00191
OG0000751	Prak.g_01157	Syao.g_00185
OG0000752	Prak.g_01155	Syao.g_00183
OG0000753	Prak.g_01153	Syao.g_00180
OG0000754	Prak.g_01150	Syao.g_00175
OG0000755	Prak.g_01144	Syao.g_00021
OG0000756	Prak.g_01143	Syao.g_00229
OG0000757	Prak.g_01136	Syao.g_00252
OG0000758	Prak.g_01135	Syao.g_00251
OG0000759	Prak.g_01134	Syao.g_00250
OG0000760	Prak.g_01133	Syao.g_00249
OG0000761	Prak.g_01132	Syao.g_00248
OG0000762	Prak.g_01131	Syao.g_00246
OG0000763	Prak.g_01129	Syao.g_00242
OG0000764	Prak.g_01128	Syao.g_00241
OG0000765	Prak.g_01120	Syao.g_00267
OG0000766	Prak.g_01119	Syao.g_00266
OG0000767	Prak.g_01117	Syao.g_00264
OG0000768	Prak.g_01116	Syao.g_00263
OG0000769	Prak.g_01114	Syao.g_00261
OG0000770	Prak.g_00593	Syao.g_00257
OG0000771	Prak.g_01487	Syao.g_00506
OG0000772	Prak.g_01571	Syao.g_01523
OG0000773	Prak.g_01268	Syao.g_01447
OG0000774	Prak.g_01270	Syao.g_01442
OG0000775	Prak.g_01272	Syao.g_01440
OG0000776	Prak.g_01273	Syao.g_01439
OG0000777	Prak.g_01274	Syao.g_01438
OG0000778	Prak.g_01275	Syao.g_01437
OG0000779	Prak.g_01279	Syao.g_01469
OG0000780	Prak.g_01280	Syao.g_01456
OG0000781	Prak.g_01284	Syao.g_01452
OG0000782	Prak.g_01285	Syao.g_01451
OG0000783	Prak.g_01286	Syao.g_01450
OG0000784	Prak.g_01287	Syao.g_01449
OG0000785	Prak.g_01289	Syao.g_01481
OG0000786	Prak.g_01292	Syao.g_01473
OG0000787	Prak.g_01293	Syao.g_01472
OG0000788	Prak.g_00460	Syao.g_00870
OG0000789	Prak.g_01490	Syao.g_00623
OG0000790	Prak.g_01334	Syao.g_00041, Syao.g_00315
OG0000791	Prak.g_01336	Syao.g_00043
OG0000792	Prak.g_01337	Syao.g_00044
OG0000793	Prak.g_01340	Syao.g_02700
OG0000794	Prak.g_01341	Syao.g_02703
OG0000795	Prak.g_01342	Syao.g_02704
OG0000796	Prak.g_01346	Syao.g_02708
OG0000797	Prak.g_01347	Syao.g_02709
OG0000799	Prak.g_01374	Syao.g_01525
OG0000800	Prak.g_01375	Syao.g_01526
OG0000801	Prak.g_01376	Syao.g_01527
OG0000802	Prak.g_01378	Syao.g_01531
OG0000803	Prak.g_01380	Syao.g_01534
OG0000804	Prak.g_01381	Syao.g_01537
OG0000805	Prak.g_01383	Syao.g_01502
OG0000806	Prak.g_01385	Syao.g_01504
OG0000807	Prak.g_01386	Syao.g_01506
OG0000808	Prak.g_01387	Syao.g_01507
OG0000809	Prak.g_01389	Syao.g_01511
OG0000810	Prak.g_01390	Syao.g_01482
OG0000811	Prak.g_01394	Syao.g_01490
OG0000812	Prak.g_01396	Syao.g_01492
OG0000813	Prak.g_01397	Syao.g_01493
OG0000814	Prak.g_01399	Syao.g_01495
OG0000815	Prak.g_01400	Syao.g_01499
OG0000816	Prak.g_01402	Syao.g_01471
OG0000817	Prak.g_01403	Syao.g_01519
OG0000818	Prak.g_01408	Syao.g_00062
OG0000819	Prak.g_01409	Syao.g_00063
OG0000820	Prak.g_01410	Syao.g_00064
OG0000821	Prak.g_01414	Syao.g_00070
OG0000822	Prak.g_01415	Syao.g_00072
OG0000823	Prak.g_01416	Syao.g_00073
OG0000824	Prak.g_01419	Syao.g_00079
OG0000825	Prak.g_01420	Syao.g_00080
OG0000826	Prak.g_01421	Syao.g_00081
OG0000827	Prak.g_01422	Syao.g_00082
OG0000828	Prak.g_01425	Syao.g_00085
OG0000829	Prak.g_01426	Syao.g_00086
OG0000830	Prak.g_01427	Syao.g_00087
OG0000831	Prak.g_01429	Syao.g_00089
OG0000832	Prak.g_01439	Syao.g_01696
OG0000833	Prak.g_01448	Syao.g_01612
OG0000834	Prak.g_01449	Syao.g_01610
OG0000835	Prak.g_01450	Syao.g_01609
OG0000836	Prak.g_01451	Syao.g_01606
OG0000837	Prak.g_01452	Syao.g_01605
OG0000838	Prak.g_01454	Syao.g_01601
OG0000839	Prak.g_01455	Syao.g_01600
OG0000840	Prak.g_01456	Syao.g_01599
OG0000841	Prak.g_01457	Syao.g_01598
OG0000842	Prak.g_01458	Syao.g_01597
OG0000843	Prak.g_01459	Syao.g_01596
OG0000844	Prak.g_01460	Syao.g_01594
OG0000845	Prak.g_01461	Syao.g_01593
OG0000846	Prak.g_01462	Syao.g_01592
OG0000847	Prak.g_01463	Syao.g_01591
OG0000848	Prak.g_01464	Syao.g_01589
OG0000849	Prak.g_01465	Syao.g_01588
OG0000850	Prak.g_01467	Syao.g_01585
OG0000851	Prak.g_01468	Syao.g_01582
OG0000852	Prak.g_01469	Syao.g_01581
OG0000853	Prak.g_01475	Syao.g_01577
OG0000854	Prak.g_01477	Syao.g_01575
OG0000855	Prak.g_01478	Syao.g_01574
OG0000856	Prak.g_00590	Syao.g_01327
OG0000857	Prak.g_00860	Syao.g_00774
OG0000858	Prak.g_01638	Syao.g_01567
OG0000859	Prak.g_01639	Syao.g_01566
OG0000860	Prak.g_01647	Syao.g_01552
OG0000861	Prak.g_01648	Syao.g_01551
OG0000862	Prak.g_01649	Syao.g_01542
OG0000863	Prak.g_01651	Syao.g_01540
OG0000864	Prak.g_01652	Syao.g_01017
OG0000866	Prak.g_01654	Syao.g_01686
OG0000867	Prak.g_01655	Syao.g_01685
OG0000868	Prak.g_01657	Syao.g_01682
OG0000869	Prak.g_01660	Syao.g_01677
OG0000870	Prak.g_01665	Syao.g_01672
OG0000871	Prak.g_01666	Syao.g_01671
OG0000872	Prak.g_01667	Syao.g_01665
OG0000873	Prak.g_01670	Syao.g_01662
OG0000874	Prak.g_01673	Syao.g_01660
OG0000875	Prak.g_01674	Syao.g_01658
OG0000876	Prak.g_01675	Syao.g_00536
OG0000877	Prak.g_01677	Syao.g_01654
OG0000878	Prak.g_01678	Syao.g_01653
OG0000879	Prak.g_01679	Syao.g_01652
OG0000880	Prak.g_01680	Syao.g_01651
OG0000881	Prak.g_01684	Syao.g_01647
OG0000882	Prak.g_01689	Syao.g_01642
OG0000883	Prak.g_01691	Syao.g_01638
OG0000884	Prak.g_01693	Syao.g_01636
OG0000885	Prak.g_01694	Syao.g_01635
OG0000886	Prak.g_01695	Syao.g_01634
OG0000887	Prak.g_01696	Syao.g_01633
OG0000888	Prak.g_01698	Syao.g_01631
OG0000889	Prak.g_01700	Syao.g_01629
OG0000890	Prak.g_01701	Syao.g_01626
OG0000891	Prak.g_01702	Syao.g_01625
OG0000892	Prak.g_01704	Syao.g_01695
OG0000893	Prak.g_01708	Syao.g_01934
OG0000894	Prak.g_01711	Syao.g_01937
OG0000895	Prak.g_01715	Syao.g_01916
OG0000896	Prak.g_01716	Syao.g_01917
OG0000897	Prak.g_01718	Syao.g_01919
OG0000898	Prak.g_01719	Syao.g_01920
OG0000899	Prak.g_01720	Syao.g_01921
OG0000900	Prak.g_01721	Syao.g_01922
OG0000901	Prak.g_01724	Syao.g_01927
OG0000902	Prak.g_01726	Syao.g_01929
OG0000903	Prak.g_01730	Syao.g_01798
OG0000904	Prak.g_01734	Syao.g_01804
OG0000905	Prak.g_01728	Syao.g_01862
OG0000906	Prak.g_01727	Syao.g_01931
OG0000907	Prak.g_01737	Syao.g_01796
OG0000908	Prak.g_01740	Syao.g_01793
OG0000909	Prak.g_01741	Syao.g_01792
OG0000910	Prak.g_01742	Syao.g_01791
OG0000911	Prak.g_01744	Syao.g_01789
OG0000912	Prak.g_01745	Syao.g_01788
OG0000913	Prak.g_01746	Syao.g_01787
OG0000914	Prak.g_01747	Syao.g_01786
OG0000915	Prak.g_01748	Syao.g_01784
OG0000916	Prak.g_01749	Syao.g_01783
OG0000917	Prak.g_01750	Syao.g_01782
OG0000918	Prak.g_01751	Syao.g_01781
OG0000919	Prak.g_01752	Syao.g_01780
OG0000920	Prak.g_01753	Syao.g_01779
OG0000921	Prak.g_01754	Syao.g_01778
OG0000922	Prak.g_01755	Syao.g_01777
OG0000923	Prak.g_01759	Syao.g_01772
OG0000924	Prak.g_01760	Syao.g_01771
OG0000925	Prak.g_01761	Syao.g_01770
OG0000926	Prak.g_01762	Syao.g_01769
OG0000927	Prak.g_01764	Syao.g_01767
OG0000928	Prak.g_01765	Syao.g_01766
OG0000929	Prak.g_01766	Syao.g_01765
OG0000930	Prak.g_01767	Syao.g_01764
OG0000931	Prak.g_01768	Syao.g_01763
OG0000932	Prak.g_01769	Syao.g_01762
OG0000933	Prak.g_01773	Syao.g_01811
OG0000934	Prak.g_01775	Syao.g_01809
OG0000935	Prak.g_01776	Syao.g_01808
OG0000936	Prak.g_01777	Syao.g_01843
OG0000937	Prak.g_01778	Syao.g_01842
OG0000938	Prak.g_01781	Syao.g_01839
OG0000939	Prak.g_01782	Syao.g_01838
OG0000940	Prak.g_01789	Syao.g_01830
OG0000941	Prak.g_01791	Syao.g_01828
OG0000942	Prak.g_01793	Syao.g_01826
OG0000943	Prak.g_01794	Syao.g_01824
OG0000944	Prak.g_01796	Syao.g_01822
OG0000945	Prak.g_01797	Syao.g_01821
OG0000946	Prak.g_01802	Syao.g_01852
OG0000947	Prak.g_01804	Syao.g_01849
OG0000948	Prak.g_01805	Syao.g_01848
OG0000949	Prak.g_01808	Syao.g_01970
OG0000950	Prak.g_01815	Syao.g_01957
OG0000951	Prak.g_01819	Syao.g_02262
OG0000952	Prak.g_01823	Syao.g_02266
OG0000953	Prak.g_01827	Syao.g_02130
OG0000954	Prak.g_01831	Syao.g_02135
OG0000955	Prak.g_01832	Syao.g_02136
OG0000956	Prak.g_01834	Syao.g_02138
OG0000957	Prak.g_01840	Syao.g_01951
OG0000958	Prak.g_01841	Syao.g_01950
OG0000959	Prak.g_01845	Syao.g_01947
OG0000960	Prak.g_01846	Syao.g_01946
OG0000961	Prak.g_01849	Syao.g_02496
OG0000962	Prak.g_01851	Syao.g_02191
OG0000963	Prak.g_01855	Syao.g_02186
OG0000964	Prak.g_01856	Syao.g_02185
OG0000965	Prak.g_01857	Syao.g_02184
OG0000966	Prak.g_01863	Syao.g_02172
OG0000967	Prak.g_01867	Syao.g_02167
OG0000968	Prak.g_01869	Syao.g_02199
OG0000969	Prak.g_01870	Syao.g_02200
OG0000970	Prak.g_01871	Syao.g_02201
OG0000971	Prak.g_01872	Syao.g_02203
OG0000972	Prak.g_01873	Syao.g_02204
OG0000973	Prak.g_01874	Syao.g_02205
OG0000974	Prak.g_01875	Syao.g_02206
OG0000975	Prak.g_01876	Syao.g_02207
OG0000976	Prak.g_01877	Syao.g_02208
OG0000977	Prak.g_01878	Syao.g_02210
OG0000978	Prak.g_01879	Syao.g_02211
OG0000979	Prak.g_01882	Syao.g_02214
OG0000980	Prak.g_01884	Syao.g_02217
OG0000981	Prak.g_01887	Syao.g_02220
OG0000982	Prak.g_01889	Syao.g_02437
OG0000983	Prak.g_01890	Syao.g_02438
OG0000984	Prak.g_01891	Syao.g_02439
OG0000985	Prak.g_01894	Syao.g_02443
OG0000986	Prak.g_01896	Syao.g_02445
OG0000987	Prak.g_01897	Syao.g_02447
OG0000988	Prak.g_01900	Syao.g_02452
OG0000989	Prak.g_01904	Syao.g_02368
OG0000990	Prak.g_01908	Syao.g_02362
OG0000991	Prak.g_01909	Syao.g_02354
OG0000992	Prak.g_01912	Syao.g_02279
OG0000993	Prak.g_01913	Syao.g_02280
OG0000994	Prak.g_01914	Syao.g_02283
OG0000995	Prak.g_01918	Syao.g_02287
OG0000996	Prak.g_01919	Syao.g_02305
OG0000997	Prak.g_01922	Syao.g_02326
OG0000998	Prak.g_01924	Syao.g_02328
OG0000999	Prak.g_01925	Syao.g_02329
OG0001000	Prak.g_01928	Syao.g_02333
OG0001001	Prak.g_01931	Syao.g_02338
OG0001002	Prak.g_01936	Syao.g_02345
OG0001003	Prak.g_01937	Syao.g_02347
OG0001004	Prak.g_01938	Syao.g_02348
OG0001005	Prak.g_01939	Syao.g_02194
OG0001006	Prak.g_01943	Syao.g_02159
OG0001007	Prak.g_01945	Syao.g_02161
OG0001008	Prak.g_00399	Syao.g_01737
OG0001009	Prak.g_00027	Syao.g_02239
OG0001010	Prak.g_00028	Syao.g_02238
OG0001011	Prak.g_00030	Syao.g_02236
OG0001012	Prak.g_00044	Syao.g_00322
OG0001013	Prak.g_00051	Syao.g_02413
OG0001014	Prak.g_00054	Syao.g_02407
OG0001015	Prak.g_00056	Syao.g_02406
OG0001016	Prak.g_00078	Syao.g_02622
OG0001017	Prak.g_00082	Syao.g_02628
OG0001018	Prak.g_00084	Syao.g_02630
OG0001019	Prak.g_00093	Syao.g_02654
OG0001020	Prak.g_00094	Syao.g_02663
OG0001021	Prak.g_00095	Syao.g_02666
OG0001022	Prak.g_00098	Syao.g_02670
OG0001023	Prak.g_00099	Syao.g_02671
OG0001024	Prak.g_00103	Syao.g_01018
OG0001025	Prak.g_00110	Syao.g_02597
OG0001026	Prak.g_00119	Syao.g_02594
OG0001027	Prak.g_00120	Syao.g_02564
OG0001028	Prak.g_00122	Syao.g_02568
OG0001029	Prak.g_00123	Syao.g_02570
OG0001030	Prak.g_00139	Syao.g_02545
OG0001031	Prak.g_00199	Syao.g_02528
OG0001032	Prak.g_00200	Syao.g_02530
OG0001033	Prak.g_00221	Syao.g_01016
OG0001034	Prak.g_00252	Syao.g_01704
OG0001035	Prak.g_00272	Syao.g_02101
OG0001036	Prak.g_00276	Syao.g_02096
OG0001037	Prak.g_00277	Syao.g_02094
OG0001038	Prak.g_00296	Syao.g_02065
OG0001039	Prak.g_00299	Syao.g_02062
OG0001040	Prak.g_00301	Syao.g_02059
OG0001041	Prak.g_00306	Syao.g_02055
OG0001042	Prak.g_00323	Syao.g_02032
OG0001043	Prak.g_00324	Syao.g_02028
OG0001044	Prak.g_00355	Syao.g_01878
OG0001045	Prak.g_00364	Syao.g_01865
OG0001046	Prak.g_01597	Syao.g_00827
OG0001047	Prak.g_00401	Syao.g_01739
OG0001048	Prak.g_00402	Syao.g_01740
OG0001049	Prak.g_00404	Syao.g_01616
OG0001050	Prak.g_00405	Syao.g_01618
OG0001051	Prak.g_00406	Syao.g_01619
OG0001052	Prak.g_00432	Syao.g_02686
OG0001053	Prak.g_00444	Syao.g_00025
OG0001054	Prak.g_00459	Syao.g_00104
OG0001055	Prak.g_00478	Syao.g_00156
OG0001056	Prak.g_00495	Syao.g_01417
OG0001057	Prak.g_00500	Syao.g_00879
OG0001058	Prak.g_00509	Syao.g_00862
OG0001059	Prak.g_00513	Syao.g_00858
OG0001060	Prak.g_00519	Syao.g_00852
OG0001062	Prak.g_00536	Syao.g_01050
OG0001063	Prak.g_00538	Syao.g_01042
OG0001064	Prak.g_00539	Syao.g_01041
OG0001065	Prak.g_00540	Syao.g_01040
OG0001066	Prak.g_00541	Syao.g_01039
OG0001067	Prak.g_00542	Syao.g_01038
OG0001068	Prak.g_00543	Syao.g_01037
OG0001069	Prak.g_00544	Syao.g_01036
OG0001070	Prak.g_00548	Syao.g_01032
OG0001071	Prak.g_00549	Syao.g_01031
OG0001072	Prak.g_00551	Syao.g_01027
OG0001073	Prak.g_00565	Syao.g_00991
OG0001074	Prak.g_00577	Syao.g_00392
OG0001075	Prak.g_00578	Syao.g_00391
OG0001076	Prak.g_00585	Syao.g_01339
OG0001077	Prak.g_00591	Syao.g_01323
OG0001078	Prak.g_01107	Syao.g_00895
OG0001079	Prak.g_01095	Syao.g_00911
OG0001081	Prak.g_01087	Syao.g_00925
OG0001082	Prak.g_01086	Syao.g_00926
OG0001083	Prak.g_01081	Syao.g_00934
OG0001084	Prak.g_01080	Syao.g_00935
OG0001085	Prak.g_00797	Syao.g_00947
OG0001086	Prak.g_00798	Syao.g_00949
OG0001087	Prak.g_00816	Syao.g_01419
OG0001088	Prak.g_00817	Syao.g_00211
OG0001089	Prak.g_00828	Syao.g_00376
OG0001090	Prak.g_00838	Syao.g_00494
OG0001091	Prak.g_01060	Syao.g_00491
OG0001092	Prak.g_01059	Syao.g_00489
OG0001093	Prak.g_01054	Syao.g_00482
OG0001094	Prak.g_01061	Syao.g_00750
OG0001095	Prak.g_00858	Syao.g_00771
OG0001096	Prak.g_00872	Syao.g_00786
OG0001097	Prak.g_00892	Syao.g_00552
OG0001098	Prak.g_00911	Syao.g_00731
OG0001099	Prak.g_00753	Syao.g_02569
OG0001100	Prak.g_00761	Syao.g_00957
OG0001101	Prak.g_00764	Syao.g_00959
OG0001102	Prak.g_00767	Syao.g_00962
OG0001103	Prak.g_00769	Syao.g_00964
OG0001105	Prak.g_00796	Syao.g_00736
OG0001106	Prak.g_00964	Syao.g_00688
OG0001107	Prak.g_00971	Syao.g_00676
OG0001108	Prak.g_00975	Syao.g_00669
OG0001109	Prak.g_00976	Syao.g_00667
OG0001110	Prak.g_00978	Syao.g_00665
OG0001111	Prak.g_00979	Syao.g_00663
OG0001112	Prak.g_00980	Syao.g_00661
OG0001113	Prak.g_00981	Syao.g_00660
OG0001114	Prak.g_00982	Syao.g_00659
OG0001115	Prak.g_00984	Syao.g_00832
OG0001116	Prak.g_00985	Syao.g_00830
OG0001117	Prak.g_00986	Syao.g_00829
OG0001118	Prak.g_00987	Syao.g_00828
OG0001119	Prak.g_00988	Syao.g_00826
OG0001120	Prak.g_00990	Syao.g_00822
OG0001122	Prak.g_01010	Syao.g_00445
OG0001123	Prak.g_01016	Syao.g_00451
OG0001124	Prak.g_01018	Syao.g_00453
OG0001125	Prak.g_01020	Syao.g_00456
OG0001126	Prak.g_00931	Syao.g_00504
OG0001127	Prak.g_00930	Syao.g_00505
OG0001128	Prak.g_00928	Syao.g_00508
OG0001129	Prak.g_00927	Syao.g_00510
OG0001130	Prak.g_00926	Syao.g_00511
OG0001131	Prak.g_00383	Syao.g_01387
OG0001132	Prak.g_00712	Syao.g_01221
OG0001133	Prak.g_01328	Syao.g_01333
OG0001134	Prak.g_01550	Syao.g_01428
OG0001135	Prak.g_01553	Syao.g_01424
OG0001136	Prak.g_01175	Syao.g_00126
OG0001137	Prak.g_01163	Syao.g_00194
OG0001138	Prak.g_01142	Syao.g_00227
OG0001139	Prak.g_01140	Syao.g_00225
OG0001140	Prak.g_01139	Syao.g_00224
OG0001141	Prak.g_01138	Syao.g_00254
OG0001142	Prak.g_01137	Syao.g_00253
OG0001143	Prak.g_01130	Syao.g_00243
OG0001144	Prak.g_01125	Syao.g_00276
OG0001145	Prak.g_01269	Syao.g_01446
OG0001146	Prak.g_01281	Syao.g_01455
OG0001147	Prak.g_01301	Syao.g_00095
OG0001148	Prak.g_01331	Syao.g_00038
OG0001149	Prak.g_01332	Syao.g_00039
OG0001150	Prak.g_01333	Syao.g_00040
OG0001151	Prak.g_01344	Syao.g_02706
OG0001152	Prak.g_01345	Syao.g_02707
OG0001153	Prak.g_01423	Syao.g_00083
OG0001154	Prak.g_01424	Syao.g_00084
OG0001155	Prak.g_01441	Syao.g_01747
OG0001156	Prak.g_01444	Syao.g_01744
OG0001157	Prak.g_01445	Syao.g_01743
OG0001158	Prak.g_01446	Syao.g_01742
OG0001159	Prak.g_01447	Syao.g_01741
OG0001160	Prak.g_01473	Syao.g_01579
OG0001161	Prak.g_01588	Syao.g_02373
OG0001162	Prak.g_01526	Syao.g_02650
OG0001163	Prak.g_01636	Syao.g_01571
OG0001164	Prak.g_01640	Syao.g_01564
OG0001165	Prak.g_01643	Syao.g_01559
OG0001166	Prak.g_01664	Syao.g_01673
OG0001167	Prak.g_01681	Syao.g_01006
OG0001168	Prak.g_01683	Syao.g_01648
OG0001169	Prak.g_01685	Syao.g_01646
OG0001170	Prak.g_01687	Syao.g_01644
OG0001171	Prak.g_01697	Syao.g_01632
OG0001172	Prak.g_01713	Syao.g_01914
OG0001173	Prak.g_01714	Syao.g_01915
OG0001174	Prak.g_01722	Syao.g_01923
OG0001175	Prak.g_01723	Syao.g_01924
OG0001176	Prak.g_01731	Syao.g_01799
OG0001177	Prak.g_01733	Syao.g_01802
OG0001178	Prak.g_01650	Syao.g_01541
OG0001179	Prak.g_01763	Syao.g_01768
OG0001180	Prak.g_01786	Syao.g_01833
OG0001181	Prak.g_01790	Syao.g_01829
OG0001182	Prak.g_01798	Syao.g_01820
OG0001183	Prak.g_01803	Syao.g_01851
