Orthogroup	Prak	Syaa
OG0000563	Prak.g_00517	Syaa.g_01943
OG0000564	Prak.g_00518	Syaa.g_01942
OG0000565	Prak.g_00520	Syaa.g_01939
OG0000566	Prak.g_00524	Syaa.g_01935
OG0000567	Prak.g_00528	Syaa.g_01931
OG0000568	Prak.g_00529	Syaa.g_01928
OG0000569	Prak.g_00530	Syaa.g_01925
OG0000570	Prak.g_00531	Syaa.g_01924
OG0000571	Prak.g_00533	Syaa.g_01920
OG0000572	Prak.g_00547	Syaa.g_01904
OG0000573	Prak.g_00553	Syaa.g_01896
OG0000574	Prak.g_00554	Syaa.g_01895
OG0000575	Prak.g_00558	Syaa.g_01891
OG0000576	Prak.g_00560	Syaa.g_01889
OG0000577	Prak.g_00561	Syaa.g_01888
OG0000578	Prak.g_00562	Syaa.g_01887
OG0000579	Prak.g_00563	Syaa.g_01886
OG0000580	Prak.g_00564	Syaa.g_01885
OG0000581	Prak.g_00567	Syaa.g_01879
OG0000582	Prak.g_00570	Syaa.g_01687
OG0000583	Prak.g_00571	Syaa.g_01686
OG0000584	Prak.g_00572	Syaa.g_01685
OG0000585	Prak.g_00574	Syaa.g_01683
OG0000586	Prak.g_00575	Syaa.g_01682
OG0000587	Prak.g_00576	Syaa.g_01680
OG0000588	Prak.g_00580	Syaa.g_01666
OG0000589	Prak.g_00582	Syaa.g_01662
OG0000590	Prak.g_00583	Syaa.g_01661
OG0000591	Prak.g_00587	Syaa.g_01653
OG0000592	Prak.g_00588	Syaa.g_01652
OG0000593	Prak.g_01111	Syaa.g_01638
OG0000594	Prak.g_01110	Syaa.g_01637
OG0000595	Prak.g_01109	Syaa.g_01636
OG0000596	Prak.g_01105	Syaa.g_01630
OG0000597	Prak.g_01102	Syaa.g_01627
OG0000598	Prak.g_01101	Syaa.g_01626
OG0000599	Prak.g_01098	Syaa.g_01623
OG0000600	Prak.g_01097	Syaa.g_01622
OG0000601	Prak.g_01096	Syaa.g_01621
OG0000602	Prak.g_01094	Syaa.g_01616
OG0000603	Prak.g_01093	Syaa.g_01615
OG0000604	Prak.g_01092	Syaa.g_01612
OG0000605	Prak.g_01091	Syaa.g_01447
OG0000606	Prak.g_01088	Syaa.g_01055
OG0000607	Prak.g_01085	Syaa.g_01058
OG0000608	Prak.g_01084	Syaa.g_01059
OG0000609	Prak.g_01083	Syaa.g_01061
OG0000610	Prak.g_01077	Syaa.g_01068
OG0000611	Prak.g_01074	Syaa.g_01071
OG0000612	Prak.g_01073	Syaa.g_01072
OG0000613	Prak.g_00800	Syaa.g_00199
OG0000614	Prak.g_00821	Syaa.g_00906
OG0000615	Prak.g_00832	Syaa.g_01113
OG0000616	Prak.g_01934	Syaa.g_02742
OG0000617	Prak.g_01057	Syaa.g_01244
OG0000618	Prak.g_01056	Syaa.g_01245
OG0000619	Prak.g_01055	Syaa.g_01246
OG0000620	Prak.g_01052	Syaa.g_01259
OG0000621	Prak.g_01051	Syaa.g_01260
OG0000622	Prak.g_01050	Syaa.g_01261
OG0000623	Prak.g_01049	Syaa.g_01262
OG0000624	Prak.g_01047	Syaa.g_01264
OG0000625	Prak.g_01046	Syaa.g_01265
OG0000626	Prak.g_01045	Syaa.g_01266
OG0000627	Prak.g_01044	Syaa.g_01414
OG0000628	Prak.g_01043	Syaa.g_01413
OG0000629	Prak.g_01042	Syaa.g_01410
OG0000630	Prak.g_01039	Syaa.g_01406
OG0000631	Prak.g_00946	Syaa.g_01400
OG0000632	Prak.g_00947	Syaa.g_01399
OG0000633	Prak.g_00948	Syaa.g_01397
OG0000634	Prak.g_00841	Syaa.g_01150
OG0000635	Prak.g_00842	Syaa.g_01151
OG0000636	Prak.g_00844	Syaa.g_01153
OG0000637	Prak.g_00846	Syaa.g_01155
OG0000638	Prak.g_00847	Syaa.g_01156
OG0000639	Prak.g_00848	Syaa.g_01157
OG0000640	Prak.g_00849	Syaa.g_01158
OG0000641	Prak.g_00853	Syaa.g_01162
OG0000642	Prak.g_00854	Syaa.g_01163
OG0000643	Prak.g_00855	Syaa.g_01165
OG0000644	Prak.g_00856	Syaa.g_01166
OG0000645	Prak.g_00857	Syaa.g_01184
OG0000646	Prak.g_00859	Syaa.g_01187
OG0000647	Prak.g_00861	Syaa.g_01189
OG0000648	Prak.g_00863	Syaa.g_01191
OG0000649	Prak.g_00864	Syaa.g_01192
OG0000650	Prak.g_00865	Syaa.g_01193
OG0000651	Prak.g_00866	Syaa.g_01194
OG0000652	Prak.g_00867	Syaa.g_01195
OG0000653	Prak.g_00869	Syaa.g_01197
OG0000654	Prak.g_00870	Syaa.g_01198
OG0000655	Prak.g_00871	Syaa.g_01199
OG0000656	Prak.g_00874	Syaa.g_01202
OG0000657	Prak.g_00882	Syaa.g_00838
OG0000658	Prak.g_00884	Syaa.g_00836
OG0000659	Prak.g_00885	Syaa.g_00835
OG0000660	Prak.g_00889	Syaa.g_00831
OG0000661	Prak.g_00891	Syaa.g_00829
OG0000662	Prak.g_00893	Syaa.g_00827
OG0000663	Prak.g_00895	Syaa.g_00824
OG0000664	Prak.g_00896	Syaa.g_00823
OG0000665	Prak.g_00902	Syaa.g_01442
OG0000666	Prak.g_00903	Syaa.g_01448
OG0000668	Prak.g_00748	Syaa.g_01300
OG0000669	Prak.g_00759	Syaa.g_01084
OG0000670	Prak.g_00762	Syaa.g_01087
OG0000671	Prak.g_00765	Syaa.g_01089
OG0000672	Prak.g_00768	Syaa.g_01092
OG0000673	Prak.g_00771	Syaa.g_01095
OG0000674	Prak.g_00773	Syaa.g_01097
OG0000675	Prak.g_00774	Syaa.g_01098
OG0000676	Prak.g_00776	Syaa.g_01100
OG0000677	Prak.g_00777	Syaa.g_01101
OG0000678	Prak.g_00779	Syaa.g_01106
OG0000679	Prak.g_00783	Syaa.g_01116
OG0000680	Prak.g_00784	Syaa.g_01117
OG0000681	Prak.g_00787	Syaa.g_01120
OG0000682	Prak.g_00788	Syaa.g_01121
OG0000683	Prak.g_00789	Syaa.g_01122
OG0000684	Prak.g_00791	Syaa.g_01132
OG0000685	Prak.g_00793	Syaa.g_01134
OG0000686	Prak.g_00794	Syaa.g_01135
OG0000687	Prak.g_00795	Syaa.g_01136
OG0000688	Prak.g_01069	Syaa.g_01140
OG0000689	Prak.g_01068	Syaa.g_01142
OG0000690	Prak.g_01067	Syaa.g_01143
OG0000691	Prak.g_01066	Syaa.g_01144
OG0000692	Prak.g_01064	Syaa.g_01145
OG0000693	Prak.g_01063	Syaa.g_01146
OG0000694	Prak.g_01062	Syaa.g_01147
OG0000695	Prak.g_00950	Syaa.g_01395
OG0000696	Prak.g_00951	Syaa.g_01394
OG0000697	Prak.g_00952	Syaa.g_01392
OG0000698	Prak.g_00955	Syaa.g_01389
OG0000699	Prak.g_00956	Syaa.g_01387
OG0000700	Prak.g_00957	Syaa.g_01386
OG0000701	Prak.g_00958	Syaa.g_01385
OG0000702	Prak.g_00960	Syaa.g_01376
OG0000703	Prak.g_00961	Syaa.g_01375
OG0000704	Prak.g_00963	Syaa.g_01373
OG0000705	Prak.g_00966	Syaa.g_01365
OG0000706	Prak.g_00967	Syaa.g_01364
OG0000707	Prak.g_00968	Syaa.g_01363
OG0000708	Prak.g_00970	Syaa.g_01360
OG0000709	Prak.g_00974	Syaa.g_01351
OG0000710	Prak.g_00977	Syaa.g_01348
OG0000711	Prak.g_00995	Syaa.g_01320
OG0000712	Prak.g_00996	Syaa.g_01318
OG0000713	Prak.g_00997	Syaa.g_01317
OG0000714	Prak.g_00998	Syaa.g_01315
OG0000715	Prak.g_01000	Syaa.g_01313
OG0000716	Prak.g_01002	Syaa.g_01309
OG0000717	Prak.g_01003	Syaa.g_01308
OG0000718	Prak.g_01007	Syaa.g_01304
OG0000719	Prak.g_01009	Syaa.g_01302
OG0000720	Prak.g_01021	Syaa.g_01289
OG0000721	Prak.g_01025	Syaa.g_01287
OG0000722	Prak.g_01026	Syaa.g_01286
OG0000723	Prak.g_01030	Syaa.g_01268
OG0000724	Prak.g_00925	Syaa.g_00872
OG0000725	Prak.g_00919	Syaa.g_00882
OG0000726	Prak.g_00918	Syaa.g_00883
OG0000727	Prak.g_00917	Syaa.g_00884
OG0000728	Prak.g_00915	Syaa.g_00886
OG0000729	Prak.g_01255	Syaa.g_00100
OG0000730	Prak.g_01214	Syaa.g_02185
OG0000731	Prak.g_00362	Syaa.g_02173
OG0000732	Prak.g_01885	Syaa.g_00054
OG0000733	Prak.g_01551	Syaa.g_02621
OG0000734	Prak.g_01188	Syaa.g_02388
OG0000735	Prak.g_01186	Syaa.g_00754
OG0000736	Prak.g_01185	Syaa.g_00755
OG0000737	Prak.g_01184	Syaa.g_00756
OG0000738	Prak.g_01180	Syaa.g_00761
OG0000739	Prak.g_01179	Syaa.g_00762
OG0000740	Prak.g_01178	Syaa.g_00763
OG0000741	Prak.g_01176	Syaa.g_00766
OG0000742	Prak.g_01173	Syaa.g_00769
OG0000743	Prak.g_01171	Syaa.g_00771
OG0000744	Prak.g_01170	Syaa.g_00772
OG0000745	Prak.g_01169	Syaa.g_00774
OG0000746	Prak.g_01167	Syaa.g_00776
OG0000747	Prak.g_01166	Syaa.g_00777
OG0000748	Prak.g_01162	Syaa.g_00787
OG0000749	Prak.g_01161	Syaa.g_00789
OG0000750	Prak.g_01160	Syaa.g_00790
OG0000751	Prak.g_01157	Syaa.g_00797
OG0000752	Prak.g_01155	Syaa.g_00799
OG0000753	Prak.g_01153	Syaa.g_00802
OG0000754	Prak.g_01150	Syaa.g_01025
OG0000755	Prak.g_01144	Syaa.g_01005
OG0000756	Prak.g_01143	Syaa.g_01004
OG0000757	Prak.g_01136	Syaa.g_00996
OG0000758	Prak.g_01135	Syaa.g_00995
OG0000759	Prak.g_01134	Syaa.g_00994
OG0000760	Prak.g_01133	Syaa.g_00993
OG0000761	Prak.g_01132	Syaa.g_00992
OG0000762	Prak.g_01131	Syaa.g_00988
OG0000763	Prak.g_01129	Syaa.g_00986
OG0000764	Prak.g_01128	Syaa.g_00985
OG0000765	Prak.g_01120	Syaa.g_00968
OG0000766	Prak.g_01119	Syaa.g_00967
OG0000767	Prak.g_01117	Syaa.g_00965
OG0000768	Prak.g_01116	Syaa.g_00964
OG0000769	Prak.g_01114	Syaa.g_00962
OG0000770	Prak.g_00593	Syaa.g_00959
OG0000771	Prak.g_01487	Syaa.g_00866
OG0000772	Prak.g_01571	Syaa.g_01526
OG0000773	Prak.g_01268	Syaa.g_00749
OG0000774	Prak.g_01270	Syaa.g_00745
OG0000775	Prak.g_01272	Syaa.g_00742
OG0000776	Prak.g_01273	Syaa.g_00741
OG0000777	Prak.g_01274	Syaa.g_00740
OG0000778	Prak.g_01275	Syaa.g_00739
OG0000779	Prak.g_01279	Syaa.g_00733
OG0000780	Prak.g_01280	Syaa.g_00730
OG0000781	Prak.g_01284	Syaa.g_00726
OG0000782	Prak.g_01285	Syaa.g_00725
OG0000783	Prak.g_01286	Syaa.g_00724
OG0000784	Prak.g_01287	Syaa.g_00723
OG0000785	Prak.g_01289	Syaa.g_00721
OG0000786	Prak.g_01292	Syaa.g_01875
OG0000787	Prak.g_01293	Syaa.g_01876
OG0000788	Prak.g_00460	Syaa.g_01620
OG0000789	Prak.g_01490	Syaa.g_01434
OG0000790	Prak.g_01334	Syaa.g_02064
OG0000791	Prak.g_01336	Syaa.g_02066
OG0000792	Prak.g_01337	Syaa.g_02067
OG0000793	Prak.g_01340	Syaa.g_02072
OG0000794	Prak.g_01341	Syaa.g_02073
OG0000795	Prak.g_01342	Syaa.g_02074
OG0000796	Prak.g_01346	Syaa.g_02078
OG0000797	Prak.g_01347	Syaa.g_02079
OG0000798	Prak.g_00696	Syaa.g_00494
OG0000799	Prak.g_01374	Syaa.g_01743
OG0000800	Prak.g_01375	Syaa.g_01747
OG0000801	Prak.g_01376	Syaa.g_01748
OG0000802	Prak.g_01378	Syaa.g_01753
OG0000803	Prak.g_01380	Syaa.g_01758
OG0000804	Prak.g_01381	Syaa.g_01761
OG0000805	Prak.g_01383	Syaa.g_01763
OG0000806	Prak.g_01385	Syaa.g_01765
OG0000807	Prak.g_01386	Syaa.g_01767
OG0000808	Prak.g_01387	Syaa.g_01768
OG0000809	Prak.g_01389	Syaa.g_01771
OG0000810	Prak.g_01390	Syaa.g_01772
OG0000811	Prak.g_01394	Syaa.g_01778
OG0000812	Prak.g_01396	Syaa.g_01780
OG0000813	Prak.g_01397	Syaa.g_01781
OG0000814	Prak.g_01399	Syaa.g_01783
OG0000815	Prak.g_01400	Syaa.g_01784
OG0000816	Prak.g_01402	Syaa.g_01785
OG0000817	Prak.g_01403	Syaa.g_01786
OG0000818	Prak.g_01408	Syaa.g_01792
OG0000819	Prak.g_01409	Syaa.g_01793
OG0000820	Prak.g_01410	Syaa.g_01794
OG0000821	Prak.g_01414	Syaa.g_01800
OG0000822	Prak.g_01415	Syaa.g_01802
OG0000823	Prak.g_01416	Syaa.g_01803
OG0000824	Prak.g_01419	Syaa.g_01807
OG0000825	Prak.g_01420	Syaa.g_01808
OG0000826	Prak.g_01421	Syaa.g_01809
OG0000827	Prak.g_01422	Syaa.g_01810
OG0000828	Prak.g_01425	Syaa.g_01813
OG0000829	Prak.g_01426	Syaa.g_01814
OG0000830	Prak.g_01427	Syaa.g_01815
OG0000831	Prak.g_01429	Syaa.g_01817
OG0000832	Prak.g_01439	Syaa.g_00627
OG0000833	Prak.g_01448	Syaa.g_00611
OG0000834	Prak.g_01449	Syaa.g_00608
OG0000835	Prak.g_01450	Syaa.g_00607
OG0000836	Prak.g_01451	Syaa.g_00603
OG0000837	Prak.g_01452	Syaa.g_00601
OG0000838	Prak.g_01454	Syaa.g_00597
OG0000839	Prak.g_01455	Syaa.g_00596
OG0000840	Prak.g_01456	Syaa.g_00595
OG0000841	Prak.g_01457	Syaa.g_00594
OG0000842	Prak.g_01458	Syaa.g_00593
OG0000843	Prak.g_01459	Syaa.g_00592
OG0000844	Prak.g_01460	Syaa.g_00590
OG0000845	Prak.g_01461	Syaa.g_00589
OG0000846	Prak.g_01462	Syaa.g_00588
OG0000847	Prak.g_01463	Syaa.g_00587
OG0000848	Prak.g_01464	Syaa.g_00585
OG0000849	Prak.g_01465	Syaa.g_00584
OG0000850	Prak.g_01467	Syaa.g_00582
OG0000851	Prak.g_01468	Syaa.g_00577
OG0000852	Prak.g_01469	Syaa.g_00576
OG0000853	Prak.g_01475	Syaa.g_00572
OG0000854	Prak.g_01477	Syaa.g_00570
OG0000855	Prak.g_01478	Syaa.g_00569
OG0000856	Prak.g_00590	Syaa.g_01650
OG0000857	Prak.g_00860	Syaa.g_01188
OG0000858	Prak.g_01638	Syaa.g_00563
OG0000859	Prak.g_01639	Syaa.g_00562
OG0000860	Prak.g_01647	Syaa.g_00549
OG0000861	Prak.g_01648	Syaa.g_00548
OG0000862	Prak.g_01649	Syaa.g_00547
OG0000863	Prak.g_01651	Syaa.g_00543
OG0000864	Prak.g_01652	Syaa.g_00542
OG0000865	Prak.g_01653	Syaa.g_00541
OG0000866	Prak.g_01654	Syaa.g_00540
OG0000867	Prak.g_01655	Syaa.g_00539
OG0000868	Prak.g_01657	Syaa.g_00536
OG0000869	Prak.g_01660	Syaa.g_00531
OG0000870	Prak.g_01665	Syaa.g_00526
OG0000871	Prak.g_01666	Syaa.g_00525
OG0000872	Prak.g_01667	Syaa.g_00511
OG0000873	Prak.g_01670	Syaa.g_00497
OG0000874	Prak.g_01673	Syaa.g_00519
OG0000875	Prak.g_01674	Syaa.g_00438
OG0000876	Prak.g_01675	Syaa.g_00682
OG0000877	Prak.g_01677	Syaa.g_00679
OG0000878	Prak.g_01678	Syaa.g_00678
OG0000879	Prak.g_01679	Syaa.g_00677
OG0000880	Prak.g_01680	Syaa.g_00676
OG0000881	Prak.g_01684	Syaa.g_00671
OG0000882	Prak.g_01689	Syaa.g_00666
OG0000883	Prak.g_01691	Syaa.g_00661
OG0000884	Prak.g_01693	Syaa.g_00659
OG0000885	Prak.g_01694	Syaa.g_00658
OG0000886	Prak.g_01695	Syaa.g_00657
OG0000887	Prak.g_01696	Syaa.g_00656
OG0000888	Prak.g_01698	Syaa.g_00654
OG0000889	Prak.g_01700	Syaa.g_00652
OG0000890	Prak.g_01701	Syaa.g_00644
OG0000891	Prak.g_01702	Syaa.g_00643
OG0000892	Prak.g_01704	Syaa.g_00640
OG0000893	Prak.g_01708	Syaa.g_02352
OG0000894	Prak.g_01711	Syaa.g_02349
OG0000895	Prak.g_01715	Syaa.g_02345
OG0000896	Prak.g_01716	Syaa.g_02344
OG0000897	Prak.g_01718	Syaa.g_02342
OG0000898	Prak.g_01719	Syaa.g_02341
OG0000899	Prak.g_01720	Syaa.g_02340
OG0000900	Prak.g_01721	Syaa.g_02339
OG0000901	Prak.g_01724	Syaa.g_02334
OG0000902	Prak.g_01726	Syaa.g_02332
OG0000903	Prak.g_01730	Syaa.g_02313
OG0000904	Prak.g_01734	Syaa.g_02318
OG0000905	Prak.g_01728	Syaa.g_02324
OG0000906	Prak.g_01727	Syaa.g_02327
OG0000907	Prak.g_01737	Syaa.g_02295
OG0000908	Prak.g_01740	Syaa.g_02292
OG0000909	Prak.g_01741	Syaa.g_02291
OG0000910	Prak.g_01742	Syaa.g_02290
OG0000911	Prak.g_01744	Syaa.g_02288
OG0000912	Prak.g_01745	Syaa.g_02287
OG0000913	Prak.g_01746	Syaa.g_02286
OG0000914	Prak.g_01747	Syaa.g_02285
OG0000915	Prak.g_01748	Syaa.g_02283
OG0000916	Prak.g_01749	Syaa.g_02282
OG0000917	Prak.g_01750	Syaa.g_02281
OG0000918	Prak.g_01751	Syaa.g_02280
OG0000919	Prak.g_01752	Syaa.g_02279
OG0000920	Prak.g_01753	Syaa.g_02278
OG0000921	Prak.g_01754	Syaa.g_02277
OG0000922	Prak.g_01755	Syaa.g_02276
OG0000923	Prak.g_01759	Syaa.g_02272
OG0000924	Prak.g_01760	Syaa.g_02271
OG0000925	Prak.g_01761	Syaa.g_02270
OG0000926	Prak.g_01762	Syaa.g_02269
OG0000927	Prak.g_01764	Syaa.g_02267
OG0000928	Prak.g_01765	Syaa.g_02266
OG0000929	Prak.g_01766	Syaa.g_02265
OG0000930	Prak.g_01767	Syaa.g_02264
OG0000931	Prak.g_01768	Syaa.g_02263
OG0000932	Prak.g_01769	Syaa.g_02262
OG0000933	Prak.g_01773	Syaa.g_02256
OG0000934	Prak.g_01775	Syaa.g_02254
OG0000935	Prak.g_01776	Syaa.g_02253
OG0000936	Prak.g_01777	Syaa.g_02252
OG0000937	Prak.g_01778	Syaa.g_02251
OG0000938	Prak.g_01781	Syaa.g_02248
OG0000939	Prak.g_01782	Syaa.g_02247
OG0000940	Prak.g_01789	Syaa.g_02240
OG0000941	Prak.g_01791	Syaa.g_02238
OG0000942	Prak.g_01793	Syaa.g_02236
OG0000943	Prak.g_01794	Syaa.g_02235
OG0000944	Prak.g_01796	Syaa.g_02233
OG0000945	Prak.g_01797	Syaa.g_02231
OG0000946	Prak.g_01802	Syaa.g_02225
OG0000947	Prak.g_01804	Syaa.g_02222
OG0000948	Prak.g_01805	Syaa.g_02221
OG0000949	Prak.g_01808	Syaa.g_00172
OG0000950	Prak.g_01815	Syaa.g_00159
OG0000951	Prak.g_01819	Syaa.g_00153
OG0000952	Prak.g_01823	Syaa.g_00149
OG0000953	Prak.g_01827	Syaa.g_00143
OG0000954	Prak.g_01831	Syaa.g_00138
OG0000955	Prak.g_01832	Syaa.g_00137
OG0000956	Prak.g_01834	Syaa.g_00135
OG0000957	Prak.g_01840	Syaa.g_00125
OG0000958	Prak.g_01841	Syaa.g_00124
OG0000959	Prak.g_01845	Syaa.g_00120
OG0000960	Prak.g_01846	Syaa.g_00119
OG0000961	Prak.g_01849	Syaa.g_00106
OG0000962	Prak.g_01851	Syaa.g_00102
OG0000963	Prak.g_01855	Syaa.g_00097
OG0000964	Prak.g_01856	Syaa.g_00096
OG0000965	Prak.g_01857	Syaa.g_00095
OG0000966	Prak.g_01863	Syaa.g_00083
OG0000967	Prak.g_01867	Syaa.g_00074
OG0000968	Prak.g_01869	Syaa.g_00078
OG0000969	Prak.g_01870	Syaa.g_00077
OG0000970	Prak.g_01871	Syaa.g_00076
OG0000971	Prak.g_01872	Syaa.g_00069
OG0000972	Prak.g_01873	Syaa.g_00068
OG0000973	Prak.g_01874	Syaa.g_00067
OG0000974	Prak.g_01875	Syaa.g_00066
OG0000975	Prak.g_01876	Syaa.g_00065
OG0000976	Prak.g_01877	Syaa.g_00064
OG0000977	Prak.g_01878	Syaa.g_00062
OG0000978	Prak.g_01879	Syaa.g_00061
OG0000979	Prak.g_01882	Syaa.g_00058
OG0000980	Prak.g_01884	Syaa.g_00055
OG0000981	Prak.g_01887	Syaa.g_00052
OG0000982	Prak.g_01889	Syaa.g_02593
OG0000983	Prak.g_01890	Syaa.g_02594
OG0000984	Prak.g_01891	Syaa.g_02595
OG0000985	Prak.g_01894	Syaa.g_02597
OG0000986	Prak.g_01896	Syaa.g_02601
OG0000987	Prak.g_01897	Syaa.g_02603
OG0000988	Prak.g_01900	Syaa.g_02608
OG0000989	Prak.g_01904	Syaa.g_02616
OG0000990	Prak.g_01908	Syaa.g_02647
OG0000991	Prak.g_01909	Syaa.g_02650
OG0000992	Prak.g_01912	Syaa.g_02653
OG0000993	Prak.g_01913	Syaa.g_02654
OG0000994	Prak.g_01914	Syaa.g_02657
OG0000995	Prak.g_01918	Syaa.g_02662
OG0000996	Prak.g_01919	Syaa.g_02705
OG0000997	Prak.g_01922	Syaa.g_02725
OG0000998	Prak.g_01924	Syaa.g_02727
OG0000999	Prak.g_01925	Syaa.g_02728
OG0001000	Prak.g_01928	Syaa.g_02732
OG0001001	Prak.g_01931	Syaa.g_02738
OG0001002	Prak.g_01936	Syaa.g_02745
OG0001003	Prak.g_01937	Syaa.g_02747
OG0001004	Prak.g_01938	Syaa.g_02748
OG0001005	Prak.g_01939	Syaa.g_02749
OG0001006	Prak.g_01943	Syaa.g_02756
OG0001007	Prak.g_01945	Syaa.g_02758
OG0001008	Prak.g_00399	Syaa.g_00704
OG0001009	Prak.g_00027	Syaa.g_00034
OG0001010	Prak.g_00028	Syaa.g_00035
OG0001011	Prak.g_00030	Syaa.g_00037
OG0001012	Prak.g_00044	Syaa.g_02589
OG0001013	Prak.g_00051	Syaa.g_02576
OG0001014	Prak.g_00054	Syaa.g_02572
OG0001015	Prak.g_00056	Syaa.g_02571
OG0001016	Prak.g_00078	Syaa.g_00348
OG0001017	Prak.g_00082	Syaa.g_00342
OG0001018	Prak.g_00084	Syaa.g_00340
OG0001019	Prak.g_00093	Syaa.g_00323
OG0001020	Prak.g_00094	Syaa.g_02355
OG0001021	Prak.g_00095	Syaa.g_02359
OG0001022	Prak.g_00098	Syaa.g_02365
OG0001023	Prak.g_00099	Syaa.g_02366
OG0001024	Prak.g_00103	Syaa.g_02370
OG0001025	Prak.g_00110	Syaa.g_02377
OG0001026	Prak.g_00119	Syaa.g_02390
OG0001027	Prak.g_00120	Syaa.g_02397
OG0001028	Prak.g_00122	Syaa.g_02399
OG0001029	Prak.g_00123	Syaa.g_02401
OG0001030	Prak.g_00139	Syaa.g_02422
OG0001031	Prak.g_00199	Syaa.g_02500
OG0001032	Prak.g_00200	Syaa.g_02502
OG0001033	Prak.g_00221	Syaa.g_02539
OG0001034	Prak.g_00252	Syaa.g_02108
OG0001035	Prak.g_00272	Syaa.g_00298
OG0001036	Prak.g_00276	Syaa.g_00293
OG0001037	Prak.g_00277	Syaa.g_00291
OG0001038	Prak.g_00296	Syaa.g_00264
OG0001039	Prak.g_00299	Syaa.g_00261
OG0001040	Prak.g_00301	Syaa.g_00258
OG0001041	Prak.g_00306	Syaa.g_00253
OG0001042	Prak.g_00323	Syaa.g_00227
OG0001043	Prak.g_00324	Syaa.g_00223
OG0001044	Prak.g_00355	Syaa.g_02183
OG0001045	Prak.g_00364	Syaa.g_02170
OG0001046	Prak.g_01597	Syaa.g_01332
OG0001047	Prak.g_00401	Syaa.g_00706
OG0001048	Prak.g_00402	Syaa.g_00707
OG0001049	Prak.g_00404	Syaa.g_00710
OG0001050	Prak.g_00405	Syaa.g_00711
OG0001051	Prak.g_00406	Syaa.g_00712
OG0001052	Prak.g_00432	Syaa.g_01846
OG0001053	Prak.g_00444	Syaa.g_02048
OG0001054	Prak.g_00459	Syaa.g_02031
OG0001055	Prak.g_00478	Syaa.g_02010
OG0001056	Prak.g_00495	Syaa.g_01975
OG0001057	Prak.g_00500	Syaa.g_01966
OG0001058	Prak.g_00509	Syaa.g_01951
OG0001059	Prak.g_00513	Syaa.g_01947
OG0001060	Prak.g_00519	Syaa.g_01941
OG0001061	Prak.g_00534	Syaa.g_01919
OG0001062	Prak.g_00536	Syaa.g_01917
OG0001063	Prak.g_00538	Syaa.g_01912
OG0001064	Prak.g_00539	Syaa.g_01911
OG0001065	Prak.g_00540	Syaa.g_01910
OG0001066	Prak.g_00541	Syaa.g_01909
OG0001067	Prak.g_00542	Syaa.g_01908
OG0001068	Prak.g_00543	Syaa.g_01907
OG0001069	Prak.g_00544	Syaa.g_01906
OG0001070	Prak.g_00548	Syaa.g_01903
OG0001071	Prak.g_00549	Syaa.g_01902
OG0001072	Prak.g_00551	Syaa.g_01898
OG0001073	Prak.g_00565	Syaa.g_01884
OG0001074	Prak.g_00577	Syaa.g_01678
OG0001075	Prak.g_00578	Syaa.g_01676
OG0001076	Prak.g_00585	Syaa.g_01659
OG0001077	Prak.g_00591	Syaa.g_01647
OG0001078	Prak.g_01107	Syaa.g_01632
OG0001079	Prak.g_01095	Syaa.g_01619
OG0001080	Prak.g_01089	Syaa.g_01443
OG0001081	Prak.g_01087	Syaa.g_01056
OG0001082	Prak.g_01086	Syaa.g_01057
OG0001083	Prak.g_01081	Syaa.g_01064
OG0001084	Prak.g_01080	Syaa.g_01065
OG0001085	Prak.g_00797	Syaa.g_01075
OG0001086	Prak.g_00798	Syaa.g_01077
OG0001087	Prak.g_00816	Syaa.g_00920
OG0001088	Prak.g_00817	Syaa.g_00916
OG0001089	Prak.g_00828	Syaa.g_00890
OG0001090	Prak.g_00838	Syaa.g_01237
OG0001091	Prak.g_01060	Syaa.g_01239
OG0001092	Prak.g_01059	Syaa.g_01242
OG0001093	Prak.g_01054	Syaa.g_01248
OG0001094	Prak.g_01061	Syaa.g_01148
OG0001095	Prak.g_00858	Syaa.g_01185
OG0001096	Prak.g_00872	Syaa.g_01200
OG0001097	Prak.g_00892	Syaa.g_00828
OG0001098	Prak.g_00911	Syaa.g_01441
OG0001099	Prak.g_00753	Syaa.g_02400
OG0001100	Prak.g_00761	Syaa.g_01086
OG0001101	Prak.g_00764	Syaa.g_01088
OG0001102	Prak.g_00767	Syaa.g_01091
OG0001103	Prak.g_00769	Syaa.g_01093
OG0001104	Prak.g_00792	Syaa.g_01133
OG0001105	Prak.g_00796	Syaa.g_01137
OG0001106	Prak.g_00964	Syaa.g_01372
OG0001107	Prak.g_00971	Syaa.g_01359
OG0001108	Prak.g_00975	Syaa.g_01350
OG0001109	Prak.g_00976	Syaa.g_01349
OG0001110	Prak.g_00978	Syaa.g_01347
OG0001111	Prak.g_00979	Syaa.g_01345
OG0001112	Prak.g_00980	Syaa.g_01343
OG0001113	Prak.g_00981	Syaa.g_01342
OG0001114	Prak.g_00982	Syaa.g_01341
OG0001115	Prak.g_00984	Syaa.g_01337
OG0001116	Prak.g_00985	Syaa.g_01335
OG0001117	Prak.g_00986	Syaa.g_01334
OG0001118	Prak.g_00987	Syaa.g_01333
OG0001119	Prak.g_00988	Syaa.g_01331
OG0001120	Prak.g_00990	Syaa.g_01328
OG0001122	Prak.g_01010	Syaa.g_01301
OG0001123	Prak.g_01016	Syaa.g_01294
