Orthogroup	Prak	Syab
OG0000584	Prak.g_00572	Syab.g_01927
OG0000585	Prak.g_00574	Syab.g_01924
OG0000586	Prak.g_00575	Syab.g_01923
OG0000587	Prak.g_00576	Syab.g_01921
OG0000588	Prak.g_00580	Syab.g_01910
OG0000589	Prak.g_00582	Syab.g_01899
OG0000590	Prak.g_00583	Syab.g_01898
OG0000591	Prak.g_00587	Syab.g_01892
OG0000592	Prak.g_00588	Syab.g_01891
OG0000593	Prak.g_01111	Syab.g_01877
OG0000594	Prak.g_01110	Syab.g_01876
OG0000595	Prak.g_01109	Syab.g_01875
OG0000596	Prak.g_01105	Syab.g_01871
OG0000597	Prak.g_01102	Syab.g_01868
OG0000598	Prak.g_01101	Syab.g_01867
OG0000599	Prak.g_01098	Syab.g_01860
OG0000600	Prak.g_01097	Syab.g_01859
OG0000601	Prak.g_01096	Syab.g_01858
OG0000602	Prak.g_01094	Syab.g_01853
OG0000603	Prak.g_01093	Syab.g_01852
OG0000604	Prak.g_01092	Syab.g_01850
OG0000605	Prak.g_01091	Syab.g_01758
OG0000606	Prak.g_01088	Syab.g_01529
OG0000607	Prak.g_01085	Syab.g_01533
OG0000608	Prak.g_01084	Syab.g_01534
OG0000609	Prak.g_01083	Syab.g_01536
OG0000610	Prak.g_01077	Syab.g_01555
OG0000611	Prak.g_01074	Syab.g_01558
OG0000612	Prak.g_01073	Syab.g_01559
OG0000613	Prak.g_00800	Syab.g_00228
OG0000614	Prak.g_00821	Syab.g_01179
OG0000615	Prak.g_00832	Syab.g_01605
OG0000616	Prak.g_01934	Syab.g_02897
OG0000617	Prak.g_01057	Syab.g_01274
OG0000618	Prak.g_01056	Syab.g_01275
OG0000619	Prak.g_01055	Syab.g_01662
OG0000620	Prak.g_01052	Syab.g_01668
OG0000621	Prak.g_01051	Syab.g_01669
OG0000622	Prak.g_01050	Syab.g_01670
OG0000623	Prak.g_01049	Syab.g_01671
OG0000624	Prak.g_01047	Syab.g_01673
OG0000625	Prak.g_01046	Syab.g_01674
OG0000626	Prak.g_01045	Syab.g_01675
OG0000627	Prak.g_01044	Syab.g_01438
OG0000628	Prak.g_01043	Syab.g_01437
OG0000629	Prak.g_01042	Syab.g_01434
OG0000630	Prak.g_01039	Syab.g_01430
OG0000631	Prak.g_00946	Syab.g_01421
OG0000632	Prak.g_00947	Syab.g_01420
OG0000633	Prak.g_00948	Syab.g_01419
OG0000634	Prak.g_00841	Syab.g_01651
OG0000635	Prak.g_00842	Syab.g_01656
OG0000636	Prak.g_00844	Syab.g_01658
OG0000637	Prak.g_00846	Syab.g_01660
OG0000638	Prak.g_00847	Syab.g_01661
OG0000639	Prak.g_00848	Syab.g_01276
OG0000640	Prak.g_00849	Syab.g_01277
OG0000641	Prak.g_00853	Syab.g_01281
OG0000642	Prak.g_00854	Syab.g_01282
OG0000643	Prak.g_00855	Syab.g_01283
OG0000644	Prak.g_00856	Syab.g_01284
OG0000645	Prak.g_00857	Syab.g_01286
OG0000646	Prak.g_00859	Syab.g_01289
OG0000647	Prak.g_00861	Syab.g_01291
OG0000648	Prak.g_00863	Syab.g_01684
OG0000649	Prak.g_00864	Syab.g_01685
OG0000650	Prak.g_00865	Syab.g_01686
OG0000651	Prak.g_00866	Syab.g_01687
OG0000652	Prak.g_00867	Syab.g_01688
OG0000653	Prak.g_00869	Syab.g_01690
OG0000654	Prak.g_00870	Syab.g_01691
OG0000655	Prak.g_00871	Syab.g_01692
OG0000656	Prak.g_00874	Syab.g_01695
OG0000657	Prak.g_00882	Syab.g_01706
OG0000658	Prak.g_00884	Syab.g_01710
OG0000659	Prak.g_00885	Syab.g_01711
OG0000660	Prak.g_00889	Syab.g_01715
OG0000661	Prak.g_00891	Syab.g_01717
OG0000662	Prak.g_00893	Syab.g_01719
OG0000663	Prak.g_00895	Syab.g_01722
OG0000664	Prak.g_00896	Syab.g_01723
OG0000665	Prak.g_00902	Syab.g_01829
OG0000666	Prak.g_00903	Syab.g_01842
OG0000667	Prak.g_00907	Syab.g_01548
OG0000668	Prak.g_00748	Syab.g_01319
OG0000669	Prak.g_00759	Syab.g_01642
OG0000670	Prak.g_00762	Syab.g_02156
OG0000671	Prak.g_00765	Syab.g_01638
OG0000672	Prak.g_00768	Syab.g_01635
OG0000673	Prak.g_00771	Syab.g_01632
OG0000674	Prak.g_00773	Syab.g_01630
OG0000675	Prak.g_00774	Syab.g_01629
OG0000676	Prak.g_00776	Syab.g_01620
OG0000677	Prak.g_00777	Syab.g_01619
OG0000678	Prak.g_00779	Syab.g_01613
OG0000679	Prak.g_00783	Syab.g_01601
OG0000680	Prak.g_00784	Syab.g_01600
OG0000681	Prak.g_00787	Syab.g_01597
OG0000682	Prak.g_00788	Syab.g_01596
OG0000683	Prak.g_00789	Syab.g_01595
OG0000684	Prak.g_00791	Syab.g_01591
OG0000685	Prak.g_00793	Syab.g_01589
OG0000686	Prak.g_00794	Syab.g_01588
OG0000687	Prak.g_00795	Syab.g_01586
OG0000688	Prak.g_01069	Syab.g_01576
OG0000689	Prak.g_01068	Syab.g_01574
OG0000690	Prak.g_01067	Syab.g_01573
OG0000691	Prak.g_01066	Syab.g_01572
OG0000692	Prak.g_01064	Syab.g_01571
OG0000693	Prak.g_01063	Syab.g_01569
OG0000694	Prak.g_01062	Syab.g_01568
OG0000695	Prak.g_00950	Syab.g_01417
OG0000696	Prak.g_00951	Syab.g_01416
OG0000697	Prak.g_00952	Syab.g_01415
OG0000698	Prak.g_00955	Syab.g_01412
OG0000699	Prak.g_00956	Syab.g_01411
OG0000700	Prak.g_00957	Syab.g_01410
OG0000701	Prak.g_00958	Syab.g_01409
OG0000702	Prak.g_00960	Syab.g_01401
OG0000703	Prak.g_00961	Syab.g_01400
OG0000704	Prak.g_00963	Syab.g_01398
OG0000705	Prak.g_00966	Syab.g_01391
OG0000706	Prak.g_00967	Syab.g_01390
OG0000707	Prak.g_00968	Syab.g_01389
OG0000708	Prak.g_00970	Syab.g_01386
OG0000709	Prak.g_00974	Syab.g_01378
OG0000710	Prak.g_00977	Syab.g_01367
OG0000711	Prak.g_00995	Syab.g_01340
OG0000712	Prak.g_00996	Syab.g_01338
OG0000713	Prak.g_00997	Syab.g_01337
OG0000714	Prak.g_00998	Syab.g_01334
OG0000715	Prak.g_01000	Syab.g_01332
OG0000716	Prak.g_01002	Syab.g_01328
OG0000717	Prak.g_01003	Syab.g_01327
OG0000718	Prak.g_01007	Syab.g_01323
OG0000719	Prak.g_01009	Syab.g_01321
OG0000720	Prak.g_01021	Syab.g_01307
OG0000721	Prak.g_01025	Syab.g_01305
OG0000722	Prak.g_01026	Syab.g_01304
OG0000723	Prak.g_01030	Syab.g_01678
OG0000724	Prak.g_00925	Syab.g_01223
OG0000725	Prak.g_00919	Syab.g_01207
OG0000726	Prak.g_00918	Syab.g_01206
OG0000727	Prak.g_00917	Syab.g_01205
OG0000728	Prak.g_00915	Syab.g_01203
OG0000729	Prak.g_01255	Syab.g_00097
OG0000730	Prak.g_01214	Syab.g_00521
OG0000731	Prak.g_00362	Syab.g_00531
OG0000732	Prak.g_01885	Syab.g_00055
OG0000733	Prak.g_01551	Syab.g_02798
OG0000734	Prak.g_01188	Syab.g_02508
OG0000735	Prak.g_01186	Syab.g_00942
OG0000736	Prak.g_01185	Syab.g_00943
OG0000737	Prak.g_01184	Syab.g_00944
OG0000738	Prak.g_01180	Syab.g_00949
OG0000739	Prak.g_01179	Syab.g_00961
OG0000740	Prak.g_01178	Syab.g_00962
OG0000741	Prak.g_01176	Syab.g_00965
OG0000742	Prak.g_01173	Syab.g_00968
OG0000743	Prak.g_01171	Syab.g_00970
OG0000744	Prak.g_01170	Syab.g_00971
OG0000745	Prak.g_01169	Syab.g_00973
OG0000746	Prak.g_01167	Syab.g_00975
OG0000747	Prak.g_01166	Syab.g_00976
OG0000748	Prak.g_01162	Syab.g_00991
OG0000749	Prak.g_01161	Syab.g_00992
OG0000750	Prak.g_01160	Syab.g_00993
OG0000751	Prak.g_01157	Syab.g_01002
OG0000752	Prak.g_01155	Syab.g_01004
OG0000753	Prak.g_01153	Syab.g_01007
OG0000754	Prak.g_01150	Syab.g_01012
OG0000755	Prak.g_01144	Syab.g_01021
OG0000756	Prak.g_01143	Syab.g_01022
OG0000757	Prak.g_01136	Syab.g_01029
OG0000758	Prak.g_01135	Syab.g_01030
OG0000759	Prak.g_01134	Syab.g_01031
OG0000760	Prak.g_01133	Syab.g_01032
OG0000761	Prak.g_01132	Syab.g_01034
OG0000762	Prak.g_01131	Syab.g_01036
OG0000763	Prak.g_01129	Syab.g_01038
OG0000764	Prak.g_01128	Syab.g_01039
OG0000765	Prak.g_01120	Syab.g_01154
OG0000766	Prak.g_01119	Syab.g_01153
OG0000767	Prak.g_01117	Syab.g_01151
OG0000768	Prak.g_01116	Syab.g_01150
OG0000769	Prak.g_01114	Syab.g_01148
OG0000770	Prak.g_00593	Syab.g_01145
OG0000771	Prak.g_01487	Syab.g_01229
OG0000772	Prak.g_01571	Syab.g_00957
OG0000773	Prak.g_01268	Syab.g_00931
OG0000774	Prak.g_01270	Syab.g_00924
OG0000775	Prak.g_01272	Syab.g_00922
OG0000776	Prak.g_01273	Syab.g_00921
OG0000777	Prak.g_01274	Syab.g_00920
OG0000778	Prak.g_01275	Syab.g_00919
OG0000779	Prak.g_01279	Syab.g_00913
OG0000780	Prak.g_01280	Syab.g_00908
OG0000781	Prak.g_01284	Syab.g_00904
OG0000782	Prak.g_01285	Syab.g_00903
OG0000783	Prak.g_01286	Syab.g_00902
OG0000784	Prak.g_01287	Syab.g_00901
OG0000785	Prak.g_01289	Syab.g_00899
OG0000786	Prak.g_01292	Syab.g_00895
OG0000787	Prak.g_01293	Syab.g_00894
OG0000788	Prak.g_00460	Syab.g_01857
OG0000789	Prak.g_01490	Syab.g_01835
OG0000790	Prak.g_01334	Syab.g_02082
OG0000791	Prak.g_01336	Syab.g_02080
OG0000792	Prak.g_01337	Syab.g_02079
OG0000793	Prak.g_01340	Syab.g_02074
OG0000794	Prak.g_01341	Syab.g_02073
OG0000795	Prak.g_01342	Syab.g_02072
OG0000796	Prak.g_01346	Syab.g_02068
OG0000797	Prak.g_01347	Syab.g_02067
OG0000799	Prak.g_01374	Syab.g_00826
OG0000800	Prak.g_01375	Syab.g_00821
OG0000801	Prak.g_01376	Syab.g_00820
OG0000802	Prak.g_01378	Syab.g_00816
OG0000803	Prak.g_01380	Syab.g_00806
OG0000804	Prak.g_01381	Syab.g_00802
OG0000805	Prak.g_01383	Syab.g_00792
OG0000806	Prak.g_01385	Syab.g_00790
OG0000807	Prak.g_01386	Syab.g_00788
OG0000808	Prak.g_01387	Syab.g_00783
OG0000809	Prak.g_01389	Syab.g_00780
OG0000810	Prak.g_01390	Syab.g_00779
OG0000811	Prak.g_01394	Syab.g_00770
OG0000812	Prak.g_01396	Syab.g_00768
OG0000813	Prak.g_01397	Syab.g_00767
OG0000814	Prak.g_01399	Syab.g_00765
OG0000815	Prak.g_01400	Syab.g_00760
OG0000816	Prak.g_01402	Syab.g_00758
OG0000817	Prak.g_01403	Syab.g_00757
OG0000818	Prak.g_01408	Syab.g_00751
OG0000819	Prak.g_01409	Syab.g_00750
OG0000820	Prak.g_01410	Syab.g_00749
OG0000821	Prak.g_01414	Syab.g_00743
OG0000822	Prak.g_01415	Syab.g_00741
OG0000823	Prak.g_01416	Syab.g_00740
OG0000824	Prak.g_01419	Syab.g_00735
OG0000825	Prak.g_01420	Syab.g_00734
OG0000826	Prak.g_01421	Syab.g_00733
OG0000827	Prak.g_01422	Syab.g_00732
OG0000828	Prak.g_01425	Syab.g_00729
OG0000829	Prak.g_01426	Syab.g_00728
OG0000830	Prak.g_01427	Syab.g_00727
OG0000831	Prak.g_01429	Syab.g_00725
OG0000832	Prak.g_01439	Syab.g_02169
OG0000833	Prak.g_01448	Syab.g_02178
OG0000834	Prak.g_01449	Syab.g_02181
OG0000835	Prak.g_01450	Syab.g_02182
OG0000836	Prak.g_01451	Syab.g_02185
OG0000837	Prak.g_01452	Syab.g_02186
OG0000838	Prak.g_01454	Syab.g_02190
OG0000839	Prak.g_01455	Syab.g_02191
OG0000840	Prak.g_01456	Syab.g_02192
OG0000841	Prak.g_01457	Syab.g_02193
OG0000842	Prak.g_01458	Syab.g_02194
OG0000843	Prak.g_01459	Syab.g_02195
OG0000844	Prak.g_01460	Syab.g_02197
OG0000845	Prak.g_01461	Syab.g_02198
OG0000846	Prak.g_01462	Syab.g_02199
OG0000847	Prak.g_01463	Syab.g_02200
OG0000848	Prak.g_01464	Syab.g_02202
OG0000849	Prak.g_01465	Syab.g_02203
OG0000850	Prak.g_01467	Syab.g_02212
OG0000851	Prak.g_01468	Syab.g_02226
OG0000852	Prak.g_01469	Syab.g_02227
OG0000853	Prak.g_01475	Syab.g_02233
OG0000854	Prak.g_01477	Syab.g_02235
OG0000855	Prak.g_01478	Syab.g_02236
OG0000856	Prak.g_00590	Syab.g_01889
OG0000857	Prak.g_00860	Syab.g_01290
OG0000858	Prak.g_01638	Syab.g_02244
OG0000859	Prak.g_01639	Syab.g_02245
OG0000860	Prak.g_01647	Syab.g_02258
OG0000861	Prak.g_01648	Syab.g_02259
OG0000862	Prak.g_01649	Syab.g_02261
OG0000863	Prak.g_01651	Syab.g_02265
OG0000864	Prak.g_01652	Syab.g_02266
OG0000865	Prak.g_01653	Syab.g_02267
OG0000866	Prak.g_01654	Syab.g_02268
OG0000867	Prak.g_01655	Syab.g_02269
OG0000868	Prak.g_01657	Syab.g_02287
OG0000869	Prak.g_01660	Syab.g_02292
OG0000870	Prak.g_01665	Syab.g_02297
OG0000871	Prak.g_01666	Syab.g_02298
OG0000872	Prak.g_01667	Syab.g_02305
OG0000873	Prak.g_01670	Syab.g_02308
OG0000874	Prak.g_01673	Syab.g_02311
OG0000875	Prak.g_01674	Syab.g_02313
OG0000876	Prak.g_01675	Syab.g_02315
OG0000877	Prak.g_01677	Syab.g_02317
OG0000878	Prak.g_01678	Syab.g_02318
OG0000879	Prak.g_01679	Syab.g_02319
OG0000880	Prak.g_01680	Syab.g_02320
OG0000881	Prak.g_01684	Syab.g_02325
OG0000882	Prak.g_01689	Syab.g_02330
OG0000883	Prak.g_01691	Syab.g_02332
OG0000884	Prak.g_01693	Syab.g_02334
OG0000885	Prak.g_01694	Syab.g_02335
OG0000886	Prak.g_01695	Syab.g_02336
OG0000887	Prak.g_01696	Syab.g_02338
OG0000888	Prak.g_01698	Syab.g_02340
OG0000889	Prak.g_01700	Syab.g_02342
OG0000890	Prak.g_01701	Syab.g_02348
OG0000891	Prak.g_01702	Syab.g_02349
OG0000892	Prak.g_01704	Syab.g_02353
OG0000893	Prak.g_01708	Syab.g_00366
OG0000894	Prak.g_01711	Syab.g_00369
OG0000895	Prak.g_01715	Syab.g_00373
OG0000896	Prak.g_01716	Syab.g_00374
OG0000897	Prak.g_01718	Syab.g_00376
OG0000898	Prak.g_01719	Syab.g_00377
OG0000899	Prak.g_01720	Syab.g_00378
OG0000900	Prak.g_01721	Syab.g_00379
OG0000901	Prak.g_01724	Syab.g_00384
OG0000902	Prak.g_01726	Syab.g_00386
OG0000903	Prak.g_01730	Syab.g_00399
OG0000904	Prak.g_01734	Syab.g_00395
OG0000905	Prak.g_01728	Syab.g_00390
OG0000906	Prak.g_01727	Syab.g_00388
OG0000907	Prak.g_01737	Syab.g_00401
OG0000908	Prak.g_01740	Syab.g_00404
OG0000909	Prak.g_01741	Syab.g_00405
OG0000910	Prak.g_01742	Syab.g_00406
OG0000911	Prak.g_01744	Syab.g_00408
OG0000912	Prak.g_01745	Syab.g_00409
OG0000913	Prak.g_01746	Syab.g_00410
OG0000914	Prak.g_01747	Syab.g_00411
OG0000915	Prak.g_01748	Syab.g_00412
OG0000916	Prak.g_01749	Syab.g_00413
OG0000917	Prak.g_01750	Syab.g_00414
OG0000918	Prak.g_01751	Syab.g_00415
OG0000919	Prak.g_01752	Syab.g_00416
OG0000920	Prak.g_01753	Syab.g_00417
OG0000921	Prak.g_01754	Syab.g_00418
OG0000922	Prak.g_01755	Syab.g_00419
OG0000923	Prak.g_01759	Syab.g_00423
OG0000924	Prak.g_01760	Syab.g_00424
OG0000925	Prak.g_01761	Syab.g_00425
OG0000926	Prak.g_01762	Syab.g_00426
OG0000927	Prak.g_01764	Syab.g_00428
OG0000928	Prak.g_01765	Syab.g_00429
OG0000929	Prak.g_01766	Syab.g_00430
OG0000930	Prak.g_01767	Syab.g_00431
OG0000931	Prak.g_01768	Syab.g_00432
OG0000932	Prak.g_01769	Syab.g_00433
OG0000933	Prak.g_01773	Syab.g_00439
OG0000934	Prak.g_01775	Syab.g_00441
OG0000935	Prak.g_01776	Syab.g_00442
OG0000936	Prak.g_01777	Syab.g_00443
OG0000937	Prak.g_01778	Syab.g_00444
OG0000938	Prak.g_01781	Syab.g_00447
OG0000939	Prak.g_01782	Syab.g_00448
OG0000940	Prak.g_01789	Syab.g_00456
OG0000941	Prak.g_01791	Syab.g_00458
OG0000942	Prak.g_01793	Syab.g_00460
OG0000943	Prak.g_01794	Syab.g_00461
OG0000944	Prak.g_01796	Syab.g_00463
OG0000945	Prak.g_01797	Syab.g_00466
OG0000946	Prak.g_01802	Syab.g_00473
OG0000947	Prak.g_01804	Syab.g_00476
OG0000948	Prak.g_01805	Syab.g_00477
OG0000949	Prak.g_01808	Syab.g_00212
OG0000950	Prak.g_01815	Syab.g_00204
OG0000951	Prak.g_01819	Syab.g_00199
OG0000952	Prak.g_01823	Syab.g_00191
OG0000953	Prak.g_01827	Syab.g_00134
OG0000954	Prak.g_01831	Syab.g_00129
OG0000955	Prak.g_01832	Syab.g_00128
OG0000956	Prak.g_01834	Syab.g_00126
OG0000957	Prak.g_01840	Syab.g_00115
OG0000958	Prak.g_01841	Syab.g_00114
OG0000959	Prak.g_01845	Syab.g_00110
OG0000960	Prak.g_01846	Syab.g_00109
OG0000961	Prak.g_01849	Syab.g_00100
OG0000962	Prak.g_01851	Syab.g_00098
OG0000963	Prak.g_01855	Syab.g_00093
OG0000964	Prak.g_01856	Syab.g_00092
OG0000965	Prak.g_01857	Syab.g_00091
OG0000966	Prak.g_01863	Syab.g_00082
OG0000967	Prak.g_01867	Syab.g_00078
OG0000968	Prak.g_01869	Syab.g_00075
OG0000969	Prak.g_01870	Syab.g_00073
OG0000970	Prak.g_01871	Syab.g_00072
OG0000971	Prak.g_01872	Syab.g_00070
OG0000972	Prak.g_01873	Syab.g_00069
OG0000973	Prak.g_01874	Syab.g_00068
OG0000974	Prak.g_01875	Syab.g_00067
OG0000975	Prak.g_01876	Syab.g_00066
OG0000976	Prak.g_01877	Syab.g_00065
OG0000977	Prak.g_01878	Syab.g_00063
OG0000978	Prak.g_01879	Syab.g_00062
OG0000979	Prak.g_01882	Syab.g_00059
OG0000980	Prak.g_01884	Syab.g_00056
OG0000981	Prak.g_01887	Syab.g_00053
OG0000982	Prak.g_01889	Syab.g_02756
OG0000983	Prak.g_01890	Syab.g_02757
OG0000984	Prak.g_01891	Syab.g_02758
OG0000985	Prak.g_01894	Syab.g_02762
OG0000986	Prak.g_01896	Syab.g_02764
OG0000987	Prak.g_01897	Syab.g_02768
OG0000988	Prak.g_01900	Syab.g_02774
OG0000989	Prak.g_01904	Syab.g_02792
OG0000990	Prak.g_01908	Syab.g_02811
OG0000991	Prak.g_01909	Syab.g_02818
OG0000992	Prak.g_01912	Syab.g_02821
OG0000993	Prak.g_01913	Syab.g_02822
OG0000994	Prak.g_01914	Syab.g_02826
OG0000995	Prak.g_01918	Syab.g_02835
OG0000996	Prak.g_01919	Syab.g_02866
OG0000997	Prak.g_01922	Syab.g_02875
OG0000998	Prak.g_01924	Syab.g_02877
OG0000999	Prak.g_01925	Syab.g_02878
OG0001000	Prak.g_01928	Syab.g_02881
OG0001001	Prak.g_01931	Syab.g_02888
OG0001002	Prak.g_01936	Syab.g_02900
OG0001003	Prak.g_01937	Syab.g_02902
OG0001004	Prak.g_01938	Syab.g_02903
OG0001005	Prak.g_01939	Syab.g_02905
OG0001006	Prak.g_01943	Syab.g_02912
OG0001007	Prak.g_01945	Syab.g_02914
OG0001008	Prak.g_00399	Syab.g_00584
OG0001009	Prak.g_00027	Syab.g_00033
OG0001010	Prak.g_00028	Syab.g_00034
OG0001011	Prak.g_00030	Syab.g_00035
OG0001012	Prak.g_00044	Syab.g_02752
OG0001013	Prak.g_00051	Syab.g_02716
OG0001014	Prak.g_00054	Syab.g_02712
OG0001015	Prak.g_00056	Syab.g_02711
OG0001016	Prak.g_00078	Syab.g_02439
OG0001017	Prak.g_00082	Syab.g_02445
OG0001018	Prak.g_00084	Syab.g_02447
OG0001019	Prak.g_00093	Syab.g_02469
OG0001020	Prak.g_00094	Syab.g_02477
OG0001021	Prak.g_00095	Syab.g_02481
OG0001022	Prak.g_00098	Syab.g_02485
OG0001023	Prak.g_00099	Syab.g_02486
OG0001024	Prak.g_00103	Syab.g_02490
OG0001025	Prak.g_00110	Syab.g_02497
OG0001026	Prak.g_00119	Syab.g_02510
OG0001027	Prak.g_00120	Syab.g_02515
OG0001028	Prak.g_00122	Syab.g_02517
OG0001029	Prak.g_00123	Syab.g_02519
OG0001030	Prak.g_00139	Syab.g_02540
OG0001031	Prak.g_00199	Syab.g_02615
OG0001032	Prak.g_00200	Syab.g_02617
OG0001033	Prak.g_00221	Syab.g_02675
OG0001034	Prak.g_00252	Syab.g_02370
OG0001035	Prak.g_00272	Syab.g_00335
OG0001036	Prak.g_00276	Syab.g_00327
OG0001037	Prak.g_00277	Syab.g_00325
OG0001038	Prak.g_00296	Syab.g_00297
OG0001039	Prak.g_00299	Syab.g_00294
OG0001040	Prak.g_00301	Syab.g_00291
OG0001041	Prak.g_00306	Syab.g_00286
OG0001042	Prak.g_00323	Syab.g_00254
OG0001043	Prak.g_00324	Syab.g_00250
OG0001044	Prak.g_00355	Syab.g_00522
OG0001045	Prak.g_00364	Syab.g_00534
OG0001046	Prak.g_01597	Syab.g_01352
OG0001047	Prak.g_00401	Syab.g_00586
OG0001048	Prak.g_00402	Syab.g_00587
OG0001049	Prak.g_00404	Syab.g_00590
OG0001050	Prak.g_00405	Syab.g_00591
OG0001051	Prak.g_00406	Syab.g_00592
OG0001052	Prak.g_00432	Syab.g_00693
OG0001053	Prak.g_00444	Syab.g_02099
OG0001054	Prak.g_00459	Syab.g_02118
OG0001055	Prak.g_00478	Syab.g_02139
OG0001056	Prak.g_00495	Syab.g_02036
OG0001057	Prak.g_00500	Syab.g_00882
OG0001058	Prak.g_00509	Syab.g_02014
OG0001059	Prak.g_00513	Syab.g_02010
OG0001060	Prak.g_00519	Syab.g_02003
OG0001061	Prak.g_00534	Syab.g_01985
OG0001062	Prak.g_00536	Syab.g_01983
OG0001063	Prak.g_00538	Syab.g_01979
OG0001064	Prak.g_00539	Syab.g_01978
OG0001065	Prak.g_00540	Syab.g_01976
OG0001066	Prak.g_00541	Syab.g_01975
OG0001067	Prak.g_00542	Syab.g_01974
OG0001068	Prak.g_00543	Syab.g_01973
OG0001069	Prak.g_00544	Syab.g_01972
OG0001070	Prak.g_00548	Syab.g_01968
OG0001071	Prak.g_00549	Syab.g_01967
OG0001072	Prak.g_00551	Syab.g_01962
OG0001073	Prak.g_00565	Syab.g_01947
OG0001074	Prak.g_00577	Syab.g_01815
OG0001075	Prak.g_00578	Syab.g_01919
OG0001076	Prak.g_00585	Syab.g_01897
OG0001077	Prak.g_00591	Syab.g_01887
OG0001079	Prak.g_01095	Syab.g_01856
OG0001080	Prak.g_01089	Syab.g_01756
OG0001081	Prak.g_01087	Syab.g_01530
OG0001082	Prak.g_01086	Syab.g_01531
OG0001083	Prak.g_01081	Syab.g_01540
OG0001084	Prak.g_01080	Syab.g_01543
OG0001085	Prak.g_00797	Syab.g_01563
OG0001086	Prak.g_00798	Syab.g_01565
OG0001087	Prak.g_00816	Syab.g_01167
OG0001088	Prak.g_00817	Syab.g_01170
OG0001089	Prak.g_00828	Syab.g_01198
OG0001090	Prak.g_00838	Syab.g_01267
OG0001091	Prak.g_01060	Syab.g_01270
OG0001092	Prak.g_01059	Syab.g_01272
OG0001093	Prak.g_01054	Syab.g_01664
OG0001094	Prak.g_01061	Syab.g_01567
OG0001095	Prak.g_00858	Syab.g_01287
OG0001096	Prak.g_00872	Syab.g_01693
OG0001097	Prak.g_00892	Syab.g_01718
OG0001098	Prak.g_00911	Syab.g_01497
OG0001099	Prak.g_00753	Syab.g_02518
OG0001100	Prak.g_00761	Syab.g_01640
OG0001101	Prak.g_00764	Syab.g_01639
OG0001102	Prak.g_00767	Syab.g_01636
OG0001103	Prak.g_00769	Syab.g_01634
OG0001104	Prak.g_00792	Syab.g_01590
OG0001105	Prak.g_00796	Syab.g_01585
OG0001106	Prak.g_00964	Syab.g_01397
OG0001107	Prak.g_00971	Syab.g_01385
OG0001108	Prak.g_00975	Syab.g_01377
OG0001109	Prak.g_00976	Syab.g_01368
OG0001110	Prak.g_00978	Syab.g_01366
OG0001111	Prak.g_00979	Syab.g_01364
OG0001112	Prak.g_00980	Syab.g_01362
OG0001113	Prak.g_00981	Syab.g_01593
OG0001114	Prak.g_00982	Syab.g_01361
OG0001115	Prak.g_00984	Syab.g_01357
OG0001116	Prak.g_00985	Syab.g_01355
OG0001117	Prak.g_00986	Syab.g_01354
OG0001118	Prak.g_00987	Syab.g_01353
OG0001119	Prak.g_00988	Syab.g_01351
OG0001120	Prak.g_00990	Syab.g_01347
OG0001122	Prak.g_01010	Syab.g_01320
OG0001123	Prak.g_01016	Syab.g_01312
OG0001124	Prak.g_01018	Syab.g_01310
OG0001125	Prak.g_01020	Syab.g_01308
OG0001126	Prak.g_00931	Syab.g_01231
OG0001127	Prak.g_00930	Syab.g_01230
OG0001128	Prak.g_00928	Syab.g_01227
OG0001129	Prak.g_00927	Syab.g_01225
OG0001130	Prak.g_00926	Syab.g_01224
OG0001131	Prak.g_00383	Syab.g_01609
OG0001132	Prak.g_00712	Syab.g_01790
OG0001133	Prak.g_01328	Syab.g_01895
OG0001134	Prak.g_01550	Syab.g_01748
OG0001136	Prak.g_01175	Syab.g_00966
OG0001137	Prak.g_01163	Syab.g_00990
OG0001138	Prak.g_01142	Syab.g_01023
OG0001139	Prak.g_01140	Syab.g_01025
OG0001140	Prak.g_01139	Syab.g_01026
OG0001141	Prak.g_01138	Syab.g_01027
OG0001142	Prak.g_01137	Syab.g_01028
OG0001143	Prak.g_01130	Syab.g_01037
OG0001144	Prak.g_01125	Syab.g_01052
OG0001145	Prak.g_01269	Syab.g_00928
OG0001146	Prak.g_01281	Syab.g_00907
OG0001147	Prak.g_01301	Syab.g_00716
OG0001148	Prak.g_01331	Syab.g_02085
OG0001149	Prak.g_01332	Syab.g_02084
OG0001150	Prak.g_01333	Syab.g_02083
OG0001151	Prak.g_01344	Syab.g_02070
OG0001152	Prak.g_01345	Syab.g_02069
OG0001153	Prak.g_01423	Syab.g_00731
OG0001154	Prak.g_01424	Syab.g_00730
OG0001155	Prak.g_01441	Syab.g_02171
OG0001156	Prak.g_01444	Syab.g_02174
OG0001157	Prak.g_01445	Syab.g_02175
OG0001158	Prak.g_01446	Syab.g_02176
OG0001159	Prak.g_01447	Syab.g_02177
OG0001160	Prak.g_01473	Syab.g_02231
OG0001161	Prak.g_01588	Syab.g_02797
OG0001162	Prak.g_01526	Syab.g_00893
OG0001163	Prak.g_01636	Syab.g_02241
OG0001164	Prak.g_01640	Syab.g_02247
OG0001165	Prak.g_01643	Syab.g_02252
OG0001166	Prak.g_01664	Syab.g_02296
OG0001167	Prak.g_01681	Syab.g_02322
OG0001168	Prak.g_01683	Syab.g_02324
OG0001169	Prak.g_01685	Syab.g_02326
