Orthogroup	Prak	Syak
OG0000587	Prak.g_00576	Syak.g_02756
OG0000588	Prak.g_00580	Syak.g_00004
OG0000589	Prak.g_00582	Syak.g_00008
OG0000590	Prak.g_00583	Syak.g_00009
OG0000591	Prak.g_00587	Syak.g_00017
OG0000592	Prak.g_00588	Syak.g_00018
OG0000593	Prak.g_01111	Syak.g_00031
OG0000594	Prak.g_01110	Syak.g_00032
OG0000595	Prak.g_01109	Syak.g_00033
OG0000596	Prak.g_01105	Syak.g_00038
OG0000597	Prak.g_01102	Syak.g_00041
OG0000598	Prak.g_01101	Syak.g_00042
OG0000599	Prak.g_01098	Syak.g_00045
OG0000600	Prak.g_01097	Syak.g_00046
OG0000601	Prak.g_01096	Syak.g_00047
OG0000602	Prak.g_01094	Syak.g_00053
OG0000603	Prak.g_01093	Syak.g_00054
OG0000604	Prak.g_01092	Syak.g_00056
OG0000605	Prak.g_01091	Syak.g_00259
OG0000606	Prak.g_01088	Syak.g_00326
OG0000607	Prak.g_01085	Syak.g_00329
OG0000608	Prak.g_01084	Syak.g_00330
OG0000609	Prak.g_01083	Syak.g_00332
OG0000610	Prak.g_01077	Syak.g_00347
OG0000611	Prak.g_01074	Syak.g_00350
OG0000612	Prak.g_01073	Syak.g_00351
OG0000613	Prak.g_00800	Syak.g_01525
OG0000614	Prak.g_00821	Syak.g_00705
OG0000615	Prak.g_00832	Syak.g_00393
OG0000616	Prak.g_01934	Syak.g_01810
OG0000617	Prak.g_01057	Syak.g_00799
OG0000618	Prak.g_01056	Syak.g_00798
OG0000619	Prak.g_01055	Syak.g_00797
OG0000620	Prak.g_01052	Syak.g_00779
OG0000621	Prak.g_01051	Syak.g_00780
OG0000622	Prak.g_01050	Syak.g_00781
OG0000623	Prak.g_01049	Syak.g_00782
OG0000624	Prak.g_01047	Syak.g_00784
OG0000625	Prak.g_01046	Syak.g_00785
OG0000626	Prak.g_01045	Syak.g_00786
OG0000627	Prak.g_01044	Syak.g_00561
OG0000628	Prak.g_01043	Syak.g_00560
OG0000629	Prak.g_01042	Syak.g_00556
OG0000630	Prak.g_01039	Syak.g_00552
OG0000631	Prak.g_00946	Syak.g_00545
OG0000632	Prak.g_00947	Syak.g_00544
OG0000633	Prak.g_00948	Syak.g_00542
OG0000634	Prak.g_00841	Syak.g_00430
OG0000635	Prak.g_00842	Syak.g_00431
OG0000636	Prak.g_00844	Syak.g_00433
OG0000637	Prak.g_00846	Syak.g_00435
OG0000638	Prak.g_00847	Syak.g_00436
OG0000639	Prak.g_00848	Syak.g_00437
OG0000640	Prak.g_00849	Syak.g_00438
OG0000641	Prak.g_00853	Syak.g_00442
OG0000642	Prak.g_00854	Syak.g_00443
OG0000643	Prak.g_00855	Syak.g_00444
OG0000644	Prak.g_00856	Syak.g_00445
OG0000645	Prak.g_00857	Syak.g_00447
OG0000646	Prak.g_00859	Syak.g_00450
OG0000647	Prak.g_00861	Syak.g_00452
OG0000648	Prak.g_00863	Syak.g_00456
OG0000649	Prak.g_00864	Syak.g_00457
OG0000650	Prak.g_00865	Syak.g_00458
OG0000651	Prak.g_00866	Syak.g_00459
OG0000652	Prak.g_00867	Syak.g_00460
OG0000653	Prak.g_00869	Syak.g_00462
OG0000654	Prak.g_00870	Syak.g_00625
OG0000655	Prak.g_00871	Syak.g_00624
OG0000656	Prak.g_00874	Syak.g_00621
OG0000657	Prak.g_00882	Syak.g_00609
OG0000658	Prak.g_00884	Syak.g_00606
OG0000659	Prak.g_00885	Syak.g_00605
OG0000660	Prak.g_00889	Syak.g_00601
OG0000661	Prak.g_00891	Syak.g_00599
OG0000662	Prak.g_00893	Syak.g_00597
OG0000663	Prak.g_00895	Syak.g_00594
OG0000664	Prak.g_00896	Syak.g_00593
OG0000665	Prak.g_00902	Syak.g_00086
OG0000666	Prak.g_00903	Syak.g_00078
OG0000667	Prak.g_00907	Syak.g_00340
OG0000668	Prak.g_00748	Syak.g_00643
OG0000669	Prak.g_00759	Syak.g_00363
OG0000670	Prak.g_00762	Syak.g_00366
OG0000671	Prak.g_00765	Syak.g_00368
OG0000672	Prak.g_00768	Syak.g_00371
OG0000673	Prak.g_00771	Syak.g_00374
OG0000674	Prak.g_00773	Syak.g_00376
OG0000675	Prak.g_00774	Syak.g_00377
OG0000676	Prak.g_00776	Syak.g_00379
OG0000677	Prak.g_00777	Syak.g_00380
OG0000678	Prak.g_00779	Syak.g_00386
OG0000679	Prak.g_00783	Syak.g_00397
OG0000680	Prak.g_00784	Syak.g_00398
OG0000681	Prak.g_00787	Syak.g_00401
OG0000682	Prak.g_00788	Syak.g_00402
OG0000683	Prak.g_00789	Syak.g_00403
OG0000684	Prak.g_00791	Syak.g_00409
OG0000685	Prak.g_00793	Syak.g_00411
OG0000686	Prak.g_00794	Syak.g_00412
OG0000687	Prak.g_00795	Syak.g_00413
OG0000688	Prak.g_01069	Syak.g_00418
OG0000689	Prak.g_01068	Syak.g_00421
OG0000690	Prak.g_01067	Syak.g_00422
OG0000691	Prak.g_01066	Syak.g_00423
OG0000692	Prak.g_01064	Syak.g_00424
OG0000693	Prak.g_01063	Syak.g_00426
OG0000694	Prak.g_01062	Syak.g_00427
OG0000695	Prak.g_00950	Syak.g_00540
OG0000696	Prak.g_00951	Syak.g_00539
OG0000697	Prak.g_00952	Syak.g_00538
OG0000698	Prak.g_00955	Syak.g_00535
OG0000699	Prak.g_00956	Syak.g_00534
OG0000700	Prak.g_00957	Syak.g_00533
OG0000701	Prak.g_00958	Syak.g_00532
OG0000702	Prak.g_00960	Syak.g_00522
OG0000703	Prak.g_00961	Syak.g_00521
OG0000704	Prak.g_00963	Syak.g_00519
OG0000705	Prak.g_00966	Syak.g_00511
OG0000706	Prak.g_00967	Syak.g_00510
OG0000707	Prak.g_00968	Syak.g_00509
OG0000708	Prak.g_00970	Syak.g_00506
OG0000709	Prak.g_00974	Syak.g_00498
OG0000710	Prak.g_00977	Syak.g_00494
OG0000711	Prak.g_00995	Syak.g_00466
OG0000712	Prak.g_00996	Syak.g_00464
OG0000713	Prak.g_00997	Syak.g_00463
OG0000714	Prak.g_00998	Syak.g_00629
OG0000715	Prak.g_01000	Syak.g_00631
OG0000716	Prak.g_01002	Syak.g_00635
OG0000717	Prak.g_01003	Syak.g_00636
OG0000718	Prak.g_01007	Syak.g_00640
OG0000719	Prak.g_01009	Syak.g_00642
OG0000720	Prak.g_01021	Syak.g_00655
OG0000721	Prak.g_01025	Syak.g_00657
OG0000722	Prak.g_01026	Syak.g_00658
OG0000723	Prak.g_01030	Syak.g_00790
OG0000724	Prak.g_00925	Syak.g_00749
OG0000725	Prak.g_00919	Syak.g_00731
OG0000726	Prak.g_00918	Syak.g_00730
OG0000727	Prak.g_00917	Syak.g_00729
OG0000728	Prak.g_00915	Syak.g_00727
OG0000729	Prak.g_01255	Syak.g_01683
OG0000730	Prak.g_01214	Syak.g_01248
OG0000731	Prak.g_00362	Syak.g_01237
OG0000732	Prak.g_01885	Syak.g_01739
OG0000733	Prak.g_01551	Syak.g_01905
OG0000734	Prak.g_01188	Syak.g_02184
OG0000735	Prak.g_01186	Syak.g_00914
OG0000736	Prak.g_01185	Syak.g_00913
OG0000737	Prak.g_01184	Syak.g_00912
OG0000738	Prak.g_01180	Syak.g_00907
OG0000739	Prak.g_01179	Syak.g_00906
OG0000740	Prak.g_01178	Syak.g_00905
OG0000741	Prak.g_01176	Syak.g_00902
OG0000742	Prak.g_01173	Syak.g_00899
OG0000743	Prak.g_01171	Syak.g_00897
OG0000744	Prak.g_01170	Syak.g_00896
OG0000745	Prak.g_01169	Syak.g_00894
OG0000746	Prak.g_01167	Syak.g_00892
OG0000747	Prak.g_01166	Syak.g_00891
OG0000748	Prak.g_01162	Syak.g_00875
OG0000749	Prak.g_01161	Syak.g_00874
OG0000750	Prak.g_01160	Syak.g_00873
OG0000751	Prak.g_01157	Syak.g_00862
OG0000752	Prak.g_01155	Syak.g_00860
OG0000753	Prak.g_01153	Syak.g_00857
OG0000754	Prak.g_01150	Syak.g_00852
OG0000755	Prak.g_01144	Syak.g_00841
OG0000756	Prak.g_01143	Syak.g_00840
OG0000757	Prak.g_01136	Syak.g_00833
OG0000758	Prak.g_01135	Syak.g_00832
OG0000759	Prak.g_01134	Syak.g_00831
OG0000760	Prak.g_01133	Syak.g_00830
OG0000761	Prak.g_01132	Syak.g_00829
OG0000762	Prak.g_01131	Syak.g_00827
OG0000763	Prak.g_01129	Syak.g_00825
OG0000764	Prak.g_01128	Syak.g_00824
OG0000765	Prak.g_01120	Syak.g_00669
OG0000766	Prak.g_01119	Syak.g_00670
OG0000767	Prak.g_01117	Syak.g_00672
OG0000768	Prak.g_01116	Syak.g_00673
OG0000769	Prak.g_01114	Syak.g_00675
OG0000770	Prak.g_00593	Syak.g_00678
OG0000771	Prak.g_01487	Syak.g_00755
OG0000772	Prak.g_01571	Syak.g_02048
OG0000773	Prak.g_01268	Syak.g_00921
OG0000774	Prak.g_01270	Syak.g_00926
OG0000775	Prak.g_01272	Syak.g_00929
OG0000776	Prak.g_01273	Syak.g_00930
OG0000777	Prak.g_01274	Syak.g_00931
OG0000778	Prak.g_01275	Syak.g_00932
OG0000779	Prak.g_01279	Syak.g_00938
OG0000780	Prak.g_01280	Syak.g_00942
OG0000781	Prak.g_01284	Syak.g_00946
OG0000782	Prak.g_01285	Syak.g_00947
OG0000783	Prak.g_01286	Syak.g_00948
OG0000784	Prak.g_01287	Syak.g_00949
OG0000785	Prak.g_01289	Syak.g_00951
OG0000786	Prak.g_01292	Syak.g_00956
OG0000787	Prak.g_01293	Syak.g_00957
OG0000788	Prak.g_00460	Syak.g_00048
OG0000789	Prak.g_01490	Syak.g_00085
OG0000790	Prak.g_01334	Syak.g_02560
OG0000791	Prak.g_01336	Syak.g_02558
OG0000792	Prak.g_01337	Syak.g_02557
OG0000793	Prak.g_01340	Syak.g_02552
OG0000794	Prak.g_01341	Syak.g_02551
OG0000795	Prak.g_01342	Syak.g_02550
OG0000796	Prak.g_01346	Syak.g_02547
OG0000797	Prak.g_01347	Syak.g_02546
OG0000799	Prak.g_01374	Syak.g_00981
OG0000800	Prak.g_01375	Syak.g_00989
OG0000801	Prak.g_01376	Syak.g_00990
OG0000802	Prak.g_01378	Syak.g_00995
OG0000803	Prak.g_01380	Syak.g_01021
OG0000804	Prak.g_01381	Syak.g_01026
OG0000805	Prak.g_01383	Syak.g_01029
OG0000806	Prak.g_01385	Syak.g_01031
OG0000807	Prak.g_01386	Syak.g_01033
OG0000808	Prak.g_01387	Syak.g_01034
OG0000809	Prak.g_01389	Syak.g_01038
OG0000810	Prak.g_01390	Syak.g_01039
OG0000811	Prak.g_01394	Syak.g_01045
OG0000812	Prak.g_01396	Syak.g_01047
OG0000813	Prak.g_01397	Syak.g_01048
OG0000814	Prak.g_01399	Syak.g_01051
OG0000815	Prak.g_01400	Syak.g_01053
OG0000816	Prak.g_01402	Syak.g_01055
OG0000817	Prak.g_01403	Syak.g_01056
OG0000818	Prak.g_01408	Syak.g_01060
OG0000819	Prak.g_01409	Syak.g_01064
OG0000820	Prak.g_01410	Syak.g_01065
OG0000821	Prak.g_01414	Syak.g_01071
OG0000822	Prak.g_01415	Syak.g_01073
OG0000823	Prak.g_01416	Syak.g_01074
OG0000824	Prak.g_01419	Syak.g_01080
OG0000825	Prak.g_01420	Syak.g_01081
OG0000826	Prak.g_01421	Syak.g_01082
OG0000827	Prak.g_01422	Syak.g_01083
OG0000828	Prak.g_01425	Syak.g_01086
OG0000829	Prak.g_01426	Syak.g_01087
OG0000830	Prak.g_01427	Syak.g_01088
OG0000831	Prak.g_01429	Syak.g_01091
OG0000832	Prak.g_01439	Syak.g_02482
OG0000833	Prak.g_01448	Syak.g_02473
OG0000834	Prak.g_01449	Syak.g_02470
OG0000835	Prak.g_01450	Syak.g_02469
OG0000836	Prak.g_01451	Syak.g_02466
OG0000837	Prak.g_01452	Syak.g_02465
OG0000838	Prak.g_01454	Syak.g_02461
OG0000839	Prak.g_01455	Syak.g_02460
OG0000840	Prak.g_01456	Syak.g_02459
OG0000841	Prak.g_01457	Syak.g_02458
OG0000842	Prak.g_01458	Syak.g_02457
OG0000843	Prak.g_01459	Syak.g_02456
OG0000844	Prak.g_01460	Syak.g_02454
OG0000845	Prak.g_01461	Syak.g_02453
OG0000846	Prak.g_01462	Syak.g_02452
OG0000847	Prak.g_01463	Syak.g_02451
OG0000848	Prak.g_01464	Syak.g_02449
OG0000849	Prak.g_01465	Syak.g_02448
OG0000850	Prak.g_01467	Syak.g_02445
OG0000851	Prak.g_01468	Syak.g_02440
OG0000852	Prak.g_01469	Syak.g_02439
OG0000853	Prak.g_01475	Syak.g_02435
OG0000854	Prak.g_01477	Syak.g_02433
OG0000855	Prak.g_01478	Syak.g_02432
OG0000856	Prak.g_00590	Syak.g_00021
OG0000857	Prak.g_00860	Syak.g_00451
OG0000858	Prak.g_01638	Syak.g_02426
OG0000859	Prak.g_01639	Syak.g_02425
OG0000860	Prak.g_01647	Syak.g_02414
OG0000861	Prak.g_01648	Syak.g_02413
OG0000862	Prak.g_01649	Syak.g_02412
OG0000863	Prak.g_01651	Syak.g_02409
OG0000864	Prak.g_01652	Syak.g_02408
OG0000865	Prak.g_01653	Syak.g_02407
OG0000866	Prak.g_01654	Syak.g_02406
OG0000867	Prak.g_01655	Syak.g_02405
OG0000868	Prak.g_01657	Syak.g_02402
OG0000869	Prak.g_01660	Syak.g_02398
OG0000870	Prak.g_01665	Syak.g_02393
OG0000871	Prak.g_01666	Syak.g_02392
OG0000872	Prak.g_01667	Syak.g_02386
OG0000873	Prak.g_01670	Syak.g_02383
OG0000874	Prak.g_01673	Syak.g_02379
OG0000875	Prak.g_01674	Syak.g_02377
OG0000876	Prak.g_01675	Syak.g_02375
OG0000877	Prak.g_01677	Syak.g_02372
OG0000878	Prak.g_01678	Syak.g_02371
OG0000879	Prak.g_01679	Syak.g_02370
OG0000880	Prak.g_01680	Syak.g_02369
OG0000881	Prak.g_01684	Syak.g_02363
OG0000882	Prak.g_01689	Syak.g_02358
OG0000883	Prak.g_01691	Syak.g_02355
OG0000884	Prak.g_01693	Syak.g_02353
OG0000885	Prak.g_01694	Syak.g_02352
OG0000886	Prak.g_01695	Syak.g_02351
OG0000887	Prak.g_01696	Syak.g_02350
OG0000888	Prak.g_01698	Syak.g_02348
OG0000889	Prak.g_01700	Syak.g_02346
OG0000890	Prak.g_01701	Syak.g_02334
OG0000891	Prak.g_01702	Syak.g_02333
OG0000892	Prak.g_01704	Syak.g_02329
OG0000893	Prak.g_01708	Syak.g_01393
OG0000894	Prak.g_01711	Syak.g_01390
OG0000895	Prak.g_01715	Syak.g_01386
OG0000896	Prak.g_01716	Syak.g_01385
OG0000897	Prak.g_01718	Syak.g_01383
OG0000898	Prak.g_01719	Syak.g_01382
OG0000899	Prak.g_01720	Syak.g_01381
OG0000900	Prak.g_01721	Syak.g_01380
OG0000901	Prak.g_01724	Syak.g_01375
OG0000902	Prak.g_01726	Syak.g_01368
OG0000903	Prak.g_01730	Syak.g_01353
OG0000904	Prak.g_01734	Syak.g_01358
OG0000905	Prak.g_01728	Syak.g_01363
OG0000906	Prak.g_01727	Syak.g_01366
OG0000907	Prak.g_01737	Syak.g_01351
OG0000908	Prak.g_01740	Syak.g_01348
OG0000909	Prak.g_01741	Syak.g_01347
OG0000910	Prak.g_01742	Syak.g_01346
OG0000911	Prak.g_01744	Syak.g_01344
OG0000912	Prak.g_01745	Syak.g_01343
OG0000913	Prak.g_01746	Syak.g_01342
OG0000914	Prak.g_01747	Syak.g_01341
OG0000915	Prak.g_01748	Syak.g_01339
OG0000916	Prak.g_01749	Syak.g_01338
OG0000917	Prak.g_01750	Syak.g_01337
OG0000918	Prak.g_01751	Syak.g_01336
OG0000919	Prak.g_01752	Syak.g_01335
OG0000920	Prak.g_01753	Syak.g_01334
OG0000921	Prak.g_01754	Syak.g_01333
OG0000922	Prak.g_01755	Syak.g_01332
OG0000923	Prak.g_01759	Syak.g_01328
OG0000924	Prak.g_01760	Syak.g_01327
OG0000925	Prak.g_01761	Syak.g_01326
OG0000926	Prak.g_01762	Syak.g_01325
OG0000927	Prak.g_01764	Syak.g_01323
OG0000928	Prak.g_01765	Syak.g_01322
OG0000929	Prak.g_01766	Syak.g_01321
OG0000930	Prak.g_01767	Syak.g_01320
OG0000931	Prak.g_01768	Syak.g_01319
OG0000932	Prak.g_01769	Syak.g_01318
OG0000933	Prak.g_01773	Syak.g_01312
OG0000934	Prak.g_01775	Syak.g_01310
OG0000935	Prak.g_01776	Syak.g_01309
OG0000936	Prak.g_01777	Syak.g_01308
OG0000937	Prak.g_01778	Syak.g_01307
OG0000938	Prak.g_01781	Syak.g_01304
OG0000939	Prak.g_01782	Syak.g_01303
OG0000940	Prak.g_01789	Syak.g_01297
OG0000941	Prak.g_01791	Syak.g_01295
OG0000942	Prak.g_01793	Syak.g_01293
OG0000943	Prak.g_01794	Syak.g_01292
OG0000944	Prak.g_01796	Syak.g_01290
OG0000945	Prak.g_01797	Syak.g_01288
OG0000946	Prak.g_01802	Syak.g_01283
OG0000947	Prak.g_01804	Syak.g_01280
OG0000948	Prak.g_01805	Syak.g_01279
OG0000949	Prak.g_01808	Syak.g_01551
OG0000950	Prak.g_01815	Syak.g_01562
OG0000951	Prak.g_01819	Syak.g_01569
OG0000952	Prak.g_01823	Syak.g_01574
OG0000953	Prak.g_01827	Syak.g_01627
OG0000954	Prak.g_01831	Syak.g_01633
OG0000955	Prak.g_01832	Syak.g_01634
OG0000956	Prak.g_01834	Syak.g_01636
OG0000957	Prak.g_01840	Syak.g_01648
OG0000958	Prak.g_01841	Syak.g_01649
OG0000959	Prak.g_01845	Syak.g_01653
OG0000960	Prak.g_01846	Syak.g_01654
OG0000961	Prak.g_01849	Syak.g_01679
OG0000962	Prak.g_01851	Syak.g_01682
OG0000963	Prak.g_01855	Syak.g_01687
OG0000964	Prak.g_01856	Syak.g_01688
OG0000965	Prak.g_01857	Syak.g_01689
OG0000966	Prak.g_01863	Syak.g_01711
OG0000967	Prak.g_01867	Syak.g_01715
OG0000968	Prak.g_01869	Syak.g_01719
OG0000969	Prak.g_01870	Syak.g_01721
OG0000970	Prak.g_01871	Syak.g_01722
OG0000971	Prak.g_01872	Syak.g_01724
OG0000972	Prak.g_01873	Syak.g_01725
OG0000973	Prak.g_01874	Syak.g_01726
OG0000974	Prak.g_01875	Syak.g_01727
OG0000975	Prak.g_01876	Syak.g_01728
OG0000976	Prak.g_01877	Syak.g_01729
OG0000977	Prak.g_01878	Syak.g_01731
OG0000978	Prak.g_01879	Syak.g_01732
OG0000979	Prak.g_01882	Syak.g_01735
OG0000980	Prak.g_01884	Syak.g_01738
OG0000981	Prak.g_01887	Syak.g_01741
OG0000982	Prak.g_01889	Syak.g_01941
OG0000983	Prak.g_01890	Syak.g_01940
OG0000984	Prak.g_01891	Syak.g_01939
OG0000985	Prak.g_01894	Syak.g_01935
OG0000986	Prak.g_01896	Syak.g_01933
OG0000987	Prak.g_01897	Syak.g_01931
OG0000988	Prak.g_01900	Syak.g_01925
OG0000989	Prak.g_01904	Syak.g_01912
OG0000990	Prak.g_01908	Syak.g_01900
OG0000991	Prak.g_01909	Syak.g_01896
OG0000992	Prak.g_01912	Syak.g_01893
OG0000993	Prak.g_01913	Syak.g_01892
OG0000994	Prak.g_01914	Syak.g_01889
OG0000995	Prak.g_01918	Syak.g_01880
OG0000996	Prak.g_01919	Syak.g_01839
OG0000997	Prak.g_01922	Syak.g_01828
OG0000998	Prak.g_01924	Syak.g_01826
OG0000999	Prak.g_01925	Syak.g_01825
OG0001000	Prak.g_01928	Syak.g_01821
OG0001001	Prak.g_01931	Syak.g_01814
OG0001002	Prak.g_01936	Syak.g_01807
OG0001003	Prak.g_01937	Syak.g_01806
OG0001004	Prak.g_01938	Syak.g_01805
OG0001005	Prak.g_01939	Syak.g_01804
OG0001006	Prak.g_01943	Syak.g_01797
OG0001007	Prak.g_01945	Syak.g_01795
OG0001008	Prak.g_00399	Syak.g_01190
OG0001009	Prak.g_00027	Syak.g_01762
OG0001010	Prak.g_00028	Syak.g_01761
OG0001011	Prak.g_00030	Syak.g_01759
OG0001012	Prak.g_00044	Syak.g_01946
OG0001013	Prak.g_00051	Syak.g_01969
OG0001014	Prak.g_00054	Syak.g_01975
OG0001015	Prak.g_00056	Syak.g_01976
OG0001016	Prak.g_00078	Syak.g_02250
OG0001017	Prak.g_00082	Syak.g_02244
OG0001018	Prak.g_00084	Syak.g_02242
OG0001019	Prak.g_00093	Syak.g_02218
OG0001020	Prak.g_00094	Syak.g_02214
OG0001021	Prak.g_00095	Syak.g_02210
OG0001022	Prak.g_00098	Syak.g_02205
OG0001023	Prak.g_00099	Syak.g_02204
OG0001024	Prak.g_00103	Syak.g_02201
OG0001025	Prak.g_00110	Syak.g_02195
OG0001026	Prak.g_00119	Syak.g_02182
OG0001027	Prak.g_00120	Syak.g_02178
OG0001028	Prak.g_00122	Syak.g_02176
OG0001029	Prak.g_00123	Syak.g_02174
OG0001030	Prak.g_00139	Syak.g_02153
OG0001031	Prak.g_00199	Syak.g_02079
OG0001032	Prak.g_00200	Syak.g_02077
OG0001033	Prak.g_00221	Syak.g_02037
OG0001034	Prak.g_00252	Syak.g_02305
OG0001035	Prak.g_00272	Syak.g_01422
OG0001036	Prak.g_00276	Syak.g_01427
OG0001037	Prak.g_00277	Syak.g_01429
OG0001038	Prak.g_00296	Syak.g_01457
OG0001039	Prak.g_00299	Syak.g_01460
OG0001040	Prak.g_00301	Syak.g_01463
OG0001041	Prak.g_00306	Syak.g_01468
OG0001042	Prak.g_00323	Syak.g_01500
OG0001043	Prak.g_00324	Syak.g_01504
OG0001044	Prak.g_00355	Syak.g_01247
OG0001045	Prak.g_00364	Syak.g_01234
OG0001046	Prak.g_01597	Syak.g_00479
OG0001047	Prak.g_00401	Syak.g_01188
OG0001048	Prak.g_00402	Syak.g_01187
OG0001049	Prak.g_00404	Syak.g_01184
OG0001050	Prak.g_00405	Syak.g_01183
OG0001051	Prak.g_00406	Syak.g_01182
OG0001052	Prak.g_00432	Syak.g_01122
OG0001053	Prak.g_00444	Syak.g_02577
OG0001054	Prak.g_00459	Syak.g_02596
OG0001055	Prak.g_00478	Syak.g_02617
OG0001056	Prak.g_00495	Syak.g_02645
OG0001057	Prak.g_00500	Syak.g_00964
OG0001058	Prak.g_00509	Syak.g_02668
OG0001060	Prak.g_00519	Syak.g_02677
OG0001061	Prak.g_00534	Syak.g_02697
OG0001062	Prak.g_00536	Syak.g_02699
OG0001063	Prak.g_00538	Syak.g_02704
OG0001064	Prak.g_00539	Syak.g_02705
OG0001065	Prak.g_00540	Syak.g_02706
OG0001066	Prak.g_00541	Syak.g_02707
OG0001067	Prak.g_00542	Syak.g_02708
OG0001068	Prak.g_00543	Syak.g_02709
OG0001069	Prak.g_00544	Syak.g_02710
OG0001070	Prak.g_00548	Syak.g_02714
OG0001071	Prak.g_00549	Syak.g_02715
OG0001072	Prak.g_00551	Syak.g_02721
OG0001073	Prak.g_00565	Syak.g_02736
OG0001074	Prak.g_00577	Syak.g_00098
OG0001075	Prak.g_00578	Syak.g_02760
OG0001076	Prak.g_00585	Syak.g_00011
OG0001077	Prak.g_00591	Syak.g_00024
OG0001078	Prak.g_01107	Syak.g_00036
OG0001079	Prak.g_01095	Syak.g_00049
OG0001080	Prak.g_01089	Syak.g_00264
OG0001081	Prak.g_01087	Syak.g_00327
OG0001082	Prak.g_01086	Syak.g_00328
OG0001083	Prak.g_01081	Syak.g_00336
OG0001084	Prak.g_01080	Syak.g_00337
OG0001085	Prak.g_00797	Syak.g_00354
OG0001086	Prak.g_00798	Syak.g_00356
OG0001087	Prak.g_00816	Syak.g_00691
OG0001088	Prak.g_00817	Syak.g_00694
OG0001089	Prak.g_00828	Syak.g_00722
OG0001090	Prak.g_00838	Syak.g_00806
OG0001091	Prak.g_01060	Syak.g_00804
OG0001092	Prak.g_01059	Syak.g_00801
OG0001093	Prak.g_01054	Syak.g_00794
OG0001094	Prak.g_01061	Syak.g_00428
OG0001095	Prak.g_00858	Syak.g_00448
OG0001096	Prak.g_00872	Syak.g_00623
OG0001097	Prak.g_00892	Syak.g_00598
OG0001098	Prak.g_00911	Syak.g_00578
OG0001099	Prak.g_00753	Syak.g_02175
OG0001100	Prak.g_00761	Syak.g_00365
OG0001101	Prak.g_00764	Syak.g_00367
OG0001102	Prak.g_00767	Syak.g_00370
OG0001103	Prak.g_00769	Syak.g_00372
OG0001104	Prak.g_00792	Syak.g_00410
OG0001105	Prak.g_00796	Syak.g_00414
OG0001106	Prak.g_00964	Syak.g_00518
OG0001107	Prak.g_00971	Syak.g_00505
OG0001108	Prak.g_00975	Syak.g_00497
OG0001109	Prak.g_00976	Syak.g_00495
OG0001110	Prak.g_00978	Syak.g_00493
OG0001111	Prak.g_00979	Syak.g_00491
OG0001112	Prak.g_00980	Syak.g_00489
OG0001113	Prak.g_00981	Syak.g_00406
OG0001114	Prak.g_00982	Syak.g_00488
OG0001115	Prak.g_00984	Syak.g_00484
OG0001116	Prak.g_00985	Syak.g_00482
OG0001117	Prak.g_00986	Syak.g_00481
OG0001118	Prak.g_00987	Syak.g_00480
OG0001119	Prak.g_00988	Syak.g_00478
OG0001120	Prak.g_00990	Syak.g_00474
OG0001123	Prak.g_01016	Syak.g_00650
OG0001124	Prak.g_01018	Syak.g_00652
OG0001125	Prak.g_01020	Syak.g_00654
OG0001126	Prak.g_00931	Syak.g_00757
OG0001127	Prak.g_00930	Syak.g_00756
OG0001128	Prak.g_00928	Syak.g_00753
OG0001129	Prak.g_00927	Syak.g_00751
OG0001130	Prak.g_00926	Syak.g_00750
OG0001131	Prak.g_00383	Syak.g_00389
OG0001132	Prak.g_00712	Syak.g_00120
OG0001133	Prak.g_01328	Syak.g_00014
OG0001134	Prak.g_01550	Syak.g_00273
OG0001136	Prak.g_01175	Syak.g_00901
OG0001137	Prak.g_01163	Syak.g_00876
OG0001138	Prak.g_01142	Syak.g_00839
OG0001139	Prak.g_01140	Syak.g_00837
OG0001140	Prak.g_01139	Syak.g_00836
OG0001141	Prak.g_01138	Syak.g_00835
OG0001142	Prak.g_01137	Syak.g_00834
OG0001143	Prak.g_01130	Syak.g_00826
OG0001144	Prak.g_01125	Syak.g_00815
OG0001145	Prak.g_01269	Syak.g_00922
OG0001146	Prak.g_01281	Syak.g_00943
OG0001147	Prak.g_01301	Syak.g_01113
OG0001148	Prak.g_01331	Syak.g_02563
OG0001149	Prak.g_01332	Syak.g_02562
OG0001150	Prak.g_01333	Syak.g_02561
OG0001151	Prak.g_01344	Syak.g_02548
OG0001153	Prak.g_01423	Syak.g_01084
OG0001154	Prak.g_01424	Syak.g_01085
OG0001155	Prak.g_01441	Syak.g_02480
OG0001156	Prak.g_01444	Syak.g_02477
OG0001157	Prak.g_01445	Syak.g_02476
OG0001158	Prak.g_01446	Syak.g_02475
OG0001159	Prak.g_01447	Syak.g_02474
OG0001160	Prak.g_01473	Syak.g_02437
OG0001161	Prak.g_01588	Syak.g_01906
OG0001162	Prak.g_01526	Syak.g_00959
OG0001163	Prak.g_01636	Syak.g_02429
OG0001164	Prak.g_01640	Syak.g_02423
OG0001165	Prak.g_01643	Syak.g_02418
OG0001166	Prak.g_01664	Syak.g_02394
OG0001167	Prak.g_01681	Syak.g_02366
OG0001168	Prak.g_01683	Syak.g_02364
OG0001169	Prak.g_01685	Syak.g_02362
OG0001170	Prak.g_01687	Syak.g_02360
OG0001171	Prak.g_01697	Syak.g_02349
OG0001172	Prak.g_01713	Syak.g_01388
OG0001173	Prak.g_01714	Syak.g_01387
OG0001174	Prak.g_01722	Syak.g_01379
