Orthogroup	Syar	Prah
OG0000567	Syar.g_02304	Prah.g_01448
OG0000568	Syar.g_02302	Prah.g_01446
OG0000569	Syar.g_02301	Prah.g_01445
OG0000570	Syar.g_02300	Prah.g_01444
OG0000571	Syar.g_02298	Prah.g_01441
OG0000572	Syar.g_02201	Prah.g_01425
OG0000573	Syar.g_02191	Prah.g_01416
OG0000574	Syar.g_02190	Prah.g_01415
OG0000575	Syar.g_03180	Prah.g_01406
OG0000576	Syar.g_02187	Prah.g_01404
OG0000577	Syar.g_02186	Prah.g_01403
OG0000578	Syar.g_02185	Prah.g_01402
OG0000579	Syar.g_02184	Prah.g_01401
OG0000580	Syar.g_02183	Prah.g_01400
OG0000581	Syar.g_02175	Prah.g_01396
OG0000582	Syar.g_02131	Prah.g_01392
OG0000583	Syar.g_02132	Prah.g_01391
OG0000584	Syar.g_02133	Prah.g_01390
OG0000585	Syar.g_02170	Prah.g_01388
OG0000586	Syar.g_02171	Prah.g_01387
OG0000587	Syar.g_02173	Prah.g_01385
OG0000588	Syar.g_02275	Prah.g_00529
OG0000589	Syar.g_02261	Prah.g_00526
OG0000590	Syar.g_02260	Prah.g_00525
OG0000591	Syar.g_02246	Prah.g_00518
OG0000592	Syar.g_02245	Prah.g_00517
OG0000593	Syar.g_02414	Prah.g_00505
OG0000594	Syar.g_02415	Prah.g_00504
OG0000595	Syar.g_02416	Prah.g_00503
OG0000596	Syar.g_02421	Prah.g_00498
OG0000597	Syar.g_02424	Prah.g_00495
OG0000598	Syar.g_02425	Prah.g_00494
OG0000599	Syar.g_02428	Prah.g_00485
OG0000600	Syar.g_02429	Prah.g_00484
OG0000601	Syar.g_02430	Prah.g_00483
OG0000602	Syar.g_02435	Prah.g_00478
OG0000603	Syar.g_02436	Prah.g_00477
OG0000604	Syar.g_02438	Prah.g_00476
OG0000605	Syar.g_02440	Prah.g_00474
OG0000606	Syar.g_02443	Prah.g_00466
OG0000607	Syar.g_02446	Prah.g_00463
OG0000608	Syar.g_02447	Prah.g_00462
OG0000609	Syar.g_02470	Prah.g_00460
OG0000610	Syar.g_01917	Prah.g_00452
OG0000611	Syar.g_01914	Prah.g_00449
OG0000612	Syar.g_01913	Prah.g_00448
OG0000613	Syar.g_00712	Prah.g_02193
OG0000614	Syar.g_02012, Syar.g_01344	Prah.g_00985
OG0000615	Syar.g_02603	Prah.g_00706
OG0000616	Syar.g_00454	Prah.g_02588
OG0000617	Syar.g_01576	Prah.g_00881
OG0000618	Syar.g_01575	Prah.g_00880
OG0000619	Syar.g_01574	Prah.g_00879
OG0000620	Syar.g_01569	Prah.g_00875
OG0000621	Syar.g_01568	Prah.g_00874
OG0000622	Syar.g_01566	Prah.g_00873
OG0000623	Syar.g_01565	Prah.g_00872
OG0000624	Syar.g_01564	Prah.g_00871
OG0000625	Syar.g_01563	Prah.g_00870
OG0000626	Syar.g_01562	Prah.g_00869
OG0000627	Syar.g_01868	Prah.g_00746
OG0000628	Syar.g_01869	Prah.g_00747
OG0000629	Syar.g_01872	Prah.g_00750
OG0000630	Syar.g_02586	Prah.g_00754
OG0000631	Syar.g_02579	Prah.g_00758
OG0000632	Syar.g_02578	Prah.g_00759
OG0000633	Syar.g_02576	Prah.g_00760
OG0000634	Syar.g_02635	Prah.g_00671
OG0000635	Syar.g_02636	Prah.g_00670
OG0000636	Syar.g_02638	Prah.g_00668
OG0000637	Syar.g_02640	Prah.g_00666
OG0000638	Syar.g_02641	Prah.g_00665
OG0000639	Syar.g_02642	Prah.g_00664
OG0000640	Syar.g_02643	Prah.g_00663
OG0000641	Syar.g_02648	Prah.g_00659
OG0000642	Syar.g_02649	Prah.g_00658
OG0000643	Syar.g_02650	Prah.g_00657
OG0000644	Syar.g_02651	Prah.g_00656
OG0000645	Syar.g_02652	Prah.g_00655
OG0000646	Syar.g_02655	Prah.g_00652
OG0000647	Syar.g_02657	Prah.g_00650
OG0000648	Syar.g_02659	Prah.g_00648
OG0000649	Syar.g_02660	Prah.g_00647
OG0000650	Syar.g_02661	Prah.g_00646
OG0000651	Syar.g_02662	Prah.g_00645
OG0000652	Syar.g_02663	Prah.g_00644
OG0000653	Syar.g_02665	Prah.g_00640
OG0000654	Syar.g_02666	Prah.g_00639
OG0000655	Syar.g_02667	Prah.g_00638
OG0000656	Syar.g_02479	Prah.g_00635
OG0000657	Syar.g_01812	Prah.g_00603
OG0000658	Syar.g_01815	Prah.g_00601
OG0000659	Syar.g_01816	Prah.g_00600
OG0000660	Syar.g_01820	Prah.g_00596
OG0000661	Syar.g_03175, Syar.g_01822	Prah.g_00594
OG0000662	Syar.g_01829	Prah.g_00592
OG0000663	Syar.g_01832	Prah.g_00589
OG0000664	Syar.g_01837	Prah.g_00588
OG0000665	Syar.g_02774	Prah.g_00574
OG0000666	Syar.g_01241	Prah.g_00572
OG0000667	Syar.g_02346	Prah.g_00564
OG0000668	Syar.g_01802	Prah.g_00850
OG0000669	Syar.g_01627	Prah.g_00558
OG0000670	Syar.g_01624	Prah.g_01212
OG0000671	Syar.g_01622	Prah.g_00738
OG0000672	Syar.g_01619	Prah.g_00735
OG0000673	Syar.g_01615	Prah.g_00732
OG0000674	Syar.g_01613	Prah.g_00730
OG0000675	Syar.g_01612	Prah.g_00729
OG0000676	Syar.g_01608	Prah.g_00726
OG0000677	Syar.g_01607	Prah.g_00724
OG0000678	Syar.g_02037	Prah.g_00721
OG0000679	Syar.g_02606	Prah.g_00702
OG0000680	Syar.g_02607	Prah.g_00701
OG0000681	Syar.g_02610	Prah.g_00699
OG0000682	Syar.g_02611	Prah.g_00698
OG0000683	Syar.g_02612	Prah.g_00697
OG0000684	Syar.g_02615	Prah.g_00683
OG0000685	Syar.g_02617	Prah.g_00685
OG0000686	Syar.g_02618	Prah.g_00686
OG0000687	Syar.g_02619	Prah.g_00687
OG0000688	Syar.g_02624	Prah.g_00681
OG0000689	Syar.g_02626	Prah.g_00680
OG0000690	Syar.g_02627	Prah.g_00679
OG0000691	Syar.g_02628	Prah.g_00678
OG0000692	Syar.g_02629	Prah.g_00677
OG0000693	Syar.g_02631	Prah.g_00675
OG0000694	Syar.g_02632	Prah.g_00674
OG0000695	Syar.g_02573	Prah.g_00762
OG0000696	Syar.g_02572	Prah.g_00763
OG0000697	Syar.g_02570	Prah.g_00765
OG0000698	Syar.g_02567	Prah.g_00768
OG0000699	Syar.g_02566	Prah.g_00770
OG0000700	Syar.g_02565	Prah.g_00771
OG0000701	Syar.g_02564	Prah.g_00772
OG0000702	Syar.g_02559	Prah.g_00780
OG0000703	Syar.g_02557	Prah.g_00781
OG0000704	Syar.g_02555	Prah.g_00783
OG0000705	Syar.g_02547	Prah.g_00789
OG0000706	Syar.g_02546	Prah.g_00790
OG0000707	Syar.g_02545	Prah.g_00791
OG0000708	Syar.g_02542	Prah.g_00793
OG0000709	Syar.g_02534	Prah.g_00800
OG0000710	Syar.g_02528	Prah.g_00805
OG0000711	Syar.g_02499	Prah.g_00828
OG0000712	Syar.g_02497	Prah.g_00829
OG0000713	Syar.g_02496	Prah.g_00830
OG0000714	Syar.g_02494	Prah.g_00833
OG0000715	Syar.g_02492	Prah.g_00835
OG0000716	Syar.g_02488	Prah.g_00839
OG0000717	Syar.g_02487	Prah.g_00840
OG0000718	Syar.g_02483	Prah.g_00846
OG0000719	Syar.g_01804	Prah.g_00848
OG0000720	Syar.g_01790	Prah.g_00861
OG0000721	Syar.g_01788	Prah.g_00862
OG0000722	Syar.g_01787	Prah.g_00863
OG0000723	Syar.g_01560	Prah.g_00867
OG0000724	Syar.g_01367, Syar.g_02120	Prah.g_00910
OG0000725	Syar.g_01934	Prah.g_00919
OG0000726	Syar.g_01935	Prah.g_00920
OG0000727	Syar.g_01936	Prah.g_00921
OG0000728	Syar.g_01938	Prah.g_00922
OG0000729	Syar.g_00593	Prah.g_00133
OG0000730	Syar.g_01115	Prah.g_01942
OG0000731	Syar.g_01127	Prah.g_01932
OG0000732	Syar.g_00522	Prah.g_00054
OG0000733	Syar.g_02234	Prah.g_02532
OG0000734	Syar.g_03128	Prah.g_01905
OG0000735	Syar.g_01522	Prah.g_01340
OG0000736	Syar.g_01523	Prah.g_01339
OG0000737	Syar.g_01524	Prah.g_01338
OG0000738	Syar.g_01530	Prah.g_01331
OG0000739	Syar.g_01531	Prah.g_01329
OG0000740	Syar.g_01532	Prah.g_01328
OG0000741	Syar.g_01535	Prah.g_01325
OG0000742	Syar.g_01538	Prah.g_01323
OG0000743	Syar.g_01541	Prah.g_01321
OG0000744	Syar.g_01542	Prah.g_01320
OG0000745	Syar.g_01545	Prah.g_01318
OG0000746	Syar.g_01549	Prah.g_01316
OG0000747	Syar.g_01551	Prah.g_01315
OG0000748	Syar.g_01945	Prah.g_01304
OG0000749	Syar.g_01946	Prah.g_01303
OG0000750	Syar.g_01947	Prah.g_01302
OG0000751	Syar.g_01952	Prah.g_01297
OG0000752	Syar.g_01954	Prah.g_01295
OG0000753	Syar.g_01957	Prah.g_01292
OG0000754	Syar.g_01963	Prah.g_01262
OG0000755	Syar.g_01974	Prah.g_01255
OG0000756	Syar.g_01975	Prah.g_01254
OG0000757	Syar.g_01984	Prah.g_01247
OG0000758	Syar.g_01985	Prah.g_01246
OG0000759	Syar.g_01986	Prah.g_01245
OG0000760	Syar.g_01987	Prah.g_01244
OG0000761	Syar.g_01988	Prah.g_01243
OG0000762	Syar.g_01992	Prah.g_01263
OG0000763	Syar.g_01699	Prah.g_01265
OG0000764	Syar.g_01700	Prah.g_01266
OG0000765	Syar.g_01718	Prah.g_01282
OG0000766	Syar.g_01719	Prah.g_01283
OG0000767	Syar.g_01721	Prah.g_01285
OG0000768	Syar.g_01722	Prah.g_01286
OG0000769	Syar.g_01724	Prah.g_01290
OG0000770	Syar.g_01727	Prah.g_01239
OG0000771	Syar.g_01373	Prah.g_00905
OG0000772	Syar.g_00746	Prah.g_01610
OG0000773	Syar.g_02694	Prah.g_01351
OG0000774	Syar.g_02771	Prah.g_01355
OG0000775	Syar.g_02773	Prah.g_01357
OG0000776	Syar.g_01755	Prah.g_01358
OG0000777	Syar.g_01754	Prah.g_01359
OG0000778	Syar.g_01753	Prah.g_01360
OG0000779	Syar.g_02779	Prah.g_01365
OG0000780	Syar.g_02781	Prah.g_01368
OG0000781	Syar.g_02785	Prah.g_01372
OG0000782	Syar.g_02786	Prah.g_01373
OG0000783	Syar.g_02787	Prah.g_01374
OG0000784	Syar.g_02788	Prah.g_01375
OG0000785	Syar.g_02791	Prah.g_01377
OG0000786	Syar.g_02795	Prah.g_01380
OG0000787	Syar.g_02796	Prah.g_01381
OG0000788	Syar.g_02331	Prah.g_00224
OG0000789	Syar.g_02040	Prah.g_01183
OG0000790	Syar.g_01456	Prah.g_01580
OG0000791	Syar.g_01454	Prah.g_01582
OG0000792	Syar.g_01453	Prah.g_01583
OG0000793	Syar.g_01243	Prah.g_01587
OG0000794	Syar.g_01242	Prah.g_01588
OG0000795	Syar.g_01240	Prah.g_01589
OG0000796	Syar.g_01236	Prah.g_01593
OG0000797	Syar.g_01235	Prah.g_01594
OG0000798	Syar.g_00222	Prah.g_02131
OG0000799	Syar.g_02844	Prah.g_00435
OG0000800	Syar.g_02843	Prah.g_00434
OG0000801	Syar.g_02842	Prah.g_00433
OG0000802	Syar.g_02825	Prah.g_00427
OG0000803	Syar.g_02822	Prah.g_00423
OG0000804	Syar.g_02819	Prah.g_00421
OG0000805	Syar.g_02817	Prah.g_00419
OG0000806	Syar.g_02815	Prah.g_00417
OG0000807	Syar.g_02814	Prah.g_00415
OG0000808	Syar.g_02813	Prah.g_00414
OG0000809	Syar.g_02811	Prah.g_00410
OG0000810	Syar.g_02810	Prah.g_00409
OG0000811	Syar.g_02805	Prah.g_00403
OG0000812	Syar.g_02803	Prah.g_00401
OG0000813	Syar.g_02802	Prah.g_00400
OG0000814	Syar.g_02800	Prah.g_00398
OG0000815	Syar.g_02799	Prah.g_00397
OG0000816	Syar.g_02797	Prah.g_00395
OG0000817	Syar.g_02861	Prah.g_00394
OG0000818	Syar.g_01418	Prah.g_00386
OG0000819	Syar.g_01417	Prah.g_00385
OG0000820	Syar.g_01416	Prah.g_00384
OG0000821	Syar.g_01410	Prah.g_00379
OG0000822	Syar.g_01408	Prah.g_00376
OG0000823	Syar.g_01407	Prah.g_00374
OG0000824	Syar.g_01402	Prah.g_00370
OG0000825	Syar.g_01401	Prah.g_00369
OG0000826	Syar.g_01400	Prah.g_00368
OG0000827	Syar.g_01399	Prah.g_00367
OG0000828	Syar.g_01396	Prah.g_00364
OG0000829	Syar.g_01395	Prah.g_00363
OG0000830	Syar.g_01394	Prah.g_00362
OG0000831	Syar.g_01391	Prah.g_00360
OG0000832	Syar.g_01213	Prah.g_01615
OG0000833	Syar.g_02877	Prah.g_01623
OG0000834	Syar.g_02878	Prah.g_01624
OG0000835	Syar.g_02879	Prah.g_01625
OG0000836	Syar.g_02881	Prah.g_01627
OG0000837	Syar.g_02882	Prah.g_01628
OG0000838	Syar.g_02886	Prah.g_01632
OG0000839	Syar.g_02887	Prah.g_01633
OG0000840	Syar.g_02888	Prah.g_01634
OG0000841	Syar.g_02889	Prah.g_01635
OG0000842	Syar.g_02890	Prah.g_01636
OG0000843	Syar.g_02891	Prah.g_01637
OG0000844	Syar.g_02893	Prah.g_01639
OG0000845	Syar.g_02894	Prah.g_01640
OG0000846	Syar.g_02895	Prah.g_01641
OG0000847	Syar.g_02896	Prah.g_01642
OG0000848	Syar.g_02898	Prah.g_01643
OG0000849	Syar.g_02899	Prah.g_01644
OG0000850	Syar.g_02902	Prah.g_01645
OG0000851	Syar.g_02905	Prah.g_01648
OG0000852	Syar.g_02906	Prah.g_01649
OG0000853	Syar.g_02910	Prah.g_01653
OG0000854	Syar.g_02912	Prah.g_01655
OG0000855	Syar.g_02913	Prah.g_01656
OG0000856	Syar.g_02243	Prah.g_00515
OG0000857	Syar.g_02656	Prah.g_00651
OG0000858	Syar.g_02920	Prah.g_01667
OG0000859	Syar.g_02921	Prah.g_01668
OG0000860	Syar.g_02931	Prah.g_01678
OG0000861	Syar.g_02932	Prah.g_01679
OG0000862	Syar.g_02942	Prah.g_01681
OG0000863	Syar.g_02944	Prah.g_01685
OG0000864	Syar.g_02945	Prah.g_01687
OG0000865	Syar.g_02946	Prah.g_01688
OG0000866	Syar.g_02947	Prah.g_01689
OG0000867	Syar.g_02948	Prah.g_01690
OG0000868	Syar.g_02950	Prah.g_01692
OG0000869	Syar.g_02955	Prah.g_01695
OG0000870	Syar.g_02960	Prah.g_01700
OG0000871	Syar.g_02961	Prah.g_01701
OG0000872	Syar.g_02967	Prah.g_01703
OG0000873	Syar.g_02970	Prah.g_01707
OG0000874	Syar.g_02974	Prah.g_01711
OG0000875	Syar.g_02975	Prah.g_01713
OG0000876	Syar.g_01828	Prah.g_01714
OG0000877	Syar.g_02977	Prah.g_01717
OG0000878	Syar.g_02978	Prah.g_01718
OG0000879	Syar.g_02979	Prah.g_01719
OG0000880	Syar.g_02980	Prah.g_01720
OG0000881	Syar.g_02984	Prah.g_01728
OG0000882	Syar.g_02989	Prah.g_01733
OG0000883	Syar.g_02992	Prah.g_01736
OG0000884	Syar.g_02994	Prah.g_01738
OG0000885	Syar.g_02995	Prah.g_01739
OG0000886	Syar.g_02996	Prah.g_01740
OG0000887	Syar.g_02998	Prah.g_01741
OG0000888	Syar.g_03000	Prah.g_01743
OG0000889	Syar.g_03002	Prah.g_01745
OG0000890	Syar.g_03005	Prah.g_01759
OG0000891	Syar.g_03006	Prah.g_01760
OG0000892	Syar.g_03008	Prah.g_01762
OG0000893	Syar.g_00150	Prah.g_02073
OG0000894	Syar.g_00145	Prah.g_02070
OG0000895	Syar.g_00141	Prah.g_02066
OG0000896	Syar.g_00140	Prah.g_02065
OG0000897	Syar.g_00138	Prah.g_02063
OG0000898	Syar.g_00137	Prah.g_02062
OG0000899	Syar.g_00136	Prah.g_02061
OG0000900	Syar.g_00135	Prah.g_02060
OG0000901	Syar.g_00130	Prah.g_02056
OG0000902	Syar.g_01013	Prah.g_02054
OG0000903	Syar.g_01026	Prah.g_02041
OG0000904	Syar.g_01021	Prah.g_02046
OG0000905	Syar.g_01018	Prah.g_02048
OG0000906	Syar.g_01015	Prah.g_02050
OG0000907	Syar.g_01028	Prah.g_02039
OG0000908	Syar.g_01031	Prah.g_02036
OG0000909	Syar.g_01032	Prah.g_02035
OG0000910	Syar.g_01033	Prah.g_02034
OG0000911	Syar.g_01035	Prah.g_02032
OG0000912	Syar.g_01036	Prah.g_02031
OG0000913	Syar.g_01037	Prah.g_02030
OG0000914	Syar.g_01038	Prah.g_02029
OG0000915	Syar.g_01040	Prah.g_02028
OG0000916	Syar.g_01041	Prah.g_02027
OG0000917	Syar.g_01042	Prah.g_02026
OG0000918	Syar.g_01043	Prah.g_02025
OG0000919	Syar.g_01044	Prah.g_02024
OG0000920	Syar.g_01045	Prah.g_02023
OG0000921	Syar.g_01046	Prah.g_02022
OG0000922	Syar.g_01047	Prah.g_02021
OG0000923	Syar.g_01051	Prah.g_02017
OG0000924	Syar.g_01052	Prah.g_02016
OG0000925	Syar.g_01053	Prah.g_02015
OG0000926	Syar.g_01054	Prah.g_02014
OG0000927	Syar.g_01056	Prah.g_02012
OG0000928	Syar.g_01057	Prah.g_02011
OG0000929	Syar.g_01058	Prah.g_02010
OG0000930	Syar.g_01059	Prah.g_02009
OG0000931	Syar.g_01060	Prah.g_02008
OG0000932	Syar.g_01061	Prah.g_02007
OG0000933	Syar.g_01066	Prah.g_02002
OG0000934	Syar.g_01068	Prah.g_02000
OG0000935	Syar.g_01069	Prah.g_01999
OG0000936	Syar.g_01070	Prah.g_01998
OG0000937	Syar.g_01071	Prah.g_01997
OG0000938	Syar.g_01074	Prah.g_01994
OG0000939	Syar.g_01075	Prah.g_01993
OG0000940	Syar.g_01081	Prah.g_01985
OG0000941	Syar.g_01083	Prah.g_01983
OG0000942	Syar.g_01085	Prah.g_01981
OG0000943	Syar.g_01086	Prah.g_01980
OG0000944	Syar.g_01088	Prah.g_01978
OG0000945	Syar.g_01089	Prah.g_01977
OG0000946	Syar.g_01095	Prah.g_01966
OG0000947	Syar.g_01098	Prah.g_01963
OG0000948	Syar.g_01099	Prah.g_01962
OG0000949	Syar.g_00283	Prah.g_01958
OG0000950	Syar.g_00661	Prah.g_02231
OG0000951	Syar.g_00656	Prah.g_02236
OG0000952	Syar.g_00651	Prah.g_02241
OG0000953	Syar.g_00248	Prah.g_02245
OG0000954	Syar.g_00258	Prah.g_00167
OG0000955	Syar.g_00259	Prah.g_00166
OG0000956	Syar.g_00261	Prah.g_00164
OG0000957	Syar.g_00610	Prah.g_00152
OG0000958	Syar.g_00609	Prah.g_00151
OG0000959	Syar.g_00605	Prah.g_00146
OG0000960	Syar.g_00604	Prah.g_00145
OG0000961	Syar.g_00094	Prah.g_00136
OG0000962	Syar.g_00594	Prah.g_00134
OG0000963	Syar.g_00590	Prah.g_00129
OG0000964	Syar.g_00589	Prah.g_00128
OG0000965	Syar.g_00588	Prah.g_00127
OG0000966	Syar.g_00549	Prah.g_00086
OG0000967	Syar.g_00545	Prah.g_00079
OG0000968	Syar.g_00542	Prah.g_00076
OG0000969	Syar.g_00540	Prah.g_00074
OG0000970	Syar.g_00539	Prah.g_00073
OG0000971	Syar.g_00537	Prah.g_00071
OG0000972	Syar.g_00536	Prah.g_00070
OG0000973	Syar.g_00535	Prah.g_00068
OG0000974	Syar.g_00534	Prah.g_00067
OG0000975	Syar.g_00533	Prah.g_00066
OG0000976	Syar.g_00532	Prah.g_00065
OG0000977	Syar.g_00530	Prah.g_00063
OG0000978	Syar.g_00529	Prah.g_00062
OG0000979	Syar.g_00526	Prah.g_00059
OG0000980	Syar.g_00523	Prah.g_00055
OG0000981	Syar.g_00520	Prah.g_00052
OG0000982	Syar.g_00331	Prah.g_02491
OG0000983	Syar.g_00332	Prah.g_02492
OG0000984	Syar.g_00333	Prah.g_02493
OG0000985	Syar.g_00337	Prah.g_02497
OG0000986	Syar.g_00344	Prah.g_02499
OG0000987	Syar.g_00346	Prah.g_02501
OG0000988	Syar.g_00352	Prah.g_02505
OG0000989	Syar.g_00377	Prah.g_02513
OG0000990	Syar.g_00697	Prah.g_02536
OG0000991	Syar.g_00700	Prah.g_02540
OG0000992	Syar.g_00704	Prah.g_02543
OG0000993	Syar.g_00705	Prah.g_02544
OG0000994	Syar.g_00708	Prah.g_02547
OG0000995	Syar.g_03212, Syar.g_00624	Prah.g_02552
OG0000996	Syar.g_00861	Prah.g_02565
OG0000997	Syar.g_00437	Prah.g_02574
OG0000998	Syar.g_00439	Prah.g_02576
OG0000999	Syar.g_00440	Prah.g_02577
OG0001000	Syar.g_00955, Syar.g_00444	Prah.g_02580
OG0001001	Syar.g_00450	Prah.g_02584
OG0001002	Syar.g_00457	Prah.g_02591
OG0001003	Syar.g_00459	Prah.g_02593
OG0001004	Syar.g_00460	Prah.g_02594
OG0001005	Syar.g_00461	Prah.g_02596
OG0001006	Syar.g_00468	Prah.g_02602
OG0001007	Syar.g_00470	Prah.g_02604
OG0001008	Syar.g_01178	Prah.g_00231
OG0001009	Syar.g_00500	Prah.g_00033
OG0001010	Syar.g_00501	Prah.g_00034
OG0001011	Syar.g_00503	Prah.g_00036
OG0001013	Syar.g_00906	Prah.g_02466
OG0001014	Syar.g_00914	Prah.g_02454
OG0001015	Syar.g_00915	Prah.g_02453
OG0001017	Syar.g_03050	Prah.g_01849
OG0001018	Syar.g_03052	Prah.g_01851
OG0001019	Syar.g_03086	Prah.g_01867
OG0001020	Syar.g_03092	Prah.g_01873
OG0001021	Syar.g_03098	Prah.g_01877
OG0001022	Syar.g_03102	Prah.g_01882
OG0001023	Syar.g_03103	Prah.g_01883
OG0001024	Syar.g_02276	Prah.g_01887
OG0001025	Syar.g_03115	Prah.g_01894
OG0001026	Syar.g_03131	Prah.g_01908
OG0001027	Syar.g_00031	Prah.g_00195
OG0001028	Syar.g_00034	Prah.g_00193
OG0001029	Syar.g_00036	Prah.g_00191
OG0001030	Syar.g_00058	Prah.g_02257
OG0001031	Syar.g_00129	Prah.g_02336
OG0001032	Syar.g_01011	Prah.g_02339
OG0001033	Syar.g_00962	Prah.g_02372
OG0001034	Syar.g_03022	Prah.g_01779
OG0001035	Syar.g_00171	Prah.g_02099
OG0001036	Syar.g_00193	Prah.g_02103
OG0001037	Syar.g_00195	Prah.g_02105
OG0001038	Syar.g_00223	Prah.g_02132
OG0001039	Syar.g_00226	Prah.g_02135
OG0001040	Syar.g_00229	Prah.g_02138
OG0001041	Syar.g_00234	Prah.g_02143
OG0001042	Syar.g_00831	Prah.g_02168
OG0001043	Syar.g_00826	Prah.g_02170
OG0001044	Syar.g_01117	Prah.g_01941
OG0001045	Syar.g_01130	Prah.g_01929
OG0001046	Syar.g_02514	Prah.g_01661
OG0001047	Syar.g_01180	Prah.g_00233
OG0001048	Syar.g_01181	Prah.g_00234
OG0001049	Syar.g_02872	Prah.g_00237
OG0001050	Syar.g_02871	Prah.g_00238
OG0001051	Syar.g_02870	Prah.g_00239
OG0001052	Syar.g_01269	Prah.g_00308
OG0001053	Syar.g_01472	Prah.g_01563
OG0001054	Syar.g_01492	Prah.g_01545
OG0001055	Syar.g_01513	Prah.g_01524
OG0001056	Syar.g_02349	Prah.g_01496
OG0001057	Syar.g_02341	Prah.g_01482
OG0001058	Syar.g_02324	Prah.g_01468
OG0001059	Syar.g_00422	Prah.g_01464
OG0001060	Syar.g_02315	Prah.g_01458
OG0001061	Syar.g_02297	Prah.g_01440
OG0001062	Syar.g_02294	Prah.g_01438
OG0001063	Syar.g_02209	Prah.g_01434
OG0001064	Syar.g_02208	Prah.g_01433
OG0001065	Syar.g_02207	Prah.g_01432
OG0001066	Syar.g_02206	Prah.g_01431
OG0001067	Syar.g_02205	Prah.g_01430
OG0001068	Syar.g_02204	Prah.g_01429
OG0001069	Syar.g_02203	Prah.g_01428
OG0001070	Syar.g_02200	Prah.g_01424
OG0001071	Syar.g_02199	Prah.g_01423
OG0001072	Syar.g_02195	Prah.g_01418
OG0001073	Syar.g_02182	Prah.g_01399
OG0001074	Syar.g_02031	Prah.g_00532
OG0001075	Syar.g_02215	Prah.g_00531
OG0001076	Syar.g_02253	Prah.g_00523
OG0001077	Syar.g_02240	Prah.g_00513
OG0001078	Syar.g_02419	Prah.g_00500
OG0001079	Syar.g_02431	Prah.g_00482
OG0001080	Syar.g_02442	Prah.g_00472
OG0001081	Syar.g_02444	Prah.g_00465
OG0001082	Syar.g_02445	Prah.g_00464
OG0001083	Syar.g_02473	Prah.g_00456
OG0001084	Syar.g_02474	Prah.g_00455
OG0001085	Syar.g_01688	Prah.g_00444
OG0001086	Syar.g_01686	Prah.g_00442
OG0001087	Syar.g_02347	Prah.g_00968
OG0001088	Syar.g_00431	Prah.g_00972
OG0001089	Syar.g_01942	Prah.g_01025
OG0001090	Syar.g_01582	Prah.g_00886
OG0001091	Syar.g_01580	Prah.g_00884
OG0001092	Syar.g_01578	Prah.g_00882
OG0001093	Syar.g_01572	Prah.g_00878
OG0001094	Syar.g_02633	Prah.g_00673
OG0001095	Syar.g_02653	Prah.g_00654
OG0001096	Syar.g_02476	Prah.g_00637
OG0001097	Syar.g_01823	Prah.g_00593
OG0001098	Syar.g_01672	Prah.g_00743
OG0001099	Syar.g_00035	Prah.g_00192
OG0001100	Syar.g_01625	Prah.g_00740
OG0001101	Syar.g_01623	Prah.g_00739
OG0001102	Syar.g_01620	Prah.g_00736
OG0001103	Syar.g_01618	Prah.g_00734
OG0001104	Syar.g_02616	Prah.g_00684
OG0001105	Syar.g_02620	Prah.g_00689
OG0001106	Syar.g_02553	Prah.g_00784
OG0001107	Syar.g_02541	Prah.g_00794
OG0001109	Syar.g_02529	Prah.g_00803
OG0001110	Syar.g_02527	Prah.g_00806
OG0001111	Syar.g_02525	Prah.g_00808
OG0001112	Syar.g_02523	Prah.g_00810
OG0001113	Syar.g_02522	Prah.g_00811
OG0001114	Syar.g_02521	Prah.g_00812
OG0001115	Syar.g_02519	Prah.g_00814
OG0001116	Syar.g_02517	Prah.g_00815
OG0001117	Syar.g_02516	Prah.g_00816
OG0001118	Syar.g_02515	Prah.g_00817
OG0001119	Syar.g_02513	Prah.g_00818
OG0001120	Syar.g_02507	Prah.g_00821
OG0001122	Syar.g_01803	Prah.g_00849
OG0001123	Syar.g_01796	Prah.g_00856
OG0001124	Syar.g_01793	Prah.g_00858
OG0001125	Syar.g_01791	Prah.g_00860
OG0001126	Syar.g_01375	Prah.g_00903
OG0001127	Syar.g_01374	Prah.g_00904
OG0001128	Syar.g_01371	Prah.g_00907
OG0001129	Syar.g_01369	Prah.g_00908
OG0001130	Syar.g_01368	Prah.g_00909
OG0001131	Syar.g_02448	Prah.g_00893
OG0001132	Syar.g_00684	Prah.g_00539
OG0001133	Syar.g_02249	Prah.g_00521
OG0001134	Syar.g_02235	Prah.g_02524
OG0001136	Syar.g_01536	Prah.g_01324
OG0001137	Syar.g_01944	Prah.g_01305
OG0001138	Syar.g_01977	Prah.g_01253
OG0001139	Syar.g_01980	Prah.g_01251
OG0001140	Syar.g_01981	Prah.g_01250
OG0001141	Syar.g_01982	Prah.g_01249
OG0001142	Syar.g_01983	Prah.g_01248
OG0001143	Syar.g_01698	Prah.g_01264
OG0001144	Syar.g_01707	Prah.g_01273
OG0001145	Syar.g_02769	Prah.g_01353
OG0001146	Syar.g_02782	Prah.g_01369
OG0001147	Syar.g_01276	Prah.g_00323
OG0001148	Syar.g_01459	Prah.g_01577
OG0001149	Syar.g_01458	Prah.g_01578
OG0001150	Syar.g_01457	Prah.g_01579
OG0001151	Syar.g_01238	Prah.g_01591
