Orthogroup	Syar	Syac
OG0000582	Syar.g_02131	Syac.g_00936
OG0000583	Syar.g_02132	Syac.g_00937
OG0000584	Syar.g_02133	Syac.g_00938
OG0000585	Syar.g_02170	Syac.g_00940
OG0000586	Syar.g_02171	Syac.g_00941
OG0000587	Syar.g_02173	Syac.g_00943
OG0000588	Syar.g_02275	Syac.g_00949
OG0000589	Syar.g_02261	Syac.g_00953
OG0000590	Syar.g_02260	Syac.g_00954
OG0000591	Syar.g_02246	Syac.g_00961
OG0000592	Syar.g_02245	Syac.g_00962
OG0000593	Syar.g_02414	Syac.g_00975
OG0000594	Syar.g_02415	Syac.g_00976
OG0000595	Syar.g_02416	Syac.g_00977
OG0000596	Syar.g_02421	Syac.g_00982
OG0000597	Syar.g_02424	Syac.g_00985
OG0000598	Syar.g_02425	Syac.g_00986
OG0000599	Syar.g_02428	Syac.g_00989
OG0000600	Syar.g_02429	Syac.g_00990
OG0000601	Syar.g_02430	Syac.g_00991
OG0000602	Syar.g_02435	Syac.g_00996
OG0000603	Syar.g_02436	Syac.g_00997
OG0000604	Syar.g_02438	Syac.g_01001
OG0000605	Syar.g_02440	Syac.g_01089
OG0000606	Syar.g_02443	Syac.g_01434
OG0000607	Syar.g_02446	Syac.g_01430
OG0000608	Syar.g_02447	Syac.g_01429
OG0000609	Syar.g_02470	Syac.g_01427
OG0000610	Syar.g_01917	Syac.g_01419
OG0000611	Syar.g_01914	Syac.g_01416
OG0000612	Syar.g_01913	Syac.g_01415
OG0000613	Syar.g_00712	Syac.g_00231
OG0000614	Syar.g_02012, Syar.g_01344	Syac.g_00911
OG0000615	Syar.g_02603	Syac.g_01377
OG0000616	Syar.g_00454	Syac.g_02478
OG0000617	Syar.g_01576	Syac.g_01280
OG0000618	Syar.g_01575	Syac.g_01279
OG0000619	Syar.g_01574	Syac.g_01278
OG0000620	Syar.g_01569	Syac.g_01270
OG0000621	Syar.g_01568	Syac.g_01269
OG0000622	Syar.g_01566	Syac.g_01268
OG0000623	Syar.g_01565	Syac.g_01267
OG0000624	Syar.g_01564	Syac.g_01265
OG0000625	Syar.g_01563	Syac.g_01264
OG0000626	Syar.g_01562	Syac.g_01263
OG0000627	Syar.g_01868	Syac.g_01126
OG0000628	Syar.g_01869	Syac.g_01127
OG0000629	Syar.g_01872	Syac.g_01130
OG0000630	Syar.g_02586	Syac.g_01134
OG0000631	Syar.g_02579	Syac.g_01139
OG0000632	Syar.g_02578	Syac.g_01140
OG0000633	Syar.g_02576	Syac.g_01141
OG0000634	Syar.g_02635	Syac.g_01345
OG0000635	Syar.g_02636	Syac.g_01344
OG0000636	Syar.g_02638	Syac.g_01342
OG0000637	Syar.g_02640	Syac.g_01340
OG0000638	Syar.g_02641	Syac.g_01339
OG0000639	Syar.g_02642	Syac.g_01338
OG0000640	Syar.g_02643	Syac.g_01337
OG0000641	Syar.g_02648	Syac.g_01333
OG0000642	Syar.g_02649	Syac.g_01332
OG0000643	Syar.g_02650	Syac.g_01330
OG0000644	Syar.g_02651	Syac.g_01329
OG0000645	Syar.g_02652	Syac.g_01327
OG0000646	Syar.g_02655	Syac.g_01324
OG0000647	Syar.g_02657	Syac.g_01322
OG0000648	Syar.g_02659	Syac.g_01319
OG0000649	Syar.g_02660	Syac.g_01318
OG0000650	Syar.g_02661	Syac.g_01317
OG0000651	Syar.g_02662	Syac.g_01316
OG0000652	Syar.g_02663	Syac.g_01315
OG0000653	Syar.g_02665	Syac.g_01313
OG0000654	Syar.g_02666	Syac.g_01312
OG0000655	Syar.g_02667	Syac.g_01311
OG0000656	Syar.g_02479	Syac.g_01308
OG0000657	Syar.g_01812	Syac.g_00846
OG0000658	Syar.g_01815	Syac.g_00842
OG0000659	Syar.g_01816	Syac.g_00841
OG0000660	Syar.g_01820	Syac.g_00837
OG0000661	Syar.g_03175	Syac.g_00835
OG0000662	Syar.g_01829	Syac.g_00833
OG0000663	Syar.g_01832	Syac.g_00830
OG0000664	Syar.g_01837	Syac.g_00829
OG0000665	Syar.g_02774	Syac.g_01018
OG0000666	Syar.g_01241	Syac.g_01088
OG0000667	Syar.g_02346	Syac.g_02165
OG0000668	Syar.g_01802	Syac.g_01239
OG0000669	Syar.g_01627	Syac.g_01404
OG0000670	Syar.g_01624	Syac.g_00580
OG0000671	Syar.g_01622	Syac.g_01400
OG0000672	Syar.g_01619	Syac.g_01396
OG0000673	Syar.g_01615	Syac.g_01393
OG0000674	Syar.g_01613	Syac.g_01391
OG0000675	Syar.g_01612	Syac.g_01390
OG0000676	Syar.g_01608	Syac.g_01388
OG0000677	Syar.g_01607	Syac.g_01387
OG0000678	Syar.g_02037	Syac.g_01384
OG0000679	Syar.g_02606	Syac.g_01375
OG0000680	Syar.g_02607	Syac.g_01374
OG0000681	Syar.g_02610	Syac.g_01371
OG0000682	Syar.g_02611	Syac.g_01370
OG0000683	Syar.g_02612	Syac.g_01369
OG0000684	Syar.g_02615	Syac.g_01365
OG0000685	Syar.g_02617	Syac.g_01363
OG0000686	Syar.g_02618	Syac.g_01362
OG0000687	Syar.g_02619	Syac.g_01361
OG0000688	Syar.g_02624	Syac.g_01356
OG0000689	Syar.g_02626	Syac.g_01354
OG0000690	Syar.g_02627	Syac.g_01353
OG0000691	Syar.g_02628	Syac.g_01352
OG0000692	Syar.g_02629	Syac.g_01351
OG0000693	Syar.g_02631	Syac.g_01349
OG0000694	Syar.g_02632	Syac.g_01348
OG0000695	Syar.g_02573	Syac.g_01143
OG0000696	Syar.g_02572	Syac.g_01144
OG0000697	Syar.g_02570	Syac.g_01146
OG0000698	Syar.g_02567	Syac.g_01149
OG0000699	Syar.g_02566	Syac.g_01151
OG0000700	Syar.g_02565	Syac.g_01152
OG0000701	Syar.g_02564	Syac.g_01153
OG0000702	Syar.g_02559	Syac.g_01161
OG0000703	Syar.g_02557	Syac.g_01162
OG0000704	Syar.g_02555	Syac.g_01165
OG0000705	Syar.g_02547	Syac.g_01174
OG0000706	Syar.g_02546	Syac.g_01175
OG0000707	Syar.g_02545	Syac.g_01176
OG0000708	Syar.g_02542	Syac.g_01179
OG0000709	Syar.g_02534	Syac.g_01187
OG0000710	Syar.g_02528	Syac.g_01191
OG0000711	Syar.g_02499	Syac.g_01220
OG0000712	Syar.g_02497	Syac.g_01221
OG0000713	Syar.g_02496	Syac.g_01222
OG0000714	Syar.g_02494	Syac.g_01224
OG0000715	Syar.g_02492	Syac.g_01226
OG0000716	Syar.g_02488	Syac.g_01230
OG0000717	Syar.g_02487	Syac.g_01231
OG0000718	Syar.g_02483	Syac.g_01235
OG0000719	Syar.g_01804	Syac.g_01237
OG0000720	Syar.g_01790	Syac.g_01250
OG0000721	Syar.g_01788	Syac.g_01252
OG0000722	Syar.g_01787	Syac.g_01253
OG0000723	Syar.g_01560	Syac.g_01261
OG0000724	Syar.g_01367, Syar.g_02120	Syac.g_00879
OG0000725	Syar.g_01934	Syac.g_00887
OG0000726	Syar.g_01935	Syac.g_00888
OG0000727	Syar.g_01936	Syac.g_00889
OG0000728	Syar.g_01938	Syac.g_00891
OG0000729	Syar.g_00593	Syac.g_00144
OG0000730	Syar.g_01115	Syac.g_02024
OG0000731	Syar.g_01127	Syac.g_02011
OG0000732	Syar.g_00522	Syac.g_00051
OG0000733	Syar.g_02234	Syac.g_02386
OG0000734	Syar.g_03128	Syac.g_00388
OG0000735	Syar.g_01522	Syac.g_00750
OG0000736	Syar.g_01523	Syac.g_00751
OG0000737	Syar.g_01524	Syac.g_00752
OG0000738	Syar.g_01530	Syac.g_00757
OG0000739	Syar.g_01531	Syac.g_00762
OG0000740	Syar.g_01532	Syac.g_00763
OG0000741	Syar.g_01535	Syac.g_00766
OG0000742	Syar.g_01538	Syac.g_00768
OG0000743	Syar.g_01541	Syac.g_00770
OG0000744	Syar.g_01542	Syac.g_00771
OG0000745	Syar.g_01545	Syac.g_00773
OG0000746	Syar.g_01549	Syac.g_00776
OG0000747	Syar.g_01551	Syac.g_00777
OG0000748	Syar.g_01945	Syac.g_00787
OG0000749	Syar.g_01946	Syac.g_00789
OG0000750	Syar.g_01947	Syac.g_00790
OG0000751	Syar.g_01952	Syac.g_00797
OG0000752	Syar.g_01954	Syac.g_00799
OG0000753	Syar.g_01957	Syac.g_00802
OG0000754	Syar.g_01963	Syac.g_01471
OG0000755	Syar.g_01974	Syac.g_01479
OG0000756	Syar.g_01975	Syac.g_01480
OG0000757	Syar.g_01984	Syac.g_01492
OG0000758	Syar.g_01985	Syac.g_01493
OG0000759	Syar.g_01986	Syac.g_01494
OG0000760	Syar.g_01987	Syac.g_01495
OG0000761	Syar.g_01988	Syac.g_01496
OG0000762	Syar.g_01992	Syac.g_01498
OG0000763	Syar.g_01699	Syac.g_01500
OG0000764	Syar.g_01700	Syac.g_01501
OG0000765	Syar.g_01718	Syac.g_01515
OG0000766	Syar.g_01719	Syac.g_01516
OG0000767	Syar.g_01721	Syac.g_01518
OG0000768	Syar.g_01722	Syac.g_01519
OG0000769	Syar.g_01724	Syac.g_01521
OG0000770	Syar.g_01727	Syac.g_01524
OG0000771	Syar.g_01373	Syac.g_00873
OG0000772	Syar.g_00746	Syac.g_01569
OG0000773	Syar.g_02694	Syac.g_00741
OG0000774	Syar.g_02771	Syac.g_00737
OG0000775	Syar.g_02773	Syac.g_00735
OG0000776	Syar.g_01755	Syac.g_00734
OG0000777	Syar.g_01754	Syac.g_00733
OG0000778	Syar.g_01753	Syac.g_00732
OG0000779	Syar.g_02779	Syac.g_00727
OG0000780	Syar.g_02781	Syac.g_00723
OG0000781	Syar.g_02785	Syac.g_00719
OG0000782	Syar.g_02786	Syac.g_00718
OG0000783	Syar.g_02787	Syac.g_00717
OG0000784	Syar.g_02788	Syac.g_00716
OG0000785	Syar.g_02791	Syac.g_00714
OG0000786	Syar.g_02795	Syac.g_01730
OG0000787	Syar.g_02796	Syac.g_01731
OG0000788	Syar.g_02331	Syac.g_00992
OG0000789	Syar.g_02040	Syac.g_01111
OG0000790	Syar.g_01456	Syac.g_01921
OG0000791	Syar.g_01454	Syac.g_01922
OG0000792	Syar.g_01453	Syac.g_01923
OG0000793	Syar.g_01243	Syac.g_01928
OG0000794	Syar.g_01242	Syac.g_01929
OG0000795	Syar.g_01240	Syac.g_01930
OG0000796	Syar.g_01236	Syac.g_01934
OG0000797	Syar.g_01235	Syac.g_01935
OG0000798	Syar.g_00222	Syac.g_02250
OG0000799	Syar.g_02844	Syac.g_01602
OG0000800	Syar.g_02843	Syac.g_01603
OG0000801	Syar.g_02842	Syac.g_01604
OG0000802	Syar.g_02825	Syac.g_01608
OG0000803	Syar.g_02822	Syac.g_01613
OG0000804	Syar.g_02819	Syac.g_01616
OG0000805	Syar.g_02817	Syac.g_01620
OG0000806	Syar.g_02815	Syac.g_01622
OG0000807	Syar.g_02814	Syac.g_01624
OG0000808	Syar.g_02813	Syac.g_01625
OG0000809	Syar.g_02811	Syac.g_01628
OG0000810	Syar.g_02810	Syac.g_01629
OG0000811	Syar.g_02805	Syac.g_01637
OG0000812	Syar.g_02803	Syac.g_01639
OG0000813	Syar.g_02802	Syac.g_01640
OG0000814	Syar.g_02800	Syac.g_01642
OG0000815	Syar.g_02799	Syac.g_01643
OG0000816	Syar.g_02797	Syac.g_01645
OG0000817	Syar.g_02861	Syac.g_01646
OG0000818	Syar.g_01418	Syac.g_01652
OG0000819	Syar.g_01417	Syac.g_01653
OG0000820	Syar.g_01416	Syac.g_01654
OG0000821	Syar.g_01410	Syac.g_01659
OG0000822	Syar.g_01408	Syac.g_01661
OG0000823	Syar.g_01407, Syar.g_00017	Syac.g_01662
OG0000824	Syar.g_01402	Syac.g_01666
OG0000825	Syar.g_01401	Syac.g_01667
OG0000826	Syar.g_01400	Syac.g_01668
OG0000827	Syar.g_01399	Syac.g_01669
OG0000828	Syar.g_01396	Syac.g_01672
OG0000829	Syar.g_01395	Syac.g_01673
OG0000830	Syar.g_01394	Syac.g_01674
OG0000831	Syar.g_01391	Syac.g_01676
OG0000832	Syar.g_01213	Syac.g_00623
OG0000833	Syar.g_02877	Syac.g_00613
OG0000834	Syar.g_02878	Syac.g_00610
OG0000835	Syar.g_02879	Syac.g_00609
OG0000836	Syar.g_02881	Syac.g_00605
OG0000837	Syar.g_02882	Syac.g_00604
OG0000838	Syar.g_02886	Syac.g_00600
OG0000839	Syar.g_02887	Syac.g_00599
OG0000840	Syar.g_02888	Syac.g_00598
OG0000841	Syar.g_02889	Syac.g_00597
OG0000842	Syar.g_02890	Syac.g_00596
OG0000843	Syar.g_02891	Syac.g_00595
OG0000844	Syar.g_02893	Syac.g_00593
OG0000845	Syar.g_02894	Syac.g_00592
OG0000846	Syar.g_02895	Syac.g_00591
OG0000847	Syar.g_02896	Syac.g_00590
OG0000848	Syar.g_02898	Syac.g_00588
OG0000849	Syar.g_02899	Syac.g_00587
OG0000850	Syar.g_02902	Syac.g_00585
OG0000851	Syar.g_02905	Syac.g_00573
OG0000852	Syar.g_02906	Syac.g_00572
OG0000853	Syar.g_02910	Syac.g_00568
OG0000854	Syar.g_02912	Syac.g_00566
OG0000855	Syar.g_02913	Syac.g_00565
OG0000856	Syar.g_02243	Syac.g_00964
OG0000857	Syar.g_02656	Syac.g_01323
OG0000858	Syar.g_02920	Syac.g_00559
OG0000859	Syar.g_02921	Syac.g_00558
OG0000860	Syar.g_02931	Syac.g_00542
OG0000861	Syar.g_02932	Syac.g_00541
OG0000862	Syar.g_02942	Syac.g_00540
OG0000863	Syar.g_02944	Syac.g_00538
OG0000864	Syar.g_02945	Syac.g_00537
OG0000865	Syar.g_02946	Syac.g_00533
OG0000866	Syar.g_02947	Syac.g_00532
OG0000867	Syar.g_02948	Syac.g_00531
OG0000868	Syar.g_02950	Syac.g_00529
OG0000869	Syar.g_02955	Syac.g_00524
OG0000870	Syar.g_02960	Syac.g_00519
OG0000871	Syar.g_02961	Syac.g_00518
OG0000872	Syar.g_02967	Syac.g_00510
OG0000873	Syar.g_02970	Syac.g_00507
OG0000874	Syar.g_02974	Syac.g_00512
OG0000875	Syar.g_02975	Syac.g_00505
OG0000876	Syar.g_01828	Syac.g_00675
OG0000877	Syar.g_02977	Syac.g_00671
OG0000878	Syar.g_02978	Syac.g_00670
OG0000879	Syar.g_02979	Syac.g_00669
OG0000880	Syar.g_02980	Syac.g_00668
OG0000881	Syar.g_02984	Syac.g_00664
OG0000882	Syar.g_02989	Syac.g_00659
OG0000883	Syar.g_02992	Syac.g_00656
OG0000884	Syar.g_02994	Syac.g_00654
OG0000885	Syar.g_02995	Syac.g_00653
OG0000886	Syar.g_02996	Syac.g_00652
OG0000887	Syar.g_02998	Syac.g_00651
OG0000888	Syar.g_03000	Syac.g_00649
OG0000889	Syar.g_03002	Syac.g_00647
OG0000890	Syar.g_03005	Syac.g_00642
OG0000891	Syar.g_03006	Syac.g_00641
OG0000892	Syar.g_03008	Syac.g_00638
OG0000893	Syar.g_00150	Syac.g_02193
OG0000894	Syar.g_00145	Syac.g_02189
OG0000895	Syar.g_00141	Syac.g_02185
OG0000896	Syar.g_00140	Syac.g_02184
OG0000897	Syar.g_00138	Syac.g_02182
OG0000898	Syar.g_00137	Syac.g_02181
OG0000899	Syar.g_00136	Syac.g_02180
OG0000900	Syar.g_00135	Syac.g_02179
OG0000901	Syar.g_00130	Syac.g_02174
OG0000902	Syar.g_01013	Syac.g_02172
OG0000903	Syar.g_01026	Syac.g_02140
OG0000904	Syar.g_01021	Syac.g_02145
OG0000905	Syar.g_01018	Syac.g_02148
OG0000906	Syar.g_01015	Syac.g_02150
OG0000907	Syar.g_01028	Syac.g_02138
OG0000908	Syar.g_01031	Syac.g_02135
OG0000909	Syar.g_01032	Syac.g_02134
OG0000910	Syar.g_01033	Syac.g_02133
OG0000911	Syar.g_01035	Syac.g_02131
OG0000912	Syar.g_01036	Syac.g_02130
OG0000913	Syar.g_01037	Syac.g_02129
OG0000914	Syar.g_01038	Syac.g_02128
OG0000915	Syar.g_01040	Syac.g_02127
OG0000916	Syar.g_01041	Syac.g_02126
OG0000917	Syar.g_01042	Syac.g_02125
OG0000918	Syar.g_01043	Syac.g_02124
OG0000919	Syar.g_01044	Syac.g_02123
OG0000920	Syar.g_01045	Syac.g_02122
OG0000921	Syar.g_01046	Syac.g_02121
OG0000922	Syar.g_01047	Syac.g_02120
OG0000923	Syar.g_01051	Syac.g_02116
OG0000924	Syar.g_01052	Syac.g_02115
OG0000925	Syar.g_01053	Syac.g_02114
OG0000926	Syar.g_01054	Syac.g_02113
OG0000927	Syar.g_01056	Syac.g_02111
OG0000928	Syar.g_01057	Syac.g_02110
OG0000929	Syar.g_01058	Syac.g_02109
OG0000930	Syar.g_01059	Syac.g_02108
OG0000931	Syar.g_01060	Syac.g_02107
OG0000932	Syar.g_01061	Syac.g_02106
OG0000933	Syar.g_01066	Syac.g_02101
OG0000934	Syar.g_01068	Syac.g_02099
OG0000935	Syar.g_01069	Syac.g_02098
OG0000936	Syar.g_01070	Syac.g_02097
OG0000937	Syar.g_01071	Syac.g_02096
OG0000938	Syar.g_01074	Syac.g_02092
OG0000939	Syar.g_01075	Syac.g_02091
OG0000940	Syar.g_01081	Syac.g_02084
OG0000941	Syar.g_01083	Syac.g_02082
OG0000942	Syar.g_01085	Syac.g_02080
OG0000943	Syar.g_01086	Syac.g_02079
OG0000944	Syar.g_01088	Syac.g_02077
OG0000945	Syar.g_01089	Syac.g_02075
OG0000946	Syar.g_01095	Syac.g_02071
OG0000947	Syar.g_01098	Syac.g_02068
OG0000948	Syar.g_01099	Syac.g_02067
OG0000949	Syar.g_00283	Syac.g_00205
OG0000950	Syar.g_00661	Syac.g_00193
OG0000951	Syar.g_00656	Syac.g_00188
OG0000952	Syar.g_00651	Syac.g_00183
OG0000953	Syar.g_00248	Syac.g_00177
OG0000954	Syar.g_00258	Syac.g_00172
OG0000955	Syar.g_00259	Syac.g_00171
OG0000956	Syar.g_00261	Syac.g_00169
OG0000957	Syar.g_00610	Syac.g_00158
OG0000958	Syar.g_00609	Syac.g_00157
OG0000959	Syar.g_00605	Syac.g_00153
OG0000960	Syar.g_00604	Syac.g_00152
OG0000961	Syar.g_00094	Syac.g_00147
OG0000962	Syar.g_00594	Syac.g_00145
OG0000963	Syar.g_00590	Syac.g_00140
OG0000964	Syar.g_00589	Syac.g_00139
OG0000965	Syar.g_00588	Syac.g_00138
OG0000966	Syar.g_00549	Syac.g_00107
OG0000967	Syar.g_00545	Syac.g_00075
OG0000968	Syar.g_00542	Syac.g_00080
OG0000969	Syar.g_00540	Syac.g_00078
OG0000970	Syar.g_00539	Syac.g_00077
OG0000971	Syar.g_00537	Syac.g_00067
OG0000972	Syar.g_00536	Syac.g_00066
OG0000973	Syar.g_00535	Syac.g_00065
OG0000974	Syar.g_00534	Syac.g_00064
OG0000975	Syar.g_00533	Syac.g_00063
OG0000976	Syar.g_00532	Syac.g_00062
OG0000977	Syar.g_00530	Syac.g_00059
OG0000978	Syar.g_00529	Syac.g_00058
OG0000979	Syar.g_00526	Syac.g_00055
OG0000980	Syar.g_00523	Syac.g_00052
OG0000981	Syar.g_00520	Syac.g_00049
OG0000982	Syar.g_00331	Syac.g_02354
OG0000983	Syar.g_00332	Syac.g_02355
OG0000984	Syar.g_00333	Syac.g_02356
OG0000985	Syar.g_00337	Syac.g_02359
OG0000986	Syar.g_00344	Syac.g_02363
OG0000987	Syar.g_00346	Syac.g_02365
OG0000988	Syar.g_00352	Syac.g_02370
OG0000989	Syar.g_00377	Syac.g_02379
OG0000990	Syar.g_00697	Syac.g_02397
OG0000991	Syar.g_00700	Syac.g_02400
OG0000992	Syar.g_00704	Syac.g_02402
OG0000993	Syar.g_00705	Syac.g_02403
OG0000994	Syar.g_00708	Syac.g_02405
OG0000995	Syar.g_00624	Syac.g_02410
OG0000996	Syar.g_00861	Syac.g_02454
OG0000997	Syar.g_00437	Syac.g_02464
OG0000998	Syar.g_00439	Syac.g_02466
OG0000999	Syar.g_00440	Syac.g_02467
OG0001000	Syar.g_00955, Syar.g_00444	Syac.g_02470
OG0001001	Syar.g_00450	Syac.g_02475
OG0001002	Syar.g_00457	Syac.g_02481
OG0001003	Syar.g_00459	Syac.g_02483
OG0001004	Syar.g_00460	Syac.g_02484
OG0001005	Syar.g_00461	Syac.g_02485
OG0001006	Syar.g_00468	Syac.g_02492
OG0001007	Syar.g_00470	Syac.g_02494
OG0001008	Syar.g_01178	Syac.g_00693
OG0001009	Syar.g_00500	Syac.g_00030
OG0001010	Syar.g_00501	Syac.g_00031
OG0001011	Syar.g_00503	Syac.g_00032
OG0001013	Syar.g_00906	Syac.g_02337
OG0001014	Syar.g_00914	Syac.g_02333
OG0001015	Syar.g_00915	Syac.g_02332
OG0001017	Syar.g_03050	Syac.g_00440
OG0001018	Syar.g_03052	Syac.g_00438
OG0001019	Syar.g_03086	Syac.g_00422
OG0001020	Syar.g_03092	Syac.g_00417
OG0001021	Syar.g_03098	Syac.g_00413
OG0001022	Syar.g_03102	Syac.g_00410
OG0001023	Syar.g_03103	Syac.g_00409
OG0001024	Syar.g_02276	Syac.g_00405
OG0001025	Syar.g_03115	Syac.g_00399
OG0001026	Syar.g_03131	Syac.g_00386
OG0001027	Syar.g_00031	Syac.g_00380
OG0001028	Syar.g_00034	Syac.g_00378
OG0001029	Syar.g_00036	Syac.g_00376
OG0001030	Syar.g_00058	Syac.g_00356
OG0001031	Syar.g_00129	Syac.g_02266
OG0001032	Syar.g_01011	Syac.g_02268
OG0001033	Syar.g_00962	Syac.g_02298
OG0001034	Syar.g_03022	Syac.g_01968
OG0001036	Syar.g_00193	Syac.g_02221
OG0001037	Syar.g_00195	Syac.g_02223
OG0001038	Syar.g_00223	Syac.g_02251
OG0001039	Syar.g_00226	Syac.g_02254
OG0001040	Syar.g_00229	Syac.g_00292
OG0001041	Syar.g_00234	Syac.g_00287
OG0001042	Syar.g_00831	Syac.g_00258
OG0001043	Syar.g_00826	Syac.g_00254
OG0001044	Syar.g_01117	Syac.g_02021
OG0001045	Syar.g_01130	Syac.g_02008
OG0001046	Syar.g_02514	Syac.g_01207
OG0001047	Syar.g_01180	Syac.g_00695
OG0001048	Syar.g_01181	Syac.g_00696
OG0001049	Syar.g_02872	Syac.g_00703
OG0001050	Syar.g_02871	Syac.g_00704
OG0001051	Syar.g_02870	Syac.g_00705
OG0001052	Syar.g_01269	Syac.g_01704
OG0001053	Syar.g_01472	Syac.g_01901
OG0001054	Syar.g_01492	Syac.g_01884
OG0001055	Syar.g_01513	Syac.g_01863
OG0001056	Syar.g_02349	Syac.g_01831
OG0001057	Syar.g_02341	Syac.g_01825
OG0001058	Syar.g_02324	Syac.g_01810
OG0001059	Syar.g_00422	Syac.g_01806
OG0001060	Syar.g_02315	Syac.g_01799
OG0001061	Syar.g_02297	Syac.g_01779
OG0001062	Syar.g_02294	Syac.g_01777
OG0001063	Syar.g_02209	Syac.g_01773
OG0001064	Syar.g_02208	Syac.g_01772
OG0001065	Syar.g_02207	Syac.g_01771
OG0001066	Syar.g_02206	Syac.g_01770
OG0001067	Syar.g_02205	Syac.g_01769
OG0001068	Syar.g_02204	Syac.g_01768
OG0001069	Syar.g_02203	Syac.g_01767
OG0001070	Syar.g_02200	Syac.g_01764
OG0001071	Syar.g_02199	Syac.g_01763
OG0001072	Syar.g_02195	Syac.g_01758
OG0001074	Syar.g_02031	Syac.g_00945
OG0001075	Syar.g_02215	Syac.g_00946
OG0001076	Syar.g_02253	Syac.g_00956
OG0001077	Syar.g_02240	Syac.g_00967
OG0001078	Syar.g_02419	Syac.g_00980
OG0001079	Syar.g_02431	Syac.g_00993
OG0001080	Syar.g_02442	Syac.g_01092
OG0001081	Syar.g_02444	Syac.g_01432
OG0001082	Syar.g_02445	Syac.g_01431
OG0001083	Syar.g_02473	Syac.g_01424
OG0001084	Syar.g_02474	Syac.g_01423
OG0001085	Syar.g_01688	Syac.g_01412
OG0001086	Syar.g_01686	Syac.g_01410
OG0001087	Syar.g_02347	Syac.g_00923
OG0001088	Syar.g_00431	Syac.g_00920
OG0001089	Syar.g_01942	Syac.g_00896
OG0001090	Syar.g_01582	Syac.g_01286
OG0001091	Syar.g_01580	Syac.g_01284
OG0001092	Syar.g_01578	Syac.g_01282
OG0001093	Syar.g_01572	Syac.g_01276
OG0001094	Syar.g_02633	Syac.g_01347
OG0001095	Syar.g_02653	Syac.g_01326
OG0001096	Syar.g_02476	Syac.g_01310
OG0001097	Syar.g_01823	Syac.g_00834
OG0001098	Syar.g_01672	Syac.g_01096
OG0001099	Syar.g_00035	Syac.g_00377
OG0001100	Syar.g_01625	Syac.g_01402
OG0001101	Syar.g_01623	Syac.g_01401
OG0001102	Syar.g_01620	Syac.g_01398
OG0001103	Syar.g_01618	Syac.g_01395
OG0001104	Syar.g_02616	Syac.g_01364
OG0001105	Syar.g_02620	Syac.g_01360
OG0001106	Syar.g_02553	Syac.g_01166
OG0001107	Syar.g_02541	Syac.g_01180
OG0001109	Syar.g_02529	Syac.g_01190
OG0001110	Syar.g_02527	Syac.g_01192
OG0001111	Syar.g_02525	Syac.g_01194
OG0001112	Syar.g_02523	Syac.g_01196
OG0001113	Syar.g_02522	Syac.g_01197
OG0001114	Syar.g_02521	Syac.g_01198
OG0001115	Syar.g_02519	Syac.g_01202
OG0001116	Syar.g_02517	Syac.g_01204
OG0001117	Syar.g_02516	Syac.g_01205
OG0001118	Syar.g_02515	Syac.g_01206
OG0001119	Syar.g_02513	Syac.g_01208
OG0001120	Syar.g_02507	Syac.g_01213
OG0001122	Syar.g_01803	Syac.g_01238
OG0001123	Syar.g_01796	Syac.g_01245
OG0001124	Syar.g_01793	Syac.g_01247
OG0001125	Syar.g_01791	Syac.g_01249
OG0001126	Syar.g_01375	Syac.g_00870
OG0001127	Syar.g_01374	Syac.g_00871
OG0001128	Syar.g_01371	Syac.g_00875
OG0001129	Syar.g_01369	Syac.g_00877
OG0001130	Syar.g_01368	Syac.g_00878
OG0001131	Syar.g_02448	Syac.g_01382
OG0001132	Syar.g_00684	Syac.g_01062
OG0001133	Syar.g_02249	Syac.g_00958
OG0001134	Syar.g_02235	Syac.g_01466
OG0001136	Syar.g_01536	Syac.g_00767
OG0001137	Syar.g_01944	Syac.g_00786
OG0001138	Syar.g_01977	Syac.g_01486
OG0001139	Syar.g_01980	Syac.g_01488
OG0001140	Syar.g_01981	Syac.g_01489
OG0001141	Syar.g_01982	Syac.g_01490
OG0001142	Syar.g_01983	Syac.g_01491
OG0001143	Syar.g_01698	Syac.g_01499
OG0001144	Syar.g_01707	Syac.g_01508
OG0001145	Syar.g_02769	Syac.g_00740
OG0001146	Syar.g_02782	Syac.g_00722
OG0001147	Syar.g_01276	Syac.g_01689
OG0001148	Syar.g_01459	Syac.g_01918
OG0001149	Syar.g_01458	Syac.g_01919
OG0001150	Syar.g_01457	Syac.g_01920
OG0001151	Syar.g_01238	Syac.g_01932
OG0001152	Syar.g_01237	Syac.g_01933
OG0001153	Syar.g_01398	Syac.g_01670
OG0001154	Syar.g_01397	Syac.g_01671
OG0001155	Syar.g_01211	Syac.g_00621
OG0001156	Syar.g_01185	Syac.g_00618
OG0001157	Syar.g_01184	Syac.g_00617
OG0001158	Syar.g_01183	Syac.g_00616
OG0001159	Syar.g_01182	Syac.g_00615
OG0001160	Syar.g_02908	Syac.g_00570
OG0001161	Syar.g_00382	Syac.g_02385
OG0001162	Syar.g_03081	Syac.g_01307
OG0001163	Syar.g_02917	Syac.g_00562
OG0001164	Syar.g_02922	Syac.g_00556
OG0001165	Syar.g_02927	Syac.g_00551
OG0001166	Syar.g_02959	Syac.g_00520
OG0001167	Syar.g_02982	Syac.g_00667
OG0001168	Syar.g_02983	Syac.g_00665
OG0001169	Syar.g_02985	Syac.g_00663
