Orthogroup	Syar	Pram
OG0000571	Syar.g_02298	Pram.g_00511
OG0000572	Syar.g_02201	Pram.g_00523
OG0000573	Syar.g_02191	Pram.g_00529
OG0000574	Syar.g_02190	Pram.g_00530
OG0000575	Syar.g_03180	Pram.g_00534
OG0000576	Syar.g_02187	Pram.g_00536
OG0000577	Syar.g_02186	Pram.g_00537
OG0000578	Syar.g_02185	Pram.g_00538
OG0000579	Syar.g_02184	Pram.g_00539
OG0000580	Syar.g_02183	Pram.g_00540
OG0000581	Syar.g_02175	Pram.g_00543
OG0000582	Syar.g_02131	Pram.g_00546
OG0000583	Syar.g_02132	Pram.g_00547
OG0000584	Syar.g_02133	Pram.g_00548
OG0000585	Syar.g_02170	Pram.g_00550
OG0000586	Syar.g_02171	Pram.g_00551
OG0000587	Syar.g_02173	Pram.g_00552
OG0000588	Syar.g_02275	Pram.g_00556
OG0000589	Syar.g_02261	Pram.g_00559
OG0000590	Syar.g_02260	Pram.g_00560
OG0000591	Syar.g_02246	Pram.g_00564
OG0000592	Syar.g_02245	Pram.g_00565
OG0000593	Syar.g_02414	Pram.g_01078
OG0000594	Syar.g_02415	Pram.g_01077
OG0000595	Syar.g_02416	Pram.g_01076
OG0000596	Syar.g_02421	Pram.g_01073
OG0000597	Syar.g_02424	Pram.g_01070
OG0000598	Syar.g_02425	Pram.g_01069
OG0000599	Syar.g_02428	Pram.g_01066
OG0000600	Syar.g_02429	Pram.g_01065
OG0000601	Syar.g_02430	Pram.g_01064
OG0000602	Syar.g_02435	Pram.g_01062
OG0000603	Syar.g_02436	Pram.g_01061
OG0000604	Syar.g_02438	Pram.g_01060
OG0000605	Syar.g_02440	Pram.g_01059
OG0000606	Syar.g_02443	Pram.g_01056
OG0000607	Syar.g_02446	Pram.g_01053
OG0000608	Syar.g_02447	Pram.g_01052
OG0000609	Syar.g_02470	Pram.g_01051
OG0000610	Syar.g_01917	Pram.g_01045
OG0000611	Syar.g_01914	Pram.g_01042
OG0000612	Syar.g_01913	Pram.g_01041
OG0000613	Syar.g_00712	Pram.g_00763
OG0000614	Syar.g_02012, Syar.g_01344	Pram.g_00784
OG0000615	Syar.g_02603	Pram.g_00795
OG0000616	Syar.g_00454	Pram.g_01927
OG0000617	Syar.g_01576	Pram.g_01024
OG0000618	Syar.g_01575	Pram.g_01023
OG0000619	Syar.g_01574	Pram.g_01022
OG0000620	Syar.g_01569	Pram.g_01019
OG0000621	Syar.g_01568	Pram.g_01018
OG0000622	Syar.g_01566	Pram.g_01017
OG0000623	Syar.g_01565	Pram.g_01016
OG0000624	Syar.g_01564	Pram.g_01014
OG0000625	Syar.g_01563	Pram.g_01013
OG0000626	Syar.g_01562	Pram.g_01012
OG0000627	Syar.g_01868	Pram.g_01011
OG0000628	Syar.g_01869	Pram.g_01010
OG0000629	Syar.g_01872	Pram.g_01008
OG0000630	Syar.g_02586	Pram.g_01005
OG0000631	Syar.g_02579	Pram.g_00913
OG0000632	Syar.g_02578	Pram.g_00914
OG0000633	Syar.g_02576	Pram.g_00915
OG0000634	Syar.g_02635	Pram.g_00805
OG0000635	Syar.g_02636	Pram.g_00806
OG0000636	Syar.g_02638	Pram.g_00808
OG0000637	Syar.g_02640	Pram.g_00810
OG0000638	Syar.g_02641	Pram.g_00811
OG0000639	Syar.g_02642	Pram.g_00812
OG0000640	Syar.g_02643	Pram.g_00813
OG0000641	Syar.g_02648	Pram.g_00817
OG0000642	Syar.g_02649	Pram.g_00818
OG0000643	Syar.g_02650	Pram.g_00819
OG0000644	Syar.g_02651	Pram.g_00820
OG0000645	Syar.g_02652	Pram.g_00821
OG0000646	Syar.g_02655	Pram.g_00823
OG0000647	Syar.g_02657	Pram.g_00825
OG0000648	Syar.g_02659	Pram.g_00827
OG0000649	Syar.g_02660	Pram.g_00828
OG0000650	Syar.g_02661	Pram.g_00829
OG0000651	Syar.g_02662	Pram.g_00830
OG0000652	Syar.g_02663	Pram.g_00831
OG0000653	Syar.g_02665	Pram.g_00833
OG0000654	Syar.g_02666	Pram.g_00834
OG0000655	Syar.g_02667	Pram.g_00835
OG0000656	Syar.g_02479	Pram.g_00838
OG0000657	Syar.g_01812	Pram.g_00845
OG0000658	Syar.g_01815	Pram.g_00847
OG0000659	Syar.g_01816	Pram.g_00848
OG0000660	Syar.g_01820	Pram.g_00852
OG0000661	Syar.g_03175, Syar.g_01822	Pram.g_00854
OG0000662	Syar.g_01829	Pram.g_00857
OG0000663	Syar.g_01832	Pram.g_00859
OG0000664	Syar.g_01837	Pram.g_00860
OG0000665	Syar.g_02774	Pram.g_00866
OG0000666	Syar.g_01241	Pram.g_00867
OG0000667	Syar.g_02346	Pram.g_00872
OG0000668	Syar.g_01802	Pram.g_00713
OG0000669	Syar.g_01627	Pram.g_00724
OG0000670	Syar.g_01624	Pram.g_00727
OG0000671	Syar.g_01622	Pram.g_00729
OG0000672	Syar.g_01619	Pram.g_00732
OG0000673	Syar.g_01615	Pram.g_00735
OG0000674	Syar.g_01613	Pram.g_00737
OG0000675	Syar.g_01612	Pram.g_00738
OG0000676	Syar.g_01608	Pram.g_00740
OG0000677	Syar.g_01607	Pram.g_00741
OG0000678	Syar.g_02037	Pram.g_00743
OG0000679	Syar.g_02606	Pram.g_00747
OG0000680	Syar.g_02607	Pram.g_00748
OG0000681	Syar.g_02610	Pram.g_00751
OG0000682	Syar.g_02611	Pram.g_00752
OG0000683	Syar.g_02612	Pram.g_00753
OG0000684	Syar.g_02615	Pram.g_00754
OG0000685	Syar.g_02617	Pram.g_00756
OG0000686	Syar.g_02618	Pram.g_00757
OG0000687	Syar.g_02619	Pram.g_00758
OG0000688	Syar.g_02624	Pram.g_01036
OG0000689	Syar.g_02626	Pram.g_01035
OG0000690	Syar.g_02627	Pram.g_01034
OG0000691	Syar.g_02628	Pram.g_01033
OG0000692	Syar.g_02629	Pram.g_01031
OG0000693	Syar.g_02631	Pram.g_01030
OG0000694	Syar.g_02632	Pram.g_01029
OG0000695	Syar.g_02573	Pram.g_00917
OG0000696	Syar.g_02572	Pram.g_00918
OG0000697	Syar.g_02570	Pram.g_00919
OG0000698	Syar.g_02567	Pram.g_00922
OG0000699	Syar.g_02566	Pram.g_00923
OG0000700	Syar.g_02565	Pram.g_00924
OG0000701	Syar.g_02564	Pram.g_00925
OG0000702	Syar.g_02559	Pram.g_00927
OG0000703	Syar.g_02557	Pram.g_00928
OG0000704	Syar.g_02555	Pram.g_00930
OG0000705	Syar.g_02547	Pram.g_00936
OG0000706	Syar.g_02546	Pram.g_00937
OG0000707	Syar.g_02545	Pram.g_00938
OG0000708	Syar.g_02542	Pram.g_00940
OG0000709	Syar.g_02534	Pram.g_00944
OG0000710	Syar.g_02528	Pram.g_00947
OG0000711	Syar.g_02499	Pram.g_00963
OG0000712	Syar.g_02497	Pram.g_00964
OG0000713	Syar.g_02496	Pram.g_00965
OG0000714	Syar.g_02494	Pram.g_00966
OG0000715	Syar.g_02492	Pram.g_00968
OG0000716	Syar.g_02488	Pram.g_00970
OG0000717	Syar.g_02487	Pram.g_00971
OG0000718	Syar.g_02483	Pram.g_00973
OG0000719	Syar.g_01804	Pram.g_00975
OG0000720	Syar.g_01790	Pram.g_00986
OG0000721	Syar.g_01788	Pram.g_00990
OG0000722	Syar.g_01787	Pram.g_00991
OG0000723	Syar.g_01560	Pram.g_00995
OG0000724	Syar.g_01367, Syar.g_02120	Pram.g_00893
OG0000725	Syar.g_01934	Pram.g_00887
OG0000726	Syar.g_01935	Pram.g_00886
OG0000727	Syar.g_01936	Pram.g_00885
OG0000728	Syar.g_01938	Pram.g_00883
OG0000729	Syar.g_00593	Pram.g_01208
OG0000730	Syar.g_01115	Pram.g_01182
OG0000731	Syar.g_01127	Pram.g_00335
OG0000733	Syar.g_02234	Pram.g_01547
OG0000734	Syar.g_03128	Pram.g_01156
OG0000735	Syar.g_01522	Pram.g_01154
OG0000736	Syar.g_01523	Pram.g_01153
OG0000737	Syar.g_01524	Pram.g_01152
OG0000738	Syar.g_01530	Pram.g_01148
OG0000739	Syar.g_01531	Pram.g_01147
OG0000740	Syar.g_01532	Pram.g_01146
OG0000741	Syar.g_01535	Pram.g_01144
OG0000742	Syar.g_01538	Pram.g_01141
OG0000743	Syar.g_01541	Pram.g_01139
OG0000744	Syar.g_01542	Pram.g_01137
OG0000745	Syar.g_01545	Pram.g_01136
OG0000746	Syar.g_01549	Pram.g_01134
OG0000747	Syar.g_01551	Pram.g_01133
OG0000748	Syar.g_01945	Pram.g_01129
OG0000749	Syar.g_01946	Pram.g_01128
OG0000750	Syar.g_01947	Pram.g_01127
OG0000751	Syar.g_01952	Pram.g_01124
OG0000752	Syar.g_01954	Pram.g_01122
OG0000753	Syar.g_01957	Pram.g_01119
OG0000754	Syar.g_01963	Pram.g_01117
OG0000755	Syar.g_01974	Pram.g_01111
OG0000756	Syar.g_01975	Pram.g_01110
OG0000757	Syar.g_01984	Pram.g_01103
OG0000758	Syar.g_01985	Pram.g_01102
OG0000759	Syar.g_01986	Pram.g_01101
OG0000760	Syar.g_01987	Pram.g_01100
OG0000761	Syar.g_01988	Pram.g_01099
OG0000762	Syar.g_01992	Pram.g_01098
OG0000763	Syar.g_01699	Pram.g_01096
OG0000764	Syar.g_01700	Pram.g_01095
OG0000765	Syar.g_01718	Pram.g_01087
OG0000766	Syar.g_01719	Pram.g_01086
OG0000767	Syar.g_01721	Pram.g_01084
OG0000768	Syar.g_01722	Pram.g_01083
OG0000769	Syar.g_01724	Pram.g_01081
OG0000770	Syar.g_01727	Pram.g_00570
OG0000771	Syar.g_01373	Pram.g_01254
OG0000772	Syar.g_00746	Pram.g_01569
OG0000773	Syar.g_02694	Pram.g_01221
OG0000774	Syar.g_02771	Pram.g_01223
OG0000775	Syar.g_02773	Pram.g_01225
OG0000776	Syar.g_01755	Pram.g_01226
OG0000777	Syar.g_01754	Pram.g_01227
OG0000778	Syar.g_01753	Pram.g_01228
OG0000779	Syar.g_02779	Pram.g_01232
OG0000780	Syar.g_02781	Pram.g_01233
OG0000781	Syar.g_02785	Pram.g_01236
OG0000782	Syar.g_02786	Pram.g_01237
OG0000783	Syar.g_02787	Pram.g_01238
OG0000784	Syar.g_02788	Pram.g_01239
OG0000785	Syar.g_02791	Pram.g_01241
OG0000786	Syar.g_02795	Pram.g_01244
OG0000787	Syar.g_02796	Pram.g_01245
OG0000788	Syar.g_02331	Pram.g_01271
OG0000789	Syar.g_02040	Pram.g_01281
OG0000790	Syar.g_01456	Pram.g_01463
OG0000791	Syar.g_01454	Pram.g_01461
OG0000792	Syar.g_01453	Pram.g_01460
OG0000793	Syar.g_01243	Pram.g_01456
OG0000794	Syar.g_01242	Pram.g_01455
OG0000795	Syar.g_01240	Pram.g_01454
OG0000796	Syar.g_01236	Pram.g_01450
OG0000797	Syar.g_01235	Pram.g_01449
OG0000798	Syar.g_00222	Pram.g_01444
OG0000798	Syar.g_02701	Pram.g_01415
OG0000799	Syar.g_02844	Pram.g_01398
OG0000800	Syar.g_02843	Pram.g_01397
OG0000801	Syar.g_02842	Pram.g_01396
OG0000802	Syar.g_02825	Pram.g_01394
OG0000803	Syar.g_02822	Pram.g_01392
OG0000804	Syar.g_02819	Pram.g_01391
OG0000805	Syar.g_02817	Pram.g_01389
OG0000806	Syar.g_02815	Pram.g_01387
OG0000807	Syar.g_02814	Pram.g_01386
OG0000808	Syar.g_02813	Pram.g_01385
OG0000809	Syar.g_02811	Pram.g_01383
OG0000810	Syar.g_02810	Pram.g_01382
OG0000811	Syar.g_02805	Pram.g_01375
OG0000812	Syar.g_02803	Pram.g_01373
OG0000813	Syar.g_02802	Pram.g_01372
OG0000814	Syar.g_02800	Pram.g_01370
OG0000815	Syar.g_02799	Pram.g_01369
OG0000816	Syar.g_02797	Pram.g_01367
OG0000817	Syar.g_02861	Pram.g_01366
OG0000818	Syar.g_01418	Pram.g_01361
OG0000819	Syar.g_01417	Pram.g_01360
OG0000820	Syar.g_01416	Pram.g_01359
OG0000821	Syar.g_01410	Pram.g_01355
OG0000822	Syar.g_01408	Pram.g_01354
OG0000823	Syar.g_01407	Pram.g_01353
OG0000824	Syar.g_01402	Pram.g_01350
OG0000825	Syar.g_01401	Pram.g_01349
OG0000826	Syar.g_01400	Pram.g_01348
OG0000827	Syar.g_01399	Pram.g_01347
OG0000828	Syar.g_01396	Pram.g_01344
OG0000829	Syar.g_01395	Pram.g_01343
OG0000830	Syar.g_01394	Pram.g_01342
OG0000831	Syar.g_01391	Pram.g_01340
OG0000832	Syar.g_01213	Pram.g_01330
OG0000833	Syar.g_02877	Pram.g_01321
OG0000834	Syar.g_02878	Pram.g_01320
OG0000835	Syar.g_02879	Pram.g_01319
OG0000836	Syar.g_02881	Pram.g_01318
OG0000837	Syar.g_02882	Pram.g_01317
OG0000838	Syar.g_02886	Pram.g_01314
OG0000839	Syar.g_02887	Pram.g_01313
OG0000840	Syar.g_02888	Pram.g_01312
OG0000841	Syar.g_02889	Pram.g_01311
OG0000842	Syar.g_02890	Pram.g_01310
OG0000843	Syar.g_02891	Pram.g_01309
OG0000844	Syar.g_02893	Pram.g_01308
OG0000845	Syar.g_02894	Pram.g_01307
OG0000846	Syar.g_02895	Pram.g_01306
OG0000847	Syar.g_02896	Pram.g_01305
OG0000848	Syar.g_02898	Pram.g_01304
OG0000849	Syar.g_02899	Pram.g_01303
OG0000850	Syar.g_02902	Pram.g_01301
OG0000851	Syar.g_02905	Pram.g_01300
OG0000852	Syar.g_02906	Pram.g_01299
OG0000853	Syar.g_02910	Pram.g_01294
OG0000854	Syar.g_02912	Pram.g_01292
OG0000855	Syar.g_02913	Pram.g_01291
OG0000856	Syar.g_02243	Pram.g_00567
OG0000857	Syar.g_02656	Pram.g_00824
OG0000858	Syar.g_02920	Pram.g_01625
OG0000859	Syar.g_02921	Pram.g_01626
OG0000860	Syar.g_02931	Pram.g_01634
OG0000861	Syar.g_02932	Pram.g_01635
OG0000862	Syar.g_02942	Pram.g_01636
OG0000863	Syar.g_02944	Pram.g_01638
OG0000864	Syar.g_02945	Pram.g_01639
OG0000865	Syar.g_02946	Pram.g_01640
OG0000866	Syar.g_02947	Pram.g_01641
OG0000867	Syar.g_02948	Pram.g_01642
OG0000868	Syar.g_02950	Pram.g_01644
OG0000869	Syar.g_02955	Pram.g_01647
OG0000870	Syar.g_02960	Pram.g_01652
OG0000871	Syar.g_02961	Pram.g_01653
OG0000872	Syar.g_02967	Pram.g_01654
OG0000873	Syar.g_02970	Pram.g_01657
OG0000874	Syar.g_02974	Pram.g_01660
OG0000875	Syar.g_02975	Pram.g_01662
OG0000876	Syar.g_01828	Pram.g_01663
OG0000877	Syar.g_02977	Pram.g_01665
OG0000878	Syar.g_02978	Pram.g_01666
OG0000879	Syar.g_02979	Pram.g_01667
OG0000880	Syar.g_02980	Pram.g_01668
OG0000881	Syar.g_02984	Pram.g_01672
OG0000882	Syar.g_02989	Pram.g_01677
OG0000883	Syar.g_02992	Pram.g_01679
OG0000884	Syar.g_02994	Pram.g_01681
OG0000885	Syar.g_02995	Pram.g_01682
OG0000886	Syar.g_02996	Pram.g_01683
OG0000887	Syar.g_02998	Pram.g_01684
OG0000888	Syar.g_03000	Pram.g_01686
OG0000889	Syar.g_03002	Pram.g_01688
OG0000890	Syar.g_03005	Pram.g_01689
OG0000891	Syar.g_03006	Pram.g_01690
OG0000892	Syar.g_03008	Pram.g_01691
OG0000893	Syar.g_00150	Pram.g_01695
OG0000894	Syar.g_00145	Pram.g_01698
OG0000895	Syar.g_00141	Pram.g_01702
OG0000896	Syar.g_00140	Pram.g_01703
OG0000897	Syar.g_00138	Pram.g_01705
OG0000898	Syar.g_00137	Pram.g_01706
OG0000899	Syar.g_00136	Pram.g_01707
OG0000900	Syar.g_00135	Pram.g_01708
OG0000901	Syar.g_00130	Pram.g_01711
OG0000902	Syar.g_01013	Pram.g_01713
OG0000903	Syar.g_01026	Pram.g_01717
OG0000904	Syar.g_01021	Pram.g_01722
OG0000905	Syar.g_01018	Pram.g_01715
OG0000906	Syar.g_01015	Pram.g_01714
OG0000907	Syar.g_01028	Pram.g_01727
OG0000908	Syar.g_01031	Pram.g_01730
OG0000909	Syar.g_01032	Pram.g_01731
OG0000910	Syar.g_01033	Pram.g_01732
OG0000911	Syar.g_01035	Pram.g_01734
OG0000912	Syar.g_01036	Pram.g_01735
OG0000913	Syar.g_01037	Pram.g_01736
OG0000914	Syar.g_01038	Pram.g_01737
OG0000915	Syar.g_01040	Pram.g_01738
OG0000916	Syar.g_01041	Pram.g_01739
OG0000917	Syar.g_01042	Pram.g_01740
OG0000918	Syar.g_01043	Pram.g_01741
OG0000919	Syar.g_01044	Pram.g_01742
OG0000920	Syar.g_01045	Pram.g_01743
OG0000921	Syar.g_01046	Pram.g_01744
OG0000922	Syar.g_01047	Pram.g_01745
OG0000923	Syar.g_01051	Pram.g_01749
OG0000924	Syar.g_01052	Pram.g_01750
OG0000925	Syar.g_01053	Pram.g_01751
OG0000926	Syar.g_01054	Pram.g_01752
OG0000927	Syar.g_01056	Pram.g_01754
OG0000928	Syar.g_01057	Pram.g_01755
OG0000929	Syar.g_01058	Pram.g_01756
OG0000930	Syar.g_01059	Pram.g_01757
OG0000931	Syar.g_01060	Pram.g_01758
OG0000932	Syar.g_01061	Pram.g_01759
OG0000933	Syar.g_01066	Pram.g_01763
OG0000934	Syar.g_01068	Pram.g_01765
OG0000935	Syar.g_01069	Pram.g_01766
OG0000936	Syar.g_01070	Pram.g_01767
OG0000937	Syar.g_01071	Pram.g_01768
OG0000938	Syar.g_01074	Pram.g_01771
OG0000939	Syar.g_01075	Pram.g_01772
OG0000940	Syar.g_01081	Pram.g_01779
OG0000941	Syar.g_01083	Pram.g_01781
OG0000942	Syar.g_01085	Pram.g_01783
OG0000943	Syar.g_01086	Pram.g_01784
OG0000944	Syar.g_01088	Pram.g_01786
OG0000945	Syar.g_01089	Pram.g_01787
OG0000946	Syar.g_01095	Pram.g_01793
OG0000947	Syar.g_01098	Pram.g_01795
OG0000948	Syar.g_01099	Pram.g_01796
OG0000949	Syar.g_00283	Pram.g_01799
OG0000950	Syar.g_00661	Pram.g_01806
OG0000951	Syar.g_00656	Pram.g_01810
OG0000952	Syar.g_00651	Pram.g_01814
OG0000953	Syar.g_00248	Pram.g_01818
OG0000954	Syar.g_00258	Pram.g_01822
OG0000955	Syar.g_00259	Pram.g_01823
OG0000956	Syar.g_00261	Pram.g_01825
OG0000957	Syar.g_00610	Pram.g_01831
OG0000958	Syar.g_00609	Pram.g_01832
OG0000959	Syar.g_00605	Pram.g_01836
OG0000960	Syar.g_00604	Pram.g_01837
OG0000961	Syar.g_00094	Pram.g_01840
OG0000962	Syar.g_00594	Pram.g_01842
OG0000963	Syar.g_00590	Pram.g_01846
OG0000964	Syar.g_00589	Pram.g_01847
OG0000965	Syar.g_00588	Pram.g_01848
OG0000966	Syar.g_00549	Pram.g_01854
OG0000967	Syar.g_00545	Pram.g_01858
OG0000968	Syar.g_00542	Pram.g_01860
OG0000969	Syar.g_00540	Pram.g_01861
OG0000970	Syar.g_00539	Pram.g_01862
OG0000971	Syar.g_00537	Pram.g_01863
OG0000972	Syar.g_00536	Pram.g_01864
OG0000973	Syar.g_00535	Pram.g_01865
OG0000974	Syar.g_00534	Pram.g_01866
OG0000975	Syar.g_00533	Pram.g_01867
OG0000976	Syar.g_00532	Pram.g_01868
OG0000977	Syar.g_00530	Pram.g_01869
OG0000978	Syar.g_00529	Pram.g_01870
OG0000979	Syar.g_00526	Pram.g_01873
OG0000980	Syar.g_00523	Pram.g_01875
OG0000981	Syar.g_00520	Pram.g_01878
OG0000982	Syar.g_00331	Pram.g_01880
OG0000983	Syar.g_00332	Pram.g_01881
OG0000984	Syar.g_00333	Pram.g_01882
OG0000985	Syar.g_00337	Pram.g_01885
OG0000986	Syar.g_00344	Pram.g_01887
OG0000987	Syar.g_00346	Pram.g_01888
OG0000988	Syar.g_00352	Pram.g_01891
OG0000989	Syar.g_00377	Pram.g_01895
OG0000990	Syar.g_00697	Pram.g_01900
OG0000991	Syar.g_00700	Pram.g_01901
OG0000992	Syar.g_00704	Pram.g_01904
OG0000993	Syar.g_00705	Pram.g_01905
OG0000994	Syar.g_00708	Pram.g_01906
OG0000995	Syar.g_03212, Syar.g_00624	Pram.g_01910
OG0000996	Syar.g_00861	Pram.g_01911
OG0000997	Syar.g_00437	Pram.g_01913
OG0000998	Syar.g_00439	Pram.g_01915
OG0000999	Syar.g_00440	Pram.g_01916
OG0001000	Syar.g_00955, Syar.g_00444	Pram.g_01919
OG0001001	Syar.g_00450	Pram.g_01924
OG0001002	Syar.g_00457	Pram.g_01929
OG0001003	Syar.g_00459	Pram.g_01930
OG0001004	Syar.g_00460	Pram.g_01931
OG0001005	Syar.g_00461	Pram.g_01932
OG0001006	Syar.g_00468	Pram.g_01936
OG0001007	Syar.g_00470	Pram.g_01938
OG0001008	Syar.g_01178	Pram.g_00372
OG0001009	Syar.g_00500	Pram.g_00014
OG0001010	Syar.g_00501	Pram.g_00015
OG0001011	Syar.g_00503	Pram.g_00016
OG0001013	Syar.g_00906	Pram.g_00035
OG0001014	Syar.g_00914	Pram.g_00038
OG0001015	Syar.g_00915	Pram.g_00039
OG0001017	Syar.g_03050	Pram.g_00062
OG0001018	Syar.g_03052	Pram.g_00064
OG0001019	Syar.g_03086	Pram.g_00073
OG0001020	Syar.g_03092	Pram.g_00074
OG0001021	Syar.g_03098	Pram.g_00075
OG0001022	Syar.g_03102	Pram.g_00078
OG0001023	Syar.g_03103	Pram.g_00079
OG0001024	Syar.g_02276	Pram.g_00082
OG0001025	Syar.g_03115	Pram.g_00089
OG0001026	Syar.g_03131	Pram.g_00097
OG0001027	Syar.g_00031	Pram.g_00098
OG0001028	Syar.g_00034	Pram.g_00100
OG0001029	Syar.g_00036	Pram.g_00101
OG0001030	Syar.g_00058	Pram.g_00117
OG0001031	Syar.g_00129	Pram.g_00171
OG0001032	Syar.g_01011	Pram.g_00172
OG0001033	Syar.g_00962	Pram.g_00193
OG0001034	Syar.g_03022	Pram.g_00223
OG0001035	Syar.g_00171	Pram.g_00243
OG0001036	Syar.g_00193	Pram.g_00247
OG0001037	Syar.g_00195	Pram.g_00248
OG0001038	Syar.g_00223	Pram.g_00266
OG0001039	Syar.g_00226	Pram.g_00269
OG0001040	Syar.g_00229	Pram.g_00271
OG0001041	Syar.g_00234	Pram.g_00276
OG0001042	Syar.g_00831	Pram.g_00293
OG0001043	Syar.g_00826	Pram.g_00294
OG0001044	Syar.g_01117	Pram.g_00327
OG0001045	Syar.g_01130	Pram.g_00337
OG0001046	Syar.g_02514	Pram.g_01537
OG0001047	Syar.g_01180	Pram.g_00374
OG0001048	Syar.g_01181	Pram.g_00375
OG0001049	Syar.g_02872	Pram.g_00377
OG0001050	Syar.g_02871	Pram.g_00378
OG0001051	Syar.g_02870	Pram.g_00379
OG0001052	Syar.g_01269	Pram.g_00407
OG0001053	Syar.g_01472	Pram.g_00419
OG0001054	Syar.g_01492	Pram.g_00434
OG0001055	Syar.g_01513	Pram.g_00454
OG0001056	Syar.g_02349	Pram.g_00474
OG0001057	Syar.g_02341	Pram.g_00478
OG0001058	Syar.g_02324	Pram.g_00486
OG0001059	Syar.g_00422	Pram.g_00490
OG0001060	Syar.g_02315	Pram.g_00497
OG0001061	Syar.g_02297	Pram.g_00512
OG0001062	Syar.g_02294	Pram.g_00514
OG0001063	Syar.g_02209	Pram.g_00516
OG0001064	Syar.g_02208	Pram.g_00517
OG0001065	Syar.g_02207	Pram.g_00518
OG0001066	Syar.g_02206	Pram.g_00519
OG0001067	Syar.g_02205	Pram.g_00520
OG0001068	Syar.g_02204	Pram.g_00521
OG0001069	Syar.g_02203	Pram.g_00522
OG0001070	Syar.g_02200	Pram.g_00524
OG0001071	Syar.g_02199	Pram.g_00525
OG0001072	Syar.g_02195	Pram.g_00527
OG0001073	Syar.g_02182	Pram.g_00541
OG0001074	Syar.g_02031	Pram.g_00553
OG0001075	Syar.g_02215	Pram.g_00554
OG0001076	Syar.g_02253	Pram.g_00562
OG0001077	Syar.g_02240	Pram.g_00568
OG0001078	Syar.g_02419	Pram.g_01074
OG0001079	Syar.g_02431	Pram.g_01063
OG0001080	Syar.g_02442	Pram.g_01057
OG0001081	Syar.g_02444	Pram.g_01055
OG0001082	Syar.g_02445	Pram.g_01054
OG0001083	Syar.g_02473	Pram.g_01049
OG0001084	Syar.g_02474	Pram.g_01048
OG0001085	Syar.g_01688	Pram.g_00760
OG0001086	Syar.g_01686	Pram.g_00761
OG0001087	Syar.g_02347	Pram.g_00779
OG0001088	Syar.g_00431	Pram.g_00780
OG0001089	Syar.g_01942	Pram.g_00791
OG0001090	Syar.g_01582	Pram.g_00802
OG0001091	Syar.g_01580	Pram.g_01027
OG0001092	Syar.g_01578	Pram.g_01026
OG0001093	Syar.g_01572	Pram.g_01021
OG0001094	Syar.g_02633	Pram.g_01028
OG0001095	Syar.g_02653	Pram.g_00822
OG0001096	Syar.g_02476	Pram.g_00836
OG0001097	Syar.g_01823	Pram.g_00855
OG0001098	Syar.g_01672	Pram.g_00876
OG0001099	Syar.g_00035	Pram.g_00717
OG0001100	Syar.g_01625	Pram.g_00726
OG0001101	Syar.g_01623	Pram.g_00728
OG0001102	Syar.g_01620	Pram.g_00731
OG0001103	Syar.g_01618	Pram.g_00733
OG0001104	Syar.g_02616	Pram.g_00755
OG0001105	Syar.g_02620	Pram.g_00759
OG0001106	Syar.g_02553	Pram.g_00931
OG0001107	Syar.g_02541	Pram.g_00941
OG0001109	Syar.g_02529	Pram.g_00946
OG0001110	Syar.g_02527	Pram.g_00948
OG0001111	Syar.g_02525	Pram.g_00949
OG0001112	Syar.g_02523	Pram.g_00950
OG0001113	Syar.g_02522	Pram.g_00951
OG0001114	Syar.g_02521	Pram.g_00952
OG0001115	Syar.g_02519	Pram.g_00954
OG0001116	Syar.g_02517	Pram.g_00955
OG0001117	Syar.g_02516	Pram.g_00956
OG0001118	Syar.g_02515	Pram.g_00957
OG0001119	Syar.g_02513	Pram.g_00958
OG0001120	Syar.g_02507	Pram.g_00959
OG0001122	Syar.g_01803	Pram.g_00976
OG0001123	Syar.g_01796	Pram.g_00981
OG0001124	Syar.g_01793	Pram.g_00983
OG0001125	Syar.g_01791	Pram.g_00985
OG0001126	Syar.g_01375	Pram.g_00899
OG0001127	Syar.g_01374	Pram.g_00898
OG0001128	Syar.g_01371	Pram.g_00896
OG0001129	Syar.g_01369	Pram.g_00895
OG0001130	Syar.g_01368	Pram.g_00894
OG0001131	Syar.g_02448	Pram.g_00356
OG0001132	Syar.g_00684	Pram.g_00683
OG0001133	Syar.g_02249	Pram.g_01469
OG0001134	Syar.g_02235	Pram.g_01546
OG0001135	Syar.g_02232	Pram.g_01549
OG0001136	Syar.g_01536	Pram.g_01143
OG0001137	Syar.g_01944	Pram.g_01130
OG0001138	Syar.g_01977	Pram.g_01109
OG0001139	Syar.g_01980	Pram.g_01107
OG0001140	Syar.g_01981	Pram.g_01106
OG0001141	Syar.g_01982	Pram.g_01105
OG0001142	Syar.g_01983	Pram.g_01104
OG0001143	Syar.g_01698	Pram.g_01097
OG0001144	Syar.g_01707	Pram.g_01092
OG0001145	Syar.g_02769	Pram.g_01222
OG0001146	Syar.g_02782	Pram.g_01234
OG0001147	Syar.g_01276	Pram.g_01475
OG0001148	Syar.g_01459	Pram.g_01466
OG0001149	Syar.g_01458	Pram.g_01465
OG0001150	Syar.g_01457	Pram.g_01464
OG0001151	Syar.g_01238	Pram.g_01452
OG0001152	Syar.g_01237	Pram.g_01451
OG0001153	Syar.g_01398	Pram.g_01346
OG0001154	Syar.g_01397	Pram.g_01345
