Orthogroup	Syar	Praq
OG0000578	Syar.g_02185	Praq.g_01001
OG0000579	Syar.g_02184	Praq.g_01000
OG0000580	Syar.g_02183	Praq.g_00999
OG0000581	Syar.g_02175	Praq.g_00997
OG0000582	Syar.g_02131	Praq.g_00994
OG0000583	Syar.g_02132	Praq.g_00993
OG0000584	Syar.g_02133	Praq.g_00992
OG0000585	Syar.g_02170	Praq.g_00990
OG0000586	Syar.g_02171	Praq.g_00989
OG0000587	Syar.g_02173	Praq.g_00988
OG0000588	Syar.g_02275	Praq.g_00984
OG0000589	Syar.g_02261	Praq.g_00981
OG0000590	Syar.g_02260	Praq.g_00980
OG0000591	Syar.g_02246	Praq.g_00977
OG0000592	Syar.g_02245	Praq.g_00976
OG0000593	Syar.g_02414	Praq.g_00970
OG0000594	Syar.g_02415	Praq.g_00969
OG0000595	Syar.g_02416	Praq.g_00968
OG0000596	Syar.g_02421	Praq.g_00964
OG0000597	Syar.g_02424	Praq.g_00962
OG0000598	Syar.g_02425	Praq.g_00961
OG0000599	Syar.g_02428	Praq.g_00958
OG0000600	Syar.g_02429	Praq.g_00957
OG0000601	Syar.g_02430	Praq.g_00775
OG0000602	Syar.g_02435	Praq.g_00777
OG0000603	Syar.g_02436	Praq.g_00778
OG0000604	Syar.g_02438	Praq.g_00779
OG0000605	Syar.g_02440	Praq.g_00780
OG0000606	Syar.g_02443	Praq.g_00783
OG0000607	Syar.g_02446	Praq.g_00786
OG0000608	Syar.g_02447	Praq.g_00787
OG0000609	Syar.g_02470	Praq.g_00788
OG0000610	Syar.g_01917	Praq.g_00793
OG0000611	Syar.g_01914	Praq.g_00796
OG0000612	Syar.g_01913	Praq.g_00797
OG0000613	Syar.g_00712	Praq.g_00802
OG0000614	Syar.g_02012, Syar.g_01344	Praq.g_00821
OG0000615	Syar.g_02603	Praq.g_00829
OG0000616	Syar.g_00454	Praq.g_00833
OG0000617	Syar.g_01576	Praq.g_00589
OG0000618	Syar.g_01575	Praq.g_00590
OG0000619	Syar.g_01574	Praq.g_00591
OG0000620	Syar.g_01569	Praq.g_00594
OG0000621	Syar.g_01568	Praq.g_00595
OG0000622	Syar.g_01566	Praq.g_00596
OG0000623	Syar.g_01565	Praq.g_00597
OG0000624	Syar.g_01564	Praq.g_00598
OG0000625	Syar.g_01563	Praq.g_00599
OG0000626	Syar.g_01562	Praq.g_00600
OG0000627	Syar.g_01868	Praq.g_00601
OG0000628	Syar.g_01869	Praq.g_00602
OG0000629	Syar.g_01872	Praq.g_00603
OG0000630	Syar.g_02586	Praq.g_00606
OG0000631	Syar.g_02579	Praq.g_00661
OG0000632	Syar.g_02578	Praq.g_00662
OG0000633	Syar.g_02576	Praq.g_00663
OG0000634	Syar.g_02635	Praq.g_00666
OG0000635	Syar.g_02636	Praq.g_00667
OG0000636	Syar.g_02638	Praq.g_00669
OG0000637	Syar.g_02640	Praq.g_00671
OG0000638	Syar.g_02641	Praq.g_00672
OG0000639	Syar.g_02642	Praq.g_00673
OG0000640	Syar.g_02643	Praq.g_00674
OG0000641	Syar.g_02648	Praq.g_00678
OG0000642	Syar.g_02649	Praq.g_01407
OG0000643	Syar.g_02650	Praq.g_01408
OG0000644	Syar.g_02651	Praq.g_01409
OG0000645	Syar.g_02652	Praq.g_01410
OG0000646	Syar.g_02655	Praq.g_01412
OG0000647	Syar.g_02657	Praq.g_01413
OG0000648	Syar.g_02659	Praq.g_01415
OG0000649	Syar.g_02660	Praq.g_01416
OG0000650	Syar.g_02661	Praq.g_01417
OG0000651	Syar.g_02662	Praq.g_01418
OG0000652	Syar.g_02663	Praq.g_01419
OG0000653	Syar.g_02665	Praq.g_01421
OG0000654	Syar.g_02666	Praq.g_01422
OG0000655	Syar.g_02667	Praq.g_01423
OG0000656	Syar.g_02479	Praq.g_01426
OG0000657	Syar.g_01812	Praq.g_01433
OG0000658	Syar.g_01815	Praq.g_01434
OG0000659	Syar.g_01816	Praq.g_01435
OG0000660	Syar.g_01820	Praq.g_01439
OG0000661	Syar.g_03175, Syar.g_01822	Praq.g_01441
OG0000662	Syar.g_01829	Praq.g_01443
OG0000663	Syar.g_01832	Praq.g_01445
OG0000664	Syar.g_01837	Praq.g_01446
OG0000665	Syar.g_02774	Praq.g_01450
OG0000666	Syar.g_01241	Praq.g_01451
OG0000667	Syar.g_02346	Praq.g_01456
OG0000668	Syar.g_01802	Praq.g_01473
OG0000669	Syar.g_01627	Praq.g_01481
OG0000670	Syar.g_01624	Praq.g_01483
OG0000671	Syar.g_01622	Praq.g_01485
OG0000672	Syar.g_01619	Praq.g_01488
OG0000673	Syar.g_01615	Praq.g_01491
OG0000674	Syar.g_01613	Praq.g_01493
OG0000675	Syar.g_01612	Praq.g_01494
OG0000676	Syar.g_01608	Praq.g_01496
OG0000677	Syar.g_01607	Praq.g_01497
OG0000678	Syar.g_02037	Praq.g_01499
OG0000679	Syar.g_02606	Praq.g_01503
OG0000680	Syar.g_02607	Praq.g_01504
OG0000681	Syar.g_02610	Praq.g_01506
OG0000682	Syar.g_02611	Praq.g_01507
OG0000683	Syar.g_02612	Praq.g_01508
OG0000684	Syar.g_02615	Praq.g_01510
OG0000685	Syar.g_02617	Praq.g_01512
OG0000686	Syar.g_02618	Praq.g_01513
OG0000687	Syar.g_02619	Praq.g_01514
OG0000688	Syar.g_02624	Praq.g_01517
OG0000689	Syar.g_02626	Praq.g_01518
OG0000690	Syar.g_02627	Praq.g_01519
OG0000691	Syar.g_02628	Praq.g_01520
OG0000692	Syar.g_02629	Praq.g_01522
OG0000693	Syar.g_02631	Praq.g_01523
OG0000694	Syar.g_02632	Praq.g_01524
OG0000695	Syar.g_02573	Praq.g_01526
OG0000696	Syar.g_02572	Praq.g_01527
OG0000697	Syar.g_02570	Praq.g_01528
OG0000698	Syar.g_02567	Praq.g_01531
OG0000699	Syar.g_02566	Praq.g_01532
OG0000700	Syar.g_02565	Praq.g_01533
OG0000701	Syar.g_02564	Praq.g_01534
OG0000702	Syar.g_02559	Praq.g_01536
OG0000703	Syar.g_02557	Praq.g_01537
OG0000704	Syar.g_02555	Praq.g_01538
OG0000705	Syar.g_02547	Praq.g_01542
OG0000706	Syar.g_02546	Praq.g_01543
OG0000707	Syar.g_02545	Praq.g_01544
OG0000708	Syar.g_02542	Praq.g_01545
OG0000709	Syar.g_02534	Praq.g_01549
OG0000710	Syar.g_02528	Praq.g_01552
OG0000711	Syar.g_02499	Praq.g_01568
OG0000712	Syar.g_02497	Praq.g_01570
OG0000713	Syar.g_02496	Praq.g_01571
OG0000714	Syar.g_02494	Praq.g_01572
OG0000715	Syar.g_02492	Praq.g_01574
OG0000716	Syar.g_02488	Praq.g_01576
OG0000717	Syar.g_02487	Praq.g_01577
OG0000718	Syar.g_02483	Praq.g_01588
OG0000719	Syar.g_01804	Praq.g_01590
OG0000720	Syar.g_01790	Praq.g_01599
OG0000721	Syar.g_01788	Praq.g_01601
OG0000722	Syar.g_01787	Praq.g_01602
OG0000723	Syar.g_01560	Praq.g_01605
OG0000724	Syar.g_01367, Syar.g_02120	Praq.g_01614
OG0000725	Syar.g_01934	Praq.g_01620
OG0000726	Syar.g_01935	Praq.g_01621
OG0000727	Syar.g_01936	Praq.g_01622
OG0000728	Syar.g_01938	Praq.g_01624
OG0000729	Syar.g_00593	Praq.g_01669
OG0000730	Syar.g_01115	Praq.g_01273
OG0000731	Syar.g_01127	Praq.g_01276
OG0000732	Syar.g_00522	Praq.g_01282
OG0000733	Syar.g_02234	Praq.g_01301
OG0000734	Syar.g_03128	Praq.g_01318
OG0000735	Syar.g_01522	Praq.g_01320
OG0000736	Syar.g_01523	Praq.g_01321
OG0000737	Syar.g_01524	Praq.g_01322
OG0000738	Syar.g_01530	Praq.g_01326
OG0000739	Syar.g_01531	Praq.g_01327
OG0000740	Syar.g_01532	Praq.g_01328
OG0000741	Syar.g_01535	Praq.g_01329
OG0000742	Syar.g_01538	Praq.g_01332
OG0000743	Syar.g_01541	Praq.g_01334
OG0000744	Syar.g_01542	Praq.g_01335
OG0000745	Syar.g_01545	Praq.g_01336
OG0000746	Syar.g_01549	Praq.g_01338
OG0000747	Syar.g_01551	Praq.g_01339
OG0000748	Syar.g_01945	Praq.g_01342
OG0000749	Syar.g_01946	Praq.g_01343
OG0000750	Syar.g_01947	Praq.g_01344
OG0000751	Syar.g_01952	Praq.g_01346
OG0000752	Syar.g_01954	Praq.g_01348
OG0000753	Syar.g_01957	Praq.g_01351
OG0000754	Syar.g_01963	Praq.g_01354
OG0000755	Syar.g_01974	Praq.g_01357
OG0000756	Syar.g_01975	Praq.g_01358
OG0000757	Syar.g_01984	Praq.g_01364
OG0000758	Syar.g_01985	Praq.g_01365
OG0000759	Syar.g_01986	Praq.g_01366
OG0000760	Syar.g_01987	Praq.g_01367
OG0000761	Syar.g_01988	Praq.g_01368
OG0000762	Syar.g_01992	Praq.g_01369
OG0000763	Syar.g_01699	Praq.g_01371
OG0000764	Syar.g_01700	Praq.g_01372
OG0000765	Syar.g_01718	Praq.g_01381
OG0000766	Syar.g_01719	Praq.g_01382
OG0000767	Syar.g_01721	Praq.g_01384
OG0000768	Syar.g_01722	Praq.g_01385
OG0000769	Syar.g_01724	Praq.g_01387
OG0000770	Syar.g_01727	Praq.g_01389
OG0000771	Syar.g_01373	Praq.g_00257
OG0000772	Syar.g_00746	Praq.g_00112
OG0000773	Syar.g_02694	Praq.g_00124
OG0000774	Syar.g_02771	Praq.g_00126
OG0000775	Syar.g_02773	Praq.g_00128
OG0000776	Syar.g_01755	Praq.g_00129
OG0000777	Syar.g_01754	Praq.g_00130
OG0000778	Syar.g_01753	Praq.g_00131
OG0000779	Syar.g_02779	Praq.g_00135
OG0000780	Syar.g_02781	Praq.g_00136
OG0000781	Syar.g_02785	Praq.g_00139
OG0000782	Syar.g_02786	Praq.g_00140
OG0000783	Syar.g_02787	Praq.g_00141
OG0000784	Syar.g_02788	Praq.g_00142
OG0000785	Syar.g_02791	Praq.g_00144
OG0000786	Syar.g_02795	Praq.g_00146
OG0000787	Syar.g_02796	Praq.g_00147
OG0000788	Syar.g_02331	Praq.g_00162
OG0000789	Syar.g_02040	Praq.g_00165
OG0000790	Syar.g_01456	Praq.g_00182
OG0000791	Syar.g_01454	Praq.g_00184
OG0000792	Syar.g_01453	Praq.g_00185
OG0000793	Syar.g_01243	Praq.g_00188
OG0000794	Syar.g_01242	Praq.g_00189
OG0000795	Syar.g_01240	Praq.g_00190
OG0000796	Syar.g_01236	Praq.g_00194
OG0000797	Syar.g_01235	Praq.g_00195
OG0000798	Syar.g_00222, Syar.g_02701	Praq.g_00222
OG0000799	Syar.g_02844	Praq.g_00276
OG0000800	Syar.g_02843	Praq.g_00277
OG0000801	Syar.g_02842	Praq.g_00278
OG0000802	Syar.g_02825	Praq.g_00280
OG0000803	Syar.g_02822	Praq.g_00282
OG0000804	Syar.g_02819	Praq.g_00283
OG0000805	Syar.g_02817	Praq.g_00285
OG0000806	Syar.g_02815	Praq.g_00287
OG0000807	Syar.g_02814	Praq.g_00288
OG0000808	Syar.g_02813	Praq.g_00289
OG0000809	Syar.g_02811	Praq.g_00292
OG0000810	Syar.g_02810	Praq.g_00293
OG0000811	Syar.g_02805	Praq.g_00297
OG0000812	Syar.g_02803	Praq.g_00299
OG0000813	Syar.g_02802	Praq.g_00300
OG0000814	Syar.g_02800	Praq.g_00302
OG0000815	Syar.g_02799	Praq.g_00303
OG0000816	Syar.g_02797	Praq.g_00305
OG0000817	Syar.g_02861	Praq.g_00306
OG0000818	Syar.g_01418	Praq.g_00311
OG0000819	Syar.g_01417	Praq.g_00312
OG0000820	Syar.g_01416	Praq.g_00313
OG0000821	Syar.g_01410	Praq.g_00317
OG0000822	Syar.g_01408	Praq.g_00318
OG0000823	Syar.g_01407	Praq.g_00319
OG0000824	Syar.g_01402	Praq.g_00322
OG0000825	Syar.g_01401	Praq.g_00323
OG0000826	Syar.g_01400	Praq.g_00324
OG0000827	Syar.g_01399	Praq.g_00325
OG0000828	Syar.g_01396	Praq.g_00328
OG0000829	Syar.g_01395	Praq.g_00329
OG0000830	Syar.g_01394	Praq.g_00330
OG0000831	Syar.g_01391	Praq.g_00332
OG0000832	Syar.g_01213	Praq.g_00338
OG0000833	Syar.g_02877	Praq.g_00346
OG0000834	Syar.g_02878	Praq.g_00347
OG0000835	Syar.g_02879	Praq.g_00348
OG0000836	Syar.g_02881	Praq.g_00349
OG0000837	Syar.g_02882	Praq.g_00350
OG0000838	Syar.g_02886	Praq.g_00352
OG0000839	Syar.g_02887	Praq.g_00353
OG0000840	Syar.g_02888	Praq.g_00354
OG0000841	Syar.g_02889	Praq.g_00355
OG0000842	Syar.g_02890	Praq.g_00356
OG0000843	Syar.g_02891	Praq.g_00357
OG0000844	Syar.g_02893	Praq.g_00358
OG0000845	Syar.g_02894	Praq.g_00359
OG0000846	Syar.g_02895	Praq.g_00360
OG0000847	Syar.g_02896	Praq.g_00361
OG0000848	Syar.g_02898	Praq.g_00362
OG0000849	Syar.g_02899	Praq.g_00363
OG0000850	Syar.g_02902	Praq.g_00365
OG0000851	Syar.g_02905	Praq.g_00366
OG0000852	Syar.g_02906	Praq.g_00367
OG0000853	Syar.g_02910	Praq.g_00371
OG0000854	Syar.g_02912	Praq.g_00373
OG0000855	Syar.g_02913	Praq.g_00374
OG0000856	Syar.g_02243	Praq.g_00001
OG0000857	Syar.g_02656	Praq.g_00030
OG0000858	Syar.g_02920	Praq.g_01953
OG0000859	Syar.g_02921	Praq.g_01952
OG0000860	Syar.g_02931	Praq.g_00495
OG0000861	Syar.g_02932	Praq.g_00494
OG0000862	Syar.g_02942	Praq.g_00493
OG0000863	Syar.g_02944	Praq.g_00491
OG0000864	Syar.g_02945	Praq.g_00490
OG0000865	Syar.g_02946	Praq.g_00489
OG0000866	Syar.g_02947	Praq.g_00488
OG0000867	Syar.g_02948	Praq.g_00487
OG0000868	Syar.g_02950	Praq.g_00486
OG0000869	Syar.g_02955	Praq.g_00482
OG0000870	Syar.g_02960	Praq.g_00477
OG0000871	Syar.g_02961	Praq.g_00476
OG0000872	Syar.g_02967	Praq.g_00475
OG0000873	Syar.g_02970	Praq.g_00472
OG0000874	Syar.g_02974	Praq.g_00469
OG0000875	Syar.g_02975	Praq.g_00468
OG0000876	Syar.g_01828	Praq.g_00467
OG0000877	Syar.g_02977	Praq.g_00465
OG0000878	Syar.g_02978	Praq.g_00464
OG0000879	Syar.g_02979	Praq.g_00463
OG0000880	Syar.g_02980	Praq.g_00462
OG0000881	Syar.g_02984	Praq.g_00458
OG0000882	Syar.g_02989	Praq.g_00453
OG0000883	Syar.g_02992	Praq.g_00452
OG0000884	Syar.g_02994	Praq.g_00450
OG0000885	Syar.g_02995	Praq.g_00449
OG0000886	Syar.g_02996	Praq.g_00448
OG0000887	Syar.g_02998	Praq.g_00447
OG0000888	Syar.g_03000	Praq.g_00445
OG0000889	Syar.g_03002	Praq.g_00443
OG0000890	Syar.g_03005	Praq.g_00442
OG0000891	Syar.g_03006	Praq.g_00441
OG0000892	Syar.g_03008	Praq.g_00956
OG0000893	Syar.g_00150	Praq.g_00951
OG0000894	Syar.g_00145	Praq.g_00949
OG0000895	Syar.g_00141	Praq.g_00946
OG0000896	Syar.g_00140	Praq.g_00945
OG0000897	Syar.g_00138	Praq.g_00943
OG0000898	Syar.g_00137	Praq.g_00942
OG0000899	Syar.g_00136	Praq.g_00941
OG0000900	Syar.g_00135	Praq.g_00940
OG0000901	Syar.g_00130	Praq.g_00937
OG0000902	Syar.g_01013	Praq.g_00935
OG0000903	Syar.g_01026	Praq.g_00932
OG0000904	Syar.g_01021	Praq.g_00930
OG0000905	Syar.g_01018	Praq.g_00925
OG0000906	Syar.g_01015	Praq.g_00924
OG0000907	Syar.g_01028	Praq.g_00921
OG0000908	Syar.g_01031	Praq.g_00918
OG0000909	Syar.g_01032	Praq.g_00917
OG0000910	Syar.g_01033	Praq.g_00916
OG0000911	Syar.g_01035	Praq.g_00914
OG0000912	Syar.g_01036	Praq.g_00913
OG0000913	Syar.g_01037	Praq.g_00912
OG0000914	Syar.g_01038	Praq.g_00911
OG0000915	Syar.g_01040	Praq.g_00910
OG0000916	Syar.g_01041	Praq.g_00909
OG0000917	Syar.g_01042	Praq.g_00908
OG0000918	Syar.g_01043	Praq.g_00907
OG0000919	Syar.g_01044	Praq.g_00906
OG0000920	Syar.g_01045	Praq.g_00905
OG0000921	Syar.g_01046	Praq.g_00904
OG0000922	Syar.g_01047	Praq.g_00903
OG0000923	Syar.g_01051	Praq.g_00899
OG0000924	Syar.g_01052	Praq.g_00898
OG0000925	Syar.g_01053	Praq.g_00897
OG0000926	Syar.g_01054	Praq.g_00896
OG0000927	Syar.g_01056	Praq.g_00894
OG0000928	Syar.g_01057	Praq.g_00893
OG0000929	Syar.g_01058	Praq.g_00892
OG0000930	Syar.g_01059	Praq.g_00891
OG0000931	Syar.g_01060	Praq.g_00890
OG0000932	Syar.g_01061	Praq.g_00889
OG0000933	Syar.g_01066	Praq.g_00885
OG0000934	Syar.g_01068	Praq.g_00883
OG0000935	Syar.g_01069	Praq.g_00882
OG0000936	Syar.g_01070	Praq.g_00881
OG0000937	Syar.g_01071	Praq.g_00880
OG0000938	Syar.g_01074	Praq.g_00878
OG0000939	Syar.g_01075	Praq.g_00877
OG0000940	Syar.g_01081	Praq.g_00871
OG0000941	Syar.g_01083	Praq.g_00869
OG0000942	Syar.g_01085	Praq.g_00867
OG0000943	Syar.g_01086	Praq.g_00866
OG0000944	Syar.g_01088	Praq.g_00865
OG0000945	Syar.g_01089	Praq.g_00864
OG0000946	Syar.g_01095	Praq.g_00727
OG0000947	Syar.g_01098	Praq.g_00729
OG0000948	Syar.g_01099	Praq.g_00730
OG0000949	Syar.g_00283	Praq.g_00733
OG0000950	Syar.g_00661	Praq.g_00738
OG0000951	Syar.g_00656	Praq.g_00742
OG0000952	Syar.g_00651	Praq.g_00746
OG0000953	Syar.g_00248	Praq.g_00749
OG0000954	Syar.g_00258	Praq.g_00753
OG0000955	Syar.g_00259	Praq.g_00754
OG0000956	Syar.g_00261	Praq.g_00756
OG0000957	Syar.g_00610	Praq.g_00761
OG0000958	Syar.g_00609	Praq.g_00762
OG0000959	Syar.g_00605	Praq.g_00766
OG0000960	Syar.g_00604	Praq.g_00767
OG0000961	Syar.g_00094	Praq.g_00769
OG0000962	Syar.g_00594	Praq.g_00771
OG0000963	Syar.g_00590	Praq.g_00774
OG0000964	Syar.g_00589	Praq.g_00679
OG0000965	Syar.g_00588	Praq.g_00680
OG0000966	Syar.g_00549	Praq.g_00687
OG0000967	Syar.g_00545	Praq.g_00691
OG0000968	Syar.g_00542	Praq.g_00693
OG0000969	Syar.g_00540	Praq.g_00694
OG0000970	Syar.g_00539	Praq.g_00695
OG0000971	Syar.g_00537	Praq.g_00696
OG0000972	Syar.g_00536	Praq.g_00697
OG0000973	Syar.g_00535	Praq.g_00698
OG0000974	Syar.g_00534	Praq.g_00699
OG0000975	Syar.g_00533	Praq.g_00700
OG0000976	Syar.g_00532	Praq.g_00701
OG0000977	Syar.g_00530	Praq.g_00702
OG0000978	Syar.g_00529	Praq.g_00703
OG0000979	Syar.g_00526	Praq.g_00706
OG0000980	Syar.g_00523	Praq.g_00708
OG0000981	Syar.g_00520	Praq.g_00710
OG0000982	Syar.g_00331	Praq.g_00712
OG0000983	Syar.g_00332	Praq.g_00713
OG0000984	Syar.g_00333	Praq.g_00714
OG0000985	Syar.g_00337	Praq.g_00717
OG0000986	Syar.g_00344	Praq.g_00719
OG0000987	Syar.g_00346	Praq.g_00720
OG0000988	Syar.g_00352	Praq.g_00723
OG0000989	Syar.g_00377	Praq.g_00391
OG0000990	Syar.g_00697	Praq.g_00394
OG0000991	Syar.g_00700	Praq.g_00395
OG0000992	Syar.g_00704	Praq.g_00397
OG0000993	Syar.g_00705	Praq.g_00398
OG0000994	Syar.g_00708	Praq.g_00399
OG0000995	Syar.g_03212, Syar.g_00624	Praq.g_00403
OG0000996	Syar.g_00861	Praq.g_00404
OG0000997	Syar.g_00437	Praq.g_00405
OG0000998	Syar.g_00439	Praq.g_00407
OG0000999	Syar.g_00440	Praq.g_00408
OG0001000	Syar.g_00955, Syar.g_00444	Praq.g_00411
OG0001001	Syar.g_00450	Praq.g_00413
OG0001002	Syar.g_00457	Praq.g_00417
OG0001003	Syar.g_00459	Praq.g_00418
OG0001004	Syar.g_00460	Praq.g_00419
OG0001005	Syar.g_00461	Praq.g_00420
OG0001006	Syar.g_00468	Praq.g_00424
OG0001007	Syar.g_00470	Praq.g_00426
OG0001008	Syar.g_01178	Praq.g_01120
OG0001009	Syar.g_00500	Praq.g_01230
OG0001010	Syar.g_00501	Praq.g_01231
OG0001011	Syar.g_00503	Praq.g_01232
OG0001013	Syar.g_00906	Praq.g_01264
OG0001014	Syar.g_00914	Praq.g_01267
OG0001015	Syar.g_00915	Praq.g_01268
OG0001017	Syar.g_03050	Praq.g_01926
OG0001018	Syar.g_03052	Praq.g_01923
OG0001019	Syar.g_03086	Praq.g_01914
OG0001020	Syar.g_03092	Praq.g_01913
OG0001021	Syar.g_03098	Praq.g_01912
OG0001022	Syar.g_03102	Praq.g_01909
OG0001023	Syar.g_03103	Praq.g_01908
OG0001024	Syar.g_02276	Praq.g_01905
OG0001025	Syar.g_03115	Praq.g_01899
OG0001026	Syar.g_03131	Praq.g_01892
OG0001027	Syar.g_00031	Praq.g_01891
OG0001028	Syar.g_00034	Praq.g_01889
OG0001029	Syar.g_00036	Praq.g_01888
OG0001030	Syar.g_00058	Praq.g_01873
OG0001031	Syar.g_00129	Praq.g_01816
OG0001032	Syar.g_01011	Praq.g_01815
OG0001033	Syar.g_00962	Praq.g_01794
OG0001034	Syar.g_03022	Praq.g_01766
OG0001035	Syar.g_00171	Praq.g_01749
OG0001036	Syar.g_00193	Praq.g_01744
OG0001037	Syar.g_00195	Praq.g_01743
OG0001038	Syar.g_00223	Praq.g_01725
OG0001039	Syar.g_00226	Praq.g_01722
OG0001040	Syar.g_00229	Praq.g_01719
OG0001041	Syar.g_00234	Praq.g_01715
OG0001042	Syar.g_00831	Praq.g_01698
OG0001043	Syar.g_00826	Praq.g_01697
OG0001044	Syar.g_01117	Praq.g_01212
OG0001045	Syar.g_01130	Praq.g_01203
OG0001046	Syar.g_02514	Praq.g_01164
OG0001047	Syar.g_01180	Praq.g_01118
OG0001048	Syar.g_01181	Praq.g_01117
OG0001049	Syar.g_02872	Praq.g_01115
OG0001050	Syar.g_02871	Praq.g_01114
OG0001051	Syar.g_02870	Praq.g_01113
OG0001052	Syar.g_01269	Praq.g_00522
OG0001053	Syar.g_01472	Praq.g_00534
OG0001054	Syar.g_01492	Praq.g_01104
OG0001055	Syar.g_01513	Praq.g_01085
OG0001056	Syar.g_02349	Praq.g_01066
OG0001057	Syar.g_02341	Praq.g_01061
OG0001058	Syar.g_02324	Praq.g_01053
OG0001059	Syar.g_00422	Praq.g_01049
OG0001060	Syar.g_02315	Praq.g_01042
OG0001061	Syar.g_02297	Praq.g_01029
OG0001062	Syar.g_02294	Praq.g_01027
OG0001063	Syar.g_02209	Praq.g_01025
OG0001064	Syar.g_02208	Praq.g_01024
OG0001065	Syar.g_02207	Praq.g_01023
OG0001066	Syar.g_02206	Praq.g_01022
OG0001067	Syar.g_02205	Praq.g_01021
OG0001068	Syar.g_02204	Praq.g_01020
OG0001069	Syar.g_02203	Praq.g_01019
OG0001070	Syar.g_02200	Praq.g_01016
OG0001071	Syar.g_02199	Praq.g_01015
OG0001072	Syar.g_02195	Praq.g_01013
OG0001073	Syar.g_02182	Praq.g_00998
OG0001074	Syar.g_02031	Praq.g_00987
OG0001075	Syar.g_02215	Praq.g_00986
OG0001076	Syar.g_02253	Praq.g_00978
OG0001077	Syar.g_02240	Praq.g_00974
OG0001078	Syar.g_02419	Praq.g_00966
OG0001079	Syar.g_02431	Praq.g_00776
OG0001080	Syar.g_02442	Praq.g_00782
OG0001081	Syar.g_02444	Praq.g_00784
OG0001082	Syar.g_02445	Praq.g_00785
OG0001083	Syar.g_02473	Praq.g_00790
OG0001084	Syar.g_02474	Praq.g_00791
OG0001085	Syar.g_01688	Praq.g_00799
OG0001086	Syar.g_01686	Praq.g_00800
OG0001087	Syar.g_02347	Praq.g_00817
OG0001088	Syar.g_00431	Praq.g_00818
OG0001089	Syar.g_01942	Praq.g_00826
OG0001090	Syar.g_01582	Praq.g_00584
OG0001091	Syar.g_01580	Praq.g_00586
OG0001092	Syar.g_01578	Praq.g_00587
OG0001093	Syar.g_01572	Praq.g_00592
OG0001094	Syar.g_02633	Praq.g_00664
OG0001095	Syar.g_02653	Praq.g_01411
OG0001096	Syar.g_02476	Praq.g_01424
OG0001097	Syar.g_01823	Praq.g_01442
OG0001098	Syar.g_01672	Praq.g_01458
OG0001099	Syar.g_00035	Praq.g_01478
OG0001100	Syar.g_01625	Praq.g_01482
OG0001101	Syar.g_01623	Praq.g_01484
OG0001102	Syar.g_01620	Praq.g_01487
OG0001103	Syar.g_01618	Praq.g_01489
OG0001104	Syar.g_02616	Praq.g_01511
OG0001105	Syar.g_02620	Praq.g_01515
OG0001106	Syar.g_02553	Praq.g_01539
OG0001107	Syar.g_02541	Praq.g_01546
OG0001109	Syar.g_02529	Praq.g_01551
OG0001110	Syar.g_02527	Praq.g_01553
OG0001111	Syar.g_02525	Praq.g_01554
OG0001112	Syar.g_02523	Praq.g_01555
OG0001113	Syar.g_02522	Praq.g_01556
OG0001114	Syar.g_02521	Praq.g_01557
OG0001115	Syar.g_02519	Praq.g_01559
OG0001116	Syar.g_02517	Praq.g_01560
OG0001117	Syar.g_02516	Praq.g_01561
OG0001118	Syar.g_02515	Praq.g_01562
OG0001119	Syar.g_02513	Praq.g_01563
OG0001120	Syar.g_02507	Praq.g_01565
OG0001122	Syar.g_01803	Praq.g_01591
OG0001123	Syar.g_01796	Praq.g_01595
OG0001124	Syar.g_01793	Praq.g_01597
OG0001125	Syar.g_01791	Praq.g_01598
OG0001126	Syar.g_01375	Praq.g_01608
OG0001127	Syar.g_01374	Praq.g_01609
OG0001128	Syar.g_01371	Praq.g_01611
OG0001129	Syar.g_01369	Praq.g_01612
OG0001130	Syar.g_01368	Praq.g_01613
OG0001131	Syar.g_02448	Praq.g_01649
OG0001132	Syar.g_00684	Praq.g_01658
OG0001133	Syar.g_02249	Praq.g_01287
OG0001134	Syar.g_02235	Praq.g_01300
OG0001135	Syar.g_02232	Praq.g_01303
OG0001136	Syar.g_01536	Praq.g_01330
OG0001137	Syar.g_01944	Praq.g_01341
OG0001138	Syar.g_01977	Praq.g_01359
OG0001139	Syar.g_01980	Praq.g_01360
OG0001140	Syar.g_01981	Praq.g_01361
OG0001141	Syar.g_01982	Praq.g_01362
OG0001142	Syar.g_01983	Praq.g_01363
OG0001143	Syar.g_01698	Praq.g_01370
OG0001144	Syar.g_01707	Praq.g_01375
OG0001145	Syar.g_02769	Praq.g_00125
OG0001146	Syar.g_02782	Praq.g_00137
OG0001147	Syar.g_01276	Praq.g_00161
OG0001148	Syar.g_01459	Praq.g_00179
OG0001149	Syar.g_01458	Praq.g_00180
OG0001150	Syar.g_01457	Praq.g_00181
OG0001151	Syar.g_01238	Praq.g_00192
OG0001152	Syar.g_01237	Praq.g_00193
OG0001153	Syar.g_01398	Praq.g_00326
OG0001154	Syar.g_01397	Praq.g_00327
OG0001155	Syar.g_01211	Praq.g_00339
OG0001156	Syar.g_01185	Praq.g_00342
OG0001157	Syar.g_01184	Praq.g_00343
OG0001158	Syar.g_01183	Praq.g_00344
OG0001159	Syar.g_01182	Praq.g_00345
OG0001160	Syar.g_02908	Praq.g_00369
OG0001161	Syar.g_00382	Praq.g_00382
