Orthogroup	Syar	Prbi
OG0000549	Syar.g_02693	Prbi.g_00521
OG0000550	Syar.g_02689	Prbi.g_00526
OG0000551	Syar.g_02684	Prbi.g_00530
OG0000552	Syar.g_02683	Prbi.g_00531
OG0000553	Syar.g_02679	Prbi.g_00532
OG0000554	Syar.g_02352	Prbi.g_00537
OG0000555	Syar.g_02336	Prbi.g_00545
OG0000556	Syar.g_02332	Prbi.g_00547
OG0000557	Syar.g_02328	Prbi.g_00548
OG0000558	Syar.g_02326	Prbi.g_00550
OG0000559	Syar.g_02322	Prbi.g_00554
OG0000560	Syar.g_02320	Prbi.g_00557
OG0000561	Syar.g_02319	Prbi.g_00558
OG0000562	Syar.g_02318	Prbi.g_00559
OG0000563	Syar.g_02317	Prbi.g_00560
OG0000564	Syar.g_02316	Prbi.g_00561
OG0000565	Syar.g_02312	Prbi.g_00564
OG0000566	Syar.g_02308	Prbi.g_00566
OG0000567	Syar.g_02304	Prbi.g_00570
OG0000568	Syar.g_02302	Prbi.g_00571
OG0000569	Syar.g_02301	Prbi.g_00572
OG0000570	Syar.g_02300	Prbi.g_00573
OG0000571	Syar.g_02298	Prbi.g_00575
OG0000572	Syar.g_02201	Prbi.g_00588
OG0000573	Syar.g_02191	Prbi.g_00594
OG0000574	Syar.g_02190	Prbi.g_00595
OG0000575	Syar.g_03180	Prbi.g_00599
OG0000576	Syar.g_02187	Prbi.g_00601
OG0000577	Syar.g_02186	Prbi.g_00602
OG0000578	Syar.g_02185	Prbi.g_00603
OG0000579	Syar.g_02184	Prbi.g_00604
OG0000580	Syar.g_02183	Prbi.g_00605
OG0000581	Syar.g_02175	Prbi.g_00607
OG0000582	Syar.g_02131	Prbi.g_00610
OG0000583	Syar.g_02132	Prbi.g_00611
OG0000584	Syar.g_02133	Prbi.g_00612
OG0000585	Syar.g_02170	Prbi.g_00614
OG0000586	Syar.g_02171	Prbi.g_00615
OG0000587	Syar.g_02173	Prbi.g_00616
OG0000588	Syar.g_02275	Prbi.g_00620
OG0000589	Syar.g_02261	Prbi.g_00623
OG0000590	Syar.g_02260	Prbi.g_00624
OG0000591	Syar.g_02246	Prbi.g_00627
OG0000592	Syar.g_02245	Prbi.g_00628
OG0000593	Syar.g_02414	Prbi.g_00635
OG0000594	Syar.g_02415	Prbi.g_00636
OG0000595	Syar.g_02416	Prbi.g_00637
OG0000596	Syar.g_02421	Prbi.g_00641
OG0000597	Syar.g_02424	Prbi.g_00643
OG0000598	Syar.g_02425	Prbi.g_00644
OG0000599	Syar.g_02428	Prbi.g_00647
OG0000600	Syar.g_02429	Prbi.g_00648
OG0000601	Syar.g_02430	Prbi.g_00649
OG0000602	Syar.g_02435	Prbi.g_00651
OG0000603	Syar.g_02436	Prbi.g_00652
OG0000604	Syar.g_02438	Prbi.g_00653
OG0000605	Syar.g_02440	Prbi.g_00654
OG0000606	Syar.g_02443	Prbi.g_00657
OG0000607	Syar.g_02446	Prbi.g_00660
OG0000608	Syar.g_02447	Prbi.g_00661
OG0000609	Syar.g_02470	Prbi.g_00662
OG0000610	Syar.g_01917	Prbi.g_00667
OG0000611	Syar.g_01914	Prbi.g_00670
OG0000612	Syar.g_01913	Prbi.g_00671
OG0000613	Syar.g_00712	Prbi.g_00676
OG0000614	Syar.g_02012, Syar.g_01344	Prbi.g_00695
OG0000615	Syar.g_02603	Prbi.g_00704
OG0000616	Syar.g_00454	Prbi.g_00708
OG0000617	Syar.g_01576	Prbi.g_00751
OG0000618	Syar.g_01575	Prbi.g_00752
OG0000619	Syar.g_01574	Prbi.g_00753
OG0000620	Syar.g_01569	Prbi.g_00756
OG0000621	Syar.g_01568	Prbi.g_00757
OG0000622	Syar.g_01566	Prbi.g_00758
OG0000623	Syar.g_01565	Prbi.g_00759
OG0000624	Syar.g_01564	Prbi.g_00760
OG0000625	Syar.g_01563	Prbi.g_00761
OG0000626	Syar.g_01562	Prbi.g_00762
OG0000627	Syar.g_01868	Prbi.g_00763
OG0000628	Syar.g_01869	Prbi.g_00764
OG0000629	Syar.g_01872	Prbi.g_00765
OG0000630	Syar.g_02586	Prbi.g_00768
OG0000631	Syar.g_02579	Prbi.g_00838
OG0000632	Syar.g_02578	Prbi.g_00839
OG0000633	Syar.g_02576	Prbi.g_00840
OG0000634	Syar.g_02635	Prbi.g_00843
OG0000635	Syar.g_02636	Prbi.g_00844
OG0000636	Syar.g_02638	Prbi.g_00846
OG0000637	Syar.g_02640	Prbi.g_00848
OG0000638	Syar.g_02641	Prbi.g_00849
OG0000639	Syar.g_02642	Prbi.g_00850
OG0000640	Syar.g_02643	Prbi.g_00851
OG0000641	Syar.g_02648	Prbi.g_00855
OG0000642	Syar.g_02649	Prbi.g_00856
OG0000643	Syar.g_02650	Prbi.g_00857
OG0000644	Syar.g_02651	Prbi.g_00858
OG0000645	Syar.g_02652	Prbi.g_00859
OG0000646	Syar.g_02655	Prbi.g_00861
OG0000647	Syar.g_02657	Prbi.g_00862
OG0000648	Syar.g_02659	Prbi.g_00864
OG0000649	Syar.g_02660	Prbi.g_00865
OG0000650	Syar.g_02661	Prbi.g_00866
OG0000651	Syar.g_02662	Prbi.g_00867
OG0000652	Syar.g_02663	Prbi.g_00868
OG0000653	Syar.g_02665	Prbi.g_00870
OG0000654	Syar.g_02666	Prbi.g_00871
OG0000655	Syar.g_02667	Prbi.g_00872
OG0000656	Syar.g_02479	Prbi.g_00875
OG0000657	Syar.g_01812	Prbi.g_00883
OG0000658	Syar.g_01815	Prbi.g_00884
OG0000659	Syar.g_01816	Prbi.g_00885
OG0000660	Syar.g_01820	Prbi.g_00889
OG0000661	Syar.g_03175, Syar.g_01822	Prbi.g_00891
OG0000662	Syar.g_01829	Prbi.g_00893
OG0000663	Syar.g_01832	Prbi.g_00895
OG0000664	Syar.g_01837	Prbi.g_00896
OG0000665	Syar.g_02774	Prbi.g_00900
OG0000666	Syar.g_01241	Prbi.g_00901
OG0000667	Syar.g_02346	Prbi.g_00905
OG0000668	Syar.g_01802	Prbi.g_00934
OG0000669	Syar.g_01627	Prbi.g_00942
OG0000670	Syar.g_01624	Prbi.g_00944
OG0000671	Syar.g_01622	Prbi.g_00946
OG0000672	Syar.g_01619	Prbi.g_00949
OG0000673	Syar.g_01615	Prbi.g_00952
OG0000674	Syar.g_01613	Prbi.g_00954
OG0000675	Syar.g_01612	Prbi.g_00955
OG0000676	Syar.g_01608	Prbi.g_00957
OG0000677	Syar.g_01607	Prbi.g_00958
OG0000678	Syar.g_02037	Prbi.g_00960
OG0000679	Syar.g_02606	Prbi.g_00964
OG0000680	Syar.g_02607	Prbi.g_00965
OG0000681	Syar.g_02610	Prbi.g_00968
OG0000682	Syar.g_02611	Prbi.g_00969
OG0000683	Syar.g_02612	Prbi.g_00970
OG0000684	Syar.g_02615	Prbi.g_00971
OG0000685	Syar.g_02617	Prbi.g_00973
OG0000686	Syar.g_02618	Prbi.g_00974
OG0000687	Syar.g_02619	Prbi.g_00975
OG0000688	Syar.g_02624	Prbi.g_00978
OG0000689	Syar.g_02626	Prbi.g_00979
OG0000690	Syar.g_02627	Prbi.g_00980
OG0000691	Syar.g_02628	Prbi.g_00981
OG0000692	Syar.g_02629	Prbi.g_00983
OG0000693	Syar.g_02631	Prbi.g_00984
OG0000694	Syar.g_02632	Prbi.g_00985
OG0000695	Syar.g_02573	Prbi.g_00987
OG0000696	Syar.g_02572	Prbi.g_00988
OG0000697	Syar.g_02570	Prbi.g_00989
OG0000698	Syar.g_02567	Prbi.g_00992
OG0000699	Syar.g_02566	Prbi.g_00993
OG0000700	Syar.g_02565	Prbi.g_00994
OG0000701	Syar.g_02564	Prbi.g_00995
OG0000702	Syar.g_02559	Prbi.g_00997
OG0000703	Syar.g_02557	Prbi.g_00998
OG0000704	Syar.g_02555	Prbi.g_00999
OG0000705	Syar.g_02547	Prbi.g_01003
OG0000706	Syar.g_02546	Prbi.g_01004
OG0000707	Syar.g_02545	Prbi.g_01005
OG0000708	Syar.g_02542	Prbi.g_01006
OG0000709	Syar.g_02534	Prbi.g_01010
OG0000710	Syar.g_02528	Prbi.g_01013
OG0000711	Syar.g_02499	Prbi.g_01030
OG0000712	Syar.g_02497	Prbi.g_01032
OG0000713	Syar.g_02496	Prbi.g_01033
OG0000714	Syar.g_02494	Prbi.g_01034
OG0000715	Syar.g_02492	Prbi.g_01036
OG0000716	Syar.g_02488	Prbi.g_01038
OG0000717	Syar.g_02487	Prbi.g_01039
OG0000718	Syar.g_02483	Prbi.g_01055
OG0000719	Syar.g_01804	Prbi.g_01057
OG0000720	Syar.g_01790	Prbi.g_01066
OG0000721	Syar.g_01788	Prbi.g_01068
OG0000722	Syar.g_01787	Prbi.g_01069
OG0000723	Syar.g_01560	Prbi.g_01072
OG0000724	Syar.g_01367, Syar.g_02120	Prbi.g_01081
OG0000725	Syar.g_01934	Prbi.g_01087
OG0000726	Syar.g_01935	Prbi.g_01088
OG0000727	Syar.g_01936	Prbi.g_01089
OG0000728	Syar.g_01938	Prbi.g_01091
OG0000729	Syar.g_00593	Prbi.g_01138
OG0000730	Syar.g_01115	Prbi.g_01142
OG0000731	Syar.g_01127	Prbi.g_01146
OG0000732	Syar.g_00522	Prbi.g_01155
OG0000733	Syar.g_02234	Prbi.g_01175
OG0000734	Syar.g_03128	Prbi.g_01192
OG0000735	Syar.g_01522	Prbi.g_01194
OG0000736	Syar.g_01523	Prbi.g_01195
OG0000737	Syar.g_01524	Prbi.g_01196
OG0000738	Syar.g_01530	Prbi.g_01200
OG0000739	Syar.g_01531	Prbi.g_01201
OG0000740	Syar.g_01532	Prbi.g_01202
OG0000741	Syar.g_01535	Prbi.g_01203
OG0000742	Syar.g_01538	Prbi.g_01206
OG0000743	Syar.g_01541	Prbi.g_01208
OG0000744	Syar.g_01542	Prbi.g_01209
OG0000745	Syar.g_01545	Prbi.g_01210
OG0000746	Syar.g_01549	Prbi.g_01212
OG0000747	Syar.g_01551	Prbi.g_01213
OG0000748	Syar.g_01945	Prbi.g_01216
OG0000749	Syar.g_01946	Prbi.g_01217
OG0000750	Syar.g_01947	Prbi.g_01218
OG0000751	Syar.g_01952	Prbi.g_01220
OG0000752	Syar.g_01954	Prbi.g_01222
OG0000753	Syar.g_01957	Prbi.g_01225
OG0000754	Syar.g_01963	Prbi.g_01228
OG0000755	Syar.g_01974	Prbi.g_01231
OG0000756	Syar.g_01975	Prbi.g_01232
OG0000757	Syar.g_01984	Prbi.g_01238
OG0000758	Syar.g_01985	Prbi.g_01239
OG0000759	Syar.g_01986	Prbi.g_01240
OG0000760	Syar.g_01987	Prbi.g_01241
OG0000761	Syar.g_01988	Prbi.g_01242
OG0000762	Syar.g_01992	Prbi.g_01243
OG0000763	Syar.g_01699	Prbi.g_01245
OG0000764	Syar.g_01700	Prbi.g_01246
OG0000765	Syar.g_01718	Prbi.g_01255
OG0000766	Syar.g_01719	Prbi.g_01256
OG0000767	Syar.g_01721	Prbi.g_01258
OG0000768	Syar.g_01722	Prbi.g_01259
OG0000769	Syar.g_01724	Prbi.g_01261
OG0000770	Syar.g_01727	Prbi.g_01263
OG0000771	Syar.g_01373	Prbi.g_01277
OG0000772	Syar.g_00746	Prbi.g_01363
OG0000773	Syar.g_02694	Prbi.g_01382
OG0000774	Syar.g_02771	Prbi.g_01384
OG0000775	Syar.g_02773	Prbi.g_01386
OG0000776	Syar.g_01755	Prbi.g_01387
OG0000777	Syar.g_01754	Prbi.g_01388
OG0000778	Syar.g_01753	Prbi.g_01389
OG0000779	Syar.g_02779	Prbi.g_01393
OG0000780	Syar.g_02781	Prbi.g_01394
OG0000781	Syar.g_02785	Prbi.g_01397
OG0000782	Syar.g_02786	Prbi.g_01398
OG0000783	Syar.g_02787	Prbi.g_01399
OG0000784	Syar.g_02788	Prbi.g_01400
OG0000785	Syar.g_02791	Prbi.g_01402
OG0000786	Syar.g_02795	Prbi.g_01404
OG0000787	Syar.g_02796	Prbi.g_01405
OG0000788	Syar.g_02331	Prbi.g_01426
OG0000789	Syar.g_02040	Prbi.g_01429
OG0000790	Syar.g_01456	Prbi.g_01444
OG0000791	Syar.g_01454	Prbi.g_01446
OG0000792	Syar.g_01453	Prbi.g_01447
OG0000793	Syar.g_01243	Prbi.g_01450
OG0000794	Syar.g_01242	Prbi.g_01451
OG0000795	Syar.g_01240	Prbi.g_01452
OG0000796	Syar.g_01236	Prbi.g_01456
OG0000797	Syar.g_01235	Prbi.g_01457
OG0000799	Syar.g_02844	Prbi.g_01571
OG0000800	Syar.g_02843	Prbi.g_01572
OG0000801	Syar.g_02842	Prbi.g_01573
OG0000802	Syar.g_02825	Prbi.g_01575
OG0000803	Syar.g_02822	Prbi.g_01577
OG0000804	Syar.g_02819	Prbi.g_01578
OG0000805	Syar.g_02817	Prbi.g_01580
OG0000806	Syar.g_02815	Prbi.g_01582
OG0000807	Syar.g_02814	Prbi.g_01583
OG0000808	Syar.g_02813	Prbi.g_01584
OG0000809	Syar.g_02811	Prbi.g_01587
OG0000810	Syar.g_02810	Prbi.g_01588
OG0000811	Syar.g_02805	Prbi.g_01594
OG0000812	Syar.g_02803	Prbi.g_01596
OG0000813	Syar.g_02802	Prbi.g_01597
OG0000814	Syar.g_02800	Prbi.g_01599
OG0000815	Syar.g_02799	Prbi.g_01600
OG0000816	Syar.g_02797	Prbi.g_01602
OG0000817	Syar.g_02861	Prbi.g_01603
OG0000818	Syar.g_01418	Prbi.g_01608
OG0000819	Syar.g_01417	Prbi.g_01609
OG0000820	Syar.g_01416	Prbi.g_01610
OG0000821	Syar.g_01410	Prbi.g_01613
OG0000822	Syar.g_01408	Prbi.g_01614
OG0000823	Syar.g_01407	Prbi.g_01615
OG0000824	Syar.g_01402	Prbi.g_01618
OG0000825	Syar.g_01401	Prbi.g_01619
OG0000826	Syar.g_01400	Prbi.g_01620
OG0000827	Syar.g_01399	Prbi.g_01621
OG0000828	Syar.g_01396	Prbi.g_01624
OG0000829	Syar.g_01395	Prbi.g_01625
OG0000830	Syar.g_01394	Prbi.g_01626
OG0000831	Syar.g_01391	Prbi.g_01628
OG0000832	Syar.g_01213	Prbi.g_01634
OG0000833	Syar.g_02877	Prbi.g_01642
OG0000834	Syar.g_02878	Prbi.g_01643
OG0000835	Syar.g_02879	Prbi.g_01644
OG0000836	Syar.g_02881	Prbi.g_01645
OG0000837	Syar.g_02882	Prbi.g_01646
OG0000838	Syar.g_02886	Prbi.g_01648
OG0000839	Syar.g_02887	Prbi.g_01649
OG0000840	Syar.g_02888	Prbi.g_01650
OG0000841	Syar.g_02889	Prbi.g_01651
OG0000842	Syar.g_02890	Prbi.g_01652
OG0000843	Syar.g_02891	Prbi.g_01653
OG0000844	Syar.g_02893	Prbi.g_01654
OG0000845	Syar.g_02894	Prbi.g_01655
OG0000846	Syar.g_02895	Prbi.g_01656
OG0000847	Syar.g_02896	Prbi.g_01657
OG0000848	Syar.g_02898	Prbi.g_01658
OG0000849	Syar.g_02899	Prbi.g_01659
OG0000850	Syar.g_02902	Prbi.g_01661
OG0000851	Syar.g_02905	Prbi.g_01662
OG0000852	Syar.g_02906	Prbi.g_01663
OG0000853	Syar.g_02910	Prbi.g_01667
OG0000854	Syar.g_02912	Prbi.g_01669
OG0000855	Syar.g_02913	Prbi.g_01670
OG0000856	Syar.g_02243	Prbi.g_01685
OG0000857	Syar.g_02656	Prbi.g_01711
OG0000858	Syar.g_02920	Prbi.g_01781
OG0000859	Syar.g_02921	Prbi.g_01782
OG0000860	Syar.g_02931	Prbi.g_01789
OG0000861	Syar.g_02932	Prbi.g_01790
OG0000862	Syar.g_02942	Prbi.g_01791
OG0000863	Syar.g_02944	Prbi.g_01793
OG0000864	Syar.g_02945	Prbi.g_01794
OG0000865	Syar.g_02946	Prbi.g_01795
OG0000866	Syar.g_02947	Prbi.g_01796
OG0000867	Syar.g_02948	Prbi.g_01797
OG0000868	Syar.g_02950	Prbi.g_01798
OG0000869	Syar.g_02955	Prbi.g_01802
OG0000870	Syar.g_02960	Prbi.g_01807
OG0000871	Syar.g_02961	Prbi.g_01808
OG0000872	Syar.g_02967	Prbi.g_01809
OG0000873	Syar.g_02970	Prbi.g_01812
OG0000874	Syar.g_02974	Prbi.g_01815
OG0000875	Syar.g_02975	Prbi.g_01816
OG0000876	Syar.g_01828	Prbi.g_01817
OG0000877	Syar.g_02977	Prbi.g_01819
OG0000878	Syar.g_02978	Prbi.g_01820
OG0000879	Syar.g_02979	Prbi.g_01821
OG0000880	Syar.g_02980	Prbi.g_01822
OG0000881	Syar.g_02984	Prbi.g_01826
OG0000882	Syar.g_02989	Prbi.g_01831
OG0000883	Syar.g_02992	Prbi.g_01832
OG0000884	Syar.g_02994	Prbi.g_01834
OG0000885	Syar.g_02995	Prbi.g_01835
OG0000886	Syar.g_02996	Prbi.g_01836
OG0000887	Syar.g_02998	Prbi.g_01837
OG0000888	Syar.g_03000	Prbi.g_01839
OG0000889	Syar.g_03002	Prbi.g_01841
OG0000890	Syar.g_03005	Prbi.g_01842
OG0000891	Syar.g_03006	Prbi.g_01843
OG0000892	Syar.g_03008	Prbi.g_01845
OG0000893	Syar.g_00150	Prbi.g_01848
OG0000894	Syar.g_00145	Prbi.g_01850
OG0000895	Syar.g_00141	Prbi.g_01853
OG0000896	Syar.g_00140	Prbi.g_01854
OG0000897	Syar.g_00138	Prbi.g_01856
OG0000898	Syar.g_00137	Prbi.g_01857
OG0000899	Syar.g_00136	Prbi.g_01858
OG0000900	Syar.g_00135	Prbi.g_01859
OG0000901	Syar.g_00130	Prbi.g_01863
OG0000902	Syar.g_01013	Prbi.g_01865
OG0000903	Syar.g_01026	Prbi.g_01868
OG0000904	Syar.g_01021	Prbi.g_01870
OG0000905	Syar.g_01018	Prbi.g_01875
OG0000906	Syar.g_01015	Prbi.g_01876
OG0000907	Syar.g_01028	Prbi.g_01896
OG0000908	Syar.g_01031	Prbi.g_01899
OG0000909	Syar.g_01032	Prbi.g_01900
OG0000910	Syar.g_01033	Prbi.g_01901
OG0000911	Syar.g_01035	Prbi.g_01903
OG0000912	Syar.g_01036	Prbi.g_01904
OG0000913	Syar.g_01037	Prbi.g_01905
OG0000914	Syar.g_01038	Prbi.g_01906
OG0000915	Syar.g_01040	Prbi.g_01907
OG0000916	Syar.g_01041	Prbi.g_01908
OG0000917	Syar.g_01042	Prbi.g_01909
OG0000918	Syar.g_01043	Prbi.g_01910
OG0000919	Syar.g_01044	Prbi.g_01911
OG0000920	Syar.g_01045	Prbi.g_01912
OG0000921	Syar.g_01046	Prbi.g_01913
OG0000922	Syar.g_01047	Prbi.g_01914
OG0000923	Syar.g_01051	Prbi.g_01918
OG0000924	Syar.g_01052	Prbi.g_01919
OG0000925	Syar.g_01053	Prbi.g_01920
OG0000926	Syar.g_01054	Prbi.g_01921
OG0000927	Syar.g_01056	Prbi.g_01923
OG0000928	Syar.g_01057	Prbi.g_01924
OG0000929	Syar.g_01058	Prbi.g_01925
OG0000930	Syar.g_01059	Prbi.g_01926
OG0000931	Syar.g_01060	Prbi.g_01927
OG0000932	Syar.g_01061	Prbi.g_01928
OG0000933	Syar.g_01066	Prbi.g_01932
OG0000934	Syar.g_01068	Prbi.g_01934
OG0000935	Syar.g_01069	Prbi.g_01935
OG0000936	Syar.g_01070	Prbi.g_01936
OG0000937	Syar.g_01071	Prbi.g_01937
OG0000938	Syar.g_01074	Prbi.g_01939
OG0000939	Syar.g_01075	Prbi.g_01940
OG0000940	Syar.g_01081	Prbi.g_01947
OG0000941	Syar.g_01083	Prbi.g_01949
OG0000942	Syar.g_01085	Prbi.g_01951
OG0000943	Syar.g_01086	Prbi.g_01952
OG0000944	Syar.g_01088	Prbi.g_01953
OG0000945	Syar.g_01089	Prbi.g_01954
OG0000946	Syar.g_01095	Prbi.g_01958
OG0000947	Syar.g_01098	Prbi.g_01960
OG0000948	Syar.g_01099	Prbi.g_01961
OG0000949	Syar.g_00283	Prbi.g_01964
OG0000950	Syar.g_00661	Prbi.g_01969
OG0000951	Syar.g_00656	Prbi.g_01973
OG0000952	Syar.g_00651	Prbi.g_01977
OG0000953	Syar.g_00248	Prbi.g_01980
OG0000954	Syar.g_00258	Prbi.g_01984
OG0000955	Syar.g_00259	Prbi.g_01985
OG0000956	Syar.g_00261	Prbi.g_01987
OG0000957	Syar.g_00610	Prbi.g_01992
OG0000958	Syar.g_00609	Prbi.g_01993
OG0000959	Syar.g_00605	Prbi.g_01997
OG0000960	Syar.g_00604	Prbi.g_01998
OG0000961	Syar.g_00094	Prbi.g_02000
OG0000962	Syar.g_00594	Prbi.g_02002
OG0000963	Syar.g_00590	Prbi.g_02006
OG0000964	Syar.g_00589	Prbi.g_02007
OG0000965	Syar.g_00588	Prbi.g_02008
OG0000966	Syar.g_00549	Prbi.g_02027
OG0000967	Syar.g_00545	Prbi.g_02032
OG0000968	Syar.g_00542	Prbi.g_02034
OG0000969	Syar.g_00540	Prbi.g_02035
OG0000970	Syar.g_00539	Prbi.g_02036
OG0000971	Syar.g_00537	Prbi.g_02037
OG0000972	Syar.g_00536	Prbi.g_02038
OG0000973	Syar.g_00535	Prbi.g_02039
OG0000974	Syar.g_00534	Prbi.g_02040
OG0000975	Syar.g_00533	Prbi.g_02041
OG0000976	Syar.g_00532	Prbi.g_02042
OG0000977	Syar.g_00530	Prbi.g_02043
OG0000978	Syar.g_00529	Prbi.g_02044
OG0000979	Syar.g_00526	Prbi.g_02047
OG0000980	Syar.g_00523	Prbi.g_02049
OG0000981	Syar.g_00520	Prbi.g_02051
OG0000982	Syar.g_00331	Prbi.g_02053
OG0000983	Syar.g_00332	Prbi.g_02054
OG0000984	Syar.g_00333	Prbi.g_02055
OG0000985	Syar.g_00337	Prbi.g_02058
OG0000986	Syar.g_00344	Prbi.g_02060
OG0000987	Syar.g_00346	Prbi.g_02061
OG0000988	Syar.g_00352	Prbi.g_02064
OG0000989	Syar.g_00377	Prbi.g_02068
OG0000990	Syar.g_00697	Prbi.g_02071
OG0000991	Syar.g_00700	Prbi.g_02072
OG0000992	Syar.g_00704	Prbi.g_02074
OG0000993	Syar.g_00705	Prbi.g_02075
OG0000994	Syar.g_00708	Prbi.g_02076
OG0000995	Syar.g_03212, Syar.g_00624	Prbi.g_02080
OG0000996	Syar.g_00861	Prbi.g_02081
OG0000997	Syar.g_00437	Prbi.g_02082
OG0000998	Syar.g_00439	Prbi.g_02084
OG0000999	Syar.g_00440	Prbi.g_02085
OG0001000	Syar.g_00955, Syar.g_00444	Prbi.g_02088
OG0001001	Syar.g_00450	Prbi.g_02090
OG0001002	Syar.g_00457	Prbi.g_02094
OG0001003	Syar.g_00459	Prbi.g_02095
OG0001004	Syar.g_00460	Prbi.g_02096
OG0001005	Syar.g_00461	Prbi.g_02097
OG0001006	Syar.g_00468	Prbi.g_02101
OG0001007	Syar.g_00470	Prbi.g_02103
OG0001008	Syar.g_01178	Prbi.g_00438
OG0001009	Syar.g_00500	Prbi.g_00027
OG0001010	Syar.g_00501	Prbi.g_00028
OG0001011	Syar.g_00503	Prbi.g_00029
OG0001013	Syar.g_00906	Prbi.g_00059
OG0001014	Syar.g_00914	Prbi.g_00062
OG0001015	Syar.g_00915	Prbi.g_00063
OG0001017	Syar.g_03050	Prbi.g_00084
OG0001018	Syar.g_03052	Prbi.g_00087
OG0001019	Syar.g_03086	Prbi.g_00096
OG0001020	Syar.g_03092	Prbi.g_00097
OG0001021	Syar.g_03098	Prbi.g_00098
OG0001022	Syar.g_03102	Prbi.g_00101
OG0001023	Syar.g_03103	Prbi.g_00102
OG0001024	Syar.g_02276	Prbi.g_00105
OG0001025	Syar.g_03115	Prbi.g_00111
OG0001026	Syar.g_03131	Prbi.g_00118
OG0001027	Syar.g_00031	Prbi.g_00119
OG0001028	Syar.g_00034	Prbi.g_00121
OG0001029	Syar.g_00036	Prbi.g_00123
OG0001030	Syar.g_00058	Prbi.g_00138
OG0001031	Syar.g_00129	Prbi.g_00210
OG0001032	Syar.g_01011	Prbi.g_00211
OG0001033	Syar.g_00962	Prbi.g_00232
OG0001034	Syar.g_03022	Prbi.g_00260
OG0001035	Syar.g_00171	Prbi.g_00278
OG0001036	Syar.g_00193	Prbi.g_00283
OG0001037	Syar.g_00195	Prbi.g_00284
OG0001038	Syar.g_00223	Prbi.g_00302
OG0001039	Syar.g_00226	Prbi.g_00305
OG0001040	Syar.g_00229	Prbi.g_00307
OG0001041	Syar.g_00234	Prbi.g_00311
OG0001042	Syar.g_00831	Prbi.g_00328
OG0001043	Syar.g_00826	Prbi.g_00329
OG0001044	Syar.g_01117	Prbi.g_00357
OG0001045	Syar.g_01130	Prbi.g_00366
OG0001046	Syar.g_02514	Prbi.g_00403
OG0001047	Syar.g_01180	Prbi.g_00440
OG0001048	Syar.g_01181	Prbi.g_00441
OG0001049	Syar.g_02872	Prbi.g_00443
OG0001050	Syar.g_02871	Prbi.g_00444
OG0001051	Syar.g_02870	Prbi.g_00445
OG0001052	Syar.g_01269	Prbi.g_00474
OG0001053	Syar.g_01472	Prbi.g_00486
OG0001054	Syar.g_01492	Prbi.g_00501
OG0001055	Syar.g_01513	Prbi.g_00520
OG0001056	Syar.g_02349	Prbi.g_00539
OG0001057	Syar.g_02341	Prbi.g_00544
OG0001058	Syar.g_02324	Prbi.g_00552
OG0001059	Syar.g_00422	Prbi.g_00556
OG0001060	Syar.g_02315	Prbi.g_00563
OG0001061	Syar.g_02297	Prbi.g_00576
OG0001062	Syar.g_02294	Prbi.g_00578
OG0001063	Syar.g_02209	Prbi.g_00580
OG0001064	Syar.g_02208	Prbi.g_00581
OG0001065	Syar.g_02207	Prbi.g_00582
OG0001066	Syar.g_02206	Prbi.g_00583
OG0001067	Syar.g_02205	Prbi.g_00584
OG0001068	Syar.g_02204	Prbi.g_00585
OG0001069	Syar.g_02203	Prbi.g_00586
OG0001070	Syar.g_02200	Prbi.g_00589
OG0001071	Syar.g_02199	Prbi.g_00590
OG0001072	Syar.g_02195	Prbi.g_00592
OG0001073	Syar.g_02182	Prbi.g_00606
OG0001074	Syar.g_02031	Prbi.g_00617
OG0001075	Syar.g_02215	Prbi.g_00618
OG0001076	Syar.g_02253	Prbi.g_00626
OG0001077	Syar.g_02240	Prbi.g_00630
OG0001078	Syar.g_02419	Prbi.g_00639
OG0001079	Syar.g_02431	Prbi.g_00650
OG0001080	Syar.g_02442	Prbi.g_00656
OG0001081	Syar.g_02444	Prbi.g_00658
OG0001082	Syar.g_02445	Prbi.g_00659
OG0001083	Syar.g_02473	Prbi.g_00664
OG0001084	Syar.g_02474	Prbi.g_00665
OG0001085	Syar.g_01688	Prbi.g_00673
OG0001086	Syar.g_01686	Prbi.g_00674
OG0001087	Syar.g_02347	Prbi.g_00691
OG0001088	Syar.g_00431	Prbi.g_00692
OG0001089	Syar.g_01942	Prbi.g_00700
OG0001090	Syar.g_01582	Prbi.g_00746
OG0001091	Syar.g_01580	Prbi.g_00748
OG0001092	Syar.g_01578	Prbi.g_00749
OG0001093	Syar.g_01572	Prbi.g_00754
OG0001094	Syar.g_02633	Prbi.g_00841
OG0001095	Syar.g_02653	Prbi.g_00860
OG0001096	Syar.g_02476	Prbi.g_00873
OG0001097	Syar.g_01823	Prbi.g_00892
OG0001098	Syar.g_01672	Prbi.g_00907
OG0001099	Syar.g_00035	Prbi.g_00939
OG0001100	Syar.g_01625	Prbi.g_00943
OG0001101	Syar.g_01623	Prbi.g_00945
OG0001102	Syar.g_01620	Prbi.g_00948
OG0001103	Syar.g_01618	Prbi.g_00950
OG0001104	Syar.g_02616	Prbi.g_00972
OG0001105	Syar.g_02620	Prbi.g_00976
OG0001106	Syar.g_02553	Prbi.g_01000
OG0001107	Syar.g_02541	Prbi.g_01007
OG0001109	Syar.g_02529	Prbi.g_01012
