Orthogroup	Syar	Prbb
OG0000548	Syar.g_01512	Prbb.g_00520
OG0000549	Syar.g_02693	Prbb.g_00523
OG0000550	Syar.g_02689	Prbb.g_00527
OG0000551	Syar.g_02684	Prbb.g_00530
OG0000552	Syar.g_02683	Prbb.g_00531
OG0000553	Syar.g_02679	Prbb.g_00532
OG0000554	Syar.g_02352	Prbb.g_00537
OG0000555	Syar.g_02336	Prbb.g_00545
OG0000556	Syar.g_02332	Prbb.g_00547
OG0000557	Syar.g_02328	Prbb.g_00548
OG0000558	Syar.g_02326	Prbb.g_00551
OG0000559	Syar.g_02322	Prbb.g_00555
OG0000560	Syar.g_02320	Prbb.g_00558
OG0000561	Syar.g_02319	Prbb.g_00559
OG0000562	Syar.g_02318	Prbb.g_00560
OG0000563	Syar.g_02317	Prbb.g_00561
OG0000564	Syar.g_02316	Prbb.g_00562
OG0000565	Syar.g_02312	Prbb.g_00565
OG0000566	Syar.g_02308	Prbb.g_00567
OG0000567	Syar.g_02304	Prbb.g_00571
OG0000568	Syar.g_02302	Prbb.g_00572
OG0000569	Syar.g_02301	Prbb.g_00573
OG0000570	Syar.g_02300	Prbb.g_00574
OG0000571	Syar.g_02298	Prbb.g_00576
OG0000572	Syar.g_02201	Prbb.g_00587
OG0000573	Syar.g_02191	Prbb.g_00592
OG0000574	Syar.g_02190	Prbb.g_00594
OG0000575	Syar.g_03180	Prbb.g_00597
OG0000576	Syar.g_02187	Prbb.g_00599
OG0000577	Syar.g_02186	Prbb.g_00600
OG0000578	Syar.g_02185	Prbb.g_00601
OG0000579	Syar.g_02184	Prbb.g_00602
OG0000580	Syar.g_02183	Prbb.g_00603
OG0000581	Syar.g_02175	Prbb.g_00606
OG0000582	Syar.g_02131	Prbb.g_00609
OG0000583	Syar.g_02132	Prbb.g_00610
OG0000584	Syar.g_02133	Prbb.g_00611
OG0000585	Syar.g_02170	Prbb.g_00613
OG0000586	Syar.g_02171	Prbb.g_00614
OG0000587	Syar.g_02173	Prbb.g_00615
OG0000588	Syar.g_02275	Prbb.g_00619
OG0000589	Syar.g_02261	Prbb.g_00622
OG0000590	Syar.g_02260	Prbb.g_00623
OG0000591	Syar.g_02246	Prbb.g_00626
OG0000592	Syar.g_02245	Prbb.g_00627
OG0000593	Syar.g_02414	Prbb.g_00633
OG0000594	Syar.g_02415	Prbb.g_00634
OG0000595	Syar.g_02416	Prbb.g_00635
OG0000596	Syar.g_02421	Prbb.g_00639
OG0000597	Syar.g_02424	Prbb.g_00641
OG0000598	Syar.g_02425	Prbb.g_00642
OG0000599	Syar.g_02428	Prbb.g_00645
OG0000600	Syar.g_02429	Prbb.g_00646
OG0000601	Syar.g_02430	Prbb.g_00647
OG0000602	Syar.g_02435	Prbb.g_00649
OG0000603	Syar.g_02436	Prbb.g_00650
OG0000604	Syar.g_02438	Prbb.g_00651
OG0000605	Syar.g_02440	Prbb.g_00652
OG0000606	Syar.g_02443	Prbb.g_00655
OG0000607	Syar.g_02446	Prbb.g_00658
OG0000608	Syar.g_02447	Prbb.g_00659
OG0000609	Syar.g_02470	Prbb.g_00660
OG0000610	Syar.g_01917	Prbb.g_00667
OG0000611	Syar.g_01914	Prbb.g_00670
OG0000612	Syar.g_01913	Prbb.g_00671
OG0000613	Syar.g_00712	Prbb.g_00677
OG0000614	Syar.g_02012, Syar.g_01344	Prbb.g_00700
OG0000615	Syar.g_02603	Prbb.g_00708
OG0000616	Syar.g_00454	Prbb.g_02176
OG0000617	Syar.g_01576	Prbb.g_00719
OG0000618	Syar.g_01575	Prbb.g_00720
OG0000619	Syar.g_01574	Prbb.g_00721
OG0000620	Syar.g_01569	Prbb.g_00724
OG0000621	Syar.g_01568	Prbb.g_00725
OG0000622	Syar.g_01566	Prbb.g_00726
OG0000623	Syar.g_01565	Prbb.g_00727
OG0000624	Syar.g_01564	Prbb.g_00729
OG0000625	Syar.g_01563	Prbb.g_00730
OG0000626	Syar.g_01562	Prbb.g_00731
OG0000627	Syar.g_01868	Prbb.g_00733
OG0000628	Syar.g_01869	Prbb.g_00734
OG0000629	Syar.g_01872	Prbb.g_00735
OG0000630	Syar.g_02586	Prbb.g_00738
OG0000631	Syar.g_02579	Prbb.g_00962
OG0000632	Syar.g_02578	Prbb.g_00963
OG0000633	Syar.g_02576	Prbb.g_00964
OG0000634	Syar.g_02635	Prbb.g_00779
OG0000635	Syar.g_02636	Prbb.g_00780
OG0000636	Syar.g_02638	Prbb.g_00782
OG0000637	Syar.g_02640	Prbb.g_00784
OG0000638	Syar.g_02641	Prbb.g_00785
OG0000639	Syar.g_02642	Prbb.g_00786
OG0000640	Syar.g_02643	Prbb.g_00787
OG0000641	Syar.g_02648	Prbb.g_00791
OG0000642	Syar.g_02649	Prbb.g_00792
OG0000643	Syar.g_02650	Prbb.g_00793
OG0000644	Syar.g_02651	Prbb.g_00794
OG0000645	Syar.g_02652	Prbb.g_00795
OG0000646	Syar.g_02655	Prbb.g_00798
OG0000647	Syar.g_02657	Prbb.g_00800
OG0000648	Syar.g_02659	Prbb.g_00802
OG0000649	Syar.g_02660	Prbb.g_00803
OG0000650	Syar.g_02661	Prbb.g_00804
OG0000651	Syar.g_02662	Prbb.g_00805
OG0000652	Syar.g_02663	Prbb.g_00806
OG0000653	Syar.g_02665	Prbb.g_00808
OG0000654	Syar.g_02666	Prbb.g_00809
OG0000655	Syar.g_02667	Prbb.g_00810
OG0000656	Syar.g_02479	Prbb.g_00813
OG0000657	Syar.g_01812	Prbb.g_00819
OG0000658	Syar.g_01815	Prbb.g_00821
OG0000659	Syar.g_01816	Prbb.g_00822
OG0000660	Syar.g_01820	Prbb.g_00827
OG0000661	Syar.g_03175, Syar.g_01822	Prbb.g_00829
OG0000662	Syar.g_01829	Prbb.g_00831
OG0000663	Syar.g_01832	Prbb.g_00833
OG0000664	Syar.g_01837	Prbb.g_00834
OG0000665	Syar.g_02774	Prbb.g_00838
OG0000666	Syar.g_01241	Prbb.g_00839
OG0000667	Syar.g_02346	Prbb.g_00843
OG0000668	Syar.g_01802	Prbb.g_00914
OG0000669	Syar.g_01627	Prbb.g_00922
OG0000670	Syar.g_01624	Prbb.g_00925
OG0000671	Syar.g_01622	Prbb.g_00927
OG0000672	Syar.g_01619	Prbb.g_00930
OG0000673	Syar.g_01615	Prbb.g_00933
OG0000674	Syar.g_01613	Prbb.g_00935
OG0000675	Syar.g_01612	Prbb.g_00936
OG0000676	Syar.g_01608	Prbb.g_00938
OG0000677	Syar.g_01607	Prbb.g_00939
OG0000678	Syar.g_02037	Prbb.g_00942
OG0000679	Syar.g_02606	Prbb.g_00946
OG0000680	Syar.g_02607	Prbb.g_00947
OG0000681	Syar.g_02610	Prbb.g_00950
OG0000682	Syar.g_02611	Prbb.g_00951
OG0000683	Syar.g_02612	Prbb.g_00952
OG0000684	Syar.g_02615	Prbb.g_00762
OG0000685	Syar.g_02617	Prbb.g_00764
OG0000686	Syar.g_02618	Prbb.g_00765
OG0000687	Syar.g_02619	Prbb.g_00766
OG0000688	Syar.g_02624	Prbb.g_00769
OG0000689	Syar.g_02626	Prbb.g_00770
OG0000690	Syar.g_02627	Prbb.g_00771
OG0000691	Syar.g_02628	Prbb.g_00772
OG0000692	Syar.g_02629	Prbb.g_00774
OG0000693	Syar.g_02631	Prbb.g_00775
OG0000694	Syar.g_02632	Prbb.g_00776
OG0000695	Syar.g_02573	Prbb.g_00966
OG0000696	Syar.g_02572	Prbb.g_00967
OG0000697	Syar.g_02570	Prbb.g_00968
OG0000698	Syar.g_02567	Prbb.g_00971
OG0000699	Syar.g_02566	Prbb.g_00972
OG0000700	Syar.g_02565	Prbb.g_00973
OG0000701	Syar.g_02564	Prbb.g_00974
OG0000702	Syar.g_02559	Prbb.g_00976
OG0000703	Syar.g_02557	Prbb.g_00977
OG0000704	Syar.g_02555	Prbb.g_00978
OG0000705	Syar.g_02547	Prbb.g_00984
OG0000706	Syar.g_02546	Prbb.g_00985
OG0000707	Syar.g_02545	Prbb.g_00986
OG0000708	Syar.g_02542	Prbb.g_00988
OG0000709	Syar.g_02534	Prbb.g_00992
OG0000710	Syar.g_02528	Prbb.g_00995
OG0000711	Syar.g_02499	Prbb.g_01010
OG0000712	Syar.g_02497	Prbb.g_01012
OG0000713	Syar.g_02496	Prbb.g_01013
OG0000714	Syar.g_02494	Prbb.g_01014
OG0000715	Syar.g_02492	Prbb.g_01016
OG0000716	Syar.g_02488	Prbb.g_01017
OG0000717	Syar.g_02487	Prbb.g_01018
OG0000718	Syar.g_02483	Prbb.g_01036
OG0000719	Syar.g_01804	Prbb.g_01037
OG0000720	Syar.g_01790	Prbb.g_01048
OG0000721	Syar.g_01788	Prbb.g_01049
OG0000722	Syar.g_01787	Prbb.g_01050
OG0000723	Syar.g_01560	Prbb.g_01054
OG0000724	Syar.g_01367, Syar.g_02120	Prbb.g_01065
OG0000725	Syar.g_01934	Prbb.g_00891
OG0000726	Syar.g_01935	Prbb.g_00890
OG0000727	Syar.g_01936	Prbb.g_00889
OG0000728	Syar.g_01938	Prbb.g_00887
OG0000729	Syar.g_00593	Prbb.g_02071
OG0000730	Syar.g_01115	Prbb.g_00392
OG0000731	Syar.g_01127	Prbb.g_00400
OG0000732	Syar.g_00522	Prbb.g_02121
OG0000733	Syar.g_02234	Prbb.g_01888
OG0000734	Syar.g_03128	Prbb.g_01533
OG0000735	Syar.g_01522	Prbb.g_01531
OG0000736	Syar.g_01523	Prbb.g_01530
OG0000737	Syar.g_01524	Prbb.g_01529
OG0000738	Syar.g_01530	Prbb.g_01525
OG0000739	Syar.g_01531	Prbb.g_01524
OG0000740	Syar.g_01532	Prbb.g_01523
OG0000741	Syar.g_01535	Prbb.g_01521
OG0000742	Syar.g_01538	Prbb.g_01518
OG0000743	Syar.g_01541	Prbb.g_01516
OG0000744	Syar.g_01542	Prbb.g_01515
OG0000745	Syar.g_01545	Prbb.g_01513
OG0000746	Syar.g_01549	Prbb.g_01511
OG0000747	Syar.g_01551	Prbb.g_01510
OG0000748	Syar.g_01945	Prbb.g_01506
OG0000749	Syar.g_01946	Prbb.g_01505
OG0000750	Syar.g_01947	Prbb.g_01504
OG0000751	Syar.g_01952	Prbb.g_01501
OG0000752	Syar.g_01954	Prbb.g_01499
OG0000753	Syar.g_01957	Prbb.g_01497
OG0000754	Syar.g_01963	Prbb.g_01493
OG0000755	Syar.g_01974	Prbb.g_01488
OG0000756	Syar.g_01975	Prbb.g_01487
OG0000757	Syar.g_01984	Prbb.g_01480
OG0000758	Syar.g_01985	Prbb.g_01479
OG0000759	Syar.g_01986	Prbb.g_01478
OG0000760	Syar.g_01987	Prbb.g_01477
OG0000761	Syar.g_01988	Prbb.g_01476
OG0000762	Syar.g_01992	Prbb.g_01475
OG0000763	Syar.g_01699	Prbb.g_01473
OG0000764	Syar.g_01700	Prbb.g_01472
OG0000765	Syar.g_01718	Prbb.g_01463
OG0000766	Syar.g_01719	Prbb.g_01462
OG0000767	Syar.g_01721	Prbb.g_01461
OG0000768	Syar.g_01722	Prbb.g_01460
OG0000769	Syar.g_01724	Prbb.g_01458
OG0000770	Syar.g_01727	Prbb.g_01457
OG0000771	Syar.g_01373	Prbb.g_01060
OG0000772	Syar.g_00746	Prbb.g_01291
OG0000773	Syar.g_02694	Prbb.g_01577
OG0000774	Syar.g_02771	Prbb.g_01580
OG0000775	Syar.g_02773	Prbb.g_01581
OG0000776	Syar.g_01755	Prbb.g_01582
OG0000777	Syar.g_01754	Prbb.g_01583
OG0000778	Syar.g_01753	Prbb.g_01584
OG0000779	Syar.g_02779	Prbb.g_01588
OG0000780	Syar.g_02781	Prbb.g_01589
OG0000781	Syar.g_02785	Prbb.g_01592
OG0000782	Syar.g_02786	Prbb.g_01593
OG0000783	Syar.g_02787	Prbb.g_01594
OG0000784	Syar.g_02788	Prbb.g_01595
OG0000785	Syar.g_02791	Prbb.g_01597
OG0000786	Syar.g_02795	Prbb.g_01600
OG0000787	Syar.g_02796	Prbb.g_01601
OG0000788	Syar.g_02331	Prbb.g_00746
OG0000789	Syar.g_02040	Prbb.g_01057
OG0000790	Syar.g_01456	Prbb.g_01644
OG0000791	Syar.g_01454	Prbb.g_01646
OG0000792	Syar.g_01453	Prbb.g_01647
OG0000793	Syar.g_01243	Prbb.g_01650
OG0000794	Syar.g_01242	Prbb.g_01651
OG0000795	Syar.g_01240	Prbb.g_01652
OG0000796	Syar.g_01236	Prbb.g_01656
OG0000797	Syar.g_01235	Prbb.g_01657
OG0000798	Syar.g_02701	Prbb.g_00858
OG0000799	Syar.g_02844	Prbb.g_01668
OG0000800	Syar.g_02843	Prbb.g_01669
OG0000801	Syar.g_02842	Prbb.g_01670
OG0000802	Syar.g_02825	Prbb.g_01672
OG0000803	Syar.g_02822	Prbb.g_01674
OG0000804	Syar.g_02819	Prbb.g_01675
OG0000805	Syar.g_02817	Prbb.g_01677
OG0000806	Syar.g_02815	Prbb.g_01679
OG0000807	Syar.g_02814	Prbb.g_01680
OG0000808	Syar.g_02813	Prbb.g_01681
OG0000809	Syar.g_02811	Prbb.g_01684
OG0000810	Syar.g_02810	Prbb.g_01685
OG0000811	Syar.g_02805	Prbb.g_01689
OG0000812	Syar.g_02803	Prbb.g_01691
OG0000813	Syar.g_02802	Prbb.g_01692
OG0000814	Syar.g_02800	Prbb.g_01694
OG0000815	Syar.g_02799	Prbb.g_01695
OG0000816	Syar.g_02797	Prbb.g_01697
OG0000817	Syar.g_02861	Prbb.g_01698
OG0000818	Syar.g_01418	Prbb.g_01702
OG0000819	Syar.g_01417	Prbb.g_01703
OG0000820	Syar.g_01416	Prbb.g_01704
OG0000821	Syar.g_01410	Prbb.g_01707
OG0000822	Syar.g_01408	Prbb.g_01708
OG0000823	Syar.g_01407	Prbb.g_01709
OG0000824	Syar.g_01402	Prbb.g_01712
OG0000825	Syar.g_01401	Prbb.g_01713
OG0000826	Syar.g_01400	Prbb.g_01714
OG0000827	Syar.g_01399	Prbb.g_01715
OG0000828	Syar.g_01396	Prbb.g_01718
OG0000829	Syar.g_01395	Prbb.g_01719
OG0000830	Syar.g_01394	Prbb.g_01720
OG0000831	Syar.g_01391	Prbb.g_01722
OG0000832	Syar.g_01213	Prbb.g_01732
OG0000833	Syar.g_02877	Prbb.g_01740
OG0000834	Syar.g_02878	Prbb.g_01741
OG0000835	Syar.g_02879	Prbb.g_01742
OG0000836	Syar.g_02881	Prbb.g_01744
OG0000837	Syar.g_02882	Prbb.g_01745
OG0000838	Syar.g_02886	Prbb.g_01747
OG0000839	Syar.g_02887	Prbb.g_01748
OG0000840	Syar.g_02888	Prbb.g_01749
OG0000841	Syar.g_02889	Prbb.g_01750
OG0000842	Syar.g_02890	Prbb.g_01751
OG0000843	Syar.g_02891	Prbb.g_01752
OG0000844	Syar.g_02893	Prbb.g_01753
OG0000845	Syar.g_02894	Prbb.g_01754
OG0000846	Syar.g_02895	Prbb.g_01755
OG0000847	Syar.g_02896	Prbb.g_01756
OG0000848	Syar.g_02898	Prbb.g_01757
OG0000849	Syar.g_02899	Prbb.g_01758
OG0000850	Syar.g_02902	Prbb.g_01760
OG0000851	Syar.g_02905	Prbb.g_01761
OG0000852	Syar.g_02906	Prbb.g_01762
OG0000853	Syar.g_02910	Prbb.g_01767
OG0000854	Syar.g_02912	Prbb.g_01769
OG0000855	Syar.g_02913	Prbb.g_01770
OG0000856	Syar.g_02243	Prbb.g_01659
OG0000857	Syar.g_02656	Prbb.g_00799
OG0000858	Syar.g_02920	Prbb.g_01817
OG0000859	Syar.g_02921	Prbb.g_01818
OG0000860	Syar.g_02931	Prbb.g_01825
OG0000861	Syar.g_02932	Prbb.g_01826
OG0000862	Syar.g_02942	Prbb.g_01827
OG0000863	Syar.g_02944	Prbb.g_01828
OG0000864	Syar.g_02945	Prbb.g_01829
OG0000865	Syar.g_02946	Prbb.g_01830
OG0000866	Syar.g_02947	Prbb.g_01831
OG0000867	Syar.g_02948	Prbb.g_01832
OG0000868	Syar.g_02950	Prbb.g_01833
OG0000869	Syar.g_02955	Prbb.g_01836
OG0000870	Syar.g_02960	Prbb.g_01841
OG0000871	Syar.g_02961	Prbb.g_01842
OG0000872	Syar.g_02967	Prbb.g_01843
OG0000873	Syar.g_02970	Prbb.g_01846
OG0000874	Syar.g_02974	Prbb.g_01849
OG0000875	Syar.g_02975	Prbb.g_01851
OG0000876	Syar.g_01828	Prbb.g_01852
OG0000877	Syar.g_02977	Prbb.g_01854
OG0000878	Syar.g_02978	Prbb.g_01855
OG0000879	Syar.g_02979	Prbb.g_01856
OG0000880	Syar.g_02980	Prbb.g_01857
OG0000881	Syar.g_02984	Prbb.g_01860
OG0000882	Syar.g_02989	Prbb.g_01865
OG0000883	Syar.g_02992	Prbb.g_01867
OG0000884	Syar.g_02994	Prbb.g_01869
OG0000885	Syar.g_02995	Prbb.g_01870
OG0000886	Syar.g_02996	Prbb.g_01871
OG0000887	Syar.g_02998	Prbb.g_01872
OG0000888	Syar.g_03000	Prbb.g_01874
OG0000889	Syar.g_03002	Prbb.g_01876
OG0000890	Syar.g_03005	Prbb.g_01877
OG0000891	Syar.g_03006	Prbb.g_01878
OG0000892	Syar.g_03008	Prbb.g_01880
OG0000893	Syar.g_00150	Prbb.g_01922
OG0000894	Syar.g_00145	Prbb.g_01925
OG0000895	Syar.g_00141	Prbb.g_01928
OG0000896	Syar.g_00140	Prbb.g_01929
OG0000897	Syar.g_00138	Prbb.g_01931
OG0000898	Syar.g_00137	Prbb.g_01932
OG0000899	Syar.g_00136	Prbb.g_01933
OG0000900	Syar.g_00135	Prbb.g_01934
OG0000901	Syar.g_00130	Prbb.g_01937
OG0000902	Syar.g_01013	Prbb.g_01939
OG0000903	Syar.g_01026	Prbb.g_01948
OG0000904	Syar.g_01021	Prbb.g_01943
OG0000905	Syar.g_01018	Prbb.g_01941
OG0000906	Syar.g_01015	Prbb.g_01940
OG0000907	Syar.g_01028	Prbb.g_01958
OG0000908	Syar.g_01031	Prbb.g_01961
OG0000909	Syar.g_01032	Prbb.g_01962
OG0000910	Syar.g_01033	Prbb.g_01963
OG0000911	Syar.g_01035	Prbb.g_01965
OG0000912	Syar.g_01036	Prbb.g_01966
OG0000913	Syar.g_01037	Prbb.g_01967
OG0000914	Syar.g_01038	Prbb.g_01968
OG0000915	Syar.g_01040	Prbb.g_01969
OG0000916	Syar.g_01041	Prbb.g_01970
OG0000917	Syar.g_01042	Prbb.g_01971
OG0000918	Syar.g_01043	Prbb.g_01972
OG0000919	Syar.g_01044	Prbb.g_01973
OG0000920	Syar.g_01045	Prbb.g_01974
OG0000921	Syar.g_01046	Prbb.g_01975
OG0000922	Syar.g_01047	Prbb.g_01976
OG0000923	Syar.g_01051	Prbb.g_01980
OG0000924	Syar.g_01052	Prbb.g_01981
OG0000925	Syar.g_01053	Prbb.g_01982
OG0000926	Syar.g_01054	Prbb.g_01983
OG0000927	Syar.g_01056	Prbb.g_01985
OG0000928	Syar.g_01057	Prbb.g_01986
OG0000929	Syar.g_01058	Prbb.g_01987
OG0000930	Syar.g_01059	Prbb.g_01988
OG0000931	Syar.g_01060	Prbb.g_01989
OG0000932	Syar.g_01061	Prbb.g_01990
OG0000933	Syar.g_01066	Prbb.g_01994
OG0000934	Syar.g_01068	Prbb.g_01996
OG0000935	Syar.g_01069	Prbb.g_01997
OG0000936	Syar.g_01070	Prbb.g_01998
OG0000937	Syar.g_01071	Prbb.g_01999
OG0000938	Syar.g_01074	Prbb.g_02002
OG0000939	Syar.g_01075	Prbb.g_02003
OG0000940	Syar.g_01081	Prbb.g_02010
OG0000941	Syar.g_01083	Prbb.g_02012
OG0000942	Syar.g_01085	Prbb.g_02014
OG0000943	Syar.g_01086	Prbb.g_02015
OG0000944	Syar.g_01088	Prbb.g_02017
OG0000945	Syar.g_01089	Prbb.g_02018
OG0000946	Syar.g_01095	Prbb.g_02024
OG0000947	Syar.g_01098	Prbb.g_02026
OG0000948	Syar.g_01099	Prbb.g_02027
OG0000949	Syar.g_00283	Prbb.g_02030
OG0000950	Syar.g_00661	Prbb.g_02035
OG0000951	Syar.g_00656	Prbb.g_02039
OG0000952	Syar.g_00651	Prbb.g_02043
OG0000953	Syar.g_00248	Prbb.g_02047
OG0000954	Syar.g_00258	Prbb.g_02051
OG0000955	Syar.g_00259	Prbb.g_02052
OG0000956	Syar.g_00261	Prbb.g_02054
OG0000957	Syar.g_00610	Prbb.g_02059
OG0000958	Syar.g_00609	Prbb.g_02060
OG0000959	Syar.g_00605	Prbb.g_02064
OG0000960	Syar.g_00604	Prbb.g_02065
OG0000961	Syar.g_00094	Prbb.g_02068
OG0000962	Syar.g_00594	Prbb.g_02070
OG0000963	Syar.g_00590	Prbb.g_02075
OG0000964	Syar.g_00589	Prbb.g_02076
OG0000965	Syar.g_00588	Prbb.g_02077
OG0000966	Syar.g_00549	Prbb.g_02099
OG0000967	Syar.g_00545	Prbb.g_02103
OG0000968	Syar.g_00542	Prbb.g_02105
OG0000969	Syar.g_00540	Prbb.g_02106
OG0000970	Syar.g_00539	Prbb.g_02107
OG0000971	Syar.g_00537	Prbb.g_02108
OG0000972	Syar.g_00536	Prbb.g_02109
OG0000973	Syar.g_00535	Prbb.g_02110
OG0000974	Syar.g_00534	Prbb.g_02111
OG0000975	Syar.g_00533	Prbb.g_02112
OG0000976	Syar.g_00532	Prbb.g_02113
OG0000977	Syar.g_00530	Prbb.g_02114
OG0000978	Syar.g_00529	Prbb.g_02115
OG0000979	Syar.g_00526	Prbb.g_02118
OG0000980	Syar.g_00523	Prbb.g_02120
OG0000981	Syar.g_00520	Prbb.g_02123
OG0000982	Syar.g_00331	Prbb.g_02125
OG0000983	Syar.g_00332	Prbb.g_02126
OG0000984	Syar.g_00333	Prbb.g_02127
OG0000985	Syar.g_00337	Prbb.g_02130
OG0000986	Syar.g_00344	Prbb.g_02132
OG0000987	Syar.g_00346	Prbb.g_02133
OG0000988	Syar.g_00352	Prbb.g_02136
OG0000989	Syar.g_00377	Prbb.g_02140
OG0000990	Syar.g_00697	Prbb.g_02145
OG0000991	Syar.g_00700	Prbb.g_02146
OG0000992	Syar.g_00704	Prbb.g_02149
OG0000993	Syar.g_00705	Prbb.g_02150
OG0000994	Syar.g_00708	Prbb.g_02151
OG0000995	Syar.g_03212, Syar.g_00624	Prbb.g_02155
OG0000996	Syar.g_00861	Prbb.g_02156
OG0000997	Syar.g_00437	Prbb.g_02164
OG0000998	Syar.g_00439	Prbb.g_02166
OG0000999	Syar.g_00440	Prbb.g_02167
OG0001000	Syar.g_00955, Syar.g_00444	Prbb.g_02170
OG0001001	Syar.g_00450	Prbb.g_02173
OG0001002	Syar.g_00457	Prbb.g_02178
OG0001003	Syar.g_00459	Prbb.g_02180
OG0001004	Syar.g_00460	Prbb.g_02181
OG0001005	Syar.g_00461	Prbb.g_02182
OG0001006	Syar.g_00468	Prbb.g_02187
OG0001007	Syar.g_00470	Prbb.g_02189
OG0001008	Syar.g_01178	Prbb.g_00442
OG0001009	Syar.g_00500	Prbb.g_00028
OG0001010	Syar.g_00501	Prbb.g_00029
OG0001011	Syar.g_00503	Prbb.g_00030
OG0001013	Syar.g_00906	Prbb.g_00063
OG0001014	Syar.g_00914	Prbb.g_00066
OG0001015	Syar.g_00915	Prbb.g_00067
OG0001017	Syar.g_03050	Prbb.g_00132
OG0001018	Syar.g_03052	Prbb.g_00135
OG0001019	Syar.g_03086	Prbb.g_00144
OG0001020	Syar.g_03092	Prbb.g_00145
OG0001021	Syar.g_03098	Prbb.g_00146
OG0001022	Syar.g_03102	Prbb.g_00149
OG0001023	Syar.g_03103	Prbb.g_00150
OG0001024	Syar.g_02276	Prbb.g_00153
OG0001025	Syar.g_03115	Prbb.g_00160
OG0001026	Syar.g_03131	Prbb.g_00168
OG0001027	Syar.g_00031	Prbb.g_00169
OG0001028	Syar.g_00034	Prbb.g_00171
OG0001029	Syar.g_00036	Prbb.g_00173
OG0001030	Syar.g_00058	Prbb.g_00189
OG0001031	Syar.g_00129	Prbb.g_00243
OG0001032	Syar.g_01011	Prbb.g_00244
OG0001033	Syar.g_00962	Prbb.g_00264
OG0001034	Syar.g_03022	Prbb.g_00293
OG0001035	Syar.g_00171	Prbb.g_00310
OG0001036	Syar.g_00193	Prbb.g_00314
OG0001037	Syar.g_00195	Prbb.g_00315
OG0001038	Syar.g_00223	Prbb.g_00331
OG0001040	Syar.g_00229	Prbb.g_00335
OG0001041	Syar.g_00234	Prbb.g_00339
OG0001042	Syar.g_00831	Prbb.g_00355
OG0001043	Syar.g_00826	Prbb.g_00356
OG0001044	Syar.g_01117	Prbb.g_00393
OG0001045	Syar.g_01130	Prbb.g_00402
OG0001046	Syar.g_02514	Prbb.g_01124
OG0001047	Syar.g_01180	Prbb.g_00444
OG0001048	Syar.g_01181	Prbb.g_00445
OG0001049	Syar.g_02872	Prbb.g_00447
OG0001050	Syar.g_02871	Prbb.g_00448
OG0001051	Syar.g_02870	Prbb.g_00449
OG0001052	Syar.g_01269	Prbb.g_00475
OG0001053	Syar.g_01472	Prbb.g_00488
OG0001054	Syar.g_01492	Prbb.g_00502
OG0001055	Syar.g_01513	Prbb.g_00521
OG0001056	Syar.g_02349	Prbb.g_00539
OG0001057	Syar.g_02341	Prbb.g_00544
OG0001058	Syar.g_02324	Prbb.g_00553
OG0001059	Syar.g_00422	Prbb.g_00557
OG0001060	Syar.g_02315	Prbb.g_00564
OG0001061	Syar.g_02297	Prbb.g_00577
OG0001062	Syar.g_02294	Prbb.g_00579
OG0001063	Syar.g_02209	Prbb.g_00580
OG0001064	Syar.g_02208	Prbb.g_00581
OG0001065	Syar.g_02207	Prbb.g_00582
OG0001066	Syar.g_02206	Prbb.g_00583
OG0001067	Syar.g_02205	Prbb.g_00584
OG0001068	Syar.g_02204	Prbb.g_00585
OG0001069	Syar.g_02203	Prbb.g_00586
OG0001070	Syar.g_02200	Prbb.g_00588
OG0001071	Syar.g_02199	Prbb.g_00589
OG0001072	Syar.g_02195	Prbb.g_00590
OG0001073	Syar.g_02182	Prbb.g_00604
OG0001074	Syar.g_02031	Prbb.g_00616
OG0001075	Syar.g_02215	Prbb.g_00617
OG0001076	Syar.g_02253	Prbb.g_00624
OG0001077	Syar.g_02240	Prbb.g_00629
OG0001078	Syar.g_02419	Prbb.g_00637
OG0001079	Syar.g_02431	Prbb.g_00648
OG0001080	Syar.g_02442	Prbb.g_00654
OG0001081	Syar.g_02444	Prbb.g_00656
OG0001082	Syar.g_02445	Prbb.g_00657
OG0001083	Syar.g_02473	Prbb.g_00662
OG0001084	Syar.g_02474	Prbb.g_00664
OG0001085	Syar.g_01688	Prbb.g_00674
OG0001086	Syar.g_01686	Prbb.g_00675
OG0001087	Syar.g_02347	Prbb.g_00694
OG0001088	Syar.g_00431	Prbb.g_00695
OG0001089	Syar.g_01942	Prbb.g_00705
OG0001090	Syar.g_01582	Prbb.g_00714
OG0001091	Syar.g_01580	Prbb.g_00716
OG0001092	Syar.g_01578	Prbb.g_00717
OG0001093	Syar.g_01572	Prbb.g_00722
OG0001094	Syar.g_02633	Prbb.g_00777
OG0001095	Syar.g_02653	Prbb.g_00796
OG0001096	Syar.g_02476	Prbb.g_00811
OG0001097	Syar.g_01823	Prbb.g_00830
OG0001098	Syar.g_01672	Prbb.g_00847
OG0001099	Syar.g_00035	Prbb.g_00917
OG0001100	Syar.g_01625	Prbb.g_00924
OG0001101	Syar.g_01623	Prbb.g_00926
OG0001102	Syar.g_01620	Prbb.g_00929
OG0001103	Syar.g_01618	Prbb.g_00931
OG0001104	Syar.g_02616	Prbb.g_00763
OG0001105	Syar.g_02620	Prbb.g_00767
OG0001106	Syar.g_02553	Prbb.g_00979
OG0001107	Syar.g_02541	Prbb.g_00989
