Orthogroup	Syar	Prao
OG0000581	Syar.g_02175	Prao.g_00043
OG0000582	Syar.g_02131	Prao.g_00046
OG0000583	Syar.g_02132	Prao.g_00047
OG0000584	Syar.g_02133	Prao.g_00048
OG0000585	Syar.g_02170	Prao.g_00050
OG0000586	Syar.g_02171	Prao.g_00051
OG0000587	Syar.g_02173	Prao.g_00052
OG0000588	Syar.g_02275	Prao.g_00056
OG0000589	Syar.g_02261	Prao.g_00060
OG0000590	Syar.g_02260	Prao.g_00061
OG0000591	Syar.g_02246	Prao.g_00064
OG0000592	Syar.g_02245	Prao.g_00065
OG0000593	Syar.g_02414	Prao.g_00071
OG0000594	Syar.g_02415	Prao.g_00072
OG0000595	Syar.g_02416	Prao.g_00073
OG0000596	Syar.g_02421	Prao.g_00077
OG0000597	Syar.g_02424	Prao.g_00079
OG0000598	Syar.g_02425	Prao.g_00080
OG0000599	Syar.g_02428	Prao.g_00083
OG0000600	Syar.g_02429	Prao.g_00084
OG0000601	Syar.g_02430	Prao.g_00085
OG0000602	Syar.g_02435	Prao.g_00087
OG0000603	Syar.g_02436	Prao.g_00088
OG0000604	Syar.g_02438	Prao.g_00089
OG0000605	Syar.g_02440	Prao.g_00090
OG0000606	Syar.g_02443	Prao.g_00093
OG0000607	Syar.g_02446	Prao.g_00096
OG0000608	Syar.g_02447	Prao.g_00097
OG0000609	Syar.g_02470	Prao.g_00098
OG0000610	Syar.g_01917	Prao.g_00103
OG0000611	Syar.g_01914	Prao.g_00106
OG0000612	Syar.g_01913	Prao.g_00107
OG0000613	Syar.g_00712	Prao.g_00112
OG0000614	Syar.g_02012, Syar.g_01344	Prao.g_00130
OG0000615	Syar.g_02603	Prao.g_00138
OG0000616	Syar.g_00454	Prao.g_00142
OG0000617	Syar.g_01576	Prao.g_00654
OG0000618	Syar.g_01575	Prao.g_00655
OG0000619	Syar.g_01574	Prao.g_00656
OG0000620	Syar.g_01569	Prao.g_00659
OG0000621	Syar.g_01568	Prao.g_00660
OG0000622	Syar.g_01566	Prao.g_00661
OG0000623	Syar.g_01565	Prao.g_00662
OG0000624	Syar.g_01564	Prao.g_00663
OG0000625	Syar.g_01563	Prao.g_00664
OG0000626	Syar.g_01562	Prao.g_00665
OG0000627	Syar.g_01868	Prao.g_00666
OG0000628	Syar.g_01869	Prao.g_00667
OG0000629	Syar.g_01872	Prao.g_00668
OG0000630	Syar.g_02586	Prao.g_00671
OG0000631	Syar.g_02579	Prao.g_00732
OG0000632	Syar.g_02578	Prao.g_00733
OG0000633	Syar.g_02576	Prao.g_00734
OG0000634	Syar.g_02635	Prao.g_00737
OG0000635	Syar.g_02636	Prao.g_00738
OG0000636	Syar.g_02638	Prao.g_00740
OG0000637	Syar.g_02640	Prao.g_00742
OG0000638	Syar.g_02641	Prao.g_00743
OG0000639	Syar.g_02642	Prao.g_00744
OG0000640	Syar.g_02643	Prao.g_00745
OG0000641	Syar.g_02648	Prao.g_00749
OG0000642	Syar.g_02649	Prao.g_00750
OG0000643	Syar.g_02650	Prao.g_00751
OG0000644	Syar.g_02651	Prao.g_00752
OG0000645	Syar.g_02652	Prao.g_00753
OG0000646	Syar.g_02655	Prao.g_00755
OG0000647	Syar.g_02657	Prao.g_00756
OG0000648	Syar.g_02659	Prao.g_00758
OG0000649	Syar.g_02660	Prao.g_00759
OG0000650	Syar.g_02661	Prao.g_00760
OG0000651	Syar.g_02662	Prao.g_00761
OG0000652	Syar.g_02663	Prao.g_00762
OG0000653	Syar.g_02665	Prao.g_00764
OG0000654	Syar.g_02666	Prao.g_00765
OG0000655	Syar.g_02667	Prao.g_00766
OG0000656	Syar.g_02479	Prao.g_00769
OG0000657	Syar.g_01812	Prao.g_00777
OG0000658	Syar.g_01815	Prao.g_00778
OG0000659	Syar.g_01816	Prao.g_00779
OG0000660	Syar.g_01820	Prao.g_00783
OG0000661	Syar.g_03175, Syar.g_01822	Prao.g_00785
OG0000662	Syar.g_01829	Prao.g_00787
OG0000663	Syar.g_01832	Prao.g_00789
OG0000664	Syar.g_01837	Prao.g_00790
OG0000665	Syar.g_02774	Prao.g_00794
OG0000666	Syar.g_01241	Prao.g_00795
OG0000667	Syar.g_02346	Prao.g_00799
OG0000668	Syar.g_01802	Prao.g_00829
OG0000669	Syar.g_01627	Prao.g_00837
OG0000670	Syar.g_01624	Prao.g_00839
OG0000671	Syar.g_01622	Prao.g_00841
OG0000672	Syar.g_01619	Prao.g_00843
OG0000673	Syar.g_01615	Prao.g_00846
OG0000674	Syar.g_01613	Prao.g_00848
OG0000675	Syar.g_01612	Prao.g_00849
OG0000676	Syar.g_01608	Prao.g_00851
OG0000677	Syar.g_01607	Prao.g_00852
OG0000678	Syar.g_02037	Prao.g_00854
OG0000679	Syar.g_02606	Prao.g_00858
OG0000680	Syar.g_02607	Prao.g_00859
OG0000681	Syar.g_02610	Prao.g_00861
OG0000682	Syar.g_02611	Prao.g_00862
OG0000683	Syar.g_02612	Prao.g_00863
OG0000684	Syar.g_02615	Prao.g_00864
OG0000685	Syar.g_02617	Prao.g_00866
OG0000686	Syar.g_02618	Prao.g_00867
OG0000687	Syar.g_02619	Prao.g_00868
OG0000688	Syar.g_02624	Prao.g_00871
OG0000689	Syar.g_02626	Prao.g_00872
OG0000690	Syar.g_02627	Prao.g_00873
OG0000691	Syar.g_02628	Prao.g_00874
OG0000692	Syar.g_02629	Prao.g_00876
OG0000693	Syar.g_02631	Prao.g_00877
OG0000694	Syar.g_02632	Prao.g_00878
OG0000695	Syar.g_02573	Prao.g_00880
OG0000696	Syar.g_02572	Prao.g_00881
OG0000697	Syar.g_02570	Prao.g_00882
OG0000698	Syar.g_02567	Prao.g_00885
OG0000699	Syar.g_02566	Prao.g_00886
OG0000700	Syar.g_02565	Prao.g_00887
OG0000701	Syar.g_02564	Prao.g_00888
OG0000702	Syar.g_02559	Prao.g_00890
OG0000703	Syar.g_02557	Prao.g_00891
OG0000704	Syar.g_02555	Prao.g_00892
OG0000705	Syar.g_02547	Prao.g_00896
OG0000706	Syar.g_02546	Prao.g_00897
OG0000707	Syar.g_02545	Prao.g_00898
OG0000708	Syar.g_02542	Prao.g_00899
OG0000709	Syar.g_02534	Prao.g_00903
OG0000710	Syar.g_02528	Prao.g_00906
OG0000711	Syar.g_02499	Prao.g_00923
OG0000712	Syar.g_02497	Prao.g_00925
OG0000713	Syar.g_02496	Prao.g_00926
OG0000714	Syar.g_02494	Prao.g_00927
OG0000715	Syar.g_02492	Prao.g_00929
OG0000716	Syar.g_02488	Prao.g_00931
OG0000717	Syar.g_02487	Prao.g_00932
OG0000718	Syar.g_02483	Prao.g_00943
OG0000719	Syar.g_01804	Prao.g_00945
OG0000720	Syar.g_01790	Prao.g_00954
OG0000721	Syar.g_01788	Prao.g_00956
OG0000722	Syar.g_01787	Prao.g_00957
OG0000723	Syar.g_01560	Prao.g_00960
OG0000724	Syar.g_01367, Syar.g_02120	Prao.g_00969
OG0000725	Syar.g_01934	Prao.g_00975
OG0000726	Syar.g_01935	Prao.g_00976
OG0000727	Syar.g_01936	Prao.g_00977
OG0000728	Syar.g_01938	Prao.g_00979
OG0000729	Syar.g_00593	Prao.g_01027
OG0000730	Syar.g_01115	Prao.g_01156
OG0000731	Syar.g_01127	Prao.g_01152
OG0000732	Syar.g_00522	Prao.g_01143
OG0000733	Syar.g_02234	Prao.g_01121
OG0000734	Syar.g_03128	Prao.g_01104
OG0000735	Syar.g_01522	Prao.g_01102
OG0000736	Syar.g_01523	Prao.g_01101
OG0000737	Syar.g_01524	Prao.g_01100
OG0000738	Syar.g_01530	Prao.g_01096
OG0000739	Syar.g_01531	Prao.g_01095
OG0000740	Syar.g_01532	Prao.g_01094
OG0000741	Syar.g_01535	Prao.g_01093
OG0000742	Syar.g_01538	Prao.g_01090
OG0000743	Syar.g_01541	Prao.g_01088
OG0000744	Syar.g_01542	Prao.g_01087
OG0000745	Syar.g_01545	Prao.g_01086
OG0000746	Syar.g_01549	Prao.g_01084
OG0000747	Syar.g_01551	Prao.g_01083
OG0000748	Syar.g_01945	Prao.g_01080
OG0000749	Syar.g_01946	Prao.g_01079
OG0000750	Syar.g_01947	Prao.g_01078
OG0000751	Syar.g_01952	Prao.g_01076
OG0000752	Syar.g_01954	Prao.g_01074
OG0000753	Syar.g_01957	Prao.g_01071
OG0000754	Syar.g_01963	Prao.g_01068
OG0000755	Syar.g_01974	Prao.g_01065
OG0000756	Syar.g_01975	Prao.g_01064
OG0000757	Syar.g_01984	Prao.g_01058
OG0000758	Syar.g_01985	Prao.g_01057
OG0000759	Syar.g_01986	Prao.g_01056
OG0000760	Syar.g_01987	Prao.g_01055
OG0000761	Syar.g_01988	Prao.g_01054
OG0000762	Syar.g_01992	Prao.g_01053
OG0000763	Syar.g_01699	Prao.g_01051
OG0000764	Syar.g_01700	Prao.g_01050
OG0000765	Syar.g_01718	Prao.g_01041
OG0000766	Syar.g_01719	Prao.g_01040
OG0000767	Syar.g_01721	Prao.g_01038
OG0000768	Syar.g_01722	Prao.g_01037
OG0000769	Syar.g_01724	Prao.g_01035
OG0000770	Syar.g_01727	Prao.g_01033
OG0000771	Syar.g_01373	Prao.g_00014
OG0000772	Syar.g_00746	Prao.g_01305
OG0000773	Syar.g_02694	Prao.g_01285
OG0000774	Syar.g_02771	Prao.g_01283
OG0000775	Syar.g_02773	Prao.g_01281
OG0000776	Syar.g_01755	Prao.g_01280
OG0000777	Syar.g_01754	Prao.g_01279
OG0000778	Syar.g_01753	Prao.g_01278
OG0000779	Syar.g_02779	Prao.g_01274
OG0000780	Syar.g_02781	Prao.g_01273
OG0000781	Syar.g_02785	Prao.g_01270
OG0000782	Syar.g_02786	Prao.g_01269
OG0000783	Syar.g_02787	Prao.g_01268
OG0000784	Syar.g_02788	Prao.g_01267
OG0000785	Syar.g_02791	Prao.g_01265
OG0000786	Syar.g_02795	Prao.g_01263
OG0000787	Syar.g_02796	Prao.g_01262
OG0000788	Syar.g_02331	Prao.g_01252
OG0000789	Syar.g_02040	Prao.g_01249
OG0000790	Syar.g_01456	Prao.g_01234
OG0000791	Syar.g_01454	Prao.g_01232
OG0000792	Syar.g_01453	Prao.g_01231
OG0000793	Syar.g_01243	Prao.g_01228
OG0000794	Syar.g_01242	Prao.g_01227
OG0000795	Syar.g_01240	Prao.g_01226
OG0000796	Syar.g_01236	Prao.g_01222
OG0000797	Syar.g_01235	Prao.g_01221
OG0000799	Syar.g_02844	Prao.g_01379
OG0000800	Syar.g_02843	Prao.g_01380
OG0000801	Syar.g_02842	Prao.g_01381
OG0000802	Syar.g_02825	Prao.g_01383
OG0000803	Syar.g_02822	Prao.g_01385
OG0000804	Syar.g_02819	Prao.g_01386
OG0000805	Syar.g_02817	Prao.g_01388
OG0000806	Syar.g_02815	Prao.g_01390
OG0000807	Syar.g_02814	Prao.g_01391
OG0000808	Syar.g_02813	Prao.g_01392
OG0000809	Syar.g_02811	Prao.g_01395
OG0000810	Syar.g_02810	Prao.g_01396
OG0000811	Syar.g_02805	Prao.g_01400
OG0000812	Syar.g_02803	Prao.g_01402
OG0000813	Syar.g_02802	Prao.g_01403
OG0000814	Syar.g_02800	Prao.g_01405
OG0000815	Syar.g_02799	Prao.g_01406
OG0000816	Syar.g_02797	Prao.g_01408
OG0000817	Syar.g_02861	Prao.g_01409
OG0000818	Syar.g_01418	Prao.g_01414
OG0000819	Syar.g_01417	Prao.g_01415
OG0000820	Syar.g_01416	Prao.g_01416
OG0000821	Syar.g_01410	Prao.g_01419
OG0000822	Syar.g_01408	Prao.g_01420
OG0000823	Syar.g_01407	Prao.g_01421
OG0000824	Syar.g_01402	Prao.g_01424
OG0000825	Syar.g_01401	Prao.g_01425
OG0000826	Syar.g_01400	Prao.g_01426
OG0000827	Syar.g_01399	Prao.g_01427
OG0000828	Syar.g_01396	Prao.g_01430
OG0000829	Syar.g_01395	Prao.g_01431
OG0000830	Syar.g_01394	Prao.g_01432
OG0000831	Syar.g_01391	Prao.g_01434
OG0000832	Syar.g_01213	Prao.g_01440
OG0000833	Syar.g_02877	Prao.g_01448
OG0000834	Syar.g_02878	Prao.g_01449
OG0000835	Syar.g_02879	Prao.g_01450
OG0000836	Syar.g_02881	Prao.g_01451
OG0000837	Syar.g_02882	Prao.g_01452
OG0000838	Syar.g_02886	Prao.g_01454
OG0000839	Syar.g_02887	Prao.g_01455
OG0000840	Syar.g_02888	Prao.g_01456
OG0000841	Syar.g_02889	Prao.g_01457
OG0000842	Syar.g_02890	Prao.g_01458
OG0000843	Syar.g_02891	Prao.g_01459
OG0000844	Syar.g_02893	Prao.g_01460
OG0000845	Syar.g_02894	Prao.g_01461
OG0000846	Syar.g_02895	Prao.g_01462
OG0000847	Syar.g_02896	Prao.g_01463
OG0000848	Syar.g_02898	Prao.g_01464
OG0000849	Syar.g_02899	Prao.g_01465
OG0000850	Syar.g_02902	Prao.g_01467
OG0000851	Syar.g_02905	Prao.g_01468
OG0000852	Syar.g_02906	Prao.g_01469
OG0000853	Syar.g_02910	Prao.g_01473
OG0000854	Syar.g_02912	Prao.g_01475
OG0000855	Syar.g_02913	Prao.g_01476
OG0000856	Syar.g_02243	Prao.g_01491
OG0000857	Syar.g_02656	Prao.g_01519
OG0000858	Syar.g_02920	Prao.g_01546
OG0000859	Syar.g_02921	Prao.g_01547
OG0000860	Syar.g_02931	Prao.g_01554
OG0000861	Syar.g_02932	Prao.g_01555
OG0000862	Syar.g_02942	Prao.g_01556
OG0000863	Syar.g_02944	Prao.g_01558
OG0000864	Syar.g_02945	Prao.g_01559
OG0000865	Syar.g_02946	Prao.g_01560
OG0000866	Syar.g_02947	Prao.g_01561
OG0000867	Syar.g_02948	Prao.g_01562
OG0000868	Syar.g_02950	Prao.g_01563
OG0000869	Syar.g_02955	Prao.g_01567
OG0000870	Syar.g_02960	Prao.g_01572
OG0000871	Syar.g_02961	Prao.g_01573
OG0000872	Syar.g_02967	Prao.g_01574
OG0000873	Syar.g_02970	Prao.g_01577
OG0000874	Syar.g_02974	Prao.g_01580
OG0000875	Syar.g_02975	Prao.g_01581
OG0000876	Syar.g_01828	Prao.g_01582
OG0000877	Syar.g_02977	Prao.g_01584
OG0000878	Syar.g_02978	Prao.g_01585
OG0000879	Syar.g_02979	Prao.g_01586
OG0000880	Syar.g_02980	Prao.g_01587
OG0000881	Syar.g_02984	Prao.g_01591
OG0000882	Syar.g_02989	Prao.g_01596
OG0000883	Syar.g_02992	Prao.g_01597
OG0000884	Syar.g_02994	Prao.g_01599
OG0000885	Syar.g_02995	Prao.g_01600
OG0000886	Syar.g_02996	Prao.g_01601
OG0000887	Syar.g_02998	Prao.g_01602
OG0000888	Syar.g_03000	Prao.g_01604
OG0000889	Syar.g_03002	Prao.g_01606
OG0000890	Syar.g_03005	Prao.g_01607
OG0000891	Syar.g_03006	Prao.g_01608
OG0000892	Syar.g_03008	Prao.g_01610
OG0000893	Syar.g_00150	Prao.g_01615
OG0000894	Syar.g_00145	Prao.g_01617
OG0000895	Syar.g_00141	Prao.g_01620
OG0000896	Syar.g_00140	Prao.g_01621
OG0000897	Syar.g_00138	Prao.g_01623
OG0000898	Syar.g_00137	Prao.g_01624
OG0000899	Syar.g_00136	Prao.g_01625
OG0000900	Syar.g_00135	Prao.g_01626
OG0000901	Syar.g_00130	Prao.g_01629
OG0000902	Syar.g_01013	Prao.g_01631
OG0000903	Syar.g_01026	Prao.g_01634
OG0000904	Syar.g_01021	Prao.g_01636
OG0000905	Syar.g_01018	Prao.g_01641
OG0000906	Syar.g_01015	Prao.g_01642
OG0000907	Syar.g_01028	Prao.g_01645
OG0000908	Syar.g_01031	Prao.g_01648
OG0000909	Syar.g_01032	Prao.g_01649
OG0000910	Syar.g_01033	Prao.g_01650
OG0000911	Syar.g_01035	Prao.g_01652
OG0000912	Syar.g_01036	Prao.g_01653
OG0000913	Syar.g_01037	Prao.g_01654
OG0000914	Syar.g_01038	Prao.g_01655
OG0000915	Syar.g_01040	Prao.g_01656
OG0000916	Syar.g_01041	Prao.g_01657
OG0000917	Syar.g_01042	Prao.g_01658
OG0000918	Syar.g_01043	Prao.g_01659
OG0000919	Syar.g_01044	Prao.g_01660
OG0000920	Syar.g_01045	Prao.g_01661
OG0000921	Syar.g_01046	Prao.g_01662
OG0000922	Syar.g_01047	Prao.g_01663
OG0000923	Syar.g_01051	Prao.g_01667
OG0000924	Syar.g_01052	Prao.g_01668
OG0000925	Syar.g_01053	Prao.g_01669
OG0000926	Syar.g_01054	Prao.g_01670
OG0000927	Syar.g_01056	Prao.g_01672
OG0000928	Syar.g_01057	Prao.g_01673
OG0000929	Syar.g_01058	Prao.g_01674
OG0000930	Syar.g_01059	Prao.g_01675
OG0000931	Syar.g_01060	Prao.g_01676
OG0000932	Syar.g_01061	Prao.g_01677
OG0000933	Syar.g_01066	Prao.g_01681
OG0000934	Syar.g_01068	Prao.g_01683
OG0000935	Syar.g_01069	Prao.g_01684
OG0000936	Syar.g_01070	Prao.g_01685
OG0000937	Syar.g_01071	Prao.g_01686
OG0000938	Syar.g_01074	Prao.g_01688
OG0000939	Syar.g_01075	Prao.g_01689
OG0000940	Syar.g_01081	Prao.g_01696
OG0000941	Syar.g_01083	Prao.g_01698
OG0000942	Syar.g_01085	Prao.g_01700
OG0000943	Syar.g_01086	Prao.g_01701
OG0000944	Syar.g_01088	Prao.g_01702
OG0000945	Syar.g_01089	Prao.g_01703
OG0000946	Syar.g_01095	Prao.g_01707
OG0000947	Syar.g_01098	Prao.g_01709
OG0000948	Syar.g_01099	Prao.g_01710
OG0000949	Syar.g_00283	Prao.g_01713
OG0000950	Syar.g_00661	Prao.g_01718
OG0000951	Syar.g_00656	Prao.g_01722
OG0000952	Syar.g_00651	Prao.g_01726
OG0000953	Syar.g_00248	Prao.g_01729
OG0000954	Syar.g_00258	Prao.g_01733
OG0000955	Syar.g_00259	Prao.g_01734
OG0000956	Syar.g_00261	Prao.g_01736
OG0000957	Syar.g_00610	Prao.g_01741
OG0000958	Syar.g_00609	Prao.g_01742
OG0000959	Syar.g_00605	Prao.g_01746
OG0000960	Syar.g_00604	Prao.g_01747
OG0000961	Syar.g_00094	Prao.g_01749
OG0000962	Syar.g_00594	Prao.g_01751
OG0000963	Syar.g_00590	Prao.g_01755
OG0000964	Syar.g_00589	Prao.g_01756
OG0000965	Syar.g_00588	Prao.g_01757
OG0000966	Syar.g_00549	Prao.g_01764
OG0000967	Syar.g_00545	Prao.g_01769
OG0000968	Syar.g_00542	Prao.g_01771
OG0000969	Syar.g_00540	Prao.g_01772
OG0000970	Syar.g_00539	Prao.g_01773
OG0000971	Syar.g_00537	Prao.g_01774
OG0000972	Syar.g_00536	Prao.g_01775
OG0000973	Syar.g_00535	Prao.g_01776
OG0000974	Syar.g_00534	Prao.g_01777
OG0000975	Syar.g_00533	Prao.g_01778
OG0000976	Syar.g_00532	Prao.g_01779
OG0000977	Syar.g_00530	Prao.g_01780
OG0000978	Syar.g_00529	Prao.g_01781
OG0000979	Syar.g_00526	Prao.g_01784
OG0000980	Syar.g_00523	Prao.g_01786
OG0000981	Syar.g_00520	Prao.g_01788
OG0000982	Syar.g_00331	Prao.g_01790
OG0000983	Syar.g_00332	Prao.g_01791
OG0000984	Syar.g_00333	Prao.g_01792
OG0000985	Syar.g_00337	Prao.g_01795
OG0000986	Syar.g_00344	Prao.g_01797
OG0000987	Syar.g_00346	Prao.g_01798
OG0000988	Syar.g_00352	Prao.g_01801
OG0000989	Syar.g_00377	Prao.g_01805
OG0000990	Syar.g_00697	Prao.g_01808
OG0000991	Syar.g_00700	Prao.g_01809
OG0000992	Syar.g_00704	Prao.g_01811
OG0000993	Syar.g_00705	Prao.g_01812
OG0000994	Syar.g_00708	Prao.g_01813
OG0000995	Syar.g_03212, Syar.g_00624	Prao.g_01817
OG0000996	Syar.g_00861	Prao.g_01818
OG0000997	Syar.g_00437	Prao.g_01819
OG0000998	Syar.g_00439	Prao.g_01821
OG0000999	Syar.g_00440	Prao.g_01822
OG0001000	Syar.g_00955, Syar.g_00444	Prao.g_01825
OG0001001	Syar.g_00450	Prao.g_01827
OG0001002	Syar.g_00457	Prao.g_01831
OG0001003	Syar.g_00459	Prao.g_01833
OG0001004	Syar.g_00460	Prao.g_01834
OG0001005	Syar.g_00461	Prao.g_01835
OG0001006	Syar.g_00468	Prao.g_01839
OG0001007	Syar.g_00470	Prao.g_01841
OG0001008	Syar.g_01178	Prao.g_00541
OG0001009	Syar.g_00500	Prao.g_00174
OG0001010	Syar.g_00501	Prao.g_00175
OG0001011	Syar.g_00503	Prao.g_00176
OG0001013	Syar.g_00906	Prao.g_00194
OG0001014	Syar.g_00914	Prao.g_00197
OG0001015	Syar.g_00915	Prao.g_00198
OG0001017	Syar.g_03050	Prao.g_00216
OG0001018	Syar.g_03052	Prao.g_00219
OG0001019	Syar.g_03086	Prao.g_00228
OG0001020	Syar.g_03092	Prao.g_00229
OG0001021	Syar.g_03098	Prao.g_00230
OG0001022	Syar.g_03102	Prao.g_00233
OG0001023	Syar.g_03103	Prao.g_00234
OG0001024	Syar.g_02276	Prao.g_00237
OG0001025	Syar.g_03115	Prao.g_00243
OG0001026	Syar.g_03131	Prao.g_00249
OG0001027	Syar.g_00031	Prao.g_00250
OG0001028	Syar.g_00034	Prao.g_00252
OG0001029	Syar.g_00036	Prao.g_00254
OG0001030	Syar.g_00058	Prao.g_00269
OG0001031	Syar.g_00129	Prao.g_00324
OG0001032	Syar.g_01011	Prao.g_00325
OG0001033	Syar.g_00962	Prao.g_00346
OG0001034	Syar.g_03022	Prao.g_00374
OG0001035	Syar.g_00171	Prao.g_00392
OG0001036	Syar.g_00193	Prao.g_00397
OG0001037	Syar.g_00195	Prao.g_00398
OG0001038	Syar.g_00223	Prao.g_00415
OG0001039	Syar.g_00226	Prao.g_00418
OG0001040	Syar.g_00229	Prao.g_00420
OG0001041	Syar.g_00234	Prao.g_00424
OG0001042	Syar.g_00831	Prao.g_00441
OG0001043	Syar.g_00826	Prao.g_00442
OG0001044	Syar.g_01117	Prao.g_00469
OG0001045	Syar.g_01130	Prao.g_00477
OG0001046	Syar.g_02514	Prao.g_00513
OG0001047	Syar.g_01180	Prao.g_00543
OG0001048	Syar.g_01181	Prao.g_00544
OG0001049	Syar.g_02872	Prao.g_00546
OG0001050	Syar.g_02871	Prao.g_00547
OG0001051	Syar.g_02870	Prao.g_00548
OG0001052	Syar.g_01269	Prao.g_00577
OG0001053	Syar.g_01472	Prao.g_00589
OG0001054	Syar.g_01492	Prao.g_00604
OG0001055	Syar.g_01513	Prao.g_00623
OG0001056	Syar.g_02349	Prao.g_01855
OG0001057	Syar.g_02341	Prao.g_01160
OG0001058	Syar.g_02324	Prao.g_01168
OG0001059	Syar.g_00422	Prao.g_01172
OG0001060	Syar.g_02315	Prao.g_01179
OG0001061	Syar.g_02297	Prao.g_01866
OG0001062	Syar.g_02294	Prao.g_01868
OG0001063	Syar.g_02209	Prao.g_01870
OG0001064	Syar.g_02208	Prao.g_00018
OG0001065	Syar.g_02207	Prao.g_00019
OG0001066	Syar.g_02206	Prao.g_00020
OG0001067	Syar.g_02205	Prao.g_00021
OG0001068	Syar.g_02204	Prao.g_00022
OG0001069	Syar.g_02203	Prao.g_00023
OG0001070	Syar.g_02200	Prao.g_00026
OG0001071	Syar.g_02199	Prao.g_00027
OG0001072	Syar.g_02195	Prao.g_00028
OG0001073	Syar.g_02182	Prao.g_00042
OG0001074	Syar.g_02031	Prao.g_00053
OG0001075	Syar.g_02215	Prao.g_00054
OG0001076	Syar.g_02253	Prao.g_00063
OG0001077	Syar.g_02240	Prao.g_00067
OG0001078	Syar.g_02419	Prao.g_00075
OG0001079	Syar.g_02431	Prao.g_00086
OG0001080	Syar.g_02442	Prao.g_00092
OG0001081	Syar.g_02444	Prao.g_00094
OG0001082	Syar.g_02445	Prao.g_00095
OG0001083	Syar.g_02473	Prao.g_00100
OG0001084	Syar.g_02474	Prao.g_00101
OG0001085	Syar.g_01688	Prao.g_00109
OG0001086	Syar.g_01686	Prao.g_00110
OG0001087	Syar.g_02347	Prao.g_00126
OG0001088	Syar.g_00431	Prao.g_00127
OG0001089	Syar.g_01942	Prao.g_00135
OG0001090	Syar.g_01582	Prao.g_00649
OG0001091	Syar.g_01580	Prao.g_00651
OG0001092	Syar.g_01578	Prao.g_00652
OG0001093	Syar.g_01572	Prao.g_00657
OG0001094	Syar.g_02633	Prao.g_00735
OG0001095	Syar.g_02653	Prao.g_00754
OG0001096	Syar.g_02476	Prao.g_00767
OG0001097	Syar.g_01823	Prao.g_00786
OG0001098	Syar.g_01672	Prao.g_00801
OG0001099	Syar.g_00035	Prao.g_00834
OG0001100	Syar.g_01625	Prao.g_00838
OG0001101	Syar.g_01623	Prao.g_00840
OG0001102	Syar.g_01620	Prao.g_00842
OG0001103	Syar.g_01618	Prao.g_00844
OG0001104	Syar.g_02616	Prao.g_00865
OG0001105	Syar.g_02620	Prao.g_00869
OG0001106	Syar.g_02553	Prao.g_00893
OG0001107	Syar.g_02541	Prao.g_00900
OG0001109	Syar.g_02529	Prao.g_00905
OG0001110	Syar.g_02527	Prao.g_00907
OG0001111	Syar.g_02525	Prao.g_00908
OG0001112	Syar.g_02523	Prao.g_00909
OG0001113	Syar.g_02522	Prao.g_00910
OG0001114	Syar.g_02521	Prao.g_00911
OG0001115	Syar.g_02519	Prao.g_00913
OG0001116	Syar.g_02517	Prao.g_00914
OG0001117	Syar.g_02516	Prao.g_00915
OG0001118	Syar.g_02515	Prao.g_00916
OG0001119	Syar.g_02513	Prao.g_00917
OG0001120	Syar.g_02507	Prao.g_00919
OG0001122	Syar.g_01803	Prao.g_00946
OG0001123	Syar.g_01796	Prao.g_00950
OG0001124	Syar.g_01793	Prao.g_00952
OG0001125	Syar.g_01791	Prao.g_00953
OG0001126	Syar.g_01375	Prao.g_00963
OG0001127	Syar.g_01374	Prao.g_00964
OG0001128	Syar.g_01371	Prao.g_00966
OG0001129	Syar.g_01369	Prao.g_00967
OG0001130	Syar.g_01368	Prao.g_00968
OG0001131	Syar.g_02448	Prao.g_01007
OG0001132	Syar.g_00684	Prao.g_01016
OG0001133	Syar.g_02249	Prao.g_01137
OG0001134	Syar.g_02235	Prao.g_01122
OG0001135	Syar.g_02232	Prao.g_01119
OG0001136	Syar.g_01536	Prao.g_01092
OG0001137	Syar.g_01944	Prao.g_01081
OG0001138	Syar.g_01977	Prao.g_01063
OG0001139	Syar.g_01980	Prao.g_01062
OG0001140	Syar.g_01981	Prao.g_01061
OG0001141	Syar.g_01982	Prao.g_01060
OG0001142	Syar.g_01983	Prao.g_01059
OG0001143	Syar.g_01698	Prao.g_01052
OG0001144	Syar.g_01707	Prao.g_01047
OG0001145	Syar.g_02769	Prao.g_01284
OG0001146	Syar.g_02782	Prao.g_01272
OG0001147	Syar.g_01276	Prao.g_01253
OG0001148	Syar.g_01459	Prao.g_01237
OG0001149	Syar.g_01458	Prao.g_01236
OG0001150	Syar.g_01457	Prao.g_01235
OG0001151	Syar.g_01238	Prao.g_01224
OG0001152	Syar.g_01237	Prao.g_01223
OG0001153	Syar.g_01398	Prao.g_01428
OG0001154	Syar.g_01397	Prao.g_01429
OG0001155	Syar.g_01211	Prao.g_01441
OG0001156	Syar.g_01185	Prao.g_01444
OG0001157	Syar.g_01184	Prao.g_01445
OG0001158	Syar.g_01183	Prao.g_01446
OG0001159	Syar.g_01182	Prao.g_01447
OG0001160	Syar.g_02908	Prao.g_01471
OG0001161	Syar.g_00382	Prao.g_01484
OG0001162	Syar.g_03081	Prao.g_01495
OG0001163	Syar.g_02917	Prao.g_01544
OG0001164	Syar.g_02922	Prao.g_01548
OG0001165	Syar.g_02927	Prao.g_01551
