Orthogroup	Syar	Prar
OG0000575	Syar.g_03180	Prar.g_01427
OG0000576	Syar.g_02187	Prar.g_01429
OG0000577	Syar.g_02186	Prar.g_01430
OG0000578	Syar.g_02185	Prar.g_01431
OG0000579	Syar.g_02184	Prar.g_01432
OG0000580	Syar.g_02183	Prar.g_01433
OG0000581	Syar.g_02175	Prar.g_01435
OG0000582	Syar.g_02131	Prar.g_01438
OG0000583	Syar.g_02132	Prar.g_01439
OG0000584	Syar.g_02133	Prar.g_01440
OG0000585	Syar.g_02170	Prar.g_01442
OG0000586	Syar.g_02171	Prar.g_01443
OG0000587	Syar.g_02173	Prar.g_01444
OG0000588	Syar.g_02275	Prar.g_01448
OG0000589	Syar.g_02261	Prar.g_01451
OG0000590	Syar.g_02260	Prar.g_01452
OG0000591	Syar.g_02246	Prar.g_01455
OG0000592	Syar.g_02245	Prar.g_01456
OG0000593	Syar.g_02414	Prar.g_01462
OG0000594	Syar.g_02415	Prar.g_01463
OG0000595	Syar.g_02416	Prar.g_01464
OG0000596	Syar.g_02421	Prar.g_01468
OG0000597	Syar.g_02424	Prar.g_01470
OG0000598	Syar.g_02425	Prar.g_01471
OG0000599	Syar.g_02428	Prar.g_01474
OG0000600	Syar.g_02429	Prar.g_01475
OG0000601	Syar.g_02430	Prar.g_01476
OG0000602	Syar.g_02435	Prar.g_01478
OG0000603	Syar.g_02436	Prar.g_01479
OG0000604	Syar.g_02438	Prar.g_01480
OG0000605	Syar.g_02440	Prar.g_01481
OG0000606	Syar.g_02443	Prar.g_01484
OG0000607	Syar.g_02446	Prar.g_01487
OG0000608	Syar.g_02447	Prar.g_01488
OG0000609	Syar.g_02470	Prar.g_01489
OG0000610	Syar.g_01917	Prar.g_01494
OG0000611	Syar.g_01914	Prar.g_01497
OG0000612	Syar.g_01913	Prar.g_01498
OG0000613	Syar.g_00712	Prar.g_01503
OG0000614	Syar.g_02012, Syar.g_01344	Prar.g_01522
OG0000615	Syar.g_02603	Prar.g_01530
OG0000616	Syar.g_00454	Prar.g_01534
OG0000617	Syar.g_01576	Prar.g_01605
OG0000618	Syar.g_01575	Prar.g_01606
OG0000619	Syar.g_01574	Prar.g_01607
OG0000620	Syar.g_01569	Prar.g_01610
OG0000621	Syar.g_01568	Prar.g_01611
OG0000622	Syar.g_01566	Prar.g_01612
OG0000623	Syar.g_01565	Prar.g_01613
OG0000624	Syar.g_01564	Prar.g_01614
OG0000625	Syar.g_01563	Prar.g_01615
OG0000626	Syar.g_01562	Prar.g_01616
OG0000627	Syar.g_01868	Prar.g_01617
OG0000628	Syar.g_01869	Prar.g_01618
OG0000629	Syar.g_01872	Prar.g_01619
OG0000630	Syar.g_02586	Prar.g_01622
OG0000631	Syar.g_02579	Prar.g_01675
OG0000632	Syar.g_02578	Prar.g_01676
OG0000633	Syar.g_02576	Prar.g_01677
OG0000634	Syar.g_02635	Prar.g_01680
OG0000635	Syar.g_02636	Prar.g_01681
OG0000636	Syar.g_02638	Prar.g_01683
OG0000637	Syar.g_02640	Prar.g_01685
OG0000638	Syar.g_02641	Prar.g_01686
OG0000639	Syar.g_02642	Prar.g_01687
OG0000640	Syar.g_02643	Prar.g_01688
OG0000641	Syar.g_02648	Prar.g_01692
OG0000642	Syar.g_02649	Prar.g_01693
OG0000643	Syar.g_02650	Prar.g_01694
OG0000644	Syar.g_02651	Prar.g_01695
OG0000645	Syar.g_02652	Prar.g_01696
OG0000646	Syar.g_02655	Prar.g_01698
OG0000647	Syar.g_02657	Prar.g_01699
OG0000648	Syar.g_02659	Prar.g_01701
OG0000649	Syar.g_02660	Prar.g_01702
OG0000650	Syar.g_02661	Prar.g_01703
OG0000651	Syar.g_02662	Prar.g_01704
OG0000652	Syar.g_02663	Prar.g_01705
OG0000653	Syar.g_02665	Prar.g_01707
OG0000654	Syar.g_02666	Prar.g_01708
OG0000655	Syar.g_02667	Prar.g_01709
OG0000656	Syar.g_02479	Prar.g_01712
OG0000657	Syar.g_01812	Prar.g_01719
OG0000658	Syar.g_01815	Prar.g_01720
OG0000659	Syar.g_01816	Prar.g_01721
OG0000660	Syar.g_01820	Prar.g_01725
OG0000661	Syar.g_03175, Syar.g_01822	Prar.g_01727
OG0000662	Syar.g_01829	Prar.g_01729
OG0000663	Syar.g_01832	Prar.g_01731
OG0000664	Syar.g_01837	Prar.g_01732
OG0000665	Syar.g_02774	Prar.g_01736
OG0000666	Syar.g_01241	Prar.g_01737
OG0000667	Syar.g_02346	Prar.g_01742
OG0000668	Syar.g_01802	Prar.g_01759
OG0000669	Syar.g_01627	Prar.g_01767
OG0000670	Syar.g_01624	Prar.g_01769
OG0000671	Syar.g_01622	Prar.g_01771
OG0000672	Syar.g_01619	Prar.g_01774
OG0000673	Syar.g_01615	Prar.g_01777
OG0000674	Syar.g_01613	Prar.g_01779
OG0000675	Syar.g_01612	Prar.g_01780
OG0000676	Syar.g_01608	Prar.g_01782
OG0000677	Syar.g_01607	Prar.g_01783
OG0000678	Syar.g_02037	Prar.g_01785
OG0000679	Syar.g_02606	Prar.g_01789
OG0000680	Syar.g_02607	Prar.g_01790
OG0000681	Syar.g_02610	Prar.g_01792
OG0000682	Syar.g_02611	Prar.g_01793
OG0000683	Syar.g_02612	Prar.g_01794
OG0000684	Syar.g_02615	Prar.g_01795
OG0000685	Syar.g_02617	Prar.g_01797
OG0000686	Syar.g_02618	Prar.g_01798
OG0000687	Syar.g_02619	Prar.g_01799
OG0000688	Syar.g_02624	Prar.g_01802
OG0000689	Syar.g_02626	Prar.g_01803
OG0000690	Syar.g_02627	Prar.g_01804
OG0000691	Syar.g_02628	Prar.g_01805
OG0000692	Syar.g_02629	Prar.g_01807
OG0000693	Syar.g_02631	Prar.g_01808
OG0000694	Syar.g_02632	Prar.g_01809
OG0000695	Syar.g_02573	Prar.g_01811
OG0000696	Syar.g_02572	Prar.g_01812
OG0000697	Syar.g_02570	Prar.g_01813
OG0000698	Syar.g_02567	Prar.g_01816
OG0000699	Syar.g_02566	Prar.g_01817
OG0000700	Syar.g_02565	Prar.g_01818
OG0000701	Syar.g_02564	Prar.g_01819
OG0000702	Syar.g_02559	Prar.g_01821
OG0000703	Syar.g_02557	Prar.g_01822
OG0000704	Syar.g_02555	Prar.g_01823
OG0000705	Syar.g_02547	Prar.g_01827
OG0000706	Syar.g_02546	Prar.g_01828
OG0000707	Syar.g_02545	Prar.g_01829
OG0000708	Syar.g_02542	Prar.g_01830
OG0000709	Syar.g_02534	Prar.g_01834
OG0000710	Syar.g_02528	Prar.g_01837
OG0000711	Syar.g_02499	Prar.g_01853
OG0000712	Syar.g_02497	Prar.g_01855
OG0000713	Syar.g_02496	Prar.g_01856
OG0000714	Syar.g_02494	Prar.g_01857
OG0000715	Syar.g_02492	Prar.g_01859
OG0000716	Syar.g_02488	Prar.g_01861
OG0000717	Syar.g_02487	Prar.g_01862
OG0000718	Syar.g_02483	Prar.g_01873
OG0000719	Syar.g_01804	Prar.g_01875
OG0000720	Syar.g_01790	Prar.g_01884
OG0000721	Syar.g_01788	Prar.g_01886
OG0000722	Syar.g_01787	Prar.g_01887
OG0000723	Syar.g_01560	Prar.g_01890
OG0000724	Syar.g_01367, Syar.g_02120	Prar.g_01899
OG0000725	Syar.g_01934	Prar.g_01905
OG0000726	Syar.g_01935	Prar.g_01906
OG0000727	Syar.g_01936	Prar.g_01907
OG0000728	Syar.g_01938	Prar.g_01909
OG0000729	Syar.g_00593	Prar.g_01955
OG0000730	Syar.g_01115	Prar.g_01324
OG0000731	Syar.g_01127	Prar.g_01320
OG0000732	Syar.g_00522	Prar.g_01314
OG0000733	Syar.g_02234	Prar.g_01295
OG0000734	Syar.g_03128	Prar.g_01278
OG0000735	Syar.g_01522	Prar.g_01276
OG0000736	Syar.g_01523	Prar.g_01275
OG0000737	Syar.g_01524	Prar.g_01274
OG0000738	Syar.g_01530	Prar.g_01270
OG0000739	Syar.g_01531	Prar.g_01269
OG0000740	Syar.g_01532	Prar.g_01268
OG0000741	Syar.g_01535	Prar.g_01267
OG0000742	Syar.g_01538	Prar.g_01264
OG0000743	Syar.g_01541	Prar.g_01262
OG0000744	Syar.g_01542	Prar.g_01261
OG0000745	Syar.g_01545	Prar.g_01260
OG0000746	Syar.g_01549	Prar.g_01258
OG0000747	Syar.g_01551	Prar.g_01257
OG0000748	Syar.g_01945	Prar.g_01254
OG0000749	Syar.g_01946	Prar.g_01253
OG0000750	Syar.g_01947	Prar.g_01252
OG0000751	Syar.g_01952	Prar.g_01250
OG0000752	Syar.g_01954	Prar.g_01248
OG0000753	Syar.g_01957	Prar.g_01245
OG0000754	Syar.g_01963	Prar.g_01242
OG0000755	Syar.g_01974	Prar.g_01239
OG0000756	Syar.g_01975	Prar.g_01238
OG0000757	Syar.g_01984	Prar.g_01232
OG0000758	Syar.g_01985	Prar.g_01231
OG0000759	Syar.g_01986	Prar.g_01230
OG0000760	Syar.g_01987	Prar.g_01229
OG0000761	Syar.g_01988	Prar.g_01228
OG0000762	Syar.g_01992	Prar.g_01227
OG0000763	Syar.g_01699	Prar.g_01225
OG0000764	Syar.g_01700	Prar.g_01224
OG0000765	Syar.g_01718	Prar.g_01215
OG0000766	Syar.g_01719	Prar.g_01214
OG0000767	Syar.g_01721	Prar.g_01212
OG0000768	Syar.g_01722	Prar.g_01211
OG0000769	Syar.g_01724	Prar.g_01209
OG0000770	Syar.g_01727	Prar.g_01207
OG0000771	Syar.g_01373	Prar.g_00376
OG0000772	Syar.g_00746	Prar.g_00976
OG0000773	Syar.g_02694	Prar.g_00964
OG0000774	Syar.g_02771	Prar.g_00962
OG0000775	Syar.g_02773	Prar.g_00960
OG0000776	Syar.g_01755	Prar.g_00959
OG0000777	Syar.g_01754	Prar.g_00958
OG0000778	Syar.g_01753	Prar.g_00957
OG0000779	Syar.g_02779	Prar.g_00953
OG0000780	Syar.g_02781	Prar.g_00952
OG0000781	Syar.g_02785	Prar.g_00949
OG0000782	Syar.g_02786	Prar.g_00948
OG0000783	Syar.g_02787	Prar.g_00947
OG0000784	Syar.g_02788	Prar.g_00946
OG0000785	Syar.g_02791	Prar.g_00944
OG0000786	Syar.g_02795	Prar.g_00942
OG0000787	Syar.g_02796	Prar.g_00941
OG0000788	Syar.g_02331	Prar.g_00924
OG0000789	Syar.g_02040	Prar.g_00921
OG0000790	Syar.g_01456	Prar.g_00906
OG0000791	Syar.g_01454	Prar.g_00904
OG0000792	Syar.g_01453	Prar.g_00903
OG0000793	Syar.g_01243	Prar.g_00900
OG0000794	Syar.g_01242	Prar.g_00899
OG0000795	Syar.g_01240	Prar.g_00898
OG0000796	Syar.g_01236	Prar.g_00894
OG0000797	Syar.g_01235	Prar.g_00893
OG0000798	Syar.g_00222, Syar.g_02701	Prar.g_00866
OG0000799	Syar.g_02844	Prar.g_00357
OG0000800	Syar.g_02843	Prar.g_00356
OG0000801	Syar.g_02842	Prar.g_00355
OG0000802	Syar.g_02825	Prar.g_00353
OG0000803	Syar.g_02822	Prar.g_00351
OG0000804	Syar.g_02819	Prar.g_00350
OG0000805	Syar.g_02817	Prar.g_00348
OG0000806	Syar.g_02815	Prar.g_00346
OG0000807	Syar.g_02814	Prar.g_00345
OG0000808	Syar.g_02813	Prar.g_00344
OG0000809	Syar.g_02811	Prar.g_00341
OG0000810	Syar.g_02810	Prar.g_00340
OG0000811	Syar.g_02805	Prar.g_00336
OG0000812	Syar.g_02803	Prar.g_00842
OG0000813	Syar.g_02802	Prar.g_00841
OG0000814	Syar.g_02800	Prar.g_00839
OG0000815	Syar.g_02799	Prar.g_00838
OG0000816	Syar.g_02797	Prar.g_00836
OG0000817	Syar.g_02861	Prar.g_00835
OG0000818	Syar.g_01418	Prar.g_00830
OG0000819	Syar.g_01417	Prar.g_00829
OG0000820	Syar.g_01416	Prar.g_00828
OG0000821	Syar.g_01410	Prar.g_00824
OG0000822	Syar.g_01408	Prar.g_00823
OG0000823	Syar.g_01407	Prar.g_00822
OG0000824	Syar.g_01402	Prar.g_00819
OG0000825	Syar.g_01401	Prar.g_00818
OG0000826	Syar.g_01400	Prar.g_00817
OG0000827	Syar.g_01399	Prar.g_00816
OG0000828	Syar.g_01396	Prar.g_00813
OG0000829	Syar.g_01395	Prar.g_00812
OG0000830	Syar.g_01394	Prar.g_00811
OG0000831	Syar.g_01391	Prar.g_00809
OG0000832	Syar.g_01213	Prar.g_00803
OG0000833	Syar.g_02877	Prar.g_00795
OG0000834	Syar.g_02878	Prar.g_00794
OG0000835	Syar.g_02879	Prar.g_00793
OG0000836	Syar.g_02881	Prar.g_00792
OG0000837	Syar.g_02882	Prar.g_00791
OG0000838	Syar.g_02886	Prar.g_00789
OG0000839	Syar.g_02887	Prar.g_00788
OG0000840	Syar.g_02888	Prar.g_00787
OG0000841	Syar.g_02889	Prar.g_00786
OG0000842	Syar.g_02890	Prar.g_00785
OG0000843	Syar.g_02891	Prar.g_00784
OG0000844	Syar.g_02893	Prar.g_00783
OG0000845	Syar.g_02894	Prar.g_00782
OG0000846	Syar.g_02895	Prar.g_00781
OG0000847	Syar.g_02896	Prar.g_00780
OG0000848	Syar.g_02898	Prar.g_00779
OG0000849	Syar.g_02899	Prar.g_00778
OG0000850	Syar.g_02902	Prar.g_00776
OG0000851	Syar.g_02905	Prar.g_00775
OG0000852	Syar.g_02906	Prar.g_00774
OG0000853	Syar.g_02910	Prar.g_00770
OG0000854	Syar.g_02912	Prar.g_00768
OG0000855	Syar.g_02913	Prar.g_00767
OG0000856	Syar.g_02243	Prar.g_00753
OG0000857	Syar.g_02656	Prar.g_00725
OG0000858	Syar.g_02920	Prar.g_01149
OG0000859	Syar.g_02921	Prar.g_01148
OG0000860	Syar.g_02931	Prar.g_01141
OG0000861	Syar.g_02932	Prar.g_01140
OG0000862	Syar.g_02942	Prar.g_01139
OG0000863	Syar.g_02944	Prar.g_01137
OG0000864	Syar.g_02945	Prar.g_01136
OG0000865	Syar.g_02946	Prar.g_01135
OG0000866	Syar.g_02947	Prar.g_01134
OG0000867	Syar.g_02948	Prar.g_01133
OG0000868	Syar.g_02950	Prar.g_01132
OG0000869	Syar.g_02955	Prar.g_01128
OG0000870	Syar.g_02960	Prar.g_01123
OG0000871	Syar.g_02961	Prar.g_01122
OG0000872	Syar.g_02967	Prar.g_01121
OG0000873	Syar.g_02970	Prar.g_01965
OG0000874	Syar.g_02974	Prar.g_01968
OG0000875	Syar.g_02975	Prar.g_01969
OG0000876	Syar.g_01828	Prar.g_01970
OG0000877	Syar.g_02977	Prar.g_01963
OG0000878	Syar.g_02978	Prar.g_01962
OG0000879	Syar.g_02979	Prar.g_01961
OG0000880	Syar.g_02980	Prar.g_01960
OG0000881	Syar.g_02984	Prar.g_00595, Prar.g_01956
OG0000882	Syar.g_02989	Prar.g_00600
OG0000883	Syar.g_02992	Prar.g_00601
OG0000884	Syar.g_02994	Prar.g_00603
OG0000885	Syar.g_02995	Prar.g_00604
OG0000886	Syar.g_02996	Prar.g_00605
OG0000887	Syar.g_02998	Prar.g_00606
OG0000888	Syar.g_03000	Prar.g_00608
OG0000889	Syar.g_03002	Prar.g_00610
OG0000890	Syar.g_03005	Prar.g_00611
OG0000891	Syar.g_03006	Prar.g_00612
OG0000892	Syar.g_03008	Prar.g_01119
OG0000893	Syar.g_00150	Prar.g_01114
OG0000894	Syar.g_00145	Prar.g_01112
OG0000895	Syar.g_00141	Prar.g_01109
OG0000896	Syar.g_00140	Prar.g_01108
OG0000897	Syar.g_00138	Prar.g_01106
OG0000898	Syar.g_00137	Prar.g_01105
OG0000899	Syar.g_00136	Prar.g_01104
OG0000900	Syar.g_00135	Prar.g_01103
OG0000901	Syar.g_00130	Prar.g_01100
OG0000902	Syar.g_01013	Prar.g_01098
OG0000903	Syar.g_01026	Prar.g_01095
OG0000904	Syar.g_01021	Prar.g_01093
OG0000905	Syar.g_01018	Prar.g_01088
OG0000906	Syar.g_01015	Prar.g_01087
OG0000907	Syar.g_01028	Prar.g_01069
OG0000908	Syar.g_01031	Prar.g_01066
OG0000909	Syar.g_01032	Prar.g_01065
OG0000910	Syar.g_01033	Prar.g_01064
OG0000911	Syar.g_01035	Prar.g_01062
OG0000912	Syar.g_01036	Prar.g_01061
OG0000913	Syar.g_01037	Prar.g_01060
OG0000914	Syar.g_01038	Prar.g_01059
OG0000915	Syar.g_01040	Prar.g_01058
OG0000916	Syar.g_01041	Prar.g_01057
OG0000917	Syar.g_01042	Prar.g_01056
OG0000918	Syar.g_01043	Prar.g_01055
OG0000919	Syar.g_01044	Prar.g_01054
OG0000920	Syar.g_01045	Prar.g_01053
OG0000921	Syar.g_01046	Prar.g_01052
OG0000922	Syar.g_01047	Prar.g_01051
OG0000923	Syar.g_01051	Prar.g_01047
OG0000924	Syar.g_01052	Prar.g_01046
OG0000925	Syar.g_01053	Prar.g_01045
OG0000926	Syar.g_01054	Prar.g_01044
OG0000927	Syar.g_01056	Prar.g_01042
OG0000928	Syar.g_01057	Prar.g_01041
OG0000929	Syar.g_01058	Prar.g_01040
OG0000930	Syar.g_01059	Prar.g_01039
OG0000931	Syar.g_01060	Prar.g_01038
OG0000932	Syar.g_01061	Prar.g_01037
OG0000933	Syar.g_01066	Prar.g_01033
OG0000934	Syar.g_01068	Prar.g_01031
OG0000935	Syar.g_01069	Prar.g_01030
OG0000936	Syar.g_01070	Prar.g_01029
OG0000937	Syar.g_01071	Prar.g_01028
OG0000938	Syar.g_01074	Prar.g_01026
OG0000939	Syar.g_01075	Prar.g_01025
OG0000940	Syar.g_01081	Prar.g_01019
OG0000941	Syar.g_01083	Prar.g_01017
OG0000942	Syar.g_01085	Prar.g_01015
OG0000943	Syar.g_01086	Prar.g_01014
OG0000944	Syar.g_01088	Prar.g_01013
OG0000945	Syar.g_01089	Prar.g_01012
OG0000946	Syar.g_01095	Prar.g_00617
OG0000947	Syar.g_01098	Prar.g_00619
OG0000948	Syar.g_01099	Prar.g_00620
OG0000949	Syar.g_00283	Prar.g_00623
OG0000950	Syar.g_00661	Prar.g_00628
OG0000951	Syar.g_00656	Prar.g_00632
OG0000952	Syar.g_00651	Prar.g_00636
OG0000953	Syar.g_00248	Prar.g_00639
OG0000954	Syar.g_00258	Prar.g_00643
OG0000955	Syar.g_00259	Prar.g_00644
OG0000956	Syar.g_00261	Prar.g_00646
OG0000957	Syar.g_00610	Prar.g_00651
OG0000958	Syar.g_00609	Prar.g_00652
OG0000959	Syar.g_00605	Prar.g_00656
OG0000960	Syar.g_00604	Prar.g_00657
OG0000961	Syar.g_00094	Prar.g_00659
OG0000962	Syar.g_00594	Prar.g_00661
OG0000963	Syar.g_00590	Prar.g_00664
OG0000964	Syar.g_00589	Prar.g_00665
OG0000965	Syar.g_00588	Prar.g_00666
OG0000966	Syar.g_00549	Prar.g_00673
OG0000967	Syar.g_00545	Prar.g_00677
OG0000968	Syar.g_00542	Prar.g_00679
OG0000969	Syar.g_00540	Prar.g_00680
OG0000970	Syar.g_00539	Prar.g_00681
OG0000971	Syar.g_00537	Prar.g_00682
OG0000972	Syar.g_00536	Prar.g_00683
OG0000973	Syar.g_00535	Prar.g_00684
OG0000974	Syar.g_00534	Prar.g_00685
OG0000975	Syar.g_00533	Prar.g_00686
OG0000976	Syar.g_00532	Prar.g_00687
OG0000977	Syar.g_00530	Prar.g_00688
OG0000978	Syar.g_00529	Prar.g_00689
OG0000979	Syar.g_00526	Prar.g_00692
OG0000980	Syar.g_00523	Prar.g_00694
OG0000981	Syar.g_00520	Prar.g_00696
OG0000982	Syar.g_00331	Prar.g_00698
OG0000983	Syar.g_00332	Prar.g_00699
OG0000984	Syar.g_00333	Prar.g_00700
OG0000985	Syar.g_00337	Prar.g_00703
OG0000986	Syar.g_00344	Prar.g_00705
OG0000987	Syar.g_00346	Prar.g_00706
OG0000988	Syar.g_00352	Prar.g_00709
OG0000989	Syar.g_00377	Prar.g_00073
OG0000990	Syar.g_00697	Prar.g_00070
OG0000991	Syar.g_00700	Prar.g_00069
OG0000992	Syar.g_00704	Prar.g_00067
OG0000993	Syar.g_00705	Prar.g_00066
OG0000994	Syar.g_00708	Prar.g_00065
OG0000995	Syar.g_03212, Syar.g_00624	Prar.g_00061
OG0000996	Syar.g_00861	Prar.g_00060
OG0000997	Syar.g_00437	Prar.g_00059
OG0000998	Syar.g_00439	Prar.g_00057
OG0000999	Syar.g_00440	Prar.g_00056
OG0001000	Syar.g_00955, Syar.g_00444	Prar.g_00053
OG0001001	Syar.g_00450	Prar.g_00051
OG0001002	Syar.g_00457	Prar.g_00047
OG0001003	Syar.g_00459	Prar.g_00046
OG0001004	Syar.g_00460	Prar.g_00045
OG0001005	Syar.g_00461	Prar.g_00044
OG0001006	Syar.g_00468	Prar.g_00040
OG0001007	Syar.g_00470	Prar.g_00038
OG0001008	Syar.g_01178	Prar.g_00485
OG0001009	Syar.g_00500	Prar.g_00011
OG0001010	Syar.g_00501	Prar.g_00010
OG0001011	Syar.g_00503	Prar.g_00009
OG0001013	Syar.g_00906	Prar.g_00571
OG0001014	Syar.g_00914	Prar.g_00568
OG0001015	Syar.g_00915	Prar.g_00567
OG0001017	Syar.g_03050	Prar.g_00251
OG0001018	Syar.g_03052	Prar.g_00248
OG0001019	Syar.g_03086	Prar.g_00239
OG0001020	Syar.g_03092	Prar.g_00238
OG0001021	Syar.g_03098	Prar.g_00237
OG0001022	Syar.g_03102	Prar.g_00234
OG0001023	Syar.g_03103	Prar.g_00233
OG0001024	Syar.g_02276	Prar.g_00230
OG0001025	Syar.g_03115	Prar.g_00224
OG0001026	Syar.g_03131	Prar.g_00217
OG0001027	Syar.g_00031	Prar.g_00216
OG0001028	Syar.g_00034	Prar.g_00214
OG0001029	Syar.g_00036	Prar.g_00213
OG0001030	Syar.g_00058	Prar.g_00198
OG0001031	Syar.g_00129	Prar.g_00141
OG0001032	Syar.g_01011	Prar.g_00140
OG0001033	Syar.g_00962	Prar.g_00119
OG0001034	Syar.g_03022	Prar.g_00091
OG0001035	Syar.g_00171	Prar.g_00333
OG0001036	Syar.g_00193	Prar.g_00328
OG0001037	Syar.g_00195	Prar.g_00327
OG0001038	Syar.g_00223	Prar.g_00309
OG0001039	Syar.g_00226	Prar.g_00306
OG0001040	Syar.g_00229	Prar.g_00304
OG0001041	Syar.g_00234	Prar.g_00300
OG0001042	Syar.g_00831	Prar.g_00283
OG0001043	Syar.g_00826	Prar.g_00282
OG0001044	Syar.g_01117	Prar.g_00393
OG0001045	Syar.g_01130	Prar.g_00402
OG0001046	Syar.g_02514	Prar.g_00440
OG0001047	Syar.g_01180	Prar.g_00487
OG0001048	Syar.g_01181	Prar.g_00488
OG0001049	Syar.g_02872	Prar.g_00490
OG0001050	Syar.g_02871	Prar.g_00491
OG0001051	Syar.g_02870	Prar.g_00492
OG0001052	Syar.g_01269	Prar.g_00521
OG0001053	Syar.g_01472	Prar.g_00533
OG0001054	Syar.g_01492	Prar.g_01329
OG0001055	Syar.g_01513	Prar.g_01347
OG0001056	Syar.g_02349	Prar.g_01366
OG0001057	Syar.g_02341	Prar.g_01371
OG0001058	Syar.g_02324	Prar.g_01379
OG0001059	Syar.g_00422	Prar.g_01383
OG0001060	Syar.g_02315	Prar.g_01390
OG0001061	Syar.g_02297	Prar.g_01403
OG0001062	Syar.g_02294	Prar.g_01405
OG0001063	Syar.g_02209	Prar.g_01407
OG0001064	Syar.g_02208	Prar.g_01408
OG0001065	Syar.g_02207	Prar.g_01409
OG0001066	Syar.g_02206	Prar.g_01410
OG0001067	Syar.g_02205	Prar.g_01411
OG0001068	Syar.g_02204	Prar.g_01412
OG0001069	Syar.g_02203	Prar.g_01413
OG0001070	Syar.g_02200	Prar.g_01416
OG0001071	Syar.g_02199	Prar.g_01417
OG0001072	Syar.g_02195	Prar.g_01419
OG0001073	Syar.g_02182	Prar.g_01434
OG0001074	Syar.g_02031	Prar.g_01445
OG0001075	Syar.g_02215	Prar.g_01446
OG0001076	Syar.g_02253	Prar.g_01454
OG0001077	Syar.g_02240	Prar.g_01458
OG0001078	Syar.g_02419	Prar.g_01466
OG0001079	Syar.g_02431	Prar.g_01477
OG0001080	Syar.g_02442	Prar.g_01483
OG0001081	Syar.g_02444	Prar.g_01485
OG0001082	Syar.g_02445	Prar.g_01486
OG0001083	Syar.g_02473	Prar.g_01491
OG0001084	Syar.g_02474	Prar.g_01492
OG0001085	Syar.g_01688	Prar.g_01500
OG0001086	Syar.g_01686	Prar.g_01501
OG0001087	Syar.g_02347	Prar.g_01518
OG0001088	Syar.g_00431	Prar.g_01519
OG0001089	Syar.g_01942	Prar.g_01527
OG0001090	Syar.g_01582	Prar.g_01600
OG0001091	Syar.g_01580	Prar.g_01602
OG0001092	Syar.g_01578	Prar.g_01603
OG0001093	Syar.g_01572	Prar.g_01608
OG0001094	Syar.g_02633	Prar.g_01678
OG0001095	Syar.g_02653	Prar.g_01697
OG0001096	Syar.g_02476	Prar.g_01710
OG0001097	Syar.g_01823	Prar.g_01728
OG0001098	Syar.g_01672	Prar.g_01744
OG0001099	Syar.g_00035	Prar.g_01764
OG0001100	Syar.g_01625	Prar.g_01768
OG0001101	Syar.g_01623	Prar.g_01770
OG0001102	Syar.g_01620	Prar.g_01773
OG0001103	Syar.g_01618	Prar.g_01775
OG0001104	Syar.g_02616	Prar.g_01796
OG0001105	Syar.g_02620	Prar.g_01800
OG0001106	Syar.g_02553	Prar.g_01824
OG0001107	Syar.g_02541	Prar.g_01831
OG0001109	Syar.g_02529	Prar.g_01836
OG0001110	Syar.g_02527	Prar.g_01838
OG0001111	Syar.g_02525	Prar.g_01839
OG0001112	Syar.g_02523	Prar.g_01840
OG0001113	Syar.g_02522	Prar.g_01841
OG0001114	Syar.g_02521	Prar.g_01842
OG0001115	Syar.g_02519	Prar.g_01844
OG0001116	Syar.g_02517	Prar.g_01845
OG0001117	Syar.g_02516	Prar.g_01846
OG0001118	Syar.g_02515	Prar.g_01847
OG0001119	Syar.g_02513	Prar.g_01848
OG0001120	Syar.g_02507	Prar.g_01850
OG0001122	Syar.g_01803	Prar.g_01876
OG0001123	Syar.g_01796	Prar.g_01880
OG0001124	Syar.g_01793	Prar.g_01882
OG0001125	Syar.g_01791	Prar.g_01883
OG0001126	Syar.g_01375	Prar.g_01893
OG0001127	Syar.g_01374	Prar.g_01894
OG0001128	Syar.g_01371	Prar.g_01896
OG0001129	Syar.g_01369	Prar.g_01897
OG0001130	Syar.g_01368	Prar.g_01898
OG0001131	Syar.g_02448	Prar.g_01935
OG0001132	Syar.g_00684	Prar.g_01944
OG0001133	Syar.g_02249	Prar.g_01309
OG0001134	Syar.g_02235	Prar.g_01296
OG0001135	Syar.g_02232	Prar.g_01293
OG0001136	Syar.g_01536	Prar.g_01266
OG0001137	Syar.g_01944	Prar.g_01255
OG0001138	Syar.g_01977	Prar.g_01237
OG0001139	Syar.g_01980	Prar.g_01236
OG0001140	Syar.g_01981	Prar.g_01235
OG0001141	Syar.g_01982	Prar.g_01234
OG0001142	Syar.g_01983	Prar.g_01233
OG0001143	Syar.g_01698	Prar.g_01226
OG0001144	Syar.g_01707	Prar.g_01221
OG0001145	Syar.g_02769	Prar.g_00963
OG0001146	Syar.g_02782	Prar.g_00951
OG0001147	Syar.g_01276	Prar.g_00925
OG0001148	Syar.g_01459	Prar.g_00909
OG0001149	Syar.g_01458	Prar.g_00908
OG0001150	Syar.g_01457	Prar.g_00907
OG0001151	Syar.g_01238	Prar.g_00896
OG0001152	Syar.g_01237	Prar.g_00895
OG0001153	Syar.g_01398	Prar.g_00815
OG0001154	Syar.g_01397	Prar.g_00814
OG0001155	Syar.g_01211	Prar.g_00802
OG0001156	Syar.g_01185	Prar.g_00799
OG0001157	Syar.g_01184	Prar.g_00798
OG0001158	Syar.g_01183	Prar.g_00797
