Orthogroup	Syar	Praw
OG0000574	Syar.g_02190	Praw.g_01939
OG0000575	Syar.g_03180	Praw.g_01943
OG0000576	Syar.g_02187	Praw.g_01945
OG0000577	Syar.g_02186	Praw.g_01946
OG0000578	Syar.g_02185	Praw.g_01947
OG0000579	Syar.g_02184	Praw.g_01948
OG0000580	Syar.g_02183	Praw.g_01949
OG0000581	Syar.g_02175	Praw.g_00141
OG0000582	Syar.g_02131	Praw.g_00144
OG0000583	Syar.g_02132	Praw.g_00145
OG0000584	Syar.g_02133	Praw.g_00146
OG0000585	Syar.g_02170	Praw.g_00148
OG0000586	Syar.g_02171	Praw.g_00149
OG0000587	Syar.g_02173	Praw.g_00150
OG0000588	Syar.g_02275	Praw.g_00154
OG0000589	Syar.g_02261	Praw.g_00157
OG0000590	Syar.g_02260	Praw.g_00158
OG0000591	Syar.g_02246	Praw.g_00161
OG0000592	Syar.g_02245	Praw.g_00162
OG0000593	Syar.g_02414	Praw.g_00168
OG0000594	Syar.g_02415	Praw.g_00169
OG0000595	Syar.g_02416	Praw.g_01888
OG0000596	Syar.g_02421	Praw.g_01884
OG0000597	Syar.g_02424	Praw.g_01882
OG0000598	Syar.g_02425	Praw.g_01881
OG0000599	Syar.g_02428	Praw.g_01878
OG0000600	Syar.g_02429	Praw.g_01877
OG0000601	Syar.g_02430	Praw.g_01876
OG0000602	Syar.g_02435	Praw.g_01874
OG0000603	Syar.g_02436	Praw.g_01873
OG0000604	Syar.g_02438	Praw.g_01872
OG0000605	Syar.g_02440	Praw.g_01871
OG0000606	Syar.g_02443	Praw.g_01868
OG0000607	Syar.g_02446	Praw.g_01865
OG0000608	Syar.g_02447	Praw.g_01864
OG0000609	Syar.g_02470	Praw.g_01863
OG0000610	Syar.g_01917	Praw.g_01858
OG0000611	Syar.g_01914	Praw.g_01855
OG0000612	Syar.g_01913	Praw.g_01854
OG0000613	Syar.g_00712	Praw.g_01849
OG0000614	Syar.g_02012, Syar.g_01344	Praw.g_01830
OG0000615	Syar.g_02603	Praw.g_01822
OG0000616	Syar.g_00454	Praw.g_01818
OG0000617	Syar.g_01576	Praw.g_01803
OG0000618	Syar.g_01575	Praw.g_01802
OG0000619	Syar.g_01574	Praw.g_01801
OG0000620	Syar.g_01569	Praw.g_01798
OG0000621	Syar.g_01568	Praw.g_01797
OG0000622	Syar.g_01566	Praw.g_01796
OG0000623	Syar.g_01565	Praw.g_01795
OG0000624	Syar.g_01564	Praw.g_01794
OG0000625	Syar.g_01563	Praw.g_01793
OG0000626	Syar.g_01562	Praw.g_01792
OG0000627	Syar.g_01868	Praw.g_01791
OG0000628	Syar.g_01869	Praw.g_01790
OG0000629	Syar.g_01872	Praw.g_01789
OG0000630	Syar.g_02586	Praw.g_01786
OG0000631	Syar.g_02579	Praw.g_01706
OG0000632	Syar.g_02578	Praw.g_01705
OG0000633	Syar.g_02576	Praw.g_01704
OG0000634	Syar.g_02635	Praw.g_01701
OG0000635	Syar.g_02636	Praw.g_01700
OG0000636	Syar.g_02638	Praw.g_01698
OG0000637	Syar.g_02640	Praw.g_01696
OG0000638	Syar.g_02641	Praw.g_01695
OG0000639	Syar.g_02642	Praw.g_01694
OG0000640	Syar.g_02643	Praw.g_01693
OG0000641	Syar.g_02648	Praw.g_01689
OG0000642	Syar.g_02649	Praw.g_01688
OG0000643	Syar.g_02650	Praw.g_01687
OG0000644	Syar.g_02651	Praw.g_01686
OG0000645	Syar.g_02652	Praw.g_01685
OG0000646	Syar.g_02655	Praw.g_01683
OG0000647	Syar.g_02657	Praw.g_01682
OG0000648	Syar.g_02659	Praw.g_01680
OG0000649	Syar.g_02660	Praw.g_01679
OG0000650	Syar.g_02661	Praw.g_01678
OG0000651	Syar.g_02662	Praw.g_01677
OG0000652	Syar.g_02663	Praw.g_01676
OG0000653	Syar.g_02665	Praw.g_01674
OG0000654	Syar.g_02666	Praw.g_01673
OG0000655	Syar.g_02667	Praw.g_01672
OG0000656	Syar.g_02479	Praw.g_01669
OG0000657	Syar.g_01812	Praw.g_01663
OG0000658	Syar.g_01815	Praw.g_01662
OG0000659	Syar.g_01816	Praw.g_01661
OG0000660	Syar.g_01820	Praw.g_01657
OG0000661	Syar.g_03175, Syar.g_01822	Praw.g_01655
OG0000662	Syar.g_01829	Praw.g_01653
OG0000663	Syar.g_01832	Praw.g_01651
OG0000664	Syar.g_01837	Praw.g_01650
OG0000665	Syar.g_02774	Praw.g_01646
OG0000666	Syar.g_01241	Praw.g_01645
OG0000667	Syar.g_02346	Praw.g_01641
OG0000668	Syar.g_01802	Praw.g_01611
OG0000669	Syar.g_01627	Praw.g_01605
OG0000670	Syar.g_01624	Praw.g_01603
OG0000671	Syar.g_01622	Praw.g_01601
OG0000672	Syar.g_01619	Praw.g_01599
OG0000673	Syar.g_01615	Praw.g_01596
OG0000674	Syar.g_01613	Praw.g_01594
OG0000675	Syar.g_01612	Praw.g_01593
OG0000676	Syar.g_01608	Praw.g_01591
OG0000677	Syar.g_01607	Praw.g_01590
OG0000678	Syar.g_02037	Praw.g_01588
OG0000679	Syar.g_02606	Praw.g_01584
OG0000680	Syar.g_02607	Praw.g_01583
OG0000681	Syar.g_02610	Praw.g_01581
OG0000682	Syar.g_02611	Praw.g_01580
OG0000683	Syar.g_02612	Praw.g_01579
OG0000684	Syar.g_02615	Praw.g_01577
OG0000685	Syar.g_02617	Praw.g_01575
OG0000686	Syar.g_02618	Praw.g_01574
OG0000687	Syar.g_02619	Praw.g_01573
OG0000688	Syar.g_02624	Praw.g_01570
OG0000689	Syar.g_02626	Praw.g_01569
OG0000690	Syar.g_02627	Praw.g_01568
OG0000691	Syar.g_02628	Praw.g_01567
OG0000692	Syar.g_02629	Praw.g_01565
OG0000693	Syar.g_02631	Praw.g_01564
OG0000694	Syar.g_02632	Praw.g_01563
OG0000695	Syar.g_02573	Praw.g_01561
OG0000696	Syar.g_02572	Praw.g_01560
OG0000697	Syar.g_02570	Praw.g_01559
OG0000698	Syar.g_02567	Praw.g_01556
OG0000699	Syar.g_02566	Praw.g_01555
OG0000700	Syar.g_02565	Praw.g_01554
OG0000701	Syar.g_02564	Praw.g_01553
OG0000702	Syar.g_02559	Praw.g_01551
OG0000703	Syar.g_02557	Praw.g_01550
OG0000704	Syar.g_02555	Praw.g_01549
OG0000705	Syar.g_02547	Praw.g_01545
OG0000706	Syar.g_02546	Praw.g_01544
OG0000707	Syar.g_02545	Praw.g_01543
OG0000708	Syar.g_02542	Praw.g_01542
OG0000709	Syar.g_02534	Praw.g_01538
OG0000710	Syar.g_02528	Praw.g_01535
OG0000711	Syar.g_02499	Praw.g_01518
OG0000712	Syar.g_02497	Praw.g_01516
OG0000713	Syar.g_02496	Praw.g_01515
OG0000714	Syar.g_02494	Praw.g_01514
OG0000715	Syar.g_02492	Praw.g_01512
OG0000716	Syar.g_02488	Praw.g_01510
OG0000717	Syar.g_02487	Praw.g_01509
OG0000718	Syar.g_02483	Praw.g_01498
OG0000719	Syar.g_01804	Praw.g_01496
OG0000720	Syar.g_01790	Praw.g_01487
OG0000721	Syar.g_01788	Praw.g_01485
OG0000722	Syar.g_01787	Praw.g_01484
OG0000723	Syar.g_01560	Praw.g_01481
OG0000724	Syar.g_01367, Syar.g_02120	Praw.g_01472
OG0000725	Syar.g_01934	Praw.g_01466
OG0000726	Syar.g_01935	Praw.g_01465
OG0000727	Syar.g_01936	Praw.g_01464
OG0000728	Syar.g_01938	Praw.g_01462
OG0000729	Syar.g_00593	Praw.g_01416
OG0000730	Syar.g_01115	Praw.g_00172
OG0000731	Syar.g_01127	Praw.g_00176
OG0000732	Syar.g_00522	Praw.g_00183
OG0000733	Syar.g_02234	Praw.g_00202
OG0000734	Syar.g_03128	Praw.g_00219
OG0000735	Syar.g_01522	Praw.g_00221
OG0000736	Syar.g_01523	Praw.g_00222
OG0000737	Syar.g_01524	Praw.g_00223
OG0000738	Syar.g_01530	Praw.g_00227
OG0000739	Syar.g_01531	Praw.g_00228
OG0000740	Syar.g_01532	Praw.g_00229
OG0000741	Syar.g_01535	Praw.g_00230
OG0000742	Syar.g_01538	Praw.g_00233
OG0000743	Syar.g_01541	Praw.g_00235
OG0000744	Syar.g_01542	Praw.g_00236
OG0000745	Syar.g_01545	Praw.g_00237
OG0000746	Syar.g_01549	Praw.g_00239
OG0000747	Syar.g_01551	Praw.g_00240
OG0000748	Syar.g_01945	Praw.g_00243
OG0000749	Syar.g_01946	Praw.g_00244
OG0000750	Syar.g_01947	Praw.g_00245
OG0000751	Syar.g_01952	Praw.g_00247
OG0000752	Syar.g_01954	Praw.g_00249
OG0000753	Syar.g_01957	Praw.g_00252
OG0000754	Syar.g_01963	Praw.g_00255
OG0000755	Syar.g_01974	Praw.g_00258
OG0000756	Syar.g_01975	Praw.g_00259
OG0000757	Syar.g_01984	Praw.g_00265
OG0000758	Syar.g_01985	Praw.g_00266
OG0000759	Syar.g_01986	Praw.g_00267
OG0000760	Syar.g_01987	Praw.g_00268
OG0000761	Syar.g_01988	Praw.g_00269
OG0000762	Syar.g_01992	Praw.g_00270
OG0000763	Syar.g_01699	Praw.g_00272
OG0000764	Syar.g_01700	Praw.g_00273
OG0000765	Syar.g_01718	Praw.g_00282
OG0000766	Syar.g_01719	Praw.g_00283
OG0000767	Syar.g_01721	Praw.g_00285
OG0000768	Syar.g_01722	Praw.g_00286
OG0000769	Syar.g_01724	Praw.g_00288
OG0000770	Syar.g_01727	Praw.g_00290
OG0000771	Syar.g_01373	Praw.g_00904
OG0000772	Syar.g_00746	Praw.g_00954
OG0000773	Syar.g_02694	Praw.g_00970
OG0000774	Syar.g_02771	Praw.g_00972
OG0000775	Syar.g_02773	Praw.g_00976
OG0000776	Syar.g_01755	Praw.g_00977
OG0000777	Syar.g_01754	Praw.g_00978
OG0000778	Syar.g_01753	Praw.g_00979
OG0000779	Syar.g_02779	Praw.g_00983
OG0000780	Syar.g_02781	Praw.g_00984
OG0000781	Syar.g_02785	Praw.g_00987
OG0000782	Syar.g_02786	Praw.g_00988
OG0000783	Syar.g_02787	Praw.g_00989
OG0000784	Syar.g_02788	Praw.g_00990
OG0000785	Syar.g_02791	Praw.g_00992
OG0000786	Syar.g_02795	Praw.g_00994
OG0000787	Syar.g_02796	Praw.g_00995
OG0000788	Syar.g_02331	Praw.g_01002
OG0000789	Syar.g_02040	Praw.g_01006
OG0000790	Syar.g_01456	Praw.g_01021
OG0000791	Syar.g_01454	Praw.g_01023
OG0000792	Syar.g_01453	Praw.g_01024
OG0000793	Syar.g_01243	Praw.g_01027
OG0000794	Syar.g_01242	Praw.g_01028
OG0000795	Syar.g_01240	Praw.g_01029
OG0000796	Syar.g_01236	Praw.g_01033
OG0000797	Syar.g_01235	Praw.g_01034
OG0000798	Syar.g_00222, Syar.g_02701	Praw.g_01057
OG0000799	Syar.g_02844	Praw.g_01101
OG0000800	Syar.g_02843	Praw.g_01100
OG0000801	Syar.g_02842	Praw.g_01099
OG0000802	Syar.g_02825	Praw.g_01097
OG0000803	Syar.g_02822	Praw.g_01095
OG0000804	Syar.g_02819	Praw.g_01094
OG0000805	Syar.g_02817	Praw.g_01092
OG0000806	Syar.g_02815	Praw.g_01090
OG0000807	Syar.g_02814	Praw.g_01089
OG0000808	Syar.g_02813	Praw.g_01088
OG0000809	Syar.g_02811	Praw.g_01085
OG0000810	Syar.g_02810	Praw.g_01084
OG0000811	Syar.g_02805	Praw.g_01077
OG0000812	Syar.g_02803	Praw.g_01075
OG0000813	Syar.g_02802	Praw.g_00343
OG0000814	Syar.g_02800	Praw.g_00345
OG0000815	Syar.g_02799	Praw.g_00346
OG0000816	Syar.g_02797	Praw.g_00348
OG0000817	Syar.g_02861	Praw.g_00349
OG0000818	Syar.g_01418	Praw.g_00354
OG0000819	Syar.g_01417	Praw.g_00355
OG0000820	Syar.g_01416	Praw.g_00356
OG0000821	Syar.g_01410	Praw.g_00359
OG0000822	Syar.g_01408	Praw.g_00360
OG0000823	Syar.g_01407	Praw.g_00361
OG0000824	Syar.g_01402	Praw.g_00364
OG0000825	Syar.g_01401	Praw.g_00365
OG0000826	Syar.g_01400	Praw.g_00366
OG0000827	Syar.g_01399	Praw.g_00367
OG0000828	Syar.g_01396	Praw.g_00371
OG0000829	Syar.g_01395	Praw.g_00372
OG0000830	Syar.g_01394	Praw.g_00373
OG0000831	Syar.g_01391	Praw.g_00375
OG0000832	Syar.g_01213	Praw.g_00381
OG0000833	Syar.g_02877	Praw.g_00389
OG0000834	Syar.g_02878	Praw.g_00390
OG0000835	Syar.g_02879	Praw.g_00391
OG0000836	Syar.g_02881	Praw.g_00392
OG0000837	Syar.g_02882	Praw.g_00393
OG0000838	Syar.g_02886	Praw.g_00395
OG0000839	Syar.g_02887	Praw.g_00396
OG0000840	Syar.g_02888	Praw.g_00397
OG0000841	Syar.g_02889	Praw.g_00398
OG0000842	Syar.g_02890	Praw.g_00399
OG0000843	Syar.g_02891	Praw.g_00400
OG0000844	Syar.g_02893	Praw.g_00401
OG0000845	Syar.g_02894	Praw.g_00402
OG0000846	Syar.g_02895	Praw.g_00403
OG0000847	Syar.g_02896	Praw.g_00404
OG0000848	Syar.g_02898	Praw.g_00405
OG0000849	Syar.g_02899	Praw.g_00406
OG0000850	Syar.g_02902	Praw.g_00408
OG0000851	Syar.g_02905	Praw.g_00409
OG0000852	Syar.g_02906	Praw.g_00410
OG0000853	Syar.g_02910	Praw.g_00414
OG0000854	Syar.g_02912	Praw.g_00416
OG0000855	Syar.g_02913	Praw.g_00417
OG0000856	Syar.g_02243	Praw.g_00430
OG0000857	Syar.g_02656	Praw.g_00458
OG0000858	Syar.g_02920	Praw.g_00509
OG0000859	Syar.g_02921	Praw.g_00510
OG0000860	Syar.g_02931	Praw.g_00517
OG0000861	Syar.g_02932	Praw.g_00518
OG0000862	Syar.g_02942	Praw.g_00519
OG0000863	Syar.g_02944	Praw.g_00521
OG0000864	Syar.g_02945	Praw.g_00522
OG0000865	Syar.g_02946	Praw.g_00523
OG0000866	Syar.g_02947	Praw.g_00524
OG0000867	Syar.g_02948	Praw.g_00525
OG0000868	Syar.g_02950	Praw.g_00526
OG0000869	Syar.g_02955	Praw.g_00530
OG0000870	Syar.g_02960	Praw.g_00535
OG0000871	Syar.g_02961	Praw.g_00536
OG0000872	Syar.g_02967	Praw.g_00537
OG0000873	Syar.g_02970	Praw.g_00540
OG0000874	Syar.g_02974	Praw.g_00543
OG0000875	Syar.g_02975	Praw.g_00544
OG0000876	Syar.g_01828	Praw.g_00545
OG0000877	Syar.g_02977	Praw.g_00547
OG0000878	Syar.g_02978	Praw.g_00548
OG0000879	Syar.g_02979	Praw.g_00549
OG0000880	Syar.g_02980	Praw.g_00550
OG0000881	Syar.g_02984	Praw.g_00554
OG0000882	Syar.g_02989	Praw.g_00559
OG0000883	Syar.g_02992	Praw.g_00561
OG0000884	Syar.g_02994	Praw.g_00563
OG0000885	Syar.g_02995	Praw.g_00564
OG0000886	Syar.g_02996	Praw.g_00565
OG0000887	Syar.g_02998	Praw.g_00566
OG0000888	Syar.g_03000	Praw.g_00568
OG0000889	Syar.g_03002	Praw.g_00570
OG0000890	Syar.g_03005	Praw.g_00571
OG0000891	Syar.g_03006	Praw.g_00572
OG0000892	Syar.g_03008	Praw.g_01921
OG0000893	Syar.g_00150	Praw.g_01917
OG0000894	Syar.g_00145	Praw.g_01915
OG0000895	Syar.g_00141	Praw.g_01912
OG0000896	Syar.g_00140	Praw.g_01911
OG0000897	Syar.g_00138	Praw.g_01909
OG0000898	Syar.g_00137	Praw.g_01908
OG0000899	Syar.g_00136	Praw.g_01907
OG0000900	Syar.g_00135	Praw.g_01906
OG0000901	Syar.g_00130	Praw.g_01903
OG0000902	Syar.g_01013	Praw.g_01901
OG0000903	Syar.g_01026	Praw.g_01898
OG0000904	Syar.g_01021	Praw.g_01896
OG0000905	Syar.g_01018	Praw.g_01892
OG0000906	Syar.g_01015	Praw.g_01891
OG0000907	Syar.g_01028	Praw.g_00138
OG0000908	Syar.g_01031	Praw.g_00135
OG0000909	Syar.g_01032	Praw.g_00134
OG0000910	Syar.g_01033	Praw.g_00133
OG0000911	Syar.g_01035	Praw.g_00131
OG0000912	Syar.g_01036	Praw.g_00130
OG0000913	Syar.g_01037	Praw.g_00129
OG0000914	Syar.g_01038	Praw.g_00128
OG0000915	Syar.g_01040	Praw.g_00127
OG0000916	Syar.g_01041	Praw.g_00126
OG0000917	Syar.g_01042	Praw.g_00125
OG0000918	Syar.g_01043	Praw.g_00124
OG0000919	Syar.g_01044	Praw.g_00123
OG0000920	Syar.g_01045	Praw.g_00122
OG0000921	Syar.g_01046	Praw.g_00121
OG0000922	Syar.g_01047	Praw.g_00120
OG0000923	Syar.g_01051	Praw.g_00116
OG0000924	Syar.g_01052	Praw.g_00115
OG0000925	Syar.g_01053	Praw.g_00114
OG0000926	Syar.g_01054	Praw.g_00113
OG0000927	Syar.g_01056	Praw.g_00111
OG0000928	Syar.g_01057	Praw.g_00110
OG0000929	Syar.g_01058	Praw.g_00109
OG0000930	Syar.g_01059	Praw.g_00108
OG0000931	Syar.g_01060	Praw.g_00107
OG0000932	Syar.g_01061	Praw.g_00106
OG0000933	Syar.g_01066	Praw.g_00102
OG0000934	Syar.g_01068	Praw.g_00100
OG0000935	Syar.g_01069	Praw.g_00099
OG0000936	Syar.g_01070	Praw.g_00098
OG0000937	Syar.g_01071	Praw.g_00097
OG0000938	Syar.g_01074	Praw.g_00095
OG0000939	Syar.g_01075	Praw.g_00094
OG0000940	Syar.g_01081	Praw.g_00087
OG0000941	Syar.g_01083	Praw.g_00085
OG0000942	Syar.g_01085	Praw.g_00083
OG0000943	Syar.g_01086	Praw.g_00082
OG0000944	Syar.g_01088	Praw.g_00081
OG0000945	Syar.g_01089	Praw.g_00080
OG0000946	Syar.g_01095	Praw.g_00076
OG0000947	Syar.g_01098	Praw.g_00074
OG0000948	Syar.g_01099	Praw.g_00073
OG0000949	Syar.g_00283	Praw.g_00070
OG0000950	Syar.g_00661	Praw.g_00065
OG0000951	Syar.g_00656	Praw.g_00061
OG0000952	Syar.g_00651	Praw.g_00057
OG0000953	Syar.g_00248	Praw.g_00054
OG0000954	Syar.g_00258	Praw.g_00050
OG0000955	Syar.g_00259	Praw.g_00049
OG0000956	Syar.g_00261	Praw.g_00047
OG0000957	Syar.g_00610	Praw.g_00041
OG0000958	Syar.g_00609	Praw.g_00040
OG0000959	Syar.g_00605	Praw.g_00036
OG0000960	Syar.g_00604	Praw.g_00035
OG0000961	Syar.g_00094	Praw.g_00033
OG0000962	Syar.g_00594	Praw.g_00031
OG0000963	Syar.g_00590	Praw.g_00027
OG0000964	Syar.g_00589	Praw.g_00026
OG0000965	Syar.g_00588	Praw.g_00025
OG0000966	Syar.g_00549	Praw.g_00018
OG0000967	Syar.g_00545	Praw.g_00014
OG0000968	Syar.g_00542	Praw.g_00012
OG0000969	Syar.g_00540	Praw.g_00011
OG0000970	Syar.g_00539	Praw.g_00010
OG0000971	Syar.g_00537	Praw.g_00009
OG0000972	Syar.g_00536	Praw.g_00008
OG0000973	Syar.g_00535	Praw.g_00007
OG0000974	Syar.g_00534	Praw.g_00006
OG0000975	Syar.g_00533	Praw.g_00005
OG0000976	Syar.g_00532	Praw.g_00004
OG0000977	Syar.g_00530	Praw.g_00003
OG0000978	Syar.g_00529	Praw.g_00002
OG0000979	Syar.g_00526	Praw.g_01192
OG0000980	Syar.g_00523	Praw.g_01190
OG0000981	Syar.g_00520	Praw.g_01188
OG0000982	Syar.g_00331	Praw.g_01186
OG0000983	Syar.g_00332	Praw.g_01185
OG0000984	Syar.g_00333	Praw.g_01184
OG0000985	Syar.g_00337	Praw.g_01181
OG0000986	Syar.g_00344	Praw.g_01179
OG0000987	Syar.g_00346	Praw.g_01178
OG0000988	Syar.g_00352	Praw.g_01175
OG0000989	Syar.g_00377	Praw.g_01171
OG0000990	Syar.g_00697	Praw.g_01168
OG0000991	Syar.g_00700	Praw.g_01167
OG0000992	Syar.g_00704	Praw.g_01165
OG0000993	Syar.g_00705	Praw.g_01164
OG0000994	Syar.g_00708	Praw.g_01163
OG0000995	Syar.g_03212, Syar.g_00624	Praw.g_01159
OG0000996	Syar.g_00861	Praw.g_01158
OG0000997	Syar.g_00437	Praw.g_01157
OG0000998	Syar.g_00439	Praw.g_01155
OG0000999	Syar.g_00440	Praw.g_01154
OG0001000	Syar.g_00955, Syar.g_00444	Praw.g_01151
OG0001001	Syar.g_00450	Praw.g_01149
OG0001002	Syar.g_00457	Praw.g_01145
OG0001003	Syar.g_00459	Praw.g_01144
OG0001004	Syar.g_00460	Praw.g_01143
OG0001005	Syar.g_00461	Praw.g_01142
OG0001006	Syar.g_00468	Praw.g_01138
OG0001007	Syar.g_00470	Praw.g_01136
OG0001008	Syar.g_01178	Praw.g_00710
OG0001009	Syar.g_00500	Praw.g_01401
OG0001010	Syar.g_00501	Praw.g_01400
OG0001011	Syar.g_00503	Praw.g_01399
OG0001013	Syar.g_00906	Praw.g_01380
OG0001014	Syar.g_00914	Praw.g_01377
OG0001015	Syar.g_00915	Praw.g_01376
OG0001017	Syar.g_03050	Praw.g_01357
OG0001018	Syar.g_03052	Praw.g_01354
OG0001019	Syar.g_03086	Praw.g_01345
OG0001020	Syar.g_03092	Praw.g_01344
OG0001021	Syar.g_03098	Praw.g_01343
OG0001022	Syar.g_03102	Praw.g_01341
OG0001023	Syar.g_03103	Praw.g_01340
OG0001024	Syar.g_02276	Praw.g_01337
OG0001025	Syar.g_03115	Praw.g_01331
OG0001026	Syar.g_03131	Praw.g_01324
OG0001027	Syar.g_00031	Praw.g_01323
OG0001028	Syar.g_00034	Praw.g_01321
OG0001029	Syar.g_00036	Praw.g_01320
OG0001030	Syar.g_00058	Praw.g_01305
OG0001031	Syar.g_00129	Praw.g_01249
OG0001032	Syar.g_01011	Praw.g_01248
OG0001033	Syar.g_00962	Praw.g_01227
OG0001034	Syar.g_03022	Praw.g_01199
OG0001035	Syar.g_00171	Praw.g_00879
OG0001036	Syar.g_00193	Praw.g_00875
OG0001037	Syar.g_00195	Praw.g_00874
OG0001038	Syar.g_00223	Praw.g_00856
OG0001039	Syar.g_00226	Praw.g_00853
OG0001040	Syar.g_00229	Praw.g_00851
OG0001041	Syar.g_00234	Praw.g_00847
OG0001042	Syar.g_00831	Praw.g_00830
OG0001043	Syar.g_00826	Praw.g_00829
OG0001044	Syar.g_01117	Praw.g_00797
OG0001045	Syar.g_01130	Praw.g_00789
OG0001046	Syar.g_02514	Praw.g_00754
OG0001047	Syar.g_01180	Praw.g_00708
OG0001048	Syar.g_01181	Praw.g_00707
OG0001049	Syar.g_02872	Praw.g_00705
OG0001050	Syar.g_02871	Praw.g_00704
OG0001051	Syar.g_02870	Praw.g_00703
OG0001052	Syar.g_01269	Praw.g_00676
OG0001053	Syar.g_01472	Praw.g_00665
OG0001054	Syar.g_01492	Praw.g_00650
OG0001055	Syar.g_01513	Praw.g_00631
OG0001056	Syar.g_02349	Praw.g_00612
OG0001057	Syar.g_02341	Praw.g_00607
OG0001058	Syar.g_02324	Praw.g_00599
OG0001059	Syar.g_00422	Praw.g_00595
OG0001060	Syar.g_02315	Praw.g_00588
OG0001061	Syar.g_02297	Praw.g_00575
OG0001062	Syar.g_02294	Praw.g_01923
OG0001063	Syar.g_02209	Praw.g_01925
OG0001064	Syar.g_02208	Praw.g_01926
OG0001065	Syar.g_02207	Praw.g_01927
OG0001066	Syar.g_02206	Praw.g_01928
OG0001067	Syar.g_02205	Praw.g_01929
OG0001068	Syar.g_02204	Praw.g_01930
OG0001069	Syar.g_02203	Praw.g_01931
OG0001070	Syar.g_02200	Praw.g_01934
OG0001071	Syar.g_02199	Praw.g_01935
OG0001073	Syar.g_02182	Praw.g_00140
OG0001074	Syar.g_02031	Praw.g_00151
OG0001075	Syar.g_02215	Praw.g_00152
OG0001076	Syar.g_02253	Praw.g_00160
OG0001077	Syar.g_02240	Praw.g_00164
OG0001078	Syar.g_02419	Praw.g_01886
OG0001079	Syar.g_02431	Praw.g_01875
OG0001080	Syar.g_02442	Praw.g_01869
OG0001081	Syar.g_02444	Praw.g_01867
OG0001082	Syar.g_02445	Praw.g_01866
OG0001083	Syar.g_02473	Praw.g_01861
OG0001084	Syar.g_02474	Praw.g_01860
OG0001085	Syar.g_01688	Praw.g_01852
OG0001086	Syar.g_01686	Praw.g_01851
OG0001087	Syar.g_02347	Praw.g_01834
OG0001088	Syar.g_00431	Praw.g_01833
OG0001089	Syar.g_01942	Praw.g_01825
OG0001090	Syar.g_01582	Praw.g_01808
OG0001091	Syar.g_01580	Praw.g_01806
OG0001092	Syar.g_01578	Praw.g_01805
OG0001093	Syar.g_01572	Praw.g_01800
OG0001094	Syar.g_02633	Praw.g_01703
OG0001095	Syar.g_02653	Praw.g_01684
OG0001096	Syar.g_02476	Praw.g_01671
OG0001097	Syar.g_01823	Praw.g_01654
OG0001098	Syar.g_01672	Praw.g_01639
OG0001099	Syar.g_00035	Praw.g_01608
OG0001100	Syar.g_01625	Praw.g_01604
OG0001101	Syar.g_01623	Praw.g_01602
OG0001102	Syar.g_01620	Praw.g_01600
OG0001103	Syar.g_01618	Praw.g_01598
OG0001104	Syar.g_02616	Praw.g_01576
OG0001105	Syar.g_02620	Praw.g_01572
OG0001106	Syar.g_02553	Praw.g_01548
OG0001107	Syar.g_02541	Praw.g_01541
OG0001109	Syar.g_02529	Praw.g_01536
OG0001110	Syar.g_02527	Praw.g_01534
OG0001111	Syar.g_02525	Praw.g_01533
OG0001112	Syar.g_02523	Praw.g_01532
OG0001113	Syar.g_02522	Praw.g_01531
OG0001114	Syar.g_02521	Praw.g_01530
OG0001115	Syar.g_02519	Praw.g_01528
OG0001116	Syar.g_02517	Praw.g_01527
OG0001117	Syar.g_02516	Praw.g_01526
OG0001118	Syar.g_02515	Praw.g_01525
OG0001119	Syar.g_02513	Praw.g_01524
OG0001120	Syar.g_02507	Praw.g_01522
OG0001122	Syar.g_01803	Praw.g_01495
OG0001123	Syar.g_01796	Praw.g_01491
OG0001124	Syar.g_01793	Praw.g_01489
OG0001125	Syar.g_01791	Praw.g_01488
OG0001126	Syar.g_01375	Praw.g_01478
OG0001127	Syar.g_01374	Praw.g_01477
OG0001128	Syar.g_01371	Praw.g_01475
OG0001129	Syar.g_01369	Praw.g_01474
OG0001130	Syar.g_01368	Praw.g_01473
OG0001131	Syar.g_02448	Praw.g_01437
OG0001132	Syar.g_00684	Praw.g_01427
OG0001133	Syar.g_02249	Praw.g_00187
OG0001134	Syar.g_02235	Praw.g_00201
OG0001135	Syar.g_02232	Praw.g_00204
OG0001136	Syar.g_01536	Praw.g_00231
OG0001137	Syar.g_01944	Praw.g_00242
OG0001138	Syar.g_01977	Praw.g_00260
OG0001139	Syar.g_01980	Praw.g_00261
OG0001140	Syar.g_01981	Praw.g_00262
OG0001141	Syar.g_01982	Praw.g_00263
OG0001142	Syar.g_01983	Praw.g_00264
OG0001143	Syar.g_01698	Praw.g_00271
OG0001144	Syar.g_01707	Praw.g_00276
OG0001145	Syar.g_02769	Praw.g_00971
OG0001146	Syar.g_02782	Praw.g_00985
OG0001147	Syar.g_01276	Praw.g_01001
OG0001148	Syar.g_01459	Praw.g_01018
OG0001149	Syar.g_01458	Praw.g_01019
OG0001150	Syar.g_01457	Praw.g_01020
OG0001151	Syar.g_01238	Praw.g_01031
OG0001152	Syar.g_01237	Praw.g_01032
OG0001153	Syar.g_01398	Praw.g_00368
OG0001154	Syar.g_01397	Praw.g_00370
OG0001155	Syar.g_01211	Praw.g_00382
OG0001156	Syar.g_01185	Praw.g_00385
OG0001157	Syar.g_01184	Praw.g_00386
OG0001158	Syar.g_01183	Praw.g_00387
