Orthogroup	Syar	Prax
OG0000579	Syar.g_02184	Prax.g_00061
OG0000580	Syar.g_02183	Prax.g_00062
OG0000581	Syar.g_02175	Prax.g_00064
OG0000582	Syar.g_02131	Prax.g_00067
OG0000583	Syar.g_02132	Prax.g_00068
OG0000584	Syar.g_02133	Prax.g_00069
OG0000585	Syar.g_02170	Prax.g_00071
OG0000586	Syar.g_02171	Prax.g_00072
OG0000587	Syar.g_02173	Prax.g_00073
OG0000588	Syar.g_02275	Prax.g_00077
OG0000589	Syar.g_02261	Prax.g_00080
OG0000590	Syar.g_02260	Prax.g_00081
OG0000591	Syar.g_02246	Prax.g_00084
OG0000592	Syar.g_02245	Prax.g_00085
OG0000593	Syar.g_02414	Prax.g_00091
OG0000594	Syar.g_02415	Prax.g_00092
OG0000595	Syar.g_02416	Prax.g_00093
OG0000596	Syar.g_02421	Prax.g_00097
OG0000597	Syar.g_02424	Prax.g_00099
OG0000598	Syar.g_02425	Prax.g_00100
OG0000599	Syar.g_02428	Prax.g_00103
OG0000600	Syar.g_02429	Prax.g_00104
OG0000601	Syar.g_02430	Prax.g_00105
OG0000602	Syar.g_02435	Prax.g_00107
OG0000603	Syar.g_02436	Prax.g_00108
OG0000604	Syar.g_02438	Prax.g_00109
OG0000605	Syar.g_02440	Prax.g_00110
OG0000606	Syar.g_02443	Prax.g_00113
OG0000607	Syar.g_02446	Prax.g_00116
OG0000608	Syar.g_02447	Prax.g_00117
OG0000609	Syar.g_02470	Prax.g_00118
OG0000610	Syar.g_01917	Prax.g_00123
OG0000611	Syar.g_01914	Prax.g_00975
OG0000612	Syar.g_01913	Prax.g_00974
OG0000613	Syar.g_00712	Prax.g_00969
OG0000614	Syar.g_02012, Syar.g_01344	Prax.g_00950
OG0000615	Syar.g_02603	Prax.g_00942
OG0000616	Syar.g_00454	Prax.g_00938
OG0000617	Syar.g_01576	Prax.g_00479
OG0000618	Syar.g_01575	Prax.g_00478
OG0000619	Syar.g_01574	Prax.g_00477
OG0000620	Syar.g_01569	Prax.g_00474
OG0000621	Syar.g_01568	Prax.g_00473
OG0000622	Syar.g_01566	Prax.g_00472
OG0000623	Syar.g_01565	Prax.g_00471
OG0000624	Syar.g_01564	Prax.g_00470
OG0000625	Syar.g_01563	Prax.g_00469
OG0000626	Syar.g_01562	Prax.g_00468
OG0000627	Syar.g_01868	Prax.g_00467
OG0000628	Syar.g_01869	Prax.g_00466
OG0000629	Syar.g_01872	Prax.g_00465
OG0000630	Syar.g_02586	Prax.g_00462
OG0000631	Syar.g_02579	Prax.g_00382
OG0000632	Syar.g_02578	Prax.g_00381
OG0000633	Syar.g_02576	Prax.g_00380
OG0000634	Syar.g_02635	Prax.g_00377
OG0000635	Syar.g_02636	Prax.g_00376
OG0000636	Syar.g_02638	Prax.g_00374
OG0000637	Syar.g_02640	Prax.g_00372
OG0000638	Syar.g_02641	Prax.g_00371
OG0000639	Syar.g_02642	Prax.g_00370
OG0000640	Syar.g_02643	Prax.g_00369
OG0000641	Syar.g_02648	Prax.g_00365
OG0000642	Syar.g_02649	Prax.g_00364
OG0000643	Syar.g_02650	Prax.g_00363
OG0000644	Syar.g_02651	Prax.g_00362
OG0000645	Syar.g_02652	Prax.g_00361
OG0000646	Syar.g_02655	Prax.g_00359
OG0000647	Syar.g_02657	Prax.g_00358
OG0000648	Syar.g_02659	Prax.g_00356
OG0000649	Syar.g_02660	Prax.g_00355
OG0000650	Syar.g_02661	Prax.g_00354
OG0000651	Syar.g_02662	Prax.g_00353
OG0000652	Syar.g_02663	Prax.g_00352
OG0000653	Syar.g_02665	Prax.g_00350
OG0000654	Syar.g_02666	Prax.g_00349
OG0000655	Syar.g_02667	Prax.g_00348
OG0000656	Syar.g_02479	Prax.g_00345
OG0000657	Syar.g_01812	Prax.g_00337
OG0000658	Syar.g_01815	Prax.g_00336
OG0000659	Syar.g_01816	Prax.g_00335
OG0000660	Syar.g_01820	Prax.g_00331
OG0000661	Syar.g_03175, Syar.g_01822	Prax.g_00329
OG0000662	Syar.g_01829	Prax.g_00327
OG0000663	Syar.g_01832	Prax.g_00325
OG0000664	Syar.g_01837	Prax.g_00324
OG0000665	Syar.g_02774	Prax.g_00320
OG0000666	Syar.g_01241	Prax.g_00319
OG0000667	Syar.g_02346	Prax.g_00315
OG0000668	Syar.g_01802	Prax.g_00546
OG0000669	Syar.g_01627	Prax.g_00553
OG0000670	Syar.g_01624	Prax.g_00555
OG0000671	Syar.g_01622	Prax.g_00557
OG0000672	Syar.g_01619	Prax.g_00559
OG0000673	Syar.g_01615	Prax.g_00562
OG0000674	Syar.g_01613	Prax.g_00564
OG0000675	Syar.g_01612	Prax.g_00565
OG0000676	Syar.g_01608	Prax.g_00567
OG0000677	Syar.g_01607	Prax.g_00568
OG0000678	Syar.g_02037	Prax.g_00570
OG0000679	Syar.g_02606	Prax.g_00574
OG0000680	Syar.g_02607	Prax.g_00575
OG0000681	Syar.g_02610	Prax.g_00578
OG0000682	Syar.g_02611	Prax.g_00579
OG0000683	Syar.g_02612	Prax.g_00580
OG0000684	Syar.g_02615	Prax.g_00582
OG0000685	Syar.g_02617	Prax.g_00584
OG0000686	Syar.g_02618	Prax.g_00585
OG0000687	Syar.g_02619	Prax.g_00586
OG0000688	Syar.g_02624	Prax.g_00589
OG0000689	Syar.g_02626	Prax.g_00590
OG0000690	Syar.g_02627	Prax.g_00591
OG0000691	Syar.g_02628	Prax.g_00592
OG0000692	Syar.g_02629	Prax.g_00594
OG0000693	Syar.g_02631	Prax.g_00595
OG0000694	Syar.g_02632	Prax.g_00596
OG0000695	Syar.g_02573	Prax.g_00598
OG0000696	Syar.g_02572	Prax.g_00599
OG0000697	Syar.g_02570	Prax.g_00600
OG0000698	Syar.g_02567	Prax.g_00603
OG0000699	Syar.g_02566	Prax.g_00604
OG0000700	Syar.g_02565	Prax.g_00605
OG0000701	Syar.g_02564	Prax.g_00606
OG0000702	Syar.g_02559	Prax.g_00608
OG0000703	Syar.g_02557	Prax.g_00609
OG0000704	Syar.g_02555	Prax.g_00610
OG0000705	Syar.g_02547	Prax.g_00614
OG0000706	Syar.g_02546	Prax.g_00615
OG0000707	Syar.g_02545	Prax.g_00616
OG0000708	Syar.g_02542	Prax.g_00617
OG0000709	Syar.g_02534	Prax.g_01130
OG0000710	Syar.g_02528	Prax.g_01133
OG0000711	Syar.g_02499	Prax.g_01150
OG0000712	Syar.g_02497	Prax.g_01152
OG0000713	Syar.g_02496	Prax.g_01153
OG0000714	Syar.g_02494	Prax.g_01154
OG0000715	Syar.g_02492	Prax.g_01156
OG0000716	Syar.g_02488	Prax.g_01158
OG0000717	Syar.g_02487	Prax.g_01159
OG0000718	Syar.g_02483	Prax.g_01173
OG0000719	Syar.g_01804	Prax.g_01175
OG0000720	Syar.g_01790	Prax.g_01184
OG0000721	Syar.g_01788	Prax.g_01186
OG0000722	Syar.g_01787	Prax.g_01187
OG0000723	Syar.g_01560	Prax.g_01190
OG0000724	Syar.g_01367, Syar.g_02120	Prax.g_01199
OG0000725	Syar.g_01934	Prax.g_01205
OG0000726	Syar.g_01935	Prax.g_01206
OG0000727	Syar.g_01936	Prax.g_01207
OG0000728	Syar.g_01938	Prax.g_01209
OG0000729	Syar.g_00593	Prax.g_01256
OG0000730	Syar.g_01115	Prax.g_00126
OG0000731	Syar.g_01127	Prax.g_00130
OG0000732	Syar.g_00522	Prax.g_00140
OG0000733	Syar.g_02234	Prax.g_00162
OG0000734	Syar.g_03128	Prax.g_00185
OG0000735	Syar.g_01522	Prax.g_00187
OG0000736	Syar.g_01523	Prax.g_00188
OG0000737	Syar.g_01524	Prax.g_00189
OG0000738	Syar.g_01530	Prax.g_00193
OG0000739	Syar.g_01531	Prax.g_00194
OG0000740	Syar.g_01532	Prax.g_00195
OG0000741	Syar.g_01535	Prax.g_00196
OG0000742	Syar.g_01538	Prax.g_00199
OG0000743	Syar.g_01541	Prax.g_00201
OG0000744	Syar.g_01542	Prax.g_00202
OG0000745	Syar.g_01545	Prax.g_00203
OG0000746	Syar.g_01549	Prax.g_00205
OG0000747	Syar.g_01551	Prax.g_00206
OG0000748	Syar.g_01945	Prax.g_00209
OG0000749	Syar.g_01946	Prax.g_00210
OG0000750	Syar.g_01947	Prax.g_00211
OG0000751	Syar.g_01952	Prax.g_00213
OG0000752	Syar.g_01954	Prax.g_00215
OG0000753	Syar.g_01957	Prax.g_00218
OG0000754	Syar.g_01963	Prax.g_00221
OG0000755	Syar.g_01974	Prax.g_00224
OG0000756	Syar.g_01975	Prax.g_00225
OG0000757	Syar.g_01984	Prax.g_00231
OG0000758	Syar.g_01985	Prax.g_00232
OG0000759	Syar.g_01986	Prax.g_00233
OG0000760	Syar.g_01987	Prax.g_00234
OG0000761	Syar.g_01988	Prax.g_00235
OG0000762	Syar.g_01992	Prax.g_00236
OG0000763	Syar.g_01699	Prax.g_00238
OG0000764	Syar.g_01700	Prax.g_00239
OG0000765	Syar.g_01718	Prax.g_00248
OG0000766	Syar.g_01719	Prax.g_00249
OG0000767	Syar.g_01721	Prax.g_00251
OG0000768	Syar.g_01722	Prax.g_00252
OG0000769	Syar.g_01724	Prax.g_00254
OG0000770	Syar.g_01727	Prax.g_00256
OG0000771	Syar.g_01373	Prax.g_01789
OG0000772	Syar.g_00746	Prax.g_01928
OG0000773	Syar.g_02694	Prax.g_01908
OG0000774	Syar.g_02771	Prax.g_01906
OG0000775	Syar.g_02773	Prax.g_01904
OG0000776	Syar.g_01755	Prax.g_01903
OG0000777	Syar.g_01754	Prax.g_01902
OG0000778	Syar.g_01753	Prax.g_01901
OG0000779	Syar.g_02779	Prax.g_01897
OG0000780	Syar.g_02781	Prax.g_01896
OG0000781	Syar.g_02785	Prax.g_01893
OG0000782	Syar.g_02786	Prax.g_01892
OG0000783	Syar.g_02787	Prax.g_01891
OG0000784	Syar.g_02788	Prax.g_01890
OG0000785	Syar.g_02791	Prax.g_01888
OG0000786	Syar.g_02795	Prax.g_01886
OG0000787	Syar.g_02796	Prax.g_01885
OG0000788	Syar.g_02331	Prax.g_01876
OG0000789	Syar.g_02040	Prax.g_01873
OG0000790	Syar.g_01456	Prax.g_01858
OG0000791	Syar.g_01454	Prax.g_01856
OG0000792	Syar.g_01453	Prax.g_01855
OG0000793	Syar.g_01243	Prax.g_01852
OG0000794	Syar.g_01242	Prax.g_01851
OG0000795	Syar.g_01240	Prax.g_01850
OG0000796	Syar.g_01236	Prax.g_01846
OG0000797	Syar.g_01235	Prax.g_01845
OG0000798	Syar.g_00222, Syar.g_02701	Prax.g_01819
OG0000799	Syar.g_02844	Prax.g_01751
OG0000800	Syar.g_02843	Prax.g_01750
OG0000801	Syar.g_02842	Prax.g_01749
OG0000802	Syar.g_02825	Prax.g_01747
OG0000803	Syar.g_02822	Prax.g_01745
OG0000804	Syar.g_02819	Prax.g_01744
OG0000805	Syar.g_02817	Prax.g_01742
OG0000806	Syar.g_02815	Prax.g_01740
OG0000807	Syar.g_02814	Prax.g_01739
OG0000808	Syar.g_02813	Prax.g_01738
OG0000809	Syar.g_02811	Prax.g_01735
OG0000810	Syar.g_02810	Prax.g_01734
OG0000811	Syar.g_02805	Prax.g_01725
OG0000812	Syar.g_02803	Prax.g_01723
OG0000813	Syar.g_02802	Prax.g_01722
OG0000814	Syar.g_02800	Prax.g_01720
OG0000815	Syar.g_02799	Prax.g_01719
OG0000816	Syar.g_02797	Prax.g_01717
OG0000817	Syar.g_02861	Prax.g_01716
OG0000818	Syar.g_01418	Prax.g_01711
OG0000819	Syar.g_01417	Prax.g_01710
OG0000820	Syar.g_01416	Prax.g_01709
OG0000821	Syar.g_01410	Prax.g_01705
OG0000822	Syar.g_01408	Prax.g_01704
OG0000823	Syar.g_01407	Prax.g_01703
OG0000824	Syar.g_01402	Prax.g_01700
OG0000825	Syar.g_01401	Prax.g_01699
OG0000826	Syar.g_01400	Prax.g_01698
OG0000827	Syar.g_01399	Prax.g_01697
OG0000828	Syar.g_01396	Prax.g_01694
OG0000829	Syar.g_01395	Prax.g_01693
OG0000830	Syar.g_01394	Prax.g_01692
OG0000831	Syar.g_01391	Prax.g_01690
OG0000832	Syar.g_01213	Prax.g_01684
OG0000833	Syar.g_02877	Prax.g_01676
OG0000834	Syar.g_02878	Prax.g_01675
OG0000835	Syar.g_02879	Prax.g_01674
OG0000836	Syar.g_02881	Prax.g_01673
OG0000837	Syar.g_02882	Prax.g_01672
OG0000838	Syar.g_02886	Prax.g_01670
OG0000839	Syar.g_02887	Prax.g_01669
OG0000840	Syar.g_02888	Prax.g_01668
OG0000841	Syar.g_02889	Prax.g_01667
OG0000842	Syar.g_02890	Prax.g_01666
OG0000843	Syar.g_02891	Prax.g_01665
OG0000844	Syar.g_02893	Prax.g_01664
OG0000845	Syar.g_02894	Prax.g_01663
OG0000846	Syar.g_02895	Prax.g_01662
OG0000847	Syar.g_02896	Prax.g_01661
OG0000848	Syar.g_02898	Prax.g_01660
OG0000849	Syar.g_02899	Prax.g_01659
OG0000850	Syar.g_02902	Prax.g_01657
OG0000851	Syar.g_02905	Prax.g_01656
OG0000852	Syar.g_02906	Prax.g_01655
OG0000853	Syar.g_02910	Prax.g_01651
OG0000854	Syar.g_02912	Prax.g_01649
OG0000855	Syar.g_02913	Prax.g_01648
OG0000856	Syar.g_02243	Prax.g_01633
OG0000857	Syar.g_02656	Prax.g_01605
OG0000858	Syar.g_02920	Prax.g_01565
OG0000859	Syar.g_02921	Prax.g_01564
OG0000860	Syar.g_02931	Prax.g_01557
OG0000861	Syar.g_02932	Prax.g_01556
OG0000862	Syar.g_02942	Prax.g_01555
OG0000863	Syar.g_02944	Prax.g_01553
OG0000864	Syar.g_02945	Prax.g_01552
OG0000865	Syar.g_02946	Prax.g_01551
OG0000866	Syar.g_02947	Prax.g_01550
OG0000867	Syar.g_02948	Prax.g_01549
OG0000868	Syar.g_02950	Prax.g_01548
OG0000869	Syar.g_02955	Prax.g_01544
OG0000870	Syar.g_02960	Prax.g_01539
OG0000871	Syar.g_02961	Prax.g_01538
OG0000872	Syar.g_02967	Prax.g_01537
OG0000873	Syar.g_02970	Prax.g_01534
OG0000874	Syar.g_02974	Prax.g_01531
OG0000875	Syar.g_02975	Prax.g_01530
OG0000876	Syar.g_01828	Prax.g_01529
OG0000877	Syar.g_02977	Prax.g_01527
OG0000878	Syar.g_02978	Prax.g_01526
OG0000879	Syar.g_02979	Prax.g_01525
OG0000880	Syar.g_02980	Prax.g_01524
OG0000881	Syar.g_02984	Prax.g_01520
OG0000882	Syar.g_02989	Prax.g_01515
OG0000883	Syar.g_02992	Prax.g_01513
OG0000884	Syar.g_02994	Prax.g_01511
OG0000885	Syar.g_02995	Prax.g_01510
OG0000886	Syar.g_02996	Prax.g_01509
OG0000887	Syar.g_02998	Prax.g_01508
OG0000888	Syar.g_03000	Prax.g_01506
OG0000889	Syar.g_03002	Prax.g_01504
OG0000890	Syar.g_03005	Prax.g_01503
OG0000891	Syar.g_03006	Prax.g_01502
OG0000892	Syar.g_03008	Prax.g_01257
OG0000893	Syar.g_00150	Prax.g_01262
OG0000894	Syar.g_00145	Prax.g_01264
OG0000895	Syar.g_00141	Prax.g_01267
OG0000896	Syar.g_00140	Prax.g_01268
OG0000897	Syar.g_00138	Prax.g_01270
OG0000898	Syar.g_00137	Prax.g_01271
OG0000899	Syar.g_00136	Prax.g_01272
OG0000900	Syar.g_00135	Prax.g_01273
OG0000901	Syar.g_00130	Prax.g_01276
OG0000902	Syar.g_01013	Prax.g_01278
OG0000903	Syar.g_01026	Prax.g_01281
OG0000904	Syar.g_01021	Prax.g_01283
OG0000905	Syar.g_01018	Prax.g_01288
OG0000906	Syar.g_01015	Prax.g_01289
OG0000907	Syar.g_01028	Prax.g_01296
OG0000908	Syar.g_01031	Prax.g_01299
OG0000909	Syar.g_01032	Prax.g_01300
OG0000910	Syar.g_01033	Prax.g_01301
OG0000911	Syar.g_01035	Prax.g_01303
OG0000912	Syar.g_01036	Prax.g_01304
OG0000913	Syar.g_01037	Prax.g_01305
OG0000914	Syar.g_01038	Prax.g_01306
OG0000915	Syar.g_01040	Prax.g_01307
OG0000916	Syar.g_01041	Prax.g_01308
OG0000917	Syar.g_01042	Prax.g_01309
OG0000918	Syar.g_01043	Prax.g_01310
OG0000919	Syar.g_01044	Prax.g_01311
OG0000920	Syar.g_01045	Prax.g_01312
OG0000921	Syar.g_01046	Prax.g_01313
OG0000922	Syar.g_01047	Prax.g_01314
OG0000923	Syar.g_01051	Prax.g_01318
OG0000924	Syar.g_01052	Prax.g_01319
OG0000925	Syar.g_01053	Prax.g_01320
OG0000926	Syar.g_01054	Prax.g_01321
OG0000927	Syar.g_01056	Prax.g_01323
OG0000928	Syar.g_01057	Prax.g_01324
OG0000929	Syar.g_01058	Prax.g_01325
OG0000930	Syar.g_01059	Prax.g_01326
OG0000931	Syar.g_01060	Prax.g_01327
OG0000932	Syar.g_01061	Prax.g_01328
OG0000933	Syar.g_01066	Prax.g_01332
OG0000934	Syar.g_01068	Prax.g_01334
OG0000935	Syar.g_01069	Prax.g_01335
OG0000936	Syar.g_01070	Prax.g_01336
OG0000937	Syar.g_01071	Prax.g_01337
OG0000938	Syar.g_01074	Prax.g_01339
OG0000939	Syar.g_01075	Prax.g_01340
OG0000940	Syar.g_01081	Prax.g_01347
OG0000941	Syar.g_01083	Prax.g_01349
OG0000942	Syar.g_01085	Prax.g_01351
OG0000943	Syar.g_01086	Prax.g_01352
OG0000944	Syar.g_01088	Prax.g_01353
OG0000945	Syar.g_01089	Prax.g_01354
OG0000946	Syar.g_01095	Prax.g_01358
OG0000947	Syar.g_01098	Prax.g_01360
OG0000948	Syar.g_01099	Prax.g_01361
OG0000949	Syar.g_00283	Prax.g_01364
OG0000950	Syar.g_00661	Prax.g_01369
OG0000951	Syar.g_00656	Prax.g_01373
OG0000952	Syar.g_00651	Prax.g_01377
OG0000953	Syar.g_00248	Prax.g_01380
OG0000954	Syar.g_00258	Prax.g_01384
OG0000955	Syar.g_00259	Prax.g_01385
OG0000956	Syar.g_00261	Prax.g_01387
OG0000957	Syar.g_00610	Prax.g_01392
OG0000958	Syar.g_00609	Prax.g_01393
OG0000959	Syar.g_00605	Prax.g_01397
OG0000960	Syar.g_00604	Prax.g_01398
OG0000961	Syar.g_00094	Prax.g_01400
OG0000962	Syar.g_00594	Prax.g_01402
OG0000963	Syar.g_00590	Prax.g_01406
OG0000964	Syar.g_00589	Prax.g_01407
OG0000965	Syar.g_00588	Prax.g_01408
OG0000966	Syar.g_00549	Prax.g_01415
OG0000967	Syar.g_00545	Prax.g_01420
OG0000968	Syar.g_00542	Prax.g_01422
OG0000969	Syar.g_00540	Prax.g_01423
OG0000970	Syar.g_00539	Prax.g_01424
OG0000971	Syar.g_00537	Prax.g_01425
OG0000972	Syar.g_00536	Prax.g_01426
OG0000973	Syar.g_00535	Prax.g_01427
OG0000974	Syar.g_00534	Prax.g_01428
OG0000975	Syar.g_00533	Prax.g_01429
OG0000976	Syar.g_00532	Prax.g_01430
OG0000977	Syar.g_00530	Prax.g_01431
OG0000978	Syar.g_00529	Prax.g_01432
OG0000979	Syar.g_00526	Prax.g_01435
OG0000980	Syar.g_00523	Prax.g_01437
OG0000981	Syar.g_00520	Prax.g_01439
OG0000982	Syar.g_00331	Prax.g_01441
OG0000983	Syar.g_00332	Prax.g_01442
OG0000984	Syar.g_00333	Prax.g_01443
OG0000985	Syar.g_00337	Prax.g_01446
OG0000986	Syar.g_00344	Prax.g_01448
OG0000987	Syar.g_00346	Prax.g_01449
OG0000988	Syar.g_00352	Prax.g_01452
OG0000989	Syar.g_00377	Prax.g_01455
OG0000990	Syar.g_00697	Prax.g_01458
OG0000991	Syar.g_00700	Prax.g_01459
OG0000992	Syar.g_00704	Prax.g_01461
OG0000993	Syar.g_00705	Prax.g_01462
OG0000994	Syar.g_00708	Prax.g_01463
OG0000995	Syar.g_03212, Syar.g_00624	Prax.g_01467
OG0000996	Syar.g_00861	Prax.g_01468
OG0000997	Syar.g_00437	Prax.g_01469
OG0000998	Syar.g_00439	Prax.g_01471
OG0000999	Syar.g_00440	Prax.g_01472
OG0001000	Syar.g_00955, Syar.g_00444	Prax.g_01475
OG0001001	Syar.g_00450	Prax.g_01477
OG0001002	Syar.g_00457	Prax.g_01481
OG0001003	Syar.g_00459	Prax.g_01482
OG0001004	Syar.g_00460	Prax.g_01483
OG0001005	Syar.g_00461	Prax.g_01484
OG0001006	Syar.g_00468	Prax.g_01488
OG0001007	Syar.g_00470	Prax.g_01490
OG0001008	Syar.g_01178	Prax.g_00763
OG0001009	Syar.g_00500	Prax.g_00286
OG0001010	Syar.g_00501	Prax.g_00285
OG0001011	Syar.g_00503	Prax.g_00284
OG0001013	Syar.g_00906	Prax.g_00623
OG0001014	Syar.g_00914	Prax.g_00626
OG0001015	Syar.g_00915	Prax.g_00627
OG0001017	Syar.g_03050	Prax.g_00648
OG0001018	Syar.g_03052	Prax.g_00651
OG0001019	Syar.g_03086	Prax.g_00660
OG0001020	Syar.g_03092	Prax.g_01128
OG0001021	Syar.g_03098	Prax.g_01127
OG0001022	Syar.g_03102	Prax.g_01124
OG0001023	Syar.g_03103	Prax.g_01123
OG0001024	Syar.g_02276	Prax.g_01120
OG0001025	Syar.g_03115	Prax.g_01114
OG0001026	Syar.g_03131	Prax.g_01108
OG0001027	Syar.g_00031	Prax.g_01107
OG0001028	Syar.g_00034	Prax.g_01105
OG0001029	Syar.g_00036	Prax.g_01103
OG0001030	Syar.g_00058	Prax.g_01088
OG0001031	Syar.g_00129	Prax.g_01032
OG0001032	Syar.g_01011	Prax.g_01031
OG0001033	Syar.g_00962	Prax.g_01010
OG0001034	Syar.g_03022	Prax.g_00982
OG0001035	Syar.g_00171	Prax.g_00921
OG0001036	Syar.g_00193	Prax.g_00916
OG0001037	Syar.g_00195	Prax.g_00915
OG0001038	Syar.g_00223	Prax.g_00897
OG0001039	Syar.g_00226	Prax.g_00894
OG0001040	Syar.g_00229	Prax.g_00892
OG0001041	Syar.g_00234	Prax.g_00888
OG0001042	Syar.g_00831	Prax.g_00871
OG0001043	Syar.g_00826	Prax.g_00870
OG0001044	Syar.g_01117	Prax.g_00840
OG0001045	Syar.g_01130	Prax.g_00831
OG0001046	Syar.g_02514	Prax.g_00795
OG0001047	Syar.g_01180	Prax.g_00761
OG0001048	Syar.g_01181	Prax.g_00760
OG0001049	Syar.g_02872	Prax.g_00758
OG0001050	Syar.g_02871	Prax.g_00757
OG0001051	Syar.g_02870	Prax.g_00756
OG0001052	Syar.g_01269	Prax.g_00731
OG0001053	Syar.g_01472	Prax.g_00719
OG0001054	Syar.g_01492	Prax.g_00703
OG0001055	Syar.g_01513	Prax.g_00684
OG0001056	Syar.g_02349	Prax.g_00665
OG0001057	Syar.g_02341	Prax.g_00002
OG0001058	Syar.g_02324	Prax.g_00010
OG0001059	Syar.g_00422	Prax.g_00014
OG0001060	Syar.g_02315	Prax.g_00021
OG0001061	Syar.g_02297	Prax.g_00034
OG0001062	Syar.g_02294	Prax.g_00036
OG0001063	Syar.g_02209	Prax.g_00038
OG0001064	Syar.g_02208	Prax.g_00039
OG0001065	Syar.g_02207	Prax.g_00040
OG0001066	Syar.g_02206	Prax.g_00041
OG0001067	Syar.g_02205	Prax.g_00042
OG0001068	Syar.g_02204	Prax.g_00043
OG0001069	Syar.g_02203	Prax.g_00044
OG0001070	Syar.g_02200	Prax.g_00047
OG0001071	Syar.g_02199	Prax.g_00048
OG0001072	Syar.g_02195	Prax.g_00049
OG0001073	Syar.g_02182	Prax.g_00063
OG0001074	Syar.g_02031	Prax.g_00074
OG0001075	Syar.g_02215	Prax.g_00075
OG0001076	Syar.g_02253	Prax.g_00083
OG0001077	Syar.g_02240	Prax.g_00087
OG0001078	Syar.g_02419	Prax.g_00095
OG0001079	Syar.g_02431	Prax.g_00106
OG0001080	Syar.g_02442	Prax.g_00112
OG0001081	Syar.g_02444	Prax.g_00114
OG0001082	Syar.g_02445	Prax.g_00115
OG0001083	Syar.g_02473	Prax.g_00120
OG0001084	Syar.g_02474	Prax.g_00121
OG0001085	Syar.g_01688	Prax.g_00972
OG0001086	Syar.g_01686	Prax.g_00971
OG0001087	Syar.g_02347	Prax.g_00954
OG0001088	Syar.g_00431	Prax.g_00953
OG0001089	Syar.g_01942	Prax.g_00945
OG0001090	Syar.g_01582	Prax.g_00484
OG0001091	Syar.g_01580	Prax.g_00482
OG0001092	Syar.g_01578	Prax.g_00481
OG0001093	Syar.g_01572	Prax.g_00476
OG0001094	Syar.g_02633	Prax.g_00379
OG0001095	Syar.g_02653	Prax.g_00360
OG0001096	Syar.g_02476	Prax.g_00347
OG0001097	Syar.g_01823	Prax.g_00328
OG0001098	Syar.g_01672	Prax.g_00313
OG0001099	Syar.g_00035	Prax.g_00550
OG0001100	Syar.g_01625	Prax.g_00554
OG0001101	Syar.g_01623	Prax.g_00556
OG0001102	Syar.g_01620	Prax.g_00558
OG0001103	Syar.g_01618	Prax.g_00560
OG0001104	Syar.g_02616	Prax.g_00583
OG0001105	Syar.g_02620	Prax.g_00587
OG0001106	Syar.g_02553	Prax.g_00611
OG0001107	Syar.g_02541	Prax.g_00618
OG0001109	Syar.g_02529	Prax.g_01132
OG0001110	Syar.g_02527	Prax.g_01134
OG0001111	Syar.g_02525	Prax.g_01135
OG0001112	Syar.g_02523	Prax.g_01136
OG0001113	Syar.g_02522	Prax.g_01137
OG0001114	Syar.g_02521	Prax.g_01138
OG0001115	Syar.g_02519	Prax.g_01140
OG0001116	Syar.g_02517	Prax.g_01141
OG0001117	Syar.g_02516	Prax.g_01142
OG0001118	Syar.g_02515	Prax.g_01143
OG0001119	Syar.g_02513	Prax.g_01144
OG0001120	Syar.g_02507	Prax.g_01146
OG0001122	Syar.g_01803	Prax.g_01176
OG0001123	Syar.g_01796	Prax.g_01180
OG0001124	Syar.g_01793	Prax.g_01182
OG0001125	Syar.g_01791	Prax.g_01183
OG0001126	Syar.g_01375	Prax.g_01193
OG0001127	Syar.g_01374	Prax.g_01194
OG0001128	Syar.g_01371	Prax.g_01196
OG0001129	Syar.g_01369	Prax.g_01197
OG0001130	Syar.g_01368	Prax.g_01198
OG0001131	Syar.g_02448	Prax.g_01235
OG0001132	Syar.g_00684	Prax.g_01245
OG0001133	Syar.g_02249	Prax.g_00146
OG0001134	Syar.g_02235	Prax.g_00161
OG0001135	Syar.g_02232	Prax.g_00164
OG0001136	Syar.g_01536	Prax.g_00197
OG0001137	Syar.g_01944	Prax.g_00208
OG0001138	Syar.g_01977	Prax.g_00226
OG0001139	Syar.g_01980	Prax.g_00227
OG0001140	Syar.g_01981	Prax.g_00228
OG0001141	Syar.g_01982	Prax.g_00229
OG0001142	Syar.g_01983	Prax.g_00230
OG0001143	Syar.g_01698	Prax.g_00237
OG0001144	Syar.g_01707	Prax.g_00242
OG0001145	Syar.g_02769	Prax.g_01907
OG0001146	Syar.g_02782	Prax.g_01895
OG0001147	Syar.g_01276	Prax.g_01877
OG0001148	Syar.g_01459	Prax.g_01861
OG0001149	Syar.g_01458	Prax.g_01860
OG0001150	Syar.g_01457	Prax.g_01859
OG0001151	Syar.g_01238	Prax.g_01848
OG0001152	Syar.g_01237	Prax.g_01847
OG0001153	Syar.g_01398	Prax.g_01696
OG0001154	Syar.g_01397	Prax.g_01695
OG0001155	Syar.g_01211	Prax.g_01683
OG0001156	Syar.g_01185	Prax.g_01680
OG0001157	Syar.g_01184	Prax.g_01679
OG0001158	Syar.g_01183	Prax.g_01678
OG0001159	Syar.g_01182	Prax.g_01677
OG0001160	Syar.g_02908	Prax.g_01653
OG0001161	Syar.g_00382	Prax.g_01640
OG0001162	Syar.g_03081	Prax.g_01629
