Orthogroup	Syar	Prab
OG0000574	Syar.g_02190	Prab.g_00597
OG0000575	Syar.g_03180	Prab.g_00601
OG0000576	Syar.g_02187	Prab.g_00603
OG0000577	Syar.g_02186	Prab.g_00604
OG0000578	Syar.g_02185	Prab.g_00605
OG0000579	Syar.g_02184	Prab.g_00606
OG0000580	Syar.g_02183	Prab.g_00607
OG0000581	Syar.g_02175	Prab.g_00609
OG0000582	Syar.g_02131	Prab.g_00612
OG0000583	Syar.g_02132	Prab.g_00613
OG0000584	Syar.g_02133	Prab.g_00614
OG0000585	Syar.g_02170	Prab.g_00616
OG0000586	Syar.g_02171	Prab.g_00617
OG0000587	Syar.g_02173	Prab.g_00618
OG0000588	Syar.g_02275	Prab.g_00622
OG0000589	Syar.g_02261	Prab.g_00625
OG0000590	Syar.g_02260	Prab.g_00626
OG0000591	Syar.g_02246	Prab.g_00630
OG0000592	Syar.g_02245	Prab.g_00631
OG0000593	Syar.g_02414	Prab.g_00637
OG0000594	Syar.g_02415	Prab.g_00638
OG0000595	Syar.g_02416	Prab.g_00639
OG0000596	Syar.g_02421	Prab.g_00643
OG0000597	Syar.g_02424	Prab.g_00645
OG0000598	Syar.g_02425	Prab.g_00646
OG0000599	Syar.g_02428	Prab.g_00649
OG0000600	Syar.g_02429	Prab.g_00650
OG0000601	Syar.g_02430	Prab.g_00651
OG0000602	Syar.g_02435	Prab.g_00653
OG0000603	Syar.g_02436	Prab.g_00654
OG0000604	Syar.g_02438	Prab.g_00655
OG0000605	Syar.g_02440	Prab.g_00656
OG0000606	Syar.g_02443	Prab.g_00659
OG0000607	Syar.g_02446	Prab.g_00662
OG0000608	Syar.g_02447	Prab.g_00663
OG0000609	Syar.g_02470	Prab.g_00664
OG0000610	Syar.g_01917	Prab.g_00669
OG0000611	Syar.g_01914	Prab.g_00672
OG0000612	Syar.g_01913	Prab.g_00673
OG0000613	Syar.g_00712	Prab.g_00678
OG0000614	Syar.g_02012, Syar.g_01344	Prab.g_00697
OG0000615	Syar.g_02603	Prab.g_00705
OG0000616	Syar.g_00454	Prab.g_00711
OG0000617	Syar.g_01576	Prab.g_00729
OG0000618	Syar.g_01575	Prab.g_00730
OG0000619	Syar.g_01574	Prab.g_00731
OG0000620	Syar.g_01569	Prab.g_00734
OG0000621	Syar.g_01568	Prab.g_00735
OG0000622	Syar.g_01566	Prab.g_00736
OG0000623	Syar.g_01565	Prab.g_00737
OG0000624	Syar.g_01564	Prab.g_00738
OG0000625	Syar.g_01563	Prab.g_00739
OG0000626	Syar.g_01562	Prab.g_00740
OG0000627	Syar.g_01868	Prab.g_00741
OG0000628	Syar.g_01869	Prab.g_00742
OG0000629	Syar.g_01872	Prab.g_00743
OG0000630	Syar.g_02586	Prab.g_00746
OG0000631	Syar.g_02579	Prab.g_00831
OG0000632	Syar.g_02578	Prab.g_00832
OG0000633	Syar.g_02576	Prab.g_00833
OG0000634	Syar.g_02635	Prab.g_00836
OG0000635	Syar.g_02636	Prab.g_00837
OG0000636	Syar.g_02638	Prab.g_00839
OG0000637	Syar.g_02640	Prab.g_00841
OG0000638	Syar.g_02641	Prab.g_00842
OG0000639	Syar.g_02642	Prab.g_00843
OG0000640	Syar.g_02643	Prab.g_00844
OG0000641	Syar.g_02648	Prab.g_00848
OG0000642	Syar.g_02649	Prab.g_00849
OG0000643	Syar.g_02650	Prab.g_00850
OG0000644	Syar.g_02651	Prab.g_00851
OG0000645	Syar.g_02652	Prab.g_00852
OG0000646	Syar.g_02655	Prab.g_00854
OG0000647	Syar.g_02657	Prab.g_00855
OG0000648	Syar.g_02659	Prab.g_00857
OG0000649	Syar.g_02660	Prab.g_00858
OG0000650	Syar.g_02661	Prab.g_00859
OG0000651	Syar.g_02662	Prab.g_00860
OG0000652	Syar.g_02663	Prab.g_00861
OG0000653	Syar.g_02665	Prab.g_00863
OG0000654	Syar.g_02666	Prab.g_00864
OG0000655	Syar.g_02667	Prab.g_00865
OG0000656	Syar.g_02479	Prab.g_00868
OG0000657	Syar.g_01812	Prab.g_00875
OG0000658	Syar.g_01815	Prab.g_00876
OG0000659	Syar.g_01816	Prab.g_00877
OG0000660	Syar.g_01820	Prab.g_00881
OG0000661	Syar.g_03175, Syar.g_01822	Prab.g_00883
OG0000662	Syar.g_01829	Prab.g_00885
OG0000663	Syar.g_01832	Prab.g_00887
OG0000664	Syar.g_01837	Prab.g_00888
OG0000665	Syar.g_02774	Prab.g_00892
OG0000666	Syar.g_01241	Prab.g_00893
OG0000667	Syar.g_02346	Prab.g_00898
OG0000668	Syar.g_01802	Prab.g_01084
OG0000669	Syar.g_01627	Prab.g_01076
OG0000670	Syar.g_01624	Prab.g_01074
OG0000671	Syar.g_01622	Prab.g_01072
OG0000672	Syar.g_01619	Prab.g_01070
OG0000673	Syar.g_01615	Prab.g_01067
OG0000674	Syar.g_01613	Prab.g_01065
OG0000675	Syar.g_01612	Prab.g_01064
OG0000676	Syar.g_01608	Prab.g_01062
OG0000677	Syar.g_01607	Prab.g_01061
OG0000678	Syar.g_02037	Prab.g_01059
OG0000679	Syar.g_02606	Prab.g_01055
OG0000680	Syar.g_02607	Prab.g_01054
OG0000681	Syar.g_02610	Prab.g_01052
OG0000682	Syar.g_02611	Prab.g_01051
OG0000683	Syar.g_02612	Prab.g_01050
OG0000684	Syar.g_02615	Prab.g_01048
OG0000685	Syar.g_02617	Prab.g_01046
OG0000686	Syar.g_02618	Prab.g_01045
OG0000687	Syar.g_02619	Prab.g_01044
OG0000688	Syar.g_02624	Prab.g_01041
OG0000689	Syar.g_02626	Prab.g_01040
OG0000690	Syar.g_02627	Prab.g_01039
OG0000691	Syar.g_02628	Prab.g_01038
OG0000692	Syar.g_02629	Prab.g_01036
OG0000693	Syar.g_02631	Prab.g_01035
OG0000694	Syar.g_02632	Prab.g_01034
OG0000695	Syar.g_02573	Prab.g_01032
OG0000696	Syar.g_02572	Prab.g_01031
OG0000697	Syar.g_02570	Prab.g_01030
OG0000698	Syar.g_02567	Prab.g_01027
OG0000699	Syar.g_02566	Prab.g_01026
OG0000700	Syar.g_02565	Prab.g_01025
OG0000701	Syar.g_02564	Prab.g_01024
OG0000702	Syar.g_02559	Prab.g_01022
OG0000703	Syar.g_02557	Prab.g_01021
OG0000704	Syar.g_02555	Prab.g_01020
OG0000705	Syar.g_02547	Prab.g_01016
OG0000706	Syar.g_02546	Prab.g_01015
OG0000707	Syar.g_02545	Prab.g_01014
OG0000708	Syar.g_02542	Prab.g_01013
OG0000709	Syar.g_02534	Prab.g_01009
OG0000710	Syar.g_02528	Prab.g_01006
OG0000711	Syar.g_02499	Prab.g_00989
OG0000712	Syar.g_02497	Prab.g_00987
OG0000713	Syar.g_02496	Prab.g_00986
OG0000714	Syar.g_02494	Prab.g_00985
OG0000715	Syar.g_02492	Prab.g_00983
OG0000716	Syar.g_02488	Prab.g_00981
OG0000717	Syar.g_02487	Prab.g_00980
OG0000718	Syar.g_02483	Prab.g_00960
OG0000719	Syar.g_01804	Prab.g_00958
OG0000720	Syar.g_01790	Prab.g_00949
OG0000721	Syar.g_01788	Prab.g_00947
OG0000722	Syar.g_01787	Prab.g_00946
OG0000723	Syar.g_01560	Prab.g_00943
OG0000724	Syar.g_01367, Syar.g_02120	Prab.g_00934
OG0000725	Syar.g_01934	Prab.g_00928
OG0000726	Syar.g_01935	Prab.g_00927
OG0000727	Syar.g_01936	Prab.g_00926
OG0000728	Syar.g_01938	Prab.g_00924
OG0000729	Syar.g_00593	Prab.g_01146
OG0000730	Syar.g_01115	Prab.g_01150
OG0000731	Syar.g_01127	Prab.g_01154
OG0000732	Syar.g_00522	Prab.g_01164
OG0000733	Syar.g_02234	Prab.g_01187
OG0000734	Syar.g_03128	Prab.g_01204
OG0000735	Syar.g_01522	Prab.g_01206
OG0000736	Syar.g_01523	Prab.g_01207
OG0000737	Syar.g_01524	Prab.g_01208
OG0000738	Syar.g_01530	Prab.g_01212
OG0000739	Syar.g_01531	Prab.g_01213
OG0000740	Syar.g_01532	Prab.g_01214
OG0000741	Syar.g_01535	Prab.g_01215
OG0000742	Syar.g_01538	Prab.g_01218
OG0000743	Syar.g_01541	Prab.g_01220
OG0000744	Syar.g_01542	Prab.g_01221
OG0000745	Syar.g_01545	Prab.g_01222
OG0000746	Syar.g_01549	Prab.g_01224
OG0000747	Syar.g_01551	Prab.g_01225
OG0000748	Syar.g_01945	Prab.g_01228
OG0000749	Syar.g_01946	Prab.g_01229
OG0000750	Syar.g_01947	Prab.g_01230
OG0000751	Syar.g_01952	Prab.g_01232
OG0000752	Syar.g_01954	Prab.g_01234
OG0000753	Syar.g_01957	Prab.g_01237
OG0000754	Syar.g_01963	Prab.g_01240
OG0000755	Syar.g_01974	Prab.g_01243
OG0000756	Syar.g_01975	Prab.g_01244
OG0000757	Syar.g_01984	Prab.g_01250
OG0000758	Syar.g_01985	Prab.g_01251
OG0000759	Syar.g_01986	Prab.g_01252
OG0000760	Syar.g_01987	Prab.g_01253
OG0000761	Syar.g_01988	Prab.g_01254
OG0000762	Syar.g_01992	Prab.g_01255
OG0000763	Syar.g_01699	Prab.g_01257
OG0000764	Syar.g_01700	Prab.g_01258
OG0000765	Syar.g_01718	Prab.g_01267
OG0000766	Syar.g_01719	Prab.g_01268
OG0000767	Syar.g_01721	Prab.g_01270
OG0000768	Syar.g_01722	Prab.g_01271
OG0000769	Syar.g_01724	Prab.g_01273
OG0000770	Syar.g_01727	Prab.g_01275
OG0000771	Syar.g_01373	Prab.g_01284
OG0000772	Syar.g_00746	Prab.g_01303
OG0000773	Syar.g_02694	Prab.g_01317
OG0000774	Syar.g_02771	Prab.g_01319
OG0000775	Syar.g_02773	Prab.g_01321
OG0000776	Syar.g_01755	Prab.g_01322
OG0000777	Syar.g_01754	Prab.g_01323
OG0000778	Syar.g_01753	Prab.g_01324
OG0000779	Syar.g_02779	Prab.g_01328
OG0000780	Syar.g_02781	Prab.g_01329
OG0000781	Syar.g_02785	Prab.g_01332
OG0000782	Syar.g_02786	Prab.g_01333
OG0000783	Syar.g_02787	Prab.g_01334
OG0000784	Syar.g_02788	Prab.g_01335
OG0000785	Syar.g_02791	Prab.g_01337
OG0000786	Syar.g_02795	Prab.g_01339
OG0000787	Syar.g_02796	Prab.g_01340
OG0000788	Syar.g_02331	Prab.g_01348
OG0000789	Syar.g_02040	Prab.g_01351
OG0000790	Syar.g_01456	Prab.g_01365
OG0000791	Syar.g_01454	Prab.g_01367
OG0000792	Syar.g_01453	Prab.g_01368
OG0000793	Syar.g_01243	Prab.g_01371
OG0000794	Syar.g_01242	Prab.g_01372
OG0000795	Syar.g_01240	Prab.g_01373
OG0000796	Syar.g_01236	Prab.g_01377
OG0000797	Syar.g_01235	Prab.g_01378
OG0000798	Syar.g_00222, Syar.g_02701	Prab.g_01411
OG0000799	Syar.g_02844	Prab.g_01448
OG0000800	Syar.g_02843	Prab.g_01449
OG0000801	Syar.g_02842	Prab.g_01450
OG0000802	Syar.g_02825	Prab.g_01452
OG0000803	Syar.g_02822	Prab.g_01454
OG0000804	Syar.g_02819	Prab.g_01455
OG0000805	Syar.g_02817	Prab.g_01457
OG0000806	Syar.g_02815	Prab.g_01459
OG0000807	Syar.g_02814	Prab.g_01460
OG0000808	Syar.g_02813	Prab.g_01461
OG0000809	Syar.g_02811	Prab.g_01464
OG0000810	Syar.g_02810	Prab.g_01465
OG0000811	Syar.g_02805	Prab.g_01469
OG0000812	Syar.g_02803	Prab.g_01471
OG0000813	Syar.g_02802	Prab.g_01472
OG0000814	Syar.g_02800	Prab.g_01474
OG0000815	Syar.g_02799	Prab.g_01475
OG0000816	Syar.g_02797	Prab.g_01477
OG0000817	Syar.g_02861	Prab.g_01478
OG0000818	Syar.g_01418	Prab.g_01483
OG0000819	Syar.g_01417	Prab.g_01484
OG0000820	Syar.g_01416	Prab.g_01485
OG0000821	Syar.g_01410	Prab.g_01489
OG0000822	Syar.g_01408	Prab.g_01490
OG0000823	Syar.g_01407	Prab.g_01491
OG0000824	Syar.g_01402	Prab.g_01494
OG0000825	Syar.g_01401	Prab.g_01495
OG0000826	Syar.g_01400	Prab.g_01496
OG0000827	Syar.g_01399	Prab.g_01497
OG0000828	Syar.g_01396	Prab.g_01500
OG0000829	Syar.g_01395	Prab.g_01501
OG0000830	Syar.g_01394	Prab.g_01502
OG0000831	Syar.g_01391	Prab.g_01504
OG0000832	Syar.g_01213	Prab.g_01510
OG0000833	Syar.g_02877	Prab.g_01518
OG0000834	Syar.g_02878	Prab.g_01519
OG0000835	Syar.g_02879	Prab.g_01520
OG0000836	Syar.g_02881	Prab.g_01521
OG0000837	Syar.g_02882	Prab.g_01522
OG0000838	Syar.g_02886	Prab.g_01524
OG0000839	Syar.g_02887	Prab.g_01525
OG0000840	Syar.g_02888	Prab.g_01526
OG0000841	Syar.g_02889	Prab.g_01527
OG0000842	Syar.g_02890	Prab.g_01528
OG0000843	Syar.g_02891	Prab.g_01529
OG0000844	Syar.g_02893	Prab.g_01530
OG0000845	Syar.g_02894	Prab.g_01531
OG0000846	Syar.g_02895	Prab.g_01532
OG0000847	Syar.g_02896	Prab.g_01533
OG0000848	Syar.g_02898	Prab.g_01534
OG0000849	Syar.g_02899	Prab.g_01535
OG0000850	Syar.g_02902	Prab.g_01537
OG0000851	Syar.g_02905	Prab.g_01538
OG0000852	Syar.g_02906	Prab.g_01539
OG0000853	Syar.g_02910	Prab.g_01543
OG0000854	Syar.g_02912	Prab.g_01545
OG0000855	Syar.g_02913	Prab.g_01546
OG0000856	Syar.g_02243	Prab.g_01563
OG0000857	Syar.g_02656	Prab.g_01601
OG0000858	Syar.g_02920	Prab.g_01663
OG0000859	Syar.g_02921	Prab.g_01664
OG0000860	Syar.g_02931	Prab.g_01671
OG0000861	Syar.g_02932	Prab.g_01672
OG0000862	Syar.g_02942	Prab.g_01673
OG0000863	Syar.g_02944	Prab.g_01675
OG0000864	Syar.g_02945	Prab.g_01676
OG0000865	Syar.g_02946	Prab.g_01677
OG0000866	Syar.g_02947	Prab.g_01678
OG0000867	Syar.g_02948	Prab.g_01679
OG0000868	Syar.g_02950	Prab.g_01680
OG0000869	Syar.g_02955	Prab.g_01684
OG0000870	Syar.g_02960	Prab.g_01689
OG0000871	Syar.g_02961	Prab.g_01690
OG0000872	Syar.g_02967	Prab.g_01691
OG0000873	Syar.g_02970	Prab.g_01694
OG0000874	Syar.g_02974	Prab.g_01697
OG0000875	Syar.g_02975	Prab.g_01698
OG0000876	Syar.g_01828	Prab.g_01699
OG0000877	Syar.g_02977	Prab.g_01701
OG0000878	Syar.g_02978	Prab.g_01702
OG0000879	Syar.g_02979	Prab.g_01703
OG0000880	Syar.g_02980	Prab.g_01704
OG0000881	Syar.g_02984	Prab.g_01708
OG0000882	Syar.g_02989	Prab.g_01713
OG0000883	Syar.g_02992	Prab.g_01714
OG0000884	Syar.g_02994	Prab.g_01716
OG0000885	Syar.g_02995	Prab.g_01717
OG0000886	Syar.g_02996	Prab.g_01718
OG0000887	Syar.g_02998	Prab.g_01719
OG0000888	Syar.g_03000	Prab.g_01721
OG0000889	Syar.g_03002	Prab.g_01723
OG0000890	Syar.g_03005	Prab.g_01724
OG0000891	Syar.g_03006	Prab.g_01725
OG0000892	Syar.g_03008	Prab.g_01727
OG0000893	Syar.g_00150	Prab.g_01731
OG0000894	Syar.g_00145	Prab.g_01733
OG0000895	Syar.g_00141	Prab.g_01736
OG0000896	Syar.g_00140	Prab.g_01737
OG0000897	Syar.g_00138	Prab.g_01739
OG0000898	Syar.g_00137	Prab.g_01740
OG0000899	Syar.g_00136	Prab.g_01741
OG0000900	Syar.g_00135	Prab.g_01742
OG0000901	Syar.g_00130	Prab.g_01745
OG0000902	Syar.g_01013	Prab.g_01747
OG0000903	Syar.g_01026	Prab.g_01750
OG0000904	Syar.g_01021	Prab.g_01752
OG0000905	Syar.g_01018	Prab.g_01756
OG0000906	Syar.g_01015	Prab.g_01757
OG0000907	Syar.g_01028	Prab.g_01760
OG0000908	Syar.g_01031	Prab.g_01763
OG0000909	Syar.g_01032	Prab.g_01764
OG0000910	Syar.g_01033	Prab.g_01765
OG0000911	Syar.g_01035	Prab.g_01767
OG0000912	Syar.g_01036	Prab.g_01768
OG0000913	Syar.g_01037	Prab.g_01769
OG0000914	Syar.g_01038	Prab.g_01770
OG0000915	Syar.g_01040	Prab.g_01771
OG0000916	Syar.g_01041	Prab.g_01772
OG0000917	Syar.g_01042	Prab.g_01773
OG0000918	Syar.g_01043	Prab.g_01774
OG0000919	Syar.g_01044	Prab.g_01775
OG0000920	Syar.g_01045	Prab.g_01776
OG0000921	Syar.g_01046	Prab.g_01777
OG0000922	Syar.g_01047	Prab.g_01778
OG0000923	Syar.g_01051	Prab.g_01782
OG0000924	Syar.g_01052	Prab.g_01783
OG0000925	Syar.g_01053	Prab.g_01784
OG0000926	Syar.g_01054	Prab.g_01785
OG0000927	Syar.g_01056	Prab.g_01787
OG0000928	Syar.g_01057	Prab.g_01788
OG0000929	Syar.g_01058	Prab.g_01789
OG0000930	Syar.g_01059	Prab.g_01790
OG0000931	Syar.g_01060	Prab.g_01791
OG0000932	Syar.g_01061	Prab.g_01792
OG0000933	Syar.g_01066	Prab.g_01796
OG0000934	Syar.g_01068	Prab.g_01798
OG0000935	Syar.g_01069	Prab.g_01799
OG0000936	Syar.g_01070	Prab.g_01800
OG0000937	Syar.g_01071	Prab.g_01801
OG0000938	Syar.g_01074	Prab.g_01803
OG0000939	Syar.g_01075	Prab.g_01804
OG0000940	Syar.g_01081	Prab.g_01811
OG0000941	Syar.g_01083	Prab.g_01813
OG0000942	Syar.g_01085	Prab.g_01815
OG0000943	Syar.g_01086	Prab.g_01816
OG0000944	Syar.g_01088	Prab.g_01817
OG0000945	Syar.g_01089	Prab.g_01818
OG0000946	Syar.g_01095	Prab.g_01822
OG0000947	Syar.g_01098	Prab.g_01824
OG0000948	Syar.g_01099	Prab.g_01825
OG0000949	Syar.g_00283	Prab.g_01828
OG0000950	Syar.g_00661	Prab.g_01833
OG0000951	Syar.g_00656	Prab.g_01836
OG0000952	Syar.g_00651	Prab.g_01840
OG0000953	Syar.g_00248	Prab.g_01843
OG0000954	Syar.g_00258	Prab.g_01847
OG0000955	Syar.g_00259	Prab.g_01848
OG0000956	Syar.g_00261	Prab.g_01850
OG0000957	Syar.g_00610	Prab.g_01855
OG0000958	Syar.g_00609	Prab.g_01856
OG0000959	Syar.g_00605	Prab.g_01860
OG0000960	Syar.g_00604	Prab.g_01861
OG0000961	Syar.g_00094	Prab.g_01863
OG0000962	Syar.g_00594	Prab.g_01865
OG0000963	Syar.g_00590	Prab.g_01869
OG0000964	Syar.g_00589	Prab.g_01870
OG0000965	Syar.g_00588	Prab.g_01871
OG0000966	Syar.g_00549	Prab.g_01879
OG0000967	Syar.g_00545	Prab.g_01883
OG0000968	Syar.g_00542	Prab.g_01885
OG0000969	Syar.g_00540	Prab.g_01886
OG0000970	Syar.g_00539	Prab.g_01887
OG0000971	Syar.g_00537	Prab.g_01888
OG0000972	Syar.g_00536	Prab.g_01889
OG0000973	Syar.g_00535	Prab.g_01890
OG0000974	Syar.g_00534	Prab.g_01891
OG0000975	Syar.g_00533	Prab.g_01892
OG0000976	Syar.g_00532	Prab.g_01893
OG0000977	Syar.g_00530	Prab.g_01894
OG0000978	Syar.g_00529	Prab.g_01895
OG0000979	Syar.g_00526	Prab.g_01898
OG0000980	Syar.g_00523	Prab.g_01900
OG0000981	Syar.g_00520	Prab.g_01902
OG0000982	Syar.g_00331	Prab.g_01904
OG0000983	Syar.g_00332	Prab.g_01905
OG0000984	Syar.g_00333	Prab.g_01906
OG0000985	Syar.g_00337	Prab.g_01909
OG0000986	Syar.g_00344	Prab.g_01911
OG0000987	Syar.g_00346	Prab.g_01912
OG0000988	Syar.g_00352	Prab.g_01915
OG0000989	Syar.g_00377	Prab.g_01919
OG0000990	Syar.g_00697	Prab.g_01922
OG0000991	Syar.g_00700	Prab.g_01923
OG0000992	Syar.g_00704	Prab.g_01925
OG0000993	Syar.g_00705	Prab.g_01926
OG0000994	Syar.g_00708	Prab.g_01927
OG0000995	Syar.g_03212, Syar.g_00624	Prab.g_01931
OG0000996	Syar.g_00861	Prab.g_01932
OG0000997	Syar.g_00437	Prab.g_01933
OG0000998	Syar.g_00439	Prab.g_01935
OG0000999	Syar.g_00440	Prab.g_01936
OG0001000	Syar.g_00955, Syar.g_00444	Prab.g_01939
OG0001001	Syar.g_00450	Prab.g_01941
OG0001002	Syar.g_00457	Prab.g_01945
OG0001003	Syar.g_00459	Prab.g_01947
OG0001004	Syar.g_00460	Prab.g_01948
OG0001005	Syar.g_00461	Prab.g_01949
OG0001006	Syar.g_00468	Prab.g_01953
OG0001007	Syar.g_00470	Prab.g_01955
OG0001008	Syar.g_01178	Prab.g_00440
OG0001009	Syar.g_00500	Prab.g_00027
OG0001010	Syar.g_00501	Prab.g_00028
OG0001011	Syar.g_00503	Prab.g_00029
OG0001013	Syar.g_00906	Prab.g_00047
OG0001014	Syar.g_00914	Prab.g_00050
OG0001015	Syar.g_00915	Prab.g_00051
OG0001017	Syar.g_03050	Prab.g_00069
OG0001018	Syar.g_03052	Prab.g_00072
OG0001019	Syar.g_03086	Prab.g_00081
OG0001020	Syar.g_03092	Prab.g_00082
OG0001021	Syar.g_03098	Prab.g_00083
OG0001022	Syar.g_03102	Prab.g_00085
OG0001023	Syar.g_03103	Prab.g_00086
OG0001024	Syar.g_02276	Prab.g_00089
OG0001025	Syar.g_03115	Prab.g_00095
OG0001026	Syar.g_03131	Prab.g_00102
OG0001027	Syar.g_00031	Prab.g_00103
OG0001028	Syar.g_00034	Prab.g_00105
OG0001029	Syar.g_00036	Prab.g_00106
OG0001030	Syar.g_00058	Prab.g_00120
OG0001031	Syar.g_00129	Prab.g_00177
OG0001032	Syar.g_01011	Prab.g_00178
OG0001033	Syar.g_00962	Prab.g_00199
OG0001034	Syar.g_03022	Prab.g_00227
OG0001035	Syar.g_00171	Prab.g_00244
OG0001036	Syar.g_00193	Prab.g_00248
OG0001037	Syar.g_00195	Prab.g_00249
OG0001038	Syar.g_00223	Prab.g_00266
OG0001039	Syar.g_00226	Prab.g_00269
OG0001040	Syar.g_00229	Prab.g_00271
OG0001041	Syar.g_00234	Prab.g_00275
OG0001042	Syar.g_00831	Prab.g_00292
OG0001043	Syar.g_00826	Prab.g_00293
OG0001044	Syar.g_01117	Prab.g_00321
OG0001045	Syar.g_01130	Prab.g_00329
OG0001046	Syar.g_02514	Prab.g_00367
OG0001047	Syar.g_01180	Prab.g_00442
OG0001048	Syar.g_01181	Prab.g_00443
OG0001049	Syar.g_02872	Prab.g_00445
OG0001050	Syar.g_02871	Prab.g_00446
OG0001051	Syar.g_02870	Prab.g_00447
OG0001052	Syar.g_01269	Prab.g_00475
OG0001053	Syar.g_01472	Prab.g_00487
OG0001054	Syar.g_01492	Prab.g_00502
OG0001055	Syar.g_01513	Prab.g_00521
OG0001056	Syar.g_02349	Prab.g_00540
OG0001057	Syar.g_02341	Prab.g_00545
OG0001058	Syar.g_02324	Prab.g_00553
OG0001059	Syar.g_00422	Prab.g_00557
OG0001060	Syar.g_02315	Prab.g_00564
OG0001061	Syar.g_02297	Prab.g_00578
OG0001062	Syar.g_02294	Prab.g_00580
OG0001063	Syar.g_02209	Prab.g_00582
OG0001064	Syar.g_02208	Prab.g_00583
OG0001065	Syar.g_02207	Prab.g_00584
OG0001066	Syar.g_02206	Prab.g_00585
OG0001067	Syar.g_02205	Prab.g_00586
OG0001068	Syar.g_02204	Prab.g_00587
OG0001069	Syar.g_02203	Prab.g_00588
OG0001070	Syar.g_02200	Prab.g_00591
OG0001071	Syar.g_02199	Prab.g_00592
OG0001072	Syar.g_02195	Prab.g_00594
OG0001073	Syar.g_02182	Prab.g_00608
OG0001074	Syar.g_02031	Prab.g_00619
OG0001075	Syar.g_02215	Prab.g_00620
OG0001076	Syar.g_02253	Prab.g_00629
OG0001077	Syar.g_02240	Prab.g_00633
OG0001078	Syar.g_02419	Prab.g_00641
OG0001079	Syar.g_02431	Prab.g_00652
OG0001080	Syar.g_02442	Prab.g_00658
OG0001081	Syar.g_02444	Prab.g_00660
OG0001082	Syar.g_02445	Prab.g_00661
OG0001083	Syar.g_02473	Prab.g_00666
OG0001084	Syar.g_02474	Prab.g_00667
OG0001085	Syar.g_01688	Prab.g_00675
OG0001086	Syar.g_01686	Prab.g_00676
OG0001087	Syar.g_02347	Prab.g_00693
OG0001088	Syar.g_00431	Prab.g_00694
OG0001089	Syar.g_01942	Prab.g_00702
OG0001090	Syar.g_01582	Prab.g_00724
OG0001091	Syar.g_01580	Prab.g_00726
OG0001092	Syar.g_01578	Prab.g_00727
OG0001093	Syar.g_01572	Prab.g_00732
OG0001094	Syar.g_02633	Prab.g_00834
OG0001095	Syar.g_02653	Prab.g_00853
OG0001096	Syar.g_02476	Prab.g_00866
OG0001097	Syar.g_01823	Prab.g_00884
OG0001098	Syar.g_01672	Prab.g_00900
OG0001099	Syar.g_00035	Prab.g_01079
OG0001100	Syar.g_01625	Prab.g_01075
OG0001101	Syar.g_01623	Prab.g_01073
OG0001102	Syar.g_01620	Prab.g_01071
OG0001103	Syar.g_01618	Prab.g_01069
OG0001104	Syar.g_02616	Prab.g_01047
OG0001105	Syar.g_02620	Prab.g_01043
OG0001106	Syar.g_02553	Prab.g_01019
OG0001107	Syar.g_02541	Prab.g_01012
OG0001109	Syar.g_02529	Prab.g_01007
OG0001110	Syar.g_02527	Prab.g_01005
OG0001111	Syar.g_02525	Prab.g_01004
OG0001112	Syar.g_02523	Prab.g_01003
OG0001113	Syar.g_02522	Prab.g_01002
OG0001114	Syar.g_02521	Prab.g_01001
OG0001115	Syar.g_02519	Prab.g_00999
OG0001116	Syar.g_02517	Prab.g_00998
OG0001117	Syar.g_02516	Prab.g_00997
OG0001118	Syar.g_02515	Prab.g_00996
OG0001119	Syar.g_02513	Prab.g_00995
OG0001120	Syar.g_02507	Prab.g_00993
OG0001122	Syar.g_01803	Prab.g_00957
OG0001123	Syar.g_01796	Prab.g_00953
OG0001124	Syar.g_01793	Prab.g_00951
OG0001125	Syar.g_01791	Prab.g_00950
OG0001126	Syar.g_01375	Prab.g_00940
OG0001127	Syar.g_01374	Prab.g_00939
OG0001128	Syar.g_01371	Prab.g_00937
OG0001129	Syar.g_01369	Prab.g_00936
OG0001130	Syar.g_01368	Prab.g_00935
OG0001131	Syar.g_02448	Prab.g_01125
OG0001132	Syar.g_00684	Prab.g_01135
OG0001133	Syar.g_02249	Prab.g_01169
OG0001134	Syar.g_02235	Prab.g_01186
OG0001135	Syar.g_02232	Prab.g_01189
OG0001136	Syar.g_01536	Prab.g_01216
OG0001137	Syar.g_01944	Prab.g_01227
OG0001138	Syar.g_01977	Prab.g_01245
OG0001139	Syar.g_01980	Prab.g_01246
OG0001140	Syar.g_01981	Prab.g_01247
OG0001141	Syar.g_01982	Prab.g_01248
OG0001142	Syar.g_01983	Prab.g_01249
OG0001143	Syar.g_01698	Prab.g_01256
OG0001144	Syar.g_01707	Prab.g_01261
OG0001145	Syar.g_02769	Prab.g_01318
OG0001146	Syar.g_02782	Prab.g_01330
OG0001147	Syar.g_01276	Prab.g_01347
OG0001148	Syar.g_01459	Prab.g_01362
OG0001149	Syar.g_01458	Prab.g_01363
OG0001150	Syar.g_01457	Prab.g_01364
OG0001151	Syar.g_01238	Prab.g_01375
OG0001152	Syar.g_01237	Prab.g_01376
OG0001153	Syar.g_01398	Prab.g_01498
OG0001154	Syar.g_01397	Prab.g_01499
OG0001155	Syar.g_01211	Prab.g_01511
OG0001156	Syar.g_01185	Prab.g_01514
OG0001157	Syar.g_01184	Prab.g_01515
