Orthogroup	Syar	Syao
OG0000583	Syar.g_02132	Syao.g_01205
OG0000584	Syar.g_02133	Syao.g_01206
OG0000585	Syar.g_02170	Syao.g_01054
OG0000586	Syar.g_02171	Syao.g_01055
OG0000587	Syar.g_02173	Syao.g_01057
OG0000588	Syar.g_02275	Syao.g_00406
OG0000589	Syar.g_02261	Syao.g_01342
OG0000590	Syar.g_02260	Syao.g_01341
OG0000591	Syar.g_02246	Syao.g_01330
OG0000592	Syar.g_02245	Syao.g_01329
OG0000593	Syar.g_02414	Syao.g_00890
OG0000594	Syar.g_02415	Syao.g_00891
OG0000595	Syar.g_02416	Syao.g_00892
OG0000596	Syar.g_02421	Syao.g_00897
OG0000597	Syar.g_02424	Syao.g_00900
OG0000598	Syar.g_02425	Syao.g_00901
OG0000599	Syar.g_02428	Syao.g_00908
OG0000600	Syar.g_02429	Syao.g_00909
OG0000601	Syar.g_02430	Syao.g_00910
OG0000602	Syar.g_02435	Syao.g_00914
OG0000603	Syar.g_02436	Syao.g_00915
OG0000604	Syar.g_02438	Syao.g_00918
OG0000606	Syar.g_02443	Syao.g_00924
OG0000607	Syar.g_02446	Syao.g_00927
OG0000608	Syar.g_02447	Syao.g_00928
OG0000609	Syar.g_02470	Syao.g_00930
OG0000610	Syar.g_01917	Syao.g_00940
OG0000611	Syar.g_01914	Syao.g_00943
OG0000612	Syar.g_01913	Syao.g_00944
OG0000613	Syar.g_00712	Syao.g_01979
OG0000614	Syar.g_02012, Syar.g_01344	Syao.g_00375
OG0000615	Syar.g_02603	Syao.g_00978
OG0000616	Syar.g_00454	Syao.g_02342
OG0000617	Syar.g_01576	Syao.g_00486
OG0000618	Syar.g_01575	Syao.g_00485
OG0000619	Syar.g_01574	Syao.g_00484
OG0000620	Syar.g_01569	Syao.g_00479
OG0000621	Syar.g_01568	Syao.g_00478
OG0000622	Syar.g_01566	Syao.g_00476
OG0000623	Syar.g_01565	Syao.g_00475
OG0000624	Syar.g_01564	Syao.g_00473
OG0000625	Syar.g_01563	Syao.g_00472
OG0000626	Syar.g_01562	Syao.g_00471
OG0000627	Syar.g_01868	Syao.g_00567
OG0000628	Syar.g_01869	Syao.g_00566
OG0000629	Syar.g_01872	Syao.g_00590
OG0000630	Syar.g_02586	Syao.g_00585
OG0000631	Syar.g_02579	Syao.g_00644
OG0000632	Syar.g_02578	Syao.g_00643
OG0000633	Syar.g_02576	Syao.g_00642
OG0000634	Syar.g_02635	Syao.g_00752
OG0000635	Syar.g_02636	Syao.g_00753
OG0000636	Syar.g_02638	Syao.g_00755
OG0000637	Syar.g_02640	Syao.g_00757
OG0000638	Syar.g_02641	Syao.g_00758
OG0000639	Syar.g_02642	Syao.g_00759
OG0000640	Syar.g_02643	Syao.g_00760
OG0000641	Syar.g_02648	Syao.g_00764
OG0000642	Syar.g_02649	Syao.g_00765
OG0000643	Syar.g_02650	Syao.g_00767
OG0000644	Syar.g_02651	Syao.g_00768
OG0000645	Syar.g_02652	Syao.g_00770
OG0000646	Syar.g_02655	Syao.g_00773
OG0000647	Syar.g_02657	Syao.g_00775
OG0000648	Syar.g_02659	Syao.g_00777
OG0000649	Syar.g_02660	Syao.g_00778
OG0000650	Syar.g_02661	Syao.g_00779
OG0000651	Syar.g_02662	Syao.g_00780
OG0000652	Syar.g_02663	Syao.g_00781
OG0000653	Syar.g_02665	Syao.g_00783
OG0000654	Syar.g_02666	Syao.g_00784
OG0000655	Syar.g_02667	Syao.g_00785
OG0000656	Syar.g_02479	Syao.g_00789
OG0000657	Syar.g_01812	Syao.g_00435
OG0000658	Syar.g_01815	Syao.g_00560
OG0000659	Syar.g_01816	Syao.g_00559
OG0000660	Syar.g_01820	Syao.g_00555
OG0000661	Syar.g_01822	Syao.g_00553
OG0000662	Syar.g_01829	Syao.g_00535
OG0000663	Syar.g_01832	Syao.g_00532
OG0000664	Syar.g_01837	Syao.g_00530
OG0000665	Syar.g_02774	Syao.g_01436
OG0000666	Syar.g_01241	Syao.g_02120
OG0000667	Syar.g_02346	Syao.g_01375
OG0000668	Syar.g_01802	Syao.g_02678
OG0000669	Syar.g_01627	Syao.g_00955
OG0000670	Syar.g_01624	Syao.g_00958
OG0000671	Syar.g_01622	Syao.g_00960
OG0000672	Syar.g_01619	Syao.g_00963
OG0000673	Syar.g_01615	Syao.g_00966
OG0000674	Syar.g_01613	Syao.g_00968
OG0000675	Syar.g_01612	Syao.g_00969
OG0000676	Syar.g_01608	Syao.g_00971
OG0000677	Syar.g_01607	Syao.g_00972
OG0000678	Syar.g_02037	Syao.g_00974
OG0000679	Syar.g_02606	Syao.g_00981
OG0000680	Syar.g_02607	Syao.g_00982
OG0000681	Syar.g_02610	Syao.g_00985
OG0000682	Syar.g_02611	Syao.g_00986
OG0000683	Syar.g_02612	Syao.g_00987
OG0000684	Syar.g_02615	Syao.g_00990
OG0000685	Syar.g_02617	Syao.g_00733
OG0000686	Syar.g_02618	Syao.g_00734
OG0000687	Syar.g_02619	Syao.g_00735
OG0000688	Syar.g_02624	Syao.g_00741
OG0000689	Syar.g_02626	Syao.g_00743
OG0000690	Syar.g_02627	Syao.g_00744
OG0000691	Syar.g_02628	Syao.g_00745
OG0000692	Syar.g_02629	Syao.g_00747
OG0000693	Syar.g_02631	Syao.g_00748
OG0000694	Syar.g_02632	Syao.g_00749
OG0000695	Syar.g_02573	Syao.g_00639
OG0000696	Syar.g_02572	Syao.g_00638
OG0000697	Syar.g_02570	Syao.g_00636
OG0000698	Syar.g_02567	Syao.g_00633
OG0000699	Syar.g_02566	Syao.g_00631
OG0000700	Syar.g_02565	Syao.g_00630
OG0000701	Syar.g_02564	Syao.g_00629
OG0000702	Syar.g_02559	Syao.g_00705
OG0000703	Syar.g_02557	Syao.g_00693
OG0000704	Syar.g_02555	Syao.g_00689
OG0000705	Syar.g_02547	Syao.g_00682
OG0000706	Syar.g_02546	Syao.g_00681
OG0000707	Syar.g_02545	Syao.g_00680
OG0000708	Syar.g_02542	Syao.g_00677
OG0000709	Syar.g_02534	Syao.g_00670
OG0000710	Syar.g_02528	Syao.g_00666
OG0000711	Syar.g_02499	Syao.g_00815
OG0000712	Syar.g_02497	Syao.g_00813
OG0000713	Syar.g_02496	Syao.g_00812
OG0000714	Syar.g_02494	Syao.g_00810
OG0000715	Syar.g_02492	Syao.g_00808
OG0000716	Syar.g_02488	Syao.g_00804
OG0000717	Syar.g_02487	Syao.g_00803
OG0000718	Syar.g_02483	Syao.g_00794
OG0000719	Syar.g_01804	Syao.g_00444
OG0000720	Syar.g_01790	Syao.g_00457
OG0000721	Syar.g_01788	Syao.g_00459
OG0000722	Syar.g_01787	Syao.g_00460
OG0000723	Syar.g_01560	Syao.g_00469
OG0000724	Syar.g_01367, Syar.g_02120	Syao.g_00513
OG0000725	Syar.g_01934	Syao.g_00385
OG0000726	Syar.g_01935	Syao.g_00384
OG0000727	Syar.g_01936	Syao.g_00383
OG0000728	Syar.g_01938	Syao.g_00381
OG0000729	Syar.g_00593	Syao.g_02190
OG0000730	Syar.g_01115	Syao.g_01880
OG0000731	Syar.g_01127	Syao.g_01868
OG0000732	Syar.g_00522	Syao.g_02218
OG0000733	Syar.g_02234	Syao.g_01427
OG0000734	Syar.g_03128	Syao.g_02592
OG0000735	Syar.g_01522	Syao.g_00140
OG0000736	Syar.g_01523	Syao.g_00139
OG0000737	Syar.g_01524	Syao.g_00138
OG0000738	Syar.g_01530	Syao.g_00132
OG0000739	Syar.g_01531	Syao.g_00131
OG0000740	Syar.g_01532	Syao.g_00130
OG0000741	Syar.g_01535	Syao.g_00127
OG0000742	Syar.g_01538	Syao.g_00124
OG0000743	Syar.g_01541	Syao.g_00217
OG0000744	Syar.g_01542	Syao.g_00216
OG0000745	Syar.g_01545	Syao.g_00213
OG0000746	Syar.g_01549	Syao.g_00210
OG0000747	Syar.g_01551	Syao.g_00208
OG0000748	Syar.g_01945	Syao.g_00193
OG0000749	Syar.g_01946	Syao.g_00192
OG0000750	Syar.g_01947	Syao.g_00191
OG0000751	Syar.g_01952	Syao.g_00185
OG0000752	Syar.g_01954	Syao.g_00183
OG0000753	Syar.g_01957	Syao.g_00180
OG0000754	Syar.g_01963	Syao.g_00175
OG0000755	Syar.g_01974	Syao.g_00021
OG0000756	Syar.g_01975	Syao.g_00229
OG0000757	Syar.g_01984	Syao.g_00252
OG0000758	Syar.g_01985	Syao.g_00251
OG0000759	Syar.g_01986	Syao.g_00250
OG0000760	Syar.g_01987	Syao.g_00249
OG0000761	Syar.g_01988	Syao.g_00248
OG0000762	Syar.g_01992	Syao.g_00246
OG0000763	Syar.g_01699	Syao.g_00242
OG0000764	Syar.g_01700	Syao.g_00241
OG0000765	Syar.g_01718	Syao.g_00267
OG0000766	Syar.g_01719	Syao.g_00266
OG0000767	Syar.g_01721	Syao.g_00264
OG0000768	Syar.g_01722	Syao.g_00263
OG0000769	Syar.g_01724	Syao.g_00261
OG0000770	Syar.g_01727	Syao.g_00257
OG0000771	Syar.g_01373	Syao.g_00506
OG0000772	Syar.g_00746	Syao.g_01523
OG0000773	Syar.g_02694	Syao.g_01447
OG0000774	Syar.g_02771	Syao.g_01442
OG0000775	Syar.g_02773	Syao.g_01440
OG0000776	Syar.g_01755	Syao.g_01439
OG0000777	Syar.g_01754	Syao.g_01438
OG0000778	Syar.g_01753	Syao.g_01437
OG0000779	Syar.g_02779	Syao.g_01469
OG0000780	Syar.g_02781	Syao.g_01456
OG0000781	Syar.g_02785	Syao.g_01452
OG0000782	Syar.g_02786	Syao.g_01451
OG0000783	Syar.g_02787	Syao.g_01450
OG0000784	Syar.g_02788	Syao.g_01449
OG0000785	Syar.g_02791	Syao.g_01481
OG0000786	Syar.g_02795	Syao.g_01473
OG0000787	Syar.g_02796	Syao.g_01472
OG0000788	Syar.g_02331	Syao.g_00870
OG0000789	Syar.g_02040	Syao.g_00623
OG0000790	Syar.g_01456	Syao.g_00041, Syao.g_00315
OG0000791	Syar.g_01454	Syao.g_00043
OG0000792	Syar.g_01453	Syao.g_00044
OG0000793	Syar.g_01243	Syao.g_02700
OG0000794	Syar.g_01242	Syao.g_02703
OG0000795	Syar.g_01240	Syao.g_02704
OG0000796	Syar.g_01236	Syao.g_02708
OG0000797	Syar.g_01235	Syao.g_02709
OG0000798	Syar.g_00222	Syao.g_02066
OG0000799	Syar.g_02844	Syao.g_01525
OG0000800	Syar.g_02843	Syao.g_01526
OG0000801	Syar.g_02842	Syao.g_01527
OG0000802	Syar.g_02825	Syao.g_01531
OG0000803	Syar.g_02822	Syao.g_01534
OG0000804	Syar.g_02819	Syao.g_01537
OG0000805	Syar.g_02817	Syao.g_01502
OG0000806	Syar.g_02815	Syao.g_01504
OG0000807	Syar.g_02814	Syao.g_01506
OG0000808	Syar.g_02813	Syao.g_01507
OG0000809	Syar.g_02811	Syao.g_01511
OG0000810	Syar.g_02810	Syao.g_01482
OG0000811	Syar.g_02805	Syao.g_01490
OG0000812	Syar.g_02803	Syao.g_01492
OG0000813	Syar.g_02802	Syao.g_01493
OG0000814	Syar.g_02800	Syao.g_01495
OG0000815	Syar.g_02799	Syao.g_01499
OG0000816	Syar.g_02797	Syao.g_01471
OG0000817	Syar.g_02861	Syao.g_01519
OG0000818	Syar.g_01418	Syao.g_00062
OG0000819	Syar.g_01417	Syao.g_00063
OG0000820	Syar.g_01416	Syao.g_00064
OG0000821	Syar.g_01410	Syao.g_00070
OG0000822	Syar.g_01408	Syao.g_00072
OG0000823	Syar.g_01407	Syao.g_00073
OG0000824	Syar.g_01402	Syao.g_00079
OG0000825	Syar.g_01401	Syao.g_00080
OG0000826	Syar.g_01400	Syao.g_00081
OG0000827	Syar.g_01399	Syao.g_00082
OG0000828	Syar.g_01396	Syao.g_00085
OG0000829	Syar.g_01395	Syao.g_00086
OG0000830	Syar.g_01394	Syao.g_00087
OG0000831	Syar.g_01391	Syao.g_00089
OG0000832	Syar.g_01213	Syao.g_01696
OG0000833	Syar.g_02877	Syao.g_01612
OG0000834	Syar.g_02878	Syao.g_01610
OG0000835	Syar.g_02879	Syao.g_01609
OG0000836	Syar.g_02881	Syao.g_01606
OG0000837	Syar.g_02882	Syao.g_01605
OG0000838	Syar.g_02886	Syao.g_01601
OG0000839	Syar.g_02887	Syao.g_01600
OG0000840	Syar.g_02888	Syao.g_01599
OG0000841	Syar.g_02889	Syao.g_01598
OG0000842	Syar.g_02890	Syao.g_01597
OG0000843	Syar.g_02891	Syao.g_01596
OG0000844	Syar.g_02893	Syao.g_01594
OG0000845	Syar.g_02894	Syao.g_01593
OG0000846	Syar.g_02895	Syao.g_01592
OG0000847	Syar.g_02896	Syao.g_01591
OG0000848	Syar.g_02898	Syao.g_01589
OG0000849	Syar.g_02899	Syao.g_01588
OG0000850	Syar.g_02902	Syao.g_01585
OG0000851	Syar.g_02905	Syao.g_01582
OG0000852	Syar.g_02906	Syao.g_01581
OG0000853	Syar.g_02910	Syao.g_01577
OG0000854	Syar.g_02912	Syao.g_01575
OG0000855	Syar.g_02913	Syao.g_01574
OG0000856	Syar.g_02243	Syao.g_01327
OG0000857	Syar.g_02656	Syao.g_00774
OG0000858	Syar.g_02920	Syao.g_01567
OG0000859	Syar.g_02921	Syao.g_01566
OG0000860	Syar.g_02931	Syao.g_01552
OG0000861	Syar.g_02932	Syao.g_01551
OG0000862	Syar.g_02942	Syao.g_01542
OG0000863	Syar.g_02944	Syao.g_01540
OG0000864	Syar.g_02945	Syao.g_01017
OG0000866	Syar.g_02947	Syao.g_01686
OG0000867	Syar.g_02948	Syao.g_01685
OG0000868	Syar.g_02950	Syao.g_01682
OG0000869	Syar.g_02955	Syao.g_01677
OG0000870	Syar.g_02960	Syao.g_01672
OG0000871	Syar.g_02961	Syao.g_01671
OG0000872	Syar.g_02967	Syao.g_01665
OG0000873	Syar.g_02970	Syao.g_01662
OG0000874	Syar.g_02974	Syao.g_01660
OG0000875	Syar.g_02975	Syao.g_01658
OG0000876	Syar.g_01828	Syao.g_00536
OG0000877	Syar.g_02977	Syao.g_01654
OG0000878	Syar.g_02978	Syao.g_01653
OG0000879	Syar.g_02979	Syao.g_01652
OG0000880	Syar.g_02980	Syao.g_01651
OG0000881	Syar.g_02984	Syao.g_01647
OG0000882	Syar.g_02989	Syao.g_01642
OG0000883	Syar.g_02992	Syao.g_01638
OG0000884	Syar.g_02994	Syao.g_01636
OG0000885	Syar.g_02995	Syao.g_01635
OG0000886	Syar.g_02996	Syao.g_01634
OG0000887	Syar.g_02998	Syao.g_01633
OG0000888	Syar.g_03000	Syao.g_01631
OG0000889	Syar.g_03002	Syao.g_01629
OG0000890	Syar.g_03005	Syao.g_01626
OG0000891	Syar.g_03006	Syao.g_01625
OG0000892	Syar.g_03008	Syao.g_01695
OG0000893	Syar.g_00150	Syao.g_01934
OG0000894	Syar.g_00145	Syao.g_01937
OG0000895	Syar.g_00141	Syao.g_01916
OG0000896	Syar.g_00140	Syao.g_01917
OG0000897	Syar.g_00138	Syao.g_01919
OG0000898	Syar.g_00137	Syao.g_01920
OG0000899	Syar.g_00136	Syao.g_01921
OG0000900	Syar.g_00135	Syao.g_01922
OG0000901	Syar.g_00130	Syao.g_01927
OG0000902	Syar.g_01013	Syao.g_01929
OG0000903	Syar.g_01026	Syao.g_01798
OG0000904	Syar.g_01021	Syao.g_01804
OG0000905	Syar.g_01018	Syao.g_01862
OG0000906	Syar.g_01015	Syao.g_01931
OG0000907	Syar.g_01028	Syao.g_01796
OG0000908	Syar.g_01031	Syao.g_01793
OG0000909	Syar.g_01032	Syao.g_01792
OG0000910	Syar.g_01033	Syao.g_01791
OG0000911	Syar.g_01035	Syao.g_01789
OG0000912	Syar.g_01036	Syao.g_01788
OG0000913	Syar.g_01037	Syao.g_01787
OG0000914	Syar.g_01038	Syao.g_01786
OG0000915	Syar.g_01040	Syao.g_01784
OG0000916	Syar.g_01041	Syao.g_01783
OG0000917	Syar.g_01042	Syao.g_01782
OG0000918	Syar.g_01043	Syao.g_01781
OG0000919	Syar.g_01044	Syao.g_01780
OG0000920	Syar.g_01045	Syao.g_01779
OG0000921	Syar.g_01046	Syao.g_01778
OG0000922	Syar.g_01047	Syao.g_01777
OG0000923	Syar.g_01051	Syao.g_01772
OG0000924	Syar.g_01052	Syao.g_01771
OG0000925	Syar.g_01053	Syao.g_01770
OG0000926	Syar.g_01054	Syao.g_01769
OG0000927	Syar.g_01056	Syao.g_01767
OG0000928	Syar.g_01057	Syao.g_01766
OG0000929	Syar.g_01058	Syao.g_01765
OG0000930	Syar.g_01059	Syao.g_01764
OG0000931	Syar.g_01060	Syao.g_01763
OG0000932	Syar.g_01061	Syao.g_01762
OG0000933	Syar.g_01066	Syao.g_01811
OG0000934	Syar.g_01068	Syao.g_01809
OG0000935	Syar.g_01069	Syao.g_01808
OG0000936	Syar.g_01070	Syao.g_01843
OG0000937	Syar.g_01071	Syao.g_01842
OG0000938	Syar.g_01074	Syao.g_01839
OG0000939	Syar.g_01075	Syao.g_01838
OG0000940	Syar.g_01081	Syao.g_01830
OG0000941	Syar.g_01083	Syao.g_01828
OG0000942	Syar.g_01085	Syao.g_01826
OG0000943	Syar.g_01086	Syao.g_01824
OG0000944	Syar.g_01088	Syao.g_01822
OG0000945	Syar.g_01089	Syao.g_01821
OG0000946	Syar.g_01095	Syao.g_01852
OG0000947	Syar.g_01098	Syao.g_01849
OG0000948	Syar.g_01099	Syao.g_01848
OG0000949	Syar.g_00283	Syao.g_01970
OG0000950	Syar.g_00661	Syao.g_01957
OG0000951	Syar.g_00656	Syao.g_02262
OG0000952	Syar.g_00651	Syao.g_02266
OG0000953	Syar.g_00248	Syao.g_02130
OG0000954	Syar.g_00258	Syao.g_02135
OG0000955	Syar.g_00259	Syao.g_02136
OG0000956	Syar.g_00261	Syao.g_02138
OG0000957	Syar.g_00610	Syao.g_01951
OG0000958	Syar.g_00609	Syao.g_01950
OG0000959	Syar.g_00605	Syao.g_01947
OG0000960	Syar.g_00604	Syao.g_01946
OG0000961	Syar.g_00094	Syao.g_02496
OG0000962	Syar.g_00594	Syao.g_02191
OG0000963	Syar.g_00590	Syao.g_02186
OG0000964	Syar.g_00589	Syao.g_02185
OG0000965	Syar.g_00588	Syao.g_02184
OG0000966	Syar.g_00549	Syao.g_02172
OG0000967	Syar.g_00545	Syao.g_02167
OG0000968	Syar.g_00542	Syao.g_02199
OG0000969	Syar.g_00540	Syao.g_02200
OG0000970	Syar.g_00539	Syao.g_02201
OG0000971	Syar.g_00537	Syao.g_02203
OG0000972	Syar.g_00536	Syao.g_02204
OG0000973	Syar.g_00535	Syao.g_02205
OG0000974	Syar.g_00534	Syao.g_02206
OG0000975	Syar.g_00533	Syao.g_02207
OG0000976	Syar.g_00532	Syao.g_02208
OG0000977	Syar.g_00530	Syao.g_02210
OG0000978	Syar.g_00529	Syao.g_02211
OG0000979	Syar.g_00526	Syao.g_02214
OG0000980	Syar.g_00523	Syao.g_02217
OG0000981	Syar.g_00520	Syao.g_02220
OG0000982	Syar.g_00331	Syao.g_02437
OG0000983	Syar.g_00332	Syao.g_02438
OG0000984	Syar.g_00333	Syao.g_02439
OG0000985	Syar.g_00337	Syao.g_02443
OG0000986	Syar.g_00344	Syao.g_02445
OG0000987	Syar.g_00346	Syao.g_02447
OG0000988	Syar.g_00352	Syao.g_02452
OG0000989	Syar.g_00377	Syao.g_02368
OG0000990	Syar.g_00697	Syao.g_02362
OG0000991	Syar.g_00700	Syao.g_02354
OG0000992	Syar.g_00704	Syao.g_02279
OG0000993	Syar.g_00705	Syao.g_02280
OG0000994	Syar.g_00708	Syao.g_02283
OG0000995	Syar.g_03212, Syar.g_00624	Syao.g_02287
OG0000996	Syar.g_00861	Syao.g_02305
OG0000997	Syar.g_00437	Syao.g_02326
OG0000998	Syar.g_00439	Syao.g_02328
OG0000999	Syar.g_00440	Syao.g_02329
OG0001000	Syar.g_00955, Syar.g_00444	Syao.g_02333
OG0001001	Syar.g_00450	Syao.g_02338
OG0001002	Syar.g_00457	Syao.g_02345
OG0001003	Syar.g_00459	Syao.g_02347
OG0001004	Syar.g_00460	Syao.g_02348
OG0001005	Syar.g_00461	Syao.g_02194
OG0001006	Syar.g_00468	Syao.g_02159
OG0001007	Syar.g_00470	Syao.g_02161
OG0001008	Syar.g_01178	Syao.g_01737
OG0001009	Syar.g_00500	Syao.g_02239
OG0001010	Syar.g_00501	Syao.g_02238
OG0001011	Syar.g_00503	Syao.g_02236
OG0001013	Syar.g_00906	Syao.g_02413
OG0001014	Syar.g_00914	Syao.g_02407
OG0001015	Syar.g_00915	Syao.g_02406
OG0001017	Syar.g_03050	Syao.g_02628
OG0001018	Syar.g_03052	Syao.g_02630
OG0001019	Syar.g_03086	Syao.g_02654
OG0001020	Syar.g_03092	Syao.g_02663
OG0001021	Syar.g_03098	Syao.g_02666
OG0001022	Syar.g_03102	Syao.g_02670
OG0001023	Syar.g_03103	Syao.g_02671
OG0001024	Syar.g_02276	Syao.g_01018
OG0001025	Syar.g_03115	Syao.g_02597
OG0001026	Syar.g_03131	Syao.g_02594
OG0001027	Syar.g_00031	Syao.g_02564
OG0001028	Syar.g_00034	Syao.g_02568
OG0001029	Syar.g_00036	Syao.g_02570
OG0001030	Syar.g_00058	Syao.g_02545
OG0001031	Syar.g_00129	Syao.g_02528
OG0001032	Syar.g_01011	Syao.g_02530
OG0001033	Syar.g_00962	Syao.g_01016
OG0001034	Syar.g_03022	Syao.g_01704
OG0001035	Syar.g_00171	Syao.g_02101
OG0001036	Syar.g_00193	Syao.g_02096
OG0001037	Syar.g_00195	Syao.g_02094
OG0001038	Syar.g_00223	Syao.g_02065
OG0001039	Syar.g_00226	Syao.g_02062
OG0001040	Syar.g_00229	Syao.g_02059
OG0001041	Syar.g_00234	Syao.g_02055
OG0001042	Syar.g_00831	Syao.g_02032
OG0001043	Syar.g_00826	Syao.g_02028
OG0001044	Syar.g_01117	Syao.g_01878
OG0001045	Syar.g_01130	Syao.g_01865
OG0001046	Syar.g_02514	Syao.g_00827
OG0001047	Syar.g_01180	Syao.g_01739
OG0001048	Syar.g_01181	Syao.g_01740
OG0001049	Syar.g_02872	Syao.g_01616
OG0001050	Syar.g_02871	Syao.g_01618
OG0001051	Syar.g_02870	Syao.g_01619
OG0001052	Syar.g_01269	Syao.g_02686
OG0001053	Syar.g_01472	Syao.g_00025
OG0001054	Syar.g_01492	Syao.g_00104
OG0001055	Syar.g_01513	Syao.g_00156
OG0001056	Syar.g_02349	Syao.g_01417
OG0001057	Syar.g_02341	Syao.g_00879
OG0001058	Syar.g_02324	Syao.g_00862
OG0001059	Syar.g_00422	Syao.g_00858
OG0001060	Syar.g_02315	Syao.g_00852
OG0001062	Syar.g_02294	Syao.g_01050
OG0001063	Syar.g_02209	Syao.g_01042
OG0001064	Syar.g_02208	Syao.g_01041
OG0001065	Syar.g_02207	Syao.g_01040
OG0001066	Syar.g_02206	Syao.g_01039
OG0001067	Syar.g_02205	Syao.g_01038
OG0001068	Syar.g_02204	Syao.g_01037
OG0001069	Syar.g_02203	Syao.g_01036
OG0001070	Syar.g_02200	Syao.g_01032
OG0001071	Syar.g_02199	Syao.g_01031
OG0001072	Syar.g_02195	Syao.g_01027
OG0001073	Syar.g_02182	Syao.g_00991
OG0001074	Syar.g_02031	Syao.g_00392
OG0001075	Syar.g_02215	Syao.g_00391
OG0001076	Syar.g_02253	Syao.g_01339
OG0001077	Syar.g_02240	Syao.g_01323
OG0001078	Syar.g_02419	Syao.g_00895
OG0001079	Syar.g_02431	Syao.g_00911
OG0001081	Syar.g_02444	Syao.g_00925
OG0001082	Syar.g_02445	Syao.g_00926
OG0001083	Syar.g_02473	Syao.g_00934
OG0001084	Syar.g_02474	Syao.g_00935
OG0001085	Syar.g_01688	Syao.g_00947
OG0001086	Syar.g_01686	Syao.g_00949
OG0001087	Syar.g_02347	Syao.g_01419
OG0001088	Syar.g_00431	Syao.g_00211
OG0001089	Syar.g_01942	Syao.g_00376
OG0001090	Syar.g_01582	Syao.g_00494
OG0001091	Syar.g_01580	Syao.g_00491
OG0001092	Syar.g_01578	Syao.g_00489
OG0001093	Syar.g_01572	Syao.g_00482
OG0001094	Syar.g_02633	Syao.g_00750
OG0001095	Syar.g_02653	Syao.g_00771
OG0001096	Syar.g_02476	Syao.g_00786
OG0001097	Syar.g_01823	Syao.g_00552
OG0001098	Syar.g_01672	Syao.g_00731
OG0001099	Syar.g_00035	Syao.g_02569
OG0001100	Syar.g_01625	Syao.g_00957
OG0001101	Syar.g_01623	Syao.g_00959
OG0001102	Syar.g_01620	Syao.g_00962
OG0001103	Syar.g_01618	Syao.g_00964
OG0001105	Syar.g_02620	Syao.g_00736
OG0001106	Syar.g_02553	Syao.g_00688
OG0001107	Syar.g_02541	Syao.g_00676
OG0001109	Syar.g_02529	Syao.g_00667
OG0001110	Syar.g_02527	Syao.g_00665
OG0001111	Syar.g_02525	Syao.g_00663
OG0001112	Syar.g_02523	Syao.g_00661
OG0001113	Syar.g_02522	Syao.g_00660
OG0001114	Syar.g_02521	Syao.g_00659
OG0001115	Syar.g_02519	Syao.g_00832
OG0001116	Syar.g_02517	Syao.g_00830
OG0001117	Syar.g_02516	Syao.g_00829
OG0001118	Syar.g_02515	Syao.g_00828
OG0001119	Syar.g_02513	Syao.g_00826
OG0001120	Syar.g_02507	Syao.g_00822
OG0001122	Syar.g_01803	Syao.g_00445
OG0001123	Syar.g_01796	Syao.g_00451
OG0001124	Syar.g_01793	Syao.g_00453
OG0001125	Syar.g_01791	Syao.g_00456
OG0001126	Syar.g_01375	Syao.g_00504
OG0001127	Syar.g_01374	Syao.g_00505
OG0001128	Syar.g_01371	Syao.g_00508
OG0001129	Syar.g_01369	Syao.g_00510
OG0001130	Syar.g_01368	Syao.g_00511
OG0001131	Syar.g_02448	Syao.g_01387
OG0001132	Syar.g_00684	Syao.g_01221
OG0001133	Syar.g_02249	Syao.g_01333
OG0001134	Syar.g_02235	Syao.g_01428
OG0001135	Syar.g_02232	Syao.g_01424
OG0001136	Syar.g_01536	Syao.g_00126
OG0001137	Syar.g_01944	Syao.g_00194
OG0001138	Syar.g_01977	Syao.g_00227
OG0001139	Syar.g_01980	Syao.g_00225
OG0001140	Syar.g_01981	Syao.g_00224
OG0001141	Syar.g_01982	Syao.g_00254
OG0001142	Syar.g_01983	Syao.g_00253
OG0001143	Syar.g_01698	Syao.g_00243
OG0001144	Syar.g_01707	Syao.g_00276
OG0001145	Syar.g_02769	Syao.g_01446
OG0001146	Syar.g_02782	Syao.g_01455
OG0001147	Syar.g_01276	Syao.g_00095
OG0001148	Syar.g_01459	Syao.g_00038
OG0001149	Syar.g_01458	Syao.g_00039
OG0001150	Syar.g_01457	Syao.g_00040
OG0001151	Syar.g_01238	Syao.g_02706
OG0001152	Syar.g_01237	Syao.g_02707
OG0001153	Syar.g_01398	Syao.g_00083
OG0001154	Syar.g_01397	Syao.g_00084
OG0001155	Syar.g_01211	Syao.g_01747
OG0001156	Syar.g_01185	Syao.g_01744
OG0001157	Syar.g_01184	Syao.g_01743
OG0001158	Syar.g_01183	Syao.g_01742
OG0001159	Syar.g_01182	Syao.g_01741
OG0001160	Syar.g_02908	Syao.g_01579
OG0001161	Syar.g_00382	Syao.g_02373
OG0001162	Syar.g_03081	Syao.g_02650
OG0001163	Syar.g_02917	Syao.g_01571
OG0001164	Syar.g_02922	Syao.g_01564
OG0001165	Syar.g_02927	Syao.g_01559
OG0001166	Syar.g_02959	Syao.g_01673
OG0001167	Syar.g_02982	Syao.g_01006
OG0001168	Syar.g_02983	Syao.g_01648
OG0001169	Syar.g_02985	Syao.g_01646
OG0001170	Syar.g_02987	Syao.g_01644
OG0001171	Syar.g_02999	Syao.g_01632
