Orthogroup	Syar	Pras
OG0000573	Syar.g_02191	Pras.g_01468
OG0000574	Syar.g_02190	Pras.g_01469
OG0000575	Syar.g_03180	Pras.g_01473
OG0000576	Syar.g_02187	Pras.g_01475
OG0000577	Syar.g_02186	Pras.g_01476
OG0000578	Syar.g_02185	Pras.g_01477
OG0000579	Syar.g_02184	Pras.g_01478
OG0000580	Syar.g_02183	Pras.g_01479
OG0000581	Syar.g_02175	Pras.g_01481
OG0000582	Syar.g_02131	Pras.g_01484
OG0000583	Syar.g_02132	Pras.g_01485
OG0000584	Syar.g_02133	Pras.g_01486
OG0000585	Syar.g_02170	Pras.g_01488
OG0000586	Syar.g_02171	Pras.g_01489
OG0000587	Syar.g_02173	Pras.g_01490
OG0000588	Syar.g_02275	Pras.g_01494
OG0000589	Syar.g_02261	Pras.g_01497
OG0000590	Syar.g_02260	Pras.g_01498
OG0000591	Syar.g_02246	Pras.g_01501
OG0000592	Syar.g_02245	Pras.g_01502
OG0000593	Syar.g_02414	Pras.g_01508
OG0000594	Syar.g_02415	Pras.g_01509
OG0000595	Syar.g_02416	Pras.g_01510
OG0000596	Syar.g_02421	Pras.g_01514
OG0000597	Syar.g_02424	Pras.g_01516
OG0000598	Syar.g_02425	Pras.g_01517
OG0000599	Syar.g_02428	Pras.g_01520
OG0000600	Syar.g_02429	Pras.g_01521
OG0000601	Syar.g_02430	Pras.g_01522
OG0000602	Syar.g_02435	Pras.g_01524
OG0000603	Syar.g_02436	Pras.g_01525
OG0000604	Syar.g_02438	Pras.g_01526
OG0000605	Syar.g_02440	Pras.g_01527
OG0000606	Syar.g_02443	Pras.g_01530
OG0000607	Syar.g_02446	Pras.g_01533
OG0000608	Syar.g_02447	Pras.g_01534
OG0000609	Syar.g_02470	Pras.g_01535
OG0000610	Syar.g_01917	Pras.g_01540
OG0000611	Syar.g_01914	Pras.g_01543
OG0000612	Syar.g_01913	Pras.g_01544
OG0000613	Syar.g_00712	Pras.g_01549
OG0000614	Syar.g_02012, Syar.g_01344	Pras.g_01568
OG0000615	Syar.g_02603	Pras.g_01576
OG0000616	Syar.g_00454	Pras.g_01580
OG0000617	Syar.g_01576	Pras.g_01612
OG0000618	Syar.g_01575	Pras.g_01613
OG0000619	Syar.g_01574	Pras.g_01614
OG0000620	Syar.g_01569	Pras.g_01617
OG0000621	Syar.g_01568	Pras.g_01618
OG0000622	Syar.g_01566	Pras.g_01619
OG0000623	Syar.g_01565	Pras.g_01620
OG0000624	Syar.g_01564	Pras.g_01621
OG0000625	Syar.g_01563	Pras.g_01622
OG0000626	Syar.g_01562	Pras.g_01623
OG0000627	Syar.g_01868	Pras.g_01624
OG0000628	Syar.g_01869	Pras.g_01625
OG0000629	Syar.g_01872	Pras.g_01626
OG0000630	Syar.g_02586	Pras.g_01629
OG0000631	Syar.g_02579	Pras.g_01692
OG0000632	Syar.g_02578	Pras.g_01693
OG0000633	Syar.g_02576	Pras.g_01694
OG0000634	Syar.g_02635	Pras.g_01697
OG0000635	Syar.g_02636	Pras.g_01698
OG0000636	Syar.g_02638	Pras.g_01700
OG0000637	Syar.g_02640	Pras.g_01702
OG0000638	Syar.g_02641	Pras.g_01703
OG0000639	Syar.g_02642	Pras.g_01704
OG0000640	Syar.g_02643	Pras.g_01705
OG0000641	Syar.g_02648	Pras.g_01709
OG0000642	Syar.g_02649	Pras.g_01710
OG0000643	Syar.g_02650	Pras.g_01711
OG0000644	Syar.g_02651	Pras.g_01712
OG0000645	Syar.g_02652	Pras.g_01713
OG0000646	Syar.g_02655	Pras.g_01715
OG0000647	Syar.g_02657	Pras.g_01716
OG0000648	Syar.g_02659	Pras.g_01718
OG0000649	Syar.g_02660	Pras.g_01719
OG0000650	Syar.g_02661	Pras.g_01720
OG0000651	Syar.g_02662	Pras.g_01721
OG0000652	Syar.g_02663	Pras.g_01722
OG0000653	Syar.g_02665	Pras.g_01724
OG0000654	Syar.g_02666	Pras.g_01725
OG0000655	Syar.g_02667	Pras.g_01726
OG0000656	Syar.g_02479	Pras.g_01729
OG0000657	Syar.g_01812	Pras.g_01736
OG0000658	Syar.g_01815	Pras.g_01737
OG0000659	Syar.g_01816	Pras.g_01738
OG0000660	Syar.g_01820	Pras.g_01742
OG0000661	Syar.g_03175, Syar.g_01822	Pras.g_01744
OG0000662	Syar.g_01829	Pras.g_01746
OG0000663	Syar.g_01832	Pras.g_01748
OG0000664	Syar.g_01837	Pras.g_01749
OG0000665	Syar.g_02774	Pras.g_01753
OG0000666	Syar.g_01241	Pras.g_01754
OG0000667	Syar.g_02346	Pras.g_01758
OG0000668	Syar.g_01802	Pras.g_01788
OG0000669	Syar.g_01627	Pras.g_01792
OG0000670	Syar.g_01624	Pras.g_01794
OG0000671	Syar.g_01622	Pras.g_01796
OG0000672	Syar.g_01619	Pras.g_01799
OG0000673	Syar.g_01615	Pras.g_01802
OG0000674	Syar.g_01613	Pras.g_01804
OG0000675	Syar.g_01612	Pras.g_01805
OG0000676	Syar.g_01608	Pras.g_01807
OG0000677	Syar.g_01607	Pras.g_01808
OG0000678	Syar.g_02037	Pras.g_01810
OG0000679	Syar.g_02606	Pras.g_01814
OG0000680	Syar.g_02607	Pras.g_01815
OG0000681	Syar.g_02610	Pras.g_01818
OG0000682	Syar.g_02611	Pras.g_01819
OG0000683	Syar.g_02612	Pras.g_01820
OG0000684	Syar.g_02615	Pras.g_01821
OG0000685	Syar.g_02617	Pras.g_01823
OG0000686	Syar.g_02618	Pras.g_01824
OG0000687	Syar.g_02619	Pras.g_01825
OG0000688	Syar.g_02624	Pras.g_01828
OG0000689	Syar.g_02626	Pras.g_01829
OG0000690	Syar.g_02627	Pras.g_01830
OG0000691	Syar.g_02628	Pras.g_01831
OG0000692	Syar.g_02629	Pras.g_01833
OG0000693	Syar.g_02631	Pras.g_01834
OG0000694	Syar.g_02632	Pras.g_01835
OG0000695	Syar.g_02573	Pras.g_01837
OG0000696	Syar.g_02572	Pras.g_01838
OG0000697	Syar.g_02570	Pras.g_01839
OG0000698	Syar.g_02567	Pras.g_01842
OG0000699	Syar.g_02566	Pras.g_01843
OG0000700	Syar.g_02565	Pras.g_01844
OG0000701	Syar.g_02564	Pras.g_01845
OG0000702	Syar.g_02559	Pras.g_01847
OG0000703	Syar.g_02557	Pras.g_01848
OG0000704	Syar.g_02555	Pras.g_01849
OG0000705	Syar.g_02547	Pras.g_01853
OG0000706	Syar.g_02546	Pras.g_01854
OG0000707	Syar.g_02545	Pras.g_01855
OG0000708	Syar.g_02542	Pras.g_01856
OG0000709	Syar.g_02534	Pras.g_01860
OG0000710	Syar.g_02528	Pras.g_01863
OG0000711	Syar.g_02499	Pras.g_01881
OG0000712	Syar.g_02497	Pras.g_01883
OG0000713	Syar.g_02496	Pras.g_01884
OG0000714	Syar.g_02494	Pras.g_01885
OG0000715	Syar.g_02492	Pras.g_01887
OG0000716	Syar.g_02488	Pras.g_01889
OG0000717	Syar.g_02487	Pras.g_01890
OG0000718	Syar.g_02483	Pras.g_01903
OG0000719	Syar.g_01804	Pras.g_01905
OG0000720	Syar.g_01790	Pras.g_01914
OG0000721	Syar.g_01788	Pras.g_01916
OG0000722	Syar.g_01787	Pras.g_01917
OG0000723	Syar.g_01560	Pras.g_01920
OG0000724	Syar.g_01367, Syar.g_02120	Pras.g_01929
OG0000725	Syar.g_01934	Pras.g_01935
OG0000726	Syar.g_01935	Pras.g_01936
OG0000727	Syar.g_01936	Pras.g_01937
OG0000728	Syar.g_01938	Pras.g_01939
OG0000729	Syar.g_00593	Pras.g_01984
OG0000730	Syar.g_01115	Pras.g_01988
OG0000731	Syar.g_01127	Pras.g_01992
OG0000732	Syar.g_00522	Pras.g_00003
OG0000733	Syar.g_02234	Pras.g_00024
OG0000734	Syar.g_03128	Pras.g_00041
OG0000735	Syar.g_01522	Pras.g_00043
OG0000736	Syar.g_01523	Pras.g_00044
OG0000737	Syar.g_01524	Pras.g_00045
OG0000738	Syar.g_01530	Pras.g_00049
OG0000739	Syar.g_01531	Pras.g_00050
OG0000740	Syar.g_01532	Pras.g_00051
OG0000741	Syar.g_01535	Pras.g_00052
OG0000742	Syar.g_01538	Pras.g_00055
OG0000743	Syar.g_01541	Pras.g_00057
OG0000744	Syar.g_01542	Pras.g_00058
OG0000745	Syar.g_01545	Pras.g_00059
OG0000746	Syar.g_01549	Pras.g_00061
OG0000747	Syar.g_01551	Pras.g_00062
OG0000748	Syar.g_01945	Pras.g_00065
OG0000749	Syar.g_01946	Pras.g_00066
OG0000750	Syar.g_01947	Pras.g_00067
OG0000751	Syar.g_01952	Pras.g_00069
OG0000752	Syar.g_01954	Pras.g_00071
OG0000753	Syar.g_01957	Pras.g_00074
OG0000754	Syar.g_01963	Pras.g_00077
OG0000755	Syar.g_01974	Pras.g_00080
OG0000756	Syar.g_01975	Pras.g_00081
OG0000757	Syar.g_01984	Pras.g_00087
OG0000758	Syar.g_01985	Pras.g_00088
OG0000759	Syar.g_01986	Pras.g_00089
OG0000760	Syar.g_01987	Pras.g_00090
OG0000761	Syar.g_01988	Pras.g_00091
OG0000762	Syar.g_01992	Pras.g_00092
OG0000763	Syar.g_01699	Pras.g_00094
OG0000764	Syar.g_01700	Pras.g_00095
OG0000765	Syar.g_01718	Pras.g_00105
OG0000766	Syar.g_01719	Pras.g_00106
OG0000767	Syar.g_01721	Pras.g_00108
OG0000768	Syar.g_01722	Pras.g_00109
OG0000769	Syar.g_01724	Pras.g_00111
OG0000770	Syar.g_01727	Pras.g_00113
OG0000771	Syar.g_01373	Pras.g_00122
OG0000772	Syar.g_00746	Pras.g_00178
OG0000773	Syar.g_02694	Pras.g_00199
OG0000774	Syar.g_02771	Pras.g_00201
OG0000775	Syar.g_02773	Pras.g_00204
OG0000776	Syar.g_01755	Pras.g_00205
OG0000777	Syar.g_01754	Pras.g_00206
OG0000778	Syar.g_01753	Pras.g_00207
OG0000779	Syar.g_02779	Pras.g_00211
OG0000780	Syar.g_02781	Pras.g_00212
OG0000781	Syar.g_02785	Pras.g_00214
OG0000782	Syar.g_02786	Pras.g_00216
OG0000783	Syar.g_02787	Pras.g_00217
OG0000784	Syar.g_02788	Pras.g_00218
OG0000785	Syar.g_02791	Pras.g_00220
OG0000786	Syar.g_02795	Pras.g_00223
OG0000787	Syar.g_02796	Pras.g_00224
OG0000788	Syar.g_02331	Pras.g_00237
OG0000789	Syar.g_02040	Pras.g_00240
OG0000790	Syar.g_01456	Pras.g_00255
OG0000791	Syar.g_01454	Pras.g_00257
OG0000792	Syar.g_01453	Pras.g_00258
OG0000793	Syar.g_01243	Pras.g_00261
OG0000794	Syar.g_01242	Pras.g_00262
OG0000795	Syar.g_01240	Pras.g_00263
OG0000796	Syar.g_01236	Pras.g_00267
OG0000797	Syar.g_01235	Pras.g_00268
OG0000798	Syar.g_00222	Pras.g_00286
OG0000799	Syar.g_02844	Pras.g_00332
OG0000800	Syar.g_02843	Pras.g_00333
OG0000801	Syar.g_02842	Pras.g_00334
OG0000802	Syar.g_02825	Pras.g_00336
OG0000803	Syar.g_02822	Pras.g_00338
OG0000804	Syar.g_02819	Pras.g_00339
OG0000805	Syar.g_02817	Pras.g_00341
OG0000806	Syar.g_02815	Pras.g_00343
OG0000807	Syar.g_02814	Pras.g_00344
OG0000808	Syar.g_02813	Pras.g_00345
OG0000809	Syar.g_02811	Pras.g_00348
OG0000810	Syar.g_02810	Pras.g_00349
OG0000811	Syar.g_02805	Pras.g_00353
OG0000812	Syar.g_02803	Pras.g_00355
OG0000813	Syar.g_02802	Pras.g_00356
OG0000814	Syar.g_02800	Pras.g_00358
OG0000815	Syar.g_02799	Pras.g_00359
OG0000816	Syar.g_02797	Pras.g_00361
OG0000817	Syar.g_02861	Pras.g_00362
OG0000818	Syar.g_01418	Pras.g_00367
OG0000819	Syar.g_01417	Pras.g_00368
OG0000820	Syar.g_01416	Pras.g_00369
OG0000821	Syar.g_01410	Pras.g_00373
OG0000822	Syar.g_01408	Pras.g_00374
OG0000823	Syar.g_01407	Pras.g_00375
OG0000824	Syar.g_01402	Pras.g_00378
OG0000825	Syar.g_01401	Pras.g_00379
OG0000826	Syar.g_01400	Pras.g_00380
OG0000827	Syar.g_01399	Pras.g_00381
OG0000828	Syar.g_01396	Pras.g_00385
OG0000829	Syar.g_01395	Pras.g_00386
OG0000830	Syar.g_01394	Pras.g_00387
OG0000831	Syar.g_01391	Pras.g_00389
OG0000832	Syar.g_01213	Pras.g_00395
OG0000833	Syar.g_02877	Pras.g_00405
OG0000834	Syar.g_02878	Pras.g_00406
OG0000835	Syar.g_02879	Pras.g_00407
OG0000836	Syar.g_02881	Pras.g_00408
OG0000837	Syar.g_02882	Pras.g_00409
OG0000838	Syar.g_02886	Pras.g_00411
OG0000839	Syar.g_02887	Pras.g_00412
OG0000840	Syar.g_02888	Pras.g_00413
OG0000841	Syar.g_02889	Pras.g_00414
OG0000842	Syar.g_02890	Pras.g_00415
OG0000843	Syar.g_02891	Pras.g_00416
OG0000844	Syar.g_02893	Pras.g_00417
OG0000845	Syar.g_02894	Pras.g_00418
OG0000846	Syar.g_02895	Pras.g_00419
OG0000847	Syar.g_02896	Pras.g_00420
OG0000848	Syar.g_02898	Pras.g_00421
OG0000849	Syar.g_02899	Pras.g_00422
OG0000850	Syar.g_02902	Pras.g_00424
OG0000851	Syar.g_02905	Pras.g_00425
OG0000852	Syar.g_02906	Pras.g_00426
OG0000853	Syar.g_02910	Pras.g_00430
OG0000854	Syar.g_02912	Pras.g_00432
OG0000855	Syar.g_02913	Pras.g_00433
OG0000856	Syar.g_02243	Pras.g_00448
OG0000857	Syar.g_02656	Pras.g_00473
OG0000858	Syar.g_02920	Pras.g_00544
OG0000859	Syar.g_02921	Pras.g_00545
OG0000860	Syar.g_02931	Pras.g_00552
OG0000861	Syar.g_02932	Pras.g_00553
OG0000862	Syar.g_02942	Pras.g_00554
OG0000863	Syar.g_02944	Pras.g_00556
OG0000864	Syar.g_02945	Pras.g_00557
OG0000865	Syar.g_02946	Pras.g_00558
OG0000866	Syar.g_02947	Pras.g_00559
OG0000867	Syar.g_02948	Pras.g_00560
OG0000868	Syar.g_02950	Pras.g_00561
OG0000869	Syar.g_02955	Pras.g_00565
OG0000870	Syar.g_02960	Pras.g_00570
OG0000871	Syar.g_02961	Pras.g_00571
OG0000872	Syar.g_02967	Pras.g_00572
OG0000873	Syar.g_02970	Pras.g_00575
OG0000874	Syar.g_02974	Pras.g_00578
OG0000875	Syar.g_02975	Pras.g_00579
OG0000876	Syar.g_01828	Pras.g_00580
OG0000877	Syar.g_02977	Pras.g_00582
OG0000878	Syar.g_02978	Pras.g_00583
OG0000879	Syar.g_02979	Pras.g_00584
OG0000880	Syar.g_02980	Pras.g_00585
OG0000881	Syar.g_02984	Pras.g_00589
OG0000882	Syar.g_02989	Pras.g_00594
OG0000883	Syar.g_02992	Pras.g_00596
OG0000884	Syar.g_02994	Pras.g_00598
OG0000885	Syar.g_02995	Pras.g_00599
OG0000886	Syar.g_02996	Pras.g_00600
OG0000887	Syar.g_02998	Pras.g_00601
OG0000888	Syar.g_03000	Pras.g_00603
OG0000889	Syar.g_03002	Pras.g_00605
OG0000890	Syar.g_03005	Pras.g_00606
OG0000891	Syar.g_03006	Pras.g_00607
OG0000892	Syar.g_03008	Pras.g_00609
OG0000893	Syar.g_00150	Pras.g_00613
OG0000894	Syar.g_00145	Pras.g_00615
OG0000895	Syar.g_00141	Pras.g_00618
OG0000896	Syar.g_00140	Pras.g_00619
OG0000897	Syar.g_00138	Pras.g_00621
OG0000898	Syar.g_00137	Pras.g_00622
OG0000899	Syar.g_00136	Pras.g_00623
OG0000900	Syar.g_00135	Pras.g_00624
OG0000901	Syar.g_00130	Pras.g_00627
OG0000902	Syar.g_01013	Pras.g_00629
OG0000903	Syar.g_01026	Pras.g_00632
OG0000904	Syar.g_01021	Pras.g_00634
OG0000905	Syar.g_01018	Pras.g_00639
OG0000906	Syar.g_01015	Pras.g_00640
OG0000907	Syar.g_01028	Pras.g_00645
OG0000908	Syar.g_01031	Pras.g_00648
OG0000909	Syar.g_01032	Pras.g_00649
OG0000910	Syar.g_01033	Pras.g_00650
OG0000911	Syar.g_01035	Pras.g_00652
OG0000912	Syar.g_01036	Pras.g_00653
OG0000913	Syar.g_01037	Pras.g_00654
OG0000914	Syar.g_01038	Pras.g_00655
OG0000915	Syar.g_01040	Pras.g_00656
OG0000916	Syar.g_01041	Pras.g_00657
OG0000917	Syar.g_01042	Pras.g_00658
OG0000918	Syar.g_01043	Pras.g_00659
OG0000919	Syar.g_01044	Pras.g_00660
OG0000920	Syar.g_01045	Pras.g_00661
OG0000921	Syar.g_01046	Pras.g_00662
OG0000922	Syar.g_01047	Pras.g_00663
OG0000923	Syar.g_01051	Pras.g_00667
OG0000924	Syar.g_01052	Pras.g_00668
OG0000925	Syar.g_01053	Pras.g_00669
OG0000926	Syar.g_01054	Pras.g_00670
OG0000927	Syar.g_01056	Pras.g_00672
OG0000928	Syar.g_01057	Pras.g_00673
OG0000929	Syar.g_01058	Pras.g_00674
OG0000930	Syar.g_01059	Pras.g_00675
OG0000931	Syar.g_01060	Pras.g_00676
OG0000932	Syar.g_01061	Pras.g_00677
OG0000933	Syar.g_01066	Pras.g_00681
OG0000934	Syar.g_01068	Pras.g_00683
OG0000935	Syar.g_01069	Pras.g_00684
OG0000936	Syar.g_01070	Pras.g_00685
OG0000937	Syar.g_01071	Pras.g_00686
OG0000938	Syar.g_01074	Pras.g_00688
OG0000939	Syar.g_01075	Pras.g_00689
OG0000940	Syar.g_01081	Pras.g_00696
OG0000941	Syar.g_01083	Pras.g_00698
OG0000942	Syar.g_01085	Pras.g_00700
OG0000943	Syar.g_01086	Pras.g_00701
OG0000944	Syar.g_01088	Pras.g_00702
OG0000945	Syar.g_01089	Pras.g_00703
OG0000946	Syar.g_01095	Pras.g_00707
OG0000947	Syar.g_01098	Pras.g_00709
OG0000948	Syar.g_01099	Pras.g_00710
OG0000949	Syar.g_00283	Pras.g_00713
OG0000950	Syar.g_00661	Pras.g_00718
OG0000951	Syar.g_00656	Pras.g_00722
OG0000952	Syar.g_00651	Pras.g_00726
OG0000953	Syar.g_00248	Pras.g_00729
OG0000954	Syar.g_00258	Pras.g_00733
OG0000955	Syar.g_00259	Pras.g_00734
OG0000956	Syar.g_00261	Pras.g_00736
OG0000957	Syar.g_00610	Pras.g_00741
OG0000958	Syar.g_00609	Pras.g_00742
OG0000959	Syar.g_00605	Pras.g_00746
OG0000960	Syar.g_00604	Pras.g_00747
OG0000961	Syar.g_00094	Pras.g_00749
OG0000962	Syar.g_00594	Pras.g_00751
OG0000963	Syar.g_00590	Pras.g_00755
OG0000964	Syar.g_00589	Pras.g_00756
OG0000965	Syar.g_00588	Pras.g_00757
OG0000966	Syar.g_00549	Pras.g_00765
OG0000967	Syar.g_00545	Pras.g_00770
OG0000968	Syar.g_00542	Pras.g_00772
OG0000969	Syar.g_00540	Pras.g_00773
OG0000970	Syar.g_00539	Pras.g_00774
OG0000971	Syar.g_00537	Pras.g_00775
OG0000972	Syar.g_00536	Pras.g_00776
OG0000973	Syar.g_00535	Pras.g_00777
OG0000974	Syar.g_00534	Pras.g_00778
OG0000975	Syar.g_00533	Pras.g_00779
OG0000976	Syar.g_00532	Pras.g_00780
OG0000977	Syar.g_00530	Pras.g_00781
OG0000978	Syar.g_00529	Pras.g_00782
OG0000979	Syar.g_00526	Pras.g_00785
OG0000980	Syar.g_00523	Pras.g_00787
OG0000981	Syar.g_00520	Pras.g_00789
OG0000982	Syar.g_00331	Pras.g_00791
OG0000983	Syar.g_00332	Pras.g_00792
OG0000984	Syar.g_00333	Pras.g_00793
OG0000985	Syar.g_00337	Pras.g_00796
OG0000986	Syar.g_00344	Pras.g_00798
OG0000987	Syar.g_00346	Pras.g_00799
OG0000988	Syar.g_00352	Pras.g_00802
OG0000989	Syar.g_00377	Pras.g_00805
OG0000990	Syar.g_00697	Pras.g_00808
OG0000991	Syar.g_00700	Pras.g_00809
OG0000992	Syar.g_00704	Pras.g_00812
OG0000993	Syar.g_00705	Pras.g_00813
OG0000994	Syar.g_00708	Pras.g_00814
OG0000995	Syar.g_03212, Syar.g_00624	Pras.g_00818
OG0000996	Syar.g_00861	Pras.g_00819
OG0000997	Syar.g_00437	Pras.g_00820
OG0000998	Syar.g_00439	Pras.g_00822
OG0000999	Syar.g_00440	Pras.g_00823
OG0001000	Syar.g_00955, Syar.g_00444	Pras.g_00826
OG0001001	Syar.g_00450	Pras.g_00828
OG0001002	Syar.g_00457	Pras.g_00832
OG0001003	Syar.g_00459	Pras.g_00834
OG0001004	Syar.g_00460	Pras.g_00835
OG0001005	Syar.g_00461	Pras.g_00836
OG0001006	Syar.g_00468	Pras.g_00840
OG0001007	Syar.g_00470	Pras.g_00842
OG0001008	Syar.g_01178	Pras.g_01315
OG0001009	Syar.g_00500	Pras.g_00869
OG0001010	Syar.g_00501	Pras.g_00870
OG0001011	Syar.g_00503	Pras.g_00871
OG0001013	Syar.g_00906	Pras.g_00901
OG0001014	Syar.g_00914	Pras.g_00904
OG0001015	Syar.g_00915	Pras.g_00905
OG0001017	Syar.g_03050	Pras.g_00928
OG0001018	Syar.g_03052	Pras.g_00931
OG0001019	Syar.g_03086	Pras.g_00940
OG0001020	Syar.g_03092	Pras.g_00941
OG0001021	Syar.g_03098	Pras.g_00942
OG0001022	Syar.g_03102	Pras.g_00945
OG0001023	Syar.g_03103	Pras.g_00946
OG0001024	Syar.g_02276	Pras.g_00949
OG0001025	Syar.g_03115	Pras.g_00955
OG0001026	Syar.g_03131	Pras.g_00962
OG0001027	Syar.g_00031	Pras.g_00963
OG0001028	Syar.g_00034	Pras.g_00965
OG0001029	Syar.g_00036	Pras.g_00966
OG0001030	Syar.g_00058	Pras.g_00981
OG0001031	Syar.g_00129	Pras.g_01037
OG0001032	Syar.g_01011	Pras.g_01038
OG0001033	Syar.g_00962	Pras.g_01060
OG0001034	Syar.g_03022	Pras.g_01088
OG0001035	Syar.g_00171	Pras.g_01106
OG0001036	Syar.g_00193	Pras.g_01111
OG0001037	Syar.g_00195	Pras.g_01112
OG0001038	Syar.g_00223	Pras.g_01130
OG0001039	Syar.g_00226	Pras.g_01133
OG0001040	Syar.g_00229	Pras.g_01135
OG0001041	Syar.g_00234	Pras.g_01139
OG0001042	Syar.g_00831	Pras.g_01156
OG0001043	Syar.g_00826	Pras.g_01157
OG0001044	Syar.g_01117	Pras.g_01186
OG0001045	Syar.g_01130	Pras.g_01195
OG0001046	Syar.g_02514	Pras.g_01232
OG0001047	Syar.g_01180	Pras.g_01317
OG0001048	Syar.g_01181	Pras.g_01318
OG0001049	Syar.g_02872	Pras.g_01320
OG0001050	Syar.g_02871	Pras.g_01321
OG0001051	Syar.g_02870	Pras.g_01322
OG0001052	Syar.g_01269	Pras.g_01349
OG0001053	Syar.g_01472	Pras.g_01361
OG0001054	Syar.g_01492	Pras.g_01376
OG0001055	Syar.g_01513	Pras.g_01395
OG0001056	Syar.g_02349	Pras.g_01413
OG0001057	Syar.g_02341	Pras.g_01418
OG0001058	Syar.g_02324	Pras.g_01426
OG0001059	Syar.g_00422	Pras.g_01430
OG0001060	Syar.g_02315	Pras.g_01437
OG0001061	Syar.g_02297	Pras.g_01450
OG0001062	Syar.g_02294	Pras.g_01452
OG0001063	Syar.g_02209	Pras.g_01454
OG0001064	Syar.g_02208	Pras.g_01455
OG0001065	Syar.g_02207	Pras.g_01456
OG0001066	Syar.g_02206	Pras.g_01457
OG0001067	Syar.g_02205	Pras.g_01459
OG0001068	Syar.g_02204	Pras.g_01460
OG0001069	Syar.g_02203	Pras.g_01461
OG0001070	Syar.g_02200	Pras.g_01464
OG0001071	Syar.g_02199	Pras.g_01465
OG0001072	Syar.g_02195	Pras.g_01466
OG0001073	Syar.g_02182	Pras.g_01480
OG0001074	Syar.g_02031	Pras.g_01491
OG0001075	Syar.g_02215	Pras.g_01492
OG0001076	Syar.g_02253	Pras.g_01500
OG0001077	Syar.g_02240	Pras.g_01504
OG0001078	Syar.g_02419	Pras.g_01512
OG0001079	Syar.g_02431	Pras.g_01523
OG0001080	Syar.g_02442	Pras.g_01529
OG0001081	Syar.g_02444	Pras.g_01531
OG0001082	Syar.g_02445	Pras.g_01532
OG0001083	Syar.g_02473	Pras.g_01537
OG0001084	Syar.g_02474	Pras.g_01538
OG0001085	Syar.g_01688	Pras.g_01546
OG0001086	Syar.g_01686	Pras.g_01547
OG0001087	Syar.g_02347	Pras.g_01564
OG0001088	Syar.g_00431	Pras.g_01565
OG0001089	Syar.g_01942	Pras.g_01573
OG0001090	Syar.g_01582	Pras.g_01607
OG0001091	Syar.g_01580	Pras.g_01609
OG0001092	Syar.g_01578	Pras.g_01610
OG0001093	Syar.g_01572	Pras.g_01615
OG0001094	Syar.g_02633	Pras.g_01695
OG0001095	Syar.g_02653	Pras.g_01714
OG0001096	Syar.g_02476	Pras.g_01727
OG0001097	Syar.g_01823	Pras.g_01745
OG0001098	Syar.g_01672	Pras.g_01760
OG0001099	Syar.g_00035	Pras.g_01791
OG0001100	Syar.g_01625	Pras.g_01793
OG0001101	Syar.g_01623	Pras.g_01795
OG0001102	Syar.g_01620	Pras.g_01798
OG0001103	Syar.g_01618	Pras.g_01800
OG0001104	Syar.g_02616	Pras.g_01822
OG0001105	Syar.g_02620	Pras.g_01826
OG0001106	Syar.g_02553	Pras.g_01850
OG0001107	Syar.g_02541	Pras.g_01857
OG0001109	Syar.g_02529	Pras.g_01862
OG0001110	Syar.g_02527	Pras.g_01864
OG0001111	Syar.g_02525	Pras.g_01865
OG0001112	Syar.g_02523	Pras.g_01866
OG0001113	Syar.g_02522	Pras.g_01867
OG0001114	Syar.g_02521	Pras.g_01868
OG0001115	Syar.g_02519	Pras.g_01870
OG0001116	Syar.g_02517	Pras.g_01871
OG0001117	Syar.g_02516	Pras.g_01872
OG0001118	Syar.g_02515	Pras.g_01873
OG0001119	Syar.g_02513	Pras.g_01874
OG0001120	Syar.g_02507	Pras.g_01876
OG0001122	Syar.g_01803	Pras.g_01906
OG0001123	Syar.g_01796	Pras.g_01910
OG0001124	Syar.g_01793	Pras.g_01912
OG0001125	Syar.g_01791	Pras.g_01913
OG0001126	Syar.g_01375	Pras.g_01923
OG0001127	Syar.g_01374	Pras.g_01924
OG0001128	Syar.g_01371	Pras.g_01926
OG0001129	Syar.g_01369	Pras.g_01927
OG0001130	Syar.g_01368	Pras.g_01928
OG0001131	Syar.g_02448	Pras.g_01964
OG0001132	Syar.g_00684	Pras.g_01973
OG0001133	Syar.g_02249	Pras.g_00009
OG0001134	Syar.g_02235	Pras.g_00023
OG0001135	Syar.g_02232	Pras.g_00026
OG0001136	Syar.g_01536	Pras.g_00053
OG0001137	Syar.g_01944	Pras.g_00064
OG0001138	Syar.g_01977	Pras.g_00082
OG0001139	Syar.g_01980	Pras.g_00083
OG0001140	Syar.g_01981	Pras.g_00084
OG0001141	Syar.g_01982	Pras.g_00085
OG0001142	Syar.g_01983	Pras.g_00086
OG0001143	Syar.g_01698	Pras.g_00093
OG0001144	Syar.g_01707	Pras.g_00099
OG0001145	Syar.g_02769	Pras.g_00200
OG0001146	Syar.g_02782	Pras.g_00213
OG0001147	Syar.g_01276	Pras.g_00236
OG0001148	Syar.g_01459	Pras.g_00252
OG0001149	Syar.g_01458	Pras.g_00253
OG0001150	Syar.g_01457	Pras.g_00254
OG0001151	Syar.g_01238	Pras.g_00265
OG0001152	Syar.g_01237	Pras.g_00266
OG0001153	Syar.g_01398	Pras.g_00382
OG0001154	Syar.g_01397	Pras.g_00384
OG0001155	Syar.g_01211	Pras.g_00396, Pras.g_00397
OG0001156	Syar.g_01185	Pras.g_00400
