Orthogroup	Syar	Prbm
OG0000550	Syar.g_02689	Prbm.g_00557
OG0000551	Syar.g_02684	Prbm.g_00560
OG0000552	Syar.g_02683	Prbm.g_00561
OG0000553	Syar.g_02679	Prbm.g_00562
OG0000554	Syar.g_02352	Prbm.g_00567
OG0000555	Syar.g_02336	Prbm.g_00575
OG0000556	Syar.g_02332	Prbm.g_00577
OG0000557	Syar.g_02328	Prbm.g_00578
OG0000558	Syar.g_02326	Prbm.g_00580
OG0000559	Syar.g_02322	Prbm.g_00584
OG0000560	Syar.g_02320	Prbm.g_00587
OG0000561	Syar.g_02319	Prbm.g_00588
OG0000562	Syar.g_02318	Prbm.g_00589
OG0000563	Syar.g_02317	Prbm.g_00590
OG0000564	Syar.g_02316	Prbm.g_00591
OG0000565	Syar.g_02312	Prbm.g_00594
OG0000566	Syar.g_02308	Prbm.g_00596
OG0000567	Syar.g_02304	Prbm.g_00600
OG0000568	Syar.g_02302	Prbm.g_00601
OG0000569	Syar.g_02301	Prbm.g_00602
OG0000570	Syar.g_02300	Prbm.g_00603
OG0000571	Syar.g_02298	Prbm.g_00605
OG0000572	Syar.g_02201	Prbm.g_00616
OG0000573	Syar.g_02191	Prbm.g_00621
OG0000574	Syar.g_02190	Prbm.g_00624
OG0000575	Syar.g_03180	Prbm.g_00627
OG0000576	Syar.g_02187	Prbm.g_00629
OG0000577	Syar.g_02186	Prbm.g_00630
OG0000578	Syar.g_02185	Prbm.g_00631
OG0000579	Syar.g_02184	Prbm.g_00632
OG0000580	Syar.g_02183	Prbm.g_00633
OG0000581	Syar.g_02175	Prbm.g_00636
OG0000582	Syar.g_02131	Prbm.g_00639
OG0000583	Syar.g_02132	Prbm.g_00640
OG0000584	Syar.g_02133	Prbm.g_00641
OG0000585	Syar.g_02170	Prbm.g_00643
OG0000586	Syar.g_02171	Prbm.g_00644
OG0000587	Syar.g_02173	Prbm.g_00645
OG0000588	Syar.g_02275	Prbm.g_00649
OG0000589	Syar.g_02261	Prbm.g_00652
OG0000590	Syar.g_02260	Prbm.g_00653
OG0000591	Syar.g_02246	Prbm.g_00656
OG0000592	Syar.g_02245	Prbm.g_00657
OG0000593	Syar.g_02414	Prbm.g_00663
OG0000594	Syar.g_02415	Prbm.g_00664
OG0000595	Syar.g_02416	Prbm.g_00665
OG0000596	Syar.g_02421	Prbm.g_00669
OG0000597	Syar.g_02424	Prbm.g_00671
OG0000598	Syar.g_02425	Prbm.g_00672
OG0000599	Syar.g_02428	Prbm.g_00675
OG0000600	Syar.g_02429	Prbm.g_00676
OG0000601	Syar.g_02430	Prbm.g_00677
OG0000602	Syar.g_02435	Prbm.g_00679
OG0000603	Syar.g_02436	Prbm.g_00680
OG0000604	Syar.g_02438	Prbm.g_00681
OG0000605	Syar.g_02440	Prbm.g_00682
OG0000606	Syar.g_02443	Prbm.g_00685
OG0000607	Syar.g_02446	Prbm.g_00688
OG0000608	Syar.g_02447	Prbm.g_00689
OG0000609	Syar.g_02470	Prbm.g_00690
OG0000610	Syar.g_01917	Prbm.g_00696
OG0000611	Syar.g_01914	Prbm.g_00699
OG0000612	Syar.g_01913	Prbm.g_00700
OG0000613	Syar.g_00712	Prbm.g_00706
OG0000614	Syar.g_02012, Syar.g_01344	Prbm.g_00730
OG0000615	Syar.g_02603	Prbm.g_00737
OG0000616	Syar.g_00454	Prbm.g_02220
OG0000617	Syar.g_01576	Prbm.g_00748
OG0000618	Syar.g_01575	Prbm.g_00749
OG0000619	Syar.g_01574	Prbm.g_00750
OG0000620	Syar.g_01569	Prbm.g_00753
OG0000621	Syar.g_01568	Prbm.g_00754
OG0000622	Syar.g_01566	Prbm.g_00755
OG0000623	Syar.g_01565	Prbm.g_00756
OG0000624	Syar.g_01564	Prbm.g_00758
OG0000625	Syar.g_01563	Prbm.g_00759
OG0000626	Syar.g_01562	Prbm.g_00760
OG0000627	Syar.g_01868	Prbm.g_00762
OG0000628	Syar.g_01869	Prbm.g_00763
OG0000629	Syar.g_01872	Prbm.g_00764
OG0000630	Syar.g_02586	Prbm.g_00767
OG0000631	Syar.g_02579	Prbm.g_00959
OG0000632	Syar.g_02578	Prbm.g_00960
OG0000633	Syar.g_02576	Prbm.g_00961
OG0000634	Syar.g_02635	Prbm.g_00810
OG0000635	Syar.g_02636	Prbm.g_00811
OG0000636	Syar.g_02638	Prbm.g_00813
OG0000637	Syar.g_02640	Prbm.g_00815
OG0000638	Syar.g_02641	Prbm.g_00816
OG0000639	Syar.g_02642	Prbm.g_00817
OG0000640	Syar.g_02643	Prbm.g_00818
OG0000641	Syar.g_02648	Prbm.g_00822
OG0000642	Syar.g_02649	Prbm.g_00823
OG0000643	Syar.g_02650	Prbm.g_00824
OG0000644	Syar.g_02651	Prbm.g_00825
OG0000645	Syar.g_02652	Prbm.g_00826
OG0000646	Syar.g_02655	Prbm.g_00829
OG0000647	Syar.g_02657	Prbm.g_00831
OG0000648	Syar.g_02659	Prbm.g_00833
OG0000649	Syar.g_02660	Prbm.g_00834
OG0000650	Syar.g_02661	Prbm.g_00835
OG0000651	Syar.g_02662	Prbm.g_00836
OG0000652	Syar.g_02663	Prbm.g_00837
OG0000653	Syar.g_02665	Prbm.g_00839
OG0000654	Syar.g_02666	Prbm.g_00840
OG0000655	Syar.g_02667	Prbm.g_00841
OG0000656	Syar.g_02479	Prbm.g_00844
OG0000657	Syar.g_01812	Prbm.g_00850
OG0000658	Syar.g_01815	Prbm.g_00852
OG0000659	Syar.g_01816	Prbm.g_00853
OG0000660	Syar.g_01820	Prbm.g_00857
OG0000661	Syar.g_03175, Syar.g_01822	Prbm.g_00859
OG0000662	Syar.g_01829	Prbm.g_00861
OG0000663	Syar.g_01832	Prbm.g_00863
OG0000664	Syar.g_01837	Prbm.g_00864
OG0000665	Syar.g_02774	Prbm.g_00868
OG0000666	Syar.g_01241	Prbm.g_00869
OG0000667	Syar.g_02346	Prbm.g_00873
OG0000668	Syar.g_01802	Prbm.g_00911
OG0000669	Syar.g_01627	Prbm.g_00919
OG0000670	Syar.g_01624	Prbm.g_00922
OG0000671	Syar.g_01622	Prbm.g_00924
OG0000672	Syar.g_01619	Prbm.g_00927
OG0000673	Syar.g_01615	Prbm.g_00930
OG0000674	Syar.g_01613	Prbm.g_00932
OG0000675	Syar.g_01612	Prbm.g_00933
OG0000676	Syar.g_01608	Prbm.g_00935
OG0000677	Syar.g_01607	Prbm.g_00936
OG0000678	Syar.g_02037	Prbm.g_00939
OG0000679	Syar.g_02606	Prbm.g_00943
OG0000680	Syar.g_02607	Prbm.g_00944
OG0000681	Syar.g_02610	Prbm.g_00946
OG0000682	Syar.g_02611	Prbm.g_00947
OG0000683	Syar.g_02612	Prbm.g_00948
OG0000684	Syar.g_02615	Prbm.g_00793
OG0000685	Syar.g_02617	Prbm.g_00795
OG0000686	Syar.g_02618	Prbm.g_00796
OG0000687	Syar.g_02619	Prbm.g_00797
OG0000688	Syar.g_02624	Prbm.g_00800
OG0000689	Syar.g_02626	Prbm.g_00801
OG0000690	Syar.g_02627	Prbm.g_00802
OG0000691	Syar.g_02628	Prbm.g_00803
OG0000692	Syar.g_02629	Prbm.g_00805
OG0000693	Syar.g_02631	Prbm.g_00806
OG0000694	Syar.g_02632	Prbm.g_00807
OG0000695	Syar.g_02573	Prbm.g_00963
OG0000696	Syar.g_02572	Prbm.g_00964
OG0000697	Syar.g_02570	Prbm.g_00965
OG0000698	Syar.g_02567	Prbm.g_00968
OG0000699	Syar.g_02566	Prbm.g_00969
OG0000700	Syar.g_02565	Prbm.g_00970
OG0000701	Syar.g_02564	Prbm.g_00971
OG0000702	Syar.g_02559	Prbm.g_00973
OG0000703	Syar.g_02557	Prbm.g_00974
OG0000704	Syar.g_02555	Prbm.g_00975
OG0000705	Syar.g_02547	Prbm.g_00981
OG0000706	Syar.g_02546	Prbm.g_00982
OG0000707	Syar.g_02545	Prbm.g_00983
OG0000708	Syar.g_02542	Prbm.g_00985
OG0000709	Syar.g_02534	Prbm.g_00989
OG0000710	Syar.g_02528	Prbm.g_00992
OG0000711	Syar.g_02499	Prbm.g_01007
OG0000712	Syar.g_02497	Prbm.g_01009
OG0000713	Syar.g_02496	Prbm.g_01010
OG0000714	Syar.g_02494	Prbm.g_01011
OG0000715	Syar.g_02492	Prbm.g_01013
OG0000716	Syar.g_02488	Prbm.g_01014
OG0000717	Syar.g_02487	Prbm.g_01015
OG0000718	Syar.g_02483	Prbm.g_01031
OG0000719	Syar.g_01804	Prbm.g_01032
OG0000720	Syar.g_01790	Prbm.g_01042
OG0000721	Syar.g_01788	Prbm.g_01043
OG0000722	Syar.g_01787	Prbm.g_01044
OG0000723	Syar.g_01560	Prbm.g_01048
OG0000724	Syar.g_01367, Syar.g_02120	Prbm.g_01059
OG0000725	Syar.g_01934	Prbm.g_00887
OG0000726	Syar.g_01935	Prbm.g_00886
OG0000727	Syar.g_01936	Prbm.g_00885
OG0000728	Syar.g_01938	Prbm.g_00883
OG0000729	Syar.g_00593	Prbm.g_02104
OG0000730	Syar.g_01115	Prbm.g_00398
OG0000731	Syar.g_01127	Prbm.g_00406
OG0000732	Syar.g_00522	Prbm.g_02166
OG0000733	Syar.g_02234	Prbm.g_01911
OG0000734	Syar.g_03128	Prbm.g_01565
OG0000735	Syar.g_01522	Prbm.g_01563
OG0000736	Syar.g_01523	Prbm.g_01562
OG0000737	Syar.g_01524	Prbm.g_01561
OG0000738	Syar.g_01530	Prbm.g_01557
OG0000739	Syar.g_01531	Prbm.g_01556
OG0000740	Syar.g_01532	Prbm.g_01555
OG0000741	Syar.g_01535	Prbm.g_01553
OG0000742	Syar.g_01538	Prbm.g_01550
OG0000743	Syar.g_01541	Prbm.g_01548
OG0000744	Syar.g_01542	Prbm.g_01547
OG0000745	Syar.g_01545	Prbm.g_01545
OG0000746	Syar.g_01549	Prbm.g_01543
OG0000747	Syar.g_01551	Prbm.g_01542
OG0000748	Syar.g_01945	Prbm.g_01538
OG0000749	Syar.g_01946	Prbm.g_01537
OG0000750	Syar.g_01947	Prbm.g_01536
OG0000751	Syar.g_01952	Prbm.g_01533
OG0000752	Syar.g_01954	Prbm.g_01531
OG0000753	Syar.g_01957	Prbm.g_01529
OG0000754	Syar.g_01963	Prbm.g_01525
OG0000755	Syar.g_01974	Prbm.g_01520
OG0000756	Syar.g_01975	Prbm.g_01519
OG0000757	Syar.g_01984	Prbm.g_01512
OG0000758	Syar.g_01985	Prbm.g_01511
OG0000759	Syar.g_01986	Prbm.g_01510
OG0000760	Syar.g_01987	Prbm.g_01509
OG0000761	Syar.g_01988	Prbm.g_01508
OG0000762	Syar.g_01992	Prbm.g_01507
OG0000763	Syar.g_01699	Prbm.g_01505
OG0000764	Syar.g_01700	Prbm.g_01504
OG0000765	Syar.g_01718	Prbm.g_01496
OG0000766	Syar.g_01719	Prbm.g_01495
OG0000767	Syar.g_01721	Prbm.g_01494
OG0000768	Syar.g_01722	Prbm.g_01493
OG0000769	Syar.g_01724	Prbm.g_01491
OG0000770	Syar.g_01727	Prbm.g_01490
OG0000771	Syar.g_01373	Prbm.g_01054
OG0000772	Syar.g_00746	Prbm.g_01356
OG0000773	Syar.g_02694	Prbm.g_01602
OG0000774	Syar.g_02771	Prbm.g_01605
OG0000775	Syar.g_02773	Prbm.g_01606
OG0000776	Syar.g_01755	Prbm.g_01607
OG0000777	Syar.g_01754	Prbm.g_01608
OG0000778	Syar.g_01753	Prbm.g_01609
OG0000779	Syar.g_02779	Prbm.g_01613
OG0000780	Syar.g_02781	Prbm.g_01614
OG0000781	Syar.g_02785	Prbm.g_01616
OG0000782	Syar.g_02786	Prbm.g_01617
OG0000783	Syar.g_02787	Prbm.g_01618
OG0000784	Syar.g_02788	Prbm.g_01619
OG0000785	Syar.g_02791	Prbm.g_01621
OG0000786	Syar.g_02795	Prbm.g_01624
OG0000787	Syar.g_02796	Prbm.g_01625
OG0000788	Syar.g_02331	Prbm.g_00777
OG0000789	Syar.g_02040	Prbm.g_01051
OG0000790	Syar.g_01456	Prbm.g_01665
OG0000791	Syar.g_01454	Prbm.g_01667
OG0000792	Syar.g_01453	Prbm.g_01668
OG0000793	Syar.g_01243	Prbm.g_01671
OG0000794	Syar.g_01242	Prbm.g_01672
OG0000795	Syar.g_01240	Prbm.g_01673
OG0000796	Syar.g_01236	Prbm.g_01677
OG0000797	Syar.g_01235	Prbm.g_01678
OG0000799	Syar.g_02844	Prbm.g_01691
OG0000800	Syar.g_02843	Prbm.g_01692
OG0000801	Syar.g_02842	Prbm.g_01693
OG0000802	Syar.g_02825	Prbm.g_01695
OG0000803	Syar.g_02822	Prbm.g_01697
OG0000804	Syar.g_02819	Prbm.g_01698
OG0000805	Syar.g_02817	Prbm.g_01700
OG0000806	Syar.g_02815	Prbm.g_01702
OG0000807	Syar.g_02814	Prbm.g_01703
OG0000808	Syar.g_02813	Prbm.g_01704
OG0000809	Syar.g_02811	Prbm.g_01708
OG0000810	Syar.g_02810	Prbm.g_01709
OG0000811	Syar.g_02805	Prbm.g_01713
OG0000812	Syar.g_02803	Prbm.g_01715
OG0000813	Syar.g_02802	Prbm.g_01716
OG0000814	Syar.g_02800	Prbm.g_01718
OG0000815	Syar.g_02799	Prbm.g_01719
OG0000816	Syar.g_02797	Prbm.g_01721
OG0000817	Syar.g_02861	Prbm.g_01722
OG0000818	Syar.g_01418	Prbm.g_01726
OG0000819	Syar.g_01417	Prbm.g_01727
OG0000820	Syar.g_01416	Prbm.g_01728
OG0000821	Syar.g_01410	Prbm.g_01731
OG0000822	Syar.g_01408	Prbm.g_01732
OG0000823	Syar.g_01407	Prbm.g_01733
OG0000824	Syar.g_01402	Prbm.g_01736
OG0000825	Syar.g_01401	Prbm.g_01737
OG0000826	Syar.g_01400	Prbm.g_01738
OG0000827	Syar.g_01399	Prbm.g_01739
OG0000828	Syar.g_01396	Prbm.g_01742
OG0000829	Syar.g_01395	Prbm.g_01743
OG0000830	Syar.g_01394	Prbm.g_01744
OG0000831	Syar.g_01391	Prbm.g_01746
OG0000832	Syar.g_01213	Prbm.g_01756
OG0000833	Syar.g_02877	Prbm.g_01764
OG0000834	Syar.g_02878	Prbm.g_01765
OG0000835	Syar.g_02879	Prbm.g_01766
OG0000836	Syar.g_02881	Prbm.g_01768
OG0000837	Syar.g_02882	Prbm.g_01769
OG0000838	Syar.g_02886	Prbm.g_01771
OG0000839	Syar.g_02887	Prbm.g_01772
OG0000840	Syar.g_02888	Prbm.g_01773
OG0000841	Syar.g_02889	Prbm.g_01774
OG0000842	Syar.g_02890	Prbm.g_01775
OG0000843	Syar.g_02891	Prbm.g_01776
OG0000844	Syar.g_02893	Prbm.g_01777
OG0000845	Syar.g_02894	Prbm.g_01778
OG0000846	Syar.g_02895	Prbm.g_01779
OG0000847	Syar.g_02896	Prbm.g_01780
OG0000848	Syar.g_02898	Prbm.g_01781
OG0000849	Syar.g_02899	Prbm.g_01782
OG0000850	Syar.g_02902	Prbm.g_01784
OG0000851	Syar.g_02905	Prbm.g_01785
OG0000852	Syar.g_02906	Prbm.g_01786
OG0000853	Syar.g_02910	Prbm.g_01791
OG0000854	Syar.g_02912	Prbm.g_01793
OG0000855	Syar.g_02913	Prbm.g_01794
OG0000856	Syar.g_02243	Prbm.g_01685
OG0000857	Syar.g_02656	Prbm.g_00830
OG0000858	Syar.g_02920	Prbm.g_01835
OG0000859	Syar.g_02921	Prbm.g_01836
OG0000860	Syar.g_02931	Prbm.g_01843
OG0000861	Syar.g_02932	Prbm.g_01844
OG0000862	Syar.g_02942	Prbm.g_01845
OG0000863	Syar.g_02944	Prbm.g_01846
OG0000864	Syar.g_02945	Prbm.g_01847
OG0000865	Syar.g_02946	Prbm.g_01848
OG0000866	Syar.g_02947	Prbm.g_01849
OG0000867	Syar.g_02948	Prbm.g_01850
OG0000868	Syar.g_02950	Prbm.g_01851
OG0000869	Syar.g_02955	Prbm.g_01854
OG0000870	Syar.g_02960	Prbm.g_01859
OG0000871	Syar.g_02961	Prbm.g_01860
OG0000872	Syar.g_02967	Prbm.g_01861
OG0000873	Syar.g_02970	Prbm.g_01864
OG0000874	Syar.g_02974	Prbm.g_01867
OG0000875	Syar.g_02975	Prbm.g_01869
OG0000876	Syar.g_01828	Prbm.g_01870
OG0000877	Syar.g_02977	Prbm.g_01872
OG0000878	Syar.g_02978	Prbm.g_01873
OG0000879	Syar.g_02979	Prbm.g_01874
OG0000880	Syar.g_02980	Prbm.g_01875
OG0000881	Syar.g_02984	Prbm.g_01878
OG0000882	Syar.g_02989	Prbm.g_01883
OG0000883	Syar.g_02992	Prbm.g_01885
OG0000884	Syar.g_02994	Prbm.g_01887
OG0000885	Syar.g_02995	Prbm.g_01888
OG0000886	Syar.g_02996	Prbm.g_01889
OG0000887	Syar.g_02998	Prbm.g_01890
OG0000888	Syar.g_03000	Prbm.g_01892
OG0000889	Syar.g_03002	Prbm.g_01894
OG0000890	Syar.g_03005	Prbm.g_01895
OG0000891	Syar.g_03006	Prbm.g_01896
OG0000892	Syar.g_03008	Prbm.g_01898
OG0000893	Syar.g_00150	Prbm.g_01948
OG0000894	Syar.g_00145	Prbm.g_01951
OG0000895	Syar.g_00141	Prbm.g_01954
OG0000896	Syar.g_00140	Prbm.g_01955
OG0000897	Syar.g_00138	Prbm.g_01957
OG0000898	Syar.g_00137	Prbm.g_01958
OG0000899	Syar.g_00136	Prbm.g_01959
OG0000900	Syar.g_00135	Prbm.g_01960
OG0000901	Syar.g_00130	Prbm.g_01963
OG0000902	Syar.g_01013	Prbm.g_01965
OG0000903	Syar.g_01026	Prbm.g_01975
OG0000904	Syar.g_01021	Prbm.g_01970
OG0000905	Syar.g_01018	Prbm.g_01967
OG0000906	Syar.g_01015	Prbm.g_01966
OG0000907	Syar.g_01028	Prbm.g_01990
OG0000908	Syar.g_01031	Prbm.g_01993
OG0000909	Syar.g_01032	Prbm.g_01994
OG0000910	Syar.g_01033	Prbm.g_01995
OG0000911	Syar.g_01035	Prbm.g_01997
OG0000912	Syar.g_01036	Prbm.g_01998
OG0000913	Syar.g_01037	Prbm.g_01999
OG0000914	Syar.g_01038	Prbm.g_02000
OG0000915	Syar.g_01040	Prbm.g_02001
OG0000916	Syar.g_01041	Prbm.g_02002
OG0000917	Syar.g_01042	Prbm.g_02003
OG0000918	Syar.g_01043	Prbm.g_02004
OG0000919	Syar.g_01044	Prbm.g_02005
OG0000920	Syar.g_01045	Prbm.g_02006
OG0000921	Syar.g_01046	Prbm.g_02007
OG0000922	Syar.g_01047	Prbm.g_02008
OG0000923	Syar.g_01051	Prbm.g_02012
OG0000924	Syar.g_01052	Prbm.g_02013
OG0000925	Syar.g_01053	Prbm.g_02014
OG0000926	Syar.g_01054	Prbm.g_02015
OG0000927	Syar.g_01056	Prbm.g_02017
OG0000928	Syar.g_01057	Prbm.g_02018
OG0000929	Syar.g_01058	Prbm.g_02019
OG0000930	Syar.g_01059	Prbm.g_02020
OG0000931	Syar.g_01060	Prbm.g_02021
OG0000932	Syar.g_01061	Prbm.g_02022
OG0000933	Syar.g_01066	Prbm.g_02026
OG0000934	Syar.g_01068	Prbm.g_02028
OG0000935	Syar.g_01069	Prbm.g_02029
OG0000936	Syar.g_01070	Prbm.g_02030
OG0000937	Syar.g_01071	Prbm.g_02031
OG0000938	Syar.g_01074	Prbm.g_02034
OG0000939	Syar.g_01075	Prbm.g_02035
OG0000940	Syar.g_01081	Prbm.g_02042
OG0000941	Syar.g_01083	Prbm.g_02044
OG0000942	Syar.g_01085	Prbm.g_02046
OG0000943	Syar.g_01086	Prbm.g_02048
OG0000944	Syar.g_01088	Prbm.g_02050
OG0000945	Syar.g_01089	Prbm.g_02051
OG0000946	Syar.g_01095	Prbm.g_02057
OG0000947	Syar.g_01098	Prbm.g_02059
OG0000948	Syar.g_01099	Prbm.g_02060
OG0000949	Syar.g_00283	Prbm.g_02063
OG0000950	Syar.g_00661	Prbm.g_02068
OG0000951	Syar.g_00656	Prbm.g_02072
OG0000952	Syar.g_00651	Prbm.g_02076
OG0000953	Syar.g_00248	Prbm.g_02080
OG0000954	Syar.g_00258	Prbm.g_02084
OG0000955	Syar.g_00259	Prbm.g_02085
OG0000956	Syar.g_00261	Prbm.g_02087
OG0000957	Syar.g_00610	Prbm.g_02092
OG0000958	Syar.g_00609	Prbm.g_02093
OG0000959	Syar.g_00605	Prbm.g_02097
OG0000960	Syar.g_00604	Prbm.g_02098
OG0000961	Syar.g_00094	Prbm.g_02101
OG0000962	Syar.g_00594	Prbm.g_02103
OG0000963	Syar.g_00590	Prbm.g_02107
OG0000964	Syar.g_00589	Prbm.g_02108
OG0000965	Syar.g_00588	Prbm.g_02109
OG0000966	Syar.g_00549	Prbm.g_02144
OG0000967	Syar.g_00545	Prbm.g_02148
OG0000968	Syar.g_00542	Prbm.g_02150
OG0000969	Syar.g_00540	Prbm.g_02151
OG0000970	Syar.g_00539	Prbm.g_02152
OG0000971	Syar.g_00537	Prbm.g_02153
OG0000972	Syar.g_00536	Prbm.g_02154
OG0000973	Syar.g_00535	Prbm.g_02155
OG0000974	Syar.g_00534	Prbm.g_02156
OG0000975	Syar.g_00533	Prbm.g_02157
OG0000976	Syar.g_00532	Prbm.g_02158
OG0000977	Syar.g_00530	Prbm.g_02159
OG0000978	Syar.g_00529	Prbm.g_02160
OG0000979	Syar.g_00526	Prbm.g_02163
OG0000980	Syar.g_00523	Prbm.g_02165
OG0000981	Syar.g_00520	Prbm.g_02168
OG0000982	Syar.g_00331	Prbm.g_02170
OG0000983	Syar.g_00332	Prbm.g_02171
OG0000984	Syar.g_00333	Prbm.g_02172
OG0000985	Syar.g_00337	Prbm.g_02175
OG0000986	Syar.g_00344	Prbm.g_02177
OG0000987	Syar.g_00346	Prbm.g_02178
OG0000988	Syar.g_00352	Prbm.g_02181
OG0000989	Syar.g_00377	Prbm.g_02185
OG0000990	Syar.g_00697	Prbm.g_02190
OG0000991	Syar.g_00700	Prbm.g_02191
OG0000992	Syar.g_00704	Prbm.g_02194
OG0000993	Syar.g_00705	Prbm.g_02195
OG0000994	Syar.g_00708	Prbm.g_02196
OG0000995	Syar.g_03212, Syar.g_00624	Prbm.g_02200
OG0000996	Syar.g_00861	Prbm.g_02201
OG0000997	Syar.g_00437	Prbm.g_02208
OG0000998	Syar.g_00439	Prbm.g_02210
OG0000999	Syar.g_00440	Prbm.g_02211
OG0001000	Syar.g_00955, Syar.g_00444	Prbm.g_02214
OG0001001	Syar.g_00450	Prbm.g_02217
OG0001002	Syar.g_00457	Prbm.g_02222
OG0001003	Syar.g_00459	Prbm.g_02225
OG0001004	Syar.g_00460	Prbm.g_02226
OG0001005	Syar.g_00461	Prbm.g_02227
OG0001006	Syar.g_00468	Prbm.g_02231
OG0001007	Syar.g_00470	Prbm.g_02233
OG0001008	Syar.g_01178	Prbm.g_00447
OG0001009	Syar.g_00500	Prbm.g_00027
OG0001010	Syar.g_00501	Prbm.g_00028
OG0001011	Syar.g_00503	Prbm.g_00029
OG0001013	Syar.g_00906	Prbm.g_00057
OG0001014	Syar.g_00914	Prbm.g_00060
OG0001015	Syar.g_00915	Prbm.g_00061
OG0001017	Syar.g_03050	Prbm.g_00134
OG0001018	Syar.g_03052	Prbm.g_00137
OG0001019	Syar.g_03086	Prbm.g_00146
OG0001020	Syar.g_03092	Prbm.g_00147
OG0001021	Syar.g_03098	Prbm.g_00148
OG0001022	Syar.g_03102	Prbm.g_00151
OG0001023	Syar.g_03103	Prbm.g_00152
OG0001024	Syar.g_02276	Prbm.g_00155
OG0001025	Syar.g_03115	Prbm.g_00162
OG0001026	Syar.g_03131	Prbm.g_00170
OG0001027	Syar.g_00031	Prbm.g_00171
OG0001028	Syar.g_00034	Prbm.g_00173
OG0001029	Syar.g_00036	Prbm.g_00175
OG0001030	Syar.g_00058	Prbm.g_00191
OG0001031	Syar.g_00129	Prbm.g_00246
OG0001032	Syar.g_01011	Prbm.g_00247
OG0001033	Syar.g_00962	Prbm.g_00267
OG0001034	Syar.g_03022	Prbm.g_00296
OG0001035	Syar.g_00171	Prbm.g_00313
OG0001036	Syar.g_00193	Prbm.g_00318
OG0001037	Syar.g_00195	Prbm.g_00319
OG0001038	Syar.g_00223	Prbm.g_00335
OG0001039	Syar.g_00226	Prbm.g_00337
OG0001040	Syar.g_00229	Prbm.g_00340
OG0001041	Syar.g_00234	Prbm.g_00344
OG0001042	Syar.g_00831	Prbm.g_00360
OG0001043	Syar.g_00826	Prbm.g_00361
OG0001044	Syar.g_01117	Prbm.g_00399
OG0001045	Syar.g_01130	Prbm.g_00408
OG0001046	Syar.g_02514	Prbm.g_01121
OG0001047	Syar.g_01180	Prbm.g_00449
OG0001048	Syar.g_01181	Prbm.g_00450
OG0001049	Syar.g_02872	Prbm.g_00452
OG0001050	Syar.g_02871	Prbm.g_00453
OG0001051	Syar.g_02870	Prbm.g_00454
OG0001052	Syar.g_01269	Prbm.g_00497
OG0001053	Syar.g_01472	Prbm.g_00509
OG0001054	Syar.g_01492	Prbm.g_00523
OG0001055	Syar.g_01513	Prbm.g_00551
OG0001056	Syar.g_02349	Prbm.g_00569
OG0001057	Syar.g_02341	Prbm.g_00574
OG0001058	Syar.g_02324	Prbm.g_00582
OG0001059	Syar.g_00422	Prbm.g_00586
OG0001060	Syar.g_02315	Prbm.g_00593
OG0001061	Syar.g_02297	Prbm.g_00606
OG0001062	Syar.g_02294	Prbm.g_00608
OG0001063	Syar.g_02209	Prbm.g_00609
OG0001064	Syar.g_02208	Prbm.g_00610
OG0001065	Syar.g_02207	Prbm.g_00611
OG0001066	Syar.g_02206	Prbm.g_00612
OG0001067	Syar.g_02205	Prbm.g_00613
OG0001068	Syar.g_02204	Prbm.g_00614
OG0001069	Syar.g_02203	Prbm.g_00615
OG0001070	Syar.g_02200	Prbm.g_00617
OG0001071	Syar.g_02199	Prbm.g_00618
OG0001072	Syar.g_02195	Prbm.g_00619
OG0001073	Syar.g_02182	Prbm.g_00634
OG0001074	Syar.g_02031	Prbm.g_00646
OG0001075	Syar.g_02215	Prbm.g_00647
OG0001076	Syar.g_02253	Prbm.g_00654
OG0001077	Syar.g_02240	Prbm.g_00659
OG0001078	Syar.g_02419	Prbm.g_00667
OG0001079	Syar.g_02431	Prbm.g_00678
OG0001080	Syar.g_02442	Prbm.g_00684
OG0001081	Syar.g_02444	Prbm.g_00686
OG0001082	Syar.g_02445	Prbm.g_00687
OG0001083	Syar.g_02473	Prbm.g_00692
OG0001084	Syar.g_02474	Prbm.g_00693
OG0001085	Syar.g_01688	Prbm.g_00703
OG0001086	Syar.g_01686	Prbm.g_00704
OG0001087	Syar.g_02347	Prbm.g_00725
OG0001088	Syar.g_00431	Prbm.g_00726
OG0001089	Syar.g_01942	Prbm.g_00734
OG0001090	Syar.g_01582	Prbm.g_00743
OG0001091	Syar.g_01580	Prbm.g_00745
OG0001092	Syar.g_01578	Prbm.g_00746
OG0001093	Syar.g_01572	Prbm.g_00751
OG0001094	Syar.g_02633	Prbm.g_00808
OG0001095	Syar.g_02653	Prbm.g_00827
OG0001096	Syar.g_02476	Prbm.g_00842
OG0001097	Syar.g_01823	Prbm.g_00860
OG0001098	Syar.g_01672	Prbm.g_00877
OG0001099	Syar.g_00035	Prbm.g_00914
OG0001100	Syar.g_01625	Prbm.g_00921
OG0001101	Syar.g_01623	Prbm.g_00923
OG0001102	Syar.g_01620	Prbm.g_00926
OG0001103	Syar.g_01618	Prbm.g_00928
OG0001104	Syar.g_02616	Prbm.g_00794
OG0001105	Syar.g_02620	Prbm.g_00798
OG0001106	Syar.g_02553	Prbm.g_00976
OG0001107	Syar.g_02541	Prbm.g_00986
OG0001109	Syar.g_02529	Prbm.g_00991
OG0001110	Syar.g_02527	Prbm.g_00993
