Orthogroup	Syar	Prbh
OG0000549	Syar.g_02693	Prbh.g_00311
OG0000550	Syar.g_02689	Prbh.g_00306
OG0000551	Syar.g_02684	Prbh.g_00303
OG0000552	Syar.g_02683	Prbh.g_00302
OG0000553	Syar.g_02679	Prbh.g_00301
OG0000554	Syar.g_02352	Prbh.g_00295
OG0000555	Syar.g_02336	Prbh.g_00288
OG0000556	Syar.g_02332	Prbh.g_00286
OG0000557	Syar.g_02328	Prbh.g_00285
OG0000558	Syar.g_02326	Prbh.g_00283
OG0000559	Syar.g_02322	Prbh.g_00279
OG0000560	Syar.g_02320	Prbh.g_00276
OG0000561	Syar.g_02319	Prbh.g_00275
OG0000562	Syar.g_02318	Prbh.g_00274
OG0000563	Syar.g_02317	Prbh.g_00273
OG0000564	Syar.g_02316	Prbh.g_00272
OG0000565	Syar.g_02312	Prbh.g_00269
OG0000566	Syar.g_02308	Prbh.g_00265
OG0000567	Syar.g_02304	Prbh.g_00261
OG0000568	Syar.g_02302	Prbh.g_00260
OG0000569	Syar.g_02301	Prbh.g_00259
OG0000570	Syar.g_02300	Prbh.g_00258
OG0000571	Syar.g_02298	Prbh.g_00256
OG0000572	Syar.g_02201	Prbh.g_00244
OG0000573	Syar.g_02191	Prbh.g_00238
OG0000574	Syar.g_02190	Prbh.g_00237
OG0000575	Syar.g_03180	Prbh.g_00233
OG0000576	Syar.g_02187	Prbh.g_00231
OG0000577	Syar.g_02186	Prbh.g_00230
OG0000578	Syar.g_02185	Prbh.g_00229
OG0000579	Syar.g_02184	Prbh.g_00228
OG0000580	Syar.g_02183	Prbh.g_00227
OG0000581	Syar.g_02175	Prbh.g_00224
OG0000582	Syar.g_02131	Prbh.g_00221
OG0000583	Syar.g_02132	Prbh.g_00220
OG0000584	Syar.g_02133	Prbh.g_00219
OG0000585	Syar.g_02170	Prbh.g_00217
OG0000586	Syar.g_02171	Prbh.g_00216
OG0000587	Syar.g_02173	Prbh.g_00215
OG0000588	Syar.g_02275	Prbh.g_01465
OG0000589	Syar.g_02261	Prbh.g_01462
OG0000590	Syar.g_02260	Prbh.g_01461
OG0000591	Syar.g_02246	Prbh.g_01457
OG0000592	Syar.g_02245	Prbh.g_01456
OG0000593	Syar.g_02414	Prbh.g_01221
OG0000594	Syar.g_02415	Prbh.g_01220
OG0000595	Syar.g_02416	Prbh.g_01219
OG0000596	Syar.g_02421	Prbh.g_01216
OG0000597	Syar.g_02424	Prbh.g_01213
OG0000598	Syar.g_02425	Prbh.g_01212
OG0000599	Syar.g_02428	Prbh.g_01209
OG0000600	Syar.g_02429	Prbh.g_01208
OG0000601	Syar.g_02430	Prbh.g_01207
OG0000602	Syar.g_02435	Prbh.g_01205
OG0000603	Syar.g_02436	Prbh.g_01204
OG0000604	Syar.g_02438	Prbh.g_01203
OG0000605	Syar.g_02440	Prbh.g_01202
OG0000606	Syar.g_02443	Prbh.g_01199
OG0000607	Syar.g_02446	Prbh.g_01196
OG0000608	Syar.g_02447	Prbh.g_01195
OG0000609	Syar.g_02470	Prbh.g_01194
OG0000610	Syar.g_01917	Prbh.g_01188
OG0000611	Syar.g_01914	Prbh.g_01185
OG0000612	Syar.g_01913	Prbh.g_01184
OG0000613	Syar.g_00712	Prbh.g_00907
OG0000614	Syar.g_02012, Syar.g_01344	Prbh.g_00928
OG0000615	Syar.g_02603	Prbh.g_00939
OG0000616	Syar.g_00454	Prbh.g_01487
OG0000617	Syar.g_01576	Prbh.g_01167
OG0000618	Syar.g_01575	Prbh.g_01166
OG0000619	Syar.g_01574	Prbh.g_01165
OG0000620	Syar.g_01569	Prbh.g_01162
OG0000621	Syar.g_01568	Prbh.g_01161
OG0000622	Syar.g_01566	Prbh.g_01160
OG0000623	Syar.g_01565	Prbh.g_01159
OG0000624	Syar.g_01564	Prbh.g_01157
OG0000625	Syar.g_01563	Prbh.g_01156
OG0000626	Syar.g_01562	Prbh.g_01155
OG0000627	Syar.g_01868	Prbh.g_01154
OG0000628	Syar.g_01869	Prbh.g_01153
OG0000629	Syar.g_01872	Prbh.g_01151
OG0000630	Syar.g_02586	Prbh.g_01148
OG0000631	Syar.g_02579	Prbh.g_01056
OG0000632	Syar.g_02578	Prbh.g_01057
OG0000633	Syar.g_02576	Prbh.g_01058
OG0000634	Syar.g_02635	Prbh.g_00949
OG0000635	Syar.g_02636	Prbh.g_00950
OG0000636	Syar.g_02638	Prbh.g_00952
OG0000637	Syar.g_02640	Prbh.g_00954
OG0000638	Syar.g_02641	Prbh.g_00955
OG0000639	Syar.g_02642	Prbh.g_00956
OG0000640	Syar.g_02643	Prbh.g_00957
OG0000641	Syar.g_02648	Prbh.g_00961
OG0000642	Syar.g_02649	Prbh.g_00962
OG0000643	Syar.g_02650	Prbh.g_00963
OG0000644	Syar.g_02651	Prbh.g_00964
OG0000645	Syar.g_02652	Prbh.g_00965
OG0000646	Syar.g_02655	Prbh.g_00967
OG0000647	Syar.g_02657	Prbh.g_00969
OG0000648	Syar.g_02659	Prbh.g_00971
OG0000649	Syar.g_02660	Prbh.g_00972
OG0000650	Syar.g_02661	Prbh.g_00973
OG0000651	Syar.g_02662	Prbh.g_00974
OG0000652	Syar.g_02663	Prbh.g_00975
OG0000653	Syar.g_02665	Prbh.g_00977
OG0000654	Syar.g_02666	Prbh.g_00978
OG0000655	Syar.g_02667	Prbh.g_00979
OG0000656	Syar.g_02479	Prbh.g_00982
OG0000657	Syar.g_01812	Prbh.g_00989
OG0000658	Syar.g_01815	Prbh.g_00991
OG0000659	Syar.g_01816	Prbh.g_00992
OG0000660	Syar.g_01820	Prbh.g_00996
OG0000661	Syar.g_03175, Syar.g_01822	Prbh.g_00998
OG0000662	Syar.g_01829	Prbh.g_01001
OG0000663	Syar.g_01832	Prbh.g_01003
OG0000664	Syar.g_01837	Prbh.g_01004
OG0000665	Syar.g_02774	Prbh.g_01010
OG0000666	Syar.g_01241	Prbh.g_01011
OG0000667	Syar.g_02346	Prbh.g_01015
OG0000668	Syar.g_01802	Prbh.g_00857
OG0000669	Syar.g_01627	Prbh.g_00868
OG0000670	Syar.g_01624	Prbh.g_00871
OG0000671	Syar.g_01622	Prbh.g_00873
OG0000672	Syar.g_01619	Prbh.g_00876
OG0000673	Syar.g_01615	Prbh.g_00879
OG0000674	Syar.g_01613	Prbh.g_00881
OG0000675	Syar.g_01612	Prbh.g_00882
OG0000676	Syar.g_01608	Prbh.g_00884
OG0000677	Syar.g_01607	Prbh.g_00885
OG0000678	Syar.g_02037	Prbh.g_00887
OG0000679	Syar.g_02606	Prbh.g_00891
OG0000680	Syar.g_02607	Prbh.g_00892
OG0000681	Syar.g_02610	Prbh.g_00895
OG0000682	Syar.g_02611	Prbh.g_00896
OG0000683	Syar.g_02612	Prbh.g_00897
OG0000684	Syar.g_02615	Prbh.g_00898
OG0000685	Syar.g_02617	Prbh.g_00900
OG0000686	Syar.g_02618	Prbh.g_00901
OG0000687	Syar.g_02619	Prbh.g_00902
OG0000688	Syar.g_02624	Prbh.g_01179
OG0000689	Syar.g_02626	Prbh.g_01178
OG0000690	Syar.g_02627	Prbh.g_01177
OG0000691	Syar.g_02628	Prbh.g_01176
OG0000692	Syar.g_02629	Prbh.g_01174
OG0000693	Syar.g_02631	Prbh.g_01173
OG0000694	Syar.g_02632	Prbh.g_01172
OG0000695	Syar.g_02573	Prbh.g_01060
OG0000696	Syar.g_02572	Prbh.g_01061
OG0000697	Syar.g_02570	Prbh.g_01062
OG0000698	Syar.g_02567	Prbh.g_01065
OG0000699	Syar.g_02566	Prbh.g_01066
OG0000700	Syar.g_02565	Prbh.g_01067
OG0000701	Syar.g_02564	Prbh.g_01068
OG0000702	Syar.g_02559	Prbh.g_01070
OG0000703	Syar.g_02557	Prbh.g_01071
OG0000704	Syar.g_02555	Prbh.g_01073
OG0000705	Syar.g_02547	Prbh.g_01079
OG0000706	Syar.g_02546	Prbh.g_01080
OG0000707	Syar.g_02545	Prbh.g_01081
OG0000708	Syar.g_02542	Prbh.g_01083
OG0000709	Syar.g_02534	Prbh.g_01087
OG0000710	Syar.g_02528	Prbh.g_01090
OG0000711	Syar.g_02499	Prbh.g_01106
OG0000712	Syar.g_02497	Prbh.g_01107
OG0000713	Syar.g_02496	Prbh.g_01108
OG0000714	Syar.g_02494	Prbh.g_01109
OG0000715	Syar.g_02492	Prbh.g_01111
OG0000716	Syar.g_02488	Prbh.g_01113
OG0000717	Syar.g_02487	Prbh.g_01114
OG0000718	Syar.g_02483	Prbh.g_01116
OG0000719	Syar.g_01804	Prbh.g_01118
OG0000720	Syar.g_01790	Prbh.g_01129
OG0000721	Syar.g_01788	Prbh.g_01133
OG0000722	Syar.g_01787	Prbh.g_01134
OG0000723	Syar.g_01560	Prbh.g_01138
OG0000724	Syar.g_01367, Syar.g_02120	Prbh.g_01036
OG0000725	Syar.g_01934	Prbh.g_01030
OG0000726	Syar.g_01935	Prbh.g_01029
OG0000727	Syar.g_01936	Prbh.g_01028
OG0000728	Syar.g_01938	Prbh.g_01026
OG0000729	Syar.g_00593	Prbh.g_01351
OG0000730	Syar.g_01115	Prbh.g_01325
OG0000731	Syar.g_01127	Prbh.g_00432
OG0000733	Syar.g_02234	Prbh.g_01867
OG0000734	Syar.g_03128	Prbh.g_01299
OG0000735	Syar.g_01522	Prbh.g_01297
OG0000736	Syar.g_01523	Prbh.g_01296
OG0000737	Syar.g_01524	Prbh.g_01295
OG0000738	Syar.g_01530	Prbh.g_01291
OG0000739	Syar.g_01531	Prbh.g_01290
OG0000740	Syar.g_01532	Prbh.g_01289
OG0000741	Syar.g_01535	Prbh.g_01287
OG0000742	Syar.g_01538	Prbh.g_01284
OG0000743	Syar.g_01541	Prbh.g_01282
OG0000744	Syar.g_01542	Prbh.g_01280
OG0000745	Syar.g_01545	Prbh.g_01279
OG0000746	Syar.g_01549	Prbh.g_01277
OG0000747	Syar.g_01551	Prbh.g_01276
OG0000748	Syar.g_01945	Prbh.g_01272
OG0000749	Syar.g_01946	Prbh.g_01271
OG0000750	Syar.g_01947	Prbh.g_01270
OG0000751	Syar.g_01952	Prbh.g_01267
OG0000752	Syar.g_01954	Prbh.g_01265
OG0000753	Syar.g_01957	Prbh.g_01262
OG0000754	Syar.g_01963	Prbh.g_01260
OG0000755	Syar.g_01974	Prbh.g_01254
OG0000756	Syar.g_01975	Prbh.g_01253
OG0000757	Syar.g_01984	Prbh.g_01246
OG0000758	Syar.g_01985	Prbh.g_01245
OG0000759	Syar.g_01986	Prbh.g_01244
OG0000760	Syar.g_01987	Prbh.g_01243
OG0000761	Syar.g_01988	Prbh.g_01242
OG0000762	Syar.g_01992	Prbh.g_01241
OG0000763	Syar.g_01699	Prbh.g_01239
OG0000764	Syar.g_01700	Prbh.g_01238
OG0000765	Syar.g_01718	Prbh.g_01230
OG0000766	Syar.g_01719	Prbh.g_01229
OG0000767	Syar.g_01721	Prbh.g_01227
OG0000768	Syar.g_01722	Prbh.g_01226
OG0000769	Syar.g_01724	Prbh.g_01224
OG0000770	Syar.g_01727	Prbh.g_01451
OG0000771	Syar.g_01373	Prbh.g_01397
OG0000772	Syar.g_00746	Prbh.g_01845
OG0000773	Syar.g_02694	Prbh.g_01364
OG0000774	Syar.g_02771	Prbh.g_01366
OG0000775	Syar.g_02773	Prbh.g_01368
OG0000776	Syar.g_01755	Prbh.g_01369
OG0000777	Syar.g_01754	Prbh.g_01370
OG0000778	Syar.g_01753	Prbh.g_01371
OG0000779	Syar.g_02779	Prbh.g_01375
OG0000780	Syar.g_02781	Prbh.g_01376
OG0000781	Syar.g_02785	Prbh.g_01379
OG0000782	Syar.g_02786	Prbh.g_01380
OG0000783	Syar.g_02787	Prbh.g_01381
OG0000784	Syar.g_02788	Prbh.g_01382
OG0000785	Syar.g_02791	Prbh.g_01384
OG0000786	Syar.g_02795	Prbh.g_01387
OG0000787	Syar.g_02796	Prbh.g_01388
OG0000788	Syar.g_02331	Prbh.g_00206
OG0000789	Syar.g_02040	Prbh.g_00196
OG0000790	Syar.g_01456	Prbh.g_00014
OG0000791	Syar.g_01454	Prbh.g_00016
OG0000792	Syar.g_01453	Prbh.g_00017
OG0000793	Syar.g_01243	Prbh.g_00021
OG0000794	Syar.g_01242	Prbh.g_00022
OG0000795	Syar.g_01240	Prbh.g_00023
OG0000796	Syar.g_01236	Prbh.g_00027
OG0000797	Syar.g_01235	Prbh.g_00028
OG0000798	Syar.g_00222	Prbh.g_00033
OG0000798	Syar.g_02701	Prbh.g_00062
OG0000799	Syar.g_02844	Prbh.g_00079
OG0000800	Syar.g_02843	Prbh.g_00080
OG0000801	Syar.g_02842	Prbh.g_00081
OG0000802	Syar.g_02825	Prbh.g_00083
OG0000803	Syar.g_02822	Prbh.g_00085
OG0000804	Syar.g_02819	Prbh.g_00086
OG0000805	Syar.g_02817	Prbh.g_00088
OG0000806	Syar.g_02815	Prbh.g_00090
OG0000807	Syar.g_02814	Prbh.g_00091
OG0000808	Syar.g_02813	Prbh.g_00092
OG0000809	Syar.g_02811	Prbh.g_00094
OG0000810	Syar.g_02810	Prbh.g_00095
OG0000811	Syar.g_02805	Prbh.g_00102
OG0000812	Syar.g_02803	Prbh.g_00104
OG0000813	Syar.g_02802	Prbh.g_00105
OG0000814	Syar.g_02800	Prbh.g_00107
OG0000815	Syar.g_02799	Prbh.g_00108
OG0000816	Syar.g_02797	Prbh.g_00110
OG0000817	Syar.g_02861	Prbh.g_00111
OG0000818	Syar.g_01418	Prbh.g_00116
OG0000819	Syar.g_01417	Prbh.g_00117
OG0000820	Syar.g_01416	Prbh.g_00118
OG0000821	Syar.g_01410	Prbh.g_00122
OG0000822	Syar.g_01408	Prbh.g_00123
OG0000823	Syar.g_01407	Prbh.g_00124
OG0000824	Syar.g_01402	Prbh.g_00127
OG0000825	Syar.g_01401	Prbh.g_00128
OG0000826	Syar.g_01400	Prbh.g_00129
OG0000827	Syar.g_01399	Prbh.g_00130
OG0000828	Syar.g_01396	Prbh.g_00133
OG0000829	Syar.g_01395	Prbh.g_00134
OG0000830	Syar.g_01394	Prbh.g_00135
OG0000831	Syar.g_01391	Prbh.g_00137
OG0000832	Syar.g_01213	Prbh.g_00147
OG0000833	Syar.g_02877	Prbh.g_00156
OG0000834	Syar.g_02878	Prbh.g_00157
OG0000835	Syar.g_02879	Prbh.g_00158
OG0000836	Syar.g_02881	Prbh.g_00159
OG0000837	Syar.g_02882	Prbh.g_00160
OG0000838	Syar.g_02886	Prbh.g_00163
OG0000839	Syar.g_02887	Prbh.g_00164
OG0000840	Syar.g_02888	Prbh.g_00165
OG0000841	Syar.g_02889	Prbh.g_00166
OG0000842	Syar.g_02890	Prbh.g_00167
OG0000843	Syar.g_02891	Prbh.g_00168
OG0000844	Syar.g_02893	Prbh.g_00169
OG0000845	Syar.g_02894	Prbh.g_00170
OG0000846	Syar.g_02895	Prbh.g_00171
OG0000847	Syar.g_02896	Prbh.g_00172
OG0000848	Syar.g_02898	Prbh.g_00173
OG0000849	Syar.g_02899	Prbh.g_00174
OG0000850	Syar.g_02902	Prbh.g_00176
OG0000851	Syar.g_02905	Prbh.g_00177
OG0000852	Syar.g_02906	Prbh.g_00178
OG0000853	Syar.g_02910	Prbh.g_00183
OG0000854	Syar.g_02912	Prbh.g_00185
OG0000855	Syar.g_02913	Prbh.g_00186
OG0000856	Syar.g_02243	Prbh.g_01454
OG0000857	Syar.g_02656	Prbh.g_00968
OG0000858	Syar.g_02920	Prbh.g_01789
OG0000859	Syar.g_02921	Prbh.g_01788
OG0000860	Syar.g_02931	Prbh.g_01780
OG0000861	Syar.g_02932	Prbh.g_01779
OG0000862	Syar.g_02942	Prbh.g_01778
OG0000863	Syar.g_02944	Prbh.g_01776
OG0000864	Syar.g_02945	Prbh.g_01775
OG0000865	Syar.g_02946	Prbh.g_01774
OG0000866	Syar.g_02947	Prbh.g_01773
OG0000867	Syar.g_02948	Prbh.g_01772
OG0000868	Syar.g_02950	Prbh.g_01770
OG0000869	Syar.g_02955	Prbh.g_01767
OG0000870	Syar.g_02960	Prbh.g_01762
OG0000871	Syar.g_02961	Prbh.g_01761
OG0000872	Syar.g_02967	Prbh.g_01760
OG0000873	Syar.g_02970	Prbh.g_01757
OG0000874	Syar.g_02974	Prbh.g_01754
OG0000875	Syar.g_02975	Prbh.g_01752
OG0000876	Syar.g_01828	Prbh.g_01751
OG0000877	Syar.g_02977	Prbh.g_01749
OG0000878	Syar.g_02978	Prbh.g_01748
OG0000879	Syar.g_02979	Prbh.g_01747
OG0000880	Syar.g_02980	Prbh.g_01746
OG0000881	Syar.g_02984	Prbh.g_01742
OG0000882	Syar.g_02989	Prbh.g_01737
OG0000883	Syar.g_02992	Prbh.g_01735
OG0000884	Syar.g_02994	Prbh.g_01733
OG0000885	Syar.g_02995	Prbh.g_01732
OG0000886	Syar.g_02996	Prbh.g_01731
OG0000887	Syar.g_02998	Prbh.g_01730
OG0000888	Syar.g_03000	Prbh.g_01728
OG0000889	Syar.g_03002	Prbh.g_01726
OG0000890	Syar.g_03005	Prbh.g_01725
OG0000891	Syar.g_03006	Prbh.g_01724
OG0000892	Syar.g_03008	Prbh.g_01723
OG0000893	Syar.g_00150	Prbh.g_01719
OG0000894	Syar.g_00145	Prbh.g_01716
OG0000895	Syar.g_00141	Prbh.g_01712
OG0000896	Syar.g_00140	Prbh.g_01711
OG0000897	Syar.g_00138	Prbh.g_01709
OG0000898	Syar.g_00137	Prbh.g_01708
OG0000899	Syar.g_00136	Prbh.g_01707
OG0000900	Syar.g_00135	Prbh.g_01706
OG0000901	Syar.g_00130	Prbh.g_01703
OG0000902	Syar.g_01013	Prbh.g_01701
OG0000903	Syar.g_01026	Prbh.g_01697
OG0000904	Syar.g_01021	Prbh.g_01692
OG0000905	Syar.g_01018	Prbh.g_01699
OG0000906	Syar.g_01015	Prbh.g_01700
OG0000907	Syar.g_01028	Prbh.g_01687
OG0000908	Syar.g_01031	Prbh.g_01684
OG0000909	Syar.g_01032	Prbh.g_01683
OG0000910	Syar.g_01033	Prbh.g_01682
OG0000911	Syar.g_01035	Prbh.g_01680
OG0000912	Syar.g_01036	Prbh.g_01679
OG0000913	Syar.g_01037	Prbh.g_01678
OG0000914	Syar.g_01038	Prbh.g_01677
OG0000915	Syar.g_01040	Prbh.g_01676
OG0000916	Syar.g_01041	Prbh.g_01675
OG0000917	Syar.g_01042	Prbh.g_01674
OG0000918	Syar.g_01043	Prbh.g_01673
OG0000919	Syar.g_01044	Prbh.g_01672
OG0000920	Syar.g_01045	Prbh.g_01671
OG0000921	Syar.g_01046	Prbh.g_01670
OG0000922	Syar.g_01047	Prbh.g_01669
OG0000923	Syar.g_01051	Prbh.g_01665
OG0000924	Syar.g_01052	Prbh.g_01664
OG0000925	Syar.g_01053	Prbh.g_01663
OG0000926	Syar.g_01054	Prbh.g_01662
OG0000927	Syar.g_01056	Prbh.g_01660
OG0000928	Syar.g_01057	Prbh.g_01659
OG0000929	Syar.g_01058	Prbh.g_01658
OG0000930	Syar.g_01059	Prbh.g_01657
OG0000931	Syar.g_01060	Prbh.g_01656
OG0000932	Syar.g_01061	Prbh.g_01655
OG0000933	Syar.g_01066	Prbh.g_01651
OG0000934	Syar.g_01068	Prbh.g_01649
OG0000935	Syar.g_01069	Prbh.g_01648
OG0000936	Syar.g_01070	Prbh.g_01647
OG0000937	Syar.g_01071	Prbh.g_01646
OG0000938	Syar.g_01074	Prbh.g_01643
OG0000939	Syar.g_01075	Prbh.g_01642
OG0000940	Syar.g_01081	Prbh.g_01635
OG0000941	Syar.g_01083	Prbh.g_01633
OG0000942	Syar.g_01085	Prbh.g_01631
OG0000943	Syar.g_01086	Prbh.g_01630
OG0000944	Syar.g_01088	Prbh.g_01628
OG0000945	Syar.g_01089	Prbh.g_01627
OG0000946	Syar.g_01095	Prbh.g_01621
OG0000947	Syar.g_01098	Prbh.g_01619
OG0000948	Syar.g_01099	Prbh.g_01618
OG0000949	Syar.g_00283	Prbh.g_01615
OG0000950	Syar.g_00661	Prbh.g_01608
OG0000951	Syar.g_00656	Prbh.g_01604
OG0000952	Syar.g_00651	Prbh.g_01600
OG0000953	Syar.g_00248	Prbh.g_01596
OG0000954	Syar.g_00258	Prbh.g_01592
OG0000955	Syar.g_00259	Prbh.g_01591
OG0000956	Syar.g_00261	Prbh.g_01589
OG0000957	Syar.g_00610	Prbh.g_01583
OG0000958	Syar.g_00609	Prbh.g_01582
OG0000959	Syar.g_00605	Prbh.g_01578
OG0000960	Syar.g_00604	Prbh.g_01577
OG0000961	Syar.g_00094	Prbh.g_01574
OG0000962	Syar.g_00594	Prbh.g_01572
OG0000963	Syar.g_00590	Prbh.g_01568
OG0000964	Syar.g_00589	Prbh.g_01567
OG0000965	Syar.g_00588	Prbh.g_01566
OG0000966	Syar.g_00549	Prbh.g_01560
OG0000967	Syar.g_00545	Prbh.g_01556
OG0000968	Syar.g_00542	Prbh.g_01554
OG0000969	Syar.g_00540	Prbh.g_01553
OG0000970	Syar.g_00539	Prbh.g_01552
OG0000971	Syar.g_00537	Prbh.g_01551
OG0000972	Syar.g_00536	Prbh.g_01550
OG0000973	Syar.g_00535	Prbh.g_01549
OG0000974	Syar.g_00534	Prbh.g_01548
OG0000975	Syar.g_00533	Prbh.g_01547
OG0000976	Syar.g_00532	Prbh.g_01546
OG0000977	Syar.g_00530	Prbh.g_01545
OG0000978	Syar.g_00529	Prbh.g_01544
OG0000979	Syar.g_00526	Prbh.g_01541
OG0000980	Syar.g_00523	Prbh.g_01539
OG0000981	Syar.g_00520	Prbh.g_01536
OG0000982	Syar.g_00331	Prbh.g_01534
OG0000983	Syar.g_00332	Prbh.g_01533
OG0000984	Syar.g_00333	Prbh.g_01532
OG0000985	Syar.g_00337	Prbh.g_01529
OG0000986	Syar.g_00344	Prbh.g_01527
OG0000987	Syar.g_00346	Prbh.g_01526
OG0000988	Syar.g_00352	Prbh.g_01523
OG0000989	Syar.g_00377	Prbh.g_01519
OG0000990	Syar.g_00697	Prbh.g_01514
OG0000991	Syar.g_00700	Prbh.g_01513
OG0000992	Syar.g_00704	Prbh.g_01510
OG0000993	Syar.g_00705	Prbh.g_01509
OG0000994	Syar.g_00708	Prbh.g_01508
OG0000995	Syar.g_03212, Syar.g_00624	Prbh.g_01504
OG0000996	Syar.g_00861	Prbh.g_01503
OG0000997	Syar.g_00437	Prbh.g_01501
OG0000998	Syar.g_00439	Prbh.g_01499
OG0000999	Syar.g_00440	Prbh.g_01498
OG0001000	Syar.g_00955, Syar.g_00444	Prbh.g_01495
OG0001001	Syar.g_00450	Prbh.g_01490
OG0001002	Syar.g_00457	Prbh.g_01485
OG0001003	Syar.g_00459	Prbh.g_01484
OG0001004	Syar.g_00460	Prbh.g_01483
OG0001005	Syar.g_00461	Prbh.g_01482
OG0001006	Syar.g_00468	Prbh.g_01478
OG0001007	Syar.g_00470	Prbh.g_01476
OG0001008	Syar.g_01178	Prbh.g_00395
OG0001009	Syar.g_00500	Prbh.g_00753
OG0001010	Syar.g_00501	Prbh.g_00752
OG0001011	Syar.g_00503	Prbh.g_00751
OG0001013	Syar.g_00906	Prbh.g_00732
OG0001014	Syar.g_00914	Prbh.g_00729
OG0001015	Syar.g_00915	Prbh.g_00728
OG0001017	Syar.g_03050	Prbh.g_00705
OG0001018	Syar.g_03052	Prbh.g_00703
OG0001019	Syar.g_03086	Prbh.g_00694
OG0001020	Syar.g_03092	Prbh.g_00693
OG0001021	Syar.g_03098	Prbh.g_00692
OG0001022	Syar.g_03102	Prbh.g_00689
OG0001023	Syar.g_03103	Prbh.g_00688
OG0001024	Syar.g_02276	Prbh.g_00685
OG0001025	Syar.g_03115	Prbh.g_00678
OG0001026	Syar.g_03131	Prbh.g_00670
OG0001027	Syar.g_00031	Prbh.g_00669
OG0001028	Syar.g_00034	Prbh.g_00667
OG0001029	Syar.g_00036	Prbh.g_00666
OG0001030	Syar.g_00058	Prbh.g_00650
OG0001031	Syar.g_00129	Prbh.g_00596
OG0001032	Syar.g_01011	Prbh.g_00595
OG0001033	Syar.g_00962	Prbh.g_00574
OG0001034	Syar.g_03022	Prbh.g_00544
OG0001035	Syar.g_00171	Prbh.g_00524
OG0001036	Syar.g_00193	Prbh.g_00520
OG0001037	Syar.g_00195	Prbh.g_00519
OG0001038	Syar.g_00223	Prbh.g_00501
OG0001039	Syar.g_00226	Prbh.g_00498
OG0001040	Syar.g_00229	Prbh.g_00496
OG0001041	Syar.g_00234	Prbh.g_00491
OG0001042	Syar.g_00831	Prbh.g_00474
OG0001043	Syar.g_00826	Prbh.g_00473
OG0001044	Syar.g_01117	Prbh.g_00440
OG0001045	Syar.g_01130	Prbh.g_00430
OG0001046	Syar.g_02514	Prbh.g_01877
OG0001047	Syar.g_01180	Prbh.g_00393
OG0001048	Syar.g_01181	Prbh.g_00392
OG0001049	Syar.g_02872	Prbh.g_00390
OG0001050	Syar.g_02871	Prbh.g_00389
OG0001051	Syar.g_02870	Prbh.g_00388
OG0001052	Syar.g_01269	Prbh.g_00360
OG0001053	Syar.g_01472	Prbh.g_00348
OG0001054	Syar.g_01492	Prbh.g_00333
OG0001055	Syar.g_01513	Prbh.g_00313
OG0001056	Syar.g_02349	Prbh.g_00293
OG0001057	Syar.g_02341	Prbh.g_00289
OG0001058	Syar.g_02324	Prbh.g_00281
OG0001059	Syar.g_00422	Prbh.g_00277
OG0001060	Syar.g_02315	Prbh.g_00270
OG0001061	Syar.g_02297	Prbh.g_00255
OG0001062	Syar.g_02294	Prbh.g_00253
OG0001063	Syar.g_02209	Prbh.g_00251
OG0001064	Syar.g_02208	Prbh.g_00250
OG0001065	Syar.g_02207	Prbh.g_00249
OG0001066	Syar.g_02206	Prbh.g_00248
OG0001067	Syar.g_02205	Prbh.g_00247
OG0001068	Syar.g_02204	Prbh.g_00246
OG0001069	Syar.g_02203	Prbh.g_00245
OG0001070	Syar.g_02200	Prbh.g_00243
OG0001071	Syar.g_02199	Prbh.g_00242
OG0001072	Syar.g_02195	Prbh.g_00240
OG0001073	Syar.g_02182	Prbh.g_00226
OG0001074	Syar.g_02031	Prbh.g_00214
OG0001075	Syar.g_02215	Prbh.g_00213
OG0001076	Syar.g_02253	Prbh.g_01459
OG0001077	Syar.g_02240	Prbh.g_01453
OG0001078	Syar.g_02419	Prbh.g_01217
OG0001079	Syar.g_02431	Prbh.g_01206
OG0001080	Syar.g_02442	Prbh.g_01200
OG0001081	Syar.g_02444	Prbh.g_01198
OG0001082	Syar.g_02445	Prbh.g_01197
OG0001083	Syar.g_02473	Prbh.g_01192
OG0001084	Syar.g_02474	Prbh.g_01191
OG0001085	Syar.g_01688	Prbh.g_00904
OG0001086	Syar.g_01686	Prbh.g_00905
OG0001087	Syar.g_02347	Prbh.g_00923
OG0001088	Syar.g_00431	Prbh.g_00924
OG0001089	Syar.g_01942	Prbh.g_00935
OG0001090	Syar.g_01582	Prbh.g_00946
OG0001091	Syar.g_01580	Prbh.g_01170
OG0001092	Syar.g_01578	Prbh.g_01169
OG0001093	Syar.g_01572	Prbh.g_01164
OG0001094	Syar.g_02633	Prbh.g_01171
OG0001095	Syar.g_02653	Prbh.g_00966
OG0001096	Syar.g_02476	Prbh.g_00980
OG0001097	Syar.g_01823	Prbh.g_00999
OG0001098	Syar.g_01672	Prbh.g_01019
OG0001099	Syar.g_00035	Prbh.g_00861
OG0001100	Syar.g_01625	Prbh.g_00870
OG0001101	Syar.g_01623	Prbh.g_00872
OG0001102	Syar.g_01620	Prbh.g_00875
OG0001103	Syar.g_01618	Prbh.g_00877
OG0001104	Syar.g_02616	Prbh.g_00899
OG0001105	Syar.g_02620	Prbh.g_00903
OG0001106	Syar.g_02553	Prbh.g_01074
OG0001107	Syar.g_02541	Prbh.g_01084
