Orthogroup	Syar	Prap
OG0000574	Syar.g_02190	Prap.g_01175
OG0000575	Syar.g_03180	Prap.g_01171
OG0000576	Syar.g_02187	Prap.g_01169
OG0000577	Syar.g_02186	Prap.g_01168
OG0000578	Syar.g_02185	Prap.g_01167
OG0000579	Syar.g_02184	Prap.g_01166
OG0000580	Syar.g_02183	Prap.g_01165
OG0000581	Syar.g_02175	Prap.g_01162
OG0000582	Syar.g_02131	Prap.g_01159
OG0000583	Syar.g_02132	Prap.g_01158
OG0000584	Syar.g_02133	Prap.g_01157
OG0000585	Syar.g_02170	Prap.g_01155
OG0000586	Syar.g_02171	Prap.g_01154
OG0000587	Syar.g_02173	Prap.g_01153
OG0000588	Syar.g_02275	Prap.g_01149
OG0000589	Syar.g_02261	Prap.g_01147
OG0000590	Syar.g_02260	Prap.g_01146
OG0000591	Syar.g_02246	Prap.g_01142
OG0000592	Syar.g_02245	Prap.g_01141
OG0000593	Syar.g_02414	Prap.g_00395
OG0000594	Syar.g_02415	Prap.g_00394
OG0000595	Syar.g_02416	Prap.g_00393
OG0000596	Syar.g_02421	Prap.g_00389
OG0000597	Syar.g_02424	Prap.g_00386
OG0000598	Syar.g_02425	Prap.g_00385
OG0000599	Syar.g_02428	Prap.g_00382
OG0000600	Syar.g_02429	Prap.g_00381
OG0000601	Syar.g_02430	Prap.g_00380
OG0000602	Syar.g_02435	Prap.g_00378
OG0000603	Syar.g_02436	Prap.g_00377
OG0000604	Syar.g_02438	Prap.g_00376
OG0000605	Syar.g_02440	Prap.g_00375
OG0000606	Syar.g_02443	Prap.g_00372
OG0000607	Syar.g_02446	Prap.g_00369
OG0000608	Syar.g_02447	Prap.g_00368
OG0000609	Syar.g_02470	Prap.g_00367
OG0000610	Syar.g_01917	Prap.g_00361
OG0000611	Syar.g_01914	Prap.g_00358
OG0000612	Syar.g_01913	Prap.g_00357
OG0000613	Syar.g_00712	Prap.g_00828
OG0000614	Syar.g_02012, Syar.g_01344	Prap.g_00807
OG0000615	Syar.g_02603	Prap.g_00796
OG0000616	Syar.g_00454	Prap.g_01489
OG0000617	Syar.g_01576	Prap.g_00341
OG0000618	Syar.g_01575	Prap.g_00340
OG0000619	Syar.g_01574	Prap.g_00339
OG0000620	Syar.g_01569	Prap.g_00336
OG0000621	Syar.g_01568	Prap.g_00335
OG0000622	Syar.g_01566	Prap.g_00334
OG0000623	Syar.g_01565	Prap.g_00333
OG0000624	Syar.g_01564	Prap.g_00331
OG0000625	Syar.g_01563	Prap.g_00330
OG0000626	Syar.g_01562	Prap.g_00329
OG0000627	Syar.g_01868	Prap.g_00328
OG0000628	Syar.g_01869	Prap.g_00327
OG0000629	Syar.g_01872	Prap.g_00326
OG0000630	Syar.g_02586	Prap.g_00323
OG0000631	Syar.g_02579	Prap.g_00683
OG0000632	Syar.g_02578	Prap.g_00682
OG0000633	Syar.g_02576	Prap.g_00681
OG0000634	Syar.g_02635	Prap.g_00787
OG0000635	Syar.g_02636	Prap.g_00786
OG0000636	Syar.g_02638	Prap.g_00784
OG0000637	Syar.g_02640	Prap.g_00782
OG0000638	Syar.g_02641	Prap.g_00781
OG0000639	Syar.g_02642	Prap.g_00780
OG0000640	Syar.g_02643	Prap.g_00779
OG0000641	Syar.g_02648	Prap.g_00775
OG0000642	Syar.g_02649	Prap.g_00774
OG0000643	Syar.g_02650	Prap.g_00773
OG0000644	Syar.g_02651	Prap.g_00772
OG0000645	Syar.g_02652	Prap.g_00771
OG0000646	Syar.g_02655	Prap.g_00769
OG0000647	Syar.g_02657	Prap.g_00767
OG0000648	Syar.g_02659	Prap.g_00765
OG0000649	Syar.g_02660	Prap.g_00764
OG0000650	Syar.g_02661	Prap.g_00763
OG0000651	Syar.g_02662	Prap.g_00762
OG0000652	Syar.g_02663	Prap.g_00761
OG0000653	Syar.g_02665	Prap.g_00759
OG0000654	Syar.g_02666	Prap.g_00758
OG0000655	Syar.g_02667	Prap.g_00757
OG0000656	Syar.g_02479	Prap.g_00754
OG0000657	Syar.g_01812	Prap.g_00746
OG0000658	Syar.g_01815	Prap.g_00744
OG0000659	Syar.g_01816	Prap.g_00743
OG0000660	Syar.g_01820	Prap.g_00739
OG0000661	Syar.g_03175, Syar.g_01822	Prap.g_00737
OG0000662	Syar.g_01829	Prap.g_00735
OG0000663	Syar.g_01832	Prap.g_00733
OG0000664	Syar.g_01837	Prap.g_00732
OG0000665	Syar.g_02774	Prap.g_00726
OG0000666	Syar.g_01241	Prap.g_00725
OG0000667	Syar.g_02346	Prap.g_00721
OG0000668	Syar.g_01802	Prap.g_00660
OG0000669	Syar.g_01627	Prap.g_00869
OG0000670	Syar.g_01624	Prap.g_00866
OG0000671	Syar.g_01622	Prap.g_00863
OG0000672	Syar.g_01619	Prap.g_00860
OG0000673	Syar.g_01615	Prap.g_00857
OG0000674	Syar.g_01613	Prap.g_00855
OG0000675	Syar.g_01612	Prap.g_00854
OG0000676	Syar.g_01608	Prap.g_00852
OG0000677	Syar.g_01607	Prap.g_00851
OG0000678	Syar.g_02037	Prap.g_00849
OG0000679	Syar.g_02606	Prap.g_00845
OG0000680	Syar.g_02607	Prap.g_00844
OG0000681	Syar.g_02610	Prap.g_00841
OG0000682	Syar.g_02611	Prap.g_00840
OG0000683	Syar.g_02612	Prap.g_00839
OG0000684	Syar.g_02615	Prap.g_00837
OG0000685	Syar.g_02617	Prap.g_00835
OG0000686	Syar.g_02618	Prap.g_00834
OG0000687	Syar.g_02619	Prap.g_00833
OG0000688	Syar.g_02624	Prap.g_00353
OG0000689	Syar.g_02626	Prap.g_00352
OG0000690	Syar.g_02627	Prap.g_00351
OG0000691	Syar.g_02628	Prap.g_00350
OG0000692	Syar.g_02629	Prap.g_00348
OG0000693	Syar.g_02631	Prap.g_00347
OG0000694	Syar.g_02632	Prap.g_00346
OG0000695	Syar.g_02573	Prap.g_00679
OG0000696	Syar.g_02572	Prap.g_00678
OG0000697	Syar.g_02570	Prap.g_00677
OG0000698	Syar.g_02567	Prap.g_00239
OG0000699	Syar.g_02566	Prap.g_00240
OG0000700	Syar.g_02565	Prap.g_00241
OG0000701	Syar.g_02564	Prap.g_00242
OG0000702	Syar.g_02559	Prap.g_00244
OG0000703	Syar.g_02557	Prap.g_00245
OG0000704	Syar.g_02555	Prap.g_00247
OG0000705	Syar.g_02547	Prap.g_00250
OG0000706	Syar.g_02546	Prap.g_00251
OG0000707	Syar.g_02545	Prap.g_00252
OG0000708	Syar.g_02542	Prap.g_00254
OG0000709	Syar.g_02534	Prap.g_00258
OG0000710	Syar.g_02528	Prap.g_00261
OG0000711	Syar.g_02499	Prap.g_00279
OG0000712	Syar.g_02497	Prap.g_00280
OG0000713	Syar.g_02496	Prap.g_00281
OG0000714	Syar.g_02494	Prap.g_00282
OG0000715	Syar.g_02492	Prap.g_00284
OG0000716	Syar.g_02488	Prap.g_00286
OG0000717	Syar.g_02487	Prap.g_00287
OG0000718	Syar.g_02483	Prap.g_00291
OG0000719	Syar.g_01804	Prap.g_00293
OG0000720	Syar.g_01790	Prap.g_00305
OG0000721	Syar.g_01788	Prap.g_00309
OG0000722	Syar.g_01787	Prap.g_00310
OG0000723	Syar.g_01560	Prap.g_00314
OG0000724	Syar.g_01367, Syar.g_02120	Prap.g_00703
OG0000725	Syar.g_01934	Prap.g_00709
OG0000726	Syar.g_01935	Prap.g_00710
OG0000727	Syar.g_01936	Prap.g_00711
OG0000728	Syar.g_01938	Prap.g_00713
OG0000729	Syar.g_00593	Prap.g_00539
OG0000730	Syar.g_01115	Prap.g_00498
OG0000731	Syar.g_01127	Prap.g_01366
OG0000732	Syar.g_00522	Prap.g_01538
OG0000733	Syar.g_02234	Prap.g_01882
OG0000734	Syar.g_03128	Prap.g_00472
OG0000735	Syar.g_01522	Prap.g_00470
OG0000736	Syar.g_01523	Prap.g_00469
OG0000737	Syar.g_01524	Prap.g_00468
OG0000738	Syar.g_01530	Prap.g_00464
OG0000739	Syar.g_01531	Prap.g_00463
OG0000740	Syar.g_01532	Prap.g_00462
OG0000741	Syar.g_01535	Prap.g_00460
OG0000742	Syar.g_01538	Prap.g_00457
OG0000743	Syar.g_01541	Prap.g_00455
OG0000744	Syar.g_01542	Prap.g_00454
OG0000745	Syar.g_01545	Prap.g_00453
OG0000746	Syar.g_01549	Prap.g_00451
OG0000747	Syar.g_01551	Prap.g_00450
OG0000748	Syar.g_01945	Prap.g_00446
OG0000749	Syar.g_01946	Prap.g_00445
OG0000750	Syar.g_01947	Prap.g_00444
OG0000751	Syar.g_01952	Prap.g_00441
OG0000752	Syar.g_01954	Prap.g_00439
OG0000753	Syar.g_01957	Prap.g_00437
OG0000754	Syar.g_01963	Prap.g_00434
OG0000755	Syar.g_01974	Prap.g_00428
OG0000756	Syar.g_01975	Prap.g_00427
OG0000757	Syar.g_01984	Prap.g_00420
OG0000758	Syar.g_01985	Prap.g_00419
OG0000759	Syar.g_01986	Prap.g_00418
OG0000760	Syar.g_01987	Prap.g_00417
OG0000761	Syar.g_01988	Prap.g_00416
OG0000762	Syar.g_01992	Prap.g_00415
OG0000763	Syar.g_01699	Prap.g_00413
OG0000764	Syar.g_01700	Prap.g_00412
OG0000765	Syar.g_01718	Prap.g_00404
OG0000766	Syar.g_01719	Prap.g_00403
OG0000767	Syar.g_01721	Prap.g_00401
OG0000768	Syar.g_01722	Prap.g_00400
OG0000769	Syar.g_01724	Prap.g_00398
OG0000770	Syar.g_01727	Prap.g_01136
OG0000771	Syar.g_01373	Prap.g_00217
OG0000772	Syar.g_00746	Prap.g_01853
OG0000773	Syar.g_02694	Prap.g_00552
OG0000774	Syar.g_02771	Prap.g_00554
OG0000775	Syar.g_02773	Prap.g_00556
OG0000776	Syar.g_01755	Prap.g_00557
OG0000777	Syar.g_01754	Prap.g_00558
OG0000778	Syar.g_01753	Prap.g_00559
OG0000779	Syar.g_02779	Prap.g_00563
OG0000780	Syar.g_02781	Prap.g_00564
OG0000781	Syar.g_02785	Prap.g_00568
OG0000782	Syar.g_02786	Prap.g_00569
OG0000783	Syar.g_02787	Prap.g_00570
OG0000784	Syar.g_02788	Prap.g_00571
OG0000785	Syar.g_02791	Prap.g_00573
OG0000786	Syar.g_02795	Prap.g_00576
OG0000787	Syar.g_02796	Prap.g_00577
OG0000788	Syar.g_02331	Prap.g_01268
OG0000789	Syar.g_02040	Prap.g_00220
OG0000790	Syar.g_01456	Prap.g_00064
OG0000791	Syar.g_01454	Prap.g_00066
OG0000792	Syar.g_01453	Prap.g_00067
OG0000793	Syar.g_01243	Prap.g_00070
OG0000794	Syar.g_01242	Prap.g_00071
OG0000795	Syar.g_01240	Prap.g_00072
OG0000796	Syar.g_01236	Prap.g_00076
OG0000797	Syar.g_01235	Prap.g_00077
OG0000798	Syar.g_02701	Prap.g_00004
OG0000799	Syar.g_02844	Prap.g_00104
OG0000800	Syar.g_02843	Prap.g_00105
OG0000801	Syar.g_02842	Prap.g_00106
OG0000802	Syar.g_02825	Prap.g_00108
OG0000803	Syar.g_02822	Prap.g_00110
OG0000804	Syar.g_02819	Prap.g_00111
OG0000805	Syar.g_02817	Prap.g_00113
OG0000806	Syar.g_02815	Prap.g_00115
OG0000807	Syar.g_02814	Prap.g_00116
OG0000808	Syar.g_02813	Prap.g_00117
OG0000809	Syar.g_02811	Prap.g_00119
OG0000810	Syar.g_02810	Prap.g_00120
OG0000811	Syar.g_02805	Prap.g_00124
OG0000812	Syar.g_02803	Prap.g_00126
OG0000813	Syar.g_02802	Prap.g_00127
OG0000814	Syar.g_02800	Prap.g_00129
OG0000815	Syar.g_02799	Prap.g_00130
OG0000816	Syar.g_02797	Prap.g_00132
OG0000817	Syar.g_02861	Prap.g_00133
OG0000818	Syar.g_01418	Prap.g_00138
OG0000819	Syar.g_01417	Prap.g_00139
OG0000820	Syar.g_01416	Prap.g_00140
OG0000821	Syar.g_01410	Prap.g_00144
OG0000822	Syar.g_01408	Prap.g_00145
OG0000823	Syar.g_01407	Prap.g_00146
OG0000824	Syar.g_01402	Prap.g_00149
OG0000825	Syar.g_01401	Prap.g_00150
OG0000826	Syar.g_01400	Prap.g_00151
OG0000827	Syar.g_01399	Prap.g_00152
OG0000828	Syar.g_01396	Prap.g_00155
OG0000829	Syar.g_01395	Prap.g_00156
OG0000830	Syar.g_01394	Prap.g_00157
OG0000831	Syar.g_01391	Prap.g_00159
OG0000832	Syar.g_01213	Prap.g_00169
OG0000833	Syar.g_02877	Prap.g_00178
OG0000834	Syar.g_02878	Prap.g_00179
OG0000835	Syar.g_02879	Prap.g_00180
OG0000836	Syar.g_02881	Prap.g_00181
OG0000837	Syar.g_02882	Prap.g_00182
OG0000838	Syar.g_02886	Prap.g_00184
OG0000839	Syar.g_02887	Prap.g_00185
OG0000840	Syar.g_02888	Prap.g_00186
OG0000841	Syar.g_02889	Prap.g_00187
OG0000842	Syar.g_02890	Prap.g_00188
OG0000843	Syar.g_02891	Prap.g_00189
OG0000844	Syar.g_02893	Prap.g_00190
OG0000845	Syar.g_02894	Prap.g_00191
OG0000846	Syar.g_02895	Prap.g_00192
OG0000847	Syar.g_02896	Prap.g_00193
OG0000848	Syar.g_02898	Prap.g_00194
OG0000849	Syar.g_02899	Prap.g_00195
OG0000850	Syar.g_02902	Prap.g_00197
OG0000851	Syar.g_02905	Prap.g_00198
OG0000852	Syar.g_02906	Prap.g_00199
OG0000853	Syar.g_02910	Prap.g_00205
OG0000854	Syar.g_02912	Prap.g_00207
OG0000855	Syar.g_02913	Prap.g_00208
OG0000856	Syar.g_02243	Prap.g_01139
OG0000857	Syar.g_02656	Prap.g_00768
OG0000858	Syar.g_02920	Prap.g_01786
OG0000859	Syar.g_02921	Prap.g_01785
OG0000860	Syar.g_02931	Prap.g_01777
OG0000861	Syar.g_02932	Prap.g_01776
OG0000862	Syar.g_02942	Prap.g_01775
OG0000863	Syar.g_02944	Prap.g_01773
OG0000864	Syar.g_02945	Prap.g_01772
OG0000865	Syar.g_02946	Prap.g_01771
OG0000866	Syar.g_02947	Prap.g_01770
OG0000867	Syar.g_02948	Prap.g_01769
OG0000868	Syar.g_02950	Prap.g_01767
OG0000869	Syar.g_02955	Prap.g_01764
OG0000870	Syar.g_02960	Prap.g_01759
OG0000871	Syar.g_02961	Prap.g_01758
OG0000872	Syar.g_02967	Prap.g_01757
OG0000873	Syar.g_02970	Prap.g_01753
OG0000874	Syar.g_02974	Prap.g_01750
OG0000875	Syar.g_02975	Prap.g_01749
OG0000876	Syar.g_01828	Prap.g_01748
OG0000877	Syar.g_02977	Prap.g_01746
OG0000878	Syar.g_02978	Prap.g_01745
OG0000879	Syar.g_02979	Prap.g_01744
OG0000880	Syar.g_02980	Prap.g_01743
OG0000881	Syar.g_02984	Prap.g_01739
OG0000882	Syar.g_02989	Prap.g_01734
OG0000883	Syar.g_02992	Prap.g_01732
OG0000884	Syar.g_02994	Prap.g_01730
OG0000885	Syar.g_02995	Prap.g_01729
OG0000886	Syar.g_02996	Prap.g_01728
OG0000887	Syar.g_02998	Prap.g_01727
OG0000888	Syar.g_03000	Prap.g_01725
OG0000889	Syar.g_03002	Prap.g_01723
OG0000890	Syar.g_03005	Prap.g_01722
OG0000891	Syar.g_03006	Prap.g_01721
OG0000892	Syar.g_03008	Prap.g_01719
OG0000893	Syar.g_00150	Prap.g_01715
OG0000894	Syar.g_00145	Prap.g_01712
OG0000895	Syar.g_00141	Prap.g_01708
OG0000896	Syar.g_00140	Prap.g_01707
OG0000897	Syar.g_00138	Prap.g_01705
OG0000898	Syar.g_00137	Prap.g_01704
OG0000899	Syar.g_00136	Prap.g_01703
OG0000900	Syar.g_00135	Prap.g_01702
OG0000901	Syar.g_00130	Prap.g_01699
OG0000902	Syar.g_01013	Prap.g_01697
OG0000903	Syar.g_01026	Prap.g_01693
OG0000904	Syar.g_01021	Prap.g_01689
OG0000905	Syar.g_01018	Prap.g_01695
OG0000906	Syar.g_01015	Prap.g_01696
OG0000907	Syar.g_01028	Prap.g_01686
OG0000908	Syar.g_01031	Prap.g_01683
OG0000909	Syar.g_01032	Prap.g_01682
OG0000910	Syar.g_01033	Prap.g_01681
OG0000911	Syar.g_01035	Prap.g_01679
OG0000912	Syar.g_01036	Prap.g_01678
OG0000913	Syar.g_01037	Prap.g_01677
OG0000914	Syar.g_01038	Prap.g_01676
OG0000915	Syar.g_01040	Prap.g_01675
OG0000916	Syar.g_01041	Prap.g_01674
OG0000917	Syar.g_01042	Prap.g_01673
OG0000918	Syar.g_01043	Prap.g_01672
OG0000919	Syar.g_01044	Prap.g_01671
OG0000920	Syar.g_01045	Prap.g_01670
OG0000921	Syar.g_01046	Prap.g_01669
OG0000922	Syar.g_01047	Prap.g_01668
OG0000923	Syar.g_01051	Prap.g_01664
OG0000924	Syar.g_01052	Prap.g_01663
OG0000925	Syar.g_01053	Prap.g_01662
OG0000926	Syar.g_01054	Prap.g_01661
OG0000927	Syar.g_01056	Prap.g_01659
OG0000928	Syar.g_01057	Prap.g_01658
OG0000929	Syar.g_01058	Prap.g_01657
OG0000930	Syar.g_01059	Prap.g_01656
OG0000931	Syar.g_01060	Prap.g_01655
OG0000932	Syar.g_01061	Prap.g_01654
OG0000933	Syar.g_01066	Prap.g_01650
OG0000934	Syar.g_01068	Prap.g_01647
OG0000935	Syar.g_01069	Prap.g_01646
OG0000936	Syar.g_01070	Prap.g_01645
OG0000937	Syar.g_01071	Prap.g_01644
OG0000938	Syar.g_01074	Prap.g_01641
OG0000939	Syar.g_01075	Prap.g_01640
OG0000940	Syar.g_01081	Prap.g_01633
OG0000941	Syar.g_01083	Prap.g_01631
OG0000942	Syar.g_01085	Prap.g_01629
OG0000943	Syar.g_01086	Prap.g_01628
OG0000944	Syar.g_01088	Prap.g_01626
OG0000945	Syar.g_01089	Prap.g_01625
OG0000946	Syar.g_01095	Prap.g_01620
OG0000947	Syar.g_01098	Prap.g_01618
OG0000948	Syar.g_01099	Prap.g_01617
OG0000949	Syar.g_00283	Prap.g_01614
OG0000950	Syar.g_00661	Prap.g_01607
OG0000951	Syar.g_00656	Prap.g_01603
OG0000952	Syar.g_00651	Prap.g_01599
OG0000953	Syar.g_00248	Prap.g_01595
OG0000954	Syar.g_00258	Prap.g_01591
OG0000955	Syar.g_00259	Prap.g_01590
OG0000956	Syar.g_00261	Prap.g_01588
OG0000957	Syar.g_00610	Prap.g_01582
OG0000958	Syar.g_00609	Prap.g_01581
OG0000959	Syar.g_00605	Prap.g_01577
OG0000960	Syar.g_00604	Prap.g_01576
OG0000961	Syar.g_00094	Prap.g_01573
OG0000962	Syar.g_00594	Prap.g_01571
OG0000963	Syar.g_00590	Prap.g_01567
OG0000964	Syar.g_00589	Prap.g_01566
OG0000965	Syar.g_00588	Prap.g_01565
OG0000966	Syar.g_00549	Prap.g_01559
OG0000967	Syar.g_00545	Prap.g_01555
OG0000968	Syar.g_00542	Prap.g_01553
OG0000969	Syar.g_00540	Prap.g_01552
OG0000970	Syar.g_00539	Prap.g_01551
OG0000971	Syar.g_00537	Prap.g_01550
OG0000972	Syar.g_00536	Prap.g_01549
OG0000973	Syar.g_00535	Prap.g_01548
OG0000974	Syar.g_00534	Prap.g_01547
OG0000975	Syar.g_00533	Prap.g_01546
OG0000976	Syar.g_00532	Prap.g_01545
OG0000977	Syar.g_00530	Prap.g_01544
OG0000978	Syar.g_00529	Prap.g_01543
OG0000979	Syar.g_00526	Prap.g_01541
OG0000980	Syar.g_00523	Prap.g_01539
OG0000981	Syar.g_00520	Prap.g_01536
OG0000982	Syar.g_00331	Prap.g_01534
OG0000983	Syar.g_00332	Prap.g_01533
OG0000984	Syar.g_00333	Prap.g_01532
OG0000985	Syar.g_00337	Prap.g_01529
OG0000986	Syar.g_00344	Prap.g_01527
OG0000987	Syar.g_00346	Prap.g_01526
OG0000988	Syar.g_00352	Prap.g_01523
OG0000989	Syar.g_00377	Prap.g_01519
OG0000990	Syar.g_00697	Prap.g_01515
OG0000991	Syar.g_00700	Prap.g_01514
OG0000992	Syar.g_00704	Prap.g_01511
OG0000993	Syar.g_00705	Prap.g_01510
OG0000994	Syar.g_00708	Prap.g_01509
OG0000995	Syar.g_03212, Syar.g_00624	Prap.g_01505
OG0000996	Syar.g_00861	Prap.g_01504
OG0000997	Syar.g_00437	Prap.g_01501
OG0000998	Syar.g_00439	Prap.g_01499
OG0000999	Syar.g_00440	Prap.g_01498
OG0001000	Syar.g_00955, Syar.g_00444	Prap.g_01495
OG0001001	Syar.g_00450	Prap.g_01492
OG0001002	Syar.g_00457	Prap.g_01874
OG0001003	Syar.g_00459	Prap.g_01873
OG0001004	Syar.g_00460	Prap.g_01872
OG0001005	Syar.g_00461	Prap.g_01871
OG0001006	Syar.g_00468	Prap.g_00056
OG0001007	Syar.g_00470	Prap.g_00054
OG0001008	Syar.g_01178	Prap.g_01329
OG0001009	Syar.g_00500	Prap.g_00928
OG0001010	Syar.g_00501	Prap.g_00927
OG0001011	Syar.g_00503	Prap.g_00925
OG0001013	Syar.g_00906	Prap.g_00904
OG0001014	Syar.g_00914	Prap.g_00901
OG0001015	Syar.g_00915	Prap.g_00899
OG0001017	Syar.g_03050	Prap.g_01100
OG0001018	Syar.g_03052	Prap.g_01098
OG0001019	Syar.g_03086	Prap.g_01089
OG0001020	Syar.g_03092	Prap.g_01088
OG0001021	Syar.g_03098	Prap.g_01087
OG0001022	Syar.g_03102	Prap.g_01084
OG0001023	Syar.g_03103	Prap.g_01083
OG0001024	Syar.g_02276	Prap.g_01079
OG0001025	Syar.g_03115	Prap.g_01072
OG0001026	Syar.g_03131	Prap.g_01063
OG0001027	Syar.g_00031	Prap.g_01062
OG0001028	Syar.g_00034	Prap.g_01060
OG0001029	Syar.g_00036	Prap.g_01059
OG0001030	Syar.g_00058	Prap.g_01043
OG0001031	Syar.g_00129	Prap.g_00983
OG0001032	Syar.g_01011	Prap.g_00982
OG0001033	Syar.g_00962	Prap.g_00961
OG0001034	Syar.g_03022	Prap.g_01476
OG0001035	Syar.g_00171	Prap.g_01456
OG0001036	Syar.g_00193	Prap.g_01452
OG0001037	Syar.g_00195	Prap.g_01451
OG0001038	Syar.g_00223	Prap.g_01432
OG0001039	Syar.g_00226	Prap.g_01429
OG0001040	Syar.g_00229	Prap.g_01427
OG0001041	Syar.g_00234	Prap.g_01422
OG0001042	Syar.g_00831	Prap.g_01405
OG0001043	Syar.g_00826	Prap.g_01404
OG0001044	Syar.g_01117	Prap.g_01373
OG0001045	Syar.g_01130	Prap.g_01364
OG0001046	Syar.g_02514	Prap.g_01827
OG0001047	Syar.g_01180	Prap.g_01327
OG0001048	Syar.g_01181	Prap.g_01326
OG0001049	Syar.g_02872	Prap.g_01324
OG0001050	Syar.g_02871	Prap.g_01323
OG0001051	Syar.g_02870	Prap.g_01322
OG0001052	Syar.g_01269	Prap.g_01296
OG0001053	Syar.g_01472	Prap.g_01284
OG0001054	Syar.g_01492	Prap.g_01269
OG0001055	Syar.g_01513	Prap.g_01250
OG0001056	Syar.g_02349	Prap.g_01233
OG0001057	Syar.g_02341	Prap.g_01228
OG0001058	Syar.g_02324	Prap.g_01220
OG0001059	Syar.g_00422	Prap.g_01216
OG0001060	Syar.g_02315	Prap.g_01210
OG0001061	Syar.g_02297	Prap.g_01195
OG0001062	Syar.g_02294	Prap.g_01193
OG0001063	Syar.g_02209	Prap.g_01191
OG0001064	Syar.g_02208	Prap.g_01190
OG0001065	Syar.g_02207	Prap.g_01189
OG0001066	Syar.g_02206	Prap.g_01188
OG0001067	Syar.g_02205	Prap.g_01187
OG0001068	Syar.g_02204	Prap.g_01186
OG0001069	Syar.g_02203	Prap.g_01185
OG0001070	Syar.g_02200	Prap.g_01181
OG0001071	Syar.g_02199	Prap.g_01180
OG0001072	Syar.g_02195	Prap.g_01178
OG0001073	Syar.g_02182	Prap.g_01164
OG0001074	Syar.g_02031	Prap.g_01152
OG0001075	Syar.g_02215	Prap.g_01151
OG0001076	Syar.g_02253	Prap.g_01144
OG0001077	Syar.g_02240	Prap.g_01138
OG0001078	Syar.g_02419	Prap.g_00391
OG0001079	Syar.g_02431	Prap.g_00379
OG0001080	Syar.g_02442	Prap.g_00373
OG0001081	Syar.g_02444	Prap.g_00371
OG0001082	Syar.g_02445	Prap.g_00370
OG0001083	Syar.g_02473	Prap.g_00365
OG0001084	Syar.g_02474	Prap.g_00364
OG0001085	Syar.g_01688	Prap.g_00831
OG0001086	Syar.g_01686	Prap.g_00830
OG0001087	Syar.g_02347	Prap.g_00812
OG0001088	Syar.g_00431	Prap.g_00811
OG0001089	Syar.g_01942	Prap.g_00800
OG0001090	Syar.g_01582	Prap.g_00790
OG0001091	Syar.g_01580	Prap.g_00344
OG0001092	Syar.g_01578	Prap.g_00343
OG0001093	Syar.g_01572	Prap.g_00338
OG0001094	Syar.g_02633	Prap.g_00345
OG0001095	Syar.g_02653	Prap.g_00770
OG0001096	Syar.g_02476	Prap.g_00756
OG0001097	Syar.g_01823	Prap.g_00736
OG0001098	Syar.g_01672	Prap.g_00717
OG0001099	Syar.g_00035	Prap.g_00655
OG0001100	Syar.g_01625	Prap.g_00867
OG0001101	Syar.g_01623	Prap.g_00864
OG0001102	Syar.g_01620	Prap.g_00861
OG0001103	Syar.g_01618	Prap.g_00859
OG0001104	Syar.g_02616	Prap.g_00836
OG0001105	Syar.g_02620	Prap.g_00832
OG0001106	Syar.g_02553	Prap.g_00248
OG0001107	Syar.g_02541	Prap.g_00255
OG0001109	Syar.g_02529	Prap.g_00260
OG0001110	Syar.g_02527	Prap.g_00262
OG0001111	Syar.g_02525	Prap.g_00263
OG0001112	Syar.g_02523	Prap.g_00264
OG0001113	Syar.g_02522	Prap.g_00265
OG0001114	Syar.g_02521	Prap.g_00266
OG0001115	Syar.g_02519	Prap.g_00268
OG0001116	Syar.g_02517	Prap.g_00269
OG0001117	Syar.g_02516	Prap.g_00270
OG0001118	Syar.g_02515	Prap.g_00271
OG0001119	Syar.g_02513	Prap.g_00272
OG0001120	Syar.g_02507	Prap.g_00274
OG0001122	Syar.g_01803	Prap.g_00294
OG0001123	Syar.g_01796	Prap.g_00300
OG0001124	Syar.g_01793	Prap.g_00302
OG0001125	Syar.g_01791	Prap.g_00304
OG0001126	Syar.g_01375	Prap.g_00697
OG0001127	Syar.g_01374	Prap.g_00698
OG0001128	Syar.g_01371	Prap.g_00700
OG0001129	Syar.g_01369	Prap.g_00701
OG0001130	Syar.g_01368	Prap.g_00702
OG0001131	Syar.g_02448	Prap.g_01345
OG0001132	Syar.g_00684	Prap.g_00020
OG0001133	Syar.g_02249	Prap.g_00058
OG0001134	Syar.g_02235	Prap.g_01883
OG0001135	Syar.g_02232	Prap.g_01880
OG0001136	Syar.g_01536	Prap.g_00459
OG0001137	Syar.g_01944	Prap.g_00447
OG0001138	Syar.g_01977	Prap.g_00426
OG0001139	Syar.g_01980	Prap.g_00424
OG0001140	Syar.g_01981	Prap.g_00423
OG0001141	Syar.g_01982	Prap.g_00422
OG0001142	Syar.g_01983	Prap.g_00421
OG0001143	Syar.g_01698	Prap.g_00414
OG0001144	Syar.g_01707	Prap.g_00409
OG0001145	Syar.g_02769	Prap.g_00553
OG0001146	Syar.g_02782	Prap.g_00565
OG0001147	Syar.g_01276	Prap.g_00585
OG0001148	Syar.g_01459	Prap.g_00061
OG0001149	Syar.g_01458	Prap.g_00062
OG0001150	Syar.g_01457	Prap.g_00063
OG0001151	Syar.g_01238	Prap.g_00074
OG0001152	Syar.g_01237	Prap.g_00075
OG0001153	Syar.g_01398	Prap.g_00153
OG0001154	Syar.g_01397	Prap.g_00154
OG0001155	Syar.g_01211	Prap.g_00171
OG0001156	Syar.g_01185	Prap.g_00174
OG0001157	Syar.g_01184	Prap.g_00175
