Orthogroup	Syar	Prak
OG0000573	Syar.g_02191	Prak.g_00553
OG0000574	Syar.g_02190	Prak.g_00554
OG0000575	Syar.g_03180	Prak.g_00558
OG0000576	Syar.g_02187	Prak.g_00560
OG0000577	Syar.g_02186	Prak.g_00561
OG0000578	Syar.g_02185	Prak.g_00562
OG0000579	Syar.g_02184	Prak.g_00563
OG0000580	Syar.g_02183	Prak.g_00564
OG0000581	Syar.g_02175	Prak.g_00567
OG0000582	Syar.g_02131	Prak.g_00570
OG0000583	Syar.g_02132	Prak.g_00571
OG0000584	Syar.g_02133	Prak.g_00572
OG0000585	Syar.g_02170	Prak.g_00574
OG0000586	Syar.g_02171	Prak.g_00575
OG0000587	Syar.g_02173	Prak.g_00576
OG0000588	Syar.g_02275	Prak.g_00580
OG0000589	Syar.g_02261	Prak.g_00582
OG0000590	Syar.g_02260	Prak.g_00583
OG0000591	Syar.g_02246	Prak.g_00587
OG0000592	Syar.g_02245	Prak.g_00588
OG0000593	Syar.g_02414	Prak.g_01111
OG0000594	Syar.g_02415	Prak.g_01110
OG0000595	Syar.g_02416	Prak.g_01109
OG0000596	Syar.g_02421	Prak.g_01105
OG0000597	Syar.g_02424	Prak.g_01102
OG0000598	Syar.g_02425	Prak.g_01101
OG0000599	Syar.g_02428	Prak.g_01098
OG0000600	Syar.g_02429	Prak.g_01097
OG0000601	Syar.g_02430	Prak.g_01096
OG0000602	Syar.g_02435	Prak.g_01094
OG0000603	Syar.g_02436	Prak.g_01093
OG0000604	Syar.g_02438	Prak.g_01092
OG0000605	Syar.g_02440	Prak.g_01091
OG0000606	Syar.g_02443	Prak.g_01088
OG0000607	Syar.g_02446	Prak.g_01085
OG0000608	Syar.g_02447	Prak.g_01084
OG0000609	Syar.g_02470	Prak.g_01083
OG0000610	Syar.g_01917	Prak.g_01077
OG0000611	Syar.g_01914	Prak.g_01074
OG0000612	Syar.g_01913	Prak.g_01073
OG0000613	Syar.g_00712	Prak.g_00800
OG0000614	Syar.g_02012, Syar.g_01344	Prak.g_00821
OG0000615	Syar.g_02603	Prak.g_00832
OG0000616	Syar.g_00454	Prak.g_01934
OG0000617	Syar.g_01576	Prak.g_01057
OG0000618	Syar.g_01575	Prak.g_01056
OG0000619	Syar.g_01574	Prak.g_01055
OG0000620	Syar.g_01569	Prak.g_01052
OG0000621	Syar.g_01568	Prak.g_01051
OG0000622	Syar.g_01566	Prak.g_01050
OG0000623	Syar.g_01565	Prak.g_01049
OG0000624	Syar.g_01564	Prak.g_01047
OG0000625	Syar.g_01563	Prak.g_01046
OG0000626	Syar.g_01562	Prak.g_01045
OG0000627	Syar.g_01868	Prak.g_01044
OG0000628	Syar.g_01869	Prak.g_01043
OG0000629	Syar.g_01872	Prak.g_01042
OG0000630	Syar.g_02586	Prak.g_01039
OG0000631	Syar.g_02579	Prak.g_00946
OG0000632	Syar.g_02578	Prak.g_00947
OG0000633	Syar.g_02576	Prak.g_00948
OG0000634	Syar.g_02635	Prak.g_00841
OG0000635	Syar.g_02636	Prak.g_00842
OG0000636	Syar.g_02638	Prak.g_00844
OG0000637	Syar.g_02640	Prak.g_00846
OG0000638	Syar.g_02641	Prak.g_00847
OG0000639	Syar.g_02642	Prak.g_00848
OG0000640	Syar.g_02643	Prak.g_00849
OG0000641	Syar.g_02648	Prak.g_00853
OG0000642	Syar.g_02649	Prak.g_00854
OG0000643	Syar.g_02650	Prak.g_00855
OG0000644	Syar.g_02651	Prak.g_00856
OG0000645	Syar.g_02652	Prak.g_00857
OG0000646	Syar.g_02655	Prak.g_00859
OG0000647	Syar.g_02657	Prak.g_00861
OG0000648	Syar.g_02659	Prak.g_00863
OG0000649	Syar.g_02660	Prak.g_00864
OG0000650	Syar.g_02661	Prak.g_00865
OG0000651	Syar.g_02662	Prak.g_00866
OG0000652	Syar.g_02663	Prak.g_00867
OG0000653	Syar.g_02665	Prak.g_00869
OG0000654	Syar.g_02666	Prak.g_00870
OG0000655	Syar.g_02667	Prak.g_00871
OG0000656	Syar.g_02479	Prak.g_00874
OG0000657	Syar.g_01812	Prak.g_00882
OG0000658	Syar.g_01815	Prak.g_00884
OG0000659	Syar.g_01816	Prak.g_00885
OG0000660	Syar.g_01820	Prak.g_00889
OG0000661	Syar.g_03175, Syar.g_01822	Prak.g_00891
OG0000662	Syar.g_01829	Prak.g_00893
OG0000663	Syar.g_01832	Prak.g_00895
OG0000664	Syar.g_01837	Prak.g_00896
OG0000665	Syar.g_02774	Prak.g_00902
OG0000666	Syar.g_01241	Prak.g_00903
OG0000667	Syar.g_02346	Prak.g_00907
OG0000668	Syar.g_01802	Prak.g_00748
OG0000669	Syar.g_01627	Prak.g_00759
OG0000670	Syar.g_01624	Prak.g_00762
OG0000671	Syar.g_01622	Prak.g_00765
OG0000672	Syar.g_01619	Prak.g_00768
OG0000673	Syar.g_01615	Prak.g_00771
OG0000674	Syar.g_01613	Prak.g_00773
OG0000675	Syar.g_01612	Prak.g_00774
OG0000676	Syar.g_01608	Prak.g_00776
OG0000677	Syar.g_01607	Prak.g_00777
OG0000678	Syar.g_02037	Prak.g_00779
OG0000679	Syar.g_02606	Prak.g_00783
OG0000680	Syar.g_02607	Prak.g_00784
OG0000681	Syar.g_02610	Prak.g_00787
OG0000682	Syar.g_02611	Prak.g_00788
OG0000683	Syar.g_02612	Prak.g_00789
OG0000684	Syar.g_02615	Prak.g_00791
OG0000685	Syar.g_02617	Prak.g_00793
OG0000686	Syar.g_02618	Prak.g_00794
OG0000687	Syar.g_02619	Prak.g_00795
OG0000688	Syar.g_02624	Prak.g_01069
OG0000689	Syar.g_02626	Prak.g_01068
OG0000690	Syar.g_02627	Prak.g_01067
OG0000691	Syar.g_02628	Prak.g_01066
OG0000692	Syar.g_02629	Prak.g_01064
OG0000693	Syar.g_02631	Prak.g_01063
OG0000694	Syar.g_02632	Prak.g_01062
OG0000695	Syar.g_02573	Prak.g_00950
OG0000696	Syar.g_02572	Prak.g_00951
OG0000697	Syar.g_02570	Prak.g_00952
OG0000698	Syar.g_02567	Prak.g_00955
OG0000699	Syar.g_02566	Prak.g_00956
OG0000700	Syar.g_02565	Prak.g_00957
OG0000701	Syar.g_02564	Prak.g_00958
OG0000702	Syar.g_02559	Prak.g_00960
OG0000703	Syar.g_02557	Prak.g_00961
OG0000704	Syar.g_02555	Prak.g_00963
OG0000705	Syar.g_02547	Prak.g_00966
OG0000706	Syar.g_02546	Prak.g_00967
OG0000707	Syar.g_02545	Prak.g_00968
OG0000708	Syar.g_02542	Prak.g_00970
OG0000709	Syar.g_02534	Prak.g_00974
OG0000710	Syar.g_02528	Prak.g_00977
OG0000711	Syar.g_02499	Prak.g_00995
OG0000712	Syar.g_02497	Prak.g_00996
OG0000713	Syar.g_02496	Prak.g_00997
OG0000714	Syar.g_02494	Prak.g_00998
OG0000715	Syar.g_02492	Prak.g_01000
OG0000716	Syar.g_02488	Prak.g_01002
OG0000717	Syar.g_02487	Prak.g_01003
OG0000718	Syar.g_02483	Prak.g_01007
OG0000719	Syar.g_01804	Prak.g_01009
OG0000720	Syar.g_01790	Prak.g_01021
OG0000721	Syar.g_01788	Prak.g_01025
OG0000722	Syar.g_01787	Prak.g_01026
OG0000723	Syar.g_01560	Prak.g_01030
OG0000724	Syar.g_01367, Syar.g_02120	Prak.g_00925
OG0000725	Syar.g_01934	Prak.g_00919
OG0000726	Syar.g_01935	Prak.g_00918
OG0000727	Syar.g_01936	Prak.g_00917
OG0000728	Syar.g_01938	Prak.g_00915
OG0000729	Syar.g_00593	Prak.g_01255
OG0000730	Syar.g_01115	Prak.g_01214
OG0000731	Syar.g_01127	Prak.g_00362
OG0000732	Syar.g_00522	Prak.g_01885
OG0000733	Syar.g_02234	Prak.g_01551
OG0000734	Syar.g_03128	Prak.g_01188
OG0000735	Syar.g_01522	Prak.g_01186
OG0000736	Syar.g_01523	Prak.g_01185
OG0000737	Syar.g_01524	Prak.g_01184
OG0000738	Syar.g_01530	Prak.g_01180
OG0000739	Syar.g_01531	Prak.g_01179
OG0000740	Syar.g_01532	Prak.g_01178
OG0000741	Syar.g_01535	Prak.g_01176
OG0000742	Syar.g_01538	Prak.g_01173
OG0000743	Syar.g_01541	Prak.g_01171
OG0000744	Syar.g_01542	Prak.g_01170
OG0000745	Syar.g_01545	Prak.g_01169
OG0000746	Syar.g_01549	Prak.g_01167
OG0000747	Syar.g_01551	Prak.g_01166
OG0000748	Syar.g_01945	Prak.g_01162
OG0000749	Syar.g_01946	Prak.g_01161
OG0000750	Syar.g_01947	Prak.g_01160
OG0000751	Syar.g_01952	Prak.g_01157
OG0000752	Syar.g_01954	Prak.g_01155
OG0000753	Syar.g_01957	Prak.g_01153
OG0000754	Syar.g_01963	Prak.g_01150
OG0000755	Syar.g_01974	Prak.g_01144
OG0000756	Syar.g_01975	Prak.g_01143
OG0000757	Syar.g_01984	Prak.g_01136
OG0000758	Syar.g_01985	Prak.g_01135
OG0000759	Syar.g_01986	Prak.g_01134
OG0000760	Syar.g_01987	Prak.g_01133
OG0000761	Syar.g_01988	Prak.g_01132
OG0000762	Syar.g_01992	Prak.g_01131
OG0000763	Syar.g_01699	Prak.g_01129
OG0000764	Syar.g_01700	Prak.g_01128
OG0000765	Syar.g_01718	Prak.g_01120
OG0000766	Syar.g_01719	Prak.g_01119
OG0000767	Syar.g_01721	Prak.g_01117
OG0000768	Syar.g_01722	Prak.g_01116
OG0000769	Syar.g_01724	Prak.g_01114
OG0000770	Syar.g_01727	Prak.g_00593
OG0000771	Syar.g_01373	Prak.g_01487
OG0000772	Syar.g_00746	Prak.g_01571
OG0000773	Syar.g_02694	Prak.g_01268
OG0000774	Syar.g_02771	Prak.g_01270
OG0000775	Syar.g_02773	Prak.g_01272
OG0000776	Syar.g_01755	Prak.g_01273
OG0000777	Syar.g_01754	Prak.g_01274
OG0000778	Syar.g_01753	Prak.g_01275
OG0000779	Syar.g_02779	Prak.g_01279
OG0000780	Syar.g_02781	Prak.g_01280
OG0000781	Syar.g_02785	Prak.g_01284
OG0000782	Syar.g_02786	Prak.g_01285
OG0000783	Syar.g_02787	Prak.g_01286
OG0000784	Syar.g_02788	Prak.g_01287
OG0000785	Syar.g_02791	Prak.g_01289
OG0000786	Syar.g_02795	Prak.g_01292
OG0000787	Syar.g_02796	Prak.g_01293
OG0000788	Syar.g_02331	Prak.g_00460
OG0000789	Syar.g_02040	Prak.g_01490
OG0000790	Syar.g_01456	Prak.g_01334
OG0000791	Syar.g_01454	Prak.g_01336
OG0000792	Syar.g_01453	Prak.g_01337
OG0000793	Syar.g_01243	Prak.g_01340
OG0000794	Syar.g_01242	Prak.g_01341
OG0000795	Syar.g_01240	Prak.g_01342
OG0000796	Syar.g_01236	Prak.g_01346
OG0000797	Syar.g_01235	Prak.g_01347
OG0000798	Syar.g_02701	Prak.g_00696
OG0000799	Syar.g_02844	Prak.g_01374
OG0000800	Syar.g_02843	Prak.g_01375
OG0000801	Syar.g_02842	Prak.g_01376
OG0000802	Syar.g_02825	Prak.g_01378
OG0000803	Syar.g_02822	Prak.g_01380
OG0000804	Syar.g_02819	Prak.g_01381
OG0000805	Syar.g_02817	Prak.g_01383
OG0000806	Syar.g_02815	Prak.g_01385
OG0000807	Syar.g_02814	Prak.g_01386
OG0000808	Syar.g_02813	Prak.g_01387
OG0000809	Syar.g_02811	Prak.g_01389
OG0000810	Syar.g_02810	Prak.g_01390
OG0000811	Syar.g_02805	Prak.g_01394
OG0000812	Syar.g_02803	Prak.g_01396
OG0000813	Syar.g_02802	Prak.g_01397
OG0000814	Syar.g_02800	Prak.g_01399
OG0000815	Syar.g_02799	Prak.g_01400
OG0000816	Syar.g_02797	Prak.g_01402
OG0000817	Syar.g_02861	Prak.g_01403
OG0000818	Syar.g_01418	Prak.g_01408
OG0000819	Syar.g_01417	Prak.g_01409
OG0000820	Syar.g_01416	Prak.g_01410
OG0000821	Syar.g_01410	Prak.g_01414
OG0000822	Syar.g_01408	Prak.g_01415
OG0000823	Syar.g_01407	Prak.g_01416
OG0000824	Syar.g_01402	Prak.g_01419
OG0000825	Syar.g_01401	Prak.g_01420
OG0000826	Syar.g_01400	Prak.g_01421
OG0000827	Syar.g_01399	Prak.g_01422
OG0000828	Syar.g_01396	Prak.g_01425
OG0000829	Syar.g_01395	Prak.g_01426
OG0000830	Syar.g_01394	Prak.g_01427
OG0000831	Syar.g_01391	Prak.g_01429
OG0000832	Syar.g_01213	Prak.g_01439
OG0000833	Syar.g_02877	Prak.g_01448
OG0000834	Syar.g_02878	Prak.g_01449
OG0000835	Syar.g_02879	Prak.g_01450
OG0000836	Syar.g_02881	Prak.g_01451
OG0000837	Syar.g_02882	Prak.g_01452
OG0000838	Syar.g_02886	Prak.g_01454
OG0000839	Syar.g_02887	Prak.g_01455
OG0000840	Syar.g_02888	Prak.g_01456
OG0000841	Syar.g_02889	Prak.g_01457
OG0000842	Syar.g_02890	Prak.g_01458
OG0000843	Syar.g_02891	Prak.g_01459
OG0000844	Syar.g_02893	Prak.g_01460
OG0000845	Syar.g_02894	Prak.g_01461
OG0000846	Syar.g_02895	Prak.g_01462
OG0000847	Syar.g_02896	Prak.g_01463
OG0000848	Syar.g_02898	Prak.g_01464
OG0000849	Syar.g_02899	Prak.g_01465
OG0000850	Syar.g_02902	Prak.g_01467
OG0000851	Syar.g_02905	Prak.g_01468
OG0000852	Syar.g_02906	Prak.g_01469
OG0000853	Syar.g_02910	Prak.g_01475
OG0000854	Syar.g_02912	Prak.g_01477
OG0000855	Syar.g_02913	Prak.g_01478
OG0000856	Syar.g_02243	Prak.g_00590
OG0000857	Syar.g_02656	Prak.g_00860
OG0000858	Syar.g_02920	Prak.g_01638
OG0000859	Syar.g_02921	Prak.g_01639
OG0000860	Syar.g_02931	Prak.g_01647
OG0000861	Syar.g_02932	Prak.g_01648
OG0000862	Syar.g_02942	Prak.g_01649
OG0000863	Syar.g_02944	Prak.g_01651
OG0000864	Syar.g_02945	Prak.g_01652
OG0000865	Syar.g_02946	Prak.g_01653
OG0000866	Syar.g_02947	Prak.g_01654
OG0000867	Syar.g_02948	Prak.g_01655
OG0000868	Syar.g_02950	Prak.g_01657
OG0000869	Syar.g_02955	Prak.g_01660
OG0000870	Syar.g_02960	Prak.g_01665
OG0000871	Syar.g_02961	Prak.g_01666
OG0000872	Syar.g_02967	Prak.g_01667
OG0000873	Syar.g_02970	Prak.g_01670
OG0000874	Syar.g_02974	Prak.g_01673
OG0000875	Syar.g_02975	Prak.g_01674
OG0000876	Syar.g_01828	Prak.g_01675
OG0000877	Syar.g_02977	Prak.g_01677
OG0000878	Syar.g_02978	Prak.g_01678
OG0000879	Syar.g_02979	Prak.g_01679
OG0000880	Syar.g_02980	Prak.g_01680
OG0000881	Syar.g_02984	Prak.g_01684
OG0000882	Syar.g_02989	Prak.g_01689
OG0000883	Syar.g_02992	Prak.g_01691
OG0000884	Syar.g_02994	Prak.g_01693
OG0000885	Syar.g_02995	Prak.g_01694
OG0000886	Syar.g_02996	Prak.g_01695
OG0000887	Syar.g_02998	Prak.g_01696
OG0000888	Syar.g_03000	Prak.g_01698
OG0000889	Syar.g_03002	Prak.g_01700
OG0000890	Syar.g_03005	Prak.g_01701
OG0000891	Syar.g_03006	Prak.g_01702
OG0000892	Syar.g_03008	Prak.g_01704
OG0000893	Syar.g_00150	Prak.g_01708
OG0000894	Syar.g_00145	Prak.g_01711
OG0000895	Syar.g_00141	Prak.g_01715
OG0000896	Syar.g_00140	Prak.g_01716
OG0000897	Syar.g_00138	Prak.g_01718
OG0000898	Syar.g_00137	Prak.g_01719
OG0000899	Syar.g_00136	Prak.g_01720
OG0000900	Syar.g_00135	Prak.g_01721
OG0000901	Syar.g_00130	Prak.g_01724
OG0000902	Syar.g_01013	Prak.g_01726
OG0000903	Syar.g_01026	Prak.g_01730
OG0000904	Syar.g_01021	Prak.g_01734
OG0000905	Syar.g_01018	Prak.g_01728
OG0000906	Syar.g_01015	Prak.g_01727
OG0000907	Syar.g_01028	Prak.g_01737
OG0000908	Syar.g_01031	Prak.g_01740
OG0000909	Syar.g_01032	Prak.g_01741
OG0000910	Syar.g_01033	Prak.g_01742
OG0000911	Syar.g_01035	Prak.g_01744
OG0000912	Syar.g_01036	Prak.g_01745
OG0000913	Syar.g_01037	Prak.g_01746
OG0000914	Syar.g_01038	Prak.g_01747
OG0000915	Syar.g_01040	Prak.g_01748
OG0000916	Syar.g_01041	Prak.g_01749
OG0000917	Syar.g_01042	Prak.g_01750
OG0000918	Syar.g_01043	Prak.g_01751
OG0000919	Syar.g_01044	Prak.g_01752
OG0000920	Syar.g_01045	Prak.g_01753
OG0000921	Syar.g_01046	Prak.g_01754
OG0000922	Syar.g_01047	Prak.g_01755
OG0000923	Syar.g_01051	Prak.g_01759
OG0000924	Syar.g_01052	Prak.g_01760
OG0000925	Syar.g_01053	Prak.g_01761
OG0000926	Syar.g_01054	Prak.g_01762
OG0000927	Syar.g_01056	Prak.g_01764
OG0000928	Syar.g_01057	Prak.g_01765
OG0000929	Syar.g_01058	Prak.g_01766
OG0000930	Syar.g_01059	Prak.g_01767
OG0000931	Syar.g_01060	Prak.g_01768
OG0000932	Syar.g_01061	Prak.g_01769
OG0000933	Syar.g_01066	Prak.g_01773
OG0000934	Syar.g_01068	Prak.g_01775
OG0000935	Syar.g_01069	Prak.g_01776
OG0000936	Syar.g_01070	Prak.g_01777
OG0000937	Syar.g_01071	Prak.g_01778
OG0000938	Syar.g_01074	Prak.g_01781
OG0000939	Syar.g_01075	Prak.g_01782
OG0000940	Syar.g_01081	Prak.g_01789
OG0000941	Syar.g_01083	Prak.g_01791
OG0000942	Syar.g_01085	Prak.g_01793
OG0000943	Syar.g_01086	Prak.g_01794
OG0000944	Syar.g_01088	Prak.g_01796
OG0000945	Syar.g_01089	Prak.g_01797
OG0000946	Syar.g_01095	Prak.g_01802
OG0000947	Syar.g_01098	Prak.g_01804
OG0000948	Syar.g_01099	Prak.g_01805
OG0000949	Syar.g_00283	Prak.g_01808
OG0000950	Syar.g_00661	Prak.g_01815
OG0000951	Syar.g_00656	Prak.g_01819
OG0000952	Syar.g_00651	Prak.g_01823
OG0000953	Syar.g_00248	Prak.g_01827
OG0000954	Syar.g_00258	Prak.g_01831
OG0000955	Syar.g_00259	Prak.g_01832
OG0000956	Syar.g_00261	Prak.g_01834
OG0000957	Syar.g_00610	Prak.g_01840
OG0000958	Syar.g_00609	Prak.g_01841
OG0000959	Syar.g_00605	Prak.g_01845
OG0000960	Syar.g_00604	Prak.g_01846
OG0000961	Syar.g_00094	Prak.g_01849
OG0000962	Syar.g_00594	Prak.g_01851
OG0000963	Syar.g_00590	Prak.g_01855
OG0000964	Syar.g_00589	Prak.g_01856
OG0000965	Syar.g_00588	Prak.g_01857
OG0000966	Syar.g_00549	Prak.g_01863
OG0000967	Syar.g_00545	Prak.g_01867
OG0000968	Syar.g_00542	Prak.g_01869
OG0000969	Syar.g_00540	Prak.g_01870
OG0000970	Syar.g_00539	Prak.g_01871
OG0000971	Syar.g_00537	Prak.g_01872
OG0000972	Syar.g_00536	Prak.g_01873
OG0000973	Syar.g_00535	Prak.g_01874
OG0000974	Syar.g_00534	Prak.g_01875
OG0000975	Syar.g_00533	Prak.g_01876
OG0000976	Syar.g_00532	Prak.g_01877
OG0000977	Syar.g_00530	Prak.g_01878
OG0000978	Syar.g_00529	Prak.g_01879
OG0000979	Syar.g_00526	Prak.g_01882
OG0000980	Syar.g_00523	Prak.g_01884
OG0000981	Syar.g_00520	Prak.g_01887
OG0000982	Syar.g_00331	Prak.g_01889
OG0000983	Syar.g_00332	Prak.g_01890
OG0000984	Syar.g_00333	Prak.g_01891
OG0000985	Syar.g_00337	Prak.g_01894
OG0000986	Syar.g_00344	Prak.g_01896
OG0000987	Syar.g_00346	Prak.g_01897
OG0000988	Syar.g_00352	Prak.g_01900
OG0000989	Syar.g_00377	Prak.g_01904
OG0000990	Syar.g_00697	Prak.g_01908
OG0000991	Syar.g_00700	Prak.g_01909
OG0000992	Syar.g_00704	Prak.g_01912
OG0000993	Syar.g_00705	Prak.g_01913
OG0000994	Syar.g_00708	Prak.g_01914
OG0000995	Syar.g_03212, Syar.g_00624	Prak.g_01918
OG0000996	Syar.g_00861	Prak.g_01919
OG0000997	Syar.g_00437	Prak.g_01922
OG0000998	Syar.g_00439	Prak.g_01924
OG0000999	Syar.g_00440	Prak.g_01925
OG0001000	Syar.g_00955, Syar.g_00444	Prak.g_01928
OG0001001	Syar.g_00450	Prak.g_01931
OG0001002	Syar.g_00457	Prak.g_01936
OG0001003	Syar.g_00459	Prak.g_01937
OG0001004	Syar.g_00460	Prak.g_01938
OG0001005	Syar.g_00461	Prak.g_01939
OG0001006	Syar.g_00468	Prak.g_01943
OG0001007	Syar.g_00470	Prak.g_01945
OG0001008	Syar.g_01178	Prak.g_00399
OG0001009	Syar.g_00500	Prak.g_00027
OG0001010	Syar.g_00501	Prak.g_00028
OG0001011	Syar.g_00503	Prak.g_00030
OG0001013	Syar.g_00906	Prak.g_00051
OG0001014	Syar.g_00914	Prak.g_00054
OG0001015	Syar.g_00915	Prak.g_00056
OG0001017	Syar.g_03050	Prak.g_00082
OG0001018	Syar.g_03052	Prak.g_00084
OG0001019	Syar.g_03086	Prak.g_00093
OG0001020	Syar.g_03092	Prak.g_00094
OG0001021	Syar.g_03098	Prak.g_00095
OG0001022	Syar.g_03102	Prak.g_00098
OG0001023	Syar.g_03103	Prak.g_00099
OG0001024	Syar.g_02276	Prak.g_00103
OG0001025	Syar.g_03115	Prak.g_00110
OG0001026	Syar.g_03131	Prak.g_00119
OG0001027	Syar.g_00031	Prak.g_00120
OG0001028	Syar.g_00034	Prak.g_00122
OG0001029	Syar.g_00036	Prak.g_00123
OG0001030	Syar.g_00058	Prak.g_00139
OG0001031	Syar.g_00129	Prak.g_00199
OG0001032	Syar.g_01011	Prak.g_00200
OG0001033	Syar.g_00962	Prak.g_00221
OG0001034	Syar.g_03022	Prak.g_00252
OG0001035	Syar.g_00171	Prak.g_00272
OG0001036	Syar.g_00193	Prak.g_00276
OG0001037	Syar.g_00195	Prak.g_00277
OG0001038	Syar.g_00223	Prak.g_00296
OG0001039	Syar.g_00226	Prak.g_00299
OG0001040	Syar.g_00229	Prak.g_00301
OG0001041	Syar.g_00234	Prak.g_00306
OG0001042	Syar.g_00831	Prak.g_00323
OG0001043	Syar.g_00826	Prak.g_00324
OG0001044	Syar.g_01117	Prak.g_00355
OG0001045	Syar.g_01130	Prak.g_00364
OG0001046	Syar.g_02514	Prak.g_01597
OG0001047	Syar.g_01180	Prak.g_00401
OG0001048	Syar.g_01181	Prak.g_00402
OG0001049	Syar.g_02872	Prak.g_00404
OG0001050	Syar.g_02871	Prak.g_00405
OG0001051	Syar.g_02870	Prak.g_00406
OG0001052	Syar.g_01269	Prak.g_00432
OG0001053	Syar.g_01472	Prak.g_00444
OG0001054	Syar.g_01492	Prak.g_00459
OG0001055	Syar.g_01513	Prak.g_00478
OG0001056	Syar.g_02349	Prak.g_00495
OG0001057	Syar.g_02341	Prak.g_00500
OG0001058	Syar.g_02324	Prak.g_00509
OG0001059	Syar.g_00422	Prak.g_00513
OG0001060	Syar.g_02315	Prak.g_00519
OG0001061	Syar.g_02297	Prak.g_00534
OG0001062	Syar.g_02294	Prak.g_00536
OG0001063	Syar.g_02209	Prak.g_00538
OG0001064	Syar.g_02208	Prak.g_00539
OG0001065	Syar.g_02207	Prak.g_00540
OG0001066	Syar.g_02206	Prak.g_00541
OG0001067	Syar.g_02205	Prak.g_00542
OG0001068	Syar.g_02204	Prak.g_00543
OG0001069	Syar.g_02203	Prak.g_00544
OG0001070	Syar.g_02200	Prak.g_00548
OG0001071	Syar.g_02199	Prak.g_00549
OG0001072	Syar.g_02195	Prak.g_00551
OG0001073	Syar.g_02182	Prak.g_00565
OG0001074	Syar.g_02031	Prak.g_00577
OG0001075	Syar.g_02215	Prak.g_00578
OG0001076	Syar.g_02253	Prak.g_00585
OG0001077	Syar.g_02240	Prak.g_00591
OG0001078	Syar.g_02419	Prak.g_01107
OG0001079	Syar.g_02431	Prak.g_01095
OG0001080	Syar.g_02442	Prak.g_01089
OG0001081	Syar.g_02444	Prak.g_01087
OG0001082	Syar.g_02445	Prak.g_01086
OG0001083	Syar.g_02473	Prak.g_01081
OG0001084	Syar.g_02474	Prak.g_01080
OG0001085	Syar.g_01688	Prak.g_00797
OG0001086	Syar.g_01686	Prak.g_00798
OG0001087	Syar.g_02347	Prak.g_00816
OG0001088	Syar.g_00431	Prak.g_00817
OG0001089	Syar.g_01942	Prak.g_00828
OG0001090	Syar.g_01582	Prak.g_00838
OG0001091	Syar.g_01580	Prak.g_01060
OG0001092	Syar.g_01578	Prak.g_01059
OG0001093	Syar.g_01572	Prak.g_01054
OG0001094	Syar.g_02633	Prak.g_01061
OG0001095	Syar.g_02653	Prak.g_00858
OG0001096	Syar.g_02476	Prak.g_00872
OG0001097	Syar.g_01823	Prak.g_00892
OG0001098	Syar.g_01672	Prak.g_00911
OG0001099	Syar.g_00035	Prak.g_00753
OG0001100	Syar.g_01625	Prak.g_00761
OG0001101	Syar.g_01623	Prak.g_00764
OG0001102	Syar.g_01620	Prak.g_00767
OG0001103	Syar.g_01618	Prak.g_00769
OG0001104	Syar.g_02616	Prak.g_00792
OG0001105	Syar.g_02620	Prak.g_00796
OG0001106	Syar.g_02553	Prak.g_00964
OG0001107	Syar.g_02541	Prak.g_00971
OG0001109	Syar.g_02529	Prak.g_00976
OG0001110	Syar.g_02527	Prak.g_00978
OG0001111	Syar.g_02525	Prak.g_00979
OG0001112	Syar.g_02523	Prak.g_00980
OG0001113	Syar.g_02522	Prak.g_00981
OG0001114	Syar.g_02521	Prak.g_00982
OG0001115	Syar.g_02519	Prak.g_00984
OG0001116	Syar.g_02517	Prak.g_00985
OG0001117	Syar.g_02516	Prak.g_00986
OG0001118	Syar.g_02515	Prak.g_00987
OG0001119	Syar.g_02513	Prak.g_00988
OG0001120	Syar.g_02507	Prak.g_00990
OG0001122	Syar.g_01803	Prak.g_01010
OG0001123	Syar.g_01796	Prak.g_01016
OG0001124	Syar.g_01793	Prak.g_01018
OG0001125	Syar.g_01791	Prak.g_01020
OG0001126	Syar.g_01375	Prak.g_00931
OG0001127	Syar.g_01374	Prak.g_00930
OG0001128	Syar.g_01371	Prak.g_00928
OG0001129	Syar.g_01369	Prak.g_00927
OG0001130	Syar.g_01368	Prak.g_00926
OG0001131	Syar.g_02448	Prak.g_00383
OG0001132	Syar.g_00684	Prak.g_00712
OG0001133	Syar.g_02249	Prak.g_01328
OG0001134	Syar.g_02235	Prak.g_01550
OG0001135	Syar.g_02232	Prak.g_01553
OG0001136	Syar.g_01536	Prak.g_01175
OG0001137	Syar.g_01944	Prak.g_01163
OG0001138	Syar.g_01977	Prak.g_01142
OG0001139	Syar.g_01980	Prak.g_01140
OG0001140	Syar.g_01981	Prak.g_01139
OG0001141	Syar.g_01982	Prak.g_01138
OG0001142	Syar.g_01983	Prak.g_01137
OG0001143	Syar.g_01698	Prak.g_01130
OG0001144	Syar.g_01707	Prak.g_01125
OG0001145	Syar.g_02769	Prak.g_01269
OG0001146	Syar.g_02782	Prak.g_01281
OG0001147	Syar.g_01276	Prak.g_01301
OG0001148	Syar.g_01459	Prak.g_01331
OG0001149	Syar.g_01458	Prak.g_01332
OG0001150	Syar.g_01457	Prak.g_01333
OG0001151	Syar.g_01238	Prak.g_01344
OG0001152	Syar.g_01237	Prak.g_01345
OG0001153	Syar.g_01398	Prak.g_01423
OG0001154	Syar.g_01397	Prak.g_01424
OG0001155	Syar.g_01211	Prak.g_01441
OG0001156	Syar.g_01185	Prak.g_01444
