Orthogroup	Syar	Syab
OG0000553	Syar.g_02679	Syab.g_02046
OG0000554	Syar.g_02352	Syab.g_02040
OG0000555	Syar.g_02336	Syab.g_02026
OG0000556	Syar.g_02332	Syab.g_02022
OG0000557	Syar.g_02328	Syab.g_02019
OG0000558	Syar.g_02326	Syab.g_02016
OG0000559	Syar.g_02322	Syab.g_02012
OG0000560	Syar.g_02320	Syab.g_02009
OG0000561	Syar.g_02319	Syab.g_02008
OG0000562	Syar.g_02318	Syab.g_02007
OG0000563	Syar.g_02317	Syab.g_02006
OG0000564	Syar.g_02316	Syab.g_02005
OG0000565	Syar.g_02312	Syab.g_02001
OG0000566	Syar.g_02308	Syab.g_01997
OG0000567	Syar.g_02304	Syab.g_01993
OG0000568	Syar.g_02302	Syab.g_01991
OG0000569	Syar.g_02301	Syab.g_01990
OG0000570	Syar.g_02300	Syab.g_01989
OG0000571	Syar.g_02298	Syab.g_01986
OG0000572	Syar.g_02201	Syab.g_01969
OG0000573	Syar.g_02191	Syab.g_01960
OG0000574	Syar.g_02190	Syab.g_01959
OG0000575	Syar.g_03180	Syab.g_01954
OG0000576	Syar.g_02187	Syab.g_01952
OG0000577	Syar.g_02186	Syab.g_01951
OG0000578	Syar.g_02185	Syab.g_01950
OG0000579	Syar.g_02184	Syab.g_01949
OG0000580	Syar.g_02183	Syab.g_01948
OG0000581	Syar.g_02175	Syab.g_01934
OG0000582	Syar.g_02131	Syab.g_01929
OG0000583	Syar.g_02132	Syab.g_01928
OG0000584	Syar.g_02133	Syab.g_01927
OG0000585	Syar.g_02170	Syab.g_01924
OG0000586	Syar.g_02171	Syab.g_01923
OG0000587	Syar.g_02173	Syab.g_01921
OG0000588	Syar.g_02275	Syab.g_01910
OG0000589	Syar.g_02261	Syab.g_01899
OG0000590	Syar.g_02260	Syab.g_01898
OG0000591	Syar.g_02246	Syab.g_01892
OG0000592	Syar.g_02245	Syab.g_01891
OG0000593	Syar.g_02414	Syab.g_01877
OG0000594	Syar.g_02415	Syab.g_01876
OG0000595	Syar.g_02416	Syab.g_01875
OG0000596	Syar.g_02421	Syab.g_01871
OG0000597	Syar.g_02424	Syab.g_01868
OG0000598	Syar.g_02425	Syab.g_01867
OG0000599	Syar.g_02428	Syab.g_01860
OG0000600	Syar.g_02429	Syab.g_01859
OG0000601	Syar.g_02430	Syab.g_01858
OG0000602	Syar.g_02435	Syab.g_01853
OG0000603	Syar.g_02436	Syab.g_01852
OG0000604	Syar.g_02438	Syab.g_01850
OG0000605	Syar.g_02440	Syab.g_01758
OG0000606	Syar.g_02443	Syab.g_01529
OG0000607	Syar.g_02446	Syab.g_01533
OG0000608	Syar.g_02447	Syab.g_01534
OG0000609	Syar.g_02470	Syab.g_01536
OG0000610	Syar.g_01917	Syab.g_01555
OG0000611	Syar.g_01914	Syab.g_01558
OG0000612	Syar.g_01913	Syab.g_01559
OG0000613	Syar.g_00712	Syab.g_00228
OG0000614	Syar.g_02012, Syar.g_01344	Syab.g_01179
OG0000615	Syar.g_02603	Syab.g_01605
OG0000616	Syar.g_00454	Syab.g_02897
OG0000617	Syar.g_01576	Syab.g_01274
OG0000618	Syar.g_01575	Syab.g_01275
OG0000619	Syar.g_01574	Syab.g_01662
OG0000620	Syar.g_01569	Syab.g_01668
OG0000621	Syar.g_01568	Syab.g_01669
OG0000622	Syar.g_01566	Syab.g_01670
OG0000623	Syar.g_01565	Syab.g_01671
OG0000624	Syar.g_01564	Syab.g_01673
OG0000625	Syar.g_01563	Syab.g_01674
OG0000626	Syar.g_01562	Syab.g_01675
OG0000627	Syar.g_01868	Syab.g_01438
OG0000628	Syar.g_01869	Syab.g_01437
OG0000629	Syar.g_01872	Syab.g_01434
OG0000630	Syar.g_02586	Syab.g_01430
OG0000631	Syar.g_02579	Syab.g_01421
OG0000632	Syar.g_02578	Syab.g_01420
OG0000633	Syar.g_02576	Syab.g_01419
OG0000634	Syar.g_02635	Syab.g_01651
OG0000635	Syar.g_02636	Syab.g_01656
OG0000636	Syar.g_02638	Syab.g_01658
OG0000637	Syar.g_02640	Syab.g_01660
OG0000638	Syar.g_02641	Syab.g_01661
OG0000639	Syar.g_02642	Syab.g_01276
OG0000640	Syar.g_02643	Syab.g_01277
OG0000641	Syar.g_02648	Syab.g_01281
OG0000642	Syar.g_02649	Syab.g_01282
OG0000643	Syar.g_02650	Syab.g_01283
OG0000644	Syar.g_02651	Syab.g_01284
OG0000645	Syar.g_02652	Syab.g_01286
OG0000646	Syar.g_02655	Syab.g_01289
OG0000647	Syar.g_02657	Syab.g_01291
OG0000648	Syar.g_02659	Syab.g_01684
OG0000649	Syar.g_02660	Syab.g_01685
OG0000650	Syar.g_02661	Syab.g_01686
OG0000651	Syar.g_02662	Syab.g_01687
OG0000652	Syar.g_02663	Syab.g_01688
OG0000653	Syar.g_02665	Syab.g_01690
OG0000654	Syar.g_02666	Syab.g_01691
OG0000655	Syar.g_02667	Syab.g_01692
OG0000656	Syar.g_02479	Syab.g_01695
OG0000657	Syar.g_01812	Syab.g_01706
OG0000658	Syar.g_01815	Syab.g_01710
OG0000659	Syar.g_01816	Syab.g_01711
OG0000660	Syar.g_01820	Syab.g_01715
OG0000661	Syar.g_03175, Syar.g_01822	Syab.g_01717
OG0000662	Syar.g_01829	Syab.g_01719
OG0000663	Syar.g_01832	Syab.g_01722
OG0000664	Syar.g_01837	Syab.g_01723
OG0000665	Syar.g_02774	Syab.g_01829
OG0000666	Syar.g_01241	Syab.g_01842
OG0000667	Syar.g_02346	Syab.g_01548
OG0000668	Syar.g_01802	Syab.g_01319
OG0000669	Syar.g_01627	Syab.g_01642
OG0000670	Syar.g_01624	Syab.g_02156
OG0000671	Syar.g_01622	Syab.g_01638
OG0000672	Syar.g_01619	Syab.g_01635
OG0000673	Syar.g_01615	Syab.g_01632
OG0000674	Syar.g_01613	Syab.g_01630
OG0000675	Syar.g_01612	Syab.g_01629
OG0000676	Syar.g_01608	Syab.g_01620
OG0000677	Syar.g_01607	Syab.g_01619
OG0000678	Syar.g_02037	Syab.g_01613
OG0000679	Syar.g_02606	Syab.g_01601
OG0000680	Syar.g_02607	Syab.g_01600
OG0000681	Syar.g_02610	Syab.g_01597
OG0000682	Syar.g_02611	Syab.g_01596
OG0000683	Syar.g_02612	Syab.g_01595
OG0000684	Syar.g_02615	Syab.g_01591
OG0000685	Syar.g_02617	Syab.g_01589
OG0000686	Syar.g_02618	Syab.g_01588
OG0000687	Syar.g_02619	Syab.g_01586
OG0000688	Syar.g_02624	Syab.g_01576
OG0000689	Syar.g_02626	Syab.g_01574
OG0000690	Syar.g_02627	Syab.g_01573
OG0000691	Syar.g_02628	Syab.g_01572
OG0000692	Syar.g_02629	Syab.g_01571
OG0000693	Syar.g_02631	Syab.g_01569
OG0000694	Syar.g_02632	Syab.g_01568
OG0000695	Syar.g_02573	Syab.g_01417
OG0000696	Syar.g_02572	Syab.g_01416
OG0000697	Syar.g_02570	Syab.g_01415
OG0000698	Syar.g_02567	Syab.g_01412
OG0000699	Syar.g_02566	Syab.g_01411
OG0000700	Syar.g_02565	Syab.g_01410
OG0000701	Syar.g_02564	Syab.g_01409
OG0000702	Syar.g_02559	Syab.g_01401
OG0000703	Syar.g_02557	Syab.g_01400
OG0000704	Syar.g_02555	Syab.g_01398
OG0000705	Syar.g_02547	Syab.g_01391
OG0000706	Syar.g_02546	Syab.g_01390
OG0000707	Syar.g_02545	Syab.g_01389
OG0000708	Syar.g_02542	Syab.g_01386
OG0000709	Syar.g_02534	Syab.g_01378
OG0000710	Syar.g_02528	Syab.g_01367
OG0000711	Syar.g_02499	Syab.g_01340
OG0000712	Syar.g_02497	Syab.g_01338
OG0000713	Syar.g_02496	Syab.g_01337
OG0000714	Syar.g_02494	Syab.g_01334
OG0000715	Syar.g_02492	Syab.g_01332
OG0000716	Syar.g_02488	Syab.g_01328
OG0000717	Syar.g_02487	Syab.g_01327
OG0000718	Syar.g_02483	Syab.g_01323
OG0000719	Syar.g_01804	Syab.g_01321
OG0000720	Syar.g_01790	Syab.g_01307
OG0000721	Syar.g_01788	Syab.g_01305
OG0000722	Syar.g_01787	Syab.g_01304
OG0000723	Syar.g_01560	Syab.g_01678
OG0000724	Syar.g_01367, Syar.g_02120	Syab.g_01223
OG0000725	Syar.g_01934	Syab.g_01207
OG0000726	Syar.g_01935	Syab.g_01206
OG0000727	Syar.g_01936	Syab.g_01205
OG0000728	Syar.g_01938	Syab.g_01203
OG0000729	Syar.g_00593	Syab.g_00097
OG0000730	Syar.g_01115	Syab.g_00521
OG0000731	Syar.g_01127	Syab.g_00531
OG0000732	Syar.g_00522	Syab.g_00055
OG0000733	Syar.g_02234	Syab.g_02798
OG0000734	Syar.g_03128	Syab.g_02508
OG0000735	Syar.g_01522	Syab.g_00942
OG0000736	Syar.g_01523	Syab.g_00943
OG0000737	Syar.g_01524	Syab.g_00944
OG0000738	Syar.g_01530	Syab.g_00949
OG0000739	Syar.g_01531	Syab.g_00961
OG0000740	Syar.g_01532	Syab.g_00962
OG0000741	Syar.g_01535	Syab.g_00965
OG0000742	Syar.g_01538	Syab.g_00968
OG0000743	Syar.g_01541	Syab.g_00970
OG0000744	Syar.g_01542	Syab.g_00971
OG0000745	Syar.g_01545	Syab.g_00973
OG0000746	Syar.g_01549	Syab.g_00975
OG0000747	Syar.g_01551	Syab.g_00976
OG0000748	Syar.g_01945	Syab.g_00991
OG0000749	Syar.g_01946	Syab.g_00992
OG0000750	Syar.g_01947	Syab.g_00993
OG0000751	Syar.g_01952	Syab.g_01002
OG0000752	Syar.g_01954	Syab.g_01004
OG0000753	Syar.g_01957	Syab.g_01007
OG0000754	Syar.g_01963	Syab.g_01012
OG0000755	Syar.g_01974	Syab.g_01021
OG0000756	Syar.g_01975	Syab.g_01022
OG0000757	Syar.g_01984	Syab.g_01029
OG0000758	Syar.g_01985	Syab.g_01030
OG0000759	Syar.g_01986	Syab.g_01031
OG0000760	Syar.g_01987	Syab.g_01032
OG0000761	Syar.g_01988	Syab.g_01034
OG0000762	Syar.g_01992	Syab.g_01036
OG0000763	Syar.g_01699	Syab.g_01038
OG0000764	Syar.g_01700	Syab.g_01039
OG0000765	Syar.g_01718	Syab.g_01154
OG0000766	Syar.g_01719	Syab.g_01153
OG0000767	Syar.g_01721	Syab.g_01151
OG0000768	Syar.g_01722	Syab.g_01150
OG0000769	Syar.g_01724	Syab.g_01148
OG0000770	Syar.g_01727	Syab.g_01145
OG0000771	Syar.g_01373	Syab.g_01229
OG0000772	Syar.g_00746	Syab.g_00957
OG0000773	Syar.g_02694	Syab.g_00931
OG0000774	Syar.g_02771	Syab.g_00924
OG0000775	Syar.g_02773	Syab.g_00922
OG0000776	Syar.g_01755	Syab.g_00921
OG0000777	Syar.g_01754	Syab.g_00920
OG0000778	Syar.g_01753	Syab.g_00919
OG0000779	Syar.g_02779	Syab.g_00913
OG0000780	Syar.g_02781	Syab.g_00908
OG0000781	Syar.g_02785	Syab.g_00904
OG0000782	Syar.g_02786	Syab.g_00903
OG0000783	Syar.g_02787	Syab.g_00902
OG0000784	Syar.g_02788	Syab.g_00901
OG0000785	Syar.g_02791	Syab.g_00899
OG0000786	Syar.g_02795	Syab.g_00895
OG0000787	Syar.g_02796	Syab.g_00894
OG0000788	Syar.g_02331	Syab.g_01857
OG0000789	Syar.g_02040	Syab.g_01835
OG0000790	Syar.g_01456	Syab.g_02082
OG0000791	Syar.g_01454	Syab.g_02080
OG0000792	Syar.g_01453	Syab.g_02079
OG0000793	Syar.g_01243	Syab.g_02074
OG0000794	Syar.g_01242	Syab.g_02073
OG0000795	Syar.g_01240	Syab.g_02072
OG0000796	Syar.g_01236	Syab.g_02068
OG0000797	Syar.g_01235	Syab.g_02067
OG0000798	Syar.g_00222	Syab.g_00298
OG0000799	Syar.g_02844	Syab.g_00826
OG0000800	Syar.g_02843	Syab.g_00821
OG0000801	Syar.g_02842	Syab.g_00820
OG0000802	Syar.g_02825	Syab.g_00816
OG0000803	Syar.g_02822	Syab.g_00806
OG0000804	Syar.g_02819	Syab.g_00802
OG0000805	Syar.g_02817	Syab.g_00792
OG0000806	Syar.g_02815	Syab.g_00790
OG0000807	Syar.g_02814	Syab.g_00788
OG0000808	Syar.g_02813	Syab.g_00783
OG0000809	Syar.g_02811	Syab.g_00780
OG0000810	Syar.g_02810	Syab.g_00779
OG0000811	Syar.g_02805	Syab.g_00770
OG0000812	Syar.g_02803	Syab.g_00768
OG0000813	Syar.g_02802	Syab.g_00767
OG0000814	Syar.g_02800	Syab.g_00765
OG0000815	Syar.g_02799	Syab.g_00760
OG0000816	Syar.g_02797	Syab.g_00758
OG0000817	Syar.g_02861	Syab.g_00757
OG0000818	Syar.g_01418	Syab.g_00751
OG0000819	Syar.g_01417	Syab.g_00750
OG0000820	Syar.g_01416	Syab.g_00749
OG0000821	Syar.g_01410	Syab.g_00743
OG0000822	Syar.g_01408	Syab.g_00741
OG0000823	Syar.g_01407	Syab.g_00740
OG0000824	Syar.g_01402	Syab.g_00735
OG0000825	Syar.g_01401	Syab.g_00734
OG0000826	Syar.g_01400	Syab.g_00733
OG0000827	Syar.g_01399	Syab.g_00732
OG0000828	Syar.g_01396	Syab.g_00729
OG0000829	Syar.g_01395	Syab.g_00728
OG0000830	Syar.g_01394	Syab.g_00727
OG0000831	Syar.g_01391	Syab.g_00725
OG0000832	Syar.g_01213	Syab.g_02169
OG0000833	Syar.g_02877	Syab.g_02178
OG0000834	Syar.g_02878	Syab.g_02181
OG0000835	Syar.g_02879	Syab.g_02182
OG0000836	Syar.g_02881	Syab.g_02185
OG0000837	Syar.g_02882	Syab.g_02186
OG0000838	Syar.g_02886	Syab.g_02190
OG0000839	Syar.g_02887	Syab.g_02191
OG0000840	Syar.g_02888	Syab.g_02192
OG0000841	Syar.g_02889	Syab.g_02193
OG0000842	Syar.g_02890	Syab.g_02194
OG0000843	Syar.g_02891	Syab.g_02195
OG0000844	Syar.g_02893	Syab.g_02197
OG0000845	Syar.g_02894	Syab.g_02198
OG0000846	Syar.g_02895	Syab.g_02199
OG0000847	Syar.g_02896	Syab.g_02200
OG0000848	Syar.g_02898	Syab.g_02202
OG0000849	Syar.g_02899	Syab.g_02203
OG0000850	Syar.g_02902	Syab.g_02212
OG0000851	Syar.g_02905	Syab.g_02226
OG0000852	Syar.g_02906	Syab.g_02227
OG0000853	Syar.g_02910	Syab.g_02233
OG0000854	Syar.g_02912	Syab.g_02235
OG0000855	Syar.g_02913	Syab.g_02236
OG0000856	Syar.g_02243	Syab.g_01889
OG0000857	Syar.g_02656	Syab.g_01290
OG0000858	Syar.g_02920	Syab.g_02244
OG0000859	Syar.g_02921	Syab.g_02245
OG0000860	Syar.g_02931	Syab.g_02258
OG0000861	Syar.g_02932	Syab.g_02259
OG0000862	Syar.g_02942	Syab.g_02261
OG0000863	Syar.g_02944	Syab.g_02265
OG0000864	Syar.g_02945	Syab.g_02266
OG0000865	Syar.g_02946	Syab.g_02267
OG0000866	Syar.g_02947	Syab.g_02268
OG0000867	Syar.g_02948	Syab.g_02269
OG0000868	Syar.g_02950	Syab.g_02287
OG0000869	Syar.g_02955	Syab.g_02292
OG0000870	Syar.g_02960	Syab.g_02297
OG0000871	Syar.g_02961	Syab.g_02298
OG0000872	Syar.g_02967	Syab.g_02305
OG0000873	Syar.g_02970	Syab.g_02308
OG0000874	Syar.g_02974	Syab.g_02311
OG0000875	Syar.g_02975	Syab.g_02313
OG0000876	Syar.g_01828	Syab.g_02315
OG0000877	Syar.g_02977	Syab.g_02317
OG0000878	Syar.g_02978	Syab.g_02318
OG0000879	Syar.g_02979	Syab.g_02319
OG0000880	Syar.g_02980	Syab.g_02320
OG0000881	Syar.g_02984	Syab.g_02325
OG0000882	Syar.g_02989	Syab.g_02330
OG0000883	Syar.g_02992	Syab.g_02332
OG0000884	Syar.g_02994	Syab.g_02334
OG0000885	Syar.g_02995	Syab.g_02335
OG0000886	Syar.g_02996	Syab.g_02336
OG0000887	Syar.g_02998	Syab.g_02338
OG0000888	Syar.g_03000	Syab.g_02340
OG0000889	Syar.g_03002	Syab.g_02342
OG0000890	Syar.g_03005	Syab.g_02348
OG0000891	Syar.g_03006	Syab.g_02349
OG0000892	Syar.g_03008	Syab.g_02353
OG0000893	Syar.g_00150	Syab.g_00366
OG0000894	Syar.g_00145	Syab.g_00369
OG0000895	Syar.g_00141	Syab.g_00373
OG0000896	Syar.g_00140	Syab.g_00374
OG0000897	Syar.g_00138	Syab.g_00376
OG0000898	Syar.g_00137	Syab.g_00377
OG0000899	Syar.g_00136	Syab.g_00378
OG0000900	Syar.g_00135	Syab.g_00379
OG0000901	Syar.g_00130	Syab.g_00384
OG0000902	Syar.g_01013	Syab.g_00386
OG0000903	Syar.g_01026	Syab.g_00399
OG0000904	Syar.g_01021	Syab.g_00395
OG0000905	Syar.g_01018	Syab.g_00390
OG0000906	Syar.g_01015	Syab.g_00388
OG0000907	Syar.g_01028	Syab.g_00401
OG0000908	Syar.g_01031	Syab.g_00404
OG0000909	Syar.g_01032	Syab.g_00405
OG0000910	Syar.g_01033	Syab.g_00406
OG0000911	Syar.g_01035	Syab.g_00408
OG0000912	Syar.g_01036	Syab.g_00409
OG0000913	Syar.g_01037	Syab.g_00410
OG0000914	Syar.g_01038	Syab.g_00411
OG0000915	Syar.g_01040	Syab.g_00412
OG0000916	Syar.g_01041	Syab.g_00413
OG0000917	Syar.g_01042	Syab.g_00414
OG0000918	Syar.g_01043	Syab.g_00415
OG0000919	Syar.g_01044	Syab.g_00416
OG0000920	Syar.g_01045	Syab.g_00417
OG0000921	Syar.g_01046	Syab.g_00418
OG0000922	Syar.g_01047	Syab.g_00419
OG0000923	Syar.g_01051	Syab.g_00423
OG0000924	Syar.g_01052	Syab.g_00424
OG0000925	Syar.g_01053	Syab.g_00425
OG0000926	Syar.g_01054	Syab.g_00426
OG0000927	Syar.g_01056	Syab.g_00428
OG0000928	Syar.g_01057	Syab.g_00429
OG0000929	Syar.g_01058	Syab.g_00430
OG0000930	Syar.g_01059	Syab.g_00431
OG0000931	Syar.g_01060	Syab.g_00432
OG0000932	Syar.g_01061	Syab.g_00433
OG0000933	Syar.g_01066	Syab.g_00439
OG0000934	Syar.g_01068	Syab.g_00441
OG0000935	Syar.g_01069	Syab.g_00442
OG0000936	Syar.g_01070	Syab.g_00443
OG0000937	Syar.g_01071	Syab.g_00444
OG0000938	Syar.g_01074	Syab.g_00447
OG0000939	Syar.g_01075	Syab.g_00448
OG0000940	Syar.g_01081	Syab.g_00456
OG0000941	Syar.g_01083	Syab.g_00458
OG0000942	Syar.g_01085	Syab.g_00460
OG0000943	Syar.g_01086	Syab.g_00461
OG0000944	Syar.g_01088	Syab.g_00463
OG0000945	Syar.g_01089	Syab.g_00466
OG0000946	Syar.g_01095	Syab.g_00473
OG0000947	Syar.g_01098	Syab.g_00476
OG0000948	Syar.g_01099	Syab.g_00477
OG0000949	Syar.g_00283	Syab.g_00212
OG0000950	Syar.g_00661	Syab.g_00204
OG0000951	Syar.g_00656	Syab.g_00199
OG0000952	Syar.g_00651	Syab.g_00191
OG0000953	Syar.g_00248	Syab.g_00134
OG0000954	Syar.g_00258	Syab.g_00129
OG0000955	Syar.g_00259	Syab.g_00128
OG0000956	Syar.g_00261	Syab.g_00126
OG0000957	Syar.g_00610	Syab.g_00115
OG0000958	Syar.g_00609	Syab.g_00114
OG0000959	Syar.g_00605	Syab.g_00110
OG0000960	Syar.g_00604	Syab.g_00109
OG0000961	Syar.g_00094	Syab.g_00100
OG0000962	Syar.g_00594	Syab.g_00098
OG0000963	Syar.g_00590	Syab.g_00093
OG0000964	Syar.g_00589	Syab.g_00092
OG0000965	Syar.g_00588	Syab.g_00091
OG0000966	Syar.g_00549	Syab.g_00082
OG0000967	Syar.g_00545	Syab.g_00078
OG0000968	Syar.g_00542	Syab.g_00075
OG0000969	Syar.g_00540	Syab.g_00073
OG0000970	Syar.g_00539	Syab.g_00072
OG0000971	Syar.g_00537	Syab.g_00070
OG0000972	Syar.g_00536	Syab.g_00069
OG0000973	Syar.g_00535	Syab.g_00068
OG0000974	Syar.g_00534	Syab.g_00067
OG0000975	Syar.g_00533	Syab.g_00066
OG0000976	Syar.g_00532	Syab.g_00065
OG0000977	Syar.g_00530	Syab.g_00063
OG0000978	Syar.g_00529	Syab.g_00062
OG0000979	Syar.g_00526	Syab.g_00059
OG0000980	Syar.g_00523	Syab.g_00056
OG0000981	Syar.g_00520	Syab.g_00053
OG0000982	Syar.g_00331	Syab.g_02756
OG0000983	Syar.g_00332	Syab.g_02757
OG0000984	Syar.g_00333	Syab.g_02758
OG0000985	Syar.g_00337	Syab.g_02762
OG0000986	Syar.g_00344	Syab.g_02764
OG0000987	Syar.g_00346	Syab.g_02768
OG0000988	Syar.g_00352	Syab.g_02774
OG0000989	Syar.g_00377	Syab.g_02792
OG0000990	Syar.g_00697	Syab.g_02811
OG0000991	Syar.g_00700	Syab.g_02818
OG0000992	Syar.g_00704	Syab.g_02821
OG0000993	Syar.g_00705	Syab.g_02822
OG0000994	Syar.g_00708	Syab.g_02826
OG0000995	Syar.g_03212, Syar.g_00624	Syab.g_02835
OG0000996	Syar.g_00861	Syab.g_02866
OG0000997	Syar.g_00437	Syab.g_02875
OG0000998	Syar.g_00439	Syab.g_02877
OG0000999	Syar.g_00440	Syab.g_02878
OG0001000	Syar.g_00955, Syar.g_00444	Syab.g_02881
OG0001001	Syar.g_00450	Syab.g_02888
OG0001002	Syar.g_00457	Syab.g_02900
OG0001003	Syar.g_00459	Syab.g_02902
OG0001004	Syar.g_00460	Syab.g_02903
OG0001005	Syar.g_00461	Syab.g_02905
OG0001006	Syar.g_00468	Syab.g_02912
OG0001007	Syar.g_00470	Syab.g_02914
OG0001008	Syar.g_01178	Syab.g_00584
OG0001009	Syar.g_00500	Syab.g_00033
OG0001010	Syar.g_00501	Syab.g_00034
OG0001011	Syar.g_00503	Syab.g_00035
OG0001013	Syar.g_00906	Syab.g_02716
OG0001014	Syar.g_00914	Syab.g_02712
OG0001015	Syar.g_00915	Syab.g_02711
OG0001017	Syar.g_03050	Syab.g_02445
OG0001018	Syar.g_03052	Syab.g_02447
OG0001019	Syar.g_03086	Syab.g_02469
OG0001020	Syar.g_03092	Syab.g_02477
OG0001021	Syar.g_03098	Syab.g_02481
OG0001022	Syar.g_03102	Syab.g_02485
OG0001023	Syar.g_03103	Syab.g_02486
OG0001024	Syar.g_02276	Syab.g_02490
OG0001025	Syar.g_03115	Syab.g_02497
OG0001026	Syar.g_03131	Syab.g_02510
OG0001027	Syar.g_00031	Syab.g_02515
OG0001028	Syar.g_00034	Syab.g_02517
OG0001029	Syar.g_00036	Syab.g_02519
OG0001030	Syar.g_00058	Syab.g_02540
OG0001031	Syar.g_00129	Syab.g_02615
OG0001032	Syar.g_01011	Syab.g_02617
OG0001033	Syar.g_00962	Syab.g_02675
OG0001034	Syar.g_03022	Syab.g_02370
OG0001035	Syar.g_00171	Syab.g_00335
OG0001036	Syar.g_00193	Syab.g_00327
OG0001037	Syar.g_00195	Syab.g_00325
OG0001038	Syar.g_00223	Syab.g_00297
OG0001039	Syar.g_00226	Syab.g_00294
OG0001040	Syar.g_00229	Syab.g_00291
OG0001041	Syar.g_00234	Syab.g_00286
OG0001042	Syar.g_00831	Syab.g_00254
OG0001043	Syar.g_00826	Syab.g_00250
OG0001044	Syar.g_01117	Syab.g_00522
OG0001045	Syar.g_01130	Syab.g_00534
OG0001046	Syar.g_02514	Syab.g_01352
OG0001047	Syar.g_01180	Syab.g_00586
OG0001048	Syar.g_01181	Syab.g_00587
OG0001049	Syar.g_02872	Syab.g_00590
OG0001050	Syar.g_02871	Syab.g_00591
OG0001051	Syar.g_02870	Syab.g_00592
OG0001052	Syar.g_01269	Syab.g_00693
OG0001053	Syar.g_01472	Syab.g_02099
OG0001054	Syar.g_01492	Syab.g_02118
OG0001055	Syar.g_01513	Syab.g_02139
OG0001056	Syar.g_02349	Syab.g_02036
OG0001057	Syar.g_02341	Syab.g_00882
OG0001058	Syar.g_02324	Syab.g_02014
OG0001059	Syar.g_00422	Syab.g_02010
OG0001060	Syar.g_02315	Syab.g_02003
OG0001061	Syar.g_02297	Syab.g_01985
OG0001062	Syar.g_02294	Syab.g_01983
OG0001063	Syar.g_02209	Syab.g_01979
OG0001064	Syar.g_02208	Syab.g_01978
OG0001065	Syar.g_02207	Syab.g_01976
OG0001066	Syar.g_02206	Syab.g_01975
OG0001067	Syar.g_02205	Syab.g_01974
OG0001068	Syar.g_02204	Syab.g_01973
OG0001069	Syar.g_02203	Syab.g_01972
OG0001070	Syar.g_02200	Syab.g_01968
OG0001071	Syar.g_02199	Syab.g_01967
OG0001072	Syar.g_02195	Syab.g_01962
OG0001073	Syar.g_02182	Syab.g_01947
OG0001074	Syar.g_02031	Syab.g_01815
OG0001075	Syar.g_02215	Syab.g_01919
OG0001076	Syar.g_02253	Syab.g_01897
OG0001077	Syar.g_02240	Syab.g_01887
OG0001079	Syar.g_02431	Syab.g_01856
OG0001080	Syar.g_02442	Syab.g_01756
OG0001081	Syar.g_02444	Syab.g_01530
OG0001082	Syar.g_02445	Syab.g_01531
OG0001083	Syar.g_02473	Syab.g_01540
OG0001084	Syar.g_02474	Syab.g_01543
OG0001085	Syar.g_01688	Syab.g_01563
OG0001086	Syar.g_01686	Syab.g_01565
OG0001087	Syar.g_02347	Syab.g_01167
OG0001088	Syar.g_00431	Syab.g_01170
OG0001089	Syar.g_01942	Syab.g_01198
OG0001090	Syar.g_01582	Syab.g_01267
OG0001091	Syar.g_01580	Syab.g_01270
OG0001092	Syar.g_01578	Syab.g_01272
OG0001093	Syar.g_01572	Syab.g_01664
OG0001094	Syar.g_02633	Syab.g_01567
OG0001095	Syar.g_02653	Syab.g_01287
OG0001096	Syar.g_02476	Syab.g_01693
OG0001097	Syar.g_01823	Syab.g_01718
OG0001098	Syar.g_01672	Syab.g_01497
OG0001099	Syar.g_00035	Syab.g_02518
OG0001100	Syar.g_01625	Syab.g_01640
OG0001101	Syar.g_01623	Syab.g_01639
OG0001102	Syar.g_01620	Syab.g_01636
OG0001103	Syar.g_01618	Syab.g_01634
OG0001104	Syar.g_02616	Syab.g_01590
OG0001105	Syar.g_02620	Syab.g_01585
OG0001106	Syar.g_02553	Syab.g_01397
OG0001107	Syar.g_02541	Syab.g_01385
OG0001109	Syar.g_02529	Syab.g_01368
OG0001110	Syar.g_02527	Syab.g_01366
OG0001111	Syar.g_02525	Syab.g_01364
OG0001112	Syar.g_02523	Syab.g_01362
OG0001113	Syar.g_02522	Syab.g_01593
OG0001114	Syar.g_02521	Syab.g_01361
OG0001115	Syar.g_02519	Syab.g_01357
OG0001116	Syar.g_02517	Syab.g_01355
OG0001117	Syar.g_02516	Syab.g_01354
OG0001118	Syar.g_02515	Syab.g_01353
OG0001119	Syar.g_02513	Syab.g_01351
OG0001120	Syar.g_02507	Syab.g_01347
OG0001122	Syar.g_01803	Syab.g_01320
OG0001123	Syar.g_01796	Syab.g_01312
OG0001124	Syar.g_01793	Syab.g_01310
OG0001125	Syar.g_01791	Syab.g_01308
OG0001126	Syar.g_01375	Syab.g_01231
OG0001127	Syar.g_01374	Syab.g_01230
OG0001128	Syar.g_01371	Syab.g_01227
OG0001129	Syar.g_01369	Syab.g_01225
OG0001130	Syar.g_01368	Syab.g_01224
OG0001131	Syar.g_02448	Syab.g_01609
OG0001132	Syar.g_00684	Syab.g_01790
OG0001133	Syar.g_02249	Syab.g_01895
OG0001134	Syar.g_02235	Syab.g_01748
OG0001136	Syar.g_01536	Syab.g_00966
OG0001137	Syar.g_01944	Syab.g_00990
OG0001138	Syar.g_01977	Syab.g_01023
