Orthogroup	Syar	Syal
OG0000556	Syar.g_02332	Syal.g_02819
OG0000557	Syar.g_02328	Syal.g_02816
OG0000558	Syar.g_02326	Syal.g_02814
OG0000559	Syar.g_02322	Syal.g_02305, Syal.g_02810
OG0000560	Syar.g_02320	Syal.g_02807
OG0000561	Syar.g_02319	Syal.g_02806
OG0000562	Syar.g_02318	Syal.g_02805
OG0000563	Syar.g_02317	Syal.g_02804
OG0000564	Syar.g_02316	Syal.g_02803
OG0000565	Syar.g_02312	Syal.g_02799
OG0000566	Syar.g_02308	Syal.g_02795
OG0000567	Syar.g_02304	Syal.g_02791
OG0000568	Syar.g_02302	Syal.g_02789
OG0000569	Syar.g_02301	Syal.g_02788
OG0000570	Syar.g_02300	Syal.g_02787
OG0000571	Syar.g_02298	Syal.g_02784
OG0000572	Syar.g_02201	Syal.g_02767
OG0000573	Syar.g_02191	Syal.g_02759
OG0000574	Syar.g_02190	Syal.g_02758
OG0000575	Syar.g_03180	Syal.g_02753
OG0000576	Syar.g_02187	Syal.g_02751
OG0000577	Syar.g_02186	Syal.g_02750
OG0000578	Syar.g_02185	Syal.g_02749
OG0000579	Syar.g_02184	Syal.g_02748
OG0000580	Syar.g_02183	Syal.g_02747
OG0000581	Syar.g_02175	Syal.g_02741
OG0000582	Syar.g_02131	Syal.g_02736
OG0000583	Syar.g_02132	Syal.g_02735
OG0000584	Syar.g_02133	Syal.g_02734
OG0000585	Syar.g_02170	Syal.g_02731
OG0000586	Syar.g_02171	Syal.g_02730
OG0000587	Syar.g_02173	Syal.g_02728
OG0000588	Syar.g_02275	Syal.g_02717
OG0000589	Syar.g_02261	Syal.g_02714
OG0000590	Syar.g_02260	Syal.g_02713
OG0000591	Syar.g_02246	Syal.g_02707
OG0000592	Syar.g_02245	Syal.g_02706
OG0000593	Syar.g_02414	Syal.g_02640
OG0000594	Syar.g_02415	Syal.g_02639
OG0000595	Syar.g_02416	Syal.g_02638
OG0000596	Syar.g_02421	Syal.g_02633
OG0000597	Syar.g_02424	Syal.g_02630
OG0000598	Syar.g_02425	Syal.g_02629
OG0000599	Syar.g_02428	Syal.g_02622
OG0000600	Syar.g_02429	Syal.g_02621
OG0000601	Syar.g_02430	Syal.g_02620
OG0000602	Syar.g_02435	Syal.g_02615
OG0000603	Syar.g_02436	Syal.g_02614
OG0000604	Syar.g_02438	Syal.g_02612
OG0000605	Syar.g_02440	Syal.g_02516
OG0000606	Syar.g_02443	Syal.g_02174
OG0000607	Syar.g_02446	Syal.g_02177
OG0000608	Syar.g_02447	Syal.g_02178
OG0000609	Syar.g_02470	Syal.g_02180
OG0000610	Syar.g_01917	Syal.g_02198
OG0000611	Syar.g_01914	Syal.g_02201
OG0000612	Syar.g_01913	Syal.g_02202
OG0000613	Syar.g_00712	Syal.g_01325
OG0000614	Syar.g_02012, Syar.g_01344	Syal.g_01794
OG0000615	Syar.g_02603	Syal.g_02256
OG0000616	Syar.g_00454	Syal.g_00079
OG0000617	Syar.g_01576	Syal.g_01866
OG0000618	Syar.g_01575	Syal.g_01867
OG0000619	Syar.g_01574	Syal.g_02417
OG0000620	Syar.g_01569	Syal.g_02422
OG0000621	Syar.g_01568	Syal.g_02423
OG0000622	Syar.g_01566	Syal.g_02424
OG0000623	Syar.g_01565	Syal.g_02425
OG0000624	Syar.g_01564	Syal.g_02427
OG0000625	Syar.g_01563	Syal.g_02428
OG0000626	Syar.g_01562	Syal.g_02429
OG0000627	Syar.g_01868	Syal.g_02048
OG0000628	Syar.g_01869	Syal.g_02047
OG0000629	Syar.g_01872	Syal.g_02044
OG0000630	Syar.g_02586	Syal.g_02040
OG0000631	Syar.g_02579	Syal.g_02031
OG0000632	Syar.g_02578	Syal.g_02030
OG0000633	Syar.g_02576	Syal.g_02029
OG0000634	Syar.g_02635	Syal.g_02410
OG0000635	Syar.g_02636	Syal.g_02411
OG0000636	Syar.g_02638	Syal.g_02413
OG0000637	Syar.g_02640	Syal.g_02415
OG0000638	Syar.g_02641	Syal.g_02416
OG0000639	Syar.g_02642	Syal.g_01868
OG0000640	Syar.g_02643	Syal.g_01869
OG0000641	Syar.g_02648	Syal.g_01873
OG0000642	Syar.g_02649	Syal.g_01874
OG0000643	Syar.g_02650	Syal.g_01875
OG0000644	Syar.g_02651	Syal.g_01876
OG0000645	Syar.g_02652	Syal.g_01878
OG0000646	Syar.g_02655	Syal.g_01881
OG0000647	Syar.g_02657	Syal.g_01883
OG0000648	Syar.g_02659	Syal.g_02438
OG0000649	Syar.g_02660	Syal.g_02439
OG0000650	Syar.g_02661	Syal.g_02440
OG0000651	Syar.g_02662	Syal.g_02441
OG0000652	Syar.g_02663	Syal.g_02442
OG0000653	Syar.g_02665	Syal.g_02444
OG0000654	Syar.g_02666	Syal.g_02445
OG0000655	Syar.g_02667	Syal.g_02446
OG0000656	Syar.g_02479	Syal.g_02449
OG0000657	Syar.g_01812	Syal.g_02460
OG0000658	Syar.g_01815	Syal.g_02465
OG0000659	Syar.g_01816	Syal.g_02466
OG0000660	Syar.g_01820	Syal.g_02470
OG0000661	Syar.g_03175, Syar.g_01822	Syal.g_02472
OG0000662	Syar.g_01829	Syal.g_02474
OG0000663	Syar.g_01832	Syal.g_02477
OG0000664	Syar.g_01837	Syal.g_02478
OG0000665	Syar.g_02774	Syal.g_02593
OG0000666	Syar.g_01241	Syal.g_02605
OG0000667	Syar.g_02346	Syal.g_02192
OG0000668	Syar.g_01802	Syal.g_01920
OG0000669	Syar.g_01627	Syal.g_02295
OG0000670	Syar.g_01624	Syal.g_02956
OG0000671	Syar.g_01622	Syal.g_02291
OG0000672	Syar.g_01619	Syal.g_02288
OG0000673	Syar.g_01615	Syal.g_02285
OG0000674	Syar.g_01613	Syal.g_02283
OG0000675	Syar.g_01612	Syal.g_02282
OG0000676	Syar.g_01608	Syal.g_02272
OG0000677	Syar.g_01607	Syal.g_02271
OG0000678	Syar.g_02037	Syal.g_02264
OG0000679	Syar.g_02606	Syal.g_02252
OG0000680	Syar.g_02607	Syal.g_02251
OG0000681	Syar.g_02610	Syal.g_02248
OG0000682	Syar.g_02611	Syal.g_02247
OG0000683	Syar.g_02612	Syal.g_02246
OG0000684	Syar.g_02615	Syal.g_02242
OG0000685	Syar.g_02617	Syal.g_02240
OG0000686	Syar.g_02618	Syal.g_02239
OG0000687	Syar.g_02619	Syal.g_02237
OG0000688	Syar.g_02624	Syal.g_02225
OG0000689	Syar.g_02626	Syal.g_02223
OG0000690	Syar.g_02627	Syal.g_02222
OG0000691	Syar.g_02628	Syal.g_02221
OG0000692	Syar.g_02629	Syal.g_02220
OG0000693	Syar.g_02631	Syal.g_02218
OG0000694	Syar.g_02632	Syal.g_02217
OG0000695	Syar.g_02573	Syal.g_02027
OG0000696	Syar.g_02572	Syal.g_02026
OG0000697	Syar.g_02570	Syal.g_02025
OG0000698	Syar.g_02567	Syal.g_02022
OG0000699	Syar.g_02566	Syal.g_02021
OG0000700	Syar.g_02565	Syal.g_02020
OG0000701	Syar.g_02564	Syal.g_02019
OG0000702	Syar.g_02559	Syal.g_02011
OG0000703	Syar.g_02557	Syal.g_02010
OG0000704	Syar.g_02555	Syal.g_02008
OG0000705	Syar.g_02547	Syal.g_01999
OG0000706	Syar.g_02546	Syal.g_01998
OG0000707	Syar.g_02545	Syal.g_01997
OG0000708	Syar.g_02542	Syal.g_01994
OG0000709	Syar.g_02534	Syal.g_01986
OG0000710	Syar.g_02528	Syal.g_01982
OG0000711	Syar.g_02499	Syal.g_01954
OG0000712	Syar.g_02497	Syal.g_01952
OG0000713	Syar.g_02496	Syal.g_01951
OG0000714	Syar.g_02494	Syal.g_01948
OG0000715	Syar.g_02492	Syal.g_01934
OG0000716	Syar.g_02488	Syal.g_01930
OG0000717	Syar.g_02487	Syal.g_01929
OG0000718	Syar.g_02483	Syal.g_01925
OG0000719	Syar.g_01804	Syal.g_01922
OG0000720	Syar.g_01790	Syal.g_01908
OG0000721	Syar.g_01788	Syal.g_01906
OG0000722	Syar.g_01787	Syal.g_01905
OG0000723	Syar.g_01560	Syal.g_02433
OG0000724	Syar.g_01367, Syar.g_02120	Syal.g_01829
OG0000725	Syar.g_01934	Syal.g_01820
OG0000726	Syar.g_01935	Syal.g_01819
OG0000727	Syar.g_01936	Syal.g_01818
OG0000728	Syar.g_01938	Syal.g_01816
OG0000729	Syar.g_00593	Syal.g_01510
OG0000730	Syar.g_01115	Syal.g_00345
OG0000731	Syar.g_01127	Syal.g_00356
OG0000732	Syar.g_00522	Syal.g_00149
OG0000733	Syar.g_02234	Syal.g_01105
OG0000734	Syar.g_03128	Syal.g_00828
OG0000735	Syar.g_01522	Syal.g_01627
OG0000736	Syar.g_01523	Syal.g_01628
OG0000737	Syar.g_01524	Syal.g_01629
OG0000738	Syar.g_01530	Syal.g_01634
OG0000739	Syar.g_01531	Syal.g_01645
OG0000740	Syar.g_01532	Syal.g_01646
OG0000741	Syar.g_01535	Syal.g_01649
OG0000742	Syar.g_01538	Syal.g_01652
OG0000743	Syar.g_01541	Syal.g_01654
OG0000744	Syar.g_01542	Syal.g_01655
OG0000745	Syar.g_01545	Syal.g_01657
OG0000746	Syar.g_01549	Syal.g_01659
OG0000747	Syar.g_01551	Syal.g_01660
OG0000748	Syar.g_01945	Syal.g_01674
OG0000749	Syar.g_01946	Syal.g_01675
OG0000750	Syar.g_01947	Syal.g_01676
OG0000751	Syar.g_01952	Syal.g_01688
OG0000752	Syar.g_01954	Syal.g_01690
OG0000753	Syar.g_01957	Syal.g_01693
OG0000754	Syar.g_01963	Syal.g_01698
OG0000755	Syar.g_01974	Syal.g_01707
OG0000756	Syar.g_01975	Syal.g_01708
OG0000757	Syar.g_01984	Syal.g_01715
OG0000758	Syar.g_01985	Syal.g_01716
OG0000759	Syar.g_01986	Syal.g_01717
OG0000760	Syar.g_01987	Syal.g_01718
OG0000761	Syar.g_01988	Syal.g_01719
OG0000762	Syar.g_01992	Syal.g_01721
OG0000763	Syar.g_01699	Syal.g_01723
OG0000764	Syar.g_01700	Syal.g_01724
OG0000765	Syar.g_01718	Syal.g_01768
OG0000766	Syar.g_01719	Syal.g_01767
OG0000767	Syar.g_01721	Syal.g_01765
OG0000768	Syar.g_01722	Syal.g_01764
OG0000769	Syar.g_01724	Syal.g_01762
OG0000770	Syar.g_01727	Syal.g_01758
OG0000771	Syar.g_01373	Syal.g_01835
OG0000772	Syar.g_00746	Syal.g_01641
OG0000773	Syar.g_02694	Syal.g_01618
OG0000774	Syar.g_02771	Syal.g_01610
OG0000775	Syar.g_02773	Syal.g_01608
OG0000776	Syar.g_01755	Syal.g_01607
OG0000777	Syar.g_01754	Syal.g_01606
OG0000778	Syar.g_01753	Syal.g_01605
OG0000779	Syar.g_02779	Syal.g_01599
OG0000780	Syar.g_02781	Syal.g_01594
OG0000781	Syar.g_02785	Syal.g_01590
OG0000782	Syar.g_02786	Syal.g_01589
OG0000783	Syar.g_02787	Syal.g_01588
OG0000784	Syar.g_02788	Syal.g_01587
OG0000785	Syar.g_02791	Syal.g_01585
OG0000786	Syar.g_02795	Syal.g_01579
OG0000787	Syar.g_02796	Syal.g_01578
OG0000788	Syar.g_02331	Syal.g_02619
OG0000789	Syar.g_02040	Syal.g_02598
OG0000790	Syar.g_01456	Syal.g_02883
OG0000791	Syar.g_01454	Syal.g_02882
OG0000792	Syar.g_01453	Syal.g_02881
OG0000793	Syar.g_01243	Syal.g_02876
OG0000794	Syar.g_01242	Syal.g_02875
OG0000795	Syar.g_01240	Syal.g_02874
OG0000796	Syar.g_01236	Syal.g_02870
OG0000797	Syar.g_01235	Syal.g_02869
OG0000798	Syar.g_00222	Syal.g_01260
OG0000798	Syar.g_02701	Syal.g_01372
OG0000799	Syar.g_02844	Syal.g_01547
OG0000800	Syar.g_02843	Syal.g_01542
OG0000801	Syar.g_02842	Syal.g_01541
OG0000802	Syar.g_02825	Syal.g_01536
OG0000803	Syar.g_02822	Syal.g_00040
OG0000804	Syar.g_02819	Syal.g_00036
OG0000805	Syar.g_02817	Syal.g_00030
OG0000806	Syar.g_02815	Syal.g_00028
OG0000807	Syar.g_02814	Syal.g_00026
OG0000808	Syar.g_02813	Syal.g_00025
OG0000809	Syar.g_02811	Syal.g_00022
OG0000810	Syar.g_02810	Syal.g_00021
OG0000811	Syar.g_02805	Syal.g_00380
OG0000812	Syar.g_02803	Syal.g_00382
OG0000813	Syar.g_02802	Syal.g_00383
OG0000814	Syar.g_02800	Syal.g_00385
OG0000815	Syar.g_02799	Syal.g_00391
OG0000816	Syar.g_02797	Syal.g_00393
OG0000817	Syar.g_02861	Syal.g_00394
OG0000818	Syar.g_01418	Syal.g_00401
OG0000819	Syar.g_01417	Syal.g_00402
OG0000820	Syar.g_01416	Syal.g_00403
OG0000821	Syar.g_01410	Syal.g_00409
OG0000822	Syar.g_01408	Syal.g_00411
OG0000823	Syar.g_01407	Syal.g_00412
OG0000824	Syar.g_01402	Syal.g_00417
OG0000825	Syar.g_01401	Syal.g_00418
OG0000826	Syar.g_01400	Syal.g_00419
OG0000827	Syar.g_01399	Syal.g_00420
OG0000828	Syar.g_01396	Syal.g_00423
OG0000829	Syar.g_01395	Syal.g_00424
OG0000830	Syar.g_01394	Syal.g_00425
OG0000831	Syar.g_01391	Syal.g_00427
OG0000832	Syar.g_01213	Syal.g_02967
OG0000833	Syar.g_02877	Syal.g_02976
OG0000834	Syar.g_02878	Syal.g_02979
OG0000835	Syar.g_02879	Syal.g_02980
OG0000836	Syar.g_02881	Syal.g_02983
OG0000837	Syar.g_02882	Syal.g_02984
OG0000838	Syar.g_02886	Syal.g_02988
OG0000839	Syar.g_02887	Syal.g_02989
OG0000840	Syar.g_02888	Syal.g_02990
OG0000841	Syar.g_02889	Syal.g_02991
OG0000842	Syar.g_02890	Syal.g_02992
OG0000843	Syar.g_02891	Syal.g_02993
OG0000844	Syar.g_02893	Syal.g_02995
OG0000845	Syar.g_02894	Syal.g_02996
OG0000846	Syar.g_02895	Syal.g_02997
OG0000847	Syar.g_02896	Syal.g_02998
OG0000848	Syar.g_02898	Syal.g_03000
OG0000849	Syar.g_02899	Syal.g_03001
OG0000850	Syar.g_02902	Syal.g_03008
OG0000851	Syar.g_02905	Syal.g_00561
OG0000852	Syar.g_02906	Syal.g_00562
OG0000853	Syar.g_02910	Syal.g_00566
OG0000854	Syar.g_02912	Syal.g_00568
OG0000855	Syar.g_02913	Syal.g_00569
OG0000856	Syar.g_02243	Syal.g_02704
OG0000857	Syar.g_02656	Syal.g_01882
OG0000858	Syar.g_02920	Syal.g_00576
OG0000859	Syar.g_02921	Syal.g_00577
OG0000860	Syar.g_02931	Syal.g_00589
OG0000861	Syar.g_02932	Syal.g_00590
OG0000862	Syar.g_02942	Syal.g_00591
OG0000863	Syar.g_02944	Syal.g_00594
OG0000864	Syar.g_02945	Syal.g_00595
OG0000865	Syar.g_02946	Syal.g_00596
OG0000866	Syar.g_02947	Syal.g_00597
OG0000867	Syar.g_02948	Syal.g_00598
OG0000868	Syar.g_02950	Syal.g_00604
OG0000869	Syar.g_02955	Syal.g_00609
OG0000870	Syar.g_02960	Syal.g_00614
OG0000871	Syar.g_02961	Syal.g_00615
OG0000872	Syar.g_02967	Syal.g_00621
OG0000873	Syar.g_02970	Syal.g_00624
OG0000874	Syar.g_02974	Syal.g_00627
OG0000875	Syar.g_02975	Syal.g_00629
OG0000876	Syar.g_01828	Syal.g_00631
OG0000877	Syar.g_02977	Syal.g_00633
OG0000878	Syar.g_02978	Syal.g_00634
OG0000879	Syar.g_02979	Syal.g_00635
OG0000880	Syar.g_02980	Syal.g_00636
OG0000881	Syar.g_02984	Syal.g_00641
OG0000882	Syar.g_02989	Syal.g_00646
OG0000883	Syar.g_02992	Syal.g_00648
OG0000884	Syar.g_02994	Syal.g_00650
OG0000885	Syar.g_02995	Syal.g_00651
OG0000886	Syar.g_02996	Syal.g_00652
OG0000887	Syar.g_02998	Syal.g_00653
OG0000888	Syar.g_03000	Syal.g_00655
OG0000889	Syar.g_03002	Syal.g_00657
OG0000890	Syar.g_03005	Syal.g_00663
OG0000891	Syar.g_03006	Syal.g_00664
OG0000892	Syar.g_03008	Syal.g_00668
OG0000893	Syar.g_00150	Syal.g_00193
OG0000894	Syar.g_00145	Syal.g_00196
OG0000895	Syar.g_00141	Syal.g_00200
OG0000896	Syar.g_00140	Syal.g_00201
OG0000897	Syar.g_00138	Syal.g_00203
OG0000898	Syar.g_00137	Syal.g_00204
OG0000899	Syar.g_00136	Syal.g_00205
OG0000900	Syar.g_00135	Syal.g_00206
OG0000901	Syar.g_00130	Syal.g_00211
OG0000902	Syar.g_01013	Syal.g_00213
OG0000903	Syar.g_01026	Syal.g_00227
OG0000904	Syar.g_01021	Syal.g_00222
OG0000905	Syar.g_01018	Syal.g_00217
OG0000906	Syar.g_01015	Syal.g_00215
OG0000907	Syar.g_01028	Syal.g_00229
OG0000908	Syar.g_01031	Syal.g_00232
OG0000909	Syar.g_01032	Syal.g_00233
OG0000910	Syar.g_01033	Syal.g_00234
OG0000911	Syar.g_01035	Syal.g_00237
OG0000912	Syar.g_01036	Syal.g_00238
OG0000913	Syar.g_01037	Syal.g_00239
OG0000914	Syar.g_01038	Syal.g_00240
OG0000915	Syar.g_01040	Syal.g_00241
OG0000916	Syar.g_01041	Syal.g_00242
OG0000917	Syar.g_01042	Syal.g_00243
OG0000918	Syar.g_01043	Syal.g_00244
OG0000919	Syar.g_01044	Syal.g_00245
OG0000920	Syar.g_01045	Syal.g_00246
OG0000921	Syar.g_01046	Syal.g_00247
OG0000922	Syar.g_01047	Syal.g_00248
OG0000923	Syar.g_01051	Syal.g_00252
OG0000924	Syar.g_01052	Syal.g_00253
OG0000925	Syar.g_01053	Syal.g_00254
OG0000926	Syar.g_01054	Syal.g_00255
OG0000927	Syar.g_01056	Syal.g_00257
OG0000928	Syar.g_01057	Syal.g_00258
OG0000929	Syar.g_01058	Syal.g_00259
OG0000930	Syar.g_01059	Syal.g_00260
OG0000931	Syar.g_01060	Syal.g_00261
OG0000932	Syar.g_01061	Syal.g_00262
OG0000933	Syar.g_01066	Syal.g_00268
OG0000934	Syar.g_01068	Syal.g_00270
OG0000935	Syar.g_01069	Syal.g_00271
OG0000936	Syar.g_01070	Syal.g_00272
OG0000937	Syar.g_01071	Syal.g_00273
OG0000938	Syar.g_01074	Syal.g_00276
OG0000939	Syar.g_01075	Syal.g_00277
OG0000940	Syar.g_01081	Syal.g_00285
OG0000941	Syar.g_01083	Syal.g_00287
OG0000942	Syar.g_01085	Syal.g_00289
OG0000943	Syar.g_01086	Syal.g_00290
OG0000944	Syar.g_01088	Syal.g_00292
OG0000945	Syar.g_01089	Syal.g_00294
OG0000946	Syar.g_01095	Syal.g_00301
OG0000947	Syar.g_01098	Syal.g_00304
OG0000948	Syar.g_01099	Syal.g_00305
OG0000949	Syar.g_00283	Syal.g_01341
OG0000950	Syar.g_00661	Syal.g_01348
OG0000951	Syar.g_00656	Syal.g_01353
OG0000952	Syar.g_00651	Syal.g_01363
OG0000953	Syar.g_00248	Syal.g_01435
OG0000954	Syar.g_00258	Syal.g_01443
OG0000955	Syar.g_00259	Syal.g_01444
OG0000956	Syar.g_00261	Syal.g_01446
OG0000957	Syar.g_00610	Syal.g_01457
OG0000958	Syar.g_00609	Syal.g_01458
OG0000959	Syar.g_00605	Syal.g_01482
OG0000960	Syar.g_00604	Syal.g_01483
OG0000961	Syar.g_00094	Syal.g_01507
OG0000962	Syar.g_00594	Syal.g_01509
OG0000963	Syar.g_00590	Syal.g_01514
OG0000964	Syar.g_00589	Syal.g_01515
OG0000965	Syar.g_00588	Syal.g_01516
OG0000966	Syar.g_00549	Syal.g_00176
OG0000967	Syar.g_00545	Syal.g_00171
OG0000968	Syar.g_00542	Syal.g_00169
OG0000969	Syar.g_00540	Syal.g_00167
OG0000970	Syar.g_00539	Syal.g_00166
OG0000971	Syar.g_00537	Syal.g_00164
OG0000972	Syar.g_00536	Syal.g_00163
OG0000973	Syar.g_00535	Syal.g_00162
OG0000974	Syar.g_00534	Syal.g_00161
OG0000975	Syar.g_00533	Syal.g_00160
OG0000976	Syar.g_00532	Syal.g_00159
OG0000977	Syar.g_00530	Syal.g_00157
OG0000978	Syar.g_00529	Syal.g_00156
OG0000979	Syar.g_00526	Syal.g_00153
OG0000980	Syar.g_00523	Syal.g_00150
OG0000981	Syar.g_00520	Syal.g_00147
OG0000982	Syar.g_00331	Syal.g_01068
OG0000983	Syar.g_00332	Syal.g_01069
OG0000984	Syar.g_00333	Syal.g_01070
OG0000985	Syar.g_00337	Syal.g_01074
OG0000986	Syar.g_00344	Syal.g_01076
OG0000987	Syar.g_00346	Syal.g_01080
OG0000988	Syar.g_00352	Syal.g_01086
OG0000989	Syar.g_00377	Syal.g_01098
OG0000990	Syar.g_00697	Syal.g_01118
OG0000991	Syar.g_00700	Syal.g_01120
OG0000992	Syar.g_00704	Syal.g_01122
OG0000993	Syar.g_00705	Syal.g_01123
OG0000994	Syar.g_00708	Syal.g_01127
OG0000995	Syar.g_03212, Syar.g_00624	Syal.g_01132
OG0000996	Syar.g_00861	Syal.g_01162
OG0000997	Syar.g_00437	Syal.g_01171
OG0000998	Syar.g_00439	Syal.g_01173
OG0000999	Syar.g_00440	Syal.g_01174
OG0001000	Syar.g_00955, Syar.g_00444	Syal.g_01177
OG0001001	Syar.g_00450	Syal.g_01182
OG0001002	Syar.g_00457	Syal.g_00082
OG0001003	Syar.g_00459	Syal.g_00084
OG0001004	Syar.g_00460	Syal.g_00085
OG0001005	Syar.g_00461	Syal.g_00087
OG0001006	Syar.g_00468	Syal.g_00094
OG0001007	Syar.g_00470	Syal.g_00096
OG0001008	Syar.g_01178	Syal.g_00524
OG0001009	Syar.g_00500	Syal.g_00129
OG0001010	Syar.g_00501	Syal.g_00130
OG0001011	Syar.g_00503	Syal.g_00131
OG0001013	Syar.g_00906	Syal.g_01026
OG0001014	Syar.g_00914	Syal.g_01022
OG0001015	Syar.g_00915	Syal.g_01021
OG0001017	Syar.g_03050	Syal.g_00762
OG0001018	Syar.g_03052	Syal.g_00764
OG0001019	Syar.g_03086	Syal.g_00785
OG0001020	Syar.g_03092	Syal.g_00796
OG0001021	Syar.g_03098	Syal.g_00800
OG0001022	Syar.g_03102	Syal.g_00805
OG0001023	Syar.g_03103	Syal.g_00806
OG0001024	Syar.g_02276	Syal.g_00810
OG0001025	Syar.g_03115	Syal.g_00817
OG0001026	Syar.g_03131	Syal.g_00830
OG0001027	Syar.g_00031	Syal.g_00834
OG0001028	Syar.g_00034	Syal.g_00836
OG0001029	Syar.g_00036	Syal.g_00838
OG0001030	Syar.g_00058	Syal.g_00860
OG0001031	Syar.g_00129	Syal.g_00936
OG0001032	Syar.g_01011	Syal.g_00938
OG0001033	Syar.g_00962	Syal.g_00972
OG0001034	Syar.g_03022	Syal.g_00684
OG0001035	Syar.g_00171	Syal.g_01226
OG0001036	Syar.g_00193	Syal.g_01231
OG0001037	Syar.g_00195	Syal.g_01233
OG0001038	Syar.g_00223	Syal.g_01261
OG0001039	Syar.g_00226	Syal.g_01264
OG0001040	Syar.g_00229	Syal.g_01267
OG0001041	Syar.g_00234	Syal.g_01272
OG0001042	Syar.g_00831	Syal.g_01300
OG0001043	Syar.g_00826	Syal.g_01304
OG0001044	Syar.g_01117	Syal.g_00346
OG0001045	Syar.g_01130	Syal.g_00359
OG0001046	Syar.g_02514	Syal.g_01967
OG0001047	Syar.g_01180	Syal.g_00522
OG0001048	Syar.g_01181	Syal.g_00521
OG0001049	Syar.g_02872	Syal.g_00518
OG0001050	Syar.g_02871	Syal.g_00517
OG0001051	Syar.g_02870	Syal.g_00516
OG0001052	Syar.g_01269	Syal.g_00467
OG0001053	Syar.g_01472	Syal.g_02900
OG0001054	Syar.g_01492	Syal.g_02919
OG0001055	Syar.g_01513	Syal.g_02940
OG0001056	Syar.g_02349	Syal.g_02833
OG0001057	Syar.g_02341	Syal.g_01574
OG0001058	Syar.g_02324	Syal.g_02812
OG0001059	Syar.g_00422	Syal.g_02808
OG0001060	Syar.g_02315	Syal.g_02801
OG0001061	Syar.g_02297	Syal.g_02783
OG0001062	Syar.g_02294	Syal.g_02781
OG0001063	Syar.g_02209	Syal.g_02776
OG0001064	Syar.g_02208	Syal.g_02775
OG0001065	Syar.g_02207	Syal.g_02774
OG0001066	Syar.g_02206	Syal.g_02773
OG0001067	Syar.g_02205	Syal.g_02772
OG0001068	Syar.g_02204	Syal.g_02771
OG0001069	Syar.g_02203	Syal.g_02770
OG0001070	Syar.g_02200	Syal.g_02766
OG0001071	Syar.g_02199	Syal.g_02765
OG0001072	Syar.g_02195	Syal.g_02761
OG0001073	Syar.g_02182	Syal.g_02746
OG0001074	Syar.g_02031	Syal.g_02575
OG0001075	Syar.g_02215	Syal.g_02726
OG0001076	Syar.g_02253	Syal.g_02712
OG0001077	Syar.g_02240	Syal.g_02702
OG0001078	Syar.g_02419	Syal.g_02635
OG0001079	Syar.g_02431	Syal.g_02618
OG0001080	Syar.g_02442	Syal.g_02514
OG0001081	Syar.g_02444	Syal.g_02175
OG0001082	Syar.g_02445	Syal.g_02176
OG0001083	Syar.g_02473	Syal.g_02184
OG0001084	Syar.g_02474	Syal.g_02187
OG0001085	Syar.g_01688	Syal.g_02206
OG0001086	Syar.g_01686	Syal.g_02208
OG0001087	Syar.g_02347	Syal.g_01782
OG0001088	Syar.g_00431	Syal.g_01785
OG0001089	Syar.g_01942	Syal.g_01811
OG0001090	Syar.g_01582	Syal.g_01859
OG0001091	Syar.g_01580	Syal.g_01862
OG0001092	Syar.g_01578	Syal.g_01864
OG0001093	Syar.g_01572	Syal.g_02419
OG0001094	Syar.g_02633	Syal.g_02216
OG0001095	Syar.g_02653	Syal.g_01879
OG0001096	Syar.g_02476	Syal.g_02447
OG0001097	Syar.g_01823	Syal.g_02473
OG0001098	Syar.g_01672	Syal.g_02083
OG0001099	Syar.g_00035	Syal.g_00837
OG0001100	Syar.g_01625	Syal.g_02293
OG0001101	Syar.g_01623	Syal.g_02292
OG0001102	Syar.g_01620	Syal.g_02289
OG0001103	Syar.g_01618	Syal.g_02287
OG0001104	Syar.g_02616	Syal.g_02241
OG0001105	Syar.g_02620	Syal.g_02236
OG0001106	Syar.g_02553	Syal.g_02007
OG0001107	Syar.g_02541	Syal.g_01993
OG0001109	Syar.g_02529	Syal.g_01983
OG0001110	Syar.g_02527	Syal.g_01981
OG0001111	Syar.g_02525	Syal.g_01979
OG0001112	Syar.g_02523	Syal.g_01977
OG0001113	Syar.g_02522	Syal.g_02244
OG0001114	Syar.g_02521	Syal.g_01976
OG0001115	Syar.g_02519	Syal.g_01972
OG0001116	Syar.g_02517	Syal.g_01970
OG0001117	Syar.g_02516	Syal.g_01969
OG0001118	Syar.g_02515	Syal.g_01968
OG0001119	Syar.g_02513	Syal.g_01966
OG0001120	Syar.g_02507	Syal.g_01962
OG0001122	Syar.g_01803	Syal.g_01921
OG0001123	Syar.g_01796	Syal.g_01913
OG0001124	Syar.g_01793	Syal.g_01911
OG0001125	Syar.g_01791	Syal.g_01909
OG0001126	Syar.g_01375	Syal.g_01837
OG0001127	Syar.g_01374	Syal.g_01836
OG0001128	Syar.g_01371	Syal.g_01833
OG0001129	Syar.g_01369	Syal.g_01831
OG0001130	Syar.g_01368	Syal.g_01830
OG0001131	Syar.g_02448	Syal.g_02260
OG0001132	Syar.g_00684	Syal.g_02553
OG0001133	Syar.g_02249	Syal.g_02710
OG0001134	Syar.g_02235	Syal.g_02506
OG0001136	Syar.g_01536	Syal.g_01650
OG0001137	Syar.g_01944	Syal.g_01673
OG0001138	Syar.g_01977	Syal.g_01709
OG0001139	Syar.g_01980	Syal.g_01711
