Orthogroup	Syar	Praf
OG0000560	Syar.g_02320	Praf.g_00694
OG0000561	Syar.g_02319	Praf.g_00695
OG0000562	Syar.g_02318	Praf.g_00696
OG0000563	Syar.g_02317	Praf.g_00697
OG0000564	Syar.g_02316	Praf.g_00698
OG0000565	Syar.g_02312	Praf.g_00701
OG0000566	Syar.g_02308	Praf.g_00705
OG0000567	Syar.g_02304	Praf.g_00709
OG0000568	Syar.g_02302	Praf.g_00711
OG0000569	Syar.g_02301	Praf.g_00712
OG0000570	Syar.g_02300	Praf.g_00713
OG0000571	Syar.g_02298	Praf.g_00716
OG0000572	Syar.g_02201	Praf.g_00733
OG0000573	Syar.g_02191	Praf.g_00740
OG0000574	Syar.g_02190	Praf.g_00741
OG0000575	Syar.g_03180	Praf.g_00751
OG0000576	Syar.g_02187	Praf.g_00753
OG0000577	Syar.g_02186	Praf.g_00754
OG0000578	Syar.g_02185	Praf.g_00755
OG0000579	Syar.g_02184	Praf.g_00756
OG0000580	Syar.g_02183	Praf.g_00757
OG0000581	Syar.g_02175	Praf.g_00761
OG0000582	Syar.g_02131	Praf.g_00765
OG0000583	Syar.g_02132	Praf.g_00766
OG0000584	Syar.g_02133	Praf.g_00767
OG0000585	Syar.g_02170	Praf.g_00769
OG0000586	Syar.g_02171	Praf.g_00771
OG0000587	Syar.g_02173	Praf.g_00773
OG0000588	Syar.g_02275	Praf.g_01663
OG0000589	Syar.g_02261	Praf.g_01666
OG0000590	Syar.g_02260	Praf.g_01667
OG0000591	Syar.g_02246	Praf.g_01674
OG0000592	Syar.g_02245	Praf.g_01675
OG0000593	Syar.g_02414	Praf.g_01688
OG0000594	Syar.g_02415	Praf.g_01689
OG0000595	Syar.g_02416	Praf.g_01690
OG0000596	Syar.g_02421	Praf.g_01695
OG0000597	Syar.g_02424	Praf.g_01698
OG0000598	Syar.g_02425	Praf.g_01699
OG0000599	Syar.g_02428	Praf.g_01709
OG0000600	Syar.g_02429	Praf.g_01710
OG0000601	Syar.g_02430	Praf.g_01711
OG0000602	Syar.g_02435	Praf.g_01716
OG0000603	Syar.g_02436	Praf.g_01717
OG0000604	Syar.g_02438	Praf.g_01718
OG0000605	Syar.g_02440	Praf.g_01720
OG0000606	Syar.g_02443	Praf.g_01727
OG0000607	Syar.g_02446	Praf.g_01730
OG0000608	Syar.g_02447	Praf.g_01731
OG0000609	Syar.g_02470	Praf.g_01733
OG0000610	Syar.g_01917	Praf.g_01741
OG0000611	Syar.g_01914	Praf.g_01744
OG0000612	Syar.g_01913	Praf.g_01745
OG0000613	Syar.g_00712	Praf.g_02344
OG0000614	Syar.g_02012, Syar.g_01344	Praf.g_01207
OG0000615	Syar.g_02603	Praf.g_01489
OG0000616	Syar.g_00454	Praf.g_02767
OG0000617	Syar.g_01576	Praf.g_01308
OG0000618	Syar.g_01575	Praf.g_01309
OG0000619	Syar.g_01574	Praf.g_01310
OG0000620	Syar.g_01569	Praf.g_01314
OG0000621	Syar.g_01568	Praf.g_01315
OG0000622	Syar.g_01566	Praf.g_01316
OG0000623	Syar.g_01565	Praf.g_01317
OG0000624	Syar.g_01564	Praf.g_01318
OG0000625	Syar.g_01563	Praf.g_01319
OG0000626	Syar.g_01562	Praf.g_01320
OG0000627	Syar.g_01868	Praf.g_01441
OG0000628	Syar.g_01869	Praf.g_01440
OG0000629	Syar.g_01872	Praf.g_01437
OG0000630	Syar.g_02586	Praf.g_01433
OG0000631	Syar.g_02579	Praf.g_01429
OG0000632	Syar.g_02578	Praf.g_01428
OG0000633	Syar.g_02576	Praf.g_01427
OG0000634	Syar.g_02635	Praf.g_01526
OG0000635	Syar.g_02636	Praf.g_01527
OG0000636	Syar.g_02638	Praf.g_01529
OG0000637	Syar.g_02640	Praf.g_01531
OG0000638	Syar.g_02641	Praf.g_01532
OG0000639	Syar.g_02642	Praf.g_01533
OG0000640	Syar.g_02643	Praf.g_01534
OG0000641	Syar.g_02648	Praf.g_01538
OG0000642	Syar.g_02649	Praf.g_01539
OG0000643	Syar.g_02650	Praf.g_01540
OG0000644	Syar.g_02651	Praf.g_01541
OG0000645	Syar.g_02652	Praf.g_01542
OG0000646	Syar.g_02655	Praf.g_01545
OG0000647	Syar.g_02657	Praf.g_01547
OG0000648	Syar.g_02659	Praf.g_01549
OG0000649	Syar.g_02660	Praf.g_01550
OG0000650	Syar.g_02661	Praf.g_01551
OG0000651	Syar.g_02662	Praf.g_01552
OG0000652	Syar.g_02663	Praf.g_01553
OG0000653	Syar.g_02665	Praf.g_01557
OG0000654	Syar.g_02666	Praf.g_01558
OG0000655	Syar.g_02667	Praf.g_01559
OG0000656	Syar.g_02479	Praf.g_01562
OG0000657	Syar.g_01812	Praf.g_01592
OG0000658	Syar.g_01815	Praf.g_01594
OG0000659	Syar.g_01816	Praf.g_01595
OG0000660	Syar.g_01820	Praf.g_01599
OG0000661	Syar.g_03175, Syar.g_01822	Praf.g_01601
OG0000662	Syar.g_01829	Praf.g_01603
OG0000663	Syar.g_01832	Praf.g_01606
OG0000664	Syar.g_01837	Praf.g_01607
OG0000665	Syar.g_02774	Praf.g_01620
OG0000666	Syar.g_01241	Praf.g_01622
OG0000667	Syar.g_02346	Praf.g_01629
OG0000668	Syar.g_01802	Praf.g_01339
OG0000669	Syar.g_01627	Praf.g_01638
OG0000670	Syar.g_01624	Praf.g_00961
OG0000671	Syar.g_01622	Praf.g_01456
OG0000672	Syar.g_01619	Praf.g_01459
OG0000673	Syar.g_01615	Praf.g_01462
OG0000674	Syar.g_01613	Praf.g_01464
OG0000675	Syar.g_01612	Praf.g_01465
OG0000676	Syar.g_01608	Praf.g_01467
OG0000677	Syar.g_01607	Praf.g_01469
OG0000678	Syar.g_02037	Praf.g_01475
OG0000679	Syar.g_02606	Praf.g_01494
OG0000680	Syar.g_02607	Praf.g_01495
OG0000681	Syar.g_02610	Praf.g_01497
OG0000682	Syar.g_02611	Praf.g_01498
OG0000683	Syar.g_02612	Praf.g_01499
OG0000684	Syar.g_02615	Praf.g_01512
OG0000685	Syar.g_02617	Praf.g_01510
OG0000686	Syar.g_02618	Praf.g_01509
OG0000687	Syar.g_02619	Praf.g_01508
OG0000688	Syar.g_02624	Praf.g_01515
OG0000689	Syar.g_02626	Praf.g_01516
OG0000690	Syar.g_02627	Praf.g_01517
OG0000691	Syar.g_02628	Praf.g_01519
OG0000692	Syar.g_02629	Praf.g_01520
OG0000693	Syar.g_02631	Praf.g_01522
OG0000694	Syar.g_02632	Praf.g_01523
OG0000695	Syar.g_02573	Praf.g_01425
OG0000696	Syar.g_02572	Praf.g_01424
OG0000697	Syar.g_02570	Praf.g_01422
OG0000698	Syar.g_02567	Praf.g_01419
OG0000699	Syar.g_02566	Praf.g_01417
OG0000700	Syar.g_02565	Praf.g_01416
OG0000701	Syar.g_02564	Praf.g_01415
OG0000702	Syar.g_02559	Praf.g_01408
OG0000703	Syar.g_02557	Praf.g_01407
OG0000704	Syar.g_02555	Praf.g_01405
OG0000705	Syar.g_02547	Praf.g_01399
OG0000706	Syar.g_02546	Praf.g_01398
OG0000707	Syar.g_02545	Praf.g_01397
OG0000708	Syar.g_02542	Praf.g_01395
OG0000709	Syar.g_02534	Praf.g_01388
OG0000710	Syar.g_02528	Praf.g_01383, Praf.g_01384
OG0000711	Syar.g_02499	Praf.g_01360
OG0000712	Syar.g_02497	Praf.g_01359
OG0000713	Syar.g_02496	Praf.g_01358
OG0000714	Syar.g_02494	Praf.g_01355
OG0000715	Syar.g_02492	Praf.g_01353
OG0000716	Syar.g_02488	Praf.g_01349
OG0000717	Syar.g_02487	Praf.g_01348
OG0000718	Syar.g_02483	Praf.g_01343
OG0000719	Syar.g_01804	Praf.g_01341
OG0000720	Syar.g_01790	Praf.g_01328
OG0000721	Syar.g_01788	Praf.g_01327
OG0000722	Syar.g_01787	Praf.g_01326
OG0000723	Syar.g_01560	Praf.g_01322
OG0000724	Syar.g_01367, Syar.g_02120	Praf.g_01279
OG0000725	Syar.g_01934	Praf.g_01270
OG0000726	Syar.g_01935	Praf.g_01269
OG0000727	Syar.g_01936	Praf.g_01268
OG0000728	Syar.g_01938	Praf.g_01267
OG0000729	Syar.g_00593	Praf.g_00162
OG0000730	Syar.g_01115	Praf.g_02056
OG0000731	Syar.g_01127	Praf.g_02047
OG0000732	Syar.g_00522	Praf.g_00055
OG0000733	Syar.g_02234	Praf.g_02698
OG0000734	Syar.g_03128	Praf.g_00233
OG0000735	Syar.g_01522	Praf.g_00822
OG0000736	Syar.g_01523	Praf.g_00823
OG0000737	Syar.g_01524	Praf.g_00824
OG0000738	Syar.g_01530	Praf.g_00830
OG0000739	Syar.g_01531	Praf.g_00832
OG0000740	Syar.g_01532	Praf.g_00833
OG0000741	Syar.g_01535	Praf.g_00836
OG0000742	Syar.g_01538	Praf.g_00853
OG0000743	Syar.g_01541	Praf.g_00855
OG0000744	Syar.g_01542	Praf.g_00856
OG0000745	Syar.g_01545	Praf.g_00858
OG0000746	Syar.g_01549	Praf.g_00860
OG0000747	Syar.g_01551	Praf.g_00861
OG0000748	Syar.g_01945	Praf.g_00873
OG0000749	Syar.g_01946	Praf.g_00874
OG0000750	Syar.g_01947	Praf.g_00875
OG0000751	Syar.g_01952	Praf.g_00880
OG0000752	Syar.g_01954	Praf.g_00882
OG0000753	Syar.g_01957	Praf.g_00885
OG0000754	Syar.g_01963	Praf.g_00914
OG0000755	Syar.g_01974	Praf.g_00921
OG0000756	Syar.g_01975	Praf.g_00922
OG0000757	Syar.g_01984	Praf.g_00929
OG0000758	Syar.g_01985	Praf.g_00930
OG0000759	Syar.g_01986	Praf.g_00931
OG0000760	Syar.g_01987	Praf.g_00932
OG0000761	Syar.g_01988	Praf.g_00933
OG0000762	Syar.g_01992	Praf.g_00913
OG0000763	Syar.g_01699	Praf.g_00911
OG0000764	Syar.g_01700	Praf.g_00910
OG0000765	Syar.g_01718	Praf.g_00895
OG0000766	Syar.g_01719	Praf.g_00894
OG0000767	Syar.g_01721	Praf.g_00892
OG0000768	Syar.g_01722	Praf.g_00891
OG0000769	Syar.g_01724	Praf.g_00887
OG0000770	Syar.g_01727	Praf.g_00937
OG0000771	Syar.g_01373	Praf.g_01285
OG0000772	Syar.g_00746	Praf.g_00548
OG0000773	Syar.g_02694	Praf.g_00808
OG0000774	Syar.g_02771	Praf.g_00804
OG0000775	Syar.g_02773	Praf.g_00802
OG0000776	Syar.g_01755	Praf.g_00801
OG0000777	Syar.g_01754	Praf.g_00800
OG0000778	Syar.g_01753	Praf.g_00799
OG0000779	Syar.g_02779	Praf.g_00794
OG0000780	Syar.g_02781	Praf.g_00791
OG0000781	Syar.g_02785	Praf.g_00787
OG0000782	Syar.g_02786	Praf.g_00786
OG0000783	Syar.g_02787	Praf.g_00785
OG0000784	Syar.g_02788	Praf.g_00784
OG0000785	Syar.g_02791	Praf.g_00782
OG0000786	Syar.g_02795	Praf.g_00777
OG0000787	Syar.g_02796	Praf.g_00776
OG0000788	Syar.g_02331	Praf.g_01996
OG0000789	Syar.g_02040	Praf.g_01001
OG0000790	Syar.g_01456	Praf.g_00579
OG0000791	Syar.g_01454	Praf.g_00577
OG0000792	Syar.g_01453	Praf.g_00576
OG0000793	Syar.g_01243	Praf.g_00572
OG0000794	Syar.g_01242	Praf.g_00571
OG0000795	Syar.g_01240	Praf.g_00570
OG0000796	Syar.g_01236	Praf.g_00566
OG0000797	Syar.g_01235	Praf.g_00565
OG0000798	Syar.g_00222	Praf.g_02276
OG0000799	Syar.g_02844	Praf.g_01765
OG0000800	Syar.g_02843	Praf.g_01766
OG0000801	Syar.g_02842	Praf.g_01767
OG0000802	Syar.g_02825	Praf.g_01773
OG0000803	Syar.g_02822	Praf.g_01779
OG0000804	Syar.g_02819	Praf.g_01781
OG0000805	Syar.g_02817	Praf.g_01783
OG0000806	Syar.g_02815	Praf.g_01785
OG0000807	Syar.g_02814	Praf.g_01787
OG0000808	Syar.g_02813	Praf.g_01788
OG0000809	Syar.g_02811	Praf.g_01792
OG0000810	Syar.g_02810	Praf.g_01793
OG0000811	Syar.g_02805	Praf.g_01801
OG0000812	Syar.g_02803	Praf.g_01803
OG0000813	Syar.g_02802	Praf.g_01804
OG0000814	Syar.g_02800	Praf.g_01806
OG0000815	Syar.g_02799	Praf.g_01807
OG0000816	Syar.g_02797	Praf.g_01809
OG0000817	Syar.g_02861	Praf.g_01810
OG0000818	Syar.g_01418	Praf.g_01822
OG0000819	Syar.g_01417	Praf.g_01823
OG0000820	Syar.g_01416	Praf.g_01824
OG0000821	Syar.g_01410	Praf.g_01831
OG0000822	Syar.g_01408	Praf.g_01833
OG0000823	Syar.g_01407	Praf.g_01834
OG0000824	Syar.g_01402	Praf.g_01838
OG0000825	Syar.g_01401	Praf.g_01839
OG0000826	Syar.g_01400	Praf.g_01840
OG0000827	Syar.g_01399	Praf.g_01841
OG0000828	Syar.g_01396	Praf.g_01844
OG0000829	Syar.g_01395	Praf.g_01845
OG0000830	Syar.g_01394	Praf.g_01846
OG0000831	Syar.g_01391	Praf.g_01849
OG0000832	Syar.g_01213	Praf.g_00542
OG0000833	Syar.g_02877	Praf.g_00534
OG0000834	Syar.g_02878	Praf.g_00533
OG0000835	Syar.g_02879	Praf.g_00532
OG0000836	Syar.g_02881	Praf.g_00530
OG0000837	Syar.g_02882	Praf.g_00529
OG0000838	Syar.g_02886	Praf.g_00525
OG0000839	Syar.g_02887	Praf.g_00524
OG0000840	Syar.g_02888	Praf.g_00523
OG0000841	Syar.g_02889	Praf.g_00522
OG0000842	Syar.g_02890	Praf.g_00521
OG0000843	Syar.g_02891	Praf.g_00520
OG0000844	Syar.g_02893	Praf.g_00518
OG0000845	Syar.g_02894	Praf.g_00517
OG0000846	Syar.g_02895	Praf.g_00516
OG0000847	Syar.g_02896	Praf.g_00515
OG0000848	Syar.g_02898	Praf.g_00513
OG0000849	Syar.g_02899	Praf.g_00512
OG0000850	Syar.g_02902	Praf.g_00511
OG0000851	Syar.g_02905	Praf.g_00508
OG0000852	Syar.g_02906	Praf.g_00507
OG0000853	Syar.g_02910	Praf.g_00502
OG0000854	Syar.g_02912	Praf.g_00500
OG0000855	Syar.g_02913	Praf.g_00499
OG0000856	Syar.g_02243	Praf.g_01677
OG0000857	Syar.g_02656	Praf.g_01546
OG0000858	Syar.g_02920	Praf.g_00490
OG0000859	Syar.g_02921	Praf.g_00489
OG0000860	Syar.g_02931	Praf.g_00478
OG0000861	Syar.g_02932	Praf.g_00477
OG0000862	Syar.g_02942	Praf.g_00475
OG0000863	Syar.g_02944	Praf.g_00472
OG0000864	Syar.g_02945	Praf.g_00471
OG0000865	Syar.g_02946	Praf.g_00470
OG0000866	Syar.g_02947	Praf.g_00469
OG0000867	Syar.g_02948	Praf.g_00468
OG0000868	Syar.g_02950	Praf.g_00466
OG0000869	Syar.g_02955	Praf.g_00463
OG0000870	Syar.g_02960	Praf.g_00458
OG0000871	Syar.g_02961	Praf.g_00457
OG0000872	Syar.g_02967	Praf.g_00455
OG0000873	Syar.g_02970	Praf.g_00452
OG0000874	Syar.g_02974	Praf.g_00448
OG0000875	Syar.g_02975	Praf.g_00447
OG0000876	Syar.g_01828	Praf.g_00446
OG0000877	Syar.g_02977	Praf.g_00443
OG0000878	Syar.g_02978	Praf.g_00442
OG0000879	Syar.g_02979	Praf.g_00441
OG0000880	Syar.g_02980	Praf.g_00440
OG0000881	Syar.g_02984	Praf.g_00434
OG0000882	Syar.g_02989	Praf.g_00429
OG0000883	Syar.g_02992	Praf.g_00427
OG0000884	Syar.g_02994	Praf.g_00425
OG0000885	Syar.g_02995	Praf.g_00424
OG0000886	Syar.g_02996	Praf.g_00423
OG0000887	Syar.g_02998	Praf.g_00422
OG0000888	Syar.g_03000	Praf.g_00420
OG0000889	Syar.g_03002	Praf.g_00418
OG0000890	Syar.g_03005	Praf.g_00405
OG0000891	Syar.g_03006	Praf.g_00404
OG0000892	Syar.g_03008	Praf.g_00402
OG0000893	Syar.g_00150	Praf.g_02202
OG0000894	Syar.g_00145	Praf.g_02199
OG0000895	Syar.g_00141	Praf.g_02195
OG0000896	Syar.g_00140	Praf.g_02194
OG0000897	Syar.g_00138	Praf.g_02192
OG0000898	Syar.g_00137	Praf.g_02191
OG0000899	Syar.g_00136	Praf.g_02190
OG0000900	Syar.g_00135	Praf.g_02189
OG0000901	Syar.g_00130	Praf.g_02185
OG0000902	Syar.g_01013	Praf.g_02183
OG0000903	Syar.g_01026	Praf.g_02170
OG0000904	Syar.g_01021	Praf.g_02175
OG0000905	Syar.g_01018	Praf.g_02177
OG0000906	Syar.g_01015	Praf.g_02179
OG0000907	Syar.g_01028	Praf.g_02163
OG0000908	Syar.g_01031	Praf.g_02160
OG0000909	Syar.g_01032	Praf.g_02159
OG0000910	Syar.g_01033	Praf.g_02158
OG0000911	Syar.g_01035	Praf.g_02156
OG0000912	Syar.g_01036	Praf.g_02155
OG0000913	Syar.g_01037	Praf.g_02154
OG0000914	Syar.g_01038	Praf.g_02153
OG0000915	Syar.g_01040	Praf.g_02152
OG0000916	Syar.g_01041	Praf.g_02151
OG0000917	Syar.g_01042	Praf.g_02150
OG0000918	Syar.g_01043	Praf.g_02149
OG0000919	Syar.g_01044	Praf.g_02148
OG0000920	Syar.g_01045	Praf.g_02147
OG0000921	Syar.g_01046	Praf.g_02146
OG0000922	Syar.g_01047	Praf.g_02145
OG0000923	Syar.g_01051	Praf.g_02141
OG0000924	Syar.g_01052	Praf.g_02140
OG0000925	Syar.g_01053	Praf.g_02139
OG0000926	Syar.g_01054	Praf.g_02138
OG0000927	Syar.g_01056	Praf.g_02136
OG0000928	Syar.g_01057	Praf.g_02135
OG0000929	Syar.g_01058	Praf.g_02134
OG0000930	Syar.g_01059	Praf.g_02133
OG0000931	Syar.g_01060	Praf.g_02132
OG0000932	Syar.g_01061	Praf.g_02131
OG0000933	Syar.g_01066	Praf.g_02126
OG0000934	Syar.g_01068	Praf.g_02124
OG0000935	Syar.g_01069	Praf.g_02123
OG0000936	Syar.g_01070	Praf.g_02122
OG0000937	Syar.g_01071	Praf.g_02121
OG0000938	Syar.g_01074	Praf.g_02118
OG0000939	Syar.g_01075	Praf.g_02117
OG0000940	Syar.g_01081	Praf.g_02106
OG0000941	Syar.g_01083	Praf.g_02104
OG0000942	Syar.g_01085	Praf.g_02102
OG0000943	Syar.g_01086	Praf.g_02101
OG0000944	Syar.g_01088	Praf.g_02099
OG0000945	Syar.g_01089	Praf.g_02097
OG0000946	Syar.g_01095	Praf.g_02082
OG0000947	Syar.g_01098	Praf.g_02079
OG0000948	Syar.g_01099	Praf.g_02078
OG0000949	Syar.g_00283	Praf.g_02075
OG0000950	Syar.g_00661	Praf.g_02383
OG0000951	Syar.g_00656	Praf.g_02388
OG0000952	Syar.g_00651	Praf.g_02393
OG0000953	Syar.g_00248	Praf.g_02397
OG0000954	Syar.g_00258	Praf.g_00195
OG0000955	Syar.g_00259	Praf.g_00194
OG0000956	Syar.g_00261	Praf.g_00192
OG0000957	Syar.g_00610	Praf.g_00180
OG0000958	Syar.g_00609	Praf.g_00179
OG0000959	Syar.g_00605	Praf.g_00175
OG0000960	Syar.g_00604	Praf.g_00174
OG0000961	Syar.g_00094	Praf.g_00165
OG0000962	Syar.g_00594	Praf.g_00163
OG0000963	Syar.g_00590	Praf.g_00157
OG0000964	Syar.g_00589	Praf.g_00156
OG0000965	Syar.g_00588	Praf.g_00155
OG0000966	Syar.g_00549	Praf.g_00089
OG0000967	Syar.g_00545	Praf.g_00082
OG0000968	Syar.g_00542	Praf.g_00077
OG0000969	Syar.g_00540	Praf.g_00075
OG0000970	Syar.g_00539	Praf.g_00074
OG0000971	Syar.g_00537	Praf.g_00072
OG0000972	Syar.g_00536	Praf.g_00071
OG0000973	Syar.g_00535	Praf.g_00070
OG0000974	Syar.g_00534	Praf.g_00069
OG0000975	Syar.g_00533	Praf.g_00068
OG0000976	Syar.g_00532	Praf.g_00067
OG0000977	Syar.g_00530	Praf.g_00064
OG0000978	Syar.g_00529	Praf.g_00063
OG0000979	Syar.g_00526	Praf.g_00060
OG0000980	Syar.g_00523	Praf.g_00056
OG0000981	Syar.g_00520	Praf.g_00053
OG0000982	Syar.g_00331	Praf.g_02657
OG0000983	Syar.g_00332	Praf.g_02658
OG0000984	Syar.g_00333	Praf.g_02659
OG0000985	Syar.g_00337	Praf.g_02663
OG0000986	Syar.g_00344	Praf.g_02665
OG0000987	Syar.g_00346	Praf.g_02667
OG0000988	Syar.g_00352	Praf.g_02671
OG0000989	Syar.g_00377	Praf.g_02680
OG0000990	Syar.g_00697	Praf.g_02702
OG0000991	Syar.g_00700	Praf.g_02716
OG0000992	Syar.g_00704	Praf.g_02719
OG0000993	Syar.g_00705	Praf.g_02720
OG0000994	Syar.g_00708	Praf.g_02723
OG0000995	Syar.g_03212, Syar.g_00624	Praf.g_02730
OG0000996	Syar.g_00861	Praf.g_02743
OG0000997	Syar.g_00437	Praf.g_02753
OG0000998	Syar.g_00439	Praf.g_02755
OG0000999	Syar.g_00440	Praf.g_02756
OG0001000	Syar.g_00955, Syar.g_00444	Praf.g_02759
OG0001001	Syar.g_00450	Praf.g_02764
OG0001002	Syar.g_00457	Praf.g_02770
OG0001003	Syar.g_00459	Praf.g_02772
OG0001004	Syar.g_00460	Praf.g_02773
OG0001005	Syar.g_00461	Praf.g_02775
OG0001006	Syar.g_00468	Praf.g_02781
OG0001007	Syar.g_00470	Praf.g_02783
OG0001008	Syar.g_01178	Praf.g_01988
OG0001009	Syar.g_00500	Praf.g_00032
OG0001010	Syar.g_00501	Praf.g_00033
OG0001011	Syar.g_00503	Praf.g_00035
OG0001013	Syar.g_00906	Praf.g_02603
OG0001014	Syar.g_00914	Praf.g_02597
OG0001015	Syar.g_00915	Praf.g_02596
OG0001017	Syar.g_03050	Praf.g_00310
OG0001018	Syar.g_03052	Praf.g_00308
OG0001019	Syar.g_03086	Praf.g_00296
OG0001020	Syar.g_03092	Praf.g_00268
OG0001021	Syar.g_03098	Praf.g_00264
OG0001022	Syar.g_03102	Praf.g_00259
OG0001023	Syar.g_03103	Praf.g_00258
OG0001024	Syar.g_02276	Praf.g_00254
OG0001025	Syar.g_03115	Praf.g_00247
OG0001026	Syar.g_03131	Praf.g_00230
OG0001027	Syar.g_00031	Praf.g_00225
OG0001028	Syar.g_00034	Praf.g_00223
OG0001029	Syar.g_00036	Praf.g_00221
OG0001030	Syar.g_00058	Praf.g_02408
OG0001031	Syar.g_00129	Praf.g_02497
OG0001032	Syar.g_01011	Praf.g_02500
OG0001033	Syar.g_00962	Praf.g_02533
OG0001034	Syar.g_03022	Praf.g_00385
OG0001035	Syar.g_00171	Praf.g_02243
OG0001036	Syar.g_00193	Praf.g_02247
OG0001037	Syar.g_00195	Praf.g_02249
OG0001038	Syar.g_00223	Praf.g_02277
OG0001039	Syar.g_00226	Praf.g_02280
OG0001040	Syar.g_00229	Praf.g_02283
OG0001041	Syar.g_00234	Praf.g_02288
OG0001042	Syar.g_00831	Praf.g_02316
OG0001043	Syar.g_00826	Praf.g_02318
OG0001044	Syar.g_01117	Praf.g_02055
OG0001045	Syar.g_01130	Praf.g_02044
OG0001046	Syar.g_02514	Praf.g_00495
OG0001047	Syar.g_01180	Praf.g_01986
OG0001048	Syar.g_01181	Praf.g_01985
OG0001049	Syar.g_02872	Praf.g_01982
OG0001050	Syar.g_02871	Praf.g_01981
OG0001051	Syar.g_02870	Praf.g_01980
OG0001052	Syar.g_01269	Praf.g_01911
OG0001053	Syar.g_01472	Praf.g_00598
OG0001054	Syar.g_01492	Praf.g_00615
OG0001055	Syar.g_01513	Praf.g_00636
OG0001056	Syar.g_02349	Praf.g_00665
OG0001057	Syar.g_02341	Praf.g_00675
OG0001058	Syar.g_02324	Praf.g_00689
OG0001059	Syar.g_00422	Praf.g_00693
OG0001060	Syar.g_02315	Praf.g_00700
OG0001061	Syar.g_02297	Praf.g_00717
OG0001062	Syar.g_02294	Praf.g_00719
OG0001063	Syar.g_02209	Praf.g_00723
OG0001064	Syar.g_02208	Praf.g_00724
OG0001065	Syar.g_02207	Praf.g_00725
OG0001066	Syar.g_02206	Praf.g_00726
OG0001067	Syar.g_02205	Praf.g_00728
OG0001068	Syar.g_02204	Praf.g_00729
OG0001069	Syar.g_02203	Praf.g_00730
OG0001070	Syar.g_02200	Praf.g_00734
OG0001071	Syar.g_02199	Praf.g_00735
OG0001072	Syar.g_02195	Praf.g_00738
OG0001073	Syar.g_02182	Praf.g_00758
OG0001074	Syar.g_02031	Praf.g_01659
OG0001075	Syar.g_02215	Praf.g_01661
OG0001076	Syar.g_02253	Praf.g_01669
OG0001077	Syar.g_02240	Praf.g_01680
OG0001078	Syar.g_02419	Praf.g_01693
OG0001079	Syar.g_02431	Praf.g_01713
OG0001080	Syar.g_02442	Praf.g_01722
OG0001081	Syar.g_02444	Praf.g_01728
OG0001082	Syar.g_02445	Praf.g_01729
OG0001083	Syar.g_02473	Praf.g_01737
OG0001084	Syar.g_02474	Praf.g_01738
OG0001085	Syar.g_01688	Praf.g_01749
OG0001086	Syar.g_01686	Praf.g_01751
OG0001087	Syar.g_02347	Praf.g_01225
OG0001088	Syar.g_00431	Praf.g_01221
OG0001089	Syar.g_01942	Praf.g_01124
OG0001090	Syar.g_01582	Praf.g_01303
OG0001091	Syar.g_01580	Praf.g_01305
OG0001092	Syar.g_01578	Praf.g_01307
OG0001093	Syar.g_01572	Praf.g_01311
OG0001094	Syar.g_02633	Praf.g_01524
OG0001095	Syar.g_02653	Praf.g_01543
OG0001096	Syar.g_02476	Praf.g_01560
OG0001097	Syar.g_01823	Praf.g_01602
OG0001098	Syar.g_01672	Praf.g_01444
OG0001099	Syar.g_00035	Praf.g_00222
OG0001100	Syar.g_01625	Praf.g_01454
OG0001101	Syar.g_01623	Praf.g_01455
OG0001102	Syar.g_01620	Praf.g_01458
OG0001103	Syar.g_01618	Praf.g_01460
OG0001104	Syar.g_02616	Praf.g_01511
OG0001105	Syar.g_02620	Praf.g_01506
OG0001106	Syar.g_02553	Praf.g_01404
OG0001107	Syar.g_02541	Praf.g_01394
OG0001109	Syar.g_02529	Praf.g_01385
OG0001110	Syar.g_02527	Praf.g_01382
OG0001111	Syar.g_02525	Praf.g_01380
OG0001112	Syar.g_02523	Praf.g_01378
OG0001113	Syar.g_02522	Praf.g_01377
OG0001114	Syar.g_02521	Praf.g_01376
OG0001115	Syar.g_02519	Praf.g_01374
OG0001116	Syar.g_02517	Praf.g_01372
OG0001117	Syar.g_02516	Praf.g_01371
OG0001118	Syar.g_02515	Praf.g_01370
OG0001119	Syar.g_02513	Praf.g_01369
OG0001120	Syar.g_02507	Praf.g_01366
OG0001122	Syar.g_01803	Praf.g_01340
OG0001123	Syar.g_01796	Praf.g_01333
OG0001124	Syar.g_01793	Praf.g_01331
OG0001125	Syar.g_01791	Praf.g_01329
OG0001126	Syar.g_01375	Praf.g_01287
OG0001127	Syar.g_01374	Praf.g_01286
OG0001128	Syar.g_01371	Praf.g_01283
OG0001129	Syar.g_01369	Praf.g_01281
OG0001130	Syar.g_01368	Praf.g_01280
OG0001131	Syar.g_02448	Praf.g_01296
OG0001132	Syar.g_00684	Praf.g_01652
OG0001133	Syar.g_02249	Praf.g_01671
OG0001134	Syar.g_02235	Praf.g_02690
OG0001136	Syar.g_01536	Praf.g_00852
OG0001137	Syar.g_01944	Praf.g_00872
OG0001138	Syar.g_01977	Praf.g_00923
OG0001139	Syar.g_01980	Praf.g_00925
OG0001140	Syar.g_01981	Praf.g_00926
OG0001141	Syar.g_01982	Praf.g_00927
OG0001142	Syar.g_01983	Praf.g_00928
OG0001143	Syar.g_01698	Praf.g_00912
OG0001144	Syar.g_01707	Praf.g_00904
