Orthogroup	Syar	Syaj
OG0000552	Syar.g_02683	Syaj.g_00129
OG0000553	Syar.g_02679	Syaj.g_00133
OG0000554	Syar.g_02352	Syaj.g_00145
OG0000555	Syar.g_02336	Syaj.g_00163
OG0000556	Syar.g_02332	Syaj.g_00167
OG0000557	Syar.g_02328	Syaj.g_00178
OG0000558	Syar.g_02326	Syaj.g_00181
OG0000559	Syar.g_02322	Syaj.g_00185
OG0000560	Syar.g_02320	Syaj.g_00188
OG0000561	Syar.g_02319	Syaj.g_00189
OG0000562	Syar.g_02318	Syaj.g_00190
OG0000563	Syar.g_02317	Syaj.g_00191
OG0000564	Syar.g_02316	Syaj.g_00192
OG0000565	Syar.g_02312	Syaj.g_00195
OG0000566	Syar.g_02308	Syaj.g_00199
OG0000567	Syar.g_02304	Syaj.g_00203
OG0000568	Syar.g_02302	Syaj.g_00207
OG0000569	Syar.g_02301	Syaj.g_00208
OG0000570	Syar.g_02300	Syaj.g_00209
OG0000571	Syar.g_02298	Syaj.g_00213
OG0000572	Syar.g_02201	Syaj.g_00230
OG0000573	Syar.g_02191	Syaj.g_00238
OG0000574	Syar.g_02190	Syaj.g_00242
OG0000575	Syar.g_03180	Syaj.g_00247
OG0000576	Syar.g_02187	Syaj.g_00249
OG0000577	Syar.g_02186	Syaj.g_00250
OG0000578	Syar.g_02185	Syaj.g_00251
OG0000579	Syar.g_02184	Syaj.g_00252
OG0000580	Syar.g_02183	Syaj.g_00253
OG0000581	Syar.g_02175	Syaj.g_00261
OG0000582	Syar.g_02131	Syaj.g_01338
OG0000583	Syar.g_02132	Syaj.g_01337
OG0000584	Syar.g_02133	Syaj.g_01336
OG0000585	Syar.g_02170	Syaj.g_01334
OG0000586	Syar.g_02171	Syaj.g_01333
OG0000587	Syar.g_02173	Syaj.g_01331
OG0000588	Syar.g_02275	Syaj.g_01313
OG0000589	Syar.g_02261	Syaj.g_01308
OG0000590	Syar.g_02260	Syaj.g_01307
OG0000591	Syar.g_02246	Syaj.g_01299
OG0000592	Syar.g_02245	Syaj.g_01298
OG0000593	Syar.g_02414	Syaj.g_01287
OG0000594	Syar.g_02415	Syaj.g_01286
OG0000595	Syar.g_02416	Syaj.g_01285
OG0000596	Syar.g_02421	Syaj.g_01280
OG0000597	Syar.g_02424	Syaj.g_01277
OG0000598	Syar.g_02425	Syaj.g_01276
OG0000599	Syar.g_02428	Syaj.g_01273
OG0000600	Syar.g_02429	Syaj.g_01272
OG0000601	Syar.g_02430	Syaj.g_01271
OG0000602	Syar.g_02435	Syaj.g_01266
OG0000603	Syar.g_02436	Syaj.g_01265
OG0000604	Syar.g_02438	Syaj.g_01262
OG0000605	Syar.g_02440	Syaj.g_01153
OG0000606	Syar.g_02443	Syaj.g_00698
OG0000607	Syar.g_02446	Syaj.g_00702
OG0000608	Syar.g_02447	Syaj.g_00703
OG0000609	Syar.g_02470	Syaj.g_00705
OG0000610	Syar.g_01917	Syaj.g_00714
OG0000611	Syar.g_01914	Syaj.g_00717
OG0000612	Syar.g_01913	Syaj.g_00718
OG0000613	Syar.g_00712	Syaj.g_02500
OG0000614	Syar.g_02012, Syar.g_01344	Syaj.g_00480
OG0000615	Syar.g_02603	Syaj.g_01065
OG0000616	Syar.g_00454	Syaj.g_02245
OG0000617	Syar.g_01576	Syaj.g_00952
OG0000618	Syar.g_01575	Syaj.g_00951
OG0000619	Syar.g_01574	Syaj.g_00950
OG0000620	Syar.g_01569	Syaj.g_00945
OG0000621	Syar.g_01568	Syaj.g_00944
OG0000622	Syar.g_01566	Syaj.g_00943
OG0000623	Syar.g_01565	Syaj.g_00942
OG0000624	Syar.g_01564	Syaj.g_00940
OG0000625	Syar.g_01563	Syaj.g_00939
OG0000626	Syar.g_01562	Syaj.g_00938
OG0000627	Syar.g_01868	Syaj.g_00765
OG0000628	Syar.g_01869	Syaj.g_00766
OG0000629	Syar.g_01872	Syaj.g_00769
OG0000630	Syar.g_02586	Syaj.g_00773
OG0000631	Syar.g_02579	Syaj.g_00786
OG0000632	Syar.g_02578	Syaj.g_00787
OG0000633	Syar.g_02576	Syaj.g_00789
OG0000634	Syar.g_02635	Syaj.g_01030
OG0000635	Syar.g_02636	Syaj.g_01029
OG0000636	Syar.g_02638	Syaj.g_01024
OG0000637	Syar.g_02640	Syaj.g_01022
OG0000638	Syar.g_02641	Syaj.g_01021
OG0000639	Syar.g_02642	Syaj.g_01020
OG0000640	Syar.g_02643	Syaj.g_01019
OG0000641	Syar.g_02648	Syaj.g_01015
OG0000642	Syar.g_02649	Syaj.g_01014
OG0000643	Syar.g_02650	Syaj.g_01012
OG0000644	Syar.g_02651	Syaj.g_01011
OG0000645	Syar.g_02652	Syaj.g_01009
OG0000646	Syar.g_02655	Syaj.g_01006
OG0000647	Syar.g_02657	Syaj.g_01004
OG0000648	Syar.g_02659	Syaj.g_01001
OG0000649	Syar.g_02660	Syaj.g_01000
OG0000650	Syar.g_02661	Syaj.g_00999
OG0000651	Syar.g_02662	Syaj.g_00998
OG0000652	Syar.g_02663	Syaj.g_00997
OG0000653	Syar.g_02665	Syaj.g_00991
OG0000654	Syar.g_02666	Syaj.g_00990
OG0000655	Syar.g_02667	Syaj.g_00989
OG0000656	Syar.g_02479	Syaj.g_00986
OG0000657	Syar.g_01812	Syaj.g_00382
OG0000658	Syar.g_01815	Syaj.g_00379
OG0000659	Syar.g_01816	Syaj.g_00378
OG0000660	Syar.g_01820	Syaj.g_00374
OG0000661	Syar.g_03175	Syaj.g_00372
OG0000662	Syar.g_01829	Syaj.g_00370
OG0000663	Syar.g_01832	Syaj.g_00367
OG0000664	Syar.g_01837	Syaj.g_00358
OG0000665	Syar.g_02774	Syaj.g_01243
OG0000666	Syar.g_01241	Syaj.g_01154
OG0000667	Syar.g_02346	Syaj.g_02661
OG0000668	Syar.g_01802	Syaj.g_00816
OG0000669	Syar.g_01627	Syaj.g_00730
OG0000670	Syar.g_01624	Syaj.g_00733
OG0000671	Syar.g_01622	Syaj.g_00735
OG0000672	Syar.g_01619	Syaj.g_00739
OG0000673	Syar.g_01615	Syaj.g_00742
OG0000674	Syar.g_01613	Syaj.g_00744
OG0000675	Syar.g_01612	Syaj.g_00757
OG0000676	Syar.g_01608	Syaj.g_00759
OG0000677	Syar.g_01607	Syaj.g_00760
OG0000678	Syar.g_02037	Syaj.g_01075
OG0000679	Syar.g_02606	Syaj.g_01061
OG0000680	Syar.g_02607	Syaj.g_01060
OG0000681	Syar.g_02610	Syaj.g_01057
OG0000682	Syar.g_02611	Syaj.g_01056
OG0000683	Syar.g_02612	Syaj.g_01055
OG0000684	Syar.g_02615	Syaj.g_01051
OG0000685	Syar.g_02617	Syaj.g_01049
OG0000686	Syar.g_02618	Syaj.g_01048
OG0000687	Syar.g_02619	Syaj.g_01047
OG0000688	Syar.g_02624	Syaj.g_01041
OG0000689	Syar.g_02626	Syaj.g_01039
OG0000690	Syar.g_02627	Syaj.g_01038
OG0000691	Syar.g_02628	Syaj.g_01037
OG0000692	Syar.g_02629	Syaj.g_01036
OG0000693	Syar.g_02631	Syaj.g_01034
OG0000694	Syar.g_02632	Syaj.g_01033
OG0000695	Syar.g_02573	Syaj.g_00791
OG0000696	Syar.g_02572	Syaj.g_00792
OG0000697	Syar.g_02570	Syaj.g_00932
OG0000698	Syar.g_02567	Syaj.g_00929
OG0000699	Syar.g_02566	Syaj.g_00928
OG0000700	Syar.g_02565	Syaj.g_00927
OG0000701	Syar.g_02564	Syaj.g_00926
OG0000702	Syar.g_02559	Syaj.g_00916
OG0000703	Syar.g_02557	Syaj.g_00915
OG0000704	Syar.g_02555	Syaj.g_00913
OG0000705	Syar.g_02547	Syaj.g_00906
OG0000706	Syar.g_02546	Syaj.g_00905
OG0000707	Syar.g_02545	Syaj.g_00904
OG0000708	Syar.g_02542	Syaj.g_00901
OG0000709	Syar.g_02534	Syaj.g_00872
OG0000710	Syar.g_02528	Syaj.g_00867
OG0000711	Syar.g_02499	Syaj.g_00839
OG0000712	Syar.g_02497	Syaj.g_00837
OG0000713	Syar.g_02496	Syaj.g_00836
OG0000714	Syar.g_02494	Syaj.g_00834
OG0000715	Syar.g_02492	Syaj.g_00832
OG0000716	Syar.g_02488	Syaj.g_00825
OG0000717	Syar.g_02487	Syaj.g_00824
OG0000718	Syar.g_02483	Syaj.g_00820
OG0000719	Syar.g_01804	Syaj.g_00818
OG0000720	Syar.g_01790	Syaj.g_00805
OG0000721	Syar.g_01788	Syaj.g_00803
OG0000722	Syar.g_01787	Syaj.g_00802
OG0000723	Syar.g_01560	Syaj.g_00934
OG0000724	Syar.g_01367, Syar.g_02120	Syaj.g_00421
OG0000725	Syar.g_01934	Syaj.g_00430
OG0000726	Syar.g_01935	Syaj.g_00431
OG0000727	Syar.g_01936	Syaj.g_00432
OG0000728	Syar.g_01938	Syaj.g_00434
OG0000729	Syar.g_00593	Syaj.g_02397
OG0000730	Syar.g_01115	Syaj.g_02802
OG0000731	Syar.g_01127	Syaj.g_02814
OG0000732	Syar.g_00522	Syaj.g_02315
OG0000733	Syar.g_02234	Syaj.g_02151
OG0000734	Syar.g_03128	Syaj.g_01895
OG0000735	Syar.g_01522	Syaj.g_00286
OG0000736	Syar.g_01523	Syaj.g_00287
OG0000737	Syar.g_01524	Syaj.g_00288
OG0000738	Syar.g_01530	Syaj.g_00293
OG0000739	Syar.g_01531	Syaj.g_00295
OG0000740	Syar.g_01532	Syaj.g_00296
OG0000741	Syar.g_01535	Syaj.g_00299
OG0000742	Syar.g_01538	Syaj.g_00301
OG0000743	Syar.g_01541	Syaj.g_00303
OG0000744	Syar.g_01542	Syaj.g_00304
OG0000745	Syar.g_01545	Syaj.g_00306
OG0000746	Syar.g_01549	Syaj.g_00308
OG0000747	Syar.g_01551	Syaj.g_00309
OG0000748	Syar.g_01945	Syaj.g_00319
OG0000749	Syar.g_01946	Syaj.g_00322
OG0000750	Syar.g_01947	Syaj.g_00323
OG0000751	Syar.g_01952	Syaj.g_00331
OG0000752	Syar.g_01954	Syaj.g_00333
OG0000753	Syar.g_01957	Syaj.g_00336
OG0000754	Syar.g_01963	Syaj.g_00643
OG0000755	Syar.g_01974	Syaj.g_00631
OG0000756	Syar.g_01975	Syaj.g_00625
OG0000757	Syar.g_01984	Syaj.g_00614
OG0000758	Syar.g_01985	Syaj.g_00613
OG0000759	Syar.g_01986	Syaj.g_00612
OG0000760	Syar.g_01987	Syaj.g_00611
OG0000761	Syar.g_01988	Syaj.g_00609
OG0000762	Syar.g_01992	Syaj.g_00603
OG0000763	Syar.g_01699	Syaj.g_00597
OG0000764	Syar.g_01700	Syaj.g_00596
OG0000765	Syar.g_01718	Syaj.g_00577
OG0000766	Syar.g_01719	Syaj.g_00576
OG0000767	Syar.g_01721	Syaj.g_00574
OG0000768	Syar.g_01722	Syaj.g_00573
OG0000769	Syar.g_01724	Syaj.g_00571
OG0000770	Syar.g_01727	Syaj.g_00567
OG0000771	Syar.g_01373	Syaj.g_00415
OG0000772	Syar.g_00746	Syaj.g_01208
OG0000773	Syar.g_02694	Syaj.g_00280
OG0000774	Syar.g_02771	Syaj.g_01502
OG0000775	Syar.g_02773	Syaj.g_01504
OG0000776	Syar.g_01755	Syaj.g_01505
OG0000777	Syar.g_01754	Syaj.g_01506
OG0000778	Syar.g_01753	Syaj.g_01507
OG0000779	Syar.g_02779	Syaj.g_01513
OG0000780	Syar.g_02781	Syaj.g_01517
OG0000781	Syar.g_02785	Syaj.g_01521
OG0000782	Syar.g_02786	Syaj.g_01522
OG0000783	Syar.g_02787	Syaj.g_01524
OG0000784	Syar.g_02788	Syaj.g_01525
OG0000785	Syar.g_02791	Syaj.g_01526
OG0000786	Syar.g_02795	Syaj.g_00265
OG0000787	Syar.g_02796	Syaj.g_00264
OG0000788	Syar.g_02331	Syaj.g_01270
OG0000789	Syar.g_02040	Syaj.g_01121
OG0000790	Syar.g_01456	Syaj.g_00054
OG0000791	Syar.g_01454	Syaj.g_00053
OG0000792	Syar.g_01453	Syaj.g_00052
OG0000793	Syar.g_01243	Syaj.g_00047
OG0000794	Syar.g_01242	Syaj.g_00046
OG0000795	Syar.g_01240	Syaj.g_00045
OG0000796	Syar.g_01236	Syaj.g_00039
OG0000797	Syar.g_01235	Syaj.g_00038
OG0000798	Syar.g_00222	Syaj.g_02568
OG0000799	Syar.g_02844	Syaj.g_01352
OG0000800	Syar.g_02843	Syaj.g_01354
OG0000801	Syar.g_02842	Syaj.g_01355
OG0000802	Syar.g_02825	Syaj.g_01359
OG0000803	Syar.g_02822	Syaj.g_01363
OG0000804	Syar.g_02819	Syaj.g_01366
OG0000805	Syar.g_02817	Syaj.g_01369
OG0000806	Syar.g_02815	Syaj.g_01370
OG0000807	Syar.g_02814	Syaj.g_01372
OG0000808	Syar.g_02813	Syaj.g_01373
OG0000809	Syar.g_02811	Syaj.g_01376
OG0000810	Syar.g_02810	Syaj.g_01377
OG0000811	Syar.g_02805	Syaj.g_01385
OG0000812	Syar.g_02803	Syaj.g_01387
OG0000813	Syar.g_02802	Syaj.g_01388
OG0000814	Syar.g_02800	Syaj.g_01390
OG0000815	Syar.g_02799	Syaj.g_01391
OG0000816	Syar.g_02797	Syaj.g_01392
OG0000817	Syar.g_02861	Syaj.g_01393
OG0000818	Syar.g_01418	Syaj.g_01399
OG0000819	Syar.g_01417	Syaj.g_01400
OG0000820	Syar.g_01416	Syaj.g_01401
OG0000821	Syar.g_01410	Syaj.g_01412
OG0000822	Syar.g_01408	Syaj.g_01414
OG0000823	Syar.g_01407	Syaj.g_01415
OG0000824	Syar.g_01402	Syaj.g_01421
OG0000825	Syar.g_01401	Syaj.g_01422
OG0000826	Syar.g_01400	Syaj.g_01423
OG0000827	Syar.g_01399	Syaj.g_01424
OG0000828	Syar.g_01396	Syaj.g_01427
OG0000829	Syar.g_01395	Syaj.g_01428
OG0000830	Syar.g_01394	Syaj.g_01429
OG0000831	Syar.g_01391	Syaj.g_01431
OG0000832	Syar.g_01213	Syaj.g_01635
OG0000833	Syar.g_02877	Syaj.g_01647
OG0000834	Syar.g_02878	Syaj.g_01649
OG0000835	Syar.g_02879	Syaj.g_01650
OG0000836	Syar.g_02881	Syaj.g_01654
OG0000837	Syar.g_02882	Syaj.g_01661
OG0000838	Syar.g_02886	Syaj.g_01665
OG0000839	Syar.g_02887	Syaj.g_01666
OG0000840	Syar.g_02888	Syaj.g_01667
OG0000841	Syar.g_02889	Syaj.g_01668
OG0000842	Syar.g_02890	Syaj.g_01669
OG0000843	Syar.g_02891	Syaj.g_01670
OG0000844	Syar.g_02893	Syaj.g_01680
OG0000845	Syar.g_02894	Syaj.g_01681
OG0000846	Syar.g_02895	Syaj.g_01682
OG0000847	Syar.g_02896	Syaj.g_01683
OG0000848	Syar.g_02898	Syaj.g_01685
OG0000849	Syar.g_02899	Syaj.g_01686
OG0000850	Syar.g_02902	Syaj.g_01689
OG0000851	Syar.g_02905	Syaj.g_01694
OG0000852	Syar.g_02906	Syaj.g_01695
OG0000853	Syar.g_02910	Syaj.g_01699
OG0000854	Syar.g_02912	Syaj.g_01701
OG0000855	Syar.g_02913	Syaj.g_01702
OG0000856	Syar.g_02243	Syaj.g_01296
OG0000857	Syar.g_02656	Syaj.g_01005
OG0000858	Syar.g_02920	Syaj.g_01708
OG0000859	Syar.g_02921	Syaj.g_01709
OG0000860	Syar.g_02931	Syaj.g_01723
OG0000861	Syar.g_02932	Syaj.g_01724
OG0000862	Syar.g_02942	Syaj.g_01725
OG0000863	Syar.g_02944	Syaj.g_01728
OG0000864	Syar.g_02945	Syaj.g_01729
OG0000865	Syar.g_02946	Syaj.g_01730
OG0000866	Syar.g_02947	Syaj.g_01731
OG0000867	Syar.g_02948	Syaj.g_01732
OG0000868	Syar.g_02950	Syaj.g_01734
OG0000869	Syar.g_02955	Syaj.g_01742
OG0000870	Syar.g_02960	Syaj.g_01747
OG0000871	Syar.g_02961	Syaj.g_01748
OG0000872	Syar.g_02967	Syaj.g_01756
OG0000873	Syar.g_02970	Syaj.g_01759
OG0000874	Syar.g_02974	Syaj.g_01754
OG0000875	Syar.g_02975	Syaj.g_01762
OG0000876	Syar.g_01828	Syaj.g_02084
OG0000877	Syar.g_02977	Syaj.g_01586
OG0000878	Syar.g_02978	Syaj.g_01587
OG0000879	Syar.g_02979	Syaj.g_01588
OG0000880	Syar.g_02980	Syaj.g_01589
OG0000881	Syar.g_02984	Syaj.g_01595
OG0000882	Syar.g_02989	Syaj.g_01599
OG0000883	Syar.g_02992	Syaj.g_01601
OG0000884	Syar.g_02994	Syaj.g_01603
OG0000885	Syar.g_02995	Syaj.g_01604
OG0000886	Syar.g_02996	Syaj.g_01605
OG0000887	Syar.g_02998	Syaj.g_01606
OG0000888	Syar.g_03000	Syaj.g_01608
OG0000889	Syar.g_03002	Syaj.g_01610
OG0000890	Syar.g_03005	Syaj.g_01615
OG0000891	Syar.g_03006	Syaj.g_01616
OG0000892	Syar.g_03008	Syaj.g_01620
OG0000893	Syar.g_00150	Syaj.g_02636
OG0000894	Syar.g_00145	Syaj.g_02639
OG0000895	Syar.g_00141	Syaj.g_02643
OG0000896	Syar.g_00140	Syaj.g_02644
OG0000897	Syar.g_00138	Syaj.g_02646
OG0000898	Syar.g_00137	Syaj.g_02647
OG0000899	Syar.g_00136	Syaj.g_02648
OG0000900	Syar.g_00135	Syaj.g_02649
OG0000901	Syar.g_00130	Syaj.g_02654
OG0000902	Syar.g_01013	Syaj.g_02656
OG0000903	Syar.g_01026	Syaj.g_02689
OG0000904	Syar.g_01021	Syaj.g_02684
OG0000905	Syar.g_01018	Syaj.g_02678
OG0000906	Syar.g_01015	Syaj.g_02676
OG0000907	Syar.g_01028	Syaj.g_02692
OG0000908	Syar.g_01031	Syaj.g_02695
OG0000909	Syar.g_01032	Syaj.g_02696
OG0000910	Syar.g_01033	Syaj.g_02697
OG0000911	Syar.g_01035	Syaj.g_02699
OG0000912	Syar.g_01036	Syaj.g_02700
OG0000913	Syar.g_01037	Syaj.g_02701
OG0000914	Syar.g_01038	Syaj.g_02702
OG0000915	Syar.g_01040	Syaj.g_02704
OG0000916	Syar.g_01041	Syaj.g_02705
OG0000917	Syar.g_01042	Syaj.g_02706
OG0000918	Syar.g_01043	Syaj.g_02707
OG0000919	Syar.g_01044	Syaj.g_02708
OG0000920	Syar.g_01045	Syaj.g_02709
OG0000921	Syar.g_01046	Syaj.g_02710
OG0000922	Syar.g_01047	Syaj.g_02711
OG0000923	Syar.g_01051	Syaj.g_02715
OG0000924	Syar.g_01052	Syaj.g_02716
OG0000925	Syar.g_01053	Syaj.g_02717
OG0000926	Syar.g_01054	Syaj.g_02718
OG0000927	Syar.g_01056	Syaj.g_02720
OG0000928	Syar.g_01057	Syaj.g_02721
OG0000929	Syar.g_01058	Syaj.g_02722
OG0000930	Syar.g_01059	Syaj.g_02723
OG0000931	Syar.g_01060	Syaj.g_02724
OG0000932	Syar.g_01061	Syaj.g_02725
OG0000933	Syar.g_01066	Syaj.g_02731
OG0000934	Syar.g_01068	Syaj.g_02733
OG0000935	Syar.g_01069	Syaj.g_02734
OG0000936	Syar.g_01070	Syaj.g_02735
OG0000937	Syar.g_01071	Syaj.g_02736
OG0000938	Syar.g_01074	Syaj.g_02739
OG0000939	Syar.g_01075	Syaj.g_02740
OG0000940	Syar.g_01081	Syaj.g_02747
OG0000941	Syar.g_01083	Syaj.g_02749
OG0000942	Syar.g_01085	Syaj.g_02751
OG0000943	Syar.g_01086	Syaj.g_02752
OG0000944	Syar.g_01088	Syaj.g_02754
OG0000945	Syar.g_01089	Syaj.g_02756
OG0000946	Syar.g_01095	Syaj.g_02761
OG0000947	Syar.g_01098	Syaj.g_02764
OG0000948	Syar.g_01099	Syaj.g_02765
OG0000949	Syar.g_00283	Syaj.g_02474
OG0000950	Syar.g_00661	Syaj.g_02459
OG0000951	Syar.g_00656	Syaj.g_02452
OG0000952	Syar.g_00651	Syaj.g_02446
OG0000953	Syar.g_00248	Syaj.g_02442
OG0000954	Syar.g_00258	Syaj.g_02435
OG0000955	Syar.g_00259	Syaj.g_02434
OG0000956	Syar.g_00261	Syaj.g_02432
OG0000957	Syar.g_00610	Syaj.g_02419
OG0000958	Syar.g_00609	Syaj.g_02418
OG0000959	Syar.g_00605	Syaj.g_02413
OG0000960	Syar.g_00604	Syaj.g_02412
OG0000961	Syar.g_00094	Syaj.g_02402
OG0000962	Syar.g_00594	Syaj.g_02398
OG0000963	Syar.g_00590	Syaj.g_02393
OG0000964	Syar.g_00589	Syaj.g_02392
OG0000965	Syar.g_00588	Syaj.g_02391
OG0000966	Syar.g_00549	Syaj.g_02370
OG0000967	Syar.g_00545	Syaj.g_02334
OG0000968	Syar.g_00542	Syaj.g_02363
OG0000969	Syar.g_00540	Syaj.g_02338
OG0000970	Syar.g_00539	Syaj.g_02337
OG0000971	Syar.g_00537	Syaj.g_02331
OG0000972	Syar.g_00536	Syaj.g_02330
OG0000973	Syar.g_00535	Syaj.g_02329
OG0000974	Syar.g_00534	Syaj.g_02328
OG0000975	Syar.g_00533	Syaj.g_02327
OG0000976	Syar.g_00532	Syaj.g_02326
OG0000977	Syar.g_00530	Syaj.g_02324
OG0000978	Syar.g_00529	Syaj.g_02322
OG0000979	Syar.g_00526	Syaj.g_02319
OG0000980	Syar.g_00523	Syaj.g_02316
OG0000981	Syar.g_00520	Syaj.g_02313
OG0000982	Syar.g_00331	Syaj.g_02112
OG0000983	Syar.g_00332	Syaj.g_02113
OG0000984	Syar.g_00333	Syaj.g_02114
OG0000985	Syar.g_00337	Syaj.g_02116
OG0000986	Syar.g_00344	Syaj.g_02123
OG0000987	Syar.g_00346	Syaj.g_02125
OG0000988	Syar.g_00352	Syaj.g_02131
OG0000989	Syar.g_00377	Syaj.g_02142
OG0000990	Syar.g_00697	Syaj.g_02165
OG0000991	Syar.g_00700	Syaj.g_02168
OG0000992	Syar.g_00704	Syaj.g_02171
OG0000993	Syar.g_00705	Syaj.g_02173
OG0000994	Syar.g_00708	Syaj.g_02177
OG0000995	Syar.g_03212, Syar.g_00624	Syaj.g_02182
OG0000996	Syar.g_00861	Syaj.g_02221
OG0000997	Syar.g_00437	Syaj.g_02228
OG0000998	Syar.g_00439	Syaj.g_02230
OG0000999	Syar.g_00440	Syaj.g_02231
OG0001000	Syar.g_00955, Syar.g_00444	Syaj.g_02236
OG0001001	Syar.g_00450	Syaj.g_02241
OG0001002	Syar.g_00457	Syaj.g_02248
OG0001003	Syar.g_00459	Syaj.g_02250
OG0001004	Syar.g_00460	Syaj.g_02251
OG0001005	Syar.g_00461	Syaj.g_02252
OG0001006	Syar.g_00468	Syaj.g_02260
OG0001007	Syar.g_00470	Syaj.g_02262
OG0001008	Syar.g_01178	Syaj.g_01554
OG0001009	Syar.g_00500	Syaj.g_02294
OG0001010	Syar.g_00501	Syaj.g_02295
OG0001011	Syar.g_00503	Syaj.g_02296
OG0001014	Syar.g_00914	Syaj.g_02083
OG0001015	Syar.g_00915	Syaj.g_02082
OG0001017	Syar.g_03050	Syaj.g_01830
OG0001018	Syar.g_03052	Syaj.g_01832
OG0001019	Syar.g_03086	Syaj.g_01849
OG0001020	Syar.g_03092	Syaj.g_01862
OG0001021	Syar.g_03098	Syaj.g_01867
OG0001022	Syar.g_03102	Syaj.g_01872
OG0001023	Syar.g_03103	Syaj.g_01873
OG0001024	Syar.g_02276	Syaj.g_01877
OG0001025	Syar.g_03115	Syaj.g_01884
OG0001026	Syar.g_03131	Syaj.g_01897
OG0001027	Syar.g_00031	Syaj.g_01903
OG0001028	Syar.g_00034	Syaj.g_01905
OG0001029	Syar.g_00036	Syaj.g_01907
OG0001030	Syar.g_00058	Syaj.g_01933
OG0001031	Syar.g_00129	Syaj.g_02012
OG0001032	Syar.g_01011	Syaj.g_02015
OG0001033	Syar.g_00962	Syaj.g_02044
OG0001034	Syar.g_03022	Syaj.g_02875
OG0001035	Syar.g_00171	Syaj.g_02603
OG0001036	Syar.g_00193	Syaj.g_02599
OG0001037	Syar.g_00195	Syaj.g_02597
OG0001038	Syar.g_00223	Syaj.g_02567
OG0001039	Syar.g_00226	Syaj.g_02564
OG0001040	Syar.g_00229	Syaj.g_02561
OG0001041	Syar.g_00234	Syaj.g_02556
OG0001042	Syar.g_00831	Syaj.g_02527
OG0001043	Syar.g_00826	Syaj.g_02523
OG0001044	Syar.g_01117	Syaj.g_02804
OG0001045	Syar.g_01130	Syaj.g_02817
OG0001046	Syar.g_02514	Syaj.g_00851
OG0001047	Syar.g_01180	Syaj.g_01552
OG0001048	Syar.g_01181	Syaj.g_01551
OG0001049	Syar.g_02872	Syaj.g_01548
OG0001050	Syar.g_02871	Syaj.g_01547
OG0001051	Syar.g_02870	Syaj.g_01546
OG0001052	Syar.g_01269	Syaj.g_01448
OG0001053	Syar.g_01472	Syaj.g_00075
OG0001054	Syar.g_01492	Syaj.g_00092
OG0001055	Syar.g_01513	Syaj.g_00113
OG0001056	Syar.g_02349	Syaj.g_00149
OG0001057	Syar.g_02341	Syaj.g_00160
OG0001058	Syar.g_02324	Syaj.g_00183
OG0001059	Syar.g_00422	Syaj.g_00187
OG0001060	Syar.g_02315	Syaj.g_00193
OG0001061	Syar.g_02297	Syaj.g_00214
OG0001062	Syar.g_02294	Syaj.g_00216
OG0001063	Syar.g_02209	Syaj.g_00222
OG0001064	Syar.g_02208	Syaj.g_00223
OG0001065	Syar.g_02207	Syaj.g_00224
OG0001066	Syar.g_02206	Syaj.g_00225
OG0001067	Syar.g_02205	Syaj.g_00226
OG0001068	Syar.g_02204	Syaj.g_00227
OG0001069	Syar.g_02203	Syaj.g_00228
OG0001070	Syar.g_02200	Syaj.g_00231
OG0001071	Syar.g_02199	Syaj.g_00232
OG0001072	Syar.g_02195	Syaj.g_00236
OG0001073	Syar.g_02182	Syaj.g_00254
OG0001074	Syar.g_02031	Syaj.g_01327
OG0001075	Syar.g_02215	Syaj.g_01325
OG0001076	Syar.g_02253	Syaj.g_01305
OG0001077	Syar.g_02240	Syaj.g_01294
OG0001078	Syar.g_02419	Syaj.g_01282
OG0001079	Syar.g_02431	Syaj.g_01269
OG0001080	Syar.g_02442	Syaj.g_01135
OG0001081	Syar.g_02444	Syaj.g_00699
OG0001082	Syar.g_02445	Syaj.g_00700
OG0001083	Syar.g_02473	Syaj.g_00709
OG0001084	Syar.g_02474	Syaj.g_00711
OG0001085	Syar.g_01688	Syaj.g_00721
OG0001086	Syar.g_01686	Syaj.g_00723
OG0001087	Syar.g_02347	Syaj.g_00498
OG0001088	Syar.g_00431	Syaj.g_00494
OG0001089	Syar.g_01942	Syaj.g_00439
OG0001090	Syar.g_01582	Syaj.g_00959
OG0001091	Syar.g_01580	Syaj.g_00957
OG0001092	Syar.g_01578	Syaj.g_00954
OG0001093	Syar.g_01572	Syaj.g_00948
OG0001094	Syar.g_02633	Syaj.g_01032
OG0001095	Syar.g_02653	Syaj.g_01008
OG0001096	Syar.g_02476	Syaj.g_00988
OG0001097	Syar.g_01823	Syaj.g_00371
OG0001098	Syar.g_01672	Syaj.g_01132
OG0001099	Syar.g_00035	Syaj.g_01906
OG0001100	Syar.g_01625	Syaj.g_00732
OG0001101	Syar.g_01623	Syaj.g_00734
OG0001102	Syar.g_01620	Syaj.g_00737
OG0001103	Syar.g_01618	Syaj.g_00740
OG0001104	Syar.g_02616	Syaj.g_01050
OG0001105	Syar.g_02620	Syaj.g_01046
OG0001106	Syar.g_02553	Syaj.g_00912
OG0001107	Syar.g_02541	Syaj.g_00900
OG0001109	Syar.g_02529	Syaj.g_00868
OG0001110	Syar.g_02527	Syaj.g_00866
OG0001111	Syar.g_02525	Syaj.g_00864
OG0001112	Syar.g_02523	Syaj.g_00862
