Orthogroup	Prbd	Prbj
OG0000549	Prbd.g_00724	Prbj.g_02108
OG0000550	Prbd.g_00719	Prbj.g_02113
OG0000551	Prbd.g_00715	Prbj.g_02117
OG0000552	Prbd.g_00714	Prbj.g_02118
OG0000553	Prbd.g_00713	Prbj.g_02123
OG0000554	Prbd.g_00708	Prbj.g_02128
OG0000555	Prbd.g_00700	Prbj.g_02146
OG0000556	Prbd.g_00698	Prbj.g_02666
OG0000557	Prbd.g_00697	Prbj.g_01858
OG0000558	Prbd.g_00695	Prbj.g_01861
OG0000559	Prbd.g_00691	Prbj.g_01865
OG0000560	Prbd.g_00688	Prbj.g_01868
OG0000561	Prbd.g_00687	Prbj.g_01869
OG0000562	Prbd.g_00686	Prbj.g_01870
OG0000563	Prbd.g_00685	Prbj.g_01871
OG0000564	Prbd.g_00684	Prbj.g_01872
OG0000565	Prbd.g_00681	Prbj.g_01875
OG0000566	Prbd.g_00679	Prbj.g_01879
OG0000567	Prbd.g_00675	Prbj.g_01883
OG0000568	Prbd.g_00674	Prbj.g_01885
OG0000569	Prbd.g_00673	Prbj.g_01807
OG0000570	Prbd.g_00672	Prbj.g_01806
OG0000571	Prbd.g_00670	Prbj.g_01803
OG0000572	Prbd.g_00657	Prbj.g_01787
OG0000573	Prbd.g_00652	Prbj.g_01780
OG0000574	Prbd.g_00651	Prbj.g_01779
OG0000575	Prbd.g_00647	Prbj.g_01770
OG0000576	Prbd.g_00645	Prbj.g_01768
OG0000577	Prbd.g_00644	Prbj.g_01767
OG0000578	Prbd.g_00643	Prbj.g_01766
OG0000579	Prbd.g_00642	Prbj.g_01765
OG0000580	Prbd.g_00641	Prbj.g_01764
OG0000581	Prbd.g_00639	Prbj.g_01760
OG0000582	Prbd.g_00636	Prbj.g_01756
OG0000583	Prbd.g_00635	Prbj.g_01755
OG0000584	Prbd.g_00634	Prbj.g_01754
OG0000585	Prbd.g_00632	Prbj.g_01752
OG0000586	Prbd.g_00631	Prbj.g_01750
OG0000587	Prbd.g_00630	Prbj.g_01748
OG0000588	Prbd.g_00626	Prbj.g_02547
OG0000589	Prbd.g_00623	Prbj.g_02550
OG0000590	Prbd.g_00622	Prbj.g_02551
OG0000591	Prbd.g_00619	Prbj.g_02558
OG0000592	Prbd.g_00618	Prbj.g_02559
OG0000593	Prbd.g_00612	Prbj.g_02569
OG0000594	Prbd.g_00611	Prbj.g_02570
OG0000595	Prbd.g_00610	Prbj.g_02571
OG0000596	Prbd.g_00606	Prbj.g_02576
OG0000597	Prbd.g_00604	Prbj.g_02579
OG0000598	Prbd.g_00603	Prbj.g_02580
OG0000599	Prbd.g_00600	Prbj.g_02590
OG0000600	Prbd.g_00599	Prbj.g_02591
OG0000601	Prbd.g_00598	Prbj.g_02592
OG0000602	Prbd.g_00596	Prbj.g_02596
OG0000603	Prbd.g_00595	Prbj.g_02597
OG0000604	Prbd.g_00594	Prbj.g_02598
OG0000605	Prbd.g_00593	Prbj.g_00792
OG0000606	Prbd.g_00590	Prbj.g_00803
OG0000607	Prbd.g_00587	Prbj.g_00806
OG0000608	Prbd.g_00586	Prbj.g_00807
OG0000609	Prbd.g_00585	Prbj.g_00809
OG0000610	Prbd.g_00580	Prbj.g_00818
OG0000611	Prbd.g_00577	Prbj.g_00821
OG0000612	Prbd.g_00576	Prbj.g_00822
OG0000613	Prbd.g_00571	Prbj.g_01466
OG0000614	Prbd.g_00552	Prbj.g_00946
OG0000615	Prbd.g_00544	Prbj.g_02373
OG0000616	Prbd.g_00540	Prbj.g_02057
OG0000617	Prbd.g_00013	Prbj.g_02184
OG0000618	Prbd.g_00014	Prbj.g_02185
OG0000619	Prbd.g_00015	Prbj.g_02186
OG0000620	Prbd.g_00018	Prbj.g_02190
OG0000621	Prbd.g_00019	Prbj.g_02191
OG0000622	Prbd.g_00020	Prbj.g_02192
OG0000623	Prbd.g_00021	Prbj.g_02193
OG0000624	Prbd.g_00022	Prbj.g_02194
OG0000625	Prbd.g_00023	Prbj.g_02195
OG0000626	Prbd.g_00024	Prbj.g_02196
OG0000627	Prbd.g_00025	Prbj.g_02320
OG0000628	Prbd.g_00026	Prbj.g_02319
OG0000629	Prbd.g_00027	Prbj.g_02316
OG0000630	Prbd.g_00030	Prbj.g_02312
OG0000631	Prbd.g_00093	Prbj.g_02306
OG0000632	Prbd.g_00094	Prbj.g_02305
OG0000633	Prbd.g_00095	Prbj.g_02304
OG0000634	Prbd.g_00098	Prbj.g_02408
OG0000635	Prbd.g_00099	Prbj.g_02409
OG0000636	Prbd.g_00101	Prbj.g_02411
OG0000637	Prbd.g_00103	Prbj.g_02413
OG0000638	Prbd.g_00104	Prbj.g_02414
OG0000639	Prbd.g_00105	Prbj.g_02415
OG0000640	Prbd.g_00106	Prbj.g_02416
OG0000641	Prbd.g_00110	Prbj.g_02420
OG0000642	Prbd.g_00111	Prbj.g_02421
OG0000643	Prbd.g_00112	Prbj.g_02422
OG0000644	Prbd.g_00113	Prbj.g_02423
OG0000645	Prbd.g_00114	Prbj.g_02424
OG0000646	Prbd.g_00116	Prbj.g_02427
OG0000647	Prbd.g_00117	Prbj.g_02430
OG0000648	Prbd.g_00119	Prbj.g_02432
OG0000649	Prbd.g_00120	Prbj.g_02433
OG0000650	Prbd.g_00121	Prbj.g_02434
OG0000651	Prbd.g_00122	Prbj.g_02435
OG0000652	Prbd.g_00123	Prbj.g_02436
OG0000653	Prbd.g_00125	Prbj.g_02438
OG0000654	Prbd.g_00126	Prbj.g_02439
OG0000655	Prbd.g_00127	Prbj.g_02440
OG0000656	Prbd.g_00130	Prbj.g_02443
OG0000657	Prbd.g_00138	Prbj.g_02476
OG0000658	Prbd.g_00139	Prbj.g_02478
OG0000659	Prbd.g_00140	Prbj.g_02479
OG0000660	Prbd.g_00144	Prbj.g_02483
OG0000661	Prbd.g_00146	Prbj.g_02485
OG0000662	Prbd.g_00148	Prbj.g_02487
OG0000663	Prbd.g_00150	Prbj.g_02490
OG0000664	Prbd.g_00151	Prbj.g_02491
OG0000665	Prbd.g_00155	Prbj.g_02504
OG0000666	Prbd.g_00156	Prbj.g_02507
OG0000667	Prbd.g_00160	Prbj.g_02514
OG0000668	Prbd.g_00190	Prbj.g_02215
OG0000669	Prbd.g_00197	Prbj.g_02523
OG0000670	Prbd.g_00199	Prbj.g_00044
OG0000671	Prbd.g_00201	Prbj.g_02335
OG0000672	Prbd.g_00204	Prbj.g_02338
OG0000673	Prbd.g_00207	Prbj.g_02341
OG0000674	Prbd.g_00209	Prbj.g_02343
OG0000675	Prbd.g_00210	Prbj.g_02344
OG0000676	Prbd.g_00212	Prbj.g_02352
OG0000677	Prbd.g_00213	Prbj.g_02354
OG0000678	Prbd.g_00215	Prbj.g_02359
OG0000679	Prbd.g_00219	Prbj.g_02379
OG0000680	Prbd.g_00220	Prbj.g_02380
OG0000681	Prbd.g_00222	Prbj.g_02382
OG0000682	Prbd.g_00223	Prbj.g_02383
OG0000683	Prbd.g_00224	Prbj.g_02384
OG0000684	Prbd.g_00226	Prbj.g_02397
OG0000685	Prbd.g_00228	Prbj.g_02395
OG0000686	Prbd.g_00229	Prbj.g_02394
OG0000687	Prbd.g_00230	Prbj.g_02393
OG0000688	Prbd.g_00233	Prbj.g_02399
OG0000689	Prbd.g_00234	Prbj.g_02400
OG0000690	Prbd.g_00235	Prbj.g_02401
OG0000691	Prbd.g_00236	Prbj.g_02402
OG0000692	Prbd.g_00238	Prbj.g_02403
OG0000693	Prbd.g_00239	Prbj.g_02404
OG0000694	Prbd.g_00240	Prbj.g_02405
OG0000695	Prbd.g_00242	Prbj.g_02302
OG0000696	Prbd.g_00243	Prbj.g_02301
OG0000697	Prbd.g_00244	Prbj.g_02299
OG0000698	Prbd.g_00247	Prbj.g_02296
OG0000699	Prbd.g_00248	Prbj.g_02294
OG0000700	Prbd.g_00249	Prbj.g_02293
OG0000701	Prbd.g_00250	Prbj.g_02292
OG0000702	Prbd.g_00252	Prbj.g_02284
OG0000703	Prbd.g_00253	Prbj.g_02283
OG0000704	Prbd.g_00254	Prbj.g_02281
OG0000705	Prbd.g_00258	Prbj.g_02275
OG0000706	Prbd.g_00259	Prbj.g_02274
OG0000707	Prbd.g_00260	Prbj.g_02273
OG0000708	Prbd.g_00261	Prbj.g_02271
OG0000709	Prbd.g_00265	Prbj.g_02264
OG0000710	Prbd.g_00268	Prbj.g_02260
OG0000711	Prbd.g_00285	Prbj.g_02237
OG0000712	Prbd.g_00287	Prbj.g_02236
OG0000713	Prbd.g_00288	Prbj.g_02235
OG0000714	Prbd.g_00289	Prbj.g_02231
OG0000715	Prbd.g_00291	Prbj.g_02229
OG0000716	Prbd.g_00293	Prbj.g_02225
OG0000717	Prbd.g_00294	Prbj.g_02224
OG0000718	Prbd.g_00309	Prbj.g_02219
OG0000719	Prbd.g_00311	Prbj.g_02217
OG0000720	Prbd.g_00320	Prbj.g_02204
OG0000721	Prbd.g_00322	Prbj.g_02203
OG0000722	Prbd.g_00323	Prbj.g_02202
OG0000723	Prbd.g_00326	Prbj.g_02198
OG0000724	Prbd.g_00335	Prbj.g_01843
OG0000725	Prbd.g_00341	Prbj.g_01836
OG0000726	Prbd.g_00342	Prbj.g_01835
OG0000727	Prbd.g_00343	Prbj.g_01834
OG0000728	Prbd.g_00345	Prbj.g_01833
OG0000729	Prbd.g_00391	Prbj.g_01289
OG0000730	Prbd.g_00395	Prbj.g_00343
OG0000731	Prbd.g_00399	Prbj.g_00333
OG0000732	Prbd.g_00408	Prbj.g_01220
OG0000733	Prbd.g_00428	Prbj.g_01997
OG0000734	Prbd.g_00453	Prbj.g_00627
OG0000735	Prbd.g_00455	Prbj.g_00953
OG0000736	Prbd.g_00456	Prbj.g_00954
OG0000737	Prbd.g_00457	Prbj.g_00955
OG0000738	Prbd.g_00461	Prbj.g_00962
OG0000739	Prbd.g_00462	Prbj.g_00964
OG0000740	Prbd.g_00463	Prbj.g_00965
OG0000741	Prbd.g_00464	Prbj.g_00968
OG0000742	Prbd.g_00467	Prbj.g_00970
OG0000743	Prbd.g_00469	Prbj.g_00972
OG0000744	Prbd.g_00470	Prbj.g_00973
OG0000745	Prbd.g_00471	Prbj.g_00846
OG0000746	Prbd.g_00473	Prbj.g_00844
OG0000747	Prbd.g_00474	Prbj.g_00843
OG0000748	Prbd.g_00477	Prbj.g_00831
OG0000749	Prbd.g_00478	Prbj.g_00830
OG0000750	Prbd.g_00479	Prbj.g_00829
OG0000751	Prbd.g_00481	Prbj.g_00305
OG0000752	Prbd.g_00483	Prbj.g_00308
OG0000753	Prbd.g_00486	Prbj.g_00311
OG0000754	Prbd.g_00489	Prbj.g_01910
OG0000755	Prbd.g_00492	Prbj.g_00002
OG0000756	Prbd.g_00493	Prbj.g_00003
OG0000757	Prbd.g_00499	Prbj.g_00010
OG0000758	Prbd.g_00500	Prbj.g_00011
OG0000759	Prbd.g_00501	Prbj.g_00012
OG0000760	Prbd.g_00502	Prbj.g_00013
OG0000761	Prbd.g_00503	Prbj.g_00014
OG0000762	Prbd.g_00504	Prbj.g_01908
OG0000763	Prbd.g_00506	Prbj.g_01906
OG0000764	Prbd.g_00507	Prbj.g_01905
OG0000765	Prbd.g_00516	Prbj.g_02163
OG0000766	Prbd.g_00517	Prbj.g_02164
OG0000767	Prbd.g_00519	Prbj.g_02166
OG0000768	Prbd.g_00520	Prbj.g_02167
OG0000769	Prbd.g_00522	Prbj.g_00313
OG0000770	Prbd.g_00524	Prbj.g_00019
OG0000771	Prbd.g_01921	Prbj.g_01848
OG0000772	Prbd.g_01858	Prbj.g_01679
OG0000773	Prbd.g_01810	Prbj.g_00161
OG0000774	Prbd.g_01808	Prbj.g_01719
OG0000775	Prbd.g_01806	Prbj.g_01721
OG0000776	Prbd.g_01805	Prbj.g_01722
OG0000777	Prbd.g_01804	Prbj.g_01723
OG0000778	Prbd.g_01803	Prbj.g_01724
OG0000779	Prbd.g_01799	Prbj.g_01729
OG0000780	Prbd.g_01798	Prbj.g_01732
OG0000781	Prbd.g_01795	Prbj.g_01736
OG0000782	Prbd.g_01794	Prbj.g_01737
OG0000783	Prbd.g_01793	Prbj.g_01738
OG0000784	Prbd.g_01792	Prbj.g_01739
OG0000785	Prbd.g_01790	Prbj.g_01741
OG0000786	Prbd.g_01788	Prbj.g_01744
OG0000787	Prbd.g_01787	Prbj.g_01745
OG0000788	Prbd.g_01777	Prbj.g_00094
OG0000789	Prbd.g_01774	Prbj.g_00687
OG0000790	Prbd.g_01759	Prbj.g_01643
OG0000791	Prbd.g_01757	Prbj.g_01645
OG0000792	Prbd.g_01756	Prbj.g_01646
OG0000793	Prbd.g_01753	Prbj.g_01650
OG0000794	Prbd.g_01752	Prbj.g_01651
OG0000795	Prbd.g_01751	Prbj.g_01652
OG0000796	Prbd.g_01747	Prbj.g_01656
OG0000797	Prbd.g_01746	Prbj.g_01657
OG0000799	Prbd.g_01707	Prbj.g_01304
OG0000800	Prbd.g_01706	Prbj.g_01303
OG0000801	Prbd.g_01705	Prbj.g_01302
OG0000802	Prbd.g_01703	Prbj.g_01293
OG0000803	Prbd.g_01701	Prbj.g_01041
OG0000804	Prbd.g_01700	Prbj.g_01043
OG0000805	Prbd.g_01698	Prbj.g_01045
OG0000806	Prbd.g_01696	Prbj.g_01047
OG0000807	Prbd.g_01695	Prbj.g_01049
OG0000808	Prbd.g_01694	Prbj.g_01050
OG0000809	Prbd.g_01691	Prbj.g_01054
OG0000810	Prbd.g_01690	Prbj.g_01055
OG0000811	Prbd.g_01686	Prbj.g_01067
OG0000812	Prbd.g_01684	Prbj.g_01069
OG0000813	Prbd.g_01683	Prbj.g_01070
OG0000814	Prbd.g_01681	Prbj.g_01072
OG0000815	Prbd.g_01680	Prbj.g_01073
OG0000816	Prbd.g_01678	Prbj.g_01075
OG0000817	Prbd.g_01677	Prbj.g_01076
OG0000818	Prbd.g_01672	Prbj.g_00631
OG0000819	Prbd.g_01671	Prbj.g_00632
OG0000820	Prbd.g_01670	Prbj.g_00633
OG0000821	Prbd.g_01666	Prbj.g_00640
OG0000822	Prbd.g_01665	Prbj.g_00642
OG0000823	Prbd.g_01664	Prbj.g_00643
OG0000824	Prbd.g_01661	Prbj.g_00647
OG0000825	Prbd.g_01660	Prbj.g_00648
OG0000826	Prbd.g_01659	Prbj.g_00649
OG0000827	Prbd.g_01658	Prbj.g_00650
OG0000828	Prbd.g_01655	Prbj.g_00653
OG0000829	Prbd.g_01654	Prbj.g_00654
OG0000830	Prbd.g_01653	Prbj.g_00655
OG0000831	Prbd.g_01651	Prbj.g_00657
OG0000832	Prbd.g_01645	Prbj.g_01684
OG0000833	Prbd.g_01637	Prbj.g_01692
OG0000834	Prbd.g_01636	Prbj.g_01693
OG0000835	Prbd.g_01635	Prbj.g_01694
OG0000836	Prbd.g_01634	Prbj.g_01696
OG0000837	Prbd.g_01633	Prbj.g_01697
OG0000838	Prbd.g_01631	Prbj.g_01700
OG0000839	Prbd.g_01630	Prbj.g_01701
OG0000840	Prbd.g_01629	Prbj.g_01702
OG0000841	Prbd.g_01628	Prbj.g_01703
OG0000842	Prbd.g_01627	Prbj.g_01704
OG0000843	Prbd.g_01626	Prbj.g_01705
OG0000844	Prbd.g_01625	Prbj.g_01707
OG0000845	Prbd.g_01624	Prbj.g_01708
OG0000846	Prbd.g_01623	Prbj.g_01709
OG0000847	Prbd.g_01622	Prbj.g_01710
OG0000848	Prbd.g_01621	Prbj.g_01711
OG0000849	Prbd.g_01620	Prbj.g_01712
OG0000850	Prbd.g_01617	Prbj.g_01713
OG0000851	Prbd.g_01616	Prbj.g_00888
OG0000852	Prbd.g_01615	Prbj.g_00887
OG0000853	Prbd.g_01611	Prbj.g_00882
OG0000854	Prbd.g_01609	Prbj.g_00880
OG0000855	Prbd.g_01608	Prbj.g_00879
OG0000856	Prbd.g_01593	Prbj.g_02561
OG0000857	Prbd.g_01566	Prbj.g_02429
OG0000858	Prbd.g_01531	Prbj.g_00868
OG0000859	Prbd.g_01530	Prbj.g_00867
OG0000860	Prbd.g_01523	Prbj.g_00855
OG0000861	Prbd.g_01522	Prbj.g_00854
OG0000862	Prbd.g_01521	Prbj.g_00852
OG0000863	Prbd.g_01519	Prbj.g_00495
OG0000864	Prbd.g_01518	Prbj.g_00494
OG0000865	Prbd.g_01517	Prbj.g_00493
OG0000866	Prbd.g_01516	Prbj.g_00492
OG0000867	Prbd.g_01515	Prbj.g_00491
OG0000868	Prbd.g_01514	Prbj.g_00489
OG0000869	Prbd.g_01510	Prbj.g_00486
OG0000870	Prbd.g_01505	Prbj.g_00481
OG0000871	Prbd.g_01504	Prbj.g_00480
OG0000872	Prbd.g_01503	Prbj.g_00478
OG0000873	Prbd.g_01500	Prbj.g_00475
OG0000874	Prbd.g_01497	Prbj.g_00471
OG0000875	Prbd.g_01496	Prbj.g_00470
OG0000876	Prbd.g_01495	Prbj.g_00469
OG0000877	Prbd.g_01493	Prbj.g_00466
OG0000878	Prbd.g_01492	Prbj.g_00465
OG0000879	Prbd.g_01491	Prbj.g_00464
OG0000880	Prbd.g_01490	Prbj.g_00463
OG0000881	Prbd.g_01486	Prbj.g_00458
OG0000882	Prbd.g_01481	Prbj.g_00453
OG0000883	Prbd.g_01479	Prbj.g_00451
OG0000884	Prbd.g_01477	Prbj.g_00449
OG0000885	Prbd.g_01476	Prbj.g_00448
OG0000886	Prbd.g_01475	Prbj.g_00447
OG0000887	Prbd.g_01474	Prbj.g_00446
OG0000888	Prbd.g_01472	Prbj.g_00444
OG0000889	Prbd.g_01470	Prbj.g_00442
OG0000890	Prbd.g_01469	Prbj.g_00428
OG0000891	Prbd.g_01468	Prbj.g_00427
OG0000892	Prbd.g_01466	Prbj.g_00425
OG0000893	Prbd.g_01463	Prbj.g_02660
OG0000894	Prbd.g_01461	Prbj.g_02656
OG0000895	Prbd.g_01458	Prbj.g_02651
OG0000896	Prbd.g_01457	Prbj.g_02650
OG0000897	Prbd.g_01455	Prbj.g_02648
OG0000898	Prbd.g_01454	Prbj.g_02647
OG0000899	Prbd.g_01453	Prbj.g_02646
OG0000900	Prbd.g_01452	Prbj.g_02645
OG0000901	Prbd.g_01449	Prbj.g_02641
OG0000902	Prbd.g_01447	Prbj.g_02639
OG0000903	Prbd.g_01444	Prbj.g_01027
OG0000904	Prbd.g_01442	Prbj.g_01032
OG0000905	Prbd.g_01437	Prbj.g_01034
OG0000906	Prbd.g_01436	Prbj.g_02635
OG0000907	Prbd.g_01433	Prbj.g_01025
OG0000908	Prbd.g_01430	Prbj.g_01022
OG0000909	Prbd.g_01429	Prbj.g_01021
OG0000910	Prbd.g_01428	Prbj.g_01020
OG0000911	Prbd.g_01426	Prbj.g_01018
OG0000912	Prbd.g_01425	Prbj.g_01017
OG0000913	Prbd.g_01424	Prbj.g_01016
OG0000914	Prbd.g_01423	Prbj.g_01015
OG0000915	Prbd.g_01422	Prbj.g_01014
OG0000916	Prbd.g_01421	Prbj.g_01013
OG0000917	Prbd.g_01420	Prbj.g_01012
OG0000918	Prbd.g_01419	Prbj.g_01011
OG0000919	Prbd.g_01418	Prbj.g_01010
OG0000920	Prbd.g_01417	Prbj.g_01009
OG0000921	Prbd.g_01416	Prbj.g_01008
OG0000922	Prbd.g_01415	Prbj.g_01007
OG0000923	Prbd.g_01411	Prbj.g_01003
OG0000924	Prbd.g_01410	Prbj.g_01002
OG0000925	Prbd.g_01409	Prbj.g_01001
OG0000926	Prbd.g_01408	Prbj.g_01000
OG0000927	Prbd.g_01406	Prbj.g_00998
OG0000928	Prbd.g_01405	Prbj.g_00997
OG0000929	Prbd.g_01404	Prbj.g_00996
OG0000930	Prbd.g_01403	Prbj.g_00995
OG0000931	Prbd.g_01402	Prbj.g_00994
OG0000932	Prbd.g_01401	Prbj.g_00993
OG0000933	Prbd.g_01397	Prbj.g_00988
OG0000934	Prbd.g_01395	Prbj.g_00986
OG0000935	Prbd.g_01394	Prbj.g_00985
OG0000936	Prbd.g_01393	Prbj.g_00984
OG0000937	Prbd.g_01392	Prbj.g_00983
OG0000938	Prbd.g_01390	Prbj.g_00414
OG0000939	Prbd.g_01389	Prbj.g_00413
OG0000940	Prbd.g_01382	Prbj.g_00404
OG0000941	Prbd.g_01380	Prbj.g_00402
OG0000942	Prbd.g_01378	Prbj.g_00400
OG0000943	Prbd.g_01377	Prbj.g_00399
OG0000944	Prbd.g_01376	Prbj.g_00397
OG0000945	Prbd.g_01375	Prbj.g_00395
OG0000946	Prbd.g_01371	Prbj.g_00368
OG0000947	Prbd.g_01369	Prbj.g_00365
OG0000948	Prbd.g_01368	Prbj.g_00364
OG0000949	Prbd.g_01365	Prbj.g_00361
OG0000950	Prbd.g_01360	Prbj.g_01501
OG0000951	Prbd.g_01356	Prbj.g_01506
OG0000952	Prbd.g_01352	Prbj.g_01513
OG0000953	Prbd.g_01349	Prbj.g_01517
OG0000954	Prbd.g_01345	Prbj.g_01577
OG0000955	Prbd.g_01344	Prbj.g_01578
OG0000956	Prbd.g_01342	Prbj.g_01580
OG0000957	Prbd.g_01337	Prbj.g_01596
OG0000958	Prbd.g_01336	Prbj.g_01597
OG0000959	Prbd.g_01332	Prbj.g_01821
OG0000960	Prbd.g_01331	Prbj.g_01820
OG0000961	Prbd.g_01329	Prbj.g_01809
OG0000962	Prbd.g_01327	Prbj.g_01290
OG0000963	Prbd.g_01323	Prbj.g_01285
OG0000964	Prbd.g_01321	Prbj.g_01284
OG0000965	Prbd.g_01320	Prbj.g_01283
OG0000966	Prbd.g_01312	Prbj.g_01250
OG0000967	Prbd.g_01308	Prbj.g_01244
OG0000968	Prbd.g_01306	Prbj.g_01241
OG0000969	Prbd.g_01305	Prbj.g_01239
OG0000970	Prbd.g_01304	Prbj.g_01238
OG0000971	Prbd.g_01303	Prbj.g_01236
OG0000972	Prbd.g_01302	Prbj.g_01235
OG0000973	Prbd.g_01301	Prbj.g_01234
OG0000974	Prbd.g_01300	Prbj.g_01233
OG0000975	Prbd.g_01299	Prbj.g_01232
OG0000976	Prbd.g_01298	Prbj.g_01231
OG0000977	Prbd.g_01297	Prbj.g_01229
OG0000978	Prbd.g_01296	Prbj.g_01228
OG0000979	Prbd.g_01293	Prbj.g_01225
OG0000980	Prbd.g_01291	Prbj.g_01221
OG0000981	Prbd.g_01289	Prbj.g_01218
OG0000982	Prbd.g_01287	Prbj.g_01956
OG0000983	Prbd.g_01286	Prbj.g_01957
OG0000984	Prbd.g_01285	Prbj.g_01958
OG0000985	Prbd.g_01282	Prbj.g_01962
OG0000986	Prbd.g_01280	Prbj.g_01964
OG0000987	Prbd.g_01279	Prbj.g_01966
OG0000988	Prbd.g_01276	Prbj.g_01970
OG0000989	Prbd.g_01273	Prbj.g_01980
OG0000990	Prbd.g_01270	Prbj.g_02002
OG0000991	Prbd.g_01269	Prbj.g_02005
OG0000992	Prbd.g_01267	Prbj.g_02008
OG0000993	Prbd.g_01266	Prbj.g_02009
OG0000994	Prbd.g_01265	Prbj.g_02012
OG0000995	Prbd.g_01261	Prbj.g_02021
OG0000996	Prbd.g_01260	Prbj.g_02034
OG0000997	Prbd.g_01259	Prbj.g_02043
OG0000998	Prbd.g_01257	Prbj.g_02045
OG0000999	Prbd.g_01256	Prbj.g_02046
OG0001000	Prbd.g_01253	Prbj.g_02049
OG0001001	Prbd.g_01251	Prbj.g_02053
OG0001002	Prbd.g_01247	Prbj.g_02060
OG0001003	Prbd.g_01245	Prbj.g_02062
OG0001004	Prbd.g_01244	Prbj.g_02063
OG0001005	Prbd.g_01243	Prbj.g_02065
OG0001006	Prbd.g_01239	Prbj.g_02071
OG0001007	Prbd.g_01237	Prbj.g_02073
OG0001008	Prbd.g_00805	Prbj.g_00101
OG0001009	Prbd.g_01210	Prbj.g_01199
OG0001010	Prbd.g_01209	Prbj.g_01200
OG0001011	Prbd.g_01208	Prbj.g_01202
OG0001012	Prbd.g_01195	Prbj.g_01953
OG0001013	Prbd.g_01189	Prbj.g_01928
OG0001014	Prbd.g_01186	Prbj.g_01919
OG0001015	Prbd.g_01185	Prbj.g_01918
OG0001016	Prbd.g_01171	Prbj.g_00569
OG0001017	Prbd.g_01167	Prbj.g_00575
OG0001018	Prbd.g_01164	Prbj.g_00577
OG0001019	Prbd.g_01155	Prbj.g_00590
OG0001020	Prbd.g_01154	Prbj.g_00596
OG0001021	Prbd.g_01153	Prbj.g_00600
OG0001022	Prbd.g_01150	Prbj.g_00605
OG0001023	Prbd.g_01149	Prbj.g_00606
OG0001024	Prbd.g_01146	Prbj.g_00610
OG0001025	Prbd.g_01140	Prbj.g_00617
OG0001026	Prbd.g_01133	Prbj.g_00630
OG0001027	Prbd.g_01132	Prbj.g_01550
OG0001028	Prbd.g_01130	Prbj.g_01552
OG0001029	Prbd.g_01128	Prbj.g_01554
OG0001030	Prbd.g_01113	Prbj.g_01535
OG0001031	Prbd.g_01054	Prbj.g_01143
OG0001032	Prbd.g_01053	Prbj.g_01146
OG0001033	Prbd.g_01032	Prbj.g_00287
OG0001034	Prbd.g_01003	Prbj.g_02608
OG0001035	Prbd.g_00985	Prbj.g_01360
OG0001036	Prbd.g_00980	Prbj.g_01364
OG0001037	Prbd.g_00979	Prbj.g_01366
OG0001038	Prbd.g_00961	Prbj.g_01403
OG0001039	Prbd.g_00958	Prbj.g_01406
OG0001040	Prbd.g_00956	Prbj.g_01409
OG0001041	Prbd.g_00952	Prbj.g_01414
OG0001042	Prbd.g_00935	Prbj.g_01439
OG0001043	Prbd.g_00934	Prbj.g_01441
OG0001044	Prbd.g_00906	Prbj.g_00342
OG0001045	Prbd.g_00897	Prbj.g_00330
OG0001046	Prbd.g_00859	Prbj.g_00874
OG0001047	Prbd.g_00803	Prbj.g_00103
OG0001048	Prbd.g_00802	Prbj.g_00104
OG0001049	Prbd.g_00800	Prbj.g_00107
OG0001050	Prbd.g_00799	Prbj.g_00108
OG0001051	Prbd.g_00798	Prbj.g_00109
OG0001052	Prbd.g_00771	Prbj.g_00132
OG0001053	Prbd.g_00759	Prbj.g_01627
OG0001054	Prbd.g_00744	Prbj.g_01609
OG0001055	Prbd.g_00725	Prbj.g_02103
OG0001056	Prbd.g_00706	Prbj.g_02132
OG0001057	Prbd.g_00701	Prbj.g_02144
OG0001058	Prbd.g_00693	Prbj.g_01863
OG0001059	Prbd.g_00689	Prbj.g_01867
OG0001060	Prbd.g_00682	Prbj.g_01874
OG0001061	Prbd.g_00669	Prbj.g_01802
OG0001062	Prbd.g_00667	Prbj.g_01800
OG0001063	Prbd.g_00665	Prbj.g_01796
OG0001064	Prbd.g_00664	Prbj.g_01795
OG0001065	Prbd.g_00663	Prbj.g_01794
OG0001066	Prbd.g_00662	Prbj.g_01793
OG0001067	Prbd.g_00661	Prbj.g_01792
OG0001068	Prbd.g_00660	Prbj.g_01791
OG0001069	Prbd.g_00659	Prbj.g_01790
OG0001070	Prbd.g_00656	Prbj.g_01786
OG0001071	Prbd.g_00655	Prbj.g_01785
OG0001072	Prbd.g_00654	Prbj.g_01782
OG0001073	Prbd.g_00640	Prbj.g_01763
OG0001074	Prbd.g_00629	Prbj.g_02544
OG0001075	Prbd.g_00628	Prbj.g_02545
OG0001076	Prbd.g_00620	Prbj.g_02553
OG0001077	Prbd.g_00616	Prbj.g_02563
OG0001078	Prbd.g_00608	Prbj.g_02574
OG0001079	Prbd.g_00597	Prbj.g_02593
OG0001080	Prbd.g_00591	Prbj.g_00794
OG0001081	Prbd.g_00589	Prbj.g_00804
OG0001082	Prbd.g_00588	Prbj.g_00805
OG0001083	Prbd.g_00583	Prbj.g_00813
OG0001084	Prbd.g_00582	Prbj.g_00815
OG0001085	Prbd.g_00574	Prbj.g_00825
OG0001086	Prbd.g_00573	Prbj.g_02707
