Orthogroup	Prbd	Syac
OG0000564	Prbd.g_00684	Syac.g_01801
OG0000565	Prbd.g_00681	Syac.g_01797
OG0000566	Prbd.g_00679	Syac.g_01793
OG0000567	Prbd.g_00675	Syac.g_01789
OG0000568	Prbd.g_00674	Syac.g_01786
OG0000569	Prbd.g_00673	Syac.g_01785
OG0000570	Prbd.g_00672	Syac.g_01784
OG0000571	Prbd.g_00670	Syac.g_01780
OG0000572	Prbd.g_00657	Syac.g_01765
OG0000573	Prbd.g_00652	Syac.g_01755
OG0000574	Prbd.g_00651	Syac.g_01754
OG0000575	Prbd.g_00647	Syac.g_01750
OG0000576	Prbd.g_00645	Syac.g_01748
OG0000577	Prbd.g_00644	Syac.g_01747
OG0000578	Prbd.g_00643	Syac.g_01746
OG0000579	Prbd.g_00642	Syac.g_01745
OG0000580	Prbd.g_00641	Syac.g_01744
OG0000581	Prbd.g_00639	Syac.g_01738
OG0000582	Prbd.g_00636	Syac.g_00936
OG0000583	Prbd.g_00635	Syac.g_00937
OG0000584	Prbd.g_00634	Syac.g_00938
OG0000585	Prbd.g_00632	Syac.g_00940
OG0000586	Prbd.g_00631	Syac.g_00941
OG0000587	Prbd.g_00630	Syac.g_00943
OG0000588	Prbd.g_00626	Syac.g_00949
OG0000589	Prbd.g_00623	Syac.g_00953
OG0000590	Prbd.g_00622	Syac.g_00954
OG0000591	Prbd.g_00619	Syac.g_00961
OG0000592	Prbd.g_00618	Syac.g_00962
OG0000593	Prbd.g_00612	Syac.g_00975
OG0000594	Prbd.g_00611	Syac.g_00976
OG0000595	Prbd.g_00610	Syac.g_00977
OG0000596	Prbd.g_00606	Syac.g_00982
OG0000597	Prbd.g_00604	Syac.g_00985
OG0000598	Prbd.g_00603	Syac.g_00986
OG0000599	Prbd.g_00600	Syac.g_00989
OG0000600	Prbd.g_00599	Syac.g_00990
OG0000601	Prbd.g_00598	Syac.g_00991
OG0000602	Prbd.g_00596	Syac.g_00996
OG0000603	Prbd.g_00595	Syac.g_00997
OG0000604	Prbd.g_00594	Syac.g_01001
OG0000605	Prbd.g_00593	Syac.g_01089
OG0000606	Prbd.g_00590	Syac.g_01434
OG0000607	Prbd.g_00587	Syac.g_01430
OG0000608	Prbd.g_00586	Syac.g_01429
OG0000609	Prbd.g_00585	Syac.g_01427
OG0000610	Prbd.g_00580	Syac.g_01419
OG0000611	Prbd.g_00577	Syac.g_01416
OG0000612	Prbd.g_00576	Syac.g_01415
OG0000613	Prbd.g_00571	Syac.g_00231
OG0000614	Prbd.g_00552	Syac.g_00911
OG0000615	Prbd.g_00544	Syac.g_01377
OG0000616	Prbd.g_00540	Syac.g_02478
OG0000617	Prbd.g_00013	Syac.g_01280
OG0000618	Prbd.g_00014	Syac.g_01279
OG0000619	Prbd.g_00015	Syac.g_01278
OG0000620	Prbd.g_00018	Syac.g_01270
OG0000621	Prbd.g_00019	Syac.g_01269
OG0000622	Prbd.g_00020	Syac.g_01268
OG0000623	Prbd.g_00021	Syac.g_01267
OG0000624	Prbd.g_00022	Syac.g_01265
OG0000625	Prbd.g_00023	Syac.g_01264
OG0000626	Prbd.g_00024	Syac.g_01263
OG0000627	Prbd.g_00025	Syac.g_01126
OG0000628	Prbd.g_00026	Syac.g_01127
OG0000629	Prbd.g_00027	Syac.g_01130
OG0000630	Prbd.g_00030	Syac.g_01134
OG0000631	Prbd.g_00093	Syac.g_01139
OG0000632	Prbd.g_00094	Syac.g_01140
OG0000633	Prbd.g_00095	Syac.g_01141
OG0000634	Prbd.g_00098	Syac.g_01345
OG0000635	Prbd.g_00099	Syac.g_01344
OG0000636	Prbd.g_00101	Syac.g_01342
OG0000637	Prbd.g_00103	Syac.g_01340
OG0000638	Prbd.g_00104	Syac.g_01339
OG0000639	Prbd.g_00105	Syac.g_01338
OG0000640	Prbd.g_00106	Syac.g_01337
OG0000641	Prbd.g_00110	Syac.g_01333
OG0000642	Prbd.g_00111	Syac.g_01332
OG0000643	Prbd.g_00112	Syac.g_01330
OG0000644	Prbd.g_00113	Syac.g_01329
OG0000645	Prbd.g_00114	Syac.g_01327
OG0000646	Prbd.g_00116	Syac.g_01324
OG0000647	Prbd.g_00117	Syac.g_01322
OG0000648	Prbd.g_00119	Syac.g_01319
OG0000649	Prbd.g_00120	Syac.g_01318
OG0000650	Prbd.g_00121	Syac.g_01317
OG0000651	Prbd.g_00122	Syac.g_01316
OG0000652	Prbd.g_00123	Syac.g_01315
OG0000653	Prbd.g_00125	Syac.g_01313
OG0000654	Prbd.g_00126	Syac.g_01312
OG0000655	Prbd.g_00127	Syac.g_01311
OG0000656	Prbd.g_00130	Syac.g_01308
OG0000657	Prbd.g_00138	Syac.g_00846
OG0000658	Prbd.g_00139	Syac.g_00842
OG0000659	Prbd.g_00140	Syac.g_00841
OG0000660	Prbd.g_00144	Syac.g_00837
OG0000661	Prbd.g_00146	Syac.g_00835
OG0000662	Prbd.g_00148	Syac.g_00833
OG0000663	Prbd.g_00150	Syac.g_00830
OG0000664	Prbd.g_00151	Syac.g_00829
OG0000665	Prbd.g_00155	Syac.g_01018
OG0000666	Prbd.g_00156	Syac.g_01088
OG0000667	Prbd.g_00160	Syac.g_02165
OG0000668	Prbd.g_00190	Syac.g_01239
OG0000669	Prbd.g_00197	Syac.g_01404
OG0000670	Prbd.g_00199	Syac.g_00580
OG0000671	Prbd.g_00201	Syac.g_01400
OG0000672	Prbd.g_00204	Syac.g_01396
OG0000673	Prbd.g_00207	Syac.g_01393
OG0000674	Prbd.g_00209	Syac.g_01391
OG0000675	Prbd.g_00210	Syac.g_01390
OG0000676	Prbd.g_00212	Syac.g_01388
OG0000677	Prbd.g_00213	Syac.g_01387
OG0000678	Prbd.g_00215	Syac.g_01384
OG0000679	Prbd.g_00219	Syac.g_01375
OG0000680	Prbd.g_00220	Syac.g_01374
OG0000681	Prbd.g_00222	Syac.g_01371
OG0000682	Prbd.g_00223	Syac.g_01370
OG0000683	Prbd.g_00224	Syac.g_01369
OG0000684	Prbd.g_00226	Syac.g_01365
OG0000685	Prbd.g_00228	Syac.g_01363
OG0000686	Prbd.g_00229	Syac.g_01362
OG0000687	Prbd.g_00230	Syac.g_01361
OG0000688	Prbd.g_00233	Syac.g_01356
OG0000689	Prbd.g_00234	Syac.g_01354
OG0000690	Prbd.g_00235	Syac.g_01353
OG0000691	Prbd.g_00236	Syac.g_01352
OG0000692	Prbd.g_00238	Syac.g_01351
OG0000693	Prbd.g_00239	Syac.g_01349
OG0000694	Prbd.g_00240	Syac.g_01348
OG0000695	Prbd.g_00242	Syac.g_01143
OG0000696	Prbd.g_00243	Syac.g_01144
OG0000697	Prbd.g_00244	Syac.g_01146
OG0000698	Prbd.g_00247	Syac.g_01149
OG0000699	Prbd.g_00248	Syac.g_01151
OG0000700	Prbd.g_00249	Syac.g_01152
OG0000701	Prbd.g_00250	Syac.g_01153
OG0000702	Prbd.g_00252	Syac.g_01161
OG0000703	Prbd.g_00253	Syac.g_01162
OG0000704	Prbd.g_00254	Syac.g_01165
OG0000705	Prbd.g_00258	Syac.g_01174
OG0000706	Prbd.g_00259	Syac.g_01175
OG0000707	Prbd.g_00260	Syac.g_01176
OG0000708	Prbd.g_00261	Syac.g_01179
OG0000709	Prbd.g_00265	Syac.g_01187
OG0000710	Prbd.g_00268	Syac.g_01191
OG0000711	Prbd.g_00285	Syac.g_01220
OG0000712	Prbd.g_00287	Syac.g_01221
OG0000713	Prbd.g_00288	Syac.g_01222
OG0000714	Prbd.g_00289	Syac.g_01224
OG0000715	Prbd.g_00291	Syac.g_01226
OG0000716	Prbd.g_00293	Syac.g_01230
OG0000717	Prbd.g_00294	Syac.g_01231
OG0000718	Prbd.g_00309	Syac.g_01235
OG0000719	Prbd.g_00311	Syac.g_01237
OG0000720	Prbd.g_00320	Syac.g_01250
OG0000721	Prbd.g_00322	Syac.g_01252
OG0000722	Prbd.g_00323	Syac.g_01253
OG0000723	Prbd.g_00326	Syac.g_01261
OG0000724	Prbd.g_00335	Syac.g_00879
OG0000725	Prbd.g_00341	Syac.g_00887
OG0000726	Prbd.g_00342	Syac.g_00888
OG0000727	Prbd.g_00343	Syac.g_00889
OG0000728	Prbd.g_00345	Syac.g_00891
OG0000729	Prbd.g_00391	Syac.g_00144
OG0000730	Prbd.g_00395	Syac.g_02024
OG0000731	Prbd.g_00399	Syac.g_02011
OG0000732	Prbd.g_00408	Syac.g_00051
OG0000733	Prbd.g_00428	Syac.g_02386
OG0000734	Prbd.g_00453	Syac.g_00388
OG0000735	Prbd.g_00455	Syac.g_00750
OG0000736	Prbd.g_00456	Syac.g_00751
OG0000737	Prbd.g_00457	Syac.g_00752
OG0000738	Prbd.g_00461	Syac.g_00757
OG0000739	Prbd.g_00462	Syac.g_00762
OG0000740	Prbd.g_00463	Syac.g_00763
OG0000741	Prbd.g_00464	Syac.g_00766
OG0000742	Prbd.g_00467	Syac.g_00768
OG0000743	Prbd.g_00469	Syac.g_00770
OG0000744	Prbd.g_00470	Syac.g_00771
OG0000745	Prbd.g_00471	Syac.g_00773
OG0000746	Prbd.g_00473	Syac.g_00776
OG0000747	Prbd.g_00474	Syac.g_00777
OG0000748	Prbd.g_00477	Syac.g_00787
OG0000749	Prbd.g_00478	Syac.g_00789
OG0000750	Prbd.g_00479	Syac.g_00790
OG0000751	Prbd.g_00481	Syac.g_00797
OG0000752	Prbd.g_00483	Syac.g_00799
OG0000753	Prbd.g_00486	Syac.g_00802
OG0000754	Prbd.g_00489	Syac.g_01471
OG0000755	Prbd.g_00492	Syac.g_01479
OG0000756	Prbd.g_00493	Syac.g_01480
OG0000757	Prbd.g_00499	Syac.g_01492
OG0000758	Prbd.g_00500	Syac.g_01493
OG0000759	Prbd.g_00501	Syac.g_01494
OG0000760	Prbd.g_00502	Syac.g_01495
OG0000761	Prbd.g_00503	Syac.g_01496
OG0000762	Prbd.g_00504	Syac.g_01498
OG0000763	Prbd.g_00506	Syac.g_01500
OG0000764	Prbd.g_00507	Syac.g_01501
OG0000765	Prbd.g_00516	Syac.g_01515
OG0000766	Prbd.g_00517	Syac.g_01516
OG0000767	Prbd.g_00519	Syac.g_01518
OG0000768	Prbd.g_00520	Syac.g_01519
OG0000769	Prbd.g_00522	Syac.g_01521
OG0000770	Prbd.g_00524	Syac.g_01524
OG0000771	Prbd.g_01921	Syac.g_00873
OG0000772	Prbd.g_01858	Syac.g_01569
OG0000773	Prbd.g_01810	Syac.g_00741
OG0000774	Prbd.g_01808	Syac.g_00737
OG0000775	Prbd.g_01806	Syac.g_00735
OG0000776	Prbd.g_01805	Syac.g_00734
OG0000777	Prbd.g_01804	Syac.g_00733
OG0000778	Prbd.g_01803	Syac.g_00732
OG0000779	Prbd.g_01799	Syac.g_00727
OG0000780	Prbd.g_01798	Syac.g_00723
OG0000781	Prbd.g_01795	Syac.g_00719
OG0000782	Prbd.g_01794	Syac.g_00718
OG0000783	Prbd.g_01793	Syac.g_00717
OG0000784	Prbd.g_01792	Syac.g_00716
OG0000785	Prbd.g_01790	Syac.g_00714
OG0000786	Prbd.g_01788	Syac.g_01730
OG0000787	Prbd.g_01787	Syac.g_01731
OG0000788	Prbd.g_01777	Syac.g_00992
OG0000789	Prbd.g_01774	Syac.g_01111
OG0000790	Prbd.g_01759	Syac.g_01921
OG0000791	Prbd.g_01757	Syac.g_01922
OG0000792	Prbd.g_01756	Syac.g_01923
OG0000793	Prbd.g_01753	Syac.g_01928
OG0000794	Prbd.g_01752	Syac.g_01929
OG0000795	Prbd.g_01751	Syac.g_01930
OG0000796	Prbd.g_01747	Syac.g_01934
OG0000797	Prbd.g_01746	Syac.g_01935
OG0000799	Prbd.g_01707	Syac.g_01602
OG0000800	Prbd.g_01706	Syac.g_01603
OG0000801	Prbd.g_01705	Syac.g_01604
OG0000802	Prbd.g_01703	Syac.g_01608
OG0000803	Prbd.g_01701	Syac.g_01613
OG0000804	Prbd.g_01700	Syac.g_01616
OG0000805	Prbd.g_01698	Syac.g_01620
OG0000806	Prbd.g_01696	Syac.g_01622
OG0000807	Prbd.g_01695	Syac.g_01624
OG0000808	Prbd.g_01694	Syac.g_01625
OG0000809	Prbd.g_01691	Syac.g_01628
OG0000810	Prbd.g_01690	Syac.g_01629
OG0000811	Prbd.g_01686	Syac.g_01637
OG0000812	Prbd.g_01684	Syac.g_01639
OG0000813	Prbd.g_01683	Syac.g_01640
OG0000814	Prbd.g_01681	Syac.g_01642
OG0000815	Prbd.g_01680	Syac.g_01643
OG0000816	Prbd.g_01678	Syac.g_01645
OG0000817	Prbd.g_01677	Syac.g_01646
OG0000818	Prbd.g_01672	Syac.g_01652
OG0000819	Prbd.g_01671	Syac.g_01653
OG0000820	Prbd.g_01670	Syac.g_01654
OG0000821	Prbd.g_01666	Syac.g_01659
OG0000822	Prbd.g_01665	Syac.g_01661
OG0000823	Prbd.g_01664	Syac.g_01662
OG0000824	Prbd.g_01661	Syac.g_01666
OG0000825	Prbd.g_01660	Syac.g_01667
OG0000826	Prbd.g_01659	Syac.g_01668
OG0000827	Prbd.g_01658	Syac.g_01669
OG0000828	Prbd.g_01655	Syac.g_01672
OG0000829	Prbd.g_01654	Syac.g_01673
OG0000830	Prbd.g_01653	Syac.g_01674
OG0000831	Prbd.g_01651	Syac.g_01676
OG0000832	Prbd.g_01645	Syac.g_00623
OG0000833	Prbd.g_01637	Syac.g_00613
OG0000834	Prbd.g_01636	Syac.g_00610
OG0000835	Prbd.g_01635	Syac.g_00609
OG0000836	Prbd.g_01634	Syac.g_00605
OG0000837	Prbd.g_01633	Syac.g_00604
OG0000838	Prbd.g_01631	Syac.g_00600
OG0000839	Prbd.g_01630	Syac.g_00599
OG0000840	Prbd.g_01629	Syac.g_00598
OG0000841	Prbd.g_01628	Syac.g_00597
OG0000842	Prbd.g_01627	Syac.g_00596
OG0000843	Prbd.g_01626	Syac.g_00595
OG0000844	Prbd.g_01625	Syac.g_00593
OG0000845	Prbd.g_01624	Syac.g_00592
OG0000846	Prbd.g_01623	Syac.g_00591
OG0000847	Prbd.g_01622	Syac.g_00590
OG0000848	Prbd.g_01621	Syac.g_00588
OG0000849	Prbd.g_01620	Syac.g_00587
OG0000850	Prbd.g_01617	Syac.g_00585
OG0000851	Prbd.g_01616	Syac.g_00573
OG0000852	Prbd.g_01615	Syac.g_00572
OG0000853	Prbd.g_01611	Syac.g_00568
OG0000854	Prbd.g_01609	Syac.g_00566
OG0000855	Prbd.g_01608	Syac.g_00565
OG0000856	Prbd.g_01593	Syac.g_00964
OG0000857	Prbd.g_01566	Syac.g_01323
OG0000858	Prbd.g_01531	Syac.g_00559
OG0000859	Prbd.g_01530	Syac.g_00558
OG0000860	Prbd.g_01523	Syac.g_00542
OG0000861	Prbd.g_01522	Syac.g_00541
OG0000862	Prbd.g_01521	Syac.g_00540
OG0000863	Prbd.g_01519	Syac.g_00538
OG0000864	Prbd.g_01518	Syac.g_00537
OG0000865	Prbd.g_01517	Syac.g_00533
OG0000866	Prbd.g_01516	Syac.g_00532
OG0000867	Prbd.g_01515	Syac.g_00531
OG0000868	Prbd.g_01514	Syac.g_00529
OG0000869	Prbd.g_01510	Syac.g_00524
OG0000870	Prbd.g_01505	Syac.g_00519
OG0000871	Prbd.g_01504	Syac.g_00518
OG0000872	Prbd.g_01503	Syac.g_00510
OG0000873	Prbd.g_01500	Syac.g_00507
OG0000874	Prbd.g_01497	Syac.g_00512
OG0000875	Prbd.g_01496	Syac.g_00505
OG0000876	Prbd.g_01495	Syac.g_00675
OG0000877	Prbd.g_01493	Syac.g_00671
OG0000878	Prbd.g_01492	Syac.g_00670
OG0000879	Prbd.g_01491	Syac.g_00669
OG0000880	Prbd.g_01490	Syac.g_00668
OG0000881	Prbd.g_01486	Syac.g_00664
OG0000882	Prbd.g_01481	Syac.g_00659
OG0000883	Prbd.g_01479	Syac.g_00656
OG0000884	Prbd.g_01477	Syac.g_00654
OG0000885	Prbd.g_01476	Syac.g_00653
OG0000886	Prbd.g_01475	Syac.g_00652
OG0000887	Prbd.g_01474	Syac.g_00651
OG0000888	Prbd.g_01472	Syac.g_00649
OG0000889	Prbd.g_01470	Syac.g_00647
OG0000890	Prbd.g_01469	Syac.g_00642
OG0000891	Prbd.g_01468	Syac.g_00641
OG0000892	Prbd.g_01466	Syac.g_00638
OG0000893	Prbd.g_01463	Syac.g_02193
OG0000894	Prbd.g_01461	Syac.g_02189
OG0000895	Prbd.g_01458	Syac.g_02185
OG0000896	Prbd.g_01457	Syac.g_02184
OG0000897	Prbd.g_01455	Syac.g_02182
OG0000898	Prbd.g_01454	Syac.g_02181
OG0000899	Prbd.g_01453	Syac.g_02180
OG0000900	Prbd.g_01452	Syac.g_02179
OG0000901	Prbd.g_01449	Syac.g_02174
OG0000902	Prbd.g_01447	Syac.g_02172
OG0000903	Prbd.g_01444	Syac.g_02140
OG0000904	Prbd.g_01442	Syac.g_02145
OG0000905	Prbd.g_01437	Syac.g_02148
OG0000906	Prbd.g_01436	Syac.g_02150
OG0000907	Prbd.g_01433	Syac.g_02138
OG0000908	Prbd.g_01430	Syac.g_02135
OG0000909	Prbd.g_01429	Syac.g_02134
OG0000910	Prbd.g_01428	Syac.g_02133
OG0000911	Prbd.g_01426	Syac.g_02131
OG0000912	Prbd.g_01425	Syac.g_02130
OG0000913	Prbd.g_01424	Syac.g_02129
OG0000914	Prbd.g_01423	Syac.g_02128
OG0000915	Prbd.g_01422	Syac.g_02127
OG0000916	Prbd.g_01421	Syac.g_02126
OG0000917	Prbd.g_01420	Syac.g_02125
OG0000918	Prbd.g_01419	Syac.g_02124
OG0000919	Prbd.g_01418	Syac.g_02123
OG0000920	Prbd.g_01417	Syac.g_02122
OG0000921	Prbd.g_01416	Syac.g_02121
OG0000922	Prbd.g_01415	Syac.g_02120
OG0000923	Prbd.g_01411	Syac.g_02116
OG0000924	Prbd.g_01410	Syac.g_02115
OG0000925	Prbd.g_01409	Syac.g_02114
OG0000926	Prbd.g_01408	Syac.g_02113
OG0000927	Prbd.g_01406	Syac.g_02111
OG0000928	Prbd.g_01405	Syac.g_02110
OG0000929	Prbd.g_01404	Syac.g_02109
OG0000930	Prbd.g_01403	Syac.g_02108
OG0000931	Prbd.g_01402	Syac.g_02107
OG0000932	Prbd.g_01401	Syac.g_02106
OG0000933	Prbd.g_01397	Syac.g_02101
OG0000934	Prbd.g_01395	Syac.g_02099
OG0000935	Prbd.g_01394	Syac.g_02098
OG0000936	Prbd.g_01393	Syac.g_02097
OG0000937	Prbd.g_01392	Syac.g_02096
OG0000938	Prbd.g_01390	Syac.g_02092
OG0000939	Prbd.g_01389	Syac.g_02091
OG0000940	Prbd.g_01382	Syac.g_02084
OG0000941	Prbd.g_01380	Syac.g_02082
OG0000942	Prbd.g_01378	Syac.g_02080
OG0000943	Prbd.g_01377	Syac.g_02079
OG0000944	Prbd.g_01376	Syac.g_02077
OG0000945	Prbd.g_01375	Syac.g_02075
OG0000946	Prbd.g_01371	Syac.g_02071
OG0000947	Prbd.g_01369	Syac.g_02068
OG0000948	Prbd.g_01368	Syac.g_02067
OG0000949	Prbd.g_01365	Syac.g_00205
OG0000950	Prbd.g_01360	Syac.g_00193
OG0000951	Prbd.g_01356	Syac.g_00188
OG0000952	Prbd.g_01352	Syac.g_00183
OG0000953	Prbd.g_01349	Syac.g_00177
OG0000954	Prbd.g_01345	Syac.g_00172
OG0000955	Prbd.g_01344	Syac.g_00171
OG0000956	Prbd.g_01342	Syac.g_00169
OG0000957	Prbd.g_01337	Syac.g_00158
OG0000958	Prbd.g_01336	Syac.g_00157
OG0000959	Prbd.g_01332	Syac.g_00153
OG0000960	Prbd.g_01331	Syac.g_00152
OG0000961	Prbd.g_01329	Syac.g_00147
OG0000962	Prbd.g_01327	Syac.g_00145
OG0000963	Prbd.g_01323	Syac.g_00140
OG0000964	Prbd.g_01321	Syac.g_00139
OG0000965	Prbd.g_01320	Syac.g_00138
OG0000966	Prbd.g_01312	Syac.g_00107
OG0000967	Prbd.g_01308	Syac.g_00075
OG0000968	Prbd.g_01306	Syac.g_00080
OG0000969	Prbd.g_01305	Syac.g_00078
OG0000970	Prbd.g_01304	Syac.g_00077
OG0000971	Prbd.g_01303	Syac.g_00067
OG0000972	Prbd.g_01302	Syac.g_00066
OG0000973	Prbd.g_01301	Syac.g_00065
OG0000974	Prbd.g_01300	Syac.g_00064
OG0000975	Prbd.g_01299	Syac.g_00063
OG0000976	Prbd.g_01298	Syac.g_00062
OG0000977	Prbd.g_01297	Syac.g_00059
OG0000978	Prbd.g_01296	Syac.g_00058
OG0000979	Prbd.g_01293	Syac.g_00055
OG0000980	Prbd.g_01291	Syac.g_00052
OG0000981	Prbd.g_01289	Syac.g_00049
OG0000982	Prbd.g_01287	Syac.g_02354
OG0000983	Prbd.g_01286	Syac.g_02355
OG0000984	Prbd.g_01285	Syac.g_02356
OG0000985	Prbd.g_01282	Syac.g_02359
OG0000986	Prbd.g_01280	Syac.g_02363
OG0000987	Prbd.g_01279	Syac.g_02365
OG0000988	Prbd.g_01276	Syac.g_02370
OG0000989	Prbd.g_01273	Syac.g_02379
OG0000990	Prbd.g_01270	Syac.g_02397
OG0000991	Prbd.g_01269	Syac.g_02400
OG0000992	Prbd.g_01267	Syac.g_02402
OG0000993	Prbd.g_01266	Syac.g_02403
OG0000994	Prbd.g_01265	Syac.g_02405
OG0000995	Prbd.g_01261	Syac.g_02410
OG0000996	Prbd.g_01260	Syac.g_02454
OG0000997	Prbd.g_01259	Syac.g_02464
OG0000998	Prbd.g_01257	Syac.g_02466
OG0000999	Prbd.g_01256	Syac.g_02467
OG0001000	Prbd.g_01253	Syac.g_02470
OG0001001	Prbd.g_01251	Syac.g_02475
OG0001002	Prbd.g_01247	Syac.g_02481
OG0001003	Prbd.g_01245	Syac.g_02483
OG0001004	Prbd.g_01244	Syac.g_02484
OG0001005	Prbd.g_01243	Syac.g_02485
OG0001006	Prbd.g_01239	Syac.g_02492
OG0001007	Prbd.g_01237	Syac.g_02494
OG0001008	Prbd.g_00805	Syac.g_00693
OG0001009	Prbd.g_01210	Syac.g_00030
OG0001010	Prbd.g_01209	Syac.g_00031
OG0001011	Prbd.g_01208	Syac.g_00032
OG0001012	Prbd.g_01195	Syac.g_02351
OG0001013	Prbd.g_01189	Syac.g_02337
OG0001014	Prbd.g_01186	Syac.g_02333
OG0001015	Prbd.g_01185	Syac.g_02332
OG0001016	Prbd.g_01171	Syac.g_00446
OG0001017	Prbd.g_01167	Syac.g_00440
OG0001018	Prbd.g_01164	Syac.g_00438
OG0001019	Prbd.g_01155	Syac.g_00422
OG0001020	Prbd.g_01154	Syac.g_00417
OG0001021	Prbd.g_01153	Syac.g_00413
OG0001022	Prbd.g_01150	Syac.g_00410
OG0001023	Prbd.g_01149	Syac.g_00409
OG0001024	Prbd.g_01146	Syac.g_00405
OG0001025	Prbd.g_01140	Syac.g_00399
OG0001026	Prbd.g_01133	Syac.g_00386
OG0001027	Prbd.g_01132	Syac.g_00380
OG0001028	Prbd.g_01130	Syac.g_00378
OG0001029	Prbd.g_01128	Syac.g_00376
OG0001030	Prbd.g_01113	Syac.g_00356
OG0001031	Prbd.g_01054	Syac.g_02266
OG0001032	Prbd.g_01053	Syac.g_02268
OG0001033	Prbd.g_01032	Syac.g_02298
OG0001034	Prbd.g_01003	Syac.g_01968
OG0001036	Prbd.g_00980	Syac.g_02221
OG0001037	Prbd.g_00979	Syac.g_02223
OG0001038	Prbd.g_00961	Syac.g_02251
OG0001039	Prbd.g_00958	Syac.g_02254
OG0001040	Prbd.g_00956	Syac.g_00292
OG0001041	Prbd.g_00952	Syac.g_00287
OG0001042	Prbd.g_00935	Syac.g_00258
OG0001043	Prbd.g_00934	Syac.g_00254
OG0001044	Prbd.g_00906	Syac.g_02021
OG0001045	Prbd.g_00897	Syac.g_02008
OG0001046	Prbd.g_00859	Syac.g_01207
OG0001047	Prbd.g_00803	Syac.g_00695
OG0001048	Prbd.g_00802	Syac.g_00696
OG0001049	Prbd.g_00800	Syac.g_00703
OG0001050	Prbd.g_00799	Syac.g_00704
OG0001051	Prbd.g_00798	Syac.g_00705
OG0001052	Prbd.g_00771	Syac.g_01704
OG0001053	Prbd.g_00759	Syac.g_01901
OG0001054	Prbd.g_00744	Syac.g_01884
OG0001055	Prbd.g_00725	Syac.g_01863
OG0001056	Prbd.g_00706	Syac.g_01831
OG0001057	Prbd.g_00701	Syac.g_01825
OG0001058	Prbd.g_00693	Syac.g_01810
OG0001059	Prbd.g_00689	Syac.g_01806
OG0001060	Prbd.g_00682	Syac.g_01799
OG0001061	Prbd.g_00669	Syac.g_01779
OG0001062	Prbd.g_00667	Syac.g_01777
OG0001063	Prbd.g_00665	Syac.g_01773
OG0001064	Prbd.g_00664	Syac.g_01772
OG0001065	Prbd.g_00663	Syac.g_01771
OG0001066	Prbd.g_00662	Syac.g_01770
OG0001067	Prbd.g_00661	Syac.g_01769
OG0001068	Prbd.g_00660	Syac.g_01768
OG0001069	Prbd.g_00659	Syac.g_01767
OG0001070	Prbd.g_00656	Syac.g_01764
OG0001071	Prbd.g_00655	Syac.g_01763
OG0001072	Prbd.g_00654	Syac.g_01758
OG0001074	Prbd.g_00629	Syac.g_00945
OG0001075	Prbd.g_00628	Syac.g_00946
OG0001076	Prbd.g_00620	Syac.g_00956
OG0001077	Prbd.g_00616	Syac.g_00967
OG0001078	Prbd.g_00608	Syac.g_00980
OG0001079	Prbd.g_00597	Syac.g_00993
OG0001080	Prbd.g_00591	Syac.g_01092
OG0001081	Prbd.g_00589	Syac.g_01432
OG0001082	Prbd.g_00588	Syac.g_01431
OG0001083	Prbd.g_00583	Syac.g_01424
OG0001084	Prbd.g_00582	Syac.g_01423
OG0001085	Prbd.g_00574	Syac.g_01412
OG0001086	Prbd.g_00573	Syac.g_01410
OG0001087	Prbd.g_00556	Syac.g_00923
OG0001088	Prbd.g_00555	Syac.g_00920
OG0001089	Prbd.g_00547	Syac.g_00896
OG0001090	Prbd.g_00008	Syac.g_01286
OG0001091	Prbd.g_00010	Syac.g_01284
OG0001092	Prbd.g_00011	Syac.g_01282
OG0001093	Prbd.g_00016	Syac.g_01276
OG0001094	Prbd.g_00096	Syac.g_01347
OG0001095	Prbd.g_00115	Syac.g_01326
OG0001096	Prbd.g_00128	Syac.g_01310
OG0001097	Prbd.g_00147	Syac.g_00834
OG0001098	Prbd.g_00162	Syac.g_01096
OG0001099	Prbd.g_00194	Syac.g_00377
OG0001100	Prbd.g_00198	Syac.g_01402
OG0001101	Prbd.g_00200	Syac.g_01401
OG0001102	Prbd.g_00203	Syac.g_01398
OG0001103	Prbd.g_00205	Syac.g_01395
OG0001104	Prbd.g_00227	Syac.g_01364
OG0001105	Prbd.g_00231	Syac.g_01360
OG0001106	Prbd.g_00255	Syac.g_01166
OG0001107	Prbd.g_00262	Syac.g_01180
OG0001108	Prbd.g_00266	Syac.g_01188
OG0001109	Prbd.g_00267	Syac.g_01190
OG0001110	Prbd.g_00269	Syac.g_01192
OG0001111	Prbd.g_00270	Syac.g_01194
OG0001112	Prbd.g_00271	Syac.g_01196
OG0001113	Prbd.g_00272	Syac.g_01197
OG0001114	Prbd.g_00273	Syac.g_01198
OG0001115	Prbd.g_00275	Syac.g_01202
OG0001116	Prbd.g_00276	Syac.g_01204
OG0001117	Prbd.g_00277	Syac.g_01205
OG0001118	Prbd.g_00278	Syac.g_01206
OG0001119	Prbd.g_00279	Syac.g_01208
OG0001120	Prbd.g_00281	Syac.g_01213
OG0001121	Prbd.g_00425, Prbd.g_00284	Syac.g_01949, Syac.g_01170
OG0001122	Prbd.g_00312	Syac.g_01238
OG0001123	Prbd.g_00316	Syac.g_01245
OG0001124	Prbd.g_00318	Syac.g_01247
