Orthogroup	Prbd	Prbh
OG0000537	Prbd.g_00750	Prbh.g_00339
OG0000538	Prbd.g_00742	Prbh.g_00329
OG0000539	Prbd.g_00741	Prbh.g_00328
OG0000540	Prbd.g_00740	Prbh.g_00327
OG0000541	Prbd.g_00739	Prbh.g_00326
OG0000542	Prbd.g_00737	Prbh.g_00325
OG0000543	Prbd.g_00735	Prbh.g_00323
OG0000544	Prbd.g_00734	Prbh.g_00322
OG0000545	Prbd.g_00732	Prbh.g_00320
OG0000546	Prbd.g_00729	Prbh.g_00317
OG0000547	Prbd.g_00727	Prbh.g_00315
OG0000548	Prbd.g_00726	Prbh.g_00314
OG0000549	Prbd.g_00724	Prbh.g_00311
OG0000550	Prbd.g_00719	Prbh.g_00306
OG0000551	Prbd.g_00715	Prbh.g_00303
OG0000552	Prbd.g_00714	Prbh.g_00302
OG0000553	Prbd.g_00713	Prbh.g_00301
OG0000554	Prbd.g_00708	Prbh.g_00295
OG0000555	Prbd.g_00700	Prbh.g_00288
OG0000556	Prbd.g_00698	Prbh.g_00286
OG0000557	Prbd.g_00697	Prbh.g_00285
OG0000558	Prbd.g_00695	Prbh.g_00283
OG0000559	Prbd.g_00691	Prbh.g_00279
OG0000560	Prbd.g_00688	Prbh.g_00276
OG0000561	Prbd.g_00687	Prbh.g_00275
OG0000562	Prbd.g_00686	Prbh.g_00274
OG0000563	Prbd.g_00685	Prbh.g_00273
OG0000564	Prbd.g_00684	Prbh.g_00272
OG0000565	Prbd.g_00681	Prbh.g_00269
OG0000566	Prbd.g_00679	Prbh.g_00265
OG0000567	Prbd.g_00675	Prbh.g_00261
OG0000568	Prbd.g_00674	Prbh.g_00260
OG0000569	Prbd.g_00673	Prbh.g_00259
OG0000570	Prbd.g_00672	Prbh.g_00258
OG0000571	Prbd.g_00670	Prbh.g_00256
OG0000572	Prbd.g_00657	Prbh.g_00244
OG0000573	Prbd.g_00652	Prbh.g_00238
OG0000574	Prbd.g_00651	Prbh.g_00237
OG0000575	Prbd.g_00647	Prbh.g_00233
OG0000576	Prbd.g_00645	Prbh.g_00231
OG0000577	Prbd.g_00644	Prbh.g_00230
OG0000578	Prbd.g_00643	Prbh.g_00229
OG0000579	Prbd.g_00642	Prbh.g_00228
OG0000580	Prbd.g_00641	Prbh.g_00227
OG0000581	Prbd.g_00639	Prbh.g_00224
OG0000582	Prbd.g_00636	Prbh.g_00221
OG0000583	Prbd.g_00635	Prbh.g_00220
OG0000584	Prbd.g_00634	Prbh.g_00219
OG0000585	Prbd.g_00632	Prbh.g_00217
OG0000586	Prbd.g_00631	Prbh.g_00216
OG0000587	Prbd.g_00630	Prbh.g_00215
OG0000588	Prbd.g_00626	Prbh.g_01465
OG0000589	Prbd.g_00623	Prbh.g_01462
OG0000590	Prbd.g_00622	Prbh.g_01461
OG0000591	Prbd.g_00619	Prbh.g_01457
OG0000592	Prbd.g_00618	Prbh.g_01456
OG0000593	Prbd.g_00612	Prbh.g_01221
OG0000594	Prbd.g_00611	Prbh.g_01220
OG0000595	Prbd.g_00610	Prbh.g_01219
OG0000596	Prbd.g_00606	Prbh.g_01216
OG0000597	Prbd.g_00604	Prbh.g_01213
OG0000598	Prbd.g_00603	Prbh.g_01212
OG0000599	Prbd.g_00600	Prbh.g_01209
OG0000600	Prbd.g_00599	Prbh.g_01208
OG0000601	Prbd.g_00598	Prbh.g_01207
OG0000602	Prbd.g_00596	Prbh.g_01205
OG0000603	Prbd.g_00595	Prbh.g_01204
OG0000604	Prbd.g_00594	Prbh.g_01203
OG0000605	Prbd.g_00593	Prbh.g_01202
OG0000606	Prbd.g_00590	Prbh.g_01199
OG0000607	Prbd.g_00587	Prbh.g_01196
OG0000608	Prbd.g_00586	Prbh.g_01195
OG0000609	Prbd.g_00585	Prbh.g_01194
OG0000610	Prbd.g_00580	Prbh.g_01188
OG0000611	Prbd.g_00577	Prbh.g_01185
OG0000612	Prbd.g_00576	Prbh.g_01184
OG0000613	Prbd.g_00571	Prbh.g_00907
OG0000614	Prbd.g_00552	Prbh.g_00928
OG0000615	Prbd.g_00544	Prbh.g_00939
OG0000616	Prbd.g_00540	Prbh.g_01487
OG0000617	Prbd.g_00013	Prbh.g_01167
OG0000618	Prbd.g_00014	Prbh.g_01166
OG0000619	Prbd.g_00015	Prbh.g_01165
OG0000620	Prbd.g_00018	Prbh.g_01162
OG0000621	Prbd.g_00019	Prbh.g_01161
OG0000622	Prbd.g_00020	Prbh.g_01160
OG0000623	Prbd.g_00021	Prbh.g_01159
OG0000624	Prbd.g_00022	Prbh.g_01157
OG0000625	Prbd.g_00023	Prbh.g_01156
OG0000626	Prbd.g_00024	Prbh.g_01155
OG0000627	Prbd.g_00025	Prbh.g_01154
OG0000628	Prbd.g_00026	Prbh.g_01153
OG0000629	Prbd.g_00027	Prbh.g_01151
OG0000630	Prbd.g_00030	Prbh.g_01148
OG0000631	Prbd.g_00093	Prbh.g_01056
OG0000632	Prbd.g_00094	Prbh.g_01057
OG0000633	Prbd.g_00095	Prbh.g_01058
OG0000634	Prbd.g_00098	Prbh.g_00949
OG0000635	Prbd.g_00099	Prbh.g_00950
OG0000636	Prbd.g_00101	Prbh.g_00952
OG0000637	Prbd.g_00103	Prbh.g_00954
OG0000638	Prbd.g_00104	Prbh.g_00955
OG0000639	Prbd.g_00105	Prbh.g_00956
OG0000640	Prbd.g_00106	Prbh.g_00957
OG0000641	Prbd.g_00110	Prbh.g_00961
OG0000642	Prbd.g_00111	Prbh.g_00962
OG0000643	Prbd.g_00112	Prbh.g_00963
OG0000644	Prbd.g_00113	Prbh.g_00964
OG0000645	Prbd.g_00114	Prbh.g_00965
OG0000646	Prbd.g_00116	Prbh.g_00967
OG0000647	Prbd.g_00117	Prbh.g_00969
OG0000648	Prbd.g_00119	Prbh.g_00971
OG0000649	Prbd.g_00120	Prbh.g_00972
OG0000650	Prbd.g_00121	Prbh.g_00973
OG0000651	Prbd.g_00122	Prbh.g_00974
OG0000652	Prbd.g_00123	Prbh.g_00975
OG0000653	Prbd.g_00125	Prbh.g_00977
OG0000654	Prbd.g_00126	Prbh.g_00978
OG0000655	Prbd.g_00127	Prbh.g_00979
OG0000656	Prbd.g_00130	Prbh.g_00982
OG0000657	Prbd.g_00138	Prbh.g_00989
OG0000658	Prbd.g_00139	Prbh.g_00991
OG0000659	Prbd.g_00140	Prbh.g_00992
OG0000660	Prbd.g_00144	Prbh.g_00996
OG0000661	Prbd.g_00146	Prbh.g_00998
OG0000662	Prbd.g_00148	Prbh.g_01001
OG0000663	Prbd.g_00150	Prbh.g_01003
OG0000664	Prbd.g_00151	Prbh.g_01004
OG0000665	Prbd.g_00155	Prbh.g_01010
OG0000666	Prbd.g_00156	Prbh.g_01011
OG0000667	Prbd.g_00160	Prbh.g_01015
OG0000668	Prbd.g_00190	Prbh.g_00857
OG0000669	Prbd.g_00197	Prbh.g_00868
OG0000670	Prbd.g_00199	Prbh.g_00871
OG0000671	Prbd.g_00201	Prbh.g_00873
OG0000672	Prbd.g_00204	Prbh.g_00876
OG0000673	Prbd.g_00207	Prbh.g_00879
OG0000674	Prbd.g_00209	Prbh.g_00881
OG0000675	Prbd.g_00210	Prbh.g_00882
OG0000676	Prbd.g_00212	Prbh.g_00884
OG0000677	Prbd.g_00213	Prbh.g_00885
OG0000678	Prbd.g_00215	Prbh.g_00887
OG0000679	Prbd.g_00219	Prbh.g_00891
OG0000680	Prbd.g_00220	Prbh.g_00892
OG0000681	Prbd.g_00222	Prbh.g_00895
OG0000682	Prbd.g_00223	Prbh.g_00896
OG0000683	Prbd.g_00224	Prbh.g_00897
OG0000684	Prbd.g_00226	Prbh.g_00898
OG0000685	Prbd.g_00228	Prbh.g_00900
OG0000686	Prbd.g_00229	Prbh.g_00901
OG0000687	Prbd.g_00230	Prbh.g_00902
OG0000688	Prbd.g_00233	Prbh.g_01179
OG0000689	Prbd.g_00234	Prbh.g_01178
OG0000690	Prbd.g_00235	Prbh.g_01177
OG0000691	Prbd.g_00236	Prbh.g_01176
OG0000692	Prbd.g_00238	Prbh.g_01174
OG0000693	Prbd.g_00239	Prbh.g_01173
OG0000694	Prbd.g_00240	Prbh.g_01172
OG0000695	Prbd.g_00242	Prbh.g_01060
OG0000696	Prbd.g_00243	Prbh.g_01061
OG0000697	Prbd.g_00244	Prbh.g_01062
OG0000698	Prbd.g_00247	Prbh.g_01065
OG0000699	Prbd.g_00248	Prbh.g_01066
OG0000700	Prbd.g_00249	Prbh.g_01067
OG0000701	Prbd.g_00250	Prbh.g_01068
OG0000702	Prbd.g_00252	Prbh.g_01070
OG0000703	Prbd.g_00253	Prbh.g_01071
OG0000704	Prbd.g_00254	Prbh.g_01073
OG0000705	Prbd.g_00258	Prbh.g_01079
OG0000706	Prbd.g_00259	Prbh.g_01080
OG0000707	Prbd.g_00260	Prbh.g_01081
OG0000708	Prbd.g_00261	Prbh.g_01083
OG0000709	Prbd.g_00265	Prbh.g_01087
OG0000710	Prbd.g_00268	Prbh.g_01090
OG0000711	Prbd.g_00285	Prbh.g_01106
OG0000712	Prbd.g_00287	Prbh.g_01107
OG0000713	Prbd.g_00288	Prbh.g_01108
OG0000714	Prbd.g_00289	Prbh.g_01109
OG0000715	Prbd.g_00291	Prbh.g_01111
OG0000716	Prbd.g_00293	Prbh.g_01113
OG0000717	Prbd.g_00294	Prbh.g_01114
OG0000718	Prbd.g_00309	Prbh.g_01116
OG0000719	Prbd.g_00311	Prbh.g_01118
OG0000720	Prbd.g_00320	Prbh.g_01129
OG0000721	Prbd.g_00322	Prbh.g_01133
OG0000722	Prbd.g_00323	Prbh.g_01134
OG0000723	Prbd.g_00326	Prbh.g_01138
OG0000724	Prbd.g_00335	Prbh.g_01036
OG0000725	Prbd.g_00341	Prbh.g_01030
OG0000726	Prbd.g_00342	Prbh.g_01029
OG0000727	Prbd.g_00343	Prbh.g_01028
OG0000728	Prbd.g_00345	Prbh.g_01026
OG0000729	Prbd.g_00391	Prbh.g_01351
OG0000730	Prbd.g_00395	Prbh.g_01325
OG0000731	Prbd.g_00399	Prbh.g_00432
OG0000733	Prbd.g_00428	Prbh.g_01867
OG0000734	Prbd.g_00453	Prbh.g_01299
OG0000735	Prbd.g_00455	Prbh.g_01297
OG0000736	Prbd.g_00456	Prbh.g_01296
OG0000737	Prbd.g_00457	Prbh.g_01295
OG0000738	Prbd.g_00461	Prbh.g_01291
OG0000739	Prbd.g_00462	Prbh.g_01290
OG0000740	Prbd.g_00463	Prbh.g_01289
OG0000741	Prbd.g_00464	Prbh.g_01287
OG0000742	Prbd.g_00467	Prbh.g_01284
OG0000743	Prbd.g_00469	Prbh.g_01282
OG0000744	Prbd.g_00470	Prbh.g_01280
OG0000745	Prbd.g_00471	Prbh.g_01279
OG0000746	Prbd.g_00473	Prbh.g_01277
OG0000747	Prbd.g_00474	Prbh.g_01276
OG0000748	Prbd.g_00477	Prbh.g_01272
OG0000749	Prbd.g_00478	Prbh.g_01271
OG0000750	Prbd.g_00479	Prbh.g_01270
OG0000751	Prbd.g_00481	Prbh.g_01267
OG0000752	Prbd.g_00483	Prbh.g_01265
OG0000753	Prbd.g_00486	Prbh.g_01262
OG0000754	Prbd.g_00489	Prbh.g_01260
OG0000755	Prbd.g_00492	Prbh.g_01254
OG0000756	Prbd.g_00493	Prbh.g_01253
OG0000757	Prbd.g_00499	Prbh.g_01246
OG0000758	Prbd.g_00500	Prbh.g_01245
OG0000759	Prbd.g_00501	Prbh.g_01244
OG0000760	Prbd.g_00502	Prbh.g_01243
OG0000761	Prbd.g_00503	Prbh.g_01242
OG0000762	Prbd.g_00504	Prbh.g_01241
OG0000763	Prbd.g_00506	Prbh.g_01239
OG0000764	Prbd.g_00507	Prbh.g_01238
OG0000765	Prbd.g_00516	Prbh.g_01230
OG0000766	Prbd.g_00517	Prbh.g_01229
OG0000767	Prbd.g_00519	Prbh.g_01227
OG0000768	Prbd.g_00520	Prbh.g_01226
OG0000769	Prbd.g_00522	Prbh.g_01224
OG0000770	Prbd.g_00524	Prbh.g_01451
OG0000771	Prbd.g_01921	Prbh.g_01397
OG0000772	Prbd.g_01858	Prbh.g_01845
OG0000773	Prbd.g_01810	Prbh.g_01364
OG0000774	Prbd.g_01808	Prbh.g_01366
OG0000775	Prbd.g_01806	Prbh.g_01368
OG0000776	Prbd.g_01805	Prbh.g_01369
OG0000777	Prbd.g_01804	Prbh.g_01370
OG0000778	Prbd.g_01803	Prbh.g_01371
OG0000779	Prbd.g_01799	Prbh.g_01375
OG0000780	Prbd.g_01798	Prbh.g_01376
OG0000781	Prbd.g_01795	Prbh.g_01379
OG0000782	Prbd.g_01794	Prbh.g_01380
OG0000783	Prbd.g_01793	Prbh.g_01381
OG0000784	Prbd.g_01792	Prbh.g_01382
OG0000785	Prbd.g_01790	Prbh.g_01384
OG0000786	Prbd.g_01788	Prbh.g_01387
OG0000787	Prbd.g_01787	Prbh.g_01388
OG0000788	Prbd.g_01777	Prbh.g_00206
OG0000789	Prbd.g_01774	Prbh.g_00196
OG0000790	Prbd.g_01759	Prbh.g_00014
OG0000791	Prbd.g_01757	Prbh.g_00016
OG0000792	Prbd.g_01756	Prbh.g_00017
OG0000793	Prbd.g_01753	Prbh.g_00021
OG0000794	Prbd.g_01752	Prbh.g_00022
OG0000795	Prbd.g_01751	Prbh.g_00023
OG0000796	Prbd.g_01747	Prbh.g_00027
OG0000797	Prbd.g_01746	Prbh.g_00028
OG0000799	Prbd.g_01707	Prbh.g_00079
OG0000800	Prbd.g_01706	Prbh.g_00080
OG0000801	Prbd.g_01705	Prbh.g_00081
OG0000802	Prbd.g_01703	Prbh.g_00083
OG0000803	Prbd.g_01701	Prbh.g_00085
OG0000804	Prbd.g_01700	Prbh.g_00086
OG0000805	Prbd.g_01698	Prbh.g_00088
OG0000806	Prbd.g_01696	Prbh.g_00090
OG0000807	Prbd.g_01695	Prbh.g_00091
OG0000808	Prbd.g_01694	Prbh.g_00092
OG0000809	Prbd.g_01691	Prbh.g_00094
OG0000810	Prbd.g_01690	Prbh.g_00095
OG0000811	Prbd.g_01686	Prbh.g_00102
OG0000812	Prbd.g_01684	Prbh.g_00104
OG0000813	Prbd.g_01683	Prbh.g_00105
OG0000814	Prbd.g_01681	Prbh.g_00107
OG0000815	Prbd.g_01680	Prbh.g_00108
OG0000816	Prbd.g_01678	Prbh.g_00110
OG0000817	Prbd.g_01677	Prbh.g_00111
OG0000818	Prbd.g_01672	Prbh.g_00116
OG0000819	Prbd.g_01671	Prbh.g_00117
OG0000820	Prbd.g_01670	Prbh.g_00118
OG0000821	Prbd.g_01666	Prbh.g_00122
OG0000822	Prbd.g_01665	Prbh.g_00123
OG0000823	Prbd.g_01664	Prbh.g_00124
OG0000824	Prbd.g_01661	Prbh.g_00127
OG0000825	Prbd.g_01660	Prbh.g_00128
OG0000826	Prbd.g_01659	Prbh.g_00129
OG0000827	Prbd.g_01658	Prbh.g_00130
OG0000828	Prbd.g_01655	Prbh.g_00133
OG0000829	Prbd.g_01654	Prbh.g_00134
OG0000830	Prbd.g_01653	Prbh.g_00135
OG0000831	Prbd.g_01651	Prbh.g_00137
OG0000832	Prbd.g_01645	Prbh.g_00147
OG0000833	Prbd.g_01637	Prbh.g_00156
OG0000834	Prbd.g_01636	Prbh.g_00157
OG0000835	Prbd.g_01635	Prbh.g_00158
OG0000836	Prbd.g_01634	Prbh.g_00159
OG0000837	Prbd.g_01633	Prbh.g_00160
OG0000838	Prbd.g_01631	Prbh.g_00163
OG0000839	Prbd.g_01630	Prbh.g_00164
OG0000840	Prbd.g_01629	Prbh.g_00165
OG0000841	Prbd.g_01628	Prbh.g_00166
OG0000842	Prbd.g_01627	Prbh.g_00167
OG0000843	Prbd.g_01626	Prbh.g_00168
OG0000844	Prbd.g_01625	Prbh.g_00169
OG0000845	Prbd.g_01624	Prbh.g_00170
OG0000846	Prbd.g_01623	Prbh.g_00171
OG0000847	Prbd.g_01622	Prbh.g_00172
OG0000848	Prbd.g_01621	Prbh.g_00173
OG0000849	Prbd.g_01620	Prbh.g_00174
OG0000850	Prbd.g_01617	Prbh.g_00176
OG0000851	Prbd.g_01616	Prbh.g_00177
OG0000852	Prbd.g_01615	Prbh.g_00178
OG0000853	Prbd.g_01611	Prbh.g_00183
OG0000854	Prbd.g_01609	Prbh.g_00185
OG0000855	Prbd.g_01608	Prbh.g_00186
OG0000856	Prbd.g_01593	Prbh.g_01454
OG0000857	Prbd.g_01566	Prbh.g_00968
OG0000858	Prbd.g_01531	Prbh.g_01789
OG0000859	Prbd.g_01530	Prbh.g_01788
OG0000860	Prbd.g_01523	Prbh.g_01780
OG0000861	Prbd.g_01522	Prbh.g_01779
OG0000862	Prbd.g_01521	Prbh.g_01778
OG0000863	Prbd.g_01519	Prbh.g_01776
OG0000864	Prbd.g_01518	Prbh.g_01775
OG0000865	Prbd.g_01517	Prbh.g_01774
OG0000866	Prbd.g_01516	Prbh.g_01773
OG0000867	Prbd.g_01515	Prbh.g_01772
OG0000868	Prbd.g_01514	Prbh.g_01770
OG0000869	Prbd.g_01510	Prbh.g_01767
OG0000870	Prbd.g_01505	Prbh.g_01762
OG0000871	Prbd.g_01504	Prbh.g_01761
OG0000872	Prbd.g_01503	Prbh.g_01760
OG0000873	Prbd.g_01500	Prbh.g_01757
OG0000874	Prbd.g_01497	Prbh.g_01754
OG0000875	Prbd.g_01496	Prbh.g_01752
OG0000876	Prbd.g_01495	Prbh.g_01751
OG0000877	Prbd.g_01493	Prbh.g_01749
OG0000878	Prbd.g_01492	Prbh.g_01748
OG0000879	Prbd.g_01491	Prbh.g_01747
OG0000880	Prbd.g_01490	Prbh.g_01746
OG0000881	Prbd.g_01486	Prbh.g_01742
OG0000882	Prbd.g_01481	Prbh.g_01737
OG0000883	Prbd.g_01479	Prbh.g_01735
OG0000884	Prbd.g_01477	Prbh.g_01733
OG0000885	Prbd.g_01476	Prbh.g_01732
OG0000886	Prbd.g_01475	Prbh.g_01731
OG0000887	Prbd.g_01474	Prbh.g_01730
OG0000888	Prbd.g_01472	Prbh.g_01728
OG0000889	Prbd.g_01470	Prbh.g_01726
OG0000890	Prbd.g_01469	Prbh.g_01725
OG0000891	Prbd.g_01468	Prbh.g_01724
OG0000892	Prbd.g_01466	Prbh.g_01723
OG0000893	Prbd.g_01463	Prbh.g_01719
OG0000894	Prbd.g_01461	Prbh.g_01716
OG0000895	Prbd.g_01458	Prbh.g_01712
OG0000896	Prbd.g_01457	Prbh.g_01711
OG0000897	Prbd.g_01455	Prbh.g_01709
OG0000898	Prbd.g_01454	Prbh.g_01708
OG0000899	Prbd.g_01453	Prbh.g_01707
OG0000900	Prbd.g_01452	Prbh.g_01706
OG0000901	Prbd.g_01449	Prbh.g_01703
OG0000902	Prbd.g_01447	Prbh.g_01701
OG0000903	Prbd.g_01444	Prbh.g_01697
OG0000904	Prbd.g_01442	Prbh.g_01692
OG0000905	Prbd.g_01437	Prbh.g_01699
OG0000906	Prbd.g_01436	Prbh.g_01700
OG0000907	Prbd.g_01433	Prbh.g_01687
OG0000908	Prbd.g_01430	Prbh.g_01684
OG0000909	Prbd.g_01429	Prbh.g_01683
OG0000910	Prbd.g_01428	Prbh.g_01682
OG0000911	Prbd.g_01426	Prbh.g_01680
OG0000912	Prbd.g_01425	Prbh.g_01679
OG0000913	Prbd.g_01424	Prbh.g_01678
OG0000914	Prbd.g_01423	Prbh.g_01677
OG0000915	Prbd.g_01422	Prbh.g_01676
OG0000916	Prbd.g_01421	Prbh.g_01675
OG0000917	Prbd.g_01420	Prbh.g_01674
OG0000918	Prbd.g_01419	Prbh.g_01673
OG0000919	Prbd.g_01418	Prbh.g_01672
OG0000920	Prbd.g_01417	Prbh.g_01671
OG0000921	Prbd.g_01416	Prbh.g_01670
OG0000922	Prbd.g_01415	Prbh.g_01669
OG0000923	Prbd.g_01411	Prbh.g_01665
OG0000924	Prbd.g_01410	Prbh.g_01664
OG0000925	Prbd.g_01409	Prbh.g_01663
OG0000926	Prbd.g_01408	Prbh.g_01662
OG0000927	Prbd.g_01406	Prbh.g_01660
OG0000928	Prbd.g_01405	Prbh.g_01659
OG0000929	Prbd.g_01404	Prbh.g_01658
OG0000930	Prbd.g_01403	Prbh.g_01657
OG0000931	Prbd.g_01402	Prbh.g_01656
OG0000932	Prbd.g_01401	Prbh.g_01655
OG0000933	Prbd.g_01397	Prbh.g_01651
OG0000934	Prbd.g_01395	Prbh.g_01649
OG0000935	Prbd.g_01394	Prbh.g_01648
OG0000936	Prbd.g_01393	Prbh.g_01647
OG0000937	Prbd.g_01392	Prbh.g_01646
OG0000938	Prbd.g_01390	Prbh.g_01643
OG0000939	Prbd.g_01389	Prbh.g_01642
OG0000940	Prbd.g_01382	Prbh.g_01635
OG0000941	Prbd.g_01380	Prbh.g_01633
OG0000942	Prbd.g_01378	Prbh.g_01631
OG0000943	Prbd.g_01377	Prbh.g_01630
OG0000944	Prbd.g_01376	Prbh.g_01628
OG0000945	Prbd.g_01375	Prbh.g_01627
OG0000946	Prbd.g_01371	Prbh.g_01621
OG0000947	Prbd.g_01369	Prbh.g_01619
OG0000948	Prbd.g_01368	Prbh.g_01618
OG0000949	Prbd.g_01365	Prbh.g_01615
OG0000950	Prbd.g_01360	Prbh.g_01608
OG0000951	Prbd.g_01356	Prbh.g_01604
OG0000952	Prbd.g_01352	Prbh.g_01600
OG0000953	Prbd.g_01349	Prbh.g_01596
OG0000954	Prbd.g_01345	Prbh.g_01592
OG0000955	Prbd.g_01344	Prbh.g_01591
OG0000956	Prbd.g_01342	Prbh.g_01589
OG0000957	Prbd.g_01337	Prbh.g_01583
OG0000958	Prbd.g_01336	Prbh.g_01582
OG0000959	Prbd.g_01332	Prbh.g_01578
OG0000960	Prbd.g_01331	Prbh.g_01577
OG0000961	Prbd.g_01329	Prbh.g_01574
OG0000962	Prbd.g_01327	Prbh.g_01572
OG0000963	Prbd.g_01323	Prbh.g_01568
OG0000964	Prbd.g_01321	Prbh.g_01567
OG0000965	Prbd.g_01320	Prbh.g_01566
OG0000966	Prbd.g_01312	Prbh.g_01560
OG0000967	Prbd.g_01308	Prbh.g_01556
OG0000968	Prbd.g_01306	Prbh.g_01554
OG0000969	Prbd.g_01305	Prbh.g_01553
OG0000970	Prbd.g_01304	Prbh.g_01552
OG0000971	Prbd.g_01303	Prbh.g_01551
OG0000972	Prbd.g_01302	Prbh.g_01550
OG0000973	Prbd.g_01301	Prbh.g_01549
OG0000974	Prbd.g_01300	Prbh.g_01548
OG0000975	Prbd.g_01299	Prbh.g_01547
OG0000976	Prbd.g_01298	Prbh.g_01546
OG0000977	Prbd.g_01297	Prbh.g_01545
OG0000978	Prbd.g_01296	Prbh.g_01544
OG0000979	Prbd.g_01293	Prbh.g_01541
OG0000980	Prbd.g_01291	Prbh.g_01539
OG0000981	Prbd.g_01289	Prbh.g_01536
OG0000982	Prbd.g_01287	Prbh.g_01534
OG0000983	Prbd.g_01286	Prbh.g_01533
OG0000984	Prbd.g_01285	Prbh.g_01532
OG0000985	Prbd.g_01282	Prbh.g_01529
OG0000986	Prbd.g_01280	Prbh.g_01527
OG0000987	Prbd.g_01279	Prbh.g_01526
OG0000988	Prbd.g_01276	Prbh.g_01523
OG0000989	Prbd.g_01273	Prbh.g_01519
OG0000990	Prbd.g_01270	Prbh.g_01514
OG0000991	Prbd.g_01269	Prbh.g_01513
OG0000992	Prbd.g_01267	Prbh.g_01510
OG0000993	Prbd.g_01266	Prbh.g_01509
OG0000994	Prbd.g_01265	Prbh.g_01508
OG0000995	Prbd.g_01261	Prbh.g_01504
OG0000996	Prbd.g_01260	Prbh.g_01503
OG0000997	Prbd.g_01259	Prbh.g_01501
OG0000998	Prbd.g_01257	Prbh.g_01499
OG0000999	Prbd.g_01256	Prbh.g_01498
OG0001000	Prbd.g_01253	Prbh.g_01495
OG0001001	Prbd.g_01251	Prbh.g_01490
OG0001002	Prbd.g_01247	Prbh.g_01485
OG0001003	Prbd.g_01245	Prbh.g_01484
OG0001004	Prbd.g_01244	Prbh.g_01483
OG0001005	Prbd.g_01243	Prbh.g_01482
OG0001006	Prbd.g_01239	Prbh.g_01478
OG0001007	Prbd.g_01237	Prbh.g_01476
OG0001008	Prbd.g_00805	Prbh.g_00395
OG0001009	Prbd.g_01210	Prbh.g_00753
OG0001010	Prbd.g_01209	Prbh.g_00752
OG0001011	Prbd.g_01208	Prbh.g_00751
OG0001012	Prbd.g_01195	Prbh.g_00739
OG0001013	Prbd.g_01189	Prbh.g_00732
OG0001014	Prbd.g_01186	Prbh.g_00729
OG0001015	Prbd.g_01185	Prbh.g_00728
OG0001016	Prbd.g_01171	Prbh.g_00709
OG0001017	Prbd.g_01167	Prbh.g_00705
OG0001018	Prbd.g_01164	Prbh.g_00703
OG0001019	Prbd.g_01155	Prbh.g_00694
OG0001020	Prbd.g_01154	Prbh.g_00693
OG0001021	Prbd.g_01153	Prbh.g_00692
OG0001022	Prbd.g_01150	Prbh.g_00689
OG0001023	Prbd.g_01149	Prbh.g_00688
OG0001024	Prbd.g_01146	Prbh.g_00685
OG0001025	Prbd.g_01140	Prbh.g_00678
OG0001026	Prbd.g_01133	Prbh.g_00670
OG0001027	Prbd.g_01132	Prbh.g_00669
OG0001028	Prbd.g_01130	Prbh.g_00667
OG0001029	Prbd.g_01128	Prbh.g_00666
OG0001030	Prbd.g_01113	Prbh.g_00650
OG0001031	Prbd.g_01054	Prbh.g_00596
OG0001032	Prbd.g_01053	Prbh.g_00595
OG0001033	Prbd.g_01032	Prbh.g_00574
OG0001034	Prbd.g_01003	Prbh.g_00544
OG0001035	Prbd.g_00985	Prbh.g_00524
OG0001036	Prbd.g_00980	Prbh.g_00520
OG0001037	Prbd.g_00979	Prbh.g_00519
OG0001038	Prbd.g_00961	Prbh.g_00501
OG0001039	Prbd.g_00958	Prbh.g_00498
OG0001040	Prbd.g_00956	Prbh.g_00496
OG0001041	Prbd.g_00952	Prbh.g_00491
OG0001042	Prbd.g_00935	Prbh.g_00474
OG0001043	Prbd.g_00934	Prbh.g_00473
OG0001044	Prbd.g_00906	Prbh.g_00440
OG0001045	Prbd.g_00897	Prbh.g_00430
OG0001046	Prbd.g_00859	Prbh.g_01877
OG0001047	Prbd.g_00803	Prbh.g_00393
OG0001048	Prbd.g_00802	Prbh.g_00392
OG0001049	Prbd.g_00800	Prbh.g_00390
OG0001050	Prbd.g_00799	Prbh.g_00389
OG0001051	Prbd.g_00798	Prbh.g_00388
OG0001052	Prbd.g_00771	Prbh.g_00360
OG0001053	Prbd.g_00759	Prbh.g_00348
OG0001054	Prbd.g_00744	Prbh.g_00333
OG0001055	Prbd.g_00725	Prbh.g_00313
OG0001056	Prbd.g_00706	Prbh.g_00293
OG0001057	Prbd.g_00701	Prbh.g_00289
OG0001058	Prbd.g_00693	Prbh.g_00281
OG0001059	Prbd.g_00689	Prbh.g_00277
OG0001060	Prbd.g_00682	Prbh.g_00270
OG0001061	Prbd.g_00669	Prbh.g_00255
OG0001062	Prbd.g_00667	Prbh.g_00253
OG0001063	Prbd.g_00665	Prbh.g_00251
OG0001064	Prbd.g_00664	Prbh.g_00250
OG0001065	Prbd.g_00663	Prbh.g_00249
OG0001066	Prbd.g_00662	Prbh.g_00248
OG0001067	Prbd.g_00661	Prbh.g_00247
OG0001068	Prbd.g_00660	Prbh.g_00246
OG0001069	Prbd.g_00659	Prbh.g_00245
OG0001070	Prbd.g_00656	Prbh.g_00243
OG0001071	Prbd.g_00655	Prbh.g_00242
OG0001072	Prbd.g_00654	Prbh.g_00240
OG0001073	Prbd.g_00640	Prbh.g_00226
OG0001074	Prbd.g_00629	Prbh.g_00214
OG0001075	Prbd.g_00628	Prbh.g_00213
