Orthogroup	Prao	Praz
OG0000571	Prao.g_00088	Praz.g_01681
OG0000572	Prao.g_00089	Praz.g_01680
OG0000573	Prao.g_00092	Praz.g_01677
OG0000574	Prao.g_00093	Praz.g_01676
OG0000575	Prao.g_00094	Praz.g_01675
OG0000576	Prao.g_00095	Praz.g_01674
OG0000577	Prao.g_00096	Praz.g_01673
OG0000578	Prao.g_00097	Praz.g_01672
OG0000579	Prao.g_00098	Praz.g_01671
OG0000580	Prao.g_00099	Praz.g_01670
OG0000581	Prao.g_00100	Praz.g_01669
OG0000582	Prao.g_00101	Praz.g_01668
OG0000583	Prao.g_00102	Praz.g_01667
OG0000584	Prao.g_00103	Praz.g_01666
OG0000585	Prao.g_00104	Praz.g_01665
OG0000586	Prao.g_00106	Praz.g_01663
OG0000587	Prao.g_00107	Praz.g_01662
OG0000588	Prao.g_00109	Praz.g_01660
OG0000589	Prao.g_00110	Praz.g_01659
OG0000590	Prao.g_00112	Praz.g_01657
OG0000591	Prao.g_00117	Praz.g_01651
OG0000592	Prao.g_00118	Praz.g_01650
OG0000593	Prao.g_00119	Praz.g_01649
OG0000594	Prao.g_00121	Praz.g_01647
OG0000595	Prao.g_00122	Praz.g_01646
OG0000596	Prao.g_00123	Praz.g_01645
OG0000597	Prao.g_00125	Praz.g_01643
OG0000598	Prao.g_00126	Praz.g_01642
OG0000599	Prao.g_00127	Praz.g_01641
OG0000600	Prao.g_00128	Praz.g_01640
OG0000601	Prao.g_00130	Praz.g_01638
OG0000602	Prao.g_00131	Praz.g_01637
OG0000603	Prao.g_00132	Praz.g_01636
OG0000604	Prao.g_00133	Praz.g_01635
OG0000605	Prao.g_00134	Praz.g_01634
OG0000606	Prao.g_00135	Praz.g_01633
OG0000607	Prao.g_00137	Praz.g_01631
OG0000608	Prao.g_00138	Praz.g_01630
OG0000609	Prao.g_00142	Praz.g_01626
OG0000610	Prao.g_00143	Praz.g_01625
OG0000611	Prao.g_00649	Praz.g_01606
OG0000612	Prao.g_00650	Praz.g_01605
OG0000613	Prao.g_00651	Praz.g_01604
OG0000614	Prao.g_00652	Praz.g_01603
OG0000615	Prao.g_00654	Praz.g_01601
OG0000616	Prao.g_00655	Praz.g_01600
OG0000617	Prao.g_00656	Praz.g_01599
OG0000618	Prao.g_00657	Praz.g_01598
OG0000619	Prao.g_00658	Praz.g_01597
OG0000620	Prao.g_00659	Praz.g_01596
OG0000621	Prao.g_00660	Praz.g_01595
OG0000622	Prao.g_00661	Praz.g_01594
OG0000623	Prao.g_00662	Praz.g_01593
OG0000624	Prao.g_00663	Praz.g_01592
OG0000625	Prao.g_00664	Praz.g_01591
OG0000626	Prao.g_00665	Praz.g_01590
OG0000627	Prao.g_00666	Praz.g_01589
OG0000628	Prao.g_00667	Praz.g_01588
OG0000629	Prao.g_00668	Praz.g_01587
OG0000630	Prao.g_00669	Praz.g_01586
OG0000631	Prao.g_00671	Praz.g_01584
OG0000632	Prao.g_00683	Praz.g_01571
OG0000633	Prao.g_00687	Praz.g_01567
OG0000634	Prao.g_00701	Praz.g_01554
OG0000635	Prao.g_00704	Praz.g_01547
OG0000636	Prao.g_00705	Praz.g_01546
OG0000637	Prao.g_00706	Praz.g_01545
OG0000638	Prao.g_00718	Praz.g_01534
OG0000639	Prao.g_00727	Praz.g_01525
OG0000640	Prao.g_00729	Praz.g_01523
OG0000641	Prao.g_00732	Praz.g_01521
OG0000642	Prao.g_00733	Praz.g_01520
OG0000643	Prao.g_00734	Praz.g_01519
OG0000644	Prao.g_00735	Praz.g_01518
OG0000645	Prao.g_00736	Praz.g_01517
OG0000646	Prao.g_00737	Praz.g_01516
OG0000647	Prao.g_00738	Praz.g_01515
OG0000648	Prao.g_00740	Praz.g_01513
OG0000649	Prao.g_00741	Praz.g_01512
OG0000650	Prao.g_00742	Praz.g_01511
OG0000651	Prao.g_00743	Praz.g_01510
OG0000652	Prao.g_00744	Praz.g_01509
OG0000653	Prao.g_00745	Praz.g_01508
OG0000654	Prao.g_00747	Praz.g_01506
OG0000655	Prao.g_00749	Praz.g_01504
OG0000656	Prao.g_00750	Praz.g_01503
OG0000657	Prao.g_00751	Praz.g_01502
OG0000658	Prao.g_00752	Praz.g_01501
OG0000659	Prao.g_00753	Praz.g_01500
OG0000660	Prao.g_00754	Praz.g_01499
OG0000661	Prao.g_00755	Praz.g_01498
OG0000662	Prao.g_00756	Praz.g_01497
OG0000663	Prao.g_00757	Praz.g_01496
OG0000664	Prao.g_00758	Praz.g_01495
OG0000665	Prao.g_00759	Praz.g_01494
OG0000666	Prao.g_00760	Praz.g_01493
OG0000667	Prao.g_00761	Praz.g_01492
OG0000668	Prao.g_00762	Praz.g_01491
OG0000669	Prao.g_00764	Praz.g_01489
OG0000670	Prao.g_00765	Praz.g_01488
OG0000671	Prao.g_00766	Praz.g_01487
OG0000672	Prao.g_00767	Praz.g_01486
OG0000673	Prao.g_00768	Praz.g_01485
OG0000674	Prao.g_00769	Praz.g_01484
OG0000675	Prao.g_00771	Praz.g_01482
OG0000676	Prao.g_00772	Praz.g_01481
OG0000677	Prao.g_00775	Praz.g_01478
OG0000678	Prao.g_00777	Praz.g_01476
OG0000679	Prao.g_00778	Praz.g_01475
OG0000680	Prao.g_00779	Praz.g_01474
OG0000681	Prao.g_00780	Praz.g_01473
OG0000682	Prao.g_00781	Praz.g_01472
OG0000683	Prao.g_00783	Praz.g_01470
OG0000684	Prao.g_00784	Praz.g_01469
OG0000685	Prao.g_00785	Praz.g_01468
OG0000686	Prao.g_00786	Praz.g_01467
OG0000687	Prao.g_00787	Praz.g_01466
OG0000688	Prao.g_00788	Praz.g_01465
OG0000689	Prao.g_00789	Praz.g_01464
OG0000690	Prao.g_00790	Praz.g_01463
OG0000691	Prao.g_00791	Praz.g_01462
OG0000692	Prao.g_00793	Praz.g_01460
OG0000693	Prao.g_00794	Praz.g_01459
OG0000694	Prao.g_00795	Praz.g_01458
OG0000695	Prao.g_00796	Praz.g_01457
OG0000696	Prao.g_00797	Praz.g_01456
OG0000697	Prao.g_00799	Praz.g_01454
OG0000698	Prao.g_00801	Praz.g_01452
OG0000699	Prao.g_00802	Praz.g_01451
OG0000700	Prao.g_00829	Praz.g_01424
OG0000701	Prao.g_00834	Praz.g_01420
OG0000702	Prao.g_00837	Praz.g_01417
OG0000703	Prao.g_00838	Praz.g_01416
OG0000704	Prao.g_00839	Praz.g_01415
OG0000705	Prao.g_00840	Praz.g_01414
OG0000706	Prao.g_00841	Praz.g_01413
OG0000707	Prao.g_00842	Praz.g_01411
OG0000708	Prao.g_00843	Praz.g_01410
OG0000709	Prao.g_00845	Praz.g_01408
OG0000710	Prao.g_00846	Praz.g_01407
OG0000711	Prao.g_00847	Praz.g_01406
OG0000712	Prao.g_00848	Praz.g_01405
OG0000713	Prao.g_00849	Praz.g_01404
OG0000714	Prao.g_00851	Praz.g_01402
OG0000715	Prao.g_00852	Praz.g_01401
OG0000716	Prao.g_00854	Praz.g_01399
OG0000717	Prao.g_00855	Praz.g_01398
OG0000718	Prao.g_00856	Praz.g_01397
OG0000719	Prao.g_00858	Praz.g_01395
OG0000720	Prao.g_00859	Praz.g_01394
OG0000721	Prao.g_00861	Praz.g_01392
OG0000722	Prao.g_00862	Praz.g_01391
OG0000723	Prao.g_00863	Praz.g_01390
OG0000724	Prao.g_00864	Praz.g_01388
OG0000725	Prao.g_00865	Praz.g_01387
OG0000726	Prao.g_00866	Praz.g_01386
OG0000727	Prao.g_00867	Praz.g_01385
OG0000728	Prao.g_00868	Praz.g_01384
OG0000729	Prao.g_00869	Praz.g_01383
OG0000730	Prao.g_00870	Praz.g_01382
OG0000731	Prao.g_00871	Praz.g_01381
OG0000732	Prao.g_00872	Praz.g_01380
OG0000733	Prao.g_00873	Praz.g_01379
OG0000734	Prao.g_00874	Praz.g_01378
OG0000735	Prao.g_00876	Praz.g_01376
OG0000736	Prao.g_00877	Praz.g_01375
OG0000737	Prao.g_00878	Praz.g_01374
OG0000738	Prao.g_00879	Praz.g_01373
OG0000739	Prao.g_00880	Praz.g_01372
OG0000740	Prao.g_00881	Praz.g_01371
OG0000741	Prao.g_00882	Praz.g_01370
OG0000742	Prao.g_00884	Praz.g_01368
OG0000743	Prao.g_00885	Praz.g_01367
OG0000744	Prao.g_00886	Praz.g_01366
OG0000745	Prao.g_00887	Praz.g_01365
OG0000746	Prao.g_00888	Praz.g_01364
OG0000747	Prao.g_00889	Praz.g_01363
OG0000748	Prao.g_00890	Praz.g_01362
OG0000749	Prao.g_00891	Praz.g_01361
OG0000750	Prao.g_00892	Praz.g_01360
OG0000751	Prao.g_00893	Praz.g_01359
OG0000752	Prao.g_00894	Praz.g_01358
OG0000753	Prao.g_00896	Praz.g_01356
OG0000754	Prao.g_00897	Praz.g_01355
OG0000755	Prao.g_00898	Praz.g_01354
OG0000756	Prao.g_00899	Praz.g_01353
OG0000757	Prao.g_00900	Praz.g_01352
OG0000758	Prao.g_00901	Praz.g_01351
OG0000759	Prao.g_00903	Praz.g_01349
OG0000760	Prao.g_00904	Praz.g_01348
OG0000761	Prao.g_00905	Praz.g_01347
OG0000762	Prao.g_00907	Praz.g_01345
OG0000763	Prao.g_00908	Praz.g_01344
OG0000764	Prao.g_00909	Praz.g_01343
OG0000765	Prao.g_00910	Praz.g_01342
OG0000766	Prao.g_00911	Praz.g_01341
OG0000767	Prao.g_00913	Praz.g_01339
OG0000768	Prao.g_00914	Praz.g_01338
OG0000769	Prao.g_00915	Praz.g_01337
OG0000770	Prao.g_00916	Praz.g_01336
OG0000771	Prao.g_00917	Praz.g_01335
OG0000772	Prao.g_00918	Praz.g_01334
OG0000773	Prao.g_00919	Praz.g_01333
OG0000774	Prao.g_00920	Praz.g_01332
OG0000775	Prao.g_00921	Praz.g_01331
OG0000776	Prao.g_00923	Praz.g_01329
OG0000777	Prao.g_00925	Praz.g_01327
OG0000778	Prao.g_00926	Praz.g_01326
OG0000779	Prao.g_00927	Praz.g_01325
OG0000780	Prao.g_00929	Praz.g_01323
OG0000781	Prao.g_00931	Praz.g_01321
OG0000782	Prao.g_00932	Praz.g_01320
OG0000783	Prao.g_00943	Praz.g_01308
OG0000784	Prao.g_00945	Praz.g_01306
OG0000785	Prao.g_00946	Praz.g_01305
OG0000786	Prao.g_00947	Praz.g_01304
OG0000787	Prao.g_00948	Praz.g_01303
OG0000788	Prao.g_00952	Praz.g_01299
OG0000789	Prao.g_00954	Praz.g_01297
OG0000790	Prao.g_00955	Praz.g_01296
OG0000791	Prao.g_00956	Praz.g_01294
OG0000792	Prao.g_00957	Praz.g_01293
OG0000793	Prao.g_00958	Praz.g_01292
OG0000794	Prao.g_00960	Praz.g_01290
OG0000795	Prao.g_00963	Praz.g_01287
OG0000796	Prao.g_00964	Praz.g_01286
OG0000797	Prao.g_00966	Praz.g_01284
OG0000798	Prao.g_00967	Praz.g_01283
OG0000799	Prao.g_00968	Praz.g_01282
OG0000800	Prao.g_00969	Praz.g_01281
OG0000801	Prao.g_00972	Praz.g_00064
OG0000802	Prao.g_00973	Praz.g_00065
OG0000803	Prao.g_00975	Praz.g_00067
OG0000804	Prao.g_00976	Praz.g_00068
OG0000805	Prao.g_00977	Praz.g_00069
OG0000806	Prao.g_00979	Praz.g_00071
OG0000807	Prao.g_01007	Praz.g_00096
OG0000808	Prao.g_01016	Praz.g_00105
OG0000809	Prao.g_01019	Praz.g_00108
OG0000810	Prao.g_01020	Praz.g_00109
OG0000811	Prao.g_01027	Praz.g_00116
OG0000812	Prao.g_01156	Praz.g_00060
OG0000813	Prao.g_01152	Praz.g_00056
OG0000814	Prao.g_01150	Praz.g_00054
OG0000815	Prao.g_01137	Praz.g_00040
OG0000816	Prao.g_01121	Praz.g_00024
OG0000817	Prao.g_01120	Praz.g_00023
OG0000818	Prao.g_01115	Praz.g_00018
OG0000819	Prao.g_01108	Praz.g_00011
OG0000820	Prao.g_01104	Praz.g_00007
OG0000821	Prao.g_01102	Praz.g_00005
OG0000822	Prao.g_01101	Praz.g_00004
OG0000823	Prao.g_01100	Praz.g_00003
OG0000824	Prao.g_01099	Praz.g_00002
OG0000825	Prao.g_01098	Praz.g_00001
OG0000826	Prao.g_01097	Praz.g_00763
OG0000827	Prao.g_01096	Praz.g_00762
OG0000828	Prao.g_01095	Praz.g_00761
OG0000829	Prao.g_01094	Praz.g_00760
OG0000830	Prao.g_01093	Praz.g_00759
OG0000831	Prao.g_01090	Praz.g_00756
OG0000832	Prao.g_01088	Praz.g_00754
OG0000833	Prao.g_01087	Praz.g_00753
OG0000834	Prao.g_01086	Praz.g_00751
OG0000835	Prao.g_01085	Praz.g_00750
OG0000836	Prao.g_01084	Praz.g_00749
OG0000837	Prao.g_01082	Praz.g_00747
OG0000838	Prao.g_01081	Praz.g_00746
OG0000839	Prao.g_01080	Praz.g_00745
OG0000840	Prao.g_01079	Praz.g_00744
OG0000841	Prao.g_01078	Praz.g_00743
OG0000842	Prao.g_01077	Praz.g_00742
OG0000843	Prao.g_01076	Praz.g_00741
OG0000844	Prao.g_01075	Praz.g_00740
OG0000845	Prao.g_01074	Praz.g_00739
OG0000846	Prao.g_01071	Praz.g_00736
OG0000847	Prao.g_01069	Praz.g_00734
OG0000848	Prao.g_01068	Praz.g_00733
OG0000849	Prao.g_01067	Praz.g_00732
OG0000850	Prao.g_01066	Praz.g_00731
OG0000851	Prao.g_01065	Praz.g_00730
OG0000852	Prao.g_01063	Praz.g_00728
OG0000853	Prao.g_01062	Praz.g_00727
OG0000854	Prao.g_01060	Praz.g_00725
OG0000855	Prao.g_01059	Praz.g_00724
OG0000856	Prao.g_01058	Praz.g_00723
OG0000857	Prao.g_01057	Praz.g_00722
OG0000858	Prao.g_01056	Praz.g_00721
OG0000859	Prao.g_01055	Praz.g_00720
OG0000860	Prao.g_01054	Praz.g_00719
OG0000861	Prao.g_01053	Praz.g_00718
OG0000862	Prao.g_01052	Praz.g_00717
OG0000863	Prao.g_01051	Praz.g_00716
OG0000864	Prao.g_01050	Praz.g_00715
OG0000865	Prao.g_01049	Praz.g_00714
OG0000866	Prao.g_01048	Praz.g_00713
OG0000867	Prao.g_01047	Praz.g_00712
OG0000868	Prao.g_01046	Praz.g_00711
OG0000869	Prao.g_01044	Praz.g_00709
OG0000870	Prao.g_01043	Praz.g_00708
OG0000871	Prao.g_01041	Praz.g_00706
OG0000872	Prao.g_01040	Praz.g_00705
OG0000873	Prao.g_01038	Praz.g_00703
OG0000874	Prao.g_01037	Praz.g_00702
OG0000875	Prao.g_01036	Praz.g_00701
OG0000876	Prao.g_01035	Praz.g_00700
OG0000877	Prao.g_01033	Praz.g_00698
OG0000878	Prao.g_01305	Praz.g_01205
OG0000879	Prao.g_01287	Praz.g_01191
OG0000880	Prao.g_01286	Praz.g_01190
OG0000881	Prao.g_01285	Praz.g_01189
OG0000882	Prao.g_01284	Praz.g_01188
OG0000883	Prao.g_01283	Praz.g_01187
OG0000884	Prao.g_01281	Praz.g_01185
OG0000885	Prao.g_01280	Praz.g_01184
OG0000886	Prao.g_01279	Praz.g_01183
OG0000887	Prao.g_01278	Praz.g_01182
OG0000888	Prao.g_01277	Praz.g_01181
OG0000889	Prao.g_01274	Praz.g_01178
OG0000890	Prao.g_01273	Praz.g_01177
OG0000891	Prao.g_01272	Praz.g_01176
OG0000892	Prao.g_01270	Praz.g_01174
OG0000893	Prao.g_01269	Praz.g_01173
OG0000894	Prao.g_01268	Praz.g_01172
OG0000895	Prao.g_01267	Praz.g_01171
OG0000896	Prao.g_01266	Praz.g_01170
OG0000897	Prao.g_01265	Praz.g_01169
OG0000898	Prao.g_01263	Praz.g_01167
OG0000899	Prao.g_01262	Praz.g_01166
OG0000900	Prao.g_01257	Praz.g_01157
OG0000901	Prao.g_01253	Praz.g_01153
OG0000902	Prao.g_01252	Praz.g_01152
OG0000903	Prao.g_01251	Praz.g_01151
OG0000904	Prao.g_01249	Praz.g_01149
OG0000905	Prao.g_01247	Praz.g_01147
OG0000906	Prao.g_01245	Praz.g_01145
OG0000907	Prao.g_01244	Praz.g_01144
OG0000908	Prao.g_01241	Praz.g_01141
OG0000909	Prao.g_01237	Praz.g_01137
OG0000910	Prao.g_01236	Praz.g_01136
OG0000911	Prao.g_01235	Praz.g_01135
OG0000912	Prao.g_01234	Praz.g_01134
OG0000913	Prao.g_01233	Praz.g_01133
OG0000914	Prao.g_01232	Praz.g_01132
OG0000915	Prao.g_01231	Praz.g_01131
OG0000916	Prao.g_01230	Praz.g_01130
OG0000917	Prao.g_01229	Praz.g_01129
OG0000918	Prao.g_01228	Praz.g_01128
OG0000919	Prao.g_01227	Praz.g_01127
OG0000920	Prao.g_01226	Praz.g_01126
OG0000921	Prao.g_01225	Praz.g_01125
OG0000922	Prao.g_01224	Praz.g_01124
OG0000923	Prao.g_01223	Praz.g_01123
OG0000924	Prao.g_01222	Praz.g_01122
OG0000925	Prao.g_01221	Praz.g_01121
OG0000926	Prao.g_01220	Praz.g_01097
OG0000927	Prao.g_01379	Praz.g_01059
OG0000928	Prao.g_01380	Praz.g_01058
OG0000929	Prao.g_01381	Praz.g_01057
OG0000930	Prao.g_01382	Praz.g_01056
OG0000931	Prao.g_01383	Praz.g_01055
OG0000932	Prao.g_01385	Praz.g_01053
OG0000933	Prao.g_01386	Praz.g_01052
OG0000934	Prao.g_01387	Praz.g_01051
OG0000935	Prao.g_01388	Praz.g_01050
OG0000936	Prao.g_01389	Praz.g_01049
OG0000937	Prao.g_01390	Praz.g_01048
OG0000938	Prao.g_01391	Praz.g_01047
OG0000939	Prao.g_01392	Praz.g_01046
OG0000940	Prao.g_01393	Praz.g_01045
OG0000941	Prao.g_01395	Praz.g_01043
OG0000942	Prao.g_01396	Praz.g_01042
OG0000943	Prao.g_01399	Praz.g_01039
OG0000944	Prao.g_01400	Praz.g_01038
OG0000945	Prao.g_01401	Praz.g_01037
OG0000946	Prao.g_01402	Praz.g_01036
OG0000947	Prao.g_01403	Praz.g_01035
OG0000948	Prao.g_01404	Praz.g_01034
OG0000949	Prao.g_01405	Praz.g_01033
OG0000950	Prao.g_01406	Praz.g_01032
OG0000951	Prao.g_01407	Praz.g_01031
OG0000952	Prao.g_01408	Praz.g_01030
OG0000953	Prao.g_01409	Praz.g_01029
OG0000954	Prao.g_01410	Praz.g_01028
OG0000955	Prao.g_01411	Praz.g_01027
OG0000956	Prao.g_01412	Praz.g_01026
OG0000957	Prao.g_01413	Praz.g_01025
OG0000958	Prao.g_01414	Praz.g_01024
OG0000959	Prao.g_01415	Praz.g_01023
OG0000960	Prao.g_01416	Praz.g_01022
OG0000961	Prao.g_01419	Praz.g_01018
OG0000962	Prao.g_01420	Praz.g_01017
OG0000963	Prao.g_01421	Praz.g_01016
OG0000964	Prao.g_01423	Praz.g_01014
OG0000965	Prao.g_01424	Praz.g_01013
OG0000966	Prao.g_01425	Praz.g_01012
OG0000967	Prao.g_01426	Praz.g_01011
OG0000968	Prao.g_01427	Praz.g_01010
OG0000969	Prao.g_01428	Praz.g_01009
OG0000970	Prao.g_01429	Praz.g_01008
OG0000971	Prao.g_01430	Praz.g_01007
OG0000972	Prao.g_01431	Praz.g_01006
OG0000973	Prao.g_01432	Praz.g_01005
OG0000974	Prao.g_01434	Praz.g_01003
OG0000975	Prao.g_01437	Praz.g_01000
OG0000976	Prao.g_01439	Praz.g_00998
OG0000977	Prao.g_01440	Praz.g_00997
OG0000978	Prao.g_01441	Praz.g_00996
OG0000979	Prao.g_01443	Praz.g_00994
OG0000980	Prao.g_01444	Praz.g_00993
OG0000981	Prao.g_01445	Praz.g_00992
OG0000982	Prao.g_01446	Praz.g_00991
OG0000983	Prao.g_01448	Praz.g_00989
OG0000984	Prao.g_01449	Praz.g_00988
OG0000985	Prao.g_01450	Praz.g_00987
OG0000986	Prao.g_01451	Praz.g_00986
OG0000987	Prao.g_01452	Praz.g_00985
OG0000988	Prao.g_01453	Praz.g_00984
OG0000989	Prao.g_01454	Praz.g_00983
OG0000990	Prao.g_01455	Praz.g_00982
OG0000991	Prao.g_01456	Praz.g_00981
OG0000992	Prao.g_01457	Praz.g_00980
OG0000993	Prao.g_01458	Praz.g_00979
OG0000994	Prao.g_01459	Praz.g_00978
OG0000995	Prao.g_01460	Praz.g_00977
OG0000996	Prao.g_01461	Praz.g_00976
OG0000997	Prao.g_01462	Praz.g_00975
OG0000998	Prao.g_01463	Praz.g_00974
OG0000999	Prao.g_01464	Praz.g_00973
OG0001000	Prao.g_01465	Praz.g_00972
OG0001001	Prao.g_01467	Praz.g_00970
OG0001002	Prao.g_01468	Praz.g_00969
OG0001003	Prao.g_01469	Praz.g_00968
OG0001004	Prao.g_01470	Praz.g_00967
OG0001005	Prao.g_01471	Praz.g_00966
OG0001006	Prao.g_01472	Praz.g_00965
OG0001007	Prao.g_01473	Praz.g_00964
OG0001008	Prao.g_01475	Praz.g_00962
OG0001009	Prao.g_01476	Praz.g_00961
OG0001010	Prao.g_01484	Praz.g_00953
OG0001011	Prao.g_01491	Praz.g_00946
OG0001012	Prao.g_01519	Praz.g_00918
OG0001013	Prao.g_01546	Praz.g_00883
OG0001014	Prao.g_01547	Praz.g_00882
OG0001015	Prao.g_01553	Praz.g_00876
OG0001016	Prao.g_01554	Praz.g_00875
OG0001017	Prao.g_01555	Praz.g_00874
OG0001018	Prao.g_01556	Praz.g_00873
OG0001019	Prao.g_01558	Praz.g_00871
OG0001020	Prao.g_01559	Praz.g_00870
OG0001021	Prao.g_01560	Praz.g_00869
OG0001022	Prao.g_01561	Praz.g_00868
OG0001023	Prao.g_01562	Praz.g_00867
OG0001024	Prao.g_01563	Praz.g_00866
OG0001025	Prao.g_01564	Praz.g_00865
OG0001026	Prao.g_01566	Praz.g_00863
OG0001027	Prao.g_01567	Praz.g_00862
OG0001028	Prao.g_01568	Praz.g_00861
OG0001029	Prao.g_01569	Praz.g_00860
OG0001030	Prao.g_01570	Praz.g_00859
OG0001031	Prao.g_01571	Praz.g_00858
OG0001032	Prao.g_01572	Praz.g_00857
OG0001033	Prao.g_01573	Praz.g_00856
OG0001034	Prao.g_01574	Praz.g_00855
OG0001035	Prao.g_01576	Praz.g_00853
OG0001036	Prao.g_01577	Praz.g_00852
OG0001037	Prao.g_01578	Praz.g_00851
OG0001038	Prao.g_01579	Praz.g_00850
OG0001039	Prao.g_01580	Praz.g_00849
OG0001040	Prao.g_01581	Praz.g_00848
OG0001041	Prao.g_01582	Praz.g_00847
OG0001042	Prao.g_01583	Praz.g_00846
OG0001043	Prao.g_01584	Praz.g_00845
OG0001044	Prao.g_01585	Praz.g_00844
OG0001045	Prao.g_01586	Praz.g_00843
OG0001046	Prao.g_01587	Praz.g_00842
OG0001047	Prao.g_01590	Praz.g_00839
OG0001048	Prao.g_01592	Praz.g_00837
OG0001049	Prao.g_01593	Praz.g_00836
OG0001050	Prao.g_01594	Praz.g_00835
OG0001051	Prao.g_01595	Praz.g_00834
OG0001052	Prao.g_01596	Praz.g_00833
OG0001053	Prao.g_01597	Praz.g_00831
OG0001054	Prao.g_01599	Praz.g_00830
OG0001055	Prao.g_01600	Praz.g_00829
OG0001056	Prao.g_01601	Praz.g_00828
OG0001057	Prao.g_01602	Praz.g_00827
OG0001058	Prao.g_01603	Praz.g_00826
OG0001059	Prao.g_01604	Praz.g_00825
OG0001060	Prao.g_01605	Praz.g_00824
OG0001061	Prao.g_01606	Praz.g_00823
OG0001062	Prao.g_01607	Praz.g_00822
OG0001063	Prao.g_01608	Praz.g_00821
OG0001064	Prao.g_01610	Praz.g_00340
OG0001065	Prao.g_01615	Praz.g_00335
OG0001066	Prao.g_01616	Praz.g_00334
OG0001067	Prao.g_01617	Praz.g_00333
OG0001068	Prao.g_01619	Praz.g_00331
OG0001069	Prao.g_01620	Praz.g_00330
OG0001070	Prao.g_01621	Praz.g_00329
OG0001071	Prao.g_01622	Praz.g_00328
OG0001072	Prao.g_01623	Praz.g_00327
OG0001073	Prao.g_01624	Praz.g_00326
OG0001074	Prao.g_01625	Praz.g_00325
OG0001075	Prao.g_01626	Praz.g_00324
OG0001076	Prao.g_01627	Praz.g_00323
OG0001077	Prao.g_01628	Praz.g_00322
OG0001078	Prao.g_01629	Praz.g_00321
OG0001079	Prao.g_01630	Praz.g_00320
OG0001080	Prao.g_01631	Praz.g_00319
OG0001081	Prao.g_01634	Praz.g_00316
OG0001082	Prao.g_01635	Praz.g_00315
OG0001083	Prao.g_01636	Praz.g_00314
OG0001084	Prao.g_01638	Praz.g_00312
OG0001085	Prao.g_01639	Praz.g_00311
OG0001086	Prao.g_01640	Praz.g_00310
OG0001087	Prao.g_01641	Praz.g_00309
OG0001088	Prao.g_01642	Praz.g_00308
OG0001089	Prao.g_01645	Praz.g_00305
OG0001090	Prao.g_01647	Praz.g_00303
OG0001091	Prao.g_01648	Praz.g_00302
OG0001092	Prao.g_01649	Praz.g_00301
OG0001093	Prao.g_01650	Praz.g_00300
OG0001094	Prao.g_01651	Praz.g_00299
OG0001095	Prao.g_01652	Praz.g_00298
OG0001096	Prao.g_01653	Praz.g_00297
OG0001097	Prao.g_01654	Praz.g_00296
OG0001098	Prao.g_01655	Praz.g_00295
OG0001099	Prao.g_01656	Praz.g_00294
OG0001100	Prao.g_01657	Praz.g_00293
OG0001101	Prao.g_01658	Praz.g_00292
OG0001102	Prao.g_01659	Praz.g_00291
OG0001103	Prao.g_01660	Praz.g_00290
OG0001104	Prao.g_01661	Praz.g_00289
OG0001105	Prao.g_01662	Praz.g_00288
OG0001106	Prao.g_01663	Praz.g_00287
OG0001107	Prao.g_01664	Praz.g_00286
OG0001108	Prao.g_01665	Praz.g_00285
OG0001109	Prao.g_01666	Praz.g_00284
OG0001110	Prao.g_01667	Praz.g_00283
OG0001111	Prao.g_01668	Praz.g_00282
OG0001112	Prao.g_01669	Praz.g_00281
OG0001113	Prao.g_01670	Praz.g_00280
OG0001114	Prao.g_01671	Praz.g_00279
OG0001115	Prao.g_01672	Praz.g_00278
OG0001116	Prao.g_01673	Praz.g_00277
OG0001117	Prao.g_01674	Praz.g_00276
OG0001118	Prao.g_01675	Praz.g_00275
OG0001119	Prao.g_01676	Praz.g_00274
OG0001120	Prao.g_01677	Praz.g_00273
OG0001121	Prao.g_01679	Praz.g_00271
OG0001122	Prao.g_01680	Praz.g_00270
OG0001123	Prao.g_01681	Praz.g_00269
OG0001124	Prao.g_01683	Praz.g_00267
OG0001125	Prao.g_01685	Praz.g_00265
OG0001126	Prao.g_01686	Praz.g_00264
OG0001127	Prao.g_01688	Praz.g_00262
OG0001128	Prao.g_01689	Praz.g_00261
OG0001129	Prao.g_01690	Praz.g_00260
OG0001130	Prao.g_01693	Praz.g_00257
OG0001131	Prao.g_01694	Praz.g_00256
OG0001132	Prao.g_01695	Praz.g_00255
OG0001133	Prao.g_01696	Praz.g_00254
OG0001134	Prao.g_01697	Praz.g_00253
OG0001135	Prao.g_01698	Praz.g_00252
OG0001136	Prao.g_01699	Praz.g_00251
OG0001137	Prao.g_01700	Praz.g_00250
OG0001138	Prao.g_01701	Praz.g_00249
OG0001139	Prao.g_01702	Praz.g_00248
OG0001140	Prao.g_01703	Praz.g_00247
OG0001141	Prao.g_01704	Praz.g_00246
OG0001142	Prao.g_01707	Praz.g_00242
OG0001143	Prao.g_01708	Praz.g_00241
OG0001144	Prao.g_01709	Praz.g_00240
OG0001145	Prao.g_01710	Praz.g_00239
OG0001146	Prao.g_01711	Praz.g_00238
OG0001147	Prao.g_01712	Praz.g_00237
OG0001148	Prao.g_01713	Praz.g_00236
OG0001149	Prao.g_01715	Praz.g_00234
OG0001150	Prao.g_01716	Praz.g_00233
OG0001151	Prao.g_01718	Praz.g_00231
OG0001152	Prao.g_01719	Praz.g_00230
