Orthogroup	Prbh	Prai
OG0000559	Prbh.g_00220	Prai.g_00637
OG0000560	Prbh.g_00219	Prai.g_00638
OG0000561	Prbh.g_00218	Prai.g_00639
OG0000562	Prbh.g_00217	Prai.g_00640
OG0000563	Prbh.g_00216	Prai.g_00641
OG0000564	Prbh.g_00215	Prai.g_00642
OG0000565	Prbh.g_00214	Prai.g_00643
OG0000566	Prbh.g_00213	Prai.g_00644
OG0000567	Prbh.g_00212	Prai.g_00645
OG0000568	Prbh.g_01465	Prai.g_00646
OG0000569	Prbh.g_01462	Prai.g_00650
OG0000570	Prbh.g_01461	Prai.g_00651
OG0000571	Prbh.g_01459	Prai.g_00653
OG0000572	Prbh.g_01457	Prai.g_00654
OG0000573	Prbh.g_01456	Prai.g_00655
OG0000574	Prbh.g_01455	Prai.g_00656
OG0000575	Prbh.g_01453	Prai.g_00657
OG0000576	Prbh.g_01452	Prai.g_00658
OG0000577	Prbh.g_01223	Prai.g_00659
OG0000578	Prbh.g_01222	Prai.g_00660
OG0000579	Prbh.g_01221	Prai.g_00661
OG0000580	Prbh.g_01220	Prai.g_00662
OG0000581	Prbh.g_01219	Prai.g_00663
OG0000582	Prbh.g_01218	Prai.g_00664
OG0000583	Prbh.g_01217	Prai.g_00665
OG0000584	Prbh.g_01216	Prai.g_00667
OG0000585	Prbh.g_01215	Prai.g_00668
OG0000586	Prbh.g_01213	Prai.g_00669
OG0000587	Prbh.g_01212	Prai.g_00670
OG0000588	Prbh.g_01211	Prai.g_00671
OG0000589	Prbh.g_01210	Prai.g_00672
OG0000590	Prbh.g_01209	Prai.g_00673
OG0000591	Prbh.g_01208	Prai.g_00674
OG0000592	Prbh.g_01207	Prai.g_00675
OG0000593	Prbh.g_01206	Prai.g_00676
OG0000594	Prbh.g_01205	Prai.g_00677
OG0000595	Prbh.g_01204	Prai.g_00678
OG0000596	Prbh.g_01203	Prai.g_00679
OG0000597	Prbh.g_01199	Prai.g_00683
OG0000598	Prbh.g_01198	Prai.g_00684
OG0000599	Prbh.g_01197	Prai.g_00685
OG0000600	Prbh.g_01196	Prai.g_00686
OG0000601	Prbh.g_01195	Prai.g_00687
OG0000602	Prbh.g_01194	Prai.g_00688
OG0000603	Prbh.g_01193	Prai.g_00689
OG0000604	Prbh.g_01192	Prai.g_00690
OG0000605	Prbh.g_01191	Prai.g_00691
OG0000606	Prbh.g_01190	Prai.g_00692
OG0000607	Prbh.g_01188	Prai.g_00693
OG0000608	Prbh.g_01187	Prai.g_00694
OG0000609	Prbh.g_01185	Prai.g_00696
OG0000610	Prbh.g_01184	Prai.g_00697
OG0000611	Prbh.g_00904	Prai.g_00699
OG0000612	Prbh.g_00905	Prai.g_00700
OG0000613	Prbh.g_00907	Prai.g_00702
OG0000614	Prbh.g_00913	Prai.g_00708
OG0000615	Prbh.g_00914	Prai.g_00709
OG0000616	Prbh.g_00915	Prai.g_00710
OG0000617	Prbh.g_00918	Prai.g_00712
OG0000618	Prbh.g_00919	Prai.g_00713
OG0000619	Prbh.g_00920	Prai.g_00714
OG0000620	Prbh.g_00922	Prai.g_00716
OG0000621	Prbh.g_00923	Prai.g_00717
OG0000622	Prbh.g_00924	Prai.g_00718
OG0000623	Prbh.g_00925	Prai.g_00719
OG0000624	Prbh.g_00928	Prai.g_00721
OG0000625	Prbh.g_00929	Prai.g_00722
OG0000626	Prbh.g_00930	Prai.g_00723
OG0000627	Prbh.g_00933	Prai.g_00724
OG0000628	Prbh.g_00934	Prai.g_00725
OG0000629	Prbh.g_00935	Prai.g_00726
OG0000630	Prbh.g_00937	Prai.g_00728
OG0000631	Prbh.g_00939	Prai.g_00729
OG0000632	Prbh.g_01487	Prai.g_00732
OG0000633	Prbh.g_00864	Prai.g_00733
OG0000634	Prbh.g_00946	Prai.g_00749
OG0000635	Prbh.g_01170	Prai.g_00751
OG0000636	Prbh.g_01169	Prai.g_00752
OG0000637	Prbh.g_01167	Prai.g_00754
OG0000638	Prbh.g_01166	Prai.g_00755
OG0000639	Prbh.g_01165	Prai.g_00756
OG0000640	Prbh.g_01164	Prai.g_00757
OG0000641	Prbh.g_01163	Prai.g_00758
OG0000642	Prbh.g_01162	Prai.g_00759
OG0000643	Prbh.g_01161	Prai.g_00760
OG0000644	Prbh.g_01159	Prai.g_00762
OG0000645	Prbh.g_01157	Prai.g_00763
OG0000646	Prbh.g_01156	Prai.g_00764
OG0000647	Prbh.g_01155	Prai.g_00765
OG0000648	Prbh.g_01154	Prai.g_00766
OG0000649	Prbh.g_01153	Prai.g_00767
OG0000650	Prbh.g_01151	Prai.g_00768
OG0000651	Prbh.g_01150	Prai.g_00769
OG0000652	Prbh.g_01148	Prai.g_00771
OG0000653	Prbh.g_01881	Prai.g_00897
OG0000654	Prbh.g_01875	Prai.g_00894
OG0000655	Prbh.g_01445	Prai.g_01293
OG0000656	Prbh.g_01880	Prai.g_00883
OG0000657	Prbh.g_01078	Prai.g_00882
OG0000658	Prbh.g_01077	Prai.g_00881
OG0000659	Prbh.g_01076	Prai.g_00880
OG0000660	Prbh.g_00442	Prai.g_00869
OG0000661	Prbh.g_01051	Prai.g_00860
OG0000662	Prbh.g_01054	Prai.g_00858
OG0000663	Prbh.g_01056	Prai.g_00857
OG0000664	Prbh.g_01057	Prai.g_00856
OG0000665	Prbh.g_01058	Prai.g_00855
OG0000666	Prbh.g_01171	Prai.g_00854
OG0000667	Prbh.g_00948	Prai.g_00853
OG0000668	Prbh.g_00949	Prai.g_00852
OG0000669	Prbh.g_00950	Prai.g_00851
OG0000670	Prbh.g_00952	Prai.g_00849
OG0000671	Prbh.g_00953	Prai.g_00848
OG0000672	Prbh.g_00954	Prai.g_00847
OG0000673	Prbh.g_00955	Prai.g_00846
OG0000674	Prbh.g_00956	Prai.g_00845
OG0000675	Prbh.g_00957	Prai.g_00844
OG0000676	Prbh.g_00959	Prai.g_00842
OG0000677	Prbh.g_00961	Prai.g_00839
OG0000678	Prbh.g_00962	Prai.g_00838
OG0000679	Prbh.g_00963	Prai.g_00837
OG0000680	Prbh.g_00964	Prai.g_00836
OG0000681	Prbh.g_00965	Prai.g_00835
OG0000682	Prbh.g_00966	Prai.g_00834
OG0000683	Prbh.g_00967	Prai.g_00833
OG0000684	Prbh.g_00969	Prai.g_00832
OG0000685	Prbh.g_00970	Prai.g_00831
OG0000686	Prbh.g_00971	Prai.g_00830
OG0000687	Prbh.g_00972	Prai.g_00829
OG0000688	Prbh.g_00973	Prai.g_00828
OG0000689	Prbh.g_00974	Prai.g_00827
OG0000690	Prbh.g_00975	Prai.g_00826
OG0000691	Prbh.g_00977	Prai.g_00824
OG0000692	Prbh.g_00978	Prai.g_00823
OG0000693	Prbh.g_00979	Prai.g_00822
OG0000694	Prbh.g_00980	Prai.g_00821
OG0000695	Prbh.g_00981	Prai.g_00820
OG0000696	Prbh.g_00982	Prai.g_00819
OG0000697	Prbh.g_00983	Prai.g_00817
OG0000698	Prbh.g_00984	Prai.g_00816
OG0000699	Prbh.g_00988	Prai.g_00812
OG0000700	Prbh.g_00989	Prai.g_00811
OG0000701	Prbh.g_00991	Prai.g_00810
OG0000702	Prbh.g_00992	Prai.g_00809
OG0000703	Prbh.g_00993	Prai.g_00808
OG0000704	Prbh.g_00994	Prai.g_00807
OG0000705	Prbh.g_00996	Prai.g_00805
OG0000706	Prbh.g_00997	Prai.g_00804
OG0000707	Prbh.g_00998	Prai.g_00803
OG0000708	Prbh.g_00999	Prai.g_00802
OG0000709	Prbh.g_01001	Prai.g_00801
OG0000710	Prbh.g_01002	Prai.g_00800
OG0000711	Prbh.g_01003	Prai.g_00799
OG0000712	Prbh.g_01004	Prai.g_00798
OG0000713	Prbh.g_01005	Prai.g_00797
OG0000714	Prbh.g_01009	Prai.g_00795
OG0000715	Prbh.g_01010	Prai.g_00794
OG0000716	Prbh.g_01011	Prai.g_00793
OG0000717	Prbh.g_01012	Prai.g_00792
OG0000718	Prbh.g_01013	Prai.g_00791
OG0000719	Prbh.g_01015	Prai.g_00789
OG0000720	Prbh.g_01019	Prai.g_00787
OG0000721	Prbh.g_01020	Prai.g_00786
OG0000722	Prbh.g_00857	Prai.g_01060
OG0000723	Prbh.g_00861	Prai.g_01057
OG0000724	Prbh.g_00868	Prai.g_01054
OG0000725	Prbh.g_00870	Prai.g_01053
OG0000726	Prbh.g_00871	Prai.g_01052
OG0000727	Prbh.g_00872	Prai.g_01051
OG0000728	Prbh.g_00873	Prai.g_01050
OG0000729	Prbh.g_00875	Prai.g_01049
OG0000730	Prbh.g_00876	Prai.g_01048
OG0000731	Prbh.g_00878	Prai.g_01046
OG0000732	Prbh.g_00879	Prai.g_01045
OG0000733	Prbh.g_00880	Prai.g_01044
OG0000734	Prbh.g_00881	Prai.g_01043
OG0000735	Prbh.g_00882	Prai.g_01042
OG0000736	Prbh.g_00884	Prai.g_01040
OG0000737	Prbh.g_00885	Prai.g_01039
OG0000738	Prbh.g_00887	Prai.g_01037
OG0000739	Prbh.g_00888	Prai.g_01036
OG0000740	Prbh.g_00889	Prai.g_01035
OG0000741	Prbh.g_00891	Prai.g_01033
OG0000742	Prbh.g_00892	Prai.g_01032
OG0000743	Prbh.g_00896	Prai.g_01029
OG0000744	Prbh.g_00897	Prai.g_01028
OG0000745	Prbh.g_00898	Prai.g_01027
OG0000746	Prbh.g_00899	Prai.g_01026
OG0000747	Prbh.g_00900	Prai.g_01025
OG0000748	Prbh.g_00901	Prai.g_01024
OG0000749	Prbh.g_00902	Prai.g_01023
OG0000750	Prbh.g_00903	Prai.g_01022
OG0000751	Prbh.g_01179	Prai.g_01020
OG0000752	Prbh.g_01178	Prai.g_01019
OG0000753	Prbh.g_01177	Prai.g_01018
OG0000754	Prbh.g_01176	Prai.g_01017
OG0000755	Prbh.g_01174	Prai.g_01015
OG0000756	Prbh.g_01173	Prai.g_01014
OG0000757	Prbh.g_01172	Prai.g_01013
OG0000758	Prbh.g_01059	Prai.g_01012
OG0000759	Prbh.g_01060	Prai.g_01011
OG0000760	Prbh.g_01061	Prai.g_01010
OG0000761	Prbh.g_01062	Prai.g_01009
OG0000762	Prbh.g_01064	Prai.g_01007
OG0000763	Prbh.g_01065	Prai.g_01006
OG0000764	Prbh.g_01066	Prai.g_01005
OG0000765	Prbh.g_01067	Prai.g_01004
OG0000766	Prbh.g_01068	Prai.g_01003
OG0000767	Prbh.g_01069	Prai.g_01002
OG0000768	Prbh.g_01070	Prai.g_01001
OG0000769	Prbh.g_01071	Prai.g_01000
OG0000770	Prbh.g_01073	Prai.g_00999
OG0000771	Prbh.g_01074	Prai.g_00998
OG0000772	Prbh.g_01131	Prai.g_00997
OG0000773	Prbh.g_01079	Prai.g_00995
OG0000774	Prbh.g_01080	Prai.g_00994
OG0000775	Prbh.g_01081	Prai.g_00993
OG0000776	Prbh.g_01083	Prai.g_00992
OG0000777	Prbh.g_01084	Prai.g_00991
OG0000778	Prbh.g_01085	Prai.g_00990
OG0000779	Prbh.g_01087	Prai.g_00988
OG0000780	Prbh.g_01088	Prai.g_00987
OG0000781	Prbh.g_01089	Prai.g_00986
OG0000782	Prbh.g_01091	Prai.g_00984
OG0000783	Prbh.g_01092	Prai.g_00983
OG0000784	Prbh.g_01093	Prai.g_00982
OG0000785	Prbh.g_01094	Prai.g_00981
OG0000786	Prbh.g_01095	Prai.g_00980
OG0000787	Prbh.g_01097	Prai.g_00978
OG0000788	Prbh.g_01098	Prai.g_00977
OG0000789	Prbh.g_01099	Prai.g_00976
OG0000790	Prbh.g_01100	Prai.g_00975
OG0000791	Prbh.g_01101	Prai.g_00974
OG0000792	Prbh.g_01342	Prai.g_00973
OG0000793	Prbh.g_01102	Prai.g_00972
OG0000794	Prbh.g_01103	Prai.g_00971
OG0000795	Prbh.g_01104	Prai.g_00970
OG0000796	Prbh.g_01106	Prai.g_00968
OG0000797	Prbh.g_01107	Prai.g_00966
OG0000798	Prbh.g_01108	Prai.g_00965
OG0000799	Prbh.g_01109	Prai.g_00964
OG0000800	Prbh.g_01110	Prai.g_00963
OG0000801	Prbh.g_01111	Prai.g_00962
OG0000802	Prbh.g_01113	Prai.g_00960
OG0000803	Prbh.g_01114	Prai.g_00959
OG0000804	Prbh.g_01116	Prai.g_00948
OG0000805	Prbh.g_01118	Prai.g_00946
OG0000806	Prbh.g_01119	Prai.g_00945
OG0000807	Prbh.g_01120	Prai.g_00944
OG0000808	Prbh.g_01121	Prai.g_00943
OG0000809	Prbh.g_01126	Prai.g_00940
OG0000810	Prbh.g_01128	Prai.g_00939
OG0000811	Prbh.g_01129	Prai.g_00938
OG0000812	Prbh.g_01130	Prai.g_00937
OG0000813	Prbh.g_01133	Prai.g_00936
OG0000814	Prbh.g_01134	Prai.g_00935
OG0000815	Prbh.g_01135	Prai.g_00934
OG0000816	Prbh.g_01138	Prai.g_00932
OG0000817	Prbh.g_01042	Prai.g_00929
OG0000818	Prbh.g_01041	Prai.g_00928
OG0000819	Prbh.g_01039	Prai.g_00926
OG0000820	Prbh.g_01038	Prai.g_00925
OG0000821	Prbh.g_01037	Prai.g_00924
OG0000822	Prbh.g_01036	Prai.g_00923
OG0000823	Prbh.g_01033	Prai.g_00920
OG0000824	Prbh.g_01032	Prai.g_00919
OG0000825	Prbh.g_01030	Prai.g_00917
OG0000826	Prbh.g_01029	Prai.g_00916
OG0000827	Prbh.g_01028	Prai.g_00915
OG0000828	Prbh.g_01026	Prai.g_00913
OG0000829	Prbh.g_00411	Prai.g_01088
OG0000830	Prbh.g_00827	Prai.g_01098
OG0000831	Prbh.g_01331	Prai.g_01101
OG0000832	Prbh.g_01442	Prai.g_01102
OG0000833	Prbh.g_01351	Prai.g_01109
OG0000834	Prbh.g_01325	Prai.g_01113
OG0000835	Prbh.g_00432	Prai.g_01117
OG0000836	Prbh.g_01344	Prai.g_01119
OG0000837	Prbh.g_00008	Prai.g_01130
OG0000838	Prbh.g_01867	Prai.g_01144
OG0000839	Prbh.g_01866	Prai.g_01145
OG0000840	Prbh.g_00834	Prai.g_01151
OG0000841	Prbh.g_01305	Prai.g_01153
OG0000842	Prbh.g_01299	Prai.g_01157
OG0000843	Prbh.g_01297	Prai.g_01159
OG0000844	Prbh.g_01296	Prai.g_01160
OG0000845	Prbh.g_01295	Prai.g_01161
OG0000846	Prbh.g_01294	Prai.g_01162
OG0000847	Prbh.g_01293	Prai.g_01163
OG0000848	Prbh.g_01292	Prai.g_01164
OG0000849	Prbh.g_01291	Prai.g_01165
OG0000850	Prbh.g_01290	Prai.g_01166
OG0000851	Prbh.g_01287	Prai.g_01168
OG0000852	Prbh.g_01284	Prai.g_01170
OG0000853	Prbh.g_01282	Prai.g_01172
OG0000854	Prbh.g_01280	Prai.g_01173
OG0000855	Prbh.g_01279	Prai.g_01174
OG0000856	Prbh.g_01278	Prai.g_01175
OG0000857	Prbh.g_01277	Prai.g_01176
OG0000858	Prbh.g_01274	Prai.g_01178
OG0000859	Prbh.g_01273	Prai.g_01179
OG0000860	Prbh.g_01272	Prai.g_01180
OG0000861	Prbh.g_01271	Prai.g_01181
OG0000862	Prbh.g_01270	Prai.g_01182
OG0000863	Prbh.g_01268	Prai.g_01183
OG0000864	Prbh.g_01267	Prai.g_01184
OG0000865	Prbh.g_01266	Prai.g_01185
OG0000866	Prbh.g_01265	Prai.g_01186
OG0000867	Prbh.g_01262	Prai.g_01189
OG0000868	Prbh.g_01261	Prai.g_01191
OG0000869	Prbh.g_01260	Prai.g_01192
OG0000870	Prbh.g_01257	Prai.g_01193
OG0000871	Prbh.g_01256	Prai.g_01194
OG0000872	Prbh.g_01254	Prai.g_01196
OG0000873	Prbh.g_01253	Prai.g_01197
OG0000874	Prbh.g_01252	Prai.g_01198
OG0000875	Prbh.g_01250	Prai.g_01200
OG0000876	Prbh.g_01248	Prai.g_01202
OG0000877	Prbh.g_01247	Prai.g_01203
OG0000878	Prbh.g_01246	Prai.g_01204
OG0000879	Prbh.g_01245	Prai.g_01205
OG0000880	Prbh.g_01244	Prai.g_01206
OG0000881	Prbh.g_01243	Prai.g_01207
OG0000882	Prbh.g_01242	Prai.g_01208
OG0000883	Prbh.g_01241	Prai.g_01209
OG0000884	Prbh.g_01240	Prai.g_01210
OG0000885	Prbh.g_01239	Prai.g_01211
OG0000886	Prbh.g_01238	Prai.g_01212
OG0000887	Prbh.g_01237	Prai.g_01213
OG0000888	Prbh.g_01236	Prai.g_01214
OG0000889	Prbh.g_01235	Prai.g_01215
OG0000890	Prbh.g_01234	Prai.g_01216
OG0000891	Prbh.g_01233	Prai.g_01217
OG0000892	Prbh.g_01232	Prai.g_01218
OG0000893	Prbh.g_01231	Prai.g_01219
OG0000894	Prbh.g_01230	Prai.g_01221
OG0000895	Prbh.g_01229	Prai.g_01222
OG0000896	Prbh.g_01227	Prai.g_01224
OG0000897	Prbh.g_01226	Prai.g_01225
OG0000898	Prbh.g_01225	Prai.g_01226
OG0000899	Prbh.g_01224	Prai.g_01227
OG0000900	Prbh.g_01451	Prai.g_01229
OG0000901	Prbh.g_01845	Prai.g_01310
OG0000902	Prbh.g_01362	Prai.g_01323
OG0000903	Prbh.g_01363	Prai.g_01324
OG0000904	Prbh.g_01364	Prai.g_01325
OG0000905	Prbh.g_01365	Prai.g_01326
OG0000906	Prbh.g_01366	Prai.g_01327
OG0000907	Prbh.g_01368	Prai.g_01330
OG0000908	Prbh.g_01369	Prai.g_01331
OG0000909	Prbh.g_01370	Prai.g_01332
OG0000910	Prbh.g_01371	Prai.g_01333
OG0000911	Prbh.g_01372	Prai.g_01334
OG0000912	Prbh.g_01375	Prai.g_01337
OG0000913	Prbh.g_01376	Prai.g_01338
OG0000914	Prbh.g_01377	Prai.g_01339
OG0000915	Prbh.g_01379	Prai.g_01341
OG0000916	Prbh.g_01380	Prai.g_01342
OG0000917	Prbh.g_01381	Prai.g_01343
OG0000918	Prbh.g_01382	Prai.g_01344
OG0000919	Prbh.g_01383	Prai.g_01345
OG0000920	Prbh.g_01384	Prai.g_01346
OG0000921	Prbh.g_01387	Prai.g_01348
OG0000922	Prbh.g_01388	Prai.g_01349
OG0000923	Prbh.g_01935	Prai.g_01353
OG0000924	Prbh.g_01936	Prai.g_01354
OG0000925	Prbh.g_00002	Prai.g_01357
OG0000926	Prbh.g_00206	Prai.g_01358
OG0000928	Prbh.g_00196	Prai.g_01360
OG0000929	Prbh.g_01326	Prai.g_01362
OG0000930	Prbh.g_01308	Prai.g_01364
OG0000931	Prbh.g_01017	Prai.g_01365
OG0000932	Prbh.g_01872	Prai.g_01368
OG0000933	Prbh.g_00011	Prai.g_01372
OG0000934	Prbh.g_00012	Prai.g_01373
OG0000935	Prbh.g_00013	Prai.g_01374
OG0000936	Prbh.g_00014	Prai.g_01375
OG0000937	Prbh.g_00015	Prai.g_01376
OG0000938	Prbh.g_00016	Prai.g_01377
OG0000939	Prbh.g_00017	Prai.g_01378
OG0000940	Prbh.g_00019	Prai.g_01379
OG0000941	Prbh.g_00020	Prai.g_01380
OG0000942	Prbh.g_00021	Prai.g_01381
OG0000943	Prbh.g_00022	Prai.g_01382
OG0000944	Prbh.g_00023	Prai.g_01383
OG0000945	Prbh.g_00024	Prai.g_01384
OG0000946	Prbh.g_00025	Prai.g_01385
OG0000947	Prbh.g_00026	Prai.g_01386
OG0000948	Prbh.g_00027	Prai.g_01387
OG0000949	Prbh.g_00028	Prai.g_01388
OG0000950	Prbh.g_01599	Prai.g_01392
OG0000951	Prbh.g_00079	Prai.g_01445
OG0000952	Prbh.g_00080	Prai.g_01446
OG0000953	Prbh.g_00081	Prai.g_01447
OG0000954	Prbh.g_00082	Prai.g_01448
OG0000955	Prbh.g_00083	Prai.g_01449
OG0000956	Prbh.g_00085	Prai.g_01451
OG0000957	Prbh.g_00086	Prai.g_01452
OG0000958	Prbh.g_00087	Prai.g_01453
OG0000959	Prbh.g_00088	Prai.g_01454
OG0000960	Prbh.g_00089	Prai.g_01455
OG0000961	Prbh.g_00090	Prai.g_01456
OG0000962	Prbh.g_00091	Prai.g_01457
OG0000963	Prbh.g_00092	Prai.g_01458
OG0000964	Prbh.g_00093	Prai.g_01459
OG0000965	Prbh.g_00094	Prai.g_01461
OG0000966	Prbh.g_00095	Prai.g_01462
OG0000967	Prbh.g_00101	Prai.g_01465
OG0000968	Prbh.g_00102	Prai.g_01466
OG0000969	Prbh.g_00103	Prai.g_01467
OG0000970	Prbh.g_00104	Prai.g_01468
OG0000971	Prbh.g_00105	Prai.g_01469
OG0000972	Prbh.g_00106	Prai.g_01470
OG0000973	Prbh.g_00108	Prai.g_01472
OG0000974	Prbh.g_00109	Prai.g_01473
OG0000975	Prbh.g_00110	Prai.g_01474
OG0000976	Prbh.g_00111	Prai.g_01475
OG0000977	Prbh.g_00112	Prai.g_01476
OG0000978	Prbh.g_00113	Prai.g_01477
OG0000979	Prbh.g_00114	Prai.g_01478
OG0000980	Prbh.g_00115	Prai.g_01479
OG0000981	Prbh.g_00116	Prai.g_01480
OG0000982	Prbh.g_00117	Prai.g_01481
OG0000983	Prbh.g_00118	Prai.g_01482
OG0000984	Prbh.g_00122	Prai.g_01485
OG0000985	Prbh.g_00123	Prai.g_01486
OG0000986	Prbh.g_00124	Prai.g_01487
OG0000987	Prbh.g_00126	Prai.g_01489
OG0000988	Prbh.g_00127	Prai.g_01490
OG0000989	Prbh.g_00128	Prai.g_01491
OG0000990	Prbh.g_00129	Prai.g_01492
OG0000991	Prbh.g_00130	Prai.g_01493
OG0000992	Prbh.g_00131	Prai.g_01494
OG0000993	Prbh.g_00132	Prai.g_01495
OG0000994	Prbh.g_00133	Prai.g_01496
OG0000995	Prbh.g_00134	Prai.g_01497
OG0000996	Prbh.g_00135	Prai.g_01498
OG0000997	Prbh.g_00137	Prai.g_01500
OG0000998	Prbh.g_00144	Prai.g_01502
OG0000999	Prbh.g_00146	Prai.g_01504
OG0001000	Prbh.g_00147	Prai.g_01505
OG0001001	Prbh.g_00149	Prai.g_01507
OG0001002	Prbh.g_00151	Prai.g_01509
OG0001003	Prbh.g_00152	Prai.g_01510
OG0001004	Prbh.g_00153	Prai.g_01511
OG0001005	Prbh.g_00154	Prai.g_01512
OG0001006	Prbh.g_00156	Prai.g_01514
OG0001007	Prbh.g_00157	Prai.g_01515
OG0001008	Prbh.g_00158	Prai.g_01516
OG0001009	Prbh.g_00159	Prai.g_01517
OG0001010	Prbh.g_00160	Prai.g_01518
OG0001011	Prbh.g_00162	Prai.g_01519
OG0001012	Prbh.g_00163	Prai.g_01520
OG0001013	Prbh.g_00164	Prai.g_01521
OG0001014	Prbh.g_00165	Prai.g_01522
OG0001015	Prbh.g_00166	Prai.g_01523
OG0001016	Prbh.g_00167	Prai.g_01524
OG0001017	Prbh.g_00168	Prai.g_01525
OG0001018	Prbh.g_00169	Prai.g_01526
OG0001019	Prbh.g_00170	Prai.g_01527
OG0001020	Prbh.g_00171	Prai.g_01528
OG0001021	Prbh.g_00172	Prai.g_01529
OG0001022	Prbh.g_00173	Prai.g_01530
OG0001023	Prbh.g_00174	Prai.g_01531
OG0001024	Prbh.g_00176	Prai.g_01533
OG0001025	Prbh.g_00177	Prai.g_01534
OG0001026	Prbh.g_00178	Prai.g_01535
OG0001027	Prbh.g_00179	Prai.g_01536
OG0001028	Prbh.g_00181	Prai.g_01537
OG0001029	Prbh.g_00182	Prai.g_01538
OG0001030	Prbh.g_00185	Prai.g_01541
OG0001031	Prbh.g_00186	Prai.g_01542
OG0001032	Prbh.g_01837	Prai.g_01550
OG0001033	Prbh.g_01454	Prai.g_01558
OG0001034	Prbh.g_00968	Prai.g_01597
OG0001035	Prbh.g_01789	Prai.g_01632
OG0001036	Prbh.g_01788	Prai.g_01633
OG0001037	Prbh.g_01781	Prai.g_01639
OG0001038	Prbh.g_01780	Prai.g_01640
OG0001039	Prbh.g_01779	Prai.g_01641
OG0001040	Prbh.g_01778	Prai.g_01642
OG0001041	Prbh.g_01776	Prai.g_01644
OG0001042	Prbh.g_01775	Prai.g_01645
OG0001043	Prbh.g_01774	Prai.g_01646
OG0001044	Prbh.g_01773	Prai.g_01647
OG0001045	Prbh.g_01772	Prai.g_01648
OG0001046	Prbh.g_01770	Prai.g_01649
OG0001047	Prbh.g_01769	Prai.g_01650
OG0001048	Prbh.g_01768	Prai.g_01652
OG0001049	Prbh.g_01767	Prai.g_01653
OG0001050	Prbh.g_01766	Prai.g_01654
OG0001051	Prbh.g_01765	Prai.g_01655
OG0001052	Prbh.g_01764	Prai.g_01656
OG0001053	Prbh.g_01763	Prai.g_01657
OG0001054	Prbh.g_01762	Prai.g_01658
OG0001055	Prbh.g_01761	Prai.g_01659
OG0001056	Prbh.g_01760	Prai.g_01660
OG0001057	Prbh.g_01758	Prai.g_01662
OG0001058	Prbh.g_01757	Prai.g_01663
OG0001059	Prbh.g_01756	Prai.g_01664
OG0001060	Prbh.g_01755	Prai.g_01665
OG0001061	Prbh.g_01754	Prai.g_01666
OG0001062	Prbh.g_01752	Prai.g_01667
OG0001063	Prbh.g_01751	Prai.g_01668
OG0001064	Prbh.g_01750	Prai.g_01669
OG0001065	Prbh.g_01749	Prai.g_01670
OG0001066	Prbh.g_01748	Prai.g_01671
OG0001067	Prbh.g_01747	Prai.g_01672
OG0001068	Prbh.g_01746	Prai.g_01673
OG0001069	Prbh.g_01743	Prai.g_01676
OG0001070	Prbh.g_01741	Prai.g_01678
OG0001071	Prbh.g_01740	Prai.g_01679
OG0001072	Prbh.g_01739	Prai.g_01680
OG0001073	Prbh.g_01738	Prai.g_01681
OG0001074	Prbh.g_01737	Prai.g_01682
OG0001075	Prbh.g_01735	Prai.g_01683
OG0001076	Prbh.g_01733	Prai.g_01685
OG0001077	Prbh.g_01732	Prai.g_01686
OG0001078	Prbh.g_01731	Prai.g_01687
OG0001079	Prbh.g_01730	Prai.g_01688
OG0001080	Prbh.g_01729	Prai.g_01689
OG0001081	Prbh.g_01728	Prai.g_01690
OG0001082	Prbh.g_01727	Prai.g_01691
OG0001083	Prbh.g_01726	Prai.g_01692
OG0001084	Prbh.g_01725	Prai.g_01693
OG0001085	Prbh.g_01724	Prai.g_01694
OG0001086	Prbh.g_01719	Prai.g_01701
OG0001087	Prbh.g_01717	Prai.g_01702
OG0001088	Prbh.g_01716	Prai.g_01703
OG0001089	Prbh.g_01713	Prai.g_01705
OG0001090	Prbh.g_01712	Prai.g_01706
OG0001091	Prbh.g_01711	Prai.g_01707
OG0001092	Prbh.g_01710	Prai.g_01708
OG0001093	Prbh.g_01709	Prai.g_01709
OG0001094	Prbh.g_01708	Prai.g_01710
OG0001095	Prbh.g_01707	Prai.g_01711
OG0001096	Prbh.g_01706	Prai.g_01712
OG0001097	Prbh.g_01705	Prai.g_01713
OG0001098	Prbh.g_01704	Prai.g_01714
OG0001099	Prbh.g_01703	Prai.g_01715
OG0001100	Prbh.g_01702	Prai.g_01716
OG0001101	Prbh.g_01701	Prai.g_01717
OG0001102	Prbh.g_01697	Prai.g_01720
OG0001103	Prbh.g_01696	Prai.g_01721
OG0001104	Prbh.g_01692	Prai.g_01722
OG0001105	Prbh.g_01694	Prai.g_01724
OG0001106	Prbh.g_01698	Prai.g_01726
OG0001107	Prbh.g_01699	Prai.g_01727
OG0001108	Prbh.g_01700	Prai.g_01728
OG0001109	Prbh.g_01687	Prai.g_01734
OG0001110	Prbh.g_01685	Prai.g_01736
OG0001111	Prbh.g_01684	Prai.g_01737
OG0001112	Prbh.g_01683	Prai.g_01738
OG0001113	Prbh.g_01682	Prai.g_01739
OG0001114	Prbh.g_01681	Prai.g_01740
OG0001115	Prbh.g_01680	Prai.g_01741
OG0001116	Prbh.g_01679	Prai.g_01742
OG0001117	Prbh.g_01678	Prai.g_01743
OG0001118	Prbh.g_01677	Prai.g_01744
