Orthogroup	Prbh	Prbi
OG0000546	Prbh.g_00235	Prbi.g_00597
OG0000547	Prbh.g_00234	Prbi.g_00598
OG0000548	Prbh.g_00233	Prbi.g_00599
OG0000549	Prbh.g_00231	Prbi.g_00601
OG0000550	Prbh.g_00230	Prbi.g_00602
OG0000551	Prbh.g_00229	Prbi.g_00603
OG0000552	Prbh.g_00228	Prbi.g_00604
OG0000553	Prbh.g_00227	Prbi.g_00605
OG0000554	Prbh.g_00226	Prbi.g_00606
OG0000555	Prbh.g_00224	Prbi.g_00607
OG0000556	Prbh.g_00223	Prbi.g_00608
OG0000557	Prbh.g_00222	Prbi.g_00609
OG0000558	Prbh.g_00221	Prbi.g_00610
OG0000559	Prbh.g_00220	Prbi.g_00611
OG0000560	Prbh.g_00219	Prbi.g_00612
OG0000561	Prbh.g_00218	Prbi.g_00613
OG0000562	Prbh.g_00217	Prbi.g_00614
OG0000563	Prbh.g_00216	Prbi.g_00615
OG0000564	Prbh.g_00215	Prbi.g_00616
OG0000565	Prbh.g_00214	Prbi.g_00617
OG0000566	Prbh.g_00213	Prbi.g_00618
OG0000567	Prbh.g_00212	Prbi.g_00619
OG0000568	Prbh.g_01465	Prbi.g_00620
OG0000569	Prbh.g_01462	Prbi.g_00623
OG0000570	Prbh.g_01461	Prbi.g_00624
OG0000571	Prbh.g_01459	Prbi.g_00626
OG0000572	Prbh.g_01457	Prbi.g_00627
OG0000573	Prbh.g_01456	Prbi.g_00628
OG0000574	Prbh.g_01455	Prbi.g_00629
OG0000575	Prbh.g_01453	Prbi.g_00630
OG0000576	Prbh.g_01452	Prbi.g_00631
OG0000577	Prbh.g_01223	Prbi.g_00632
OG0000578	Prbh.g_01222	Prbi.g_00634
OG0000579	Prbh.g_01221	Prbi.g_00635
OG0000580	Prbh.g_01220	Prbi.g_00636
OG0000581	Prbh.g_01219	Prbi.g_00637
OG0000582	Prbh.g_01218	Prbi.g_00638
OG0000583	Prbh.g_01217	Prbi.g_00639
OG0000584	Prbh.g_01216	Prbi.g_00641
OG0000585	Prbh.g_01215	Prbi.g_00642
OG0000586	Prbh.g_01213	Prbi.g_00643
OG0000587	Prbh.g_01212	Prbi.g_00644
OG0000588	Prbh.g_01211	Prbi.g_00645
OG0000589	Prbh.g_01210	Prbi.g_00646
OG0000590	Prbh.g_01209	Prbi.g_00647
OG0000591	Prbh.g_01208	Prbi.g_00648
OG0000592	Prbh.g_01207	Prbi.g_00649
OG0000593	Prbh.g_01206	Prbi.g_00650
OG0000594	Prbh.g_01205	Prbi.g_00651
OG0000595	Prbh.g_01204	Prbi.g_00652
OG0000596	Prbh.g_01203	Prbi.g_00653
OG0000597	Prbh.g_01199	Prbi.g_00657
OG0000598	Prbh.g_01198	Prbi.g_00658
OG0000599	Prbh.g_01197	Prbi.g_00659
OG0000600	Prbh.g_01196	Prbi.g_00660
OG0000601	Prbh.g_01195	Prbi.g_00661
OG0000602	Prbh.g_01194	Prbi.g_00662
OG0000603	Prbh.g_01193	Prbi.g_00663
OG0000604	Prbh.g_01192	Prbi.g_00664
OG0000605	Prbh.g_01191	Prbi.g_00665
OG0000606	Prbh.g_01190	Prbi.g_00666
OG0000607	Prbh.g_01188	Prbi.g_00667
OG0000608	Prbh.g_01187	Prbi.g_00668
OG0000609	Prbh.g_01185	Prbi.g_00670
OG0000610	Prbh.g_01184	Prbi.g_00671
OG0000611	Prbh.g_00904	Prbi.g_00673
OG0000612	Prbh.g_00905	Prbi.g_00674
OG0000613	Prbh.g_00907	Prbi.g_00676
OG0000614	Prbh.g_00913	Prbi.g_00682
OG0000615	Prbh.g_00914	Prbi.g_00683
OG0000616	Prbh.g_00915	Prbi.g_00684
OG0000617	Prbh.g_00918	Prbi.g_00686
OG0000618	Prbh.g_00919	Prbi.g_00687
OG0000619	Prbh.g_00920	Prbi.g_00688
OG0000620	Prbh.g_00922	Prbi.g_00690
OG0000621	Prbh.g_00923	Prbi.g_00691
OG0000622	Prbh.g_00924	Prbi.g_00692
OG0000623	Prbh.g_00925	Prbi.g_00693
OG0000624	Prbh.g_00928	Prbi.g_00695
OG0000625	Prbh.g_00929	Prbi.g_00696
OG0000626	Prbh.g_00930	Prbi.g_00697
OG0000627	Prbh.g_00933	Prbi.g_00698
OG0000628	Prbh.g_00934	Prbi.g_00699
OG0000629	Prbh.g_00935	Prbi.g_00700
OG0000630	Prbh.g_00937	Prbi.g_00703
OG0000631	Prbh.g_00939	Prbi.g_00704
OG0000632	Prbh.g_01487	Prbi.g_00708
OG0000633	Prbh.g_00864	Prbi.g_00709
OG0000634	Prbh.g_00946	Prbi.g_00746
OG0000635	Prbh.g_01170	Prbi.g_00748
OG0000636	Prbh.g_01169	Prbi.g_00749
OG0000637	Prbh.g_01167	Prbi.g_00751
OG0000638	Prbh.g_01166	Prbi.g_00752
OG0000639	Prbh.g_01165	Prbi.g_00753
OG0000640	Prbh.g_01164	Prbi.g_00754
OG0000641	Prbh.g_01163	Prbi.g_00755
OG0000642	Prbh.g_01162	Prbi.g_00756
OG0000643	Prbh.g_01161	Prbi.g_00757
OG0000644	Prbh.g_01159	Prbi.g_00759
OG0000645	Prbh.g_01157	Prbi.g_00760
OG0000646	Prbh.g_01156	Prbi.g_00761
OG0000647	Prbh.g_01155	Prbi.g_00762
OG0000648	Prbh.g_01154	Prbi.g_00763
OG0000649	Prbh.g_01153	Prbi.g_00764
OG0000650	Prbh.g_01151	Prbi.g_00765
OG0000651	Prbh.g_01150	Prbi.g_00766
OG0000652	Prbh.g_01148	Prbi.g_00768
OG0000653	Prbh.g_01881	Prbi.g_00790
OG0000654	Prbh.g_01875	Prbi.g_00792
OG0000655	Prbh.g_01445	Prbi.g_00802
OG0000656	Prbh.g_01880	Prbi.g_00807
OG0000657	Prbh.g_01078	Prbi.g_00811
OG0000658	Prbh.g_01077	Prbi.g_00812
OG0000659	Prbh.g_01076	Prbi.g_00813
OG0000660	Prbh.g_00442	Prbi.g_00825
OG0000661	Prbh.g_01051	Prbi.g_00834
OG0000662	Prbh.g_01054	Prbi.g_00835
OG0000663	Prbh.g_01056	Prbi.g_00838
OG0000664	Prbh.g_01057	Prbi.g_00839
OG0000665	Prbh.g_01058	Prbi.g_00840
OG0000666	Prbh.g_01171	Prbi.g_00841
OG0000667	Prbh.g_00948	Prbi.g_00842
OG0000668	Prbh.g_00949	Prbi.g_00843
OG0000669	Prbh.g_00950	Prbi.g_00844
OG0000670	Prbh.g_00952	Prbi.g_00846
OG0000671	Prbh.g_00953	Prbi.g_00847
OG0000672	Prbh.g_00954	Prbi.g_00848
OG0000673	Prbh.g_00955	Prbi.g_00849
OG0000674	Prbh.g_00956	Prbi.g_00850
OG0000675	Prbh.g_00957	Prbi.g_00851
OG0000676	Prbh.g_00959	Prbi.g_00853
OG0000677	Prbh.g_00961	Prbi.g_00855
OG0000678	Prbh.g_00962	Prbi.g_00856
OG0000679	Prbh.g_00963	Prbi.g_00857
OG0000680	Prbh.g_00964	Prbi.g_00858
OG0000681	Prbh.g_00965	Prbi.g_00859
OG0000682	Prbh.g_00966	Prbi.g_00860
OG0000683	Prbh.g_00967	Prbi.g_00861
OG0000684	Prbh.g_00969	Prbi.g_00862
OG0000685	Prbh.g_00970	Prbi.g_00863
OG0000686	Prbh.g_00971	Prbi.g_00864
OG0000687	Prbh.g_00972	Prbi.g_00865
OG0000688	Prbh.g_00973	Prbi.g_00866
OG0000689	Prbh.g_00974	Prbi.g_00867
OG0000690	Prbh.g_00975	Prbi.g_00868
OG0000691	Prbh.g_00977	Prbi.g_00870
OG0000692	Prbh.g_00978	Prbi.g_00871
OG0000693	Prbh.g_00979	Prbi.g_00872
OG0000694	Prbh.g_00980	Prbi.g_00873
OG0000695	Prbh.g_00981	Prbi.g_00874
OG0000696	Prbh.g_00982	Prbi.g_00875
OG0000697	Prbh.g_00983	Prbi.g_00877
OG0000698	Prbh.g_00984	Prbi.g_00878
OG0000699	Prbh.g_00988	Prbi.g_00882
OG0000700	Prbh.g_00989	Prbi.g_00883
OG0000701	Prbh.g_00991	Prbi.g_00884
OG0000702	Prbh.g_00992	Prbi.g_00885
OG0000703	Prbh.g_00993	Prbi.g_00886
OG0000704	Prbh.g_00994	Prbi.g_00887
OG0000705	Prbh.g_00996	Prbi.g_00889
OG0000706	Prbh.g_00997	Prbi.g_00890
OG0000707	Prbh.g_00998	Prbi.g_00891
OG0000708	Prbh.g_00999	Prbi.g_00892
OG0000709	Prbh.g_01001	Prbi.g_00893
OG0000710	Prbh.g_01002	Prbi.g_00894
OG0000711	Prbh.g_01003	Prbi.g_00895
OG0000712	Prbh.g_01004	Prbi.g_00896
OG0000713	Prbh.g_01005	Prbi.g_00897
OG0000714	Prbh.g_01009	Prbi.g_00899
OG0000715	Prbh.g_01010	Prbi.g_00900
OG0000716	Prbh.g_01011	Prbi.g_00901
OG0000717	Prbh.g_01012	Prbi.g_00902
OG0000718	Prbh.g_01013	Prbi.g_00903
OG0000719	Prbh.g_01015	Prbi.g_00905
OG0000720	Prbh.g_01019	Prbi.g_00907
OG0000721	Prbh.g_01020	Prbi.g_00908
OG0000722	Prbh.g_00857	Prbi.g_00934
OG0000723	Prbh.g_00861	Prbi.g_00939
OG0000724	Prbh.g_00868	Prbi.g_00942
OG0000725	Prbh.g_00870	Prbi.g_00943
OG0000726	Prbh.g_00871	Prbi.g_00944
OG0000727	Prbh.g_00872	Prbi.g_00945
OG0000728	Prbh.g_00873	Prbi.g_00946
OG0000729	Prbh.g_00875	Prbi.g_00948
OG0000730	Prbh.g_00876	Prbi.g_00949
OG0000731	Prbh.g_00878	Prbi.g_00951
OG0000732	Prbh.g_00879	Prbi.g_00952
OG0000733	Prbh.g_00880	Prbi.g_00953
OG0000734	Prbh.g_00881	Prbi.g_00954
OG0000735	Prbh.g_00882	Prbi.g_00955
OG0000736	Prbh.g_00884	Prbi.g_00957
OG0000737	Prbh.g_00885	Prbi.g_00958
OG0000738	Prbh.g_00887	Prbi.g_00960
OG0000739	Prbh.g_00888	Prbi.g_00961
OG0000740	Prbh.g_00889	Prbi.g_00962
OG0000741	Prbh.g_00891	Prbi.g_00964
OG0000742	Prbh.g_00892	Prbi.g_00965
OG0000743	Prbh.g_00896	Prbi.g_00969
OG0000744	Prbh.g_00897	Prbi.g_00970
OG0000745	Prbh.g_00898	Prbi.g_00971
OG0000746	Prbh.g_00899	Prbi.g_00972
OG0000747	Prbh.g_00900	Prbi.g_00973
OG0000748	Prbh.g_00901	Prbi.g_00974
OG0000749	Prbh.g_00902	Prbi.g_00975
OG0000750	Prbh.g_00903	Prbi.g_00976
OG0000751	Prbh.g_01179	Prbi.g_00978
OG0000752	Prbh.g_01178	Prbi.g_00979
OG0000753	Prbh.g_01177	Prbi.g_00980
OG0000754	Prbh.g_01176	Prbi.g_00981
OG0000755	Prbh.g_01174	Prbi.g_00983
OG0000756	Prbh.g_01173	Prbi.g_00984
OG0000757	Prbh.g_01172	Prbi.g_00985
OG0000758	Prbh.g_01059	Prbi.g_00986
OG0000759	Prbh.g_01060	Prbi.g_00987
OG0000760	Prbh.g_01061	Prbi.g_00988
OG0000761	Prbh.g_01062	Prbi.g_00989
OG0000762	Prbh.g_01064	Prbi.g_00991
OG0000763	Prbh.g_01065	Prbi.g_00992
OG0000764	Prbh.g_01066	Prbi.g_00993
OG0000765	Prbh.g_01067	Prbi.g_00994
OG0000766	Prbh.g_01068	Prbi.g_00995
OG0000767	Prbh.g_01069	Prbi.g_00996
OG0000768	Prbh.g_01070	Prbi.g_00997
OG0000769	Prbh.g_01071	Prbi.g_00998
OG0000770	Prbh.g_01073	Prbi.g_00999
OG0000771	Prbh.g_01074	Prbi.g_01000
OG0000772	Prbh.g_01131	Prbi.g_01001
OG0000773	Prbh.g_01079	Prbi.g_01003
OG0000774	Prbh.g_01080	Prbi.g_01004
OG0000775	Prbh.g_01081	Prbi.g_01005
OG0000776	Prbh.g_01083	Prbi.g_01006
OG0000777	Prbh.g_01084	Prbi.g_01007
OG0000778	Prbh.g_01085	Prbi.g_01008
OG0000779	Prbh.g_01087	Prbi.g_01010
OG0000780	Prbh.g_01088	Prbi.g_01011
OG0000781	Prbh.g_01089	Prbi.g_01012
OG0000782	Prbh.g_01091	Prbi.g_01014
OG0000783	Prbh.g_01092	Prbi.g_01015
OG0000784	Prbh.g_01093	Prbi.g_01016
OG0000785	Prbh.g_01094	Prbi.g_01017
OG0000786	Prbh.g_01095	Prbi.g_01018
OG0000787	Prbh.g_01097	Prbi.g_01020
OG0000788	Prbh.g_01098	Prbi.g_01021
OG0000789	Prbh.g_01099	Prbi.g_01022
OG0000790	Prbh.g_01100	Prbi.g_01023
OG0000791	Prbh.g_01101	Prbi.g_01024
OG0000792	Prbh.g_01342	Prbi.g_01025
OG0000793	Prbh.g_01102	Prbi.g_01026
OG0000794	Prbh.g_01103	Prbi.g_01027
OG0000795	Prbh.g_01104	Prbi.g_01028
OG0000796	Prbh.g_01106	Prbi.g_01030
OG0000797	Prbh.g_01107	Prbi.g_01032
OG0000798	Prbh.g_01108	Prbi.g_01033
OG0000799	Prbh.g_01109	Prbi.g_01034
OG0000800	Prbh.g_01110	Prbi.g_01035
OG0000801	Prbh.g_01111	Prbi.g_01036
OG0000802	Prbh.g_01113	Prbi.g_01038
OG0000803	Prbh.g_01114	Prbi.g_01039
OG0000804	Prbh.g_01116	Prbi.g_01055
OG0000805	Prbh.g_01118	Prbi.g_01057
OG0000806	Prbh.g_01119	Prbi.g_01058
OG0000807	Prbh.g_01120	Prbi.g_01059
OG0000808	Prbh.g_01121	Prbi.g_01060
OG0000809	Prbh.g_01126	Prbi.g_01064
OG0000810	Prbh.g_01128	Prbi.g_01065
OG0000811	Prbh.g_01129	Prbi.g_01066
OG0000812	Prbh.g_01130	Prbi.g_01067
OG0000813	Prbh.g_01133	Prbi.g_01068
OG0000814	Prbh.g_01134	Prbi.g_01069
OG0000815	Prbh.g_01135	Prbi.g_01070
OG0000816	Prbh.g_01138	Prbi.g_01072
OG0000817	Prbh.g_01042	Prbi.g_01075
OG0000818	Prbh.g_01041	Prbi.g_01076
OG0000819	Prbh.g_01039	Prbi.g_01078
OG0000820	Prbh.g_01038	Prbi.g_01079
OG0000821	Prbh.g_01037	Prbi.g_01080
OG0000822	Prbh.g_01036	Prbi.g_01081
OG0000823	Prbh.g_01033	Prbi.g_01084
OG0000824	Prbh.g_01032	Prbi.g_01085
OG0000825	Prbh.g_01030	Prbi.g_01087
OG0000826	Prbh.g_01029	Prbi.g_01088
OG0000827	Prbh.g_01028	Prbi.g_01089
OG0000828	Prbh.g_01026	Prbi.g_01091
OG0000829	Prbh.g_00411	Prbi.g_01117
OG0000830	Prbh.g_00827	Prbi.g_01127
OG0000831	Prbh.g_01331	Prbi.g_01130
OG0000832	Prbh.g_01442	Prbi.g_01131
OG0000833	Prbh.g_01351	Prbi.g_01138
OG0000834	Prbh.g_01325	Prbi.g_01142
OG0000835	Prbh.g_00432	Prbi.g_01146
OG0000836	Prbh.g_01344	Prbi.g_01148
OG0000837	Prbh.g_00008	Prbi.g_01161
OG0000838	Prbh.g_01867	Prbi.g_01175
OG0000839	Prbh.g_01866	Prbi.g_01176
OG0000840	Prbh.g_00834	Prbi.g_01181
OG0000841	Prbh.g_01305	Prbi.g_01188
OG0000842	Prbh.g_01299	Prbi.g_01192
OG0000843	Prbh.g_01297	Prbi.g_01194
OG0000844	Prbh.g_01296	Prbi.g_01195
OG0000845	Prbh.g_01295	Prbi.g_01196
OG0000846	Prbh.g_01294	Prbi.g_01197
OG0000847	Prbh.g_01293	Prbi.g_01198
OG0000848	Prbh.g_01292	Prbi.g_01199
OG0000849	Prbh.g_01291	Prbi.g_01200
OG0000850	Prbh.g_01290	Prbi.g_01201
OG0000851	Prbh.g_01287	Prbi.g_01203
OG0000852	Prbh.g_01284	Prbi.g_01206
OG0000853	Prbh.g_01282	Prbi.g_01208
OG0000854	Prbh.g_01280	Prbi.g_01209
OG0000855	Prbh.g_01279	Prbi.g_01210
OG0000856	Prbh.g_01278	Prbi.g_01211
OG0000857	Prbh.g_01277	Prbi.g_01212
OG0000858	Prbh.g_01274	Prbi.g_01214
OG0000859	Prbh.g_01273	Prbi.g_01215
OG0000860	Prbh.g_01272	Prbi.g_01216
OG0000861	Prbh.g_01271	Prbi.g_01217
OG0000862	Prbh.g_01270	Prbi.g_01218
OG0000863	Prbh.g_01268	Prbi.g_01219
OG0000864	Prbh.g_01267	Prbi.g_01220
OG0000865	Prbh.g_01266	Prbi.g_01221
OG0000866	Prbh.g_01265	Prbi.g_01222
OG0000867	Prbh.g_01262	Prbi.g_01225
OG0000868	Prbh.g_01261	Prbi.g_01227
OG0000869	Prbh.g_01260	Prbi.g_01228
OG0000870	Prbh.g_01257	Prbi.g_01229
OG0000871	Prbh.g_01256	Prbi.g_01230
OG0000872	Prbh.g_01254	Prbi.g_01231
OG0000873	Prbh.g_01253	Prbi.g_01232
OG0000874	Prbh.g_01252	Prbi.g_01233
OG0000875	Prbh.g_01250	Prbi.g_01234
OG0000876	Prbh.g_01248	Prbi.g_01236
OG0000877	Prbh.g_01247	Prbi.g_01237
OG0000878	Prbh.g_01246	Prbi.g_01238
OG0000879	Prbh.g_01245	Prbi.g_01239
OG0000880	Prbh.g_01244	Prbi.g_01240
OG0000881	Prbh.g_01243	Prbi.g_01241
OG0000882	Prbh.g_01242	Prbi.g_01242
OG0000883	Prbh.g_01241	Prbi.g_01243
OG0000884	Prbh.g_01240	Prbi.g_01244
OG0000885	Prbh.g_01239	Prbi.g_01245
OG0000886	Prbh.g_01238	Prbi.g_01246
OG0000887	Prbh.g_01237	Prbi.g_01247
OG0000888	Prbh.g_01236	Prbi.g_01248
OG0000889	Prbh.g_01235	Prbi.g_01249
OG0000890	Prbh.g_01234	Prbi.g_01250
OG0000891	Prbh.g_01233	Prbi.g_01251
OG0000892	Prbh.g_01232	Prbi.g_01252
OG0000893	Prbh.g_01231	Prbi.g_01253
OG0000894	Prbh.g_01230	Prbi.g_01255
OG0000895	Prbh.g_01229	Prbi.g_01256
OG0000896	Prbh.g_01227	Prbi.g_01258
OG0000897	Prbh.g_01226	Prbi.g_01259
OG0000898	Prbh.g_01225	Prbi.g_01260
OG0000899	Prbh.g_01224	Prbi.g_01261
OG0000900	Prbh.g_01451	Prbi.g_01263
OG0000901	Prbh.g_01845	Prbi.g_01363
OG0000902	Prbh.g_01362	Prbi.g_01380
OG0000903	Prbh.g_01363	Prbi.g_01381
OG0000904	Prbh.g_01364	Prbi.g_01382
OG0000905	Prbh.g_01365	Prbi.g_01383
OG0000906	Prbh.g_01366	Prbi.g_01384
OG0000907	Prbh.g_01368	Prbi.g_01386
OG0000908	Prbh.g_01369	Prbi.g_01387
OG0000909	Prbh.g_01370	Prbi.g_01388
OG0000910	Prbh.g_01371	Prbi.g_01389
OG0000911	Prbh.g_01372	Prbi.g_01390
OG0000912	Prbh.g_01375	Prbi.g_01393
OG0000913	Prbh.g_01376	Prbi.g_01394
OG0000914	Prbh.g_01377	Prbi.g_01395
OG0000915	Prbh.g_01379	Prbi.g_01397
OG0000916	Prbh.g_01380	Prbi.g_01398
OG0000917	Prbh.g_01381	Prbi.g_01399
OG0000918	Prbh.g_01382	Prbi.g_01400
OG0000919	Prbh.g_01383	Prbi.g_01401
OG0000920	Prbh.g_01384	Prbi.g_01402
OG0000921	Prbh.g_01387	Prbi.g_01404
OG0000922	Prbh.g_01388	Prbi.g_01405
OG0000923	Prbh.g_01935	Prbi.g_01421
OG0000924	Prbh.g_01936	Prbi.g_01422
OG0000925	Prbh.g_00002	Prbi.g_01425
OG0000926	Prbh.g_00206	Prbi.g_01426
OG0000927	Prbh.g_01341	Prbi.g_01427
OG0000928	Prbh.g_00196	Prbi.g_01429
OG0000929	Prbh.g_01326	Prbi.g_01431
OG0000930	Prbh.g_01308	Prbi.g_01433
OG0000931	Prbh.g_01017	Prbi.g_01434
OG0000932	Prbh.g_01872	Prbi.g_01437
OG0000933	Prbh.g_00011	Prbi.g_01441
OG0000934	Prbh.g_00012	Prbi.g_01442
OG0000935	Prbh.g_00013	Prbi.g_01443
OG0000936	Prbh.g_00014	Prbi.g_01444
OG0000937	Prbh.g_00015	Prbi.g_01445
OG0000938	Prbh.g_00016	Prbi.g_01446
OG0000939	Prbh.g_00017	Prbi.g_01447
OG0000940	Prbh.g_00019	Prbi.g_01448
OG0000941	Prbh.g_00020	Prbi.g_01449
OG0000942	Prbh.g_00021	Prbi.g_01450
OG0000943	Prbh.g_00022	Prbi.g_01451
OG0000944	Prbh.g_00023	Prbi.g_01452
OG0000945	Prbh.g_00024	Prbi.g_01453
OG0000946	Prbh.g_00025	Prbi.g_01454
OG0000947	Prbh.g_00026	Prbi.g_01455
OG0000948	Prbh.g_00027	Prbi.g_01456
OG0000949	Prbh.g_00028	Prbi.g_01457
OG0000950	Prbh.g_01599	Prbi.g_01489
OG0000951	Prbh.g_00079	Prbi.g_01571
OG0000952	Prbh.g_00080	Prbi.g_01572
OG0000953	Prbh.g_00081	Prbi.g_01573
OG0000954	Prbh.g_00082	Prbi.g_01574
OG0000955	Prbh.g_00083	Prbi.g_01575
OG0000956	Prbh.g_00085	Prbi.g_01577
OG0000957	Prbh.g_00086	Prbi.g_01578
OG0000958	Prbh.g_00087	Prbi.g_01579
OG0000959	Prbh.g_00088	Prbi.g_01580
OG0000960	Prbh.g_00089	Prbi.g_01581
OG0000961	Prbh.g_00090	Prbi.g_01582
OG0000962	Prbh.g_00091	Prbi.g_01583
OG0000963	Prbh.g_00092	Prbi.g_01584
OG0000964	Prbh.g_00093	Prbi.g_01585
OG0000965	Prbh.g_00094	Prbi.g_01587
OG0000966	Prbh.g_00095	Prbi.g_01588
OG0000967	Prbh.g_00101	Prbi.g_01593
OG0000968	Prbh.g_00102	Prbi.g_01594
OG0000969	Prbh.g_00103	Prbi.g_01595
OG0000970	Prbh.g_00104	Prbi.g_01596
OG0000971	Prbh.g_00105	Prbi.g_01597
OG0000972	Prbh.g_00106	Prbi.g_01598
OG0000973	Prbh.g_00108	Prbi.g_01600
OG0000974	Prbh.g_00109	Prbi.g_01601
OG0000975	Prbh.g_00110	Prbi.g_01602
OG0000976	Prbh.g_00111	Prbi.g_01603
OG0000977	Prbh.g_00112	Prbi.g_01604
OG0000978	Prbh.g_00113	Prbi.g_01605
OG0000979	Prbh.g_00114	Prbi.g_01606
OG0000980	Prbh.g_00115	Prbi.g_01607
OG0000981	Prbh.g_00116	Prbi.g_01608
OG0000982	Prbh.g_00117	Prbi.g_01609
OG0000983	Prbh.g_00118	Prbi.g_01610
OG0000984	Prbh.g_00122	Prbi.g_01613
OG0000985	Prbh.g_00123	Prbi.g_01614
OG0000986	Prbh.g_00124	Prbi.g_01615
OG0000987	Prbh.g_00126	Prbi.g_01617
OG0000988	Prbh.g_00127	Prbi.g_01618
OG0000989	Prbh.g_00128	Prbi.g_01619
OG0000990	Prbh.g_00129	Prbi.g_01620
OG0000991	Prbh.g_00130	Prbi.g_01621
OG0000992	Prbh.g_00131	Prbi.g_01622
OG0000993	Prbh.g_00132	Prbi.g_01623
OG0000994	Prbh.g_00133	Prbi.g_01624
OG0000995	Prbh.g_00134	Prbi.g_01625
OG0000996	Prbh.g_00135	Prbi.g_01626
OG0000997	Prbh.g_00137	Prbi.g_01628
OG0000998	Prbh.g_00144	Prbi.g_01631
OG0000999	Prbh.g_00146	Prbi.g_01633
OG0001000	Prbh.g_00147	Prbi.g_01634
OG0001001	Prbh.g_00149	Prbi.g_01635
OG0001002	Prbh.g_00151	Prbi.g_01637
OG0001003	Prbh.g_00152	Prbi.g_01638
OG0001004	Prbh.g_00153	Prbi.g_01639
OG0001005	Prbh.g_00154	Prbi.g_01640
OG0001006	Prbh.g_00156	Prbi.g_01642
OG0001007	Prbh.g_00157	Prbi.g_01643
OG0001008	Prbh.g_00158	Prbi.g_01644
OG0001009	Prbh.g_00159	Prbi.g_01645
OG0001010	Prbh.g_00160	Prbi.g_01646
OG0001011	Prbh.g_00162	Prbi.g_01647
OG0001012	Prbh.g_00163	Prbi.g_01648
OG0001013	Prbh.g_00164	Prbi.g_01649
OG0001014	Prbh.g_00165	Prbi.g_01650
OG0001015	Prbh.g_00166	Prbi.g_01651
OG0001016	Prbh.g_00167	Prbi.g_01652
OG0001017	Prbh.g_00168	Prbi.g_01653
OG0001018	Prbh.g_00169	Prbi.g_01654
OG0001019	Prbh.g_00170	Prbi.g_01655
OG0001020	Prbh.g_00171	Prbi.g_01656
OG0001021	Prbh.g_00172	Prbi.g_01657
OG0001022	Prbh.g_00173	Prbi.g_01658
OG0001023	Prbh.g_00174	Prbi.g_01659
OG0001024	Prbh.g_00176	Prbi.g_01661
OG0001025	Prbh.g_00177	Prbi.g_01662
OG0001026	Prbh.g_00178	Prbi.g_01663
OG0001027	Prbh.g_00179	Prbi.g_01664
OG0001028	Prbh.g_00181	Prbi.g_01665
OG0001029	Prbh.g_00182	Prbi.g_01666
OG0001030	Prbh.g_00185	Prbi.g_01669
OG0001031	Prbh.g_00186	Prbi.g_01670
OG0001032	Prbh.g_01837	Prbi.g_01678
OG0001033	Prbh.g_01454	Prbi.g_01685
OG0001034	Prbh.g_00968	Prbi.g_01711
OG0001035	Prbh.g_01789	Prbi.g_01781
OG0001036	Prbh.g_01788	Prbi.g_01782
OG0001037	Prbh.g_01781	Prbi.g_01788
OG0001038	Prbh.g_01780	Prbi.g_01789
OG0001039	Prbh.g_01779	Prbi.g_01790
OG0001040	Prbh.g_01778	Prbi.g_01791
OG0001041	Prbh.g_01776	Prbi.g_01793
OG0001042	Prbh.g_01775	Prbi.g_01794
OG0001043	Prbh.g_01774	Prbi.g_01795
OG0001044	Prbh.g_01773	Prbi.g_01796
OG0001045	Prbh.g_01772	Prbi.g_01797
OG0001046	Prbh.g_01770	Prbi.g_01798
OG0001047	Prbh.g_01769	Prbi.g_01799
OG0001048	Prbh.g_01768	Prbi.g_01801
OG0001049	Prbh.g_01767	Prbi.g_01802
OG0001050	Prbh.g_01766	Prbi.g_01803
OG0001051	Prbh.g_01765	Prbi.g_01804
OG0001052	Prbh.g_01764	Prbi.g_01805
OG0001053	Prbh.g_01763	Prbi.g_01806
OG0001054	Prbh.g_01762	Prbi.g_01807
OG0001055	Prbh.g_01761	Prbi.g_01808
OG0001056	Prbh.g_01760	Prbi.g_01809
OG0001057	Prbh.g_01758	Prbi.g_01811
OG0001058	Prbh.g_01757	Prbi.g_01812
OG0001059	Prbh.g_01756	Prbi.g_01813
OG0001060	Prbh.g_01755	Prbi.g_01814
OG0001061	Prbh.g_01754	Prbi.g_01815
OG0001062	Prbh.g_01752	Prbi.g_01816
OG0001063	Prbh.g_01751	Prbi.g_01817
OG0001064	Prbh.g_01750	Prbi.g_01818
OG0001065	Prbh.g_01749	Prbi.g_01819
OG0001066	Prbh.g_01748	Prbi.g_01820
OG0001067	Prbh.g_01747	Prbi.g_01821
OG0001068	Prbh.g_01746	Prbi.g_01822
OG0001069	Prbh.g_01743	Prbi.g_01825
OG0001070	Prbh.g_01741	Prbi.g_01827
OG0001071	Prbh.g_01740	Prbi.g_01828
OG0001072	Prbh.g_01739	Prbi.g_01829
OG0001073	Prbh.g_01738	Prbi.g_01830
OG0001074	Prbh.g_01737	Prbi.g_01831
OG0001075	Prbh.g_01735	Prbi.g_01832
OG0001076	Prbh.g_01733	Prbi.g_01834
OG0001077	Prbh.g_01732	Prbi.g_01835
OG0001078	Prbh.g_01731	Prbi.g_01836
OG0001079	Prbh.g_01730	Prbi.g_01837
OG0001080	Prbh.g_01729	Prbi.g_01838
OG0001081	Prbh.g_01728	Prbi.g_01839
OG0001082	Prbh.g_01727	Prbi.g_01840
