Orthogroup	Prbh	Praf
OG0000558	Prbh.g_00221	Praf.g_00765
OG0000559	Prbh.g_00220	Praf.g_00766
OG0000560	Prbh.g_00219	Praf.g_00767
OG0000561	Prbh.g_00218	Praf.g_00768
OG0000562	Prbh.g_00217	Praf.g_00769
OG0000563	Prbh.g_00216	Praf.g_00771
OG0000564	Prbh.g_00215	Praf.g_00773
OG0000565	Prbh.g_00214	Praf.g_01659
OG0000566	Prbh.g_00213	Praf.g_01661
OG0000567	Prbh.g_00212	Praf.g_01662
OG0000568	Prbh.g_01465	Praf.g_01663
OG0000569	Prbh.g_01462	Praf.g_01666
OG0000570	Prbh.g_01461	Praf.g_01667
OG0000571	Prbh.g_01459	Praf.g_01669
OG0000572	Prbh.g_01457	Praf.g_01674
OG0000573	Prbh.g_01456	Praf.g_01675
OG0000574	Prbh.g_01455	Praf.g_01676
OG0000575	Prbh.g_01453	Praf.g_01680
OG0000576	Prbh.g_01452	Praf.g_01684
OG0000577	Prbh.g_01223	Praf.g_01685
OG0000578	Prbh.g_01222	Praf.g_01687
OG0000579	Prbh.g_01221	Praf.g_01688
OG0000580	Prbh.g_01220	Praf.g_01689
OG0000581	Prbh.g_01219	Praf.g_01690
OG0000582	Prbh.g_01218	Praf.g_01692
OG0000583	Prbh.g_01217	Praf.g_01693
OG0000584	Prbh.g_01216	Praf.g_01695
OG0000585	Prbh.g_01215	Praf.g_01696
OG0000586	Prbh.g_01213	Praf.g_01698
OG0000587	Prbh.g_01212	Praf.g_01699
OG0000588	Prbh.g_01211	Praf.g_01700
OG0000589	Prbh.g_01210	Praf.g_01708
OG0000590	Prbh.g_01209	Praf.g_01709
OG0000591	Prbh.g_01208	Praf.g_01710
OG0000592	Prbh.g_01207	Praf.g_01711
OG0000593	Prbh.g_01206	Praf.g_01713
OG0000594	Prbh.g_01205	Praf.g_01716
OG0000595	Prbh.g_01204	Praf.g_01717
OG0000596	Prbh.g_01203	Praf.g_01718
OG0000597	Prbh.g_01199	Praf.g_01727
OG0000598	Prbh.g_01198	Praf.g_01728
OG0000599	Prbh.g_01197	Praf.g_01729
OG0000600	Prbh.g_01196	Praf.g_01730
OG0000601	Prbh.g_01195	Praf.g_01731
OG0000602	Prbh.g_01194	Praf.g_01733
OG0000603	Prbh.g_01193	Praf.g_01736
OG0000604	Prbh.g_01192	Praf.g_01737
OG0000605	Prbh.g_01191	Praf.g_01738
OG0000606	Prbh.g_01190	Praf.g_01739
OG0000607	Prbh.g_01188	Praf.g_01741
OG0000608	Prbh.g_01187	Praf.g_01742
OG0000609	Prbh.g_01185	Praf.g_01744
OG0000610	Prbh.g_01184	Praf.g_01745
OG0000611	Prbh.g_00904	Praf.g_01749
OG0000612	Prbh.g_00905	Praf.g_01751
OG0000613	Prbh.g_00907	Praf.g_02344
OG0000614	Prbh.g_00913	Praf.g_00371
OG0000615	Prbh.g_00914	Praf.g_01127
OG0000616	Prbh.g_00915	Praf.g_02570
OG0000617	Prbh.g_00918	Praf.g_01572
OG0000618	Prbh.g_00919	Praf.g_02180
OG0000619	Prbh.g_00920	Praf.g_01210
OG0000620	Prbh.g_00922	Praf.g_01230
OG0000621	Prbh.g_00923	Praf.g_01225
OG0000622	Prbh.g_00924	Praf.g_01221
OG0000623	Prbh.g_00925	Praf.g_01220
OG0000624	Prbh.g_00928	Praf.g_01207
OG0000625	Prbh.g_00929	Praf.g_01206
OG0000626	Prbh.g_00930	Praf.g_01205
OG0000627	Prbh.g_00933	Praf.g_01121
OG0000628	Prbh.g_00934	Praf.g_01122
OG0000629	Prbh.g_00935	Praf.g_01124
OG0000630	Prbh.g_00937	Praf.g_01126
OG0000631	Prbh.g_00939	Praf.g_01489
OG0000632	Prbh.g_01487	Praf.g_02767
OG0000633	Prbh.g_00864	Praf.g_00817
OG0000634	Prbh.g_00946	Praf.g_01303
OG0000635	Prbh.g_01170	Praf.g_01305
OG0000636	Prbh.g_01169	Praf.g_01307
OG0000637	Prbh.g_01167	Praf.g_01308
OG0000638	Prbh.g_01166	Praf.g_01309
OG0000639	Prbh.g_01165	Praf.g_01310
OG0000640	Prbh.g_01164	Praf.g_01311
OG0000641	Prbh.g_01163	Praf.g_01313
OG0000642	Prbh.g_01162	Praf.g_01314
OG0000643	Prbh.g_01161	Praf.g_01315
OG0000644	Prbh.g_01159	Praf.g_01317
OG0000645	Prbh.g_01157	Praf.g_01318
OG0000646	Prbh.g_01156	Praf.g_01319
OG0000647	Prbh.g_01155	Praf.g_01320
OG0000648	Prbh.g_01154	Praf.g_01441
OG0000649	Prbh.g_01153	Praf.g_01440
OG0000650	Prbh.g_01151	Praf.g_01437
OG0000651	Prbh.g_01150	Praf.g_01436
OG0000652	Prbh.g_01148	Praf.g_01433
OG0000653	Prbh.g_01881	Praf.g_01580
OG0000654	Prbh.g_01875	Praf.g_00710
OG0000656	Prbh.g_01880	Praf.g_00617
OG0000657	Prbh.g_01078	Praf.g_01400
OG0000658	Prbh.g_01077	Praf.g_01401
OG0000659	Prbh.g_01076	Praf.g_01402
OG0000660	Prbh.g_00442	Praf.g_02063
OG0000661	Prbh.g_01051	Praf.g_00360
OG0000662	Prbh.g_01054	Praf.g_01432
OG0000663	Prbh.g_01056	Praf.g_01429
OG0000664	Prbh.g_01057	Praf.g_01428
OG0000665	Prbh.g_01058	Praf.g_01427
OG0000666	Prbh.g_01171	Praf.g_01524
OG0000667	Prbh.g_00948	Praf.g_01525
OG0000668	Prbh.g_00949	Praf.g_01526
OG0000669	Prbh.g_00950	Praf.g_01527
OG0000670	Prbh.g_00952	Praf.g_01529
OG0000671	Prbh.g_00953	Praf.g_01530
OG0000672	Prbh.g_00954	Praf.g_01531
OG0000673	Prbh.g_00955	Praf.g_01532
OG0000674	Prbh.g_00956	Praf.g_01533
OG0000675	Prbh.g_00957	Praf.g_01534
OG0000676	Prbh.g_00959	Praf.g_01536
OG0000677	Prbh.g_00961	Praf.g_01538
OG0000678	Prbh.g_00962	Praf.g_01539
OG0000679	Prbh.g_00963	Praf.g_01540
OG0000680	Prbh.g_00964	Praf.g_01541
OG0000681	Prbh.g_00965	Praf.g_01542
OG0000682	Prbh.g_00966	Praf.g_01543
OG0000683	Prbh.g_00967	Praf.g_01545
OG0000684	Prbh.g_00969	Praf.g_01547
OG0000685	Prbh.g_00970	Praf.g_01548
OG0000686	Prbh.g_00971	Praf.g_01549
OG0000687	Prbh.g_00972	Praf.g_01550
OG0000688	Prbh.g_00973	Praf.g_01551
OG0000689	Prbh.g_00974	Praf.g_01552
OG0000690	Prbh.g_00975	Praf.g_01553
OG0000691	Prbh.g_00977	Praf.g_01557
OG0000692	Prbh.g_00978	Praf.g_01558
OG0000693	Prbh.g_00979	Praf.g_01559
OG0000694	Prbh.g_00980	Praf.g_01560
OG0000695	Prbh.g_00981	Praf.g_01561
OG0000696	Prbh.g_00982	Praf.g_01562
OG0000697	Prbh.g_00983	Praf.g_01585
OG0000698	Prbh.g_00984	Praf.g_01586
OG0000699	Prbh.g_00988	Praf.g_01591
OG0000700	Prbh.g_00989	Praf.g_01592
OG0000701	Prbh.g_00991	Praf.g_01594
OG0000702	Prbh.g_00992	Praf.g_01595
OG0000703	Prbh.g_00993	Praf.g_01596
OG0000704	Prbh.g_00994	Praf.g_01597
OG0000705	Prbh.g_00996	Praf.g_01599
OG0000706	Prbh.g_00997	Praf.g_01600
OG0000707	Prbh.g_00998	Praf.g_01601
OG0000708	Prbh.g_00999	Praf.g_01602
OG0000709	Prbh.g_01001	Praf.g_01603
OG0000710	Prbh.g_01002	Praf.g_01604
OG0000711	Prbh.g_01003	Praf.g_01606
OG0000712	Prbh.g_01004	Praf.g_01607
OG0000713	Prbh.g_01005	Praf.g_01608
OG0000714	Prbh.g_01009	Praf.g_01619
OG0000715	Prbh.g_01010	Praf.g_01620
OG0000716	Prbh.g_01011	Praf.g_01622
OG0000717	Prbh.g_01012	Praf.g_01625
OG0000718	Prbh.g_01013	Praf.g_01627
OG0000719	Prbh.g_01015	Praf.g_01629
OG0000720	Prbh.g_01019	Praf.g_01444
OG0000721	Prbh.g_01020	Praf.g_01323
OG0000722	Prbh.g_00857	Praf.g_01339
OG0000723	Prbh.g_00861	Praf.g_00222
OG0000724	Prbh.g_00868	Praf.g_01638
OG0000725	Prbh.g_00870	Praf.g_01454
OG0000726	Prbh.g_00871	Praf.g_00961
OG0000727	Prbh.g_00872	Praf.g_01455
OG0000728	Prbh.g_00873	Praf.g_01456
OG0000729	Prbh.g_00875	Praf.g_01458
OG0000730	Prbh.g_00876	Praf.g_01459
OG0000731	Prbh.g_00878	Praf.g_01461
OG0000732	Prbh.g_00879	Praf.g_01462
OG0000733	Prbh.g_00880	Praf.g_01463
OG0000734	Prbh.g_00881	Praf.g_01464
OG0000735	Prbh.g_00882	Praf.g_01465
OG0000736	Prbh.g_00884	Praf.g_01467
OG0000737	Prbh.g_00885	Praf.g_01469
OG0000738	Prbh.g_00887	Praf.g_01475
OG0000739	Prbh.g_00888	Praf.g_01478
OG0000740	Prbh.g_00889	Praf.g_01480
OG0000741	Prbh.g_00891	Praf.g_01494
OG0000742	Prbh.g_00892	Praf.g_01495
OG0000743	Prbh.g_00896	Praf.g_01498
OG0000744	Prbh.g_00897	Praf.g_01499
OG0000745	Prbh.g_00898	Praf.g_01512
OG0000746	Prbh.g_00899	Praf.g_01511
OG0000747	Prbh.g_00900	Praf.g_01510
OG0000748	Prbh.g_00901	Praf.g_01509
OG0000749	Prbh.g_00902	Praf.g_01508
OG0000750	Prbh.g_00903	Praf.g_01506
OG0000751	Prbh.g_01179	Praf.g_01515
OG0000752	Prbh.g_01178	Praf.g_01516
OG0000753	Prbh.g_01177	Praf.g_01517
OG0000754	Prbh.g_01176	Praf.g_01519
OG0000755	Prbh.g_01174	Praf.g_01520
OG0000756	Prbh.g_01173	Praf.g_01522
OG0000757	Prbh.g_01172	Praf.g_01523
OG0000758	Prbh.g_01059	Praf.g_01426
OG0000759	Prbh.g_01060	Praf.g_01425
OG0000760	Prbh.g_01061	Praf.g_01424
OG0000761	Prbh.g_01062	Praf.g_01422
OG0000762	Prbh.g_01064	Praf.g_01420
OG0000763	Prbh.g_01065	Praf.g_01419
OG0000764	Prbh.g_01066	Praf.g_01417
OG0000765	Prbh.g_01067	Praf.g_01416
OG0000766	Prbh.g_01068	Praf.g_01415
OG0000767	Prbh.g_01069	Praf.g_01006
OG0000768	Prbh.g_01070	Praf.g_01408
OG0000769	Prbh.g_01071	Praf.g_01407
OG0000770	Prbh.g_01073	Praf.g_01405
OG0000771	Prbh.g_01074	Praf.g_01404
OG0000772	Prbh.g_01131	Praf.g_02684
OG0000773	Prbh.g_01079	Praf.g_01399
OG0000774	Prbh.g_01080	Praf.g_01398
OG0000775	Prbh.g_01081	Praf.g_01397
OG0000776	Prbh.g_01083	Praf.g_01395
OG0000777	Prbh.g_01084	Praf.g_01394
OG0000778	Prbh.g_01085	Praf.g_01393
OG0000779	Prbh.g_01087	Praf.g_01388
OG0000780	Prbh.g_01088	Praf.g_01387
OG0000781	Prbh.g_01089	Praf.g_01385
OG0000782	Prbh.g_01091	Praf.g_01382
OG0000783	Prbh.g_01092	Praf.g_01380
OG0000784	Prbh.g_01093	Praf.g_01378
OG0000785	Prbh.g_01094	Praf.g_01377
OG0000786	Prbh.g_01095	Praf.g_01376
OG0000787	Prbh.g_01097	Praf.g_01374
OG0000788	Prbh.g_01098	Praf.g_01372
OG0000789	Prbh.g_01099	Praf.g_01371
OG0000790	Prbh.g_01100	Praf.g_01370
OG0000791	Prbh.g_01101	Praf.g_01369
OG0000792	Prbh.g_01342	Praf.g_01073
OG0000793	Prbh.g_01102	Praf.g_01366
OG0000794	Prbh.g_01103	Praf.g_01364
OG0000795	Prbh.g_01104	Praf.g_01362
OG0000796	Prbh.g_01106	Praf.g_01360
OG0000797	Prbh.g_01107	Praf.g_01359
OG0000798	Prbh.g_01108	Praf.g_01358
OG0000799	Prbh.g_01109	Praf.g_01355
OG0000800	Prbh.g_01110	Praf.g_01354
OG0000801	Prbh.g_01111	Praf.g_01353
OG0000802	Prbh.g_01113	Praf.g_01349
OG0000803	Prbh.g_01114	Praf.g_01348
OG0000804	Prbh.g_01116	Praf.g_01343
OG0000805	Prbh.g_01118	Praf.g_01341
OG0000806	Prbh.g_01119	Praf.g_01340
OG0000807	Prbh.g_01120	Praf.g_01338
OG0000808	Prbh.g_01121	Praf.g_01337
OG0000809	Prbh.g_01126	Praf.g_01331
OG0000810	Prbh.g_01128	Praf.g_01329
OG0000811	Prbh.g_01129	Praf.g_01328
OG0000812	Prbh.g_01130	Praf.g_02685
OG0000813	Prbh.g_01133	Praf.g_01327
OG0000814	Prbh.g_01134	Praf.g_01326
OG0000815	Prbh.g_01135	Praf.g_01325
OG0000816	Prbh.g_01138	Praf.g_01322
OG0000817	Prbh.g_01042	Praf.g_01287
OG0000818	Prbh.g_01041	Praf.g_01286
OG0000819	Prbh.g_01039	Praf.g_01283
OG0000820	Prbh.g_01038	Praf.g_01281
OG0000821	Prbh.g_01037	Praf.g_01280
OG0000822	Prbh.g_01036	Praf.g_01279
OG0000823	Prbh.g_01033	Praf.g_01276
OG0000824	Prbh.g_01032	Praf.g_01275
OG0000825	Prbh.g_01030	Praf.g_01270
OG0000826	Prbh.g_01029	Praf.g_01269
OG0000827	Prbh.g_01028	Praf.g_01268
OG0000828	Prbh.g_01026	Praf.g_01267
OG0000829	Prbh.g_00411	Praf.g_01296
OG0000830	Prbh.g_00827	Praf.g_01652
OG0000831	Prbh.g_01331	Praf.g_00558
OG0000832	Prbh.g_01442	Praf.g_01008
OG0000833	Prbh.g_01351	Praf.g_00162
OG0000834	Prbh.g_01325	Praf.g_02056
OG0000835	Prbh.g_00432	Praf.g_02047
OG0000836	Prbh.g_01344	Praf.g_01825
OG0000837	Prbh.g_00008	Praf.g_01671
OG0000838	Prbh.g_01867	Praf.g_02698
OG0000839	Prbh.g_01866	Praf.g_02691
OG0000840	Prbh.g_00834	Praf.g_00359
OG0000841	Prbh.g_01305	Praf.g_01832
OG0000842	Prbh.g_01299	Praf.g_00233
OG0000843	Prbh.g_01297	Praf.g_00822
OG0000844	Prbh.g_01296	Praf.g_00823
OG0000845	Prbh.g_01295	Praf.g_00824
OG0000846	Prbh.g_01294	Praf.g_00825
OG0000847	Prbh.g_01293	Praf.g_00826
OG0000848	Prbh.g_01292	Praf.g_00827
OG0000849	Prbh.g_01291	Praf.g_00830
OG0000850	Prbh.g_01290	Praf.g_00832
OG0000851	Prbh.g_01287	Praf.g_00836
OG0000852	Prbh.g_01284	Praf.g_00853
OG0000853	Prbh.g_01282	Praf.g_00855
OG0000854	Prbh.g_01280	Praf.g_00856
OG0000855	Prbh.g_01279	Praf.g_00858
OG0000856	Prbh.g_01278	Praf.g_00859
OG0000857	Prbh.g_01277	Praf.g_00860
OG0000858	Prbh.g_01274	Praf.g_00870
OG0000859	Prbh.g_01273	Praf.g_00872
OG0000860	Prbh.g_01272	Praf.g_00873
OG0000861	Prbh.g_01271	Praf.g_00874
OG0000862	Prbh.g_01270	Praf.g_00875
OG0000863	Prbh.g_01268	Praf.g_00879
OG0000864	Prbh.g_01267	Praf.g_00880
OG0000865	Prbh.g_01266	Praf.g_00881
OG0000866	Prbh.g_01265	Praf.g_00882
OG0000867	Prbh.g_01262	Praf.g_00885
OG0000868	Prbh.g_01261	Praf.g_00886
OG0000869	Prbh.g_01260	Praf.g_00914
OG0000870	Prbh.g_01257	Praf.g_00917
OG0000871	Prbh.g_01256	Praf.g_00918
OG0000872	Prbh.g_01254	Praf.g_00921
OG0000873	Prbh.g_01253	Praf.g_00922
OG0000874	Prbh.g_01252	Praf.g_00923
OG0000875	Prbh.g_01250	Praf.g_00925
OG0000876	Prbh.g_01248	Praf.g_00927
OG0000877	Prbh.g_01247	Praf.g_00928
OG0000878	Prbh.g_01246	Praf.g_00929
OG0000879	Prbh.g_01245	Praf.g_00930
OG0000880	Prbh.g_01244	Praf.g_00931
OG0000881	Prbh.g_01243	Praf.g_00932
OG0000882	Prbh.g_01242	Praf.g_00933
OG0000883	Prbh.g_01241	Praf.g_00913
OG0000884	Prbh.g_01240	Praf.g_00912
OG0000885	Prbh.g_01239	Praf.g_00911
OG0000886	Prbh.g_01238	Praf.g_00910
OG0000887	Prbh.g_01237	Praf.g_00908
OG0000888	Prbh.g_01236	Praf.g_00905
OG0000889	Prbh.g_01235	Praf.g_00904
OG0000890	Prbh.g_01234	Praf.g_00902
OG0000891	Prbh.g_01233	Praf.g_00901
OG0000892	Prbh.g_01232	Praf.g_00899
OG0000893	Prbh.g_01231	Praf.g_00898
OG0000894	Prbh.g_01230	Praf.g_00895
OG0000895	Prbh.g_01229	Praf.g_00894
OG0000896	Prbh.g_01227	Praf.g_00892
OG0000897	Prbh.g_01226	Praf.g_00891
OG0000898	Prbh.g_01225	Praf.g_00888
OG0000899	Prbh.g_01224	Praf.g_00887
OG0000900	Prbh.g_01451	Praf.g_00937
OG0000901	Prbh.g_01845	Praf.g_00548
OG0000902	Prbh.g_01362	Praf.g_00810
OG0000903	Prbh.g_01363	Praf.g_00809
OG0000904	Prbh.g_01364	Praf.g_00808
OG0000905	Prbh.g_01365	Praf.g_00806
OG0000906	Prbh.g_01366	Praf.g_00804
OG0000907	Prbh.g_01368	Praf.g_00802
OG0000908	Prbh.g_01369	Praf.g_00801
OG0000909	Prbh.g_01370	Praf.g_00800
OG0000910	Prbh.g_01371	Praf.g_00799
OG0000911	Prbh.g_01372	Praf.g_00798
OG0000912	Prbh.g_01375	Praf.g_00794
OG0000913	Prbh.g_01376	Praf.g_00791
OG0000914	Prbh.g_01377	Praf.g_00790
OG0000915	Prbh.g_01379	Praf.g_00787
OG0000916	Prbh.g_01380	Praf.g_00786
OG0000917	Prbh.g_01381	Praf.g_00785
OG0000918	Prbh.g_01382	Praf.g_00784
OG0000919	Prbh.g_01383	Praf.g_00783
OG0000920	Prbh.g_01384	Praf.g_00782
OG0000921	Prbh.g_01387	Praf.g_00777
OG0000922	Prbh.g_01388	Praf.g_00776
OG0000923	Prbh.g_01935	Praf.g_01886
OG0000924	Prbh.g_01936	Praf.g_01893
OG0000925	Prbh.g_00002	Praf.g_01897
OG0000926	Prbh.g_00206	Praf.g_01996
OG0000927	Prbh.g_01341	Praf.g_01623
OG0000928	Prbh.g_00196	Praf.g_01001
OG0000929	Prbh.g_01326	Praf.g_01271
OG0000930	Prbh.g_01308	Praf.g_01294
OG0000931	Prbh.g_01017	Praf.g_01635
OG0000932	Prbh.g_01872	Praf.g_00494
OG0000933	Prbh.g_00011	Praf.g_00582
OG0000934	Prbh.g_00012	Praf.g_00581
OG0000935	Prbh.g_00013	Praf.g_00580
OG0000936	Prbh.g_00014	Praf.g_00579
OG0000937	Prbh.g_00015	Praf.g_00578
OG0000938	Prbh.g_00016	Praf.g_00577
OG0000939	Prbh.g_00017	Praf.g_00576
OG0000940	Prbh.g_00019	Praf.g_00575
OG0000941	Prbh.g_00020	Praf.g_00573
OG0000942	Prbh.g_00021	Praf.g_00572
OG0000943	Prbh.g_00022	Praf.g_00571
OG0000944	Prbh.g_00023	Praf.g_00570
OG0000945	Prbh.g_00024	Praf.g_00569
OG0000946	Prbh.g_00025	Praf.g_00568
OG0000947	Prbh.g_00026	Praf.g_00567
OG0000948	Prbh.g_00027	Praf.g_00566
OG0000949	Prbh.g_00028	Praf.g_00565
OG0000950	Prbh.g_01599	Praf.g_02394
OG0000951	Prbh.g_00079	Praf.g_01765
OG0000952	Prbh.g_00080	Praf.g_01766
OG0000953	Prbh.g_00081	Praf.g_01767
OG0000954	Prbh.g_00082	Praf.g_01772
OG0000955	Prbh.g_00083	Praf.g_01773
OG0000956	Prbh.g_00085	Praf.g_01779
OG0000957	Prbh.g_00086	Praf.g_01781
OG0000958	Prbh.g_00087	Praf.g_01782
OG0000959	Prbh.g_00088	Praf.g_01783
OG0000960	Prbh.g_00089	Praf.g_01784
OG0000961	Prbh.g_00090	Praf.g_01785
OG0000962	Prbh.g_00091	Praf.g_01787
OG0000963	Prbh.g_00092	Praf.g_01788
OG0000964	Prbh.g_00093	Praf.g_01790
OG0000965	Prbh.g_00094	Praf.g_01792
OG0000966	Prbh.g_00095	Praf.g_01793
OG0000967	Prbh.g_00101	Praf.g_01796
OG0000968	Prbh.g_00102	Praf.g_01801
OG0000969	Prbh.g_00103	Praf.g_01802
OG0000970	Prbh.g_00104	Praf.g_01803
OG0000971	Prbh.g_00105	Praf.g_01804
OG0000972	Prbh.g_00106	Praf.g_01805
OG0000973	Prbh.g_00108	Praf.g_01807
OG0000974	Prbh.g_00109	Praf.g_01808
OG0000975	Prbh.g_00110	Praf.g_01809
OG0000976	Prbh.g_00111	Praf.g_01810
OG0000977	Prbh.g_00112	Praf.g_01817
OG0000978	Prbh.g_00113	Praf.g_01818
OG0000979	Prbh.g_00114	Praf.g_01819
OG0000980	Prbh.g_00115	Praf.g_01820
OG0000981	Prbh.g_00116	Praf.g_01822
OG0000982	Prbh.g_00117	Praf.g_01823
OG0000983	Prbh.g_00118	Praf.g_01824
OG0000984	Prbh.g_00122	Praf.g_01831
OG0000985	Prbh.g_00123	Praf.g_01833
OG0000986	Prbh.g_00124	Praf.g_01834
OG0000987	Prbh.g_00126	Praf.g_01837
OG0000988	Prbh.g_00127	Praf.g_01838
OG0000989	Prbh.g_00128	Praf.g_01839
OG0000990	Prbh.g_00129	Praf.g_01840
OG0000991	Prbh.g_00130	Praf.g_01841
OG0000992	Prbh.g_00131	Praf.g_01842
OG0000993	Prbh.g_00132	Praf.g_01843
OG0000994	Prbh.g_00133	Praf.g_01844
OG0000995	Prbh.g_00134	Praf.g_01845
OG0000996	Prbh.g_00135	Praf.g_01846
OG0000997	Prbh.g_00137	Praf.g_01849
OG0000998	Prbh.g_00144	Praf.g_00956
OG0000999	Prbh.g_00146	Praf.g_00554
OG0001000	Prbh.g_00147	Praf.g_00542
OG0001001	Prbh.g_00149	Praf.g_00540
OG0001002	Prbh.g_00151	Praf.g_00538
OG0001003	Prbh.g_00152	Praf.g_00537
OG0001004	Prbh.g_00153	Praf.g_01653
OG0001005	Prbh.g_00154	Praf.g_00536
OG0001006	Prbh.g_00156	Praf.g_00534
OG0001007	Prbh.g_00157	Praf.g_00533
OG0001008	Prbh.g_00158	Praf.g_00532
OG0001009	Prbh.g_00159	Praf.g_00530
OG0001010	Prbh.g_00160	Praf.g_00529
OG0001011	Prbh.g_00162	Praf.g_00526
OG0001012	Prbh.g_00163	Praf.g_00525
OG0001013	Prbh.g_00164	Praf.g_00524
OG0001014	Prbh.g_00165	Praf.g_00523
OG0001015	Prbh.g_00166	Praf.g_00522
OG0001016	Prbh.g_00167	Praf.g_00521
OG0001017	Prbh.g_00168	Praf.g_00520
OG0001018	Prbh.g_00169	Praf.g_00518
OG0001019	Prbh.g_00170	Praf.g_00517
OG0001020	Prbh.g_00171	Praf.g_00516
OG0001021	Prbh.g_00172	Praf.g_00515
OG0001022	Prbh.g_00173	Praf.g_00513
OG0001023	Prbh.g_00174	Praf.g_00512
OG0001024	Prbh.g_00176	Praf.g_00511
OG0001025	Prbh.g_00177	Praf.g_00508
OG0001026	Prbh.g_00178	Praf.g_00507
OG0001027	Prbh.g_00179	Praf.g_00370
OG0001028	Prbh.g_00181	Praf.g_00504
OG0001029	Prbh.g_00182	Praf.g_00503
OG0001030	Prbh.g_00185	Praf.g_00500
OG0001031	Prbh.g_00186	Praf.g_00499
OG0001032	Prbh.g_01837	Praf.g_01650
OG0001033	Prbh.g_01454	Praf.g_01677
OG0001034	Prbh.g_00968	Praf.g_01546
OG0001035	Prbh.g_01789	Praf.g_00490
OG0001036	Prbh.g_01788	Praf.g_00489
OG0001037	Prbh.g_01781	Praf.g_00479
OG0001038	Prbh.g_01780	Praf.g_00478
OG0001039	Prbh.g_01779	Praf.g_00477
OG0001040	Prbh.g_01778	Praf.g_00475
OG0001041	Prbh.g_01776	Praf.g_00472
OG0001042	Prbh.g_01775	Praf.g_00471
OG0001043	Prbh.g_01774	Praf.g_00470
OG0001044	Prbh.g_01773	Praf.g_00469
OG0001045	Prbh.g_01772	Praf.g_00468
OG0001046	Prbh.g_01770	Praf.g_00466
OG0001047	Prbh.g_01769	Praf.g_00465
OG0001048	Prbh.g_01768	Praf.g_00464
OG0001049	Prbh.g_01767	Praf.g_00463
OG0001050	Prbh.g_01766	Praf.g_00462
OG0001051	Prbh.g_01765	Praf.g_00461
OG0001052	Prbh.g_01764	Praf.g_00460
OG0001053	Prbh.g_01763	Praf.g_00459
OG0001054	Prbh.g_01762	Praf.g_00458
OG0001055	Prbh.g_01761	Praf.g_00457
OG0001056	Prbh.g_01760	Praf.g_00455
OG0001057	Prbh.g_01758	Praf.g_00453
OG0001058	Prbh.g_01757	Praf.g_00452
OG0001059	Prbh.g_01756	Praf.g_00450
OG0001060	Prbh.g_01755	Praf.g_00449
OG0001061	Prbh.g_01754	Praf.g_00448
OG0001062	Prbh.g_01752	Praf.g_00447
OG0001063	Prbh.g_01751	Praf.g_00446
OG0001064	Prbh.g_01750	Praf.g_00444
OG0001065	Prbh.g_01749	Praf.g_00443
OG0001066	Prbh.g_01748	Praf.g_00442
OG0001067	Prbh.g_01747	Praf.g_00441
OG0001068	Prbh.g_01746	Praf.g_00440
OG0001069	Prbh.g_01743	Praf.g_00435
OG0001070	Prbh.g_01741	Praf.g_00433
OG0001071	Prbh.g_01740	Praf.g_00432
OG0001072	Prbh.g_01739	Praf.g_00431
OG0001073	Prbh.g_01738	Praf.g_00430
OG0001074	Prbh.g_01737	Praf.g_00429
OG0001075	Prbh.g_01735	Praf.g_00427
OG0001076	Prbh.g_01733	Praf.g_00425
OG0001077	Prbh.g_01732	Praf.g_00424
OG0001078	Prbh.g_01731	Praf.g_00423
OG0001079	Prbh.g_01730	Praf.g_00422
OG0001080	Prbh.g_01729	Praf.g_00421
OG0001081	Prbh.g_01728	Praf.g_00420
OG0001082	Prbh.g_01727	Praf.g_00419
OG0001083	Prbh.g_01726	Praf.g_00418
OG0001084	Prbh.g_01725	Praf.g_00405
OG0001085	Prbh.g_01724	Praf.g_00404
OG0001086	Prbh.g_01719	Praf.g_02202
OG0001087	Prbh.g_01717	Praf.g_02200
OG0001088	Prbh.g_01716	Praf.g_02199
OG0001089	Prbh.g_01713	Praf.g_02196
OG0001090	Prbh.g_01712	Praf.g_02195
OG0001091	Prbh.g_01711	Praf.g_02194
OG0001092	Prbh.g_01710	Praf.g_02193
OG0001093	Prbh.g_01709	Praf.g_02192
OG0001094	Prbh.g_01708	Praf.g_02191
OG0001095	Prbh.g_01707	Praf.g_02190
OG0001096	Prbh.g_01706	Praf.g_02189
OG0001097	Prbh.g_01705	Praf.g_02188
OG0001098	Prbh.g_01704	Praf.g_02187
OG0001099	Prbh.g_01703	Praf.g_02185
OG0001100	Prbh.g_01702	Praf.g_02184
OG0001101	Prbh.g_01701	Praf.g_02183
OG0001102	Prbh.g_01697	Praf.g_02170
OG0001103	Prbh.g_01696	Praf.g_02171
OG0001104	Prbh.g_01692	Praf.g_02175
OG0001105	Prbh.g_01694	Praf.g_02173
OG0001106	Prbh.g_01698	Praf.g_02176
OG0001107	Prbh.g_01699	Praf.g_02177
OG0001108	Prbh.g_01700	Praf.g_02179
OG0001109	Prbh.g_01687	Praf.g_02163
OG0001110	Prbh.g_01685	Praf.g_02161
OG0001111	Prbh.g_01684	Praf.g_02160
OG0001112	Prbh.g_01683	Praf.g_02159
OG0001113	Prbh.g_01682	Praf.g_02158
OG0001114	Prbh.g_01681	Praf.g_02157
OG0001115	Prbh.g_01680	Praf.g_02156
OG0001116	Prbh.g_01679	Praf.g_02155
OG0001117	Prbh.g_01678	Praf.g_02154
