Orthogroup	Prbh	Prah
OG0000565	Prbh.g_00214	Prah.g_00532
OG0000566	Prbh.g_00213	Prah.g_00531
OG0000567	Prbh.g_00212	Prah.g_00530
OG0000568	Prbh.g_01465	Prah.g_00529
OG0000569	Prbh.g_01462	Prah.g_00526
OG0000570	Prbh.g_01461	Prah.g_00525
OG0000571	Prbh.g_01459	Prah.g_00523
OG0000572	Prbh.g_01457	Prah.g_00518
OG0000573	Prbh.g_01456	Prah.g_00517
OG0000574	Prbh.g_01455	Prah.g_00516
OG0000575	Prbh.g_01453	Prah.g_00513
OG0000576	Prbh.g_01452	Prah.g_00510
OG0000577	Prbh.g_01223	Prah.g_00509
OG0000578	Prbh.g_01222	Prah.g_00506
OG0000579	Prbh.g_01221	Prah.g_00505
OG0000580	Prbh.g_01220	Prah.g_00504
OG0000581	Prbh.g_01219	Prah.g_00503
OG0000582	Prbh.g_01218	Prah.g_00501
OG0000583	Prbh.g_01217	Prah.g_00500
OG0000584	Prbh.g_01216	Prah.g_00498
OG0000585	Prbh.g_01215	Prah.g_00497
OG0000586	Prbh.g_01213	Prah.g_00495
OG0000587	Prbh.g_01212	Prah.g_00494
OG0000588	Prbh.g_01211	Prah.g_00493
OG0000589	Prbh.g_01210	Prah.g_00486
OG0000590	Prbh.g_01209	Prah.g_00485
OG0000591	Prbh.g_01208	Prah.g_00484
OG0000592	Prbh.g_01207	Prah.g_00483
OG0000593	Prbh.g_01206	Prah.g_00482
OG0000594	Prbh.g_01205	Prah.g_00478
OG0000595	Prbh.g_01204	Prah.g_00477
OG0000596	Prbh.g_01203	Prah.g_00476
OG0000597	Prbh.g_01199	Prah.g_00466
OG0000598	Prbh.g_01198	Prah.g_00465
OG0000599	Prbh.g_01197	Prah.g_00464
OG0000600	Prbh.g_01196	Prah.g_00463
OG0000601	Prbh.g_01195	Prah.g_00462
OG0000602	Prbh.g_01194	Prah.g_00460
OG0000603	Prbh.g_01193	Prah.g_00457
OG0000604	Prbh.g_01192	Prah.g_00456
OG0000605	Prbh.g_01191	Prah.g_00455
OG0000606	Prbh.g_01190	Prah.g_00454
OG0000607	Prbh.g_01188	Prah.g_00452
OG0000608	Prbh.g_01187	Prah.g_00451
OG0000609	Prbh.g_01185	Prah.g_00449
OG0000610	Prbh.g_01184	Prah.g_00448
OG0000611	Prbh.g_00904	Prah.g_00444
OG0000612	Prbh.g_00905	Prah.g_00442
OG0000613	Prbh.g_00907	Prah.g_02193
OG0000614	Prbh.g_00913	Prah.g_01789
OG0000615	Prbh.g_00914	Prah.g_01029
OG0000616	Prbh.g_00915	Prah.g_02413
OG0000617	Prbh.g_00918	Prah.g_00625
OG0000618	Prbh.g_00919	Prah.g_02051
OG0000619	Prbh.g_00920	Prah.g_00981
OG0000620	Prbh.g_00922	Prah.g_00965
OG0000621	Prbh.g_00923	Prah.g_00968
OG0000622	Prbh.g_00924	Prah.g_00972
OG0000623	Prbh.g_00925	Prah.g_00973
OG0000624	Prbh.g_00928	Prah.g_00985
OG0000625	Prbh.g_00929	Prah.g_00986
OG0000626	Prbh.g_00930	Prah.g_00987
OG0000627	Prbh.g_00933	Prah.g_01022
OG0000628	Prbh.g_00934	Prah.g_01023
OG0000629	Prbh.g_00935	Prah.g_01025
OG0000630	Prbh.g_00937	Prah.g_01028
OG0000631	Prbh.g_00939	Prah.g_00706
OG0000632	Prbh.g_01487	Prah.g_02588
OG0000633	Prbh.g_00864	Prah.g_01344
OG0000634	Prbh.g_00946	Prah.g_00886
OG0000635	Prbh.g_01170	Prah.g_00884
OG0000636	Prbh.g_01169	Prah.g_00882
OG0000637	Prbh.g_01167	Prah.g_00881
OG0000638	Prbh.g_01166	Prah.g_00880
OG0000639	Prbh.g_01165	Prah.g_00879
OG0000640	Prbh.g_01164	Prah.g_00878
OG0000641	Prbh.g_01163	Prah.g_00876
OG0000642	Prbh.g_01162	Prah.g_00875
OG0000643	Prbh.g_01161	Prah.g_00874
OG0000644	Prbh.g_01159	Prah.g_00872
OG0000645	Prbh.g_01157	Prah.g_00871
OG0000646	Prbh.g_01156	Prah.g_00870
OG0000647	Prbh.g_01155	Prah.g_00869
OG0000648	Prbh.g_01154	Prah.g_00746
OG0000649	Prbh.g_01153	Prah.g_00747
OG0000650	Prbh.g_01151	Prah.g_00750
OG0000651	Prbh.g_01150	Prah.g_00751
OG0000652	Prbh.g_01148	Prah.g_00754
OG0000653	Prbh.g_01881	Prah.g_00615
OG0000654	Prbh.g_01875	Prah.g_01447
OG0000656	Prbh.g_01880	Prah.g_01543
OG0000657	Prbh.g_01078	Prah.g_00788
OG0000658	Prbh.g_01077	Prah.g_00787
OG0000659	Prbh.g_01076	Prah.g_00786
OG0000660	Prbh.g_00442	Prah.g_01946
OG0000661	Prbh.g_01051	Prah.g_01802
OG0000662	Prbh.g_01054	Prah.g_00755
OG0000663	Prbh.g_01056	Prah.g_00758
OG0000664	Prbh.g_01057	Prah.g_00759
OG0000665	Prbh.g_01058	Prah.g_00760
OG0000666	Prbh.g_01171	Prah.g_00673
OG0000667	Prbh.g_00948	Prah.g_00672
OG0000668	Prbh.g_00949	Prah.g_00671
OG0000669	Prbh.g_00950	Prah.g_00670
OG0000670	Prbh.g_00952	Prah.g_00668
OG0000671	Prbh.g_00953	Prah.g_00667
OG0000672	Prbh.g_00954	Prah.g_00666
OG0000673	Prbh.g_00955	Prah.g_00665
OG0000674	Prbh.g_00956	Prah.g_00664
OG0000675	Prbh.g_00957	Prah.g_00663
OG0000676	Prbh.g_00959	Prah.g_00661
OG0000677	Prbh.g_00961	Prah.g_00659
OG0000678	Prbh.g_00962	Prah.g_00658
OG0000679	Prbh.g_00963	Prah.g_00657
OG0000680	Prbh.g_00964	Prah.g_00656
OG0000681	Prbh.g_00965	Prah.g_00655
OG0000682	Prbh.g_00966	Prah.g_00654
OG0000683	Prbh.g_00967	Prah.g_00652
OG0000684	Prbh.g_00969	Prah.g_00650
OG0000685	Prbh.g_00970	Prah.g_00649
OG0000686	Prbh.g_00971	Prah.g_00648
OG0000687	Prbh.g_00972	Prah.g_00647
OG0000688	Prbh.g_00973	Prah.g_00646
OG0000689	Prbh.g_00974	Prah.g_00645
OG0000690	Prbh.g_00975	Prah.g_00644
OG0000691	Prbh.g_00977	Prah.g_00640
OG0000692	Prbh.g_00978	Prah.g_00639
OG0000693	Prbh.g_00979	Prah.g_00638
OG0000694	Prbh.g_00980	Prah.g_00637
OG0000695	Prbh.g_00981	Prah.g_00636
OG0000696	Prbh.g_00982	Prah.g_00635
OG0000697	Prbh.g_00983	Prah.g_00609
OG0000698	Prbh.g_00984	Prah.g_00608
OG0000699	Prbh.g_00988	Prah.g_00604
OG0000700	Prbh.g_00989	Prah.g_00603
OG0000701	Prbh.g_00991	Prah.g_00601
OG0000702	Prbh.g_00992	Prah.g_00600
OG0000703	Prbh.g_00993	Prah.g_00599
OG0000704	Prbh.g_00994	Prah.g_00598
OG0000705	Prbh.g_00996	Prah.g_00596
OG0000706	Prbh.g_00997	Prah.g_00595
OG0000707	Prbh.g_00998	Prah.g_00594
OG0000708	Prbh.g_00999	Prah.g_00593
OG0000709	Prbh.g_01001	Prah.g_00592
OG0000710	Prbh.g_01002	Prah.g_00591
OG0000711	Prbh.g_01003	Prah.g_00589
OG0000712	Prbh.g_01004	Prah.g_00588
OG0000713	Prbh.g_01005	Prah.g_00587
OG0000714	Prbh.g_01009	Prah.g_00575
OG0000715	Prbh.g_01010	Prah.g_00574
OG0000716	Prbh.g_01011	Prah.g_00572
OG0000717	Prbh.g_01012	Prah.g_00568
OG0000718	Prbh.g_01013	Prah.g_00566
OG0000719	Prbh.g_01015	Prah.g_00564
OG0000720	Prbh.g_01019	Prah.g_00743
OG0000721	Prbh.g_01020	Prah.g_00866
OG0000722	Prbh.g_00857	Prah.g_00850
OG0000723	Prbh.g_00861	Prah.g_00192
OG0000724	Prbh.g_00868	Prah.g_00558
OG0000725	Prbh.g_00870	Prah.g_00740
OG0000726	Prbh.g_00871	Prah.g_01212
OG0000727	Prbh.g_00872	Prah.g_00739
OG0000728	Prbh.g_00873	Prah.g_00738
OG0000729	Prbh.g_00875	Prah.g_00736
OG0000730	Prbh.g_00876	Prah.g_00735
OG0000731	Prbh.g_00878	Prah.g_00733
OG0000732	Prbh.g_00879	Prah.g_00732
OG0000733	Prbh.g_00880	Prah.g_00731
OG0000734	Prbh.g_00881	Prah.g_00730
OG0000735	Prbh.g_00882	Prah.g_00729
OG0000736	Prbh.g_00884	Prah.g_00726
OG0000737	Prbh.g_00885	Prah.g_00724
OG0000738	Prbh.g_00887	Prah.g_00721
OG0000739	Prbh.g_00888	Prah.g_00718
OG0000740	Prbh.g_00889	Prah.g_00715
OG0000741	Prbh.g_00891	Prah.g_00702
OG0000742	Prbh.g_00892	Prah.g_00701
OG0000743	Prbh.g_00896	Prah.g_00698
OG0000744	Prbh.g_00897	Prah.g_00697
OG0000745	Prbh.g_00898	Prah.g_00683
OG0000746	Prbh.g_00899	Prah.g_00684
OG0000747	Prbh.g_00900	Prah.g_00685
OG0000748	Prbh.g_00901	Prah.g_00686
OG0000749	Prbh.g_00902	Prah.g_00687
OG0000750	Prbh.g_00903	Prah.g_00689
OG0000751	Prbh.g_01179	Prah.g_00681
OG0000752	Prbh.g_01178	Prah.g_00680
OG0000753	Prbh.g_01177	Prah.g_00679
OG0000754	Prbh.g_01176	Prah.g_00678
OG0000755	Prbh.g_01174	Prah.g_00677
OG0000756	Prbh.g_01173	Prah.g_00675
OG0000757	Prbh.g_01172	Prah.g_00674
OG0000758	Prbh.g_01059	Prah.g_00761
OG0000759	Prbh.g_01060	Prah.g_00762
OG0000760	Prbh.g_01061	Prah.g_00763
OG0000761	Prbh.g_01062	Prah.g_00765
OG0000762	Prbh.g_01064	Prah.g_00767
OG0000763	Prbh.g_01065	Prah.g_00768
OG0000764	Prbh.g_01066	Prah.g_00770
OG0000765	Prbh.g_01067	Prah.g_00771
OG0000766	Prbh.g_01068	Prah.g_00772
OG0000767	Prbh.g_01069	Prah.g_01178
OG0000768	Prbh.g_01070	Prah.g_00780
OG0000769	Prbh.g_01071	Prah.g_00781
OG0000770	Prbh.g_01073	Prah.g_00783
OG0000771	Prbh.g_01074	Prah.g_00784
OG0000772	Prbh.g_01131	Prah.g_02517
OG0000773	Prbh.g_01079	Prah.g_00789
OG0000774	Prbh.g_01080	Prah.g_00790
OG0000775	Prbh.g_01081	Prah.g_00791
OG0000776	Prbh.g_01083	Prah.g_00793
OG0000777	Prbh.g_01084	Prah.g_00794
OG0000778	Prbh.g_01085	Prah.g_00795
OG0000779	Prbh.g_01087	Prah.g_00800
OG0000780	Prbh.g_01088	Prah.g_00801
OG0000781	Prbh.g_01089	Prah.g_00803
OG0000782	Prbh.g_01091	Prah.g_00806
OG0000783	Prbh.g_01092	Prah.g_00808
OG0000784	Prbh.g_01093	Prah.g_00810
OG0000785	Prbh.g_01094	Prah.g_00811
OG0000786	Prbh.g_01095	Prah.g_00812
OG0000787	Prbh.g_01097	Prah.g_00814
OG0000788	Prbh.g_01098	Prah.g_00815
OG0000789	Prbh.g_01099	Prah.g_00816
OG0000790	Prbh.g_01100	Prah.g_00817
OG0000791	Prbh.g_01101	Prah.g_00818
OG0000792	Prbh.g_01342	Prah.g_01131
OG0000793	Prbh.g_01102	Prah.g_00821
OG0000794	Prbh.g_01103	Prah.g_00824
OG0000795	Prbh.g_01104	Prah.g_00826
OG0000796	Prbh.g_01106	Prah.g_00828
OG0000797	Prbh.g_01107	Prah.g_00829
OG0000798	Prbh.g_01108	Prah.g_00830
OG0000799	Prbh.g_01109	Prah.g_00833
OG0000800	Prbh.g_01110	Prah.g_00834
OG0000801	Prbh.g_01111	Prah.g_00835
OG0000802	Prbh.g_01113	Prah.g_00839
OG0000803	Prbh.g_01114	Prah.g_00840
OG0000804	Prbh.g_01116	Prah.g_00846
OG0000805	Prbh.g_01118	Prah.g_00848
OG0000806	Prbh.g_01119	Prah.g_00849
OG0000807	Prbh.g_01120	Prah.g_00851
OG0000808	Prbh.g_01121	Prah.g_00852
OG0000809	Prbh.g_01126	Prah.g_00858
OG0000810	Prbh.g_01128	Prah.g_00860
OG0000811	Prbh.g_01129	Prah.g_00861
OG0000812	Prbh.g_01130	Prah.g_02518
OG0000813	Prbh.g_01133	Prah.g_00862
OG0000814	Prbh.g_01134	Prah.g_00863
OG0000815	Prbh.g_01135	Prah.g_00864
OG0000816	Prbh.g_01138	Prah.g_00867
OG0000817	Prbh.g_01042	Prah.g_00903
OG0000818	Prbh.g_01041	Prah.g_00904
OG0000819	Prbh.g_01039	Prah.g_00907
OG0000820	Prbh.g_01038	Prah.g_00908
OG0000821	Prbh.g_01037	Prah.g_00909
OG0000822	Prbh.g_01036	Prah.g_00910
OG0000823	Prbh.g_01033	Prah.g_00913
OG0000824	Prbh.g_01032	Prah.g_00914
OG0000825	Prbh.g_01030	Prah.g_00919
OG0000826	Prbh.g_01029	Prah.g_00920
OG0000827	Prbh.g_01028	Prah.g_00921
OG0000828	Prbh.g_01026	Prah.g_00922
OG0000829	Prbh.g_00411	Prah.g_00893
OG0000830	Prbh.g_00827	Prah.g_00539
OG0000831	Prbh.g_01331	Prah.g_01601
OG0000832	Prbh.g_01442	Prah.g_01176
OG0000833	Prbh.g_01351	Prah.g_00133
OG0000834	Prbh.g_01325	Prah.g_01942
OG0000835	Prbh.g_00432	Prah.g_01932
OG0000836	Prbh.g_01344	Prah.g_00383
OG0000837	Prbh.g_00008	Prah.g_00521
OG0000838	Prbh.g_01867	Prah.g_02532
OG0000839	Prbh.g_01866	Prah.g_02525
OG0000840	Prbh.g_00834	Prah.g_01803
OG0000841	Prbh.g_01305	Prah.g_00378
OG0000842	Prbh.g_01299	Prah.g_01905
OG0000843	Prbh.g_01297	Prah.g_01340
OG0000844	Prbh.g_01296	Prah.g_01339
OG0000845	Prbh.g_01295	Prah.g_01338
OG0000846	Prbh.g_01294	Prah.g_01337
OG0000847	Prbh.g_01293	Prah.g_01336
OG0000848	Prbh.g_01292	Prah.g_01335
OG0000849	Prbh.g_01291	Prah.g_01331
OG0000850	Prbh.g_01290	Prah.g_01329
OG0000851	Prbh.g_01287	Prah.g_01325
OG0000852	Prbh.g_01284	Prah.g_01323
OG0000853	Prbh.g_01282	Prah.g_01321
OG0000854	Prbh.g_01280	Prah.g_01320
OG0000855	Prbh.g_01279	Prah.g_01318
OG0000856	Prbh.g_01278	Prah.g_01317
OG0000857	Prbh.g_01277	Prah.g_01316
OG0000858	Prbh.g_01274	Prah.g_01307
OG0000859	Prbh.g_01273	Prah.g_01305
OG0000860	Prbh.g_01272	Prah.g_01304
OG0000861	Prbh.g_01271	Prah.g_01303
OG0000862	Prbh.g_01270	Prah.g_01302
OG0000863	Prbh.g_01268	Prah.g_01298
OG0000864	Prbh.g_01267	Prah.g_01297
OG0000865	Prbh.g_01266	Prah.g_01296
OG0000866	Prbh.g_01265	Prah.g_01295
OG0000867	Prbh.g_01262	Prah.g_01292
OG0000868	Prbh.g_01261	Prah.g_01291
OG0000869	Prbh.g_01260	Prah.g_01262
OG0000870	Prbh.g_01257	Prah.g_01259
OG0000871	Prbh.g_01256	Prah.g_01258
OG0000872	Prbh.g_01254	Prah.g_01255
OG0000873	Prbh.g_01253	Prah.g_01254
OG0000874	Prbh.g_01252	Prah.g_01253
OG0000875	Prbh.g_01250	Prah.g_01251
OG0000876	Prbh.g_01248	Prah.g_01249
OG0000877	Prbh.g_01247	Prah.g_01248
OG0000878	Prbh.g_01246	Prah.g_01247
OG0000879	Prbh.g_01245	Prah.g_01246
OG0000880	Prbh.g_01244	Prah.g_01245
OG0000881	Prbh.g_01243	Prah.g_01244
OG0000882	Prbh.g_01242	Prah.g_01243
OG0000883	Prbh.g_01241	Prah.g_01263
OG0000884	Prbh.g_01240	Prah.g_01264
OG0000885	Prbh.g_01239	Prah.g_01265
OG0000886	Prbh.g_01238	Prah.g_01266
OG0000887	Prbh.g_01237	Prah.g_01268
OG0000888	Prbh.g_01236	Prah.g_01272
OG0000889	Prbh.g_01235	Prah.g_01273
OG0000890	Prbh.g_01234	Prah.g_01275
OG0000891	Prbh.g_01233	Prah.g_01276
OG0000892	Prbh.g_01232	Prah.g_01278
OG0000893	Prbh.g_01231	Prah.g_01279
OG0000894	Prbh.g_01230	Prah.g_01282
OG0000895	Prbh.g_01229	Prah.g_01283
OG0000896	Prbh.g_01227	Prah.g_01285
OG0000897	Prbh.g_01226	Prah.g_01286
OG0000898	Prbh.g_01225	Prah.g_01289
OG0000899	Prbh.g_01224	Prah.g_01290
OG0000900	Prbh.g_01451	Prah.g_01239
OG0000901	Prbh.g_01845	Prah.g_01610
OG0000902	Prbh.g_01362	Prah.g_01349
OG0000903	Prbh.g_01363	Prah.g_01350
OG0000904	Prbh.g_01364	Prah.g_01351
OG0000905	Prbh.g_01365	Prah.g_01353
OG0000906	Prbh.g_01366	Prah.g_01355
OG0000907	Prbh.g_01368	Prah.g_01357
OG0000908	Prbh.g_01369	Prah.g_01358
OG0000909	Prbh.g_01370	Prah.g_01359
OG0000910	Prbh.g_01371	Prah.g_01360
OG0000911	Prbh.g_01372	Prah.g_01361
OG0000912	Prbh.g_01375	Prah.g_01365
OG0000913	Prbh.g_01376	Prah.g_01368
OG0000914	Prbh.g_01377	Prah.g_01369
OG0000915	Prbh.g_01379	Prah.g_01372
OG0000916	Prbh.g_01380	Prah.g_01373
OG0000917	Prbh.g_01381	Prah.g_01374
OG0000918	Prbh.g_01382	Prah.g_01375
OG0000919	Prbh.g_01383	Prah.g_01376
OG0000920	Prbh.g_01384	Prah.g_01377
OG0000921	Prbh.g_01387	Prah.g_01380
OG0000922	Prbh.g_01388	Prah.g_01381
OG0000923	Prbh.g_01935	Prah.g_00327
OG0000924	Prbh.g_01936	Prah.g_00326
OG0000925	Prbh.g_00002	Prah.g_00323
OG0000926	Prbh.g_00206	Prah.g_00224
OG0000927	Prbh.g_01341	Prah.g_00571
OG0000928	Prbh.g_00196	Prah.g_01183
OG0000929	Prbh.g_01326	Prah.g_00918
OG0000930	Prbh.g_01308	Prah.g_00895
OG0000931	Prbh.g_01017	Prah.g_00560
OG0000932	Prbh.g_01872	Prah.g_01663
OG0000933	Prbh.g_00011	Prah.g_01577
OG0000934	Prbh.g_00012	Prah.g_01578
OG0000935	Prbh.g_00013	Prah.g_01579
OG0000936	Prbh.g_00014	Prah.g_01580
OG0000937	Prbh.g_00015	Prah.g_01581
OG0000938	Prbh.g_00016	Prah.g_01582
OG0000939	Prbh.g_00017	Prah.g_01583
OG0000940	Prbh.g_00019	Prah.g_01584
OG0000941	Prbh.g_00020	Prah.g_01586
OG0000942	Prbh.g_00021	Prah.g_01587
OG0000943	Prbh.g_00022	Prah.g_01588
OG0000944	Prbh.g_00023	Prah.g_01589
OG0000945	Prbh.g_00024	Prah.g_01590
OG0000946	Prbh.g_00025	Prah.g_01591
OG0000947	Prbh.g_00026	Prah.g_01592
OG0000948	Prbh.g_00027	Prah.g_01593
OG0000949	Prbh.g_00028	Prah.g_01594
OG0000950	Prbh.g_01599	Prah.g_02242
OG0000951	Prbh.g_00079	Prah.g_00435
OG0000952	Prbh.g_00080	Prah.g_00434
OG0000953	Prbh.g_00081	Prah.g_00433
OG0000954	Prbh.g_00082	Prah.g_00428
OG0000955	Prbh.g_00083	Prah.g_00427
OG0000956	Prbh.g_00085	Prah.g_00423
OG0000957	Prbh.g_00086	Prah.g_00421
OG0000958	Prbh.g_00087	Prah.g_00420
OG0000959	Prbh.g_00088	Prah.g_00419
OG0000960	Prbh.g_00089	Prah.g_00418
OG0000961	Prbh.g_00090	Prah.g_00417
OG0000962	Prbh.g_00091	Prah.g_00415
OG0000963	Prbh.g_00092	Prah.g_00414
OG0000964	Prbh.g_00093	Prah.g_00412
OG0000965	Prbh.g_00094	Prah.g_00410
OG0000966	Prbh.g_00095	Prah.g_00409
OG0000967	Prbh.g_00101	Prah.g_00406
OG0000968	Prbh.g_00102	Prah.g_00403
OG0000969	Prbh.g_00103	Prah.g_00402
OG0000970	Prbh.g_00104	Prah.g_00401
OG0000971	Prbh.g_00105	Prah.g_00400
OG0000972	Prbh.g_00106	Prah.g_00399
OG0000973	Prbh.g_00108	Prah.g_00397
OG0000974	Prbh.g_00109	Prah.g_00396
OG0000975	Prbh.g_00110	Prah.g_00395
OG0000976	Prbh.g_00111	Prah.g_00394
OG0000977	Prbh.g_00112	Prah.g_00391
OG0000978	Prbh.g_00113	Prah.g_00390
OG0000979	Prbh.g_00114	Prah.g_00389
OG0000980	Prbh.g_00115	Prah.g_00388
OG0000981	Prbh.g_00116	Prah.g_00386
OG0000982	Prbh.g_00117	Prah.g_00385
OG0000983	Prbh.g_00118	Prah.g_00384
OG0000984	Prbh.g_00122	Prah.g_00379
OG0000985	Prbh.g_00123	Prah.g_00376
OG0000986	Prbh.g_00124	Prah.g_00374
OG0000987	Prbh.g_00126	Prah.g_00371
OG0000988	Prbh.g_00127	Prah.g_00370
OG0000989	Prbh.g_00128	Prah.g_00369
OG0000990	Prbh.g_00129	Prah.g_00368
OG0000991	Prbh.g_00130	Prah.g_00367
OG0000992	Prbh.g_00131	Prah.g_00366
OG0000993	Prbh.g_00132	Prah.g_00365
OG0000994	Prbh.g_00133	Prah.g_00364
OG0000995	Prbh.g_00134	Prah.g_00363
OG0000996	Prbh.g_00135	Prah.g_00362
OG0000997	Prbh.g_00137	Prah.g_00360
OG0000998	Prbh.g_00144	Prah.g_01217
OG0000999	Prbh.g_00146	Prah.g_01605
OG0001000	Prbh.g_00147	Prah.g_01615
OG0001001	Prbh.g_00149	Prah.g_01617
OG0001002	Prbh.g_00151	Prah.g_01619
OG0001003	Prbh.g_00152	Prah.g_01620
OG0001004	Prbh.g_00153	Prah.g_00538
OG0001005	Prbh.g_00154	Prah.g_01621
OG0001006	Prbh.g_00156	Prah.g_01623
OG0001007	Prbh.g_00157	Prah.g_01624
OG0001008	Prbh.g_00158	Prah.g_01625
OG0001009	Prbh.g_00159	Prah.g_01627
OG0001010	Prbh.g_00160	Prah.g_01628
OG0001011	Prbh.g_00162	Prah.g_01631
OG0001012	Prbh.g_00163	Prah.g_01632
OG0001013	Prbh.g_00164	Prah.g_01633
OG0001014	Prbh.g_00165	Prah.g_01634
OG0001015	Prbh.g_00166	Prah.g_01635
OG0001016	Prbh.g_00167	Prah.g_01636
OG0001017	Prbh.g_00168	Prah.g_01637
OG0001018	Prbh.g_00169	Prah.g_01639
OG0001019	Prbh.g_00170	Prah.g_01640
OG0001020	Prbh.g_00171	Prah.g_01641
OG0001021	Prbh.g_00172	Prah.g_01642
OG0001022	Prbh.g_00173	Prah.g_01643
OG0001023	Prbh.g_00174	Prah.g_01644
OG0001024	Prbh.g_00176	Prah.g_01645
OG0001025	Prbh.g_00177	Prah.g_01648
OG0001026	Prbh.g_00178	Prah.g_01649
OG0001027	Prbh.g_00179	Prah.g_01791
OG0001028	Prbh.g_00181	Prah.g_01651
OG0001029	Prbh.g_00182	Prah.g_01652
OG0001030	Prbh.g_00185	Prah.g_01655
OG0001031	Prbh.g_00186	Prah.g_01656
OG0001032	Prbh.g_01837	Prah.g_00541
OG0001033	Prbh.g_01454	Prah.g_00515
OG0001034	Prbh.g_00968	Prah.g_00651
OG0001035	Prbh.g_01789	Prah.g_01667
OG0001036	Prbh.g_01788	Prah.g_01668
OG0001037	Prbh.g_01781	Prah.g_01677
OG0001038	Prbh.g_01780	Prah.g_01678
OG0001039	Prbh.g_01779	Prah.g_01679
OG0001040	Prbh.g_01778	Prah.g_01681
OG0001041	Prbh.g_01776	Prah.g_01685
OG0001042	Prbh.g_01775	Prah.g_01687
OG0001043	Prbh.g_01774	Prah.g_01688
OG0001044	Prbh.g_01773	Prah.g_01689
OG0001045	Prbh.g_01772	Prah.g_01690
OG0001046	Prbh.g_01770	Prah.g_01692
OG0001047	Prbh.g_01769	Prah.g_01693
OG0001048	Prbh.g_01768	Prah.g_01694
OG0001049	Prbh.g_01767	Prah.g_01695
OG0001050	Prbh.g_01766	Prah.g_01696
OG0001051	Prbh.g_01765	Prah.g_01697
OG0001052	Prbh.g_01764	Prah.g_01698
OG0001053	Prbh.g_01763	Prah.g_01699
OG0001054	Prbh.g_01762	Prah.g_01700
OG0001055	Prbh.g_01761	Prah.g_01701
OG0001056	Prbh.g_01760	Prah.g_01703
OG0001057	Prbh.g_01758	Prah.g_01705
OG0001058	Prbh.g_01757	Prah.g_01707
OG0001059	Prbh.g_01756	Prah.g_01709
OG0001060	Prbh.g_01755	Prah.g_01710
OG0001061	Prbh.g_01754	Prah.g_01711
OG0001062	Prbh.g_01752	Prah.g_01713
OG0001063	Prbh.g_01751	Prah.g_01714
OG0001064	Prbh.g_01750	Prah.g_01716
OG0001065	Prbh.g_01749	Prah.g_01717
OG0001066	Prbh.g_01748	Prah.g_01718
OG0001067	Prbh.g_01747	Prah.g_01719
OG0001068	Prbh.g_01746	Prah.g_01720
OG0001069	Prbh.g_01743	Prah.g_01727
OG0001070	Prbh.g_01741	Prah.g_01729
OG0001071	Prbh.g_01740	Prah.g_01730
OG0001072	Prbh.g_01739	Prah.g_01731
OG0001073	Prbh.g_01738	Prah.g_01732
OG0001074	Prbh.g_01737	Prah.g_01733
OG0001075	Prbh.g_01735	Prah.g_01736
OG0001076	Prbh.g_01733	Prah.g_01738
OG0001077	Prbh.g_01732	Prah.g_01739
OG0001078	Prbh.g_01731	Prah.g_01740
OG0001079	Prbh.g_01730	Prah.g_01741
OG0001080	Prbh.g_01729	Prah.g_01742
OG0001081	Prbh.g_01728	Prah.g_01743
OG0001082	Prbh.g_01727	Prah.g_01744
OG0001083	Prbh.g_01726	Prah.g_01745
OG0001084	Prbh.g_01725	Prah.g_01759
OG0001085	Prbh.g_01724	Prah.g_01760
OG0001086	Prbh.g_01719	Prah.g_02073
OG0001087	Prbh.g_01717	Prah.g_02071
OG0001088	Prbh.g_01716	Prah.g_02070
OG0001089	Prbh.g_01713	Prah.g_02067
OG0001090	Prbh.g_01712	Prah.g_02066
OG0001091	Prbh.g_01711	Prah.g_02065
OG0001092	Prbh.g_01710	Prah.g_02064
OG0001093	Prbh.g_01709	Prah.g_02063
OG0001094	Prbh.g_01708	Prah.g_02062
OG0001095	Prbh.g_01707	Prah.g_02061
OG0001096	Prbh.g_01706	Prah.g_02060
OG0001097	Prbh.g_01705	Prah.g_02059
OG0001098	Prbh.g_01704	Prah.g_02058
OG0001099	Prbh.g_01703	Prah.g_02056
OG0001100	Prbh.g_01702	Prah.g_02055
OG0001101	Prbh.g_01701	Prah.g_02054
OG0001102	Prbh.g_01697	Prah.g_02041
OG0001103	Prbh.g_01696	Prah.g_02042
OG0001104	Prbh.g_01692	Prah.g_02046
OG0001105	Prbh.g_01694	Prah.g_02044
OG0001106	Prbh.g_01698	Prah.g_02047
OG0001107	Prbh.g_01699	Prah.g_02048
OG0001108	Prbh.g_01700	Prah.g_02050
OG0001109	Prbh.g_01687	Prah.g_02039
OG0001110	Prbh.g_01685	Prah.g_02037
OG0001111	Prbh.g_01684	Prah.g_02036
OG0001112	Prbh.g_01683	Prah.g_02035
OG0001113	Prbh.g_01682	Prah.g_02034
OG0001114	Prbh.g_01681	Prah.g_02033
OG0001115	Prbh.g_01680	Prah.g_02032
OG0001116	Prbh.g_01679	Prah.g_02031
OG0001117	Prbh.g_01678	Prah.g_02030
OG0001118	Prbh.g_01677	Prah.g_02029
OG0001119	Prbh.g_01676	Prah.g_02028
OG0001120	Prbh.g_01675	Prah.g_02027
OG0001121	Prbh.g_01674	Prah.g_02026
OG0001122	Prbh.g_01673	Prah.g_02025
OG0001123	Prbh.g_01672	Prah.g_02024
OG0001124	Prbh.g_01671	Prah.g_02023
