Orthogroup	Prap	Praw
OG0000592	Prap.g_00380	Praw.g_01876
OG0000593	Prap.g_00379	Praw.g_01875
OG0000594	Prap.g_00378	Praw.g_01874
OG0000595	Prap.g_00377	Praw.g_01873
OG0000596	Prap.g_00376	Praw.g_01872
OG0000597	Prap.g_00372	Praw.g_01868
OG0000598	Prap.g_00371	Praw.g_01867
OG0000599	Prap.g_00370	Praw.g_01866
OG0000600	Prap.g_00369	Praw.g_01865
OG0000601	Prap.g_00368	Praw.g_01864
OG0000602	Prap.g_00367	Praw.g_01863
OG0000603	Prap.g_00366	Praw.g_01862
OG0000604	Prap.g_00365	Praw.g_01861
OG0000605	Prap.g_00364	Praw.g_01860
OG0000606	Prap.g_00363	Praw.g_01859
OG0000607	Prap.g_00361	Praw.g_01858
OG0000608	Prap.g_00360	Praw.g_01857
OG0000609	Prap.g_00358	Praw.g_01855
OG0000610	Prap.g_00357	Praw.g_01854
OG0000611	Prap.g_00831	Praw.g_01852
OG0000612	Prap.g_00830	Praw.g_01851
OG0000613	Prap.g_00828	Praw.g_01849
OG0000614	Prap.g_00822	Praw.g_01843
OG0000615	Prap.g_00821	Praw.g_01842
OG0000616	Prap.g_00820	Praw.g_01841
OG0000617	Prap.g_00817	Praw.g_01839
OG0000618	Prap.g_00816	Praw.g_01838
OG0000619	Prap.g_00815	Praw.g_01837
OG0000620	Prap.g_00813	Praw.g_01835
OG0000621	Prap.g_00812	Praw.g_01834
OG0000622	Prap.g_00811	Praw.g_01833
OG0000623	Prap.g_00810	Praw.g_01832
OG0000624	Prap.g_00807	Praw.g_01830
OG0000625	Prap.g_00806	Praw.g_01829
OG0000626	Prap.g_00805	Praw.g_01828
OG0000627	Prap.g_00802	Praw.g_01827
OG0000628	Prap.g_00801	Praw.g_01826
OG0000629	Prap.g_00800	Praw.g_01825
OG0000630	Prap.g_00798	Praw.g_01823
OG0000631	Prap.g_00796	Praw.g_01822
OG0000632	Prap.g_01489	Praw.g_01818
OG0000633	Prap.g_00872	Praw.g_01817
OG0000634	Prap.g_00790	Praw.g_01808
OG0000635	Prap.g_00344	Praw.g_01806
OG0000636	Prap.g_00343	Praw.g_01805
OG0000637	Prap.g_00341	Praw.g_01803
OG0000638	Prap.g_00340	Praw.g_01802
OG0000639	Prap.g_00339	Praw.g_01801
OG0000640	Prap.g_00338	Praw.g_01800
OG0000641	Prap.g_00337	Praw.g_01799
OG0000642	Prap.g_00336	Praw.g_01798
OG0000643	Prap.g_00335	Praw.g_01797
OG0000644	Prap.g_00333	Praw.g_01795
OG0000645	Prap.g_00331	Praw.g_01794
OG0000646	Prap.g_00330	Praw.g_01793
OG0000647	Prap.g_00329	Praw.g_01792
OG0000648	Prap.g_00328	Praw.g_01791
OG0000649	Prap.g_00327	Praw.g_01790
OG0000650	Prap.g_00326	Praw.g_01789
OG0000651	Prap.g_00325	Praw.g_01788
OG0000652	Prap.g_00323	Praw.g_01786
OG0000653	Prap.g_00511	Praw.g_01761
OG0000654	Prap.g_00036	Praw.g_01759
OG0000655	Prap.g_01130	Praw.g_01749
OG0000656	Prap.g_00545	Praw.g_01745
OG0000657	Prap.g_01121	Praw.g_01732
OG0000658	Prap.g_01122	Praw.g_01731
OG0000659	Prap.g_01123	Praw.g_01730
OG0000660	Prap.g_01375	Praw.g_01719
OG0000661	Prap.g_00688	Praw.g_01710
OG0000662	Prap.g_00685	Praw.g_01708
OG0000663	Prap.g_00683	Praw.g_01706
OG0000664	Prap.g_00682	Praw.g_01705
OG0000665	Prap.g_00681	Praw.g_01704
OG0000666	Prap.g_00345	Praw.g_01703
OG0000667	Prap.g_00788	Praw.g_01702
OG0000668	Prap.g_00787	Praw.g_01701
OG0000669	Prap.g_00786	Praw.g_01700
OG0000670	Prap.g_00784	Praw.g_01698
OG0000671	Prap.g_00783	Praw.g_01697
OG0000672	Prap.g_00782	Praw.g_01696
OG0000673	Prap.g_00781	Praw.g_01695
OG0000674	Prap.g_00780	Praw.g_01694
OG0000675	Prap.g_00779	Praw.g_01693
OG0000676	Prap.g_00777	Praw.g_01691
OG0000677	Prap.g_00775	Praw.g_01689
OG0000678	Prap.g_00774	Praw.g_01688
OG0000679	Prap.g_00773	Praw.g_01687
OG0000680	Prap.g_00772	Praw.g_01686
OG0000681	Prap.g_00771	Praw.g_01685
OG0000682	Prap.g_00770	Praw.g_01684
OG0000683	Prap.g_00769	Praw.g_01683
OG0000684	Prap.g_00767	Praw.g_01682
OG0000685	Prap.g_00766	Praw.g_01681
OG0000686	Prap.g_00765	Praw.g_01680
OG0000687	Prap.g_00764	Praw.g_01679
OG0000688	Prap.g_00763	Praw.g_01678
OG0000689	Prap.g_00762	Praw.g_01677
OG0000690	Prap.g_00761	Praw.g_01676
OG0000691	Prap.g_00759	Praw.g_01674
OG0000692	Prap.g_00758	Praw.g_01673
OG0000693	Prap.g_00757	Praw.g_01672
OG0000694	Prap.g_00756	Praw.g_01671
OG0000695	Prap.g_00755	Praw.g_01670
OG0000696	Prap.g_00754	Praw.g_01669
OG0000697	Prap.g_00752	Praw.g_01668
OG0000698	Prap.g_00751	Praw.g_01667
OG0000699	Prap.g_00747	Praw.g_01664
OG0000700	Prap.g_00746	Praw.g_01663
OG0000701	Prap.g_00744	Praw.g_01662
OG0000702	Prap.g_00743	Praw.g_01661
OG0000703	Prap.g_00742	Praw.g_01660
OG0000704	Prap.g_00741	Praw.g_01659
OG0000705	Prap.g_00739	Praw.g_01657
OG0000706	Prap.g_00738	Praw.g_01656
OG0000707	Prap.g_00737	Praw.g_01655
OG0000708	Prap.g_00736	Praw.g_01654
OG0000709	Prap.g_00735	Praw.g_01653
OG0000710	Prap.g_00734	Praw.g_01652
OG0000711	Prap.g_00733	Praw.g_01651
OG0000712	Prap.g_00732	Praw.g_01650
OG0000713	Prap.g_00731	Praw.g_01649
OG0000714	Prap.g_00727	Praw.g_01647
OG0000715	Prap.g_00726	Praw.g_01646
OG0000716	Prap.g_00725	Praw.g_01645
OG0000717	Prap.g_00724	Praw.g_01644
OG0000718	Prap.g_00723	Praw.g_01643
OG0000719	Prap.g_00721	Praw.g_01641
OG0000720	Prap.g_00717	Praw.g_01639
OG0000721	Prap.g_00716	Praw.g_01638
OG0000722	Prap.g_00660	Praw.g_01611
OG0000723	Prap.g_00655	Praw.g_01608
OG0000724	Prap.g_00869	Praw.g_01605
OG0000725	Prap.g_00867	Praw.g_01604
OG0000726	Prap.g_00866	Praw.g_01603
OG0000727	Prap.g_00864	Praw.g_01602
OG0000728	Prap.g_00863	Praw.g_01601
OG0000729	Prap.g_00861	Praw.g_01600
OG0000730	Prap.g_00860	Praw.g_01599
OG0000731	Prap.g_00858	Praw.g_01597
OG0000732	Prap.g_00857	Praw.g_01596
OG0000733	Prap.g_00856	Praw.g_01595
OG0000734	Prap.g_00855	Praw.g_01594
OG0000735	Prap.g_00854	Praw.g_01593
OG0000736	Prap.g_00852	Praw.g_01591
OG0000737	Prap.g_00851	Praw.g_01590
OG0000738	Prap.g_00849	Praw.g_01588
OG0000739	Prap.g_00848	Praw.g_01587
OG0000740	Prap.g_00847	Praw.g_01586
OG0000741	Prap.g_00845	Praw.g_01584
OG0000742	Prap.g_00844	Praw.g_01583
OG0000743	Prap.g_00840	Praw.g_01580
OG0000744	Prap.g_00839	Praw.g_01579
OG0000745	Prap.g_00837	Praw.g_01577
OG0000746	Prap.g_00836	Praw.g_01576
OG0000747	Prap.g_00835	Praw.g_01575
OG0000748	Prap.g_00834	Praw.g_01574
OG0000749	Prap.g_00833	Praw.g_01573
OG0000750	Prap.g_00832	Praw.g_01572
OG0000751	Prap.g_00353	Praw.g_01570
OG0000752	Prap.g_00352	Praw.g_01569
OG0000753	Prap.g_00351	Praw.g_01568
OG0000754	Prap.g_00350	Praw.g_01567
OG0000755	Prap.g_00348	Praw.g_01565
OG0000756	Prap.g_00347	Praw.g_01564
OG0000757	Prap.g_00346	Praw.g_01563
OG0000758	Prap.g_00680	Praw.g_01562
OG0000759	Prap.g_00679	Praw.g_01561
OG0000760	Prap.g_00678	Praw.g_01560
OG0000761	Prap.g_00677	Praw.g_01559
OG0000762	Prap.g_00675	Praw.g_01557
OG0000763	Prap.g_00239	Praw.g_01556
OG0000764	Prap.g_00240	Praw.g_01555
OG0000765	Prap.g_00241	Praw.g_01554
OG0000766	Prap.g_00242	Praw.g_01553
OG0000767	Prap.g_00243	Praw.g_01552
OG0000768	Prap.g_00244	Praw.g_01551
OG0000769	Prap.g_00245	Praw.g_01550
OG0000770	Prap.g_00247	Praw.g_01549
OG0000771	Prap.g_00248	Praw.g_01548
OG0000772	Prap.g_00307	Praw.g_01547
OG0000773	Prap.g_00250	Praw.g_01545
OG0000774	Prap.g_00251	Praw.g_01544
OG0000775	Prap.g_00252	Praw.g_01543
OG0000776	Prap.g_00254	Praw.g_01542
OG0000777	Prap.g_00255	Praw.g_01541
OG0000778	Prap.g_00256	Praw.g_01540
OG0000779	Prap.g_00258	Praw.g_01538
OG0000780	Prap.g_00259	Praw.g_01537
OG0000781	Prap.g_00260	Praw.g_01536
OG0000782	Prap.g_00262	Praw.g_01534
OG0000783	Prap.g_00263	Praw.g_01533
OG0000784	Prap.g_00264	Praw.g_01532
OG0000785	Prap.g_00265	Praw.g_01531
OG0000786	Prap.g_00266	Praw.g_01530
OG0000787	Prap.g_00268	Praw.g_01528
OG0000788	Prap.g_00269	Praw.g_01527
OG0000789	Prap.g_00270	Praw.g_01526
OG0000790	Prap.g_00271	Praw.g_01525
OG0000791	Prap.g_00272	Praw.g_01524
OG0000792	Prap.g_00522	Praw.g_01523
OG0000793	Prap.g_00274	Praw.g_01522
OG0000794	Prap.g_00275	Praw.g_01521
OG0000795	Prap.g_00276	Praw.g_01520
OG0000796	Prap.g_00279	Praw.g_01518
OG0000797	Prap.g_00280	Praw.g_01516
OG0000798	Prap.g_00281	Praw.g_01515
OG0000799	Prap.g_00282	Praw.g_01514
OG0000800	Prap.g_00283	Praw.g_01513
OG0000801	Prap.g_00284	Praw.g_01512
OG0000802	Prap.g_00286	Praw.g_01510
OG0000803	Prap.g_00287	Praw.g_01509
OG0000804	Prap.g_00291	Praw.g_01498
OG0000805	Prap.g_00293	Praw.g_01496
OG0000806	Prap.g_00294	Praw.g_01495
OG0000807	Prap.g_00295	Praw.g_01494
OG0000808	Prap.g_00296	Praw.g_01493
OG0000809	Prap.g_00302	Praw.g_01489
OG0000810	Prap.g_00304	Praw.g_01488
OG0000811	Prap.g_00305	Praw.g_01487
OG0000812	Prap.g_00306	Praw.g_01486
OG0000813	Prap.g_00309	Praw.g_01485
OG0000814	Prap.g_00310	Praw.g_01484
OG0000815	Prap.g_00311	Praw.g_01483
OG0000816	Prap.g_00314	Praw.g_01481
OG0000817	Prap.g_00697	Praw.g_01478
OG0000818	Prap.g_00698	Praw.g_01477
OG0000819	Prap.g_00700	Praw.g_01475
OG0000820	Prap.g_00701	Praw.g_01474
OG0000821	Prap.g_00702	Praw.g_01473
OG0000822	Prap.g_00703	Praw.g_01472
OG0000823	Prap.g_00706	Praw.g_01469
OG0000824	Prap.g_00707	Praw.g_01468
OG0000825	Prap.g_00709	Praw.g_01466
OG0000826	Prap.g_00710	Praw.g_01465
OG0000827	Prap.g_00711	Praw.g_01464
OG0000828	Prap.g_00713	Praw.g_01462
OG0000829	Prap.g_01345	Praw.g_01437
OG0000830	Prap.g_00020	Praw.g_01427
OG0000831	Prap.g_00504	Praw.g_01424
OG0000832	Prap.g_01126	Praw.g_01423
OG0000833	Prap.g_00539	Praw.g_01416
OG0000834	Prap.g_00498	Praw.g_00172
OG0000835	Prap.g_01366	Praw.g_00176
OG0000836	Prap.g_00525	Praw.g_00178
OG0000837	Prap.g_00058	Praw.g_00187
OG0000838	Prap.g_01882	Praw.g_00202
OG0000839	Prap.g_01881	Praw.g_00203
OG0000840	Prap.g_00031	Praw.g_00208
OG0000841	Prap.g_00478	Praw.g_00215
OG0000842	Prap.g_00472	Praw.g_00219
OG0000843	Prap.g_00470	Praw.g_00221
OG0000844	Prap.g_00469	Praw.g_00222
OG0000845	Prap.g_00468	Praw.g_00223
OG0000846	Prap.g_00467	Praw.g_00224
OG0000847	Prap.g_00466	Praw.g_00225
OG0000848	Prap.g_00465	Praw.g_00226
OG0000849	Prap.g_00464	Praw.g_00227
OG0000850	Prap.g_00463	Praw.g_00228
OG0000851	Prap.g_00460	Praw.g_00230
OG0000852	Prap.g_00457	Praw.g_00233
OG0000853	Prap.g_00455	Praw.g_00235
OG0000854	Prap.g_00454	Praw.g_00236
OG0000855	Prap.g_00453	Praw.g_00237
OG0000856	Prap.g_00452	Praw.g_00238
OG0000857	Prap.g_00451	Praw.g_00239
OG0000858	Prap.g_00448	Praw.g_00241
OG0000859	Prap.g_00447	Praw.g_00242
OG0000860	Prap.g_00446	Praw.g_00243
OG0000861	Prap.g_00445	Praw.g_00244
OG0000862	Prap.g_00444	Praw.g_00245
OG0000863	Prap.g_00442	Praw.g_00246
OG0000864	Prap.g_00441	Praw.g_00247
OG0000865	Prap.g_00440	Praw.g_00248
OG0000866	Prap.g_00439	Praw.g_00249
OG0000867	Prap.g_00437	Praw.g_00252
OG0000868	Prap.g_00435	Praw.g_00254
OG0000869	Prap.g_00434	Praw.g_00255
OG0000870	Prap.g_00431	Praw.g_00256
OG0000871	Prap.g_00430	Praw.g_00257
OG0000872	Prap.g_00428	Praw.g_00258
OG0000873	Prap.g_00427	Praw.g_00259
OG0000874	Prap.g_00426	Praw.g_00260
OG0000875	Prap.g_00424	Praw.g_00261
OG0000876	Prap.g_00422	Praw.g_00263
OG0000877	Prap.g_00421	Praw.g_00264
OG0000878	Prap.g_00420	Praw.g_00265
OG0000879	Prap.g_00419	Praw.g_00266
OG0000880	Prap.g_00418	Praw.g_00267
OG0000881	Prap.g_00417	Praw.g_00268
OG0000882	Prap.g_00416	Praw.g_00269
OG0000883	Prap.g_00415	Praw.g_00270
OG0000884	Prap.g_00414	Praw.g_00271
OG0000885	Prap.g_00413	Praw.g_00272
OG0000886	Prap.g_00412	Praw.g_00273
OG0000887	Prap.g_00411	Praw.g_00274
OG0000888	Prap.g_00410	Praw.g_00275
OG0000889	Prap.g_00409	Praw.g_00276
OG0000890	Prap.g_00408	Praw.g_00277
OG0000891	Prap.g_00407	Praw.g_00278
OG0000892	Prap.g_00406	Praw.g_00279
OG0000893	Prap.g_00405	Praw.g_00280
OG0000894	Prap.g_00404	Praw.g_00282
OG0000895	Prap.g_00403	Praw.g_00283
OG0000896	Prap.g_00401	Praw.g_00285
OG0000897	Prap.g_00400	Praw.g_00286
OG0000898	Prap.g_00399	Praw.g_00287
OG0000899	Prap.g_00398	Praw.g_00288
OG0000900	Prap.g_01136	Praw.g_00290
OG0000901	Prap.g_01853	Praw.g_00954
OG0000902	Prap.g_00550	Praw.g_00968
OG0000903	Prap.g_00551	Praw.g_00969
OG0000904	Prap.g_00552	Praw.g_00970
OG0000905	Prap.g_00553	Praw.g_00971
OG0000906	Prap.g_00554	Praw.g_00972
OG0000907	Prap.g_00556	Praw.g_00976
OG0000908	Prap.g_00557	Praw.g_00977
OG0000909	Prap.g_00558	Praw.g_00978
OG0000910	Prap.g_00559	Praw.g_00979
OG0000911	Prap.g_00560	Praw.g_00980
OG0000912	Prap.g_00563	Praw.g_00983
OG0000913	Prap.g_00564	Praw.g_00984
OG0000914	Prap.g_00565	Praw.g_00985
OG0000915	Prap.g_00568	Praw.g_00987
OG0000916	Prap.g_00569	Praw.g_00988
OG0000917	Prap.g_00570	Praw.g_00989
OG0000918	Prap.g_00571	Praw.g_00990
OG0000919	Prap.g_00572	Praw.g_00991
OG0000920	Prap.g_00573	Praw.g_00992
OG0000921	Prap.g_00576	Praw.g_00994
OG0000922	Prap.g_00577	Praw.g_00995
OG0000923	Prap.g_01928	Praw.g_00997
OG0000924	Prap.g_01927	Praw.g_00998
OG0000925	Prap.g_00585	Praw.g_01001
OG0000926	Prap.g_01268	Praw.g_01002
OG0000927	Prap.g_00521	Praw.g_01003
OG0000928	Prap.g_00220	Praw.g_01006
OG0000929	Prap.g_00499	Praw.g_01008
OG0000930	Prap.g_00481	Praw.g_01010
OG0000931	Prap.g_00719	Praw.g_01011
OG0000932	Prap.g_00518	Praw.g_01014
OG0000933	Prap.g_00061	Praw.g_01018
OG0000934	Prap.g_00062	Praw.g_01019
OG0000935	Prap.g_00063	Praw.g_01020
OG0000936	Prap.g_00064	Praw.g_01021
OG0000937	Prap.g_00065	Praw.g_01022
OG0000938	Prap.g_00066	Praw.g_01023
OG0000939	Prap.g_00067	Praw.g_01024
OG0000940	Prap.g_00068	Praw.g_01025
OG0000941	Prap.g_00069	Praw.g_01026
OG0000942	Prap.g_00070	Praw.g_01027
OG0000943	Prap.g_00071	Praw.g_01028
OG0000944	Prap.g_00072	Praw.g_01029
OG0000945	Prap.g_00073	Praw.g_01030
OG0000946	Prap.g_00074	Praw.g_01031
OG0000947	Prap.g_00075	Praw.g_01032
OG0000948	Prap.g_00076	Praw.g_01033
OG0000949	Prap.g_00077	Praw.g_01034
OG0000950	Prap.g_01598	Praw.g_01052
OG0000951	Prap.g_00104	Praw.g_01101
OG0000952	Prap.g_00105	Praw.g_01100
OG0000953	Prap.g_00106	Praw.g_01099
OG0000954	Prap.g_00107	Praw.g_01098
OG0000955	Prap.g_00108	Praw.g_01097
OG0000956	Prap.g_00110	Praw.g_01095
OG0000957	Prap.g_00111	Praw.g_01094
OG0000958	Prap.g_00112	Praw.g_01093
OG0000959	Prap.g_00113	Praw.g_01092
OG0000960	Prap.g_00114	Praw.g_01091
OG0000961	Prap.g_00115	Praw.g_01090
OG0000962	Prap.g_00116	Praw.g_01089
OG0000963	Prap.g_00117	Praw.g_01088
OG0000964	Prap.g_00118	Praw.g_01087
OG0000965	Prap.g_00119	Praw.g_01085
OG0000966	Prap.g_00120	Praw.g_01084
OG0000967	Prap.g_00123	Praw.g_01078
OG0000968	Prap.g_00124	Praw.g_01077
OG0000969	Prap.g_00125	Praw.g_01076
OG0000970	Prap.g_00126	Praw.g_01075
OG0000971	Prap.g_00127	Praw.g_00343
OG0000972	Prap.g_00128	Praw.g_00344
OG0000973	Prap.g_00130	Praw.g_00346
OG0000974	Prap.g_00131	Praw.g_00347
OG0000975	Prap.g_00132	Praw.g_00348
OG0000976	Prap.g_00133	Praw.g_00349
OG0000977	Prap.g_00134	Praw.g_00350
OG0000978	Prap.g_00135	Praw.g_00351
OG0000979	Prap.g_00136	Praw.g_00352
OG0000980	Prap.g_00137	Praw.g_00353
OG0000981	Prap.g_00138	Praw.g_00354
OG0000982	Prap.g_00139	Praw.g_00355
OG0000983	Prap.g_00140	Praw.g_00356
OG0000984	Prap.g_00144	Praw.g_00359
OG0000985	Prap.g_00145	Praw.g_00360
OG0000986	Prap.g_00146	Praw.g_00361
OG0000987	Prap.g_00148	Praw.g_00363
OG0000988	Prap.g_00149	Praw.g_00364
OG0000989	Prap.g_00150	Praw.g_00365
OG0000990	Prap.g_00151	Praw.g_00366
OG0000991	Prap.g_00152	Praw.g_00367
OG0000992	Prap.g_00153	Praw.g_00368
OG0000993	Prap.g_00154	Praw.g_00370
OG0000994	Prap.g_00155	Praw.g_00371
OG0000995	Prap.g_00156	Praw.g_00372
OG0000996	Prap.g_00157	Praw.g_00373
OG0000997	Prap.g_00159	Praw.g_00375
OG0000998	Prap.g_00165	Praw.g_00378
OG0000999	Prap.g_00167	Praw.g_00380
OG0001000	Prap.g_00169	Praw.g_00381
OG0001001	Prap.g_00171	Praw.g_00382
OG0001002	Prap.g_00173	Praw.g_00384
OG0001003	Prap.g_00174	Praw.g_00385
OG0001004	Prap.g_00175	Praw.g_00386
OG0001005	Prap.g_00176	Praw.g_00387
OG0001006	Prap.g_00178	Praw.g_00389
OG0001007	Prap.g_00179	Praw.g_00390
OG0001008	Prap.g_00180	Praw.g_00391
OG0001009	Prap.g_00181	Praw.g_00392
OG0001010	Prap.g_00182	Praw.g_00393
OG0001011	Prap.g_00183	Praw.g_00394
OG0001012	Prap.g_00184	Praw.g_00395
OG0001013	Prap.g_00185	Praw.g_00396
OG0001014	Prap.g_00186	Praw.g_00397
OG0001015	Prap.g_00187	Praw.g_00398
OG0001016	Prap.g_00188	Praw.g_00399
OG0001017	Prap.g_00189	Praw.g_00400
OG0001018	Prap.g_00190	Praw.g_00401
OG0001019	Prap.g_00191	Praw.g_00402
OG0001020	Prap.g_00192	Praw.g_00403
OG0001021	Prap.g_00193	Praw.g_00404
OG0001022	Prap.g_00194	Praw.g_00405
OG0001023	Prap.g_00195	Praw.g_00406
OG0001024	Prap.g_00197	Praw.g_00408
OG0001025	Prap.g_00198	Praw.g_00409
OG0001026	Prap.g_00199	Praw.g_00410
OG0001027	Prap.g_00200	Praw.g_00411
OG0001028	Prap.g_00203	Praw.g_00412
OG0001029	Prap.g_00204	Praw.g_00413
OG0001030	Prap.g_00207	Praw.g_00416
OG0001031	Prap.g_00208	Praw.g_00417
OG0001032	Prap.g_01836	Praw.g_00423
OG0001033	Prap.g_01139	Praw.g_00430
OG0001034	Prap.g_00768	Praw.g_00458
OG0001035	Prap.g_01786	Praw.g_00509
OG0001036	Prap.g_01785	Praw.g_00510
OG0001037	Prap.g_01778	Praw.g_00516
OG0001038	Prap.g_01777	Praw.g_00517
OG0001039	Prap.g_01776	Praw.g_00518
OG0001040	Prap.g_01775	Praw.g_00519
OG0001041	Prap.g_01773	Praw.g_00521
OG0001042	Prap.g_01772	Praw.g_00522
OG0001043	Prap.g_01771	Praw.g_00523
OG0001044	Prap.g_01770	Praw.g_00524
OG0001045	Prap.g_01769	Praw.g_00525
OG0001046	Prap.g_01767	Praw.g_00526
OG0001047	Prap.g_01766	Praw.g_00527
OG0001048	Prap.g_01765	Praw.g_00529
OG0001049	Prap.g_01764	Praw.g_00530
OG0001050	Prap.g_01763	Praw.g_00531
OG0001051	Prap.g_01762	Praw.g_00532
OG0001052	Prap.g_01761	Praw.g_00533
OG0001053	Prap.g_01760	Praw.g_00534
OG0001054	Prap.g_01759	Praw.g_00535
OG0001055	Prap.g_01758	Praw.g_00536
OG0001056	Prap.g_01757	Praw.g_00537
OG0001057	Prap.g_01754	Praw.g_00539
OG0001058	Prap.g_01753	Praw.g_00540
OG0001059	Prap.g_01752	Praw.g_00541
OG0001060	Prap.g_01751	Praw.g_00542
OG0001061	Prap.g_01750	Praw.g_00543
OG0001062	Prap.g_01749	Praw.g_00544
OG0001063	Prap.g_01748	Praw.g_00545
OG0001064	Prap.g_01747	Praw.g_00546
OG0001065	Prap.g_01746	Praw.g_00547
OG0001066	Prap.g_01745	Praw.g_00548
OG0001067	Prap.g_01744	Praw.g_00549
OG0001068	Prap.g_01743	Praw.g_00550
OG0001069	Prap.g_01740	Praw.g_00553
OG0001070	Prap.g_01738	Praw.g_00555
OG0001071	Prap.g_01737	Praw.g_00556
OG0001072	Prap.g_01736	Praw.g_00557
OG0001073	Prap.g_01735	Praw.g_00558
OG0001074	Prap.g_01734	Praw.g_00559
OG0001075	Prap.g_01732	Praw.g_00561
OG0001076	Prap.g_01730	Praw.g_00563
OG0001077	Prap.g_01729	Praw.g_00564
OG0001078	Prap.g_01728	Praw.g_00565
OG0001079	Prap.g_01727	Praw.g_00566
OG0001080	Prap.g_01726	Praw.g_00567
OG0001081	Prap.g_01725	Praw.g_00568
OG0001082	Prap.g_01724	Praw.g_00569
OG0001083	Prap.g_01723	Praw.g_00570
OG0001084	Prap.g_01722	Praw.g_00571
OG0001085	Prap.g_01721	Praw.g_00572
OG0001086	Prap.g_01715	Praw.g_01917
OG0001087	Prap.g_01713	Praw.g_01916
OG0001088	Prap.g_01712	Praw.g_01915
OG0001089	Prap.g_01709	Praw.g_01913
OG0001090	Prap.g_01708	Praw.g_01912
OG0001091	Prap.g_01707	Praw.g_01911
OG0001092	Prap.g_01706	Praw.g_01910
OG0001093	Prap.g_01705	Praw.g_01909
OG0001094	Prap.g_01704	Praw.g_01908
OG0001095	Prap.g_01703	Praw.g_01907
OG0001096	Prap.g_01702	Praw.g_01906
OG0001097	Prap.g_01701	Praw.g_01905
OG0001098	Prap.g_01700	Praw.g_01904
OG0001099	Prap.g_01699	Praw.g_01903
OG0001100	Prap.g_01698	Praw.g_01902
OG0001101	Prap.g_01697	Praw.g_01901
OG0001102	Prap.g_01693	Praw.g_01898
OG0001103	Prap.g_01692	Praw.g_01897
OG0001104	Prap.g_01689	Praw.g_01896
OG0001105	Prap.g_01690	Praw.g_01895
OG0001106	Prap.g_01694	Praw.g_01893
OG0001107	Prap.g_01695	Praw.g_01892
OG0001108	Prap.g_01696	Praw.g_01891
OG0001109	Prap.g_01686	Praw.g_00138
OG0001110	Prap.g_01684	Praw.g_00136
OG0001111	Prap.g_01683	Praw.g_00135
OG0001112	Prap.g_01682	Praw.g_00134
OG0001113	Prap.g_01681	Praw.g_00133
OG0001114	Prap.g_01680	Praw.g_00132
OG0001115	Prap.g_01679	Praw.g_00131
OG0001116	Prap.g_01678	Praw.g_00130
OG0001117	Prap.g_01677	Praw.g_00129
OG0001118	Prap.g_01676	Praw.g_00128
OG0001119	Prap.g_01675	Praw.g_00127
OG0001120	Prap.g_01674	Praw.g_00126
OG0001121	Prap.g_01673	Praw.g_00125
OG0001122	Prap.g_01672	Praw.g_00124
OG0001123	Prap.g_01671	Praw.g_00123
OG0001124	Prap.g_01670	Praw.g_00122
OG0001125	Prap.g_01669	Praw.g_00121
OG0001126	Prap.g_01668	Praw.g_00120
OG0001127	Prap.g_01667	Praw.g_00119
OG0001128	Prap.g_01666	Praw.g_00118
OG0001129	Prap.g_01665	Praw.g_00117
OG0001130	Prap.g_01664	Praw.g_00116
OG0001131	Prap.g_01663	Praw.g_00115
OG0001132	Prap.g_01662	Praw.g_00114
OG0001133	Prap.g_01661	Praw.g_00113
OG0001134	Prap.g_01660	Praw.g_00112
OG0001135	Prap.g_01659	Praw.g_00111
OG0001136	Prap.g_01658	Praw.g_00110
OG0001137	Prap.g_01657	Praw.g_00109
OG0001138	Prap.g_01656	Praw.g_00108
OG0001139	Prap.g_01655	Praw.g_00107
OG0001140	Prap.g_01654	Praw.g_00106
OG0001141	Prap.g_01652	Praw.g_00104
OG0001142	Prap.g_01651	Praw.g_00103
OG0001143	Prap.g_01650	Praw.g_00102
OG0001144	Prap.g_01647	Praw.g_00100
OG0001145	Prap.g_01645	Praw.g_00098
OG0001146	Prap.g_01644	Praw.g_00097
OG0001147	Prap.g_01641	Praw.g_00095
OG0001148	Prap.g_01640	Praw.g_00094
OG0001149	Prap.g_01639	Praw.g_00093
OG0001150	Prap.g_01636	Praw.g_00090
OG0001151	Prap.g_01635	Praw.g_00089
OG0001152	Prap.g_01634	Praw.g_00088
OG0001153	Prap.g_01633	Praw.g_00087
OG0001154	Prap.g_01632	Praw.g_00086
OG0001155	Prap.g_01631	Praw.g_00085
OG0001156	Prap.g_01630	Praw.g_00084
OG0001157	Prap.g_01628	Praw.g_00082
OG0001158	Prap.g_01626	Praw.g_00081
OG0001159	Prap.g_01625	Praw.g_00080
OG0001160	Prap.g_01624	Praw.g_00079
OG0001161	Prap.g_01620	Praw.g_00076
OG0001162	Prap.g_01619	Praw.g_00075
OG0001163	Prap.g_01618	Praw.g_00074
OG0001164	Prap.g_01617	Praw.g_00073
OG0001165	Prap.g_01616	Praw.g_00072
OG0001166	Prap.g_01615	Praw.g_00071
OG0001167	Prap.g_01614	Praw.g_00070
OG0001168	Prap.g_01612	Praw.g_00068
OG0001169	Prap.g_01611	Praw.g_00067
OG0001170	Prap.g_01607	Praw.g_00065
OG0001171	Prap.g_01606	Praw.g_00064
OG0001172	Prap.g_01605	Praw.g_00063
OG0001173	Prap.g_01603	Praw.g_00061
