Orthogroup	Prap	Prbm
OG0000542	Prap.g_01177	Prbm.g_00620
OG0000543	Prap.g_01176	Prbm.g_00621
OG0000544	Prap.g_01175	Prbm.g_00624
OG0000545	Prap.g_01174	Prbm.g_00623
OG0000546	Prap.g_01173	Prbm.g_00625
OG0000547	Prap.g_01172	Prbm.g_00626
OG0000548	Prap.g_01171	Prbm.g_00627
OG0000549	Prap.g_01169	Prbm.g_00629
OG0000550	Prap.g_01168	Prbm.g_00630
OG0000551	Prap.g_01167	Prbm.g_00631
OG0000552	Prap.g_01166	Prbm.g_00632
OG0000553	Prap.g_01165	Prbm.g_00633
OG0000554	Prap.g_01164	Prbm.g_00634
OG0000555	Prap.g_01162	Prbm.g_00636
OG0000556	Prap.g_01161	Prbm.g_00637
OG0000557	Prap.g_01160	Prbm.g_00638
OG0000558	Prap.g_01159	Prbm.g_00639
OG0000559	Prap.g_01158	Prbm.g_00640
OG0000560	Prap.g_01157	Prbm.g_00641
OG0000561	Prap.g_01156	Prbm.g_00642
OG0000562	Prap.g_01155	Prbm.g_00643
OG0000563	Prap.g_01154	Prbm.g_00644
OG0000564	Prap.g_01153	Prbm.g_00645
OG0000565	Prap.g_01152	Prbm.g_00646
OG0000566	Prap.g_01151	Prbm.g_00647
OG0000567	Prap.g_01150	Prbm.g_00648
OG0000568	Prap.g_01149	Prbm.g_00649
OG0000569	Prap.g_01147	Prbm.g_00652
OG0000570	Prap.g_01146	Prbm.g_00653
OG0000571	Prap.g_01144	Prbm.g_00654
OG0000572	Prap.g_01142	Prbm.g_00656
OG0000573	Prap.g_01141	Prbm.g_00657
OG0000574	Prap.g_01140	Prbm.g_00658
OG0000575	Prap.g_01138	Prbm.g_00659
OG0000576	Prap.g_01137	Prbm.g_00660
OG0000577	Prap.g_00397	Prbm.g_00661
OG0000578	Prap.g_00396	Prbm.g_00662
OG0000579	Prap.g_00395	Prbm.g_00663
OG0000580	Prap.g_00394	Prbm.g_00664
OG0000581	Prap.g_00393	Prbm.g_00665
OG0000582	Prap.g_00392	Prbm.g_00666
OG0000583	Prap.g_00391	Prbm.g_00667
OG0000584	Prap.g_00389	Prbm.g_00669
OG0000585	Prap.g_00388	Prbm.g_00670
OG0000586	Prap.g_00386	Prbm.g_00671
OG0000587	Prap.g_00385	Prbm.g_00672
OG0000588	Prap.g_00384	Prbm.g_00673
OG0000589	Prap.g_00383	Prbm.g_00674
OG0000590	Prap.g_00382	Prbm.g_00675
OG0000591	Prap.g_00381	Prbm.g_00676
OG0000592	Prap.g_00380	Prbm.g_00677
OG0000593	Prap.g_00379	Prbm.g_00678
OG0000594	Prap.g_00378	Prbm.g_00679
OG0000595	Prap.g_00377	Prbm.g_00680
OG0000596	Prap.g_00376	Prbm.g_00681
OG0000597	Prap.g_00372	Prbm.g_00685
OG0000598	Prap.g_00371	Prbm.g_00686
OG0000599	Prap.g_00370	Prbm.g_00687
OG0000600	Prap.g_00369	Prbm.g_00688
OG0000601	Prap.g_00368	Prbm.g_00689
OG0000602	Prap.g_00367	Prbm.g_00690
OG0000603	Prap.g_00366	Prbm.g_00691
OG0000604	Prap.g_00365	Prbm.g_00692
OG0000605	Prap.g_00364	Prbm.g_00693
OG0000606	Prap.g_00363	Prbm.g_00694
OG0000607	Prap.g_00361	Prbm.g_00696
OG0000608	Prap.g_00360	Prbm.g_00697
OG0000609	Prap.g_00358	Prbm.g_00699
OG0000610	Prap.g_00357	Prbm.g_00700
OG0000611	Prap.g_00831	Prbm.g_00703
OG0000612	Prap.g_00830	Prbm.g_00704
OG0000613	Prap.g_00828	Prbm.g_00706
OG0000614	Prap.g_00822	Prbm.g_00713
OG0000615	Prap.g_00821	Prbm.g_00714
OG0000616	Prap.g_00820	Prbm.g_00716
OG0000617	Prap.g_00817	Prbm.g_00719
OG0000618	Prap.g_00816	Prbm.g_00720
OG0000619	Prap.g_00815	Prbm.g_00722
OG0000620	Prap.g_00813	Prbm.g_00724
OG0000621	Prap.g_00812	Prbm.g_00725
OG0000622	Prap.g_00811	Prbm.g_00726
OG0000623	Prap.g_00810	Prbm.g_00727
OG0000624	Prap.g_00807	Prbm.g_00730
OG0000625	Prap.g_00806	Prbm.g_00731
OG0000626	Prap.g_00805	Prbm.g_00732
OG0000627	Prap.g_00802	Prbm.g_01483
OG0000628	Prap.g_00801	Prbm.g_00733
OG0000629	Prap.g_00800	Prbm.g_00734
OG0000630	Prap.g_00798	Prbm.g_00736
OG0000631	Prap.g_00796	Prbm.g_00737
OG0000632	Prap.g_01489	Prbm.g_02220
OG0000633	Prap.g_00872	Prbm.g_01326
OG0000634	Prap.g_00790	Prbm.g_00743
OG0000635	Prap.g_00344	Prbm.g_00745
OG0000636	Prap.g_00343	Prbm.g_00746
OG0000637	Prap.g_00341	Prbm.g_00748
OG0000638	Prap.g_00340	Prbm.g_00749
OG0000639	Prap.g_00339	Prbm.g_00750
OG0000640	Prap.g_00338	Prbm.g_00751
OG0000641	Prap.g_00337	Prbm.g_00752
OG0000642	Prap.g_00336	Prbm.g_00753
OG0000643	Prap.g_00335	Prbm.g_00754
OG0000644	Prap.g_00333	Prbm.g_00756
OG0000645	Prap.g_00331	Prbm.g_00758
OG0000646	Prap.g_00330	Prbm.g_00759
OG0000647	Prap.g_00329	Prbm.g_00760
OG0000648	Prap.g_00328	Prbm.g_00762
OG0000649	Prap.g_00327	Prbm.g_00763
OG0000650	Prap.g_00326	Prbm.g_00764
OG0000651	Prap.g_00325	Prbm.g_00765
OG0000652	Prap.g_00323	Prbm.g_00767
OG0000653	Prap.g_00511	Prbm.g_00091
OG0000654	Prap.g_00036	Prbm.g_00111
OG0000655	Prap.g_01130	Prbm.g_01485
OG0000656	Prap.g_00545	Prbm.g_01094
OG0000657	Prap.g_01121	Prbm.g_00980
OG0000658	Prap.g_01122	Prbm.g_00979
OG0000659	Prap.g_01123	Prbm.g_00978
OG0000660	Prap.g_01375	Prbm.g_00395
OG0000661	Prap.g_00688	Prbm.g_00955
OG0000662	Prap.g_00685	Prbm.g_00957
OG0000663	Prap.g_00683	Prbm.g_00959
OG0000664	Prap.g_00682	Prbm.g_00960
OG0000665	Prap.g_00681	Prbm.g_00961
OG0000666	Prap.g_00345	Prbm.g_00808
OG0000667	Prap.g_00788	Prbm.g_00809
OG0000668	Prap.g_00787	Prbm.g_00810
OG0000669	Prap.g_00786	Prbm.g_00811
OG0000670	Prap.g_00784	Prbm.g_00813
OG0000671	Prap.g_00783	Prbm.g_00814
OG0000672	Prap.g_00782	Prbm.g_00815
OG0000673	Prap.g_00781	Prbm.g_00816
OG0000674	Prap.g_00780	Prbm.g_00817
OG0000675	Prap.g_00779	Prbm.g_00818
OG0000676	Prap.g_00777	Prbm.g_00820
OG0000677	Prap.g_00775	Prbm.g_00822
OG0000678	Prap.g_00774	Prbm.g_00823
OG0000679	Prap.g_00773	Prbm.g_00824
OG0000680	Prap.g_00772	Prbm.g_00825
OG0000681	Prap.g_00771	Prbm.g_00826
OG0000682	Prap.g_00770	Prbm.g_00827
OG0000683	Prap.g_00769	Prbm.g_00829
OG0000684	Prap.g_00767	Prbm.g_00831
OG0000685	Prap.g_00766	Prbm.g_00832
OG0000686	Prap.g_00765	Prbm.g_00833
OG0000687	Prap.g_00764	Prbm.g_00834
OG0000688	Prap.g_00763	Prbm.g_00835
OG0000689	Prap.g_00762	Prbm.g_00836
OG0000690	Prap.g_00761	Prbm.g_00837
OG0000691	Prap.g_00759	Prbm.g_00839
OG0000692	Prap.g_00758	Prbm.g_00840
OG0000693	Prap.g_00757	Prbm.g_00841
OG0000694	Prap.g_00756	Prbm.g_00842
OG0000695	Prap.g_00755	Prbm.g_00843
OG0000696	Prap.g_00754	Prbm.g_00844
OG0000697	Prap.g_00752	Prbm.g_00845
OG0000698	Prap.g_00751	Prbm.g_00846
OG0000699	Prap.g_00747	Prbm.g_00849
OG0000700	Prap.g_00746	Prbm.g_00850
OG0000701	Prap.g_00744	Prbm.g_00852
OG0000702	Prap.g_00743	Prbm.g_00853
OG0000703	Prap.g_00742	Prbm.g_00854
OG0000704	Prap.g_00741	Prbm.g_00855
OG0000705	Prap.g_00739	Prbm.g_00857
OG0000706	Prap.g_00738	Prbm.g_00858
OG0000707	Prap.g_00737	Prbm.g_00859
OG0000708	Prap.g_00736	Prbm.g_00860
OG0000709	Prap.g_00735	Prbm.g_00861
OG0000710	Prap.g_00734	Prbm.g_00862
OG0000711	Prap.g_00733	Prbm.g_00863
OG0000712	Prap.g_00732	Prbm.g_00864
OG0000713	Prap.g_00731	Prbm.g_00865
OG0000714	Prap.g_00727	Prbm.g_00867
OG0000715	Prap.g_00726	Prbm.g_00868
OG0000716	Prap.g_00725	Prbm.g_00869
OG0000717	Prap.g_00724	Prbm.g_00870
OG0000718	Prap.g_00723	Prbm.g_00871
OG0000719	Prap.g_00721	Prbm.g_00873
OG0000720	Prap.g_00717	Prbm.g_00877
OG0000721	Prap.g_00716	Prbm.g_00878
OG0000722	Prap.g_00660	Prbm.g_00911
OG0000723	Prap.g_00655	Prbm.g_00914
OG0000724	Prap.g_00869	Prbm.g_00919
OG0000725	Prap.g_00867	Prbm.g_00921
OG0000726	Prap.g_00866	Prbm.g_00922
OG0000727	Prap.g_00864	Prbm.g_00923
OG0000728	Prap.g_00863	Prbm.g_00924
OG0000729	Prap.g_00861	Prbm.g_00926
OG0000730	Prap.g_00860	Prbm.g_00927
OG0000731	Prap.g_00858	Prbm.g_00929
OG0000732	Prap.g_00857	Prbm.g_00930
OG0000733	Prap.g_00856	Prbm.g_00931
OG0000734	Prap.g_00855	Prbm.g_00932
OG0000735	Prap.g_00854	Prbm.g_00933
OG0000736	Prap.g_00852	Prbm.g_00935
OG0000737	Prap.g_00851	Prbm.g_00936
OG0000738	Prap.g_00849	Prbm.g_00939
OG0000739	Prap.g_00848	Prbm.g_00940
OG0000740	Prap.g_00847	Prbm.g_00941
OG0000741	Prap.g_00845	Prbm.g_00943
OG0000742	Prap.g_00844	Prbm.g_00944
OG0000743	Prap.g_00840	Prbm.g_00947
OG0000744	Prap.g_00839	Prbm.g_00948
OG0000745	Prap.g_00837	Prbm.g_00793
OG0000746	Prap.g_00836	Prbm.g_00794
OG0000747	Prap.g_00835	Prbm.g_00795
OG0000748	Prap.g_00834	Prbm.g_00796
OG0000749	Prap.g_00833	Prbm.g_00797
OG0000750	Prap.g_00832	Prbm.g_00798
OG0000751	Prap.g_00353	Prbm.g_00800
OG0000752	Prap.g_00352	Prbm.g_00801
OG0000753	Prap.g_00351	Prbm.g_00802
OG0000754	Prap.g_00350	Prbm.g_00803
OG0000755	Prap.g_00348	Prbm.g_00805
OG0000756	Prap.g_00347	Prbm.g_00806
OG0000757	Prap.g_00346	Prbm.g_00807
OG0000758	Prap.g_00680	Prbm.g_00962
OG0000759	Prap.g_00679	Prbm.g_00963
OG0000760	Prap.g_00678	Prbm.g_00964
OG0000761	Prap.g_00677	Prbm.g_00965
OG0000762	Prap.g_00675	Prbm.g_00967
OG0000763	Prap.g_00239	Prbm.g_00968
OG0000764	Prap.g_00240	Prbm.g_00969
OG0000765	Prap.g_00241	Prbm.g_00970
OG0000766	Prap.g_00242	Prbm.g_00971
OG0000767	Prap.g_00243	Prbm.g_00972
OG0000768	Prap.g_00244	Prbm.g_00973
OG0000769	Prap.g_00245	Prbm.g_00974
OG0000770	Prap.g_00247	Prbm.g_00975
OG0000771	Prap.g_00248	Prbm.g_00976
OG0000772	Prap.g_00307	Prbm.g_00889
OG0000773	Prap.g_00250	Prbm.g_00981
OG0000774	Prap.g_00251	Prbm.g_00982
OG0000775	Prap.g_00252	Prbm.g_00983
OG0000776	Prap.g_00254	Prbm.g_00985
OG0000777	Prap.g_00255	Prbm.g_00986
OG0000778	Prap.g_00256	Prbm.g_00987
OG0000779	Prap.g_00258	Prbm.g_00989
OG0000780	Prap.g_00259	Prbm.g_00990
OG0000781	Prap.g_00260	Prbm.g_00991
OG0000782	Prap.g_00262	Prbm.g_00993
OG0000783	Prap.g_00263	Prbm.g_00994
OG0000784	Prap.g_00264	Prbm.g_00995
OG0000785	Prap.g_00265	Prbm.g_00996
OG0000786	Prap.g_00266	Prbm.g_00997
OG0000787	Prap.g_00268	Prbm.g_00999
OG0000788	Prap.g_00269	Prbm.g_01000
OG0000789	Prap.g_00270	Prbm.g_01001
OG0000790	Prap.g_00271	Prbm.g_01002
OG0000791	Prap.g_00272	Prbm.g_01003
OG0000792	Prap.g_00522	Prbm.g_00102
OG0000793	Prap.g_00274	Prbm.g_01004
OG0000794	Prap.g_00275	Prbm.g_01005
OG0000795	Prap.g_00276	Prbm.g_01006
OG0000796	Prap.g_00279	Prbm.g_01007
OG0000797	Prap.g_00280	Prbm.g_01009
OG0000798	Prap.g_00281	Prbm.g_01010
OG0000799	Prap.g_00282	Prbm.g_01011
OG0000800	Prap.g_00283	Prbm.g_01012
OG0000801	Prap.g_00284	Prbm.g_01013
OG0000802	Prap.g_00286	Prbm.g_01014
OG0000803	Prap.g_00287	Prbm.g_01015
OG0000804	Prap.g_00291	Prbm.g_01031
OG0000805	Prap.g_00293	Prbm.g_01032
OG0000806	Prap.g_00294	Prbm.g_01033
OG0000807	Prap.g_00295	Prbm.g_01034
OG0000808	Prap.g_00296	Prbm.g_01035
OG0000809	Prap.g_00302	Prbm.g_01039
OG0000810	Prap.g_00304	Prbm.g_01041
OG0000811	Prap.g_00305	Prbm.g_01042
OG0000812	Prap.g_00306	Prbm.g_00888
OG0000813	Prap.g_00309	Prbm.g_01043
OG0000814	Prap.g_00310	Prbm.g_01044
OG0000815	Prap.g_00311	Prbm.g_01045
OG0000816	Prap.g_00314	Prbm.g_01048
OG0000817	Prap.g_00697	Prbm.g_01052
OG0000818	Prap.g_00698	Prbm.g_01053
OG0000819	Prap.g_00700	Prbm.g_01056
OG0000820	Prap.g_00701	Prbm.g_01057
OG0000821	Prap.g_00702	Prbm.g_01058
OG0000822	Prap.g_00703	Prbm.g_01059
OG0000823	Prap.g_00706	Prbm.g_01062
OG0000824	Prap.g_00707	Prbm.g_01063
OG0000825	Prap.g_00709	Prbm.g_00887
OG0000826	Prap.g_00710	Prbm.g_00886
OG0000827	Prap.g_00711	Prbm.g_00885
OG0000828	Prap.g_00713	Prbm.g_00883
OG0000829	Prap.g_01345	Prbm.g_00894
OG0000830	Prap.g_00020	Prbm.g_01103
OG0000831	Prap.g_00504	Prbm.g_01085
OG0000832	Prap.g_01126	Prbm.g_01806
OG0000833	Prap.g_00539	Prbm.g_02104
OG0000834	Prap.g_00498	Prbm.g_00398
OG0000835	Prap.g_01366	Prbm.g_00406
OG0000836	Prap.g_00525	Prbm.g_01803
OG0000837	Prap.g_00058	Prbm.g_01079
OG0000838	Prap.g_01882	Prbm.g_01911
OG0000839	Prap.g_01881	Prbm.g_01912
OG0000840	Prap.g_00031	Prbm.g_01123
OG0000841	Prap.g_00478	Prbm.g_01571
OG0000842	Prap.g_00472	Prbm.g_01565
OG0000843	Prap.g_00470	Prbm.g_01563
OG0000844	Prap.g_00469	Prbm.g_01562
OG0000845	Prap.g_00468	Prbm.g_01561
OG0000846	Prap.g_00467	Prbm.g_01560
OG0000847	Prap.g_00466	Prbm.g_01559
OG0000848	Prap.g_00465	Prbm.g_01558
OG0000849	Prap.g_00464	Prbm.g_01557
OG0000850	Prap.g_00463	Prbm.g_01556
OG0000851	Prap.g_00460	Prbm.g_01553
OG0000852	Prap.g_00457	Prbm.g_01550
OG0000853	Prap.g_00455	Prbm.g_01548
OG0000854	Prap.g_00454	Prbm.g_01547
OG0000855	Prap.g_00453	Prbm.g_01545
OG0000856	Prap.g_00452	Prbm.g_01544
OG0000857	Prap.g_00451	Prbm.g_01543
OG0000858	Prap.g_00448	Prbm.g_01540
OG0000859	Prap.g_00447	Prbm.g_01539
OG0000860	Prap.g_00446	Prbm.g_01538
OG0000861	Prap.g_00445	Prbm.g_01537
OG0000862	Prap.g_00444	Prbm.g_01536
OG0000863	Prap.g_00442	Prbm.g_01534
OG0000864	Prap.g_00441	Prbm.g_01533
OG0000865	Prap.g_00440	Prbm.g_01532
OG0000866	Prap.g_00439	Prbm.g_01531
OG0000867	Prap.g_00437	Prbm.g_01529
OG0000868	Prap.g_00435	Prbm.g_01527
OG0000869	Prap.g_00434	Prbm.g_01525
OG0000870	Prap.g_00431	Prbm.g_01524
OG0000871	Prap.g_00430	Prbm.g_01523
OG0000872	Prap.g_00428	Prbm.g_01520
OG0000873	Prap.g_00427	Prbm.g_01519
OG0000874	Prap.g_00426	Prbm.g_01518
OG0000875	Prap.g_00424	Prbm.g_01516
OG0000876	Prap.g_00422	Prbm.g_01514
OG0000877	Prap.g_00421	Prbm.g_01513
OG0000878	Prap.g_00420	Prbm.g_01512
OG0000879	Prap.g_00419	Prbm.g_01511
OG0000880	Prap.g_00418	Prbm.g_01510
OG0000881	Prap.g_00417	Prbm.g_01509
OG0000882	Prap.g_00416	Prbm.g_01508
OG0000883	Prap.g_00415	Prbm.g_01507
OG0000884	Prap.g_00414	Prbm.g_01506
OG0000885	Prap.g_00413	Prbm.g_01505
OG0000886	Prap.g_00412	Prbm.g_01504
OG0000887	Prap.g_00411	Prbm.g_01503
OG0000888	Prap.g_00410	Prbm.g_01502
OG0000889	Prap.g_00409	Prbm.g_01501
OG0000890	Prap.g_00408	Prbm.g_01500
OG0000891	Prap.g_00407	Prbm.g_01499
OG0000892	Prap.g_00406	Prbm.g_01498
OG0000893	Prap.g_00405	Prbm.g_01497
OG0000894	Prap.g_00404	Prbm.g_01496
OG0000895	Prap.g_00403	Prbm.g_01495
OG0000896	Prap.g_00401	Prbm.g_01494
OG0000897	Prap.g_00400	Prbm.g_01493
OG0000898	Prap.g_00399	Prbm.g_01492
OG0000899	Prap.g_00398	Prbm.g_01491
OG0000900	Prap.g_01136	Prbm.g_01490
OG0000901	Prap.g_01853	Prbm.g_01356
OG0000902	Prap.g_00550	Prbm.g_01600
OG0000903	Prap.g_00551	Prbm.g_01601
OG0000904	Prap.g_00552	Prbm.g_01602
OG0000905	Prap.g_00553	Prbm.g_01603
OG0000906	Prap.g_00554	Prbm.g_01605
OG0000907	Prap.g_00556	Prbm.g_01606
OG0000908	Prap.g_00557	Prbm.g_01607
OG0000909	Prap.g_00558	Prbm.g_01608
OG0000910	Prap.g_00559	Prbm.g_01609
OG0000911	Prap.g_00560	Prbm.g_01610
OG0000912	Prap.g_00563	Prbm.g_01613
OG0000913	Prap.g_00564	Prbm.g_01614
OG0000914	Prap.g_00565	Prbm.g_01615
OG0000915	Prap.g_00568	Prbm.g_01616
OG0000916	Prap.g_00569	Prbm.g_01617
OG0000917	Prap.g_00570	Prbm.g_01618
OG0000918	Prap.g_00571	Prbm.g_01619
OG0000919	Prap.g_00572	Prbm.g_01620
OG0000920	Prap.g_00573	Prbm.g_01621
OG0000921	Prap.g_00576	Prbm.g_01624
OG0000922	Prap.g_00577	Prbm.g_01625
OG0000923	Prap.g_01928	Prbm.g_01630
OG0000924	Prap.g_01927	Prbm.g_01594, Prbm.g_01631
OG0000925	Prap.g_00585	Prbm.g_01634
OG0000926	Prap.g_01268	Prbm.g_00777
OG0000927	Prap.g_00521	Prbm.g_01573
OG0000928	Prap.g_00220	Prbm.g_01051
OG0000929	Prap.g_00499	Prbm.g_01812
OG0000930	Prap.g_00481	Prbm.g_01658
OG0000931	Prap.g_00719	Prbm.g_00875
OG0000932	Prap.g_00518	Prbm.g_01176
OG0000933	Prap.g_00061	Prbm.g_01662
OG0000934	Prap.g_00062	Prbm.g_01663
OG0000935	Prap.g_00063	Prbm.g_01664
OG0000936	Prap.g_00064	Prbm.g_01665
OG0000937	Prap.g_00065	Prbm.g_01666
OG0000938	Prap.g_00066	Prbm.g_01667
OG0000939	Prap.g_00067	Prbm.g_01668
OG0000940	Prap.g_00068	Prbm.g_01669
OG0000941	Prap.g_00069	Prbm.g_01670
OG0000942	Prap.g_00070	Prbm.g_01671
OG0000943	Prap.g_00071	Prbm.g_01672
OG0000944	Prap.g_00072	Prbm.g_01673
OG0000945	Prap.g_00073	Prbm.g_01674
OG0000946	Prap.g_00074	Prbm.g_01675
OG0000947	Prap.g_00075	Prbm.g_01676
OG0000948	Prap.g_00076	Prbm.g_01677
OG0000949	Prap.g_00077	Prbm.g_01678
OG0000950	Prap.g_01598	Prbm.g_02077
OG0000951	Prap.g_00104	Prbm.g_01691
OG0000952	Prap.g_00105	Prbm.g_01692
OG0000953	Prap.g_00106	Prbm.g_01693
OG0000954	Prap.g_00107	Prbm.g_01694
OG0000955	Prap.g_00108	Prbm.g_01695
OG0000956	Prap.g_00110	Prbm.g_01697
OG0000957	Prap.g_00111	Prbm.g_01698
OG0000958	Prap.g_00112	Prbm.g_01699
OG0000959	Prap.g_00113	Prbm.g_01700
OG0000960	Prap.g_00114	Prbm.g_01701
OG0000961	Prap.g_00115	Prbm.g_01702
OG0000962	Prap.g_00116	Prbm.g_01703
OG0000963	Prap.g_00117	Prbm.g_01704
OG0000964	Prap.g_00118	Prbm.g_01706
OG0000965	Prap.g_00119	Prbm.g_01708
OG0000966	Prap.g_00120	Prbm.g_01709
OG0000967	Prap.g_00123	Prbm.g_01712
OG0000968	Prap.g_00124	Prbm.g_01713
OG0000969	Prap.g_00125	Prbm.g_01714
OG0000970	Prap.g_00126	Prbm.g_01715
OG0000971	Prap.g_00127	Prbm.g_01716
OG0000972	Prap.g_00128	Prbm.g_01717
OG0000973	Prap.g_00130	Prbm.g_01719
OG0000974	Prap.g_00131	Prbm.g_01720
OG0000975	Prap.g_00132	Prbm.g_01721
OG0000976	Prap.g_00133	Prbm.g_01722
OG0000977	Prap.g_00134	Prbm.g_01723
OG0000978	Prap.g_00135	Prbm.g_01724
OG0000979	Prap.g_00136	Prbm.g_01725
OG0000980	Prap.g_00137	Prbm.g_00487
OG0000981	Prap.g_00138	Prbm.g_01726
OG0000982	Prap.g_00139	Prbm.g_01727
OG0000983	Prap.g_00140	Prbm.g_01728
OG0000984	Prap.g_00144	Prbm.g_01731
OG0000985	Prap.g_00145	Prbm.g_01732
OG0000986	Prap.g_00146	Prbm.g_01733
OG0000987	Prap.g_00148	Prbm.g_01735
OG0000988	Prap.g_00149	Prbm.g_01736
OG0000989	Prap.g_00150	Prbm.g_01737
OG0000990	Prap.g_00151	Prbm.g_01738
OG0000991	Prap.g_00152	Prbm.g_01739
OG0000992	Prap.g_00153	Prbm.g_01740
OG0000993	Prap.g_00154	Prbm.g_01741
OG0000994	Prap.g_00155	Prbm.g_01742
OG0000995	Prap.g_00156	Prbm.g_01743
OG0000996	Prap.g_00157	Prbm.g_01744
OG0000997	Prap.g_00159	Prbm.g_01746
OG0000998	Prap.g_00165	Prbm.g_01752
OG0000999	Prap.g_00167	Prbm.g_01755
OG0001000	Prap.g_00169	Prbm.g_01756
OG0001001	Prap.g_00171	Prbm.g_01757
OG0001002	Prap.g_00173	Prbm.g_01759
OG0001003	Prap.g_00174	Prbm.g_01760
OG0001004	Prap.g_00175	Prbm.g_01761
OG0001005	Prap.g_00176	Prbm.g_01762
OG0001006	Prap.g_00178	Prbm.g_01764
OG0001007	Prap.g_00179	Prbm.g_01765
OG0001008	Prap.g_00180	Prbm.g_01766
OG0001009	Prap.g_00181	Prbm.g_01768
OG0001010	Prap.g_00182	Prbm.g_01769
OG0001011	Prap.g_00183	Prbm.g_01770
OG0001012	Prap.g_00184	Prbm.g_01771
OG0001013	Prap.g_00185	Prbm.g_01772
OG0001014	Prap.g_00186	Prbm.g_01773
OG0001015	Prap.g_00187	Prbm.g_01774
OG0001016	Prap.g_00188	Prbm.g_01775
OG0001017	Prap.g_00189	Prbm.g_01776
OG0001018	Prap.g_00190	Prbm.g_01777
OG0001019	Prap.g_00191	Prbm.g_01778
OG0001020	Prap.g_00192	Prbm.g_01779
OG0001021	Prap.g_00193	Prbm.g_01780
OG0001022	Prap.g_00194	Prbm.g_01781
OG0001023	Prap.g_00195	Prbm.g_01782
OG0001024	Prap.g_00197	Prbm.g_01784
OG0001025	Prap.g_00198	Prbm.g_01785
OG0001026	Prap.g_00199	Prbm.g_01786
OG0001027	Prap.g_00200	Prbm.g_01787
OG0001028	Prap.g_00203	Prbm.g_01789
OG0001029	Prap.g_00204	Prbm.g_01790
OG0001030	Prap.g_00207	Prbm.g_01793
OG0001031	Prap.g_00208	Prbm.g_01794
OG0001032	Prap.g_01836	Prbm.g_01586
OG0001033	Prap.g_01139	Prbm.g_01685
OG0001034	Prap.g_00768	Prbm.g_00830
OG0001035	Prap.g_01786	Prbm.g_01835
OG0001036	Prap.g_01785	Prbm.g_01836
OG0001037	Prap.g_01778	Prbm.g_01842
OG0001038	Prap.g_01777	Prbm.g_01843
OG0001039	Prap.g_01776	Prbm.g_01844
OG0001040	Prap.g_01775	Prbm.g_01845
OG0001041	Prap.g_01773	Prbm.g_01846
OG0001042	Prap.g_01772	Prbm.g_01847
OG0001043	Prap.g_01771	Prbm.g_01848
OG0001044	Prap.g_01770	Prbm.g_01849
OG0001045	Prap.g_01769	Prbm.g_01850
OG0001046	Prap.g_01767	Prbm.g_01851
OG0001047	Prap.g_01766	Prbm.g_01852
OG0001048	Prap.g_01765	Prbm.g_01853
OG0001049	Prap.g_01764	Prbm.g_01854
OG0001050	Prap.g_01763	Prbm.g_01855
OG0001051	Prap.g_01762	Prbm.g_01856
OG0001052	Prap.g_01761	Prbm.g_01857
OG0001053	Prap.g_01760	Prbm.g_01858
OG0001054	Prap.g_01759	Prbm.g_01859
OG0001055	Prap.g_01758	Prbm.g_01860
OG0001056	Prap.g_01757	Prbm.g_01861
OG0001057	Prap.g_01754	Prbm.g_01863
OG0001058	Prap.g_01753	Prbm.g_01864
OG0001059	Prap.g_01752	Prbm.g_01865
OG0001060	Prap.g_01751	Prbm.g_01866
OG0001061	Prap.g_01750	Prbm.g_01867
OG0001062	Prap.g_01749	Prbm.g_01869
OG0001063	Prap.g_01748	Prbm.g_01870
OG0001064	Prap.g_01747	Prbm.g_01871
OG0001065	Prap.g_01746	Prbm.g_01872
OG0001066	Prap.g_01745	Prbm.g_01873
OG0001067	Prap.g_01744	Prbm.g_01874
OG0001068	Prap.g_01743	Prbm.g_01875
OG0001069	Prap.g_01740	Prbm.g_01877
OG0001070	Prap.g_01738	Prbm.g_01879
OG0001071	Prap.g_01737	Prbm.g_01880
OG0001072	Prap.g_01736	Prbm.g_01881
OG0001073	Prap.g_01735	Prbm.g_01882
OG0001074	Prap.g_01734	Prbm.g_01883
OG0001075	Prap.g_01732	Prbm.g_01885
OG0001076	Prap.g_01730	Prbm.g_01887
OG0001077	Prap.g_01729	Prbm.g_01888
OG0001078	Prap.g_01728	Prbm.g_01889
OG0001079	Prap.g_01727	Prbm.g_01890
OG0001080	Prap.g_01726	Prbm.g_01891
OG0001081	Prap.g_01725	Prbm.g_01892
OG0001082	Prap.g_01724	Prbm.g_01893
OG0001083	Prap.g_01723	Prbm.g_01894
OG0001084	Prap.g_01722	Prbm.g_01895
OG0001085	Prap.g_01721	Prbm.g_01896
OG0001086	Prap.g_01715	Prbm.g_01948
OG0001087	Prap.g_01713	Prbm.g_01950
OG0001088	Prap.g_01712	Prbm.g_01951
OG0001089	Prap.g_01709	Prbm.g_01953
OG0001090	Prap.g_01708	Prbm.g_01954
OG0001091	Prap.g_01707	Prbm.g_01955
OG0001092	Prap.g_01706	Prbm.g_01956
OG0001093	Prap.g_01705	Prbm.g_01957
OG0001094	Prap.g_01704	Prbm.g_01958
OG0001095	Prap.g_01703	Prbm.g_01959
OG0001096	Prap.g_01702	Prbm.g_01960
OG0001097	Prap.g_01701	Prbm.g_01961
OG0001098	Prap.g_01700	Prbm.g_01962
OG0001099	Prap.g_01699	Prbm.g_01963
