Orthogroup	Syak	Prae
OG0000588	Syak.g_00004	Prae.g_00592
OG0000589	Syak.g_00008	Prae.g_00595
OG0000590	Syak.g_00009	Prae.g_00596
OG0000591	Syak.g_00017	Prae.g_00599
OG0000592	Syak.g_00018	Prae.g_00600
OG0000593	Syak.g_00031	Prae.g_00606
OG0000594	Syak.g_00032	Prae.g_00607
OG0000595	Syak.g_00033	Prae.g_00608
OG0000596	Syak.g_00038	Prae.g_00612
OG0000597	Syak.g_00041	Prae.g_00614
OG0000598	Syak.g_00042	Prae.g_00615
OG0000599	Syak.g_00045	Prae.g_00618
OG0000600	Syak.g_00046	Prae.g_00619
OG0000601	Syak.g_00047	Prae.g_00620
OG0000602	Syak.g_00053	Prae.g_00622
OG0000603	Syak.g_00054	Prae.g_00623
OG0000604	Syak.g_00056	Prae.g_00624
OG0000605	Syak.g_00259	Prae.g_00625
OG0000606	Syak.g_00326	Prae.g_00628
OG0000607	Syak.g_00329	Prae.g_00631
OG0000608	Syak.g_00330	Prae.g_00632
OG0000609	Syak.g_00332	Prae.g_00633
OG0000610	Syak.g_00347	Prae.g_00638
OG0000611	Syak.g_00350	Prae.g_00641
OG0000612	Syak.g_00351	Prae.g_00642
OG0000613	Syak.g_01525	Prae.g_00647
OG0000614	Syak.g_00705	Prae.g_00666
OG0000615	Syak.g_00393	Prae.g_00674
OG0000616	Syak.g_01810	Prae.g_00678
OG0000617	Syak.g_00799	Prae.g_00717
OG0000618	Syak.g_00798	Prae.g_00718
OG0000619	Syak.g_00797	Prae.g_00719
OG0000620	Syak.g_00779	Prae.g_00722
OG0000621	Syak.g_00780	Prae.g_00723
OG0000622	Syak.g_00781	Prae.g_00724
OG0000623	Syak.g_00782	Prae.g_00725
OG0000624	Syak.g_00784	Prae.g_00726
OG0000625	Syak.g_00785	Prae.g_00727
OG0000626	Syak.g_00786	Prae.g_00728
OG0000627	Syak.g_00561	Prae.g_00729
OG0000628	Syak.g_00560	Prae.g_00730
OG0000629	Syak.g_00556	Prae.g_00731
OG0000630	Syak.g_00552	Prae.g_00734
OG0000631	Syak.g_00545	Prae.g_00797
OG0000632	Syak.g_00544	Prae.g_00798
OG0000633	Syak.g_00542	Prae.g_00799
OG0000634	Syak.g_00430	Prae.g_00802
OG0000635	Syak.g_00431	Prae.g_00803
OG0000636	Syak.g_00433	Prae.g_00805
OG0000637	Syak.g_00435	Prae.g_00807
OG0000638	Syak.g_00436	Prae.g_00808
OG0000639	Syak.g_00437	Prae.g_00809
OG0000640	Syak.g_00438	Prae.g_00810
OG0000641	Syak.g_00442	Prae.g_00814
OG0000642	Syak.g_00443	Prae.g_00815
OG0000643	Syak.g_00444	Prae.g_00816
OG0000644	Syak.g_00445	Prae.g_00817
OG0000645	Syak.g_00447	Prae.g_00818
OG0000646	Syak.g_00450	Prae.g_00820
OG0000647	Syak.g_00452	Prae.g_00821
OG0000648	Syak.g_00456	Prae.g_00823
OG0000649	Syak.g_00457	Prae.g_00824
OG0000650	Syak.g_00458	Prae.g_00825
OG0000651	Syak.g_00459	Prae.g_00826
OG0000652	Syak.g_00460	Prae.g_00827
OG0000653	Syak.g_00462	Prae.g_00829
OG0000654	Syak.g_00625	Prae.g_00830
OG0000655	Syak.g_00624	Prae.g_00831
OG0000656	Syak.g_00621	Prae.g_00834
OG0000657	Syak.g_00609	Prae.g_00841
OG0000658	Syak.g_00606	Prae.g_00842
OG0000659	Syak.g_00605	Prae.g_00843
OG0000660	Syak.g_00601	Prae.g_00847
OG0000661	Syak.g_00599	Prae.g_00849
OG0000662	Syak.g_00597	Prae.g_00851
OG0000663	Syak.g_00594	Prae.g_00853
OG0000664	Syak.g_00593	Prae.g_00854
OG0000665	Syak.g_00086	Prae.g_00858
OG0000666	Syak.g_00078	Prae.g_00859
OG0000667	Syak.g_00340	Prae.g_00863
OG0000668	Syak.g_00643	Prae.g_00892
OG0000669	Syak.g_00363	Prae.g_00900
OG0000670	Syak.g_00366	Prae.g_00902
OG0000671	Syak.g_00368	Prae.g_00904
OG0000672	Syak.g_00371	Prae.g_00906
OG0000673	Syak.g_00374	Prae.g_00909
OG0000674	Syak.g_00376	Prae.g_00911
OG0000675	Syak.g_00377	Prae.g_00912
OG0000676	Syak.g_00379	Prae.g_00914
OG0000677	Syak.g_00380	Prae.g_00915
OG0000678	Syak.g_00386	Prae.g_00917
OG0000679	Syak.g_00397	Prae.g_00921
OG0000680	Syak.g_00398	Prae.g_00922
OG0000681	Syak.g_00401	Prae.g_00924
OG0000682	Syak.g_00402	Prae.g_00925
OG0000683	Syak.g_00403	Prae.g_00926
OG0000684	Syak.g_00409	Prae.g_00927
OG0000685	Syak.g_00411	Prae.g_00929
OG0000686	Syak.g_00412	Prae.g_00930
OG0000687	Syak.g_00413	Prae.g_00931
OG0000688	Syak.g_00418	Prae.g_00934
OG0000689	Syak.g_00421	Prae.g_00935
OG0000690	Syak.g_00422	Prae.g_00936
OG0000691	Syak.g_00423	Prae.g_00937
OG0000692	Syak.g_00424	Prae.g_00938
OG0000693	Syak.g_00426	Prae.g_00939
OG0000694	Syak.g_00427	Prae.g_00940
OG0000695	Syak.g_00540	Prae.g_00942
OG0000696	Syak.g_00539	Prae.g_00943
OG0000697	Syak.g_00538	Prae.g_00944
OG0000698	Syak.g_00535	Prae.g_00947
OG0000699	Syak.g_00534	Prae.g_00948
OG0000700	Syak.g_00533	Prae.g_00949
OG0000701	Syak.g_00532	Prae.g_00950
OG0000702	Syak.g_00522	Prae.g_00952
OG0000703	Syak.g_00521	Prae.g_00953
OG0000704	Syak.g_00519	Prae.g_00954
OG0000705	Syak.g_00511	Prae.g_00958
OG0000706	Syak.g_00510	Prae.g_00959
OG0000707	Syak.g_00509	Prae.g_00960
OG0000708	Syak.g_00506	Prae.g_00961
OG0000709	Syak.g_00498	Prae.g_00965
OG0000710	Syak.g_00494	Prae.g_00968
OG0000711	Syak.g_00466	Prae.g_00985
OG0000712	Syak.g_00464	Prae.g_00987
OG0000713	Syak.g_00463	Prae.g_00988
OG0000714	Syak.g_00629	Prae.g_00989
OG0000715	Syak.g_00631	Prae.g_00991
OG0000716	Syak.g_00635	Prae.g_00993
OG0000717	Syak.g_00636	Prae.g_00994
OG0000718	Syak.g_00640	Prae.g_01009
OG0000719	Syak.g_00642	Prae.g_01011
OG0000720	Syak.g_00655	Prae.g_01020
OG0000721	Syak.g_00657	Prae.g_01022
OG0000722	Syak.g_00658	Prae.g_01023
OG0000723	Syak.g_00790	Prae.g_01026
OG0000724	Syak.g_00749	Prae.g_01035
OG0000725	Syak.g_00731	Prae.g_01041
OG0000726	Syak.g_00730	Prae.g_01042
OG0000727	Syak.g_00729	Prae.g_01043
OG0000728	Syak.g_00727	Prae.g_01045
OG0000729	Syak.g_01683	Prae.g_01092
OG0000730	Syak.g_01248	Prae.g_01096
OG0000731	Syak.g_01237	Prae.g_01100
OG0000732	Syak.g_01739	Prae.g_01109
OG0000733	Syak.g_01905	Prae.g_01131
OG0000734	Syak.g_02184	Prae.g_01148
OG0000735	Syak.g_00914	Prae.g_01150
OG0000736	Syak.g_00913	Prae.g_01151
OG0000737	Syak.g_00912	Prae.g_01152
OG0000738	Syak.g_00907	Prae.g_01156
OG0000739	Syak.g_00906	Prae.g_01157
OG0000740	Syak.g_00905	Prae.g_01158
OG0000741	Syak.g_00902	Prae.g_01159
OG0000742	Syak.g_00899	Prae.g_01162
OG0000743	Syak.g_00897	Prae.g_01164
OG0000744	Syak.g_00896	Prae.g_01165
OG0000745	Syak.g_00894	Prae.g_01166
OG0000746	Syak.g_00892	Prae.g_01168
OG0000747	Syak.g_00891	Prae.g_01169
OG0000748	Syak.g_00875	Prae.g_01172
OG0000749	Syak.g_00874	Prae.g_01173
OG0000750	Syak.g_00873	Prae.g_01174
OG0000751	Syak.g_00862	Prae.g_01176
OG0000752	Syak.g_00860	Prae.g_01178
OG0000753	Syak.g_00857	Prae.g_01181
OG0000754	Syak.g_00852	Prae.g_01184
OG0000755	Syak.g_00841	Prae.g_01187
OG0000756	Syak.g_00840	Prae.g_01188
OG0000757	Syak.g_00833	Prae.g_01194
OG0000758	Syak.g_00832	Prae.g_01195
OG0000759	Syak.g_00831	Prae.g_01196
OG0000760	Syak.g_00830	Prae.g_01197
OG0000761	Syak.g_00829	Prae.g_01198
OG0000762	Syak.g_00827	Prae.g_01199
OG0000763	Syak.g_00825	Prae.g_01201
OG0000764	Syak.g_00824	Prae.g_01202
OG0000765	Syak.g_00669	Prae.g_01211
OG0000766	Syak.g_00670	Prae.g_01212
OG0000767	Syak.g_00672	Prae.g_01214
OG0000768	Syak.g_00673	Prae.g_01215
OG0000769	Syak.g_00675	Prae.g_01217
OG0000770	Syak.g_00678	Prae.g_01219
OG0000771	Syak.g_00755	Prae.g_01434
OG0000772	Syak.g_02048	Prae.g_01293
OG0000773	Syak.g_00921	Prae.g_01319
OG0000774	Syak.g_00926	Prae.g_01321
OG0000775	Syak.g_00929	Prae.g_01324
OG0000776	Syak.g_00930	Prae.g_01325
OG0000777	Syak.g_00931	Prae.g_01326
OG0000778	Syak.g_00932	Prae.g_01327
OG0000779	Syak.g_00938	Prae.g_01331
OG0000780	Syak.g_00942	Prae.g_01332
OG0000781	Syak.g_00946	Prae.g_01335
OG0000782	Syak.g_00947	Prae.g_01336
OG0000783	Syak.g_00948	Prae.g_01337
OG0000784	Syak.g_00949	Prae.g_01338
OG0000785	Syak.g_00951	Prae.g_01340
OG0000786	Syak.g_00956	Prae.g_01342
OG0000787	Syak.g_00957	Prae.g_01343
OG0000788	Syak.g_00048	Prae.g_01355
OG0000789	Syak.g_00085	Prae.g_01358
OG0000790	Syak.g_02560	Prae.g_01373
OG0000791	Syak.g_02558	Prae.g_01375
OG0000792	Syak.g_02557	Prae.g_01376
OG0000793	Syak.g_02552	Prae.g_01379
OG0000794	Syak.g_02551	Prae.g_01380
OG0000795	Syak.g_02550	Prae.g_01381
OG0000796	Syak.g_02547	Prae.g_01385
OG0000797	Syak.g_02546	Prae.g_01386
OG0000798	Syak.g_01456	Prae.g_01420
OG0000799	Syak.g_00981	Prae.g_01441
OG0000800	Syak.g_00989	Prae.g_01442
OG0000801	Syak.g_00990	Prae.g_01443
OG0000802	Syak.g_00995	Prae.g_01445
OG0000803	Syak.g_01021	Prae.g_01447
OG0000804	Syak.g_01026	Prae.g_01448
OG0000805	Syak.g_01029	Prae.g_01450
OG0000806	Syak.g_01031	Prae.g_01452
OG0000807	Syak.g_01033	Prae.g_01453
OG0000808	Syak.g_01034	Prae.g_01454
OG0000809	Syak.g_01038	Prae.g_01457
OG0000810	Syak.g_01039	Prae.g_01458
OG0000811	Syak.g_01045	Prae.g_01462
OG0000812	Syak.g_01047	Prae.g_01464
OG0000813	Syak.g_01048	Prae.g_01465
OG0000814	Syak.g_01051	Prae.g_01467
OG0000815	Syak.g_01053	Prae.g_01468
OG0000816	Syak.g_01055	Prae.g_01470
OG0000817	Syak.g_01056	Prae.g_01471
OG0000818	Syak.g_01060	Prae.g_01476
OG0000819	Syak.g_01064	Prae.g_01477
OG0000820	Syak.g_01065	Prae.g_01478
OG0000821	Syak.g_01071	Prae.g_01482
OG0000822	Syak.g_01073	Prae.g_01483
OG0000823	Syak.g_01074	Prae.g_01484
OG0000824	Syak.g_01080	Prae.g_01487
OG0000825	Syak.g_01081	Prae.g_01488
OG0000826	Syak.g_01082	Prae.g_01489
OG0000827	Syak.g_01083	Prae.g_01490
OG0000828	Syak.g_01086	Prae.g_01493
OG0000829	Syak.g_01087	Prae.g_01494
OG0000830	Syak.g_01088	Prae.g_01495
OG0000831	Syak.g_01091	Prae.g_01497
OG0000832	Syak.g_02482	Prae.g_01503
OG0000833	Syak.g_02473	Prae.g_01511
OG0000834	Syak.g_02470	Prae.g_01512
OG0000835	Syak.g_02469	Prae.g_01513
OG0000836	Syak.g_02466	Prae.g_01514
OG0000837	Syak.g_02465	Prae.g_01515
OG0000838	Syak.g_02461	Prae.g_01517
OG0000839	Syak.g_02460	Prae.g_01518
OG0000840	Syak.g_02459	Prae.g_01519
OG0000841	Syak.g_02458	Prae.g_01520
OG0000842	Syak.g_02457	Prae.g_01521
OG0000843	Syak.g_02456	Prae.g_01522
OG0000844	Syak.g_02454	Prae.g_01523
OG0000845	Syak.g_02453	Prae.g_01524
OG0000846	Syak.g_02452	Prae.g_01525
OG0000847	Syak.g_02451	Prae.g_01526
OG0000848	Syak.g_02449	Prae.g_01527
OG0000849	Syak.g_02448	Prae.g_01528
OG0000850	Syak.g_02445	Prae.g_01530
OG0000851	Syak.g_02440	Prae.g_01531
OG0000852	Syak.g_02439	Prae.g_01532
OG0000853	Syak.g_02435	Prae.g_01536
OG0000854	Syak.g_02433	Prae.g_01538
OG0000855	Syak.g_02432	Prae.g_01539
OG0000856	Syak.g_00021	Prae.g_01554
OG0000857	Syak.g_00451	Prae.g_01582
OG0000858	Syak.g_02426	Prae.g_01617
OG0000859	Syak.g_02425	Prae.g_01618
OG0000860	Syak.g_02414	Prae.g_01625
OG0000861	Syak.g_02413	Prae.g_01626
OG0000862	Syak.g_02412	Prae.g_01627
OG0000863	Syak.g_02409	Prae.g_01629
OG0000864	Syak.g_02408	Prae.g_01630
OG0000865	Syak.g_02407	Prae.g_01631
OG0000866	Syak.g_02406	Prae.g_01632
OG0000867	Syak.g_02405	Prae.g_01633
OG0000868	Syak.g_02402	Prae.g_01634
OG0000869	Syak.g_02398	Prae.g_01638
OG0000870	Syak.g_02393	Prae.g_01643
OG0000871	Syak.g_02392	Prae.g_01644
OG0000872	Syak.g_02386	Prae.g_01645
OG0000873	Syak.g_02383	Prae.g_01648
OG0000874	Syak.g_02379	Prae.g_01651
OG0000875	Syak.g_02377	Prae.g_01652
OG0000876	Syak.g_02375	Prae.g_01653
OG0000877	Syak.g_02372	Prae.g_01655
OG0000878	Syak.g_02371	Prae.g_01656
OG0000879	Syak.g_02370	Prae.g_01657
OG0000880	Syak.g_02369	Prae.g_01658
OG0000881	Syak.g_02363	Prae.g_01662
OG0000882	Syak.g_02358	Prae.g_01667
OG0000883	Syak.g_02355	Prae.g_01668
OG0000884	Syak.g_02353	Prae.g_01670
OG0000885	Syak.g_02352	Prae.g_01671
OG0000886	Syak.g_02351	Prae.g_01672
OG0000887	Syak.g_02350	Prae.g_01673
OG0000888	Syak.g_02348	Prae.g_01675
OG0000889	Syak.g_02346	Prae.g_01677
OG0000890	Syak.g_02334	Prae.g_01678
OG0000891	Syak.g_02333	Prae.g_01679
OG0000892	Syak.g_02329	Prae.g_01681
OG0000893	Syak.g_01393	Prae.g_01686
OG0000894	Syak.g_01390	Prae.g_01688
OG0000895	Syak.g_01386	Prae.g_01691
OG0000896	Syak.g_01385	Prae.g_01692
OG0000897	Syak.g_01383	Prae.g_01694
OG0000898	Syak.g_01382	Prae.g_01695
OG0000899	Syak.g_01381	Prae.g_01696
OG0000900	Syak.g_01380	Prae.g_01697
OG0000901	Syak.g_01375	Prae.g_01700
OG0000902	Syak.g_01368	Prae.g_01702
OG0000903	Syak.g_01353	Prae.g_01705
OG0000904	Syak.g_01358	Prae.g_01707
OG0000905	Syak.g_01363	Prae.g_01712
OG0000906	Syak.g_01366	Prae.g_01713
OG0000907	Syak.g_01351	Prae.g_01716
OG0000908	Syak.g_01348	Prae.g_01719
OG0000909	Syak.g_01347	Prae.g_01720
OG0000910	Syak.g_01346	Prae.g_01721
OG0000911	Syak.g_01344	Prae.g_01723
OG0000912	Syak.g_01343	Prae.g_01724
OG0000913	Syak.g_01342	Prae.g_01725
OG0000914	Syak.g_01341	Prae.g_01726
OG0000915	Syak.g_01339	Prae.g_01727
OG0000916	Syak.g_01338	Prae.g_01728
OG0000917	Syak.g_01337	Prae.g_01729
OG0000918	Syak.g_01336	Prae.g_01730
OG0000919	Syak.g_01335	Prae.g_01731
OG0000920	Syak.g_01334	Prae.g_01732
OG0000921	Syak.g_01333	Prae.g_01733
OG0000922	Syak.g_01332	Prae.g_01734
OG0000923	Syak.g_01328	Prae.g_01738
OG0000924	Syak.g_01327	Prae.g_01739
OG0000925	Syak.g_01326	Prae.g_01740
OG0000926	Syak.g_01325	Prae.g_01741
OG0000927	Syak.g_01323	Prae.g_01743
OG0000928	Syak.g_01322	Prae.g_01744
OG0000929	Syak.g_01321	Prae.g_01745
OG0000930	Syak.g_01320	Prae.g_01746
OG0000931	Syak.g_01319	Prae.g_01747
OG0000932	Syak.g_01318	Prae.g_01748
OG0000933	Syak.g_01312	Prae.g_01752
OG0000934	Syak.g_01310	Prae.g_01754
OG0000935	Syak.g_01309	Prae.g_01755
OG0000936	Syak.g_01308	Prae.g_01756
OG0000937	Syak.g_01307	Prae.g_01757
OG0000938	Syak.g_01304	Prae.g_01759
OG0000939	Syak.g_01303	Prae.g_01760
OG0000940	Syak.g_01297	Prae.g_01768
OG0000941	Syak.g_01295	Prae.g_01770
OG0000942	Syak.g_01293	Prae.g_01772
OG0000943	Syak.g_01292	Prae.g_01773
OG0000944	Syak.g_01290	Prae.g_01774
OG0000945	Syak.g_01288	Prae.g_01775
OG0000946	Syak.g_01283	Prae.g_01779
OG0000947	Syak.g_01280	Prae.g_01781
OG0000948	Syak.g_01279	Prae.g_01782
OG0000949	Syak.g_01551	Prae.g_01785
OG0000950	Syak.g_01562	Prae.g_01790
OG0000951	Syak.g_01569	Prae.g_01794
OG0000952	Syak.g_01574	Prae.g_01798
OG0000953	Syak.g_01627	Prae.g_01801
OG0000954	Syak.g_01633	Prae.g_01805
OG0000955	Syak.g_01634	Prae.g_01806
OG0000956	Syak.g_01636	Prae.g_01808
OG0000957	Syak.g_01648	Prae.g_01813
OG0000958	Syak.g_01649	Prae.g_01814
OG0000959	Syak.g_01653	Prae.g_01818
OG0000960	Syak.g_01654	Prae.g_01819
OG0000961	Syak.g_01679	Prae.g_01821
OG0000962	Syak.g_01682	Prae.g_01823
OG0000963	Syak.g_01687	Prae.g_01827
OG0000964	Syak.g_01688	Prae.g_01828
OG0000965	Syak.g_01689	Prae.g_01829
OG0000966	Syak.g_01711	Prae.g_01836
OG0000967	Syak.g_01715	Prae.g_01840
OG0000968	Syak.g_01719	Prae.g_01842
OG0000969	Syak.g_01721	Prae.g_01843
OG0000970	Syak.g_01722	Prae.g_01844
OG0000971	Syak.g_01724	Prae.g_01845
OG0000972	Syak.g_01725	Prae.g_01846
OG0000973	Syak.g_01726	Prae.g_01847
OG0000974	Syak.g_01727	Prae.g_01848
OG0000975	Syak.g_01728	Prae.g_01849
OG0000976	Syak.g_01729	Prae.g_01850
OG0000977	Syak.g_01731	Prae.g_01851
OG0000978	Syak.g_01732	Prae.g_01852
OG0000979	Syak.g_01735	Prae.g_01855
OG0000980	Syak.g_01738	Prae.g_01857
OG0000981	Syak.g_01741	Prae.g_01859
OG0000982	Syak.g_01941	Prae.g_01861
OG0000983	Syak.g_01940	Prae.g_01862
OG0000984	Syak.g_01939	Prae.g_01863
OG0000985	Syak.g_01935	Prae.g_01866
OG0000986	Syak.g_01933	Prae.g_01868
OG0000987	Syak.g_01931	Prae.g_01869
OG0000988	Syak.g_01925	Prae.g_01872
OG0000989	Syak.g_01912	Prae.g_01876
OG0000990	Syak.g_01900	Prae.g_01879
OG0000991	Syak.g_01896	Prae.g_01880
OG0000992	Syak.g_01893	Prae.g_01882
OG0000993	Syak.g_01892	Prae.g_01883
OG0000994	Syak.g_01889	Prae.g_01884
OG0000995	Syak.g_01880	Prae.g_01888
OG0000996	Syak.g_01839	Prae.g_01889
OG0000997	Syak.g_01828	Prae.g_01890
OG0000998	Syak.g_01826	Prae.g_01892
OG0000999	Syak.g_01825	Prae.g_01893
OG0001000	Syak.g_01821	Prae.g_01896
OG0001001	Syak.g_01814	Prae.g_01898
OG0001002	Syak.g_01807	Prae.g_01902
OG0001003	Syak.g_01806	Prae.g_01903
OG0001004	Syak.g_01805	Prae.g_01904
OG0001005	Syak.g_01804	Prae.g_01905
OG0001006	Syak.g_01797	Prae.g_01909
OG0001007	Syak.g_01795	Prae.g_01911
OG0001008	Syak.g_01190	Prae.g_00411
OG0001009	Syak.g_01762	Prae.g_00027
OG0001010	Syak.g_01761	Prae.g_00028
OG0001011	Syak.g_01759	Prae.g_00029
OG0001012	Syak.g_01946	Prae.g_00045
OG0001013	Syak.g_01969	Prae.g_00050
OG0001014	Syak.g_01975	Prae.g_00053
OG0001015	Syak.g_01976	Prae.g_00054
OG0001016	Syak.g_02250	Prae.g_00073
OG0001017	Syak.g_02244	Prae.g_00077
OG0001018	Syak.g_02242	Prae.g_00080
OG0001019	Syak.g_02218	Prae.g_00089
OG0001020	Syak.g_02214	Prae.g_00090
OG0001021	Syak.g_02210	Prae.g_00091
OG0001022	Syak.g_02205	Prae.g_00094
OG0001023	Syak.g_02204	Prae.g_00095
OG0001024	Syak.g_02201	Prae.g_00098
OG0001025	Syak.g_02195	Prae.g_00104
OG0001026	Syak.g_02182	Prae.g_00110
OG0001027	Syak.g_02178	Prae.g_00111
OG0001028	Syak.g_02176	Prae.g_00113
OG0001029	Syak.g_02174	Prae.g_00115
OG0001030	Syak.g_02153	Prae.g_00130
OG0001031	Syak.g_02079	Prae.g_00189
OG0001032	Syak.g_02077	Prae.g_00190
OG0001033	Syak.g_02037	Prae.g_00211
OG0001034	Syak.g_02305	Prae.g_00239
OG0001035	Syak.g_01422	Prae.g_00257
OG0001036	Syak.g_01427	Prae.g_00262
OG0001037	Syak.g_01429	Prae.g_00263
OG0001038	Syak.g_01457	Prae.g_00279
OG0001039	Syak.g_01460	Prae.g_00282
OG0001040	Syak.g_01463	Prae.g_00284
OG0001041	Syak.g_01468	Prae.g_00288
OG0001042	Syak.g_01500	Prae.g_00305
OG0001043	Syak.g_01504	Prae.g_00306
OG0001044	Syak.g_01247	Prae.g_00334
OG0001045	Syak.g_01234	Prae.g_00342
OG0001046	Syak.g_00479	Prae.g_00379
OG0001047	Syak.g_01188	Prae.g_00413
OG0001048	Syak.g_01187	Prae.g_00414
OG0001049	Syak.g_01184	Prae.g_00416
OG0001050	Syak.g_01183	Prae.g_00417
OG0001051	Syak.g_01182	Prae.g_00418
OG0001052	Syak.g_01122	Prae.g_00445
OG0001053	Syak.g_02577	Prae.g_00457
OG0001054	Syak.g_02596	Prae.g_00472
OG0001055	Syak.g_02617	Prae.g_00491
OG0001056	Syak.g_02645	Prae.g_00511
OG0001057	Syak.g_00964	Prae.g_00516
OG0001058	Syak.g_02668	Prae.g_00524
OG0001060	Syak.g_02677	Prae.g_00535
OG0001061	Syak.g_02697	Prae.g_00548
OG0001062	Syak.g_02699	Prae.g_00550
OG0001063	Syak.g_02704	Prae.g_00552
OG0001064	Syak.g_02705	Prae.g_00553
OG0001065	Syak.g_02706	Prae.g_00554
OG0001066	Syak.g_02707	Prae.g_00555
OG0001067	Syak.g_02708	Prae.g_00556
OG0001068	Syak.g_02709	Prae.g_00557
OG0001069	Syak.g_02710	Prae.g_00558
OG0001070	Syak.g_02714	Prae.g_00561
OG0001071	Syak.g_02715	Prae.g_00562
OG0001072	Syak.g_02721	Prae.g_00564
OG0001073	Syak.g_02736	Prae.g_00578
OG0001074	Syak.g_00098	Prae.g_00589
OG0001075	Syak.g_02760	Prae.g_00590
OG0001076	Syak.g_00011	Prae.g_00598
OG0001077	Syak.g_00024	Prae.g_00602
OG0001078	Syak.g_00036	Prae.g_00610
OG0001079	Syak.g_00049	Prae.g_00621
OG0001080	Syak.g_00264	Prae.g_00627
OG0001081	Syak.g_00327	Prae.g_00629
OG0001082	Syak.g_00328	Prae.g_00630
OG0001083	Syak.g_00336	Prae.g_00635
OG0001084	Syak.g_00337	Prae.g_00636
OG0001085	Syak.g_00354	Prae.g_00644
OG0001086	Syak.g_00356	Prae.g_00645
OG0001087	Syak.g_00691	Prae.g_00662
OG0001088	Syak.g_00694	Prae.g_00663
OG0001089	Syak.g_00722	Prae.g_00671
OG0001090	Syak.g_00806	Prae.g_00712
OG0001091	Syak.g_00804	Prae.g_00714
OG0001092	Syak.g_00801	Prae.g_00715
OG0001093	Syak.g_00794	Prae.g_00720
OG0001094	Syak.g_00428	Prae.g_00800
OG0001095	Syak.g_00448	Prae.g_00819
OG0001096	Syak.g_00623	Prae.g_00832
OG0001097	Syak.g_00598	Prae.g_00850
OG0001098	Syak.g_00578	Prae.g_00865
OG0001099	Syak.g_02175	Prae.g_00897
OG0001100	Syak.g_00365	Prae.g_00901
OG0001101	Syak.g_00367	Prae.g_00903
OG0001102	Syak.g_00370	Prae.g_00905
OG0001103	Syak.g_00372	Prae.g_00907
OG0001104	Syak.g_00410	Prae.g_00928
OG0001105	Syak.g_00414	Prae.g_00932
OG0001106	Syak.g_00518	Prae.g_00955
OG0001107	Syak.g_00505	Prae.g_00962
OG0001108	Syak.g_00497	Prae.g_00966
OG0001109	Syak.g_00495	Prae.g_00967
OG0001110	Syak.g_00493	Prae.g_00969
OG0001111	Syak.g_00491	Prae.g_00970
OG0001112	Syak.g_00489	Prae.g_00971
OG0001113	Syak.g_00406	Prae.g_00972
OG0001114	Syak.g_00488	Prae.g_00973
OG0001115	Syak.g_00484	Prae.g_00975
OG0001116	Syak.g_00482	Prae.g_00976
OG0001117	Syak.g_00481	Prae.g_00977
OG0001118	Syak.g_00480	Prae.g_00978
OG0001119	Syak.g_00478	Prae.g_00979
OG0001120	Syak.g_00474	Prae.g_00981
OG0001121	Syak.g_00114	Prae.g_01128, Prae.g_00984
OG0001123	Syak.g_00650	Prae.g_01016
OG0001124	Syak.g_00652	Prae.g_01018
OG0001125	Syak.g_00654	Prae.g_01019
OG0001126	Syak.g_00757	Prae.g_01029
OG0001127	Syak.g_00756	Prae.g_01030
OG0001128	Syak.g_00753	Prae.g_01032
OG0001129	Syak.g_00751	Prae.g_01033
OG0001130	Syak.g_00750	Prae.g_01034
OG0001131	Syak.g_00389	Prae.g_01072
OG0001132	Syak.g_00120	Prae.g_01081
OG0001133	Syak.g_00014	Prae.g_01115
OG0001134	Syak.g_00273	Prae.g_01130
OG0001135	Syak.g_00274	Prae.g_01133
OG0001136	Syak.g_00901	Prae.g_01160
OG0001137	Syak.g_00876	Prae.g_01171
OG0001138	Syak.g_00839	Prae.g_01189
OG0001139	Syak.g_00837	Prae.g_01190
OG0001140	Syak.g_00836	Prae.g_01191
OG0001141	Syak.g_00835	Prae.g_01192
OG0001142	Syak.g_00834	Prae.g_01193
OG0001143	Syak.g_00826	Prae.g_01200
OG0001144	Syak.g_00815	Prae.g_01205
OG0001145	Syak.g_00922	Prae.g_01320
OG0001146	Syak.g_00943	Prae.g_01333
OG0001147	Syak.g_01113	Prae.g_01354
OG0001148	Syak.g_02563	Prae.g_01370
OG0001149	Syak.g_02562	Prae.g_01371
OG0001150	Syak.g_02561	Prae.g_01372
OG0001151	Syak.g_02548	Prae.g_01383
OG0001153	Syak.g_01084	Prae.g_01491
OG0001154	Syak.g_01085	Prae.g_01492
OG0001155	Syak.g_02480	Prae.g_01504
OG0001156	Syak.g_02477	Prae.g_01507
OG0001157	Syak.g_02476	Prae.g_01508
OG0001158	Syak.g_02475	Prae.g_01509
OG0001159	Syak.g_02474	Prae.g_01510
OG0001160	Syak.g_02437	Prae.g_01534
OG0001161	Syak.g_01906	Prae.g_01547
OG0001162	Syak.g_00959	Prae.g_01558
OG0001163	Syak.g_02429	Prae.g_01615
OG0001164	Syak.g_02423	Prae.g_01619
OG0001165	Syak.g_02418	Prae.g_01622
OG0001166	Syak.g_02394	Prae.g_01642
OG0001167	Syak.g_02366	Prae.g_01659
OG0001168	Syak.g_02364	Prae.g_01661
OG0001169	Syak.g_02362	Prae.g_01663
OG0001170	Syak.g_02360	Prae.g_01665
OG0001171	Syak.g_02349	Prae.g_01674
OG0001172	Syak.g_01388	Prae.g_01689
