Orthogroup	Syak	Syac
OG0000579	Syak.g_02734	Syac.g_01745
OG0000580	Syak.g_02735	Syac.g_01744
OG0000581	Syak.g_02742	Syac.g_01738
OG0000582	Syak.g_02748	Syac.g_00936
OG0000583	Syak.g_02749	Syac.g_00937
OG0000584	Syak.g_02750	Syac.g_00938
OG0000585	Syak.g_02753	Syac.g_00940
OG0000586	Syak.g_02754	Syac.g_00941
OG0000587	Syak.g_02756	Syac.g_00943
OG0000588	Syak.g_00004	Syac.g_00949
OG0000589	Syak.g_00008	Syac.g_00953
OG0000590	Syak.g_00009	Syac.g_00954
OG0000591	Syak.g_00017	Syac.g_00961
OG0000592	Syak.g_00018	Syac.g_00962
OG0000593	Syak.g_00031	Syac.g_00975
OG0000594	Syak.g_00032	Syac.g_00976
OG0000595	Syak.g_00033	Syac.g_00977
OG0000596	Syak.g_00038	Syac.g_00982
OG0000597	Syak.g_00041	Syac.g_00985
OG0000598	Syak.g_00042	Syac.g_00986
OG0000599	Syak.g_00045	Syac.g_00989
OG0000600	Syak.g_00046	Syac.g_00990
OG0000601	Syak.g_00047	Syac.g_00991
OG0000602	Syak.g_00053	Syac.g_00996
OG0000603	Syak.g_00054	Syac.g_00997
OG0000604	Syak.g_00056	Syac.g_01001
OG0000605	Syak.g_00259	Syac.g_01089
OG0000606	Syak.g_00326	Syac.g_01434
OG0000607	Syak.g_00329	Syac.g_01430
OG0000608	Syak.g_00330	Syac.g_01429
OG0000609	Syak.g_00332	Syac.g_01427
OG0000610	Syak.g_00347	Syac.g_01419
OG0000611	Syak.g_00350	Syac.g_01416
OG0000612	Syak.g_00351	Syac.g_01415
OG0000613	Syak.g_01525	Syac.g_00231
OG0000614	Syak.g_00705	Syac.g_00911
OG0000615	Syak.g_00393	Syac.g_01377
OG0000616	Syak.g_01810	Syac.g_02478
OG0000617	Syak.g_00799	Syac.g_01280
OG0000618	Syak.g_00798	Syac.g_01279
OG0000619	Syak.g_00797	Syac.g_01278
OG0000620	Syak.g_00779	Syac.g_01270
OG0000621	Syak.g_00780	Syac.g_01269
OG0000622	Syak.g_00781	Syac.g_01268
OG0000623	Syak.g_00782	Syac.g_01267
OG0000624	Syak.g_00784	Syac.g_01265
OG0000625	Syak.g_00785	Syac.g_01264
OG0000626	Syak.g_00786	Syac.g_01263
OG0000627	Syak.g_00561	Syac.g_01126
OG0000628	Syak.g_00560	Syac.g_01127
OG0000629	Syak.g_00556	Syac.g_01130
OG0000630	Syak.g_00552	Syac.g_01134
OG0000631	Syak.g_00545	Syac.g_01139
OG0000632	Syak.g_00544	Syac.g_01140
OG0000633	Syak.g_00542	Syac.g_01141
OG0000634	Syak.g_00430	Syac.g_01345
OG0000635	Syak.g_00431	Syac.g_01344
OG0000636	Syak.g_00433	Syac.g_01342
OG0000637	Syak.g_00435	Syac.g_01340
OG0000638	Syak.g_00436	Syac.g_01339
OG0000639	Syak.g_00437	Syac.g_01338
OG0000640	Syak.g_00438	Syac.g_01337
OG0000641	Syak.g_00442	Syac.g_01333
OG0000642	Syak.g_00443	Syac.g_01332
OG0000643	Syak.g_00444	Syac.g_01330
OG0000644	Syak.g_00445	Syac.g_01329
OG0000645	Syak.g_00447	Syac.g_01327
OG0000646	Syak.g_00450	Syac.g_01324
OG0000647	Syak.g_00452	Syac.g_01322
OG0000648	Syak.g_00456	Syac.g_01319
OG0000649	Syak.g_00457	Syac.g_01318
OG0000650	Syak.g_00458	Syac.g_01317
OG0000651	Syak.g_00459	Syac.g_01316
OG0000652	Syak.g_00460	Syac.g_01315
OG0000653	Syak.g_00462	Syac.g_01313
OG0000654	Syak.g_00625	Syac.g_01312
OG0000655	Syak.g_00624	Syac.g_01311
OG0000656	Syak.g_00621	Syac.g_01308
OG0000657	Syak.g_00609	Syac.g_00846
OG0000658	Syak.g_00606	Syac.g_00842
OG0000659	Syak.g_00605	Syac.g_00841
OG0000660	Syak.g_00601	Syac.g_00837
OG0000661	Syak.g_00599	Syac.g_00835
OG0000662	Syak.g_00597	Syac.g_00833
OG0000663	Syak.g_00594	Syac.g_00830
OG0000664	Syak.g_00593	Syac.g_00829
OG0000665	Syak.g_00086	Syac.g_01018
OG0000666	Syak.g_00078	Syac.g_01088
OG0000667	Syak.g_00340	Syac.g_02165
OG0000668	Syak.g_00643	Syac.g_01239
OG0000669	Syak.g_00363	Syac.g_01404
OG0000670	Syak.g_00366	Syac.g_00580
OG0000671	Syak.g_00368	Syac.g_01400
OG0000672	Syak.g_00371	Syac.g_01396
OG0000673	Syak.g_00374	Syac.g_01393
OG0000674	Syak.g_00376	Syac.g_01391
OG0000675	Syak.g_00377	Syac.g_01390
OG0000676	Syak.g_00379	Syac.g_01388
OG0000677	Syak.g_00380	Syac.g_01387
OG0000678	Syak.g_00386	Syac.g_01384
OG0000679	Syak.g_00397	Syac.g_01375
OG0000680	Syak.g_00398	Syac.g_01374
OG0000681	Syak.g_00401	Syac.g_01371
OG0000682	Syak.g_00402	Syac.g_01370
OG0000683	Syak.g_00403	Syac.g_01369
OG0000684	Syak.g_00409	Syac.g_01365
OG0000685	Syak.g_00411	Syac.g_01363
OG0000686	Syak.g_00412	Syac.g_01362
OG0000687	Syak.g_00413	Syac.g_01361
OG0000688	Syak.g_00418	Syac.g_01356
OG0000689	Syak.g_00421	Syac.g_01354
OG0000690	Syak.g_00422	Syac.g_01353
OG0000691	Syak.g_00423	Syac.g_01352
OG0000692	Syak.g_00424	Syac.g_01351
OG0000693	Syak.g_00426	Syac.g_01349
OG0000694	Syak.g_00427	Syac.g_01348
OG0000695	Syak.g_00540	Syac.g_01143
OG0000696	Syak.g_00539	Syac.g_01144
OG0000697	Syak.g_00538	Syac.g_01146
OG0000698	Syak.g_00535	Syac.g_01149
OG0000699	Syak.g_00534	Syac.g_01151
OG0000700	Syak.g_00533	Syac.g_01152
OG0000701	Syak.g_00532	Syac.g_01153
OG0000702	Syak.g_00522	Syac.g_01161
OG0000703	Syak.g_00521	Syac.g_01162
OG0000704	Syak.g_00519	Syac.g_01165
OG0000705	Syak.g_00511	Syac.g_01174
OG0000706	Syak.g_00510	Syac.g_01175
OG0000707	Syak.g_00509	Syac.g_01176
OG0000708	Syak.g_00506	Syac.g_01179
OG0000709	Syak.g_00498	Syac.g_01187
OG0000710	Syak.g_00494	Syac.g_01191
OG0000711	Syak.g_00466	Syac.g_01220
OG0000712	Syak.g_00464	Syac.g_01221
OG0000713	Syak.g_00463	Syac.g_01222
OG0000714	Syak.g_00629	Syac.g_01224
OG0000715	Syak.g_00631	Syac.g_01226
OG0000716	Syak.g_00635	Syac.g_01230
OG0000717	Syak.g_00636	Syac.g_01231
OG0000718	Syak.g_00640	Syac.g_01235
OG0000719	Syak.g_00642	Syac.g_01237
OG0000720	Syak.g_00655	Syac.g_01250
OG0000721	Syak.g_00657	Syac.g_01252
OG0000722	Syak.g_00658	Syac.g_01253
OG0000723	Syak.g_00790	Syac.g_01261
OG0000724	Syak.g_00749	Syac.g_00879
OG0000725	Syak.g_00731	Syac.g_00887
OG0000726	Syak.g_00730	Syac.g_00888
OG0000727	Syak.g_00729	Syac.g_00889
OG0000728	Syak.g_00727	Syac.g_00891
OG0000729	Syak.g_01683	Syac.g_00144
OG0000730	Syak.g_01248	Syac.g_02024
OG0000731	Syak.g_01237	Syac.g_02011
OG0000732	Syak.g_01739	Syac.g_00051
OG0000733	Syak.g_01905	Syac.g_02386
OG0000734	Syak.g_02184	Syac.g_00388
OG0000735	Syak.g_00914	Syac.g_00750
OG0000736	Syak.g_00913	Syac.g_00751
OG0000737	Syak.g_00912	Syac.g_00752
OG0000738	Syak.g_00907	Syac.g_00757
OG0000739	Syak.g_00906	Syac.g_00762
OG0000740	Syak.g_00905	Syac.g_00763
OG0000741	Syak.g_00902	Syac.g_00766
OG0000742	Syak.g_00899	Syac.g_00768
OG0000743	Syak.g_00897	Syac.g_00770
OG0000744	Syak.g_00896	Syac.g_00771
OG0000745	Syak.g_00894	Syac.g_00773
OG0000746	Syak.g_00892	Syac.g_00776
OG0000747	Syak.g_00891	Syac.g_00777
OG0000748	Syak.g_00875	Syac.g_00787
OG0000749	Syak.g_00874	Syac.g_00789
OG0000750	Syak.g_00873	Syac.g_00790
OG0000751	Syak.g_00862	Syac.g_00797
OG0000752	Syak.g_00860	Syac.g_00799
OG0000753	Syak.g_00857	Syac.g_00802
OG0000754	Syak.g_00852	Syac.g_01471
OG0000755	Syak.g_00841	Syac.g_01479
OG0000756	Syak.g_00840	Syac.g_01480
OG0000757	Syak.g_00833	Syac.g_01492
OG0000758	Syak.g_00832	Syac.g_01493
OG0000759	Syak.g_00831	Syac.g_01494
OG0000760	Syak.g_00830	Syac.g_01495
OG0000761	Syak.g_00829	Syac.g_01496
OG0000762	Syak.g_00827	Syac.g_01498
OG0000763	Syak.g_00825	Syac.g_01500
OG0000764	Syak.g_00824	Syac.g_01501
OG0000765	Syak.g_00669	Syac.g_01515
OG0000766	Syak.g_00670	Syac.g_01516
OG0000767	Syak.g_00672	Syac.g_01518
OG0000768	Syak.g_00673	Syac.g_01519
OG0000769	Syak.g_00675	Syac.g_01521
OG0000770	Syak.g_00678	Syac.g_01524
OG0000771	Syak.g_00755	Syac.g_00873
OG0000772	Syak.g_02048	Syac.g_01569
OG0000773	Syak.g_00921	Syac.g_00741
OG0000774	Syak.g_00926	Syac.g_00737
OG0000775	Syak.g_00929	Syac.g_00735
OG0000776	Syak.g_00930	Syac.g_00734
OG0000777	Syak.g_00931	Syac.g_00733
OG0000778	Syak.g_00932	Syac.g_00732
OG0000779	Syak.g_00938	Syac.g_00727
OG0000780	Syak.g_00942	Syac.g_00723
OG0000781	Syak.g_00946	Syac.g_00719
OG0000782	Syak.g_00947	Syac.g_00718
OG0000783	Syak.g_00948	Syac.g_00717
OG0000784	Syak.g_00949	Syac.g_00716
OG0000785	Syak.g_00951	Syac.g_00714
OG0000786	Syak.g_00956	Syac.g_01730
OG0000787	Syak.g_00957	Syac.g_01731
OG0000788	Syak.g_00048	Syac.g_00992
OG0000789	Syak.g_00085	Syac.g_01111
OG0000790	Syak.g_02560	Syac.g_01921
OG0000791	Syak.g_02558	Syac.g_01922
OG0000792	Syak.g_02557	Syac.g_01923
OG0000793	Syak.g_02552	Syac.g_01928
OG0000794	Syak.g_02551	Syac.g_01929
OG0000795	Syak.g_02550	Syac.g_01930
OG0000796	Syak.g_02547	Syac.g_01934
OG0000797	Syak.g_02546	Syac.g_01935
OG0000798	Syak.g_01456	Syac.g_02250
OG0000799	Syak.g_00981	Syac.g_01602
OG0000800	Syak.g_00989	Syac.g_01603
OG0000801	Syak.g_00990	Syac.g_01604
OG0000802	Syak.g_00995	Syac.g_01608
OG0000803	Syak.g_01021	Syac.g_01613
OG0000804	Syak.g_01026	Syac.g_01616
OG0000805	Syak.g_01029	Syac.g_01620
OG0000806	Syak.g_01031	Syac.g_01622
OG0000807	Syak.g_01033	Syac.g_01624
OG0000808	Syak.g_01034	Syac.g_01625
OG0000809	Syak.g_01038	Syac.g_01628
OG0000810	Syak.g_01039	Syac.g_01629
OG0000811	Syak.g_01045	Syac.g_01637
OG0000812	Syak.g_01047	Syac.g_01639
OG0000813	Syak.g_01048	Syac.g_01640
OG0000814	Syak.g_01051	Syac.g_01642
OG0000815	Syak.g_01053	Syac.g_01643
OG0000816	Syak.g_01055	Syac.g_01645
OG0000817	Syak.g_01056	Syac.g_01646
OG0000818	Syak.g_01060	Syac.g_01652
OG0000819	Syak.g_01064	Syac.g_01653
OG0000820	Syak.g_01065	Syac.g_01654
OG0000821	Syak.g_01071	Syac.g_01659
OG0000822	Syak.g_01073	Syac.g_01661
OG0000823	Syak.g_01074	Syac.g_01662
OG0000824	Syak.g_01080	Syac.g_01666
OG0000825	Syak.g_01081	Syac.g_01667
OG0000826	Syak.g_01082	Syac.g_01668
OG0000827	Syak.g_01083	Syac.g_01669
OG0000828	Syak.g_01086	Syac.g_01672
OG0000829	Syak.g_01087	Syac.g_01673
OG0000830	Syak.g_01088	Syac.g_01674
OG0000831	Syak.g_01091	Syac.g_01676
OG0000832	Syak.g_02482	Syac.g_00623
OG0000833	Syak.g_02473	Syac.g_00613
OG0000834	Syak.g_02470	Syac.g_00610
OG0000835	Syak.g_02469	Syac.g_00609
OG0000836	Syak.g_02466	Syac.g_00605
OG0000837	Syak.g_02465	Syac.g_00604
OG0000838	Syak.g_02461	Syac.g_00600
OG0000839	Syak.g_02460	Syac.g_00599
OG0000840	Syak.g_02459	Syac.g_00598
OG0000841	Syak.g_02458	Syac.g_00597
OG0000842	Syak.g_02457	Syac.g_00596
OG0000843	Syak.g_02456	Syac.g_00595
OG0000844	Syak.g_02454	Syac.g_00593
OG0000845	Syak.g_02453	Syac.g_00592
OG0000846	Syak.g_02452	Syac.g_00591
OG0000847	Syak.g_02451	Syac.g_00590
OG0000848	Syak.g_02449	Syac.g_00588
OG0000849	Syak.g_02448	Syac.g_00587
OG0000850	Syak.g_02445	Syac.g_00585
OG0000851	Syak.g_02440	Syac.g_00573
OG0000852	Syak.g_02439	Syac.g_00572
OG0000853	Syak.g_02435	Syac.g_00568
OG0000854	Syak.g_02433	Syac.g_00566
OG0000855	Syak.g_02432	Syac.g_00565
OG0000856	Syak.g_00021	Syac.g_00964
OG0000857	Syak.g_00451	Syac.g_01323
OG0000858	Syak.g_02426	Syac.g_00559
OG0000859	Syak.g_02425	Syac.g_00558
OG0000860	Syak.g_02414	Syac.g_00542
OG0000861	Syak.g_02413	Syac.g_00541
OG0000862	Syak.g_02412	Syac.g_00540
OG0000863	Syak.g_02409	Syac.g_00538
OG0000864	Syak.g_02408	Syac.g_00537
OG0000865	Syak.g_02407	Syac.g_00533
OG0000866	Syak.g_02406	Syac.g_00532
OG0000867	Syak.g_02405	Syac.g_00531
OG0000868	Syak.g_02402	Syac.g_00529
OG0000869	Syak.g_02398	Syac.g_00524
OG0000870	Syak.g_02393	Syac.g_00519
OG0000871	Syak.g_02392	Syac.g_00518
OG0000872	Syak.g_02386	Syac.g_00510
OG0000873	Syak.g_02383	Syac.g_00507
OG0000874	Syak.g_02379	Syac.g_00512
OG0000875	Syak.g_02377	Syac.g_00505
OG0000876	Syak.g_02375	Syac.g_00675
OG0000877	Syak.g_02372	Syac.g_00671
OG0000878	Syak.g_02371	Syac.g_00670
OG0000879	Syak.g_02370	Syac.g_00669
OG0000880	Syak.g_02369	Syac.g_00668
OG0000881	Syak.g_02363	Syac.g_00664
OG0000882	Syak.g_02358	Syac.g_00659
OG0000883	Syak.g_02355	Syac.g_00656
OG0000884	Syak.g_02353	Syac.g_00654
OG0000885	Syak.g_02352	Syac.g_00653
OG0000886	Syak.g_02351	Syac.g_00652
OG0000887	Syak.g_02350	Syac.g_00651
OG0000888	Syak.g_02348	Syac.g_00649
OG0000889	Syak.g_02346	Syac.g_00647
OG0000890	Syak.g_02334	Syac.g_00642
OG0000891	Syak.g_02333	Syac.g_00641
OG0000892	Syak.g_02329	Syac.g_00638
OG0000893	Syak.g_01393	Syac.g_02193
OG0000894	Syak.g_01390	Syac.g_02189
OG0000895	Syak.g_01386	Syac.g_02185
OG0000896	Syak.g_01385	Syac.g_02184
OG0000897	Syak.g_01383	Syac.g_02182
OG0000898	Syak.g_01382	Syac.g_02181
OG0000899	Syak.g_01381	Syac.g_02180
OG0000900	Syak.g_01380	Syac.g_02179
OG0000901	Syak.g_01375	Syac.g_02174
OG0000902	Syak.g_01368	Syac.g_02172
OG0000903	Syak.g_01353	Syac.g_02140
OG0000904	Syak.g_01358	Syac.g_02145
OG0000905	Syak.g_01363	Syac.g_02148
OG0000906	Syak.g_01366	Syac.g_02150
OG0000907	Syak.g_01351	Syac.g_02138
OG0000908	Syak.g_01348	Syac.g_02135
OG0000909	Syak.g_01347	Syac.g_02134
OG0000910	Syak.g_01346	Syac.g_02133
OG0000911	Syak.g_01344	Syac.g_02131
OG0000912	Syak.g_01343	Syac.g_02130
OG0000913	Syak.g_01342	Syac.g_02129
OG0000914	Syak.g_01341	Syac.g_02128
OG0000915	Syak.g_01339	Syac.g_02127
OG0000916	Syak.g_01338	Syac.g_02126
OG0000917	Syak.g_01337	Syac.g_02125
OG0000918	Syak.g_01336	Syac.g_02124
OG0000919	Syak.g_01335	Syac.g_02123
OG0000920	Syak.g_01334	Syac.g_02122
OG0000921	Syak.g_01333	Syac.g_02121
OG0000922	Syak.g_01332	Syac.g_02120
OG0000923	Syak.g_01328	Syac.g_02116
OG0000924	Syak.g_01327	Syac.g_02115
OG0000925	Syak.g_01326	Syac.g_02114
OG0000926	Syak.g_01325	Syac.g_02113
OG0000927	Syak.g_01323	Syac.g_02111
OG0000928	Syak.g_01322	Syac.g_02110
OG0000929	Syak.g_01321	Syac.g_02109
OG0000930	Syak.g_01320	Syac.g_02108
OG0000931	Syak.g_01319	Syac.g_02107
OG0000932	Syak.g_01318	Syac.g_02106
OG0000933	Syak.g_01312	Syac.g_02101
OG0000934	Syak.g_01310	Syac.g_02099
OG0000935	Syak.g_01309	Syac.g_02098
OG0000936	Syak.g_01308	Syac.g_02097
OG0000937	Syak.g_01307	Syac.g_02096
OG0000938	Syak.g_01304	Syac.g_02092
OG0000939	Syak.g_01303	Syac.g_02091
OG0000940	Syak.g_01297	Syac.g_02084
OG0000941	Syak.g_01295	Syac.g_02082
OG0000942	Syak.g_01293	Syac.g_02080
OG0000943	Syak.g_01292	Syac.g_02079
OG0000944	Syak.g_01290	Syac.g_02077
OG0000945	Syak.g_01288	Syac.g_02075
OG0000946	Syak.g_01283	Syac.g_02071
OG0000947	Syak.g_01280	Syac.g_02068
OG0000948	Syak.g_01279	Syac.g_02067
OG0000949	Syak.g_01551	Syac.g_00205
OG0000950	Syak.g_01562	Syac.g_00193
OG0000951	Syak.g_01569	Syac.g_00188
OG0000952	Syak.g_01574	Syac.g_00183
OG0000953	Syak.g_01627	Syac.g_00177
OG0000954	Syak.g_01633	Syac.g_00172
OG0000955	Syak.g_01634	Syac.g_00171
OG0000956	Syak.g_01636	Syac.g_00169
OG0000957	Syak.g_01648	Syac.g_00158
OG0000958	Syak.g_01649	Syac.g_00157
OG0000959	Syak.g_01653	Syac.g_00153
OG0000960	Syak.g_01654	Syac.g_00152
OG0000961	Syak.g_01679	Syac.g_00147
OG0000962	Syak.g_01682	Syac.g_00145
OG0000963	Syak.g_01687	Syac.g_00140
OG0000964	Syak.g_01688	Syac.g_00139
OG0000965	Syak.g_01689	Syac.g_00138
OG0000966	Syak.g_01711	Syac.g_00107
OG0000967	Syak.g_01715	Syac.g_00075
OG0000968	Syak.g_01719	Syac.g_00080
OG0000969	Syak.g_01721	Syac.g_00078
OG0000970	Syak.g_01722	Syac.g_00077
OG0000971	Syak.g_01724	Syac.g_00067
OG0000972	Syak.g_01725	Syac.g_00066
OG0000973	Syak.g_01726	Syac.g_00065
OG0000974	Syak.g_01727	Syac.g_00064
OG0000975	Syak.g_01728	Syac.g_00063
OG0000976	Syak.g_01729	Syac.g_00062
OG0000977	Syak.g_01731	Syac.g_00059
OG0000978	Syak.g_01732	Syac.g_00058
OG0000979	Syak.g_01735	Syac.g_00055
OG0000980	Syak.g_01738	Syac.g_00052
OG0000981	Syak.g_01741	Syac.g_00049
OG0000982	Syak.g_01941	Syac.g_02354
OG0000983	Syak.g_01940	Syac.g_02355
OG0000984	Syak.g_01939	Syac.g_02356
OG0000985	Syak.g_01935	Syac.g_02359
OG0000986	Syak.g_01933	Syac.g_02363
OG0000987	Syak.g_01931	Syac.g_02365
OG0000988	Syak.g_01925	Syac.g_02370
OG0000989	Syak.g_01912	Syac.g_02379
OG0000990	Syak.g_01900	Syac.g_02397
OG0000991	Syak.g_01896	Syac.g_02400
OG0000992	Syak.g_01893	Syac.g_02402
OG0000993	Syak.g_01892	Syac.g_02403
OG0000994	Syak.g_01889	Syac.g_02405
OG0000995	Syak.g_01880	Syac.g_02410
OG0000996	Syak.g_01839	Syac.g_02454
OG0000997	Syak.g_01828	Syac.g_02464
OG0000998	Syak.g_01826	Syac.g_02466
OG0000999	Syak.g_01825	Syac.g_02467
OG0001000	Syak.g_01821	Syac.g_02470
OG0001001	Syak.g_01814	Syac.g_02475
OG0001002	Syak.g_01807	Syac.g_02481
OG0001003	Syak.g_01806	Syac.g_02483
OG0001004	Syak.g_01805	Syac.g_02484
OG0001005	Syak.g_01804	Syac.g_02485
OG0001006	Syak.g_01797	Syac.g_02492
OG0001007	Syak.g_01795	Syac.g_02494
OG0001008	Syak.g_01190	Syac.g_00693
OG0001009	Syak.g_01762	Syac.g_00030
OG0001010	Syak.g_01761	Syac.g_00031
OG0001011	Syak.g_01759	Syac.g_00032
OG0001012	Syak.g_01946	Syac.g_02351
OG0001013	Syak.g_01969	Syac.g_02337
OG0001014	Syak.g_01975	Syac.g_02333
OG0001015	Syak.g_01976	Syac.g_02332
OG0001016	Syak.g_02250	Syac.g_00446
OG0001017	Syak.g_02244	Syac.g_00440
OG0001018	Syak.g_02242	Syac.g_00438
OG0001019	Syak.g_02218	Syac.g_00422
OG0001020	Syak.g_02214	Syac.g_00417
OG0001021	Syak.g_02210	Syac.g_00413
OG0001022	Syak.g_02205	Syac.g_00410
OG0001023	Syak.g_02204	Syac.g_00409
OG0001024	Syak.g_02201	Syac.g_00405
OG0001025	Syak.g_02195	Syac.g_00399
OG0001026	Syak.g_02182	Syac.g_00386
OG0001027	Syak.g_02178	Syac.g_00380
OG0001028	Syak.g_02176	Syac.g_00378
OG0001029	Syak.g_02174	Syac.g_00376
OG0001030	Syak.g_02153	Syac.g_00356
OG0001031	Syak.g_02079	Syac.g_02266
OG0001032	Syak.g_02077	Syac.g_02268
OG0001033	Syak.g_02037	Syac.g_02298
OG0001034	Syak.g_02305	Syac.g_01968
OG0001036	Syak.g_01427	Syac.g_02221
OG0001037	Syak.g_01429	Syac.g_02223
OG0001038	Syak.g_01457	Syac.g_02251
OG0001039	Syak.g_01460	Syac.g_02254
OG0001040	Syak.g_01463	Syac.g_00292
OG0001041	Syak.g_01468	Syac.g_00287
OG0001042	Syak.g_01500	Syac.g_00258
OG0001043	Syak.g_01504	Syac.g_00254
OG0001044	Syak.g_01247	Syac.g_02021
OG0001045	Syak.g_01234	Syac.g_02008
OG0001046	Syak.g_00479	Syac.g_01207
OG0001047	Syak.g_01188	Syac.g_00695
OG0001048	Syak.g_01187	Syac.g_00696
OG0001049	Syak.g_01184	Syac.g_00703
OG0001050	Syak.g_01183	Syac.g_00704
OG0001051	Syak.g_01182	Syac.g_00705
OG0001052	Syak.g_01122	Syac.g_01704
OG0001053	Syak.g_02577	Syac.g_01901
OG0001054	Syak.g_02596	Syac.g_01884
OG0001055	Syak.g_02617	Syac.g_01863
OG0001056	Syak.g_02645	Syac.g_01831
OG0001057	Syak.g_00964	Syac.g_01825
OG0001058	Syak.g_02668	Syac.g_01810
OG0001060	Syak.g_02677	Syac.g_01799
OG0001061	Syak.g_02697	Syac.g_01779
OG0001062	Syak.g_02699	Syac.g_01777
OG0001063	Syak.g_02704	Syac.g_01773
OG0001064	Syak.g_02705	Syac.g_01772
OG0001065	Syak.g_02706	Syac.g_01771
OG0001066	Syak.g_02707	Syac.g_01770
OG0001067	Syak.g_02708	Syac.g_01769
OG0001068	Syak.g_02709	Syac.g_01768
OG0001069	Syak.g_02710	Syac.g_01767
OG0001070	Syak.g_02714	Syac.g_01764
OG0001071	Syak.g_02715	Syac.g_01763
OG0001072	Syak.g_02721	Syac.g_01758
OG0001074	Syak.g_00098	Syac.g_00945
OG0001075	Syak.g_02760	Syac.g_00946
OG0001076	Syak.g_00011	Syac.g_00956
OG0001077	Syak.g_00024	Syac.g_00967
OG0001078	Syak.g_00036	Syac.g_00980
OG0001079	Syak.g_00049	Syac.g_00993
OG0001080	Syak.g_00264	Syac.g_01092
OG0001081	Syak.g_00327	Syac.g_01432
OG0001082	Syak.g_00328	Syac.g_01431
OG0001083	Syak.g_00336	Syac.g_01424
OG0001084	Syak.g_00337	Syac.g_01423
OG0001085	Syak.g_00354	Syac.g_01412
OG0001086	Syak.g_00356	Syac.g_01410
OG0001087	Syak.g_00691	Syac.g_00923
OG0001088	Syak.g_00694	Syac.g_00920
OG0001089	Syak.g_00722	Syac.g_00896
OG0001090	Syak.g_00806	Syac.g_01286
OG0001091	Syak.g_00804	Syac.g_01284
OG0001092	Syak.g_00801	Syac.g_01282
OG0001093	Syak.g_00794	Syac.g_01276
OG0001094	Syak.g_00428	Syac.g_01347
OG0001095	Syak.g_00448	Syac.g_01326
OG0001096	Syak.g_00623	Syac.g_01310
OG0001097	Syak.g_00598	Syac.g_00834
OG0001098	Syak.g_00578	Syac.g_01096
OG0001099	Syak.g_02175	Syac.g_00377
OG0001100	Syak.g_00365	Syac.g_01402
OG0001101	Syak.g_00367	Syac.g_01401
OG0001102	Syak.g_00370	Syac.g_01398
OG0001103	Syak.g_00372	Syac.g_01395
OG0001104	Syak.g_00410	Syac.g_01364
OG0001105	Syak.g_00414	Syac.g_01360
OG0001106	Syak.g_00518	Syac.g_01166
OG0001107	Syak.g_00505	Syac.g_01180
OG0001108	Syak.g_00497	Syac.g_01188
OG0001109	Syak.g_00495	Syac.g_01190
OG0001110	Syak.g_00493	Syac.g_01192
OG0001111	Syak.g_00491	Syac.g_01194
OG0001112	Syak.g_00489	Syac.g_01196
OG0001113	Syak.g_00406	Syac.g_01197
OG0001114	Syak.g_00488	Syac.g_01198
OG0001115	Syak.g_00484	Syac.g_01202
OG0001116	Syak.g_00482	Syac.g_01204
OG0001117	Syak.g_00481	Syac.g_01205
OG0001118	Syak.g_00480	Syac.g_01206
OG0001119	Syak.g_00478	Syac.g_01208
OG0001120	Syak.g_00474	Syac.g_01213
OG0001121	Syak.g_00114	Syac.g_01949, Syac.g_01170
OG0001123	Syak.g_00650	Syac.g_01245
OG0001124	Syak.g_00652	Syac.g_01247
OG0001125	Syak.g_00654	Syac.g_01249
OG0001126	Syak.g_00757	Syac.g_00870
OG0001127	Syak.g_00756	Syac.g_00871
OG0001128	Syak.g_00753	Syac.g_00875
OG0001129	Syak.g_00751	Syac.g_00877
OG0001130	Syak.g_00750	Syac.g_00878
OG0001131	Syak.g_00389	Syac.g_01382
OG0001132	Syak.g_00120	Syac.g_01062
OG0001133	Syak.g_00014	Syac.g_00958
OG0001134	Syak.g_00273	Syac.g_01466
OG0001135	Syak.g_00274	Syac.g_01464
OG0001136	Syak.g_00901	Syac.g_00767
OG0001137	Syak.g_00876	Syac.g_00786
OG0001138	Syak.g_00839	Syac.g_01486
OG0001139	Syak.g_00837	Syac.g_01488
OG0001140	Syak.g_00836	Syac.g_01489
OG0001141	Syak.g_00835	Syac.g_01490
OG0001142	Syak.g_00834	Syac.g_01491
OG0001143	Syak.g_00826	Syac.g_01499
OG0001144	Syak.g_00815	Syac.g_01508
OG0001145	Syak.g_00922	Syac.g_00740
OG0001146	Syak.g_00943	Syac.g_00722
OG0001147	Syak.g_01113	Syac.g_01689
OG0001148	Syak.g_02563	Syac.g_01918
OG0001149	Syak.g_02562	Syac.g_01919
OG0001150	Syak.g_02561	Syac.g_01920
OG0001151	Syak.g_02548	Syac.g_01932
OG0001153	Syak.g_01084	Syac.g_01670
OG0001154	Syak.g_01085	Syac.g_01671
OG0001155	Syak.g_02480	Syac.g_00621
OG0001156	Syak.g_02477	Syac.g_00618
OG0001157	Syak.g_02476	Syac.g_00617
OG0001158	Syak.g_02475	Syac.g_00616
OG0001159	Syak.g_02474	Syac.g_00615
OG0001160	Syak.g_02437	Syac.g_00570
OG0001161	Syak.g_01906	Syac.g_02385
OG0001162	Syak.g_00959	Syac.g_01307
OG0001163	Syak.g_02429	Syac.g_00562
OG0001164	Syak.g_02423	Syac.g_00556
OG0001165	Syak.g_02418	Syac.g_00551
