Orthogroup	Syak	Praw
OG0000587	Syak.g_02756	Praw.g_00150
OG0000588	Syak.g_00004	Praw.g_00154
OG0000589	Syak.g_00008	Praw.g_00157
OG0000590	Syak.g_00009	Praw.g_00158
OG0000591	Syak.g_00017	Praw.g_00161
OG0000592	Syak.g_00018	Praw.g_00162
OG0000593	Syak.g_00031	Praw.g_00168
OG0000594	Syak.g_00032	Praw.g_00169
OG0000595	Syak.g_00033	Praw.g_01888
OG0000596	Syak.g_00038	Praw.g_01884
OG0000597	Syak.g_00041	Praw.g_01882
OG0000598	Syak.g_00042	Praw.g_01881
OG0000599	Syak.g_00045	Praw.g_01878
OG0000600	Syak.g_00046	Praw.g_01877
OG0000601	Syak.g_00047	Praw.g_01876
OG0000602	Syak.g_00053	Praw.g_01874
OG0000603	Syak.g_00054	Praw.g_01873
OG0000604	Syak.g_00056	Praw.g_01872
OG0000605	Syak.g_00259	Praw.g_01871
OG0000606	Syak.g_00326	Praw.g_01868
OG0000607	Syak.g_00329	Praw.g_01865
OG0000608	Syak.g_00330	Praw.g_01864
OG0000609	Syak.g_00332	Praw.g_01863
OG0000610	Syak.g_00347	Praw.g_01858
OG0000611	Syak.g_00350	Praw.g_01855
OG0000612	Syak.g_00351	Praw.g_01854
OG0000613	Syak.g_01525	Praw.g_01849
OG0000614	Syak.g_00705	Praw.g_01830
OG0000615	Syak.g_00393	Praw.g_01822
OG0000616	Syak.g_01810	Praw.g_01818
OG0000617	Syak.g_00799	Praw.g_01803
OG0000618	Syak.g_00798	Praw.g_01802
OG0000619	Syak.g_00797	Praw.g_01801
OG0000620	Syak.g_00779	Praw.g_01798
OG0000621	Syak.g_00780	Praw.g_01797
OG0000622	Syak.g_00781	Praw.g_01796
OG0000623	Syak.g_00782	Praw.g_01795
OG0000624	Syak.g_00784	Praw.g_01794
OG0000625	Syak.g_00785	Praw.g_01793
OG0000626	Syak.g_00786	Praw.g_01792
OG0000627	Syak.g_00561	Praw.g_01791
OG0000628	Syak.g_00560	Praw.g_01790
OG0000629	Syak.g_00556	Praw.g_01789
OG0000630	Syak.g_00552	Praw.g_01786
OG0000631	Syak.g_00545	Praw.g_01706
OG0000632	Syak.g_00544	Praw.g_01705
OG0000633	Syak.g_00542	Praw.g_01704
OG0000634	Syak.g_00430	Praw.g_01701
OG0000635	Syak.g_00431	Praw.g_01700
OG0000636	Syak.g_00433	Praw.g_01698
OG0000637	Syak.g_00435	Praw.g_01696
OG0000638	Syak.g_00436	Praw.g_01695
OG0000639	Syak.g_00437	Praw.g_01694
OG0000640	Syak.g_00438	Praw.g_01693
OG0000641	Syak.g_00442	Praw.g_01689
OG0000642	Syak.g_00443	Praw.g_01688
OG0000643	Syak.g_00444	Praw.g_01687
OG0000644	Syak.g_00445	Praw.g_01686
OG0000645	Syak.g_00447	Praw.g_01685
OG0000646	Syak.g_00450	Praw.g_01683
OG0000647	Syak.g_00452	Praw.g_01682
OG0000648	Syak.g_00456	Praw.g_01680
OG0000649	Syak.g_00457	Praw.g_01679
OG0000650	Syak.g_00458	Praw.g_01678
OG0000651	Syak.g_00459	Praw.g_01677
OG0000652	Syak.g_00460	Praw.g_01676
OG0000653	Syak.g_00462	Praw.g_01674
OG0000654	Syak.g_00625	Praw.g_01673
OG0000655	Syak.g_00624	Praw.g_01672
OG0000656	Syak.g_00621	Praw.g_01669
OG0000657	Syak.g_00609	Praw.g_01663
OG0000658	Syak.g_00606	Praw.g_01662
OG0000659	Syak.g_00605	Praw.g_01661
OG0000660	Syak.g_00601	Praw.g_01657
OG0000661	Syak.g_00599	Praw.g_01655
OG0000662	Syak.g_00597	Praw.g_01653
OG0000663	Syak.g_00594	Praw.g_01651
OG0000664	Syak.g_00593	Praw.g_01650
OG0000665	Syak.g_00086	Praw.g_01646
OG0000666	Syak.g_00078	Praw.g_01645
OG0000667	Syak.g_00340	Praw.g_01641
OG0000668	Syak.g_00643	Praw.g_01611
OG0000669	Syak.g_00363	Praw.g_01605
OG0000670	Syak.g_00366	Praw.g_01603
OG0000671	Syak.g_00368	Praw.g_01601
OG0000672	Syak.g_00371	Praw.g_01599
OG0000673	Syak.g_00374	Praw.g_01596
OG0000674	Syak.g_00376	Praw.g_01594
OG0000675	Syak.g_00377	Praw.g_01593
OG0000676	Syak.g_00379	Praw.g_01591
OG0000677	Syak.g_00380	Praw.g_01590
OG0000678	Syak.g_00386	Praw.g_01588
OG0000679	Syak.g_00397	Praw.g_01584
OG0000680	Syak.g_00398	Praw.g_01583
OG0000681	Syak.g_00401	Praw.g_01581
OG0000682	Syak.g_00402	Praw.g_01580
OG0000683	Syak.g_00403	Praw.g_01579
OG0000684	Syak.g_00409	Praw.g_01577
OG0000685	Syak.g_00411	Praw.g_01575
OG0000686	Syak.g_00412	Praw.g_01574
OG0000687	Syak.g_00413	Praw.g_01573
OG0000688	Syak.g_00418	Praw.g_01570
OG0000689	Syak.g_00421	Praw.g_01569
OG0000690	Syak.g_00422	Praw.g_01568
OG0000691	Syak.g_00423	Praw.g_01567
OG0000692	Syak.g_00424	Praw.g_01565
OG0000693	Syak.g_00426	Praw.g_01564
OG0000694	Syak.g_00427	Praw.g_01563
OG0000695	Syak.g_00540	Praw.g_01561
OG0000696	Syak.g_00539	Praw.g_01560
OG0000697	Syak.g_00538	Praw.g_01559
OG0000698	Syak.g_00535	Praw.g_01556
OG0000699	Syak.g_00534	Praw.g_01555
OG0000700	Syak.g_00533	Praw.g_01554
OG0000701	Syak.g_00532	Praw.g_01553
OG0000702	Syak.g_00522	Praw.g_01551
OG0000703	Syak.g_00521	Praw.g_01550
OG0000704	Syak.g_00519	Praw.g_01549
OG0000705	Syak.g_00511	Praw.g_01545
OG0000706	Syak.g_00510	Praw.g_01544
OG0000707	Syak.g_00509	Praw.g_01543
OG0000708	Syak.g_00506	Praw.g_01542
OG0000709	Syak.g_00498	Praw.g_01538
OG0000710	Syak.g_00494	Praw.g_01535
OG0000711	Syak.g_00466	Praw.g_01518
OG0000712	Syak.g_00464	Praw.g_01516
OG0000713	Syak.g_00463	Praw.g_01515
OG0000714	Syak.g_00629	Praw.g_01514
OG0000715	Syak.g_00631	Praw.g_01512
OG0000716	Syak.g_00635	Praw.g_01510
OG0000717	Syak.g_00636	Praw.g_01509
OG0000718	Syak.g_00640	Praw.g_01498
OG0000719	Syak.g_00642	Praw.g_01496
OG0000720	Syak.g_00655	Praw.g_01487
OG0000721	Syak.g_00657	Praw.g_01485
OG0000722	Syak.g_00658	Praw.g_01484
OG0000723	Syak.g_00790	Praw.g_01481
OG0000724	Syak.g_00749	Praw.g_01472
OG0000725	Syak.g_00731	Praw.g_01466
OG0000726	Syak.g_00730	Praw.g_01465
OG0000727	Syak.g_00729	Praw.g_01464
OG0000728	Syak.g_00727	Praw.g_01462
OG0000729	Syak.g_01683	Praw.g_01416
OG0000730	Syak.g_01248	Praw.g_00172
OG0000731	Syak.g_01237	Praw.g_00176
OG0000732	Syak.g_01739	Praw.g_00183
OG0000733	Syak.g_01905	Praw.g_00202
OG0000734	Syak.g_02184	Praw.g_00219
OG0000735	Syak.g_00914	Praw.g_00221
OG0000736	Syak.g_00913	Praw.g_00222
OG0000737	Syak.g_00912	Praw.g_00223
OG0000738	Syak.g_00907	Praw.g_00227
OG0000739	Syak.g_00906	Praw.g_00228
OG0000740	Syak.g_00905	Praw.g_00229
OG0000741	Syak.g_00902	Praw.g_00230
OG0000742	Syak.g_00899	Praw.g_00233
OG0000743	Syak.g_00897	Praw.g_00235
OG0000744	Syak.g_00896	Praw.g_00236
OG0000745	Syak.g_00894	Praw.g_00237
OG0000746	Syak.g_00892	Praw.g_00239
OG0000747	Syak.g_00891	Praw.g_00240
OG0000748	Syak.g_00875	Praw.g_00243
OG0000749	Syak.g_00874	Praw.g_00244
OG0000750	Syak.g_00873	Praw.g_00245
OG0000751	Syak.g_00862	Praw.g_00247
OG0000752	Syak.g_00860	Praw.g_00249
OG0000753	Syak.g_00857	Praw.g_00252
OG0000754	Syak.g_00852	Praw.g_00255
OG0000755	Syak.g_00841	Praw.g_00258
OG0000756	Syak.g_00840	Praw.g_00259
OG0000757	Syak.g_00833	Praw.g_00265
OG0000758	Syak.g_00832	Praw.g_00266
OG0000759	Syak.g_00831	Praw.g_00267
OG0000760	Syak.g_00830	Praw.g_00268
OG0000761	Syak.g_00829	Praw.g_00269
OG0000762	Syak.g_00827	Praw.g_00270
OG0000763	Syak.g_00825	Praw.g_00272
OG0000764	Syak.g_00824	Praw.g_00273
OG0000765	Syak.g_00669	Praw.g_00282
OG0000766	Syak.g_00670	Praw.g_00283
OG0000767	Syak.g_00672	Praw.g_00285
OG0000768	Syak.g_00673	Praw.g_00286
OG0000769	Syak.g_00675	Praw.g_00288
OG0000770	Syak.g_00678	Praw.g_00290
OG0000771	Syak.g_00755	Praw.g_00904
OG0000772	Syak.g_02048	Praw.g_00954
OG0000773	Syak.g_00921	Praw.g_00970
OG0000774	Syak.g_00926	Praw.g_00972
OG0000775	Syak.g_00929	Praw.g_00976
OG0000776	Syak.g_00930	Praw.g_00977
OG0000777	Syak.g_00931	Praw.g_00978
OG0000778	Syak.g_00932	Praw.g_00979
OG0000779	Syak.g_00938	Praw.g_00983
OG0000780	Syak.g_00942	Praw.g_00984
OG0000781	Syak.g_00946	Praw.g_00987
OG0000782	Syak.g_00947	Praw.g_00988
OG0000783	Syak.g_00948	Praw.g_00989
OG0000784	Syak.g_00949	Praw.g_00990
OG0000785	Syak.g_00951	Praw.g_00992
OG0000786	Syak.g_00956	Praw.g_00994
OG0000787	Syak.g_00957	Praw.g_00995
OG0000788	Syak.g_00048	Praw.g_01002
OG0000789	Syak.g_00085	Praw.g_01006
OG0000790	Syak.g_02560	Praw.g_01021
OG0000791	Syak.g_02558	Praw.g_01023
OG0000792	Syak.g_02557	Praw.g_01024
OG0000793	Syak.g_02552	Praw.g_01027
OG0000794	Syak.g_02551	Praw.g_01028
OG0000795	Syak.g_02550	Praw.g_01029
OG0000796	Syak.g_02547	Praw.g_01033
OG0000797	Syak.g_02546	Praw.g_01034
OG0000798	Syak.g_01456	Praw.g_01057
OG0000799	Syak.g_00981	Praw.g_01101
OG0000800	Syak.g_00989	Praw.g_01100
OG0000801	Syak.g_00990	Praw.g_01099
OG0000802	Syak.g_00995	Praw.g_01097
OG0000803	Syak.g_01021	Praw.g_01095
OG0000804	Syak.g_01026	Praw.g_01094
OG0000805	Syak.g_01029	Praw.g_01092
OG0000806	Syak.g_01031	Praw.g_01090
OG0000807	Syak.g_01033	Praw.g_01089
OG0000808	Syak.g_01034	Praw.g_01088
OG0000809	Syak.g_01038	Praw.g_01085
OG0000810	Syak.g_01039	Praw.g_01084
OG0000811	Syak.g_01045	Praw.g_01077
OG0000812	Syak.g_01047	Praw.g_01075
OG0000813	Syak.g_01048	Praw.g_00343
OG0000814	Syak.g_01051	Praw.g_00345
OG0000815	Syak.g_01053	Praw.g_00346
OG0000816	Syak.g_01055	Praw.g_00348
OG0000817	Syak.g_01056	Praw.g_00349
OG0000818	Syak.g_01060	Praw.g_00354
OG0000819	Syak.g_01064	Praw.g_00355
OG0000820	Syak.g_01065	Praw.g_00356
OG0000821	Syak.g_01071	Praw.g_00359
OG0000822	Syak.g_01073	Praw.g_00360
OG0000823	Syak.g_01074	Praw.g_00361
OG0000824	Syak.g_01080	Praw.g_00364
OG0000825	Syak.g_01081	Praw.g_00365
OG0000826	Syak.g_01082	Praw.g_00366
OG0000827	Syak.g_01083	Praw.g_00367
OG0000828	Syak.g_01086	Praw.g_00371
OG0000829	Syak.g_01087	Praw.g_00372
OG0000830	Syak.g_01088	Praw.g_00373
OG0000831	Syak.g_01091	Praw.g_00375
OG0000832	Syak.g_02482	Praw.g_00381
OG0000833	Syak.g_02473	Praw.g_00389
OG0000834	Syak.g_02470	Praw.g_00390
OG0000835	Syak.g_02469	Praw.g_00391
OG0000836	Syak.g_02466	Praw.g_00392
OG0000837	Syak.g_02465	Praw.g_00393
OG0000838	Syak.g_02461	Praw.g_00395
OG0000839	Syak.g_02460	Praw.g_00396
OG0000840	Syak.g_02459	Praw.g_00397
OG0000841	Syak.g_02458	Praw.g_00398
OG0000842	Syak.g_02457	Praw.g_00399
OG0000843	Syak.g_02456	Praw.g_00400
OG0000844	Syak.g_02454	Praw.g_00401
OG0000845	Syak.g_02453	Praw.g_00402
OG0000846	Syak.g_02452	Praw.g_00403
OG0000847	Syak.g_02451	Praw.g_00404
OG0000848	Syak.g_02449	Praw.g_00405
OG0000849	Syak.g_02448	Praw.g_00406
OG0000850	Syak.g_02445	Praw.g_00408
OG0000851	Syak.g_02440	Praw.g_00409
OG0000852	Syak.g_02439	Praw.g_00410
OG0000853	Syak.g_02435	Praw.g_00414
OG0000854	Syak.g_02433	Praw.g_00416
OG0000855	Syak.g_02432	Praw.g_00417
OG0000856	Syak.g_00021	Praw.g_00430
OG0000857	Syak.g_00451	Praw.g_00458
OG0000858	Syak.g_02426	Praw.g_00509
OG0000859	Syak.g_02425	Praw.g_00510
OG0000860	Syak.g_02414	Praw.g_00517
OG0000861	Syak.g_02413	Praw.g_00518
OG0000862	Syak.g_02412	Praw.g_00519
OG0000863	Syak.g_02409	Praw.g_00521
OG0000864	Syak.g_02408	Praw.g_00522
OG0000865	Syak.g_02407	Praw.g_00523
OG0000866	Syak.g_02406	Praw.g_00524
OG0000867	Syak.g_02405	Praw.g_00525
OG0000868	Syak.g_02402	Praw.g_00526
OG0000869	Syak.g_02398	Praw.g_00530
OG0000870	Syak.g_02393	Praw.g_00535
OG0000871	Syak.g_02392	Praw.g_00536
OG0000872	Syak.g_02386	Praw.g_00537
OG0000873	Syak.g_02383	Praw.g_00540
OG0000874	Syak.g_02379	Praw.g_00543
OG0000875	Syak.g_02377	Praw.g_00544
OG0000876	Syak.g_02375	Praw.g_00545
OG0000877	Syak.g_02372	Praw.g_00547
OG0000878	Syak.g_02371	Praw.g_00548
OG0000879	Syak.g_02370	Praw.g_00549
OG0000880	Syak.g_02369	Praw.g_00550
OG0000881	Syak.g_02363	Praw.g_00554
OG0000882	Syak.g_02358	Praw.g_00559
OG0000883	Syak.g_02355	Praw.g_00561
OG0000884	Syak.g_02353	Praw.g_00563
OG0000885	Syak.g_02352	Praw.g_00564
OG0000886	Syak.g_02351	Praw.g_00565
OG0000887	Syak.g_02350	Praw.g_00566
OG0000888	Syak.g_02348	Praw.g_00568
OG0000889	Syak.g_02346	Praw.g_00570
OG0000890	Syak.g_02334	Praw.g_00571
OG0000891	Syak.g_02333	Praw.g_00572
OG0000892	Syak.g_02329	Praw.g_01921
OG0000893	Syak.g_01393	Praw.g_01917
OG0000894	Syak.g_01390	Praw.g_01915
OG0000895	Syak.g_01386	Praw.g_01912
OG0000896	Syak.g_01385	Praw.g_01911
OG0000897	Syak.g_01383	Praw.g_01909
OG0000898	Syak.g_01382	Praw.g_01908
OG0000899	Syak.g_01381	Praw.g_01907
OG0000900	Syak.g_01380	Praw.g_01906
OG0000901	Syak.g_01375	Praw.g_01903
OG0000902	Syak.g_01368	Praw.g_01901
OG0000903	Syak.g_01353	Praw.g_01898
OG0000904	Syak.g_01358	Praw.g_01896
OG0000905	Syak.g_01363	Praw.g_01892
OG0000906	Syak.g_01366	Praw.g_01891
OG0000907	Syak.g_01351	Praw.g_00138
OG0000908	Syak.g_01348	Praw.g_00135
OG0000909	Syak.g_01347	Praw.g_00134
OG0000910	Syak.g_01346	Praw.g_00133
OG0000911	Syak.g_01344	Praw.g_00131
OG0000912	Syak.g_01343	Praw.g_00130
OG0000913	Syak.g_01342	Praw.g_00129
OG0000914	Syak.g_01341	Praw.g_00128
OG0000915	Syak.g_01339	Praw.g_00127
OG0000916	Syak.g_01338	Praw.g_00126
OG0000917	Syak.g_01337	Praw.g_00125
OG0000918	Syak.g_01336	Praw.g_00124
OG0000919	Syak.g_01335	Praw.g_00123
OG0000920	Syak.g_01334	Praw.g_00122
OG0000921	Syak.g_01333	Praw.g_00121
OG0000922	Syak.g_01332	Praw.g_00120
OG0000923	Syak.g_01328	Praw.g_00116
OG0000924	Syak.g_01327	Praw.g_00115
OG0000925	Syak.g_01326	Praw.g_00114
OG0000926	Syak.g_01325	Praw.g_00113
OG0000927	Syak.g_01323	Praw.g_00111
OG0000928	Syak.g_01322	Praw.g_00110
OG0000929	Syak.g_01321	Praw.g_00109
OG0000930	Syak.g_01320	Praw.g_00108
OG0000931	Syak.g_01319	Praw.g_00107
OG0000932	Syak.g_01318	Praw.g_00106
OG0000933	Syak.g_01312	Praw.g_00102
OG0000934	Syak.g_01310	Praw.g_00100
OG0000935	Syak.g_01309	Praw.g_00099
OG0000936	Syak.g_01308	Praw.g_00098
OG0000937	Syak.g_01307	Praw.g_00097
OG0000938	Syak.g_01304	Praw.g_00095
OG0000939	Syak.g_01303	Praw.g_00094
OG0000940	Syak.g_01297	Praw.g_00087
OG0000941	Syak.g_01295	Praw.g_00085
OG0000942	Syak.g_01293	Praw.g_00083
OG0000943	Syak.g_01292	Praw.g_00082
OG0000944	Syak.g_01290	Praw.g_00081
OG0000945	Syak.g_01288	Praw.g_00080
OG0000946	Syak.g_01283	Praw.g_00076
OG0000947	Syak.g_01280	Praw.g_00074
OG0000948	Syak.g_01279	Praw.g_00073
OG0000949	Syak.g_01551	Praw.g_00070
OG0000950	Syak.g_01562	Praw.g_00065
OG0000951	Syak.g_01569	Praw.g_00061
OG0000952	Syak.g_01574	Praw.g_00057
OG0000953	Syak.g_01627	Praw.g_00054
OG0000954	Syak.g_01633	Praw.g_00050
OG0000955	Syak.g_01634	Praw.g_00049
OG0000956	Syak.g_01636	Praw.g_00047
OG0000957	Syak.g_01648	Praw.g_00041
OG0000958	Syak.g_01649	Praw.g_00040
OG0000959	Syak.g_01653	Praw.g_00036
OG0000960	Syak.g_01654	Praw.g_00035
OG0000961	Syak.g_01679	Praw.g_00033
OG0000962	Syak.g_01682	Praw.g_00031
OG0000963	Syak.g_01687	Praw.g_00027
OG0000964	Syak.g_01688	Praw.g_00026
OG0000965	Syak.g_01689	Praw.g_00025
OG0000966	Syak.g_01711	Praw.g_00018
OG0000967	Syak.g_01715	Praw.g_00014
OG0000968	Syak.g_01719	Praw.g_00012
OG0000969	Syak.g_01721	Praw.g_00011
OG0000970	Syak.g_01722	Praw.g_00010
OG0000971	Syak.g_01724	Praw.g_00009
OG0000972	Syak.g_01725	Praw.g_00008
OG0000973	Syak.g_01726	Praw.g_00007
OG0000974	Syak.g_01727	Praw.g_00006
OG0000975	Syak.g_01728	Praw.g_00005
OG0000976	Syak.g_01729	Praw.g_00004
OG0000977	Syak.g_01731	Praw.g_00003
OG0000978	Syak.g_01732	Praw.g_00002
OG0000979	Syak.g_01735	Praw.g_01192
OG0000980	Syak.g_01738	Praw.g_01190
OG0000981	Syak.g_01741	Praw.g_01188
OG0000982	Syak.g_01941	Praw.g_01186
OG0000983	Syak.g_01940	Praw.g_01185
OG0000984	Syak.g_01939	Praw.g_01184
OG0000985	Syak.g_01935	Praw.g_01181
OG0000986	Syak.g_01933	Praw.g_01179
OG0000987	Syak.g_01931	Praw.g_01178
OG0000988	Syak.g_01925	Praw.g_01175
OG0000989	Syak.g_01912	Praw.g_01171
OG0000990	Syak.g_01900	Praw.g_01168
OG0000991	Syak.g_01896	Praw.g_01167
OG0000992	Syak.g_01893	Praw.g_01165
OG0000993	Syak.g_01892	Praw.g_01164
OG0000994	Syak.g_01889	Praw.g_01163
OG0000995	Syak.g_01880	Praw.g_01159
OG0000996	Syak.g_01839	Praw.g_01158
OG0000997	Syak.g_01828	Praw.g_01157
OG0000998	Syak.g_01826	Praw.g_01155
OG0000999	Syak.g_01825	Praw.g_01154
OG0001000	Syak.g_01821	Praw.g_01151
OG0001001	Syak.g_01814	Praw.g_01149
OG0001002	Syak.g_01807	Praw.g_01145
OG0001003	Syak.g_01806	Praw.g_01144
OG0001004	Syak.g_01805	Praw.g_01143
OG0001005	Syak.g_01804	Praw.g_01142
OG0001006	Syak.g_01797	Praw.g_01138
OG0001007	Syak.g_01795	Praw.g_01136
OG0001008	Syak.g_01190	Praw.g_00710
OG0001009	Syak.g_01762	Praw.g_01401
OG0001010	Syak.g_01761	Praw.g_01400
OG0001011	Syak.g_01759	Praw.g_01399
OG0001012	Syak.g_01946	Praw.g_01385
OG0001013	Syak.g_01969	Praw.g_01380
OG0001014	Syak.g_01975	Praw.g_01377
OG0001015	Syak.g_01976	Praw.g_01376
OG0001016	Syak.g_02250	Praw.g_01361
OG0001017	Syak.g_02244	Praw.g_01357
OG0001018	Syak.g_02242	Praw.g_01354
OG0001019	Syak.g_02218	Praw.g_01345
OG0001020	Syak.g_02214	Praw.g_01344
OG0001021	Syak.g_02210	Praw.g_01343
OG0001022	Syak.g_02205	Praw.g_01341
OG0001023	Syak.g_02204	Praw.g_01340
OG0001024	Syak.g_02201	Praw.g_01337
OG0001025	Syak.g_02195	Praw.g_01331
OG0001026	Syak.g_02182	Praw.g_01324
OG0001027	Syak.g_02178	Praw.g_01323
OG0001028	Syak.g_02176	Praw.g_01321
OG0001029	Syak.g_02174	Praw.g_01320
OG0001030	Syak.g_02153	Praw.g_01305
OG0001031	Syak.g_02079	Praw.g_01249
OG0001032	Syak.g_02077	Praw.g_01248
OG0001033	Syak.g_02037	Praw.g_01227
OG0001034	Syak.g_02305	Praw.g_01199
OG0001035	Syak.g_01422	Praw.g_00879
OG0001036	Syak.g_01427	Praw.g_00875
OG0001037	Syak.g_01429	Praw.g_00874
OG0001038	Syak.g_01457	Praw.g_00856
OG0001039	Syak.g_01460	Praw.g_00853
OG0001040	Syak.g_01463	Praw.g_00851
OG0001041	Syak.g_01468	Praw.g_00847
OG0001042	Syak.g_01500	Praw.g_00830
OG0001043	Syak.g_01504	Praw.g_00829
OG0001044	Syak.g_01247	Praw.g_00797
OG0001045	Syak.g_01234	Praw.g_00789
OG0001046	Syak.g_00479	Praw.g_00754
OG0001047	Syak.g_01188	Praw.g_00708
OG0001048	Syak.g_01187	Praw.g_00707
OG0001049	Syak.g_01184	Praw.g_00705
OG0001050	Syak.g_01183	Praw.g_00704
OG0001051	Syak.g_01182	Praw.g_00703
OG0001052	Syak.g_01122	Praw.g_00676
OG0001053	Syak.g_02577	Praw.g_00665
OG0001054	Syak.g_02596	Praw.g_00650
OG0001055	Syak.g_02617	Praw.g_00631
OG0001056	Syak.g_02645	Praw.g_00612
OG0001057	Syak.g_00964	Praw.g_00607
OG0001058	Syak.g_02668	Praw.g_00599
OG0001060	Syak.g_02677	Praw.g_00588
OG0001061	Syak.g_02697	Praw.g_00575
OG0001062	Syak.g_02699	Praw.g_01923
OG0001063	Syak.g_02704	Praw.g_01925
OG0001064	Syak.g_02705	Praw.g_01926
OG0001065	Syak.g_02706	Praw.g_01927
OG0001066	Syak.g_02707	Praw.g_01928
OG0001067	Syak.g_02708	Praw.g_01929
OG0001068	Syak.g_02709	Praw.g_01930
OG0001069	Syak.g_02710	Praw.g_01931
OG0001070	Syak.g_02714	Praw.g_01934
OG0001071	Syak.g_02715	Praw.g_01935
OG0001073	Syak.g_02736	Praw.g_00140
OG0001074	Syak.g_00098	Praw.g_00151
OG0001075	Syak.g_02760	Praw.g_00152
OG0001076	Syak.g_00011	Praw.g_00160
OG0001077	Syak.g_00024	Praw.g_00164
OG0001078	Syak.g_00036	Praw.g_01886
OG0001079	Syak.g_00049	Praw.g_01875
OG0001080	Syak.g_00264	Praw.g_01869
OG0001081	Syak.g_00327	Praw.g_01867
OG0001082	Syak.g_00328	Praw.g_01866
OG0001083	Syak.g_00336	Praw.g_01861
OG0001084	Syak.g_00337	Praw.g_01860
OG0001085	Syak.g_00354	Praw.g_01852
OG0001086	Syak.g_00356	Praw.g_01851
OG0001087	Syak.g_00691	Praw.g_01834
OG0001088	Syak.g_00694	Praw.g_01833
OG0001089	Syak.g_00722	Praw.g_01825
OG0001090	Syak.g_00806	Praw.g_01808
OG0001091	Syak.g_00804	Praw.g_01806
OG0001092	Syak.g_00801	Praw.g_01805
OG0001093	Syak.g_00794	Praw.g_01800
OG0001094	Syak.g_00428	Praw.g_01703
OG0001095	Syak.g_00448	Praw.g_01684
OG0001096	Syak.g_00623	Praw.g_01671
OG0001097	Syak.g_00598	Praw.g_01654
OG0001098	Syak.g_00578	Praw.g_01639
OG0001099	Syak.g_02175	Praw.g_01608
OG0001100	Syak.g_00365	Praw.g_01604
OG0001101	Syak.g_00367	Praw.g_01602
OG0001102	Syak.g_00370	Praw.g_01600
OG0001103	Syak.g_00372	Praw.g_01598
OG0001104	Syak.g_00410	Praw.g_01576
OG0001105	Syak.g_00414	Praw.g_01572
OG0001106	Syak.g_00518	Praw.g_01548
OG0001107	Syak.g_00505	Praw.g_01541
OG0001108	Syak.g_00497	Praw.g_01537
OG0001109	Syak.g_00495	Praw.g_01536
OG0001110	Syak.g_00493	Praw.g_01534
OG0001111	Syak.g_00491	Praw.g_01533
OG0001112	Syak.g_00489	Praw.g_01532
OG0001113	Syak.g_00406	Praw.g_01531
OG0001114	Syak.g_00488	Praw.g_01530
OG0001115	Syak.g_00484	Praw.g_01528
OG0001116	Syak.g_00482	Praw.g_01527
OG0001117	Syak.g_00481	Praw.g_01526
OG0001118	Syak.g_00480	Praw.g_01525
OG0001119	Syak.g_00478	Praw.g_01524
OG0001120	Syak.g_00474	Praw.g_01522
OG0001121	Syak.g_00114	Praw.g_00199, Praw.g_01519
OG0001123	Syak.g_00650	Praw.g_01491
OG0001124	Syak.g_00652	Praw.g_01489
OG0001125	Syak.g_00654	Praw.g_01488
OG0001126	Syak.g_00757	Praw.g_01478
OG0001127	Syak.g_00756	Praw.g_01477
OG0001128	Syak.g_00753	Praw.g_01475
OG0001129	Syak.g_00751	Praw.g_01474
OG0001130	Syak.g_00750	Praw.g_01473
OG0001131	Syak.g_00389	Praw.g_01437
OG0001132	Syak.g_00120	Praw.g_01427
OG0001133	Syak.g_00014	Praw.g_00187
OG0001134	Syak.g_00273	Praw.g_00201
OG0001135	Syak.g_00274	Praw.g_00204
OG0001136	Syak.g_00901	Praw.g_00231
OG0001137	Syak.g_00876	Praw.g_00242
OG0001138	Syak.g_00839	Praw.g_00260
OG0001139	Syak.g_00837	Praw.g_00261
OG0001140	Syak.g_00836	Praw.g_00262
OG0001141	Syak.g_00835	Praw.g_00263
OG0001142	Syak.g_00834	Praw.g_00264
OG0001143	Syak.g_00826	Praw.g_00271
OG0001144	Syak.g_00815	Praw.g_00276
OG0001145	Syak.g_00922	Praw.g_00971
OG0001146	Syak.g_00943	Praw.g_00985
OG0001147	Syak.g_01113	Praw.g_01001
OG0001148	Syak.g_02563	Praw.g_01018
OG0001149	Syak.g_02562	Praw.g_01019
OG0001150	Syak.g_02561	Praw.g_01020
OG0001151	Syak.g_02548	Praw.g_01031
OG0001153	Syak.g_01084	Praw.g_00368
OG0001154	Syak.g_01085	Praw.g_00370
OG0001155	Syak.g_02480	Praw.g_00382
OG0001156	Syak.g_02477	Praw.g_00385
OG0001157	Syak.g_02476	Praw.g_00386
OG0001158	Syak.g_02475	Praw.g_00387
OG0001159	Syak.g_02474	Praw.g_00388
OG0001160	Syak.g_02437	Praw.g_00412
OG0001161	Syak.g_01906	Praw.g_00423
OG0001162	Syak.g_00959	Praw.g_00434
OG0001163	Syak.g_02429	Praw.g_00507
OG0001164	Syak.g_02423	Praw.g_00511
OG0001165	Syak.g_02418	Praw.g_00514
OG0001166	Syak.g_02394	Praw.g_00534
OG0001167	Syak.g_02366	Praw.g_00551
OG0001168	Syak.g_02364	Praw.g_00553
OG0001169	Syak.g_02362	Praw.g_00555
OG0001170	Syak.g_02360	Praw.g_00557
OG0001171	Syak.g_02349	Praw.g_00567
OG0001172	Syak.g_01388	Praw.g_01914
