Orthogroup	Syak	Syas
OG0000596	Syak.g_00038	Syas.g_00743
OG0000597	Syak.g_00041	Syas.g_00740
OG0000598	Syak.g_00042	Syas.g_00739
OG0000599	Syak.g_00045	Syas.g_00732
OG0000600	Syak.g_00046	Syas.g_00731
OG0000601	Syak.g_00047	Syas.g_00730
OG0000602	Syak.g_00053	Syas.g_00725
OG0000603	Syak.g_00054	Syas.g_00724
OG0000604	Syak.g_00056	Syas.g_00721
OG0000605	Syak.g_00259	Syas.g_00719
OG0000606	Syak.g_00326	Syas.g_00716
OG0000607	Syak.g_00329	Syas.g_00713
OG0000608	Syak.g_00330	Syas.g_00712
OG0000609	Syak.g_00332	Syas.g_00710
OG0000610	Syak.g_00347	Syas.g_00702
OG0000611	Syak.g_00350	Syas.g_00699
OG0000612	Syak.g_00351	Syas.g_00698
OG0000613	Syak.g_01525	Syas.g_01825
OG0000614	Syak.g_00705	Syas.g_01044
OG0000615	Syak.g_00393	Syas.g_00650
OG0000616	Syak.g_01810	Syas.g_02011
OG0000617	Syak.g_00799	Syas.g_00180
OG0000618	Syak.g_00798	Syas.g_00181
OG0000619	Syak.g_00797	Syas.g_00182
OG0000620	Syak.g_00779	Syas.g_00188
OG0000621	Syak.g_00780	Syas.g_00189
OG0000622	Syak.g_00781	Syas.g_00190
OG0000623	Syak.g_00782	Syas.g_00191
OG0000624	Syak.g_00784	Syas.g_00192
OG0000625	Syak.g_00785	Syas.g_00193
OG0000626	Syak.g_00786	Syas.g_00194
OG0000627	Syak.g_00561	Syas.g_00372
OG0000628	Syak.g_00560	Syas.g_00373
OG0000629	Syak.g_00556	Syas.g_00376
OG0000630	Syak.g_00552	Syas.g_00397
OG0000631	Syak.g_00545	Syas.g_00405
OG0000632	Syak.g_00544	Syas.g_00406
OG0000633	Syak.g_00542	Syas.g_00407
OG0000634	Syak.g_00430	Syas.g_00600
OG0000635	Syak.g_00431	Syas.g_00599
OG0000636	Syak.g_00433	Syas.g_00597
OG0000637	Syak.g_00435	Syas.g_00595
OG0000638	Syak.g_00436	Syas.g_00594
OG0000639	Syak.g_00437	Syas.g_00593
OG0000640	Syak.g_00438	Syas.g_00592
OG0000641	Syak.g_00442	Syas.g_00587
OG0000642	Syak.g_00443	Syas.g_00586
OG0000643	Syak.g_00444	Syas.g_00585
OG0000644	Syak.g_00445	Syas.g_00584
OG0000645	Syak.g_00447	Syas.g_00583
OG0000646	Syak.g_00450	Syas.g_00580
OG0000647	Syak.g_00452	Syas.g_00578
OG0000648	Syak.g_00456	Syas.g_00576
OG0000649	Syak.g_00457	Syas.g_00575
OG0000650	Syak.g_00458	Syas.g_00574
OG0000651	Syak.g_00459	Syas.g_00573
OG0000652	Syak.g_00460	Syas.g_00572
OG0000653	Syak.g_00462	Syas.g_00570
OG0000654	Syak.g_00625	Syas.g_00569
OG0000655	Syak.g_00624	Syas.g_00568
OG0000656	Syak.g_00621	Syas.g_00565
OG0000657	Syak.g_00609	Syas.g_00232
OG0000658	Syak.g_00606	Syas.g_00235
OG0000659	Syak.g_00605	Syas.g_00236
OG0000660	Syak.g_00601	Syas.g_00240
OG0000661	Syak.g_00599	Syas.g_00242
OG0000662	Syak.g_00597	Syas.g_00281
OG0000663	Syak.g_00594	Syas.g_00284
OG0000664	Syak.g_00593	Syas.g_00287
OG0000665	Syak.g_00086	Syas.g_00385
OG0000666	Syak.g_00078	Syas.g_01362
OG0000667	Syak.g_00340	Syas.g_00088
OG0000668	Syak.g_00643	Syas.g_00221
OG0000669	Syak.g_00363	Syas.g_00684
OG0000670	Syak.g_00366	Syas.g_00681
OG0000671	Syak.g_00368	Syas.g_00679
OG0000672	Syak.g_00371	Syas.g_00676
OG0000673	Syak.g_00374	Syas.g_00673
OG0000674	Syak.g_00376	Syas.g_00671
OG0000675	Syak.g_00377	Syas.g_00670
OG0000676	Syak.g_00379	Syas.g_00668
OG0000677	Syak.g_00380	Syas.g_00667
OG0000678	Syak.g_00386	Syas.g_00660
OG0000679	Syak.g_00397	Syas.g_00629
OG0000680	Syak.g_00398	Syas.g_00628
OG0000681	Syak.g_00401	Syas.g_00625
OG0000682	Syak.g_00402	Syas.g_00624
OG0000683	Syak.g_00403	Syas.g_00623
OG0000684	Syak.g_00409	Syas.g_00621
OG0000685	Syak.g_00411	Syas.g_00187
OG0000686	Syak.g_00412	Syas.g_00619
OG0000687	Syak.g_00413	Syas.g_00618
OG0000688	Syak.g_00418	Syas.g_00612
OG0000689	Syak.g_00421	Syas.g_00610
OG0000690	Syak.g_00422	Syas.g_00609
OG0000691	Syak.g_00423	Syas.g_00608
OG0000692	Syak.g_00424	Syas.g_00606
OG0000693	Syak.g_00426	Syas.g_00604
OG0000694	Syak.g_00427	Syas.g_00603
OG0000695	Syak.g_00540	Syas.g_00410
OG0000696	Syak.g_00539	Syas.g_00411
OG0000697	Syak.g_00538	Syas.g_00413
OG0000698	Syak.g_00535	Syas.g_00417
OG0000699	Syak.g_00534	Syas.g_00419
OG0000700	Syak.g_00533	Syas.g_00420
OG0000701	Syak.g_00532	Syas.g_00421
OG0000702	Syak.g_00522	Syas.g_00437
OG0000703	Syak.g_00521	Syas.g_00438
OG0000704	Syak.g_00519	Syas.g_00446
OG0000705	Syak.g_00511	Syas.g_00453
OG0000706	Syak.g_00510	Syas.g_00454
OG0000707	Syak.g_00509	Syas.g_00455
OG0000708	Syak.g_00506	Syas.g_00458
OG0000709	Syak.g_00498	Syas.g_00466
OG0000710	Syak.g_00494	Syas.g_00497
OG0000711	Syak.g_00466	Syas.g_00546
OG0000712	Syak.g_00464	Syas.g_00548
OG0000713	Syak.g_00463	Syas.g_00549
OG0000714	Syak.g_00629	Syas.g_00551
OG0000715	Syak.g_00631	Syas.g_00553
OG0000716	Syak.g_00635	Syas.g_00556
OG0000717	Syak.g_00636	Syas.g_00557
OG0000718	Syak.g_00640	Syas.g_00561
OG0000719	Syak.g_00642	Syas.g_00223
OG0000720	Syak.g_00655	Syas.g_00209
OG0000721	Syak.g_00657	Syas.g_00207
OG0000722	Syak.g_00658	Syas.g_00206
OG0000723	Syak.g_00790	Syas.g_00196
OG0000724	Syak.g_00749	Syas.g_00999
OG0000725	Syak.g_00731	Syas.g_01024
OG0000726	Syak.g_00730	Syas.g_01025
OG0000727	Syak.g_00729	Syas.g_01026
OG0000728	Syak.g_00727	Syas.g_01028
OG0000729	Syak.g_01683	Syas.g_02145
OG0000730	Syak.g_01248	Syas.g_01544
OG0000731	Syak.g_01237	Syas.g_01532
OG0000732	Syak.g_01739	Syas.g_02086
OG0000733	Syak.g_01905	Syas.g_00096
OG0000734	Syak.g_02184	Syas.g_02414
OG0000735	Syak.g_00914	Syas.g_01201
OG0000736	Syak.g_00913	Syas.g_01200
OG0000737	Syak.g_00912	Syas.g_01199
OG0000738	Syak.g_00907	Syas.g_01193
OG0000739	Syak.g_00906	Syas.g_01192
OG0000740	Syak.g_00905	Syas.g_01191
OG0000741	Syak.g_00902	Syas.g_01188
OG0000742	Syak.g_00899	Syas.g_01185
OG0000743	Syak.g_00897	Syas.g_01182
OG0000744	Syak.g_00896	Syas.g_01181
OG0000745	Syak.g_00894	Syas.g_01178
OG0000746	Syak.g_00892	Syas.g_01176
OG0000747	Syak.g_00891	Syas.g_01174
OG0000748	Syak.g_00875	Syas.g_01146
OG0000749	Syak.g_00874	Syas.g_01144
OG0000750	Syak.g_00873	Syas.g_01143
OG0000751	Syak.g_00862	Syas.g_01138
OG0000752	Syak.g_00860	Syas.g_01136
OG0000753	Syak.g_00857	Syas.g_01133
OG0000754	Syak.g_00852	Syas.g_01128
OG0000755	Syak.g_00841	Syas.g_01117
OG0000756	Syak.g_00840	Syas.g_01116
OG0000757	Syak.g_00833	Syas.g_01108
OG0000758	Syak.g_00832	Syas.g_01107
OG0000759	Syak.g_00831	Syas.g_01106
OG0000760	Syak.g_00830	Syas.g_01105
OG0000761	Syak.g_00829	Syas.g_01104
OG0000762	Syak.g_00827	Syas.g_01102
OG0000763	Syak.g_00825	Syas.g_01091
OG0000764	Syak.g_00824	Syas.g_01090
OG0000765	Syak.g_00669	Syas.g_01076
OG0000766	Syak.g_00670	Syas.g_01075
OG0000767	Syak.g_00672	Syas.g_01073
OG0000768	Syak.g_00673	Syas.g_01072
OG0000769	Syak.g_00675	Syas.g_01070
OG0000770	Syak.g_00678	Syas.g_01067
OG0000771	Syak.g_00755	Syas.g_00993
OG0000772	Syak.g_02048	Syas.g_01461
OG0000773	Syak.g_00921	Syas.g_00002
OG0000774	Syak.g_00926	Syas.g_02862
OG0000775	Syak.g_00929	Syas.g_02860
OG0000776	Syak.g_00930	Syas.g_02859
OG0000777	Syak.g_00931	Syas.g_02858
OG0000778	Syak.g_00932	Syas.g_02857
OG0000779	Syak.g_00938	Syas.g_02852
OG0000780	Syak.g_00942	Syas.g_02847
OG0000781	Syak.g_00946	Syas.g_02842
OG0000782	Syak.g_00947	Syas.g_02841
OG0000783	Syak.g_00948	Syas.g_02840
OG0000784	Syak.g_00949	Syas.g_02839
OG0000785	Syak.g_00951	Syas.g_02837
OG0000786	Syak.g_00956	Syas.g_02833
OG0000787	Syak.g_00957	Syas.g_02832
OG0000788	Syak.g_00048	Syas.g_00782
OG0000789	Syak.g_00085	Syas.g_01507
OG0000790	Syak.g_02560	Syas.g_01266
OG0000791	Syak.g_02558	Syas.g_01268
OG0000792	Syak.g_02557	Syas.g_01269
OG0000793	Syak.g_02552	Syas.g_01359
OG0000794	Syak.g_02551	Syas.g_01361
OG0000795	Syak.g_02550	Syas.g_01363
OG0000796	Syak.g_02547	Syas.g_01368
OG0000797	Syak.g_02546	Syas.g_01369
OG0000798	Syak.g_01456	Syas.g_01750
OG0000799	Syak.g_00981	Syas.g_02789
OG0000800	Syak.g_00989	Syas.g_02790
OG0000801	Syak.g_00990	Syas.g_02791
OG0000802	Syak.g_00995	Syas.g_02797
OG0000803	Syak.g_01021	Syas.g_02800
OG0000804	Syak.g_01026	Syas.g_02803
OG0000805	Syak.g_01029	Syas.g_02805
OG0000806	Syak.g_01031	Syas.g_02807
OG0000807	Syak.g_01033	Syas.g_02808
OG0000808	Syak.g_01034	Syas.g_02809
OG0000809	Syak.g_01038	Syas.g_02811
OG0000810	Syak.g_01039	Syas.g_02813
OG0000811	Syak.g_01045	Syas.g_02822
OG0000812	Syak.g_01047	Syas.g_02824
OG0000813	Syak.g_01048	Syas.g_02825
OG0000814	Syak.g_01051	Syas.g_02827
OG0000815	Syak.g_01053	Syas.g_02829
OG0000816	Syak.g_01055	Syas.g_02831
OG0000817	Syak.g_01056	Syas.g_02753
OG0000818	Syak.g_01060	Syas.g_01282
OG0000819	Syak.g_01064	Syas.g_01283
OG0000820	Syak.g_01065	Syas.g_01284
OG0000821	Syak.g_01071	Syas.g_01289
OG0000822	Syak.g_01073	Syas.g_01291
OG0000823	Syak.g_01074	Syas.g_01292
OG0000824	Syak.g_01080	Syas.g_01297
OG0000825	Syak.g_01081	Syas.g_01298
OG0000826	Syak.g_01082	Syas.g_01299
OG0000827	Syak.g_01083	Syas.g_01300
OG0000828	Syak.g_01086	Syas.g_01303
OG0000829	Syak.g_01087	Syas.g_01304
OG0000830	Syak.g_01088	Syas.g_01305
OG0000831	Syak.g_01091	Syas.g_01308
OG0000832	Syak.g_02482	Syas.g_01476
OG0000833	Syak.g_02473	Syas.g_02738
OG0000834	Syak.g_02470	Syas.g_02737
OG0000835	Syak.g_02469	Syas.g_02736
OG0000836	Syak.g_02466	Syas.g_02732
OG0000837	Syak.g_02465	Syas.g_02731
OG0000838	Syak.g_02461	Syas.g_02727
OG0000839	Syak.g_02460	Syas.g_02726
OG0000840	Syak.g_02459	Syas.g_02725
OG0000841	Syak.g_02458	Syas.g_02724
OG0000842	Syak.g_02457	Syas.g_02723
OG0000843	Syak.g_02456	Syas.g_02722
OG0000844	Syak.g_02454	Syas.g_02720
OG0000845	Syak.g_02453	Syas.g_02719
OG0000846	Syak.g_02452	Syas.g_02718
OG0000847	Syak.g_02451	Syas.g_02717
OG0000848	Syak.g_02449	Syas.g_02715
OG0000849	Syak.g_02448	Syas.g_02714
OG0000850	Syak.g_02445	Syas.g_02711
OG0000851	Syak.g_02440	Syas.g_02708
OG0000852	Syak.g_02439	Syas.g_02707
OG0000853	Syak.g_02435	Syas.g_02703
OG0000854	Syak.g_02433	Syas.g_02701
OG0000855	Syak.g_02432	Syas.g_02700
OG0000856	Syak.g_00021	Syas.g_00103
OG0000857	Syak.g_00451	Syas.g_00579
OG0000858	Syak.g_02426	Syas.g_02693
OG0000859	Syak.g_02425	Syas.g_02692
OG0000860	Syak.g_02414	Syas.g_02679
OG0000861	Syak.g_02413	Syas.g_02678
OG0000862	Syak.g_02412	Syas.g_02677
OG0000863	Syak.g_02409	Syas.g_02675
OG0000864	Syak.g_02408	Syas.g_02674
OG0000865	Syak.g_02407	Syas.g_02673
OG0000866	Syak.g_02406	Syas.g_02672
OG0000867	Syak.g_02405	Syas.g_02671
OG0000868	Syak.g_02402	Syas.g_02667
OG0000869	Syak.g_02398	Syas.g_02662
OG0000870	Syak.g_02393	Syas.g_02657
OG0000871	Syak.g_02392	Syas.g_02656
OG0000872	Syak.g_02386	Syas.g_02650
OG0000873	Syak.g_02383	Syas.g_02647
OG0000874	Syak.g_02379	Syas.g_02645
OG0000875	Syak.g_02377	Syas.g_02644
OG0000876	Syak.g_02375	Syas.g_00280
OG0000877	Syak.g_02372	Syas.g_02603
OG0000878	Syak.g_02371	Syas.g_02602
OG0000879	Syak.g_02370	Syas.g_02601
OG0000880	Syak.g_02369	Syas.g_02600
OG0000881	Syak.g_02363	Syas.g_02596
OG0000882	Syak.g_02358	Syas.g_02591
OG0000883	Syak.g_02355	Syas.g_02586
OG0000884	Syak.g_02353	Syas.g_02584
OG0000885	Syak.g_02352	Syas.g_02583
OG0000886	Syak.g_02351	Syas.g_02582
OG0000887	Syak.g_02350	Syas.g_02581
OG0000888	Syak.g_02348	Syas.g_02579
OG0000889	Syak.g_02346	Syas.g_02577
OG0000890	Syak.g_02334	Syas.g_02574
OG0000891	Syak.g_02333	Syas.g_02573
OG0000892	Syak.g_02329	Syas.g_02571
OG0000893	Syak.g_01393	Syas.g_01677
OG0000894	Syak.g_01390	Syas.g_01667
OG0000895	Syak.g_01386	Syas.g_01663
OG0000896	Syak.g_01385	Syas.g_01662
OG0000897	Syak.g_01383	Syas.g_01660
OG0000898	Syak.g_01382	Syas.g_01659
OG0000899	Syak.g_01381	Syas.g_01658
OG0000900	Syak.g_01380	Syas.g_01657
OG0000901	Syak.g_01375	Syas.g_01652
OG0000902	Syak.g_01368	Syas.g_01651
OG0000903	Syak.g_01353	Syas.g_01637
OG0000904	Syak.g_01358	Syas.g_01642
OG0000905	Syak.g_01363	Syas.g_01647
OG0000906	Syak.g_01366	Syas.g_01649
OG0000907	Syak.g_01351	Syas.g_01635
OG0000908	Syak.g_01348	Syas.g_01632
OG0000909	Syak.g_01347	Syas.g_01631
OG0000910	Syak.g_01346	Syas.g_01630
OG0000911	Syak.g_01344	Syas.g_01628
OG0000912	Syak.g_01343	Syas.g_01627
OG0000913	Syak.g_01342	Syas.g_01626
OG0000914	Syak.g_01341	Syas.g_01625
OG0000915	Syak.g_01339	Syas.g_01623
OG0000916	Syak.g_01338	Syas.g_01622
OG0000917	Syak.g_01337	Syas.g_01621
OG0000918	Syak.g_01336	Syas.g_01620
OG0000919	Syak.g_01335	Syas.g_01619
OG0000920	Syak.g_01334	Syas.g_01618
OG0000921	Syak.g_01333	Syas.g_01617
OG0000922	Syak.g_01332	Syas.g_01616
OG0000923	Syak.g_01328	Syas.g_01612
OG0000924	Syak.g_01327	Syas.g_01611
OG0000925	Syak.g_01326	Syas.g_01610
OG0000926	Syak.g_01325	Syas.g_01609
OG0000927	Syak.g_01323	Syas.g_01607
OG0000928	Syak.g_01322	Syas.g_01606
OG0000929	Syak.g_01321	Syas.g_01605
OG0000930	Syak.g_01320	Syas.g_01604
OG0000931	Syak.g_01319	Syas.g_01603
OG0000932	Syak.g_01318	Syas.g_01602
OG0000933	Syak.g_01312	Syas.g_01596
OG0000934	Syak.g_01310	Syas.g_01594
OG0000935	Syak.g_01309	Syas.g_01593
OG0000936	Syak.g_01308	Syas.g_01592
OG0000937	Syak.g_01307	Syas.g_01591
OG0000938	Syak.g_01304	Syas.g_01588
OG0000939	Syak.g_01303	Syas.g_01587
OG0000940	Syak.g_01297	Syas.g_01580
OG0000941	Syak.g_01295	Syas.g_01578
OG0000942	Syak.g_01293	Syas.g_01576
OG0000943	Syak.g_01292	Syas.g_01575
OG0000944	Syak.g_01290	Syas.g_01573
OG0000945	Syak.g_01288	Syas.g_01572
OG0000946	Syak.g_01283	Syas.g_01565
OG0000947	Syak.g_01280	Syas.g_01562
OG0000948	Syak.g_01279	Syas.g_01561
OG0000949	Syak.g_01551	Syas.g_02213
OG0000950	Syak.g_01562	Syas.g_02197
OG0000951	Syak.g_01569	Syas.g_02190
OG0000952	Syak.g_01574	Syas.g_02186
OG0000953	Syak.g_01627	Syas.g_02182
OG0000954	Syak.g_01633	Syas.g_02174
OG0000955	Syak.g_01634	Syas.g_02173
OG0000956	Syak.g_01636	Syas.g_02171
OG0000957	Syak.g_01648	Syas.g_02158
OG0000958	Syak.g_01649	Syas.g_02157
OG0000959	Syak.g_01653	Syas.g_02154
OG0000960	Syak.g_01654	Syas.g_02153
OG0000961	Syak.g_01679	Syas.g_02345
OG0000962	Syak.g_01682	Syas.g_02146
OG0000963	Syak.g_01687	Syas.g_02143
OG0000964	Syak.g_01688	Syas.g_02142
OG0000965	Syak.g_01689	Syas.g_02141
OG0000966	Syak.g_01711	Syas.g_02112
OG0000967	Syak.g_01715	Syas.g_02108
OG0000968	Syak.g_01719	Syas.g_02106
OG0000969	Syak.g_01721	Syas.g_02104
OG0000970	Syak.g_01722	Syas.g_02103
OG0000971	Syak.g_01724	Syas.g_02101
OG0000972	Syak.g_01725	Syas.g_02100
OG0000973	Syak.g_01726	Syas.g_02099
OG0000974	Syak.g_01727	Syas.g_02098
OG0000975	Syak.g_01728	Syas.g_02097
OG0000976	Syak.g_01729	Syas.g_02096
OG0000977	Syak.g_01731	Syas.g_02094
OG0000978	Syak.g_01732	Syas.g_02093
OG0000979	Syak.g_01735	Syas.g_02090
OG0000980	Syak.g_01738	Syas.g_02087
OG0000981	Syak.g_01741	Syas.g_02084
OG0000982	Syak.g_01941	Syas.g_01882
OG0000983	Syak.g_01940	Syas.g_01883
OG0000984	Syak.g_01939	Syas.g_01884
OG0000985	Syak.g_01935	Syas.g_01888
OG0000986	Syak.g_01933	Syas.g_01891
OG0000987	Syak.g_01931	Syas.g_01897
OG0000988	Syak.g_01925	Syas.g_01902
OG0000989	Syak.g_01912	Syas.g_01908
OG0000990	Syak.g_01900	Syas.g_01937
OG0000991	Syak.g_01896	Syas.g_01939
OG0000992	Syak.g_01893	Syas.g_01943
OG0000993	Syak.g_01892	Syas.g_01945
OG0000994	Syak.g_01889	Syas.g_01948
OG0000995	Syak.g_01880	Syas.g_01955
OG0000996	Syak.g_01839	Syas.g_01977
OG0000997	Syak.g_01828	Syas.g_01993
OG0000998	Syak.g_01826	Syas.g_01995
OG0000999	Syak.g_01825	Syas.g_01996
OG0001000	Syak.g_01821	Syas.g_02000
OG0001001	Syak.g_01814	Syas.g_02006
OG0001002	Syak.g_01807	Syas.g_02014
OG0001003	Syak.g_01806	Syas.g_02016
OG0001004	Syak.g_01805	Syas.g_02017
OG0001005	Syak.g_01804	Syas.g_02018
OG0001006	Syak.g_01797	Syas.g_02032
OG0001007	Syak.g_01795	Syas.g_02034
OG0001008	Syak.g_01190	Syas.g_01496
OG0001009	Syak.g_01762	Syas.g_02065
OG0001010	Syak.g_01761	Syas.g_02066
OG0001011	Syak.g_01759	Syas.g_02068
OG0001012	Syak.g_01946	Syas.g_00152
OG0001013	Syak.g_01969	Syas.g_01866
OG0001014	Syak.g_01975	Syas.g_01857
OG0001015	Syak.g_01976	Syas.g_01856
OG0001016	Syak.g_02250	Syas.g_02517
OG0001017	Syak.g_02244	Syas.g_02511
OG0001018	Syak.g_02242	Syas.g_02509
OG0001019	Syak.g_02218	Syas.g_02469
OG0001020	Syak.g_02214	Syas.g_02443
OG0001021	Syak.g_02210	Syas.g_02437
OG0001022	Syak.g_02205	Syas.g_02434
OG0001023	Syak.g_02204	Syas.g_02433
OG0001024	Syak.g_02201	Syas.g_00135
OG0001025	Syak.g_02195	Syas.g_02424
OG0001026	Syak.g_02182	Syas.g_02412
OG0001027	Syak.g_02178	Syas.g_02408
OG0001028	Syak.g_02176	Syas.g_02405
OG0001029	Syak.g_02174	Syas.g_02403
OG0001030	Syak.g_02153	Syas.g_02384
OG0001031	Syak.g_02079	Syas.g_02293
OG0001032	Syak.g_02077	Syas.g_02290
OG0001033	Syak.g_02037	Syas.g_02239
OG0001034	Syak.g_02305	Syas.g_02556
OG0001035	Syak.g_01422	Syas.g_01704
OG0001036	Syak.g_01427	Syas.g_01709
OG0001037	Syak.g_01429	Syas.g_01711
OG0001038	Syak.g_01457	Syas.g_01751
OG0001039	Syak.g_01460	Syas.g_01754
OG0001041	Syak.g_01468	Syas.g_01761
OG0001042	Syak.g_01500	Syas.g_01821
OG0001043	Syak.g_01504	Syas.g_01817
OG0001044	Syak.g_01247	Syas.g_01542
OG0001045	Syak.g_01234	Syas.g_01529
OG0001046	Syak.g_00479	Syas.g_00532
OG0001047	Syak.g_01188	Syas.g_01494
OG0001048	Syak.g_01187	Syas.g_01493
OG0001049	Syak.g_01184	Syas.g_02742
OG0001050	Syak.g_01183	Syas.g_02743
OG0001051	Syak.g_01182	Syas.g_02744
OG0001052	Syak.g_01122	Syas.g_01337
OG0001053	Syak.g_02577	Syas.g_01250
OG0001054	Syak.g_02596	Syas.g_01231
OG0001055	Syak.g_02617	Syas.g_01210
OG0001056	Syak.g_02645	Syas.g_00068
OG0001057	Syak.g_00964	Syas.g_00763
OG0001058	Syak.g_02668	Syas.g_00787
OG0001060	Syak.g_02677	Syas.g_00797
OG0001061	Syak.g_02697	Syas.g_00816
OG0001062	Syak.g_02699	Syas.g_00819
OG0001063	Syak.g_02704	Syas.g_00830
OG0001064	Syak.g_02705	Syas.g_00831
OG0001065	Syak.g_02706	Syas.g_00832
OG0001066	Syak.g_02707	Syas.g_00833
OG0001067	Syak.g_02708	Syas.g_00834
OG0001068	Syak.g_02709	Syas.g_00835
OG0001069	Syak.g_02710	Syas.g_00836
OG0001070	Syak.g_02714	Syas.g_00840
OG0001071	Syak.g_02715	Syas.g_00841
OG0001072	Syak.g_02721	Syas.g_00844
OG0001073	Syak.g_02736	Syas.g_00855
OG0001074	Syak.g_00098	Syas.g_00157
OG0001075	Syak.g_02760	Syas.g_00163
OG0001076	Syak.g_00011	Syas.g_00113
OG0001077	Syak.g_00024	Syas.g_00101
OG0001078	Syak.g_00036	Syas.g_00745
OG0001079	Syak.g_00049	Syas.g_00729
OG0001080	Syak.g_00264	Syas.g_00717
OG0001081	Syak.g_00327	Syas.g_00715
OG0001082	Syak.g_00328	Syas.g_00714
OG0001083	Syak.g_00336	Syas.g_00707
OG0001084	Syak.g_00337	Syas.g_00706
OG0001085	Syak.g_00354	Syas.g_00693
OG0001086	Syak.g_00356	Syas.g_00691
OG0001087	Syak.g_00691	Syas.g_00071
OG0001088	Syak.g_00694	Syas.g_01060
OG0001089	Syak.g_00722	Syas.g_01039
OG0001090	Syak.g_00806	Syas.g_00980
OG0001091	Syak.g_00804	Syas.g_00979
OG0001092	Syak.g_00801	Syas.g_00178
OG0001093	Syak.g_00794	Syas.g_00184
OG0001095	Syak.g_00448	Syas.g_00582
OG0001097	Syak.g_00598	Syas.g_00243
OG0001098	Syak.g_00578	Syas.g_00880
OG0001099	Syak.g_02175	Syas.g_02404
OG0001100	Syak.g_00365	Syas.g_00682
OG0001101	Syak.g_00367	Syas.g_00680
OG0001102	Syak.g_00370	Syas.g_00677
OG0001103	Syak.g_00372	Syas.g_00675
OG0001104	Syak.g_00410	Syas.g_00620
OG0001105	Syak.g_00414	Syas.g_00617
OG0001106	Syak.g_00518	Syas.g_00447
OG0001107	Syak.g_00505	Syas.g_00459
OG0001108	Syak.g_00497	Syas.g_00494
OG0001109	Syak.g_00495	Syas.g_00496
OG0001110	Syak.g_00493	Syas.g_00498
OG0001111	Syak.g_00491	Syas.g_00500
OG0001112	Syak.g_00489	Syas.g_00503
OG0001113	Syak.g_00406	Syas.g_00504
OG0001114	Syak.g_00488	Syas.g_00505
OG0001115	Syak.g_00484	Syas.g_00527
OG0001116	Syak.g_00482	Syas.g_00529
OG0001117	Syak.g_00481	Syas.g_00530
OG0001118	Syak.g_00480	Syas.g_00531
OG0001119	Syak.g_00478	Syas.g_00533
OG0001120	Syak.g_00474	Syas.g_00539
OG0001123	Syak.g_00650	Syas.g_00214
OG0001124	Syak.g_00652	Syas.g_00212
OG0001125	Syak.g_00654	Syas.g_00210
OG0001126	Syak.g_00757	Syas.g_00991
OG0001127	Syak.g_00756	Syas.g_00992
OG0001128	Syak.g_00753	Syas.g_00995
OG0001129	Syak.g_00751	Syas.g_00997
OG0001130	Syak.g_00750	Syas.g_00998
OG0001131	Syak.g_00389	Syas.g_01401
OG0001132	Syak.g_00120	Syas.g_00525
OG0001133	Syak.g_00014	Syas.g_00109
OG0001136	Syak.g_00901	Syas.g_01187
OG0001138	Syak.g_00839	Syas.g_01114
OG0001139	Syak.g_00837	Syas.g_01112
OG0001140	Syak.g_00836	Syas.g_01111
OG0001141	Syak.g_00835	Syas.g_01110
OG0001142	Syak.g_00834	Syas.g_01109
OG0001143	Syak.g_00826	Syas.g_01092
OG0001144	Syak.g_00815	Syas.g_01084
OG0001145	Syak.g_00922	Syas.g_02867
OG0001146	Syak.g_00943	Syas.g_02846
OG0001147	Syak.g_01113	Syas.g_01329
OG0001148	Syak.g_02563	Syas.g_01263
OG0001149	Syak.g_02562	Syas.g_01264
OG0001150	Syak.g_02561	Syas.g_01265
OG0001151	Syak.g_02548	Syas.g_01366
OG0001153	Syak.g_01084	Syas.g_01301
OG0001154	Syak.g_01085	Syas.g_01302
OG0001155	Syak.g_02480	Syas.g_01478
OG0001156	Syak.g_02477	Syas.g_01489
OG0001157	Syak.g_02476	Syas.g_01490
OG0001158	Syak.g_02475	Syas.g_01491
OG0001159	Syak.g_02474	Syas.g_01492
OG0001160	Syak.g_02437	Syas.g_02705
OG0001161	Syak.g_01906	Syas.g_02030
OG0001162	Syak.g_00959	Syas.g_02473
OG0001163	Syak.g_02429	Syas.g_02697
OG0001164	Syak.g_02423	Syas.g_02691
OG0001165	Syak.g_02418	Syas.g_02686
OG0001166	Syak.g_02394	Syas.g_02658
OG0001167	Syak.g_02366	Syas.g_01046
OG0001168	Syak.g_02364	Syas.g_02597
OG0001169	Syak.g_02362	Syas.g_02595
OG0001170	Syak.g_02360	Syas.g_02593
OG0001171	Syak.g_02349	Syas.g_02580
OG0001172	Syak.g_01388	Syas.g_01665
OG0001173	Syak.g_01387	Syas.g_01664
OG0001174	Syak.g_01379	Syas.g_01656
OG0001175	Syak.g_01378	Syas.g_01655
OG0001176	Syak.g_01354	Syas.g_01638
OG0001177	Syak.g_01356	Syas.g_01640
OG0001178	Syak.g_02411	Syas.g_02676
OG0001179	Syak.g_01324	Syas.g_01608
OG0001181	Syak.g_01296	Syas.g_01579
OG0001182	Syak.g_01287	Syas.g_01571
OG0001183	Syak.g_01282	Syas.g_01564
OG0001184	Syak.g_01571	Syas.g_02188
OG0001185	Syak.g_01643	Syas.g_02162
OG0001186	Syak.g_01709	Syas.g_02113
OG0001187	Syak.g_01712	Syas.g_02111
OG0001189	Syak.g_01736	Syas.g_02089
