Orthogroup	Syak	Prau
OG0000580	Syak.g_02735	Prau.g_00641
OG0000581	Syak.g_02742	Prau.g_00643
OG0000582	Syak.g_02748	Prau.g_00646
OG0000583	Syak.g_02749	Prau.g_00647
OG0000584	Syak.g_02750	Prau.g_00648
OG0000585	Syak.g_02753	Prau.g_00650
OG0000586	Syak.g_02754	Prau.g_00651
OG0000587	Syak.g_02756	Prau.g_00652
OG0000588	Syak.g_00004	Prau.g_00656
OG0000589	Syak.g_00008	Prau.g_00661
OG0000590	Syak.g_00009	Prau.g_00662
OG0000591	Syak.g_00017	Prau.g_00665
OG0000592	Syak.g_00018	Prau.g_00666
OG0000593	Syak.g_00031	Prau.g_00672
OG0000594	Syak.g_00032	Prau.g_00673
OG0000595	Syak.g_00033	Prau.g_00674
OG0000596	Syak.g_00038	Prau.g_00678
OG0000597	Syak.g_00041	Prau.g_00680
OG0000598	Syak.g_00042	Prau.g_00681
OG0000599	Syak.g_00045	Prau.g_00684
OG0000600	Syak.g_00046	Prau.g_00685
OG0000601	Syak.g_00047	Prau.g_00686
OG0000602	Syak.g_00053	Prau.g_00688
OG0000603	Syak.g_00054	Prau.g_00689
OG0000604	Syak.g_00056	Prau.g_00690
OG0000605	Syak.g_00259	Prau.g_00691
OG0000606	Syak.g_00326	Prau.g_00694
OG0000607	Syak.g_00329	Prau.g_00697
OG0000608	Syak.g_00330	Prau.g_00698
OG0000609	Syak.g_00332	Prau.g_00699
OG0000610	Syak.g_00347	Prau.g_00704
OG0000611	Syak.g_00350	Prau.g_00707
OG0000612	Syak.g_00351	Prau.g_00708
OG0000613	Syak.g_01525	Prau.g_00713
OG0000614	Syak.g_00705	Prau.g_00732
OG0000615	Syak.g_00393	Prau.g_00740
OG0000616	Syak.g_01810	Prau.g_00744
OG0000617	Syak.g_00799	Prau.g_00761
OG0000618	Syak.g_00798	Prau.g_00762
OG0000619	Syak.g_00797	Prau.g_00763
OG0000620	Syak.g_00779	Prau.g_00766
OG0000621	Syak.g_00780	Prau.g_00767
OG0000622	Syak.g_00781	Prau.g_00768
OG0000623	Syak.g_00782	Prau.g_00769
OG0000624	Syak.g_00784	Prau.g_00770
OG0000625	Syak.g_00785	Prau.g_00771
OG0000626	Syak.g_00786	Prau.g_00772
OG0000627	Syak.g_00561	Prau.g_00773
OG0000628	Syak.g_00560	Prau.g_00774
OG0000629	Syak.g_00556	Prau.g_00775
OG0000630	Syak.g_00552	Prau.g_00778
OG0000631	Syak.g_00545	Prau.g_00845
OG0000632	Syak.g_00544	Prau.g_00846
OG0000633	Syak.g_00542	Prau.g_00847
OG0000634	Syak.g_00430	Prau.g_00850
OG0000635	Syak.g_00431	Prau.g_00851
OG0000636	Syak.g_00433	Prau.g_00853
OG0000637	Syak.g_00435	Prau.g_00855
OG0000638	Syak.g_00436	Prau.g_00856
OG0000639	Syak.g_00437	Prau.g_00857
OG0000640	Syak.g_00438	Prau.g_00858
OG0000641	Syak.g_00442	Prau.g_00862
OG0000642	Syak.g_00443	Prau.g_00863
OG0000643	Syak.g_00444	Prau.g_00864
OG0000644	Syak.g_00445	Prau.g_00865
OG0000645	Syak.g_00447	Prau.g_00866
OG0000646	Syak.g_00450	Prau.g_00868
OG0000647	Syak.g_00452	Prau.g_00869
OG0000648	Syak.g_00456	Prau.g_00871
OG0000649	Syak.g_00457	Prau.g_00872
OG0000650	Syak.g_00458	Prau.g_00873
OG0000651	Syak.g_00459	Prau.g_00874
OG0000652	Syak.g_00460	Prau.g_00875
OG0000653	Syak.g_00462	Prau.g_00877
OG0000654	Syak.g_00625	Prau.g_00878
OG0000655	Syak.g_00624	Prau.g_00879
OG0000656	Syak.g_00621	Prau.g_00882
OG0000657	Syak.g_00609	Prau.g_00889
OG0000658	Syak.g_00606	Prau.g_00890
OG0000659	Syak.g_00605	Prau.g_00891
OG0000660	Syak.g_00601	Prau.g_00895
OG0000661	Syak.g_00599	Prau.g_00897
OG0000662	Syak.g_00597	Prau.g_00899
OG0000663	Syak.g_00594	Prau.g_00902
OG0000664	Syak.g_00593	Prau.g_00903
OG0000665	Syak.g_00086	Prau.g_00907
OG0000666	Syak.g_00078	Prau.g_00908
OG0000667	Syak.g_00340	Prau.g_00912
OG0000668	Syak.g_00643	Prau.g_00942
OG0000669	Syak.g_00363	Prau.g_00949
OG0000670	Syak.g_00366	Prau.g_00951
OG0000671	Syak.g_00368	Prau.g_00953
OG0000672	Syak.g_00371	Prau.g_00955
OG0000673	Syak.g_00374	Prau.g_00957
OG0000674	Syak.g_00376	Prau.g_00959
OG0000675	Syak.g_00377	Prau.g_00960
OG0000676	Syak.g_00379	Prau.g_00962
OG0000677	Syak.g_00380	Prau.g_00963
OG0000678	Syak.g_00386	Prau.g_00965
OG0000679	Syak.g_00397	Prau.g_00969
OG0000680	Syak.g_00398	Prau.g_00970
OG0000681	Syak.g_00401	Prau.g_00973
OG0000682	Syak.g_00402	Prau.g_00974
OG0000683	Syak.g_00403	Prau.g_00975
OG0000684	Syak.g_00409	Prau.g_00977
OG0000685	Syak.g_00411	Prau.g_00979
OG0000686	Syak.g_00412	Prau.g_00980
OG0000687	Syak.g_00413	Prau.g_00981
OG0000688	Syak.g_00418	Prau.g_00984
OG0000689	Syak.g_00421	Prau.g_00985
OG0000690	Syak.g_00422	Prau.g_00986
OG0000691	Syak.g_00423	Prau.g_00987
OG0000692	Syak.g_00424	Prau.g_00989
OG0000693	Syak.g_00426	Prau.g_00990
OG0000694	Syak.g_00427	Prau.g_00991
OG0000695	Syak.g_00540	Prau.g_00993
OG0000696	Syak.g_00539	Prau.g_00994
OG0000697	Syak.g_00538	Prau.g_00995
OG0000698	Syak.g_00535	Prau.g_00998
OG0000699	Syak.g_00534	Prau.g_00999
OG0000700	Syak.g_00533	Prau.g_01000
OG0000701	Syak.g_00532	Prau.g_01001
OG0000702	Syak.g_00522	Prau.g_01003
OG0000703	Syak.g_00521	Prau.g_01004
OG0000704	Syak.g_00519	Prau.g_01005
OG0000705	Syak.g_00511	Prau.g_01009
OG0000706	Syak.g_00510	Prau.g_01010
OG0000707	Syak.g_00509	Prau.g_01011
OG0000708	Syak.g_00506	Prau.g_01012
OG0000709	Syak.g_00498	Prau.g_01016
OG0000710	Syak.g_00494	Prau.g_01019
OG0000711	Syak.g_00466	Prau.g_01036
OG0000712	Syak.g_00464	Prau.g_01038
OG0000713	Syak.g_00463	Prau.g_01039
OG0000714	Syak.g_00629	Prau.g_01040
OG0000715	Syak.g_00631	Prau.g_01042
OG0000716	Syak.g_00635	Prau.g_01044
OG0000717	Syak.g_00636	Prau.g_01045
OG0000718	Syak.g_00640	Prau.g_01058
OG0000719	Syak.g_00642	Prau.g_01060
OG0000720	Syak.g_00655	Prau.g_01069
OG0000721	Syak.g_00657	Prau.g_01071
OG0000722	Syak.g_00658	Prau.g_01072
OG0000723	Syak.g_00790	Prau.g_01075
OG0000724	Syak.g_00749	Prau.g_01084
OG0000725	Syak.g_00731	Prau.g_01090
OG0000726	Syak.g_00730	Prau.g_01091
OG0000727	Syak.g_00729	Prau.g_01092
OG0000728	Syak.g_00727	Prau.g_01094
OG0000729	Syak.g_01683	Prau.g_01138
OG0000730	Syak.g_01248	Prau.g_01142
OG0000731	Syak.g_01237	Prau.g_01146
OG0000732	Syak.g_01739	Prau.g_01155
OG0000733	Syak.g_01905	Prau.g_01175
OG0000734	Syak.g_02184	Prau.g_01192
OG0000735	Syak.g_00914	Prau.g_01194
OG0000736	Syak.g_00913	Prau.g_01195
OG0000737	Syak.g_00912	Prau.g_01196
OG0000738	Syak.g_00907	Prau.g_01200
OG0000739	Syak.g_00906	Prau.g_01201
OG0000740	Syak.g_00905	Prau.g_01202
OG0000741	Syak.g_00902	Prau.g_01203
OG0000742	Syak.g_00899	Prau.g_01205
OG0000743	Syak.g_00897	Prau.g_01207
OG0000744	Syak.g_00896	Prau.g_01208
OG0000745	Syak.g_00894	Prau.g_01209
OG0000746	Syak.g_00892	Prau.g_01211
OG0000747	Syak.g_00891	Prau.g_01212
OG0000748	Syak.g_00875	Prau.g_01215
OG0000749	Syak.g_00874	Prau.g_01216
OG0000750	Syak.g_00873	Prau.g_01217
OG0000751	Syak.g_00862	Prau.g_01219
OG0000752	Syak.g_00860	Prau.g_01221
OG0000753	Syak.g_00857	Prau.g_01224
OG0000754	Syak.g_00852	Prau.g_01227
OG0000755	Syak.g_00841	Prau.g_01230
OG0000756	Syak.g_00840	Prau.g_01231
OG0000757	Syak.g_00833	Prau.g_01237
OG0000758	Syak.g_00832	Prau.g_01238
OG0000759	Syak.g_00831	Prau.g_01239
OG0000760	Syak.g_00830	Prau.g_01240
OG0000761	Syak.g_00829	Prau.g_01241
OG0000762	Syak.g_00827	Prau.g_01242
OG0000763	Syak.g_00825	Prau.g_01244
OG0000764	Syak.g_00824	Prau.g_01245
OG0000765	Syak.g_00669	Prau.g_01254
OG0000766	Syak.g_00670	Prau.g_01255
OG0000767	Syak.g_00672	Prau.g_01257
OG0000768	Syak.g_00673	Prau.g_01258
OG0000769	Syak.g_00675	Prau.g_01260
OG0000770	Syak.g_00678	Prau.g_01262
OG0000771	Syak.g_00755	Prau.g_01271, Prau.g_01496
OG0000772	Syak.g_02048	Prau.g_01346
OG0000773	Syak.g_00921	Prau.g_01361
OG0000774	Syak.g_00926	Prau.g_01363
OG0000775	Syak.g_00929	Prau.g_01366
OG0000776	Syak.g_00930	Prau.g_01367
OG0000777	Syak.g_00931	Prau.g_01368
OG0000778	Syak.g_00932	Prau.g_01369
OG0000779	Syak.g_00938	Prau.g_01373
OG0000780	Syak.g_00942	Prau.g_01374
OG0000781	Syak.g_00946	Prau.g_01377
OG0000782	Syak.g_00947	Prau.g_01378
OG0000783	Syak.g_00948	Prau.g_01379
OG0000784	Syak.g_00949	Prau.g_01380
OG0000785	Syak.g_00951	Prau.g_01382
OG0000786	Syak.g_00956	Prau.g_01384
OG0000787	Syak.g_00957	Prau.g_01385
OG0000788	Syak.g_00048	Prau.g_01396
OG0000789	Syak.g_00085	Prau.g_01399
OG0000790	Syak.g_02560	Prau.g_01414
OG0000791	Syak.g_02558	Prau.g_01416
OG0000792	Syak.g_02557	Prau.g_01417
OG0000793	Syak.g_02552	Prau.g_01420
OG0000794	Syak.g_02551	Prau.g_01421
OG0000795	Syak.g_02550	Prau.g_01422
OG0000796	Syak.g_02547	Prau.g_01426
OG0000797	Syak.g_02546	Prau.g_01427
OG0000799	Syak.g_00981	Prau.g_01510
OG0000800	Syak.g_00989	Prau.g_01511
OG0000801	Syak.g_00990	Prau.g_01512
OG0000802	Syak.g_00995	Prau.g_01514
OG0000803	Syak.g_01021	Prau.g_01516
OG0000804	Syak.g_01026	Prau.g_01517
OG0000805	Syak.g_01029	Prau.g_01519
OG0000806	Syak.g_01031	Prau.g_01521
OG0000807	Syak.g_01033	Prau.g_01522
OG0000808	Syak.g_01034	Prau.g_01523
OG0000809	Syak.g_01038	Prau.g_01526
OG0000810	Syak.g_01039	Prau.g_01527
OG0000811	Syak.g_01045	Prau.g_01534
OG0000812	Syak.g_01047	Prau.g_01536
OG0000813	Syak.g_01048	Prau.g_01537
OG0000814	Syak.g_01051	Prau.g_01539
OG0000815	Syak.g_01053	Prau.g_01540
OG0000816	Syak.g_01055	Prau.g_01542
OG0000817	Syak.g_01056	Prau.g_01543
OG0000818	Syak.g_01060	Prau.g_01548
OG0000819	Syak.g_01064	Prau.g_01549
OG0000820	Syak.g_01065	Prau.g_01550
OG0000821	Syak.g_01071	Prau.g_01554
OG0000822	Syak.g_01073	Prau.g_01555
OG0000823	Syak.g_01074	Prau.g_01556
OG0000824	Syak.g_01080	Prau.g_01559
OG0000825	Syak.g_01081	Prau.g_01560
OG0000826	Syak.g_01082	Prau.g_01561
OG0000827	Syak.g_01083	Prau.g_01562
OG0000828	Syak.g_01086	Prau.g_01565
OG0000829	Syak.g_01087	Prau.g_01566
OG0000830	Syak.g_01088	Prau.g_01567
OG0000831	Syak.g_01091	Prau.g_01569
OG0000832	Syak.g_02482	Prau.g_01575
OG0000833	Syak.g_02473	Prau.g_01583
OG0000834	Syak.g_02470	Prau.g_01584
OG0000835	Syak.g_02469	Prau.g_01585
OG0000836	Syak.g_02466	Prau.g_01586
OG0000837	Syak.g_02465	Prau.g_01587
OG0000838	Syak.g_02461	Prau.g_01589
OG0000839	Syak.g_02460	Prau.g_01590
OG0000840	Syak.g_02459	Prau.g_01591
OG0000841	Syak.g_02458	Prau.g_01592
OG0000842	Syak.g_02457	Prau.g_01593
OG0000843	Syak.g_02456	Prau.g_01594
OG0000844	Syak.g_02454	Prau.g_01595
OG0000845	Syak.g_02453	Prau.g_01596
OG0000846	Syak.g_02452	Prau.g_01597
OG0000847	Syak.g_02451	Prau.g_01598
OG0000848	Syak.g_02449	Prau.g_01599
OG0000849	Syak.g_02448	Prau.g_01600
OG0000850	Syak.g_02445	Prau.g_01602
OG0000851	Syak.g_02440	Prau.g_01603
OG0000852	Syak.g_02439	Prau.g_01604
OG0000853	Syak.g_02435	Prau.g_01608
OG0000854	Syak.g_02433	Prau.g_01610
OG0000855	Syak.g_02432	Prau.g_01611
OG0000856	Syak.g_00021	Prau.g_01626
OG0000857	Syak.g_00451	Prau.g_01652
OG0000858	Syak.g_02426	Prau.g_01726
OG0000859	Syak.g_02425	Prau.g_01727
OG0000860	Syak.g_02414	Prau.g_01734
OG0000861	Syak.g_02413	Prau.g_01735
OG0000862	Syak.g_02412	Prau.g_01736
OG0000863	Syak.g_02409	Prau.g_01738
OG0000864	Syak.g_02408	Prau.g_01739
OG0000865	Syak.g_02407	Prau.g_01740
OG0000866	Syak.g_02406	Prau.g_01741
OG0000867	Syak.g_02405	Prau.g_01742
OG0000868	Syak.g_02402	Prau.g_01743
OG0000869	Syak.g_02398	Prau.g_01747
OG0000870	Syak.g_02393	Prau.g_01752
OG0000871	Syak.g_02392	Prau.g_01753
OG0000872	Syak.g_02386	Prau.g_01754
OG0000873	Syak.g_02383	Prau.g_01757
OG0000874	Syak.g_02379	Prau.g_01760
OG0000875	Syak.g_02377	Prau.g_01761
OG0000876	Syak.g_02375	Prau.g_01762
OG0000877	Syak.g_02372	Prau.g_01764
OG0000878	Syak.g_02371	Prau.g_01765
OG0000879	Syak.g_02370	Prau.g_01766
OG0000880	Syak.g_02369	Prau.g_01767
OG0000881	Syak.g_02363	Prau.g_01771
OG0000882	Syak.g_02358	Prau.g_01776
OG0000883	Syak.g_02355	Prau.g_01777
OG0000884	Syak.g_02353	Prau.g_01779
OG0000885	Syak.g_02352	Prau.g_01780
OG0000886	Syak.g_02351	Prau.g_01781
OG0000887	Syak.g_02350	Prau.g_01782
OG0000888	Syak.g_02348	Prau.g_01784
OG0000889	Syak.g_02346	Prau.g_01786
OG0000890	Syak.g_02334	Prau.g_01787
OG0000891	Syak.g_02333	Prau.g_01788
OG0000892	Syak.g_02329	Prau.g_01790
OG0000893	Syak.g_01393	Prau.g_01794
OG0000894	Syak.g_01390	Prau.g_01796
OG0000895	Syak.g_01386	Prau.g_01799
OG0000896	Syak.g_01385	Prau.g_01800
OG0000897	Syak.g_01383	Prau.g_01802
OG0000898	Syak.g_01382	Prau.g_01803
OG0000899	Syak.g_01381	Prau.g_01804
OG0000900	Syak.g_01380	Prau.g_01805
OG0000901	Syak.g_01375	Prau.g_01808
OG0000902	Syak.g_01368	Prau.g_01810
OG0000903	Syak.g_01353	Prau.g_01813
OG0000904	Syak.g_01358	Prau.g_01815
OG0000905	Syak.g_01363	Prau.g_01820
OG0000906	Syak.g_01366	Prau.g_01821
OG0000907	Syak.g_01351	Prau.g_01827
OG0000908	Syak.g_01348	Prau.g_01830
OG0000909	Syak.g_01347	Prau.g_01831
OG0000910	Syak.g_01346	Prau.g_01832
OG0000911	Syak.g_01344	Prau.g_01834
OG0000912	Syak.g_01343	Prau.g_01835
OG0000913	Syak.g_01342	Prau.g_01836
OG0000914	Syak.g_01341	Prau.g_01837
OG0000915	Syak.g_01339	Prau.g_01838
OG0000916	Syak.g_01338	Prau.g_01839
OG0000917	Syak.g_01337	Prau.g_01840
OG0000918	Syak.g_01336	Prau.g_01841
OG0000919	Syak.g_01335	Prau.g_01842
OG0000920	Syak.g_01334	Prau.g_01843
OG0000921	Syak.g_01333	Prau.g_01844
OG0000922	Syak.g_01332	Prau.g_01845
OG0000923	Syak.g_01328	Prau.g_01849
OG0000924	Syak.g_01327	Prau.g_01850
OG0000925	Syak.g_01326	Prau.g_01851
OG0000926	Syak.g_01325	Prau.g_01852
OG0000927	Syak.g_01323	Prau.g_01854
OG0000928	Syak.g_01322	Prau.g_01855
OG0000929	Syak.g_01321	Prau.g_01856
OG0000930	Syak.g_01320	Prau.g_01857
OG0000931	Syak.g_01319	Prau.g_01858
OG0000932	Syak.g_01318	Prau.g_01859
OG0000933	Syak.g_01312	Prau.g_01863
OG0000934	Syak.g_01310	Prau.g_01865
OG0000935	Syak.g_01309	Prau.g_01866
OG0000936	Syak.g_01308	Prau.g_01867
OG0000937	Syak.g_01307	Prau.g_01868
OG0000938	Syak.g_01304	Prau.g_01870
OG0000939	Syak.g_01303	Prau.g_01871
OG0000940	Syak.g_01297	Prau.g_01878
OG0000941	Syak.g_01295	Prau.g_01880
OG0000942	Syak.g_01293	Prau.g_01882
OG0000943	Syak.g_01292	Prau.g_01883
OG0000944	Syak.g_01290	Prau.g_01884
OG0000945	Syak.g_01288	Prau.g_01885
OG0000946	Syak.g_01283	Prau.g_01889
OG0000947	Syak.g_01280	Prau.g_01891
OG0000948	Syak.g_01279	Prau.g_01892
OG0000949	Syak.g_01551	Prau.g_01895
OG0000950	Syak.g_01562	Prau.g_01900
OG0000951	Syak.g_01569	Prau.g_01904
OG0000952	Syak.g_01574	Prau.g_01908
OG0000953	Syak.g_01627	Prau.g_01911
OG0000954	Syak.g_01633	Prau.g_01915
OG0000955	Syak.g_01634	Prau.g_01916
OG0000956	Syak.g_01636	Prau.g_01918
OG0000957	Syak.g_01648	Prau.g_01923
OG0000958	Syak.g_01649	Prau.g_01924
OG0000959	Syak.g_01653	Prau.g_01928
OG0000960	Syak.g_01654	Prau.g_01929
OG0000961	Syak.g_01679	Prau.g_01931
OG0000962	Syak.g_01682	Prau.g_01933
OG0000963	Syak.g_01687	Prau.g_01937
OG0000964	Syak.g_01688	Prau.g_01938
OG0000965	Syak.g_01689	Prau.g_01939
OG0000966	Syak.g_01711	Prau.g_01946
OG0000967	Syak.g_01715	Prau.g_01951
OG0000968	Syak.g_01719	Prau.g_01953
OG0000969	Syak.g_01721	Prau.g_01954
OG0000970	Syak.g_01722	Prau.g_01955
OG0000971	Syak.g_01724	Prau.g_01956
OG0000972	Syak.g_01725	Prau.g_01957
OG0000973	Syak.g_01726	Prau.g_01958
OG0000974	Syak.g_01727	Prau.g_01959
OG0000975	Syak.g_01728	Prau.g_01960
OG0000976	Syak.g_01729	Prau.g_01961
OG0000977	Syak.g_01731	Prau.g_01962
OG0000978	Syak.g_01732	Prau.g_01963
OG0000979	Syak.g_01735	Prau.g_01966
OG0000980	Syak.g_01738	Prau.g_01968
OG0000981	Syak.g_01741	Prau.g_01970
OG0000982	Syak.g_01941	Prau.g_01972
OG0000983	Syak.g_01940	Prau.g_01973
OG0000984	Syak.g_01939	Prau.g_01974
OG0000985	Syak.g_01935	Prau.g_01977
OG0000986	Syak.g_01933	Prau.g_01979
OG0000987	Syak.g_01931	Prau.g_01980
OG0000988	Syak.g_01925	Prau.g_01983
OG0000989	Syak.g_01912	Prau.g_01986
OG0000990	Syak.g_01900	Prau.g_01989
OG0000991	Syak.g_01896	Prau.g_01990
OG0000992	Syak.g_01893	Prau.g_01992
OG0000993	Syak.g_01892	Prau.g_01993
OG0000994	Syak.g_01889	Prau.g_01994
OG0000995	Syak.g_01880	Prau.g_01998
OG0000996	Syak.g_01839	Prau.g_01999
OG0000997	Syak.g_01828	Prau.g_02000
OG0000998	Syak.g_01826	Prau.g_02002
OG0000999	Syak.g_01825	Prau.g_02003
OG0001000	Syak.g_01821	Prau.g_02006
OG0001001	Syak.g_01814	Prau.g_02008
OG0001002	Syak.g_01807	Prau.g_02012
OG0001003	Syak.g_01806	Prau.g_02014
OG0001004	Syak.g_01805	Prau.g_02015
OG0001005	Syak.g_01804	Prau.g_02016
OG0001006	Syak.g_01797	Prau.g_02020
OG0001007	Syak.g_01795	Prau.g_02022
OG0001008	Syak.g_01190	Prau.g_00478
OG0001009	Syak.g_01762	Prau.g_00027
OG0001010	Syak.g_01761	Prau.g_00028
OG0001011	Syak.g_01759	Prau.g_00029
OG0001012	Syak.g_01946	Prau.g_00050
OG0001013	Syak.g_01969	Prau.g_00056
OG0001014	Syak.g_01975	Prau.g_00059
OG0001015	Syak.g_01976	Prau.g_00060
OG0001016	Syak.g_02250	Prau.g_00074
OG0001017	Syak.g_02244	Prau.g_00078
OG0001018	Syak.g_02242	Prau.g_00081
OG0001019	Syak.g_02218	Prau.g_00090
OG0001020	Syak.g_02214	Prau.g_00091
OG0001021	Syak.g_02210	Prau.g_00092
OG0001022	Syak.g_02205	Prau.g_00095
OG0001023	Syak.g_02204	Prau.g_00096
OG0001024	Syak.g_02201	Prau.g_00099
OG0001025	Syak.g_02195	Prau.g_00105
OG0001026	Syak.g_02182	Prau.g_00112
OG0001027	Syak.g_02178	Prau.g_00113
OG0001028	Syak.g_02176	Prau.g_00115
OG0001029	Syak.g_02174	Prau.g_00116
OG0001030	Syak.g_02153	Prau.g_00131
OG0001031	Syak.g_02079	Prau.g_00187
OG0001032	Syak.g_02077	Prau.g_00188
OG0001033	Syak.g_02037	Prau.g_00209
OG0001034	Syak.g_02305	Prau.g_00237
OG0001035	Syak.g_01422	Prau.g_00256
OG0001036	Syak.g_01427	Prau.g_00261
OG0001037	Syak.g_01429	Prau.g_00262
OG0001038	Syak.g_01457	Prau.g_00280
OG0001039	Syak.g_01460	Prau.g_00283
OG0001040	Syak.g_01463	Prau.g_00285
OG0001041	Syak.g_01468	Prau.g_00289
OG0001042	Syak.g_01500	Prau.g_00306
OG0001043	Syak.g_01504	Prau.g_00307
OG0001044	Syak.g_01247	Prau.g_00335
OG0001045	Syak.g_01234	Prau.g_00344
OG0001046	Syak.g_00479	Prau.g_00382
OG0001047	Syak.g_01188	Prau.g_00480
OG0001048	Syak.g_01187	Prau.g_00481
OG0001049	Syak.g_01184	Prau.g_00483
OG0001050	Syak.g_01183	Prau.g_00484
OG0001051	Syak.g_01182	Prau.g_00485
OG0001052	Syak.g_01122	Prau.g_00512
OG0001053	Syak.g_02577	Prau.g_00524
OG0001054	Syak.g_02596	Prau.g_00539
OG0001055	Syak.g_02617	Prau.g_00558
OG0001056	Syak.g_02645	Prau.g_00576
OG0001057	Syak.g_00964	Prau.g_00581
OG0001058	Syak.g_02668	Prau.g_00589
OG0001060	Syak.g_02677	Prau.g_00600
OG0001061	Syak.g_02697	Prau.g_00613
OG0001062	Syak.g_02699	Prau.g_00615
OG0001063	Syak.g_02704	Prau.g_00617
OG0001064	Syak.g_02705	Prau.g_00618
OG0001065	Syak.g_02706	Prau.g_00619
OG0001066	Syak.g_02707	Prau.g_00620
OG0001067	Syak.g_02708	Prau.g_00621
OG0001068	Syak.g_02709	Prau.g_00622
OG0001069	Syak.g_02710	Prau.g_00623
OG0001070	Syak.g_02714	Prau.g_00626
OG0001071	Syak.g_02715	Prau.g_00627
OG0001072	Syak.g_02721	Prau.g_00628
OG0001073	Syak.g_02736	Prau.g_00642
OG0001074	Syak.g_00098	Prau.g_00653
OG0001075	Syak.g_02760	Prau.g_00654
OG0001076	Syak.g_00011	Prau.g_00664
OG0001077	Syak.g_00024	Prau.g_00668
OG0001078	Syak.g_00036	Prau.g_00676
OG0001079	Syak.g_00049	Prau.g_00687
OG0001080	Syak.g_00264	Prau.g_00693
OG0001081	Syak.g_00327	Prau.g_00695
OG0001082	Syak.g_00328	Prau.g_00696
OG0001083	Syak.g_00336	Prau.g_00701
OG0001084	Syak.g_00337	Prau.g_00702
OG0001085	Syak.g_00354	Prau.g_00710
OG0001086	Syak.g_00356	Prau.g_00711
OG0001087	Syak.g_00691	Prau.g_00728
OG0001088	Syak.g_00694	Prau.g_00729
OG0001089	Syak.g_00722	Prau.g_00737
OG0001090	Syak.g_00806	Prau.g_00756
OG0001091	Syak.g_00804	Prau.g_00758
OG0001092	Syak.g_00801	Prau.g_00759
OG0001093	Syak.g_00794	Prau.g_00764
OG0001094	Syak.g_00428	Prau.g_00848
OG0001095	Syak.g_00448	Prau.g_00867
OG0001096	Syak.g_00623	Prau.g_00880
OG0001097	Syak.g_00598	Prau.g_00898
OG0001098	Syak.g_00578	Prau.g_00914
OG0001099	Syak.g_02175	Prau.g_00946
OG0001100	Syak.g_00365	Prau.g_00950
OG0001101	Syak.g_00367	Prau.g_00952
OG0001102	Syak.g_00370	Prau.g_00954
OG0001104	Syak.g_00410	Prau.g_00978
OG0001105	Syak.g_00414	Prau.g_00982
OG0001106	Syak.g_00518	Prau.g_01006
OG0001107	Syak.g_00505	Prau.g_01013
OG0001108	Syak.g_00497	Prau.g_01017
OG0001109	Syak.g_00495	Prau.g_01018
OG0001110	Syak.g_00493	Prau.g_01020
OG0001111	Syak.g_00491	Prau.g_01021
OG0001112	Syak.g_00489	Prau.g_01022
OG0001113	Syak.g_00406	Prau.g_01023
OG0001114	Syak.g_00488	Prau.g_01024
OG0001115	Syak.g_00484	Prau.g_01026
OG0001116	Syak.g_00482	Prau.g_01027
OG0001117	Syak.g_00481	Prau.g_01028
OG0001118	Syak.g_00480	Prau.g_01029
OG0001119	Syak.g_00478	Prau.g_01030
OG0001120	Syak.g_00474	Prau.g_01032
OG0001121	Syak.g_00114	Prau.g_01172, Prau.g_01035
OG0001123	Syak.g_00650	Prau.g_01065
OG0001124	Syak.g_00652	Prau.g_01067
OG0001125	Syak.g_00654	Prau.g_01068
OG0001126	Syak.g_00757	Prau.g_01078
OG0001127	Syak.g_00756	Prau.g_01079
OG0001128	Syak.g_00753	Prau.g_01081
OG0001129	Syak.g_00751	Prau.g_01082
OG0001130	Syak.g_00750	Prau.g_01083
OG0001131	Syak.g_00389	Prau.g_01118
OG0001132	Syak.g_00120	Prau.g_01127
OG0001133	Syak.g_00014	Prau.g_01160
OG0001134	Syak.g_00273	Prau.g_01174
OG0001135	Syak.g_00274	Prau.g_01177
OG0001136	Syak.g_00901	Prau.g_01204
OG0001137	Syak.g_00876	Prau.g_01214
OG0001138	Syak.g_00839	Prau.g_01232
OG0001139	Syak.g_00837	Prau.g_01233
OG0001140	Syak.g_00836	Prau.g_01234
OG0001141	Syak.g_00835	Prau.g_01235
OG0001142	Syak.g_00834	Prau.g_01236
OG0001143	Syak.g_00826	Prau.g_01243
OG0001144	Syak.g_00815	Prau.g_01248
OG0001145	Syak.g_00922	Prau.g_01362
OG0001146	Syak.g_00943	Prau.g_01375
OG0001147	Syak.g_01113	Prau.g_01395
OG0001148	Syak.g_02563	Prau.g_01411
OG0001149	Syak.g_02562	Prau.g_01412
OG0001150	Syak.g_02561	Prau.g_01413
OG0001151	Syak.g_02548	Prau.g_01424
OG0001153	Syak.g_01084	Prau.g_01563
OG0001154	Syak.g_01085	Prau.g_01564
OG0001155	Syak.g_02480	Prau.g_01576
OG0001156	Syak.g_02477	Prau.g_01579
OG0001157	Syak.g_02476	Prau.g_01580
OG0001158	Syak.g_02475	Prau.g_01581
OG0001159	Syak.g_02474	Prau.g_01582
OG0001160	Syak.g_02437	Prau.g_01606
OG0001161	Syak.g_01906	Prau.g_01619
OG0001162	Syak.g_00959	Prau.g_01630
OG0001163	Syak.g_02429	Prau.g_01724
OG0001164	Syak.g_02423	Prau.g_01728
OG0001165	Syak.g_02418	Prau.g_01731
