Orthogroup	Syak	Prat
OG0000577	Syak.g_02732	Prat.g_00562
OG0000578	Syak.g_02733	Prat.g_00563
OG0000579	Syak.g_02734	Prat.g_00564
OG0000580	Syak.g_02735	Prat.g_00565
OG0000581	Syak.g_02742	Prat.g_00568
OG0000582	Syak.g_02748	Prat.g_00571
OG0000583	Syak.g_02749	Prat.g_00572
OG0000584	Syak.g_02750	Prat.g_00573
OG0000585	Syak.g_02753	Prat.g_00575
OG0000586	Syak.g_02754	Prat.g_00576
OG0000587	Syak.g_02756	Prat.g_00577
OG0000588	Syak.g_00004	Prat.g_00582
OG0000589	Syak.g_00008	Prat.g_00584
OG0000590	Syak.g_00009	Prat.g_00585
OG0000591	Syak.g_00017	Prat.g_00589
OG0000592	Syak.g_00018	Prat.g_00590
OG0000593	Syak.g_00031	Prat.g_01094
OG0000594	Syak.g_00032	Prat.g_01093
OG0000595	Syak.g_00033	Prat.g_01091
OG0000596	Syak.g_00038	Prat.g_01087
OG0000597	Syak.g_00041	Prat.g_01084
OG0000598	Syak.g_00042	Prat.g_01083
OG0000599	Syak.g_00045	Prat.g_01080
OG0000600	Syak.g_00046	Prat.g_01079
OG0000601	Syak.g_00047	Prat.g_01078
OG0000602	Syak.g_00053	Prat.g_01076
OG0000603	Syak.g_00054	Prat.g_01075
OG0000604	Syak.g_00056	Prat.g_01074
OG0000605	Syak.g_00259	Prat.g_01073
OG0000606	Syak.g_00326	Prat.g_01070
OG0000607	Syak.g_00329	Prat.g_01067
OG0000608	Syak.g_00330	Prat.g_01066
OG0000609	Syak.g_00332	Prat.g_01065
OG0000610	Syak.g_00347	Prat.g_01059
OG0000611	Syak.g_00350	Prat.g_01056
OG0000612	Syak.g_00351	Prat.g_01055
OG0000613	Syak.g_01525	Prat.g_00747
OG0000614	Syak.g_00705	Prat.g_00767
OG0000615	Syak.g_00393	Prat.g_00777
OG0000616	Syak.g_01810	Prat.g_01882
OG0000617	Syak.g_00799	Prat.g_00797
OG0000618	Syak.g_00798	Prat.g_00798
OG0000619	Syak.g_00797	Prat.g_00799
OG0000620	Syak.g_00779	Prat.g_00802
OG0000621	Syak.g_00780	Prat.g_00803
OG0000622	Syak.g_00781	Prat.g_00804
OG0000623	Syak.g_00782	Prat.g_00805
OG0000624	Syak.g_00784	Prat.g_00807
OG0000625	Syak.g_00785	Prat.g_00808
OG0000626	Syak.g_00786	Prat.g_00809
OG0000627	Syak.g_00561	Prat.g_00811
OG0000628	Syak.g_00560	Prat.g_00812
OG0000629	Syak.g_00556	Prat.g_00813
OG0000630	Syak.g_00552	Prat.g_00816
OG0000631	Syak.g_00545	Prat.g_00865
OG0000632	Syak.g_00544	Prat.g_00866
OG0000633	Syak.g_00542	Prat.g_00867
OG0000634	Syak.g_00430	Prat.g_01041
OG0000635	Syak.g_00431	Prat.g_01040
OG0000636	Syak.g_00433	Prat.g_01038
OG0000637	Syak.g_00435	Prat.g_01036
OG0000638	Syak.g_00436	Prat.g_01035
OG0000639	Syak.g_00437	Prat.g_01034
OG0000640	Syak.g_00438	Prat.g_01033
OG0000641	Syak.g_00442	Prat.g_01029
OG0000642	Syak.g_00443	Prat.g_01028
OG0000643	Syak.g_00444	Prat.g_01027
OG0000644	Syak.g_00445	Prat.g_01026
OG0000645	Syak.g_00447	Prat.g_01025
OG0000646	Syak.g_00450	Prat.g_01023
OG0000647	Syak.g_00452	Prat.g_01021
OG0000648	Syak.g_00456	Prat.g_01019
OG0000649	Syak.g_00457	Prat.g_01018
OG0000650	Syak.g_00458	Prat.g_01017
OG0000651	Syak.g_00459	Prat.g_01016
OG0000652	Syak.g_00460	Prat.g_01015
OG0000653	Syak.g_00462	Prat.g_01013
OG0000654	Syak.g_00625	Prat.g_01012
OG0000655	Syak.g_00624	Prat.g_01011
OG0000656	Syak.g_00621	Prat.g_01008
OG0000657	Syak.g_00609	Prat.g_01002
OG0000658	Syak.g_00606	Prat.g_01001
OG0000659	Syak.g_00605	Prat.g_01000
OG0000660	Syak.g_00601	Prat.g_00996
OG0000661	Syak.g_00599	Prat.g_00994
OG0000662	Syak.g_00597	Prat.g_00992
OG0000663	Syak.g_00594	Prat.g_00990
OG0000664	Syak.g_00593	Prat.g_00989
OG0000665	Syak.g_00086	Prat.g_00983
OG0000666	Syak.g_00078	Prat.g_00982
OG0000667	Syak.g_00340	Prat.g_00978
OG0000668	Syak.g_00643	Prat.g_00694
OG0000669	Syak.g_00363	Prat.g_00705
OG0000670	Syak.g_00366	Prat.g_00708
OG0000671	Syak.g_00368	Prat.g_00710
OG0000672	Syak.g_00371	Prat.g_00713
OG0000673	Syak.g_00374	Prat.g_00717
OG0000674	Syak.g_00376	Prat.g_00719
OG0000675	Syak.g_00377	Prat.g_00720
OG0000676	Syak.g_00379	Prat.g_00722
OG0000677	Syak.g_00380	Prat.g_00723
OG0000678	Syak.g_00386	Prat.g_00725
OG0000679	Syak.g_00397	Prat.g_00730
OG0000680	Syak.g_00398	Prat.g_00731
OG0000681	Syak.g_00401	Prat.g_00734
OG0000682	Syak.g_00402	Prat.g_00735
OG0000683	Syak.g_00403	Prat.g_00736
OG0000684	Syak.g_00409	Prat.g_00738
OG0000685	Syak.g_00411	Prat.g_00740
OG0000686	Syak.g_00412	Prat.g_00741
OG0000687	Syak.g_00413	Prat.g_00742
OG0000688	Syak.g_00418	Prat.g_01051
OG0000689	Syak.g_00421	Prat.g_01050
OG0000690	Syak.g_00422	Prat.g_01049
OG0000691	Syak.g_00423	Prat.g_01048
OG0000692	Syak.g_00424	Prat.g_01046
OG0000693	Syak.g_00426	Prat.g_01045
OG0000694	Syak.g_00427	Prat.g_01044
OG0000695	Syak.g_00540	Prat.g_00869
OG0000696	Syak.g_00539	Prat.g_00870
OG0000697	Syak.g_00538	Prat.g_00871
OG0000698	Syak.g_00535	Prat.g_00874
OG0000699	Syak.g_00534	Prat.g_00876
OG0000700	Syak.g_00533	Prat.g_00877
OG0000701	Syak.g_00532	Prat.g_00878
OG0000702	Syak.g_00522	Prat.g_00880
OG0000703	Syak.g_00521	Prat.g_00881
OG0000704	Syak.g_00519	Prat.g_00883
OG0000705	Syak.g_00511	Prat.g_00889
OG0000706	Syak.g_00510	Prat.g_00890
OG0000707	Syak.g_00509	Prat.g_00891
OG0000708	Syak.g_00506	Prat.g_00893
OG0000709	Syak.g_00498	Prat.g_00897
OG0000710	Syak.g_00494	Prat.g_00900
OG0000711	Syak.g_00466	Prat.g_00916
OG0000712	Syak.g_00464	Prat.g_00917
OG0000713	Syak.g_00463	Prat.g_00918
OG0000714	Syak.g_00629	Prat.g_00919
OG0000715	Syak.g_00631	Prat.g_00921
OG0000716	Syak.g_00635	Prat.g_00923
OG0000717	Syak.g_00636	Prat.g_00924
OG0000718	Syak.g_00640	Prat.g_00929
OG0000719	Syak.g_00642	Prat.g_00931
OG0000720	Syak.g_00655	Prat.g_00942
OG0000721	Syak.g_00657	Prat.g_00946
OG0000722	Syak.g_00658	Prat.g_00947
OG0000723	Syak.g_00790	Prat.g_00951
OG0000724	Syak.g_00749	Prat.g_00960
OG0000725	Syak.g_00731	Prat.g_00966
OG0000726	Syak.g_00730	Prat.g_00967
OG0000727	Syak.g_00729	Prat.g_00968
OG0000728	Syak.g_00727	Prat.g_00970
OG0000729	Syak.g_01683	Prat.g_01214
OG0000730	Syak.g_01248	Prat.g_01199
OG0000731	Syak.g_01237	Prat.g_00354
OG0000732	Syak.g_01739	Prat.g_01831
OG0000733	Syak.g_01905	Prat.g_01560
OG0000734	Syak.g_02184	Prat.g_01171
OG0000735	Syak.g_00914	Prat.g_01169
OG0000736	Syak.g_00913	Prat.g_01168
OG0000737	Syak.g_00912	Prat.g_01167
OG0000738	Syak.g_00907	Prat.g_01163
OG0000739	Syak.g_00906	Prat.g_01162
OG0000740	Syak.g_00905	Prat.g_01161
OG0000741	Syak.g_00902	Prat.g_01159
OG0000742	Syak.g_00899	Prat.g_01157
OG0000743	Syak.g_00897	Prat.g_01155
OG0000744	Syak.g_00896	Prat.g_01154
OG0000745	Syak.g_00894	Prat.g_01153
OG0000746	Syak.g_00892	Prat.g_01151
OG0000747	Syak.g_00891	Prat.g_01150
OG0000748	Syak.g_00875	Prat.g_01146
OG0000749	Syak.g_00874	Prat.g_01145
OG0000750	Syak.g_00873	Prat.g_01144
OG0000751	Syak.g_00862	Prat.g_01141
OG0000752	Syak.g_00860	Prat.g_01139
OG0000753	Syak.g_00857	Prat.g_01136
OG0000754	Syak.g_00852	Prat.g_01134
OG0000755	Syak.g_00841	Prat.g_01128
OG0000756	Syak.g_00840	Prat.g_01127
OG0000757	Syak.g_00833	Prat.g_01121
OG0000758	Syak.g_00832	Prat.g_01120
OG0000759	Syak.g_00831	Prat.g_01119
OG0000760	Syak.g_00830	Prat.g_01118
OG0000761	Syak.g_00829	Prat.g_01117
OG0000762	Syak.g_00827	Prat.g_01116
OG0000763	Syak.g_00825	Prat.g_01114
OG0000764	Syak.g_00824	Prat.g_01113
OG0000765	Syak.g_00669	Prat.g_01104
OG0000766	Syak.g_00670	Prat.g_01103
OG0000767	Syak.g_00672	Prat.g_01101
OG0000768	Syak.g_00673	Prat.g_01100
OG0000769	Syak.g_00675	Prat.g_01098
OG0000770	Syak.g_00678	Prat.g_00594
OG0000771	Syak.g_00755	Prat.g_01509
OG0000772	Syak.g_02048	Prat.g_00626
OG0000773	Syak.g_00921	Prat.g_01240
OG0000774	Syak.g_00926	Prat.g_01242
OG0000775	Syak.g_00929	Prat.g_01244
OG0000776	Syak.g_00930	Prat.g_01245
OG0000777	Syak.g_00931	Prat.g_01246
OG0000778	Syak.g_00932	Prat.g_01247
OG0000779	Syak.g_00938	Prat.g_01251
OG0000780	Syak.g_00942	Prat.g_01252
OG0000781	Syak.g_00946	Prat.g_01255
OG0000782	Syak.g_00947	Prat.g_01256
OG0000783	Syak.g_00948	Prat.g_01257
OG0000784	Syak.g_00949	Prat.g_01258
OG0000785	Syak.g_00951	Prat.g_01260
OG0000786	Syak.g_00956	Prat.g_01263
OG0000787	Syak.g_00957	Prat.g_01264
OG0000788	Syak.g_00048	Prat.g_01471
OG0000789	Syak.g_00085	Prat.g_01455
OG0000790	Syak.g_02560	Prat.g_01296
OG0000791	Syak.g_02558	Prat.g_01298
OG0000792	Syak.g_02557	Prat.g_01299
OG0000793	Syak.g_02552	Prat.g_01302
OG0000794	Syak.g_02551	Prat.g_01303
OG0000795	Syak.g_02550	Prat.g_01304
OG0000796	Syak.g_02547	Prat.g_01308
OG0000797	Syak.g_02546	Prat.g_01309
OG0000799	Syak.g_00981	Prat.g_01333
OG0000800	Syak.g_00989	Prat.g_01334
OG0000801	Syak.g_00990	Prat.g_01335
OG0000802	Syak.g_00995	Prat.g_01337
OG0000803	Syak.g_01021	Prat.g_01339
OG0000804	Syak.g_01026	Prat.g_01340
OG0000805	Syak.g_01029	Prat.g_01342
OG0000806	Syak.g_01031	Prat.g_01344
OG0000807	Syak.g_01033	Prat.g_01345
OG0000808	Syak.g_01034	Prat.g_01346
OG0000809	Syak.g_01038	Prat.g_01350
OG0000810	Syak.g_01039	Prat.g_01351
OG0000811	Syak.g_01045	Prat.g_01356
OG0000812	Syak.g_01047	Prat.g_01358
OG0000813	Syak.g_01048	Prat.g_01359
OG0000814	Syak.g_01051	Prat.g_01361
OG0000815	Syak.g_01053	Prat.g_01362
OG0000816	Syak.g_01055	Prat.g_01364
OG0000817	Syak.g_01056	Prat.g_01365
OG0000818	Syak.g_01060	Prat.g_01370
OG0000819	Syak.g_01064	Prat.g_01371
OG0000820	Syak.g_01065	Prat.g_01372
OG0000821	Syak.g_01071	Prat.g_01378
OG0000822	Syak.g_01073	Prat.g_01379
OG0000823	Syak.g_01074	Prat.g_01380
OG0000824	Syak.g_01080	Prat.g_01383
OG0000825	Syak.g_01081	Prat.g_01384
OG0000826	Syak.g_01082	Prat.g_01385
OG0000827	Syak.g_01083	Prat.g_01386
OG0000828	Syak.g_01086	Prat.g_01389
OG0000829	Syak.g_01087	Prat.g_01390
OG0000830	Syak.g_01088	Prat.g_01391
OG0000831	Syak.g_01091	Prat.g_01393
OG0000832	Syak.g_02482	Prat.g_01405
OG0000833	Syak.g_02473	Prat.g_01414
OG0000834	Syak.g_02470	Prat.g_01415
OG0000835	Syak.g_02469	Prat.g_01416
OG0000836	Syak.g_02466	Prat.g_01417
OG0000837	Syak.g_02465	Prat.g_01418
OG0000838	Syak.g_02461	Prat.g_01421
OG0000839	Syak.g_02460	Prat.g_01422
OG0000840	Syak.g_02459	Prat.g_01423
OG0000841	Syak.g_02458	Prat.g_01424
OG0000842	Syak.g_02457	Prat.g_01425
OG0000843	Syak.g_02456	Prat.g_01426
OG0000844	Syak.g_02454	Prat.g_01427
OG0000845	Syak.g_02453	Prat.g_01428
OG0000846	Syak.g_02452	Prat.g_01429
OG0000847	Syak.g_02451	Prat.g_01430
OG0000848	Syak.g_02449	Prat.g_01431
OG0000849	Syak.g_02448	Prat.g_01432
OG0000850	Syak.g_02445	Prat.g_01434
OG0000851	Syak.g_02440	Prat.g_01435
OG0000852	Syak.g_02439	Prat.g_01436
OG0000853	Syak.g_02435	Prat.g_01441
OG0000854	Syak.g_02433	Prat.g_01443
OG0000855	Syak.g_02432	Prat.g_01444
OG0000856	Syak.g_00021	Prat.g_01457
OG0000857	Syak.g_00451	Prat.g_01022
OG0000858	Syak.g_02426	Prat.g_01585
OG0000859	Syak.g_02425	Prat.g_01586
OG0000860	Syak.g_02414	Prat.g_01594
OG0000861	Syak.g_02413	Prat.g_01595
OG0000862	Syak.g_02412	Prat.g_01596
OG0000863	Syak.g_02409	Prat.g_01598
OG0000864	Syak.g_02408	Prat.g_01599
OG0000865	Syak.g_02407	Prat.g_01600
OG0000866	Syak.g_02406	Prat.g_01601
OG0000867	Syak.g_02405	Prat.g_01602
OG0000868	Syak.g_02402	Prat.g_01603
OG0000869	Syak.g_02398	Prat.g_01606
OG0000870	Syak.g_02393	Prat.g_01611
OG0000871	Syak.g_02392	Prat.g_01612
OG0000872	Syak.g_02386	Prat.g_01613
OG0000873	Syak.g_02383	Prat.g_01616
OG0000874	Syak.g_02379	Prat.g_01619
OG0000875	Syak.g_02377	Prat.g_01621
OG0000876	Syak.g_02375	Prat.g_01622
OG0000877	Syak.g_02372	Prat.g_01624
OG0000878	Syak.g_02371	Prat.g_01625
OG0000879	Syak.g_02370	Prat.g_01626
OG0000880	Syak.g_02369	Prat.g_01627
OG0000881	Syak.g_02363	Prat.g_01631
OG0000882	Syak.g_02358	Prat.g_01636
OG0000883	Syak.g_02355	Prat.g_01639
OG0000884	Syak.g_02353	Prat.g_01641
OG0000885	Syak.g_02352	Prat.g_01642
OG0000886	Syak.g_02351	Prat.g_01643
OG0000887	Syak.g_02350	Prat.g_01644
OG0000888	Syak.g_02348	Prat.g_01646
OG0000889	Syak.g_02346	Prat.g_01648
OG0000890	Syak.g_02334	Prat.g_01649
OG0000891	Syak.g_02333	Prat.g_01650
OG0000892	Syak.g_02329	Prat.g_01652
OG0000893	Syak.g_01393	Prat.g_01655
OG0000894	Syak.g_01390	Prat.g_01658
OG0000895	Syak.g_01386	Prat.g_01662
OG0000896	Syak.g_01385	Prat.g_01663
OG0000897	Syak.g_01383	Prat.g_01665
OG0000898	Syak.g_01382	Prat.g_01666
OG0000899	Syak.g_01381	Prat.g_01667
OG0000900	Syak.g_01380	Prat.g_01668
OG0000901	Syak.g_01375	Prat.g_01671
OG0000902	Syak.g_01368	Prat.g_01673
OG0000903	Syak.g_01353	Prat.g_01677
OG0000904	Syak.g_01358	Prat.g_01682
OG0000905	Syak.g_01363	Prat.g_01675
OG0000906	Syak.g_01366	Prat.g_01674
OG0000907	Syak.g_01351	Prat.g_01684
OG0000908	Syak.g_01348	Prat.g_01687
OG0000909	Syak.g_01347	Prat.g_01688
OG0000910	Syak.g_01346	Prat.g_01689
OG0000911	Syak.g_01344	Prat.g_01691
OG0000912	Syak.g_01343	Prat.g_01692
OG0000913	Syak.g_01342	Prat.g_01693
OG0000914	Syak.g_01341	Prat.g_01694
OG0000915	Syak.g_01339	Prat.g_01695
OG0000916	Syak.g_01338	Prat.g_01696
OG0000917	Syak.g_01337	Prat.g_01697
OG0000918	Syak.g_01336	Prat.g_01698
OG0000919	Syak.g_01335	Prat.g_01699
OG0000920	Syak.g_01334	Prat.g_01700
OG0000921	Syak.g_01333	Prat.g_01701
OG0000922	Syak.g_01332	Prat.g_01702
OG0000923	Syak.g_01328	Prat.g_01706
OG0000924	Syak.g_01327	Prat.g_01707
OG0000925	Syak.g_01326	Prat.g_01708
OG0000926	Syak.g_01325	Prat.g_01709
OG0000927	Syak.g_01323	Prat.g_01711
OG0000928	Syak.g_01322	Prat.g_01712
OG0000929	Syak.g_01321	Prat.g_01713
OG0000930	Syak.g_01320	Prat.g_01714
OG0000931	Syak.g_01319	Prat.g_01715
OG0000932	Syak.g_01318	Prat.g_01327
OG0000933	Syak.g_01312	Prat.g_01719
OG0000934	Syak.g_01310	Prat.g_01721
OG0000935	Syak.g_01309	Prat.g_01722
OG0000936	Syak.g_01308	Prat.g_01723
OG0000937	Syak.g_01307	Prat.g_01724
OG0000938	Syak.g_01304	Prat.g_01727
OG0000939	Syak.g_01303	Prat.g_01728
OG0000940	Syak.g_01297	Prat.g_01735
OG0000941	Syak.g_01295	Prat.g_01737
OG0000942	Syak.g_01293	Prat.g_01739
OG0000943	Syak.g_01292	Prat.g_01740
OG0000944	Syak.g_01290	Prat.g_01742
OG0000945	Syak.g_01288	Prat.g_01744
OG0000946	Syak.g_01283	Prat.g_01748
OG0000947	Syak.g_01280	Prat.g_01750
OG0000948	Syak.g_01279	Prat.g_01751
OG0000949	Syak.g_01551	Prat.g_01754
OG0000950	Syak.g_01562	Prat.g_01760
OG0000951	Syak.g_01569	Prat.g_01764
OG0000952	Syak.g_01574	Prat.g_01768
OG0000953	Syak.g_01627	Prat.g_01772
OG0000954	Syak.g_01633	Prat.g_01777
OG0000955	Syak.g_01634	Prat.g_01778
OG0000956	Syak.g_01636	Prat.g_01780
OG0000957	Syak.g_01648	Prat.g_01786
OG0000958	Syak.g_01649	Prat.g_01787
OG0000959	Syak.g_01653	Prat.g_01791
OG0000960	Syak.g_01654	Prat.g_01792
OG0000961	Syak.g_01679	Prat.g_01795
OG0000962	Syak.g_01682	Prat.g_01797
OG0000963	Syak.g_01687	Prat.g_01801
OG0000964	Syak.g_01688	Prat.g_01802
OG0000965	Syak.g_01689	Prat.g_01803
OG0000966	Syak.g_01711	Prat.g_01809
OG0000967	Syak.g_01715	Prat.g_01813
OG0000968	Syak.g_01719	Prat.g_01815
OG0000969	Syak.g_01721	Prat.g_01816
OG0000970	Syak.g_01722	Prat.g_01817
OG0000971	Syak.g_01724	Prat.g_01818
OG0000972	Syak.g_01725	Prat.g_01819
OG0000973	Syak.g_01726	Prat.g_01820
OG0000974	Syak.g_01727	Prat.g_01821
OG0000975	Syak.g_01728	Prat.g_01822
OG0000976	Syak.g_01729	Prat.g_01823
OG0000977	Syak.g_01731	Prat.g_01824
OG0000978	Syak.g_01732	Prat.g_01825
OG0000979	Syak.g_01735	Prat.g_01828
OG0000980	Syak.g_01738	Prat.g_01830
OG0000981	Syak.g_01741	Prat.g_01833
OG0000982	Syak.g_01941	Prat.g_01835
OG0000983	Syak.g_01940	Prat.g_01836
OG0000984	Syak.g_01939	Prat.g_01837
OG0000985	Syak.g_01935	Prat.g_01840
OG0000986	Syak.g_01933	Prat.g_01842
OG0000987	Syak.g_01931	Prat.g_01843
OG0000988	Syak.g_01925	Prat.g_01846
OG0000989	Syak.g_01912	Prat.g_01850
OG0000990	Syak.g_01900	Prat.g_01856
OG0000991	Syak.g_01896	Prat.g_01857
OG0000992	Syak.g_01893	Prat.g_01860
OG0000993	Syak.g_01892	Prat.g_01861
OG0000994	Syak.g_01889	Prat.g_01862
OG0000995	Syak.g_01880	Prat.g_01866
OG0000996	Syak.g_01839	Prat.g_01867
OG0000997	Syak.g_01828	Prat.g_01869
OG0000998	Syak.g_01826	Prat.g_01871
OG0000999	Syak.g_01825	Prat.g_01872
OG0001000	Syak.g_01821	Prat.g_01875
OG0001001	Syak.g_01814	Prat.g_01879
OG0001002	Syak.g_01807	Prat.g_01884
OG0001003	Syak.g_01806	Prat.g_01885
OG0001004	Syak.g_01805	Prat.g_01886
OG0001005	Syak.g_01804	Prat.g_01887
OG0001006	Syak.g_01797	Prat.g_01891
OG0001007	Syak.g_01795	Prat.g_01893
OG0001008	Syak.g_01190	Prat.g_00397
OG0001009	Syak.g_01762	Prat.g_00028
OG0001010	Syak.g_01761	Prat.g_00029
OG0001011	Syak.g_01759	Prat.g_00031
OG0001012	Syak.g_01946	Prat.g_00046
OG0001013	Syak.g_01969	Prat.g_00053
OG0001014	Syak.g_01975	Prat.g_00056
OG0001015	Syak.g_01976	Prat.g_00057
OG0001016	Syak.g_02250	Prat.g_00070
OG0001017	Syak.g_02244	Prat.g_00074
OG0001018	Syak.g_02242	Prat.g_00076
OG0001019	Syak.g_02218	Prat.g_00087
OG0001020	Syak.g_02214	Prat.g_00088
OG0001021	Syak.g_02210	Prat.g_00089
OG0001022	Syak.g_02205	Prat.g_00091
OG0001023	Syak.g_02204	Prat.g_00092
OG0001024	Syak.g_02201	Prat.g_00095
OG0001025	Syak.g_02195	Prat.g_00102
OG0001026	Syak.g_02182	Prat.g_00110
OG0001027	Syak.g_02178	Prat.g_00111
OG0001028	Syak.g_02176	Prat.g_00113
OG0001029	Syak.g_02174	Prat.g_00114
OG0001030	Syak.g_02153	Prat.g_00130
OG0001031	Syak.g_02079	Prat.g_00188
OG0001032	Syak.g_02077	Prat.g_00189
OG0001033	Syak.g_02037	Prat.g_00210
OG0001034	Syak.g_02305	Prat.g_00241
OG0001035	Syak.g_01422	Prat.g_00261
OG0001036	Syak.g_01427	Prat.g_00266
OG0001037	Syak.g_01429	Prat.g_00267
OG0001038	Syak.g_01457	Prat.g_00285
OG0001039	Syak.g_01460	Prat.g_00288
OG0001040	Syak.g_01463	Prat.g_00291
OG0001041	Syak.g_01468	Prat.g_00295
OG0001042	Syak.g_01500	Prat.g_00312
OG0001043	Syak.g_01504	Prat.g_00313
OG0001044	Syak.g_01247	Prat.g_00347
OG0001045	Syak.g_01234	Prat.g_00356
OG0001046	Syak.g_00479	Prat.g_01469
OG0001047	Syak.g_01188	Prat.g_00399
OG0001048	Syak.g_01187	Prat.g_00400
OG0001049	Syak.g_01184	Prat.g_00403
OG0001050	Syak.g_01183	Prat.g_00404
OG0001051	Syak.g_01182	Prat.g_00405
OG0001052	Syak.g_01122	Prat.g_00430
OG0001053	Syak.g_02577	Prat.g_00443
OG0001054	Syak.g_02596	Prat.g_00459
OG0001055	Syak.g_02617	Prat.g_00480
OG0001056	Syak.g_02645	Prat.g_00498
OG0001057	Syak.g_00964	Prat.g_00502
OG0001058	Syak.g_02668	Prat.g_00510
OG0001060	Syak.g_02677	Prat.g_00522
OG0001061	Syak.g_02697	Prat.g_00538
OG0001062	Syak.g_02699	Prat.g_00540
OG0001063	Syak.g_02704	Prat.g_00542
OG0001064	Syak.g_02705	Prat.g_00543
OG0001065	Syak.g_02706	Prat.g_00544
OG0001066	Syak.g_02707	Prat.g_00545
OG0001067	Syak.g_02708	Prat.g_00546
OG0001068	Syak.g_02709	Prat.g_00547
OG0001069	Syak.g_02710	Prat.g_00548
OG0001070	Syak.g_02714	Prat.g_00550
OG0001071	Syak.g_02715	Prat.g_00551
OG0001072	Syak.g_02721	Prat.g_00552
OG0001073	Syak.g_02736	Prat.g_00566
OG0001074	Syak.g_00098	Prat.g_00579
OG0001075	Syak.g_02760	Prat.g_00580
OG0001076	Syak.g_00011	Prat.g_00587
OG0001077	Syak.g_00024	Prat.g_00592
OG0001078	Syak.g_00036	Prat.g_01089
OG0001079	Syak.g_00049	Prat.g_01077
OG0001080	Syak.g_00264	Prat.g_01071
OG0001081	Syak.g_00327	Prat.g_01069
OG0001082	Syak.g_00328	Prat.g_01068
OG0001083	Syak.g_00336	Prat.g_01063
OG0001084	Syak.g_00337	Prat.g_01062
OG0001085	Syak.g_00354	Prat.g_00744
OG0001086	Syak.g_00356	Prat.g_00745
OG0001087	Syak.g_00691	Prat.g_00762
OG0001088	Syak.g_00694	Prat.g_00763
OG0001089	Syak.g_00722	Prat.g_00774
OG0001090	Syak.g_00806	Prat.g_00789
OG0001091	Syak.g_00804	Prat.g_00791
OG0001092	Syak.g_00801	Prat.g_00792
OG0001093	Syak.g_00794	Prat.g_00800
OG0001094	Syak.g_00428	Prat.g_01043
OG0001095	Syak.g_00448	Prat.g_01024
OG0001096	Syak.g_00623	Prat.g_01010
OG0001097	Syak.g_00598	Prat.g_00993
OG0001098	Syak.g_00578	Prat.g_00974
OG0001099	Syak.g_02175	Prat.g_00699
OG0001100	Syak.g_00365	Prat.g_00707
OG0001101	Syak.g_00367	Prat.g_00709
OG0001102	Syak.g_00370	Prat.g_00712
OG0001103	Syak.g_00372	Prat.g_00715
OG0001104	Syak.g_00410	Prat.g_00739
OG0001105	Syak.g_00414	Prat.g_00743
OG0001106	Syak.g_00518	Prat.g_00884
OG0001107	Syak.g_00505	Prat.g_00894
OG0001108	Syak.g_00497	Prat.g_00898
OG0001109	Syak.g_00495	Prat.g_00899
OG0001110	Syak.g_00493	Prat.g_00901
OG0001111	Syak.g_00491	Prat.g_00902
OG0001112	Syak.g_00489	Prat.g_00903
OG0001113	Syak.g_00406	Prat.g_00904
OG0001114	Syak.g_00488	Prat.g_00905
OG0001115	Syak.g_00484	Prat.g_00907
OG0001116	Syak.g_00482	Prat.g_00908
OG0001117	Syak.g_00481	Prat.g_00909
OG0001118	Syak.g_00480	Prat.g_00910
OG0001119	Syak.g_00478	Prat.g_00911
OG0001120	Syak.g_00474	Prat.g_00913
OG0001123	Syak.g_00650	Prat.g_00937
OG0001124	Syak.g_00652	Prat.g_00939
OG0001125	Syak.g_00654	Prat.g_00941
OG0001126	Syak.g_00757	Prat.g_00955
OG0001127	Syak.g_00756	Prat.g_00956
OG0001128	Syak.g_00753	Prat.g_00957
OG0001129	Syak.g_00751	Prat.g_00958
OG0001130	Syak.g_00750	Prat.g_00959
OG0001131	Syak.g_00389	Prat.g_01204
OG0001132	Syak.g_00120	Prat.g_01479
OG0001133	Syak.g_00014	Prat.g_01211
OG0001134	Syak.g_00273	Prat.g_01495, Prat.g_01561
OG0001135	Syak.g_00274	Prat.g_01557
OG0001136	Syak.g_00901	Prat.g_01158
OG0001137	Syak.g_00876	Prat.g_01147
OG0001138	Syak.g_00839	Prat.g_01126
OG0001139	Syak.g_00837	Prat.g_01124
OG0001141	Syak.g_00835	Prat.g_01123
OG0001142	Syak.g_00834	Prat.g_01122
OG0001143	Syak.g_00826	Prat.g_01115
OG0001144	Syak.g_00815	Prat.g_01110
OG0001145	Syak.g_00922	Prat.g_01241
OG0001146	Syak.g_00943	Prat.g_01253
OG0001147	Syak.g_01113	Prat.g_01287
OG0001148	Syak.g_02563	Prat.g_01293
OG0001149	Syak.g_02562	Prat.g_01294
OG0001150	Syak.g_02561	Prat.g_01295
OG0001151	Syak.g_02548	Prat.g_01306
OG0001153	Syak.g_01084	Prat.g_01387
OG0001154	Syak.g_01085	Prat.g_01388
OG0001155	Syak.g_02480	Prat.g_01407
OG0001156	Syak.g_02477	Prat.g_01410
OG0001157	Syak.g_02476	Prat.g_01411
OG0001158	Syak.g_02475	Prat.g_01412
OG0001159	Syak.g_02474	Prat.g_01413
OG0001160	Syak.g_02437	Prat.g_01439
OG0001161	Syak.g_01906	Prat.g_01502
OG0001162	Syak.g_00959	Prat.g_01500
OG0001163	Syak.g_02429	Prat.g_01583
OG0001164	Syak.g_02423	Prat.g_01587
