Orthogroup	Syak	Syan
OG0000578	Syak.g_02733	Syan.g_01009
OG0000579	Syak.g_02734	Syan.g_01010
OG0000580	Syak.g_02735	Syan.g_01011
OG0000581	Syak.g_02742	Syan.g_01018
OG0000582	Syak.g_02748	Syan.g_01030
OG0000583	Syak.g_02749	Syan.g_01029
OG0000584	Syak.g_02750	Syan.g_01028
OG0000585	Syak.g_02753	Syan.g_01024
OG0000586	Syak.g_02754	Syan.g_01022
OG0000587	Syak.g_02756	Syan.g_01020
OG0000588	Syak.g_00004	Syan.g_00215
OG0000589	Syak.g_00008	Syan.g_00016
OG0000590	Syak.g_00009	Syan.g_00015
OG0000591	Syak.g_00017	Syan.g_00003
OG0000592	Syak.g_00018	Syan.g_00002
OG0000593	Syak.g_00031	Syan.g_00820
OG0000594	Syak.g_00032	Syan.g_00819
OG0000595	Syak.g_00033	Syan.g_00818
OG0000596	Syak.g_00038	Syan.g_00813
OG0000597	Syak.g_00041	Syan.g_00810
OG0000598	Syak.g_00042	Syan.g_00809
OG0000599	Syak.g_00045	Syan.g_00802
OG0000600	Syak.g_00046	Syan.g_00801
OG0000601	Syak.g_00047	Syan.g_00800
OG0000602	Syak.g_00053	Syan.g_00796
OG0000603	Syak.g_00054	Syan.g_00795
OG0000604	Syak.g_00056	Syan.g_00792
OG0000605	Syak.g_00259	Syan.g_00783
OG0000606	Syak.g_00326	Syan.g_00780
OG0000607	Syak.g_00329	Syan.g_00777
OG0000608	Syak.g_00330	Syan.g_00776
OG0000609	Syak.g_00332	Syan.g_00774
OG0000610	Syak.g_00347	Syan.g_00766
OG0000611	Syak.g_00350	Syan.g_00763
OG0000612	Syak.g_00351	Syan.g_00762
OG0000613	Syak.g_01525	Syan.g_01965
OG0000614	Syak.g_00705	Syan.g_00184
OG0000615	Syak.g_00393	Syan.g_00728
OG0000616	Syak.g_01810	Syan.g_01694
OG0000617	Syak.g_00799	Syan.g_00324
OG0000618	Syak.g_00798	Syan.g_00325
OG0000619	Syak.g_00797	Syan.g_00326
OG0000620	Syak.g_00779	Syan.g_00331
OG0000621	Syak.g_00780	Syan.g_00332
OG0000622	Syak.g_00781	Syan.g_00334
OG0000623	Syak.g_00782	Syan.g_00335
OG0000624	Syak.g_00784	Syan.g_00337
OG0000625	Syak.g_00785	Syan.g_00338
OG0000626	Syak.g_00786	Syan.g_00339
OG0000627	Syak.g_00561	Syan.g_00465
OG0000628	Syak.g_00560	Syan.g_00466
OG0000629	Syak.g_00556	Syan.g_00469
OG0000630	Syak.g_00552	Syan.g_00474
OG0000631	Syak.g_00545	Syan.g_00484
OG0000632	Syak.g_00544	Syan.g_00485
OG0000633	Syak.g_00542	Syan.g_00489
OG0000634	Syak.g_00430	Syan.g_00694
OG0000635	Syak.g_00431	Syan.g_00693
OG0000636	Syak.g_00433	Syan.g_00691
OG0000637	Syak.g_00435	Syan.g_00689
OG0000638	Syak.g_00436	Syan.g_00688
OG0000639	Syak.g_00437	Syan.g_00687
OG0000640	Syak.g_00438	Syan.g_00686
OG0000641	Syak.g_00442	Syan.g_00682
OG0000642	Syak.g_00443	Syan.g_00681
OG0000643	Syak.g_00444	Syan.g_00679
OG0000644	Syak.g_00445	Syan.g_00678
OG0000645	Syak.g_00447	Syan.g_00676
OG0000646	Syak.g_00450	Syan.g_00673
OG0000647	Syak.g_00452	Syan.g_00671
OG0000648	Syak.g_00456	Syan.g_00669
OG0000649	Syak.g_00457	Syan.g_00668
OG0000650	Syak.g_00458	Syan.g_00667
OG0000651	Syak.g_00459	Syan.g_00666
OG0000652	Syak.g_00460	Syan.g_00665
OG0000653	Syak.g_00462	Syan.g_00663
OG0000654	Syak.g_00625	Syan.g_00661
OG0000655	Syak.g_00624	Syan.g_00660
OG0000656	Syak.g_00621	Syan.g_00656
OG0000657	Syak.g_00609	Syan.g_00375
OG0000658	Syak.g_00606	Syan.g_00378
OG0000659	Syak.g_00605	Syan.g_00379
OG0000660	Syak.g_00601	Syan.g_00383
OG0000661	Syak.g_00599	Syan.g_00385
OG0000662	Syak.g_00597	Syan.g_00392
OG0000663	Syak.g_00594	Syan.g_00395
OG0000664	Syak.g_00593	Syan.g_00397
OG0000665	Syak.g_00086	Syan.g_00788
OG0000666	Syak.g_00078	Syan.g_02100
OG0000667	Syak.g_00340	Syan.g_00044
OG0000668	Syak.g_00643	Syan.g_00365
OG0000669	Syak.g_00363	Syan.g_00751
OG0000670	Syak.g_00366	Syan.g_00748
OG0000671	Syak.g_00368	Syan.g_00746
OG0000672	Syak.g_00371	Syan.g_00743
OG0000673	Syak.g_00374	Syan.g_00740
OG0000674	Syak.g_00376	Syan.g_00738
OG0000675	Syak.g_00377	Syan.g_00737
OG0000676	Syak.g_00379	Syan.g_00735
OG0000677	Syak.g_00380	Syan.g_00734
OG0000678	Syak.g_00386	Syan.g_00732
OG0000679	Syak.g_00397	Syan.g_00724
OG0000680	Syak.g_00398	Syan.g_00723
OG0000681	Syak.g_00401	Syan.g_00720
OG0000682	Syak.g_00402	Syan.g_00719
OG0000683	Syak.g_00403	Syan.g_00718
OG0000684	Syak.g_00409	Syan.g_00715
OG0000685	Syak.g_00411	Syan.g_00713
OG0000686	Syak.g_00412	Syan.g_00712
OG0000687	Syak.g_00413	Syan.g_00711
OG0000688	Syak.g_00418	Syan.g_00706
OG0000689	Syak.g_00421	Syan.g_00704
OG0000690	Syak.g_00422	Syan.g_00703
OG0000691	Syak.g_00423	Syan.g_00702
OG0000692	Syak.g_00424	Syan.g_00700
OG0000693	Syak.g_00426	Syan.g_00698
OG0000694	Syak.g_00427	Syan.g_00697
OG0000695	Syak.g_00540	Syan.g_00492
OG0000696	Syak.g_00539	Syan.g_00493
OG0000697	Syak.g_00538	Syan.g_00495
OG0000698	Syak.g_00535	Syan.g_00498
OG0000699	Syak.g_00534	Syan.g_00500
OG0000700	Syak.g_00533	Syan.g_00501
OG0000701	Syak.g_00532	Syan.g_00502
OG0000702	Syak.g_00522	Syan.g_00534
OG0000703	Syak.g_00521	Syan.g_00546
OG0000704	Syak.g_00519	Syan.g_00550
OG0000705	Syak.g_00511	Syan.g_00557
OG0000706	Syak.g_00510	Syan.g_00558
OG0000707	Syak.g_00509	Syan.g_00559
OG0000708	Syak.g_00506	Syan.g_00562
OG0000709	Syak.g_00498	Syan.g_00570
OG0000710	Syak.g_00494	Syan.g_00574
OG0000711	Syak.g_00466	Syan.g_00607
OG0000712	Syak.g_00464	Syan.g_00609
OG0000713	Syak.g_00463	Syan.g_00610
OG0000714	Syak.g_00629	Syan.g_00624
OG0000715	Syak.g_00631	Syan.g_00626
OG0000716	Syak.g_00635	Syan.g_00630
OG0000717	Syak.g_00636	Syan.g_00631
OG0000718	Syak.g_00640	Syan.g_00651
OG0000719	Syak.g_00642	Syan.g_00367
OG0000720	Syak.g_00655	Syan.g_00354
OG0000721	Syak.g_00657	Syan.g_00352
OG0000722	Syak.g_00658	Syan.g_00351
OG0000723	Syak.g_00790	Syan.g_00341
OG0000724	Syak.g_00749	Syan.g_00299
OG0000725	Syak.g_00731	Syan.g_00194
OG0000726	Syak.g_00730	Syan.g_00193
OG0000727	Syak.g_00729	Syan.g_00192
OG0000728	Syak.g_00727	Syan.g_00190
OG0000729	Syak.g_01683	Syan.g_01885
OG0000730	Syak.g_01248	Syan.g_02147
OG0000731	Syak.g_01237	Syan.g_02135
OG0000732	Syak.g_01739	Syan.g_01726
OG0000733	Syak.g_01905	Syan.g_01147
OG0000734	Syak.g_02184	Syan.g_02982
OG0000735	Syak.g_00914	Syan.g_02713
OG0000736	Syak.g_00913	Syan.g_02712
OG0000737	Syak.g_00912	Syan.g_02711
OG0000738	Syak.g_00907	Syan.g_02705
OG0000739	Syak.g_00906	Syan.g_02704
OG0000740	Syak.g_00905	Syan.g_02703
OG0000741	Syak.g_00902	Syan.g_02700
OG0000742	Syak.g_00899	Syan.g_02697
OG0000743	Syak.g_00897	Syan.g_02694
OG0000744	Syak.g_00896	Syan.g_02693
OG0000745	Syak.g_00894	Syan.g_02690
OG0000746	Syak.g_00892	Syan.g_02687
OG0000747	Syak.g_00891	Syan.g_02685
OG0000748	Syak.g_00875	Syan.g_02669
OG0000749	Syak.g_00874	Syan.g_02668
OG0000750	Syak.g_00873	Syan.g_02667
OG0000751	Syak.g_00862	Syan.g_02661
OG0000752	Syak.g_00860	Syan.g_02659
OG0000753	Syak.g_00857	Syan.g_02656
OG0000754	Syak.g_00852	Syan.g_02650
OG0000755	Syak.g_00841	Syan.g_02641
OG0000756	Syak.g_00840	Syan.g_02640
OG0000757	Syak.g_00833	Syan.g_02623
OG0000758	Syak.g_00832	Syan.g_02622
OG0000759	Syak.g_00831	Syan.g_02621
OG0000760	Syak.g_00830	Syan.g_02620
OG0000761	Syak.g_00829	Syan.g_02619
OG0000762	Syak.g_00827	Syan.g_02617
OG0000763	Syak.g_00825	Syan.g_02615
OG0000764	Syak.g_00824	Syan.g_02614
OG0000765	Syak.g_00669	Syan.g_02587
OG0000766	Syak.g_00670	Syan.g_02586
OG0000767	Syak.g_00672	Syan.g_02584
OG0000768	Syak.g_00673	Syan.g_02583
OG0000769	Syak.g_00675	Syan.g_02581
OG0000770	Syak.g_00678	Syan.g_02561
OG0000771	Syak.g_00755	Syan.g_00305
OG0000772	Syak.g_02048	Syan.g_00436
OG0000773	Syak.g_00921	Syan.g_01199
OG0000774	Syak.g_00926	Syan.g_01205
OG0000775	Syak.g_00929	Syan.g_01207
OG0000776	Syak.g_00930	Syan.g_01208
OG0000777	Syak.g_00931	Syan.g_01209
OG0000778	Syak.g_00932	Syan.g_01210
OG0000779	Syak.g_00938	Syan.g_01215
OG0000780	Syak.g_00942	Syan.g_01218
OG0000781	Syak.g_00946	Syan.g_01222
OG0000782	Syak.g_00947	Syan.g_01223
OG0000783	Syak.g_00948	Syan.g_01224
OG0000784	Syak.g_00949	Syan.g_01225
OG0000785	Syak.g_00951	Syan.g_01228
OG0000786	Syak.g_00956	Syan.g_01243
OG0000787	Syak.g_00957	Syan.g_01244
OG0000788	Syak.g_00048	Syan.g_00843
OG0000789	Syak.g_00085	Syan.g_00075
OG0000790	Syak.g_02560	Syan.g_02778
OG0000791	Syak.g_02558	Syan.g_02780
OG0000792	Syak.g_02557	Syan.g_02781
OG0000793	Syak.g_02552	Syan.g_02879
OG0000794	Syak.g_02551	Syan.g_02881
OG0000795	Syak.g_02550	Syan.g_02882
OG0000796	Syak.g_02547	Syan.g_02886
OG0000797	Syak.g_02546	Syan.g_02888
OG0000798	Syak.g_01456	Syan.g_02026
OG0000799	Syak.g_00981	Syan.g_01310
OG0000800	Syak.g_00989	Syan.g_01308
OG0000801	Syak.g_00990	Syan.g_01307
OG0000802	Syak.g_00995	Syan.g_01303
OG0000803	Syak.g_01021	Syan.g_01294
OG0000804	Syak.g_01026	Syan.g_01291
OG0000805	Syak.g_01029	Syan.g_01289
OG0000806	Syak.g_01031	Syan.g_01287
OG0000807	Syak.g_01033	Syan.g_01286
OG0000808	Syak.g_01034	Syan.g_01285
OG0000809	Syak.g_01038	Syan.g_01281
OG0000810	Syak.g_01039	Syan.g_01280
OG0000811	Syak.g_01045	Syan.g_01272
OG0000812	Syak.g_01047	Syan.g_01270
OG0000813	Syak.g_01048	Syan.g_01269
OG0000814	Syak.g_01051	Syan.g_01267
OG0000815	Syak.g_01053	Syan.g_01249
OG0000816	Syak.g_01055	Syan.g_01247
OG0000817	Syak.g_01056	Syan.g_01328
OG0000818	Syak.g_01060	Syan.g_02807
OG0000819	Syak.g_01064	Syan.g_02808
OG0000820	Syak.g_01065	Syan.g_02809
OG0000821	Syak.g_01071	Syan.g_02815
OG0000822	Syak.g_01073	Syan.g_02817
OG0000823	Syak.g_01074	Syan.g_02818
OG0000824	Syak.g_01080	Syan.g_02824
OG0000825	Syak.g_01081	Syan.g_02825
OG0000826	Syak.g_01082	Syan.g_02826
OG0000827	Syak.g_01083	Syan.g_02827
OG0000828	Syak.g_01086	Syan.g_02830
OG0000829	Syak.g_01087	Syan.g_02831
OG0000830	Syak.g_01088	Syan.g_02832
OG0000831	Syak.g_01091	Syan.g_02834
OG0000832	Syak.g_02482	Syan.g_02408
OG0000833	Syak.g_02473	Syan.g_01343
OG0000834	Syak.g_02470	Syan.g_01345
OG0000835	Syak.g_02469	Syan.g_01346
OG0000836	Syak.g_02466	Syan.g_01349
OG0000837	Syak.g_02465	Syan.g_01351
OG0000838	Syak.g_02461	Syan.g_01355
OG0000839	Syak.g_02460	Syan.g_01356
OG0000840	Syak.g_02459	Syan.g_01357
OG0000841	Syak.g_02458	Syan.g_01358
OG0000842	Syak.g_02457	Syan.g_01359
OG0000843	Syak.g_02456	Syan.g_01360
OG0000844	Syak.g_02454	Syan.g_01362
OG0000845	Syak.g_02453	Syan.g_01363
OG0000846	Syak.g_02452	Syan.g_01364
OG0000847	Syak.g_02451	Syan.g_01365
OG0000848	Syak.g_02449	Syan.g_01367
OG0000849	Syak.g_02448	Syan.g_01368
OG0000850	Syak.g_02445	Syan.g_01371
OG0000851	Syak.g_02440	Syan.g_01374
OG0000852	Syak.g_02439	Syan.g_01375
OG0000853	Syak.g_02435	Syan.g_01379
OG0000854	Syak.g_02433	Syan.g_01381
OG0000855	Syak.g_02432	Syan.g_01382
OG0000856	Syak.g_00021	Syan.g_01136
OG0000857	Syak.g_00451	Syan.g_00672
OG0000858	Syak.g_02426	Syan.g_01389
OG0000859	Syak.g_02425	Syan.g_01390
OG0000860	Syak.g_02414	Syan.g_01402
OG0000861	Syak.g_02413	Syan.g_01403
OG0000862	Syak.g_02412	Syan.g_01412
OG0000863	Syak.g_02409	Syan.g_01414
OG0000864	Syak.g_02408	Syan.g_00969
OG0000865	Syak.g_02407	Syan.g_01415
OG0000866	Syak.g_02406	Syan.g_01416
OG0000867	Syak.g_02405	Syan.g_01417
OG0000868	Syak.g_02402	Syan.g_01421
OG0000869	Syak.g_02398	Syan.g_01426
OG0000870	Syak.g_02393	Syan.g_01431
OG0000871	Syak.g_02392	Syan.g_01432
OG0000872	Syak.g_02386	Syan.g_01438
OG0000873	Syak.g_02383	Syan.g_01441
OG0000874	Syak.g_02379	Syan.g_01443
OG0000875	Syak.g_02377	Syan.g_01445
OG0000876	Syak.g_02375	Syan.g_00391
OG0000877	Syak.g_02372	Syan.g_01449
OG0000878	Syak.g_02371	Syan.g_01450
OG0000879	Syak.g_02370	Syan.g_01451
OG0000880	Syak.g_02369	Syan.g_01452
OG0000881	Syak.g_02363	Syan.g_01457
OG0000882	Syak.g_02358	Syan.g_01462
OG0000883	Syak.g_02355	Syan.g_01464
OG0000884	Syak.g_02353	Syan.g_01466
OG0000885	Syak.g_02352	Syan.g_01467
OG0000886	Syak.g_02351	Syan.g_01468
OG0000887	Syak.g_02350	Syan.g_01469
OG0000888	Syak.g_02348	Syan.g_01471
OG0000889	Syak.g_02346	Syan.g_01473
OG0000890	Syak.g_02334	Syan.g_01476
OG0000891	Syak.g_02333	Syan.g_01477
OG0000892	Syak.g_02329	Syan.g_01480
OG0000893	Syak.g_01393	Syan.g_02103
OG0000894	Syak.g_01390	Syan.g_02108
OG0000895	Syak.g_01386	Syan.g_02112
OG0000896	Syak.g_01385	Syan.g_02113
OG0000897	Syak.g_01383	Syan.g_02115
OG0000898	Syak.g_01382	Syan.g_02116
OG0000899	Syak.g_01381	Syan.g_02117
OG0000900	Syak.g_01380	Syan.g_02118
OG0000901	Syak.g_01375	Syan.g_02123
OG0000902	Syak.g_01368	Syan.g_02125
OG0000903	Syak.g_01353	Syan.g_02252
OG0000904	Syak.g_01358	Syan.g_02258
OG0000905	Syak.g_01363	Syan.g_02129
OG0000906	Syak.g_01366	Syan.g_02127
OG0000907	Syak.g_01351	Syan.g_02245
OG0000908	Syak.g_01348	Syan.g_02242
OG0000909	Syak.g_01347	Syan.g_02241
OG0000910	Syak.g_01346	Syan.g_02240
OG0000911	Syak.g_01344	Syan.g_02238
OG0000912	Syak.g_01343	Syan.g_02237
OG0000913	Syak.g_01342	Syan.g_02236
OG0000914	Syak.g_01341	Syan.g_02235
OG0000915	Syak.g_01339	Syan.g_02233
OG0000916	Syak.g_01338	Syan.g_02232
OG0000917	Syak.g_01337	Syan.g_02231
OG0000918	Syak.g_01336	Syan.g_02230
OG0000919	Syak.g_01335	Syan.g_02229
OG0000920	Syak.g_01334	Syan.g_02228
OG0000921	Syak.g_01333	Syan.g_02227
OG0000922	Syak.g_01332	Syan.g_02226
OG0000923	Syak.g_01328	Syan.g_02222
OG0000924	Syak.g_01327	Syan.g_02221
OG0000925	Syak.g_01326	Syan.g_02220
OG0000926	Syak.g_01325	Syan.g_02219
OG0000927	Syak.g_01323	Syan.g_02217
OG0000928	Syak.g_01322	Syan.g_02216
OG0000929	Syak.g_01321	Syan.g_02215
OG0000930	Syak.g_01320	Syan.g_02214
OG0000931	Syak.g_01319	Syan.g_02213
OG0000932	Syak.g_01318	Syan.g_02212
OG0000933	Syak.g_01312	Syan.g_02206
OG0000934	Syak.g_01310	Syan.g_02204
OG0000935	Syak.g_01309	Syan.g_02203
OG0000936	Syak.g_01308	Syan.g_02202
OG0000937	Syak.g_01307	Syan.g_02201
OG0000938	Syak.g_01304	Syan.g_02198
OG0000939	Syak.g_01303	Syan.g_02197
OG0000940	Syak.g_01297	Syan.g_02188
OG0000941	Syak.g_01295	Syan.g_02186
OG0000942	Syak.g_01293	Syan.g_02184
OG0000943	Syak.g_01292	Syan.g_02183
OG0000944	Syak.g_01290	Syan.g_02181
OG0000945	Syak.g_01288	Syan.g_02180
OG0000946	Syak.g_01283	Syan.g_02167
OG0000947	Syak.g_01280	Syan.g_02164
OG0000948	Syak.g_01279	Syan.g_02163
OG0000949	Syak.g_01551	Syan.g_01951
OG0000950	Syak.g_01562	Syan.g_01940
OG0000951	Syak.g_01569	Syan.g_01932
OG0000952	Syak.g_01574	Syan.g_01927
OG0000953	Syak.g_01627	Syan.g_01922
OG0000954	Syak.g_01633	Syan.g_01916
OG0000955	Syak.g_01634	Syan.g_01915
OG0000956	Syak.g_01636	Syan.g_01913
OG0000957	Syak.g_01648	Syan.g_01898
OG0000958	Syak.g_01649	Syan.g_01897
OG0000959	Syak.g_01653	Syan.g_01893
OG0000960	Syak.g_01654	Syan.g_01892
OG0000961	Syak.g_01679	Syan.g_03024
OG0000962	Syak.g_01682	Syan.g_01887
OG0000963	Syak.g_01687	Syan.g_01881
OG0000964	Syak.g_01688	Syan.g_01880
OG0000965	Syak.g_01689	Syan.g_01879
OG0000966	Syak.g_01711	Syan.g_01812
OG0000967	Syak.g_01715	Syan.g_01804
OG0000968	Syak.g_01719	Syan.g_01706
OG0000969	Syak.g_01721	Syan.g_01708
OG0000970	Syak.g_01722	Syan.g_01709
OG0000971	Syak.g_01724	Syan.g_01711
OG0000972	Syak.g_01725	Syan.g_01712
OG0000973	Syak.g_01726	Syan.g_01713
OG0000974	Syak.g_01727	Syan.g_01714
OG0000975	Syak.g_01728	Syan.g_01715
OG0000976	Syak.g_01729	Syan.g_01716
OG0000977	Syak.g_01731	Syan.g_01718
OG0000978	Syak.g_01732	Syan.g_01719
OG0000979	Syak.g_01735	Syan.g_01722
OG0000980	Syak.g_01738	Syan.g_01725
OG0000981	Syak.g_01741	Syan.g_01728
OG0000982	Syak.g_01941	Syan.g_01566
OG0000983	Syak.g_01940	Syan.g_01567
OG0000984	Syak.g_01939	Syan.g_01568
OG0000985	Syak.g_01935	Syan.g_01572
OG0000986	Syak.g_01933	Syan.g_01574
OG0000987	Syak.g_01931	Syan.g_01576
OG0000988	Syak.g_01925	Syan.g_01581
OG0000989	Syak.g_01912	Syan.g_01587
OG0000990	Syak.g_01900	Syan.g_01615
OG0000991	Syak.g_01896	Syan.g_01618
OG0000992	Syak.g_01893	Syan.g_01622
OG0000993	Syak.g_01892	Syan.g_01623
OG0000994	Syak.g_01889	Syan.g_01625
OG0000995	Syak.g_01880	Syan.g_01629
OG0000996	Syak.g_01839	Syan.g_01653
OG0000997	Syak.g_01828	Syan.g_01677
OG0000998	Syak.g_01826	Syan.g_01679
OG0000999	Syak.g_01825	Syan.g_01680
OG0001000	Syak.g_01821	Syan.g_01684
OG0001001	Syak.g_01814	Syan.g_01690
OG0001002	Syak.g_01807	Syan.g_01697
OG0001003	Syak.g_01806	Syan.g_01699
OG0001004	Syak.g_01805	Syan.g_01700
OG0001005	Syak.g_01804	Syan.g_01701
OG0001006	Syak.g_01797	Syan.g_01794
OG0001007	Syak.g_01795	Syan.g_01796
OG0001008	Syak.g_01190	Syan.g_02397
OG0001009	Syak.g_01762	Syan.g_01748
OG0001010	Syak.g_01761	Syan.g_01747
OG0001011	Syak.g_01759	Syan.g_01745
OG0001012	Syak.g_01946	Syan.g_00281
OG0001013	Syak.g_01969	Syan.g_01542
OG0001014	Syak.g_01975	Syan.g_01535
OG0001015	Syak.g_01976	Syan.g_01534
OG0001016	Syak.g_02250	Syan.g_02912
OG0001017	Syak.g_02244	Syan.g_02918
OG0001018	Syak.g_02242	Syan.g_02920
OG0001019	Syak.g_02218	Syan.g_02947
OG0001020	Syak.g_02214	Syan.g_02951
OG0001021	Syak.g_02210	Syan.g_02958
OG0001022	Syak.g_02205	Syan.g_02964
OG0001023	Syak.g_02204	Syan.g_02965
OG0001024	Syak.g_02201	Syan.g_00968
OG0001025	Syak.g_02195	Syan.g_02971
OG0001026	Syak.g_02182	Syan.g_02984
OG0001027	Syak.g_02178	Syan.g_02308
OG0001028	Syak.g_02176	Syan.g_02305
OG0001029	Syak.g_02174	Syan.g_02303
OG0001030	Syak.g_02153	Syan.g_02281
OG0001031	Syak.g_02079	Syan.g_03060
OG0001032	Syak.g_02077	Syan.g_03063
OG0001033	Syak.g_02037	Syan.g_00970
OG0001034	Syak.g_02305	Syan.g_02425
OG0001035	Syak.g_01422	Syan.g_02062
OG0001036	Syak.g_01427	Syan.g_02056
OG0001037	Syak.g_01429	Syan.g_02054
OG0001038	Syak.g_01457	Syan.g_02025
OG0001039	Syak.g_01460	Syan.g_02022
OG0001040	Syak.g_01463	Syan.g_02019
OG0001041	Syak.g_01468	Syan.g_02015
OG0001042	Syak.g_01500	Syan.g_01992
OG0001043	Syak.g_01504	Syan.g_01988
OG0001044	Syak.g_01247	Syan.g_02145
OG0001045	Syak.g_01234	Syan.g_02132
OG0001046	Syak.g_00479	Syan.g_00591
OG0001047	Syak.g_01188	Syan.g_02399
OG0001048	Syak.g_01187	Syan.g_02400
OG0001049	Syak.g_01184	Syan.g_01340
OG0001050	Syak.g_01183	Syan.g_01339
OG0001051	Syak.g_01182	Syan.g_01338
OG0001052	Syak.g_01122	Syan.g_02850
OG0001053	Syak.g_02577	Syan.g_02761
OG0001054	Syak.g_02596	Syan.g_02742
OG0001055	Syak.g_02617	Syan.g_02721
OG0001056	Syak.g_02645	Syan.g_01161
OG0001057	Syak.g_00964	Syan.g_00832
OG0001058	Syak.g_02668	Syan.g_00851
OG0001060	Syak.g_02677	Syan.g_00861
OG0001061	Syak.g_02697	Syan.g_00880
OG0001063	Syak.g_02704	Syan.g_00945
OG0001064	Syak.g_02705	Syan.g_00946
OG0001065	Syak.g_02706	Syan.g_00947
OG0001066	Syak.g_02707	Syan.g_00948
OG0001067	Syak.g_02708	Syan.g_00949
OG0001068	Syak.g_02709	Syan.g_00950
OG0001069	Syak.g_02710	Syan.g_00951
OG0001070	Syak.g_02714	Syan.g_00955
OG0001071	Syak.g_02715	Syan.g_00956
OG0001072	Syak.g_02721	Syan.g_00960
OG0001073	Syak.g_02736	Syan.g_01012
OG0001074	Syak.g_00098	Syan.g_00202
OG0001075	Syak.g_02760	Syan.g_00200
OG0001076	Syak.g_00011	Syan.g_00012
OG0001077	Syak.g_00024	Syan.g_01140
OG0001078	Syak.g_00036	Syan.g_00815
OG0001079	Syak.g_00049	Syan.g_00799
OG0001080	Syak.g_00264	Syan.g_00781
OG0001081	Syak.g_00327	Syan.g_00779
OG0001082	Syak.g_00328	Syan.g_00778
OG0001083	Syak.g_00336	Syan.g_00771
OG0001084	Syak.g_00337	Syan.g_00770
OG0001086	Syak.g_00356	Syan.g_00757
OG0001087	Syak.g_00691	Syan.g_01159
OG0001088	Syak.g_00694	Syan.g_02688
OG0001089	Syak.g_00722	Syan.g_00185
OG0001090	Syak.g_00806	Syan.g_00317
OG0001091	Syak.g_00804	Syan.g_00320
OG0001092	Syak.g_00801	Syan.g_00322
OG0001093	Syak.g_00794	Syan.g_00328
OG0001094	Syak.g_00428	Syan.g_00696
OG0001095	Syak.g_00448	Syan.g_00675
OG0001096	Syak.g_00623	Syan.g_00659
OG0001097	Syak.g_00598	Syan.g_00386
OG0001099	Syak.g_02175	Syan.g_02304
OG0001100	Syak.g_00365	Syan.g_00749
OG0001101	Syak.g_00367	Syan.g_00747
OG0001102	Syak.g_00370	Syan.g_00744
OG0001103	Syak.g_00372	Syan.g_00742
OG0001104	Syak.g_00410	Syan.g_00714
OG0001106	Syak.g_00518	Syan.g_00551
OG0001107	Syak.g_00505	Syan.g_00563
OG0001108	Syak.g_00497	Syan.g_00571
OG0001109	Syak.g_00495	Syan.g_00573
OG0001110	Syak.g_00493	Syan.g_00575
OG0001111	Syak.g_00491	Syan.g_00577
OG0001112	Syak.g_00489	Syan.g_00579
OG0001113	Syak.g_00406	Syan.g_00580
OG0001114	Syak.g_00488	Syan.g_00581
OG0001115	Syak.g_00484	Syan.g_00586
OG0001116	Syak.g_00482	Syan.g_00588
OG0001117	Syak.g_00481	Syan.g_00589
OG0001118	Syak.g_00480	Syan.g_00590
OG0001119	Syak.g_00478	Syan.g_00592
OG0001120	Syak.g_00474	Syan.g_00597
OG0001123	Syak.g_00650	Syan.g_00359
OG0001124	Syak.g_00652	Syan.g_00357
OG0001125	Syak.g_00654	Syan.g_00355
OG0001126	Syak.g_00757	Syan.g_00307
OG0001127	Syak.g_00756	Syan.g_00306
OG0001128	Syak.g_00753	Syan.g_00303
OG0001129	Syak.g_00751	Syan.g_00301
OG0001130	Syak.g_00750	Syan.g_00300
OG0001131	Syak.g_00389	Syan.g_00079
OG0001132	Syak.g_00120	Syan.g_00100
OG0001133	Syak.g_00014	Syan.g_00006
OG0001134	Syak.g_00273	Syan.g_01146
OG0001135	Syak.g_00274	Syan.g_02542
OG0001136	Syak.g_00901	Syan.g_02699
OG0001137	Syak.g_00876	Syan.g_02670
OG0001138	Syak.g_00839	Syan.g_02638
OG0001139	Syak.g_00837	Syan.g_02636
OG0001140	Syak.g_00836	Syan.g_02635
OG0001141	Syak.g_00835	Syan.g_02625
OG0001142	Syak.g_00834	Syan.g_02624
OG0001143	Syak.g_00826	Syan.g_02616
OG0001144	Syak.g_00815	Syan.g_02596
OG0001145	Syak.g_00922	Syan.g_01200
OG0001146	Syak.g_00943	Syan.g_01219
OG0001147	Syak.g_01113	Syan.g_02842
OG0001148	Syak.g_02563	Syan.g_02775
OG0001149	Syak.g_02562	Syan.g_02776
OG0001150	Syak.g_02561	Syan.g_02777
OG0001151	Syak.g_02548	Syan.g_02884
OG0001153	Syak.g_01084	Syan.g_02828
OG0001154	Syak.g_01085	Syan.g_02829
OG0001156	Syak.g_02477	Syan.g_02404
OG0001157	Syak.g_02476	Syan.g_02403
OG0001158	Syak.g_02475	Syan.g_02402
OG0001159	Syak.g_02474	Syan.g_02401
OG0001160	Syak.g_02437	Syan.g_01377
OG0001161	Syak.g_01906	Syan.g_01594
OG0001162	Syak.g_00959	Syan.g_02943
OG0001163	Syak.g_02429	Syan.g_01385
OG0001164	Syak.g_02423	Syan.g_01392
OG0001165	Syak.g_02418	Syan.g_01397
OG0001166	Syak.g_02394	Syan.g_01430
OG0001167	Syak.g_02366	Syan.g_00992
OG0001168	Syak.g_02364	Syan.g_01456
