Orthogroup	Syas	Prbh
OG0000584	Syas.g_00871	Prbh.g_00219
OG0000585	Syas.g_00868	Prbh.g_00217
OG0000586	Syas.g_00867	Prbh.g_00216
OG0000587	Syas.g_00865	Prbh.g_00215
OG0000588	Syas.g_00960	Prbh.g_01465
OG0000589	Syas.g_00121	Prbh.g_01462
OG0000590	Syas.g_00120	Prbh.g_01461
OG0000591	Syas.g_00106	Prbh.g_01457
OG0000592	Syas.g_00105	Prbh.g_01456
OG0000593	Syas.g_00750	Prbh.g_01221
OG0000594	Syas.g_00749	Prbh.g_01220
OG0000595	Syas.g_00748	Prbh.g_01219
OG0000596	Syas.g_00743	Prbh.g_01216
OG0000597	Syas.g_00740	Prbh.g_01213
OG0000598	Syas.g_00739	Prbh.g_01212
OG0000599	Syas.g_00732	Prbh.g_01209
OG0000600	Syas.g_00731	Prbh.g_01208
OG0000601	Syas.g_00730	Prbh.g_01207
OG0000602	Syas.g_00725	Prbh.g_01205
OG0000603	Syas.g_00724	Prbh.g_01204
OG0000604	Syas.g_00721	Prbh.g_01203
OG0000605	Syas.g_00719	Prbh.g_01202
OG0000606	Syas.g_00716	Prbh.g_01199
OG0000607	Syas.g_00713	Prbh.g_01196
OG0000608	Syas.g_00712	Prbh.g_01195
OG0000609	Syas.g_00710	Prbh.g_01194
OG0000610	Syas.g_00702	Prbh.g_01188
OG0000611	Syas.g_00699	Prbh.g_01185
OG0000612	Syas.g_00698	Prbh.g_01184
OG0000613	Syas.g_01825	Prbh.g_00907
OG0000614	Syas.g_01044	Prbh.g_00928
OG0000615	Syas.g_00650	Prbh.g_00939
OG0000616	Syas.g_02011	Prbh.g_01487
OG0000617	Syas.g_00180	Prbh.g_01167
OG0000618	Syas.g_00181	Prbh.g_01166
OG0000619	Syas.g_00182	Prbh.g_01165
OG0000620	Syas.g_00188	Prbh.g_01162
OG0000621	Syas.g_00189	Prbh.g_01161
OG0000622	Syas.g_00190	Prbh.g_01160
OG0000623	Syas.g_00191	Prbh.g_01159
OG0000624	Syas.g_00192	Prbh.g_01157
OG0000625	Syas.g_00193	Prbh.g_01156
OG0000626	Syas.g_00194	Prbh.g_01155
OG0000627	Syas.g_00372	Prbh.g_01154
OG0000628	Syas.g_00373	Prbh.g_01153
OG0000629	Syas.g_00376	Prbh.g_01151
OG0000630	Syas.g_00397	Prbh.g_01148
OG0000631	Syas.g_00405	Prbh.g_01056
OG0000632	Syas.g_00406	Prbh.g_01057
OG0000633	Syas.g_00407	Prbh.g_01058
OG0000634	Syas.g_00600	Prbh.g_00949
OG0000635	Syas.g_00599	Prbh.g_00950
OG0000636	Syas.g_00597	Prbh.g_00952
OG0000637	Syas.g_00595	Prbh.g_00954
OG0000638	Syas.g_00594	Prbh.g_00955
OG0000639	Syas.g_00593	Prbh.g_00956
OG0000640	Syas.g_00592	Prbh.g_00957
OG0000641	Syas.g_00587	Prbh.g_00961
OG0000642	Syas.g_00586	Prbh.g_00962
OG0000643	Syas.g_00585	Prbh.g_00963
OG0000644	Syas.g_00584	Prbh.g_00964
OG0000645	Syas.g_00583	Prbh.g_00965
OG0000646	Syas.g_00580	Prbh.g_00967
OG0000647	Syas.g_00578	Prbh.g_00969
OG0000648	Syas.g_00576	Prbh.g_00971
OG0000649	Syas.g_00575	Prbh.g_00972
OG0000650	Syas.g_00574	Prbh.g_00973
OG0000651	Syas.g_00573	Prbh.g_00974
OG0000652	Syas.g_00572	Prbh.g_00975
OG0000653	Syas.g_00570	Prbh.g_00977
OG0000654	Syas.g_00569	Prbh.g_00978
OG0000655	Syas.g_00568	Prbh.g_00979
OG0000656	Syas.g_00565	Prbh.g_00982
OG0000657	Syas.g_00232	Prbh.g_00989
OG0000658	Syas.g_00235	Prbh.g_00991
OG0000659	Syas.g_00236	Prbh.g_00992
OG0000660	Syas.g_00240	Prbh.g_00996
OG0000661	Syas.g_00242	Prbh.g_00998
OG0000662	Syas.g_00281	Prbh.g_01001
OG0000663	Syas.g_00284	Prbh.g_01003
OG0000664	Syas.g_00287	Prbh.g_01004
OG0000665	Syas.g_00385	Prbh.g_01010
OG0000666	Syas.g_01362	Prbh.g_01011
OG0000667	Syas.g_00088	Prbh.g_01015
OG0000668	Syas.g_00221	Prbh.g_00857
OG0000669	Syas.g_00684	Prbh.g_00868
OG0000670	Syas.g_00681	Prbh.g_00871
OG0000671	Syas.g_00679	Prbh.g_00873
OG0000672	Syas.g_00676	Prbh.g_00876
OG0000673	Syas.g_00673	Prbh.g_00879
OG0000674	Syas.g_00671	Prbh.g_00881
OG0000675	Syas.g_00670	Prbh.g_00882
OG0000676	Syas.g_00668	Prbh.g_00884
OG0000677	Syas.g_00667	Prbh.g_00885
OG0000678	Syas.g_00660	Prbh.g_00887
OG0000679	Syas.g_00629	Prbh.g_00891
OG0000680	Syas.g_00628	Prbh.g_00892
OG0000681	Syas.g_00625	Prbh.g_00895
OG0000682	Syas.g_00624	Prbh.g_00896
OG0000683	Syas.g_00623	Prbh.g_00897
OG0000684	Syas.g_00621	Prbh.g_00898
OG0000685	Syas.g_00187	Prbh.g_00900
OG0000686	Syas.g_00619	Prbh.g_00901
OG0000687	Syas.g_00618	Prbh.g_00902
OG0000688	Syas.g_00612	Prbh.g_01179
OG0000689	Syas.g_00610	Prbh.g_01178
OG0000690	Syas.g_00609	Prbh.g_01177
OG0000691	Syas.g_00608	Prbh.g_01176
OG0000692	Syas.g_00606	Prbh.g_01174
OG0000693	Syas.g_00604	Prbh.g_01173
OG0000694	Syas.g_00603	Prbh.g_01172
OG0000695	Syas.g_00410	Prbh.g_01060
OG0000696	Syas.g_00411	Prbh.g_01061
OG0000697	Syas.g_00413	Prbh.g_01062
OG0000698	Syas.g_00417	Prbh.g_01065
OG0000699	Syas.g_00419	Prbh.g_01066
OG0000700	Syas.g_00420	Prbh.g_01067
OG0000701	Syas.g_00421	Prbh.g_01068
OG0000702	Syas.g_00437	Prbh.g_01070
OG0000703	Syas.g_00438	Prbh.g_01071
OG0000704	Syas.g_00446	Prbh.g_01073
OG0000705	Syas.g_00453	Prbh.g_01079
OG0000706	Syas.g_00454	Prbh.g_01080
OG0000707	Syas.g_00455	Prbh.g_01081
OG0000708	Syas.g_00458	Prbh.g_01083
OG0000709	Syas.g_00466	Prbh.g_01087
OG0000710	Syas.g_00497	Prbh.g_01090
OG0000711	Syas.g_00546	Prbh.g_01106
OG0000712	Syas.g_00548	Prbh.g_01107
OG0000713	Syas.g_00549	Prbh.g_01108
OG0000714	Syas.g_00551	Prbh.g_01109
OG0000715	Syas.g_00553	Prbh.g_01111
OG0000716	Syas.g_00556	Prbh.g_01113
OG0000717	Syas.g_00557	Prbh.g_01114
OG0000718	Syas.g_00561	Prbh.g_01116
OG0000719	Syas.g_00223	Prbh.g_01118
OG0000720	Syas.g_00209	Prbh.g_01129
OG0000721	Syas.g_00207	Prbh.g_01133
OG0000722	Syas.g_00206	Prbh.g_01134
OG0000723	Syas.g_00196	Prbh.g_01138
OG0000724	Syas.g_00999	Prbh.g_01036
OG0000725	Syas.g_01024	Prbh.g_01030
OG0000726	Syas.g_01025	Prbh.g_01029
OG0000727	Syas.g_01026	Prbh.g_01028
OG0000728	Syas.g_01028	Prbh.g_01026
OG0000729	Syas.g_02145	Prbh.g_01351
OG0000730	Syas.g_01544	Prbh.g_01325
OG0000731	Syas.g_01532	Prbh.g_00432
OG0000733	Syas.g_00096	Prbh.g_01867
OG0000734	Syas.g_02414	Prbh.g_01299
OG0000735	Syas.g_01201	Prbh.g_01297
OG0000736	Syas.g_01200	Prbh.g_01296
OG0000737	Syas.g_01199	Prbh.g_01295
OG0000738	Syas.g_01193	Prbh.g_01291
OG0000739	Syas.g_01192	Prbh.g_01290
OG0000740	Syas.g_01191	Prbh.g_01289
OG0000741	Syas.g_01188	Prbh.g_01287
OG0000742	Syas.g_01185	Prbh.g_01284
OG0000743	Syas.g_01182	Prbh.g_01282
OG0000744	Syas.g_01181	Prbh.g_01280
OG0000745	Syas.g_01178	Prbh.g_01279
OG0000746	Syas.g_01176	Prbh.g_01277
OG0000747	Syas.g_01174	Prbh.g_01276
OG0000748	Syas.g_01146	Prbh.g_01272
OG0000749	Syas.g_01144	Prbh.g_01271
OG0000750	Syas.g_01143	Prbh.g_01270
OG0000751	Syas.g_01138	Prbh.g_01267
OG0000752	Syas.g_01136	Prbh.g_01265
OG0000753	Syas.g_01133	Prbh.g_01262
OG0000754	Syas.g_01128	Prbh.g_01260
OG0000755	Syas.g_01117	Prbh.g_01254
OG0000756	Syas.g_01116	Prbh.g_01253
OG0000757	Syas.g_01108	Prbh.g_01246
OG0000758	Syas.g_01107	Prbh.g_01245
OG0000759	Syas.g_01106	Prbh.g_01244
OG0000760	Syas.g_01105	Prbh.g_01243
OG0000761	Syas.g_01104	Prbh.g_01242
OG0000762	Syas.g_01102	Prbh.g_01241
OG0000763	Syas.g_01091	Prbh.g_01239
OG0000764	Syas.g_01090	Prbh.g_01238
OG0000765	Syas.g_01076	Prbh.g_01230
OG0000766	Syas.g_01075	Prbh.g_01229
OG0000767	Syas.g_01073	Prbh.g_01227
OG0000768	Syas.g_01072	Prbh.g_01226
OG0000769	Syas.g_01070	Prbh.g_01224
OG0000770	Syas.g_01067	Prbh.g_01451
OG0000771	Syas.g_00993	Prbh.g_01397
OG0000772	Syas.g_01461	Prbh.g_01845
OG0000773	Syas.g_00002	Prbh.g_01364
OG0000774	Syas.g_02862	Prbh.g_01366
OG0000775	Syas.g_02860	Prbh.g_01368
OG0000776	Syas.g_02859	Prbh.g_01369
OG0000777	Syas.g_02858	Prbh.g_01370
OG0000778	Syas.g_02857	Prbh.g_01371
OG0000779	Syas.g_02852	Prbh.g_01375
OG0000780	Syas.g_02847	Prbh.g_01376
OG0000781	Syas.g_02842	Prbh.g_01379
OG0000782	Syas.g_02841	Prbh.g_01380
OG0000783	Syas.g_02840	Prbh.g_01381
OG0000784	Syas.g_02839	Prbh.g_01382
OG0000785	Syas.g_02837	Prbh.g_01384
OG0000786	Syas.g_02833	Prbh.g_01387
OG0000787	Syas.g_02832	Prbh.g_01388
OG0000788	Syas.g_00782	Prbh.g_00206
OG0000789	Syas.g_01507	Prbh.g_00196
OG0000790	Syas.g_01266	Prbh.g_00014
OG0000791	Syas.g_01268	Prbh.g_00016
OG0000792	Syas.g_01269	Prbh.g_00017
OG0000793	Syas.g_01359	Prbh.g_00021
OG0000794	Syas.g_01361	Prbh.g_00022
OG0000795	Syas.g_01363	Prbh.g_00023
OG0000796	Syas.g_01368	Prbh.g_00027
OG0000797	Syas.g_01369	Prbh.g_00028
OG0000798	Syas.g_01750	Prbh.g_00033
OG0000798	Syas.g_02134	Prbh.g_00062
OG0000799	Syas.g_02789	Prbh.g_00079
OG0000800	Syas.g_02790	Prbh.g_00080
OG0000801	Syas.g_02791	Prbh.g_00081
OG0000802	Syas.g_02797	Prbh.g_00083
OG0000803	Syas.g_02800	Prbh.g_00085
OG0000804	Syas.g_02803	Prbh.g_00086
OG0000805	Syas.g_02805	Prbh.g_00088
OG0000806	Syas.g_02807	Prbh.g_00090
OG0000807	Syas.g_02808	Prbh.g_00091
OG0000808	Syas.g_02809	Prbh.g_00092
OG0000809	Syas.g_02811	Prbh.g_00094
OG0000810	Syas.g_02813	Prbh.g_00095
OG0000811	Syas.g_02822	Prbh.g_00102
OG0000812	Syas.g_02824	Prbh.g_00104
OG0000813	Syas.g_02825	Prbh.g_00105
OG0000814	Syas.g_02827	Prbh.g_00107
OG0000815	Syas.g_02829	Prbh.g_00108
OG0000816	Syas.g_02831	Prbh.g_00110
OG0000817	Syas.g_02753	Prbh.g_00111
OG0000818	Syas.g_01282	Prbh.g_00116
OG0000819	Syas.g_01283	Prbh.g_00117
OG0000820	Syas.g_01284	Prbh.g_00118
OG0000821	Syas.g_01289	Prbh.g_00122
OG0000822	Syas.g_01291	Prbh.g_00123
OG0000823	Syas.g_01292	Prbh.g_00124
OG0000824	Syas.g_01297	Prbh.g_00127
OG0000825	Syas.g_01298	Prbh.g_00128
OG0000826	Syas.g_01299	Prbh.g_00129
OG0000827	Syas.g_01300	Prbh.g_00130
OG0000828	Syas.g_01303	Prbh.g_00133
OG0000829	Syas.g_01304	Prbh.g_00134
OG0000830	Syas.g_01305	Prbh.g_00135
OG0000831	Syas.g_01308	Prbh.g_00137
OG0000832	Syas.g_01476	Prbh.g_00147
OG0000833	Syas.g_02738	Prbh.g_00156
OG0000834	Syas.g_02737	Prbh.g_00157
OG0000835	Syas.g_02736	Prbh.g_00158
OG0000836	Syas.g_02732	Prbh.g_00159
OG0000837	Syas.g_02731	Prbh.g_00160
OG0000838	Syas.g_02727	Prbh.g_00163
OG0000839	Syas.g_02726	Prbh.g_00164
OG0000840	Syas.g_02725	Prbh.g_00165
OG0000841	Syas.g_02724	Prbh.g_00166
OG0000842	Syas.g_02723	Prbh.g_00167
OG0000843	Syas.g_02722	Prbh.g_00168
OG0000844	Syas.g_02720	Prbh.g_00169
OG0000845	Syas.g_02719	Prbh.g_00170
OG0000846	Syas.g_02718	Prbh.g_00171
OG0000847	Syas.g_02717	Prbh.g_00172
OG0000848	Syas.g_02715	Prbh.g_00173
OG0000849	Syas.g_02714	Prbh.g_00174
OG0000850	Syas.g_02711	Prbh.g_00176
OG0000851	Syas.g_02708	Prbh.g_00177
OG0000852	Syas.g_02707	Prbh.g_00178
OG0000853	Syas.g_02703	Prbh.g_00183
OG0000854	Syas.g_02701	Prbh.g_00185
OG0000855	Syas.g_02700	Prbh.g_00186
OG0000856	Syas.g_00103	Prbh.g_01454
OG0000857	Syas.g_00579	Prbh.g_00968
OG0000858	Syas.g_02693	Prbh.g_01789
OG0000859	Syas.g_02692	Prbh.g_01788
OG0000860	Syas.g_02679	Prbh.g_01780
OG0000861	Syas.g_02678	Prbh.g_01779
OG0000862	Syas.g_02677	Prbh.g_01778
OG0000863	Syas.g_02675	Prbh.g_01776
OG0000864	Syas.g_02674	Prbh.g_01775
OG0000865	Syas.g_02673	Prbh.g_01774
OG0000866	Syas.g_02672	Prbh.g_01773
OG0000867	Syas.g_02671	Prbh.g_01772
OG0000868	Syas.g_02667	Prbh.g_01770
OG0000869	Syas.g_02662	Prbh.g_01767
OG0000870	Syas.g_02657	Prbh.g_01762
OG0000871	Syas.g_02656	Prbh.g_01761
OG0000872	Syas.g_02650	Prbh.g_01760
OG0000873	Syas.g_02647	Prbh.g_01757
OG0000874	Syas.g_02645	Prbh.g_01754
OG0000875	Syas.g_02644	Prbh.g_01752
OG0000876	Syas.g_00280	Prbh.g_01751
OG0000877	Syas.g_02603	Prbh.g_01749
OG0000878	Syas.g_02602	Prbh.g_01748
OG0000879	Syas.g_02601	Prbh.g_01747
OG0000880	Syas.g_02600	Prbh.g_01746
OG0000881	Syas.g_02596	Prbh.g_01742
OG0000882	Syas.g_02591	Prbh.g_01737
OG0000883	Syas.g_02586	Prbh.g_01735
OG0000884	Syas.g_02584	Prbh.g_01733
OG0000885	Syas.g_02583	Prbh.g_01732
OG0000886	Syas.g_02582	Prbh.g_01731
OG0000887	Syas.g_02581	Prbh.g_01730
OG0000888	Syas.g_02579	Prbh.g_01728
OG0000889	Syas.g_02577	Prbh.g_01726
OG0000890	Syas.g_02574	Prbh.g_01725
OG0000891	Syas.g_02573	Prbh.g_01724
OG0000892	Syas.g_02571	Prbh.g_01723
OG0000893	Syas.g_01677	Prbh.g_01719
OG0000894	Syas.g_01667	Prbh.g_01716
OG0000895	Syas.g_01663	Prbh.g_01712
OG0000896	Syas.g_01662	Prbh.g_01711
OG0000897	Syas.g_01660	Prbh.g_01709
OG0000898	Syas.g_01659	Prbh.g_01708
OG0000899	Syas.g_01658	Prbh.g_01707
OG0000900	Syas.g_01657	Prbh.g_01706
OG0000901	Syas.g_01652	Prbh.g_01703
OG0000902	Syas.g_01651	Prbh.g_01701
OG0000903	Syas.g_01637	Prbh.g_01697
OG0000904	Syas.g_01642	Prbh.g_01692
OG0000905	Syas.g_01647	Prbh.g_01699
OG0000906	Syas.g_01649	Prbh.g_01700
OG0000907	Syas.g_01635	Prbh.g_01687
OG0000908	Syas.g_01632	Prbh.g_01684
OG0000909	Syas.g_01631	Prbh.g_01683
OG0000910	Syas.g_01630	Prbh.g_01682
OG0000911	Syas.g_01628	Prbh.g_01680
OG0000912	Syas.g_01627	Prbh.g_01679
OG0000913	Syas.g_01626	Prbh.g_01678
OG0000914	Syas.g_01625	Prbh.g_01677
OG0000915	Syas.g_01623	Prbh.g_01676
OG0000916	Syas.g_01622	Prbh.g_01675
OG0000917	Syas.g_01621	Prbh.g_01674
OG0000918	Syas.g_01620	Prbh.g_01673
OG0000919	Syas.g_01619	Prbh.g_01672
OG0000920	Syas.g_01618	Prbh.g_01671
OG0000921	Syas.g_01617	Prbh.g_01670
OG0000922	Syas.g_01616	Prbh.g_01669
OG0000923	Syas.g_01612	Prbh.g_01665
OG0000924	Syas.g_01611	Prbh.g_01664
OG0000925	Syas.g_01610	Prbh.g_01663
OG0000926	Syas.g_01609	Prbh.g_01662
OG0000927	Syas.g_01607	Prbh.g_01660
OG0000928	Syas.g_01606	Prbh.g_01659
OG0000929	Syas.g_01605	Prbh.g_01658
OG0000930	Syas.g_01604	Prbh.g_01657
OG0000931	Syas.g_01603	Prbh.g_01656
OG0000932	Syas.g_01602	Prbh.g_01655
OG0000933	Syas.g_01596	Prbh.g_01651
OG0000934	Syas.g_01594	Prbh.g_01649
OG0000935	Syas.g_01593	Prbh.g_01648
OG0000936	Syas.g_01592	Prbh.g_01647
OG0000937	Syas.g_01591	Prbh.g_01646
OG0000938	Syas.g_01588	Prbh.g_01643
OG0000939	Syas.g_01587	Prbh.g_01642
OG0000940	Syas.g_01580	Prbh.g_01635
OG0000941	Syas.g_01578	Prbh.g_01633
OG0000942	Syas.g_01576	Prbh.g_01631
OG0000943	Syas.g_01575	Prbh.g_01630
OG0000944	Syas.g_01573	Prbh.g_01628
OG0000945	Syas.g_01572	Prbh.g_01627
OG0000946	Syas.g_01565	Prbh.g_01621
OG0000947	Syas.g_01562	Prbh.g_01619
OG0000948	Syas.g_01561	Prbh.g_01618
OG0000949	Syas.g_02213	Prbh.g_01615
OG0000950	Syas.g_02197	Prbh.g_01608
OG0000951	Syas.g_02190	Prbh.g_01604
OG0000952	Syas.g_02186	Prbh.g_01600
OG0000953	Syas.g_02182	Prbh.g_01596
OG0000954	Syas.g_02174	Prbh.g_01592
OG0000955	Syas.g_02173	Prbh.g_01591
OG0000956	Syas.g_02171	Prbh.g_01589
OG0000957	Syas.g_02158	Prbh.g_01583
OG0000958	Syas.g_02157	Prbh.g_01582
OG0000959	Syas.g_02154	Prbh.g_01578
OG0000960	Syas.g_02153	Prbh.g_01577
OG0000961	Syas.g_02345	Prbh.g_01574
OG0000962	Syas.g_02146	Prbh.g_01572
OG0000963	Syas.g_02143	Prbh.g_01568
OG0000964	Syas.g_02142	Prbh.g_01567
OG0000965	Syas.g_02141	Prbh.g_01566
OG0000966	Syas.g_02112	Prbh.g_01560
OG0000967	Syas.g_02108	Prbh.g_01556
OG0000968	Syas.g_02106	Prbh.g_01554
OG0000969	Syas.g_02104	Prbh.g_01553
OG0000970	Syas.g_02103	Prbh.g_01552
OG0000971	Syas.g_02101	Prbh.g_01551
OG0000972	Syas.g_02100	Prbh.g_01550
OG0000973	Syas.g_02099	Prbh.g_01549
OG0000974	Syas.g_02098	Prbh.g_01548
OG0000975	Syas.g_02097	Prbh.g_01547
OG0000976	Syas.g_02096	Prbh.g_01546
OG0000977	Syas.g_02094	Prbh.g_01545
OG0000978	Syas.g_02093	Prbh.g_01544
OG0000979	Syas.g_02090	Prbh.g_01541
OG0000980	Syas.g_02087	Prbh.g_01539
OG0000981	Syas.g_02084	Prbh.g_01536
OG0000982	Syas.g_01882	Prbh.g_01534
OG0000983	Syas.g_01883	Prbh.g_01533
OG0000984	Syas.g_01884	Prbh.g_01532
OG0000985	Syas.g_01888	Prbh.g_01529
OG0000986	Syas.g_01891	Prbh.g_01527
OG0000987	Syas.g_01897	Prbh.g_01526
OG0000988	Syas.g_01902	Prbh.g_01523
OG0000989	Syas.g_01908	Prbh.g_01519
OG0000990	Syas.g_01937	Prbh.g_01514
OG0000991	Syas.g_01939	Prbh.g_01513
OG0000992	Syas.g_01943	Prbh.g_01510
OG0000993	Syas.g_01945	Prbh.g_01509
OG0000994	Syas.g_01948	Prbh.g_01508
OG0000995	Syas.g_01955	Prbh.g_01504
OG0000996	Syas.g_01977	Prbh.g_01503
OG0000997	Syas.g_01993	Prbh.g_01501
OG0000998	Syas.g_01995	Prbh.g_01499
OG0000999	Syas.g_01996	Prbh.g_01498
OG0001000	Syas.g_02000	Prbh.g_01495
OG0001001	Syas.g_02006	Prbh.g_01490
OG0001002	Syas.g_02014	Prbh.g_01485
OG0001003	Syas.g_02016	Prbh.g_01484
OG0001004	Syas.g_02017	Prbh.g_01483
OG0001005	Syas.g_02018	Prbh.g_01482
OG0001006	Syas.g_02032	Prbh.g_01478
OG0001007	Syas.g_02034	Prbh.g_01476
OG0001008	Syas.g_01496	Prbh.g_00395
OG0001009	Syas.g_02065	Prbh.g_00753
OG0001010	Syas.g_02066	Prbh.g_00752
OG0001011	Syas.g_02068	Prbh.g_00751
OG0001012	Syas.g_00152	Prbh.g_00739
OG0001013	Syas.g_01866	Prbh.g_00732
OG0001014	Syas.g_01857	Prbh.g_00729
OG0001015	Syas.g_01856	Prbh.g_00728
OG0001016	Syas.g_02517	Prbh.g_00709
OG0001017	Syas.g_02511	Prbh.g_00705
OG0001018	Syas.g_02509	Prbh.g_00703
OG0001019	Syas.g_02469	Prbh.g_00694
OG0001020	Syas.g_02443	Prbh.g_00693
OG0001021	Syas.g_02437	Prbh.g_00692
OG0001022	Syas.g_02434	Prbh.g_00689
OG0001023	Syas.g_02433	Prbh.g_00688
OG0001024	Syas.g_00135	Prbh.g_00685
OG0001025	Syas.g_02424	Prbh.g_00678
OG0001026	Syas.g_02412	Prbh.g_00670
OG0001027	Syas.g_02408	Prbh.g_00669
OG0001028	Syas.g_02405	Prbh.g_00667
OG0001029	Syas.g_02403	Prbh.g_00666
OG0001030	Syas.g_02384	Prbh.g_00650
OG0001031	Syas.g_02293	Prbh.g_00596
OG0001032	Syas.g_02290	Prbh.g_00595
OG0001033	Syas.g_02239	Prbh.g_00574
OG0001034	Syas.g_02556	Prbh.g_00544
OG0001035	Syas.g_01704	Prbh.g_00524
OG0001036	Syas.g_01709	Prbh.g_00520
OG0001037	Syas.g_01711	Prbh.g_00519
OG0001038	Syas.g_01751	Prbh.g_00501
OG0001039	Syas.g_01754	Prbh.g_00498
OG0001041	Syas.g_01761	Prbh.g_00491
OG0001042	Syas.g_01821	Prbh.g_00474
OG0001043	Syas.g_01817	Prbh.g_00473
OG0001044	Syas.g_01542	Prbh.g_00440
OG0001045	Syas.g_01529	Prbh.g_00430
OG0001046	Syas.g_00532	Prbh.g_01877
OG0001047	Syas.g_01494	Prbh.g_00393
OG0001048	Syas.g_01493	Prbh.g_00392
OG0001049	Syas.g_02742	Prbh.g_00390
OG0001050	Syas.g_02743	Prbh.g_00389
OG0001051	Syas.g_02744	Prbh.g_00388
OG0001052	Syas.g_01337	Prbh.g_00360
OG0001053	Syas.g_01250	Prbh.g_00348
OG0001054	Syas.g_01231	Prbh.g_00333
OG0001055	Syas.g_01210	Prbh.g_00313
OG0001056	Syas.g_00068	Prbh.g_00293
OG0001057	Syas.g_00763	Prbh.g_00289
OG0001058	Syas.g_00787	Prbh.g_00281
OG0001059	Syas.g_00791	Prbh.g_00277
OG0001060	Syas.g_00797	Prbh.g_00270
OG0001061	Syas.g_00816	Prbh.g_00255
OG0001062	Syas.g_00819	Prbh.g_00253
OG0001063	Syas.g_00830	Prbh.g_00251
OG0001064	Syas.g_00831	Prbh.g_00250
OG0001065	Syas.g_00832	Prbh.g_00249
OG0001066	Syas.g_00833	Prbh.g_00248
OG0001067	Syas.g_00834	Prbh.g_00247
OG0001068	Syas.g_00835	Prbh.g_00246
OG0001069	Syas.g_00836	Prbh.g_00245
OG0001070	Syas.g_00840	Prbh.g_00243
OG0001071	Syas.g_00841	Prbh.g_00242
OG0001072	Syas.g_00844	Prbh.g_00240
OG0001073	Syas.g_00855	Prbh.g_00226
OG0001074	Syas.g_00157	Prbh.g_00214
OG0001075	Syas.g_00163	Prbh.g_00213
OG0001076	Syas.g_00113	Prbh.g_01459
OG0001077	Syas.g_00101	Prbh.g_01453
OG0001078	Syas.g_00745	Prbh.g_01217
OG0001079	Syas.g_00729	Prbh.g_01206
OG0001080	Syas.g_00717	Prbh.g_01200
OG0001081	Syas.g_00715	Prbh.g_01198
OG0001082	Syas.g_00714	Prbh.g_01197
OG0001083	Syas.g_00707	Prbh.g_01192
OG0001084	Syas.g_00706	Prbh.g_01191
OG0001085	Syas.g_00693	Prbh.g_00904
OG0001086	Syas.g_00691	Prbh.g_00905
OG0001087	Syas.g_00071	Prbh.g_00923
OG0001088	Syas.g_01060	Prbh.g_00924
OG0001089	Syas.g_01039	Prbh.g_00935
OG0001090	Syas.g_00980	Prbh.g_00946
OG0001091	Syas.g_00979	Prbh.g_01170
OG0001092	Syas.g_00178	Prbh.g_01169
OG0001093	Syas.g_00184	Prbh.g_01164
OG0001095	Syas.g_00582	Prbh.g_00966
OG0001097	Syas.g_00243	Prbh.g_00999
OG0001098	Syas.g_00880	Prbh.g_01019
OG0001099	Syas.g_02404	Prbh.g_00861
OG0001100	Syas.g_00682	Prbh.g_00870
OG0001101	Syas.g_00680	Prbh.g_00872
OG0001102	Syas.g_00677	Prbh.g_00875
OG0001103	Syas.g_00675	Prbh.g_00877
OG0001104	Syas.g_00620	Prbh.g_00899
OG0001105	Syas.g_00617	Prbh.g_00903
OG0001106	Syas.g_00447	Prbh.g_01074
OG0001107	Syas.g_00459	Prbh.g_01084
OG0001108	Syas.g_00494	Prbh.g_01088
OG0001109	Syas.g_00496	Prbh.g_01089
OG0001110	Syas.g_00498	Prbh.g_01091
OG0001111	Syas.g_00500	Prbh.g_01092
OG0001112	Syas.g_00503	Prbh.g_01093
OG0001113	Syas.g_00504	Prbh.g_01094
OG0001114	Syas.g_00505	Prbh.g_01095
OG0001115	Syas.g_00527	Prbh.g_01097
OG0001116	Syas.g_00529	Prbh.g_01098
OG0001117	Syas.g_00530	Prbh.g_01099
OG0001118	Syas.g_00531	Prbh.g_01100
OG0001119	Syas.g_00533	Prbh.g_01101
OG0001120	Syas.g_00539	Prbh.g_01102
OG0001122	Syas.g_00222	Prbh.g_01119
OG0001123	Syas.g_00214	Prbh.g_01124
OG0001124	Syas.g_00212	Prbh.g_01126
OG0001125	Syas.g_00210	Prbh.g_01128
OG0001126	Syas.g_00991	Prbh.g_01042
OG0001127	Syas.g_00992	Prbh.g_01041
OG0001128	Syas.g_00995	Prbh.g_01039
OG0001129	Syas.g_00997	Prbh.g_01038
OG0001130	Syas.g_00998	Prbh.g_01037
OG0001131	Syas.g_01401	Prbh.g_00411
OG0001132	Syas.g_00525	Prbh.g_00827
OG0001133	Syas.g_00109	Prbh.g_00008
OG0001136	Syas.g_01187	Prbh.g_01286
OG0001138	Syas.g_01114	Prbh.g_01252
OG0001139	Syas.g_01112	Prbh.g_01250
OG0001140	Syas.g_01111	Prbh.g_01249
OG0001141	Syas.g_01110	Prbh.g_01248
OG0001142	Syas.g_01109	Prbh.g_01247
OG0001143	Syas.g_01092	Prbh.g_01240
OG0001144	Syas.g_01084	Prbh.g_01235
OG0001145	Syas.g_02867	Prbh.g_01365
OG0001146	Syas.g_02846	Prbh.g_01377
OG0001147	Syas.g_01329	Prbh.g_00002
OG0001148	Syas.g_01263	Prbh.g_00011
OG0001149	Syas.g_01264	Prbh.g_00012
