Orthogroup	Syas	Prbb
OG0000581	Syas.g_00861	Prbb.g_00606
OG0000582	Syas.g_00873	Prbb.g_00609
OG0000583	Syas.g_00872	Prbb.g_00610
OG0000584	Syas.g_00871	Prbb.g_00611
OG0000585	Syas.g_00868	Prbb.g_00613
OG0000586	Syas.g_00867	Prbb.g_00614
OG0000587	Syas.g_00865	Prbb.g_00615
OG0000588	Syas.g_00960	Prbb.g_00619
OG0000589	Syas.g_00121	Prbb.g_00622
OG0000590	Syas.g_00120	Prbb.g_00623
OG0000591	Syas.g_00106	Prbb.g_00626
OG0000592	Syas.g_00105	Prbb.g_00627
OG0000593	Syas.g_00750	Prbb.g_00633
OG0000594	Syas.g_00749	Prbb.g_00634
OG0000595	Syas.g_00748	Prbb.g_00635
OG0000596	Syas.g_00743	Prbb.g_00639
OG0000597	Syas.g_00740	Prbb.g_00641
OG0000598	Syas.g_00739	Prbb.g_00642
OG0000599	Syas.g_00732	Prbb.g_00645
OG0000600	Syas.g_00731	Prbb.g_00646
OG0000601	Syas.g_00730	Prbb.g_00647
OG0000602	Syas.g_00725	Prbb.g_00649
OG0000603	Syas.g_00724	Prbb.g_00650
OG0000604	Syas.g_00721	Prbb.g_00651
OG0000605	Syas.g_00719	Prbb.g_00652
OG0000606	Syas.g_00716	Prbb.g_00655
OG0000607	Syas.g_00713	Prbb.g_00658
OG0000608	Syas.g_00712	Prbb.g_00659
OG0000609	Syas.g_00710	Prbb.g_00660
OG0000610	Syas.g_00702	Prbb.g_00667
OG0000611	Syas.g_00699	Prbb.g_00670
OG0000612	Syas.g_00698	Prbb.g_00671
OG0000613	Syas.g_01825	Prbb.g_00677
OG0000614	Syas.g_01044	Prbb.g_00700
OG0000615	Syas.g_00650	Prbb.g_00708
OG0000616	Syas.g_02011	Prbb.g_02176
OG0000617	Syas.g_00180	Prbb.g_00719
OG0000618	Syas.g_00181	Prbb.g_00720
OG0000619	Syas.g_00182	Prbb.g_00721
OG0000620	Syas.g_00188	Prbb.g_00724
OG0000621	Syas.g_00189	Prbb.g_00725
OG0000622	Syas.g_00190	Prbb.g_00726
OG0000623	Syas.g_00191	Prbb.g_00727
OG0000624	Syas.g_00192	Prbb.g_00729
OG0000625	Syas.g_00193	Prbb.g_00730
OG0000626	Syas.g_00194	Prbb.g_00731
OG0000627	Syas.g_00372	Prbb.g_00733
OG0000628	Syas.g_00373	Prbb.g_00734
OG0000629	Syas.g_00376	Prbb.g_00735
OG0000630	Syas.g_00397	Prbb.g_00738
OG0000631	Syas.g_00405	Prbb.g_00962
OG0000632	Syas.g_00406	Prbb.g_00963
OG0000633	Syas.g_00407	Prbb.g_00964
OG0000634	Syas.g_00600	Prbb.g_00779
OG0000635	Syas.g_00599	Prbb.g_00780
OG0000636	Syas.g_00597	Prbb.g_00782
OG0000637	Syas.g_00595	Prbb.g_00784
OG0000638	Syas.g_00594	Prbb.g_00785
OG0000639	Syas.g_00593	Prbb.g_00786
OG0000640	Syas.g_00592	Prbb.g_00787
OG0000641	Syas.g_00587	Prbb.g_00791
OG0000642	Syas.g_00586	Prbb.g_00792
OG0000643	Syas.g_00585	Prbb.g_00793
OG0000644	Syas.g_00584	Prbb.g_00794
OG0000645	Syas.g_00583	Prbb.g_00795
OG0000646	Syas.g_00580	Prbb.g_00798
OG0000647	Syas.g_00578	Prbb.g_00800
OG0000648	Syas.g_00576	Prbb.g_00802
OG0000649	Syas.g_00575	Prbb.g_00803
OG0000650	Syas.g_00574	Prbb.g_00804
OG0000651	Syas.g_00573	Prbb.g_00805
OG0000652	Syas.g_00572	Prbb.g_00806
OG0000653	Syas.g_00570	Prbb.g_00808
OG0000654	Syas.g_00569	Prbb.g_00809
OG0000655	Syas.g_00568	Prbb.g_00810
OG0000656	Syas.g_00565	Prbb.g_00813
OG0000657	Syas.g_00232	Prbb.g_00819
OG0000658	Syas.g_00235	Prbb.g_00821
OG0000659	Syas.g_00236	Prbb.g_00822
OG0000660	Syas.g_00240	Prbb.g_00827
OG0000661	Syas.g_00242	Prbb.g_00829
OG0000662	Syas.g_00281	Prbb.g_00831
OG0000663	Syas.g_00284	Prbb.g_00833
OG0000664	Syas.g_00287	Prbb.g_00834
OG0000665	Syas.g_00385	Prbb.g_00838
OG0000666	Syas.g_01362	Prbb.g_00839
OG0000667	Syas.g_00088	Prbb.g_00843
OG0000668	Syas.g_00221	Prbb.g_00914
OG0000669	Syas.g_00684	Prbb.g_00922
OG0000670	Syas.g_00681	Prbb.g_00925
OG0000671	Syas.g_00679	Prbb.g_00927
OG0000672	Syas.g_00676	Prbb.g_00930
OG0000673	Syas.g_00673	Prbb.g_00933
OG0000674	Syas.g_00671	Prbb.g_00935
OG0000675	Syas.g_00670	Prbb.g_00936
OG0000676	Syas.g_00668	Prbb.g_00938
OG0000677	Syas.g_00667	Prbb.g_00939
OG0000678	Syas.g_00660	Prbb.g_00942
OG0000679	Syas.g_00629	Prbb.g_00946
OG0000680	Syas.g_00628	Prbb.g_00947
OG0000681	Syas.g_00625	Prbb.g_00950
OG0000682	Syas.g_00624	Prbb.g_00951
OG0000683	Syas.g_00623	Prbb.g_00952
OG0000684	Syas.g_00621	Prbb.g_00762
OG0000685	Syas.g_00187	Prbb.g_00764
OG0000686	Syas.g_00619	Prbb.g_00765
OG0000687	Syas.g_00618	Prbb.g_00766
OG0000688	Syas.g_00612	Prbb.g_00769
OG0000689	Syas.g_00610	Prbb.g_00770
OG0000690	Syas.g_00609	Prbb.g_00771
OG0000691	Syas.g_00608	Prbb.g_00772
OG0000692	Syas.g_00606	Prbb.g_00774
OG0000693	Syas.g_00604	Prbb.g_00775
OG0000694	Syas.g_00603	Prbb.g_00776
OG0000695	Syas.g_00410	Prbb.g_00966
OG0000696	Syas.g_00411	Prbb.g_00967
OG0000697	Syas.g_00413	Prbb.g_00968
OG0000698	Syas.g_00417	Prbb.g_00971
OG0000699	Syas.g_00419	Prbb.g_00972
OG0000700	Syas.g_00420	Prbb.g_00973
OG0000701	Syas.g_00421	Prbb.g_00974
OG0000702	Syas.g_00437	Prbb.g_00976
OG0000703	Syas.g_00438	Prbb.g_00977
OG0000704	Syas.g_00446	Prbb.g_00978
OG0000705	Syas.g_00453	Prbb.g_00984
OG0000706	Syas.g_00454	Prbb.g_00985
OG0000707	Syas.g_00455	Prbb.g_00986
OG0000708	Syas.g_00458	Prbb.g_00988
OG0000709	Syas.g_00466	Prbb.g_00992
OG0000710	Syas.g_00497	Prbb.g_00995
OG0000711	Syas.g_00546	Prbb.g_01010
OG0000712	Syas.g_00548	Prbb.g_01012
OG0000713	Syas.g_00549	Prbb.g_01013
OG0000714	Syas.g_00551	Prbb.g_01014
OG0000715	Syas.g_00553	Prbb.g_01016
OG0000716	Syas.g_00556	Prbb.g_01017
OG0000717	Syas.g_00557	Prbb.g_01018
OG0000718	Syas.g_00561	Prbb.g_01036
OG0000719	Syas.g_00223	Prbb.g_01037
OG0000720	Syas.g_00209	Prbb.g_01048
OG0000721	Syas.g_00207	Prbb.g_01049
OG0000722	Syas.g_00206	Prbb.g_01050
OG0000723	Syas.g_00196	Prbb.g_01054
OG0000724	Syas.g_00999	Prbb.g_01065
OG0000725	Syas.g_01024	Prbb.g_00891
OG0000726	Syas.g_01025	Prbb.g_00890
OG0000727	Syas.g_01026	Prbb.g_00889
OG0000728	Syas.g_01028	Prbb.g_00887
OG0000729	Syas.g_02145	Prbb.g_02071
OG0000730	Syas.g_01544	Prbb.g_00392
OG0000731	Syas.g_01532	Prbb.g_00400
OG0000732	Syas.g_02086	Prbb.g_02121
OG0000733	Syas.g_00096	Prbb.g_01888
OG0000734	Syas.g_02414	Prbb.g_01533
OG0000735	Syas.g_01201	Prbb.g_01531
OG0000736	Syas.g_01200	Prbb.g_01530
OG0000737	Syas.g_01199	Prbb.g_01529
OG0000738	Syas.g_01193	Prbb.g_01525
OG0000739	Syas.g_01192	Prbb.g_01524
OG0000740	Syas.g_01191	Prbb.g_01523
OG0000741	Syas.g_01188	Prbb.g_01521
OG0000742	Syas.g_01185	Prbb.g_01518
OG0000743	Syas.g_01182	Prbb.g_01516
OG0000744	Syas.g_01181	Prbb.g_01515
OG0000745	Syas.g_01178	Prbb.g_01513
OG0000746	Syas.g_01176	Prbb.g_01511
OG0000747	Syas.g_01174	Prbb.g_01510
OG0000748	Syas.g_01146	Prbb.g_01506
OG0000749	Syas.g_01144	Prbb.g_01505
OG0000750	Syas.g_01143	Prbb.g_01504
OG0000751	Syas.g_01138	Prbb.g_01501
OG0000752	Syas.g_01136	Prbb.g_01499
OG0000753	Syas.g_01133	Prbb.g_01497
OG0000754	Syas.g_01128	Prbb.g_01493
OG0000755	Syas.g_01117	Prbb.g_01488
OG0000756	Syas.g_01116	Prbb.g_01487
OG0000757	Syas.g_01108	Prbb.g_01480
OG0000758	Syas.g_01107	Prbb.g_01479
OG0000759	Syas.g_01106	Prbb.g_01478
OG0000760	Syas.g_01105	Prbb.g_01477
OG0000761	Syas.g_01104	Prbb.g_01476
OG0000762	Syas.g_01102	Prbb.g_01475
OG0000763	Syas.g_01091	Prbb.g_01473
OG0000764	Syas.g_01090	Prbb.g_01472
OG0000765	Syas.g_01076	Prbb.g_01463
OG0000766	Syas.g_01075	Prbb.g_01462
OG0000767	Syas.g_01073	Prbb.g_01461
OG0000768	Syas.g_01072	Prbb.g_01460
OG0000769	Syas.g_01070	Prbb.g_01458
OG0000770	Syas.g_01067	Prbb.g_01457
OG0000771	Syas.g_00993	Prbb.g_01060
OG0000772	Syas.g_01461	Prbb.g_01291
OG0000773	Syas.g_00002	Prbb.g_01577
OG0000774	Syas.g_02862	Prbb.g_01580
OG0000775	Syas.g_02860	Prbb.g_01581
OG0000776	Syas.g_02859	Prbb.g_01582
OG0000777	Syas.g_02858	Prbb.g_01583
OG0000778	Syas.g_02857	Prbb.g_01584
OG0000779	Syas.g_02852	Prbb.g_01588
OG0000780	Syas.g_02847	Prbb.g_01589
OG0000781	Syas.g_02842	Prbb.g_01592
OG0000782	Syas.g_02841	Prbb.g_01593
OG0000783	Syas.g_02840	Prbb.g_01594
OG0000784	Syas.g_02839	Prbb.g_01595
OG0000785	Syas.g_02837	Prbb.g_01597
OG0000786	Syas.g_02833	Prbb.g_01600
OG0000787	Syas.g_02832	Prbb.g_01601
OG0000788	Syas.g_00782	Prbb.g_00746
OG0000789	Syas.g_01507	Prbb.g_01057
OG0000790	Syas.g_01266	Prbb.g_01644
OG0000791	Syas.g_01268	Prbb.g_01646
OG0000792	Syas.g_01269	Prbb.g_01647
OG0000793	Syas.g_01359	Prbb.g_01650
OG0000794	Syas.g_01361	Prbb.g_01651
OG0000795	Syas.g_01363	Prbb.g_01652
OG0000796	Syas.g_01368	Prbb.g_01656
OG0000797	Syas.g_01369	Prbb.g_01657
OG0000798	Syas.g_02134	Prbb.g_00858
OG0000799	Syas.g_02789	Prbb.g_01668
OG0000800	Syas.g_02790	Prbb.g_01669
OG0000801	Syas.g_02791	Prbb.g_01670
OG0000802	Syas.g_02797	Prbb.g_01672
OG0000803	Syas.g_02800	Prbb.g_01674
OG0000804	Syas.g_02803	Prbb.g_01675
OG0000805	Syas.g_02805	Prbb.g_01677
OG0000806	Syas.g_02807	Prbb.g_01679
OG0000807	Syas.g_02808	Prbb.g_01680
OG0000808	Syas.g_02809	Prbb.g_01681
OG0000809	Syas.g_02811	Prbb.g_01684
OG0000810	Syas.g_02813	Prbb.g_01685
OG0000811	Syas.g_02822	Prbb.g_01689
OG0000812	Syas.g_02824	Prbb.g_01691
OG0000813	Syas.g_02825	Prbb.g_01692
OG0000814	Syas.g_02827	Prbb.g_01694
OG0000815	Syas.g_02829	Prbb.g_01695
OG0000816	Syas.g_02831	Prbb.g_01697
OG0000817	Syas.g_02753	Prbb.g_01698
OG0000818	Syas.g_01282	Prbb.g_01702
OG0000819	Syas.g_01283	Prbb.g_01703
OG0000820	Syas.g_01284	Prbb.g_01704
OG0000821	Syas.g_01289	Prbb.g_01707
OG0000822	Syas.g_01291	Prbb.g_01708
OG0000823	Syas.g_01292	Prbb.g_01709
OG0000824	Syas.g_01297	Prbb.g_01712
OG0000825	Syas.g_01298	Prbb.g_01713
OG0000826	Syas.g_01299	Prbb.g_01714
OG0000827	Syas.g_01300	Prbb.g_01715
OG0000828	Syas.g_01303	Prbb.g_01718
OG0000829	Syas.g_01304	Prbb.g_01719
OG0000830	Syas.g_01305	Prbb.g_01720
OG0000831	Syas.g_01308	Prbb.g_01722
OG0000832	Syas.g_01476	Prbb.g_01732
OG0000833	Syas.g_02738	Prbb.g_01740
OG0000834	Syas.g_02737	Prbb.g_01741
OG0000835	Syas.g_02736	Prbb.g_01742
OG0000836	Syas.g_02732	Prbb.g_01744
OG0000837	Syas.g_02731	Prbb.g_01745
OG0000838	Syas.g_02727	Prbb.g_01747
OG0000839	Syas.g_02726	Prbb.g_01748
OG0000840	Syas.g_02725	Prbb.g_01749
OG0000841	Syas.g_02724	Prbb.g_01750
OG0000842	Syas.g_02723	Prbb.g_01751
OG0000843	Syas.g_02722	Prbb.g_01752
OG0000844	Syas.g_02720	Prbb.g_01753
OG0000845	Syas.g_02719	Prbb.g_01754
OG0000846	Syas.g_02718	Prbb.g_01755
OG0000847	Syas.g_02717	Prbb.g_01756
OG0000848	Syas.g_02715	Prbb.g_01757
OG0000849	Syas.g_02714	Prbb.g_01758
OG0000850	Syas.g_02711	Prbb.g_01760
OG0000851	Syas.g_02708	Prbb.g_01761
OG0000852	Syas.g_02707	Prbb.g_01762
OG0000853	Syas.g_02703	Prbb.g_01767
OG0000854	Syas.g_02701	Prbb.g_01769
OG0000855	Syas.g_02700	Prbb.g_01770
OG0000856	Syas.g_00103	Prbb.g_01659
OG0000857	Syas.g_00579	Prbb.g_00799
OG0000858	Syas.g_02693	Prbb.g_01817
OG0000859	Syas.g_02692	Prbb.g_01818
OG0000860	Syas.g_02679	Prbb.g_01825
OG0000861	Syas.g_02678	Prbb.g_01826
OG0000862	Syas.g_02677	Prbb.g_01827
OG0000863	Syas.g_02675	Prbb.g_01828
OG0000864	Syas.g_02674	Prbb.g_01829
OG0000865	Syas.g_02673	Prbb.g_01830
OG0000866	Syas.g_02672	Prbb.g_01831
OG0000867	Syas.g_02671	Prbb.g_01832
OG0000868	Syas.g_02667	Prbb.g_01833
OG0000869	Syas.g_02662	Prbb.g_01836
OG0000870	Syas.g_02657	Prbb.g_01841
OG0000871	Syas.g_02656	Prbb.g_01842
OG0000872	Syas.g_02650	Prbb.g_01843
OG0000873	Syas.g_02647	Prbb.g_01846
OG0000874	Syas.g_02645	Prbb.g_01849
OG0000875	Syas.g_02644	Prbb.g_01851
OG0000876	Syas.g_00280	Prbb.g_01852
OG0000877	Syas.g_02603	Prbb.g_01854
OG0000878	Syas.g_02602	Prbb.g_01855
OG0000879	Syas.g_02601	Prbb.g_01856
OG0000880	Syas.g_02600	Prbb.g_01857
OG0000881	Syas.g_02596	Prbb.g_01860
OG0000882	Syas.g_02591	Prbb.g_01865
OG0000883	Syas.g_02586	Prbb.g_01867
OG0000884	Syas.g_02584	Prbb.g_01869
OG0000885	Syas.g_02583	Prbb.g_01870
OG0000886	Syas.g_02582	Prbb.g_01871
OG0000887	Syas.g_02581	Prbb.g_01872
OG0000888	Syas.g_02579	Prbb.g_01874
OG0000889	Syas.g_02577	Prbb.g_01876
OG0000890	Syas.g_02574	Prbb.g_01877
OG0000891	Syas.g_02573	Prbb.g_01878
OG0000892	Syas.g_02571	Prbb.g_01880
OG0000893	Syas.g_01677	Prbb.g_01922
OG0000894	Syas.g_01667	Prbb.g_01925
OG0000895	Syas.g_01663	Prbb.g_01928
OG0000896	Syas.g_01662	Prbb.g_01929
OG0000897	Syas.g_01660	Prbb.g_01931
OG0000898	Syas.g_01659	Prbb.g_01932
OG0000899	Syas.g_01658	Prbb.g_01933
OG0000900	Syas.g_01657	Prbb.g_01934
OG0000901	Syas.g_01652	Prbb.g_01937
OG0000902	Syas.g_01651	Prbb.g_01939
OG0000903	Syas.g_01637	Prbb.g_01948
OG0000904	Syas.g_01642	Prbb.g_01943
OG0000905	Syas.g_01647	Prbb.g_01941
OG0000906	Syas.g_01649	Prbb.g_01940
OG0000907	Syas.g_01635	Prbb.g_01958
OG0000908	Syas.g_01632	Prbb.g_01961
OG0000909	Syas.g_01631	Prbb.g_01962
OG0000910	Syas.g_01630	Prbb.g_01963
OG0000911	Syas.g_01628	Prbb.g_01965
OG0000912	Syas.g_01627	Prbb.g_01966
OG0000913	Syas.g_01626	Prbb.g_01967
OG0000914	Syas.g_01625	Prbb.g_01968
OG0000915	Syas.g_01623	Prbb.g_01969
OG0000916	Syas.g_01622	Prbb.g_01970
OG0000917	Syas.g_01621	Prbb.g_01971
OG0000918	Syas.g_01620	Prbb.g_01972
OG0000919	Syas.g_01619	Prbb.g_01973
OG0000920	Syas.g_01618	Prbb.g_01974
OG0000921	Syas.g_01617	Prbb.g_01975
OG0000922	Syas.g_01616	Prbb.g_01976
OG0000923	Syas.g_01612	Prbb.g_01980
OG0000924	Syas.g_01611	Prbb.g_01981
OG0000925	Syas.g_01610	Prbb.g_01982
OG0000926	Syas.g_01609	Prbb.g_01983
OG0000927	Syas.g_01607	Prbb.g_01985
OG0000928	Syas.g_01606	Prbb.g_01986
OG0000929	Syas.g_01605	Prbb.g_01987
OG0000930	Syas.g_01604	Prbb.g_01988
OG0000931	Syas.g_01603	Prbb.g_01989
OG0000932	Syas.g_01602	Prbb.g_01990
OG0000933	Syas.g_01596	Prbb.g_01994
OG0000934	Syas.g_01594	Prbb.g_01996
OG0000935	Syas.g_01593	Prbb.g_01997
OG0000936	Syas.g_01592	Prbb.g_01998
OG0000937	Syas.g_01591	Prbb.g_01999
OG0000938	Syas.g_01588	Prbb.g_02002
OG0000939	Syas.g_01587	Prbb.g_02003
OG0000940	Syas.g_01580	Prbb.g_02010
OG0000941	Syas.g_01578	Prbb.g_02012
OG0000942	Syas.g_01576	Prbb.g_02014
OG0000943	Syas.g_01575	Prbb.g_02015
OG0000944	Syas.g_01573	Prbb.g_02017
OG0000945	Syas.g_01572	Prbb.g_02018
OG0000946	Syas.g_01565	Prbb.g_02024
OG0000947	Syas.g_01562	Prbb.g_02026
OG0000948	Syas.g_01561	Prbb.g_02027
OG0000949	Syas.g_02213	Prbb.g_02030
OG0000950	Syas.g_02197	Prbb.g_02035
OG0000951	Syas.g_02190	Prbb.g_02039
OG0000952	Syas.g_02186	Prbb.g_02043
OG0000953	Syas.g_02182	Prbb.g_02047
OG0000954	Syas.g_02174	Prbb.g_02051
OG0000955	Syas.g_02173	Prbb.g_02052
OG0000956	Syas.g_02171	Prbb.g_02054
OG0000957	Syas.g_02158	Prbb.g_02059
OG0000958	Syas.g_02157	Prbb.g_02060
OG0000959	Syas.g_02154	Prbb.g_02064
OG0000960	Syas.g_02153	Prbb.g_02065
OG0000961	Syas.g_02345	Prbb.g_02068
OG0000962	Syas.g_02146	Prbb.g_02070
OG0000963	Syas.g_02143	Prbb.g_02075
OG0000964	Syas.g_02142	Prbb.g_02076
OG0000965	Syas.g_02141	Prbb.g_02077
OG0000966	Syas.g_02112	Prbb.g_02099
OG0000967	Syas.g_02108	Prbb.g_02103
OG0000968	Syas.g_02106	Prbb.g_02105
OG0000969	Syas.g_02104	Prbb.g_02106
OG0000970	Syas.g_02103	Prbb.g_02107
OG0000971	Syas.g_02101	Prbb.g_02108
OG0000972	Syas.g_02100	Prbb.g_02109
OG0000973	Syas.g_02099	Prbb.g_02110
OG0000974	Syas.g_02098	Prbb.g_02111
OG0000975	Syas.g_02097	Prbb.g_02112
OG0000976	Syas.g_02096	Prbb.g_02113
OG0000977	Syas.g_02094	Prbb.g_02114
OG0000978	Syas.g_02093	Prbb.g_02115
OG0000979	Syas.g_02090	Prbb.g_02118
OG0000980	Syas.g_02087	Prbb.g_02120
OG0000981	Syas.g_02084	Prbb.g_02123
OG0000982	Syas.g_01882	Prbb.g_02125
OG0000983	Syas.g_01883	Prbb.g_02126
OG0000984	Syas.g_01884	Prbb.g_02127
OG0000985	Syas.g_01888	Prbb.g_02130
OG0000986	Syas.g_01891	Prbb.g_02132
OG0000987	Syas.g_01897	Prbb.g_02133
OG0000988	Syas.g_01902	Prbb.g_02136
OG0000989	Syas.g_01908	Prbb.g_02140
OG0000990	Syas.g_01937	Prbb.g_02145
OG0000991	Syas.g_01939	Prbb.g_02146
OG0000992	Syas.g_01943	Prbb.g_02149
OG0000993	Syas.g_01945	Prbb.g_02150
OG0000994	Syas.g_01948	Prbb.g_02151
OG0000995	Syas.g_01955	Prbb.g_02155
OG0000996	Syas.g_01977	Prbb.g_02156
OG0000997	Syas.g_01993	Prbb.g_02164
OG0000998	Syas.g_01995	Prbb.g_02166
OG0000999	Syas.g_01996	Prbb.g_02167
OG0001000	Syas.g_02000	Prbb.g_02170
OG0001001	Syas.g_02006	Prbb.g_02173
OG0001002	Syas.g_02014	Prbb.g_02178
OG0001003	Syas.g_02016	Prbb.g_02180
OG0001004	Syas.g_02017	Prbb.g_02181
OG0001005	Syas.g_02018	Prbb.g_02182
OG0001006	Syas.g_02032	Prbb.g_02187
OG0001007	Syas.g_02034	Prbb.g_02189
OG0001008	Syas.g_01496	Prbb.g_00442
OG0001009	Syas.g_02065	Prbb.g_00028
OG0001010	Syas.g_02066	Prbb.g_00029
OG0001011	Syas.g_02068	Prbb.g_00030
OG0001012	Syas.g_00152	Prbb.g_00058
OG0001013	Syas.g_01866	Prbb.g_00063
OG0001014	Syas.g_01857	Prbb.g_00066
OG0001015	Syas.g_01856	Prbb.g_00067
OG0001016	Syas.g_02517	Prbb.g_00128
OG0001017	Syas.g_02511	Prbb.g_00132
OG0001018	Syas.g_02509	Prbb.g_00135
OG0001019	Syas.g_02469	Prbb.g_00144
OG0001020	Syas.g_02443	Prbb.g_00145
OG0001021	Syas.g_02437	Prbb.g_00146
OG0001022	Syas.g_02434	Prbb.g_00149
OG0001023	Syas.g_02433	Prbb.g_00150
OG0001024	Syas.g_00135	Prbb.g_00153
OG0001025	Syas.g_02424	Prbb.g_00160
OG0001026	Syas.g_02412	Prbb.g_00168
OG0001027	Syas.g_02408	Prbb.g_00169
OG0001028	Syas.g_02405	Prbb.g_00171
OG0001029	Syas.g_02403	Prbb.g_00173
OG0001030	Syas.g_02384	Prbb.g_00189
OG0001031	Syas.g_02293	Prbb.g_00243
OG0001032	Syas.g_02290	Prbb.g_00244
OG0001033	Syas.g_02239	Prbb.g_00264
OG0001034	Syas.g_02556	Prbb.g_00293
OG0001035	Syas.g_01704	Prbb.g_00310
OG0001036	Syas.g_01709	Prbb.g_00314
OG0001037	Syas.g_01711	Prbb.g_00315
OG0001038	Syas.g_01751	Prbb.g_00331
OG0001041	Syas.g_01761	Prbb.g_00339
OG0001042	Syas.g_01821	Prbb.g_00355
OG0001043	Syas.g_01817	Prbb.g_00356
OG0001044	Syas.g_01542	Prbb.g_00393
OG0001045	Syas.g_01529	Prbb.g_00402
OG0001046	Syas.g_00532	Prbb.g_01124
OG0001047	Syas.g_01494	Prbb.g_00444
OG0001048	Syas.g_01493	Prbb.g_00445
OG0001049	Syas.g_02742	Prbb.g_00447
OG0001050	Syas.g_02743	Prbb.g_00448
OG0001051	Syas.g_02744	Prbb.g_00449
OG0001052	Syas.g_01337	Prbb.g_00475
OG0001053	Syas.g_01250	Prbb.g_00488
OG0001054	Syas.g_01231	Prbb.g_00502
OG0001055	Syas.g_01210	Prbb.g_00521
OG0001056	Syas.g_00068	Prbb.g_00539
OG0001057	Syas.g_00763	Prbb.g_00544
OG0001058	Syas.g_00787	Prbb.g_00553
OG0001059	Syas.g_00791	Prbb.g_00557
OG0001060	Syas.g_00797	Prbb.g_00564
OG0001061	Syas.g_00816	Prbb.g_00577
OG0001062	Syas.g_00819	Prbb.g_00579
OG0001063	Syas.g_00830	Prbb.g_00580
OG0001064	Syas.g_00831	Prbb.g_00581
OG0001065	Syas.g_00832	Prbb.g_00582
OG0001066	Syas.g_00833	Prbb.g_00583
OG0001067	Syas.g_00834	Prbb.g_00584
OG0001068	Syas.g_00835	Prbb.g_00585
OG0001069	Syas.g_00836	Prbb.g_00586
OG0001070	Syas.g_00840	Prbb.g_00588
OG0001071	Syas.g_00841	Prbb.g_00589
OG0001072	Syas.g_00844	Prbb.g_00590
OG0001073	Syas.g_00855	Prbb.g_00604
OG0001074	Syas.g_00157	Prbb.g_00616
OG0001075	Syas.g_00163	Prbb.g_00617
OG0001076	Syas.g_00113	Prbb.g_00624
OG0001077	Syas.g_00101	Prbb.g_00629
OG0001078	Syas.g_00745	Prbb.g_00637
OG0001079	Syas.g_00729	Prbb.g_00648
OG0001080	Syas.g_00717	Prbb.g_00654
OG0001081	Syas.g_00715	Prbb.g_00656
OG0001082	Syas.g_00714	Prbb.g_00657
OG0001083	Syas.g_00707	Prbb.g_00662
OG0001084	Syas.g_00706	Prbb.g_00664
OG0001085	Syas.g_00693	Prbb.g_00674
OG0001086	Syas.g_00691	Prbb.g_00675
OG0001087	Syas.g_00071	Prbb.g_00694
OG0001088	Syas.g_01060	Prbb.g_00695
OG0001089	Syas.g_01039	Prbb.g_00705
OG0001090	Syas.g_00980	Prbb.g_00714
OG0001091	Syas.g_00979	Prbb.g_00716
OG0001092	Syas.g_00178	Prbb.g_00717
OG0001093	Syas.g_00184	Prbb.g_00722
OG0001095	Syas.g_00582	Prbb.g_00796
OG0001097	Syas.g_00243	Prbb.g_00830
OG0001098	Syas.g_00880	Prbb.g_00847
OG0001099	Syas.g_02404	Prbb.g_00917
OG0001100	Syas.g_00682	Prbb.g_00924
OG0001101	Syas.g_00680	Prbb.g_00926
OG0001102	Syas.g_00677	Prbb.g_00929
OG0001103	Syas.g_00675	Prbb.g_00931
OG0001104	Syas.g_00620	Prbb.g_00763
OG0001105	Syas.g_00617	Prbb.g_00767
OG0001106	Syas.g_00447	Prbb.g_00979
OG0001107	Syas.g_00459	Prbb.g_00989
OG0001108	Syas.g_00494	Prbb.g_00993
OG0001109	Syas.g_00496	Prbb.g_00994
OG0001110	Syas.g_00498	Prbb.g_00996
OG0001111	Syas.g_00500	Prbb.g_00997
OG0001112	Syas.g_00503	Prbb.g_00998
OG0001113	Syas.g_00504	Prbb.g_00999
OG0001114	Syas.g_00505	Prbb.g_01000
OG0001115	Syas.g_00527	Prbb.g_01002
OG0001116	Syas.g_00529	Prbb.g_01003
OG0001117	Syas.g_00530	Prbb.g_01004
OG0001118	Syas.g_00531	Prbb.g_01005
OG0001119	Syas.g_00533	Prbb.g_01006
OG0001120	Syas.g_00539	Prbb.g_01007
OG0001122	Syas.g_00222	Prbb.g_01038
OG0001123	Syas.g_00214	Prbb.g_01043
OG0001124	Syas.g_00212	Prbb.g_01045
OG0001125	Syas.g_00210	Prbb.g_01047
OG0001126	Syas.g_00991	Prbb.g_01058
OG0001127	Syas.g_00992	Prbb.g_01059
OG0001128	Syas.g_00995	Prbb.g_01062
OG0001129	Syas.g_00997	Prbb.g_01063
OG0001130	Syas.g_00998	Prbb.g_01064
OG0001131	Syas.g_01401	Prbb.g_00897
OG0001132	Syas.g_00525	Prbb.g_01108
OG0001133	Syas.g_00109	Prbb.g_01085
OG0001136	Syas.g_01187	Prbb.g_01520
OG0001138	Syas.g_01114	Prbb.g_01486
OG0001139	Syas.g_01112	Prbb.g_01484
OG0001140	Syas.g_01111	Prbb.g_01483
OG0001141	Syas.g_01110	Prbb.g_01482
OG0001142	Syas.g_01109	Prbb.g_01481
OG0001143	Syas.g_01092	Prbb.g_01474
OG0001144	Syas.g_01084	Prbb.g_01469
OG0001145	Syas.g_02867	Prbb.g_01578
OG0001146	Syas.g_02846	Prbb.g_01590
OG0001147	Syas.g_01329	Prbb.g_01612
