Orthogroup	Syas	Syab
OG0000595	Syas.g_00748	Syab.g_01875
OG0000596	Syas.g_00743	Syab.g_01871
OG0000597	Syas.g_00740	Syab.g_01868
OG0000598	Syas.g_00739	Syab.g_01867
OG0000599	Syas.g_00732	Syab.g_01860
OG0000600	Syas.g_00731	Syab.g_01859
OG0000601	Syas.g_00730	Syab.g_01858
OG0000602	Syas.g_00725	Syab.g_01853
OG0000603	Syas.g_00724	Syab.g_01852
OG0000604	Syas.g_00721	Syab.g_01850
OG0000605	Syas.g_00719	Syab.g_01758
OG0000606	Syas.g_00716	Syab.g_01529
OG0000607	Syas.g_00713	Syab.g_01533
OG0000608	Syas.g_00712	Syab.g_01534
OG0000609	Syas.g_00710	Syab.g_01536
OG0000610	Syas.g_00702	Syab.g_01555
OG0000611	Syas.g_00699	Syab.g_01558
OG0000612	Syas.g_00698	Syab.g_01559
OG0000613	Syas.g_01825	Syab.g_00228
OG0000614	Syas.g_01044	Syab.g_01179
OG0000615	Syas.g_00650	Syab.g_01605
OG0000616	Syas.g_02011	Syab.g_02897
OG0000617	Syas.g_00180	Syab.g_01274
OG0000618	Syas.g_00181	Syab.g_01275
OG0000619	Syas.g_00182	Syab.g_01662
OG0000620	Syas.g_00188	Syab.g_01668
OG0000621	Syas.g_00189	Syab.g_01669
OG0000622	Syas.g_00190	Syab.g_01670
OG0000623	Syas.g_00191	Syab.g_01671
OG0000624	Syas.g_00192	Syab.g_01673
OG0000625	Syas.g_00193	Syab.g_01674
OG0000626	Syas.g_00194	Syab.g_01675
OG0000627	Syas.g_00372	Syab.g_01438
OG0000628	Syas.g_00373	Syab.g_01437
OG0000629	Syas.g_00376	Syab.g_01434
OG0000630	Syas.g_00397	Syab.g_01430
OG0000631	Syas.g_00405	Syab.g_01421
OG0000632	Syas.g_00406	Syab.g_01420
OG0000633	Syas.g_00407	Syab.g_01419
OG0000634	Syas.g_00600	Syab.g_01651
OG0000635	Syas.g_00599	Syab.g_01656
OG0000636	Syas.g_00597	Syab.g_01658
OG0000637	Syas.g_00595	Syab.g_01660
OG0000638	Syas.g_00594	Syab.g_01661
OG0000639	Syas.g_00593	Syab.g_01276
OG0000640	Syas.g_00592	Syab.g_01277
OG0000641	Syas.g_00587	Syab.g_01281
OG0000642	Syas.g_00586	Syab.g_01282
OG0000643	Syas.g_00585	Syab.g_01283
OG0000644	Syas.g_00584	Syab.g_01284
OG0000645	Syas.g_00583	Syab.g_01286
OG0000646	Syas.g_00580	Syab.g_01289
OG0000647	Syas.g_00578	Syab.g_01291
OG0000648	Syas.g_00576	Syab.g_01684
OG0000649	Syas.g_00575	Syab.g_01685
OG0000650	Syas.g_00574	Syab.g_01686
OG0000651	Syas.g_00573	Syab.g_01687
OG0000652	Syas.g_00572	Syab.g_01688
OG0000653	Syas.g_00570	Syab.g_01690
OG0000654	Syas.g_00569	Syab.g_01691
OG0000655	Syas.g_00568	Syab.g_01692
OG0000656	Syas.g_00565	Syab.g_01695
OG0000657	Syas.g_00232	Syab.g_01706
OG0000658	Syas.g_00235	Syab.g_01710
OG0000659	Syas.g_00236	Syab.g_01711
OG0000660	Syas.g_00240	Syab.g_01715
OG0000661	Syas.g_00242	Syab.g_01717
OG0000662	Syas.g_00281	Syab.g_01719
OG0000663	Syas.g_00284	Syab.g_01722
OG0000664	Syas.g_00287	Syab.g_01723
OG0000665	Syas.g_00385	Syab.g_01829
OG0000666	Syas.g_01362	Syab.g_01842
OG0000667	Syas.g_00088	Syab.g_01548
OG0000668	Syas.g_00221	Syab.g_01319
OG0000669	Syas.g_00684	Syab.g_01642
OG0000670	Syas.g_00681	Syab.g_02156
OG0000671	Syas.g_00679	Syab.g_01638
OG0000672	Syas.g_00676	Syab.g_01635
OG0000673	Syas.g_00673	Syab.g_01632
OG0000674	Syas.g_00671	Syab.g_01630
OG0000675	Syas.g_00670	Syab.g_01629
OG0000676	Syas.g_00668	Syab.g_01620
OG0000677	Syas.g_00667	Syab.g_01619
OG0000678	Syas.g_00660	Syab.g_01613
OG0000679	Syas.g_00629	Syab.g_01601
OG0000680	Syas.g_00628	Syab.g_01600
OG0000681	Syas.g_00625	Syab.g_01597
OG0000682	Syas.g_00624	Syab.g_01596
OG0000683	Syas.g_00623	Syab.g_01595
OG0000684	Syas.g_00621	Syab.g_01591
OG0000685	Syas.g_00187	Syab.g_01589
OG0000686	Syas.g_00619	Syab.g_01588
OG0000687	Syas.g_00618	Syab.g_01586
OG0000688	Syas.g_00612	Syab.g_01576
OG0000689	Syas.g_00610	Syab.g_01574
OG0000690	Syas.g_00609	Syab.g_01573
OG0000691	Syas.g_00608	Syab.g_01572
OG0000692	Syas.g_00606	Syab.g_01571
OG0000693	Syas.g_00604	Syab.g_01569
OG0000694	Syas.g_00603	Syab.g_01568
OG0000695	Syas.g_00410	Syab.g_01417
OG0000696	Syas.g_00411	Syab.g_01416
OG0000697	Syas.g_00413	Syab.g_01415
OG0000698	Syas.g_00417	Syab.g_01412
OG0000699	Syas.g_00419	Syab.g_01411
OG0000700	Syas.g_00420	Syab.g_01410
OG0000701	Syas.g_00421	Syab.g_01409
OG0000702	Syas.g_00437	Syab.g_01401
OG0000703	Syas.g_00438	Syab.g_01400
OG0000704	Syas.g_00446	Syab.g_01398
OG0000705	Syas.g_00453	Syab.g_01391
OG0000706	Syas.g_00454	Syab.g_01390
OG0000707	Syas.g_00455	Syab.g_01389
OG0000708	Syas.g_00458	Syab.g_01386
OG0000709	Syas.g_00466	Syab.g_01378
OG0000710	Syas.g_00497	Syab.g_01367
OG0000711	Syas.g_00546	Syab.g_01340
OG0000712	Syas.g_00548	Syab.g_01338
OG0000713	Syas.g_00549	Syab.g_01337
OG0000714	Syas.g_00551	Syab.g_01334
OG0000715	Syas.g_00553	Syab.g_01332
OG0000716	Syas.g_00556	Syab.g_01328
OG0000717	Syas.g_00557	Syab.g_01327
OG0000718	Syas.g_00561	Syab.g_01323
OG0000719	Syas.g_00223	Syab.g_01321
OG0000720	Syas.g_00209	Syab.g_01307
OG0000721	Syas.g_00207	Syab.g_01305
OG0000722	Syas.g_00206	Syab.g_01304
OG0000723	Syas.g_00196	Syab.g_01678
OG0000724	Syas.g_00999	Syab.g_01223
OG0000725	Syas.g_01024	Syab.g_01207
OG0000726	Syas.g_01025	Syab.g_01206
OG0000727	Syas.g_01026	Syab.g_01205
OG0000728	Syas.g_01028	Syab.g_01203
OG0000729	Syas.g_02145	Syab.g_00097
OG0000730	Syas.g_01544	Syab.g_00521
OG0000731	Syas.g_01532	Syab.g_00531
OG0000732	Syas.g_02086	Syab.g_00055
OG0000733	Syas.g_00096	Syab.g_02798
OG0000734	Syas.g_02414	Syab.g_02508
OG0000735	Syas.g_01201	Syab.g_00942
OG0000736	Syas.g_01200	Syab.g_00943
OG0000737	Syas.g_01199	Syab.g_00944
OG0000738	Syas.g_01193	Syab.g_00949
OG0000739	Syas.g_01192	Syab.g_00961
OG0000740	Syas.g_01191	Syab.g_00962
OG0000741	Syas.g_01188	Syab.g_00965
OG0000742	Syas.g_01185	Syab.g_00968
OG0000743	Syas.g_01182	Syab.g_00970
OG0000744	Syas.g_01181	Syab.g_00971
OG0000745	Syas.g_01178	Syab.g_00973
OG0000746	Syas.g_01176	Syab.g_00975
OG0000747	Syas.g_01174	Syab.g_00976
OG0000748	Syas.g_01146	Syab.g_00991
OG0000749	Syas.g_01144	Syab.g_00992
OG0000750	Syas.g_01143	Syab.g_00993
OG0000751	Syas.g_01138	Syab.g_01002
OG0000752	Syas.g_01136	Syab.g_01004
OG0000753	Syas.g_01133	Syab.g_01007
OG0000754	Syas.g_01128	Syab.g_01012
OG0000755	Syas.g_01117	Syab.g_01021
OG0000756	Syas.g_01116	Syab.g_01022
OG0000757	Syas.g_01108	Syab.g_01029
OG0000758	Syas.g_01107	Syab.g_01030
OG0000759	Syas.g_01106	Syab.g_01031
OG0000760	Syas.g_01105	Syab.g_01032
OG0000761	Syas.g_01104	Syab.g_01034
OG0000762	Syas.g_01102	Syab.g_01036
OG0000763	Syas.g_01091	Syab.g_01038
OG0000764	Syas.g_01090	Syab.g_01039
OG0000765	Syas.g_01076	Syab.g_01154
OG0000766	Syas.g_01075	Syab.g_01153
OG0000767	Syas.g_01073	Syab.g_01151
OG0000768	Syas.g_01072	Syab.g_01150
OG0000769	Syas.g_01070	Syab.g_01148
OG0000770	Syas.g_01067	Syab.g_01145
OG0000771	Syas.g_00993	Syab.g_01229
OG0000772	Syas.g_01461	Syab.g_00957
OG0000773	Syas.g_00002	Syab.g_00931
OG0000774	Syas.g_02862	Syab.g_00924
OG0000775	Syas.g_02860	Syab.g_00922
OG0000776	Syas.g_02859	Syab.g_00921
OG0000777	Syas.g_02858	Syab.g_00920
OG0000778	Syas.g_02857	Syab.g_00919
OG0000779	Syas.g_02852	Syab.g_00913
OG0000780	Syas.g_02847	Syab.g_00908
OG0000781	Syas.g_02842	Syab.g_00904
OG0000782	Syas.g_02841	Syab.g_00903
OG0000783	Syas.g_02840	Syab.g_00902
OG0000784	Syas.g_02839	Syab.g_00901
OG0000785	Syas.g_02837	Syab.g_00899
OG0000786	Syas.g_02833	Syab.g_00895
OG0000787	Syas.g_02832	Syab.g_00894
OG0000788	Syas.g_00782	Syab.g_01857
OG0000789	Syas.g_01507	Syab.g_01835
OG0000790	Syas.g_01266	Syab.g_02082
OG0000791	Syas.g_01268	Syab.g_02080
OG0000792	Syas.g_01269	Syab.g_02079
OG0000793	Syas.g_01359	Syab.g_02074
OG0000794	Syas.g_01361	Syab.g_02073
OG0000795	Syas.g_01363	Syab.g_02072
OG0000796	Syas.g_01368	Syab.g_02068
OG0000797	Syas.g_01369	Syab.g_02067
OG0000798	Syas.g_01750	Syab.g_00298
OG0000799	Syas.g_02789	Syab.g_00826
OG0000800	Syas.g_02790	Syab.g_00821
OG0000801	Syas.g_02791	Syab.g_00820
OG0000802	Syas.g_02797	Syab.g_00816
OG0000803	Syas.g_02800	Syab.g_00806
OG0000804	Syas.g_02803	Syab.g_00802
OG0000805	Syas.g_02805	Syab.g_00792
OG0000806	Syas.g_02807	Syab.g_00790
OG0000807	Syas.g_02808	Syab.g_00788
OG0000808	Syas.g_02809	Syab.g_00783
OG0000809	Syas.g_02811	Syab.g_00780
OG0000810	Syas.g_02813	Syab.g_00779
OG0000811	Syas.g_02822	Syab.g_00770
OG0000812	Syas.g_02824	Syab.g_00768
OG0000813	Syas.g_02825	Syab.g_00767
OG0000814	Syas.g_02827	Syab.g_00765
OG0000815	Syas.g_02829	Syab.g_00760
OG0000816	Syas.g_02831	Syab.g_00758
OG0000817	Syas.g_02753	Syab.g_00757
OG0000818	Syas.g_01282	Syab.g_00751
OG0000819	Syas.g_01283	Syab.g_00750
OG0000820	Syas.g_01284	Syab.g_00749
OG0000821	Syas.g_01289	Syab.g_00743
OG0000822	Syas.g_01291	Syab.g_00741
OG0000823	Syas.g_01292	Syab.g_00740
OG0000824	Syas.g_01297	Syab.g_00735
OG0000825	Syas.g_01298	Syab.g_00734
OG0000826	Syas.g_01299	Syab.g_00733
OG0000827	Syas.g_01300	Syab.g_00732
OG0000828	Syas.g_01303	Syab.g_00729
OG0000829	Syas.g_01304	Syab.g_00728
OG0000830	Syas.g_01305	Syab.g_00727
OG0000831	Syas.g_01308	Syab.g_00725
OG0000832	Syas.g_01476	Syab.g_02169
OG0000833	Syas.g_02738	Syab.g_02178
OG0000834	Syas.g_02737	Syab.g_02181
OG0000835	Syas.g_02736	Syab.g_02182
OG0000836	Syas.g_02732	Syab.g_02185
OG0000837	Syas.g_02731	Syab.g_02186
OG0000838	Syas.g_02727	Syab.g_02190
OG0000839	Syas.g_02726	Syab.g_02191
OG0000840	Syas.g_02725	Syab.g_02192
OG0000841	Syas.g_02724	Syab.g_02193
OG0000842	Syas.g_02723	Syab.g_02194
OG0000843	Syas.g_02722	Syab.g_02195
OG0000844	Syas.g_02720	Syab.g_02197
OG0000845	Syas.g_02719	Syab.g_02198
OG0000846	Syas.g_02718	Syab.g_02199
OG0000847	Syas.g_02717	Syab.g_02200
OG0000848	Syas.g_02715	Syab.g_02202
OG0000849	Syas.g_02714	Syab.g_02203
OG0000850	Syas.g_02711	Syab.g_02212
OG0000851	Syas.g_02708	Syab.g_02226
OG0000852	Syas.g_02707	Syab.g_02227
OG0000853	Syas.g_02703	Syab.g_02233
OG0000854	Syas.g_02701	Syab.g_02235
OG0000855	Syas.g_02700	Syab.g_02236
OG0000856	Syas.g_00103	Syab.g_01889
OG0000857	Syas.g_00579	Syab.g_01290
OG0000858	Syas.g_02693	Syab.g_02244
OG0000859	Syas.g_02692	Syab.g_02245
OG0000860	Syas.g_02679	Syab.g_02258
OG0000861	Syas.g_02678	Syab.g_02259
OG0000862	Syas.g_02677	Syab.g_02261
OG0000863	Syas.g_02675	Syab.g_02265
OG0000864	Syas.g_02674	Syab.g_02266
OG0000865	Syas.g_02673	Syab.g_02267
OG0000866	Syas.g_02672	Syab.g_02268
OG0000867	Syas.g_02671	Syab.g_02269
OG0000868	Syas.g_02667	Syab.g_02287
OG0000869	Syas.g_02662	Syab.g_02292
OG0000870	Syas.g_02657	Syab.g_02297
OG0000871	Syas.g_02656	Syab.g_02298
OG0000872	Syas.g_02650	Syab.g_02305
OG0000873	Syas.g_02647	Syab.g_02308
OG0000874	Syas.g_02645	Syab.g_02311
OG0000875	Syas.g_02644	Syab.g_02313
OG0000876	Syas.g_00280	Syab.g_02315
OG0000877	Syas.g_02603	Syab.g_02317
OG0000878	Syas.g_02602	Syab.g_02318
OG0000879	Syas.g_02601	Syab.g_02319
OG0000880	Syas.g_02600	Syab.g_02320
OG0000881	Syas.g_02596	Syab.g_02325
OG0000882	Syas.g_02591	Syab.g_02330
OG0000883	Syas.g_02586	Syab.g_02332
OG0000884	Syas.g_02584	Syab.g_02334
OG0000885	Syas.g_02583	Syab.g_02335
OG0000886	Syas.g_02582	Syab.g_02336
OG0000887	Syas.g_02581	Syab.g_02338
OG0000888	Syas.g_02579	Syab.g_02340
OG0000889	Syas.g_02577	Syab.g_02342
OG0000890	Syas.g_02574	Syab.g_02348
OG0000891	Syas.g_02573	Syab.g_02349
OG0000892	Syas.g_02571	Syab.g_02353
OG0000893	Syas.g_01677	Syab.g_00366
OG0000894	Syas.g_01667	Syab.g_00369
OG0000895	Syas.g_01663	Syab.g_00373
OG0000896	Syas.g_01662	Syab.g_00374
OG0000897	Syas.g_01660	Syab.g_00376
OG0000898	Syas.g_01659	Syab.g_00377
OG0000899	Syas.g_01658	Syab.g_00378
OG0000900	Syas.g_01657	Syab.g_00379
OG0000901	Syas.g_01652	Syab.g_00384
OG0000902	Syas.g_01651	Syab.g_00386
OG0000903	Syas.g_01637	Syab.g_00399
OG0000904	Syas.g_01642	Syab.g_00395
OG0000905	Syas.g_01647	Syab.g_00390
OG0000906	Syas.g_01649	Syab.g_00388
OG0000907	Syas.g_01635	Syab.g_00401
OG0000908	Syas.g_01632	Syab.g_00404
OG0000909	Syas.g_01631	Syab.g_00405
OG0000910	Syas.g_01630	Syab.g_00406
OG0000911	Syas.g_01628	Syab.g_00408
OG0000912	Syas.g_01627	Syab.g_00409
OG0000913	Syas.g_01626	Syab.g_00410
OG0000914	Syas.g_01625	Syab.g_00411
OG0000915	Syas.g_01623	Syab.g_00412
OG0000916	Syas.g_01622	Syab.g_00413
OG0000917	Syas.g_01621	Syab.g_00414
OG0000918	Syas.g_01620	Syab.g_00415
OG0000919	Syas.g_01619	Syab.g_00416
OG0000920	Syas.g_01618	Syab.g_00417
OG0000921	Syas.g_01617	Syab.g_00418
OG0000922	Syas.g_01616	Syab.g_00419
OG0000923	Syas.g_01612	Syab.g_00423
OG0000924	Syas.g_01611	Syab.g_00424
OG0000925	Syas.g_01610	Syab.g_00425
OG0000926	Syas.g_01609	Syab.g_00426
OG0000927	Syas.g_01607	Syab.g_00428
OG0000928	Syas.g_01606	Syab.g_00429
OG0000929	Syas.g_01605	Syab.g_00430
OG0000930	Syas.g_01604	Syab.g_00431
OG0000931	Syas.g_01603	Syab.g_00432
OG0000932	Syas.g_01602	Syab.g_00433
OG0000933	Syas.g_01596	Syab.g_00439
OG0000934	Syas.g_01594	Syab.g_00441
OG0000935	Syas.g_01593	Syab.g_00442
OG0000936	Syas.g_01592	Syab.g_00443
OG0000937	Syas.g_01591	Syab.g_00444
OG0000938	Syas.g_01588	Syab.g_00447
OG0000939	Syas.g_01587	Syab.g_00448
OG0000940	Syas.g_01580	Syab.g_00456
OG0000941	Syas.g_01578	Syab.g_00458
OG0000942	Syas.g_01576	Syab.g_00460
OG0000943	Syas.g_01575	Syab.g_00461
OG0000944	Syas.g_01573	Syab.g_00463
OG0000945	Syas.g_01572	Syab.g_00466
OG0000946	Syas.g_01565	Syab.g_00473
OG0000947	Syas.g_01562	Syab.g_00476
OG0000948	Syas.g_01561	Syab.g_00477
OG0000949	Syas.g_02213	Syab.g_00212
OG0000950	Syas.g_02197	Syab.g_00204
OG0000951	Syas.g_02190	Syab.g_00199
OG0000952	Syas.g_02186	Syab.g_00191
OG0000953	Syas.g_02182	Syab.g_00134
OG0000954	Syas.g_02174	Syab.g_00129
OG0000955	Syas.g_02173	Syab.g_00128
OG0000956	Syas.g_02171	Syab.g_00126
OG0000957	Syas.g_02158	Syab.g_00115
OG0000958	Syas.g_02157	Syab.g_00114
OG0000959	Syas.g_02154	Syab.g_00110
OG0000960	Syas.g_02153	Syab.g_00109
OG0000961	Syas.g_02345	Syab.g_00100
OG0000962	Syas.g_02146	Syab.g_00098
OG0000963	Syas.g_02143	Syab.g_00093
OG0000964	Syas.g_02142	Syab.g_00092
OG0000965	Syas.g_02141	Syab.g_00091
OG0000966	Syas.g_02112	Syab.g_00082
OG0000967	Syas.g_02108	Syab.g_00078
OG0000968	Syas.g_02106	Syab.g_00075
OG0000969	Syas.g_02104	Syab.g_00073
OG0000970	Syas.g_02103	Syab.g_00072
OG0000971	Syas.g_02101	Syab.g_00070
OG0000972	Syas.g_02100	Syab.g_00069
OG0000973	Syas.g_02099	Syab.g_00068
OG0000974	Syas.g_02098	Syab.g_00067
OG0000975	Syas.g_02097	Syab.g_00066
OG0000976	Syas.g_02096	Syab.g_00065
OG0000977	Syas.g_02094	Syab.g_00063
OG0000978	Syas.g_02093	Syab.g_00062
OG0000979	Syas.g_02090	Syab.g_00059
OG0000980	Syas.g_02087	Syab.g_00056
OG0000981	Syas.g_02084	Syab.g_00053
OG0000982	Syas.g_01882	Syab.g_02756
OG0000983	Syas.g_01883	Syab.g_02757
OG0000984	Syas.g_01884	Syab.g_02758
OG0000985	Syas.g_01888	Syab.g_02762
OG0000986	Syas.g_01891	Syab.g_02764
OG0000987	Syas.g_01897	Syab.g_02768
OG0000988	Syas.g_01902	Syab.g_02774
OG0000989	Syas.g_01908	Syab.g_02792
OG0000990	Syas.g_01937	Syab.g_02811
OG0000991	Syas.g_01939	Syab.g_02818
OG0000992	Syas.g_01943	Syab.g_02821
OG0000993	Syas.g_01945	Syab.g_02822
OG0000994	Syas.g_01948	Syab.g_02826
OG0000995	Syas.g_01955	Syab.g_02835
OG0000996	Syas.g_01977	Syab.g_02866
OG0000997	Syas.g_01993	Syab.g_02875
OG0000998	Syas.g_01995	Syab.g_02877
OG0000999	Syas.g_01996	Syab.g_02878
OG0001000	Syas.g_02000	Syab.g_02881
OG0001001	Syas.g_02006	Syab.g_02888
OG0001002	Syas.g_02014	Syab.g_02900
OG0001003	Syas.g_02016	Syab.g_02902
OG0001004	Syas.g_02017	Syab.g_02903
OG0001005	Syas.g_02018	Syab.g_02905
OG0001006	Syas.g_02032	Syab.g_02912
OG0001007	Syas.g_02034	Syab.g_02914
OG0001008	Syas.g_01496	Syab.g_00584
OG0001009	Syas.g_02065	Syab.g_00033
OG0001010	Syas.g_02066	Syab.g_00034
OG0001011	Syas.g_02068	Syab.g_00035
OG0001012	Syas.g_00152	Syab.g_02752
OG0001013	Syas.g_01866	Syab.g_02716
OG0001014	Syas.g_01857	Syab.g_02712
OG0001015	Syas.g_01856	Syab.g_02711
OG0001016	Syas.g_02517	Syab.g_02439
OG0001017	Syas.g_02511	Syab.g_02445
OG0001018	Syas.g_02509	Syab.g_02447
OG0001019	Syas.g_02469	Syab.g_02469
OG0001020	Syas.g_02443	Syab.g_02477
OG0001021	Syas.g_02437	Syab.g_02481
OG0001022	Syas.g_02434	Syab.g_02485
OG0001023	Syas.g_02433	Syab.g_02486
OG0001024	Syas.g_00135	Syab.g_02490
OG0001025	Syas.g_02424	Syab.g_02497
OG0001026	Syas.g_02412	Syab.g_02510
OG0001027	Syas.g_02408	Syab.g_02515
OG0001028	Syas.g_02405	Syab.g_02517
OG0001029	Syas.g_02403	Syab.g_02519
OG0001030	Syas.g_02384	Syab.g_02540
OG0001031	Syas.g_02293	Syab.g_02615
OG0001032	Syas.g_02290	Syab.g_02617
OG0001033	Syas.g_02239	Syab.g_02675
OG0001034	Syas.g_02556	Syab.g_02370
OG0001035	Syas.g_01704	Syab.g_00335
OG0001036	Syas.g_01709	Syab.g_00327
OG0001037	Syas.g_01711	Syab.g_00325
OG0001038	Syas.g_01751	Syab.g_00297
OG0001039	Syas.g_01754	Syab.g_00294
OG0001041	Syas.g_01761	Syab.g_00286
OG0001042	Syas.g_01821	Syab.g_00254
OG0001043	Syas.g_01817	Syab.g_00250
OG0001044	Syas.g_01542	Syab.g_00522
OG0001045	Syas.g_01529	Syab.g_00534
OG0001046	Syas.g_00532	Syab.g_01352
OG0001047	Syas.g_01494	Syab.g_00586
OG0001048	Syas.g_01493	Syab.g_00587
OG0001049	Syas.g_02742	Syab.g_00590
OG0001050	Syas.g_02743	Syab.g_00591
OG0001051	Syas.g_02744	Syab.g_00592
OG0001052	Syas.g_01337	Syab.g_00693
OG0001053	Syas.g_01250	Syab.g_02099
OG0001054	Syas.g_01231	Syab.g_02118
OG0001055	Syas.g_01210	Syab.g_02139
OG0001056	Syas.g_00068	Syab.g_02036
OG0001057	Syas.g_00763	Syab.g_00882
OG0001058	Syas.g_00787	Syab.g_02014
OG0001059	Syas.g_00791	Syab.g_02010
OG0001060	Syas.g_00797	Syab.g_02003
OG0001061	Syas.g_00816	Syab.g_01985
OG0001062	Syas.g_00819	Syab.g_01983
OG0001063	Syas.g_00830	Syab.g_01979
OG0001064	Syas.g_00831	Syab.g_01978
OG0001065	Syas.g_00832	Syab.g_01976
OG0001066	Syas.g_00833	Syab.g_01975
OG0001067	Syas.g_00834	Syab.g_01974
OG0001068	Syas.g_00835	Syab.g_01973
OG0001069	Syas.g_00836	Syab.g_01972
OG0001070	Syas.g_00840	Syab.g_01968
OG0001071	Syas.g_00841	Syab.g_01967
OG0001072	Syas.g_00844	Syab.g_01962
OG0001073	Syas.g_00855	Syab.g_01947
OG0001074	Syas.g_00157	Syab.g_01815
OG0001075	Syas.g_00163	Syab.g_01919
OG0001076	Syas.g_00113	Syab.g_01897
OG0001077	Syas.g_00101	Syab.g_01887
OG0001079	Syas.g_00729	Syab.g_01856
OG0001080	Syas.g_00717	Syab.g_01756
OG0001081	Syas.g_00715	Syab.g_01530
OG0001082	Syas.g_00714	Syab.g_01531
OG0001083	Syas.g_00707	Syab.g_01540
OG0001084	Syas.g_00706	Syab.g_01543
OG0001085	Syas.g_00693	Syab.g_01563
OG0001086	Syas.g_00691	Syab.g_01565
OG0001087	Syas.g_00071	Syab.g_01167
OG0001088	Syas.g_01060	Syab.g_01170
OG0001089	Syas.g_01039	Syab.g_01198
OG0001090	Syas.g_00980	Syab.g_01267
OG0001091	Syas.g_00979	Syab.g_01270
OG0001092	Syas.g_00178	Syab.g_01272
OG0001093	Syas.g_00184	Syab.g_01664
OG0001095	Syas.g_00582	Syab.g_01287
OG0001097	Syas.g_00243	Syab.g_01718
OG0001098	Syas.g_00880	Syab.g_01497
OG0001099	Syas.g_02404	Syab.g_02518
OG0001100	Syas.g_00682	Syab.g_01640
OG0001101	Syas.g_00680	Syab.g_01639
OG0001102	Syas.g_00677	Syab.g_01636
OG0001103	Syas.g_00675	Syab.g_01634
OG0001104	Syas.g_00620	Syab.g_01590
OG0001105	Syas.g_00617	Syab.g_01585
OG0001106	Syas.g_00447	Syab.g_01397
OG0001107	Syas.g_00459	Syab.g_01385
OG0001108	Syas.g_00494	Syab.g_01377
OG0001109	Syas.g_00496	Syab.g_01368
OG0001110	Syas.g_00498	Syab.g_01366
OG0001111	Syas.g_00500	Syab.g_01364
OG0001112	Syas.g_00503	Syab.g_01362
OG0001113	Syas.g_00504	Syab.g_01593
OG0001114	Syas.g_00505	Syab.g_01361
OG0001115	Syas.g_00527	Syab.g_01357
OG0001116	Syas.g_00529	Syab.g_01355
OG0001117	Syas.g_00530	Syab.g_01354
OG0001118	Syas.g_00531	Syab.g_01353
OG0001119	Syas.g_00533	Syab.g_01351
OG0001120	Syas.g_00539	Syab.g_01347
OG0001122	Syas.g_00222	Syab.g_01320
OG0001123	Syas.g_00214	Syab.g_01312
OG0001124	Syas.g_00212	Syab.g_01310
OG0001125	Syas.g_00210	Syab.g_01308
OG0001126	Syas.g_00991	Syab.g_01231
OG0001127	Syas.g_00992	Syab.g_01230
OG0001128	Syas.g_00995	Syab.g_01227
OG0001129	Syas.g_00997	Syab.g_01225
OG0001130	Syas.g_00998	Syab.g_01224
OG0001131	Syas.g_01401	Syab.g_01609
OG0001132	Syas.g_00525	Syab.g_01790
OG0001133	Syas.g_00109	Syab.g_01895
OG0001136	Syas.g_01187	Syab.g_00966
OG0001138	Syas.g_01114	Syab.g_01023
OG0001139	Syas.g_01112	Syab.g_01025
OG0001140	Syas.g_01111	Syab.g_00642, Syab.g_01026
OG0001141	Syas.g_01110	Syab.g_01027
OG0001142	Syas.g_01109	Syab.g_01028
OG0001143	Syas.g_01092	Syab.g_01037
OG0001144	Syas.g_01084	Syab.g_01052
OG0001145	Syas.g_02867	Syab.g_00928
OG0001146	Syas.g_02846	Syab.g_00907
OG0001147	Syas.g_01329	Syab.g_00716
OG0001148	Syas.g_01263	Syab.g_02085
OG0001149	Syas.g_01264	Syab.g_02084
OG0001150	Syas.g_01265	Syab.g_02083
OG0001151	Syas.g_01366	Syab.g_02070
OG0001152	Syas.g_01367	Syab.g_02069
OG0001153	Syas.g_01301	Syab.g_00731
OG0001154	Syas.g_01302	Syab.g_00730
OG0001155	Syas.g_01478	Syab.g_02171
OG0001156	Syas.g_01489	Syab.g_02174
OG0001157	Syas.g_01490	Syab.g_02175
OG0001158	Syas.g_01491	Syab.g_02176
OG0001159	Syas.g_01492	Syab.g_02177
OG0001160	Syas.g_02705	Syab.g_02231
OG0001161	Syas.g_02030	Syab.g_02797
OG0001162	Syas.g_02473	Syab.g_00893
OG0001163	Syas.g_02697	Syab.g_02241
OG0001164	Syas.g_02691	Syab.g_02247
OG0001165	Syas.g_02686	Syab.g_02252
OG0001166	Syas.g_02658	Syab.g_02296
OG0001167	Syas.g_01046	Syab.g_02322
OG0001168	Syas.g_02597	Syab.g_02324
OG0001169	Syas.g_02595	Syab.g_02326
OG0001170	Syas.g_02593	Syab.g_02328
OG0001171	Syas.g_02580	Syab.g_02339
OG0001172	Syas.g_01665	Syab.g_00371
OG0001173	Syas.g_01664	Syab.g_00372
OG0001174	Syas.g_01656	Syab.g_00380
OG0001175	Syas.g_01655	Syab.g_00381
OG0001176	Syas.g_01638	Syab.g_00398
OG0001177	Syas.g_01640	Syab.g_00396
OG0001178	Syas.g_02676	Syab.g_02263
OG0001179	Syas.g_01608	Syab.g_00427
OG0001180	Syas.g_01583	Syab.g_00453
OG0001181	Syas.g_01579	Syab.g_00457
OG0001182	Syas.g_01571	Syab.g_00467
OG0001183	Syas.g_01564	Syab.g_00474
OG0001184	Syas.g_02188	Syab.g_00196
