Orthogroup	Syas	Prbl
OG0000582	Syas.g_00873	Prbl.g_01750
OG0000583	Syas.g_00872	Prbl.g_01749
OG0000584	Syas.g_00871	Prbl.g_01748
OG0000585	Syas.g_00868	Prbl.g_01746
OG0000586	Syas.g_00867	Prbl.g_01744
OG0000587	Syas.g_00865	Prbl.g_01742
OG0000588	Syas.g_00960	Prbl.g_01613
OG0000589	Syas.g_00121	Prbl.g_01616
OG0000590	Syas.g_00120	Prbl.g_01617
OG0000591	Syas.g_00106	Prbl.g_01624
OG0000592	Syas.g_00105	Prbl.g_01625
OG0000593	Syas.g_00750	Prbl.g_01635
OG0000594	Syas.g_00749	Prbl.g_01636
OG0000595	Syas.g_00748	Prbl.g_01637
OG0000596	Syas.g_00743	Prbl.g_01642
OG0000597	Syas.g_00740	Prbl.g_01645
OG0000598	Syas.g_00739	Prbl.g_01646
OG0000599	Syas.g_00732	Prbl.g_01656
OG0000600	Syas.g_00731	Prbl.g_01657
OG0000601	Syas.g_00730	Prbl.g_01658
OG0000602	Syas.g_00725	Prbl.g_01662
OG0000603	Syas.g_00724	Prbl.g_01663
OG0000604	Syas.g_00721	Prbl.g_01664
OG0000605	Syas.g_00719	Prbl.g_01043
OG0000606	Syas.g_00716	Prbl.g_01032
OG0000607	Syas.g_00713	Prbl.g_01412
OG0000608	Syas.g_00712	Prbl.g_01411
OG0000609	Syas.g_00710	Prbl.g_01409
OG0000610	Syas.g_00702	Prbl.g_01401
OG0000611	Syas.g_00699	Prbl.g_01398
OG0000612	Syas.g_00698	Prbl.g_01397
OG0000613	Syas.g_01825	Prbl.g_00891
OG0000614	Syas.g_01044	Prbl.g_01872
OG0000615	Syas.g_00650	Prbl.g_02373
OG0000616	Syas.g_02011	Prbl.g_02137
OG0000617	Syas.g_00180	Prbl.g_02561
OG0000618	Syas.g_00181	Prbl.g_02560
OG0000619	Syas.g_00182	Prbl.g_02559
OG0000620	Syas.g_00188	Prbl.g_02555
OG0000621	Syas.g_00189	Prbl.g_02554
OG0000622	Syas.g_00190	Prbl.g_02553
OG0000623	Syas.g_00191	Prbl.g_02552
OG0000624	Syas.g_00192	Prbl.g_02551
OG0000625	Syas.g_00193	Prbl.g_02550
OG0000626	Syas.g_00194	Prbl.g_02549
OG0000627	Syas.g_00372	Prbl.g_02426
OG0000628	Syas.g_00373	Prbl.g_02427
OG0000629	Syas.g_00376	Prbl.g_02430
OG0000630	Syas.g_00397	Prbl.g_02434
OG0000631	Syas.g_00405	Prbl.g_02440
OG0000632	Syas.g_00406	Prbl.g_02441
OG0000633	Syas.g_00407	Prbl.g_02442
OG0000634	Syas.g_00600	Prbl.g_02339
OG0000635	Syas.g_00599	Prbl.g_02338
OG0000636	Syas.g_00597	Prbl.g_02336
OG0000637	Syas.g_00595	Prbl.g_02334
OG0000638	Syas.g_00594	Prbl.g_02333
OG0000639	Syas.g_00593	Prbl.g_02332
OG0000640	Syas.g_00592	Prbl.g_02331
OG0000641	Syas.g_00587	Prbl.g_02327
OG0000642	Syas.g_00586	Prbl.g_02326
OG0000643	Syas.g_00585	Prbl.g_02325
OG0000644	Syas.g_00584	Prbl.g_02324
OG0000645	Syas.g_00583	Prbl.g_02323
OG0000646	Syas.g_00580	Prbl.g_02320
OG0000647	Syas.g_00578	Prbl.g_02317
OG0000648	Syas.g_00576	Prbl.g_02315
OG0000649	Syas.g_00575	Prbl.g_02314
OG0000650	Syas.g_00574	Prbl.g_02313
OG0000651	Syas.g_00573	Prbl.g_02312
OG0000652	Syas.g_00572	Prbl.g_02311
OG0000653	Syas.g_00570	Prbl.g_02309
OG0000654	Syas.g_00569	Prbl.g_02308
OG0000655	Syas.g_00568	Prbl.g_02307
OG0000656	Syas.g_00565	Prbl.g_02304
OG0000657	Syas.g_00232	Prbl.g_01540
OG0000658	Syas.g_00235	Prbl.g_01542
OG0000659	Syas.g_00236	Prbl.g_01543
OG0000660	Syas.g_00240	Prbl.g_01547
OG0000661	Syas.g_00242	Prbl.g_01549
OG0000662	Syas.g_00281	Prbl.g_01551
OG0000663	Syas.g_00284	Prbl.g_01554
OG0000664	Syas.g_00287	Prbl.g_01555
OG0000665	Syas.g_00385	Prbl.g_01568
OG0000666	Syas.g_01362	Prbl.g_01571
OG0000667	Syas.g_00088	Prbl.g_01579
OG0000668	Syas.g_00221	Prbl.g_02530
OG0000669	Syas.g_00684	Prbl.g_01588
OG0000670	Syas.g_00681	Prbl.g_01078
OG0000671	Syas.g_00679	Prbl.g_02412
OG0000672	Syas.g_00676	Prbl.g_02409
OG0000673	Syas.g_00673	Prbl.g_02406
OG0000674	Syas.g_00671	Prbl.g_02404
OG0000675	Syas.g_00670	Prbl.g_02403
OG0000676	Syas.g_00668	Prbl.g_02395
OG0000677	Syas.g_00667	Prbl.g_02393
OG0000678	Syas.g_00660	Prbl.g_02388
OG0000679	Syas.g_00629	Prbl.g_02368
OG0000680	Syas.g_00628	Prbl.g_02367
OG0000681	Syas.g_00625	Prbl.g_02365
OG0000682	Syas.g_00624	Prbl.g_02364
OG0000683	Syas.g_00623	Prbl.g_02363
OG0000684	Syas.g_00621	Prbl.g_02350
OG0000685	Syas.g_00187	Prbl.g_02352
OG0000686	Syas.g_00619	Prbl.g_02353
OG0000687	Syas.g_00618	Prbl.g_02354
OG0000688	Syas.g_00612	Prbl.g_02348
OG0000689	Syas.g_00610	Prbl.g_02347
OG0000690	Syas.g_00609	Prbl.g_02346
OG0000691	Syas.g_00608	Prbl.g_02345
OG0000692	Syas.g_00606	Prbl.g_02344
OG0000693	Syas.g_00604	Prbl.g_02343
OG0000694	Syas.g_00603	Prbl.g_02342
OG0000695	Syas.g_00410	Prbl.g_02444
OG0000696	Syas.g_00411	Prbl.g_02445
OG0000697	Syas.g_00413	Prbl.g_02447
OG0000698	Syas.g_00417	Prbl.g_02450
OG0000699	Syas.g_00419	Prbl.g_02452
OG0000700	Syas.g_00420	Prbl.g_02453
OG0000701	Syas.g_00421	Prbl.g_02454
OG0000702	Syas.g_00437	Prbl.g_02462
OG0000703	Syas.g_00438	Prbl.g_02463
OG0000704	Syas.g_00446	Prbl.g_02465
OG0000705	Syas.g_00453	Prbl.g_02471
OG0000706	Syas.g_00454	Prbl.g_02472
OG0000707	Syas.g_00455	Prbl.g_02473
OG0000708	Syas.g_00458	Prbl.g_02475
OG0000709	Syas.g_00466	Prbl.g_02482
OG0000710	Syas.g_00497	Prbl.g_02486
OG0000711	Syas.g_00546	Prbl.g_02508
OG0000712	Syas.g_00548	Prbl.g_02509
OG0000713	Syas.g_00549	Prbl.g_02510
OG0000714	Syas.g_00551	Prbl.g_02514
OG0000715	Syas.g_00553	Prbl.g_02516
OG0000716	Syas.g_00556	Prbl.g_02520
OG0000717	Syas.g_00557	Prbl.g_02521
OG0000718	Syas.g_00561	Prbl.g_02526
OG0000719	Syas.g_00223	Prbl.g_02528
OG0000720	Syas.g_00209	Prbl.g_02541
OG0000721	Syas.g_00207	Prbl.g_02542
OG0000722	Syas.g_00206	Prbl.g_02543
OG0000723	Syas.g_00196	Prbl.g_02547
OG0000724	Syas.g_00999	Prbl.g_00932
OG0000725	Syas.g_01024	Prbl.g_00925
OG0000726	Syas.g_01025	Prbl.g_00924
OG0000727	Syas.g_01026	Prbl.g_00923
OG0000728	Syas.g_01028	Prbl.g_00922
OG0000729	Syas.g_02145	Prbl.g_02062
OG0000730	Syas.g_01544	Prbl.g_01199
OG0000731	Syas.g_01532	Prbl.g_01208
OG0000732	Syas.g_02086	Prbl.g_01993
OG0000733	Syas.g_00096	Prbl.g_02197
OG0000734	Syas.g_02414	Prbl.g_00545
OG0000735	Syas.g_01201	Prbl.g_02066
OG0000736	Syas.g_01200	Prbl.g_02067
OG0000737	Syas.g_01199	Prbl.g_02068
OG0000738	Syas.g_01193	Prbl.g_02075
OG0000739	Syas.g_01192	Prbl.g_02077
OG0000740	Syas.g_01191	Prbl.g_02078
OG0000741	Syas.g_01188	Prbl.g_02081
OG0000742	Syas.g_01185	Prbl.g_02083
OG0000743	Syas.g_01182	Prbl.g_02085
OG0000744	Syas.g_01181	Prbl.g_02086
OG0000745	Syas.g_01178	Prbl.g_02088
OG0000746	Syas.g_01176	Prbl.g_02090
OG0000747	Syas.g_01174	Prbl.g_02091
OG0000748	Syas.g_01146	Prbl.g_02103
OG0000749	Syas.g_01144	Prbl.g_02104
OG0000750	Syas.g_01143	Prbl.g_02105
OG0000751	Syas.g_01138	Prbl.g_00179
OG0000752	Syas.g_01136	Prbl.g_00181
OG0000753	Syas.g_01133	Prbl.g_00184
OG0000754	Syas.g_01128	Prbl.g_01379
OG0000755	Syas.g_01117	Prbl.g_01120
OG0000756	Syas.g_01116	Prbl.g_01119
OG0000757	Syas.g_01108	Prbl.g_01112
OG0000758	Syas.g_01107	Prbl.g_01111
OG0000759	Syas.g_01106	Prbl.g_01110
OG0000760	Syas.g_01105	Prbl.g_01109
OG0000761	Syas.g_01104	Prbl.g_01108
OG0000762	Syas.g_01102	Prbl.g_01377
OG0000763	Syas.g_01091	Prbl.g_01375
OG0000764	Syas.g_01090	Prbl.g_01374
OG0000765	Syas.g_01076	Prbl.g_02590
OG0000766	Syas.g_01075	Prbl.g_02591
OG0000767	Syas.g_01073	Prbl.g_02593
OG0000768	Syas.g_01072	Prbl.g_02594
OG0000769	Syas.g_01070	Prbl.g_00186
OG0000770	Syas.g_01067	Prbl.g_01103
OG0000771	Syas.g_00993	Prbl.g_00937
OG0000772	Syas.g_01461	Prbl.g_00461
OG0000773	Syas.g_00002	Prbl.g_00113
OG0000774	Syas.g_02862	Prbl.g_01713
OG0000775	Syas.g_02860	Prbl.g_01715
OG0000776	Syas.g_02859	Prbl.g_01716
OG0000777	Syas.g_02858	Prbl.g_01717
OG0000778	Syas.g_02857	Prbl.g_01718
OG0000779	Syas.g_02852	Prbl.g_01723
OG0000780	Syas.g_02847	Prbl.g_01726
OG0000781	Syas.g_02842	Prbl.g_01730
OG0000782	Syas.g_02841	Prbl.g_01731
OG0000783	Syas.g_02840	Prbl.g_01732
OG0000784	Syas.g_02839	Prbl.g_01733
OG0000785	Syas.g_02837	Prbl.g_01735
OG0000786	Syas.g_02833	Prbl.g_01738
OG0000787	Syas.g_02832	Prbl.g_01739
OG0000788	Syas.g_00782	Prbl.g_00658
OG0000789	Syas.g_01507	Prbl.g_01695
OG0000790	Syas.g_01266	Prbl.g_00498
OG0000791	Syas.g_01268	Prbl.g_00496
OG0000792	Syas.g_01269	Prbl.g_00495
OG0000793	Syas.g_01359	Prbl.g_00491
OG0000794	Syas.g_01361	Prbl.g_00490
OG0000795	Syas.g_01363	Prbl.g_00489
OG0000796	Syas.g_01368	Prbl.g_00485
OG0000797	Syas.g_01369	Prbl.g_00484
OG0000798	Syas.g_01750	Prbl.g_01456
OG0000799	Syas.g_02789	Prbl.g_00152
OG0000800	Syas.g_02790	Prbl.g_00153
OG0000801	Syas.g_02791	Prbl.g_00154
OG0000802	Syas.g_02797	Prbl.g_00161
OG0000803	Syas.g_02800	Prbl.g_00257
OG0000804	Syas.g_02803	Prbl.g_00255
OG0000805	Syas.g_02805	Prbl.g_00253
OG0000806	Syas.g_02807	Prbl.g_00251
OG0000807	Syas.g_02808	Prbl.g_00249
OG0000808	Syas.g_02809	Prbl.g_00248
OG0000809	Syas.g_02811	Prbl.g_00244
OG0000810	Syas.g_02813	Prbl.g_00243
OG0000811	Syas.g_02822	Prbl.g_00231
OG0000812	Syas.g_02824	Prbl.g_00229
OG0000813	Syas.g_02825	Prbl.g_00228
OG0000814	Syas.g_02827	Prbl.g_00226
OG0000815	Syas.g_02829	Prbl.g_00225
OG0000816	Syas.g_02831	Prbl.g_00223
OG0000817	Syas.g_02753	Prbl.g_00222
OG0000818	Syas.g_01282	Prbl.g_00684
OG0000819	Syas.g_01283	Prbl.g_00685
OG0000820	Syas.g_01284	Prbl.g_00686
OG0000821	Syas.g_01289	Prbl.g_00693
OG0000822	Syas.g_01291	Prbl.g_00695
OG0000823	Syas.g_01292	Prbl.g_00696
OG0000824	Syas.g_01297	Prbl.g_00700
OG0000825	Syas.g_01298	Prbl.g_00701
OG0000826	Syas.g_01299	Prbl.g_00702
OG0000827	Syas.g_01300	Prbl.g_00703
OG0000828	Syas.g_01303	Prbl.g_00706
OG0000829	Syas.g_01304	Prbl.g_00707
OG0000830	Syas.g_01305	Prbl.g_00708
OG0000831	Syas.g_01308	Prbl.g_00710
OG0000832	Syas.g_01476	Prbl.g_00456
OG0000833	Syas.g_02738	Prbl.g_00448
OG0000834	Syas.g_02737	Prbl.g_00447
OG0000835	Syas.g_02736	Prbl.g_00446
OG0000836	Syas.g_02732	Prbl.g_00444
OG0000837	Syas.g_02731	Prbl.g_00443
OG0000838	Syas.g_02727	Prbl.g_00440
OG0000839	Syas.g_02726	Prbl.g_00439
OG0000840	Syas.g_02725	Prbl.g_00438
OG0000841	Syas.g_02724	Prbl.g_00437
OG0000842	Syas.g_02723	Prbl.g_00436
OG0000843	Syas.g_02722	Prbl.g_00435
OG0000844	Syas.g_02720	Prbl.g_00433
OG0000845	Syas.g_02719	Prbl.g_00432
OG0000846	Syas.g_02718	Prbl.g_00431
OG0000847	Syas.g_02717	Prbl.g_00430
OG0000848	Syas.g_02715	Prbl.g_00429
OG0000849	Syas.g_02714	Prbl.g_00428
OG0000850	Syas.g_02711	Prbl.g_00427
OG0000851	Syas.g_02708	Prbl.g_00423
OG0000852	Syas.g_02707	Prbl.g_00422
OG0000853	Syas.g_02703	Prbl.g_00418
OG0000854	Syas.g_02701	Prbl.g_00416
OG0000855	Syas.g_02700	Prbl.g_00415
OG0000856	Syas.g_00103	Prbl.g_01627
OG0000857	Syas.g_00579	Prbl.g_02318
OG0000858	Syas.g_02693	Prbl.g_00404
OG0000859	Syas.g_02692	Prbl.g_00403
OG0000860	Syas.g_02679	Prbl.g_00392
OG0000861	Syas.g_02678	Prbl.g_00391
OG0000862	Syas.g_02677	Prbl.g_00389
OG0000863	Syas.g_02675	Prbl.g_00385
OG0000864	Syas.g_02674	Prbl.g_00383
OG0000865	Syas.g_02673	Prbl.g_00382
OG0000866	Syas.g_02672	Prbl.g_00381
OG0000867	Syas.g_02671	Prbl.g_00380
OG0000868	Syas.g_02667	Prbl.g_00378
OG0000869	Syas.g_02662	Prbl.g_00375
OG0000870	Syas.g_02657	Prbl.g_00370
OG0000871	Syas.g_02656	Prbl.g_00369
OG0000872	Syas.g_02650	Prbl.g_00367
OG0000873	Syas.g_02647	Prbl.g_00364
OG0000874	Syas.g_02645	Prbl.g_00360
OG0000875	Syas.g_02644	Prbl.g_00359
OG0000876	Syas.g_00280	Prbl.g_00358
OG0000877	Syas.g_02603	Prbl.g_00355
OG0000878	Syas.g_02602	Prbl.g_00354
OG0000879	Syas.g_02601	Prbl.g_00353
OG0000880	Syas.g_02600	Prbl.g_00352
OG0000881	Syas.g_02596	Prbl.g_00347
OG0000882	Syas.g_02591	Prbl.g_00342
OG0000883	Syas.g_02586	Prbl.g_00340
OG0000884	Syas.g_02584	Prbl.g_00338
OG0000885	Syas.g_02583	Prbl.g_00337
OG0000886	Syas.g_02582	Prbl.g_00336
OG0000887	Syas.g_02581	Prbl.g_00335
OG0000888	Syas.g_02579	Prbl.g_00333
OG0000889	Syas.g_02577	Prbl.g_00331
OG0000890	Syas.g_02574	Prbl.g_00317
OG0000891	Syas.g_02573	Prbl.g_00316
OG0000892	Syas.g_02571	Prbl.g_02620
OG0000893	Syas.g_01677	Prbl.g_02680
OG0000894	Syas.g_01667	Prbl.g_02684
OG0000895	Syas.g_01663	Prbl.g_01061
OG0000896	Syas.g_01662	Prbl.g_01060
OG0000897	Syas.g_01660	Prbl.g_01058
OG0000898	Syas.g_01659	Prbl.g_01057
OG0000899	Syas.g_01658	Prbl.g_01056
OG0000900	Syas.g_01657	Prbl.g_01055
OG0000901	Syas.g_01652	Prbl.g_01051
OG0000902	Syas.g_01651	Prbl.g_01049
OG0000903	Syas.g_01637	Prbl.g_00954
OG0000904	Syas.g_01642	Prbl.g_00949
OG0000905	Syas.g_01647	Prbl.g_00947
OG0000906	Syas.g_01649	Prbl.g_01045
OG0000907	Syas.g_01635	Prbl.g_00956
OG0000908	Syas.g_01632	Prbl.g_00959
OG0000909	Syas.g_01631	Prbl.g_00960
OG0000910	Syas.g_01630	Prbl.g_00961
OG0000911	Syas.g_01628	Prbl.g_00963
OG0000912	Syas.g_01627	Prbl.g_00964
OG0000913	Syas.g_01626	Prbl.g_00965
OG0000914	Syas.g_01625	Prbl.g_00966
OG0000915	Syas.g_01623	Prbl.g_00967
OG0000916	Syas.g_01622	Prbl.g_00968
OG0000917	Syas.g_01621	Prbl.g_00969
OG0000918	Syas.g_01620	Prbl.g_00970
OG0000919	Syas.g_01619	Prbl.g_00971
OG0000920	Syas.g_01618	Prbl.g_00972
OG0000921	Syas.g_01617	Prbl.g_00973
OG0000922	Syas.g_01616	Prbl.g_00974
OG0000923	Syas.g_01612	Prbl.g_00978
OG0000924	Syas.g_01611	Prbl.g_00979
OG0000925	Syas.g_01610	Prbl.g_00980
OG0000926	Syas.g_01609	Prbl.g_00981
OG0000927	Syas.g_01607	Prbl.g_00983
OG0000928	Syas.g_01606	Prbl.g_00984
OG0000929	Syas.g_01605	Prbl.g_00985
OG0000930	Syas.g_01604	Prbl.g_00986
OG0000931	Syas.g_01603	Prbl.g_00987
OG0000932	Syas.g_01602	Prbl.g_00988
OG0000933	Syas.g_01596	Prbl.g_00993
OG0000934	Syas.g_01594	Prbl.g_00995
OG0000935	Syas.g_01593	Prbl.g_00996
OG0000936	Syas.g_01592	Prbl.g_00997
OG0000937	Syas.g_01591	Prbl.g_00998
OG0000938	Syas.g_01588	Prbl.g_01127
OG0000939	Syas.g_01587	Prbl.g_01128
OG0000940	Syas.g_01580	Prbl.g_01137
OG0000941	Syas.g_01578	Prbl.g_01139
OG0000942	Syas.g_01576	Prbl.g_01141
OG0000943	Syas.g_01575	Prbl.g_01142
OG0000944	Syas.g_01573	Prbl.g_01144
OG0000945	Syas.g_01572	Prbl.g_01146
OG0000946	Syas.g_01565	Prbl.g_01174
OG0000947	Syas.g_01562	Prbl.g_01177
OG0000948	Syas.g_01561	Prbl.g_01178
OG0000949	Syas.g_02213	Prbl.g_01181
OG0000950	Syas.g_02197	Prbl.g_00856
OG0000951	Syas.g_02190	Prbl.g_00851
OG0000952	Syas.g_02186	Prbl.g_00844
OG0000953	Syas.g_02182	Prbl.g_00840
OG0000954	Syas.g_02174	Prbl.g_01306
OG0000955	Syas.g_02173	Prbl.g_01305
OG0000956	Syas.g_02171	Prbl.g_01303
OG0000957	Syas.g_02158	Prbl.g_01287
OG0000958	Syas.g_02157	Prbl.g_01286
OG0000959	Syas.g_02154	Prbl.g_02638
OG0000960	Syas.g_02153	Prbl.g_02637
OG0000961	Syas.g_02345	Prbl.g_01235
OG0000962	Syas.g_02146	Prbl.g_02063
OG0000963	Syas.g_02143	Prbl.g_02058
OG0000964	Syas.g_02142	Prbl.g_02057
OG0000965	Syas.g_02141	Prbl.g_02056
OG0000966	Syas.g_02112	Prbl.g_02023
OG0000967	Syas.g_02108	Prbl.g_02017
OG0000968	Syas.g_02106	Prbl.g_02014
OG0000969	Syas.g_02104	Prbl.g_02012
OG0000970	Syas.g_02103	Prbl.g_02011
OG0000971	Syas.g_02101	Prbl.g_02009
OG0000972	Syas.g_02100	Prbl.g_02008
OG0000973	Syas.g_02099	Prbl.g_02007
OG0000974	Syas.g_02098	Prbl.g_02006
OG0000975	Syas.g_02097	Prbl.g_02005
OG0000976	Syas.g_02096	Prbl.g_02004
OG0000977	Syas.g_02094	Prbl.g_02002
OG0000978	Syas.g_02093	Prbl.g_02001
OG0000979	Syas.g_02090	Prbl.g_01998
OG0000980	Syas.g_02087	Prbl.g_01994
OG0000981	Syas.g_02084	Prbl.g_01991
OG0000982	Syas.g_01882	Prbl.g_02238
OG0000983	Syas.g_01883	Prbl.g_02237
OG0000984	Syas.g_01884	Prbl.g_02236
OG0000985	Syas.g_01888	Prbl.g_02232
OG0000986	Syas.g_01891	Prbl.g_02230
OG0000987	Syas.g_01897	Prbl.g_02228
OG0000988	Syas.g_01902	Prbl.g_02224
OG0000989	Syas.g_01908	Prbl.g_02214
OG0000990	Syas.g_01937	Prbl.g_02192
OG0000991	Syas.g_01939	Prbl.g_02189
OG0000992	Syas.g_01943	Prbl.g_02186
OG0000993	Syas.g_01945	Prbl.g_02185
OG0000994	Syas.g_01948	Prbl.g_02182
OG0000995	Syas.g_01955	Prbl.g_02173
OG0000996	Syas.g_01977	Prbl.g_02160
OG0000997	Syas.g_01993	Prbl.g_02151
OG0000998	Syas.g_01995	Prbl.g_02149
OG0000999	Syas.g_01996	Prbl.g_02148
OG0001000	Syas.g_02000	Prbl.g_02145
OG0001001	Syas.g_02006	Prbl.g_02141
OG0001002	Syas.g_02014	Prbl.g_02134
OG0001003	Syas.g_02016	Prbl.g_02132
OG0001004	Syas.g_02017	Prbl.g_02131
OG0001005	Syas.g_02018	Prbl.g_02129
OG0001006	Syas.g_02032	Prbl.g_02123
OG0001007	Syas.g_02034	Prbl.g_02121
OG0001008	Syas.g_01496	Prbl.g_00651
OG0001009	Syas.g_02065	Prbl.g_01972
OG0001010	Syas.g_02066	Prbl.g_01973
OG0001011	Syas.g_02068	Prbl.g_01975
OG0001012	Syas.g_00152	Prbl.g_02241
OG0001013	Syas.g_01866	Prbl.g_02266
OG0001014	Syas.g_01857	Prbl.g_02275
OG0001015	Syas.g_01856	Prbl.g_02276
OG0001016	Syas.g_02517	Prbl.g_00603
OG0001017	Syas.g_02511	Prbl.g_00597
OG0001018	Syas.g_02509	Prbl.g_00595
OG0001019	Syas.g_02469	Prbl.g_00582
OG0001020	Syas.g_02443	Prbl.g_00576
OG0001021	Syas.g_02437	Prbl.g_00572
OG0001022	Syas.g_02434	Prbl.g_00567
OG0001023	Syas.g_02433	Prbl.g_00566
OG0001024	Syas.g_00135	Prbl.g_00562
OG0001025	Syas.g_02424	Prbl.g_00555
OG0001026	Syas.g_02412	Prbl.g_00542
OG0001027	Syas.g_02408	Prbl.g_01332
OG0001028	Syas.g_02405	Prbl.g_01330
OG0001029	Syas.g_02403	Prbl.g_01328
OG0001030	Syas.g_02384	Prbl.g_00822
OG0001031	Syas.g_02293	Prbl.g_00074
OG0001032	Syas.g_02290	Prbl.g_00077
OG0001033	Syas.g_02239	Prbl.g_01281
OG0001034	Syas.g_02556	Prbl.g_00199
OG0001035	Syas.g_01704	Prbl.g_01498
OG0001036	Syas.g_01709	Prbl.g_01494
OG0001037	Syas.g_01711	Prbl.g_01492
OG0001038	Syas.g_01751	Prbl.g_01455
OG0001039	Syas.g_01754	Prbl.g_01452
OG0001041	Syas.g_01761	Prbl.g_01444
OG0001042	Syas.g_01821	Prbl.g_01419
OG0001043	Syas.g_01817	Prbl.g_01417
OG0001044	Syas.g_01542	Prbl.g_01200
OG0001045	Syas.g_01529	Prbl.g_01211
OG0001046	Syas.g_00532	Prbl.g_00410
OG0001047	Syas.g_01494	Prbl.g_00649
OG0001048	Syas.g_01493	Prbl.g_00648
OG0001049	Syas.g_02742	Prbl.g_00645
OG0001050	Syas.g_02743	Prbl.g_00644
OG0001051	Syas.g_02744	Prbl.g_00643
OG0001052	Syas.g_01337	Prbl.g_01344
OG0001053	Syas.g_01250	Prbl.g_00514
OG0001054	Syas.g_01231	Prbl.g_00532
OG0001055	Syas.g_01210	Prbl.g_00790
OG0001056	Syas.g_00068	Prbl.g_00761
OG0001057	Syas.g_00763	Prbl.g_00749
OG0001058	Syas.g_00787	Prbl.g_01883
OG0001059	Syas.g_00791	Prbl.g_01887
OG0001060	Syas.g_00797	Prbl.g_01894
OG0001061	Syas.g_00816	Prbl.g_01796
OG0001062	Syas.g_00819	Prbl.g_01794
OG0001063	Syas.g_00830	Prbl.g_01790
OG0001064	Syas.g_00831	Prbl.g_01789
OG0001065	Syas.g_00832	Prbl.g_01788
OG0001066	Syas.g_00833	Prbl.g_01787
OG0001067	Syas.g_00834	Prbl.g_01786
OG0001068	Syas.g_00835	Prbl.g_01785
OG0001069	Syas.g_00836	Prbl.g_01784
OG0001070	Syas.g_00840	Prbl.g_01780
OG0001071	Syas.g_00841	Prbl.g_01779
OG0001072	Syas.g_00844	Prbl.g_01776
OG0001073	Syas.g_00855	Prbl.g_01757
OG0001074	Syas.g_00157	Prbl.g_01610
OG0001075	Syas.g_00163	Prbl.g_01611
OG0001076	Syas.g_00113	Prbl.g_01619
OG0001077	Syas.g_00101	Prbl.g_01629
OG0001078	Syas.g_00745	Prbl.g_01640
OG0001079	Syas.g_00729	Prbl.g_01659
OG0001080	Syas.g_00717	Prbl.g_01041
OG0001081	Syas.g_00715	Prbl.g_01031
OG0001082	Syas.g_00714	Prbl.g_01030
OG0001083	Syas.g_00707	Prbl.g_01405
OG0001084	Syas.g_00706	Prbl.g_01404
OG0001085	Syas.g_00693	Prbl.g_01394
OG0001086	Syas.g_00691	Prbl.g_01392
OG0001087	Syas.g_00071	Prbl.g_01853
OG0001088	Syas.g_01060	Prbl.g_01857
OG0001089	Syas.g_01039	Prbl.g_00024
OG0001090	Syas.g_00980	Prbl.g_02565
OG0001091	Syas.g_00979	Prbl.g_02563
OG0001092	Syas.g_00178	Prbl.g_02562
OG0001093	Syas.g_00184	Prbl.g_02558
OG0001095	Syas.g_00582	Prbl.g_02322
OG0001097	Syas.g_00243	Prbl.g_01550
OG0001098	Syas.g_00880	Prbl.g_02423
OG0001099	Syas.g_02404	Prbl.g_01329
OG0001100	Syas.g_00682	Prbl.g_02414
OG0001101	Syas.g_00680	Prbl.g_02413
OG0001102	Syas.g_00677	Prbl.g_02410
OG0001103	Syas.g_00675	Prbl.g_02408
OG0001104	Syas.g_00620	Prbl.g_02351
OG0001105	Syas.g_00617	Prbl.g_02356
OG0001106	Syas.g_00447	Prbl.g_02466
OG0001107	Syas.g_00459	Prbl.g_02476
OG0001108	Syas.g_00494	Prbl.g_02483
OG0001109	Syas.g_00496	Prbl.g_02485
OG0001110	Syas.g_00498	Prbl.g_02487
OG0001111	Syas.g_00500	Prbl.g_02489
OG0001112	Syas.g_00503	Prbl.g_02491
OG0001113	Syas.g_00504	Prbl.g_02492
OG0001114	Syas.g_00505	Prbl.g_02493
OG0001115	Syas.g_00527	Prbl.g_02495
OG0001116	Syas.g_00529	Prbl.g_02496
OG0001117	Syas.g_00530	Prbl.g_02497
OG0001118	Syas.g_00531	Prbl.g_02498
OG0001119	Syas.g_00533	Prbl.g_02499
OG0001120	Syas.g_00539	Prbl.g_02501
OG0001122	Syas.g_00222	Prbl.g_02529
OG0001123	Syas.g_00214	Prbl.g_02536
OG0001124	Syas.g_00212	Prbl.g_02538
OG0001125	Syas.g_00210	Prbl.g_02540
OG0001126	Syas.g_00991	Prbl.g_00939
OG0001127	Syas.g_00992	Prbl.g_00938
OG0001128	Syas.g_00995	Prbl.g_00935
OG0001129	Syas.g_00997	Prbl.g_00934
OG0001130	Syas.g_00998	Prbl.g_00933
OG0001131	Syas.g_01401	Prbl.g_02575
OG0001132	Syas.g_00525	Prbl.g_01603
OG0001133	Syas.g_00109	Prbl.g_01621
OG0001136	Syas.g_01187	Prbl.g_02082
OG0001138	Syas.g_01114	Prbl.g_01118
OG0001139	Syas.g_01112	Prbl.g_01116
OG0001140	Syas.g_01111	Prbl.g_01115
OG0001141	Syas.g_01110	Prbl.g_01114
OG0001142	Syas.g_01109	Prbl.g_01113
OG0001143	Syas.g_01092	Prbl.g_01376
OG0001144	Syas.g_01084	Prbl.g_02580
OG0001145	Syas.g_02867	Prbl.g_01711
OG0001146	Syas.g_02846	Prbl.g_01727
OG0001147	Syas.g_01329	Prbl.g_01333
