Orthogroup	Syas	Prai
OG0000611	Syas.g_00699	Prai.g_00696
OG0000612	Syas.g_00698	Prai.g_00697
OG0000613	Syas.g_01825	Prai.g_00702
OG0000614	Syas.g_01044	Prai.g_00721
OG0000615	Syas.g_00650	Prai.g_00729
OG0000616	Syas.g_02011	Prai.g_00732
OG0000617	Syas.g_00180	Prai.g_00754
OG0000618	Syas.g_00181	Prai.g_00755
OG0000619	Syas.g_00182	Prai.g_00756
OG0000620	Syas.g_00188	Prai.g_00759
OG0000621	Syas.g_00189	Prai.g_00760
OG0000622	Syas.g_00190	Prai.g_00761
OG0000623	Syas.g_00191	Prai.g_00762
OG0000624	Syas.g_00192	Prai.g_00763
OG0000625	Syas.g_00193	Prai.g_00764
OG0000626	Syas.g_00194	Prai.g_00765
OG0000627	Syas.g_00372	Prai.g_00766
OG0000628	Syas.g_00373	Prai.g_00767
OG0000629	Syas.g_00376	Prai.g_00768
OG0000630	Syas.g_00397	Prai.g_00771
OG0000631	Syas.g_00405	Prai.g_00857
OG0000632	Syas.g_00406	Prai.g_00856
OG0000633	Syas.g_00407	Prai.g_00855
OG0000634	Syas.g_00600	Prai.g_00852
OG0000635	Syas.g_00599	Prai.g_00851
OG0000636	Syas.g_00597	Prai.g_00849
OG0000637	Syas.g_00595	Prai.g_00847
OG0000638	Syas.g_00594	Prai.g_00846
OG0000639	Syas.g_00593	Prai.g_00845
OG0000640	Syas.g_00592	Prai.g_00844
OG0000641	Syas.g_00587	Prai.g_00839
OG0000642	Syas.g_00586	Prai.g_00838
OG0000643	Syas.g_00585	Prai.g_00837
OG0000644	Syas.g_00584	Prai.g_00836
OG0000645	Syas.g_00583	Prai.g_00835
OG0000646	Syas.g_00580	Prai.g_00833
OG0000647	Syas.g_00578	Prai.g_00832
OG0000648	Syas.g_00576	Prai.g_00830
OG0000649	Syas.g_00575	Prai.g_00829
OG0000650	Syas.g_00574	Prai.g_00828
OG0000651	Syas.g_00573	Prai.g_00827
OG0000652	Syas.g_00572	Prai.g_00826
OG0000653	Syas.g_00570	Prai.g_00824
OG0000654	Syas.g_00569	Prai.g_00823
OG0000655	Syas.g_00568	Prai.g_00822
OG0000656	Syas.g_00565	Prai.g_00819
OG0000657	Syas.g_00232	Prai.g_00811
OG0000658	Syas.g_00235	Prai.g_00810
OG0000659	Syas.g_00236	Prai.g_00809
OG0000660	Syas.g_00240	Prai.g_00805
OG0000661	Syas.g_00242	Prai.g_00803
OG0000662	Syas.g_00281	Prai.g_00801
OG0000663	Syas.g_00284	Prai.g_00799
OG0000664	Syas.g_00287	Prai.g_00798
OG0000665	Syas.g_00385	Prai.g_00794
OG0000666	Syas.g_01362	Prai.g_00793
OG0000667	Syas.g_00088	Prai.g_00789
OG0000668	Syas.g_00221	Prai.g_01060
OG0000669	Syas.g_00684	Prai.g_01054
OG0000670	Syas.g_00681	Prai.g_01052
OG0000671	Syas.g_00679	Prai.g_01050
OG0000672	Syas.g_00676	Prai.g_01048
OG0000673	Syas.g_00673	Prai.g_01045
OG0000674	Syas.g_00671	Prai.g_01043
OG0000675	Syas.g_00670	Prai.g_01042
OG0000676	Syas.g_00668	Prai.g_01040
OG0000677	Syas.g_00667	Prai.g_01039
OG0000678	Syas.g_00660	Prai.g_01037
OG0000679	Syas.g_00629	Prai.g_01033
OG0000680	Syas.g_00628	Prai.g_01032
OG0000681	Syas.g_00625	Prai.g_01030
OG0000682	Syas.g_00624	Prai.g_01029
OG0000683	Syas.g_00623	Prai.g_01028
OG0000684	Syas.g_00621	Prai.g_01027
OG0000685	Syas.g_00187	Prai.g_01025
OG0000686	Syas.g_00619	Prai.g_01024
OG0000687	Syas.g_00618	Prai.g_01023
OG0000688	Syas.g_00612	Prai.g_01020
OG0000689	Syas.g_00610	Prai.g_01019
OG0000690	Syas.g_00609	Prai.g_01018
OG0000691	Syas.g_00608	Prai.g_01017
OG0000692	Syas.g_00606	Prai.g_01015
OG0000693	Syas.g_00604	Prai.g_01014
OG0000694	Syas.g_00603	Prai.g_01013
OG0000695	Syas.g_00410	Prai.g_01011
OG0000696	Syas.g_00411	Prai.g_01010
OG0000697	Syas.g_00413	Prai.g_01009
OG0000698	Syas.g_00417	Prai.g_01006
OG0000699	Syas.g_00419	Prai.g_01005
OG0000700	Syas.g_00420	Prai.g_01004
OG0000701	Syas.g_00421	Prai.g_01003
OG0000702	Syas.g_00437	Prai.g_01001
OG0000703	Syas.g_00438	Prai.g_01000
OG0000704	Syas.g_00446	Prai.g_00999
OG0000705	Syas.g_00453	Prai.g_00995
OG0000706	Syas.g_00454	Prai.g_00994
OG0000707	Syas.g_00455	Prai.g_00993
OG0000708	Syas.g_00458	Prai.g_00992
OG0000709	Syas.g_00466	Prai.g_00988
OG0000710	Syas.g_00497	Prai.g_00985
OG0000711	Syas.g_00546	Prai.g_00968
OG0000712	Syas.g_00548	Prai.g_00966
OG0000713	Syas.g_00549	Prai.g_00965
OG0000714	Syas.g_00551	Prai.g_00964
OG0000715	Syas.g_00553	Prai.g_00962
OG0000716	Syas.g_00556	Prai.g_00960
OG0000717	Syas.g_00557	Prai.g_00959
OG0000718	Syas.g_00561	Prai.g_00948
OG0000719	Syas.g_00223	Prai.g_00946
OG0000720	Syas.g_00209	Prai.g_00938
OG0000721	Syas.g_00207	Prai.g_00936
OG0000722	Syas.g_00206	Prai.g_00935
OG0000723	Syas.g_00196	Prai.g_00932
OG0000724	Syas.g_00999	Prai.g_00923
OG0000725	Syas.g_01024	Prai.g_00917
OG0000726	Syas.g_01025	Prai.g_00916
OG0000727	Syas.g_01026	Prai.g_00915
OG0000728	Syas.g_01028	Prai.g_00913
OG0000729	Syas.g_02145	Prai.g_01109
OG0000730	Syas.g_01544	Prai.g_01113
OG0000731	Syas.g_01532	Prai.g_01117
OG0000732	Syas.g_02086	Prai.g_01126
OG0000733	Syas.g_00096	Prai.g_01144
OG0000734	Syas.g_02414	Prai.g_01157
OG0000735	Syas.g_01201	Prai.g_01159
OG0000736	Syas.g_01200	Prai.g_01160
OG0000737	Syas.g_01199	Prai.g_01161
OG0000738	Syas.g_01193	Prai.g_01165
OG0000739	Syas.g_01192	Prai.g_01166
OG0000740	Syas.g_01191	Prai.g_01167
OG0000741	Syas.g_01188	Prai.g_01168
OG0000742	Syas.g_01185	Prai.g_01170
OG0000743	Syas.g_01182	Prai.g_01172
OG0000744	Syas.g_01181	Prai.g_01173
OG0000745	Syas.g_01178	Prai.g_01174
OG0000746	Syas.g_01176	Prai.g_01176
OG0000747	Syas.g_01174	Prai.g_01177
OG0000748	Syas.g_01146	Prai.g_01180
OG0000749	Syas.g_01144	Prai.g_01181
OG0000750	Syas.g_01143	Prai.g_01182
OG0000751	Syas.g_01138	Prai.g_01184
OG0000752	Syas.g_01136	Prai.g_01186
OG0000753	Syas.g_01133	Prai.g_01189
OG0000754	Syas.g_01128	Prai.g_01192
OG0000755	Syas.g_01117	Prai.g_01196
OG0000756	Syas.g_01116	Prai.g_01197
OG0000757	Syas.g_01108	Prai.g_01204
OG0000758	Syas.g_01107	Prai.g_01205
OG0000759	Syas.g_01106	Prai.g_01206
OG0000760	Syas.g_01105	Prai.g_01207
OG0000761	Syas.g_01104	Prai.g_01208
OG0000762	Syas.g_01102	Prai.g_01209
OG0000763	Syas.g_01091	Prai.g_01211
OG0000764	Syas.g_01090	Prai.g_01212
OG0000765	Syas.g_01076	Prai.g_01221
OG0000766	Syas.g_01075	Prai.g_01222
OG0000767	Syas.g_01073	Prai.g_01224
OG0000768	Syas.g_01072	Prai.g_01225
OG0000769	Syas.g_01070	Prai.g_01227
OG0000770	Syas.g_01067	Prai.g_01229
OG0000771	Syas.g_00993	Prai.g_01238
OG0000772	Syas.g_01461	Prai.g_01310
OG0000773	Syas.g_00002	Prai.g_01325
OG0000774	Syas.g_02862	Prai.g_01327
OG0000775	Syas.g_02860	Prai.g_01330
OG0000776	Syas.g_02859	Prai.g_01331
OG0000777	Syas.g_02858	Prai.g_01332
OG0000778	Syas.g_02857	Prai.g_01333
OG0000779	Syas.g_02852	Prai.g_01337
OG0000780	Syas.g_02847	Prai.g_01338
OG0000781	Syas.g_02842	Prai.g_01341
OG0000782	Syas.g_02841	Prai.g_01342
OG0000783	Syas.g_02840	Prai.g_01343
OG0000784	Syas.g_02839	Prai.g_01344
OG0000785	Syas.g_02837	Prai.g_01346
OG0000786	Syas.g_02833	Prai.g_01348
OG0000787	Syas.g_02832	Prai.g_01349
OG0000788	Syas.g_00782	Prai.g_01358
OG0000789	Syas.g_01507	Prai.g_01360
OG0000790	Syas.g_01266	Prai.g_01375
OG0000791	Syas.g_01268	Prai.g_01377
OG0000792	Syas.g_01269	Prai.g_01378
OG0000793	Syas.g_01359	Prai.g_01381
OG0000794	Syas.g_01361	Prai.g_01382
OG0000795	Syas.g_01363	Prai.g_01383
OG0000796	Syas.g_01368	Prai.g_01387
OG0000797	Syas.g_01369	Prai.g_01388
OG0000798	Syas.g_02134	Prai.g_01395
OG0000799	Syas.g_02789	Prai.g_01445
OG0000800	Syas.g_02790	Prai.g_01446
OG0000801	Syas.g_02791	Prai.g_01447
OG0000802	Syas.g_02797	Prai.g_01449
OG0000803	Syas.g_02800	Prai.g_01451
OG0000804	Syas.g_02803	Prai.g_01452
OG0000805	Syas.g_02805	Prai.g_01454
OG0000806	Syas.g_02807	Prai.g_01456
OG0000807	Syas.g_02808	Prai.g_01457
OG0000808	Syas.g_02809	Prai.g_01458
OG0000809	Syas.g_02811	Prai.g_01461
OG0000810	Syas.g_02813	Prai.g_01462
OG0000811	Syas.g_02822	Prai.g_01466
OG0000812	Syas.g_02824	Prai.g_01468
OG0000813	Syas.g_02825	Prai.g_01469
OG0000814	Syas.g_02827	Prai.g_01471
OG0000815	Syas.g_02829	Prai.g_01472
OG0000816	Syas.g_02831	Prai.g_01474
OG0000817	Syas.g_02753	Prai.g_01475
OG0000818	Syas.g_01282	Prai.g_01480
OG0000819	Syas.g_01283	Prai.g_01481
OG0000820	Syas.g_01284	Prai.g_01482
OG0000821	Syas.g_01289	Prai.g_01485
OG0000822	Syas.g_01291	Prai.g_01486
OG0000823	Syas.g_01292	Prai.g_01487
OG0000824	Syas.g_01297	Prai.g_01490
OG0000825	Syas.g_01298	Prai.g_01491
OG0000826	Syas.g_01299	Prai.g_01492
OG0000827	Syas.g_01300	Prai.g_01493
OG0000828	Syas.g_01303	Prai.g_01496
OG0000829	Syas.g_01304	Prai.g_01497
OG0000830	Syas.g_01305	Prai.g_01498
OG0000831	Syas.g_01308	Prai.g_01500
OG0000832	Syas.g_01476	Prai.g_01505
OG0000833	Syas.g_02738	Prai.g_01514
OG0000834	Syas.g_02737	Prai.g_01515
OG0000835	Syas.g_02736	Prai.g_01516
OG0000836	Syas.g_02732	Prai.g_01517
OG0000837	Syas.g_02731	Prai.g_01518
OG0000838	Syas.g_02727	Prai.g_01520
OG0000839	Syas.g_02726	Prai.g_01521
OG0000840	Syas.g_02725	Prai.g_01522
OG0000841	Syas.g_02724	Prai.g_01523
OG0000842	Syas.g_02723	Prai.g_01524
OG0000843	Syas.g_02722	Prai.g_01525
OG0000844	Syas.g_02720	Prai.g_01526
OG0000845	Syas.g_02719	Prai.g_01527
OG0000846	Syas.g_02718	Prai.g_01528
OG0000847	Syas.g_02717	Prai.g_01529
OG0000848	Syas.g_02715	Prai.g_01530
OG0000849	Syas.g_02714	Prai.g_01531
OG0000850	Syas.g_02711	Prai.g_01533
OG0000851	Syas.g_02708	Prai.g_01534
OG0000852	Syas.g_02707	Prai.g_01535
OG0000853	Syas.g_02703	Prai.g_01539
OG0000854	Syas.g_02701	Prai.g_01541
OG0000855	Syas.g_02700	Prai.g_01542
OG0000856	Syas.g_00103	Prai.g_01558
OG0000857	Syas.g_00579	Prai.g_01597
OG0000858	Syas.g_02693	Prai.g_01632
OG0000859	Syas.g_02692	Prai.g_01633
OG0000860	Syas.g_02679	Prai.g_01640
OG0000861	Syas.g_02678	Prai.g_01641
OG0000862	Syas.g_02677	Prai.g_01642
OG0000863	Syas.g_02675	Prai.g_01644
OG0000864	Syas.g_02674	Prai.g_01645
OG0000865	Syas.g_02673	Prai.g_01646
OG0000866	Syas.g_02672	Prai.g_01647
OG0000867	Syas.g_02671	Prai.g_01648
OG0000868	Syas.g_02667	Prai.g_01649
OG0000869	Syas.g_02662	Prai.g_01653
OG0000870	Syas.g_02657	Prai.g_01658
OG0000871	Syas.g_02656	Prai.g_01659
OG0000872	Syas.g_02650	Prai.g_01660
OG0000873	Syas.g_02647	Prai.g_01663
OG0000874	Syas.g_02645	Prai.g_01666
OG0000875	Syas.g_02644	Prai.g_01667
OG0000876	Syas.g_00280	Prai.g_01668
OG0000877	Syas.g_02603	Prai.g_01670
OG0000878	Syas.g_02602	Prai.g_01671
OG0000879	Syas.g_02601	Prai.g_01672
OG0000880	Syas.g_02600	Prai.g_01673
OG0000881	Syas.g_02596	Prai.g_01677
OG0000882	Syas.g_02591	Prai.g_01682
OG0000883	Syas.g_02586	Prai.g_01683
OG0000884	Syas.g_02584	Prai.g_01685
OG0000885	Syas.g_02583	Prai.g_01686
OG0000886	Syas.g_02582	Prai.g_01687
OG0000887	Syas.g_02581	Prai.g_01688
OG0000888	Syas.g_02579	Prai.g_01690
OG0000889	Syas.g_02577	Prai.g_01692
OG0000890	Syas.g_02574	Prai.g_01693
OG0000891	Syas.g_02573	Prai.g_01694
OG0000892	Syas.g_02571	Prai.g_01696
OG0000893	Syas.g_01677	Prai.g_01701
OG0000894	Syas.g_01667	Prai.g_01703
OG0000895	Syas.g_01663	Prai.g_01706
OG0000896	Syas.g_01662	Prai.g_01707
OG0000897	Syas.g_01660	Prai.g_01709
OG0000898	Syas.g_01659	Prai.g_01710
OG0000899	Syas.g_01658	Prai.g_01711
OG0000900	Syas.g_01657	Prai.g_01712
OG0000901	Syas.g_01652	Prai.g_01715
OG0000902	Syas.g_01651	Prai.g_01717
OG0000903	Syas.g_01637	Prai.g_01720
OG0000904	Syas.g_01642	Prai.g_01722
OG0000905	Syas.g_01647	Prai.g_01727
OG0000906	Syas.g_01649	Prai.g_01728
OG0000907	Syas.g_01635	Prai.g_01734
OG0000908	Syas.g_01632	Prai.g_01737
OG0000909	Syas.g_01631	Prai.g_01738
OG0000910	Syas.g_01630	Prai.g_01739
OG0000911	Syas.g_01628	Prai.g_01741
OG0000912	Syas.g_01627	Prai.g_01742
OG0000913	Syas.g_01626	Prai.g_01743
OG0000914	Syas.g_01625	Prai.g_01744
OG0000915	Syas.g_01623	Prai.g_01746
OG0000916	Syas.g_01622	Prai.g_01747
OG0000917	Syas.g_01621	Prai.g_01748
OG0000918	Syas.g_01620	Prai.g_01749
OG0000919	Syas.g_01619	Prai.g_01750
OG0000920	Syas.g_01618	Prai.g_01751
OG0000921	Syas.g_01617	Prai.g_01752
OG0000922	Syas.g_01616	Prai.g_01753
OG0000923	Syas.g_01612	Prai.g_01757
OG0000924	Syas.g_01611	Prai.g_01758
OG0000925	Syas.g_01610	Prai.g_01759
OG0000926	Syas.g_01609	Prai.g_01760
OG0000927	Syas.g_01607	Prai.g_01762
OG0000928	Syas.g_01606	Prai.g_01763
OG0000929	Syas.g_01605	Prai.g_01764
OG0000930	Syas.g_01604	Prai.g_01765
OG0000931	Syas.g_01603	Prai.g_01766
OG0000932	Syas.g_01602	Prai.g_01767
OG0000933	Syas.g_01596	Prai.g_01776
OG0000934	Syas.g_01594	Prai.g_01778
OG0000935	Syas.g_01593	Prai.g_01779
OG0000936	Syas.g_01592	Prai.g_01780
OG0000937	Syas.g_01591	Prai.g_01781
OG0000938	Syas.g_01588	Prai.g_01783
OG0000939	Syas.g_01587	Prai.g_01784
OG0000940	Syas.g_01580	Prai.g_01791
OG0000941	Syas.g_01578	Prai.g_01793
OG0000942	Syas.g_01576	Prai.g_01795
OG0000943	Syas.g_01575	Prai.g_01796
OG0000944	Syas.g_01573	Prai.g_01797
OG0000945	Syas.g_01572	Prai.g_01798
OG0000946	Syas.g_01565	Prai.g_01802
OG0000947	Syas.g_01562	Prai.g_01804
OG0000948	Syas.g_01561	Prai.g_01805
OG0000949	Syas.g_02213	Prai.g_01808
OG0000950	Syas.g_02197	Prai.g_01813
OG0000951	Syas.g_02190	Prai.g_01817
OG0000952	Syas.g_02186	Prai.g_01821
OG0000953	Syas.g_02182	Prai.g_01824
OG0000954	Syas.g_02174	Prai.g_01828
OG0000955	Syas.g_02173	Prai.g_01829
OG0000956	Syas.g_02171	Prai.g_01831
OG0000957	Syas.g_02158	Prai.g_01836
OG0000958	Syas.g_02157	Prai.g_01837
OG0000959	Syas.g_02154	Prai.g_01841
OG0000960	Syas.g_02153	Prai.g_01842
OG0000961	Syas.g_02345	Prai.g_01844
OG0000962	Syas.g_02146	Prai.g_01846
OG0000963	Syas.g_02143	Prai.g_01850
OG0000964	Syas.g_02142	Prai.g_01851
OG0000965	Syas.g_02141	Prai.g_01852
OG0000966	Syas.g_02112	Prai.g_01861
OG0000967	Syas.g_02108	Prai.g_01865
OG0000968	Syas.g_02106	Prai.g_01867
OG0000969	Syas.g_02104	Prai.g_01868
OG0000970	Syas.g_02103	Prai.g_01869
OG0000971	Syas.g_02101	Prai.g_01870
OG0000972	Syas.g_02100	Prai.g_01871
OG0000973	Syas.g_02099	Prai.g_01872
OG0000974	Syas.g_02098	Prai.g_01873
OG0000975	Syas.g_02097	Prai.g_01874
OG0000976	Syas.g_02096	Prai.g_01875
OG0000977	Syas.g_02094	Prai.g_01876
OG0000978	Syas.g_02093	Prai.g_01877
OG0000979	Syas.g_02090	Prai.g_01880
OG0000980	Syas.g_02087	Prai.g_01882
OG0000981	Syas.g_02084	Prai.g_01884
OG0000982	Syas.g_01882	Prai.g_01886
OG0000983	Syas.g_01883	Prai.g_01887
OG0000984	Syas.g_01884	Prai.g_01888
OG0000985	Syas.g_01888	Prai.g_01891
OG0000986	Syas.g_01891	Prai.g_01893
OG0000987	Syas.g_01897	Prai.g_01894
OG0000988	Syas.g_01902	Prai.g_01897
OG0000989	Syas.g_01908	Prai.g_01900
OG0000990	Syas.g_01937	Prai.g_01903
OG0000991	Syas.g_01939	Prai.g_01904
OG0000992	Syas.g_01943	Prai.g_01906
OG0000993	Syas.g_01945	Prai.g_01907
OG0000994	Syas.g_01948	Prai.g_01908
OG0000995	Syas.g_01955	Prai.g_01912
OG0000996	Syas.g_01977	Prai.g_01913
OG0000997	Syas.g_01993	Prai.g_01914
OG0000998	Syas.g_01995	Prai.g_01916
OG0000999	Syas.g_01996	Prai.g_01917
OG0001000	Syas.g_02000	Prai.g_01920
OG0001001	Syas.g_02006	Prai.g_01922
OG0001002	Syas.g_02014	Prai.g_01926
OG0001003	Syas.g_02016	Prai.g_01928
OG0001004	Syas.g_02017	Prai.g_01929
OG0001005	Syas.g_02018	Prai.g_01930
OG0001006	Syas.g_02032	Prai.g_01934
OG0001007	Syas.g_02034	Prai.g_01936
OG0001008	Syas.g_01496	Prai.g_00468
OG0001009	Syas.g_02065	Prai.g_00027
OG0001010	Syas.g_02066	Prai.g_00028
OG0001011	Syas.g_02068	Prai.g_00029
OG0001012	Syas.g_00152	Prai.g_00050
OG0001013	Syas.g_01866	Prai.g_00055
OG0001014	Syas.g_01857	Prai.g_00058
OG0001015	Syas.g_01856	Prai.g_00059
OG0001016	Syas.g_02517	Prai.g_00073
OG0001017	Syas.g_02511	Prai.g_00077
OG0001018	Syas.g_02509	Prai.g_00080
OG0001019	Syas.g_02469	Prai.g_00089
OG0001020	Syas.g_02443	Prai.g_00090
OG0001021	Syas.g_02437	Prai.g_00091
OG0001022	Syas.g_02434	Prai.g_00094
OG0001023	Syas.g_02433	Prai.g_00095
OG0001024	Syas.g_00135	Prai.g_00098
OG0001025	Syas.g_02424	Prai.g_00104
OG0001026	Syas.g_02412	Prai.g_00111
OG0001027	Syas.g_02408	Prai.g_00112
OG0001028	Syas.g_02405	Prai.g_00114
OG0001029	Syas.g_02403	Prai.g_00115
OG0001030	Syas.g_02384	Prai.g_00130
OG0001031	Syas.g_02293	Prai.g_00197
OG0001032	Syas.g_02290	Prai.g_00198
OG0001033	Syas.g_02239	Prai.g_00219
OG0001034	Syas.g_02556	Prai.g_00247
OG0001035	Syas.g_01704	Prai.g_00267
OG0001036	Syas.g_01709	Prai.g_00272
OG0001037	Syas.g_01711	Prai.g_00273
OG0001038	Syas.g_01751	Prai.g_00291
OG0001039	Syas.g_01754	Prai.g_00294
OG0001041	Syas.g_01761	Prai.g_00300
OG0001042	Syas.g_01821	Prai.g_00317
OG0001043	Syas.g_01817	Prai.g_00318
OG0001045	Syas.g_01529	Prai.g_00355
OG0001046	Syas.g_00532	Prai.g_00390
OG0001047	Syas.g_01494	Prai.g_00470
OG0001048	Syas.g_01493	Prai.g_00471
OG0001049	Syas.g_02742	Prai.g_00473
OG0001050	Syas.g_02743	Prai.g_00474
OG0001051	Syas.g_02744	Prai.g_00475
OG0001052	Syas.g_01337	Prai.g_00501
OG0001053	Syas.g_01250	Prai.g_00513
OG0001054	Syas.g_01231	Prai.g_00528
OG0001055	Syas.g_01210	Prai.g_00546
OG0001056	Syas.g_00068	Prai.g_00564
OG0001057	Syas.g_00763	Prai.g_00569
OG0001058	Syas.g_00787	Prai.g_00577
OG0001059	Syas.g_00791	Prai.g_00581
OG0001060	Syas.g_00797	Prai.g_00588
OG0001061	Syas.g_00816	Prai.g_00602
OG0001062	Syas.g_00819	Prai.g_00604
OG0001063	Syas.g_00830	Prai.g_00606
OG0001064	Syas.g_00831	Prai.g_00607
OG0001065	Syas.g_00832	Prai.g_00608
OG0001066	Syas.g_00833	Prai.g_00609
OG0001067	Syas.g_00834	Prai.g_00610
OG0001068	Syas.g_00835	Prai.g_00611
OG0001069	Syas.g_00836	Prai.g_00612
OG0001070	Syas.g_00840	Prai.g_00615
OG0001071	Syas.g_00841	Prai.g_00616
OG0001072	Syas.g_00844	Prai.g_00618
OG0001073	Syas.g_00855	Prai.g_00632
OG0001074	Syas.g_00157	Prai.g_00643
OG0001075	Syas.g_00163	Prai.g_00644
OG0001076	Syas.g_00113	Prai.g_00653
OG0001077	Syas.g_00101	Prai.g_00657
OG0001078	Syas.g_00745	Prai.g_00665
OG0001079	Syas.g_00729	Prai.g_00676
OG0001080	Syas.g_00717	Prai.g_00682
OG0001081	Syas.g_00715	Prai.g_00684
OG0001082	Syas.g_00714	Prai.g_00685
OG0001083	Syas.g_00707	Prai.g_00690
OG0001084	Syas.g_00706	Prai.g_00691
OG0001085	Syas.g_00693	Prai.g_00699
OG0001086	Syas.g_00691	Prai.g_00700
OG0001087	Syas.g_00071	Prai.g_00717
OG0001088	Syas.g_01060	Prai.g_00718
OG0001089	Syas.g_01039	Prai.g_00726
OG0001090	Syas.g_00980	Prai.g_00749
OG0001091	Syas.g_00979	Prai.g_00751
OG0001092	Syas.g_00178	Prai.g_00752
OG0001093	Syas.g_00184	Prai.g_00757
OG0001095	Syas.g_00582	Prai.g_00834
OG0001097	Syas.g_00243	Prai.g_00802
OG0001098	Syas.g_00880	Prai.g_00787
OG0001099	Syas.g_02404	Prai.g_01057
OG0001100	Syas.g_00682	Prai.g_01053
OG0001101	Syas.g_00680	Prai.g_01051
OG0001102	Syas.g_00677	Prai.g_01049
OG0001103	Syas.g_00675	Prai.g_01047
OG0001104	Syas.g_00620	Prai.g_01026
OG0001105	Syas.g_00617	Prai.g_01022
OG0001106	Syas.g_00447	Prai.g_00998
OG0001107	Syas.g_00459	Prai.g_00991
OG0001108	Syas.g_00494	Prai.g_00987
OG0001109	Syas.g_00496	Prai.g_00986
OG0001110	Syas.g_00498	Prai.g_00984
OG0001111	Syas.g_00500	Prai.g_00983
OG0001112	Syas.g_00503	Prai.g_00982
OG0001113	Syas.g_00504	Prai.g_00981
OG0001114	Syas.g_00505	Prai.g_00980
OG0001115	Syas.g_00527	Prai.g_00978
OG0001116	Syas.g_00529	Prai.g_00977
OG0001117	Syas.g_00530	Prai.g_00976
OG0001118	Syas.g_00531	Prai.g_00975
OG0001119	Syas.g_00533	Prai.g_00974
OG0001120	Syas.g_00539	Prai.g_00972
OG0001122	Syas.g_00222	Prai.g_00945
OG0001124	Syas.g_00212	Prai.g_00940
OG0001125	Syas.g_00210	Prai.g_00939
OG0001126	Syas.g_00991	Prai.g_00929
OG0001127	Syas.g_00992	Prai.g_00928
OG0001128	Syas.g_00995	Prai.g_00926
OG0001129	Syas.g_00997	Prai.g_00925
OG0001130	Syas.g_00998	Prai.g_00924
OG0001131	Syas.g_01401	Prai.g_01088
OG0001132	Syas.g_00525	Prai.g_01098
OG0001133	Syas.g_00109	Prai.g_01130
OG0001138	Syas.g_01114	Prai.g_01198
OG0001139	Syas.g_01112	Prai.g_01200
OG0001140	Syas.g_01111	Prai.g_01201
OG0001141	Syas.g_01110	Prai.g_01202
OG0001142	Syas.g_01109	Prai.g_01203
OG0001143	Syas.g_01092	Prai.g_01210
OG0001144	Syas.g_01084	Prai.g_01215
OG0001145	Syas.g_02867	Prai.g_01326
OG0001146	Syas.g_02846	Prai.g_01339
OG0001147	Syas.g_01329	Prai.g_01357
OG0001148	Syas.g_01263	Prai.g_01372
OG0001149	Syas.g_01264	Prai.g_01373
OG0001150	Syas.g_01265	Prai.g_01374
OG0001151	Syas.g_01366	Prai.g_01385
OG0001152	Syas.g_01367	Prai.g_01386
OG0001153	Syas.g_01301	Prai.g_01494
OG0001154	Syas.g_01302	Prai.g_01495
OG0001155	Syas.g_01478	Prai.g_01507
OG0001156	Syas.g_01489	Prai.g_01510
OG0001157	Syas.g_01490	Prai.g_01511
OG0001158	Syas.g_01491	Prai.g_01512
OG0001159	Syas.g_01492	Prai.g_01513
OG0001160	Syas.g_02705	Prai.g_01537
OG0001161	Syas.g_02030	Prai.g_01550
OG0001162	Syas.g_02473	Prai.g_01563
OG0001163	Syas.g_02697	Prai.g_01630
OG0001164	Syas.g_02691	Prai.g_01634
OG0001165	Syas.g_02686	Prai.g_01637
OG0001166	Syas.g_02658	Prai.g_01657
OG0001167	Syas.g_01046	Prai.g_01674
OG0001168	Syas.g_02597	Prai.g_01676
OG0001169	Syas.g_02595	Prai.g_01678
OG0001170	Syas.g_02593	Prai.g_01680
OG0001171	Syas.g_02580	Prai.g_01689
OG0001172	Syas.g_01665	Prai.g_01704
OG0001173	Syas.g_01664	Prai.g_01705
OG0001174	Syas.g_01656	Prai.g_01713
OG0001175	Syas.g_01655	Prai.g_01714
OG0001176	Syas.g_01638	Prai.g_01721
OG0001177	Syas.g_01640	Prai.g_01724
OG0001178	Syas.g_02676	Prai.g_01729
OG0001179	Syas.g_01608	Prai.g_01761
OG0001180	Syas.g_01583	Prai.g_01788
OG0001181	Syas.g_01579	Prai.g_01792
OG0001182	Syas.g_01571	Prai.g_01799
OG0001183	Syas.g_01564	Prai.g_01803
OG0001184	Syas.g_02188	Prai.g_01819
OG0001185	Syas.g_02162	Prai.g_01833
OG0001186	Syas.g_02113	Prai.g_01856
OG0001187	Syas.g_02111	Prai.g_01862
OG0001189	Syas.g_02089	Prai.g_01881
OG0001190	Syas.g_01881	Prai.g_01885
OG0001191	Syas.g_01900	Prai.g_01895
OG0001193	Syas.g_01952	Prai.g_01909
OG0001194	Syas.g_01953	Prai.g_01910
OG0001195	Syas.g_01954	Prai.g_01911
OG0001196	Syas.g_02010	Prai.g_01924
OG0001197	Syas.g_02012	Prai.g_01925
OG0001198	Syas.g_02031	Prai.g_01933
OG0001199	Syas.g_02516	Prai.g_00074
OG0001200	Syas.g_02514	Prai.g_00076
OG0001201	Syas.g_02419	Prai.g_00108
OG0001202	Syas.g_02270	Prai.g_00210
OG0001203	Syas.g_02557	Prai.g_00249
OG0001204	Syas.g_01687	Prai.g_00256
