Orthogroup	Syas	Praj
OG0000607	Syas.g_00713	Praj.g_00645
OG0000608	Syas.g_00712	Praj.g_00646
OG0000609	Syas.g_00710	Praj.g_00647
OG0000610	Syas.g_00702	Praj.g_00653
OG0000611	Syas.g_00699	Praj.g_00656
OG0000612	Syas.g_00698	Praj.g_00657
OG0000613	Syas.g_01825	Praj.g_00663
OG0000614	Syas.g_01044	Praj.g_00686
OG0000615	Syas.g_00650	Praj.g_00693
OG0000616	Syas.g_02011	Praj.g_02137
OG0000617	Syas.g_00180	Praj.g_00704
OG0000618	Syas.g_00181	Praj.g_00705
OG0000619	Syas.g_00182	Praj.g_00706
OG0000620	Syas.g_00188	Praj.g_00709
OG0000621	Syas.g_00189	Praj.g_00710
OG0000622	Syas.g_00190	Praj.g_00711
OG0000623	Syas.g_00191	Praj.g_00712
OG0000624	Syas.g_00192	Praj.g_00714
OG0000625	Syas.g_00193	Praj.g_00715
OG0000626	Syas.g_00194	Praj.g_00716
OG0000627	Syas.g_00372	Praj.g_00718
OG0000628	Syas.g_00373	Praj.g_00719
OG0000629	Syas.g_00376	Praj.g_00720
OG0000630	Syas.g_00397	Praj.g_00723
OG0000631	Syas.g_00405	Praj.g_00917
OG0000632	Syas.g_00406	Praj.g_00918
OG0000633	Syas.g_00407	Praj.g_00919
OG0000634	Syas.g_00600	Praj.g_00765
OG0000635	Syas.g_00599	Praj.g_00766
OG0000636	Syas.g_00597	Praj.g_00768
OG0000637	Syas.g_00595	Praj.g_00770
OG0000638	Syas.g_00594	Praj.g_00771
OG0000639	Syas.g_00593	Praj.g_00772
OG0000640	Syas.g_00592	Praj.g_00773
OG0000641	Syas.g_00587	Praj.g_00777
OG0000642	Syas.g_00586	Praj.g_00778
OG0000643	Syas.g_00585	Praj.g_00779
OG0000644	Syas.g_00584	Praj.g_00780
OG0000645	Syas.g_00583	Praj.g_00781
OG0000646	Syas.g_00580	Praj.g_00784
OG0000647	Syas.g_00578	Praj.g_00786
OG0000648	Syas.g_00576	Praj.g_00788
OG0000649	Syas.g_00575	Praj.g_00789
OG0000650	Syas.g_00574	Praj.g_00790
OG0000651	Syas.g_00573	Praj.g_00791
OG0000652	Syas.g_00572	Praj.g_00792
OG0000653	Syas.g_00570	Praj.g_00794
OG0000654	Syas.g_00569	Praj.g_00795
OG0000655	Syas.g_00568	Praj.g_00796
OG0000656	Syas.g_00565	Praj.g_00799
OG0000657	Syas.g_00232	Praj.g_00806
OG0000658	Syas.g_00235	Praj.g_00808
OG0000659	Syas.g_00236	Praj.g_00809
OG0000660	Syas.g_00240	Praj.g_00814
OG0000661	Syas.g_00242	Praj.g_00816
OG0000662	Syas.g_00281	Praj.g_00818
OG0000663	Syas.g_00284	Praj.g_00820
OG0000664	Syas.g_00287	Praj.g_00821
OG0000665	Syas.g_00385	Praj.g_00826
OG0000666	Syas.g_01362	Praj.g_00827
OG0000667	Syas.g_00088	Praj.g_00831
OG0000668	Syas.g_00221	Praj.g_00869
OG0000669	Syas.g_00684	Praj.g_00877
OG0000670	Syas.g_00681	Praj.g_00880
OG0000671	Syas.g_00679	Praj.g_00882
OG0000672	Syas.g_00676	Praj.g_00885
OG0000673	Syas.g_00673	Praj.g_00888
OG0000674	Syas.g_00671	Praj.g_00890
OG0000675	Syas.g_00670	Praj.g_00891
OG0000676	Syas.g_00668	Praj.g_00893
OG0000677	Syas.g_00667	Praj.g_00894
OG0000678	Syas.g_00660	Praj.g_00897
OG0000679	Syas.g_00629	Praj.g_00901
OG0000680	Syas.g_00628	Praj.g_00902
OG0000681	Syas.g_00625	Praj.g_00905
OG0000682	Syas.g_00624	Praj.g_00906
OG0000683	Syas.g_00623	Praj.g_00907
OG0000684	Syas.g_00621	Praj.g_00748
OG0000685	Syas.g_00187	Praj.g_00750
OG0000686	Syas.g_00619	Praj.g_00751
OG0000687	Syas.g_00618	Praj.g_00752
OG0000688	Syas.g_00612	Praj.g_00755
OG0000689	Syas.g_00610	Praj.g_00756
OG0000690	Syas.g_00609	Praj.g_00757
OG0000691	Syas.g_00608	Praj.g_00758
OG0000692	Syas.g_00606	Praj.g_00760
OG0000693	Syas.g_00604	Praj.g_00761
OG0000694	Syas.g_00603	Praj.g_00762
OG0000695	Syas.g_00410	Praj.g_00921
OG0000696	Syas.g_00411	Praj.g_00922
OG0000697	Syas.g_00413	Praj.g_00923
OG0000698	Syas.g_00417	Praj.g_00926
OG0000699	Syas.g_00419	Praj.g_00927
OG0000700	Syas.g_00420	Praj.g_00928
OG0000701	Syas.g_00421	Praj.g_00929
OG0000702	Syas.g_00437	Praj.g_00931
OG0000703	Syas.g_00438	Praj.g_00932
OG0000704	Syas.g_00446	Praj.g_00933
OG0000705	Syas.g_00453	Praj.g_00939
OG0000706	Syas.g_00454	Praj.g_00940
OG0000707	Syas.g_00455	Praj.g_00941
OG0000708	Syas.g_00458	Praj.g_00943
OG0000709	Syas.g_00466	Praj.g_00947
OG0000710	Syas.g_00497	Praj.g_00950
OG0000711	Syas.g_00546	Praj.g_00966
OG0000712	Syas.g_00548	Praj.g_00968
OG0000713	Syas.g_00549	Praj.g_00969
OG0000714	Syas.g_00551	Praj.g_00970
OG0000715	Syas.g_00553	Praj.g_00972
OG0000716	Syas.g_00556	Praj.g_00973
OG0000717	Syas.g_00557	Praj.g_00974
OG0000718	Syas.g_00561	Praj.g_00991
OG0000719	Syas.g_00223	Praj.g_00992
OG0000720	Syas.g_00209	Praj.g_01002
OG0000721	Syas.g_00207	Praj.g_01003
OG0000722	Syas.g_00206	Praj.g_01004
OG0000723	Syas.g_00196	Praj.g_01008
OG0000724	Syas.g_00999	Praj.g_01019
OG0000725	Syas.g_01024	Praj.g_00845
OG0000726	Syas.g_01025	Praj.g_00844
OG0000727	Syas.g_01026	Praj.g_00843
OG0000728	Syas.g_01028	Praj.g_00841
OG0000729	Syas.g_02145	Praj.g_02022
OG0000730	Syas.g_01544	Praj.g_00378
OG0000731	Syas.g_01532	Praj.g_00386
OG0000732	Syas.g_02086	Praj.g_02081
OG0000733	Syas.g_00096	Praj.g_01833
OG0000734	Syas.g_02414	Praj.g_01476
OG0000735	Syas.g_01201	Praj.g_01474
OG0000736	Syas.g_01200	Praj.g_01473
OG0000737	Syas.g_01199	Praj.g_01472
OG0000738	Syas.g_01193	Praj.g_01468
OG0000739	Syas.g_01192	Praj.g_01467
OG0000740	Syas.g_01191	Praj.g_01466
OG0000741	Syas.g_01188	Praj.g_01464
OG0000742	Syas.g_01185	Praj.g_01462
OG0000743	Syas.g_01182	Praj.g_01460
OG0000744	Syas.g_01181	Praj.g_01459
OG0000745	Syas.g_01178	Praj.g_01458
OG0000746	Syas.g_01176	Praj.g_01456
OG0000747	Syas.g_01174	Praj.g_01455
OG0000748	Syas.g_01146	Praj.g_01451
OG0000749	Syas.g_01144	Praj.g_01450
OG0000750	Syas.g_01143	Praj.g_01449
OG0000751	Syas.g_01138	Praj.g_01446
OG0000752	Syas.g_01136	Praj.g_01444
OG0000753	Syas.g_01133	Praj.g_01442
OG0000754	Syas.g_01128	Praj.g_01438
OG0000755	Syas.g_01117	Praj.g_01434
OG0000756	Syas.g_01116	Praj.g_01433
OG0000757	Syas.g_01108	Praj.g_01426
OG0000758	Syas.g_01107	Praj.g_01425
OG0000759	Syas.g_01106	Praj.g_01424
OG0000760	Syas.g_01105	Praj.g_01423
OG0000761	Syas.g_01104	Praj.g_01422
OG0000762	Syas.g_01102	Praj.g_01421
OG0000763	Syas.g_01091	Praj.g_01419
OG0000764	Syas.g_01090	Praj.g_01418
OG0000765	Syas.g_01076	Praj.g_01409
OG0000766	Syas.g_01075	Praj.g_01408
OG0000767	Syas.g_01073	Praj.g_01407
OG0000768	Syas.g_01072	Praj.g_01406
OG0000769	Syas.g_01070	Praj.g_01404
OG0000770	Syas.g_01067	Praj.g_01403
OG0000771	Syas.g_00993	Praj.g_01014
OG0000772	Syas.g_01461	Praj.g_01246
OG0000773	Syas.g_00002	Praj.g_01519
OG0000774	Syas.g_02862	Praj.g_01522
OG0000775	Syas.g_02860	Praj.g_01523
OG0000776	Syas.g_02859	Praj.g_01524
OG0000777	Syas.g_02858	Praj.g_01525
OG0000778	Syas.g_02857	Praj.g_01526
OG0000779	Syas.g_02852	Praj.g_01530
OG0000780	Syas.g_02847	Praj.g_01531
OG0000781	Syas.g_02842	Praj.g_01534
OG0000782	Syas.g_02841	Praj.g_01535
OG0000783	Syas.g_02840	Praj.g_01536
OG0000784	Syas.g_02839	Praj.g_01537
OG0000785	Syas.g_02837	Praj.g_01539
OG0000786	Syas.g_02833	Praj.g_01542
OG0000787	Syas.g_02832	Praj.g_01543
OG0000788	Syas.g_00782	Praj.g_00732
OG0000789	Syas.g_01507	Praj.g_01011
OG0000790	Syas.g_01266	Praj.g_01580
OG0000791	Syas.g_01268	Praj.g_01582
OG0000792	Syas.g_01269	Praj.g_01583
OG0000793	Syas.g_01359	Praj.g_01586
OG0000794	Syas.g_01361	Praj.g_01587
OG0000795	Syas.g_01363	Praj.g_01588
OG0000796	Syas.g_01368	Praj.g_01592
OG0000797	Syas.g_01369	Praj.g_01593
OG0000799	Syas.g_02789	Praj.g_01613
OG0000800	Syas.g_02790	Praj.g_01614
OG0000801	Syas.g_02791	Praj.g_01615
OG0000802	Syas.g_02797	Praj.g_01617
OG0000803	Syas.g_02800	Praj.g_01619
OG0000804	Syas.g_02803	Praj.g_01620
OG0000805	Syas.g_02805	Praj.g_01622
OG0000806	Syas.g_02807	Praj.g_01624
OG0000807	Syas.g_02808	Praj.g_01625
OG0000808	Syas.g_02809	Praj.g_01626
OG0000809	Syas.g_02811	Praj.g_01630
OG0000810	Syas.g_02813	Praj.g_01631
OG0000811	Syas.g_02822	Praj.g_01635
OG0000812	Syas.g_02824	Praj.g_01637
OG0000813	Syas.g_02825	Praj.g_01638
OG0000814	Syas.g_02827	Praj.g_01640
OG0000815	Syas.g_02829	Praj.g_01641
OG0000816	Syas.g_02831	Praj.g_01643
OG0000817	Syas.g_02753	Praj.g_01644
OG0000818	Syas.g_01282	Praj.g_01648
OG0000819	Syas.g_01283	Praj.g_01649
OG0000820	Syas.g_01284	Praj.g_01650
OG0000821	Syas.g_01289	Praj.g_01653
OG0000822	Syas.g_01291	Praj.g_01654
OG0000823	Syas.g_01292	Praj.g_01655
OG0000824	Syas.g_01297	Praj.g_01658
OG0000825	Syas.g_01298	Praj.g_01659
OG0000826	Syas.g_01299	Praj.g_01660
OG0000827	Syas.g_01300	Praj.g_01661
OG0000828	Syas.g_01303	Praj.g_01664
OG0000829	Syas.g_01304	Praj.g_01665
OG0000830	Syas.g_01305	Praj.g_01666
OG0000831	Syas.g_01308	Praj.g_01668
OG0000832	Syas.g_01476	Praj.g_01678
OG0000833	Syas.g_02738	Praj.g_01686
OG0000834	Syas.g_02737	Praj.g_01687
OG0000835	Syas.g_02736	Praj.g_01688
OG0000836	Syas.g_02732	Praj.g_01690
OG0000837	Syas.g_02731	Praj.g_01691
OG0000838	Syas.g_02727	Praj.g_01693
OG0000839	Syas.g_02726	Praj.g_01694
OG0000840	Syas.g_02725	Praj.g_01695
OG0000841	Syas.g_02724	Praj.g_01696
OG0000842	Syas.g_02723	Praj.g_01697
OG0000843	Syas.g_02722	Praj.g_01698
OG0000844	Syas.g_02720	Praj.g_01699
OG0000845	Syas.g_02719	Praj.g_01700
OG0000846	Syas.g_02718	Praj.g_01701
OG0000847	Syas.g_02717	Praj.g_01702
OG0000848	Syas.g_02715	Praj.g_01703
OG0000849	Syas.g_02714	Praj.g_01704
OG0000850	Syas.g_02711	Praj.g_01706
OG0000851	Syas.g_02708	Praj.g_01707
OG0000852	Syas.g_02707	Praj.g_01708
OG0000853	Syas.g_02703	Praj.g_01713
OG0000854	Syas.g_02701	Praj.g_01715
OG0000855	Syas.g_02700	Praj.g_01716
OG0000856	Syas.g_00103	Praj.g_01599
OG0000857	Syas.g_00579	Praj.g_00785
OG0000858	Syas.g_02693	Praj.g_01763
OG0000859	Syas.g_02692	Praj.g_01764
OG0000860	Syas.g_02679	Praj.g_01770
OG0000861	Syas.g_02678	Praj.g_01771
OG0000862	Syas.g_02677	Praj.g_01772
OG0000863	Syas.g_02675	Praj.g_01773
OG0000864	Syas.g_02674	Praj.g_01774
OG0000865	Syas.g_02673	Praj.g_01775
OG0000866	Syas.g_02672	Praj.g_01776
OG0000867	Syas.g_02671	Praj.g_01777
OG0000868	Syas.g_02667	Praj.g_01778
OG0000869	Syas.g_02662	Praj.g_01781
OG0000870	Syas.g_02657	Praj.g_01786
OG0000871	Syas.g_02656	Praj.g_01787
OG0000872	Syas.g_02650	Praj.g_01788
OG0000873	Syas.g_02647	Praj.g_01791
OG0000874	Syas.g_02645	Praj.g_01794
OG0000875	Syas.g_02644	Praj.g_01796
OG0000876	Syas.g_00280	Praj.g_01797
OG0000877	Syas.g_02603	Praj.g_01799
OG0000878	Syas.g_02602	Praj.g_01800
OG0000879	Syas.g_02601	Praj.g_01801
OG0000880	Syas.g_02600	Praj.g_01802
OG0000881	Syas.g_02596	Praj.g_01805
OG0000882	Syas.g_02591	Praj.g_01810
OG0000883	Syas.g_02586	Praj.g_01812
OG0000884	Syas.g_02584	Praj.g_01814
OG0000885	Syas.g_02583	Praj.g_01815
OG0000886	Syas.g_02582	Praj.g_01816
OG0000887	Syas.g_02581	Praj.g_01817
OG0000888	Syas.g_02579	Praj.g_01819
OG0000889	Syas.g_02577	Praj.g_01821
OG0000890	Syas.g_02574	Praj.g_01822
OG0000891	Syas.g_02573	Praj.g_01823
OG0000892	Syas.g_02571	Praj.g_01825
OG0000893	Syas.g_01677	Praj.g_01868
OG0000894	Syas.g_01667	Praj.g_01871
OG0000895	Syas.g_01663	Praj.g_01874
OG0000896	Syas.g_01662	Praj.g_01875
OG0000897	Syas.g_01660	Praj.g_01877
OG0000898	Syas.g_01659	Praj.g_01878
OG0000899	Syas.g_01658	Praj.g_01879
OG0000900	Syas.g_01657	Praj.g_01880
OG0000901	Syas.g_01652	Praj.g_01883
OG0000902	Syas.g_01651	Praj.g_01885
OG0000903	Syas.g_01637	Praj.g_01894
OG0000904	Syas.g_01642	Praj.g_01889
OG0000905	Syas.g_01647	Praj.g_01887
OG0000906	Syas.g_01649	Praj.g_01886
OG0000907	Syas.g_01635	Praj.g_01909
OG0000908	Syas.g_01632	Praj.g_01912
OG0000909	Syas.g_01631	Praj.g_01913
OG0000910	Syas.g_01630	Praj.g_01914
OG0000911	Syas.g_01628	Praj.g_01916
OG0000912	Syas.g_01627	Praj.g_01917
OG0000913	Syas.g_01626	Praj.g_01918
OG0000914	Syas.g_01625	Praj.g_01919
OG0000915	Syas.g_01623	Praj.g_01920
OG0000916	Syas.g_01622	Praj.g_01921
OG0000917	Syas.g_01621	Praj.g_01922
OG0000918	Syas.g_01620	Praj.g_01923
OG0000919	Syas.g_01619	Praj.g_01924
OG0000920	Syas.g_01618	Praj.g_01925
OG0000921	Syas.g_01617	Praj.g_01926
OG0000922	Syas.g_01616	Praj.g_01927
OG0000923	Syas.g_01612	Praj.g_01931
OG0000924	Syas.g_01611	Praj.g_01932
OG0000925	Syas.g_01610	Praj.g_01933
OG0000926	Syas.g_01609	Praj.g_01934
OG0000927	Syas.g_01607	Praj.g_01936
OG0000928	Syas.g_01606	Praj.g_01937
OG0000929	Syas.g_01605	Praj.g_01938
OG0000930	Syas.g_01604	Praj.g_01939
OG0000931	Syas.g_01603	Praj.g_01940
OG0000932	Syas.g_01602	Praj.g_01941
OG0000933	Syas.g_01596	Praj.g_01945
OG0000934	Syas.g_01594	Praj.g_01947
OG0000935	Syas.g_01593	Praj.g_01948
OG0000936	Syas.g_01592	Praj.g_01949
OG0000937	Syas.g_01591	Praj.g_01950
OG0000938	Syas.g_01588	Praj.g_01953
OG0000939	Syas.g_01587	Praj.g_01954
OG0000940	Syas.g_01580	Praj.g_01961
OG0000941	Syas.g_01578	Praj.g_01963
OG0000942	Syas.g_01576	Praj.g_01965
OG0000943	Syas.g_01575	Praj.g_01966
OG0000944	Syas.g_01573	Praj.g_01968
OG0000945	Syas.g_01572	Praj.g_01969
OG0000946	Syas.g_01565	Praj.g_01975
OG0000947	Syas.g_01562	Praj.g_01977
OG0000948	Syas.g_01561	Praj.g_01978
OG0000949	Syas.g_02213	Praj.g_01981
OG0000950	Syas.g_02197	Praj.g_01986
OG0000951	Syas.g_02190	Praj.g_01990
OG0000952	Syas.g_02186	Praj.g_01994
OG0000953	Syas.g_02182	Praj.g_01998
OG0000954	Syas.g_02174	Praj.g_02002
OG0000955	Syas.g_02173	Praj.g_02003
OG0000956	Syas.g_02171	Praj.g_02005
OG0000957	Syas.g_02158	Praj.g_02010
OG0000958	Syas.g_02157	Praj.g_02011
OG0000959	Syas.g_02154	Praj.g_02015
OG0000960	Syas.g_02153	Praj.g_02016
OG0000961	Syas.g_02345	Praj.g_02019
OG0000962	Syas.g_02146	Praj.g_02021
OG0000963	Syas.g_02143	Praj.g_02026
OG0000964	Syas.g_02142	Praj.g_02027
OG0000965	Syas.g_02141	Praj.g_02028
OG0000966	Syas.g_02112	Praj.g_02059
OG0000967	Syas.g_02108	Praj.g_02063
OG0000968	Syas.g_02106	Praj.g_02065
OG0000969	Syas.g_02104	Praj.g_02066
OG0000970	Syas.g_02103	Praj.g_02067
OG0000971	Syas.g_02101	Praj.g_02068
OG0000972	Syas.g_02100	Praj.g_02069
OG0000973	Syas.g_02099	Praj.g_02070
OG0000974	Syas.g_02098	Praj.g_02071
OG0000975	Syas.g_02097	Praj.g_02072
OG0000976	Syas.g_02096	Praj.g_02073
OG0000977	Syas.g_02094	Praj.g_02074
OG0000978	Syas.g_02093	Praj.g_02075
OG0000979	Syas.g_02090	Praj.g_02078
OG0000980	Syas.g_02087	Praj.g_02080
OG0000981	Syas.g_02084	Praj.g_02083
OG0000982	Syas.g_01882	Praj.g_02085
OG0000983	Syas.g_01883	Praj.g_02086
OG0000984	Syas.g_01884	Praj.g_02087
OG0000985	Syas.g_01888	Praj.g_02090
OG0000986	Syas.g_01891	Praj.g_02092
OG0000987	Syas.g_01897	Praj.g_02093
OG0000988	Syas.g_01902	Praj.g_02096
OG0000989	Syas.g_01908	Praj.g_02100
OG0000990	Syas.g_01937	Praj.g_02105
OG0000991	Syas.g_01939	Praj.g_02106
OG0000992	Syas.g_01943	Praj.g_02109
OG0000993	Syas.g_01945	Praj.g_02110
OG0000994	Syas.g_01948	Praj.g_02111
OG0000995	Syas.g_01955	Praj.g_02115
OG0000996	Syas.g_01977	Praj.g_02116
OG0000997	Syas.g_01993	Praj.g_02124
OG0000998	Syas.g_01995	Praj.g_02126
OG0000999	Syas.g_01996	Praj.g_02127
OG0001000	Syas.g_02000	Praj.g_02130, Praj.g_02131
OG0001001	Syas.g_02006	Praj.g_02134
OG0001002	Syas.g_02014	Praj.g_02139
OG0001003	Syas.g_02016	Praj.g_02141
OG0001004	Syas.g_02017	Praj.g_02142
OG0001005	Syas.g_02018	Praj.g_02143
OG0001006	Syas.g_02032	Praj.g_02147
OG0001007	Syas.g_02034	Praj.g_02149
OG0001008	Syas.g_01496	Praj.g_00431
OG0001009	Syas.g_02065	Praj.g_00027
OG0001010	Syas.g_02066	Praj.g_00028
OG0001011	Syas.g_02068	Praj.g_00029
OG0001012	Syas.g_00152	Praj.g_00047
OG0001013	Syas.g_01866	Praj.g_00052
OG0001014	Syas.g_01857	Praj.g_00055
OG0001015	Syas.g_01856	Praj.g_00056
OG0001016	Syas.g_02517	Praj.g_00111
OG0001017	Syas.g_02511	Praj.g_00115
OG0001018	Syas.g_02509	Praj.g_00118
OG0001019	Syas.g_02469	Praj.g_00127
OG0001020	Syas.g_02443	Praj.g_00128
OG0001021	Syas.g_02437	Praj.g_00129
OG0001022	Syas.g_02434	Praj.g_00132
OG0001023	Syas.g_02433	Praj.g_00133
OG0001024	Syas.g_00135	Praj.g_00136
OG0001025	Syas.g_02424	Praj.g_00143
OG0001026	Syas.g_02412	Praj.g_00151
OG0001027	Syas.g_02408	Praj.g_00152
OG0001028	Syas.g_02405	Praj.g_00154
OG0001029	Syas.g_02403	Praj.g_00156
OG0001030	Syas.g_02384	Praj.g_00172
OG0001031	Syas.g_02293	Praj.g_00226
OG0001032	Syas.g_02290	Praj.g_00227
OG0001033	Syas.g_02239	Praj.g_00247
OG0001034	Syas.g_02556	Praj.g_00276
OG0001035	Syas.g_01704	Praj.g_00293
OG0001036	Syas.g_01709	Praj.g_00297
OG0001037	Syas.g_01711	Praj.g_00298
OG0001038	Syas.g_01751	Praj.g_00314
OG0001039	Syas.g_01754	Praj.g_00316
OG0001041	Syas.g_01761	Praj.g_00323
OG0001042	Syas.g_01821	Praj.g_00339
OG0001043	Syas.g_01817	Praj.g_00340
OG0001044	Syas.g_01542	Praj.g_00379
OG0001045	Syas.g_01529	Praj.g_00388
OG0001046	Syas.g_00532	Praj.g_01081
OG0001047	Syas.g_01494	Praj.g_00433
OG0001048	Syas.g_01493	Praj.g_00434
OG0001049	Syas.g_02742	Praj.g_00436
OG0001050	Syas.g_02743	Praj.g_00437
OG0001051	Syas.g_02744	Praj.g_00438
OG0001052	Syas.g_01337	Praj.g_00464
OG0001053	Syas.g_01250	Praj.g_00476
OG0001054	Syas.g_01231	Praj.g_00490
OG0001055	Syas.g_01210	Praj.g_00509
OG0001056	Syas.g_00068	Praj.g_00527
OG0001057	Syas.g_00763	Praj.g_00532
OG0001058	Syas.g_00787	Praj.g_00540
OG0001059	Syas.g_00791	Praj.g_00544
OG0001060	Syas.g_00797	Praj.g_00551
OG0001061	Syas.g_00816	Praj.g_00564
OG0001062	Syas.g_00819	Praj.g_00566
OG0001063	Syas.g_00830	Praj.g_00567
OG0001064	Syas.g_00831	Praj.g_00568
OG0001065	Syas.g_00832	Praj.g_00569
OG0001066	Syas.g_00833	Praj.g_00570
OG0001067	Syas.g_00834	Praj.g_00571
OG0001068	Syas.g_00835	Praj.g_00572
OG0001069	Syas.g_00836	Praj.g_00573
OG0001070	Syas.g_00840	Praj.g_00575
OG0001071	Syas.g_00841	Praj.g_00576
OG0001072	Syas.g_00844	Praj.g_00577
OG0001073	Syas.g_00855	Praj.g_00591
OG0001074	Syas.g_00157	Praj.g_00603
OG0001075	Syas.g_00163	Praj.g_00604
OG0001076	Syas.g_00113	Praj.g_00611
OG0001077	Syas.g_00101	Praj.g_00616
OG0001078	Syas.g_00745	Praj.g_00624
OG0001079	Syas.g_00729	Praj.g_00635
OG0001080	Syas.g_00717	Praj.g_00641
OG0001081	Syas.g_00715	Praj.g_00643
OG0001082	Syas.g_00714	Praj.g_00644
OG0001083	Syas.g_00707	Praj.g_00649
OG0001084	Syas.g_00706	Praj.g_00650
OG0001085	Syas.g_00693	Praj.g_00660
OG0001086	Syas.g_00691	Praj.g_00661
OG0001087	Syas.g_00071	Praj.g_00681
OG0001088	Syas.g_01060	Praj.g_00682
OG0001089	Syas.g_01039	Praj.g_00690
OG0001090	Syas.g_00980	Praj.g_00699
OG0001091	Syas.g_00979	Praj.g_00701
OG0001092	Syas.g_00178	Praj.g_00702
OG0001093	Syas.g_00184	Praj.g_00707
OG0001095	Syas.g_00582	Praj.g_00782
OG0001097	Syas.g_00243	Praj.g_00817
OG0001098	Syas.g_00880	Praj.g_00835
OG0001099	Syas.g_02404	Praj.g_00872
OG0001100	Syas.g_00682	Praj.g_00879
OG0001101	Syas.g_00680	Praj.g_00881
OG0001102	Syas.g_00677	Praj.g_00884
OG0001103	Syas.g_00675	Praj.g_00886
OG0001104	Syas.g_00620	Praj.g_00749
OG0001105	Syas.g_00617	Praj.g_00753
OG0001106	Syas.g_00447	Praj.g_00934
OG0001107	Syas.g_00459	Praj.g_00944
OG0001108	Syas.g_00494	Praj.g_00948
OG0001109	Syas.g_00496	Praj.g_00949
OG0001110	Syas.g_00498	Praj.g_00951
OG0001111	Syas.g_00500	Praj.g_00952
OG0001112	Syas.g_00503	Praj.g_00953
OG0001113	Syas.g_00504	Praj.g_00954
OG0001114	Syas.g_00505	Praj.g_00955
OG0001115	Syas.g_00527	Praj.g_00957
OG0001116	Syas.g_00529	Praj.g_00958
OG0001117	Syas.g_00530	Praj.g_00959
OG0001118	Syas.g_00531	Praj.g_00960
OG0001119	Syas.g_00533	Praj.g_00961
OG0001120	Syas.g_00539	Praj.g_00963
OG0001122	Syas.g_00222	Praj.g_00993
OG0001123	Syas.g_00214	Praj.g_00997
OG0001124	Syas.g_00212	Praj.g_00999
OG0001125	Syas.g_00210	Praj.g_01001
OG0001126	Syas.g_00991	Praj.g_01012
OG0001127	Syas.g_00992	Praj.g_01013
OG0001128	Syas.g_00995	Praj.g_01016
OG0001129	Syas.g_00997	Praj.g_01017
OG0001130	Syas.g_00998	Praj.g_01018
OG0001131	Syas.g_01401	Praj.g_00852
OG0001132	Syas.g_00525	Praj.g_01063
OG0001133	Syas.g_00109	Praj.g_01040
OG0001136	Syas.g_01187	Praj.g_01463
OG0001138	Syas.g_01114	Praj.g_01432
OG0001139	Syas.g_01112	Praj.g_01430
OG0001140	Syas.g_01111	Praj.g_01429
OG0001141	Syas.g_01110	Praj.g_01428
OG0001142	Syas.g_01109	Praj.g_01427
OG0001143	Syas.g_01092	Praj.g_01420
OG0001144	Syas.g_01084	Praj.g_01415
OG0001145	Syas.g_02867	Praj.g_01520
OG0001146	Syas.g_02846	Praj.g_01532
OG0001147	Syas.g_01329	Praj.g_01550
OG0001148	Syas.g_01263	Praj.g_01577
OG0001149	Syas.g_01264	Praj.g_01578
OG0001150	Syas.g_01265	Praj.g_01579
OG0001151	Syas.g_01366	Praj.g_01590
OG0001152	Syas.g_01367	Praj.g_01591
OG0001153	Syas.g_01301	Praj.g_01662
OG0001154	Syas.g_01302	Praj.g_01663
OG0001155	Syas.g_01478	Praj.g_01679
OG0001156	Syas.g_01489	Praj.g_01682
OG0001157	Syas.g_01490	Praj.g_01683
OG0001158	Syas.g_01491	Praj.g_01684
OG0001159	Syas.g_01492	Praj.g_01685
OG0001160	Syas.g_02705	Praj.g_01711
OG0001161	Syas.g_02030	Praj.g_01499
OG0001162	Syas.g_02473	Praj.g_01723
OG0001163	Syas.g_02697	Praj.g_01761
OG0001164	Syas.g_02691	Praj.g_01765
OG0001165	Syas.g_02686	Praj.g_01767
OG0001166	Syas.g_02658	Praj.g_01785
OG0001167	Syas.g_01046	Praj.g_01803
OG0001168	Syas.g_02597	Praj.g_01804
OG0001169	Syas.g_02595	Praj.g_01806
OG0001170	Syas.g_02593	Praj.g_01808
OG0001171	Syas.g_02580	Praj.g_01818
OG0001172	Syas.g_01665	Praj.g_01872
OG0001173	Syas.g_01664	Praj.g_01873
OG0001174	Syas.g_01656	Praj.g_01881
OG0001175	Syas.g_01655	Praj.g_01882
OG0001176	Syas.g_01638	Praj.g_01893
OG0001177	Syas.g_01640	Praj.g_01891
OG0001178	Syas.g_02676	Praj.g_01236
OG0001179	Syas.g_01608	Praj.g_01935
OG0001180	Syas.g_01583	Praj.g_01958
OG0001181	Syas.g_01579	Praj.g_01962
OG0001182	Syas.g_01571	Praj.g_01970
OG0001183	Syas.g_01564	Praj.g_01976
OG0001184	Syas.g_02188	Praj.g_01992
OG0001185	Syas.g_02162	Praj.g_02007
OG0001186	Syas.g_02113	Praj.g_02046
OG0001187	Syas.g_02111	Praj.g_02060
OG0001189	Syas.g_02089	Praj.g_02079
OG0001190	Syas.g_01881	Praj.g_02084
OG0001191	Syas.g_01900	Praj.g_02094
OG0001193	Syas.g_01952	Praj.g_02112
OG0001194	Syas.g_01953	Praj.g_02113
OG0001195	Syas.g_01954	Praj.g_02114
OG0001196	Syas.g_02010	Praj.g_02136
OG0001197	Syas.g_02012	Praj.g_02138
OG0001198	Syas.g_02031	Praj.g_02146
