Orthogroup	Syas	Prbg
OG0000586	Syas.g_00867	Prbg.g_00333
OG0000587	Syas.g_00865	Prbg.g_00334
OG0000588	Syas.g_00960	Prbg.g_00338
OG0000589	Syas.g_00121	Prbg.g_00340
OG0000590	Syas.g_00120	Prbg.g_00341
OG0000591	Syas.g_00106	Prbg.g_00345
OG0000592	Syas.g_00105	Prbg.g_00346
OG0000593	Syas.g_00750	Prbg.g_01425
OG0000594	Syas.g_00749	Prbg.g_01424
OG0000595	Syas.g_00748	Prbg.g_01423
OG0000596	Syas.g_00743	Prbg.g_01419
OG0000597	Syas.g_00740	Prbg.g_01416
OG0000598	Syas.g_00739	Prbg.g_01415
OG0000599	Syas.g_00732	Prbg.g_01412
OG0000600	Syas.g_00731	Prbg.g_01411
OG0000601	Syas.g_00730	Prbg.g_01410
OG0000602	Syas.g_00725	Prbg.g_01408
OG0000603	Syas.g_00724	Prbg.g_01407
OG0000604	Syas.g_00721	Prbg.g_01406
OG0000605	Syas.g_00719	Prbg.g_01405
OG0000606	Syas.g_00716	Prbg.g_01402
OG0000607	Syas.g_00713	Prbg.g_01399
OG0000608	Syas.g_00712	Prbg.g_01398
OG0000609	Syas.g_00710	Prbg.g_01397
OG0000610	Syas.g_00702	Prbg.g_01391
OG0000611	Syas.g_00699	Prbg.g_01388
OG0000612	Syas.g_00698	Prbg.g_01387
OG0000613	Syas.g_01825	Prbg.g_01114
OG0000614	Syas.g_01044	Prbg.g_01135
OG0000615	Syas.g_00650	Prbg.g_01146
OG0000616	Syas.g_02011	Prbg.g_01939
OG0000617	Syas.g_00180	Prbg.g_01371
OG0000618	Syas.g_00181	Prbg.g_01370
OG0000619	Syas.g_00182	Prbg.g_01369
OG0000620	Syas.g_00188	Prbg.g_01366
OG0000621	Syas.g_00189	Prbg.g_01365
OG0000622	Syas.g_00190	Prbg.g_01364
OG0000623	Syas.g_00191	Prbg.g_01363
OG0000624	Syas.g_00192	Prbg.g_01361
OG0000625	Syas.g_00193	Prbg.g_01360
OG0000626	Syas.g_00194	Prbg.g_01359
OG0000627	Syas.g_00372	Prbg.g_01358
OG0000628	Syas.g_00373	Prbg.g_01357
OG0000629	Syas.g_00376	Prbg.g_01356
OG0000630	Syas.g_00397	Prbg.g_01353
OG0000631	Syas.g_00405	Prbg.g_01260
OG0000632	Syas.g_00406	Prbg.g_01261
OG0000633	Syas.g_00407	Prbg.g_01262
OG0000634	Syas.g_00600	Prbg.g_01155
OG0000635	Syas.g_00599	Prbg.g_01156
OG0000636	Syas.g_00597	Prbg.g_01158
OG0000637	Syas.g_00595	Prbg.g_01160
OG0000638	Syas.g_00594	Prbg.g_01161
OG0000639	Syas.g_00593	Prbg.g_01162
OG0000640	Syas.g_00592	Prbg.g_01163
OG0000641	Syas.g_00587	Prbg.g_01167
OG0000642	Syas.g_00586	Prbg.g_01168
OG0000643	Syas.g_00585	Prbg.g_01169
OG0000644	Syas.g_00584	Prbg.g_01170
OG0000645	Syas.g_00583	Prbg.g_01171
OG0000646	Syas.g_00580	Prbg.g_01173
OG0000647	Syas.g_00578	Prbg.g_01175
OG0000648	Syas.g_00576	Prbg.g_01177
OG0000649	Syas.g_00575	Prbg.g_01178
OG0000650	Syas.g_00574	Prbg.g_01179
OG0000651	Syas.g_00573	Prbg.g_01180
OG0000652	Syas.g_00572	Prbg.g_01181
OG0000653	Syas.g_00570	Prbg.g_01183
OG0000654	Syas.g_00569	Prbg.g_01184
OG0000655	Syas.g_00568	Prbg.g_01185
OG0000656	Syas.g_00565	Prbg.g_01188
OG0000657	Syas.g_00232	Prbg.g_01196
OG0000658	Syas.g_00235	Prbg.g_01198
OG0000659	Syas.g_00236	Prbg.g_01199
OG0000660	Syas.g_00240	Prbg.g_01203
OG0000661	Syas.g_00242	Prbg.g_01205
OG0000662	Syas.g_00281	Prbg.g_01207
OG0000663	Syas.g_00284	Prbg.g_01209
OG0000664	Syas.g_00287	Prbg.g_01210
OG0000665	Syas.g_00385	Prbg.g_01216
OG0000666	Syas.g_01362	Prbg.g_01217
OG0000667	Syas.g_00088	Prbg.g_01221
OG0000668	Syas.g_00221	Prbg.g_01062
OG0000669	Syas.g_00684	Prbg.g_01073
OG0000670	Syas.g_00681	Prbg.g_01076
OG0000671	Syas.g_00679	Prbg.g_01079
OG0000672	Syas.g_00676	Prbg.g_01082
OG0000673	Syas.g_00673	Prbg.g_01085
OG0000674	Syas.g_00671	Prbg.g_01087
OG0000675	Syas.g_00670	Prbg.g_01088
OG0000676	Syas.g_00668	Prbg.g_01090
OG0000677	Syas.g_00667	Prbg.g_01091
OG0000678	Syas.g_00660	Prbg.g_01093
OG0000679	Syas.g_00629	Prbg.g_01097
OG0000680	Syas.g_00628	Prbg.g_01098
OG0000681	Syas.g_00625	Prbg.g_01101
OG0000682	Syas.g_00624	Prbg.g_01102
OG0000683	Syas.g_00623	Prbg.g_01103
OG0000684	Syas.g_00621	Prbg.g_01105
OG0000685	Syas.g_00187	Prbg.g_01107
OG0000686	Syas.g_00619	Prbg.g_01108
OG0000687	Syas.g_00618	Prbg.g_01109
OG0000688	Syas.g_00612	Prbg.g_01383
OG0000689	Syas.g_00610	Prbg.g_01382
OG0000690	Syas.g_00609	Prbg.g_01381
OG0000691	Syas.g_00608	Prbg.g_01380
OG0000692	Syas.g_00606	Prbg.g_01378
OG0000693	Syas.g_00604	Prbg.g_01377
OG0000694	Syas.g_00603	Prbg.g_01376
OG0000695	Syas.g_00410	Prbg.g_01264
OG0000696	Syas.g_00411	Prbg.g_01265
OG0000697	Syas.g_00413	Prbg.g_01266
OG0000698	Syas.g_00417	Prbg.g_01269
OG0000699	Syas.g_00419	Prbg.g_01270
OG0000700	Syas.g_00420	Prbg.g_01271
OG0000701	Syas.g_00421	Prbg.g_01272
OG0000702	Syas.g_00437	Prbg.g_01274
OG0000703	Syas.g_00438	Prbg.g_01275
OG0000704	Syas.g_00446	Prbg.g_01277
OG0000705	Syas.g_00453	Prbg.g_01280
OG0000706	Syas.g_00454	Prbg.g_01281
OG0000707	Syas.g_00455	Prbg.g_01282
OG0000708	Syas.g_00458	Prbg.g_01284
OG0000709	Syas.g_00466	Prbg.g_01288
OG0000710	Syas.g_00497	Prbg.g_01291
OG0000711	Syas.g_00546	Prbg.g_01309
OG0000712	Syas.g_00548	Prbg.g_01310
OG0000713	Syas.g_00549	Prbg.g_01311
OG0000714	Syas.g_00551	Prbg.g_01312
OG0000715	Syas.g_00553	Prbg.g_01314
OG0000716	Syas.g_00556	Prbg.g_01316
OG0000717	Syas.g_00557	Prbg.g_01317
OG0000718	Syas.g_00561	Prbg.g_01321
OG0000719	Syas.g_00223	Prbg.g_01323
OG0000720	Syas.g_00209	Prbg.g_01335
OG0000721	Syas.g_00207	Prbg.g_01339
OG0000722	Syas.g_00206	Prbg.g_01340
OG0000723	Syas.g_00196	Prbg.g_01344
OG0000724	Syas.g_00999	Prbg.g_01239
OG0000725	Syas.g_01024	Prbg.g_01233
OG0000726	Syas.g_01025	Prbg.g_01232
OG0000727	Syas.g_01026	Prbg.g_01231
OG0000728	Syas.g_01028	Prbg.g_01229
OG0000729	Syas.g_02145	Prbg.g_00455
OG0000730	Syas.g_01544	Prbg.g_01528
OG0000731	Syas.g_01532	Prbg.g_00123
OG0000732	Syas.g_02086	Prbg.g_01890
OG0000733	Syas.g_00096	Prbg.g_00750
OG0000734	Syas.g_02414	Prbg.g_01502
OG0000735	Syas.g_01201	Prbg.g_01500
OG0000736	Syas.g_01200	Prbg.g_01499
OG0000737	Syas.g_01199	Prbg.g_01498
OG0000738	Syas.g_01193	Prbg.g_01494
OG0000739	Syas.g_01192	Prbg.g_01493
OG0000740	Syas.g_01191	Prbg.g_01492
OG0000741	Syas.g_01188	Prbg.g_01490
OG0000742	Syas.g_01185	Prbg.g_01487
OG0000743	Syas.g_01182	Prbg.g_01485
OG0000744	Syas.g_01181	Prbg.g_01484
OG0000745	Syas.g_01178	Prbg.g_01483
OG0000746	Syas.g_01176	Prbg.g_01481
OG0000747	Syas.g_01174	Prbg.g_01480
OG0000748	Syas.g_01146	Prbg.g_01476
OG0000749	Syas.g_01144	Prbg.g_01475
OG0000750	Syas.g_01143	Prbg.g_01474
OG0000751	Syas.g_01138	Prbg.g_01471
OG0000752	Syas.g_01136	Prbg.g_01469
OG0000753	Syas.g_01133	Prbg.g_01467
OG0000754	Syas.g_01128	Prbg.g_01464
OG0000755	Syas.g_01117	Prbg.g_01458
OG0000756	Syas.g_01116	Prbg.g_01457
OG0000757	Syas.g_01108	Prbg.g_01450
OG0000758	Syas.g_01107	Prbg.g_01449
OG0000759	Syas.g_01106	Prbg.g_01448
OG0000760	Syas.g_01105	Prbg.g_01447
OG0000761	Syas.g_01104	Prbg.g_01446
OG0000762	Syas.g_01102	Prbg.g_01445
OG0000763	Syas.g_01091	Prbg.g_01443
OG0000764	Syas.g_01090	Prbg.g_01442
OG0000765	Syas.g_01076	Prbg.g_01434
OG0000766	Syas.g_01075	Prbg.g_01433
OG0000767	Syas.g_01073	Prbg.g_01431
OG0000768	Syas.g_01072	Prbg.g_01430
OG0000769	Syas.g_01070	Prbg.g_01428
OG0000770	Syas.g_01067	Prbg.g_00351
OG0000771	Syas.g_00993	Prbg.g_00687
OG0000772	Syas.g_01461	Prbg.g_01576
OG0000773	Syas.g_00002	Prbg.g_00468
OG0000774	Syas.g_02862	Prbg.g_00470
OG0000775	Syas.g_02860	Prbg.g_00472
OG0000776	Syas.g_02859	Prbg.g_00473
OG0000777	Syas.g_02858	Prbg.g_00474
OG0000778	Syas.g_02857	Prbg.g_00475
OG0000779	Syas.g_02852	Prbg.g_00479
OG0000780	Syas.g_02847	Prbg.g_00480
OG0000781	Syas.g_02842	Prbg.g_00484
OG0000782	Syas.g_02841	Prbg.g_00485
OG0000783	Syas.g_02840	Prbg.g_00486
OG0000784	Syas.g_02839	Prbg.g_00487
OG0000785	Syas.g_02837	Prbg.g_00489
OG0000786	Syas.g_02833	Prbg.g_00492
OG0000787	Syas.g_02832	Prbg.g_00493
OG0000788	Syas.g_00782	Prbg.g_00218
OG0000789	Syas.g_01507	Prbg.g_00690
OG0000790	Syas.g_01266	Prbg.g_00534
OG0000791	Syas.g_01268	Prbg.g_00536
OG0000792	Syas.g_01269	Prbg.g_00537
OG0000793	Syas.g_01359	Prbg.g_00540
OG0000794	Syas.g_01361	Prbg.g_00541
OG0000795	Syas.g_01363	Prbg.g_00542
OG0000796	Syas.g_01368	Prbg.g_00546
OG0000797	Syas.g_01369	Prbg.g_00547
OG0000798	Syas.g_02134	Prbg.g_00038
OG0000799	Syas.g_02789	Prbg.g_00574
OG0000800	Syas.g_02790	Prbg.g_00575
OG0000801	Syas.g_02791	Prbg.g_00576
OG0000802	Syas.g_02797	Prbg.g_00578
OG0000803	Syas.g_02800	Prbg.g_00580
OG0000804	Syas.g_02803	Prbg.g_00581
OG0000805	Syas.g_02805	Prbg.g_00583
OG0000806	Syas.g_02807	Prbg.g_00585
OG0000807	Syas.g_02808	Prbg.g_00586
OG0000808	Syas.g_02809	Prbg.g_00587
OG0000809	Syas.g_02811	Prbg.g_00589
OG0000810	Syas.g_02813	Prbg.g_00590
OG0000811	Syas.g_02822	Prbg.g_00594
OG0000812	Syas.g_02824	Prbg.g_00596
OG0000813	Syas.g_02825	Prbg.g_00597
OG0000814	Syas.g_02827	Prbg.g_00599
OG0000815	Syas.g_02829	Prbg.g_00600
OG0000816	Syas.g_02831	Prbg.g_00602
OG0000817	Syas.g_02753	Prbg.g_00603
OG0000818	Syas.g_01282	Prbg.g_00608
OG0000819	Syas.g_01283	Prbg.g_00609
OG0000820	Syas.g_01284	Prbg.g_00610
OG0000821	Syas.g_01289	Prbg.g_00614
OG0000822	Syas.g_01291	Prbg.g_00615
OG0000823	Syas.g_01292	Prbg.g_00616
OG0000824	Syas.g_01297	Prbg.g_00619
OG0000825	Syas.g_01298	Prbg.g_00620
OG0000826	Syas.g_01299	Prbg.g_00621
OG0000827	Syas.g_01300	Prbg.g_00622
OG0000828	Syas.g_01303	Prbg.g_00625
OG0000829	Syas.g_01304	Prbg.g_00626
OG0000830	Syas.g_01305	Prbg.g_00627
OG0000831	Syas.g_01308	Prbg.g_00629
OG0000832	Syas.g_01476	Prbg.g_00639
OG0000833	Syas.g_02738	Prbg.g_00648
OG0000834	Syas.g_02737	Prbg.g_00649
OG0000835	Syas.g_02736	Prbg.g_00650
OG0000836	Syas.g_02732	Prbg.g_00651
OG0000837	Syas.g_02731	Prbg.g_00652
OG0000838	Syas.g_02727	Prbg.g_00654
OG0000839	Syas.g_02726	Prbg.g_00655
OG0000840	Syas.g_02725	Prbg.g_00656
OG0000841	Syas.g_02724	Prbg.g_00657
OG0000842	Syas.g_02723	Prbg.g_00658
OG0000843	Syas.g_02722	Prbg.g_00659
OG0000844	Syas.g_02720	Prbg.g_00660
OG0000845	Syas.g_02719	Prbg.g_00661
OG0000846	Syas.g_02718	Prbg.g_00662
OG0000847	Syas.g_02717	Prbg.g_00663
OG0000848	Syas.g_02715	Prbg.g_00664
OG0000849	Syas.g_02714	Prbg.g_00665
OG0000850	Syas.g_02711	Prbg.g_00667
OG0000851	Syas.g_02708	Prbg.g_00668
OG0000852	Syas.g_02707	Prbg.g_00669
OG0000853	Syas.g_02703	Prbg.g_00675
OG0000854	Syas.g_02701	Prbg.g_00677
OG0000855	Syas.g_02700	Prbg.g_00678
OG0000856	Syas.g_00103	Prbg.g_00348
OG0000857	Syas.g_00579	Prbg.g_01174
OG0000858	Syas.g_02693	Prbg.g_01643
OG0000859	Syas.g_02692	Prbg.g_01644
OG0000860	Syas.g_02679	Prbg.g_01652
OG0000861	Syas.g_02678	Prbg.g_01653
OG0000862	Syas.g_02677	Prbg.g_01654
OG0000863	Syas.g_02675	Prbg.g_01656
OG0000864	Syas.g_02674	Prbg.g_01657
OG0000865	Syas.g_02673	Prbg.g_01658
OG0000866	Syas.g_02672	Prbg.g_01659
OG0000867	Syas.g_02671	Prbg.g_01660
OG0000868	Syas.g_02667	Prbg.g_01662
OG0000869	Syas.g_02662	Prbg.g_01665
OG0000870	Syas.g_02657	Prbg.g_01670
OG0000871	Syas.g_02656	Prbg.g_01671
OG0000872	Syas.g_02650	Prbg.g_01672
OG0000873	Syas.g_02647	Prbg.g_01675
OG0000874	Syas.g_02645	Prbg.g_01678
OG0000875	Syas.g_02644	Prbg.g_01679
OG0000876	Syas.g_00280	Prbg.g_01680
OG0000877	Syas.g_02603	Prbg.g_01682
OG0000878	Syas.g_02602	Prbg.g_01683
OG0000879	Syas.g_02601	Prbg.g_01684
OG0000880	Syas.g_02600	Prbg.g_01685
OG0000881	Syas.g_02596	Prbg.g_01689
OG0000882	Syas.g_02591	Prbg.g_01694
OG0000883	Syas.g_02586	Prbg.g_01696
OG0000884	Syas.g_02584	Prbg.g_01698
OG0000885	Syas.g_02583	Prbg.g_01699
OG0000886	Syas.g_02582	Prbg.g_01700
OG0000887	Syas.g_02581	Prbg.g_01701
OG0000888	Syas.g_02579	Prbg.g_01703
OG0000889	Syas.g_02577	Prbg.g_01705
OG0000890	Syas.g_02574	Prbg.g_01706
OG0000891	Syas.g_02573	Prbg.g_01707
OG0000892	Syas.g_02571	Prbg.g_01709
OG0000893	Syas.g_01677	Prbg.g_01713
OG0000894	Syas.g_01667	Prbg.g_01716
OG0000895	Syas.g_01663	Prbg.g_01720
OG0000896	Syas.g_01662	Prbg.g_01721
OG0000897	Syas.g_01660	Prbg.g_01723
OG0000898	Syas.g_01659	Prbg.g_01724
OG0000899	Syas.g_01658	Prbg.g_01725
OG0000900	Syas.g_01657	Prbg.g_01726
OG0000901	Syas.g_01652	Prbg.g_01729
OG0000902	Syas.g_01651	Prbg.g_01731
OG0000903	Syas.g_01637	Prbg.g_01735
OG0000904	Syas.g_01642	Prbg.g_01739
OG0000905	Syas.g_01647	Prbg.g_01733
OG0000906	Syas.g_01649	Prbg.g_01732
OG0000907	Syas.g_01635	Prbg.g_01742
OG0000908	Syas.g_01632	Prbg.g_01745
OG0000909	Syas.g_01631	Prbg.g_01746
OG0000910	Syas.g_01630	Prbg.g_01747
OG0000911	Syas.g_01628	Prbg.g_01749
OG0000912	Syas.g_01627	Prbg.g_01750
OG0000913	Syas.g_01626	Prbg.g_01751
OG0000914	Syas.g_01625	Prbg.g_01752
OG0000915	Syas.g_01623	Prbg.g_01753
OG0000916	Syas.g_01622	Prbg.g_01754
OG0000917	Syas.g_01621	Prbg.g_01755
OG0000918	Syas.g_01620	Prbg.g_01756
OG0000919	Syas.g_01619	Prbg.g_01757
OG0000920	Syas.g_01618	Prbg.g_01758
OG0000921	Syas.g_01617	Prbg.g_01759
OG0000922	Syas.g_01616	Prbg.g_01760
OG0000923	Syas.g_01612	Prbg.g_01764
OG0000924	Syas.g_01611	Prbg.g_01765
OG0000925	Syas.g_01610	Prbg.g_01766
OG0000926	Syas.g_01609	Prbg.g_01767
OG0000927	Syas.g_01607	Prbg.g_01769
OG0000928	Syas.g_01606	Prbg.g_01770
OG0000929	Syas.g_01605	Prbg.g_01771
OG0000930	Syas.g_01604	Prbg.g_01772
OG0000931	Syas.g_01603	Prbg.g_01773
OG0000932	Syas.g_01602	Prbg.g_01774
OG0000933	Syas.g_01596	Prbg.g_01778
OG0000934	Syas.g_01594	Prbg.g_01780
OG0000935	Syas.g_01593	Prbg.g_01781
OG0000936	Syas.g_01592	Prbg.g_01782
OG0000937	Syas.g_01591	Prbg.g_01783
OG0000938	Syas.g_01588	Prbg.g_01786
OG0000939	Syas.g_01587	Prbg.g_01787
OG0000940	Syas.g_01580	Prbg.g_01794
OG0000941	Syas.g_01578	Prbg.g_01796
OG0000942	Syas.g_01576	Prbg.g_01798
OG0000943	Syas.g_01575	Prbg.g_01799
OG0000944	Syas.g_01573	Prbg.g_01801
OG0000945	Syas.g_01572	Prbg.g_01802
OG0000946	Syas.g_01565	Prbg.g_01807
OG0000947	Syas.g_01562	Prbg.g_01809
OG0000948	Syas.g_01561	Prbg.g_01810
OG0000949	Syas.g_02213	Prbg.g_01813
OG0000950	Syas.g_02197	Prbg.g_01820
OG0000951	Syas.g_02190	Prbg.g_01824
OG0000952	Syas.g_02186	Prbg.g_01828
OG0000953	Syas.g_02182	Prbg.g_01832
OG0000954	Syas.g_02174	Prbg.g_01836
OG0000955	Syas.g_02173	Prbg.g_01837
OG0000956	Syas.g_02171	Prbg.g_01839
OG0000957	Syas.g_02158	Prbg.g_01845
OG0000958	Syas.g_02157	Prbg.g_01846
OG0000959	Syas.g_02154	Prbg.g_01850
OG0000960	Syas.g_02153	Prbg.g_01851
OG0000961	Syas.g_02345	Prbg.g_01854
OG0000962	Syas.g_02146	Prbg.g_01856
OG0000963	Syas.g_02143	Prbg.g_01860
OG0000964	Syas.g_02142	Prbg.g_01861
OG0000965	Syas.g_02141	Prbg.g_01862
OG0000966	Syas.g_02112	Prbg.g_01868
OG0000967	Syas.g_02108	Prbg.g_01872
OG0000968	Syas.g_02106	Prbg.g_01874
OG0000969	Syas.g_02104	Prbg.g_01875
OG0000970	Syas.g_02103	Prbg.g_01876
OG0000971	Syas.g_02101	Prbg.g_01877
OG0000972	Syas.g_02100	Prbg.g_01878
OG0000973	Syas.g_02099	Prbg.g_01879
OG0000974	Syas.g_02098	Prbg.g_01880
OG0000975	Syas.g_02097	Prbg.g_01881
OG0000976	Syas.g_02096	Prbg.g_01882
OG0000977	Syas.g_02094	Prbg.g_01883
OG0000978	Syas.g_02093	Prbg.g_01884
OG0000979	Syas.g_02090	Prbg.g_01887
OG0000980	Syas.g_02087	Prbg.g_01889
OG0000981	Syas.g_02084	Prbg.g_01892
OG0000982	Syas.g_01882	Prbg.g_01894
OG0000983	Syas.g_01883	Prbg.g_01895
OG0000984	Syas.g_01884	Prbg.g_01896
OG0000985	Syas.g_01888	Prbg.g_01899
OG0000986	Syas.g_01891	Prbg.g_01901
OG0000987	Syas.g_01897	Prbg.g_01902
OG0000988	Syas.g_01902	Prbg.g_01905
OG0000989	Syas.g_01908	Prbg.g_01909
OG0000990	Syas.g_01937	Prbg.g_01913
OG0000991	Syas.g_01939	Prbg.g_01914
OG0000992	Syas.g_01943	Prbg.g_01917
OG0000993	Syas.g_01945	Prbg.g_01918
OG0000994	Syas.g_01948	Prbg.g_01919
OG0000995	Syas.g_01955	Prbg.g_01923
OG0000996	Syas.g_01977	Prbg.g_01924
OG0000997	Syas.g_01993	Prbg.g_01927
OG0000998	Syas.g_01995	Prbg.g_01929
OG0000999	Syas.g_01996	Prbg.g_01930
OG0001000	Syas.g_02000	Prbg.g_01933
OG0001001	Syas.g_02006	Prbg.g_01936
OG0001002	Syas.g_02014	Prbg.g_00758
OG0001003	Syas.g_02016	Prbg.g_00759
OG0001004	Syas.g_02017	Prbg.g_00760
OG0001005	Syas.g_02018	Prbg.g_00761
OG0001006	Syas.g_02032	Prbg.g_00765
OG0001007	Syas.g_02034	Prbg.g_00767
OG0001008	Syas.g_01496	Prbg.g_00157
OG0001009	Syas.g_02065	Prbg.g_00847
OG0001010	Syas.g_02066	Prbg.g_00846
OG0001011	Syas.g_02068	Prbg.g_00844
OG0001012	Syas.g_00152	Prbg.g_00830
OG0001013	Syas.g_01866	Prbg.g_00823
OG0001014	Syas.g_01857	Prbg.g_00820
OG0001015	Syas.g_01856	Prbg.g_00818
OG0001016	Syas.g_02517	Prbg.g_00796
OG0001017	Syas.g_02511	Prbg.g_00792
OG0001018	Syas.g_02509	Prbg.g_00790
OG0001019	Syas.g_02469	Prbg.g_00781
OG0001020	Syas.g_02443	Prbg.g_00780
OG0001021	Syas.g_02437	Prbg.g_00861
OG0001022	Syas.g_02434	Prbg.g_00864
OG0001023	Syas.g_02433	Prbg.g_00865
OG0001024	Syas.g_00135	Prbg.g_00869
OG0001025	Syas.g_02424	Prbg.g_00876
OG0001026	Syas.g_02412	Prbg.g_00885
OG0001027	Syas.g_02408	Prbg.g_00886
OG0001028	Syas.g_02405	Prbg.g_00888
OG0001029	Syas.g_02403	Prbg.g_00889
OG0001030	Syas.g_02384	Prbg.g_00905
OG0001031	Syas.g_02293	Prbg.g_00965
OG0001032	Syas.g_02290	Prbg.g_00966
OG0001033	Syas.g_02239	Prbg.g_00987
OG0001034	Syas.g_02556	Prbg.g_01018
OG0001035	Syas.g_01704	Prbg.g_01038
OG0001036	Syas.g_01709	Prbg.g_01042
OG0001037	Syas.g_01711	Prbg.g_01043
OG0001038	Syas.g_01751	Prbg.g_00057
OG0001039	Syas.g_01754	Prbg.g_00060
OG0001041	Syas.g_01761	Prbg.g_00067
OG0001042	Syas.g_01821	Prbg.g_00084
OG0001043	Syas.g_01817	Prbg.g_00085
OG0001044	Syas.g_01542	Prbg.g_00116
OG0001045	Syas.g_01529	Prbg.g_00125
OG0001046	Syas.g_00532	Prbg.g_01602
OG0001047	Syas.g_01494	Prbg.g_00159
OG0001048	Syas.g_01493	Prbg.g_00160
OG0001049	Syas.g_02742	Prbg.g_00162
OG0001050	Syas.g_02743	Prbg.g_00163
OG0001051	Syas.g_02744	Prbg.g_00164
OG0001052	Syas.g_01337	Prbg.g_00190
OG0001053	Syas.g_01250	Prbg.g_00202
OG0001054	Syas.g_01231	Prbg.g_00217
OG0001055	Syas.g_01210	Prbg.g_00236
OG0001056	Syas.g_00068	Prbg.g_00253
OG0001057	Syas.g_00763	Prbg.g_00258
OG0001058	Syas.g_00787	Prbg.g_00267
OG0001059	Syas.g_00791	Prbg.g_00271
OG0001060	Syas.g_00797	Prbg.g_00277
OG0001061	Syas.g_00816	Prbg.g_00292
OG0001062	Syas.g_00819	Prbg.g_00294
OG0001063	Syas.g_00830	Prbg.g_00296
OG0001064	Syas.g_00831	Prbg.g_00297
OG0001065	Syas.g_00832	Prbg.g_00298
OG0001066	Syas.g_00833	Prbg.g_00299
OG0001067	Syas.g_00834	Prbg.g_00300
OG0001068	Syas.g_00835	Prbg.g_00301
OG0001069	Syas.g_00836	Prbg.g_00302
OG0001070	Syas.g_00840	Prbg.g_00306
OG0001071	Syas.g_00841	Prbg.g_00307
OG0001072	Syas.g_00844	Prbg.g_00309
OG0001073	Syas.g_00855	Prbg.g_00323
OG0001074	Syas.g_00157	Prbg.g_00335
OG0001075	Syas.g_00163	Prbg.g_00336
OG0001076	Syas.g_00113	Prbg.g_00343
OG0001077	Syas.g_00101	Prbg.g_00349
OG0001078	Syas.g_00745	Prbg.g_01421
OG0001079	Syas.g_00729	Prbg.g_01409
OG0001080	Syas.g_00717	Prbg.g_01403
OG0001081	Syas.g_00715	Prbg.g_01401
OG0001082	Syas.g_00714	Prbg.g_01400
OG0001083	Syas.g_00707	Prbg.g_01395
OG0001084	Syas.g_00706	Prbg.g_01394
OG0001085	Syas.g_00693	Prbg.g_01111
OG0001086	Syas.g_00691	Prbg.g_01112
OG0001087	Syas.g_00071	Prbg.g_01130
OG0001088	Syas.g_01060	Prbg.g_01131
OG0001089	Syas.g_01039	Prbg.g_01142
OG0001090	Syas.g_00980	Prbg.g_01152
OG0001091	Syas.g_00979	Prbg.g_01374
OG0001092	Syas.g_00178	Prbg.g_01373
OG0001093	Syas.g_00184	Prbg.g_01368
OG0001095	Syas.g_00582	Prbg.g_01172
OG0001097	Syas.g_00243	Prbg.g_01206
OG0001098	Syas.g_00880	Prbg.g_01225
OG0001099	Syas.g_02404	Prbg.g_01067
OG0001100	Syas.g_00682	Prbg.g_01075
OG0001101	Syas.g_00680	Prbg.g_01078
OG0001102	Syas.g_00677	Prbg.g_01081
OG0001103	Syas.g_00675	Prbg.g_01083
OG0001104	Syas.g_00620	Prbg.g_01106
OG0001105	Syas.g_00617	Prbg.g_01110
OG0001106	Syas.g_00447	Prbg.g_01278
OG0001107	Syas.g_00459	Prbg.g_01285
OG0001108	Syas.g_00494	Prbg.g_01289
OG0001109	Syas.g_00496	Prbg.g_01290
OG0001110	Syas.g_00498	Prbg.g_01292
OG0001111	Syas.g_00500	Prbg.g_01293
OG0001112	Syas.g_00503	Prbg.g_01294
OG0001113	Syas.g_00504	Prbg.g_01295
OG0001114	Syas.g_00505	Prbg.g_01296
OG0001115	Syas.g_00527	Prbg.g_01298
OG0001116	Syas.g_00529	Prbg.g_01299
OG0001117	Syas.g_00530	Prbg.g_01300
OG0001118	Syas.g_00531	Prbg.g_01301
OG0001119	Syas.g_00533	Prbg.g_01302
OG0001120	Syas.g_00539	Prbg.g_01304
OG0001122	Syas.g_00222	Prbg.g_01324
OG0001123	Syas.g_00214	Prbg.g_01330
OG0001124	Syas.g_00212	Prbg.g_01332
OG0001125	Syas.g_00210	Prbg.g_01334
OG0001126	Syas.g_00991	Prbg.g_01245
OG0001127	Syas.g_00992	Prbg.g_01244
OG0001128	Syas.g_00995	Prbg.g_01242
OG0001129	Syas.g_00997	Prbg.g_01241
OG0001130	Syas.g_00998	Prbg.g_01240
OG0001131	Syas.g_01401	Prbg.g_00141
OG0001132	Syas.g_00525	Prbg.g_00022
OG0001133	Syas.g_00109	Prbg.g_00528
OG0001136	Syas.g_01187	Prbg.g_01489
OG0001138	Syas.g_01114	Prbg.g_01456
OG0001139	Syas.g_01112	Prbg.g_01454
OG0001140	Syas.g_01111	Prbg.g_01453
OG0001141	Syas.g_01110	Prbg.g_01452
OG0001142	Syas.g_01109	Prbg.g_01451
OG0001143	Syas.g_01092	Prbg.g_01444
OG0001144	Syas.g_01084	Prbg.g_01439
OG0001145	Syas.g_02867	Prbg.g_00469
OG0001146	Syas.g_02846	Prbg.g_00481
OG0001147	Syas.g_01329	Prbg.g_00501
OG0001148	Syas.g_01263	Prbg.g_00531
OG0001149	Syas.g_01264	Prbg.g_00532
OG0001150	Syas.g_01265	Prbg.g_00533
OG0001151	Syas.g_01366	Prbg.g_00544
