Orthogroup	Syas	Syao
OG0000592	Syas.g_00105	Syao.g_01329
OG0000593	Syas.g_00750	Syao.g_00890
OG0000594	Syas.g_00749	Syao.g_00891
OG0000595	Syas.g_00748	Syao.g_00892
OG0000596	Syas.g_00743	Syao.g_00897
OG0000597	Syas.g_00740	Syao.g_00900
OG0000598	Syas.g_00739	Syao.g_00901
OG0000599	Syas.g_00732	Syao.g_00908
OG0000600	Syas.g_00731	Syao.g_00909
OG0000601	Syas.g_00730	Syao.g_00910
OG0000602	Syas.g_00725	Syao.g_00914
OG0000603	Syas.g_00724	Syao.g_00915
OG0000604	Syas.g_00721	Syao.g_00918
OG0000606	Syas.g_00716	Syao.g_00924
OG0000607	Syas.g_00713	Syao.g_00927
OG0000608	Syas.g_00712	Syao.g_00928
OG0000609	Syas.g_00710	Syao.g_00930
OG0000610	Syas.g_00702	Syao.g_00940
OG0000611	Syas.g_00699	Syao.g_00943
OG0000612	Syas.g_00698	Syao.g_00944
OG0000613	Syas.g_01825	Syao.g_01979
OG0000614	Syas.g_01044	Syao.g_00375
OG0000615	Syas.g_00650	Syao.g_00978
OG0000616	Syas.g_02011	Syao.g_02342
OG0000617	Syas.g_00180	Syao.g_00486
OG0000618	Syas.g_00181	Syao.g_00485
OG0000619	Syas.g_00182	Syao.g_00484
OG0000620	Syas.g_00188	Syao.g_00479
OG0000621	Syas.g_00189	Syao.g_00478
OG0000622	Syas.g_00190	Syao.g_00476
OG0000623	Syas.g_00191	Syao.g_00475
OG0000624	Syas.g_00192	Syao.g_00473
OG0000625	Syas.g_00193	Syao.g_00472
OG0000626	Syas.g_00194	Syao.g_00471
OG0000627	Syas.g_00372	Syao.g_00567
OG0000628	Syas.g_00373	Syao.g_00566
OG0000629	Syas.g_00376	Syao.g_00590
OG0000630	Syas.g_00397	Syao.g_00585
OG0000631	Syas.g_00405	Syao.g_00644
OG0000632	Syas.g_00406	Syao.g_00643
OG0000633	Syas.g_00407	Syao.g_00642
OG0000634	Syas.g_00600	Syao.g_00752
OG0000635	Syas.g_00599	Syao.g_00753
OG0000636	Syas.g_00597	Syao.g_00755
OG0000637	Syas.g_00595	Syao.g_00757
OG0000638	Syas.g_00594	Syao.g_00758
OG0000639	Syas.g_00593	Syao.g_00759
OG0000640	Syas.g_00592	Syao.g_00760
OG0000641	Syas.g_00587	Syao.g_00764
OG0000642	Syas.g_00586	Syao.g_00765
OG0000643	Syas.g_00585	Syao.g_00767
OG0000644	Syas.g_00584	Syao.g_00768
OG0000645	Syas.g_00583	Syao.g_00770
OG0000646	Syas.g_00580	Syao.g_00773
OG0000647	Syas.g_00578	Syao.g_00775
OG0000648	Syas.g_00576	Syao.g_00777
OG0000649	Syas.g_00575	Syao.g_00778
OG0000650	Syas.g_00574	Syao.g_00779
OG0000651	Syas.g_00573	Syao.g_00780
OG0000652	Syas.g_00572	Syao.g_00781
OG0000653	Syas.g_00570	Syao.g_00783
OG0000654	Syas.g_00569	Syao.g_00784
OG0000655	Syas.g_00568	Syao.g_00785
OG0000656	Syas.g_00565	Syao.g_00789
OG0000657	Syas.g_00232	Syao.g_00435
OG0000658	Syas.g_00235	Syao.g_00560
OG0000659	Syas.g_00236	Syao.g_00559
OG0000660	Syas.g_00240	Syao.g_00555
OG0000661	Syas.g_00242	Syao.g_00553
OG0000662	Syas.g_00281	Syao.g_00535
OG0000663	Syas.g_00284	Syao.g_00532
OG0000664	Syas.g_00287	Syao.g_00530
OG0000665	Syas.g_00385	Syao.g_01436
OG0000666	Syas.g_01362	Syao.g_02120
OG0000667	Syas.g_00088	Syao.g_01375
OG0000668	Syas.g_00221	Syao.g_02678
OG0000669	Syas.g_00684	Syao.g_00955
OG0000670	Syas.g_00681	Syao.g_00958
OG0000671	Syas.g_00679	Syao.g_00960
OG0000672	Syas.g_00676	Syao.g_00963
OG0000673	Syas.g_00673	Syao.g_00966
OG0000674	Syas.g_00671	Syao.g_00968
OG0000675	Syas.g_00670	Syao.g_00969
OG0000676	Syas.g_00668	Syao.g_00971
OG0000677	Syas.g_00667	Syao.g_00972
OG0000678	Syas.g_00660	Syao.g_00974
OG0000679	Syas.g_00629	Syao.g_00981
OG0000680	Syas.g_00628	Syao.g_00982
OG0000681	Syas.g_00625	Syao.g_00985
OG0000682	Syas.g_00624	Syao.g_00986
OG0000683	Syas.g_00623	Syao.g_00987
OG0000684	Syas.g_00621	Syao.g_00990
OG0000685	Syas.g_00187	Syao.g_00733
OG0000686	Syas.g_00619	Syao.g_00734
OG0000687	Syas.g_00618	Syao.g_00735
OG0000688	Syas.g_00612	Syao.g_00741
OG0000689	Syas.g_00610	Syao.g_00743
OG0000690	Syas.g_00609	Syao.g_00744
OG0000691	Syas.g_00608	Syao.g_00745
OG0000692	Syas.g_00606	Syao.g_00747
OG0000693	Syas.g_00604	Syao.g_00748
OG0000694	Syas.g_00603	Syao.g_00749
OG0000695	Syas.g_00410	Syao.g_00639
OG0000696	Syas.g_00411	Syao.g_00638
OG0000697	Syas.g_00413	Syao.g_00636
OG0000698	Syas.g_00417	Syao.g_00633
OG0000699	Syas.g_00419	Syao.g_00631
OG0000700	Syas.g_00420	Syao.g_00630
OG0000701	Syas.g_00421	Syao.g_00629
OG0000702	Syas.g_00437	Syao.g_00705
OG0000703	Syas.g_00438	Syao.g_00693
OG0000704	Syas.g_00446	Syao.g_00689
OG0000705	Syas.g_00453	Syao.g_00682
OG0000706	Syas.g_00454	Syao.g_00681
OG0000707	Syas.g_00455	Syao.g_00680
OG0000708	Syas.g_00458	Syao.g_00677
OG0000709	Syas.g_00466	Syao.g_00670
OG0000710	Syas.g_00497	Syao.g_00666
OG0000711	Syas.g_00546	Syao.g_00815
OG0000712	Syas.g_00548	Syao.g_00813
OG0000713	Syas.g_00549	Syao.g_00812
OG0000714	Syas.g_00551	Syao.g_00810
OG0000715	Syas.g_00553	Syao.g_00808
OG0000716	Syas.g_00556	Syao.g_00804
OG0000717	Syas.g_00557	Syao.g_00803
OG0000718	Syas.g_00561	Syao.g_00794
OG0000719	Syas.g_00223	Syao.g_00444
OG0000720	Syas.g_00209	Syao.g_00457
OG0000721	Syas.g_00207	Syao.g_00459
OG0000722	Syas.g_00206	Syao.g_00460
OG0000723	Syas.g_00196	Syao.g_00469
OG0000724	Syas.g_00999	Syao.g_00513
OG0000725	Syas.g_01024	Syao.g_00385
OG0000726	Syas.g_01025	Syao.g_00384
OG0000727	Syas.g_01026	Syao.g_00383
OG0000728	Syas.g_01028	Syao.g_00381
OG0000729	Syas.g_02145	Syao.g_02190
OG0000730	Syas.g_01544	Syao.g_01880
OG0000731	Syas.g_01532	Syao.g_01868
OG0000732	Syas.g_02086	Syao.g_02218
OG0000733	Syas.g_00096	Syao.g_01427
OG0000734	Syas.g_02414	Syao.g_02592
OG0000735	Syas.g_01201	Syao.g_00140
OG0000736	Syas.g_01200	Syao.g_00139
OG0000737	Syas.g_01199	Syao.g_00138
OG0000738	Syas.g_01193	Syao.g_00132
OG0000739	Syas.g_01192	Syao.g_00131
OG0000740	Syas.g_01191	Syao.g_00130
OG0000741	Syas.g_01188	Syao.g_00127
OG0000742	Syas.g_01185	Syao.g_00124
OG0000743	Syas.g_01182	Syao.g_00217
OG0000744	Syas.g_01181	Syao.g_00216
OG0000745	Syas.g_01178	Syao.g_00213
OG0000746	Syas.g_01176	Syao.g_00210
OG0000747	Syas.g_01174	Syao.g_00208
OG0000748	Syas.g_01146	Syao.g_00193
OG0000749	Syas.g_01144	Syao.g_00192
OG0000750	Syas.g_01143	Syao.g_00191
OG0000751	Syas.g_01138	Syao.g_00185
OG0000752	Syas.g_01136	Syao.g_00183
OG0000753	Syas.g_01133	Syao.g_00180
OG0000754	Syas.g_01128	Syao.g_00175
OG0000755	Syas.g_01117	Syao.g_00021
OG0000756	Syas.g_01116	Syao.g_00229
OG0000757	Syas.g_01108	Syao.g_00252
OG0000758	Syas.g_01107	Syao.g_00251
OG0000759	Syas.g_01106	Syao.g_00250
OG0000760	Syas.g_01105	Syao.g_00249
OG0000761	Syas.g_01104	Syao.g_00248
OG0000762	Syas.g_01102	Syao.g_00246
OG0000763	Syas.g_01091	Syao.g_00242
OG0000764	Syas.g_01090	Syao.g_00241
OG0000765	Syas.g_01076	Syao.g_00267
OG0000766	Syas.g_01075	Syao.g_00266
OG0000767	Syas.g_01073	Syao.g_00264
OG0000768	Syas.g_01072	Syao.g_00263
OG0000769	Syas.g_01070	Syao.g_00261
OG0000770	Syas.g_01067	Syao.g_00257
OG0000771	Syas.g_00993	Syao.g_00506
OG0000772	Syas.g_01461	Syao.g_01523
OG0000773	Syas.g_00002	Syao.g_01447
OG0000774	Syas.g_02862	Syao.g_01442
OG0000775	Syas.g_02860	Syao.g_01440
OG0000776	Syas.g_02859	Syao.g_01439
OG0000777	Syas.g_02858	Syao.g_01438
OG0000778	Syas.g_02857	Syao.g_01437
OG0000779	Syas.g_02852	Syao.g_01469
OG0000780	Syas.g_02847	Syao.g_01456
OG0000781	Syas.g_02842	Syao.g_01452
OG0000782	Syas.g_02841	Syao.g_01451
OG0000783	Syas.g_02840	Syao.g_01450
OG0000784	Syas.g_02839	Syao.g_01449
OG0000785	Syas.g_02837	Syao.g_01481
OG0000786	Syas.g_02833	Syao.g_01473
OG0000787	Syas.g_02832	Syao.g_01472
OG0000788	Syas.g_00782	Syao.g_00870
OG0000789	Syas.g_01507	Syao.g_00623
OG0000790	Syas.g_01266	Syao.g_00041, Syao.g_00315
OG0000791	Syas.g_01268	Syao.g_00043
OG0000792	Syas.g_01269	Syao.g_00044
OG0000793	Syas.g_01359	Syao.g_02700
OG0000794	Syas.g_01361	Syao.g_02703
OG0000795	Syas.g_01363	Syao.g_02704
OG0000796	Syas.g_01368	Syao.g_02708
OG0000797	Syas.g_01369	Syao.g_02709
OG0000798	Syas.g_01750	Syao.g_02066
OG0000799	Syas.g_02789	Syao.g_01525
OG0000800	Syas.g_02790	Syao.g_01526
OG0000801	Syas.g_02791	Syao.g_01527
OG0000802	Syas.g_02797	Syao.g_01531
OG0000803	Syas.g_02800	Syao.g_01534
OG0000804	Syas.g_02803	Syao.g_01537
OG0000805	Syas.g_02805	Syao.g_01502
OG0000806	Syas.g_02807	Syao.g_01504
OG0000807	Syas.g_02808	Syao.g_01506
OG0000808	Syas.g_02809	Syao.g_01507
OG0000809	Syas.g_02811	Syao.g_01511
OG0000810	Syas.g_02813	Syao.g_01482
OG0000811	Syas.g_02822	Syao.g_01490
OG0000812	Syas.g_02824	Syao.g_01492
OG0000813	Syas.g_02825	Syao.g_01493
OG0000814	Syas.g_02827	Syao.g_01495
OG0000815	Syas.g_02829	Syao.g_01499
OG0000816	Syas.g_02831	Syao.g_01471
OG0000817	Syas.g_02753	Syao.g_01519
OG0000818	Syas.g_01282	Syao.g_00062
OG0000819	Syas.g_01283	Syao.g_00063
OG0000820	Syas.g_01284	Syao.g_00064
OG0000821	Syas.g_01289	Syao.g_00070
OG0000822	Syas.g_01291	Syao.g_00072
OG0000823	Syas.g_01292	Syao.g_00073
OG0000824	Syas.g_01297	Syao.g_00079
OG0000825	Syas.g_01298	Syao.g_00080
OG0000826	Syas.g_01299	Syao.g_00081
OG0000827	Syas.g_01300	Syao.g_00082
OG0000828	Syas.g_01303	Syao.g_00085
OG0000829	Syas.g_01304	Syao.g_00086
OG0000830	Syas.g_01305	Syao.g_00087
OG0000831	Syas.g_01308	Syao.g_00089
OG0000832	Syas.g_01476	Syao.g_01696
OG0000833	Syas.g_02738	Syao.g_01612
OG0000834	Syas.g_02737	Syao.g_01610
OG0000835	Syas.g_02736	Syao.g_01609
OG0000836	Syas.g_02732	Syao.g_01606
OG0000837	Syas.g_02731	Syao.g_01605
OG0000838	Syas.g_02727	Syao.g_01601
OG0000839	Syas.g_02726	Syao.g_01600
OG0000840	Syas.g_02725	Syao.g_01599
OG0000841	Syas.g_02724	Syao.g_01598
OG0000842	Syas.g_02723	Syao.g_01597
OG0000843	Syas.g_02722	Syao.g_01596
OG0000844	Syas.g_02720	Syao.g_01594
OG0000845	Syas.g_02719	Syao.g_01593
OG0000846	Syas.g_02718	Syao.g_01592
OG0000847	Syas.g_02717	Syao.g_01591
OG0000848	Syas.g_02715	Syao.g_01589
OG0000849	Syas.g_02714	Syao.g_01588
OG0000850	Syas.g_02711	Syao.g_01585
OG0000851	Syas.g_02708	Syao.g_01582
OG0000852	Syas.g_02707	Syao.g_01581
OG0000853	Syas.g_02703	Syao.g_01577
OG0000854	Syas.g_02701	Syao.g_01575
OG0000855	Syas.g_02700	Syao.g_01574
OG0000856	Syas.g_00103	Syao.g_01327
OG0000857	Syas.g_00579	Syao.g_00774
OG0000858	Syas.g_02693	Syao.g_01567
OG0000859	Syas.g_02692	Syao.g_01566
OG0000860	Syas.g_02679	Syao.g_01552
OG0000861	Syas.g_02678	Syao.g_01551
OG0000862	Syas.g_02677	Syao.g_01542
OG0000863	Syas.g_02675	Syao.g_01540
OG0000864	Syas.g_02674	Syao.g_01017
OG0000866	Syas.g_02672	Syao.g_01686
OG0000867	Syas.g_02671	Syao.g_01685
OG0000868	Syas.g_02667	Syao.g_01682
OG0000869	Syas.g_02662	Syao.g_01677
OG0000870	Syas.g_02657	Syao.g_01672
OG0000871	Syas.g_02656	Syao.g_01671
OG0000872	Syas.g_02650	Syao.g_01665
OG0000873	Syas.g_02647	Syao.g_01662
OG0000874	Syas.g_02645	Syao.g_01660
OG0000875	Syas.g_02644	Syao.g_01658
OG0000876	Syas.g_00280	Syao.g_00536
OG0000877	Syas.g_02603	Syao.g_01654
OG0000878	Syas.g_02602	Syao.g_01653
OG0000879	Syas.g_02601	Syao.g_01652
OG0000880	Syas.g_02600	Syao.g_01651
OG0000881	Syas.g_02596	Syao.g_01647
OG0000882	Syas.g_02591	Syao.g_01642
OG0000883	Syas.g_02586	Syao.g_01638
OG0000884	Syas.g_02584	Syao.g_01636
OG0000885	Syas.g_02583	Syao.g_01635
OG0000886	Syas.g_02582	Syao.g_01634
OG0000887	Syas.g_02581	Syao.g_01633
OG0000888	Syas.g_02579	Syao.g_01631
OG0000889	Syas.g_02577	Syao.g_01629
OG0000890	Syas.g_02574	Syao.g_01626
OG0000891	Syas.g_02573	Syao.g_01625
OG0000892	Syas.g_02571	Syao.g_01695
OG0000893	Syas.g_01677	Syao.g_01934
OG0000894	Syas.g_01667	Syao.g_01937
OG0000895	Syas.g_01663	Syao.g_01916
OG0000896	Syas.g_01662	Syao.g_01917
OG0000897	Syas.g_01660	Syao.g_01919
OG0000898	Syas.g_01659	Syao.g_01920
OG0000899	Syas.g_01658	Syao.g_01921
OG0000900	Syas.g_01657	Syao.g_01922
OG0000901	Syas.g_01652	Syao.g_01927
OG0000902	Syas.g_01651	Syao.g_01929
OG0000903	Syas.g_01637	Syao.g_01798
OG0000904	Syas.g_01642	Syao.g_01804
OG0000905	Syas.g_01647	Syao.g_01862
OG0000906	Syas.g_01649	Syao.g_01931
OG0000907	Syas.g_01635	Syao.g_01796
OG0000908	Syas.g_01632	Syao.g_01793
OG0000909	Syas.g_01631	Syao.g_01792
OG0000910	Syas.g_01630	Syao.g_01791
OG0000911	Syas.g_01628	Syao.g_01789
OG0000912	Syas.g_01627	Syao.g_01788
OG0000913	Syas.g_01626	Syao.g_01787
OG0000914	Syas.g_01625	Syao.g_01786
OG0000915	Syas.g_01623	Syao.g_01784
OG0000916	Syas.g_01622	Syao.g_01783
OG0000917	Syas.g_01621	Syao.g_01782
OG0000918	Syas.g_01620	Syao.g_01781
OG0000919	Syas.g_01619	Syao.g_01780
OG0000920	Syas.g_01618	Syao.g_01779
OG0000921	Syas.g_01617	Syao.g_01778
OG0000922	Syas.g_01616	Syao.g_01777
OG0000923	Syas.g_01612	Syao.g_01772
OG0000924	Syas.g_01611	Syao.g_01771
OG0000925	Syas.g_01610	Syao.g_01770
OG0000926	Syas.g_01609	Syao.g_01769
OG0000927	Syas.g_01607	Syao.g_01767
OG0000928	Syas.g_01606	Syao.g_01766
OG0000929	Syas.g_01605	Syao.g_01765
OG0000930	Syas.g_01604	Syao.g_01764
OG0000931	Syas.g_01603	Syao.g_01763
OG0000932	Syas.g_01602	Syao.g_01762
OG0000933	Syas.g_01596	Syao.g_01811
OG0000934	Syas.g_01594	Syao.g_01809
OG0000935	Syas.g_01593	Syao.g_01808
OG0000936	Syas.g_01592	Syao.g_01843
OG0000937	Syas.g_01591	Syao.g_01842
OG0000938	Syas.g_01588	Syao.g_01839
OG0000939	Syas.g_01587	Syao.g_01838
OG0000940	Syas.g_01580	Syao.g_01830
OG0000941	Syas.g_01578	Syao.g_01828
OG0000942	Syas.g_01576	Syao.g_01826
OG0000943	Syas.g_01575	Syao.g_01824
OG0000944	Syas.g_01573	Syao.g_01822
OG0000945	Syas.g_01572	Syao.g_01821
OG0000946	Syas.g_01565	Syao.g_01852
OG0000947	Syas.g_01562	Syao.g_01849
OG0000948	Syas.g_01561	Syao.g_01848
OG0000949	Syas.g_02213	Syao.g_01970
OG0000950	Syas.g_02197	Syao.g_01957
OG0000951	Syas.g_02190	Syao.g_02262
OG0000952	Syas.g_02186	Syao.g_02266
OG0000953	Syas.g_02182	Syao.g_02130
OG0000954	Syas.g_02174	Syao.g_02135
OG0000955	Syas.g_02173	Syao.g_02136
OG0000956	Syas.g_02171	Syao.g_02138
OG0000957	Syas.g_02158	Syao.g_01951
OG0000958	Syas.g_02157	Syao.g_01950
OG0000959	Syas.g_02154	Syao.g_01947
OG0000960	Syas.g_02153	Syao.g_01946
OG0000961	Syas.g_02345	Syao.g_02496
OG0000962	Syas.g_02146	Syao.g_02191
OG0000963	Syas.g_02143	Syao.g_02186
OG0000964	Syas.g_02142	Syao.g_02185
OG0000965	Syas.g_02141	Syao.g_02184
OG0000966	Syas.g_02112	Syao.g_02172
OG0000967	Syas.g_02108	Syao.g_02167
OG0000968	Syas.g_02106	Syao.g_02199
OG0000969	Syas.g_02104	Syao.g_02200
OG0000970	Syas.g_02103	Syao.g_02201
OG0000971	Syas.g_02101	Syao.g_02203
OG0000972	Syas.g_02100	Syao.g_02204
OG0000973	Syas.g_02099	Syao.g_02205
OG0000974	Syas.g_02098	Syao.g_02206
OG0000975	Syas.g_02097	Syao.g_02207
OG0000976	Syas.g_02096	Syao.g_02208
OG0000977	Syas.g_02094	Syao.g_02210
OG0000978	Syas.g_02093	Syao.g_02211
OG0000979	Syas.g_02090	Syao.g_02214
OG0000980	Syas.g_02087	Syao.g_02217
OG0000981	Syas.g_02084	Syao.g_02220
OG0000982	Syas.g_01882	Syao.g_02437
OG0000983	Syas.g_01883	Syao.g_02438
OG0000984	Syas.g_01884	Syao.g_02439
OG0000985	Syas.g_01888	Syao.g_02443
OG0000986	Syas.g_01891	Syao.g_02445
OG0000987	Syas.g_01897	Syao.g_02447
OG0000988	Syas.g_01902	Syao.g_02452
OG0000989	Syas.g_01908	Syao.g_02368
OG0000990	Syas.g_01937	Syao.g_02362
OG0000991	Syas.g_01939	Syao.g_02354
OG0000992	Syas.g_01943	Syao.g_02279
OG0000993	Syas.g_01945	Syao.g_02280
OG0000994	Syas.g_01948	Syao.g_02283
OG0000995	Syas.g_01955	Syao.g_02287
OG0000996	Syas.g_01977	Syao.g_02305
OG0000997	Syas.g_01993	Syao.g_02326
OG0000998	Syas.g_01995	Syao.g_02328
OG0000999	Syas.g_01996	Syao.g_02329
OG0001000	Syas.g_02000	Syao.g_02333
OG0001001	Syas.g_02006	Syao.g_02338
OG0001002	Syas.g_02014	Syao.g_02345
OG0001003	Syas.g_02016	Syao.g_02347
OG0001004	Syas.g_02017	Syao.g_02348
OG0001005	Syas.g_02018	Syao.g_02194
OG0001006	Syas.g_02032	Syao.g_02159
OG0001007	Syas.g_02034	Syao.g_02161
OG0001008	Syas.g_01496	Syao.g_01737
OG0001009	Syas.g_02065	Syao.g_02239
OG0001010	Syas.g_02066	Syao.g_02238
OG0001011	Syas.g_02068	Syao.g_02236
OG0001012	Syas.g_00152	Syao.g_00322
OG0001013	Syas.g_01866	Syao.g_02413
OG0001014	Syas.g_01857	Syao.g_02407
OG0001015	Syas.g_01856	Syao.g_02406
OG0001016	Syas.g_02517	Syao.g_02622
OG0001017	Syas.g_02511	Syao.g_02628
OG0001018	Syas.g_02509	Syao.g_02630
OG0001019	Syas.g_02469	Syao.g_02654
OG0001020	Syas.g_02443	Syao.g_02663
OG0001021	Syas.g_02437	Syao.g_02666
OG0001022	Syas.g_02434	Syao.g_02670
OG0001023	Syas.g_02433	Syao.g_02671
OG0001024	Syas.g_00135	Syao.g_01018
OG0001025	Syas.g_02424	Syao.g_02597
OG0001026	Syas.g_02412	Syao.g_02594
OG0001027	Syas.g_02408	Syao.g_02564
OG0001028	Syas.g_02405	Syao.g_02568
OG0001029	Syas.g_02403	Syao.g_02570
OG0001030	Syas.g_02384	Syao.g_02545
OG0001031	Syas.g_02293	Syao.g_02528
OG0001032	Syas.g_02290	Syao.g_02530
OG0001033	Syas.g_02239	Syao.g_01016
OG0001034	Syas.g_02556	Syao.g_01704
OG0001035	Syas.g_01704	Syao.g_02101
OG0001036	Syas.g_01709	Syao.g_02096
OG0001037	Syas.g_01711	Syao.g_02094
OG0001038	Syas.g_01751	Syao.g_02065
OG0001039	Syas.g_01754	Syao.g_02062
OG0001041	Syas.g_01761	Syao.g_02055
OG0001042	Syas.g_01821	Syao.g_02032
OG0001043	Syas.g_01817	Syao.g_02028
OG0001044	Syas.g_01542	Syao.g_01878
OG0001045	Syas.g_01529	Syao.g_01865
OG0001046	Syas.g_00532	Syao.g_00827
OG0001047	Syas.g_01494	Syao.g_01739
OG0001048	Syas.g_01493	Syao.g_01740
OG0001049	Syas.g_02742	Syao.g_01616
OG0001050	Syas.g_02743	Syao.g_01618
OG0001051	Syas.g_02744	Syao.g_01619
OG0001052	Syas.g_01337	Syao.g_02686
OG0001053	Syas.g_01250	Syao.g_00025
OG0001054	Syas.g_01231	Syao.g_00104
OG0001055	Syas.g_01210	Syao.g_00156
OG0001056	Syas.g_00068	Syao.g_01417
OG0001057	Syas.g_00763	Syao.g_00879
OG0001058	Syas.g_00787	Syao.g_00862
OG0001059	Syas.g_00791	Syao.g_00858
OG0001060	Syas.g_00797	Syao.g_00852
OG0001062	Syas.g_00819	Syao.g_01050
OG0001063	Syas.g_00830	Syao.g_01042
OG0001064	Syas.g_00831	Syao.g_01041
OG0001065	Syas.g_00832	Syao.g_01040
OG0001066	Syas.g_00833	Syao.g_01039
OG0001067	Syas.g_00834	Syao.g_01038
OG0001068	Syas.g_00835	Syao.g_01037
OG0001069	Syas.g_00836	Syao.g_01036
OG0001070	Syas.g_00840	Syao.g_01032
OG0001071	Syas.g_00841	Syao.g_01031
OG0001072	Syas.g_00844	Syao.g_01027
OG0001073	Syas.g_00855	Syao.g_00991
OG0001074	Syas.g_00157	Syao.g_00392
OG0001075	Syas.g_00163	Syao.g_00391
OG0001076	Syas.g_00113	Syao.g_01339
OG0001077	Syas.g_00101	Syao.g_01323
OG0001078	Syas.g_00745	Syao.g_00895
OG0001079	Syas.g_00729	Syao.g_00911
OG0001081	Syas.g_00715	Syao.g_00925
OG0001082	Syas.g_00714	Syao.g_00926
OG0001083	Syas.g_00707	Syao.g_00934
OG0001084	Syas.g_00706	Syao.g_00935
OG0001085	Syas.g_00693	Syao.g_00947
OG0001086	Syas.g_00691	Syao.g_00949
OG0001087	Syas.g_00071	Syao.g_01419
OG0001088	Syas.g_01060	Syao.g_00211
OG0001089	Syas.g_01039	Syao.g_00376
OG0001090	Syas.g_00980	Syao.g_00494
OG0001091	Syas.g_00979	Syao.g_00491
OG0001092	Syas.g_00178	Syao.g_00489
OG0001093	Syas.g_00184	Syao.g_00482
OG0001095	Syas.g_00582	Syao.g_00771
OG0001097	Syas.g_00243	Syao.g_00552
OG0001098	Syas.g_00880	Syao.g_00731
OG0001099	Syas.g_02404	Syao.g_02569
OG0001100	Syas.g_00682	Syao.g_00957
OG0001101	Syas.g_00680	Syao.g_00959
OG0001102	Syas.g_00677	Syao.g_00962
OG0001103	Syas.g_00675	Syao.g_00964
OG0001105	Syas.g_00617	Syao.g_00736
OG0001106	Syas.g_00447	Syao.g_00688
OG0001107	Syas.g_00459	Syao.g_00676
OG0001108	Syas.g_00494	Syao.g_00669
OG0001109	Syas.g_00496	Syao.g_00667
OG0001110	Syas.g_00498	Syao.g_00665
OG0001111	Syas.g_00500	Syao.g_00663
OG0001112	Syas.g_00503	Syao.g_00661
OG0001113	Syas.g_00504	Syao.g_00660
OG0001114	Syas.g_00505	Syao.g_00659
OG0001115	Syas.g_00527	Syao.g_00832
OG0001116	Syas.g_00529	Syao.g_00830
OG0001117	Syas.g_00530	Syao.g_00829
OG0001118	Syas.g_00531	Syao.g_00828
OG0001119	Syas.g_00533	Syao.g_00826
OG0001120	Syas.g_00539	Syao.g_00822
OG0001122	Syas.g_00222	Syao.g_00445
OG0001123	Syas.g_00214	Syao.g_00451
OG0001124	Syas.g_00212	Syao.g_00453
OG0001125	Syas.g_00210	Syao.g_00456
OG0001126	Syas.g_00991	Syao.g_00504
OG0001127	Syas.g_00992	Syao.g_00505
OG0001128	Syas.g_00995	Syao.g_00508
OG0001129	Syas.g_00997	Syao.g_00510
OG0001130	Syas.g_00998	Syao.g_00511
OG0001131	Syas.g_01401	Syao.g_01387
OG0001132	Syas.g_00525	Syao.g_01221
OG0001133	Syas.g_00109	Syao.g_01333
OG0001136	Syas.g_01187	Syao.g_00126
OG0001138	Syas.g_01114	Syao.g_00227
OG0001139	Syas.g_01112	Syao.g_00225
OG0001140	Syas.g_01111	Syao.g_00224
OG0001141	Syas.g_01110	Syao.g_00254
OG0001142	Syas.g_01109	Syao.g_00253
OG0001143	Syas.g_01092	Syao.g_00243
OG0001144	Syas.g_01084	Syao.g_00276
OG0001145	Syas.g_02867	Syao.g_01446
OG0001146	Syas.g_02846	Syao.g_01455
OG0001147	Syas.g_01329	Syao.g_00095
OG0001148	Syas.g_01263	Syao.g_00038
OG0001149	Syas.g_01264	Syao.g_00039
OG0001150	Syas.g_01265	Syao.g_00040
OG0001151	Syas.g_01366	Syao.g_02706
OG0001152	Syas.g_01367	Syao.g_02707
OG0001153	Syas.g_01301	Syao.g_00083
OG0001154	Syas.g_01302	Syao.g_00084
OG0001155	Syas.g_01478	Syao.g_01747
OG0001156	Syas.g_01489	Syao.g_01744
OG0001157	Syas.g_01490	Syao.g_01743
OG0001158	Syas.g_01491	Syao.g_01742
OG0001159	Syas.g_01492	Syao.g_01741
OG0001160	Syas.g_02705	Syao.g_01579
OG0001161	Syas.g_02030	Syao.g_02373
OG0001162	Syas.g_02473	Syao.g_02650
OG0001163	Syas.g_02697	Syao.g_01571
OG0001164	Syas.g_02691	Syao.g_01564
OG0001165	Syas.g_02686	Syao.g_01559
OG0001166	Syas.g_02658	Syao.g_01673
OG0001167	Syas.g_01046	Syao.g_01006
OG0001168	Syas.g_02597	Syao.g_01648
OG0001169	Syas.g_02595	Syao.g_01646
OG0001170	Syas.g_02593	Syao.g_01644
OG0001171	Syas.g_02580	Syao.g_01632
OG0001172	Syas.g_01665	Syao.g_01914
OG0001173	Syas.g_01664	Syao.g_01915
OG0001174	Syas.g_01656	Syao.g_01923
OG0001175	Syas.g_01655	Syao.g_01924
OG0001176	Syas.g_01638	Syao.g_01799
OG0001177	Syas.g_01640	Syao.g_01802
OG0001178	Syas.g_02676	Syao.g_01541
OG0001179	Syas.g_01608	Syao.g_01768
OG0001180	Syas.g_01583	Syao.g_01833
OG0001181	Syas.g_01579	Syao.g_01829
OG0001182	Syas.g_01571	Syao.g_01820
OG0001183	Syas.g_01564	Syao.g_01851
OG0001184	Syas.g_02188	Syao.g_02264
OG0001185	Syas.g_02162	Syao.g_02147
