Orthogroup	Syas	Prbk
OG0000583	Syas.g_00872	Prbk.g_01156
OG0000584	Syas.g_00871	Prbk.g_01157
OG0000585	Syas.g_00868	Prbk.g_01159
OG0000586	Syas.g_00867	Prbk.g_01161
OG0000587	Syas.g_00865	Prbk.g_01163
OG0000588	Syas.g_00960	Prbk.g_02605
OG0000589	Syas.g_00121	Prbk.g_02608
OG0000590	Syas.g_00120	Prbk.g_02609
OG0000591	Syas.g_00106	Prbk.g_02616
OG0000592	Syas.g_00105	Prbk.g_02617
OG0000593	Syas.g_00750	Prbk.g_02627
OG0000594	Syas.g_00749	Prbk.g_02628
OG0000595	Syas.g_00748	Prbk.g_02629
OG0000596	Syas.g_00743	Prbk.g_02634
OG0000597	Syas.g_00740	Prbk.g_02637
OG0000598	Syas.g_00739	Prbk.g_02638
OG0000599	Syas.g_00732	Prbk.g_02648
OG0000600	Syas.g_00731	Prbk.g_02649
OG0000601	Syas.g_00730	Prbk.g_02650
OG0000602	Syas.g_00725	Prbk.g_02654
OG0000603	Syas.g_00724	Prbk.g_02655
OG0000604	Syas.g_00721	Prbk.g_02656
OG0000605	Syas.g_00719	Prbk.g_00740
OG0000606	Syas.g_00716	Prbk.g_00729
OG0000607	Syas.g_00713	Prbk.g_00726
OG0000608	Syas.g_00712	Prbk.g_00725
OG0000609	Syas.g_00710	Prbk.g_00723
OG0000610	Syas.g_00702	Prbk.g_00715
OG0000611	Syas.g_00699	Prbk.g_00712
OG0000612	Syas.g_00698	Prbk.g_00711
OG0000613	Syas.g_01825	Prbk.g_00478
OG0000614	Syas.g_01044	Prbk.g_01802
OG0000615	Syas.g_00650	Prbk.g_02429
OG0000616	Syas.g_02011	Prbk.g_02262
OG0000617	Syas.g_00180	Prbk.g_00613
OG0000618	Syas.g_00181	Prbk.g_00612
OG0000619	Syas.g_00182	Prbk.g_00611
OG0000620	Syas.g_00188	Prbk.g_00607
OG0000621	Syas.g_00189	Prbk.g_00606
OG0000622	Syas.g_00190	Prbk.g_00605
OG0000623	Syas.g_00191	Prbk.g_00604
OG0000624	Syas.g_00192	Prbk.g_00603
OG0000625	Syas.g_00193	Prbk.g_00602
OG0000626	Syas.g_00194	Prbk.g_00601
OG0000627	Syas.g_00372	Prbk.g_02376
OG0000628	Syas.g_00373	Prbk.g_02375
OG0000629	Syas.g_00376	Prbk.g_02372
OG0000630	Syas.g_00397	Prbk.g_02368
OG0000631	Syas.g_00405	Prbk.g_02362
OG0000632	Syas.g_00406	Prbk.g_02361
OG0000633	Syas.g_00407	Prbk.g_02360
OG0000634	Syas.g_00600	Prbk.g_02464
OG0000635	Syas.g_00599	Prbk.g_02465
OG0000636	Syas.g_00597	Prbk.g_02467
OG0000637	Syas.g_00595	Prbk.g_02469
OG0000638	Syas.g_00594	Prbk.g_02470
OG0000639	Syas.g_00593	Prbk.g_02471
OG0000640	Syas.g_00592	Prbk.g_02472
OG0000641	Syas.g_00587	Prbk.g_02476
OG0000642	Syas.g_00586	Prbk.g_02477
OG0000643	Syas.g_00585	Prbk.g_02478
OG0000644	Syas.g_00584	Prbk.g_02479
OG0000645	Syas.g_00583	Prbk.g_02480
OG0000646	Syas.g_00580	Prbk.g_02483
OG0000647	Syas.g_00578	Prbk.g_02486
OG0000648	Syas.g_00576	Prbk.g_02488
OG0000649	Syas.g_00575	Prbk.g_02489
OG0000650	Syas.g_00574	Prbk.g_02490
OG0000651	Syas.g_00573	Prbk.g_02491
OG0000652	Syas.g_00572	Prbk.g_02492
OG0000653	Syas.g_00570	Prbk.g_02494
OG0000654	Syas.g_00569	Prbk.g_02495
OG0000655	Syas.g_00568	Prbk.g_02496
OG0000656	Syas.g_00565	Prbk.g_02499
OG0000657	Syas.g_00232	Prbk.g_02532
OG0000658	Syas.g_00235	Prbk.g_02534
OG0000659	Syas.g_00236	Prbk.g_02535
OG0000660	Syas.g_00240	Prbk.g_02539
OG0000661	Syas.g_00242	Prbk.g_02541
OG0000662	Syas.g_00281	Prbk.g_02543
OG0000663	Syas.g_00284	Prbk.g_02546
OG0000664	Syas.g_00287	Prbk.g_02547
OG0000665	Syas.g_00385	Prbk.g_02560
OG0000666	Syas.g_01362	Prbk.g_02563
OG0000667	Syas.g_00088	Prbk.g_02570
OG0000668	Syas.g_00221	Prbk.g_00582
OG0000669	Syas.g_00684	Prbk.g_02580
OG0000670	Syas.g_00681	Prbk.g_01662
OG0000671	Syas.g_00679	Prbk.g_02391
OG0000672	Syas.g_00676	Prbk.g_02394
OG0000673	Syas.g_00673	Prbk.g_02397
OG0000674	Syas.g_00671	Prbk.g_02399
OG0000675	Syas.g_00670	Prbk.g_02400
OG0000676	Syas.g_00668	Prbk.g_02408
OG0000677	Syas.g_00667	Prbk.g_02410
OG0000678	Syas.g_00660	Prbk.g_02415
OG0000679	Syas.g_00629	Prbk.g_02435
OG0000680	Syas.g_00628	Prbk.g_02436
OG0000681	Syas.g_00625	Prbk.g_02438
OG0000682	Syas.g_00624	Prbk.g_02439
OG0000683	Syas.g_00623	Prbk.g_02440
OG0000684	Syas.g_00621	Prbk.g_02453
OG0000685	Syas.g_00187	Prbk.g_02451
OG0000686	Syas.g_00619	Prbk.g_02450
OG0000687	Syas.g_00618	Prbk.g_02449
OG0000688	Syas.g_00612	Prbk.g_02455
OG0000689	Syas.g_00610	Prbk.g_02456
OG0000690	Syas.g_00609	Prbk.g_02457
OG0000691	Syas.g_00608	Prbk.g_02458
OG0000692	Syas.g_00606	Prbk.g_02459
OG0000693	Syas.g_00604	Prbk.g_02460
OG0000694	Syas.g_00603	Prbk.g_02461
OG0000695	Syas.g_00410	Prbk.g_02358
OG0000696	Syas.g_00411	Prbk.g_02357
OG0000697	Syas.g_00413	Prbk.g_02355
OG0000698	Syas.g_00417	Prbk.g_02352
OG0000699	Syas.g_00419	Prbk.g_02350
OG0000700	Syas.g_00420	Prbk.g_02349
OG0000701	Syas.g_00421	Prbk.g_02348
OG0000702	Syas.g_00437	Prbk.g_02340
OG0000703	Syas.g_00438	Prbk.g_02339
OG0000704	Syas.g_00446	Prbk.g_02337
OG0000705	Syas.g_00453	Prbk.g_02331
OG0000706	Syas.g_00454	Prbk.g_02330
OG0000707	Syas.g_00455	Prbk.g_02329
OG0000708	Syas.g_00458	Prbk.g_02327
OG0000709	Syas.g_00466	Prbk.g_02320
OG0000710	Syas.g_00497	Prbk.g_02316
OG0000711	Syas.g_00546	Prbk.g_02293
OG0000712	Syas.g_00548	Prbk.g_02292
OG0000713	Syas.g_00549	Prbk.g_00562
OG0000714	Syas.g_00551	Prbk.g_00566
OG0000715	Syas.g_00553	Prbk.g_00568
OG0000716	Syas.g_00556	Prbk.g_00572
OG0000717	Syas.g_00557	Prbk.g_00573
OG0000718	Syas.g_00561	Prbk.g_00578
OG0000719	Syas.g_00223	Prbk.g_00580
OG0000720	Syas.g_00209	Prbk.g_00593
OG0000721	Syas.g_00207	Prbk.g_00594
OG0000722	Syas.g_00206	Prbk.g_00595
OG0000723	Syas.g_00196	Prbk.g_00599
OG0000724	Syas.g_00999	Prbk.g_00061
OG0000725	Syas.g_01024	Prbk.g_00054
OG0000726	Syas.g_01025	Prbk.g_00053
OG0000727	Syas.g_01026	Prbk.g_00052
OG0000728	Syas.g_01028	Prbk.g_00051
OG0000729	Syas.g_02145	Prbk.g_01531
OG0000730	Syas.g_01544	Prbk.g_00869
OG0000731	Syas.g_01532	Prbk.g_00879
OG0000732	Syas.g_02086	Prbk.g_01601
OG0000733	Syas.g_00096	Prbk.g_02202
OG0000734	Syas.g_02414	Prbk.g_00004
OG0000735	Syas.g_01201	Prbk.g_01037
OG0000736	Syas.g_01200	Prbk.g_01036
OG0000737	Syas.g_01199	Prbk.g_01035
OG0000738	Syas.g_01193	Prbk.g_01028
OG0000739	Syas.g_01192	Prbk.g_01026
OG0000740	Syas.g_01191	Prbk.g_01025
OG0000741	Syas.g_01188	Prbk.g_01022
OG0000742	Syas.g_01185	Prbk.g_01020
OG0000743	Syas.g_01182	Prbk.g_01018
OG0000744	Syas.g_01181	Prbk.g_01017
OG0000745	Syas.g_01178	Prbk.g_00141
OG0000746	Syas.g_01176	Prbk.g_00143
OG0000747	Syas.g_01174	Prbk.g_00144
OG0000748	Syas.g_01146	Prbk.g_00156
OG0000749	Syas.g_01144	Prbk.g_00157
OG0000750	Syas.g_01143	Prbk.g_00158
OG0000751	Syas.g_01138	Prbk.g_00105
OG0000752	Syas.g_01136	Prbk.g_00103
OG0000753	Syas.g_01133	Prbk.g_00100
OG0000754	Syas.g_01128	Prbk.g_01501
OG0000755	Syas.g_01117	Prbk.g_00139
OG0000756	Syas.g_01116	Prbk.g_00138
OG0000757	Syas.g_01108	Prbk.g_00131
OG0000758	Syas.g_01107	Prbk.g_00130
OG0000759	Syas.g_01106	Prbk.g_00129
OG0000760	Syas.g_01105	Prbk.g_00128
OG0000761	Syas.g_01104	Prbk.g_00127
OG0000762	Syas.g_01102	Prbk.g_01503
OG0000763	Syas.g_01091	Prbk.g_01505
OG0000764	Syas.g_01090	Prbk.g_01506
OG0000765	Syas.g_01076	Prbk.g_00178
OG0000766	Syas.g_01075	Prbk.g_00177
OG0000767	Syas.g_01073	Prbk.g_00175
OG0000768	Syas.g_01072	Prbk.g_00174
OG0000769	Syas.g_01070	Prbk.g_00098
OG0000770	Syas.g_01067	Prbk.g_00122
OG0000771	Syas.g_00993	Prbk.g_00066
OG0000772	Syas.g_01461	Prbk.g_02011
OG0000773	Syas.g_00002	Prbk.g_00162
OG0000774	Syas.g_02862	Prbk.g_01192
OG0000775	Syas.g_02860	Prbk.g_01190
OG0000776	Syas.g_02859	Prbk.g_01189
OG0000777	Syas.g_02858	Prbk.g_01188
OG0000778	Syas.g_02857	Prbk.g_01187
OG0000779	Syas.g_02852	Prbk.g_01182
OG0000780	Syas.g_02847	Prbk.g_01179
OG0000781	Syas.g_02842	Prbk.g_01175
OG0000782	Syas.g_02841	Prbk.g_01174
OG0000783	Syas.g_02840	Prbk.g_01173
OG0000784	Syas.g_02839	Prbk.g_01172
OG0000785	Syas.g_02837	Prbk.g_01170
OG0000786	Syas.g_02833	Prbk.g_01167
OG0000787	Syas.g_02832	Prbk.g_01166
OG0000788	Syas.g_00782	Prbk.g_00334
OG0000789	Syas.g_01507	Prbk.g_01691
OG0000790	Syas.g_01266	Prbk.g_02048
OG0000791	Syas.g_01268	Prbk.g_02046
OG0000792	Syas.g_01269	Prbk.g_02045
OG0000793	Syas.g_01359	Prbk.g_02041
OG0000794	Syas.g_01361	Prbk.g_02040
OG0000795	Syas.g_01363	Prbk.g_02039
OG0000796	Syas.g_01368	Prbk.g_02035
OG0000797	Syas.g_01369	Prbk.g_02034
OG0000798	Syas.g_01750	Prbk.g_00414
OG0000799	Syas.g_02789	Prbk.g_01929
OG0000800	Syas.g_02790	Prbk.g_01930
OG0000801	Syas.g_02791	Prbk.g_01931
OG0000802	Syas.g_02797	Prbk.g_01938
OG0000803	Syas.g_02800	Prbk.g_00244
OG0000804	Syas.g_02803	Prbk.g_00246
OG0000805	Syas.g_02805	Prbk.g_00248
OG0000806	Syas.g_02807	Prbk.g_00250
OG0000807	Syas.g_02808	Prbk.g_00252
OG0000808	Syas.g_02809	Prbk.g_00253
OG0000809	Syas.g_02811	Prbk.g_00257
OG0000810	Syas.g_02813	Prbk.g_00258
OG0000811	Syas.g_02822	Prbk.g_00270
OG0000812	Syas.g_02824	Prbk.g_00272
OG0000813	Syas.g_02825	Prbk.g_00273
OG0000814	Syas.g_02827	Prbk.g_00275
OG0000815	Syas.g_02829	Prbk.g_00276
OG0000816	Syas.g_02831	Prbk.g_00278
OG0000817	Syas.g_02753	Prbk.g_00279
OG0000818	Syas.g_01282	Prbk.g_01237
OG0000819	Syas.g_01283	Prbk.g_01236
OG0000820	Syas.g_01284	Prbk.g_01235
OG0000821	Syas.g_01289	Prbk.g_01228
OG0000822	Syas.g_01291	Prbk.g_01226
OG0000823	Syas.g_01292	Prbk.g_01225
OG0000824	Syas.g_01297	Prbk.g_01221
OG0000825	Syas.g_01298	Prbk.g_01220
OG0000826	Syas.g_01299	Prbk.g_01219
OG0000827	Syas.g_01300	Prbk.g_01218
OG0000828	Syas.g_01303	Prbk.g_01215
OG0000829	Syas.g_01304	Prbk.g_01214
OG0000830	Syas.g_01305	Prbk.g_01213
OG0000831	Syas.g_01308	Prbk.g_01211
OG0000832	Syas.g_01476	Prbk.g_02006
OG0000833	Syas.g_02738	Prbk.g_01998
OG0000834	Syas.g_02737	Prbk.g_01997
OG0000835	Syas.g_02736	Prbk.g_01996
OG0000836	Syas.g_02732	Prbk.g_01994
OG0000837	Syas.g_02731	Prbk.g_01993
OG0000838	Syas.g_02727	Prbk.g_01990
OG0000839	Syas.g_02726	Prbk.g_01989
OG0000840	Syas.g_02725	Prbk.g_01988
OG0000841	Syas.g_02724	Prbk.g_01987
OG0000842	Syas.g_02723	Prbk.g_01986
OG0000843	Syas.g_02722	Prbk.g_01985
OG0000844	Syas.g_02720	Prbk.g_01983
OG0000845	Syas.g_02719	Prbk.g_01982
OG0000846	Syas.g_02718	Prbk.g_01981
OG0000847	Syas.g_02717	Prbk.g_01980
OG0000848	Syas.g_02715	Prbk.g_01979
OG0000849	Syas.g_02714	Prbk.g_01978
OG0000850	Syas.g_02711	Prbk.g_01977
OG0000851	Syas.g_02708	Prbk.g_00937
OG0000852	Syas.g_02707	Prbk.g_00936
OG0000853	Syas.g_02703	Prbk.g_00932
OG0000854	Syas.g_02701	Prbk.g_00930
OG0000855	Syas.g_02700	Prbk.g_00929
OG0000856	Syas.g_00103	Prbk.g_02619
OG0000857	Syas.g_00579	Prbk.g_02485
OG0000858	Syas.g_02693	Prbk.g_00918
OG0000859	Syas.g_02692	Prbk.g_00917
OG0000860	Syas.g_02679	Prbk.g_00905
OG0000861	Syas.g_02678	Prbk.g_00904
OG0000862	Syas.g_02677	Prbk.g_00902
OG0000863	Syas.g_02675	Prbk.g_01451
OG0000864	Syas.g_02674	Prbk.g_01450
OG0000865	Syas.g_02673	Prbk.g_01449
OG0000866	Syas.g_02672	Prbk.g_01448
OG0000867	Syas.g_02671	Prbk.g_01447
OG0000868	Syas.g_02667	Prbk.g_01445
OG0000869	Syas.g_02662	Prbk.g_01442
OG0000870	Syas.g_02657	Prbk.g_01437
OG0000871	Syas.g_02656	Prbk.g_01436
OG0000872	Syas.g_02650	Prbk.g_01434
OG0000873	Syas.g_02647	Prbk.g_01431
OG0000874	Syas.g_02645	Prbk.g_01427
OG0000875	Syas.g_02644	Prbk.g_01426
OG0000876	Syas.g_00280	Prbk.g_01425
OG0000877	Syas.g_02603	Prbk.g_01422
OG0000878	Syas.g_02602	Prbk.g_01421
OG0000879	Syas.g_02601	Prbk.g_01420
OG0000880	Syas.g_02600	Prbk.g_01419
OG0000881	Syas.g_02596	Prbk.g_01414
OG0000882	Syas.g_02591	Prbk.g_01409
OG0000883	Syas.g_02586	Prbk.g_01407
OG0000884	Syas.g_02584	Prbk.g_01405
OG0000885	Syas.g_02583	Prbk.g_01404
OG0000886	Syas.g_02582	Prbk.g_01403
OG0000887	Syas.g_02581	Prbk.g_01402
OG0000888	Syas.g_02579	Prbk.g_01400
OG0000889	Syas.g_02577	Prbk.g_01398
OG0000890	Syas.g_02574	Prbk.g_01384
OG0000891	Syas.g_02573	Prbk.g_01383
OG0000892	Syas.g_02571	Prbk.g_01381
OG0000893	Syas.g_01677	Prbk.g_01901
OG0000894	Syas.g_01667	Prbk.g_01905
OG0000895	Syas.g_01663	Prbk.g_01910
OG0000896	Syas.g_01662	Prbk.g_01911
OG0000897	Syas.g_01660	Prbk.g_01913
OG0000898	Syas.g_01659	Prbk.g_01914
OG0000899	Syas.g_01658	Prbk.g_01915
OG0000900	Syas.g_01657	Prbk.g_01916
OG0000901	Syas.g_01652	Prbk.g_01920
OG0000902	Syas.g_01651	Prbk.g_01922
OG0000903	Syas.g_01637	Prbk.g_00990
OG0000904	Syas.g_01642	Prbk.g_00995
OG0000905	Syas.g_01647	Prbk.g_00997
OG0000906	Syas.g_01649	Prbk.g_01926
OG0000907	Syas.g_01635	Prbk.g_00988
OG0000908	Syas.g_01632	Prbk.g_00985
OG0000909	Syas.g_01631	Prbk.g_00984
OG0000910	Syas.g_01630	Prbk.g_00983
OG0000911	Syas.g_01628	Prbk.g_00981
OG0000912	Syas.g_01627	Prbk.g_00980
OG0000913	Syas.g_01626	Prbk.g_00979
OG0000914	Syas.g_01625	Prbk.g_00978
OG0000915	Syas.g_01623	Prbk.g_00977
OG0000916	Syas.g_01622	Prbk.g_00976
OG0000917	Syas.g_01621	Prbk.g_00975
OG0000918	Syas.g_01620	Prbk.g_00974
OG0000919	Syas.g_01619	Prbk.g_00973
OG0000920	Syas.g_01618	Prbk.g_00972
OG0000921	Syas.g_01617	Prbk.g_00971
OG0000922	Syas.g_01616	Prbk.g_00970
OG0000923	Syas.g_01612	Prbk.g_00966
OG0000924	Syas.g_01611	Prbk.g_00965
OG0000925	Syas.g_01610	Prbk.g_00964
OG0000926	Syas.g_01609	Prbk.g_00963
OG0000927	Syas.g_01607	Prbk.g_00961
OG0000928	Syas.g_01606	Prbk.g_00960
OG0000929	Syas.g_01605	Prbk.g_00959
OG0000930	Syas.g_01604	Prbk.g_00958
OG0000931	Syas.g_01603	Prbk.g_00957
OG0000932	Syas.g_01602	Prbk.g_00956
OG0000933	Syas.g_01596	Prbk.g_00951
OG0000934	Syas.g_01594	Prbk.g_00949
OG0000935	Syas.g_01593	Prbk.g_00948
OG0000936	Syas.g_01592	Prbk.g_00947
OG0000937	Syas.g_01591	Prbk.g_00946
OG0000938	Syas.g_01588	Prbk.g_00797
OG0000939	Syas.g_01587	Prbk.g_00798
OG0000940	Syas.g_01580	Prbk.g_00807
OG0000941	Syas.g_01578	Prbk.g_00809
OG0000942	Syas.g_01576	Prbk.g_00811
OG0000943	Syas.g_01575	Prbk.g_00812
OG0000944	Syas.g_01573	Prbk.g_00814
OG0000945	Syas.g_01572	Prbk.g_00816
OG0000946	Syas.g_01565	Prbk.g_00844
OG0000947	Syas.g_01562	Prbk.g_00847
OG0000948	Syas.g_01561	Prbk.g_00848
OG0000949	Syas.g_02213	Prbk.g_00851
OG0000950	Syas.g_02197	Prbk.g_00513
OG0000951	Syas.g_02190	Prbk.g_00518
OG0000952	Syas.g_02186	Prbk.g_00525
OG0000953	Syas.g_02182	Prbk.g_00529
OG0000954	Syas.g_02174	Prbk.g_00216
OG0000955	Syas.g_02173	Prbk.g_00217
OG0000956	Syas.g_02171	Prbk.g_00219
OG0000957	Syas.g_02158	Prbk.g_00235
OG0000958	Syas.g_02157	Prbk.g_00236
OG0000959	Syas.g_02154	Prbk.g_01482
OG0000960	Syas.g_02153	Prbk.g_01483
OG0000961	Syas.g_02345	Prbk.g_01494
OG0000962	Syas.g_02146	Prbk.g_01530
OG0000963	Syas.g_02143	Prbk.g_01535
OG0000964	Syas.g_02142	Prbk.g_01536
OG0000965	Syas.g_02141	Prbk.g_01537
OG0000966	Syas.g_02112	Prbk.g_01571
OG0000967	Syas.g_02108	Prbk.g_01577
OG0000968	Syas.g_02106	Prbk.g_01580
OG0000969	Syas.g_02104	Prbk.g_01582
OG0000970	Syas.g_02103	Prbk.g_01583
OG0000971	Syas.g_02101	Prbk.g_01585
OG0000972	Syas.g_02100	Prbk.g_01586
OG0000973	Syas.g_02099	Prbk.g_01587
OG0000974	Syas.g_02098	Prbk.g_01588
OG0000975	Syas.g_02097	Prbk.g_01589
OG0000976	Syas.g_02096	Prbk.g_01590
OG0000977	Syas.g_02094	Prbk.g_01592
OG0000978	Syas.g_02093	Prbk.g_01593
OG0000979	Syas.g_02090	Prbk.g_01596
OG0000980	Syas.g_02087	Prbk.g_01600
OG0000981	Syas.g_02084	Prbk.g_01603
OG0000982	Syas.g_01882	Prbk.g_02161
OG0000983	Syas.g_01883	Prbk.g_02162
OG0000984	Syas.g_01884	Prbk.g_02163
OG0000985	Syas.g_01888	Prbk.g_02167
OG0000986	Syas.g_01891	Prbk.g_02169
OG0000987	Syas.g_01897	Prbk.g_02171
OG0000988	Syas.g_01902	Prbk.g_02175
OG0000989	Syas.g_01908	Prbk.g_02185
OG0000990	Syas.g_01937	Prbk.g_02207
OG0000991	Syas.g_01939	Prbk.g_02210
OG0000992	Syas.g_01943	Prbk.g_02213
OG0000993	Syas.g_01945	Prbk.g_02214
OG0000994	Syas.g_01948	Prbk.g_02217
OG0000995	Syas.g_01955	Prbk.g_02226
OG0000996	Syas.g_01977	Prbk.g_02239
OG0000997	Syas.g_01993	Prbk.g_02248
OG0000998	Syas.g_01995	Prbk.g_02250
OG0000999	Syas.g_01996	Prbk.g_02251
OG0001000	Syas.g_02000	Prbk.g_02254
OG0001001	Syas.g_02006	Prbk.g_02258
OG0001002	Syas.g_02014	Prbk.g_02265
OG0001003	Syas.g_02016	Prbk.g_02267
OG0001004	Syas.g_02017	Prbk.g_02268
OG0001005	Syas.g_02018	Prbk.g_02270
OG0001006	Syas.g_02032	Prbk.g_02276
OG0001007	Syas.g_02034	Prbk.g_02278
OG0001008	Syas.g_01496	Prbk.g_00327
OG0001009	Syas.g_02065	Prbk.g_01622
OG0001010	Syas.g_02066	Prbk.g_01621
OG0001011	Syas.g_02068	Prbk.g_01619
OG0001012	Syas.g_00152	Prbk.g_02158
OG0001013	Syas.g_01866	Prbk.g_02133
OG0001014	Syas.g_01857	Prbk.g_02124
OG0001015	Syas.g_01856	Prbk.g_02123
OG0001016	Syas.g_02517	Prbk.g_01315
OG0001017	Syas.g_02511	Prbk.g_01309
OG0001018	Syas.g_02509	Prbk.g_01307
OG0001019	Syas.g_02469	Prbk.g_01294
OG0001020	Syas.g_02443	Prbk.g_00035
OG0001021	Syas.g_02437	Prbk.g_00031
OG0001022	Syas.g_02434	Prbk.g_00026
OG0001023	Syas.g_02433	Prbk.g_00025
OG0001024	Syas.g_00135	Prbk.g_00021
OG0001025	Syas.g_02424	Prbk.g_00014
OG0001026	Syas.g_02412	Prbk.g_00001
OG0001027	Syas.g_02408	Prbk.g_00190
OG0001028	Syas.g_02405	Prbk.g_00192
OG0001029	Syas.g_02403	Prbk.g_00194
OG0001030	Syas.g_02384	Prbk.g_00547
OG0001031	Syas.g_02293	Prbk.g_01275
OG0001032	Syas.g_02290	Prbk.g_01272
OG0001033	Syas.g_02239	Prbk.g_00633
OG0001034	Syas.g_02556	Prbk.g_01521
OG0001035	Syas.g_01704	Prbk.g_00372
OG0001036	Syas.g_01709	Prbk.g_00376
OG0001037	Syas.g_01711	Prbk.g_00378
OG0001038	Syas.g_01751	Prbk.g_00415
OG0001039	Syas.g_01754	Prbk.g_00418
OG0001041	Syas.g_01761	Prbk.g_00426
OG0001042	Syas.g_01821	Prbk.g_00451
OG0001043	Syas.g_01817	Prbk.g_00453
OG0001044	Syas.g_01542	Prbk.g_00870
OG0001045	Syas.g_01529	Prbk.g_00882
OG0001046	Syas.g_00532	Prbk.g_00924
OG0001047	Syas.g_01494	Prbk.g_00325
OG0001048	Syas.g_01493	Prbk.g_00324
OG0001049	Syas.g_02742	Prbk.g_00321
OG0001050	Syas.g_02743	Prbk.g_00320
OG0001051	Syas.g_02744	Prbk.g_00319
OG0001052	Syas.g_01337	Prbk.g_02109
OG0001053	Syas.g_01250	Prbk.g_02064
OG0001054	Syas.g_01231	Prbk.g_01861
OG0001055	Syas.g_01210	Prbk.g_01056
OG0001056	Syas.g_00068	Prbk.g_01085
OG0001057	Syas.g_00763	Prbk.g_01097
OG0001058	Syas.g_00787	Prbk.g_01893
OG0001059	Syas.g_00791	Prbk.g_01889
OG0001060	Syas.g_00797	Prbk.g_01882
OG0001061	Syas.g_00816	Prbk.g_01109
OG0001062	Syas.g_00819	Prbk.g_01111
OG0001063	Syas.g_00830	Prbk.g_01115
OG0001064	Syas.g_00831	Prbk.g_01116
OG0001065	Syas.g_00832	Prbk.g_01117
OG0001066	Syas.g_00833	Prbk.g_01118
OG0001067	Syas.g_00834	Prbk.g_01119
OG0001068	Syas.g_00835	Prbk.g_01120
OG0001069	Syas.g_00836	Prbk.g_01121
OG0001070	Syas.g_00840	Prbk.g_01125
OG0001071	Syas.g_00841	Prbk.g_01126
OG0001072	Syas.g_00844	Prbk.g_01129
OG0001073	Syas.g_00855	Prbk.g_01148
OG0001074	Syas.g_00157	Prbk.g_02602
OG0001075	Syas.g_00163	Prbk.g_02603
OG0001076	Syas.g_00113	Prbk.g_02611
OG0001077	Syas.g_00101	Prbk.g_02621
OG0001078	Syas.g_00745	Prbk.g_02632
OG0001079	Syas.g_00729	Prbk.g_02651
OG0001080	Syas.g_00717	Prbk.g_00738
OG0001081	Syas.g_00715	Prbk.g_00728
OG0001082	Syas.g_00714	Prbk.g_00727
OG0001083	Syas.g_00707	Prbk.g_00719
OG0001084	Syas.g_00706	Prbk.g_00718
OG0001085	Syas.g_00693	Prbk.g_00708
OG0001086	Syas.g_00691	Prbk.g_00706
OG0001087	Syas.g_00071	Prbk.g_01821
OG0001088	Syas.g_01060	Prbk.g_01817
OG0001089	Syas.g_01039	Prbk.g_01764
OG0001090	Syas.g_00980	Prbk.g_00617
OG0001091	Syas.g_00979	Prbk.g_00615
OG0001092	Syas.g_00178	Prbk.g_00614
OG0001093	Syas.g_00184	Prbk.g_00610
OG0001095	Syas.g_00582	Prbk.g_02481
OG0001097	Syas.g_00243	Prbk.g_02542
OG0001098	Syas.g_00880	Prbk.g_02379
OG0001099	Syas.g_02404	Prbk.g_00193
OG0001100	Syas.g_00682	Prbk.g_02389
OG0001101	Syas.g_00680	Prbk.g_02390
OG0001102	Syas.g_00677	Prbk.g_02393
OG0001103	Syas.g_00675	Prbk.g_02395
OG0001104	Syas.g_00620	Prbk.g_02452
OG0001105	Syas.g_00617	Prbk.g_02447
OG0001106	Syas.g_00447	Prbk.g_02336
OG0001107	Syas.g_00459	Prbk.g_02326
OG0001108	Syas.g_00494	Prbk.g_02319
OG0001109	Syas.g_00496	Prbk.g_02317
OG0001110	Syas.g_00498	Prbk.g_02315
OG0001111	Syas.g_00500	Prbk.g_02313
OG0001112	Syas.g_00503	Prbk.g_02311
OG0001113	Syas.g_00504	Prbk.g_02310
OG0001114	Syas.g_00505	Prbk.g_02309
OG0001115	Syas.g_00527	Prbk.g_02307
OG0001116	Syas.g_00529	Prbk.g_02306
OG0001117	Syas.g_00530	Prbk.g_02305
OG0001118	Syas.g_00531	Prbk.g_02304
OG0001119	Syas.g_00533	Prbk.g_02303
OG0001120	Syas.g_00539	Prbk.g_02301
OG0001122	Syas.g_00222	Prbk.g_00581
OG0001123	Syas.g_00214	Prbk.g_00588
OG0001124	Syas.g_00212	Prbk.g_00590
OG0001125	Syas.g_00210	Prbk.g_00592
OG0001126	Syas.g_00991	Prbk.g_00068
OG0001127	Syas.g_00992	Prbk.g_00067
OG0001128	Syas.g_00995	Prbk.g_00064
OG0001129	Syas.g_00997	Prbk.g_00063
OG0001130	Syas.g_00998	Prbk.g_00062
OG0001131	Syas.g_01401	Prbk.g_00627
OG0001132	Syas.g_00525	Prbk.g_02595
OG0001133	Syas.g_00109	Prbk.g_02613
OG0001136	Syas.g_01187	Prbk.g_01021
OG0001138	Syas.g_01114	Prbk.g_00137
OG0001139	Syas.g_01112	Prbk.g_00135
OG0001140	Syas.g_01111	Prbk.g_00134
OG0001141	Syas.g_01110	Prbk.g_00133
OG0001142	Syas.g_01109	Prbk.g_00132
OG0001143	Syas.g_01092	Prbk.g_01504
OG0001144	Syas.g_01084	Prbk.g_00188
OG0001145	Syas.g_02867	Prbk.g_01194
OG0001146	Syas.g_02846	Prbk.g_01178
OG0001147	Syas.g_01329	Prbk.g_02120
OG0001148	Syas.g_01263	Prbk.g_02051
