Orthogroup	Syas	Prbi
OG0000586	Syas.g_00867	Prbi.g_00615
OG0000587	Syas.g_00865	Prbi.g_00616
OG0000588	Syas.g_00960	Prbi.g_00620
OG0000589	Syas.g_00121	Prbi.g_00623
OG0000590	Syas.g_00120	Prbi.g_00624
OG0000591	Syas.g_00106	Prbi.g_00627
OG0000592	Syas.g_00105	Prbi.g_00628
OG0000593	Syas.g_00750	Prbi.g_00635
OG0000594	Syas.g_00749	Prbi.g_00636
OG0000595	Syas.g_00748	Prbi.g_00637
OG0000596	Syas.g_00743	Prbi.g_00641
OG0000597	Syas.g_00740	Prbi.g_00643
OG0000598	Syas.g_00739	Prbi.g_00644
OG0000599	Syas.g_00732	Prbi.g_00647
OG0000600	Syas.g_00731	Prbi.g_00648
OG0000601	Syas.g_00730	Prbi.g_00649
OG0000602	Syas.g_00725	Prbi.g_00651
OG0000603	Syas.g_00724	Prbi.g_00652
OG0000604	Syas.g_00721	Prbi.g_00653
OG0000605	Syas.g_00719	Prbi.g_00654
OG0000606	Syas.g_00716	Prbi.g_00657
OG0000607	Syas.g_00713	Prbi.g_00660
OG0000608	Syas.g_00712	Prbi.g_00661
OG0000609	Syas.g_00710	Prbi.g_00662
OG0000610	Syas.g_00702	Prbi.g_00667
OG0000611	Syas.g_00699	Prbi.g_00670
OG0000612	Syas.g_00698	Prbi.g_00671
OG0000613	Syas.g_01825	Prbi.g_00676
OG0000614	Syas.g_01044	Prbi.g_00695
OG0000615	Syas.g_00650	Prbi.g_00704
OG0000616	Syas.g_02011	Prbi.g_00708
OG0000617	Syas.g_00180	Prbi.g_00751
OG0000618	Syas.g_00181	Prbi.g_00752
OG0000619	Syas.g_00182	Prbi.g_00753
OG0000620	Syas.g_00188	Prbi.g_00756
OG0000621	Syas.g_00189	Prbi.g_00757
OG0000622	Syas.g_00190	Prbi.g_00758
OG0000623	Syas.g_00191	Prbi.g_00759
OG0000624	Syas.g_00192	Prbi.g_00760
OG0000625	Syas.g_00193	Prbi.g_00761
OG0000626	Syas.g_00194	Prbi.g_00762
OG0000627	Syas.g_00372	Prbi.g_00763
OG0000628	Syas.g_00373	Prbi.g_00764
OG0000629	Syas.g_00376	Prbi.g_00765
OG0000630	Syas.g_00397	Prbi.g_00768
OG0000631	Syas.g_00405	Prbi.g_00838
OG0000632	Syas.g_00406	Prbi.g_00839
OG0000633	Syas.g_00407	Prbi.g_00840
OG0000634	Syas.g_00600	Prbi.g_00843
OG0000635	Syas.g_00599	Prbi.g_00844
OG0000636	Syas.g_00597	Prbi.g_00846
OG0000637	Syas.g_00595	Prbi.g_00848
OG0000638	Syas.g_00594	Prbi.g_00849
OG0000639	Syas.g_00593	Prbi.g_00850
OG0000640	Syas.g_00592	Prbi.g_00851
OG0000641	Syas.g_00587	Prbi.g_00855
OG0000642	Syas.g_00586	Prbi.g_00856
OG0000643	Syas.g_00585	Prbi.g_00857
OG0000644	Syas.g_00584	Prbi.g_00858
OG0000645	Syas.g_00583	Prbi.g_00859
OG0000646	Syas.g_00580	Prbi.g_00861
OG0000647	Syas.g_00578	Prbi.g_00862
OG0000648	Syas.g_00576	Prbi.g_00864
OG0000649	Syas.g_00575	Prbi.g_00865
OG0000650	Syas.g_00574	Prbi.g_00866
OG0000651	Syas.g_00573	Prbi.g_00867
OG0000652	Syas.g_00572	Prbi.g_00868
OG0000653	Syas.g_00570	Prbi.g_00870
OG0000654	Syas.g_00569	Prbi.g_00871
OG0000655	Syas.g_00568	Prbi.g_00872
OG0000656	Syas.g_00565	Prbi.g_00875
OG0000657	Syas.g_00232	Prbi.g_00883
OG0000658	Syas.g_00235	Prbi.g_00884
OG0000659	Syas.g_00236	Prbi.g_00885
OG0000660	Syas.g_00240	Prbi.g_00889
OG0000661	Syas.g_00242	Prbi.g_00891
OG0000662	Syas.g_00281	Prbi.g_00893
OG0000663	Syas.g_00284	Prbi.g_00895
OG0000664	Syas.g_00287	Prbi.g_00896
OG0000665	Syas.g_00385	Prbi.g_00900
OG0000666	Syas.g_01362	Prbi.g_00901
OG0000667	Syas.g_00088	Prbi.g_00905
OG0000668	Syas.g_00221	Prbi.g_00934
OG0000669	Syas.g_00684	Prbi.g_00942
OG0000670	Syas.g_00681	Prbi.g_00944
OG0000671	Syas.g_00679	Prbi.g_00946
OG0000672	Syas.g_00676	Prbi.g_00949
OG0000673	Syas.g_00673	Prbi.g_00952
OG0000674	Syas.g_00671	Prbi.g_00954
OG0000675	Syas.g_00670	Prbi.g_00955
OG0000676	Syas.g_00668	Prbi.g_00957
OG0000677	Syas.g_00667	Prbi.g_00958
OG0000678	Syas.g_00660	Prbi.g_00960
OG0000679	Syas.g_00629	Prbi.g_00964
OG0000680	Syas.g_00628	Prbi.g_00965
OG0000681	Syas.g_00625	Prbi.g_00968
OG0000682	Syas.g_00624	Prbi.g_00969
OG0000683	Syas.g_00623	Prbi.g_00970
OG0000684	Syas.g_00621	Prbi.g_00971
OG0000685	Syas.g_00187	Prbi.g_00973
OG0000686	Syas.g_00619	Prbi.g_00974
OG0000687	Syas.g_00618	Prbi.g_00975
OG0000688	Syas.g_00612	Prbi.g_00978
OG0000689	Syas.g_00610	Prbi.g_00979
OG0000690	Syas.g_00609	Prbi.g_00980
OG0000691	Syas.g_00608	Prbi.g_00981
OG0000692	Syas.g_00606	Prbi.g_00983
OG0000693	Syas.g_00604	Prbi.g_00984
OG0000694	Syas.g_00603	Prbi.g_00985
OG0000695	Syas.g_00410	Prbi.g_00987
OG0000696	Syas.g_00411	Prbi.g_00988
OG0000697	Syas.g_00413	Prbi.g_00989
OG0000698	Syas.g_00417	Prbi.g_00992
OG0000699	Syas.g_00419	Prbi.g_00993
OG0000700	Syas.g_00420	Prbi.g_00994
OG0000701	Syas.g_00421	Prbi.g_00995
OG0000702	Syas.g_00437	Prbi.g_00997
OG0000703	Syas.g_00438	Prbi.g_00998
OG0000704	Syas.g_00446	Prbi.g_00999
OG0000705	Syas.g_00453	Prbi.g_01003
OG0000706	Syas.g_00454	Prbi.g_01004
OG0000707	Syas.g_00455	Prbi.g_01005
OG0000708	Syas.g_00458	Prbi.g_01006
OG0000709	Syas.g_00466	Prbi.g_01010
OG0000710	Syas.g_00497	Prbi.g_01013
OG0000711	Syas.g_00546	Prbi.g_01030
OG0000712	Syas.g_00548	Prbi.g_01032
OG0000713	Syas.g_00549	Prbi.g_01033
OG0000714	Syas.g_00551	Prbi.g_01034
OG0000715	Syas.g_00553	Prbi.g_01036
OG0000716	Syas.g_00556	Prbi.g_01038
OG0000717	Syas.g_00557	Prbi.g_01039
OG0000718	Syas.g_00561	Prbi.g_01055
OG0000719	Syas.g_00223	Prbi.g_01057
OG0000720	Syas.g_00209	Prbi.g_01066
OG0000721	Syas.g_00207	Prbi.g_01068
OG0000722	Syas.g_00206	Prbi.g_01069
OG0000723	Syas.g_00196	Prbi.g_01072
OG0000724	Syas.g_00999	Prbi.g_01081
OG0000725	Syas.g_01024	Prbi.g_01087
OG0000726	Syas.g_01025	Prbi.g_01088
OG0000727	Syas.g_01026	Prbi.g_01089
OG0000728	Syas.g_01028	Prbi.g_01091
OG0000729	Syas.g_02145	Prbi.g_01138
OG0000730	Syas.g_01544	Prbi.g_01142
OG0000731	Syas.g_01532	Prbi.g_01146
OG0000732	Syas.g_02086	Prbi.g_01155
OG0000733	Syas.g_00096	Prbi.g_01175
OG0000734	Syas.g_02414	Prbi.g_01192
OG0000735	Syas.g_01201	Prbi.g_01194
OG0000736	Syas.g_01200	Prbi.g_01195
OG0000737	Syas.g_01199	Prbi.g_01196
OG0000738	Syas.g_01193	Prbi.g_01200
OG0000739	Syas.g_01192	Prbi.g_01201
OG0000740	Syas.g_01191	Prbi.g_01202
OG0000741	Syas.g_01188	Prbi.g_01203
OG0000742	Syas.g_01185	Prbi.g_01206
OG0000743	Syas.g_01182	Prbi.g_01208
OG0000744	Syas.g_01181	Prbi.g_01209
OG0000745	Syas.g_01178	Prbi.g_01210
OG0000746	Syas.g_01176	Prbi.g_01212
OG0000747	Syas.g_01174	Prbi.g_01213
OG0000748	Syas.g_01146	Prbi.g_01216
OG0000749	Syas.g_01144	Prbi.g_01217
OG0000750	Syas.g_01143	Prbi.g_01218
OG0000751	Syas.g_01138	Prbi.g_01220
OG0000752	Syas.g_01136	Prbi.g_01222
OG0000753	Syas.g_01133	Prbi.g_01225
OG0000754	Syas.g_01128	Prbi.g_01228
OG0000755	Syas.g_01117	Prbi.g_01231
OG0000756	Syas.g_01116	Prbi.g_01232
OG0000757	Syas.g_01108	Prbi.g_01238
OG0000758	Syas.g_01107	Prbi.g_01239
OG0000759	Syas.g_01106	Prbi.g_01240
OG0000760	Syas.g_01105	Prbi.g_01241
OG0000761	Syas.g_01104	Prbi.g_01242
OG0000762	Syas.g_01102	Prbi.g_01243
OG0000763	Syas.g_01091	Prbi.g_01245
OG0000764	Syas.g_01090	Prbi.g_01246
OG0000765	Syas.g_01076	Prbi.g_01255
OG0000766	Syas.g_01075	Prbi.g_01256
OG0000767	Syas.g_01073	Prbi.g_01258
OG0000768	Syas.g_01072	Prbi.g_01259
OG0000769	Syas.g_01070	Prbi.g_01261
OG0000770	Syas.g_01067	Prbi.g_01263
OG0000771	Syas.g_00993	Prbi.g_01277
OG0000772	Syas.g_01461	Prbi.g_01363
OG0000773	Syas.g_00002	Prbi.g_01382
OG0000774	Syas.g_02862	Prbi.g_01384
OG0000775	Syas.g_02860	Prbi.g_01386
OG0000776	Syas.g_02859	Prbi.g_01387
OG0000777	Syas.g_02858	Prbi.g_01388
OG0000778	Syas.g_02857	Prbi.g_01389
OG0000779	Syas.g_02852	Prbi.g_01393
OG0000780	Syas.g_02847	Prbi.g_01394
OG0000781	Syas.g_02842	Prbi.g_01397
OG0000782	Syas.g_02841	Prbi.g_01398
OG0000783	Syas.g_02840	Prbi.g_01399
OG0000784	Syas.g_02839	Prbi.g_01400
OG0000785	Syas.g_02837	Prbi.g_01402
OG0000786	Syas.g_02833	Prbi.g_01404
OG0000787	Syas.g_02832	Prbi.g_01405
OG0000788	Syas.g_00782	Prbi.g_01426
OG0000789	Syas.g_01507	Prbi.g_01429
OG0000790	Syas.g_01266	Prbi.g_01444
OG0000791	Syas.g_01268	Prbi.g_01446
OG0000792	Syas.g_01269	Prbi.g_01447
OG0000793	Syas.g_01359	Prbi.g_01450
OG0000794	Syas.g_01361	Prbi.g_01451
OG0000795	Syas.g_01363	Prbi.g_01452
OG0000796	Syas.g_01368	Prbi.g_01456
OG0000797	Syas.g_01369	Prbi.g_01457
OG0000799	Syas.g_02789	Prbi.g_01571
OG0000800	Syas.g_02790	Prbi.g_01572
OG0000801	Syas.g_02791	Prbi.g_01573
OG0000802	Syas.g_02797	Prbi.g_01575
OG0000803	Syas.g_02800	Prbi.g_01577
OG0000804	Syas.g_02803	Prbi.g_01578
OG0000805	Syas.g_02805	Prbi.g_01580
OG0000806	Syas.g_02807	Prbi.g_01582
OG0000807	Syas.g_02808	Prbi.g_01583
OG0000808	Syas.g_02809	Prbi.g_01584
OG0000809	Syas.g_02811	Prbi.g_01587
OG0000810	Syas.g_02813	Prbi.g_01588
OG0000811	Syas.g_02822	Prbi.g_01594
OG0000812	Syas.g_02824	Prbi.g_01596
OG0000813	Syas.g_02825	Prbi.g_01597
OG0000814	Syas.g_02827	Prbi.g_01599
OG0000815	Syas.g_02829	Prbi.g_01600
OG0000816	Syas.g_02831	Prbi.g_01602
OG0000817	Syas.g_02753	Prbi.g_01603
OG0000818	Syas.g_01282	Prbi.g_01608
OG0000819	Syas.g_01283	Prbi.g_01609
OG0000820	Syas.g_01284	Prbi.g_01610
OG0000821	Syas.g_01289	Prbi.g_01613
OG0000822	Syas.g_01291	Prbi.g_01614
OG0000823	Syas.g_01292	Prbi.g_01615
OG0000824	Syas.g_01297	Prbi.g_01618
OG0000825	Syas.g_01298	Prbi.g_01619
OG0000826	Syas.g_01299	Prbi.g_01620
OG0000827	Syas.g_01300	Prbi.g_01621
OG0000828	Syas.g_01303	Prbi.g_01624
OG0000829	Syas.g_01304	Prbi.g_01625
OG0000830	Syas.g_01305	Prbi.g_01626
OG0000831	Syas.g_01308	Prbi.g_01628
OG0000832	Syas.g_01476	Prbi.g_01634
OG0000833	Syas.g_02738	Prbi.g_01642
OG0000834	Syas.g_02737	Prbi.g_01643
OG0000835	Syas.g_02736	Prbi.g_01644
OG0000836	Syas.g_02732	Prbi.g_01645
OG0000837	Syas.g_02731	Prbi.g_01646
OG0000838	Syas.g_02727	Prbi.g_01648
OG0000839	Syas.g_02726	Prbi.g_01649
OG0000840	Syas.g_02725	Prbi.g_01650
OG0000841	Syas.g_02724	Prbi.g_01651
OG0000842	Syas.g_02723	Prbi.g_01652
OG0000843	Syas.g_02722	Prbi.g_01653
OG0000844	Syas.g_02720	Prbi.g_01654
OG0000845	Syas.g_02719	Prbi.g_01655
OG0000846	Syas.g_02718	Prbi.g_01656
OG0000847	Syas.g_02717	Prbi.g_01657
OG0000848	Syas.g_02715	Prbi.g_01658
OG0000849	Syas.g_02714	Prbi.g_01659
OG0000850	Syas.g_02711	Prbi.g_01661
OG0000851	Syas.g_02708	Prbi.g_01662
OG0000852	Syas.g_02707	Prbi.g_01663
OG0000853	Syas.g_02703	Prbi.g_01667
OG0000854	Syas.g_02701	Prbi.g_01669
OG0000855	Syas.g_02700	Prbi.g_01670
OG0000856	Syas.g_00103	Prbi.g_01685
OG0000857	Syas.g_00579	Prbi.g_01711
OG0000858	Syas.g_02693	Prbi.g_01781
OG0000859	Syas.g_02692	Prbi.g_01782
OG0000860	Syas.g_02679	Prbi.g_01789
OG0000861	Syas.g_02678	Prbi.g_01790
OG0000862	Syas.g_02677	Prbi.g_01791
OG0000863	Syas.g_02675	Prbi.g_01793
OG0000864	Syas.g_02674	Prbi.g_01794
OG0000865	Syas.g_02673	Prbi.g_01795
OG0000866	Syas.g_02672	Prbi.g_01796
OG0000867	Syas.g_02671	Prbi.g_01797
OG0000868	Syas.g_02667	Prbi.g_01798
OG0000869	Syas.g_02662	Prbi.g_01802
OG0000870	Syas.g_02657	Prbi.g_01807
OG0000871	Syas.g_02656	Prbi.g_01808
OG0000872	Syas.g_02650	Prbi.g_01809
OG0000873	Syas.g_02647	Prbi.g_01812
OG0000874	Syas.g_02645	Prbi.g_01815
OG0000875	Syas.g_02644	Prbi.g_01816
OG0000876	Syas.g_00280	Prbi.g_01817
OG0000877	Syas.g_02603	Prbi.g_01819
OG0000878	Syas.g_02602	Prbi.g_01820
OG0000879	Syas.g_02601	Prbi.g_01821
OG0000880	Syas.g_02600	Prbi.g_01822
OG0000881	Syas.g_02596	Prbi.g_01826
OG0000882	Syas.g_02591	Prbi.g_01831
OG0000883	Syas.g_02586	Prbi.g_01832
OG0000884	Syas.g_02584	Prbi.g_01834
OG0000885	Syas.g_02583	Prbi.g_01835
OG0000886	Syas.g_02582	Prbi.g_01836
OG0000887	Syas.g_02581	Prbi.g_01837
OG0000888	Syas.g_02579	Prbi.g_01839
OG0000889	Syas.g_02577	Prbi.g_01841
OG0000890	Syas.g_02574	Prbi.g_01842
OG0000891	Syas.g_02573	Prbi.g_01843
OG0000892	Syas.g_02571	Prbi.g_01845
OG0000893	Syas.g_01677	Prbi.g_01848
OG0000894	Syas.g_01667	Prbi.g_01850
OG0000895	Syas.g_01663	Prbi.g_01853
OG0000896	Syas.g_01662	Prbi.g_01854
OG0000897	Syas.g_01660	Prbi.g_01856
OG0000898	Syas.g_01659	Prbi.g_01857
OG0000899	Syas.g_01658	Prbi.g_01858
OG0000900	Syas.g_01657	Prbi.g_01859
OG0000901	Syas.g_01652	Prbi.g_01863
OG0000902	Syas.g_01651	Prbi.g_01865
OG0000903	Syas.g_01637	Prbi.g_01868
OG0000904	Syas.g_01642	Prbi.g_01870
OG0000905	Syas.g_01647	Prbi.g_01875
OG0000906	Syas.g_01649	Prbi.g_01876
OG0000907	Syas.g_01635	Prbi.g_01896
OG0000908	Syas.g_01632	Prbi.g_01899
OG0000909	Syas.g_01631	Prbi.g_01900
OG0000910	Syas.g_01630	Prbi.g_01901
OG0000911	Syas.g_01628	Prbi.g_01903
OG0000912	Syas.g_01627	Prbi.g_01904
OG0000913	Syas.g_01626	Prbi.g_01905
OG0000914	Syas.g_01625	Prbi.g_01906
OG0000915	Syas.g_01623	Prbi.g_01907
OG0000916	Syas.g_01622	Prbi.g_01908
OG0000917	Syas.g_01621	Prbi.g_01909
OG0000918	Syas.g_01620	Prbi.g_01910
OG0000919	Syas.g_01619	Prbi.g_01911
OG0000920	Syas.g_01618	Prbi.g_01912
OG0000921	Syas.g_01617	Prbi.g_01913
OG0000922	Syas.g_01616	Prbi.g_01914
OG0000923	Syas.g_01612	Prbi.g_01918
OG0000924	Syas.g_01611	Prbi.g_01919
OG0000925	Syas.g_01610	Prbi.g_01920
OG0000926	Syas.g_01609	Prbi.g_01921
OG0000927	Syas.g_01607	Prbi.g_01923
OG0000928	Syas.g_01606	Prbi.g_01924
OG0000929	Syas.g_01605	Prbi.g_01925
OG0000930	Syas.g_01604	Prbi.g_01926
OG0000931	Syas.g_01603	Prbi.g_01927
OG0000932	Syas.g_01602	Prbi.g_01928
OG0000933	Syas.g_01596	Prbi.g_01932
OG0000934	Syas.g_01594	Prbi.g_01934
OG0000935	Syas.g_01593	Prbi.g_01935
OG0000936	Syas.g_01592	Prbi.g_01936
OG0000937	Syas.g_01591	Prbi.g_01937
OG0000938	Syas.g_01588	Prbi.g_01939
OG0000939	Syas.g_01587	Prbi.g_01940
OG0000940	Syas.g_01580	Prbi.g_01947
OG0000941	Syas.g_01578	Prbi.g_01949
OG0000942	Syas.g_01576	Prbi.g_01951
OG0000943	Syas.g_01575	Prbi.g_01952
OG0000944	Syas.g_01573	Prbi.g_01953
OG0000945	Syas.g_01572	Prbi.g_01954
OG0000946	Syas.g_01565	Prbi.g_01958
OG0000947	Syas.g_01562	Prbi.g_01960
OG0000948	Syas.g_01561	Prbi.g_01961
OG0000949	Syas.g_02213	Prbi.g_01964
OG0000950	Syas.g_02197	Prbi.g_01969
OG0000951	Syas.g_02190	Prbi.g_01973
OG0000952	Syas.g_02186	Prbi.g_01977
OG0000953	Syas.g_02182	Prbi.g_01980
OG0000954	Syas.g_02174	Prbi.g_01984
OG0000955	Syas.g_02173	Prbi.g_01985
OG0000956	Syas.g_02171	Prbi.g_01987
OG0000957	Syas.g_02158	Prbi.g_01992
OG0000958	Syas.g_02157	Prbi.g_01993
OG0000959	Syas.g_02154	Prbi.g_01997
OG0000960	Syas.g_02153	Prbi.g_01998
OG0000961	Syas.g_02345	Prbi.g_02000
OG0000962	Syas.g_02146	Prbi.g_02002
OG0000963	Syas.g_02143	Prbi.g_02006
OG0000964	Syas.g_02142	Prbi.g_02007
OG0000965	Syas.g_02141	Prbi.g_02008
OG0000966	Syas.g_02112	Prbi.g_02027
OG0000967	Syas.g_02108	Prbi.g_02032
OG0000968	Syas.g_02106	Prbi.g_02034
OG0000969	Syas.g_02104	Prbi.g_02035
OG0000970	Syas.g_02103	Prbi.g_02036
OG0000971	Syas.g_02101	Prbi.g_02037
OG0000972	Syas.g_02100	Prbi.g_02038
OG0000973	Syas.g_02099	Prbi.g_02039
OG0000974	Syas.g_02098	Prbi.g_02040
OG0000975	Syas.g_02097	Prbi.g_02041
OG0000976	Syas.g_02096	Prbi.g_02042
OG0000977	Syas.g_02094	Prbi.g_02043
OG0000978	Syas.g_02093	Prbi.g_02044
OG0000979	Syas.g_02090	Prbi.g_02047
OG0000980	Syas.g_02087	Prbi.g_02049
OG0000981	Syas.g_02084	Prbi.g_02051
OG0000982	Syas.g_01882	Prbi.g_02053
OG0000983	Syas.g_01883	Prbi.g_02054
OG0000984	Syas.g_01884	Prbi.g_02055
OG0000985	Syas.g_01888	Prbi.g_02058
OG0000986	Syas.g_01891	Prbi.g_02060
OG0000987	Syas.g_01897	Prbi.g_02061
OG0000988	Syas.g_01902	Prbi.g_02064
OG0000989	Syas.g_01908	Prbi.g_02068
OG0000990	Syas.g_01937	Prbi.g_02071
OG0000991	Syas.g_01939	Prbi.g_02072
OG0000992	Syas.g_01943	Prbi.g_02074
OG0000993	Syas.g_01945	Prbi.g_02075
OG0000994	Syas.g_01948	Prbi.g_02076
OG0000995	Syas.g_01955	Prbi.g_02080
OG0000996	Syas.g_01977	Prbi.g_02081
OG0000997	Syas.g_01993	Prbi.g_02082
OG0000998	Syas.g_01995	Prbi.g_02084
OG0000999	Syas.g_01996	Prbi.g_02085
OG0001000	Syas.g_02000	Prbi.g_02088
OG0001001	Syas.g_02006	Prbi.g_02090
OG0001002	Syas.g_02014	Prbi.g_02094
OG0001003	Syas.g_02016	Prbi.g_02095
OG0001004	Syas.g_02017	Prbi.g_02096
OG0001005	Syas.g_02018	Prbi.g_02097
OG0001006	Syas.g_02032	Prbi.g_02101
OG0001007	Syas.g_02034	Prbi.g_02103
OG0001008	Syas.g_01496	Prbi.g_00438
OG0001009	Syas.g_02065	Prbi.g_00027
OG0001010	Syas.g_02066	Prbi.g_00028
OG0001011	Syas.g_02068	Prbi.g_00029
OG0001012	Syas.g_00152	Prbi.g_00052
OG0001013	Syas.g_01866	Prbi.g_00059
OG0001014	Syas.g_01857	Prbi.g_00062
OG0001015	Syas.g_01856	Prbi.g_00063
OG0001016	Syas.g_02517	Prbi.g_00080
OG0001017	Syas.g_02511	Prbi.g_00084
OG0001018	Syas.g_02509	Prbi.g_00087
OG0001019	Syas.g_02469	Prbi.g_00096
OG0001020	Syas.g_02443	Prbi.g_00097
OG0001021	Syas.g_02437	Prbi.g_00098
OG0001022	Syas.g_02434	Prbi.g_00101
OG0001023	Syas.g_02433	Prbi.g_00102
OG0001024	Syas.g_00135	Prbi.g_00105
OG0001025	Syas.g_02424	Prbi.g_00111
OG0001026	Syas.g_02412	Prbi.g_00118
OG0001027	Syas.g_02408	Prbi.g_00119
OG0001028	Syas.g_02405	Prbi.g_00121
OG0001029	Syas.g_02403	Prbi.g_00123
OG0001030	Syas.g_02384	Prbi.g_00138
OG0001031	Syas.g_02293	Prbi.g_00210
OG0001032	Syas.g_02290	Prbi.g_00211
OG0001033	Syas.g_02239	Prbi.g_00232
OG0001034	Syas.g_02556	Prbi.g_00260
OG0001035	Syas.g_01704	Prbi.g_00278
OG0001036	Syas.g_01709	Prbi.g_00283
OG0001037	Syas.g_01711	Prbi.g_00284
OG0001038	Syas.g_01751	Prbi.g_00302
OG0001039	Syas.g_01754	Prbi.g_00305
OG0001041	Syas.g_01761	Prbi.g_00311
OG0001042	Syas.g_01821	Prbi.g_00328
OG0001043	Syas.g_01817	Prbi.g_00329
OG0001044	Syas.g_01542	Prbi.g_00357
OG0001045	Syas.g_01529	Prbi.g_00366
OG0001046	Syas.g_00532	Prbi.g_00403
OG0001047	Syas.g_01494	Prbi.g_00440
OG0001048	Syas.g_01493	Prbi.g_00441
OG0001049	Syas.g_02742	Prbi.g_00443
OG0001050	Syas.g_02743	Prbi.g_00444
OG0001051	Syas.g_02744	Prbi.g_00445
OG0001052	Syas.g_01337	Prbi.g_00474
OG0001053	Syas.g_01250	Prbi.g_00486
OG0001054	Syas.g_01231	Prbi.g_00501
OG0001055	Syas.g_01210	Prbi.g_00520
OG0001056	Syas.g_00068	Prbi.g_00539
OG0001057	Syas.g_00763	Prbi.g_00544
OG0001058	Syas.g_00787	Prbi.g_00552
OG0001059	Syas.g_00791	Prbi.g_00556
OG0001060	Syas.g_00797	Prbi.g_00563
OG0001061	Syas.g_00816	Prbi.g_00576
OG0001062	Syas.g_00819	Prbi.g_00578
OG0001063	Syas.g_00830	Prbi.g_00580
OG0001064	Syas.g_00831	Prbi.g_00581
OG0001065	Syas.g_00832	Prbi.g_00582
OG0001066	Syas.g_00833	Prbi.g_00583
OG0001067	Syas.g_00834	Prbi.g_00584
OG0001068	Syas.g_00835	Prbi.g_00585
OG0001069	Syas.g_00836	Prbi.g_00586
OG0001070	Syas.g_00840	Prbi.g_00589
OG0001071	Syas.g_00841	Prbi.g_00590
OG0001072	Syas.g_00844	Prbi.g_00592
OG0001073	Syas.g_00855	Prbi.g_00606
OG0001074	Syas.g_00157	Prbi.g_00617
OG0001075	Syas.g_00163	Prbi.g_00618
OG0001076	Syas.g_00113	Prbi.g_00626
OG0001077	Syas.g_00101	Prbi.g_00630
OG0001078	Syas.g_00745	Prbi.g_00639
OG0001079	Syas.g_00729	Prbi.g_00650
OG0001080	Syas.g_00717	Prbi.g_00656
OG0001081	Syas.g_00715	Prbi.g_00658
OG0001082	Syas.g_00714	Prbi.g_00659
OG0001083	Syas.g_00707	Prbi.g_00664
OG0001084	Syas.g_00706	Prbi.g_00665
OG0001085	Syas.g_00693	Prbi.g_00673
OG0001086	Syas.g_00691	Prbi.g_00674
OG0001087	Syas.g_00071	Prbi.g_00691
OG0001088	Syas.g_01060	Prbi.g_00692
OG0001089	Syas.g_01039	Prbi.g_00700
OG0001090	Syas.g_00980	Prbi.g_00746
OG0001091	Syas.g_00979	Prbi.g_00748
OG0001092	Syas.g_00178	Prbi.g_00749
OG0001093	Syas.g_00184	Prbi.g_00754
OG0001095	Syas.g_00582	Prbi.g_00860
OG0001097	Syas.g_00243	Prbi.g_00892
OG0001098	Syas.g_00880	Prbi.g_00907
OG0001099	Syas.g_02404	Prbi.g_00939
OG0001100	Syas.g_00682	Prbi.g_00943
OG0001101	Syas.g_00680	Prbi.g_00945
OG0001102	Syas.g_00677	Prbi.g_00948
OG0001103	Syas.g_00675	Prbi.g_00950
OG0001104	Syas.g_00620	Prbi.g_00972
OG0001105	Syas.g_00617	Prbi.g_00976
OG0001106	Syas.g_00447	Prbi.g_01000
OG0001107	Syas.g_00459	Prbi.g_01007
OG0001108	Syas.g_00494	Prbi.g_01011
OG0001109	Syas.g_00496	Prbi.g_01012
OG0001110	Syas.g_00498	Prbi.g_01014
OG0001111	Syas.g_00500	Prbi.g_01015
OG0001112	Syas.g_00503	Prbi.g_01016
OG0001113	Syas.g_00504	Prbi.g_01017
OG0001114	Syas.g_00505	Prbi.g_01018
OG0001115	Syas.g_00527	Prbi.g_01020
OG0001116	Syas.g_00529	Prbi.g_01021
OG0001117	Syas.g_00530	Prbi.g_01022
OG0001118	Syas.g_00531	Prbi.g_01023
OG0001119	Syas.g_00533	Prbi.g_01024
OG0001120	Syas.g_00539	Prbi.g_01026
OG0001122	Syas.g_00222	Prbi.g_01058
OG0001123	Syas.g_00214	Prbi.g_01062
OG0001124	Syas.g_00212	Prbi.g_01064
OG0001125	Syas.g_00210	Prbi.g_01065
OG0001126	Syas.g_00991	Prbi.g_01075
OG0001127	Syas.g_00992	Prbi.g_01076
OG0001128	Syas.g_00995	Prbi.g_01078
OG0001129	Syas.g_00997	Prbi.g_01079
OG0001130	Syas.g_00998	Prbi.g_01080
OG0001131	Syas.g_01401	Prbi.g_01117
OG0001132	Syas.g_00525	Prbi.g_01127
OG0001133	Syas.g_00109	Prbi.g_01161
OG0001136	Syas.g_01187	Prbi.g_01204
OG0001138	Syas.g_01114	Prbi.g_01233
OG0001139	Syas.g_01112	Prbi.g_01234
OG0001140	Syas.g_01111	Prbi.g_01235
OG0001141	Syas.g_01110	Prbi.g_01236
OG0001142	Syas.g_01109	Prbi.g_01237
OG0001143	Syas.g_01092	Prbi.g_01244
OG0001144	Syas.g_01084	Prbi.g_01249
OG0001145	Syas.g_02867	Prbi.g_01383
OG0001146	Syas.g_02846	Prbi.g_01395
OG0001147	Syas.g_01329	Prbi.g_01425
OG0001148	Syas.g_01263	Prbi.g_01441
OG0001149	Syas.g_01264	Prbi.g_01442
OG0001150	Syas.g_01265	Prbi.g_01443
OG0001151	Syas.g_01366	Prbi.g_01454
OG0001152	Syas.g_01367	Prbi.g_01455
