Orthogroup	Syas	Prax
OG0000614	Syas.g_01044	Prax.g_00950
OG0000615	Syas.g_00650	Prax.g_00942
OG0000616	Syas.g_02011	Prax.g_00938
OG0000617	Syas.g_00180	Prax.g_00479
OG0000618	Syas.g_00181	Prax.g_00478
OG0000619	Syas.g_00182	Prax.g_00477
OG0000620	Syas.g_00188	Prax.g_00474
OG0000621	Syas.g_00189	Prax.g_00473
OG0000622	Syas.g_00190	Prax.g_00472
OG0000623	Syas.g_00191	Prax.g_00471
OG0000624	Syas.g_00192	Prax.g_00470
OG0000625	Syas.g_00193	Prax.g_00469
OG0000626	Syas.g_00194	Prax.g_00468
OG0000627	Syas.g_00372	Prax.g_00467
OG0000628	Syas.g_00373	Prax.g_00466
OG0000629	Syas.g_00376	Prax.g_00465
OG0000630	Syas.g_00397	Prax.g_00462
OG0000631	Syas.g_00405	Prax.g_00382
OG0000632	Syas.g_00406	Prax.g_00381
OG0000633	Syas.g_00407	Prax.g_00380
OG0000634	Syas.g_00600	Prax.g_00377
OG0000635	Syas.g_00599	Prax.g_00376
OG0000636	Syas.g_00597	Prax.g_00374
OG0000637	Syas.g_00595	Prax.g_00372
OG0000638	Syas.g_00594	Prax.g_00371
OG0000639	Syas.g_00593	Prax.g_00370
OG0000640	Syas.g_00592	Prax.g_00369
OG0000641	Syas.g_00587	Prax.g_00365
OG0000642	Syas.g_00586	Prax.g_00364
OG0000643	Syas.g_00585	Prax.g_00363
OG0000644	Syas.g_00584	Prax.g_00362
OG0000645	Syas.g_00583	Prax.g_00361
OG0000646	Syas.g_00580	Prax.g_00359
OG0000647	Syas.g_00578	Prax.g_00358
OG0000648	Syas.g_00576	Prax.g_00356
OG0000649	Syas.g_00575	Prax.g_00355
OG0000650	Syas.g_00574	Prax.g_00354
OG0000651	Syas.g_00573	Prax.g_00353
OG0000652	Syas.g_00572	Prax.g_00352
OG0000653	Syas.g_00570	Prax.g_00350
OG0000654	Syas.g_00569	Prax.g_00349
OG0000655	Syas.g_00568	Prax.g_00348
OG0000656	Syas.g_00565	Prax.g_00345
OG0000657	Syas.g_00232	Prax.g_00337
OG0000658	Syas.g_00235	Prax.g_00336
OG0000659	Syas.g_00236	Prax.g_00335
OG0000660	Syas.g_00240	Prax.g_00331
OG0000661	Syas.g_00242	Prax.g_00329
OG0000662	Syas.g_00281	Prax.g_00327
OG0000663	Syas.g_00284	Prax.g_00325
OG0000664	Syas.g_00287	Prax.g_00324
OG0000665	Syas.g_00385	Prax.g_00320
OG0000666	Syas.g_01362	Prax.g_00319
OG0000667	Syas.g_00088	Prax.g_00315
OG0000668	Syas.g_00221	Prax.g_00546
OG0000669	Syas.g_00684	Prax.g_00553
OG0000670	Syas.g_00681	Prax.g_00555
OG0000671	Syas.g_00679	Prax.g_00557
OG0000672	Syas.g_00676	Prax.g_00559
OG0000673	Syas.g_00673	Prax.g_00562
OG0000674	Syas.g_00671	Prax.g_00564
OG0000675	Syas.g_00670	Prax.g_00565
OG0000676	Syas.g_00668	Prax.g_00567
OG0000677	Syas.g_00667	Prax.g_00568
OG0000678	Syas.g_00660	Prax.g_00570
OG0000679	Syas.g_00629	Prax.g_00574
OG0000680	Syas.g_00628	Prax.g_00575
OG0000681	Syas.g_00625	Prax.g_00578
OG0000682	Syas.g_00624	Prax.g_00579
OG0000683	Syas.g_00623	Prax.g_00580
OG0000684	Syas.g_00621	Prax.g_00582
OG0000685	Syas.g_00187	Prax.g_00584
OG0000686	Syas.g_00619	Prax.g_00585
OG0000687	Syas.g_00618	Prax.g_00586
OG0000688	Syas.g_00612	Prax.g_00589
OG0000689	Syas.g_00610	Prax.g_00590
OG0000690	Syas.g_00609	Prax.g_00591
OG0000691	Syas.g_00608	Prax.g_00592
OG0000692	Syas.g_00606	Prax.g_00594
OG0000693	Syas.g_00604	Prax.g_00595
OG0000694	Syas.g_00603	Prax.g_00596
OG0000695	Syas.g_00410	Prax.g_00598
OG0000696	Syas.g_00411	Prax.g_00599
OG0000697	Syas.g_00413	Prax.g_00600
OG0000698	Syas.g_00417	Prax.g_00603
OG0000699	Syas.g_00419	Prax.g_00604
OG0000700	Syas.g_00420	Prax.g_00605
OG0000701	Syas.g_00421	Prax.g_00606
OG0000702	Syas.g_00437	Prax.g_00608
OG0000703	Syas.g_00438	Prax.g_00609
OG0000704	Syas.g_00446	Prax.g_00610
OG0000705	Syas.g_00453	Prax.g_00614
OG0000706	Syas.g_00454	Prax.g_00615
OG0000707	Syas.g_00455	Prax.g_00616
OG0000708	Syas.g_00458	Prax.g_00617
OG0000709	Syas.g_00466	Prax.g_01130
OG0000710	Syas.g_00497	Prax.g_01133
OG0000711	Syas.g_00546	Prax.g_01150
OG0000712	Syas.g_00548	Prax.g_01152
OG0000713	Syas.g_00549	Prax.g_01153
OG0000714	Syas.g_00551	Prax.g_01154
OG0000715	Syas.g_00553	Prax.g_01156
OG0000716	Syas.g_00556	Prax.g_01158
OG0000717	Syas.g_00557	Prax.g_01159
OG0000718	Syas.g_00561	Prax.g_01173
OG0000719	Syas.g_00223	Prax.g_01175
OG0000720	Syas.g_00209	Prax.g_01184
OG0000721	Syas.g_00207	Prax.g_01186
OG0000722	Syas.g_00206	Prax.g_01187
OG0000723	Syas.g_00196	Prax.g_01190
OG0000724	Syas.g_00999	Prax.g_01199
OG0000725	Syas.g_01024	Prax.g_01205
OG0000726	Syas.g_01025	Prax.g_01206
OG0000727	Syas.g_01026	Prax.g_01207
OG0000728	Syas.g_01028	Prax.g_01209
OG0000729	Syas.g_02145	Prax.g_01256
OG0000730	Syas.g_01544	Prax.g_00126
OG0000731	Syas.g_01532	Prax.g_00130
OG0000732	Syas.g_02086	Prax.g_00140
OG0000733	Syas.g_00096	Prax.g_00162
OG0000734	Syas.g_02414	Prax.g_00185
OG0000735	Syas.g_01201	Prax.g_00187
OG0000736	Syas.g_01200	Prax.g_00188
OG0000737	Syas.g_01199	Prax.g_00189
OG0000738	Syas.g_01193	Prax.g_00193
OG0000739	Syas.g_01192	Prax.g_00194
OG0000740	Syas.g_01191	Prax.g_00195
OG0000741	Syas.g_01188	Prax.g_00196
OG0000742	Syas.g_01185	Prax.g_00199
OG0000743	Syas.g_01182	Prax.g_00201
OG0000744	Syas.g_01181	Prax.g_00202
OG0000745	Syas.g_01178	Prax.g_00203
OG0000746	Syas.g_01176	Prax.g_00205
OG0000747	Syas.g_01174	Prax.g_00206
OG0000748	Syas.g_01146	Prax.g_00209
OG0000749	Syas.g_01144	Prax.g_00210
OG0000750	Syas.g_01143	Prax.g_00211
OG0000751	Syas.g_01138	Prax.g_00213
OG0000752	Syas.g_01136	Prax.g_00215
OG0000753	Syas.g_01133	Prax.g_00218
OG0000754	Syas.g_01128	Prax.g_00221
OG0000755	Syas.g_01117	Prax.g_00224
OG0000756	Syas.g_01116	Prax.g_00225
OG0000757	Syas.g_01108	Prax.g_00231
OG0000758	Syas.g_01107	Prax.g_00232
OG0000759	Syas.g_01106	Prax.g_00233
OG0000760	Syas.g_01105	Prax.g_00234
OG0000761	Syas.g_01104	Prax.g_00235
OG0000762	Syas.g_01102	Prax.g_00236
OG0000763	Syas.g_01091	Prax.g_00238
OG0000764	Syas.g_01090	Prax.g_00239
OG0000765	Syas.g_01076	Prax.g_00248
OG0000766	Syas.g_01075	Prax.g_00249
OG0000767	Syas.g_01073	Prax.g_00251
OG0000768	Syas.g_01072	Prax.g_00252
OG0000769	Syas.g_01070	Prax.g_00254
OG0000770	Syas.g_01067	Prax.g_00256
OG0000771	Syas.g_00993	Prax.g_01789
OG0000772	Syas.g_01461	Prax.g_01928
OG0000773	Syas.g_00002	Prax.g_01908
OG0000774	Syas.g_02862	Prax.g_01906
OG0000775	Syas.g_02860	Prax.g_01904
OG0000776	Syas.g_02859	Prax.g_01903
OG0000777	Syas.g_02858	Prax.g_01902
OG0000778	Syas.g_02857	Prax.g_01901
OG0000779	Syas.g_02852	Prax.g_01897
OG0000780	Syas.g_02847	Prax.g_01896
OG0000781	Syas.g_02842	Prax.g_01893
OG0000782	Syas.g_02841	Prax.g_01892
OG0000783	Syas.g_02840	Prax.g_01891
OG0000784	Syas.g_02839	Prax.g_01890
OG0000785	Syas.g_02837	Prax.g_01888
OG0000786	Syas.g_02833	Prax.g_01886
OG0000787	Syas.g_02832	Prax.g_01885
OG0000788	Syas.g_00782	Prax.g_01876
OG0000789	Syas.g_01507	Prax.g_01873
OG0000790	Syas.g_01266	Prax.g_01858
OG0000791	Syas.g_01268	Prax.g_01856
OG0000792	Syas.g_01269	Prax.g_01855
OG0000793	Syas.g_01359	Prax.g_01852
OG0000794	Syas.g_01361	Prax.g_01851
OG0000795	Syas.g_01363	Prax.g_01850
OG0000796	Syas.g_01368	Prax.g_01846
OG0000797	Syas.g_01369	Prax.g_01845
OG0000798	Syas.g_01750, Syas.g_02134	Prax.g_01819
OG0000799	Syas.g_02789	Prax.g_01751
OG0000800	Syas.g_02790	Prax.g_01750
OG0000801	Syas.g_02791	Prax.g_01749
OG0000802	Syas.g_02797	Prax.g_01747
OG0000803	Syas.g_02800	Prax.g_01745
OG0000804	Syas.g_02803	Prax.g_01744
OG0000805	Syas.g_02805	Prax.g_01742
OG0000806	Syas.g_02807	Prax.g_01740
OG0000807	Syas.g_02808	Prax.g_01739
OG0000808	Syas.g_02809	Prax.g_01738
OG0000809	Syas.g_02811	Prax.g_01735
OG0000810	Syas.g_02813	Prax.g_01734
OG0000811	Syas.g_02822	Prax.g_01725
OG0000812	Syas.g_02824	Prax.g_01723
OG0000813	Syas.g_02825	Prax.g_01722
OG0000814	Syas.g_02827	Prax.g_01720
OG0000815	Syas.g_02829	Prax.g_01719
OG0000816	Syas.g_02831	Prax.g_01717
OG0000817	Syas.g_02753	Prax.g_01716
OG0000818	Syas.g_01282	Prax.g_01711
OG0000819	Syas.g_01283	Prax.g_01710
OG0000820	Syas.g_01284	Prax.g_01709
OG0000821	Syas.g_01289	Prax.g_01705
OG0000822	Syas.g_01291	Prax.g_01704
OG0000823	Syas.g_01292	Prax.g_01703
OG0000824	Syas.g_01297	Prax.g_01700
OG0000825	Syas.g_01298	Prax.g_01699
OG0000826	Syas.g_01299	Prax.g_01698
OG0000827	Syas.g_01300	Prax.g_01697
OG0000828	Syas.g_01303	Prax.g_01694
OG0000829	Syas.g_01304	Prax.g_01693
OG0000830	Syas.g_01305	Prax.g_01692
OG0000831	Syas.g_01308	Prax.g_01690
OG0000832	Syas.g_01476	Prax.g_01684
OG0000833	Syas.g_02738	Prax.g_01676
OG0000834	Syas.g_02737	Prax.g_01675
OG0000835	Syas.g_02736	Prax.g_01674
OG0000836	Syas.g_02732	Prax.g_01673
OG0000837	Syas.g_02731	Prax.g_01672
OG0000838	Syas.g_02727	Prax.g_01670
OG0000839	Syas.g_02726	Prax.g_01669
OG0000840	Syas.g_02725	Prax.g_01668
OG0000841	Syas.g_02724	Prax.g_01667
OG0000842	Syas.g_02723	Prax.g_01666
OG0000843	Syas.g_02722	Prax.g_01665
OG0000844	Syas.g_02720	Prax.g_01664
OG0000845	Syas.g_02719	Prax.g_01663
OG0000846	Syas.g_02718	Prax.g_01662
OG0000847	Syas.g_02717	Prax.g_01661
OG0000848	Syas.g_02715	Prax.g_01660
OG0000849	Syas.g_02714	Prax.g_01659
OG0000850	Syas.g_02711	Prax.g_01657
OG0000851	Syas.g_02708	Prax.g_01656
OG0000852	Syas.g_02707	Prax.g_01655
OG0000853	Syas.g_02703	Prax.g_01651
OG0000854	Syas.g_02701	Prax.g_01649
OG0000855	Syas.g_02700	Prax.g_01648
OG0000856	Syas.g_00103	Prax.g_01633
OG0000857	Syas.g_00579	Prax.g_01605
OG0000858	Syas.g_02693	Prax.g_01565
OG0000859	Syas.g_02692	Prax.g_01564
OG0000860	Syas.g_02679	Prax.g_01557
OG0000861	Syas.g_02678	Prax.g_01556
OG0000862	Syas.g_02677	Prax.g_01555
OG0000863	Syas.g_02675	Prax.g_01553
OG0000864	Syas.g_02674	Prax.g_01552
OG0000865	Syas.g_02673	Prax.g_01551
OG0000866	Syas.g_02672	Prax.g_01550
OG0000867	Syas.g_02671	Prax.g_01549
OG0000868	Syas.g_02667	Prax.g_01548
OG0000869	Syas.g_02662	Prax.g_01544
OG0000870	Syas.g_02657	Prax.g_01539
OG0000871	Syas.g_02656	Prax.g_01538
OG0000872	Syas.g_02650	Prax.g_01537
OG0000873	Syas.g_02647	Prax.g_01534
OG0000874	Syas.g_02645	Prax.g_01531
OG0000875	Syas.g_02644	Prax.g_01530
OG0000876	Syas.g_00280	Prax.g_01529
OG0000877	Syas.g_02603	Prax.g_01527
OG0000878	Syas.g_02602	Prax.g_01526
OG0000879	Syas.g_02601	Prax.g_01525
OG0000880	Syas.g_02600	Prax.g_01524
OG0000881	Syas.g_02596	Prax.g_01520
OG0000882	Syas.g_02591	Prax.g_01515
OG0000883	Syas.g_02586	Prax.g_01513
OG0000884	Syas.g_02584	Prax.g_01511
OG0000885	Syas.g_02583	Prax.g_01510
OG0000886	Syas.g_02582	Prax.g_01509
OG0000887	Syas.g_02581	Prax.g_01508
OG0000888	Syas.g_02579	Prax.g_01506
OG0000889	Syas.g_02577	Prax.g_01504
OG0000890	Syas.g_02574	Prax.g_01503
OG0000891	Syas.g_02573	Prax.g_01502
OG0000892	Syas.g_02571	Prax.g_01257
OG0000893	Syas.g_01677	Prax.g_01262
OG0000894	Syas.g_01667	Prax.g_01264
OG0000895	Syas.g_01663	Prax.g_01267
OG0000896	Syas.g_01662	Prax.g_01268
OG0000897	Syas.g_01660	Prax.g_01270
OG0000898	Syas.g_01659	Prax.g_01271
OG0000899	Syas.g_01658	Prax.g_01272
OG0000900	Syas.g_01657	Prax.g_01273
OG0000901	Syas.g_01652	Prax.g_01276
OG0000902	Syas.g_01651	Prax.g_01278
OG0000903	Syas.g_01637	Prax.g_01281
OG0000904	Syas.g_01642	Prax.g_01283
OG0000905	Syas.g_01647	Prax.g_01288
OG0000906	Syas.g_01649	Prax.g_01289
OG0000907	Syas.g_01635	Prax.g_01296
OG0000908	Syas.g_01632	Prax.g_01299
OG0000909	Syas.g_01631	Prax.g_01300
OG0000910	Syas.g_01630	Prax.g_01301
OG0000911	Syas.g_01628	Prax.g_01303
OG0000912	Syas.g_01627	Prax.g_01304
OG0000913	Syas.g_01626	Prax.g_01305
OG0000914	Syas.g_01625	Prax.g_01306
OG0000915	Syas.g_01623	Prax.g_01307
OG0000916	Syas.g_01622	Prax.g_01308
OG0000917	Syas.g_01621	Prax.g_01309
OG0000918	Syas.g_01620	Prax.g_01310
OG0000919	Syas.g_01619	Prax.g_01311
OG0000920	Syas.g_01618	Prax.g_01312
OG0000921	Syas.g_01617	Prax.g_01313
OG0000922	Syas.g_01616	Prax.g_01314
OG0000923	Syas.g_01612	Prax.g_01318
OG0000924	Syas.g_01611	Prax.g_01319
OG0000925	Syas.g_01610	Prax.g_01320
OG0000926	Syas.g_01609	Prax.g_01321
OG0000927	Syas.g_01607	Prax.g_01323
OG0000928	Syas.g_01606	Prax.g_01324
OG0000929	Syas.g_01605	Prax.g_01325
OG0000930	Syas.g_01604	Prax.g_01326
OG0000931	Syas.g_01603	Prax.g_01327
OG0000932	Syas.g_01602	Prax.g_01328
OG0000933	Syas.g_01596	Prax.g_01332
OG0000934	Syas.g_01594	Prax.g_01334
OG0000935	Syas.g_01593	Prax.g_01335
OG0000936	Syas.g_01592	Prax.g_01336
OG0000937	Syas.g_01591	Prax.g_01337
OG0000938	Syas.g_01588	Prax.g_01339
OG0000939	Syas.g_01587	Prax.g_01340
OG0000940	Syas.g_01580	Prax.g_01347
OG0000941	Syas.g_01578	Prax.g_01349
OG0000942	Syas.g_01576	Prax.g_01351
OG0000943	Syas.g_01575	Prax.g_01352
OG0000944	Syas.g_01573	Prax.g_01353
OG0000945	Syas.g_01572	Prax.g_01354
OG0000946	Syas.g_01565	Prax.g_01358
OG0000947	Syas.g_01562	Prax.g_01360
OG0000948	Syas.g_01561	Prax.g_01361
OG0000949	Syas.g_02213	Prax.g_01364
OG0000950	Syas.g_02197	Prax.g_01369
OG0000951	Syas.g_02190	Prax.g_01373
OG0000952	Syas.g_02186	Prax.g_01377
OG0000953	Syas.g_02182	Prax.g_01380
OG0000954	Syas.g_02174	Prax.g_01384
OG0000955	Syas.g_02173	Prax.g_01385
OG0000956	Syas.g_02171	Prax.g_01387
OG0000957	Syas.g_02158	Prax.g_01392
OG0000958	Syas.g_02157	Prax.g_01393
OG0000959	Syas.g_02154	Prax.g_01397
OG0000960	Syas.g_02153	Prax.g_01398
OG0000961	Syas.g_02345	Prax.g_01400
OG0000962	Syas.g_02146	Prax.g_01402
OG0000963	Syas.g_02143	Prax.g_01406
OG0000964	Syas.g_02142	Prax.g_01407
OG0000965	Syas.g_02141	Prax.g_01408
OG0000966	Syas.g_02112	Prax.g_01415
OG0000967	Syas.g_02108	Prax.g_01420
OG0000968	Syas.g_02106	Prax.g_01422
OG0000969	Syas.g_02104	Prax.g_01423
OG0000970	Syas.g_02103	Prax.g_01424
OG0000971	Syas.g_02101	Prax.g_01425
OG0000972	Syas.g_02100	Prax.g_01426
OG0000973	Syas.g_02099	Prax.g_01427
OG0000974	Syas.g_02098	Prax.g_01428
OG0000975	Syas.g_02097	Prax.g_01429
OG0000976	Syas.g_02096	Prax.g_01430
OG0000977	Syas.g_02094	Prax.g_01431
OG0000978	Syas.g_02093	Prax.g_01432
OG0000979	Syas.g_02090	Prax.g_01435
OG0000980	Syas.g_02087	Prax.g_01437
OG0000981	Syas.g_02084	Prax.g_01439
OG0000982	Syas.g_01882	Prax.g_01441
OG0000983	Syas.g_01883	Prax.g_01442
OG0000984	Syas.g_01884	Prax.g_01443
OG0000985	Syas.g_01888	Prax.g_01446
OG0000986	Syas.g_01891	Prax.g_01448
OG0000987	Syas.g_01897	Prax.g_01449
OG0000988	Syas.g_01902	Prax.g_01452
OG0000989	Syas.g_01908	Prax.g_01455
OG0000990	Syas.g_01937	Prax.g_01458
OG0000991	Syas.g_01939	Prax.g_01459
OG0000992	Syas.g_01943	Prax.g_01461
OG0000993	Syas.g_01945	Prax.g_01462
OG0000994	Syas.g_01948	Prax.g_01463
OG0000995	Syas.g_01955	Prax.g_01467
OG0000996	Syas.g_01977	Prax.g_01468
OG0000997	Syas.g_01993	Prax.g_01469
OG0000998	Syas.g_01995	Prax.g_01471
OG0000999	Syas.g_01996	Prax.g_01472
OG0001000	Syas.g_02000	Prax.g_01475
OG0001001	Syas.g_02006	Prax.g_01477
OG0001002	Syas.g_02014	Prax.g_01481
OG0001003	Syas.g_02016	Prax.g_01482
OG0001004	Syas.g_02017	Prax.g_01483
OG0001005	Syas.g_02018	Prax.g_01484
OG0001006	Syas.g_02032	Prax.g_01488
OG0001007	Syas.g_02034	Prax.g_01490
OG0001008	Syas.g_01496	Prax.g_00763
OG0001009	Syas.g_02065	Prax.g_00286
OG0001010	Syas.g_02066	Prax.g_00285
OG0001011	Syas.g_02068	Prax.g_00284
OG0001012	Syas.g_00152	Prax.g_00270
OG0001013	Syas.g_01866	Prax.g_00623
OG0001014	Syas.g_01857	Prax.g_00626
OG0001015	Syas.g_01856	Prax.g_00627
OG0001016	Syas.g_02517	Prax.g_00644
OG0001017	Syas.g_02511	Prax.g_00648
OG0001018	Syas.g_02509	Prax.g_00651
OG0001019	Syas.g_02469	Prax.g_00660
OG0001020	Syas.g_02443	Prax.g_01128
OG0001021	Syas.g_02437	Prax.g_01127
OG0001022	Syas.g_02434	Prax.g_01124
OG0001023	Syas.g_02433	Prax.g_01123
OG0001024	Syas.g_00135	Prax.g_01120
OG0001025	Syas.g_02424	Prax.g_01114
OG0001026	Syas.g_02412	Prax.g_01108
OG0001027	Syas.g_02408	Prax.g_01107
OG0001028	Syas.g_02405	Prax.g_01105
OG0001029	Syas.g_02403	Prax.g_01103
OG0001030	Syas.g_02384	Prax.g_01088
OG0001031	Syas.g_02293	Prax.g_01032
OG0001032	Syas.g_02290	Prax.g_01031
OG0001033	Syas.g_02239	Prax.g_01010
OG0001034	Syas.g_02556	Prax.g_00982
OG0001035	Syas.g_01704	Prax.g_00921
OG0001036	Syas.g_01709	Prax.g_00916
OG0001037	Syas.g_01711	Prax.g_00915
OG0001038	Syas.g_01751	Prax.g_00897
OG0001039	Syas.g_01754	Prax.g_00894
OG0001041	Syas.g_01761	Prax.g_00888
OG0001042	Syas.g_01821	Prax.g_00871
OG0001043	Syas.g_01817	Prax.g_00870
OG0001044	Syas.g_01542	Prax.g_00840
OG0001045	Syas.g_01529	Prax.g_00831
OG0001046	Syas.g_00532	Prax.g_00795
OG0001047	Syas.g_01494	Prax.g_00761
OG0001048	Syas.g_01493	Prax.g_00760
OG0001049	Syas.g_02742	Prax.g_00758
OG0001050	Syas.g_02743	Prax.g_00757
OG0001051	Syas.g_02744	Prax.g_00756
OG0001052	Syas.g_01337	Prax.g_00731
OG0001053	Syas.g_01250	Prax.g_00719
OG0001054	Syas.g_01231	Prax.g_00703
OG0001055	Syas.g_01210	Prax.g_00684
OG0001056	Syas.g_00068	Prax.g_00665
OG0001057	Syas.g_00763	Prax.g_00002
OG0001058	Syas.g_00787	Prax.g_00010
OG0001059	Syas.g_00791	Prax.g_00014
OG0001060	Syas.g_00797	Prax.g_00021
OG0001061	Syas.g_00816	Prax.g_00034
OG0001062	Syas.g_00819	Prax.g_00036
OG0001063	Syas.g_00830	Prax.g_00038
OG0001064	Syas.g_00831	Prax.g_00039
OG0001065	Syas.g_00832	Prax.g_00040
OG0001066	Syas.g_00833	Prax.g_00041
OG0001067	Syas.g_00834	Prax.g_00042
OG0001068	Syas.g_00835	Prax.g_00043
OG0001069	Syas.g_00836	Prax.g_00044
OG0001070	Syas.g_00840	Prax.g_00047
OG0001071	Syas.g_00841	Prax.g_00048
OG0001072	Syas.g_00844	Prax.g_00049
OG0001073	Syas.g_00855	Prax.g_00063
OG0001074	Syas.g_00157	Prax.g_00074
OG0001075	Syas.g_00163	Prax.g_00075
OG0001076	Syas.g_00113	Prax.g_00083
OG0001077	Syas.g_00101	Prax.g_00087
OG0001078	Syas.g_00745	Prax.g_00095
OG0001079	Syas.g_00729	Prax.g_00106
OG0001080	Syas.g_00717	Prax.g_00112
OG0001081	Syas.g_00715	Prax.g_00114
OG0001082	Syas.g_00714	Prax.g_00115
OG0001083	Syas.g_00707	Prax.g_00120
OG0001084	Syas.g_00706	Prax.g_00121
OG0001085	Syas.g_00693	Prax.g_00972
OG0001086	Syas.g_00691	Prax.g_00971
OG0001087	Syas.g_00071	Prax.g_00954
OG0001088	Syas.g_01060	Prax.g_00953
OG0001089	Syas.g_01039	Prax.g_00945
OG0001090	Syas.g_00980	Prax.g_00484
OG0001091	Syas.g_00979	Prax.g_00482
OG0001092	Syas.g_00178	Prax.g_00481
OG0001093	Syas.g_00184	Prax.g_00476
OG0001095	Syas.g_00582	Prax.g_00360
OG0001097	Syas.g_00243	Prax.g_00328
OG0001098	Syas.g_00880	Prax.g_00313
OG0001099	Syas.g_02404	Prax.g_00550
OG0001100	Syas.g_00682	Prax.g_00554
OG0001101	Syas.g_00680	Prax.g_00556
OG0001102	Syas.g_00677	Prax.g_00558
OG0001103	Syas.g_00675	Prax.g_00560
OG0001104	Syas.g_00620	Prax.g_00583
OG0001105	Syas.g_00617	Prax.g_00587
OG0001106	Syas.g_00447	Prax.g_00611
OG0001107	Syas.g_00459	Prax.g_00618
OG0001108	Syas.g_00494	Prax.g_01131
OG0001109	Syas.g_00496	Prax.g_01132
OG0001110	Syas.g_00498	Prax.g_01134
OG0001111	Syas.g_00500	Prax.g_01135
OG0001112	Syas.g_00503	Prax.g_01136
OG0001113	Syas.g_00504	Prax.g_01137
OG0001114	Syas.g_00505	Prax.g_01138
OG0001115	Syas.g_00527	Prax.g_01140
OG0001116	Syas.g_00529	Prax.g_01141
OG0001117	Syas.g_00530	Prax.g_01142
OG0001118	Syas.g_00531	Prax.g_01143
OG0001119	Syas.g_00533	Prax.g_01144
OG0001120	Syas.g_00539	Prax.g_01146
OG0001122	Syas.g_00222	Prax.g_01176
OG0001123	Syas.g_00214	Prax.g_01180
OG0001124	Syas.g_00212	Prax.g_01182
OG0001125	Syas.g_00210	Prax.g_01183
OG0001126	Syas.g_00991	Prax.g_01193
OG0001127	Syas.g_00992	Prax.g_01194
OG0001128	Syas.g_00995	Prax.g_01196
OG0001129	Syas.g_00997	Prax.g_01197
OG0001130	Syas.g_00998	Prax.g_01198
OG0001131	Syas.g_01401	Prax.g_01235
OG0001132	Syas.g_00525	Prax.g_01245
OG0001133	Syas.g_00109	Prax.g_00146
OG0001136	Syas.g_01187	Prax.g_00197
OG0001138	Syas.g_01114	Prax.g_00226
OG0001139	Syas.g_01112	Prax.g_00227
OG0001140	Syas.g_01111	Prax.g_00228
OG0001141	Syas.g_01110	Prax.g_00229
OG0001142	Syas.g_01109	Prax.g_00230
OG0001143	Syas.g_01092	Prax.g_00237
OG0001144	Syas.g_01084	Prax.g_00242
OG0001145	Syas.g_02867	Prax.g_01907
OG0001146	Syas.g_02846	Prax.g_01895
OG0001147	Syas.g_01329	Prax.g_01877
OG0001148	Syas.g_01263	Prax.g_01861
OG0001149	Syas.g_01264	Prax.g_01860
OG0001150	Syas.g_01265	Prax.g_01859
OG0001151	Syas.g_01366	Prax.g_01848
OG0001152	Syas.g_01367	Prax.g_01847
OG0001153	Syas.g_01301	Prax.g_01696
OG0001154	Syas.g_01302	Prax.g_01695
OG0001155	Syas.g_01478	Prax.g_01683
OG0001156	Syas.g_01489	Prax.g_01680
OG0001157	Syas.g_01490	Prax.g_01679
OG0001158	Syas.g_01491	Prax.g_01678
OG0001159	Syas.g_01492	Prax.g_01677
OG0001160	Syas.g_02705	Prax.g_01653
OG0001161	Syas.g_02030	Prax.g_01640
OG0001162	Syas.g_02473	Prax.g_01629
OG0001163	Syas.g_02697	Prax.g_01567
OG0001164	Syas.g_02691	Prax.g_01563
OG0001165	Syas.g_02686	Prax.g_01560
OG0001166	Syas.g_02658	Prax.g_01540
OG0001167	Syas.g_01046	Prax.g_01523
OG0001168	Syas.g_02597	Prax.g_01521
OG0001169	Syas.g_02595	Prax.g_01519
OG0001170	Syas.g_02593	Prax.g_01517
OG0001171	Syas.g_02580	Prax.g_01507
OG0001172	Syas.g_01665	Prax.g_01265
OG0001173	Syas.g_01664	Prax.g_01266
OG0001174	Syas.g_01656	Prax.g_01274
OG0001175	Syas.g_01655	Prax.g_01275
OG0001176	Syas.g_01638	Prax.g_01282
OG0001177	Syas.g_01640	Prax.g_01285
OG0001178	Syas.g_02676	Prax.g_01290
OG0001179	Syas.g_01608	Prax.g_01322
OG0001180	Syas.g_01583	Prax.g_01344
OG0001181	Syas.g_01579	Prax.g_01348
OG0001182	Syas.g_01571	Prax.g_01355
OG0001183	Syas.g_01564	Prax.g_01359
OG0001184	Syas.g_02188	Prax.g_01375
OG0001185	Syas.g_02162	Prax.g_01389
OG0001186	Syas.g_02113	Prax.g_01412
OG0001187	Syas.g_02111	Prax.g_01416
OG0001189	Syas.g_02089	Prax.g_01436
OG0001190	Syas.g_01881	Prax.g_01440
OG0001191	Syas.g_01900	Prax.g_01450
OG0001193	Syas.g_01952	Prax.g_01464
OG0001194	Syas.g_01953	Prax.g_01465
OG0001195	Syas.g_01954	Prax.g_01466
OG0001196	Syas.g_02010	Prax.g_01479
OG0001197	Syas.g_02012	Prax.g_01480
OG0001198	Syas.g_02031	Prax.g_01487
OG0001199	Syas.g_02516	Prax.g_00645
OG0001200	Syas.g_02514	Prax.g_00647
OG0001201	Syas.g_02419	Prax.g_01111
OG0001202	Syas.g_02270	Prax.g_01019
OG0001203	Syas.g_02557	Prax.g_00980
OG0001204	Syas.g_01687	Prax.g_00932
